PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,CON,CN,GR,RF,TT,CI,DEP,CIN,SI,LID,PS,FPS,RIN,EIN,CRF,MID
11397886,NLM,MEDLINE,20010705,20071115,0021-972X (Print) 0021-972X (Linking),86,6,2001 Jun,Premature adiposity rebound in children treated for acute lymphoblastic leukemia.,2775-8,"The adiposity rebound (AR), when body mass index begins to increase after its nadir in childhood, is a critical period for the regulation of energy balance and adult obesity risk. The aim of the present study was to test whether children treated for acute lymphoblastic leukemia (ALL) experience premature AR. This might, in part, explain their tendency to develop obesity. Timing of AR was assessed by visual inspection of body mass index plots in 68 patients treated for ALL in first remission. This sample comprised all eligible patients treated in Scotland between 1991 and 1998, age 30 months or less at the time of diagnosis. Timing of AR in patients was compared against a cohort of 889 healthy British children studied during the 1990s using the same method. AR occurred significantly earlier in the patients treated for ALL (chi(2) test, P < 0.001). The AR had occurred in 43% (29 of 68) of the patients and 4% (40 of 889) of the comparison group by age 37 months. At 49 months AR had occurred in 81% (55 of 68) of the patients and 21% (190 of 889) of the comparison group. Treatment of ALL is associated with a significantly advanced AR. This might, in part, explain the extremely high prevalence of obesity in long-term survivors. Clinical management should focus on minimizing excess weight gain during therapy to reduce long-term obesity risk.","['Reilly, J J', 'Kelly, A', 'Ness, P', 'Dorosty, A R', 'Wallace, W H', 'Gibson, B E', 'Emmett, P M']","['Reilly JJ', 'Kelly A', 'Ness P', 'Dorosty AR', 'Wallace WH', 'Gibson BE', 'Emmett PM']","['University Department of Human Nutrition, Yorkhill Hospitals, Glasgow G3 8SJ. jjr2y@clinmed.gla.ac.uk']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",United States,J Clin Endocrinol Metab,The Journal of clinical endocrinology and metabolism,0375362,,IM,"['Adipose Tissue/*pathology', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child, Preschool', 'Female', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/*pathology', 'Time Factors', 'Weight Gain']",2001/06/09 10:00,2001/07/06 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/07/06 10:01 [medline]', '2001/06/09 10:00 [entrez]']",['10.1210/jcem.86.6.7554 [doi]'],ppublish,J Clin Endocrinol Metab. 2001 Jun;86(6):2775-8. doi: 10.1210/jcem.86.6.7554.,,,['ALSPAC Study Team'],,,,,,,,,,,,,,
11397559,NLM,MEDLINE,20010726,20190819,0378-4274 (Print) 0378-4274 (Linking),122,1,2001 May 31,"Triptolide induced cytotoxic effects on human promyelocytic leukemia, T cell lymphoma and human hepatocellular carcinoma cell lines.",81-7,"Triptolide, a traditional Chinese medicine, has been reported to be effective in the treatment of auto-immune diseases, and it can also induce anti-neoplastic activity on several human tumor cell lines. This study investigates the cytotoxic function and the functional mechanism of triptolide on tumor cells. Promyelocytic leukemia, (HL-60), T cell lymphoma (Jurkat), and human hepatocelluar carcinoma (SMMC-7721) cells were subjected to triptolide treatment, and cell growth inhibition was examined by XTT cell viability assay. Cell death mechanism (apoptosis) was confirmed through DNA fragmentation and DAPI staining. Triptolide inhibited 50% of cell growth (IC(50)) on HL-60 cells at 7.5 nM, Jurkat cells at 27.5 nM and SMMC cells at 32 nM. Characteristic apoptotic features including internucleosomal DNA fragmentation and chromatin condensation were observed in triptolide treated cells. Data from the study indicates that triptolide could induce apoptosis in human tumor cell lines and it may be applicable as a potential chemotherapeutic agent for cancer treatment.","['Chan, E W', 'Cheng, S C', 'Sin, F W', 'Xie, Y']","['Chan EW', 'Cheng SC', 'Sin FW', 'Xie Y']","['Department of Biology, The Hong Kong University of Science and Technology, Clearwater Bay, Kowloon, Hong Kong ROC.']",['eng'],['Journal Article'],Netherlands,Toxicol Lett,Toxicology letters,7709027,"['0 (Antineoplastic Agents, Alkylating)', '0 (Diterpenes)', '0 (Epoxy Compounds)', '0 (Indoles)', '0 (Phenanthrenes)', '19ALD1S53J (triptolide)', '47165-04-8 (DAPI)']",IM,"['Antineoplastic Agents, Alkylating/*pharmacology', 'Cell Survival/*drug effects', 'DNA Fragmentation/drug effects', 'Diterpenes/*pharmacology', 'Dose-Response Relationship, Drug', 'Epoxy Compounds', 'HL-60 Cells', 'Humans', 'Indoles', 'Jurkat Cells', 'Microscopy, Fluorescence', '*Phenanthrenes', 'Staining and Labeling', 'Tumor Cells, Cultured']",2001/06/09 10:00,2001/07/28 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/07/28 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0378427401003538 [pii]', '10.1016/s0378-4274(01)00353-8 [doi]']",ppublish,Toxicol Lett. 2001 May 31;122(1):81-7. doi: 10.1016/s0378-4274(01)00353-8.,,,,,,,,,,,,,,,,,
11397511,NLM,MEDLINE,20010705,20190901,0278-6915 (Print) 0278-6915 (Linking),39,7,2001 Jul,Luteolin-inhibited arylamine N-acetyltransferase activity and DNA-2-aminofluorene adduct in human and mouse leukemia cells.,641-7,"N-Acetyltransferase enzyme is an important enzyme in the first step of arylamine compounds metabolism. Luteolin has been shown to exit antibacterial and antineoplastic activity. The purpose of this present study is to evaluate the question of whether luteolin could affect arylamine N-acetyltransferase (NAT) activity and DNA-2-aminofluorene adduct formation in human (HL-60) and mouse (L1210) leukemia cells. By using HPLC, N-acetylation of 2-aminofluorene was determined. Luteolin displayed a dose-dependent inhibition to cytosolic NAT activity and intact human and mice leukemia cells. Time-course experiments showed that N-acetylation of 2-aminofluorene measured from intact human and mice leukemia cells were inhibited by luteolin for up to 24 hours. Using standard steady-state kinetic analysis, it was demonstrated that luteolin was a possible uncompetitive inhibitor to NAT activity in cytosols. The DNA-2-aminofluorene adduct formation in human and mouse leukemia cells were inhibited by luteolin. This report is the first demonstration to show that luteolin affects human and mice leukemia cells NAT activity and DNA-2-aminofluorene on adduct formation.","['Li, Y C', 'Hung, C F', 'Yeh, F T', 'Lin, J P', 'Chung, J G']","['Li YC', 'Hung CF', 'Yeh FT', 'Lin JP', 'Chung JG']","['Department of Medical Technology, Chung Tai Institute of Health Sciences and Technology, Taichung 400, ROC, Taiwan']",['eng'],['Journal Article'],England,Food Chem Toxicol,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,8207483,"['0 (DNA Adducts)', '0 (Enzyme Inhibitors)', '0 (Flavonoids)', '0 (Fluorenes)', '3A69OS195N (2-aminofluorene)', '9M98QLJ2DL (2-Acetylaminofluorene)', 'EC 2.3.1.5 (Arylamine N-Acetyltransferase)', 'KUX1ZNC9J2 (Luteolin)']",IM,"['2-Acetylaminofluorene/metabolism', 'Acetylation', 'Animals', 'Arylamine N-Acetyltransferase/*antagonists & inhibitors', 'Cytosol/metabolism', 'DNA Adducts/analysis/*antagonists & inhibitors/chemistry', 'Dose-Response Relationship, Drug', 'Enzyme Inhibitors/pharmacology', 'Flavonoids/*pharmacology', 'Fluorenes/chemistry', 'Humans', 'Kinetics', 'Leukemia/*metabolism', 'Luteolin', 'Mice', 'Tumor Cells, Cultured']",2001/06/09 10:00,2001/07/06 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/07/06 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0278691501000096 [pii]', '10.1016/s0278-6915(01)00009-6 [doi]']",ppublish,Food Chem Toxicol. 2001 Jul;39(7):641-7. doi: 10.1016/s0278-6915(01)00009-6.,,,,,,,,,,,,,,,,,
11397479,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,Combined histologic and molecular features reveal previously unappreciated subsets of lymphoma in AKXD recombinant inbred mice.,719-33,"Hematopoietic neoplasms developing in AKXD recombinant inbred, NFS.V(+) and ICSBP knockout mice were assessed using morphologic, cytologic and molecular criteria that relate these disorders to human lymphoma and leukemia. Lymphoma types included precursor T-cell and B-cell lymphoblastic, small lymphocytic, splenic marginal zone, follicular, and diffuse large cell (DLCL). In addition to previously defined subtypes of DLCL composed of centroblasts or immunoblasts, two additional subtypes are defined here: lymphoblastic lymphoma like (LL) and lymphoma characterized by a histiocytic reaction (HS). DLCL(HS) were distinguished from true histiocytic lymphomas by the presence of clonal Ig gene rearrangements.","['Morse, H C 3rd', 'Qi, C F', 'Chattopadhyay, S K', 'Hori, M', 'Taddesse-Heath, L', 'Ozato, K', 'Hartley, J W', 'Taylor, B A', 'Ward, J M', 'Jenkins, N A', 'Copeland, N G', 'Fredrickson, T N']","['Morse HC 3rd', 'Qi CF', 'Chattopadhyay SK', 'Hori M', 'Taddesse-Heath L', 'Ozato K', 'Hartley JW', 'Taylor BA', 'Ward JM', 'Jenkins NA', 'Copeland NG', 'Fredrickson TN']","['Laboratory of Immunopathology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Room 7/304, 7 Center Drive, Bethesda, MD 20892-0760, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin kappa-Chains)']",IM,"['Animals', 'Crosses, Genetic', 'Disease Models, Animal', 'Female', 'Gene Rearrangement', 'Gene Rearrangement, beta-Chain T-Cell Antigen Receptor/genetics', 'Genes, T-Cell Receptor beta/genetics', 'Immunoglobulin Heavy Chains/genetics', 'Immunoglobulin kappa-Chains/genetics', 'Lymphoma, Large B-Cell, Diffuse/classification/genetics/pathology', 'Lymphoma, Non-Hodgkin/classification/genetics/*pathology', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred DBA', 'Mice, Knockout', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/genetics/pathology']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145212601000224 [pii]', '10.1016/s0145-2126(01)00022-4 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):719-33. doi: 10.1016/s0145-2126(01)00022-4.,,,,['CA33093/CA/NCI NIH HHS/United States'],,,,,['Leuk Res. 2001 Nov;25(11):1029-30. PMID: 11597741'],,,,,,,,
11397478,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,Interferon-alpha therapy increases type I insulin-like growth factor receptors expression on lymphoid cells from patients with chronic myelogenous leukemia.,711-7,"Aiming to verify if insulin-like growth factor type I and its receptor (IGF-IR) are implicated on pathophysiology of chronic myelogenous leukemia (CML), we studied 35 patients with CML in chronic phase at diagnosis or during interferon-alpha (IFN-A) or hydroxyurea treatments. Cytometry flow analysis and reverse transcription PCR (RT-PCR) molecular assay for IGF-IR expression on peripheral blood cells from CML patients diagnosed didn't show statistical differences from the control group. Hydroxyurea treated patients had lower expression of IGF-IR in granulocytes, lymphocytes and monocytes (P<0.01). We found statistical higher percentage of T and B lymphocytes positive for IGF-IR on IFN-A treated patients (P<0.001). Also an increase of IGF-IR mRNA expression could be detected in this group when compared with patients in hydroxyurea therapy (P<0.05). Our study suggest that IGF-IR is not directly implicated on CML installation and that the increased expression of IGF-IR on lymphoid cells of IFN-A treated patients could contribute to the immune recognition of malignant cell clone by enhancing immunocompetent cell proliferation and action.","['Oliveira, M R', 'Ohnuma, L', 'Bendit, I', 'Dorlhiac-Lacer, P', 'Giannella-Neto, D']","['Oliveira MR', 'Ohnuma L', 'Bendit I', 'Dorlhiac-Lacer P', 'Giannella-Neto D']","['Fundacao Pro-Sangue Hemocentro de Sao Paulo (Cancer Research), University of Sao Paulo School of Medicine, Sao Paulo, Brazil.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Antineoplastic Agents)', '0 (Interferon-alpha)', '67763-96-6 (Insulin-Like Growth Factor I)', 'EC 2.7.10.1 (Receptor, IGF Type 1)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/*therapeutic use', 'B-Lymphocytes/drug effects/metabolism', 'Child', 'Female', 'Flow Cytometry', 'Granulocytes/drug effects/metabolism', 'Humans', 'Hydroxyurea/therapeutic use', 'Insulin-Like Growth Factor I/metabolism/physiology', 'Interferon-alpha/*therapeutic use', 'Leukemia, Myeloid, Chronic-Phase/*blood/*drug therapy', 'Male', 'Middle Aged', 'Monocytes/drug effects/metabolism', 'Receptor, IGF Type 1/*biosynthesis', 'Reverse Transcriptase Polymerase Chain Reaction', 'T-Lymphocytes/drug effects/metabolism']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00011-X [pii]', '10.1016/s0145-2126(01)00011-x [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):711-7. doi: 10.1016/s0145-2126(01)00011-x.,,,,,,,,,,,,,,,,,
11397477,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,Angiogenesis in B-chronic lymphocytic leukemia.,709-10,,"['Kay, N E', 'Jelinek, D F', 'Peterson, L']","['Kay NE', 'Jelinek DF', 'Peterson L']","['Mayo Clinic, 200 First Street SW, Rochester, MN 55905, USA. nkay@mayo.edu']",['eng'],"['Comment', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,"['0 (Endothelial Growth Factors)', '0 (Lymphokines)', '0 (Vascular Endothelial Growth Factor A)', '0 (Vascular Endothelial Growth Factors)']",IM,"['Bone Marrow/blood supply', 'Endothelial Growth Factors/metabolism', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/metabolism/*physiopathology', 'Lymphokines/metabolism', 'Neovascularization, Pathologic/*metabolism', 'Vascular Endothelial Growth Factor A', 'Vascular Endothelial Growth Factors']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00002-9 [pii]', '10.1016/s0145-2126(01)00002-9 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):709-10. doi: 10.1016/s0145-2126(01)00002-9.,,['Leuk Res. 2001 Apr;25(4):279-85. PMID: 11248324'],,,,,,,,,,,,,,,
11397476,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,CD8+ T cells in large granular lymphocyte leukemia are not defective in activation- and replication-related apoptosis.,699-708,"Persistent lymphocytosis in large granular lymphocyte leukemia (LGL) may result from defects in activation- or Fas crosslinking-induced cell death. Here we show that Fas crosslinking and CD3 activation causes apoptosis of in vitro activated CD8 T cells, but not of freshly isolated CD8 T cells. Death was partially blocked by a neutralizing antibody to FasL. Inhibition of metalloproteinase-mediated FasL solubilization significantly potentiated induction of cell death. Furthermore, CD3 plus CD28 stimulation resulted in telomeric erosion in LGL cells, and ultimately proliferation ceased. Together, these data indicate that activation- and proliferation-related cell death mechanisms are functional in LGL cells.","['Melenhorst, J J', 'Brummendorf, T H', 'Kirby, M', 'Lansdorp, P M', 'Barrett, A J']","['Melenhorst JJ', 'Brummendorf TH', 'Kirby M', 'Lansdorp PM', 'Barrett AJ']","['Bone Marrow Transplant Unit, Hematology Branch, NHLBI, National Institutes of Health, Building 10, Room 7c103, 9000 Rockville Pike, Bethesda, MD 20892, USA. melenhoj@nih.gov']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Antibodies, Monoclonal)', '0 (fas Receptor)']",IM,"['Adult', 'Aged', 'Antibodies, Monoclonal/immunology/pharmacology', 'Apoptosis/*immunology', 'CD8-Positive T-Lymphocytes/*immunology/pathology', 'Cell Division/immunology', 'Female', 'Flow Cytometry', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Lymphoid/*immunology/pathology', 'Leukemia, T-Cell/blood/*immunology', 'Lymphocyte Activation/*immunology', 'Male', 'Middle Aged', 'Telomere/physiology', 'fas Receptor/immunology']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00010-8 [pii]', '10.1016/s0145-2126(01)00010-8 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):699-708. doi: 10.1016/s0145-2126(01)00010-8.,,,,"['AI29524/AI/NIAID NIH HHS/United States', 'GM56162/GM/NIGMS NIH HHS/United States']",,,,,,,,,,,,,
11397475,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,"Incidence, clinical characteristics and early treatment outcome in Indian patients of childhood acute lymphoblastic leukemia with ALL-1 gene rearrangement.",693-8,"In a series of 185 patients (median age 7 years) of acute lymphoblastic leukaemia (ALL) from India, the overall incidence of ALL-1 gene rearrangement using the Southern blot technique was 11.4% (21/185). The incidence amongst the infants (age < or = 1 year, 70%) was significantly higher when compared to patients > 1 - < or = 10 years (7.4%, P = 0.00001) as well as > 10 years old (9.3%, P = 0.0001). ALL-1 gene rearrangement was associated with significantly higher WBC count (P = 0.01) and CD10 negativity (P = 0.00000001). Complete remission (CR) and relapse rates in 98 patients evaluable for response to therapy on a uniform therapy protocol was independent of ALL-1 gene status.","['Sazawal, S', 'Gurbuxani, S', 'Bhatia, K', 'Khattar, A', 'Raina, V', 'Arya, L S', 'Vats, T', 'Magrath, I', 'Bhargava, M']","['Sazawal S', 'Gurbuxani S', 'Bhatia K', 'Khattar A', 'Raina V', 'Arya LS', 'Vats T', 'Magrath I', 'Bhargava M']","['Department of Haematology, All India Institute of Medical Sciences, IRCH Building (1st Floor), Ansari Nagar, AIIMS, 110029, New Delhi, India.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (DNA-Binding Proteins)', '0 (KMT2A protein, human)', '0 (Transcription Factors)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Child, Preschool', 'DNA-Binding Proteins/*genetics', 'Female', 'Gene Rearrangement', 'Histone-Lysine N-Methyltransferase', 'Humans', 'Incidence', 'India/epidemiology', 'Infant', 'Male', 'Myeloid-Lymphoid Leukemia Protein', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/epidemiology/*genetics/pathology', '*Proto-Oncogenes', '*Transcription Factors', 'Treatment Outcome']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00007-8 [pii]', '10.1016/s0145-2126(01)00007-8 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):693-8. doi: 10.1016/s0145-2126(01)00007-8.,,,,,,,,,,,,,,,,,
11397474,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,Recent improvements in outcome for elderly patients with de novo acute myeloblastic leukemia.,685-92,"A retrospective analysis was performed on 263 consecutive patients aged over 60 with de novo acute myeloid leukemia (AML) diagnosed in a single institution between 1979 and 1998. Eighty-nine patients (33%) received only palliative treatment, while 174 patients (67%) were treated with different intensive chemotherapy regimens. The 5- and 10-year overall survival (OS) for the whole series was 7.7+/-1.2 and 4.3+/-1.6%, respectively. For patients receiving chemotherapy, OS was 10.5+/-2.5 and 7+/-2.6%, while for those patients receiving supportive treatment it was 1.1+/-1.1 and 0%, respectively (P=0.002). Within the group of patients receiving chemotherapy, the complete remission (CR) rate was 46%; treatment failure rate was 54% (36% due to treatment-related mortality and 18% due to resistant disease). Variables influencing CR rate were FAB subtype, CD7 positivity, chemotherapy regimen, creatinine level, hepatomegaly, and period of diagnosis. Median disease-free survival (DFS) duration was 8.4 months with a probability of being disease-free at 10 years of 10+/-5%. There were no significant differences in DFS according to age. According to the period of diagnosis (1979-1986 vs. 1987-1998), improvements in the CR rate (27 vs. 56%, P=0.0002), and OS (10.9 vs. 15.7 months, P=0.0007) were observed. This large single-center study of unselected de novo AML elderly patients substantiates the progressive improvement achieved in the management of elderly patients with AML, probably due to an improvement in supportive care and the administration of conventional induction chemotherapy.","['Lopez, A', 'de la Rubia, J', 'Martin, G', 'Martinez, J', 'Cervera, J', 'Jarque, I', 'Sempere, A', 'Plume, G', 'Saavedra, S', 'Regadera, A', 'Sanz, G', 'Gomis, F', 'Perez-Sirvent, M L', 'Senent, L', 'Jimenez, C', 'Sanz, M A']","['Lopez A', 'de la Rubia J', 'Martin G', 'Martinez J', 'Cervera J', 'Jarque I', 'Sempere A', 'Plume G', 'Saavedra S', 'Regadera A', 'Sanz G', 'Gomis F', 'Perez-Sirvent ML', 'Senent L', 'Jimenez C', 'Sanz MA']","['Hematology Department, University Hospital La Fe, Avda. Campanar, 21, 46009, Valencia, Spain.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,,IM,"['Aged', 'Aged, 80 and over', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Disease-Free Survival', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis/*drug therapy', 'Leukemia, Promyelocytic, Acute/diagnosis/drug therapy', 'Male', 'Middle Aged', 'Remission Induction', 'Retrospective Studies', 'Time Factors', 'Treatment Outcome']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00006-6 [pii]', '10.1016/s0145-2126(01)00006-6 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):685-92. doi: 10.1016/s0145-2126(01)00006-6.,,,,,,,,,,,,,,,,,
11397473,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,Palliative care and induction therapy: a complimentary approach to the treatment of acute myeloid leukemia.,681-4,,"['Thomas, M L']",['Thomas ML'],"['Veterans Affairs Palo Alto Health Care System, 3801 Miranda Avenue, Palo Alto, CA 94304, USA.']",['eng'],"['Comment', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,,IM,"['Acute Disease', 'Attitude of Health Personnel', 'Humans', 'Leukemia, Myeloid/*therapy', 'Medical Oncology/education/methods/standards', 'Palliative Care/*methods/standards', 'Terminal Care']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00009-1 [pii]', '10.1016/s0145-2126(01)00009-1 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):681-4. doi: 10.1016/s0145-2126(01)00009-1.,,['Leuk Res. 2001 Aug;25(8):673-80. PMID: 11397472'],,,,,,,,,,,,,,,
11397472,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,"The final phase in acute myeloid leukaemia (AML): a study of cause of death, place of death and type of care during the last week of life.",673-80,"The aim of this study was to increase the knowledge of the final phase in acute myeloid leukaemia (AML), a period which entails many complex medical and psychosocial decisions. Data on cause and place of death were gathered through a retrospective review of medical and nursing records of 106 patients with AML who had died during 1995-1997. We focused on the actual phase of the disease and to what extent the patients were prescribed palliative care. With increased knowledge of the dying process in AML there are options to discuss which approach would be the most preferred final phase for an AML patient.","['Stalfelt, A M', 'Brodin, H', 'Pettersson, S', 'Eklof, A']","['Stalfelt AM', 'Brodin H', 'Pettersson S', 'Eklof A']","['Department of Public Health and Caring Sciences/Social Medicine, Uppsala University, Uppsala Science Park, SE-751 85, Uppsala, Sweden. annmarie.stalfelt@telia.com']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Acute Disease', 'Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Death', 'Bone Marrow Transplantation', 'Cause of Death', '*Death', 'Female', 'Humans', 'Leukemia, Myeloid/*psychology/*therapy', 'Male', 'Middle Aged', 'Palliative Care', 'Retrospective Studies', 'Terminal Care/*methods/psychology']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00005-4 [pii]', '10.1016/s0145-2126(01)00005-4 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):673-80. doi: 10.1016/s0145-2126(01)00005-4.,,,,,,,,,['Leuk Res. 2001 Aug;25(8):681-4. PMID: 11397473'],,,,,,,,
11397470,NLM,MEDLINE,20010809,20190826,0145-2126 (Print) 0145-2126 (Linking),25,8,2001 Aug,The widening role of statins: RAS signal transduction and drug-induced cytotoxicity in human leukemia: a commentary to 'interaction of cytosine arabinoside and lovastatin in human leukemia cells'.,661-3,,"['Braess, J', 'Hiddemann, W']","['Braess J', 'Hiddemann W']","['Department of Internal Medicine III, University Hospital Grosshadern, Ludwig-Maximilians University, Marchioninistrasse 15, Munich, Germany.']",['eng'],"['Comment', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,"['0 (Hydroxymethylglutaryl-CoA Reductase Inhibitors)', '04079A1RDZ (Cytarabine)', '9LHU78OQFD (Lovastatin)', 'EC 3.6.5.2 (ras Proteins)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*pharmacology', 'Cytarabine/*pharmacology', 'Drug Synergism', 'Humans', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors/pharmacology', 'Leukemia/*drug therapy', 'Lovastatin/*pharmacology', 'ras Proteins/*physiology']",2001/06/09 10:00,2001/08/10 10:01,['2001/06/09 10:00'],"['2001/06/09 10:00 [pubmed]', '2001/08/10 10:01 [medline]', '2001/06/09 10:00 [entrez]']","['S0145-2126(01)00033-9 [pii]', '10.1016/s0145-2126(01)00033-9 [doi]']",ppublish,Leuk Res. 2001 Aug;25(8):661-3. doi: 10.1016/s0145-2126(01)00033-9.,,['Leuk Res. 2001 Aug;25(8):651-60. PMID: 11397469'],,,,,,,,,,,,,,,
