PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,TT,CI,AID,PMC,GR,CN,CIN,CON,SI,DEP,CRI,EIN,LID,OTO,OT,MID,ECI
11203887,NLM,MEDLINE,20010301,20191210,0275-1879 (Print) 0275-1879 (Linking),20,4,2000 Jul-Aug,"Medicare, prevention, and dentistry: implications of the Institute of Medicine report, extending Medicare coverage for preventive and other services.",128-30,,"['Damiano, P C']",['Damiano PC'],,['eng'],['Editorial'],United States,Spec Care Dentist,"Special care in dentistry : official publication of the American Association of Hospital Dentists, the Academy of Dentistry for the Handicapped, and the American Society for Geriatric Dentistry",8103755,,,"['Centers for Medicare and Medicaid Services, U.S.', 'Dental Care/economics', 'Head and Neck Neoplasms/therapy', 'Health Policy', 'Health Status', 'Humans', '*Insurance Coverage', 'Leukemia/therapy', '*Medicare/economics', '*National Academies of Science, Engineering, and Medicine, U.S., Health and Medicine Division', 'Policy Making', '*Preventive Dentistry/economics', '*Preventive Health Services/economics', 'United States']",,2001/02/24 12:00,2001/03/07 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/07 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Spec Care Dentist. 2000 Jul-Aug;20(4):128-30. doi: 10.1111/j.1754-4505.2000.tb01148.x.,,,['10.1111/j.1754-4505.2000.tb01148.x [doi]'],,,,,,,,,,,,,,
11203684,NLM,MEDLINE,20010201,20190826,0145-2126 (Print) 0145-2126 (Linking),25,1,2001 Jan,Influence of various cytokines on the expression of CD20 on the surface of CLL-cells in vitro.,99-100,,"['Chow, K U', 'Schneider, B', 'Mitrou, P S', 'Weidmann, E']","['Chow KU', 'Schneider B', 'Mitrou PS', 'Weidmann E']",,['eng'],"['Comment', 'Letter']",England,Leuk Res,Leukemia research,7706787,"['0 (Antigens, CD20)', '0 (Interleukins)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Antigens, CD20/*biosynthesis', 'Granulocyte-Macrophage Colony-Stimulating Factor/*pharmacology', 'Humans', 'Interleukins/*pharmacology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*immunology/metabolism', 'Up-Regulation/drug effects']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Leuk Res. 2001 Jan;25(1):99-100. doi: 10.1016/s0145-2126(00)00098-9.,,,"['S0145-2126(00)00098-9 [pii]', '10.1016/s0145-2126(00)00098-9 [doi]']",,,,,['Leuk Res. 2000 May;24(5):411-5. PMID: 10785263'],,,,,,,,,
11203198,NLM,MEDLINE,20001212,20201226,1148-5493 (Print) 1148-5493 (Linking),11,3,2000 Sep,"Th1/Th2 cells, their associated molecules and role in pathophysiology.",510-1,"Cytokines, chemokines, and/or chemokine receptors associated with type 1 T helper (Th1) or Th2 cells play a role in different physiological conditions, such as T lymphopoiesis and pregnancy, as well as in pathological conditions, such as unexplained recurrent abortions, proliferative glomerulonephritis, and control of angiogenesis.","['Romagnani, P', 'Annunziato, F', 'Piccinni, M P', 'Maggi, E', 'Romagnani, S']","['Romagnani P', 'Annunziato F', 'Piccinni MP', 'Maggi E', 'Romagnani S']","['Department of Physiopathology, Endocrinologu Unit, University of Florence.']",['eng'],['Journal Article'],France,Eur Cytokine Netw,European cytokine network,9100879,"['0 (Chemokines)', '0 (Cytokines)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lymphokines)', '0 (Receptors, Chemokine)', '0 (Receptors, Cytokine)']",IM,"['Abortion, Habitual/immunology', 'Animals', 'Chemokines/immunology', 'Cytokines/immunology', 'Female', 'Glomerulonephritis/immunology', 'Growth Inhibitors/immunology', 'Humans', 'Inflammation/*immunology', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/immunology', 'Neovascularization, Physiologic/immunology', 'Pregnancy', 'Receptors, Chemokine/immunology', 'Receptors, Cytokine/immunology', 'Th1 Cells/*immunology', 'Th2 Cells/*immunology']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Eur Cytokine Netw. 2000 Sep;11(3):510-1.,,,,,,,,,,,,,,,,,
11203189,NLM,MEDLINE,20001212,20061115,1148-5493 (Print) 1148-5493 (Linking),11,3,2000 Sep,"Signalling of interleukin-6 type cytokines via gp130, leukemia inhibitory factor (LIF) receptor and oncostatin M receptor.",491-2,,"['Behrmann, I', 'Hermanns, H M', 'Haan, C', 'Kortylewski, M', 'Radtke, S', 'Greiser, J', 'Heinrich, P C']","['Behrmann I', 'Hermanns HM', 'Haan C', 'Kortylewski M', 'Radtke S', 'Greiser J', 'Heinrich PC']","['Institute for Biochemistry, RWTH-Aachen, Germany. behrmann@rwth-aachen.de']",['eng'],['Journal Article'],France,Eur Cytokine Netw,European cytokine network,9100879,"['0 (Cytokines)', '0 (Interleukin-6)', '0 (LIFR protein, human)', '0 (Leukemia Inhibitory Factor Receptor alpha Subunit)', '0 (Receptor, Ciliary Neurotrophic Factor)', '0 (Receptors, Cytokine)', '0 (Receptors, OSM-LIF)', '0 (Receptors, Oncostatin M)']",IM,"['Animals', 'Cytokines/*immunology', 'Humans', 'Interleukin-6/*immunology', 'Leukemia Inhibitory Factor Receptor alpha Subunit', 'Receptor, Ciliary Neurotrophic Factor/*physiology', 'Receptors, Cytokine/*physiology', 'Receptors, OSM-LIF', 'Receptors, Oncostatin M', 'Signal Transduction/*immunology']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Eur Cytokine Netw. 2000 Sep;11(3):491-2.,,,,,,,,,,,,,,,,,
11203168,NLM,MEDLINE,20001205,20190501,0007-1161 (Print) 0007-1161 (Linking),84,11,2000 Nov,Serous retinal detachment caused by leukemic choroidal infiltration during complete remission.,1318-9,,"['Miyamoto, K', 'Kashii, S', 'Honda, Y']","['Miyamoto K', 'Kashii S', 'Honda Y']",,['eng'],"['Case Reports', 'Letter']",England,Br J Ophthalmol,The British journal of ophthalmology,0421041,,IM,"['Acute Disease', 'Adolescent', 'Choroid Diseases/drug therapy', 'Fluorescein Angiography', 'Humans', 'Leukemic Infiltration/*complications', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Retina/*pathology', 'Retinal Detachment/drug therapy/*etiology', 'Treatment Outcome', 'Vision Disorders/etiology', 'Visual Acuity']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Br J Ophthalmol. 2000 Nov;84(11):1318-9. doi: 10.1136/bjo.84.11.1318a.,,,['10.1136/bjo.84.11.1318a [doi]'],PMC1723309,,,,,,,,,,,,,
11203167,NLM,MEDLINE,20001205,20190501,0007-1161 (Print) 0007-1161 (Linking),84,11,2000 Nov,Sudden bilateral visual loss in acute myeloid leukemia.,1318,,"['Bom, S', 'Young, S', 'Lightman, S']","['Bom S', 'Young S', 'Lightman S']",,['eng'],"['Case Reports', 'Letter']",England,Br J Ophthalmol,The British journal of ophthalmology,0421041,"['0 (Anti-Inflammatory Agents)', '9PHQ9Y1OLM (Prednisolone)']",IM,"['Adult', 'Anti-Inflammatory Agents/therapeutic use', 'Blindness/*etiology', 'Female', 'Fluorescein Angiography', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Papilledema/etiology', 'Prednisolone/therapeutic use', 'Treatment Outcome']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Br J Ophthalmol. 2000 Nov;84(11):1318. doi: 10.1136/bjo.84.11.1318.,,,['10.1136/bjo.84.11.1318 [doi]'],PMC1723303,,,,,,,,,,,,,
11203012,NLM,MEDLINE,20001114,20191104,0223-5234 (Print) 0223-5234 (Linking),35,9,2000 Sep,"Carbonic anhydrase inhibitors--Part 94. 1,3,4-thiadiazole-2-sulfonamidederivatives as antitumor agents?",867-74,"Potent sulfonamide inhibitors of the zinc enzyme carbonic anhydrase (CA, EC 4.2.1.1), derivatives of I ,3,4-thiadiazole-2-sulfonamide, possessing inhibition constants in the range of 10(-8)-10(-9) M against isozymes II and IV, were shown to act as efficient in vitro tumour cell growth inhibitors with GI(50) (molarity of inhibitor producing a 50% inhibition of tumour cell growth) values typically in the range of 0.1-30 microM against several leukaemia, non-small cell lung cancer, ovarian, melanoma, colon, CNS, renal, prostate and breast cancer cell lines. The mechanism of antitumour action with the new sulfonamides reported here is unknown, but it might involve either inhibition of several CA isozymes (such as CA IX, CA XII, CA XIV) present predominantly in tumour cell membranes, acidification of the intracellular environment as a consequence of CA inhibition, uncoupling of mitochondria and/or strong CA V inhibition, or a combination of several such mechanisms. Such derivatives might lead to the development of effective novel types of anticancer agents/therapies. inverted question mark 2000 Editions scientifiques et m|dicales Elsevier SAS.","['Supuran, C T', 'Scozzafava, A']","['Supuran CT', 'Scozzafava A']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",France,Eur J Med Chem,European journal of medicinal chemistry,0420510,"['0 (Antineoplastic Agents)', '0 (Carbonic Anhydrase Inhibitors)', '0 (Sulfonamides)', 'EC 4.2.1.1 (Carbonic Anhydrases)']",IM,"['Antineoplastic Agents/*pharmacology', 'Carbonic Anhydrase Inhibitors/*pharmacology', 'Carbonic Anhydrases/drug effects', 'Dose-Response Relationship, Drug', 'Drug Screening Assays, Antitumor', 'Female', 'Humans', 'Ovarian Neoplasms/drug therapy', 'Structure-Activity Relationship', 'Sulfonamides/chemistry/*pharmacology', 'Tumor Cells, Cultured']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Eur J Med Chem. 2000 Sep;35(9):867-74. doi: 10.1016/s0223-5234(00)00169-0.,,,"['S0223-5234(00)00169-0 [pii]', '10.1016/s0223-5234(00)00169-0 [doi]']",,,,,,,,,,,,,,
11202927,NLM,MEDLINE,20001103,20071115,1058-4838 (Print) 1058-4838 (Linking),31,1,2000 Jul,Diagnosis: progressive multifocal leukoencephalopathy.,"15, 125-6",,"['Mossad, S B']",['Mossad SB'],"['Department of Infectious Diseases, Cleveland Clinic Foundation, 9500 Euclid Avenue, S-32, Cleveland, OH 44195, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,,IM,"['Animals', 'Brain/pathology', 'Humans', 'JC Virus/genetics/isolation & purification', 'Leukemia, Lymphocytic, Chronic, B-Cell/cerebrospinal fluid/*complications/physiopathology/virology', 'Leukoencephalopathy, Progressive Multifocal/cerebrospinal fluid/complications/*diagnosis/virology', 'Magnetic Resonance Imaging/methods', 'Male', 'Middle Aged']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,"Clin Infect Dis. 2000 Jul;31(1):15, 125-6. doi: 10.1086/313933.",,,['10.1086/313933 [doi]'],,,,,,,,,,,,,,
11202909,NLM,MEDLINE,20001109,20190705,0007-1048 (Print) 0007-1048 (Linking),110,4,2000 Sep,All-trans retinoic acid (ATRA) and tranexamic acid: a potentially fatal combination in acute promyelocytic leukaemia.,1010-2,,"['Brown, J E', 'Olujohungbe, A', 'Chang, J', 'Ryder, W D', 'Morganstern, G R', 'Chopra, R', 'Scarffe, J H']","['Brown JE', 'Olujohungbe A', 'Chang J', 'Ryder WD', 'Morganstern GR', 'Chopra R', 'Scarffe JH']",,['eng'],['Letter'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Antifibrinolytic Agents)', '0 (Antineoplastic Agents)', '5688UTC01R (Tretinoin)', '6T84R30KC1 (Tranexamic Acid)']",IM,"['Adult', '*Antifibrinolytic Agents', '*Antineoplastic Agents', 'Contraindications', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy/mortality', 'Male', 'Thrombosis/*chemically induced/mortality', '*Tranexamic Acid', '*Tretinoin']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Br J Haematol. 2000 Sep;110(4):1010-2. doi: 10.1046/j.1365-2141.2000.02270-8.x.,,,['10.1046/j.1365-2141.2000.02270-8.x [doi]'],,,,,,,,,,,,,,
11202906,NLM,MEDLINE,20001116,20211203,0898-6568 (Print) 0898-6568 (Linking),12,6,2000 Jun,"The human polo-like kinase, PLK, regulates cdc2/cyclin B through phosphorylation and activation of the cdc25C phosphatase.",405-11,"Entry into mitosis by mammalian cells is triggered by the activation of the cdc2/cyclin B holoenzyme. This is accomplished by the specific dephosphorylation of key residues by the cdc25C phosphatase. The polo-like kinases are a family of serine/threonine kinases which are also implicated in the control of mitotic events, but their exact regulatory mechanism is not known. Recently, a Xenopus homologue, PLX1, was reported to phosphorylate and activate cdc25, leading to activation of cdc2/cyclin B. Jurkat T leukemia cells were chemically arrested and used to verify that PLK protein expression and its phosphorylation state is regulated with respect to cell cycle phase (i.e., protein is undetectable at G1/S, accumulates at S phase and is modified at G2/M). Herein, we show for the first time that endogenous human PLK protein immunoprecipitated from the G2/M-arrested Jurkat cells directly phosphorylates human cdc25C. In addition, we demonstrate that recombinant human (rh) PLK also phosphorylates rhcdc25C in a time- and concentration-dependent manner. Phosphorylation of endogenous cdc25C and recombinant cdc25C by PLK resulted in the activation of the phosphatase as assessed by dephosphorylation of cdc2/cyclin B. These data are the first to demonstrate that human PLK is capable of phosphorylating and positively regulating human cdc25C activity, allowing cdc25C to dephosphorylate inactive cdc2/cyclin B. As this event is required for cell cycle progression, we define at least one key regulatory mode of action for human PLK in the initiation of mitosis.","['Roshak, A K', 'Capper, E A', 'Imburgia, C', 'Fornwald, J', 'Scott, G', 'Marshall, L A']","['Roshak AK', 'Capper EA', 'Imburgia C', 'Fornwald J', 'Scott G', 'Marshall LA']","['Department of Immunology, SmithKline Beecham Phamaceuticals, King of Prussia, PA 19406, USA. Amy_K_Roshak@SBPHRD.com']",['eng'],['Journal Article'],England,Cell Signal,Cellular signalling,8904683,"['0 (Cell Cycle Proteins)', '0 (Cyclin B)', '0 (Neoplasm Proteins)', '0 (Proto-Oncogene Proteins)', '0 (Recombinant Fusion Proteins)', 'EC 2.7.- (Protein Kinases)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)', 'EC 2.7.11.1 (polo-like kinase 1)', 'EC 2.7.11.22 (CDC2 Protein Kinase)', 'EC 3.1.3.48 (CDC25C protein, human)', 'EC 3.1.3.48 (cdc25 Phosphatases)']",IM,"['CDC2 Protein Kinase/*metabolism', 'Cell Cycle/*physiology', 'Cell Cycle Proteins/*metabolism', 'Cyclin B/*metabolism', 'Enzyme Activation', 'Humans', 'Jurkat Cells/metabolism', 'Neoplasm Proteins/metabolism', 'Phosphorylation', 'Protein Kinases/*physiology', '*Protein Processing, Post-Translational', 'Protein Serine-Threonine Kinases', 'Proto-Oncogene Proteins', 'Recombinant Fusion Proteins/metabolism', 'cdc25 Phosphatases/*metabolism']",,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Cell Signal. 2000 Jun;12(6):405-11. doi: 10.1016/s0898-6568(00)00080-2.,,,"['S0898-6568(00)00080-2 [pii]', '10.1016/s0898-6568(00)00080-2 [doi]']",,,,,,,,,,,,,,
11202805,NLM,MEDLINE,20010208,20190906,0277-3732 (Print) 0277-3732 (Linking),23,6,2000 Dec,Endoscopic findings in chronic lymphocytic leukemia.,599-601,"Retrospective studies, based on autopsy findings, indicate that infiltration of the gastrointestinal tract complicates leukemia of all types and may be present from the esophagus to the rectum. This report presents what is believed to be the first reported case of a patient with chronic lymphocytic leukemia with evidence of esophageal, gastric, duodenal bulb, and colonic involvement confirmed by mucosal biopsy at endoscopy.","['Goncalves, R', 'Sousa, R', 'Banhudo, A', 'Pereira, E', 'Pereira, R', 'Castel-Branco Silveira, J']","['Goncalves R', 'Sousa R', 'Banhudo A', 'Pereira E', 'Pereira R', 'Castel-Branco Silveira J']","['Department of Gastroenterology, Hospital Amato Lusitano, Castelo Branco, Portugal.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Clin Oncol,American journal of clinical oncology,8207754,,IM,"['Biopsy', 'Endoscopy', 'Esophageal Neoplasms/*pathology', 'Gastric Mucosa/pathology', 'Gastrointestinal Neoplasms/*pathology', 'Humans', 'Intestinal Mucosa/pathology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Male', 'Middle Aged']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Am J Clin Oncol. 2000 Dec;23(6):599-601. doi: 10.1097/00000421-200012000-00014.,,,['10.1097/00000421-200012000-00014 [doi]'],,,,,,,,,,,,,,
11202796,NLM,MEDLINE,20010208,20190906,0277-3732 (Print) 0277-3732 (Linking),23,6,2000 Dec,Chronic systemic (hepatosplenic) candidiasis in a patient with granulocytic sarcoma.,562-3,"Chronic systemic (hepatosplenic) candidiasis (CSC) is a syndrome of invasive candidiasis characterized by fever without localizing signs or symptoms. It occurs predominantly in patients with acute leukemia, after prolonged severe neutropenia. We report a young woman who underwent extensive chemotherapy for granulocytic sarcoma of the ovary; CSC then developed in this patient. She was successfully treated with fluconazole and liposomal amphotericin B. Clinical presentation, diagnostic problems, and the current successful treatment with fluconazole and liposomal amphotericin B are discussed.","['Gangadharan, V P', 'Sasidharan, K', 'Preetha, S', 'Chithrathara, K']","['Gangadharan VP', 'Sasidharan K', 'Preetha S', 'Chithrathara K']","['Division of Medical Oncology, Regional Cancer Centre, Thiruvananthapuram, India.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Clin Oncol,American journal of clinical oncology,8207754,"['0 (Antifungal Agents)', '7XU7A7DROE (Amphotericin B)', '8VZV102JFY (Fluconazole)']",IM,"['Adult', 'Amphotericin B/therapeutic use', 'Antifungal Agents/therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Candidiasis/*complications/diagnosis/drug therapy', 'Chronic Disease', 'Female', 'Fluconazole/therapeutic use', 'Humans', 'Liver Diseases/*complications/diagnosis/drug therapy/microbiology', 'Opportunistic Infections/*complications/diagnosis/drug therapy', 'Ovarian Neoplasms/*complications/drug therapy', 'Sarcoma/*complications/drug therapy', 'Splenic Diseases/*complications/diagnosis/drug therapy/microbiology', 'Tomography, X-Ray Computed']",,2001/02/24 12:00,2001/03/03 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/03 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Am J Clin Oncol. 2000 Dec;23(6):562-3. doi: 10.1097/00000421-200012000-00005.,,,['10.1097/00000421-200012000-00005 [doi]'],,,,,,,,,,,,,,
11202548,NLM,MEDLINE,20010322,20070516,0740-2570 (Print) 0740-2570 (Linking),17,4,2000 Nov,Miscellaneous rare paratesticular tumors.,319-39,"A few uncommon but distinctive tumors may preferentially involve the paratestis. The 3 unusual tumors that represent the focus of this discussion are the ovarian-type epithelial tumors (OTET), the desmoplastic small round cell tumor (DSRCT), and the melanotic neuroectodermal tumor of infancy (MNTI). The OTETs are testicular homologues of their more common namesake counterparts that arise in the ovary. Most frequent of these are serous tumors of borderline malignancy, with fewer cases of serous carcinomas or other forms of mullerian differentiation. DSRCT is an increasingly recognized, aggressive, ""small blue cell"" neoplasm with distinctive clinical and pathologic features. These polyphenotypic tumors characteristically, but not invariably, arise in intimate association with the serosal membrane of the peritoneal cavity and harbor a signature translocation-t(11;22)(p13,q12). In the paratestis they often involve the surface of the epididymis. The MNTI is an enigmatic, histologically distinctive, low-grade neoplasm occasionally encountered in the epididymis. Recognition of its features is essential to avoid misdiagnosis as a more aggressive ""small blue cell"" neoplasm and consequent therapeutic mismanagement. Primary hematopoietic tumors of the paratesticular structures are rare. There appears to be a tendency for young men to have low-grade lymphomas with an indolent course and older patients to develop higher-grade tumors. Plasmacytoma and granulocytic sarcoma of the paratestis are even more rare and are often susceptible to misinterpretation. Finally, metastatic tumors and a variety of other very rare neoplasms are discussed.","['Henley, J D', 'Ferry, J', 'Ulbright, T M']","['Henley JD', 'Ferry J', 'Ulbright TM']","['Department of Pathology, Indiana University School of Medicine, Indianapolis, USA.']",['eng'],"['Journal Article', 'Review']",United States,Semin Diagn Pathol,Seminars in diagnostic pathology,8502262,,IM,"['Adolescent', 'Carcinoma, Small Cell/chemistry/pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Myeloid/pathology', 'Lymphoma/pathology', 'Male', 'Middle Aged', 'Neoplasm Metastasis/pathology', 'Neoplasms, Connective Tissue/chemistry/pathology', 'Neoplasms, Glandular and Epithelial/pathology', 'Neuroectodermal Tumor, Melanotic/pathology', 'Plasmacytoma/pathology', 'Testicular Neoplasms/*pathology']",104,2001/02/24 12:00,2001/03/27 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/27 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Semin Diagn Pathol. 2000 Nov;17(4):319-39.,,,,,,,,,,,,,,,,,
11202429,NLM,MEDLINE,20010315,20210216,0006-4971 (Print) 0006-4971 (Linking),97,2,2001 Jan 15,Human A1 expression in acute myeloid leukemia and its relationship to Bcl-2 expression.,578-9,,"['Moreb, J S', 'Zucali, J']","['Moreb JS', 'Zucali J']",,['eng'],"['Letter', 'Comment']",United States,Blood,Blood,7603509,"['0 (BCL2-related protein A1)', '0 (DNA-Binding Proteins)', '0 (Homeodomain Proteins)', '0 (MATA1 protein, S cerevisiae)', '0 (Minor Histocompatibility Antigens)', '0 (Oligodeoxyribonucleotides, Antisense)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (RNA, Messenger)', '0 (Repressor Proteins)', '0 (Saccharomyces cerevisiae Proteins)', '11056-06-7 (Bleomycin)', 'EC 3.6.4.- (Replication Protein C)']",IM,"['Acute Disease', 'Bleomycin/pharmacology', 'Cell Differentiation/drug effects', 'DNA-Binding Proteins/drug effects/*genetics', 'Gene Expression', '*Genes, bcl-2', 'HL-60 Cells', '*Homeodomain Proteins', 'Humans', 'Leukemia, Myeloid/*metabolism', 'Minor Histocompatibility Antigens', 'Oligodeoxyribonucleotides, Antisense/*pharmacology', '*Proto-Oncogene Proteins c-bcl-2', 'RNA, Messenger/drug effects/metabolism', 'Replication Protein C', '*Repressor Proteins', '*Saccharomyces cerevisiae Proteins', 'Transfection', 'U937 Cells']",,2001/02/24 12:00,2001/03/17 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/03/17 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Blood. 2001 Jan 15;97(2):578-9. doi: 10.1182/blood.v97.2.578.,,,"['10.1182/blood.v97.2.578 [doi]', 'S0006-4971(20)66029-3 [pii]']",,,,,['Blood. 2000 Jun 15;95(12):3929-38. PMID: 10845930'],,,,,,,,,
11202402,NLM,MEDLINE,20010503,20090225,0026-9050 (Print) 0026-9050 (Linking),321,12,2000 Dec,[Infectious dermal lesions in malignant lymphomas].,35-7,,"['Lamotkin, I A', 'Mukhina, E V']","['Lamotkin IA', 'Mukhina EV']",,['rus'],['Journal Article'],Russia (Federation),Voen Med Zh,Voenno-meditsinskii zhurnal,2984871R,,IM,"['Herpes Simplex/etiology', 'Hodgkin Disease/*complications', 'Humans', 'Leukemia, B-Cell/*complications', 'Leukemia, T-Cell/*complications', 'Mycoses/etiology', 'Skin Diseases, Bacterial/etiology', 'Skin Diseases, Infectious/*etiology', 'Skin Diseases, Viral/etiology', 'Staphylococcal Infections/etiology', 'Streptococcal Infections/etiology']",,2001/02/24 12:00,2001/05/05 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/05/05 10:01 [medline]', '2001/02/24 12:00 [entrez]']",ppublish,Voen Med Zh. 2000 Dec;321(12):35-7.,Infektsionnye porazheniia kozhi pri zlokachestvennykh limfomakh.,,,,,,,,,,,,,,,,
