PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,CON,CIN,GR,SI,GS,TT,RF,PMC,EIN,OID,OTO,OT,GN,RIN,IR,FIR,IRAD
7517720,NLM,MEDLINE,19940811,20210216,0006-4971 (Print) 0006-4971 (Linking),84,2,1994 Jul 15,Differences in constitutive and post-methotrexate folylpolyglutamate synthetase activity in B-lineage and T-lineage leukemia.,564-9,"Folylpolyglutamate synthetase (FPGS) is responsible for the metabolism of natural folates and a broad range of folate antagonists to polyglutamate derivatives. Recent studies indicated increased accumulation of methotrexate (MTX) polyglutamates (MTX-PG) in blast cells as a predictor of favorable treatment outcome in childhood acute lymphoblastic leukemia (ALL). We determined the expression of FPGS activity in blasts from children with ALL at diagnosis and after treatment with MTX as a single agent, before conventional remission induction therapy. The levels of enzyme activity in ALL blasts at diagnosis (median of 689 pmol/h/mg protein) were significantly higher (P = .003) than those found in acute nonlymphoblastic leukemia (ANLL) blasts (median of 181 pmol/h/mg protein). Comparable lineage differences in normal lymphoid versus nonlymphoid cells suggest a lineage-specific control of FPGS expression, FPGS activity increased in ALL blasts after in vivo exposure to MTX. The median increase in FPGS activity was significantly higher (P = .003) in B-lineage ALL (188%) than in T-lineage ALL (37%). Likewise, the percentage of intracellular long chain MTX-PG (Glu3-6) was significantly higher (P = .02) in B-lineage ALL (92%) than in T-lineage ALL (65%), consistent with higher FPGS activity in B-lineage blasts. This finding could explain, at least in part, the superior outcome in children with B-lineage ALL treated with antimetabolite therapy.","['Barredo, J C', 'Synold, T W', 'Laver, J', 'Relling, M V', 'Pui, C H', 'Priest, D G', 'Evans, W E']","['Barredo JC', 'Synold TW', 'Laver J', 'Relling MV', 'Pui CH', 'Priest DG', 'Evans WE']","['Department of Pediatrics, Medical University of South Carolina, Charleston 29425.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['25513-46-6 (Polyglutamic Acid)', '82334-40-5 (methotrexate polyglutamate)', 'EC 6.3.2.- (Peptide Synthases)', 'EC 6.3.2.17 (folylpolyglutamate synthetase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Burkitt Lymphoma/*drug therapy/enzymology', 'Child', 'Hematopoietic Stem Cells/enzymology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*drug therapy/enzymology', 'Methotrexate/analogs & derivatives/metabolism/*therapeutic use', 'Peptide Synthases/*metabolism', 'Polyglutamic Acid/analogs & derivatives/metabolism', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/enzymology']",1994/07/15 00:00,1994/07/15 00:01,['1994/07/15 00:00'],"['1994/07/15 00:00 [pubmed]', '1994/07/15 00:01 [medline]', '1994/07/15 00:00 [entrez]']",ppublish,Blood. 1994 Jul 15;84(2):564-9.,['S0006-4971(20)78769-0 [pii]'],,,"['21765/PHS HHS/United States', 'P01 CA 20180/CA/NCI NIH HHS/United States', 'R37-CA 36401/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,
7517719,NLM,MEDLINE,19940811,20210216,0006-4971 (Print) 0006-4971 (Linking),84,2,1994 Jul 15,Killing of autologous B-lineage malignancy using CD3 x CD19 bispecific monoclonal antibody in end stage leukemia and lymphoma.,556-63,"To develop an effective tumor immunotherapy for B-lineage non-Hodgkin's lymphoma (NHL) and acute lymphoblastic leukemia (ALL), a bispecific monoclonal antibody (BsAb) has been generated with the first specificity for the CD3 epsilon-chain and the second for the CD19 antigen. Peripheral blood mononuclear cells (PBMCs) isolated from patients with NHL or ALL during remission or relapse rapidly proliferated (up to 179-fold increase) on in vitro activation combining phytohemagglutinin or CD3 monoclonal antibody with interleukin-2. After 3 weeks of stimulation, more than 90% of the PBMCs was CD3+ and CD8+, even when cultures were started with only 5% CD3+ cells. Cytotoxic activity against autologous malignant B cells was markedly enhanced (from 5% baseline to 70% lysis) by the addition of the CD3 x CD19 BsAb in all samples tested. Immunophenotypic examination of a series of tumor target cells showed that all samples examined showed CD54 (intercellular adhesion molecule-1) and HLA class I, but showed no B7 expression. CD11a (lymphocyte function-associated antigen-1) expression was heterogeneous. Various types of experiments showed that efficient CD3 x CD19 BsAb-mediated cytolytic capacity was not dependent on expression of either of these surface proteins. This contrasts with normal major histocompatibility complex-restricted antigen-specific cytotoxicity and may be essential for effective in vivo application of this BsAb.","['Haagen, I A', 'Geerars, A J', 'de Lau, W B', 'Clark, M R', 'van de Griend, R J', 'Bast, B J', 'de Gast, B C']","['Haagen IA', 'Geerars AJ', 'de Lau WB', 'Clark MR', 'van de Griend RJ', 'Bast BJ', 'de Gast BC']","['Department of Immunology, University Hospital Utrecht, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Antibodies, Bispecific)', '0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Antigens, CD19)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (B7-1 Antigen)', '0 (CD3 Complex)']",IM,"['Antibodies, Bispecific/*immunology', 'Antibodies, Monoclonal/*immunology', 'Antigens, CD/analysis/*immunology', 'Antigens, CD19', 'Antigens, Differentiation, B-Lymphocyte/analysis/*immunology', 'B-Lymphocytes/immunology', 'B7-1 Antigen/physiology', 'CD3 Complex/analysis/*immunology', 'Cell Line', 'Cytotoxicity, Immunologic', 'Humans', 'Leukemia, B-Cell/immunology/*therapy', 'Lymphoma, B-Cell/immunology/*therapy']",1994/07/15 00:00,1994/07/15 00:01,['1994/07/15 00:00'],"['1994/07/15 00:00 [pubmed]', '1994/07/15 00:01 [medline]', '1994/07/15 00:00 [entrez]']",ppublish,Blood. 1994 Jul 15;84(2):556-63.,['S0006-4971(20)78768-9 [pii]'],,,,,,,,,,,,,,,,,
7517714,NLM,MEDLINE,19940811,20210216,0006-4971 (Print) 0006-4971 (Linking),84,2,1994 Jul 15,Adhesion of NFS-60 myeloid leukemia cells to MC3T3-G2/PA6 stromal cells induces granulocyte colony-stimulating factor production.,415-20,"To examine the interaction between immature myeloid cells and stromal cells in the induction of granulocyte colony-stimulating factor (G-CSF) production, stromal cells of the MC3T3-G2/PA6 (PA6) murine cell line, which has preadipocyte characteristics and can support hematopoiesis, were cocultured with various myeloid cell lines and G-CSF mRNA expression was examined by Northern and reverse transcriptase-polymerase chain reaction analyses. A significant amount of G-CSF mRNA was induced by the culture of an interleukin-3/G-CSF-dependent murine myeloid leukemia cell line, NFS-60, on PA6 stromal cells for 16 hours. Using a G-CSF-dependent subline of DA-1 (DA-1N), the biologic activity of G-CSF was also detected in PA6/NFS-60 coculture supernatants, but not in the culture supernatant of PA6 or NFS-60 alone. Direct contact of NFS-60 cells with the PA6 stromal layer was essential for the induction of G-CSF mRNA, as indicated by the following observations: (1) NFS-60 cells efficiently adhered to PA6 cells; (2) medium conditioned by NFS-60 cells did not contain the activity to induce G-CSF mRNA in PA6 cells; and (3) induction of G-CSF mRNA was not observed when NFS-60 cells were separated from PA6 cells by a microporous membrane (0.45-microns pore size). Several other myeloid cell lines, including FDC-P2, 32Dcl3, WEHI-3, and DA-1, did not induce G-CSF mRNA expression after the coculture with PA6 cells, although significant numbers of these cells adhered to PA6 cells. Therefore, NFS-60 cells may express or overexpress a molecule that is involved in adhesion-mediated induction of G-CSF production.","['Yoshikubo, T', 'Ozawa, K', 'Takahashi, K', 'Nishikawa, M', 'Horiuchi, N', 'Tojo, A', 'Tani, K', 'Kodama, H', 'Asano, S']","['Yoshikubo T', 'Ozawa K', 'Takahashi K', 'Nishikawa M', 'Horiuchi N', 'Tojo A', 'Tani K', 'Kodama H', 'Asano S']","['Department of Hematology-Oncology, University of Tokyo, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (RNA, Messenger)', '0 (Receptors, Granulocyte Colony-Stimulating Factor)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)']",IM,"['Animals', 'Base Sequence', 'Cell Adhesion', 'Granulocyte Colony-Stimulating Factor/*biosynthesis/genetics', 'Leukemia, Myeloid/*pathology', 'Mice', 'Molecular Sequence Data', 'RNA, Messenger/analysis', 'Receptors, Granulocyte Colony-Stimulating Factor/physiology', 'Stromal Cells/*physiology', 'Tumor Cells, Cultured']",1994/07/15 00:00,1994/07/15 00:01,['1994/07/15 00:00'],"['1994/07/15 00:00 [pubmed]', '1994/07/15 00:01 [medline]', '1994/07/15 00:00 [entrez]']",ppublish,Blood. 1994 Jul 15;84(2):415-20.,['S0006-4971(20)78751-3 [pii]'],,,,,,,,,,,,,,,,,
7517692,NLM,MEDLINE,19940805,20171116,0914-7470 (Print) 0914-7470 (Linking),7,1,1994 Mar,"Establishment and characterization of a novel immature T-ALL cell line, UHKT-42, with TCR beta/delta expression.",40-6,"A novel immature human T-ALL cell line, UHKT-42, was established from a 12 year old male patient with acute undifferentiated leukemia. The cell line expressed surface CD7, CD5 and cytoplasmic CD3 antigens. All other T-lymphocytic antigens were undetectable on the surface or in the cytoplasm of cultured cells. Expression of the T-cell receptor (TCR) beta, TCR delta, CD3 delta and CD3 epsilon genes was detected by Northern blotting in total cellular RNA extracts, however, the expression of TCR alpha and TCR gamma was undetectable. After stimulation by TPA for 3 days, only the appearance of CD25 (Tac antigen) was detected by immunofluorescence and flow cytometry. Secretion of interleukin-2 (IL-2) into the culture media was also detected after stimulation by PHA or TPA, but not in unstimulated cells. These results suggest that UHKT-42 cells are early precursors of T cells, with TCR beta/delta expression.","['Stockbauer, P', 'Ariyasu, T', 'Stary, J', 'Holan, V', 'Dao, T', 'Minowada, J']","['Stockbauer P', 'Ariyasu T', 'Stary J', 'Holan V', 'Dao T', 'Minowada J']","['Fujisaki Cell Center, Hayashibara Biochemical Laboratories Inc.']",['eng'],"['Case Reports', 'Journal Article']",Japan,Hum Cell,Human cell,8912329,"['0 (Antigens, CD)', '0 (Antigens, CD7)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (CD5 Antigens)', '0 (Receptors, Antigen, T-Cell, alpha-beta)']",IM,"['Antigens, CD/metabolism', 'Antigens, CD7', 'Antigens, Differentiation, T-Lymphocyte/metabolism', 'CD5 Antigens', 'Child', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/immunology/*pathology', 'Receptors, Antigen, T-Cell, alpha-beta/genetics/*metabolism', 'T-Lymphocytes/*metabolism/pathology', 'Tumor Cells, Cultured']",1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",ppublish,Hum Cell. 1994 Mar;7(1):40-6.,,,,,,,,,,,,,,,,,,
7517673,NLM,MEDLINE,19940801,20191210,0006-291X (Print) 0006-291X (Linking),201,3,1994 Jun 30,Antisense src expression inhibits proliferation and erythropoietin-induced erythroid differentiation of K562 human leukemia cells.,1534-40,"We constructed a recombinant plasmid which expresses antisense src RNA in human cells and used it as a tool for investigating the role of pp60c-src in proliferation and differentiation of K562 human leukemia cells. In erythropoietin (EPO)-responsive cells, EPO induces rapid tyrosine phosphorylation of several cellular proteins including EPO receptor (EPOR) although EPOR has no tyrosine kinase domain. Here we show that antisense src RNA expression suppresses pp60c-src synthesis in the recombinant plasmid-transfected K562 cells, reduces the proliferation and inhibits hemoglobin synthesis and glycophorin A expression promoted by EPO in K562 cells. These findings suggest that pp60c-src plays crucial roles in the proliferation and EPO-induced erythroid differentiation of K562 cells.","['Kitanaka, A', 'Waki, M', 'Kamano, H', 'Tanaka, T', 'Kubota, Y', 'Ohnishi, H', 'Takahara, J', 'Irino, S']","['Kitanaka A', 'Waki M', 'Kamano H', 'Tanaka T', 'Kubota Y', 'Ohnishi H', 'Takahara J', 'Irino S']","['First Department of Internal Medicine, Kagawa, Japan.']",['eng'],['Journal Article'],United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Glycophorins)', '0 (Hemoglobins)', '0 (RNA, Antisense)', '11096-26-7 (Erythropoietin)', 'EC 2.7.10.2 (Proto-Oncogene Proteins pp60(c-src))']",IM,"['Cell Differentiation', 'Cell Division', '*Erythropoiesis', 'Erythropoietin/pharmacology', '*Genes, src', 'Glycophorins/biosynthesis', 'Hemoglobins/biosynthesis', 'Humans', 'Leukemia, Erythroblastic, Acute/pathology', 'Proto-Oncogene Proteins pp60(c-src)/*genetics', 'RNA, Antisense', 'Tumor Cells, Cultured']",1994/06/30 00:00,1994/06/30 00:01,['1994/06/30 00:00'],"['1994/06/30 00:00 [pubmed]', '1994/06/30 00:01 [medline]', '1994/06/30 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1994 Jun 30;201(3):1534-40. doi: 10.1006/bbrc.1994.1878.,"['S0006-291X(84)71878-X [pii]', '10.1006/bbrc.1994.1878 [doi]']",,,,,['c-src'],,,,,,,,,,,,
7517598,NLM,MEDLINE,19940804,20191023,0041-624X (Print) 0041-624X (Linking),32,4,1994 Jul,Reduced cavitation-induced cellular damage by the antioxidative effect of vitamin E.,301-7,"Fragmentation of human urinary and biliary stones by shock waves in extracorporeal lithotripsy is accompanied by tissue damage. Both the fragmentation as well as the side effects are often attributed to cavitation. The hazardous potential of cavitation is not only of a physical nature but also of a chemical nature, because of the generation of free radicals, e.g. .OH, .H and .O2. After the application of shock waves, we have demonstrated cavitation-generated free radicals in cell-free solutions and also in the surviving and intact suspended MGH-U1 cells by hydroethidine measurements. Under electron microscopical inspection, the same cells exhibited perinuclear cisternae, damaged mitochondria and numerous intracellular vacuoles. The contribution of free radicals to cell damage was investigated by reducing the vitamin E level in rats by a tocopherol free diet and by incubating L1210 cells in a tocopherol enriched medium. After 250 shock waves, ex vivo erythrocytes revealed a 75% increase in total cell disruption over cells from non-depleted rats. The in vitro experiments with L1210 cells exhibited a moderate protection by the addition of this scavenger of free radicals.","['Suhr, D', 'Brummer, F', 'Irmer, U', 'Schlachter, M', 'Hulser, D F']","['Suhr D', 'Brummer F', 'Irmer U', 'Schlachter M', 'Hulser DF']","['Biophysics Department, University of Stuttgart, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Ultrasonics,Ultrasonics,0050452,"['0 (Antioxidants)', '0 (Fluorescent Dyes)', '0 (Free Radicals)', '0 (Phenanthridines)', '1406-18-4 (Vitamin E)', '38483-26-0 (hydroethidine)']",IM,"['Animals', 'Antioxidants/*therapeutic use', 'Carcinoma/metabolism/pathology', 'Cell Death', 'Cell Survival/drug effects', 'Erythrocytes/metabolism/pathology', 'Female', 'Fluorescent Dyes', 'Free Radicals/analysis/antagonists & inhibitors', 'Hemolysis', 'Humans', 'In Vitro Techniques', 'Leukemia, Experimental/metabolism/pathology', 'Lithotripsy/*adverse effects', 'Mice', 'Phenanthridines', 'Rats', 'Rats, Inbred Strains', 'Staining and Labeling', 'Tumor Cells, Cultured', 'Urinary Bladder Neoplasms/metabolism/pathology', 'Vitamin E/pharmacology/*therapeutic use']",1994/07/01 00:00,1994/07/01 00:01,['1994/07/01 00:00'],"['1994/07/01 00:00 [pubmed]', '1994/07/01 00:01 [medline]', '1994/07/01 00:00 [entrez]']",ppublish,Ultrasonics. 1994 Jul;32(4):301-7. doi: 10.1016/0041-624x(94)90010-8.,"['0041-624X(94)90010-8 [pii]', '10.1016/0041-624x(94)90010-8 [doi]']",,,,,,,,,,,,,,,,,
7517507,NLM,MEDLINE,19940803,20190702,0027-5107 (Print) 0027-5107 (Linking),322,1,1994 Jul,Detection of hyperdiploidy and chromosome breakage in interphase human lymphocytes following exposure to the benzene metabolite hydroquinone using multicolor fluorescence in situ hybridization with DNA probes.,9-20,"Increased frequencies of structural and numerical chromosomal aberrations have been observed in the lymphocytes of benzene-exposed workers. Similar aberrations occurring in bone-marrow cells may contribute to the increased incidence of leukemia seen in these populations. Fluorescence in situ hybridization with chromosome-specific DNA probes is a relatively new technique which shows promise for the identification of aneuploidy-inducing agents. In these studies, fluorescence in situ hybridization with several chromosome-specific DNA probes was used to investigate the ability of the benzene metabolite hydroquinone to induce hyperdiploidy in interphase human lymphocytes. Using a classical satellite probe specific for human chromosome 9, a significant dose-related increase in the frequency of cells containing 3 or more hybridization regions was observed following the in vitro exposure of lymphocytes to hydroquinone at concentrations from 75 to 150 microM. At the 100-microM concentration of hydroquinone, the frequency of nuclei containing 3 or more hybridization regions was determined using probes for chromosomes 1, 7 and 9. Significantly higher frequencies of affected nuclei were observed using the chromosome 1 and 9 probes when compared to the chromosome 7 probe. To establish whether this difference was due to the nonrandom involvement of these chromosomes in hydroquinone-induced hyperdiploidy or to chromosomal breakage within the chromosomal region targeted by these probes, a multicolor fluorescence in situ hybridization approach was developed using probes to two adjacent regions on chromosome 1. Using this tandem-labeling approach, the frequency of nuclei with multiple hybridization regions and the origin of the regions was determined by scoring slides labeled simultaneously with the chromosome 7 alpha satellite probe and the adjacent alpha and classical satellite probes for chromosome 1. The results of these studies confirmed that hydroquinone exposure resulted in a significant increase in hyperdiploid nuclei, but indicated that the different frequency of nuclei containing 3 or more hybridization regions observed using the chromosome 1 and 7 probes, was due to breakage within the chromosomal region targeted by the chromosome 1 classical satellite probe. These results indicate that hydroquinone may contribute significantly to the numerical and structural aberrations observed in benzene-exposed workers. In addition, the multicolor fluorescence in situ hybridization approach utilized in these studies promises to be a powerful technique for the detection of chromosomal breakage occurring in interphase human cells.","['Eastmond, D A', 'Rupa, D S', 'Hasegawa, L S']","['Eastmond DA', 'Rupa DS', 'Hasegawa LS']","['Department of Entomology, University of California, Riverside 92521.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Mutat Res,Mutation research,0400763,"['0 (DNA Probes)', '0 (Hydroquinones)', '0 (Mutagens)', 'J64922108F (Benzene)', 'XV74C1N1AE (hydroquinone)']",IM,"['Benzene/metabolism', 'Cells, Cultured', '*Chromosome Aberrations', 'Chromosomes, Human, Pair 9', 'DNA Probes', '*Diploidy', 'Humans', 'Hydroquinones/*toxicity', 'In Situ Hybridization, Fluorescence', 'Interphase', 'Lymphocytes/cytology/*drug effects', 'Male', 'Mutagens/*toxicity']",1994/07/01 00:00,1994/07/01 00:01,['1994/07/01 00:00'],"['1994/07/01 00:00 [pubmed]', '1994/07/01 00:01 [medline]', '1994/07/01 00:00 [entrez]']",ppublish,Mutat Res. 1994 Jul;322(1):9-20. doi: 10.1016/0165-1218(94)90028-0.,"['0165-1218(94)90028-0 [pii]', '10.1016/0165-1218(94)90028-0 [doi]']",,,,,,,,,,,,,,,,,
7517480,NLM,MEDLINE,19940802,20190825,0145-2126 (Print) 0145-2126 (Linking),18,7,1994 Jul,Impaired cell-mediated immunity to cytomegalovirus (CMV) in leukemic children with prolonged CMV viruria.,485-91,"To determine the role of cell-mediated immunity (CMI) to cytomegalovirus (CMV) in leukemic children after CMV infection, CMI to CMV antigen was studied using CMV-specific lymphocyte blastogenic responses (LBR) and interferon (IFN) production. Four children, who continuously secreted CMV in urine more than 2 years after symptomatic CMV infection (CMV disease) (group 1), showed impaired LBR to CMV antigen, though they had normal LBR to phytohemagglutinin (PHA) and concanavalin A (Con A). Impairment of LBR either to AD-169 strains or autologous and heterologous wild strains was observed. IFN production was not detected in three of four children. Six leukemic children, who had no viruria after cessation of CMV disease (group 2), showed good responses to CMV antigens. IFN was detected in all six children in group 2. Eight leukemic children, who were seropositive to CMV at the onset of leukemia (group 3), showed good responses to CMV antigens and IFN production. These results suggest that impaired cell-mediated immunity to CMV antigen might contribute to prolonged excretion of CMV in urine in leukemic children.","['Ihara, T', 'Yasuda, N', 'Isaji, M', 'Torigoe, S', 'Ito, M', 'Kamiya, H', 'Sakurai, M']","['Ihara T', 'Yasuda N', 'Isaji M', 'Torigoe S', 'Ito M', 'Kamiya H', 'Sakurai M']","['Department of Pediatrics, Mie National Hospital, Japan.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,['9008-11-1 (Interferons)'],IM,"['Adolescent', 'Child', 'Child, Preschool', 'Cytomegalovirus/immunology', 'Cytomegalovirus Infections/*immunology/microbiology/urine', 'Humans', 'Immunity, Cellular', 'Interferons/biosynthesis', 'Lymphocyte Activation', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/immunology/*microbiology']",1994/07/01 00:00,1994/07/01 00:01,['1994/07/01 00:00'],"['1994/07/01 00:00 [pubmed]', '1994/07/01 00:01 [medline]', '1994/07/01 00:00 [entrez]']",ppublish,Leuk Res. 1994 Jul;18(7):485-91. doi: 10.1016/0145-2126(94)90086-8.,['10.1016/0145-2126(94)90086-8 [doi]'],,,,,,,,,,,,,,,,,
7517421,NLM,MEDLINE,19940804,20171116,0022-1767 (Print) 0022-1767 (Linking),153,2,1994 Jul 15,T lymphocyte T cell-B cell-activating molecule/CD40-L molecules induce normal B cells or chronic lymphocytic leukemia B cells to express CD80 (B7/BB-1) and enhance their costimulatory activity.,666-74,"Activation-induced cell surface molecules are involved in mediating bidirectional T-B lymphocyte signaling that is important in the induction of T or B lymphocyte effector functions. In this regard, T-BAM/CD40-L is an activation-induced CD4+ T cell surface molecule known to be important in inducing B cell effector functions. This report demonstrates that T-BAM/CD40-L molecules on a Jurkat T cell leukemia subclone (D1.1) or nonlymphoid 293 kidney cell transfectants induce B cells or B-CLL cells to express CD80 (B7/BB-1) in a manner that is specifically inhibited by anti-T-BAM/CD40-L mAb 5C8. Because activation-induced B cell surface molecules, such as CD80, deliver costimulatory signals to T cells that augment T cell proliferation, the functional costimulatory capacity of T-BAM/CD40-L-primed B cells and B-CLL cells was studied. T-BAM/CD40-L-primed B cells or B-CLL cells augment the proliferative responses of allogenic T cells. Furthermore, T-BAM/CD40-L priming is specifically inhibited by mAb 5C8. Together, these studies demonstrate that T-BAM/CD40-L induces CD80 expression on resting B cells or B-CLL cells. Moreover, T-BAM/CD40-L signaling enhances B cell costimulatory capacity. These studies suggest that T-BAM/CD40-L molecules not only induce B cell differentiative processes that result in Ab secretion, but also enable B cells to prime Ag-specific T cells for subsequent clonal expansion.","['Yellin, M J', 'Sinning, J', 'Covey, L R', 'Sherman, W', 'Lee, J J', 'Glickman-Nir, E', 'Sippel, K C', 'Rogers, J', 'Cleary, A M', 'Parker, M']","['Yellin MJ', 'Sinning J', 'Covey LR', 'Sherman W', 'Lee JJ', 'Glickman-Nir E', 'Sippel KC', 'Rogers J', 'Cleary AM', 'Parker M', 'et al.']","['Department of Medicine, Columbia University, College of Physicians and Surgeons, New York, NY 10032.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (B7-1 Antigen)', '0 (Membrane Glycoproteins)', '0 (Receptors, IgE)', '147205-72-9 (CD40 Ligand)']",IM,"['B-Lymphocytes/*immunology', 'B7-1 Antigen/*analysis', 'CD40 Ligand', 'Cell Line', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*blood', 'Lymphocyte Activation', 'Membrane Glycoproteins/*physiology', 'Receptors, IgE/analysis']",1994/07/15 00:00,1994/07/15 00:01,['1994/07/15 00:00'],"['1994/07/15 00:00 [pubmed]', '1994/07/15 00:01 [medline]', '1994/07/15 00:00 [entrez]']",ppublish,J Immunol. 1994 Jul 15;153(2):666-74.,,,,"['P0-A1-26886/PHS HHS/United States', 'R0-1-AI-14969/AI/NIAID NIH HHS/United States', 'R0-1-CA-55713/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,
7517400,NLM,MEDLINE,19940729,20210212,0021-9258 (Print) 0021-9258 (Linking),269,26,1994 Jul 1,Identification and characterization of a promiscuous chemokine-binding protein in a human erythroleukemic cell line.,17730-3,"The erythrocyte chemokine receptor is a cell surface protein that binds a wide array of chemokines including interleukin-8 (IL-8), melanoma growth stimulating activity (MGSA), monocyte chemotactic protein-1 (MCP-1), and RANTES (Regulated on Activation, Normal T Expressed and Secreted). This protein has also been identified as the Duffy blood group antigen, a cell surface receptor for the malarial parasite Plasmodium vivax. In the present study, we have identified a chemokine receptor-like binding protein in a human erythroleukemic cell line (HEL), which, based on its molecular properties, may be related to the erythrocyte chemokine receptor. Saturation binding studies with 125I-IL-8 revealed a single class of IL-8 binding sites in HEL cells with a KD of 7.4 +/- 1.9 nM and a receptor density of 12,818 +/- 965 binding sites/cell. In competition studies unlabeled IL-8 MGSA, MCP-1, and RANTES were fully able to inhibit the binding of 125I-IL-8 to HEL cells. Chemical cross-linking with radiolabeled IL-8 resulted in a cross-linked species of 60 kDa in membranes from HEL cells. The labeling was specific since it was inhibited by pre-incubation with 1 microM unlabeled IL-8 or MGSA. A monoclonal antibody (Fy6) to the human erythrocyte Duffy blood group antigen/chemokine receptor blocked the binding of IL-8 and other chemokines to the HEL cell chemokine receptor-like binding protein. Cell membranes from HEL cells and from erythrocyte ghosts were subjected to SDS-PAGE and analyzed by Western blotting with anti-Fy6. The antibody bound to a molecule with a molecular mass of 50 kDa in HEL cell membranes and 40 kDa in erythrocyte ghosts. Northern blot analysis of mRNA revealed that the HEL chemokine-binding protein hybridized to a cDNA probe to the Duffy antigen/chemokine receptor.","['Horuk, R', 'Wang, Z X', 'Peiper, S C', 'Hesselgesser, J']","['Horuk R', 'Wang ZX', 'Peiper SC', 'Hesselgesser J']","['Department of Protein Chemistry, Genentech Inc., South San Francisco, California 94080.']",['eng'],['Journal Article'],United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (CXCL1 protein, human)', '0 (Chemokine CCL2)', '0 (Chemokine CCL5)', '0 (Chemokine CXCL1)', '0 (Chemokines, CXC)', '0 (Chemotactic Factors)', '0 (Cytokines)', '0 (Growth Substances)', '0 (Intercellular Signaling Peptides and Proteins)', '0 (Interleukin-8)', '0 (Lymphokines)', '0 (RNA, Messenger)', '0 (Receptors, Cytokine)']",IM,"['Binding Sites', 'Brain/metabolism', 'Cells, Cultured', 'Chemokine CCL2', 'Chemokine CCL5', 'Chemokine CXCL1', '*Chemokines, CXC', 'Chemotactic Factors/metabolism', 'Cytokines/*metabolism', 'Erythrocytes/*metabolism', 'Growth Substances/metabolism', 'Humans', '*Intercellular Signaling Peptides and Proteins', 'Interleukin-8/metabolism', 'Kidney/metabolism', 'Leukemia, Erythroblastic, Acute', 'Lymphokines/metabolism', 'RNA, Messenger/metabolism', 'Receptors, Cytokine/*metabolism', 'Spleen/metabolism', 'Tumor Cells, Cultured']",1994/07/01 00:00,1994/07/01 00:01,['1994/07/01 00:00'],"['1994/07/01 00:00 [pubmed]', '1994/07/01 00:01 [medline]', '1994/07/01 00:00 [entrez]']",ppublish,J Biol Chem. 1994 Jul 1;269(26):17730-3.,['S0021-9258(17)32501-2 [pii]'],,,,,,,,,,,,,,,,,
