PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,EIN,CIN,CON,TT,PMC,CI,GR,MID,CN,GN,LID,SI,COIS,PS,FPS,RIN,OID,OTO,OT
17145601,NLM,MEDLINE,20070125,20071115,1592-8721 (Electronic) 0390-6078 (Linking),91,12,2006 Dec,Lessons from models of murine erythroleukemia to acute myeloid leukemia (AML): proof-of-principle of co-operativity in AML.,1644-52,"The models of acute erythroleukemia caused in mice by the Friend retrovirus SFFV (spleen focus forming virus) and the Spi-1/PU.1 transgenesis provide considerable information to help to understand the molecular mechanisms underlying the multi-stage nature of leukemia. Leukemogenesis in these murine models is initiated from an acute hyperplasia of erythroid progenitor cells followed later on by a blastic crisis. This review highlights recent findings demonstrating the key roles of the co-operation of two mutations occurring during leukemic progression, a mutation interfering with differentiation and a mutation conferring a proliferative advantage to cells. Through their multi-step evolution, these mouse erythroleukemia models resemble the two phases of human acute myeloid leukemia (AML). The findings we discuss provide evidence for similar molecular mechanisms involved in the evolution of leukemia in mice and men.","['Moreau-Gachelin, Francoise']",['Moreau-Gachelin F'],"[""Inserm U528, Institut Curie, 26 rue d'Ulm, 75248 Paris cedex 05, France. framoreau@curie.fr""]",['eng'],"['Journal Article', 'Review']",,Italy,Haematologica,Haematologica,0417435,,IM,"['Animals', '*Disease Models, Animal', 'Friend murine leukemia virus/genetics', 'Humans', 'Leukemia, Erythroblastic, Acute/*genetics/pathology', 'Leukemia, Myeloid, Acute/*genetics/pathology', 'Mice', 'Mice, Transgenic']",118,2006/12/06 09:00,2007/01/26 09:00,['2006/12/06 09:00'],"['2006/12/06 09:00 [pubmed]', '2007/01/26 09:00 [medline]', '2006/12/06 09:00 [entrez]']",,ppublish,Haematologica. 2006 Dec;91(12):1644-52.,,,,,,,,,,,,,,,,,,,
17145595,NLM,MEDLINE,20070125,20191210,1592-8721 (Electronic) 0390-6078 (Linking),91,12,2006 Dec,Prospective validation of the WHO proposals for the classification of myelodysplastic syndromes.,1596-604,"BACKGROUND AND OBJECTIVES: The aim of this study was a prospective validation of the World Health Organization (WHO) proposals for the classification of myelodysplastic syndromes (MDS) with respect to their prognostic relevance. DESIGN AND METHODS: We classified 1095 patients with MDS diagnosed at our institution between November 1999 and December 2004 according to French-American-British (FAB) and WHO criteria by central morphologic review. The study was not population-based, but included all newly diagnosed patients from different regions in Germany. Patients were followed for survival and disease evolution to acute myeloid leukemia (AML) through December 31th, 2005. RESULTS: According to the WHO classification, there were 89 cases of refractory anemia (RA), 293 of refractory cytopenias with multilineage dysplasia (RCMD), 31 RA with ringed sideroblasts (RARS), 139 RCMD with ringed sideroblasts (RCMD-RS), 142 RA with excess blasts (RAEB) I and 149 RAEB II and 52 patients with 5q- syndrome. The median survival of patients with RA or RARS was not reached, the median survival of patients with RCMD was 31 months, that of patients with RCMD-RS was 28 months, that of 5q- patients was 40 months, of RAEB I 27 months and of RAEB II 12 months. The cumulative risk of AML evolution 2 years after diagnosis was 0% in RA and RARS, 8% in 5q-, 9% in RCMD, 12% in RCMD-RS, 13% in RAEB I and 40% in RAEB II. The number of high-risk karyotypes was lower in patients with RA/RARS than in those with RCMD/RCMD-RS and RAEB I/RAEB II. Karyotype findings were major prognostic variables. INTERPRETATION AND CONCLUSIONS: The WHO classification is feasible and provides valuable prognostic information, even in a short-term prospective study. Together with cytogenetic data and other prognostic parameters, the WHO classification is very useful for clinical decision making.","['Germing, Ulrich', 'Strupp, Corinna', 'Kuendgen, Andrea', 'Isa, Shadi', 'Knipp, Sabine', 'Hildebrandt, Barbara', 'Giagounidis, Aristoteles', 'Aul, Carlo', 'Gattermann, Norbert', 'Haas, Rainer']","['Germing U', 'Strupp C', 'Kuendgen A', 'Isa S', 'Knipp S', 'Hildebrandt B', 'Giagounidis A', 'Aul C', 'Gattermann N', 'Haas R']","['Department of Hematology, Oncology and Clinical Immunology Heinrich-Heine-University Moorenstr. 5, 40225 Dusseldorf, Germany. germing@med.uni-duesseldorf.de']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Validation Study']",,Italy,Haematologica,Haematologica,0417435,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*classification/mortality', 'Prospective Studies', 'Survival Rate', '*World Health Organization']",,2006/12/06 09:00,2007/01/26 09:00,['2006/12/06 09:00'],"['2006/12/06 09:00 [pubmed]', '2007/01/26 09:00 [medline]', '2006/12/06 09:00 [entrez]']",,ppublish,Haematologica. 2006 Dec;91(12):1596-604.,,,,,,,,,,,,,,,,,,,
17145593,NLM,MEDLINE,20070125,20061205,1592-8721 (Electronic) 0390-6078 (Linking),91,12,2006 Dec,Predicting survival and leukemic evolution in patients with myelodysplastic syndrome.,1588-90,,"['Malcovati, Luca', 'Della Porta, Matteo Giovanni', 'Cazzola, Mario']","['Malcovati L', 'Della Porta MG', 'Cazzola M']",,['eng'],['Editorial'],,Italy,Haematologica,Haematologica,0417435,,IM,"['Humans', 'Leukemia/classification/*etiology/mortality', 'Myelodysplastic Syndromes/classification/*diagnosis/*mortality', 'Predictive Value of Tests', 'Survival Rate']",,2006/12/06 09:00,2007/01/26 09:00,['2006/12/06 09:00'],"['2006/12/06 09:00 [pubmed]', '2007/01/26 09:00 [medline]', '2006/12/06 09:00 [entrez]']",,ppublish,Haematologica. 2006 Dec;91(12):1588-90.,,,,,,,,,,,,,,,,,,,
17145576,NLM,MEDLINE,20061218,20110405,1769-6917 (Electronic) 0007-4551 (Linking),93,11,2006 Nov,[Stem cells and cancer: the last frontier?].,1083-4,,"['Larsen, Christian-Jacques']",['Larsen CJ'],,['fre'],['Editorial'],,France,Bull Cancer,Bulletin du cancer,0072416,,IM,"['Animals', 'Cell Differentiation/physiology', 'Cell Proliferation', 'Humans', 'Leukemia/pathology', 'Neoplasms/*pathology', 'Neoplastic Stem Cells/*pathology']",,2006/12/06 09:00,2006/12/19 09:00,['2006/12/06 09:00'],"['2006/12/06 09:00 [pubmed]', '2006/12/19 09:00 [medline]', '2006/12/06 09:00 [entrez]']",,ppublish,Bull Cancer. 2006 Nov;93(11):1083-4.,,,,Cellules souches et cancer: the last frontier?],,,,,,,,,,,,,,,
17145570,NLM,MEDLINE,20070129,20131121,1931-5244 (Print) 1878-1810 (Linking),148,5,2006 Nov,Comprehensive analysis of BCR-ABL transcript types in Korean CML patients using a newly developed multiplex RT-PCR.,249-56,"Diagnosis of chronic myeloid leukemia (CML) is based on the detection of BCR-ABL gene or Philadelphia chromosome (Ph chromosome), and fusion proteins with different sizes are encoded depending on the breakpoint in the BCR gene. In general, 3 breakpoint cluster regions in the BCR gene have been described: major (M-bcr), minor (m-bcr), and micro (mu-bcr). This study was designed to determine the frequency of BCR-ABL transcripts using one-step multiplex reverse transcription polymerase chain reaction (RT-PCR). Bone marrow (BM) or peripheral blood (PB) samples at diagnosis from 548 patients were obtained with a referring diagnosis of Ph-positive (Ph+) CML, and multistep RT-PCR and newly developed one-step multiplex RT-PCR were applied on each sample. Compared with the previous multistep RT-PCR, one-step multiplex RT-PCR with the primers is the more rapid and accurate method to identify the BCR-ABL breakpoints. Most patients (538/548, 98.18%) were found to have b3a2 or b2a2, and total frequency of occurrence of c3a2, e1a2, b2a3, b1a1, and e1a3 or coexpression of b2a2 and b3a2 was less than 2.00%. No differences were observed between women and men. As the multiplex RT-PCR technique distinguishes BCR-ABL transcripts in all samples with high sensitivity and specificity, it easily could be applied at early stages of diagnosis. The incidence of one or the other rearrangement in CML patients varies in different reported series, and the frequency in each type of BCR-ABL transcript in Korean CML patients seems to be different from those of Western countries.","['Goh, Hyun-Gyung', 'Hwang, Ji-Yeon', 'Kim, Soo-Hyun', 'Lee, Young-Hoon', 'Kim, Yoo-Li', 'Kim, Dong-Wook']","['Goh HG', 'Hwang JY', 'Kim SH', 'Lee YH', 'Kim YL', 'Kim DW']","[""Division of Hematology, St. Mary's Hospital, The Catholic University of Korea, Youngdeungpo-gu, Seoul, Korea.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Transl Res,Translational research : the journal of laboratory and clinical medicine,101280339,"['0 (DNA, Complementary)', '0 (RNA, Neoplasm)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Base Sequence', 'DNA, Complementary/genetics', 'Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Korea', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'RNA, Neoplasm/genetics/isolation & purification', 'Reverse Transcriptase Polymerase Chain Reaction/*methods', '*Transcription, Genetic']",,2006/12/06 09:00,2007/01/30 09:00,['2006/12/06 09:00'],"['2006/02/17 00:00 [received]', '2006/07/15 00:00 [revised]', '2006/07/18 00:00 [accepted]', '2006/12/06 09:00 [pubmed]', '2007/01/30 09:00 [medline]', '2006/12/06 09:00 [entrez]']","['S1931-5244(06)00299-4 [pii]', '10.1016/j.trsl.2006.07.002 [doi]']",ppublish,Transl Res. 2006 Nov;148(5):249-56. doi: 10.1016/j.trsl.2006.07.002.,,,,,,,,,,,,,,,,,,,
17145024,NLM,MEDLINE,20061228,20190823,0025-7753 (Print) 0025-7753 (Linking),127,16,2006 Oct 28,[Evaluation of V617F mutation of JAK2 in negative chromosome Philadelphia chronic myeloproliferative disorders].,601-4,"BACKGROUND AND OBJECTIVE: Polycythemia vera (PV) and essential thrombocytemia (ET) are chronic myeloproliferative diseases (MPD) characterized by overactive hemopoiesis. A single point mutation of JAK2 (Val617Phe) has been detected in PV, ET and myelofibrosis (MF). The aim of this work was to investigate the JAK2 mutation in patients with MPD and to compare the results to those of the endogenous formation of BFU-E erythroid colonies (EEC). Finally, different sources of hematopoietic cells to obtain DNA were evaluated. PATIENTS AND METHOD: In this work 146 patents were studied (81 MPD: 27 PV, 28 ET, 11 MF and 15 with myeloid chronic leukemia). Moreover, 28 patients showed secondary polycythemias or reactive thrombocytosis, 8 MPD/myelodysplastic syndromes and 29 other disorders. In 54 patients, EEC were also evaluated. Peripheral blood cells were used as source of DNA in 122 patients, bone marrow in 33, cells from BFU-E in 14 and cells from EEC in 24 patients. Their DNA samples were analyzed using an allele-specific polimerase chain reaction methodology. RESULTS: The JAK2 mutation was present in 96% of PV patients, 59% of ET and 63.6% of MF. None of the remaining patients showed this mutation. Diagnostic agreement was excellent between EEC and the mutation (kappa index = 0.93; 97% positive agreement and 95% negative agreement). DNA was obtained in 119 out of 122 samples from peripheral blood, in all patients with bone marrow, and in 50% of patients with BFU-E or EEC. In 7 cases, samples from different cell sources were studied. Their results were identical. CONCLUSIONS: The V617F mutation of JAK2 is present in most of PV patients and half of those with MF or ET. There is an excellent concordance with the EEC results.","['Remacha, Angel F', 'Puget, Guiomar', 'Nomdedeu, Josep F', 'Estivill, Camino', 'Sarda, M Pilar', 'Canals, Carme']","['Remacha AF', 'Puget G', 'Nomdedeu JF', 'Estivill C', 'Sarda MP', 'Canals C']","['Departamento de Hematologia, Hospital de Sant Pau, Barcelona, Espana. Aremacha@hsp.santpau.es']",['spa'],"['English Abstract', 'Journal Article']",,Spain,Med Clin (Barc),Medicina clinica,0376377,"['9007-49-2 (DNA)', 'EC 2.7.10.2 (JAK2 protein, human)', 'EC 2.7.10.2 (Janus Kinase 2)']",IM,"['DNA/analysis', 'Erythroid Precursor Cells', 'Humans', 'Janus Kinase 2/*genetics', 'Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative/genetics/pathology', 'Mutation', 'Myeloproliferative Disorders/*genetics/pathology', 'Philadelphia Chromosome', 'Polycythemia Vera/genetics/pathology', 'Primary Myelofibrosis/genetics/pathology', 'Thrombocytosis/genetics/pathology']",,2006/12/06 09:00,2006/12/29 09:00,['2006/12/06 09:00'],"['2006/12/06 09:00 [pubmed]', '2006/12/29 09:00 [medline]', '2006/12/06 09:00 [entrez]']","['S0025-7753(06)72684-7 [pii]', '10.1157/13094416 [doi]']",ppublish,Med Clin (Barc). 2006 Oct 28;127(16):601-4. doi: 10.1157/13094416.,,,,Valoracion de la mutacion V617F del gen JAK2 en sindromes mieloproliferativos cronicos con cromosoma Filadelfia negativo.,,,,,,,,,,,,,,,
17144592,NLM,MEDLINE,20070306,20130823,1343-3490 (Print) 1343-3490 (Linking),44,11,2006 Nov,[A case of human T lymphotropic virus type I-related lung disease in which Legionella pneumonia led to the diagnosis].,885-91,"A 46-year-old man whose parents were from Nagasaki had a 24-hour bath system in his house. He had had a cough for 26 years and dyspnea for 2 years. He consulted our hospital because of the increase of his cough and dyspnea. Chest X ray and CT showed abnormal shadows in both lung fields and Legionella pneumophila type 3 was detected by sputum cultivation. The condition which appeared this time responded to antibiotic medication. However, the abnormal shadows in both lung fields and the abnormalities in respiratory function remained. The remaining abnormal shadows in both lung fields were considered to be the cause of his dyspnea for 2 years and cough for 26 years. Atypical lymphocytes with a floriform nucleus were observed in peripheral blood. Gene analysis detected monoclonal human T lymphotropic virus type I (HTLV-I) provirus DNA. We diagnosed as smoldering type adult-T-cell-leukemia (ATL). Thoracoscopic lung biopsy revealed fibrotic thickening of the interstitial tissue accompanied by structural destruction. The pathological changes in both lung fields were diagnosed as HTLV-I related lung disease and infiltration of ATL. Known pathogens of lung infection accompanying ATL include viruses, acid fast organisms, and fungi. Legionella pneumonia happened to be the opportunity leading to the diagnosis of HTLV-I related lung disease is this case.","['Takaku, Yotaro', 'Takayanagi, Noboru', 'Tokunaga, Daido', 'Kurashima, Kazuyoshi', 'Sugita, Yutaka', 'Kawabata, Yoshinori']","['Takaku Y', 'Takayanagi N', 'Tokunaga D', 'Kurashima K', 'Sugita Y', 'Kawabata Y']","['Department of Respiratory Medicine, Saitama Cardiovascular and Respiratory Center.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",,Japan,Nihon Kokyuki Gakkai Zasshi,Nihon Kokyuki Gakkai zasshi = the journal of the Japanese Respiratory Society,9808802,,IM,"['Human T-lymphotropic virus 1/*isolation & purification', 'Humans', ""Legionnaires' Disease/*diagnosis/pathology"", 'Leukemia-Lymphoma, Adult T-Cell/*diagnosis/pathology', 'Male', 'Middle Aged', 'Radiography, Thoracic', 'Tomography, X-Ray Computed']",,2006/12/06 09:00,2007/03/07 09:00,['2006/12/06 09:00'],"['2006/12/06 09:00 [pubmed]', '2007/03/07 09:00 [medline]', '2006/12/06 09:00 [entrez]']",,ppublish,Nihon Kokyuki Gakkai Zasshi. 2006 Nov;44(11):885-91.,,,,,,,,,,,,,,,,,,,
17144545,NLM,MEDLINE,20070110,20190816,0869-2084 (Print) 0869-2084 (Linking),,10,2006 Oct,[Detection of residual tumor cells in the bone marrow of children with B-linear acute lymphoblastic leukemia by flow cytofluorometry].,42-6,,"['Belevtsev, M B', 'Savitskii, V P', 'Savva, N N', 'Petina, O V', ""Migal', N V"", 'Aleinikova, O V']","['Belevtsev MB', 'Savitskii VP', 'Savva NN', 'Petina OV', ""Migal' NV"", 'Aleinikova OV']",,['rus'],['Journal Article'],,Russia (Federation),Klin Lab Diagn,Klinicheskaia laboratornaia diagnostika,9432021,,IM,"['Adolescent', 'Bone Marrow/*pathology', 'Burkitt Lymphoma/diagnosis/drug therapy/*pathology', 'Child', 'Child, Preschool', 'Flow Cytometry', 'Humans', 'Infant', 'Neoplasm, Residual', 'Prognosis']",,2006/12/06 09:00,2007/01/11 09:00,['2006/12/06 09:00'],"['2006/12/06 09:00 [pubmed]', '2007/01/11 09:00 [medline]', '2006/12/06 09:00 [entrez]']",,ppublish,Klin Lab Diagn. 2006 Oct;(10):42-6.,,,,,,,,,,,,,,,,,,,
17143689,NLM,PubMed-not-MEDLINE,20070711,20161020,1439-7595 (Print) 1439-7595 (Linking),14,3,2004,Increased serum interleukin-18 in a patient with systemic lupus erythematosus and T-cell large granular lymphocytic leukemia.,267-70,"Interleukin-18 (IL-18) is a potent cofactor for T-helper (Th-1) cell development and inducer of cytotoxic T lymphocytes (CTL), and is reported to contribute to autoimmune diseases. T-cell large granular lymphocyte (T-LGL) leukemia involves the proliferation of autoreactive CTL that is often associated with autoimmune disorders. We found increased serum IL-18 concentrations in a 55-year-old woman with systemic lupus erythematosus (SLE) and T-LGL-leukemia. Her serum IL-18 concentrations correlated with the intensity of her SLE symptoms and the number of T-LGL cells in peripheral blood. This evidence suggests that IL-18 is involved in T-LGL-related autoimmune disorders.","['Ogata, Atsushi', 'Kitano, Masayasu', 'Fukamizu, Maki', 'Hamano, Teruaki', 'Sano, Hajime']","['Ogata A', 'Kitano M', 'Fukamizu M', 'Hamano T', 'Sano H']","['Division of Rheumatology, Department of Internal Medicine, Hyogo College of Medicine, 1-1 Mukogawa-cho, Nishinomiya 663-8131, Japan. a-ogata@hyo-med.ac.jp']",['eng'],['Journal Article'],,England,Mod Rheumatol,Modern rheumatology,100959226,,,,,2006/12/05 09:00,2006/12/05 09:01,['2006/12/05 09:00'],"['2003/09/29 00:00 [received]', '2004/03/01 00:00 [accepted]', '2006/12/05 09:00 [pubmed]', '2006/12/05 09:01 [medline]', '2006/12/05 09:00 [entrez]']",['10.1007/s10165-004-0306-5 [doi]'],ppublish,Mod Rheumatol. 2004;14(3):267-70. doi: 10.1007/s10165-004-0306-5.,,,,,,,,,,,,,,,,,,,
17143540,NLM,MEDLINE,20070131,20181201,1019-6439 (Print) 1019-6439 (Linking),30,1,2007 Jan,"Inhibition of cyclooxygenase-2 and telomerase activities in human leukemia cells by dideoxypetrosynol A, a polyacetylene from the marine sponge Petrosia sp.",291-8,"Dideoxypetrosynol A, a polyacetylene from the marine sponge Petrosia sp., is known to exhibit significant selective cytotoxic activity against several human cancer cell lines. In the present study, we investigated further possible mechanisms by which dideoxypetrosynol A exerts its anti-proliferative action in cultured human leukemia U937 cells. Exposure of U937 cells to dideoxypetrosynol A resulted in growth inhibition and induction of apoptosis as measured by hemocytometer counts, fluorescent microscopy, agarose gel electrophoresis and flow cytometry analysis. The increase in apoptosis was associated with a dose-dependent up-regulation in pro-apoptotic Bax expression and activation of caspase-3 and caspase-9. Dideoxypetrosynol A decreased the levels of cyclooxygenase (COX)-2 mRNA and protein expression without significant changes in the levels of COX-1, which was correlated with a decrease in prostaglandin E2 (PGE2) synthesis. Furthermore, dideoxypetrosynol A treatment markedly inhibited the activity of telomerase, and the expression of human telomerase reverse transcriptase (hTERT), a main determinant of the telomerase enzymatic activity, was progressively down-regulated by dideoxypetrosynol A treatment in a dose-dependent fashion. Taken together, these findings provide important new insights into the possible molecular mechanisms of the anti-cancer activity of dideoxypetrosynol A.","['Park, Cheol', 'Jung, Jee H', 'Kim, Nam Deuk', 'Choi, Yung Hyun']","['Park C', 'Jung JH', 'Kim ND', 'Choi YH']","['Department of Biochemistry, Dongeui University College of Oriental Medicine, Busan 614-052, Korea.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Greece,Int J Oncol,International journal of oncology,9306042,"['0 (Antineoplastic Agents)', '0 (Cyclooxygenase Inhibitors)', '0 (Fatty Alcohols)', '0 (Tissue Extracts)', '0 (bcl-2-Associated X Protein)', '0 (dideoxypetrosynol A)', '25067-58-7 (Polyynes)', 'EC 1.14.99.1 (Cyclooxygenase 2)', 'EC 2.7.7.49 (Telomerase)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Apoptosis/*drug effects', 'Cell Line, Tumor', 'Cyclooxygenase 2/*metabolism', 'Cyclooxygenase Inhibitors/*pharmacology', 'Fatty Alcohols/*pharmacology', 'Flow Cytometry', 'Gene Expression Regulation, Neoplastic/drug effects', 'Humans', 'Leukemia', '*Petrosia', 'Polyynes/*pharmacology', 'Telomerase/*antagonists & inhibitors', 'Tissue Extracts/*pharmacology', 'bcl-2-Associated X Protein/drug effects/genetics']",,2006/12/05 09:00,2007/02/01 09:00,['2006/12/05 09:00'],"['2006/12/05 09:00 [pubmed]', '2007/02/01 09:00 [medline]', '2006/12/05 09:00 [entrez]']",,ppublish,Int J Oncol. 2007 Jan;30(1):291-8.,,,,,,,,,,,,,,,,,,,
17143522,NLM,MEDLINE,20070131,20171213,1019-6439 (Print) 1019-6439 (Linking),30,1,2007 Jan,RALBP1/RLIP76 mediates multidrug resistance.,139-44,"RLIP76/RALBP1 is a multi-specific drug-transporter which can mediate drug-resistance in lung and other cancers, but its ability to mediate multidrug-resistance has not been previously demonstrated in hematological malignancy. Present studies in K562 human myelogenous leukemia show that RALBP1 overexpression confers broad resistance to multiple chemotherapy drugs including cisplatin, melphalan, doxorubicin, daunorubicin, vincristine, vinblastine, vinorelbine, and mitomycin-C. Conversely, inhibition of RALBP1 by polyclonal antibodies causes increased drug-accumulation and increased cytotoxicity. These studies demonstrate the potential utility of targeting RALBP1 in the treatment of leukemia.","['Drake, Kenneth J', 'Singhal, Jyotsana', 'Yadav, Sushma', 'Nadkar, Aalok', 'Pungaliya, Chirag', 'Singhal, Sharad S', 'Awasthi, Sanjay']","['Drake KJ', 'Singhal J', 'Yadav S', 'Nadkar A', 'Pungaliya C', 'Singhal SS', 'Awasthi S']","['Department of Chemistry and Biochemistry, University of Texas at Arlington, Arlington, TX 76019-0065, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",,Greece,Int J Oncol,International journal of oncology,9306042,"['0 (ATP-Binding Cassette Transporters)', '0 (Antineoplastic Agents)', '0 (GTPase-Activating Proteins)', '0 (Immunoglobulin G)', '0 (RALBP1 protein, human)', '0 (Recombinant Proteins)']",IM,"['ATP-Binding Cassette Transporters/immunology/*physiology', 'Antineoplastic Agents/pharmacokinetics/pharmacology', '*Drug Resistance, Multiple', 'GTPase-Activating Proteins/immunology/*physiology', 'Humans', 'Immunoglobulin G/analysis', 'K562 Cells', 'Kinetics', 'Recombinant Proteins/metabolism', 'Transfection']",,2006/12/05 09:00,2007/02/01 09:00,['2006/12/05 09:00'],"['2006/12/05 09:00 [pubmed]', '2007/02/01 09:00 [medline]', '2006/12/05 09:00 [entrez]']",,ppublish,Int J Oncol. 2007 Jan;30(1):139-44.,,,,,,,"['CA 77495/CA/NCI NIH HHS/United States', 'CA104661/CA/NCI NIH HHS/United States']",,,,,,,,,,,,
17143497,NLM,MEDLINE,20070116,20181213,1021-335X (Print) 1021-335X (Linking),17,1,2007 Jan,"The synergistic apoptotic effects of thiophenfurin, an inosine monophosphate dehydrogenase inhibitor, in combination with retinoids in HL60 cells.",185-92,"New effective cytotoxic agents and combinations are urgently needed in cancer treatment. The enzyme inosine monophosphate dehydrogenase is a potentially useful target for drug development, since its activity has been shown to be amplified in malignant cells. Thiophenfurin, an inhibitor of the enzyme synthesized by us, is endowed with a significant apoptotic activity in promyelocytic leukaemia HL60 cells. Since retinoids were successfully employed in the treatment of patients with leukaemia, demonstrating significant differentiation-inducing and apoptotic effects, we carried out this study to evaluate the effects of the combination of thiophenfurin and several retinoid molecules, acting in different phases of the cell cycle in vitro. The results show that thiophenfurin is capable of eliciting significant S phase-specific antiproliferative effects in different sensitive and resistant cell lines with the IC50s ranging from 6.7 to 26 microM. When HL60 cells were treated with thiophenfurin in combination with retinoids, the effects on cell growth were additive or synergistic, depending on the kind of retinoid used and the sequence of treatment. In particular, we observed additive effects when the cells were exposed to thiophenfurin and all-transretinoic acid either simultaneously or sequentially. Instead, when the new heterocyclic retinoid isoxazole benzoic acid was used, synergism was obtained in the cells treated sequentially. The combination of thiophenfurin and isoxazole benzoic acid determined synergistic apoptotic effects through a mitochondrion-dependent mechanism, suggesting the possible usefulness of this combination in the treatment of leukaemia.","['Meli, Maria', 'Tolomeo, Manlio', 'Grifantini, Mario', 'Franchetti, Palmarisa', 'Cappellacci, Loredana', 'Simoni, Daniele', 'Invidiata, Francesco P', 'Aiello, Stefania', 'Dusonchet, Luisa']","['Meli M', 'Tolomeo M', 'Grifantini M', 'Franchetti P', 'Cappellacci L', 'Simoni D', 'Invidiata FP', 'Aiello S', 'Dusonchet L']","['Dipartimento di Scienze Farmacologiche, Universita di Palermo, via del Vespro 129, I-90127 Palermo, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Greece,Oncol Rep,Oncology reports,9422756,"['0 (Enzyme Inhibitors)', '0 (Ribonucleosides)', '43C65ZS2XK (thiophenfurin)', '5688UTC01R (Tretinoin)', 'EC 1.1.1.205 (IMP Dehydrogenase)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*pharmacology', 'Apoptosis/*drug effects', 'Cell Cycle/drug effects', 'Cell Growth Processes/drug effects', 'Drug Synergism', 'Enzyme Inhibitors/administration & dosage/pharmacology', 'HL-60 Cells', 'Humans', 'IMP Dehydrogenase/*antagonists & inhibitors', 'Membrane Potential, Mitochondrial/drug effects/physiology', 'Mitochondria/drug effects/physiology', 'Ribonucleosides/administration & dosage/*pharmacology', 'Tretinoin/administration & dosage/*pharmacology']",,2006/12/05 09:00,2007/01/17 09:00,['2006/12/05 09:00'],"['2006/12/05 09:00 [pubmed]', '2007/01/17 09:00 [medline]', '2006/12/05 09:00 [entrez]']",,ppublish,Oncol Rep. 2007 Jan;17(1):185-92.,,,,,,,,,,,,,,,,,,,
