PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,EIN,CI,RF,CON,CIN,DEP,OID,OTO,OT,GN,SI,TT,CN,MID,UIN,UOF
12467221,NLM,MEDLINE,20030110,20200930,1535-7163 (Print) 1535-7163 (Linking),1,4,2002 Feb,The cyclin-dependent kinase inhibitor flavopiridol disrupts sodium butyrate-induced p21WAF1/CIP1 expression and maturation while reciprocally potentiating apoptosis in human leukemia cells.,253-66,"Interactions between the cyclin-dependent kinase inhibitor flavopiridol (FP) and the histone deacetylase inhibitor sodium butyrate (SB) have been examined in human leukemia cells (U937) in relation to differentiation and apoptosis. Whereas 1 mM of SB or 100 nM of FP minimally induced apoptosis (4% and 10%, respectively) at 24 h, simultaneous exposure of U937 cells to these agents dramatically increased cell death (e.g., approximately 60%), reflected by both morphological and Annexin/propidium iodide-staining features, procaspase 3 activation, and poly(ADP-ribose) polymerase cleavage. Similar interactions were observed in human promyelocytic (HL-60), B-lymphoblastic (Raji), and T-lymphoblastic (Jurkat) leukemia cells. Coadministration of FP opposed SB-mediated accumulation of cells in G0G1 and differentiation, reflected by reduced CD11b expression, but instead dramatically increased procaspase-3, procaspase-8, Bid, and poly(ADP-ribose) polymerase cleavage, as well as mitochondrial damage (e.g., loss of mitochondrial membrane potential and cytochrome c release). FP also blocked SB-related p21WAF1-CIP1 induction through a caspase-independent mechanism and triggered the caspase-mediated cleavage of p27KIP1 and retinoblastoma protein. The latter event was accompanied by a marked reduction in retinoblastoma protein/E2F1 complex formation. However, FP did not modify the extent of SB-associated acetylation of histones H3 and H4. Treatment of cells with FP/SB also resulted in the caspase-mediated cleavage of Bcl-2 and caspase-independent down-regulation of Mcl-1. Levels of cyclins A, D1, and E, and X-linked inhibitor of apoptosis also declined in SB/FP-treated cells. Finally, FP/SB coexposure potently induced apoptosis in two primary acute myelogenous leukemia samples. Together, these findings demonstrate that FP, when combined with SB, induces multiple perturbations in cell cycle and apoptosis regulatory proteins, which oppose leukemic cell differentiation but instead promote mitochondrial damage and apoptosis.","['Rosato, Roberto R', 'Almenara, Jorge A', 'Cartee, Leanne', 'Betts, Vicki', 'Chellappan, Srikumar P', 'Grant, Steven']","['Rosato RR', 'Almenara JA', 'Cartee L', 'Betts V', 'Chellappan SP', 'Grant S']","['Department of Medicine, Medical College of Virginia, Virginia Commonwealth University, MCV Station, Box 230, Richmond, VA 23298, USA. stgrant@hsc.vcu.edu']",['eng'],"['CA63753/CA/NCI NIH HHS/United States', 'CA83705/CA/NCI NIH HHS/United States', 'CA93738/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Cancer Ther,Molecular cancer therapeutics,101132535,"['0 (Butyrates)', '0 (CDKN1A protein, human)', '0 (Cyclin-Dependent Kinase Inhibitor p21)', '0 (Cyclins)', '0 (Cytochrome c Group)', '0 (Enzyme Inhibitors)', '0 (Flavonoids)', '0 (Piperidines)', '45AD6X575G (alvocidib)', 'EC 2.4.2.30 (Poly(ADP-ribose) Polymerases)', 'EC 2.7.11.22 (Cyclin-Dependent Kinases)', 'EC 3.4.22.- (Caspases)']",IM,"['Apoptosis/*drug effects', 'Blotting, Western', 'Butyrates/*pharmacology', 'Caspases/metabolism', 'Cyclin-Dependent Kinase Inhibitor p21', 'Cyclin-Dependent Kinases/*antagonists & inhibitors', 'Cyclins/*biosynthesis/genetics/*metabolism/*physiology', 'Cytochrome c Group/metabolism', 'Enzyme Inhibitors/metabolism/*pharmacology', 'Flavonoids/*pharmacology', 'Humans', 'Leukemia/enzymology/*pathology', 'Piperidines/*pharmacology', 'Poly(ADP-ribose) Polymerases/metabolism', 'Tumor Cells, Cultured/pathology']",,2002/12/07 04:00,2003/01/11 04:00,['2002/12/07 04:00'],"['2002/12/07 04:00 [pubmed]', '2003/01/11 04:00 [medline]', '2002/12/07 04:00 [entrez]']",,ppublish,Mol Cancer Ther. 2002 Feb;1(4):253-66.,,,,,,,,,,,,,,,,
12467211,NLM,MEDLINE,20030116,20200930,1535-7163 (Print) 1535-7163 (Linking),1,3,2002 Jan,"Antitumor activity of ER-37328, a novel carbazole topoisomerase II inhibitor.",169-75,"DNA topoisomerase II has been shown to be an important therapeutic target in cancer chemotherapy. Here, we describe studies on the antitumor activity of a novel topoisomerase II inhibitor, ER-37328 [12,13-dihydro-5-[2-(dimethylamino)ethyl]-4H-benzo[c]pyrimido[5,6,1- jk]carbazole-4,6,10(5H,11H)-trione hydrochloride]. ER-37328 inhibited topoisomerase II activity at 10 times lower concentration than etoposide in relaxation assay and induced double-strand DNA cleavage within 1 h in murine leukemia P388 cells, in a bell-shaped manner with respect to drug concentration. The maximum amount of DNA cleavage was obtained at 2 microM. Like etoposide, ER-37328 (2 microM) induced topoisomerase II-DNA cross-linking in P388 cells. A spectroscopic study of ER-37328 mixed with DNA demonstrated that ER-37328 has apparent binding activity to DNA. ER-37328 showed potent growth-inhibitory activity against a panel of 21 human cancer cell lines [mean (50% growth-inhibitory concentration) GI50 = 59 nM]. COMPARE analysis according to the National Cancer Institute screening protocol showed that the pattern of the growth-inhibitory effect of ER-37328 was similar to that of etoposide, but different from that of doxorubicin. Studies on etoposide-, amsacrine [4'-(9-acridinylamino)methanesulfon-m-anisidide (m-AMSA)]-, and camptothecin-resistant P388 cell lines showed that: (a) etoposide- and m-AMSA-resistant P388 cell lines were partially resistant to ER-37328 compared with the parental cell line; and (b) a camptothecin-resistant cell line showed no cross-resistance to ER-37328. In addition, ER-37328 overcame P-glycoprotein-mediated resistance. In vivo, ER-37328 produced potent tumor regression of Colon 38 carcinoma inoculated s.c., and its activity was superior to that of etoposide or doxorubicin. These results indicate that ER-37328 inhibits topoisomerase II activity through the formation of topoisomerase II-DNA cleavable complex and has potent antitumor activity both in vitro and in vivo.","['Nakamura, Katsuji', 'Sugumi, Hiroyuki', 'Yamaguchi, Atsumi', 'Uenaka, Toshimitsu', 'Kotake, Yoshihiko', 'Okada, Toshimi', 'Kamata, Junichi', 'Niijima, Jun', 'Nagasu, Takeshi', 'Koyanagi, Nozomu', 'Yoshino, Hiroshi', 'Kitoh, Kyosuke', 'Yoshimatsu, Kentaro']","['Nakamura K', 'Sugumi H', 'Yamaguchi A', 'Uenaka T', 'Kotake Y', 'Okada T', 'Kamata J', 'Niijima J', 'Nagasu T', 'Koyanagi N', 'Yoshino H', 'Kitoh K', 'Yoshimatsu K']","['Discovery Research Laboratories II (Oncology), Tsukuba Research Laboratories, Eisai Co. Ltd., 1-3 Tokodai 5-chome, Tsukuba-shi, Ibaraki 300-2635, Japan. k2-nakamura@hhc.eisai.co.jp']",['eng'],,['Journal Article'],United States,Mol Cancer Ther,Molecular cancer therapeutics,101132535,"['0 (Antineoplastic Agents)', '0 (Carbazoles)', '0 (Cross-Linking Reagents)', '0 (DNA, Neoplasm)', '0 (ER37328)', '0 (Enzyme Inhibitors)', '0 (Pyrimidines)', '0 (Topoisomerase II Inhibitors)', '00DPD30SOY (Amsacrine)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)']",IM,"['Amsacrine/pharmacology', 'Animals', 'Antineoplastic Agents/*pharmacology', 'Carbazoles/*pharmacology', 'Colonic Neoplasms/*drug therapy/enzymology/pathology', 'Cross-Linking Reagents', 'DNA, Neoplasm/drug effects', 'Doxorubicin/pharmacology', 'Drug Resistance, Neoplasm', 'Enzyme Inhibitors/*pharmacology', 'Etoposide/pharmacology', 'Female', 'Humans', 'In Vitro Techniques', 'Leukemia P388/drug therapy/enzymology/pathology', 'Mice', 'Mice, Inbred C57BL', 'Pyrimidines/*pharmacology', '*Topoisomerase II Inhibitors', 'Tumor Cells, Cultured/drug effects/enzymology/pathology']",,2002/12/07 04:00,2003/01/17 04:00,['2002/12/07 04:00'],"['2002/12/07 04:00 [pubmed]', '2003/01/17 04:00 [medline]', '2002/12/07 04:00 [entrez]']",,ppublish,Mol Cancer Ther. 2002 Jan;1(3):169-75.,,,,,,,,,,,,,,,,
12467140,NLM,MEDLINE,20030716,20211203,0163-5581 (Print) 0163-5581 (Linking),43,1,2002,Induction of histone acetylation and inhibition of growth of mouse erythroleukemia cells by S-allylmercaptocysteine.,90-102,"Growth-inhibitory effects on DS19 mouse erythroleukemia cells were seen in the micromolar concentration range with allicin and S-allylmercaptocysteine and in the millimolar range with allyl butyrate, allyl phenyl sulfone, and S-allyl cysteine. Increased acetylation of histones was induced by incubation of cells with the allyl compounds at concentrations similar to those that resulted in the inhibition of cell proliferation. The induction of histone acetylation by S-allylmercaptocysteine was also observed in Caco-2 human colon cancer cells and T47D human breast cancer cells. In contrast to the effect on histone acetylation, there was a decrease in the incorporation of phosphate into histones when DS19 cells were incubated with 25 microM S-allylmercaptocysteine. Histone deacetylase activity was inhibited by allyl butyrate, but there was little or no effect with the allyl sulfur compounds examined in this study. A similar degree of downregulation of histone deacetylase and histone acetyltransferase was observed when DS19 cells were incubated with S-allylmercaptocysteine or allyl isothiocyanate. The induction of histone acetylation by S-allylmercaptocysteine was not blocked by a proteasome inhibitor. The mechanism by which S-allylmercaptocysteine induces histone acetylation remains to be characterized. It may be related in part to metabolism to allyl mercaptan, which is a more effective inhibitor of histone deacetylase.","['Lea, Michael A', 'Rasheed, Mariam', 'Randolph, Verrell M', 'Khan, Faika', 'Shareef, Asif', 'desBordes, Charles']","['Lea MA', 'Rasheed M', 'Randolph VM', 'Khan F', 'Shareef A', 'desBordes C']","['Department of Biochemistry and Molecular Biology, UMDNJ-New Jersey Medical School, Newark, NJ 07103, USA. lea@umdnj.edu']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Nutr Cancer,Nutrition and cancer,7905040,"['0 (Allyl Compounds)', '0 (Antineoplastic Agents)', '0 (Disulfides)', '0 (Histones)', '0 (Leupeptins)', '0 (S-allylmercaptocysteine)', '0 (Saccharomyces cerevisiae Proteins)', '0 (Sulfinic Acids)', '3C39BY17Y6 (allicin)', '81R3X99M15 (S-allylcysteine)', 'EC 2.3.1.- (Acetyltransferases)', 'EC 2.3.1.48 (Histone Acetyltransferases)', 'EC 3.5.1.98 (Histone Deacetylases)', 'K848JZ4886 (Cysteine)', 'RF1P63GW3K (benzyloxycarbonylleucyl-leucyl-leucine aldehyde)']",IM,"['Acetylation', 'Acetyltransferases/metabolism', 'Allyl Compounds/pharmacology', 'Animals', 'Antineoplastic Agents/pharmacology', 'Breast Neoplasms/metabolism', 'Colonic Neoplasms/metabolism', 'Cysteine/*analogs & derivatives/*pharmacology', 'Disulfides', 'Electrophoresis, Polyacrylamide Gel', 'Female', 'Histone Acetyltransferases', 'Histone Deacetylases/metabolism', 'Histones/*metabolism', 'Humans', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Leupeptins/metabolism', 'Mice', 'Saccharomyces cerevisiae Proteins/metabolism', 'Sulfinic Acids/pharmacology', 'Tumor Cells, Cultured/metabolism']",,2002/12/07 04:00,2003/07/17 05:00,['2002/12/07 04:00'],"['2002/12/07 04:00 [pubmed]', '2003/07/17 05:00 [medline]', '2002/12/07 04:00 [entrez]']",['10.1207/S15327914NC431_11 [doi]'],ppublish,Nutr Cancer. 2002;43(1):90-102. doi: 10.1207/S15327914NC431_11.,,,,,,,,,,,,,,,,
12467071,NLM,MEDLINE,20030103,20131121,0008-543X (Print) 0008-543X (Linking),95,12,2002 Dec 15,"Long-term cognitive outcome, brain computed tomography scan, and magnetic resonance imaging in children cured for acute lymphoblastic leukemia.",2562-70,"BACKGROUND: Prevention of meningeal recurrence achieved by intrathecal methotrexate (MTX) and systemic chemotherapy is part of standard acute lymphoblastic leukemia (ALL) treatment. Cranial irradiation has been a routine part of past protocol treatment but is currently reserved only for select subsets of patients. Central nervous system (CNS) prophylaxis may cause brain abnormalities such as intracerebral calcifications, cerebral atrophy, and white matter alterations. In addition, long-term neuropsychologic sequelae following CNS prophylaxis have been investigated marginally in children cured for ALL. METHODS: To explore possible correlations between neuroimaging findings and neuropsychologic outcome, we used detailed cognitive tests to evaluate 21 children with ALL who received cranial irradiation (range, 18-24 Gy) plus intrathecal MTX as CNS prophylaxis. All children were followed prospectively once a year by cerebral computed tomographic scan and magnetic resonance imaging. All patients had continuous complete disease remission for at least 4 years and cognitive tests were performed after neuroradiologic examinations. RESULTS: White matter abnormalities were associated with poor performance only in a task exploring visual motor integration in about 50% of patients. Intracerebral calcifications correlate with the number of intrathecal MTX doses and with low scores in total intellectual quotient, performance intellectual quotient, and significant impairment in attention and visual motor integration tests. Girls are more vulnerable to the effects of CNS prophylaxis, whereas age at treatment and radiotherapy dose are not relevant to neuropsychologic outcome. CONCLUSIONS: Our results indicate the need for careful follow-up of children's cognitive abilities because global intellectual measures often fail to detect specific disorders that may cause learning difficulties. Moreover, as the clinical implications of neuroimaging findings are often limited, periodic extensive evaluation by specific neurocognitive tests of mental abilities is recommended to detect early signs of cognitive impairment.","['Iuvone, Laura', 'Mariotti, Paolo', 'Colosimo, Cesare', 'Guzzetta, Francesco', 'Ruggiero, Antonio', 'Riccardi, Riccardo']","['Iuvone L', 'Mariotti P', 'Colosimo C', 'Guzzetta F', 'Ruggiero A', 'Riccardi R']","['Department of Pediatric Neuropsychiatry, Catholic University of Rome, Rome, Italy.']",['eng'],,['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Antimetabolites, Antineoplastic)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Antibiotic Prophylaxis', 'Antimetabolites, Antineoplastic/adverse effects/therapeutic use', 'Atrophy', 'Brain/drug effects/*pathology/radiation effects', 'Brain Neoplasms/*therapy', 'Child', 'Child, Preschool', 'Cognition Disorders/*diagnosis', 'Female', 'Follow-Up Studies', 'Humans', 'Infant', 'Infusions, Intravenous', 'Intelligence Tests', 'Magnetic Resonance Imaging', 'Male', 'Methotrexate/adverse effects/therapeutic use', 'Neuropsychological Tests', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Radiation Injuries/*diagnosis', 'Radiotherapy, Adjuvant', 'Survival Rate', 'Tomography, X-Ray Computed']",,2002/12/06 04:00,2003/01/07 04:00,['2002/12/06 04:00'],"['2002/12/06 04:00 [pubmed]', '2003/01/07 04:00 [medline]', '2002/12/06 04:00 [entrez]']",['10.1002/cncr.10999 [doi]'],ppublish,Cancer. 2002 Dec 15;95(12):2562-70. doi: 10.1002/cncr.10999.,,['Copyright 2002 American Cancer Society.DOI 10.1002/cncr.10997'],,,,,,,,,,,,,,
12466182,NLM,MEDLINE,20021220,20190726,0161-6420 (Print) 0161-6420 (Linking),109,12,2002 Dec,Orbital lymphoma misdiagnosed as scleritis.,2347-50,"OBJECTIVE: To describe two patients in whom orbital lymphoma was misdiagnosed and treated as scleritis. DESIGN: Two case reports with clinicopathologic correlation. METHODS: Each patient underwent clinical, radiologic, and histologic assessment. MAIN OUTCOME MEASURE: Histologic confirmation of the diagnosis of orbital lymphoma. RESULTS: The two patients who had been diagnosed and treated as having scleritis were found to have orbital lymphoma. CONCLUSION: The differential diagnosis for scleritis should include lymphoma.","['Dorey, Suzanne E', 'Clark, Brian J', 'Christopoulos, Viki A', 'Lightman, Susan']","['Dorey SE', 'Clark BJ', 'Christopoulos VA', 'Lightman S']","['Department of Clinical Ophthalmology, Institute of Ophthalmology, Moorfields Eye Hospital, London, England, United Kingdom.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Ophthalmology,Ophthalmology,7802443,"['0 (Biomarkers, Tumor)']",IM,"['Aged', 'Biomarkers, Tumor/metabolism', 'Combined Modality Therapy', '*Diagnostic Errors', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy/metabolism/radiotherapy', 'Lymphoma, B-Cell, Marginal Zone/*diagnosis/metabolism/radiotherapy', 'Male', 'Middle Aged', 'Orbital Neoplasms/*diagnosis/drug therapy/metabolism/radiotherapy', 'Scleritis/*diagnosis', 'Tomography, X-Ray Computed']",,2002/12/06 04:00,2002/12/21 04:00,['2002/12/06 04:00'],"['2002/12/06 04:00 [pubmed]', '2002/12/21 04:00 [medline]', '2002/12/06 04:00 [entrez]']","['S0161-6420(02)01285-X [pii]', '10.1016/s0161-6420(02)01285-x [doi]']",ppublish,Ophthalmology. 2002 Dec;109(12):2347-50. doi: 10.1016/s0161-6420(02)01285-x.,,,,,,,,,,,,,,,,
12466084,NLM,MEDLINE,20160423,20181130,0302-4342 (Print) 0302-4342 (Linking),57,6,2002 Dec,[Cutaneous involvement as the form of presentation in B-cell lymphoblastic leukemia/lymphoma].,578-81,"Primary cutaneous involvement in B-cell lymphoblastic leukemia/lymphoma is rare in childhood. We present the case of an eleven and a half year old girl who, five months prior to being referred to our center, had undergone surgery to remove a small gluteal tumor diagnosed histopathologically as lymphoid proliferation suggestive of large cell lymphoma. On examination the presence of small nodes close to the scar where the tumor had previously been removed was observed. Hemogram revealed 2.7 x 9/l white blood cells with 0.5 x 9/l neutrophils; the remaining series and complementary investigations were normal. Bone marrow aspiration revealed 52 % blastic cells with immunophenotype and morphological characteristics of common (B-cell) acute lymphoblastic leukemia with L2 subtype in the French-American-British (FAB) classification. Ten months after finishing polychemotherapy, the patient is now in complete remission. We would like to highlight that a small slow-growing cutaneous node could be the presenting form of lymphoblastic lymphoma or acute lymphoblastic leukemia.","['Lopez Almaraz, R', 'Raya Sanchez, J M feminine', 'Dominguez Suarez, M', 'Brito Barroso Mf, M feminine L', 'Rodriguez Luis, J']","['Lopez Almaraz R', 'Raya Sanchez JM', 'Dominguez Suarez M', 'Brito Barroso Mf Mf', 'Rodriguez Luis J']",['Servicios de Pediatria (Unidad de Oncohematologia Pediatrica). Hospital Universitario de Canarias. La Laguna. Tenerife. Espana.'],['spa'],,['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,,IM,"['*B-Lymphocytes', 'Humans', 'Immunophenotyping', 'Lymphoma, B-Cell', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy']",,2002/12/06 04:00,2016/04/24 06:00,['2002/12/06 04:00'],"['2002/12/06 04:00 [pubmed]', '2016/04/24 06:00 [medline]', '2002/12/06 04:00 [entrez]']",['13040795 [pii]'],ppublish,An Esp Pediatr. 2002 Dec;57(6):578-81.,,,,,,,,,,,,Nodulo cutaneo como forma de presentacion de una leucemia/linfoma linfoblastico de estirpe B.,,,,
12465467,NLM,MEDLINE,20021231,20191025,0740-7750 (Print) 0740-7750 (Linking),26,1-6,2001 Nov,Prospects for gene therapy using HIV-based vectors.,159-74,"Recombinant vectors derived from murine leukemia virus (MLV) have been widely used to introduce genes in human gene therapy clinical trials and have shown the potential for medical applications and the promise of significantly improving medical therapies. Yet, the demonstrated limitations of these vectors support the need for continued development of improved vectors. The intrinsic properties associated with the MLV genome and its life cycle do not favor the successful application of this vector system in certain human gene transfer applications. Since MLV integrates randomly into the host genome, transgene expression is frequently affected by the flanking host chromatin. MLV insertions can often result in silencing or position effect variation of gene expression either immediately after insertion or following cell expansion in culture or in vivo. Migration of the MLV pre-integration complex from the cytoplasm into the nucleus of infected cells requires mitosis for nuclear membrane breakdown. Since a majority of human cells exist in a quiescent state in vivo, it is unlikely that direct in vivo gene delivery into target tissues can be achieved with the MLV vector system. Finally, insertion of tissue-specific cis-regulatory sequences to direct transgene expression frequently results in either the rearrangement of the vector sequence or disruption of the cis-regulatory sequence functions. The long terminal repeat (LTR) of MLV, which contains a ubiquitously active enhancer/promoter element, may partially account for this problem. Together, these problems pose a major obstacle for the use of MLV vectors in the treatment of human diseases. This Chapter discusses some of the potential targets to which HIV vectors might be applied in clinical settings and some of the issues surrounding use of HIV vectors in gene transfer clinical trials.","['Yee, J K', 'Zaia, J A']","['Yee JK', 'Zaia JA']","['Department of Virology, Beckman Research Institute City of Hope, Duarte, California 91010, USA.']",['eng'],"['5P01 A146030/PHS HHS/United States', 'M01 RR-43/RR/NCRR NIH HHS/United States', 'P01 30206-20/PHS HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Somat Cell Mol Genet,Somatic cell and molecular genetics,8403568,,IM,"['Animals', 'Gene Transfer Techniques', 'Genetic Therapy/*methods/standards', 'Genetic Vectors/*genetics', 'HIV/*genetics', 'HIV-1/genetics', 'Humans', 'Safety']",,2002/12/06 04:00,2003/01/01 04:00,['2002/12/06 04:00'],"['2002/12/06 04:00 [pubmed]', '2003/01/01 04:00 [medline]', '2002/12/06 04:00 [entrez]']",['10.1023/a:1021034931852 [doi]'],ppublish,Somat Cell Mol Genet. 2001 Nov;26(1-6):159-74. doi: 10.1023/a:1021034931852.,,,141,,,,,,,,,,,,,
12465462,NLM,MEDLINE,20021231,20191025,0740-7750 (Print) 0740-7750 (Linking),26,1-6,2001 Nov,HIV-1 vector systems.,51-81,"Human immunodeficiency virus type 1 (HIV-1) based gene transfer systems are gaining in popularity due to their ability to transduce terminally differentiated and non-dividing cells. Oncoretroviral vectors based on Moloney murine leukemia virus (MoMLV), on the other hand, can only transduce dividing cells. The reasons for increased ability of lentivirus vectors to transduce such cells has been attributed to several of the viral proteins (integrase, matrix and Vpr) that are purported to be involved in the nuclear import of the pre-integration complex (PIC). Nuclear import is also augmented by a unique triple stranded DNA region created during reverse transcription of the incoming viral RNA in the target cell (discussed in chapter 3). This chapter deals with the rationale behind the design of human immunodeficiency virus type 1 (HIV-1) based packaging systems with an emphasis on some recent advances in the field for the creation of safe and efficient HIV-1 based vectors. The review covers trans-acting proteins and cis-sequences required for the deployment of HIV-1 vectors for gene transfer. This is a rapidly advancing field that with further refinements may soon allow the utilization of HIV-1 based and/or other lentivirus vectors in a clinical setting.","['Srinivasakumar, N']",['Srinivasakumar N'],"['Division of Hematology/Oncology, Department of Medicine, Vanderbilt University, Nashville, Tennessee 37235, USA.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Somat Cell Mol Genet,Somatic cell and molecular genetics,8403568,['0 (Viral Structural Proteins)'],IM,"['Animals', 'Cell Division', 'Gene Expression Regulation, Viral', 'Gene Transfer Techniques', 'Genes, Viral', 'Genes, vpr', 'Genetic Vectors/*genetics', 'HIV-1/*genetics', 'Humans', 'Moloney murine leukemia virus/genetics', 'Viral Structural Proteins/genetics']",,2002/12/06 04:00,2003/01/01 04:00,['2002/12/06 04:00'],"['2002/12/06 04:00 [pubmed]', '2003/01/01 04:00 [medline]', '2002/12/06 04:00 [entrez]']",['10.1023/a:1021074613196 [doi]'],ppublish,Somat Cell Mol Genet. 2001 Nov;26(1-6):51-81. doi: 10.1023/a:1021074613196.,,,208,,,,,,,,,,,,,
12465444,NLM,MEDLINE,20030527,20171116,1473-7159 (Print) 1473-7159 (Linking),2,6,2002 Nov,ILEX oncology acquires CD52 diagnostic rights for Campath.,525-6,,,,,['eng'],,['News'],England,Expert Rev Mol Diagn,Expert review of molecular diagnostics,101120777,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Humanized)', '0 (Antibodies, Neoplasm)', '0 (Antigens, CD)', '0 (Antigens, Neoplasm)', '0 (CD52 Antigen)', '0 (CD52 protein, human)', '0 (Glycoproteins)', '3A189DH42V (Alemtuzumab)']",IM,"['Alemtuzumab', '*Antibodies, Monoclonal', 'Antibodies, Monoclonal, Humanized', '*Antibodies, Neoplasm', 'Antigens, CD/*analysis/immunology', 'Antigens, Neoplasm/*analysis/immunology', 'CD52 Antigen', 'Drug Industry', 'Glycoproteins/*analysis/immunology', 'Humans', 'Leukemia/*diagnosis/immunology', 'Lymphoma/*diagnosis/immunology']",,2002/12/06 04:00,2003/05/28 05:00,['2002/12/06 04:00'],"['2002/12/06 04:00 [pubmed]', '2003/05/28 05:00 [medline]', '2002/12/06 04:00 [entrez]']",['ERM020602 [pii]'],ppublish,Expert Rev Mol Diagn. 2002 Nov;2(6):525-6.,,,,,,,,,,,,,,,,
12464778,NLM,MEDLINE,20030630,20041117,0143-3636 (Print) 0143-3636 (Linking),23,12,2002 Dec,"Of cells, mice, men and radiobiology.",1151-3,,"['Elliott, A T']",['Elliott AT'],,['eng'],,['Editorial'],England,Nucl Med Commun,Nuclear medicine communications,8201017,,IM,"['Animals', 'Dose-Response Relationship, Radiation', 'Humans', 'Leukemia/etiology/pathology', 'Mice', 'Nuclear Medicine/*trends', 'Occupational Exposure/adverse effects/statistics & numerical data', 'Radiation Dosage', 'Risk Assessment']",,2002/12/05 04:00,2003/07/02 05:00,['2002/12/05 04:00'],"['2002/12/05 04:00 [pubmed]', '2003/07/02 05:00 [medline]', '2002/12/05 04:00 [entrez]']",['10.1097/01.mnm.000006205.83338.ac [doi]'],ppublish,Nucl Med Commun. 2002 Dec;23(12):1151-3. doi: 10.1097/01.mnm.000006205.83338.ac.,,,,,['Nucl Med Commun. 2003 Apr;24(4):440. PMID: 12744227'],,,,,,,,,,,
