PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RF,CN,GR,AID,TT,LID,DEP,CON,PMC,MID,CIN,CI,EIN,CRI,SI,GN,OID,RIN
17596539,NLM,MEDLINE,20071106,20210206,0006-4971 (Print) 0006-4971 (Linking),110,7,2007 Oct 1,How I treat acute lymphocytic leukemia in adults.,2268-75,"The treatment of newly diagnosed acute lymphocytic leukemia (ALL) in adults remains unsatisfactory. Not withstanding the outstanding progress in curing childhood ALL, only approximately one third of adults younger than 60 years can be cured, and the overall published survival curves have not changed significantly during the past 15 years. Recent therapeutic advances in allogeneic transplantation through the conduct of large collaborative studies, better understanding of the relevance of cytogenetics, improved molecular techniques for the detection of minimal residual disease, and clinical research into novel biologic and targeted therapies have all combined to offer potentially a better hope for an improved outcome in this disease. The current approach in 2007 to the management of this disease is presented by way of a discussion of illustrative cases. In this uncommon and difficult disease, well-structured intergroup studies will remain vital for future progress.","['Rowe, Jacob M', 'Goldstone, Anthony H']","['Rowe JM', 'Goldstone AH']","['Rambam Medical Center, Haifa, Israel. rowe@jimmy.harvard.edu']",['eng'],"['Case Reports', 'Journal Article']",United States,Blood,Blood,7603509,,IM,"['Adolescent', 'Adult', 'Aged', 'Drug Therapy, Combination', 'Female', 'Humans', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*drug therapy', 'Time Factors']",2007/06/29 09:00,2007/11/07 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/11/07 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,Blood. 2007 Oct 1;110(7):2268-75. doi: 10.1182/blood-2007-05-038950. Epub 2007 Jun 27.,,,,"['S0006-4971(20)60473-6 [pii]', '10.1182/blood-2007-05-038950 [doi]']",,,20070627,,,,,,['Blood. 2010 Sep 2;116(9):1627. Dosage error in article text'],,,,,
17596318,NLM,MEDLINE,20070928,20181113,0022-538X (Print) 0022-538X (Linking),81,17,2007 Sep,In vivo and in vitro intragenomic rearrangement of TT viruses.,9346-56,"The in vitro replication of the Torque teno virus (TT virus) tth8 full-length genome and particle formation in a Hodgkin's lymphoma-derived cell line after transfection with cloned viral DNA were demonstrated. Analyses of the transcription patterns of tth8 and tth7 TT virus isolates in a number of lymphoma and T-cell leukemia cell lines indicated differential additional splicing events and intragenomic rearrangement generating open reading frames which could not be deducted from the genomic sequence. We also demonstrated the presence of rearranged TT virus genomes in vivo in sera taken from pregnant mothers whose children later developed childhood leukemia, as well as sera from control mothers. Control experiments using religated cloned genomic tth8 DNA mixed with cellular DNA did not result in such subviral molecules. These subviral isolates ranged from 172 bp to full-length TT virus genomes. Possible in vivo selection for specific rearranged molecules was indicated by the presence of one isolate (561 bp) in 11 serum samples. It remains to be clarified whether selected rearranged subviral components resulting from specific TT virus types may contribute to the initiation of disease. These data demonstrate new features of TT viruses suggesting possible similarities to plant viruses of the family Geminiviridae, as well as raise questions about the documented plurality and diversity of anelloviruses.","['Leppik, Ludmila', 'Gunst, Karin', 'Lehtinen, Matti', 'Dillner, Joakim', 'Streker, Karin', 'de Villiers, Ethel-Michele']","['Leppik L', 'Gunst K', 'Lehtinen M', 'Dillner J', 'Streker K', 'de Villiers EM']","['Division for the Characterization of Tumor Viruses, Deutsches Krebsforschungszentrum, Im Neuenheimer Feld 242, 69120 Heidelberg, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Virol,Journal of virology,0113724,"['0 (DNA, Viral)', '0 (RNA, Messenger)', '0 (RNA, Viral)']",IM,"['Cell Line, Tumor', 'Child', 'DNA Virus Infections/*virology', 'DNA, Viral/chemistry/*genetics', 'Female', '*Genome, Viral', 'Humans', 'Infant', 'Molecular Sequence Data', 'Mothers', 'RNA, Messenger/biosynthesis/genetics', 'RNA, Viral/biosynthesis/genetics', '*Recombination, Genetic', 'Sequence Analysis, DNA', 'Serum/virology', 'Torque teno virus/*genetics/isolation & purification/physiology', 'Transcription, Genetic', 'Virus Replication']",2007/06/29 09:00,2007/09/29 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/09/29 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,J Virol. 2007 Sep;81(17):9346-56. doi: 10.1128/JVI.00781-07. Epub 2007 Jun 27.,,,,"['JVI.00781-07 [pii]', '10.1128/JVI.00781-07 [doi]']",,,20070627,,PMC1951432,,,,,,"['GENBANK/AM711976', 'GENBANK/AM711977', 'GENBANK/AM711978', 'GENBANK/AM711979', 'GENBANK/AM711980', 'GENBANK/AM711981', 'GENBANK/AM711982', 'GENBANK/AM711983', 'GENBANK/AM711984', 'GENBANK/AM711985', 'GENBANK/AM711986', 'GENBANK/AM711987', 'GENBANK/AM711988', 'GENBANK/AM711989', 'GENBANK/AM711990', 'GENBANK/AM711991', 'GENBANK/AM711992', 'GENBANK/AM711993', 'GENBANK/AM711994', 'GENBANK/AM711995', 'GENBANK/AM711996', 'GENBANK/AM711997', 'GENBANK/AM711998', 'GENBANK/AM711999', 'GENBANK/AM712000', 'GENBANK/AM712001', 'GENBANK/AM712002', 'GENBANK/AM712003', 'GENBANK/AM712004', 'GENBANK/AM712005', 'GENBANK/AM712006', 'GENBANK/AM712007', 'GENBANK/AM712008', 'GENBANK/AM712009', 'GENBANK/AM712010', 'GENBANK/AM712011', 'GENBANK/AM712012', 'GENBANK/AM712013', 'GENBANK/AM712014', 'GENBANK/AM712015', 'GENBANK/AM712016', 'GENBANK/AM712017', 'GENBANK/AM712018', 'GENBANK/AM712019', 'GENBANK/AM712020', 'GENBANK/AM712021', 'GENBANK/AM712022', 'GENBANK/AM712023', 'GENBANK/AM712024', 'GENBANK/AM712025', 'GENBANK/AM712026', 'GENBANK/AM712027', 'GENBANK/AM712028', 'GENBANK/AM712029', 'GENBANK/AM712030', 'GENBANK/AM712031', 'GENBANK/AM712032', 'GENBANK/AM712033', 'GENBANK/AM712034', 'GENBANK/AM712035', 'GENBANK/AM712036', 'GENBANK/AM712037', 'GENBANK/AM712038', 'GENBANK/AM712039', 'GENBANK/AM712040', 'GENBANK/AM712041', 'GENBANK/AM712042', 'GENBANK/AM712043', 'GENBANK/AM712044', 'GENBANK/AM712045', 'GENBANK/AM712046', 'GENBANK/AM712047', 'GENBANK/AM712048', 'GENBANK/AM712049', 'GENBANK/AM712050', 'GENBANK/AM712051']",,,
17596313,NLM,MEDLINE,20070928,20181113,0022-538X (Print) 0022-538X (Linking),81,17,2007 Sep,Gag influences transformation by Abelson murine leukemia virus and suppresses nuclear localization of the v-Abl protein.,9461-8,"Like the v-Onc proteins encoded by many transforming retroviruses, the v-Abl protein is expressed as a Gag-Onc fusion. Although the Gag-derived myristoylation signal targets the v-Abl protein to the plasma membrane, the protein contains the entire MA and p12 sequences and a small number of CA-derived residues. To understand the role of Gag sequences in transformation, mutants lacking portions of these sequences were examined for the effects of these deletions on v-Abl function and localization. Deletion of the N-terminal third of p12 or all of p12 enhanced the transformation of both pre-B cells and NIH 3T3 cells. In contrast, deletions in MA or a deletion removing all of Gag except the first 34 amino acids important for myristoylation highly compromised the ability to transform either cell type. Although all of the mutant proteins retained kinase activity, those defective in transformation were reduced in their ability to activate Erk, suggesting a role for Gag sequences in v-Abl signaling. Immunofluorescence analysis revealed that a v-Abl protein retaining only the first 34 amino acids of Gag localized to the nucleus. These data indicate that Gag sequences are important for normal v-Abl signaling and that they suppress nuclear localization of the molecule.","['Yi, Chae-Ryun', 'Rosenberg, Naomi']","['Yi CR', 'Rosenberg N']","['Molecular Microbiology Graduate Program, Sackler School of Graduate Biomedical Sciences, Tufts Medical School, Boston, Massachusetts 02111, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",United States,J Virol,Journal of virology,0113724,"['0 (Gene Products, gag)', '0 (Oncogene Proteins v-abl)', 'EC 2.7.11.24 (Extracellular Signal-Regulated MAP Kinases)']",IM,"['Abelson murine leukemia virus/*physiology', 'Active Transport, Cell Nucleus', 'Animals', 'B-Lymphocytes/virology', 'Cell Line', 'Cell Nucleus/chemistry/*metabolism', 'Cell Transformation, Viral/*physiology', 'Extracellular Signal-Regulated MAP Kinases/metabolism', 'Gene Products, gag/genetics/*physiology', 'Humans', 'Mice', 'Microscopy, Fluorescence', 'Oncogene Proteins v-abl/analysis/*metabolism', 'Phosphorylation', 'Protein Transport', 'Sequence Deletion']",2007/06/29 09:00,2007/09/29 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/09/29 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,J Virol. 2007 Sep;81(17):9461-8. doi: 10.1128/JVI.00735-07. Epub 2007 Jun 27.,,,"['R01 CA024220/CA/NCI NIH HHS/United States', 'R01 CA033771/CA/NCI NIH HHS/United States', 'CA24220/CA/NCI NIH HHS/United States', 'CA33771/CA/NCI NIH HHS/United States']","['JVI.00735-07 [pii]', '10.1128/JVI.00735-07 [doi]']",,,20070627,,PMC1951412,,,,,,,,,
17596196,NLM,MEDLINE,20071130,20070816,0902-4441 (Print) 0902-4441 (Linking),79,3,2007 Sep,Relapsed B-CLL/small B-lymphocytic lymphoma presenting as bronchiectasis.,274-5,,"['Iyengar, Sunil', 'Harrison, Justin', 'Richman, Paul']","['Iyengar S', 'Harrison J', 'Richman P']","['Hemel Hempstead General Hospital, Hemel Hempstead, UK. suniliyengar@doctors.org.uk']",['eng'],['Journal Article'],England,Eur J Haematol,European journal of haematology,8703985,['0 (Anti-Bacterial Agents)'],IM,"['Aged, 80 and over', 'Anti-Bacterial Agents/therapeutic use', 'Bronchiectasis/*diagnosis', 'Diagnostic Imaging', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*diagnosis', 'Lymphoma, B-Cell/*diagnosis', 'Male', 'Pain', 'Recurrence']",2007/06/29 09:00,2007/12/06 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/12/06 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,Eur J Haematol. 2007 Sep;79(3):274-5. doi: 10.1111/j.1600-0609.2007.00888.x. Epub 2007 Jun 26.,,,,"['EJH888 [pii]', '10.1111/j.1600-0609.2007.00888.x [doi]']",,,20070626,,,,,,,,,,,
17596169,NLM,MEDLINE,20080205,20131121,0007-0963 (Print) 0007-0963 (Linking),157,3,2007 Sep,Cutaneous vasculitis and T-large granular lymphocyte leukaemia with parallel evolution.,631-3,,"['Meyer, N', 'Dufour, J', 'Lamy, T', 'Chevrant-Breton, J']","['Meyer N', 'Dufour J', 'Lamy T', 'Chevrant-Breton J']",,['eng'],"['Case Reports', 'Letter']",England,Br J Dermatol,The British journal of dermatology,0004041,"['0 (Antineoplastic Agents, Alkylating)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Aged, 80 and over', 'Antineoplastic Agents, Alkylating/therapeutic use', 'Cyclophosphamide/therapeutic use', 'Female', 'Humans', 'Leukemia, Lymphoid/drug therapy/*pathology', 'Skin Diseases, Vascular/*pathology', 'Treatment Outcome', 'Vasculitis/*pathology']",2007/06/29 09:00,2008/02/06 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2008/02/06 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,Br J Dermatol. 2007 Sep;157(3):631-3. doi: 10.1111/j.1365-2133.2007.08035.x. Epub 2007 Jun 26.,,,,"['BJD8035 [pii]', '10.1111/j.1365-2133.2007.08035.x [doi]']",,,20070626,,,,,,,,,,,
17596166,NLM,MEDLINE,20071113,20071115,0007-0963 (Print) 0007-0963 (Linking),157,2,2007 Aug,Lymphomatoid granulomatosis complicating other haematological malignancies.,426-9,,"['Muller, F M', 'Lewis-Jones, S', 'Morley, S', 'Kernohan, N', 'Meiklejohn, D', 'Goodlad, J R', 'Evans, A']","['Muller FM', 'Lewis-Jones S', 'Morley S', 'Kernohan N', 'Meiklejohn D', 'Goodlad JR', 'Evans A']",,['eng'],"['Case Reports', 'Letter']",England,Br J Dermatol,The British journal of dermatology,0004041,,IM,"['Female', 'Humans', 'Leg Ulcer/etiology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Lymphoma, T-Cell/*complications', 'Lymphomatoid Granulomatosis/*etiology', 'Male', 'Middle Aged']",2007/06/29 09:00,2007/11/14 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/11/14 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,Br J Dermatol. 2007 Aug;157(2):426-9. doi: 10.1111/j.1365-2133.2007.08038.x. Epub 2007 Jun 26.,,,,"['BJD8038 [pii]', '10.1111/j.1365-2133.2007.08038.x [doi]']",,,20070626,,,,,,,,,,,
17596066,NLM,MEDLINE,20070815,20070628,1660-9379 (Print) 1660-9379 (Linking),3,112,2007 May 23,[Overview on cancer in young adults].,"1305-6, 1308-10","To make a diagnostic of cancer in a young adult (15-30 years of age) has important physical, psychological and social implications. The most frequent cancers seen at this age are cancer of the thyroid, testicular germ cell tumours, 'melanoma, Hodgkin's lymphoma, non-Hodgkin lymphoma, leukaemia, cerebral tumours and sarcomas. Even if the prognostic of most of these cancers is excellent, treatments are difficult and often associated with long-term side effects. A multidisciplinary approach of these patients is essential. A long-term follow-up by a general practicioner or an oncologist is indispensable.","['Nay, C', 'Luthi, F', 'Ketterer, N', 'Bauer, J', 'Leyvraz, S']","['Nay C', 'Luthi F', 'Ketterer N', 'Bauer J', 'Leyvraz S']","[""Centre pluridisciplinaire d'oncologie, CHUV, 1011 Lausanne. Cristina.Nay@chuv.ch""]",['fre'],"['English Abstract', 'Journal Article', 'Review']",Switzerland,Rev Med Suisse,Revue medicale suisse,101219148,,IM,"['Adult', 'Humans', 'Incidence', 'Neoplasms/*epidemiology/pathology/*therapy', 'Prognosis']",2007/06/29 09:00,2007/08/19 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/08/19 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,"Rev Med Suisse. 2007 May 23;3(112):1305-6, 1308-10.",15,,,,Cancers de l'adulte jeune.,,,,,,,,,,,,,
17596056,NLM,MEDLINE,20070918,20070628,0125-2208 (Print) 0125-2208 (Linking),90,5,2007 May,Natural killer cell malignancy associated with Epstein-Barr virus and hemophagocytic syndrome.,982-7,"Natural killer cell malignancy is a rare and aggressive lymphoid neoplasm encompassing extra-nodal NK/T-cell lymphoma, nasal-type (ENKLN) and aggressive NK-cell lymphoma/leukemia (ANKL). A case of cutaneous ENKLN and a case of ANKL in Thai patients are reported Both patients developed hemophagocytic syndrome and shortly succumbed to death. The cells in cutaneous ENKLN are small to medium in size with minimal cytoplasm, round nuclei, irregular nuclear membrane, andfine chromatin with inconspicuous nucleoli. While that of ANKL are medium to large-sized mononuclear cells with moderate cytoplasm. Their nuclei are elongated to embryo-like with irregularly thickened nuclear membrane, fine chromatin, and small to occasional prominent nucleolus. Ancillary techniques studied on paraffin embedded tissues of both cases demonstrated that the neoplastic cells exhibit cytoplasmic CD3+, CD56+ and cytotoxic granules + by immunohistochemistry, absence of T cell receptor gene rearrangement by PCR, and presence of Epstein-Barr virus mRNA (EBER) transcripts by in situ hybridization. The authors reviewed the literature on natural killer cell neoplasm and compared the clinical characteristics, natural history, and association of Epstein-Barr virus infection with hemophagocytic syndrome.","['Warnnissorn, Naree', 'Kanitsap, Nonglak', 'Kulkantrakorn, Kongkiat', 'Assanasen, Thamathorn']","['Warnnissorn N', 'Kanitsap N', 'Kulkantrakorn K', 'Assanasen T']","['Department of Pathology, Faculty of Medicine, Thammasat University, Klongloung, Pathumthani 12120, Thailand. nareeaw@tu.ac.th']",['eng'],"['Case Reports', 'Journal Article']",Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,,IM,"['Adult', 'Epstein-Barr Virus Infections/*physiopathology', 'Female', 'Humans', 'Killer Cells, Natural/*pathology', 'Leukemia/*pathology', 'Lymphohistiocytosis, Hemophagocytic/*physiopathology', 'Lymphoma/*pathology', 'Risk Factors']",2007/06/29 09:00,2007/09/19 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/09/19 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,J Med Assoc Thai. 2007 May;90(5):982-7.,,,,,,,,,,,,,,,,,,
17596043,NLM,MEDLINE,20070918,20131121,0125-2208 (Print) 0125-2208 (Linking),90,5,2007 May,Invasive aspergillosis in a tertiary-care hospital in Thailand.,895-902,"BACKGROUND: Invasive aspergillosis (1A) is one of the most common and serious fungal infections in immuno-compromised host. Available data regarding IA among Asian patients are limited. OBJECTIVE: To determine patients' characteristics, clinical presentation, treatment, and outcomes of patients with IA in a Tertiary-care Hospital in Thailand. MATERIAL AND METHOD: The authors retrospectively reviewed medical and laboratory records of adult patients with IA from January 2000 to December 2005. RESULTS: Ninety-four patients were identified and classified as proven (n = 35), probable (n = 10), and possible IA (n = 49) according to the criteria designed for cancer patients (EORTC/MSG). Mean +/- SD age was 48 +/- 19 (range, 17-89) years old and 54 patients (57%) were male. Acute leukemia was the most common underlying condition (30%). Major predisposing factors were neutropenia (39%), chemotherapy (34%), and receiving corticosteroid therapy (25%). Common sites of infection were lungs (68%), sinus (17%), and eyes (8%). Aspergillus fumigatus (67%) was the most frequently isolated species. Amphotericin B followed by itraconazole was the mainstay of treatment. Thirty-six patients (38%) had complete or partial response to therapy whereas 44 patients (47%) died due to aspergillosis. Multivariate analysis showed that corticosteroid therapy [hazard ratio (HR) 10.65; 95% confidence interval (CI) 1.03-110.15, p = 0.047] and pulmonary infection [HR 18.06; 95% CI 4.28-76.17, p < 0.001] were significant predictive factors of death. CONCLUSIONS: Epidemiology and outcomes of IA among Thai patients were comparable to those in Western countries. Early diagnosis of lA in patients at risk is still essentially required in order to offer appropriate therapy, decrease morbidity, and mortality rate.","['Kiertiburanakul, Sasisopin', 'Thibbadee, Chittima', 'Santanirand, Pitak']","['Kiertiburanakul S', 'Thibbadee C', 'Santanirand P']","['Department of Medicine, Faculty of Medicine Ramathibodi Hospital, Mahidol University, Rama 6 Rd, Bangkok 10400, Thailand. rasal@mahidol.ac.th']",['eng'],['Journal Article'],Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,"['0 (Antifungal Agents)', '304NUG5GF4 (Itraconazole)', '7XU7A7DROE (Amphotericin B)']",IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Amphotericin B/*therapeutic use', 'Antifungal Agents/*therapeutic use', 'Aspergillosis/diagnosis/*drug therapy/epidemiology', 'Early Diagnosis', 'Female', 'Humans', 'Immunocompromised Host', 'Itraconazole/*therapeutic use', 'Male', 'Middle Aged', 'Neutropenia/complications', 'Proportional Hazards Models', 'Retrospective Studies', 'Risk Factors', 'Thailand/epidemiology', 'Treatment Outcome']",2007/06/29 09:00,2007/09/19 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/09/19 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,J Med Assoc Thai. 2007 May;90(5):895-902.,,,,,,,,,,,,,,,,,,
17595808,NLM,MEDLINE,20070724,20070628,0012-0472 (Print) 0012-0472 (Linking),Suppl 1,,2006 Oct 27,"[""We need new alliances."" Interview by Hildegrad Kaulen].",8-9,,"['Hiddemann, Wolfgang']",['Hiddemann W'],,['ger'],['Interview'],Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Disease-Free Survival', 'Humans', 'Leukemia/mortality/*therapy', 'Molecular Biology', 'Research', '*Stem Cell Transplantation', 'Treatment Outcome']",2007/06/29 09:00,2007/07/25 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/07/25 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 2006 Oct 27;Suppl 1:8-9.,,,,,"""Wir brauchen neue Allianzen"".",,,,,,,,,,,,,
17595774,NLM,MEDLINE,20070727,20131121,0250-7005 (Print) 0250-7005 (Linking),27,3B,2007 May-Jun,"Fludarabine, treosulfan and etoposide sensitivity and the outcome of hematopoietic stem cell transplantation in childhood acute myeloid leukemia.",1547-51,"BACKGROUND: The prognostic role of the ex vivo drug resistance profile has not yet been proved in childhood acute myeloid leukemia (AML). The aim of the study was the analysis of the impact of the ex vivo drug resistance profile in a cohort of 44 children with AML undergoing hematopoietic stem cell transplantation (HSCT). PATIENTS AND METHODS: Myeloblasts for drug resistance testing were obtained from the bone marrow either on diagnosis or at relapse, before the HSCT procedure and were tested by the MTT assay. RESULTS: Children who relapsed after transplantation showed higher ex vivo resistance of the leukemic blasts to etoposide, mercaptopurine, thioguanine, fludarabine, mitoxantrone and treosulfan than those who stayed in remission. Despite being nondiscriminative, the combined ex vivo drug resistance profile to fludarabine, treosulfan and etoposide (FTE score) was the strongest prognostic factor by multivariate analysis. CONCLUSION: The combined drug resistance profile to fludarabine, treosulfan and etoposide may be useful for better stratification of children with AML undergoing stem cell transplantation or to indicate the necessity for additional post-transplant therapy.","['Styczynski, Jan', 'Toporski, Jacek', 'Wysocki, Mariusz', 'Debski, Robert', 'Chybicka, Alicja', 'Boruczkowski, Dariusz', 'Wachowiak, Jacek', 'Wojcik, Beata', 'Kowalczyk, Jerzy', 'Gil, Lidia', 'Balwierz, Walentyna', 'Matysiak, Michal', 'Krawczuk-Rybak, Maryna', 'Balcerska, Anna', 'Sonta-Jakimczyk, Danuta']","['Styczynski J', 'Toporski J', 'Wysocki M', 'Debski R', 'Chybicka A', 'Boruczkowski D', 'Wachowiak J', 'Wojcik B', 'Kowalczyk J', 'Gil L', 'Balwierz W', 'Matysiak M', 'Krawczuk-Rybak M', 'Balcerska A', 'Sonta-Jakimczyk D']","['Department of Pediatric Hematology and Oncology, Medical College, Nicolaus Copernicus University, ul. Curie-Sklodowskiej 9, 85-094 Bydgoszcz, Poland. jstyczynski@cm.umk.pl']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Antineoplastic Agents)', '6PLQ3CP4P3 (Etoposide)', 'CO61ER3EPI (treosulfan)', 'FA2DM6879K (Vidarabine)', 'G1LN9045DK (Busulfan)', 'P2K93U8740 (fludarabine)']",IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Agents/*pharmacology', 'Busulfan/analogs & derivatives/pharmacology', 'Child', 'Child, Preschool', '*Drug Resistance, Neoplasm', 'Etoposide/pharmacology', 'Female', 'Granulocyte Precursor Cells/*drug effects', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Infant', 'Leukemia, Myeloid/*surgery', 'Male', 'Prognosis', 'Recurrence', 'Treatment Outcome', 'Vidarabine/analogs & derivatives/pharmacology']",2007/06/29 09:00,2007/07/28 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/07/28 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,Anticancer Res. 2007 May-Jun;27(3B):1547-51.,,,,,,,,,,,,,,,,,,
17595757,NLM,MEDLINE,20070727,20191210,0250-7005 (Print) 0250-7005 (Linking),27,3B,2007 May-Jun,MLF1-interacting protein is mainly localized in nucleolus through N-terminal bipartite nuclear localization signal.,1423-30,"BACKGROUND: The myelodysplasia/myeloid leukemia factor 1-interacting protein (MLF1LP, also called KLIP1 and CENP-50) is reported to localize in both the nucleus and the cytoplasm. To investigate the functions of MLF1IP, its subnuclear localization was studied. MATERIALS AND METHODS: MLF1IP was tagged with green fluorescent protein (EGFP). Fibrillarin was tagged with red fluorescent protein (DsRed). EGFP-tagged MLF1IP deletion vectors were also constructed. Plasmid-constructs were transfected into human cervical adenocarcinoma HeLa cells or monkey kidney fibroblast COS-7 cells, and the localization was studied by either confocal fluorescence microscopy or fluorescence microscopy. RESULTS: Ectopically expressed MLF1IP was localized mainly in the nucleolus. In some cells, small dot-like particles of MLF1IP fluorescence were observed in the nucleoplasm. Co-staining of fibrillarin disclosed that MLF1IP was co-localized with fibrillarin in the nucleolus. Deletion mutants of MLF1IP revealed that the N-terminal bipartite nuclear localization signal (NLS) was responsible for nucleolar targeting. CONCLUSION: MLF1IP was localized mainly in the nucleolus through the N-terminal bipartite NLS and partly in the nucleoplasm featuring small dot-like particles. These findings suggest that MLF1IP may have multi-functions and its different localizations may contribute to carcinogenesis.","['Suzuki, Hideaki', 'Arakawa, Yasuhiro', 'Ito, Masaki', 'Saito, Shinobu', 'Takeda, Nobuakira', 'Yamada, Hisashi', 'Horiguchi-Yamada, Junko']","['Suzuki H', 'Arakawa Y', 'Ito M', 'Saito S', 'Takeda N', 'Yamada H', 'Horiguchi-Yamada J']","['Department of General Medicine, Institute of DNA Medicine, The Jikei University School of Medicine, 3-25-8 Nishi-Shinbashi, Minato-ku, Tokyo 105-8461, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (CENPU protein, human)', '0 (Cell Cycle Proteins)', '0 (Chromosomal Proteins, Non-Histone)', '0 (Histones)', '0 (Nuclear Localization Signals)', '0 (Nuclear Proteins)', '0 (fibrillarin)', '147336-22-9 (Green Fluorescent Proteins)']",IM,"['Amino Acid Sequence', 'Animals', 'COS Cells', 'Cell Cycle Proteins', 'Cell Nucleolus/*chemistry/metabolism', 'Cell Nucleus/chemistry/metabolism', 'Chlorocebus aethiops', 'Chromosomal Proteins, Non-Histone/analysis/metabolism', 'Green Fluorescent Proteins/analysis/genetics', 'HeLa Cells', 'Histones', 'Humans', 'Molecular Sequence Data', 'Nuclear Localization Signals', 'Nuclear Proteins/*analysis/chemistry/metabolism']",2007/06/29 09:00,2007/07/28 09:00,['2007/06/29 09:00'],"['2007/06/29 09:00 [pubmed]', '2007/07/28 09:00 [medline]', '2007/06/29 09:00 [entrez]']",ppublish,Anticancer Res. 2007 May-Jun;27(3B):1423-30.,,,,,,,,,,,,,,,,,,
