PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LA,PT,PL,TA,JT,JID,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,FAU,AU,AD,RN,GR,PMC,SI,GS,TT,RF,EIN,CON,OID,OAB,OABL,OTO,OT,GN
1646469,NLM,MEDLINE,19910718,20121115,0034-5164 (Print) 0034-5164 (Linking),71,3,1991 Mar,Production of hydroxyl radicals by tumor cells varies with cell type as measured by electron spin resonance spectrometry.,293-307,['eng'],['Journal Article'],United States,Res Commun Chem Pathol Pharmacol,Research communications in chemical pathology and pharmacology,0244734,IM,,"['Animals', 'Catalase/pharmacology', 'Cell Differentiation', 'Cyclic N-Oxides', 'Electron Spin Resonance Spectroscopy', 'Free Radicals', 'Humans', 'Hydroxides/*metabolism', 'Hydroxyl Radical', 'Leukemia/metabolism/pathology', 'Spin Labels', 'Superoxide Dismutase/pharmacology', 'Temperature', 'Tumor Cells, Cultured/drug effects/*metabolism/pathology']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Res Commun Chem Pathol Pharmacol. 1991 Mar;71(3):293-307.,"The hydroxyl radicals produced by two adherent cell lines, a human cancer cell and a mouse fibroblast, and six suspended human leukemia cell lines at different stages of differentiation were measured by electron spin resonance (ESR) spectrometry. The concentration of hydroxyl radicals detected in these tumor cells increased in proportion to temperature and cell number. The addition of the enzymes superoxide dismutase (SOD) and catalase (which do not permeate the cell membrane), reduced the amount of hydroxyl radicals detected. SOD decreased hydroxyl radicals somewhat but catalase eliminated hydroxyl radicals almost completely. These findings suggest that hydroxyl radicals are produced extracellularly consisted primarily of H2O2 but partially from superoxide radicals. Using the human leukemia cell lines at different stages of differentiation we demonstrated that cell differentiation may correlate with hydroxyl radical production. The earlier the stage of leukemic cell differentiation the more the greater the production of hydroxyl radicals. Moreover, the ability of SOD or catalase to eliminate hydroxyl radical activity correlated inversely with leukemic cell differentiation.","['Miyake, M', 'Fuchimoto, S', 'Iwagaki, H', 'Matsubara, N', 'Edamatsu, R', 'Hiramatsu, M', 'Orita, K']","['Miyake M', 'Fuchimoto S', 'Iwagaki H', 'Matsubara N', 'Edamatsu R', 'Hiramatsu M', 'Orita K']","['First Department of Surgery, Okayama University Medical School, Japan.']","['0 (Cyclic N-Oxides)', '0 (Free Radicals)', '0 (Hydroxides)', '0 (Spin Labels)', '3352-57-6 (Hydroxyl Radical)', '7170JZ1QF3 (5,5-dimethyl-1-pyrroline-1-oxide)', 'EC 1.11.1.6 (Catalase)', 'EC 1.15.1.1 (Superoxide Dismutase)']",,,,,,,,,,,,,,
1646370,NLM,MEDLINE,19910717,20190824,0740-3194 (Print) 0740-3194 (Linking),18,2,1991 Apr,Evidence for a contribution of paramagnetic ions to water proton spin-lattice relaxation in normal and malignant mouse tissues.,280-93,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Magn Reson Med,Magnetic resonance in medicine,8505245,IM,,"['Animals', '*Electron Spin Resonance Spectroscopy', 'Leukemia L1210/*metabolism', 'Liver Neoplasms, Experimental/*chemistry', 'Lymphoma, T-Cell/*chemistry', 'Mice']",1991/04/01 00:00,1991/04/01 00:01,['1991/04/01 00:00'],"['1991/04/01 00:00 [pubmed]', '1991/04/01 00:01 [medline]', '1991/04/01 00:00 [entrez]']",['10.1002/mrm.1910180204 [doi]'],ppublish,Magn Reson Med. 1991 Apr;18(2):280-93. doi: 10.1002/mrm.1910180204.,"Paramagnetic ions complexed to proteins may lose, retain, or enhance solvent paramagnetic relaxation (SPR) relative to free solution. We measured T1 and T2 of three mouse cancers, their normal counterparts, and six additional tissues. Long T1 of cancers was not caused by necrosis or by different contents of water, fat, or blood. Dissociable (TCA-extractable) and nondissociable (ashed) Mn, Cu, and Fe were measured by AA. Cancers had less Mn, Cu, and Fe than did normal counterparts. All 12 tissues had inverse correlations between T1 and dissociable Mn and Cu. For Mn alone to account for reduced T1, the extent to which SPR of the Mn-protein complexes would be enhanced is by factors of 0.6 to 13, below the maximum observed in Mn-enzymes. Different amounts of paramagnetic ion-protein complexes may account for part of the differences in T1 of water protons in different tissues, and the longer T1 of cancer cell water may be caused in part by reduced amounts of such complexes.","['Negendank, W', 'Corbett, T', 'Crowley, M', 'Kellogg, C']","['Negendank W', 'Corbett T', 'Crowley M', 'Kellogg C']","['Department of Medicine, Wayne State University, Detroit, Michigan 48201.']",,,,,,,,,,,,,,,
1646069,NLM,MEDLINE,19910712,20190619,0008-543X (Print) 0008-543X (Linking),67,12,1991 Jun 15,Ki-1-positive lymphoma developing 10 years after the diagnosis of hairy cell leukemia.,3117-22,['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,IM,,"['Anaplasia', 'Antigens, CD/analysis', 'Antigens, Differentiation/analysis', 'Antigens, Neoplasm/analysis', 'Flow Cytometry', 'Humans', 'Ki-1 Antigen', 'Leukemia, Hairy Cell/*pathology', 'Lymphoma, Large B-Cell, Diffuse/chemistry/*pathology/ultrastructure', 'Male', 'Membrane Glycoproteins/analysis', 'Middle Aged', 'Mucin-1', 'Neoplasms, Multiple Primary/chemistry/*pathology/ultrastructure']",1991/06/15 00:00,1991/06/15 00:01,['1991/06/15 00:00'],"['1991/06/15 00:00 [pubmed]', '1991/06/15 00:01 [medline]', '1991/06/15 00:00 [entrez]']",['10.1002/1097-0142(19910615)67:12<3117::aid-cncr2820671229>3.0.co;2-5 [doi]'],ppublish,Cancer. 1991 Jun 15;67(12):3117-22. doi: 10.1002/1097-0142(19910615)67:12<3117::aid-cncr2820671229>3.0.co;2-5.,"The case is described of a 62-year-old man with a 10-year history of hairy cell leukemia (HCL) who subsequently had a large-cell anaplastic or so-called Ki-1-positive lymphoma. Immunocytochemical staining of the lymphomatous node revealed positivity for Ki-1 (CD30) and epithelial membrane antigen in the tumor cells, and flow cytometric analysis showed simultaneous expression of Leu M5 (CD11c) and Leu 14 (CD22). Although HCL has been reported to coexist with both Hodgkin's disease and non-Hodgkin's lymphoma, the authors believe this is the first case in which a Ki-1-positive lymphoma developed in a patient with HCL. The clinicopathologic and immunologic features of both entities are discussed, as is the association of HCL with other neoplasms.","['Abbondanzo, S L', 'Sulak, L E']","['Abbondanzo SL', 'Sulak LE']","['Department of Pathology, University of Texas Health Science Center, San Antonio.']","['0 (Antigens, CD)', '0 (Antigens, Differentiation)', '0 (Antigens, Neoplasm)', '0 (Ki-1 Antigen)', '0 (Membrane Glycoproteins)', '0 (Mucin-1)']",,,,,,,,,,,,,,
1646066,NLM,MEDLINE,19910712,20190619,0008-543X (Print) 0008-543X (Linking),67,12,1991 Jun 15,"Chemotherapy with 5-fluorouracil (5-FU) and cisplatin or 5-FU, cisplatin, and vinblastine for advanced non-small cell lung cancer. A randomized phase II study of the cancer and leukemia group B.",2974-9,['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",United States,Cancer,Cancer,0374236,IM,,"['Adenocarcinoma/drug therapy/pathology/secondary', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Carcinoma, Non-Small-Cell Lung/*drug therapy/pathology/secondary', 'Carcinoma, Squamous Cell/drug therapy/pathology/secondary', 'Cisplatin/*administration & dosage/adverse effects', 'Drug Evaluation', 'Female', 'Fluorouracil/*administration & dosage/adverse effects', 'Humans', 'Lung Neoplasms/*drug therapy/pathology', 'Male', 'Middle Aged', 'Prospective Studies', 'Regression Analysis', 'Remission Induction', 'Survival Rate', 'Time Factors', 'Vinblastine/*administration & dosage/adverse effects']",1991/06/15 00:00,1991/06/15 00:01,['1991/06/15 00:00'],"['1991/06/15 00:00 [pubmed]', '1991/06/15 00:01 [medline]', '1991/06/15 00:00 [entrez]']",['10.1002/1097-0142(19910615)67:12<2974::aid-cncr2820671206>3.0.co;2-x [doi]'],ppublish,Cancer. 1991 Jun 15;67(12):2974-9. doi: 10.1002/1097-0142(19910615)67:12<2974::aid-cncr2820671206>3.0.co;2-x.,"Two hundred forty-seven patients with previously untreated nonresectable non-small cell lung cancer (NSCLC) were entered in a prospective, randomized Phase II trial. Response assessment was possible in 232 patients, and 237 patients were evaluable for survival. Thirteen partial responses (11%) and 5 regressions (4%) of evaluable disease were obtained for the 116 patients treated with 5-fluorouracil (5-FU) and cisplatin (C) (95% confidence interval [CI], 8.5% to 21.5%). The median time to progression was 2.2 months and the median survival time was 4.6 months for 5-FU plus C. Twenty-three partial responses (20%) and 4 regressions (3%) of evaluable disease were obtained for the 116 patients treated with 5-FU, C, and vinblastine (V) (95% CI, 15.3% to 30.7%). The median time to progression was 2.8 months and the median survival time was 5.6 months for 5-FU, C, and V. The 5-FU and C doses were equivalent in the two treatment regimens. Sixteen of 85 patients (19%) with a performance status of 0 and 18 of 103 patients (17%) with a performance status of 1 responded, whereas only 2 of 44 patients (5%) with a performance status of 2 or greater responded (P = 0.009). Patients who had received locoregional radiation therapy had a lower overall response rate then those in the no prior radiation therapy group (P = 0.028). The median survival time for patients with a performance status of 0 or 1 was 6.3 months compared with 1.9 months for patients with a performance status of 2 or greater (P less than 0.001). Performance status also appeared to be a significant factor for time to progression. More frequent and severe leukopenia, fever, genitourinary (GU) toxicity, and pulmonary toxicity was reported with 5-FU, C, and V. There were three treatment-related deaths with 5-FU, C, and V and one treatment-related death with 5-FU plus C. Grade III/VI myelotoxicity was not influenced by prior radiation therapy or performance status. Neither regimen is active enough to be considered as standard therapy for advanced NSCLC.","['Richards, F 2nd', 'Perry, D J', 'Goutsou, M', 'Modeas, C', 'Muchmore, E', 'Rege, V', 'Chahinian, A P', 'Hirsh, V', 'Poiesz, B', 'Green, M R']","['Richards F 2nd', 'Perry DJ', 'Goutsou M', 'Modeas C', 'Muchmore E', 'Rege V', 'Chahinian AP', 'Hirsh V', 'Poiesz B', 'Green MR']","['Cancer Center, Wake Forest University, Winston-Salem, North Carolina.']","['5V9KLZ54CY (Vinblastine)', 'Q20Q21Q62J (Cisplatin)', 'U3P01618RT (Fluorouracil)']",,,,,,,,,,,,,,
1646048,NLM,MEDLINE,19910717,20210216,0006-4971 (Print) 0006-4971 (Linking),77,12,1991 Jun 15,Structure and expression of the cDNA encoding human neutrophil collagenase.,2731-8,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,,"['Amino Acid Sequence', 'Base Sequence', 'Cytoplasmic Granules/enzymology', 'DNA/*genetics/isolation & purification', '*Gene Expression', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/enzymology', 'Leukemia, Promyelocytic, Acute/enzymology', 'Microbial Collagenase/*genetics', 'Molecular Sequence Data', 'Neutrophils/*enzymology', 'Nucleic Acid Hybridization', 'Oligonucleotide Probes', 'Protein Biosynthesis', 'RNA, Messenger/analysis', 'Tumor Cells, Cultured']",1991/06/15 00:00,1991/06/15 00:01,['1991/06/15 00:00'],"['1991/06/15 00:00 [pubmed]', '1991/06/15 00:01 [medline]', '1991/06/15 00:00 [entrez]']",['S0006-4971(20)85293-8 [pii]'],ppublish,Blood. 1991 Jun 15;77(12):2731-8.,"We have isolated and characterized a 2.4-kb cDNA clone encoding human neutrophil collagenase (HNC), a member of the family of matrix metalloproteinases restricted to secondary granules within neutrophils. Partial amino acid sequence was used to deduce oligonucleotide probes. These probes were used to screen a human granulocyte cDNA library derived from messenger RNA (mRNA) from a patient with chronic granulocytic leukemia. Cell-free translation of RNA produced from the cDNA produced a 52-Kd protein that was recognized by anti-HNC antibody. The cDNA clone was sequenced and shown to encode a 467-residue protein whose sequence matched those regions currently known for HNC. The enzyme exhibits 58% homology to human fibroblast collagenase and has the same domain structure. It consists of a 20-residue signal peptide, and an 80-residue propeptide that is lost on autolytic activation by cleavage of an M-L bond. Other regions identified include the autolytic degradation site, the ""cysteine switch"" residue that is involved in latency and activation, and a putative zinc binding sequence. HNC has six potential N-linked glycosylation sites. The cDNA hybridized to a 3.4-kb mRNA in RNA from a patient with chronic granulocytic leukemia, but not to RNA from uninduced HL60 cells or HL60 cells that had been induced to undergo granulocytic or monocytic maturation with dimethyl sulfoxide or 12-O-tetradecanoylphorbol 13-acetate, respectively. These results parallel those seen with lactoferrin and transcobalamin I, two other secondary granule proteins.","['Devarajan, P', 'Mookhtiar, K', 'Van Wart, H', 'Berliner, N']","['Devarajan P', 'Mookhtiar K', 'Van Wart H', 'Berliner N']","['Department of Internal Medicine, Yale Medical School, New Haven, CT 06510.']","['0 (Oligonucleotide Probes)', '0 (RNA, Messenger)', '9007-49-2 (DNA)', 'EC 3.4.24.3 (Microbial Collagenase)']","['DE09122/DE/NIDCR NIH HHS/United States', 'GM27939/GM/NIGMS NIH HHS/United States', 'HD-22297/HD/NICHD NIH HHS/United States', 'etc.']",,,,,,,,,,,,,
1646047,NLM,MEDLINE,19910717,20210216,0006-4971 (Print) 0006-4971 (Linking),77,12,1991 Jun 15,Regulation of c-myc expression by granulocyte-macrophage colony-stimulating factor in human leukemia cells.,2716-23,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,,"['Amiloride/pharmacology', 'Cell Division', 'Cyclic AMP/physiology', 'Exons', '*Gene Expression Regulation', 'Genes, myc/*genetics', 'Granulocyte-Macrophage Colony-Stimulating Factor/*pharmacology', 'Half-Life', 'Humans', 'Hydrogen-Ion Concentration', 'Introns', 'Leukemia, Promyelocytic, Acute/*genetics', 'RNA, Messenger/metabolism', 'Recombinant Proteins/pharmacology', 'Signal Transduction', 'Sodium Channels/drug effects/physiology', 'Transcription, Genetic', 'Tumor Cells, Cultured']",1991/06/15 00:00,1991/06/15 00:01,['1991/06/15 00:00'],"['1991/06/15 00:00 [pubmed]', '1991/06/15 00:01 [medline]', '1991/06/15 00:00 [entrez]']",['S0006-4971(20)85291-4 [pii]'],ppublish,Blood. 1991 Jun 15;77(12):2716-23.,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) stimulates both the proliferation and functional properties of normal and leukemic myeloid cells via cell surface receptors. The postreceptor mechanisms for these two actions, and the extent to which they represent overlapping biochemical pathways, have not been fully clarified. We have examined the actions of GM-CSF on the expression of c-myc, an early response oncogene associated with the proliferative stimulus of growth factors. GM-CSF reduced the population doubling time of HL-60 leukemia cells from 32 hours to 25 hours, and, at concentrations that were correlated with mitogenicity, induced a rapid twofold increase in the level of c-myc mRNA. Nuclear runoff studies indicated that GM-CSF approximately doubled the transcription rate of c-myc by reversing the transcription attenuation that occurs at the exon 1-intron 1 junction. GM-CSF had no effect on the half-life of c-myc messenger RNA. The biochemical basis for the modulation of c-myc expression by GM-CSF was explored. GM-CSF treatment caused intracellular alkalinization of the cells as measured using the fluorescent probe 2', 7-bis (2-carboxyethyl)-5(and-6) carboxyfluorescein (BCECF). The sodium channel blocker amiloride prevented the GM-CSF-induced change in pH, but did not affect the stimulation of c-myc transcription by GM-CSF. Agents that increase cellular cyclic adenosine monophosphate (cAMP) levels (prostaglandin E2 and cholera toxin) blocked the actions of GM-CSF on c-myc; however, these agents also reduced the basal level of c-myc expression. GM-CSF caused a rapid (5 minutes) and transient decline in cellular cyclic guanosine monophosphate (cGMP) levels, and a slower (30 minutes) and transient decrease in cellular cAMP levels. These observations are consistent with the hypothesis that the declines in cAMP and cGMP are associated with a stimulation of HL-60 proliferation, while previously reported manipulations that elevate cyclic nucleotides are related to an inhibition of HL-60 proliferation and the potentiation of differentiation.","['Schwartz, E L', 'Chamberlin, H', 'Brechbuhl, A B']","['Schwartz EL', 'Chamberlin H', 'Brechbuhl AB']","['Department of Oncology, Albert Einstein College of Medicine, Bronx, NY 10467.']","['0 (RNA, Messenger)', '0 (Recombinant Proteins)', '0 (Sodium Channels)', '7DZO8EB0Z3 (Amiloride)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)', 'E0399OZS9N (Cyclic AMP)']",,,,['c-myc'],,,,,,,,,,
1646043,NLM,MEDLINE,19910717,20210216,0006-4971 (Print) 0006-4971 (Linking),77,12,1991 Jun 15,Characterization of the structure of the erythropoietin receptor by ligand blotting.,2577-82,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,,"['Animals', 'Erythrocyte Membrane/chemistry', 'Erythropoietin/metabolism', 'Humans', 'Iodine Radioisotopes', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Molecular Weight', 'Receptors, Cell Surface/chemistry/isolation & purification/*metabolism', 'Receptors, Erythropoietin', 'Recombinant Proteins/metabolism', 'Tumor Cells, Cultured']",1991/06/15 00:00,1991/06/15 00:01,['1991/06/15 00:00'],"['1991/06/15 00:00 [pubmed]', '1991/06/15 00:01 [medline]', '1991/06/15 00:00 [entrez]']",['S0006-4971(20)85270-7 [pii]'],ppublish,Blood. 1991 Jun 15;77(12):2577-82.,"Erythropoietin (Epo) regulates the growth and differentiation of erythroid cells by binding to a specific receptor. We characterized the native Epo receptor on erythroleukemia cell lines by ligand blotting. Solubilized cell membrane proteins were separated by sodium dodecyl sulfate-polyacrylamide gel electrophoresis, transferred onto nitrocellulose, and probed with 125I-Epo. Specificity was demonstrated by inhibition of 125I-Epo binding by unlabeled excess Epo but not other peptide growth factors and by the cellular distribution of the Epo binding protein. A single membrane protein of 61 Kd +/- 4 Kd was sufficient to bind 125I Epo in both human (OCIM2, K562) and murine (GM979, Rauscher, DA-1) cell lines. This finding is consistent with the predicted size of the Epo receptor from the murine cDNA clone. However, chemical crosslinking of 125I-Epo to its receptor has identified two Epo binding proteins of 105 Kd and 85 Kd. This difference may occur because the receptor is size fractionated before Epo binding in the ligand blot, but after Epo binding in crosslinking studies. Ligand blotting demonstrates that the native Epo receptor is composed of a single 61-Kd Epo binding protein, and suggests the presence of additional proteins of 20 to 25 Kd that associate with the receptor after Epo binding.","['Atkins, H L', 'Broudy, V C', 'Papayannopoulou, T']","['Atkins HL', 'Broudy VC', 'Papayannopoulou T']","['University of Washington, Seattle.']","['0 (Iodine Radioisotopes)', '0 (Receptors, Cell Surface)', '0 (Receptors, Erythropoietin)', '0 (Recombinant Proteins)', '11096-26-7 (Erythropoietin)']",['DK31232/DK/NIDDK NIH HHS/United States'],,,,,,,,,,,,,
1646034,NLM,MEDLINE,19910717,20190918,1040-8746 (Print) 1040-8746 (Linking),3,1,1991 Feb,Oncogenes and clinical oncology.,65-9,['eng'],"['Journal Article', 'Review']",United States,Curr Opin Oncol,Current opinion in oncology,9007265,IM,,"['Animals', 'Cell Transformation, Neoplastic/genetics', 'Chromosome Aberrations', 'Chromosome Deletion', 'Cocarcinogenesis', 'Gene Expression Regulation, Neoplastic', 'Genes, Tumor Suppressor', 'Growth Substances/genetics', 'Humans', 'Neoplasms/*genetics', '*Oncogenes', 'Prognosis', 'Proto-Oncogenes', 'Receptors, Cell Surface/genetics']",1991/02/11 19:15,2001/03/28 10:01,['1991/02/11 19:15'],"['1991/02/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1991/02/11 19:15 [entrez]']",['10.1097/00001622-199102000-00010 [doi]'],ppublish,Curr Opin Oncol. 1991 Feb;3(1):65-9. doi: 10.1097/00001622-199102000-00010.,"The past year has seen important advances in our understanding of the molecular biology of human cancer. We have learned more about how normal genes with critical functions in growth and development can induce cellular transformation and malignancy if mutated or overexpressed. The finding of such oncogenes in specific human cancers often portends a poor prognosis. We have learned more about tumor suppressor genes, whose loss by mutation, deletion, or translocation can lead to cancer. A series of defects involving both oncogenes and tumor suppressor genes has been shown to characterize the multistep development of a fully malignant colon cancer. We have new insights into the promotion of malignancy by the fused gene product resulting from the chromosomal abnormality diagnostic of one leukemia, chronic myelogenous leukemia. Recently, in acute promyelocytic leukemia, a characteristic chromosomal abnormality has been shown to result in a specific fusion of a nuclear receptor that activates transcription and a previously unknown gene. Most interestingly, a ligand for this rearranged receptor has been shown to be a novel effective treatment for the disease. This review summarizes many of these advances.","['Miller, W H Jr', 'Dmitrovsky, E']","['Miller WH Jr', 'Dmitrovsky E']","['Memorial Sloan-Kettering Cancer Center, New York, New York.']","['0 (Growth Substances)', '0 (Receptors, Cell Surface)']",,,,"['DCC', 'RB', 'bcl', 'erbA', 'erbB', 'erbB-2', 'ets', 'fes', 'fms', 'fos', 'fps', 'int-2', 'jun', 'kit', 'mil', 'myb', 'myc', 'neu', 'p53', 'raf', 'ras', 'ros', 'sis', 'src']",,30,,,,,,,,
1645985,NLM,MEDLINE,19910715,20190704,0007-1048 (Print) 0007-1048 (Linking),78,1,1991 May,Contrasuppressor T cell leukaemia: clonal proliferation of contrasuppressor T cells in a patient with granular lymphocyte-proliferative disorder.,5-13,['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,IM,,"['Adult', 'Aged', 'Aged, 80 and over', 'Antigens, CD/analysis', 'Clone Cells/immunology', 'Female', 'Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', 'Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor', 'Humans', 'Immunoglobulins/biosynthesis', 'Leukemia, T-Cell/genetics/*immunology', 'Leukocytes, Mononuclear/*immunology/ultrastructure', 'Lymphoproliferative Disorders/genetics/*immunology', 'Middle Aged', 'T-Lymphocytes, Helper-Inducer/immunology', 'T-Lymphocytes, Regulatory/*immunology']",1991/05/01 00:00,1991/05/01 00:01,['1991/05/01 00:00'],"['1991/05/01 00:00 [pubmed]', '1991/05/01 00:01 [medline]', '1991/05/01 00:00 [entrez]']",['10.1111/j.1365-2141.1991.tb04374.x [doi]'],ppublish,Br J Haematol. 1991 May;78(1):5-13. doi: 10.1111/j.1365-2141.1991.tb04374.x.,"In 12 patients with granular lymphocyte-proliferative disorders (GLPD), we studied the capacity of patient peripheral blood mononuclear cells (PBMC) to promote or suppress polyclonal IgG synthesis by normal non-T cells in pokeweed mitogen-containing medium using an enzyme-linked immunosorbent assay. During the experiments we found a patient whose PBMC possessed contrasuppressor function. The patient was a 27-year-old female with anaemia and lymphocytosis of CD3+CD8+ granular lymphocytes (GL). Reconstitution experiments using normal donor non-T cells and CD4+ and CD8+ T cells showed that addition of the patient's CD8+ cells abrogated the suppressor cell function of normal CD8+ T cells. The patient's PBMCs were CD3+, CD8+, Ia+, and Vicia villosa lectin-adherent characteristics which are consistent with those of normal blood contrasuppressor T cells. The T cell receptor beta and gamma genes were found to be monoclonally rearranged. Ultrastructurally, this patient's GLs exhibited clusters of dense cytoplasmic bodies, which were not detected in the GL of other patients with GLPDs. These results indicate that the clonal proliferation of contrasuppressor T lymphocytes had occurred in this patient.","['Saito, H', 'Oshimi, K', 'Akahoshi, M', 'Yamauchi, K', 'Yamada, O', 'Mizoguchi, H']","['Saito H', 'Oshimi K', 'Akahoshi M', 'Yamauchi K', 'Yamada O', 'Mizoguchi H']","[""Department of Haematology, Tokyo Women's Medical College, Japan.""]","['0 (Antigens, CD)', '0 (Immunoglobulins)']",,,,"['TCR-deltabgr', 'tcr-deltaggr']",,,,,,,,,,
1645976,NLM,MEDLINE,19910717,20180215,1015-2008 (Print) 1015-2008 (Linking),59,1,1991,Targeting iron-dependent DNA synthesis with gallium and transferrin-gallium.,3-10,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Pathobiology,"Pathobiology : journal of immunopathology, molecular and cellular biology",9007504,IM,,"['Animals', 'Cell Division/drug effects', 'Cytosol/metabolism', 'DNA Replication/*drug effects', 'Deoxyribonucleotides/biosynthesis', 'Electron Spin Resonance Spectroscopy', '*Gallium/pharmacokinetics', 'Humans', 'Iron/antagonists & inhibitors/*physiology', 'Leukemia L1210/pathology', 'Leukemia, Promyelocytic, Acute/pathology', 'Mice', 'Ribonucleotide Reductases/*metabolism', '*Transferrin/pharmacokinetics', 'Tumor Cells, Cultured']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",['10.1159/000163609 [doi]'],ppublish,Pathobiology. 1991;59(1):3-10. doi: 10.1159/000163609.,"While iron is essential for numerous intracellular processes, its critical role in DNA synthesis relates to the activity of the iron-containing M2 subunit of ribonucleotide reductase, the enzyme responsible for the synthesis of deoxyribonucleotides. Gallium, a metal which resembles iron with respect to transferrin (Tf) binding, cellular uptake by the Tf receptor and incorporation into ferritin, blocks the cellular uptake of iron and inhibits cell growth. Exposure of HL60 cells to Tf-gallium (Ga) results in decreased deoxyribonucleotide synthesis and a diminution in the electron spin resonance (ESR) spectroscopy signal of ribonucleotide reductase, findings consistent with inhibition of this enzyme. In the present study, Ga nitrate blocked the uptake of 59Fe by L1210 cells and inhibited their proliferation. The ribonucleotide reductase M2 subunit ESR signal in cell cytoplasmic extracts was markedly inhibited in Ga-treated cells; however, the signal was restored to normal within 10 min of exposure of these cytoplasmic extracts to ferrous ammonium sulfate. These results confirm that Ga inhibits DNA synthesis by specifically limiting the amount of intracellular iron needed for the activity of the M2 subunit of ribonucleotide reductase. Further studies utilizing HL60 cells made resistant to Ga showed that these cells were also more resistant to growth inhibition by an anti-Tf receptor monoclonal antibody and deferoxamine. Ga blocks cell growth through inhibition of iron-dependent DNA synthesis. Cells appear to overcome the effects of Ga through compensatory mechanisms involving cellular iron metabolism.","['Chitambar, C R', 'Narasimhan, J']","['Chitambar CR', 'Narasimhan J']","['Department of Medicine, Medical College of Wisconsin, Milwaukee.']","['0 (Deoxyribonucleotides)', '0 (Transferrin)', 'CH46OC8YV4 (Gallium)', 'E1UOL152H7 (Iron)', 'EC 1.17.4.- (Ribonucleotide Reductases)']",['R01 CA41740/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,
1645915,NLM,MEDLINE,19910711,20190907,1784-3286 (Print) 1784-3286 (Linking),46,1,1991,Haemoperitoneum due to rupture of an ovarian endometrioid cyst as a first symptom of acute leukaemia.,28-9,['eng'],"['Case Reports', 'Journal Article']",England,Acta Clin Belg,Acta clinica Belgica,0370306,IM,,"['Adult', 'Diagnosis, Differential', 'Endometriosis/*complications', 'Female', 'Hemoperitoneum/*etiology', 'Humans', 'Leukemia, Myeloid, Acute/*complications/diagnosis', 'Ovarian Cysts/*complications', 'Ovarian Neoplasms/complications', 'Rupture, Spontaneous']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",['10.1080/17843286.1991.11718137 [doi]'],ppublish,Acta Clin Belg. 1991;46(1):28-9. doi: 10.1080/17843286.1991.11718137.,We report the case of a 23-year-old woman admitted for a haemoperitoneum secondary to the rupture of an ovarian endometrioid cyst. Preoperative investigations revealed the diagnosis of acute myeloid leukaemia of M3 type complicated by severe thrombocytopenia. The patient eventually died of intracerebral haemorrhage. The rarity of acute abdomen by bleeding as the first sign of acute leukaemia is emphasized.,"['Cepicky, P', 'Feyereislova, A']","['Cepicky P', 'Feyereislova A']","['Department of Clinical Haematology, Medical Faculty, Prague, CSFR.']",,,,,,,,,,,,,,,
