PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,OID,OTO,OT,GN,AD,SI,GR
138950,NLM,MEDLINE,19770415,20140912,0256-9574 (Print),51,6,1977 Feb 5,Leukaemogenesis in Down's syndrome.,158-62,"Due to the fixed karyotype and documented malignancy risk in patients with Down's syndrome, recently described aetiological factors can be assigned to their proper places in a conceptual framework for leukaemogenesis in these individuals. This is a more profitable approach than those in which various types of karyotypic patterns are matched to different malignancies. It seems that viruses may play a special role, but they need interaction with other factors, most of which are present in Down's syndrome. A unifying concept which may be helpful in establishing research priorities is presented.","['Gericke, G S', 'Hesseling, P B', 'Brink, S', 'Becker, W B']","['Gericke GS', 'Hesseling PB', 'Brink S', 'Becker WB']",['eng'],['Journal Article'],South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,,IM,"['Child', 'Child, Preschool', 'Chromosome Aberrations', 'Chromosome Disorders', 'Chromosomes, Human, 21-22 and Y', 'Down Syndrome/*complications/genetics', 'Humans', 'Immunologic Deficiency Syndromes/complications', 'Infant', 'Leukemia/*etiology/genetics/microbiology', 'Retroviridae', 'Virus Diseases/complications']",1977/02/05 00:00,1977/02/05 00:01,['1977/02/05 00:00'],"['1977/02/05 00:00 [pubmed]', '1977/02/05 00:01 [medline]', '1977/02/05 00:00 [entrez]']",,ppublish,S Afr Med J. 1977 Feb 5;51(6):158-62.,,,,,,,,,,
138752,NLM,MEDLINE,19770428,20190509,0027-8874 (Print) 0027-8874 (Linking),58,3,1977 Mar,Immunologic studies in chronic lymphocytic leukemia: defective stimulation of T-cell proliferation in autologous mixed lymphocyte culture.,579-85,"Peripheral blood leukocytes from untreated patients with chronic lymphocytic leukemia (CLL) and normal age- and sex-matched control individuals were tested for the ability to respond with increased DNA synthesis after mixed lymphocyte culture (MLC) with allogeneic and autologous lymphocyte fractions. We performed these tests using, as responder cells, unfractionated mononuclear cells and T-cell-enriched populations obtained after nylon-wool column filtration. The results showed that nonadherent T-cell-enriched populations from both CLL patients and normal controls responded to allogeneic stimulation and that adherent cell fractions from normal individuals, and often from CLL patients, provided a stronger stimulus in MLC than did nonadherent cells. T-cell-enriched populations from normal individuals showed increased DNA synthesis after autologous mixed lymphocyte culture (AMLC) with adherent cells, but this phenomenon was uniformly lacking when the same experiment was performed with cell populations from CLL patients. This lack of response after AMLC was not due to serum factors or to short-range factors produced by inactivated CLL cells in culture. Possibly AMLC represents a recognition phenomenon between autologous T- and B-cells, and thus it may reflect the interaction of T-helper or suppressor cells and B-lymphocytes. The lack of autorecognition in CLL may reflect the monocional nature of the B-cells in this disease or a defect in helper or suppressor T-cells.","['Smith, J B', 'Knowlton, R P', 'Koons, L S']","['Smith JB', 'Knowlton RP', 'Koons LS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antigens, Neoplasm)']",IM,"['Antigens, Neoplasm', 'B-Lymphocytes/immunology', 'Cell Membrane/immunology', 'Female', 'Humans', '*Immunity', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Male', 'T-Lymphocytes/*immunology']",1977/03/01 00:00,1977/03/01 00:01,['1977/03/01 00:00'],"['1977/03/01 00:00 [pubmed]', '1977/03/01 00:01 [medline]', '1977/03/01 00:00 [entrez]']",['10.1093/jnci/58.3.579 [doi]'],ppublish,J Natl Cancer Inst. 1977 Mar;58(3):579-85. doi: 10.1093/jnci/58.3.579.,,,,,,,,,,
138478,NLM,MEDLINE,19770415,20191210,0008-5472 (Print) 0008-5472 (Linking),37,3,1977 Mar,"Biological and biochemical properties of 1-(2-chloroethyl)-3-(beta-D-glucopyranosyl)-1-nitrosourea (NSC D 254157), a nitrosourea with reduced bone marrow toxicity.",783-7,"1-(2-Chloroethyl)-3-(beta-D-glucopyranosyl)-1-nitrosourea (GANU), a water-soluble nitrosourea, differs from 2-[3-(2-chloroethyl)-3-nitrosoureido]-D-glucopyranose (chlorozotocin) by the placement of the cytotoxic group on C-1 of glucose. Its biological and biochemical properties are compared with those of chlorozotocin. At a 10% lethal dose (10 mg/kg i.p.), GANU demonstrates minimal myelosuppression. This dose failed to depress normal bone marrow DNA synthesis, in contrast to a 96% inhibition in L1210 DNA synthesis. In L1210 cell suspension, equimolar doses of GANU and chlorozotocin produced equivalent degrees of inhibition in DNA synthesis. GANU has significant L1210 activity in BALB/c X DBA/2 F1 mice treated on Day 2 of tumor growth. A 117% increased life-span and 15% 45-day survivors are atained with 15 mg/kg i.p., a 50% lethal dose. However, in concurrent studies using randomly selected littermate groups of mice, GANU proved less active than chlorozotocin which produced a 306% increased life-span (15 mg/kg i.p.). GANU and chlorozotocin have similar in vitro alkylating activity but the in vitro carbamoylating activity of GANU is sevenfold that of chlorozotocin. On a molar basis, the lethal toxicity of GANU is twice that of chlorozotocin. The significant carbamoylating activity of GANU may contribute to its greater toxicity and therefore limit the mumoles of alkylating agent that can be administered to the tumor. These structure-activity studies further confirm that the addition of a glucose carrier to a cytotoxic nitrosourea moiety can selectively reduce bone marrow toxicity while retaining antitumor activity.","['Fox, P A', 'Panasci, L C', 'Schein, P S']","['Fox PA', 'Panasci LC', 'Schein PS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (DNA, Neoplasm)', '0 (Nitrosourea Compounds)', '3053LTY75Z (chlorozotocin)', '46U771ERWK (Ethyl Chloride)', '58484-07-4 (GANU)', '5W494URQ81 (Streptozocin)', 'U68WG3173Y (Carmustine)']",IM,"['Animals', 'Bone Marrow/drug effects/metabolism', 'Carmustine/pharmacology', 'DNA, Neoplasm/biosynthesis', 'Ethyl Chloride/analogs & derivatives/therapeutic use', 'In Vitro Techniques', 'Leukemia L1210/*drug therapy/metabolism', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Nitrosourea Compounds/adverse effects/pharmacology/*therapeutic use', 'Streptozocin/analogs & derivatives/therapeutic use', 'Structure-Activity Relationship']",1977/03/01 00:00,1977/03/01 00:01,['1977/03/01 00:00'],"['1977/03/01 00:00 [pubmed]', '1977/03/01 00:01 [medline]', '1977/03/01 00:00 [entrez]']",,ppublish,Cancer Res. 1977 Mar;37(3):783-7.,,,,,,,,,,
138124,NLM,MEDLINE,19770331,20091119,,16,3,1976,[Megakaryocytes and platelets in congenital thrombopathies].,427-6,"Different HT have been studied with the electron microscope and the findings compared to those in the literature. Five patients with thrombasthenia and three with Willebrand's diseases showed various disorders, usually anisocytosis and hypertrophic open canalicular system, in relation to regenerative states. Thirteen young children with 21-trisomy (2 with leukemia) and 13/15 trisomy (1 case) had enlarged platelets with abnormalities of membranes and vacuoles indicating some metabolic disorders and necrotic lesions. One child with Cooley's anemia showed a few granules and necrotic lesions. All these symptoms were related to regenerative or primitive megakaryocytopathias. The lesion of these latter cell appears in other HT: aberrations of membranes in giant platelets syndroms (J. Bernard and J. P. Soulier syndrome), disorders in membranes and/or granules in thrombopenic thrombopathias, the short platelet life span in May-Hegglin anomaly, storage pool disease in Hermansky-Pudlak syndrome. Finally the ultrastructural abnormalities of the platelets mainly help to distinguish several diseases of megakaryocytes.","['Boisseau, M R', 'Le Menn, R', 'Bentegeat, J']","['Boisseau MR', 'Le Menn R', 'Bentegeat J']",['fre'],"['Comparative Study', 'English Abstract', 'Journal Article']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,['9005-79-2 (Glycogen)'],IM,"['Blood Platelet Disorders/blood', 'Blood Platelets/*ultrastructure', 'Cell Adhesion', 'Cell Membrane/ultrastructure', 'Child', 'Chromosomes, Human, 13-15', 'Cytoplasmic Granules', 'Down Syndrome/blood', 'Glycogen/metabolism', 'Hemorrhagic Disorders/genetics', 'Humans', 'Leukemia/blood', 'Lipid Metabolism', 'Megakaryocytes/*ultrastructure', 'Microscopy, Electron', 'Purpura, Thrombocytopenic/*genetics', 'Thalassemia/blood', 'Vacuoles', 'von Willebrand Diseases/blood']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1976;16(3):427-6.,,Megacaryocytes et plaquettes dans les thrombopathies constitutionnelles,,,,,,,,
137841,NLM,MEDLINE,19770321,20041117,0017-6559 (Print) 0017-6559 (Linking),10,1,1976,Leucocyte migration in presence of leukaemia-associated antigens in children with Down's syndrome.,23-6,"The effect of leukaemia-associated antigens prepared from leukaemic lymphoblasts and myeloblasts has been studied on the migration of peripheral leucocytes obtained from children with Down's syndrome. Membrane extract from leukaemic lymphoblasts had no effect, while that from leukaemic myeloblasts was slightly inhibitory, i.e. it was ""recognized"" as antigen by the lymphocytes of children with Downs syndrome.","['Szigeti, R', 'Revesz, T', 'Schuler, D', 'Gero-Ferencz, E', 'Zsuraffy, E']","['Szigeti R', 'Revesz T', 'Schuler D', 'Gero-Ferencz E', 'Zsuraffy E']",['eng'],['Journal Article'],Netherlands,Haematologia (Budap),Haematologia,0130266,['0 (Antigens)'],IM,"['Adolescent', '*Antigens', 'Cell Membrane/immunology', '*Cell Migration Inhibition', 'Child', 'Child, Preschool', 'Cytoplasm/immunology', 'Down Syndrome/*immunology', 'Female', 'Humans', 'Leukemia/*immunology', 'Leukocytes/*immunology', 'Lymphocytes/immunology', 'Male']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Haematologia (Budap). 1976;10(1):23-6.,,,,,,,,,,
137840,NLM,MEDLINE,19770321,20191028,0440-0607 (Print) 0440-0607 (Linking),19,,1976,Surface features of cells in human lymphoproliferative disorders. An immunoelectron microscopy study.,207-19,"Peroxidase conjugated antibodies were applied to cell suspensions in order to detect surface associated immunoglobulins. Cell suspensions were fixed prior to incubation with reagents, a procedure avoiding membrane alterations induced by antibodies to surface component. By immunoelectron microscopy an identification of B lymphocytes could be made with simultaneous observation of their surface architecture. Basic findings were that normal circulating human B lymphocytes had a villous surface. This relationship was not confirmed however by examinating samples from various B and T cell proliferations establishing that surface morphology is not sufficient to categorize cells in disease. Specimens from hairy cell leukemia were also examined. Despite salient surface characteristics as revealed by the present method, the categorization of cells remains unclear.","['Gourdin, M F', 'Reyes, F', 'Lejonc, J L', 'Mannoni, P', 'Dreyfus, B']","['Gourdin MF', 'Reyes F', 'Lejonc JL', 'Mannoni P', 'Dreyfus B']",['eng'],['Journal Article'],Germany,Hamatol Bluttransfus,Hamatologie und Bluttransfusion,7804332,"['0 (Receptors, Antigen, B-Cell)']",IM,"['B-Lymphocytes/immunology/ultrastructure', 'Cell Membrane/*ultrastructure', 'Dermatitis, Exfoliative/*pathology', 'Immunoenzyme Techniques', 'Leukemia/*pathology/ultrastructure', 'Leukemia, Lymphoid/immunology', 'Lymphatic Diseases/*pathology', 'Lymphocytes/*ultrastructure', 'Preleukemia/immunology', 'Receptors, Antigen, B-Cell/analysis', 'Waldenstrom Macroglobulinemia/immunology/pathology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1007/978-3-642-87524-3_22 [doi]'],ppublish,Hamatol Bluttransfus. 1976;19:207-19. doi: 10.1007/978-3-642-87524-3_22.,,,,,,,,,,
137772,NLM,MEDLINE,19770331,20131121,0361-5960 (Print) 0361-5960 (Linking),60,7,1976 Jul,Comparative physiologic dispositions of 5-fluoro-2'-deoxyuridine and 5-fluorouracil in mice bearing solid L1210 lymphocytic leukemia.,845-55,"The physiologic disposition of 5-fluoro-2'-deoxyuridine (FUdR) and its metabolites, in particular the postulated active metabolite, 5-fluoro-2'-deoxyuridine-5'-monophosphate (FdUMP), has been studied in BDF1 mice bearing 6-day solid L1210 lymphocytic leukemia between 2 and 72 hours after a single iv dose of 14C-2-FUdR at 380 or 760 mg/kg (400-1300 microcuries/kg). FUdR itself was rapidly eliminated from tissues by urinary excretion and metabolism. However, its metabolites, including 5-fluorouracil (FU), persisted for 72 hours in the acid-soluble and -insoluble fractions of tissues. In tumor and small intestine, 60% of the 0- and 72-hour exposure to FdUMP, based on the area under the concentration-time curve, occurred between 24 and 72 hours after dosing. The results are compared with the physiologic disposition of FU after administration at 200 mg/kg iv which is an equimolar dose to FUdR at 380 mg/kg and approximately equitoxic to FUdR at 760 mg/kg. The molar concentrations of total drug equivalents, and of FU itself, after FUdR at 760 mg/kg were comparable to those after FU. However, the concentrations of FdUMP were lower than after FU, whereas the concentrations of drug equivalents incorporated into the acid-insoluble fraction, which includes equivalents incorporated into RNA, were generally higher than after FU. These data are correlated with the comparative antitumor effects and toxicity in mice of the fluorinated pyrimidines and with their clinical effectiveness.","['Chadwick, M', 'Chang, C']","['Chadwick M', 'Chang C']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['039LU44I5M (Floxuridine)', 'U3P01618RT (Fluorouracil)']",IM,"['Animals', 'Drug Administration Schedule', 'Floxuridine/*metabolism/toxicity', 'Fluorouracil/*metabolism/toxicity', 'Leukemia L1210/*metabolism', 'Mice']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1976 Jul;60(7):845-55.,,,,,,,,,,
137658,NLM,MEDLINE,19770224,20071115,0386-300X (Print) 0386-300X (Linking),30,5,1976 Oct,A case of smoldering acute leukemia: long survival duration of 3 years and 9 months after the diagnosis.,311-9,"A typical case of smoldering acute leukemia has been followed up for long-standing course. This 73 year-old woman survived 3 years and 9 months after diagnosis of acute myelogenous leukemia. The hematological study on admission showed hypoplastic bone marrow with 51.6% of abnormal myeloblasts, although a few myeloblasts were seen in the peripheral blood. Intensive anti-leukemia chemotherapy was withheld during the whole course except on the terminal acute phase. Three episodes of pneumonia occurred and then, the proliferation of leukemic cells subsided concomitnantly after the exacerbation of infection. The direct and/or host-mediated anti-tumor effect by infectious organism was suggestive in this case. The labeling index with 3H-TdR of leukemic cells was 4.9%, suggesting the slow multiplication. Positive tuberculin reactivity and normal ratio of lymphocyte blastogenesis confirmed the preserved cellular immunity. These factors might be considered to be closely related with the smoldering course of this particular case.","['Kitajima, K', 'Toki, H', 'Sanada, H']","['Kitajima K', 'Toki H', 'Sanada H']",['eng'],"['Case Reports', 'Journal Article']",Japan,Acta Med Okayama,Acta medica Okayama,0417611,['9014-02-2 (Zinostatin)'],IM,"['Aged', 'Bone Marrow/analysis', 'Bone Marrow Cells', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis/drug therapy/immunology', 'Pneumonia/complications', 'Prognosis', 'Zinostatin/therapeutic use']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",,ppublish,Acta Med Okayama. 1976 Oct;30(5):311-9.,,,,,,,,,,
137651,NLM,MEDLINE,19770216,20031114,0386-300X (Print) 0386-300X (Linking),30,4,1976 Aug,"The pathology of brain tumors induced by murine sarcoma virus, Moloney strain.",227-44,"Murine sarcoma virus, Moloney strain, was inoculated intracerebrally into 75 Spraque-Dawley rats within 24 hours after birth. Of 48 rats examined histologically within 35 days after virus inoculation, most developed granulomatous lesions in the meninges or in the cortex and in the glial nodules of the subependymal region, or in all these regions. The granulomatous lesions first appeared 8 days after virus inoculation and reached a peak about 30 days after virus inoculation. Thereafter, the lesions healed gradually to scars and disappeared. Of 27 rats that survived beyond 35 days, 10 developed brain tumors at or near the sites of cortical granulomatous lesions and subependymal glial nodules. The interval from virus inoculation to death of tumor-bearing rats was between 40 to 115 days, averaging 84 days. The predilection sites were in the subependymal region and hippocampal cerebral cortex. Three brain tumors were cultured using monolayer and rotation culture techniques. These cultured tumor cells showed morphological features very similar to those of the original tumor cells. THe tumor was classified morphologically into the astrocytoma group by light and electron microscopy and by cytological characteristics of tumor cells in tissue culture.","['Nakamura, S']",['Nakamura S'],['eng'],['Journal Article'],Japan,Acta Med Okayama,Acta medica Okayama,0417611,,IM,"['Animals', 'Astrocytoma/etiology/*pathology', 'Brain/pathology', 'Brain Neoplasms/etiology/*pathology', 'Female', 'Male', '*Moloney murine leukemia virus', 'Neoplasms, Experimental', 'Rats', 'Time Factors']",1976/08/01 00:00,1976/08/01 00:01,['1976/08/01 00:00'],"['1976/08/01 00:00 [pubmed]', '1976/08/01 00:01 [medline]', '1976/08/01 00:00 [entrez]']",,ppublish,Acta Med Okayama. 1976 Aug;30(4):227-44.,,,,,,,,,,
137382,NLM,MEDLINE,19770224,20061115,0031-3939 (Print) 0031-3939 (Linking),51,12,1976 Dec,[Acute leukemia in Down's syndrome in twins and 2 brothers].,1449-54,,"['Judkiewicz, L', 'Polkowska-Kulesza, E', 'Bugala, I', 'Zajaczkowska, D', 'Zawadzki, R']","['Judkiewicz L', 'Polkowska-Kulesza E', 'Bugala I', 'Zajaczkowska D', 'Zawadzki R']",['pol'],"['Case Reports', 'English Abstract', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,,IM,"['Acute Disease', 'Child', 'Child, Preschool', '*Diseases in Twins', 'Down Syndrome/*complications/genetics', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*complications/genetics', 'Male', 'Pregnancy', '*Twins', '*Twins, Monozygotic']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",,ppublish,Pediatr Pol. 1976 Dec;51(12):1449-54.,,"Ostra bialaczka w zespole Downa, u blizniat i u dwoch braci",,,,,,,,
137161,NLM,MEDLINE,19770216,20141003,0016-450X (Print) 0016-450X (Linking),67,3,1976 Jun,Caffeine potentiation on lethality of L-1210 cells treated with neocarzinostatin.,447-9,The caffeine potentiation on lethality of L-1210 cells treated with Neocarzinostatin was studied. Colony formation of L-1210 cells treated with Neocarzinostatin was significantly decreased by incubation of the cells for 48 hr with 0.5 mM of caffeine which alone did not affect the growth rate and colony-forming ability of the cells. These results indicate that Neocarzinostatin may induce repairable damage in DNA of L-1210 cells.,"['Sasada, M', 'Sawada, H', 'Nakamura, T', 'Uchino, H']","['Sasada M', 'Sawada H', 'Nakamura T', 'Uchino H']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Antibiotics, Antineoplastic)', '3G6A5W338E (Caffeine)', '9014-02-2 (Zinostatin)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*therapeutic use', 'Caffeine/*pharmacology', 'Cells, Cultured', 'Drug Synergism', 'Leukemia L1210/*drug therapy', 'Mice', 'Zinostatin/*therapeutic use']",1976/06/01 00:00,1976/06/01 00:01,['1976/06/01 00:00'],"['1976/06/01 00:00 [pubmed]', '1976/06/01 00:01 [medline]', '1976/06/01 00:00 [entrez]']",,ppublish,Gan. 1976 Jun;67(3):447-9.,,,,,,,,,,
137121,NLM,MEDLINE,19770224,20031114,0014-2980 (Print) 0014-2980 (Linking),6,9,1976 Sep,Generation of cytotoxic cells in absence of blastogenesis by mouse leukemic cells in mixed cultures.,612-8,"Primary virus-induced murine leukemias and transplantable leukemic cell lines, originally induced by virus, chemical or physical agents, failed to stimulate normal spleen cells differing at the H-2 complex or at Mls locus in the one-way mixed leukocyte culture. Lack of stimulation seems at least partially due to a nonspecific inhibitory effect since in a ""three-party"" culture system the leukemic cells interfered with the mixed leukocyte reaction (MLR) of normal allogeneic cells. Characterization of the leukemic cell populations used, according to their T or B cell origin, disclosed that in most cases T cell markers were present. Also, no Ia antigens were detected on leukemic cells. Furthermore, using a 51Cr release assay, leukemic cells could sensitize allogeneic normal lymphocytes to kill specifically normal as well as leukemic targets, even when no MLR was detected in parallel cultures.","['Collavo, D', 'Biasi, G', 'Colombatti, A', 'Chieco-Bianchi, L']","['Collavo D', 'Biasi G', 'Colombatti A', 'Chieco-Bianchi L']",['eng'],['Journal Article'],Germany,Eur J Immunol,European journal of immunology,1273201,,IM,"['Animals', 'Cells, Cultured', 'Cytotoxicity Tests, Immunologic', 'Immunologic Techniques', 'Leukemia, Experimental/*immunology', 'Lymphocyte Activation/drug effects', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes', 'Male', 'Mice', 'Mice, Inbred Strains', 'Spleen/immunology']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",['10.1002/eji.1830060904 [doi]'],ppublish,Eur J Immunol. 1976 Sep;6(9):612-8. doi: 10.1002/eji.1830060904.,,,,,,,,,,
137098,NLM,MEDLINE,19770226,20191028,0090-8800 (Print) 0090-8800 (Linking),5,,1976,Solubilization of biologically active cell surface antigens.,87-124,,"['Pincus, J H']",['Pincus JH'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Contemp Top Mol Immunol,Contemporary topics in molecular immunology,0363025,"['0 (Antigens)', '0 (Detergents)', '0 (Glycoproteins)', '0 (Histocompatibility Antigens)', '0 (Phospholipids)', '0 (Receptors, Antigen, B-Cell)', '660YQ98I10 (Potassium Chloride)', 'EC 3.4.- (Peptide Hydrolases)']",IM,"['Animals', 'Antigens/*analysis/isolation & purification', 'Blood Platelets/immunology', 'Cell Differentiation', 'Cell Fractionation', 'Cell Membrane/analysis/immunology', 'Cytotoxicity Tests, Immunologic', 'Detergents/pharmacology', 'Glycoproteins/analysis/isolation & purification', 'Histocompatibility Antigens/analysis', 'Humans', 'Leukemia L1210/immunology', 'Lymphocyte Culture Test, Mixed', 'Mice', 'Peptide Hydrolases/pharmacology', 'Phospholipids/metabolism', 'Polymorphism, Genetic', 'Potassium Chloride/pharmacology', 'Receptors, Antigen, B-Cell/analysis', 'Solubility']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1007/978-1-4684-8142-6_4 [doi]'],ppublish,Contemp Top Mol Immunol. 1976;5:87-124. doi: 10.1007/978-1-4684-8142-6_4.,171,,,,,,,,,
137077,NLM,MEDLINE,19770226,20041117,0008-5472 (Print) 0008-5472 (Linking),37,1,1977 Jan,The repair of X-ray induced chromosomal damage in trisomy 2-and normal diploid lymphocytes.,52-8,"The frequency of chromosomal aberrations produced by X-rays is greater in lymphocytes cultured from trisomy 21 patients (Down's syndrome) than from normal diploid donors. This increase, which can be detected by a micronucleus assay for chromosomal damage, was postulated by us to result from a defect in the rejoining system which repairs chromosomal breaks. The postulated defect would result in a longer rejoining time, therapy permitting more movement of broken ends and thus enhancing the frequency of exchanges. To test this possibility, the time required for the rejoining (repair) of chromosome breaks was measured in lymphocytes from five Down's syndrome (four trisomy 21 and one D/G translocation partial trisomy 21) donors, from a monosomy 21 donor, and from five diploid donors. The rejoining time was reduced in the Down's syndrome lymphocytes in comparison to the normal diploid and monosomy 21 lymphocytes. Thus the repair of chromosome breaks, far from being defective as evidenced by a longer rejoining time in Down's syndrome cells, occurred more rapidly than in normal cells. A mechanism is proposed by which reduced rejoining times would increase aberration frequencies as a consequence of competition between a (hypothetical) error-free repair system and the error-prone repair system that generates chromosomal aberrations. We suggest that the alteration in the rejoining of chromosomal aberrations may underlie the increased susceptibility of people with Down's syndrome to leukemia.","['Countryman, P I', 'Heddle, J A', 'Crawford, E']","['Countryman PI', 'Heddle JA', 'Crawford E']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,IM,"['Cells, Cultured', '*Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', '*DNA Repair', 'Diploidy', 'Dose-Response Relationship, Radiation', 'Down Syndrome/complications/*genetics', 'Humans', 'Leukemia/complications/genetics', 'Lymphocytes/*radiation effects', 'Time Factors', 'Translocation, Genetic', 'X-Rays']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1977 Jan;37(1):52-8.,,,,,,,,,,
136988,NLM,MEDLINE,19770226,20191210,0006-3002 (Print) 0006-3002 (Linking),453,1,1976 Nov 26,The purification and quantitation of myosin from cultured cells.,37-47,"Myosin has been purified from the following cultured cell lines: normal rat kidney fibroblast (NRK), HeLa-Rhino (HeLa), human choriocarcinoma, human acute lymphoblastic leukemia, rat hepatoma (HTC), monkey kidney (VERO), pigmented mouse melanoma, Y-1 rat adrenal cortex, and growth hormone-secreting GH-1. Myosin constitutes 0.5-5.4% of the protein of these cells. It was not detected in washed human erythrocytes or in two types of mouse plasmacytoma cells. Two methods for the purification of myosin from cultured cells have been employed. With Method I highly purified myosin was prepared by Sepharose 4B and DEAE-cellulose chromatography from 10(10) L-929 cells as well as from mouse uterus. Those myosins have similar molecular and subunit weights as well as ATPase activity but are immunologically distinct. Method II involving ultracentrifugation and Sepharose 4B chromatography, is suitable for the production of moderately pure myosin in good yield from as few as 5-10(7) cells (five 100-mm Petrie dishes).","['Ostlund, R E', 'Pastan, I']","['Ostlund RE', 'Pastan I']",['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['EC 3.6.1.- (Adenosine Triphosphatases)', 'EC 3.6.4.1 (Myosins)']",IM,"['Adenosine Triphosphatases/analysis', 'Animals', 'Cell Line', 'Female', 'HeLa Cells/analysis', 'L Cells/analysis', 'Methods', 'Mice', 'Myosins/*analysis/isolation & purification', 'Uterus/analysis']",1976/11/26 00:00,1976/11/26 00:01,['1976/11/26 00:00'],"['1976/11/26 00:00 [pubmed]', '1976/11/26 00:01 [medline]', '1976/11/26 00:00 [entrez]']","['0005-2795(76)90248-8 [pii]', '10.1016/0005-2795(76)90248-8 [doi]']",ppublish,Biochim Biophys Acta. 1976 Nov 26;453(1):37-47. doi: 10.1016/0005-2795(76)90248-8.,,,,,,,,,,
