PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,TT,RF,GR,PMC,EIN,SI,CON,RIN,MID,OID,OAB,OABL,OTO,OT,GN,EFR
8615623,NLM,MEDLINE,19960605,20181130,0250-7005 (Print) 0250-7005 (Linking),16,1,1996 Jan-Feb,"Protein kinase C isoenzymes, p53, accumulation of rhodamine 123, glutathione-S-transferase, topoisomerase II and MRP in multidrug resistant cell lines.",289-96,"We investigated whether the expression of protein kinase C (PKC) isoenzymes, topoisomerase II alpha, II beta, multidrug resistance associated protein (MRP), p53 or the activity of glutathione-S- transferase (GST) are additional factors contributing to the resistance mediated by multidrug resistance gene 1 (mdr 1). the cell lines employed for these studies were human lymphoblastoid CCRF cells selected for resistance with actinomycin D, vincristine and adriamycin, KB-3-1 and matched resistant KB-8-5 and KB-C1 cells (selected with colchicine), and a HeLa cell line, in which the resistance was obtained by transfection with the mdr1-gene. Analysis of PKC isozymes showed that there is no correlation of a specific isoenzyme with resistance, although minor differences in the expression were observed. In vincristine and adriamycin selected cells, topoisomerase II alpha- and II beta-MRNA levels were reduced, and in vincristine selected cells the MRP-mRNA was elevated compared with the sensitive line. In KB cells the levels of topoisomerase II alpha and II beta mRNA were increasing with the resistance. Expression of p53 did not correlate with Pgp levels. In summary, MRP and topoisomerase II may contribute to the mdr1 -mediated resistance in some cell lines, but PKC, p53 and GST seem to be of minor or no importance.","['Utz, I', 'Gekeler, V', 'Ise, W', 'Beck, J', 'Spitaler, M', 'Grunicke, H', 'Hofmann, J']","['Utz I', 'Gekeler V', 'Ise W', 'Beck J', 'Spitaler M', 'Grunicke H', 'Hofmann J']","['Institute of Medical Chemistry and Biochemistry, University of Innsbruck, Austria.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (ATP-Binding Cassette Transporters)', '0 (Antigens, Neoplasm)', '0 (Antimetabolites, Antineoplastic)', '0 (DNA-Binding Proteins)', '0 (Isoenzymes)', '0 (Multidrug Resistance-Associated Proteins)', '0 (Rhodamines)', '0 (Tumor Suppressor Protein p53)', '1N3CZ14C5O (Rhodamine 123)', 'EC 2.5.1.18 (Glutathione Transferase)', 'EC 2.7.11.13 (Protein Kinase C)', 'EC 5.99.1.3 (DNA Topoisomerases, Type II)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/metabolism', 'ATP-Binding Cassette Transporters/*metabolism', 'Antigens, Neoplasm', 'Antimetabolites, Antineoplastic/*pharmacokinetics', 'Blotting, Western', '*DNA Topoisomerases, Type II/*metabolism', 'DNA-Binding Proteins', '*Drug Resistance, Multiple', 'Glutathione Transferase/*metabolism', 'HeLa Cells', 'Humans', 'Isoenzymes/*metabolism', 'KB Cells', 'Multidrug Resistance-Associated Proteins', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/metabolism', 'Protein Kinase C/*metabolism', 'Rhodamine 123', 'Rhodamines/*pharmacokinetics', 'Transfection', 'Tumor Cells, Cultured/drug effects', 'Tumor Suppressor Protein p53/*metabolism']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1996 Jan-Feb;16(1):289-96.,,,,,,,,,,,,,,,,,
8615602,NLM,MEDLINE,19960605,20131121,0250-7005 (Print) 0250-7005 (Linking),16,1,1996 Jan-Feb,The glycosylation profile of interleukin-2 activated human lymphocytes correlates to their anti-tumor activity.,155-9,"BACKGROUND: Natural killer cells display spontaneous, non-MHC-restricted cytotoxicity against tumour cells, which is strongly enhanced after incubation with IL-2. The molecular background of the increased anti-tumour activity of these lymphokine-activated killer cells is still only partly understood. MATERIALS AND METHODS: In this paper, investigation has been made of the correlation between cell surface glycosylation and anti-tumour activity of LAK cells by stimulating peripheral blood lymphocytes with interleukin-2, in the presence of inhibitors of N- and O-glycosylation. RESULTS: Inhibition of N- or O-glycosylation of proteins during IL-2 activation leads to a 70-80% decrease in the cytolytic activity of LAK cells against K562 and Daudi tumour cells, coinciding with drastic alterations in their cell surface carbohydrate profile. CONCLUSION: The conclusion is drawn that there is a clear correlation between the glycosylation of LAK cell glycoproteins and their anti-tumour activity which points to the involvement of cell surface glycoconjugates in the development of LAK activity.","['Voshol, H', 'Dullens, H F', 'Den Otter, W', 'Vliegenthart, J F']","['Voshol H', 'Dullens HF', 'Den Otter W', 'Vliegenthart JF']","['Utrecht University, Bijvoet Center, Dept. of Bio-Organic Chemistry, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Benzyl Compounds)', '0 (Enzyme Inhibitors)', '0 (Interleukin-2)', '19130-96-2 (1-Deoxynojirimycin)', '3554-93-6 (benzyl-alpha-N-acetylgalactosamine)', 'KM15WK8O5T (Acetylgalactosamine)', 'RSY4RK37KQ (Swainsonine)']",IM,"['1-Deoxynojirimycin/pharmacology', 'Acetylgalactosamine/analogs & derivatives/pharmacology', 'Benzyl Compounds/pharmacology', 'Burkitt Lymphoma/therapy', 'Carbohydrate Metabolism', 'Cells, Cultured', 'Cytotoxicity, Immunologic', 'Enzyme Inhibitors/pharmacology', 'Glycosylation/drug effects', 'Humans', 'Immunotherapy, Adoptive', 'Interleukin-2/*pharmacology', 'Killer Cells, Lymphokine-Activated/*drug effects/immunology/*metabolism', 'Killer Cells, Natural/drug effects/immunology/metabolism', 'Leukemia, Erythroblastic, Acute/therapy', 'Lymphocyte Activation/*drug effects/*physiology', 'Stimulation, Chemical', 'Swainsonine/pharmacology']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1996 Jan-Feb;16(1):155-9.,,,,,,,,,,,,,,,,,
8615380,NLM,MEDLINE,19960605,20190717,0002-9629 (Print) 0002-9629 (Linking),311,2,1996 Feb,Case report: severe hyperkalemia in a geriatric patient receiving standard doses of trimethoprim-sulfamethoxazole.,84-5,"A case is reported of a 96-year-old woman with congestive heart failure, hypertension, and chronic obstructive pulmonary disease who presented with altered mental status and severe hyperkalemia, a serum potassium 9.3 meq/L, and electrocardiograph changes. The patient was discharged 1 week prior, with a normal serum potassium, receiving trimethoprim-sulfamethoxazole for urinary tract infection and pneumonia. Serum potassium measurements returned to normal after discontinuation of the drug. Other causes of hyperkalemia were ruled out. Mild hyperkalemia due to trimethoprim-sulfamethoxazole was first reported in 1983 in a 69-year-old woman in whom leukemia with leukopenia developed. In literature to date, mild hyperkalemia in younger geriatric patients has been described. Trimethoprim is thought to act by inhibiting amiloride sensitive sodium channels in the distal nephron and impairing renal potassium secretion in a dose dependent manner. The authors report the case, review the literature, and discuss age-related reduction in renal function as a possible etiology.","['Perlmutter, E P', 'Sweeney, D', 'Herskovits, G', 'Kleiner, M']","['Perlmutter EP', 'Sweeney D', 'Herskovits G', 'Kleiner M']","['Nephrology Division, Department of Medicine, Staten Island University Hospital, New York, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Med Sci,The American journal of the medical sciences,0370506,"['8064-90-2 (Trimethoprim, Sulfamethoxazole Drug Combination)']",IM,"['Aged', 'Female', 'Humans', 'Hyperkalemia/*chemically induced', 'Trimethoprim, Sulfamethoxazole Drug Combination/*adverse effects']",1996/02/01 00:00,1996/02/01 00:01,['1996/02/01 00:00'],"['1996/02/01 00:00 [pubmed]', '1996/02/01 00:01 [medline]', '1996/02/01 00:00 [entrez]']","['S0002-9629(15)41645-3 [pii]', '10.1097/00000441-199602000-00006 [doi]']",ppublish,Am J Med Sci. 1996 Feb;311(2):84-5. doi: 10.1097/00000441-199602000-00006.,,,,,,,,,,,,,,,,,
8615038,NLM,MEDLINE,19960605,20191210,0042-6822 (Print) 0042-6822 (Linking),218,1,1996 Apr 1,"A novel human amphotropic packaging cell line: high titer, complement resistance, and improved safety.",290-5,"Successful retroviral-mediated gene therapy will depend on safe, efficient packaging cell lines for vector particle production. Existing packaging lines for murine leukemia virus (MLV)-based vectors are predominantly derived from NIH/3T3 cells which carry endogenous MLV sequences that could participate in recombination to form replication-competent retrovirus (RCR). To identify cells devoid of such sequences, we screened genomic DNA from eight cell lines. DNA from the human 293 cell line did not cross-hybridize with MLV sequences, and these cells were able to secrete Gag particles after transfection. We derived a stable amphotropic packaging cell line (called ProPak-A) in 293 cells in which the Gag-Pol and Env (packaging) functions are expressed separately from a heterologous (non-MLV) promoter, to maximally reduce homology between packaging and vector sequences. ProPak-A-based producer cells are efficient, yielding higher stable titers than PA317-based producers. In addition, a vector that consistently gave rise to RCR in PA317 cells never resulted in detectable RCR in ProPak-A-based producer cultures. We have also shown that ProPak-A-packaged particles are not inactivated by human serum. Thus, the packaging cells we describe are as efficient and safer than the amphotropic packaging cells most commonly used in clinical gene therapy work and are also more appropriate for in vivo gene delivery.","['Rigg, R J', 'Chen, J', 'Dando, J S', 'Forestell, S P', 'Plavec, I', 'Bohnlein, E']","['Rigg RJ', 'Chen J', 'Dando JS', 'Forestell SP', 'Plavec I', 'Bohnlein E']","['SyStemix, 3155 Porter Drive, Palo Alto, California, 94304, USA.']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,"['0 (DNA, Viral)']",IM,"['3T3 Cells', 'Animals', 'CHO Cells', '*Cell Line', 'Chlorocebus aethiops', 'Consumer Product Safety', 'Cricetinae', 'DNA, Viral/genetics', 'Genes, env', 'Genes, gag', 'Genes, pol', '*Genetic Vectors', 'Humans', 'Leukemia Virus, Murine/*genetics', 'Mice', 'Molecular Sequence Data', 'Vero Cells', 'Virus Replication']",1996/04/01 00:00,1996/04/01 00:01,['1996/04/01 00:00'],"['1996/04/01 00:00 [pubmed]', '1996/04/01 00:01 [medline]', '1996/04/01 00:00 [entrez]']","['S0042-6822(96)90194-4 [pii]', '10.1006/viro.1996.0194 [doi]']",ppublish,Virology. 1996 Apr 1;218(1):290-5. doi: 10.1006/viro.1996.0194.,,,,"['TGT06S01/Telethon/Italy', 'TGT95000/Telethon/Italy']",,,,,,,,,,,,,
8615036,NLM,MEDLINE,19960605,20071114,0042-6822 (Print) 0042-6822 (Linking),218,1,1996 Apr 1,Syncytium formation by recombinant HTLV-II envelope glycoprotein.,279-84,"Infection by human T-cell leukemia viruses (HTLV-I and HTLV-II) induces syncytium formation in certain cell types in vitro. Recombinant vaccinia viruses expressing the HTLV-II envelope (Env) gp61-II were used to infect human cells, and syncytium formation was observed, demonstrating that HTLV-II Env expression was sufficient to mediate syncytium formation in appropriate cells. This syncytium formation could be blocked by sera from HTLV-II-infected individuals. Infection with these recombinant vaccinia viruses caused fusion in mouse/human hybrid cells containing only human chromosome 17, whereas there was no obvious syncytium formation in mouse cells. This fusogenic phenotype of recombinant gp61-II is likely a property of the specific interaction between HTLV-II envelope protein and the HTLV cellular receptor, encoded by a gene that was previously indicated to be on human chromosome 17. On this basis, we developed a sensitive syncytium formation assay, using lacZ gene activation, for detecting the presence of the HTLV receptor(s). We used this fusion assay to test for HTLV receptor activity on a variety of cells. Our findings indicate that the HTLV receptor is widely distributed among species and cell types, including, to a limited extent, murine cells.","['Li, Q X', 'Camerini, D', 'Xie, Y', 'Greenwald, M', 'Kuritzkes, D R', 'Chen, I S']","['Li QX', 'Camerini D', 'Xie Y', 'Greenwald M', 'Kuritzkes DR', 'Chen IS']","['Department of Microbiology, UCLA School of Medicine, Los Angeles, California, 90095, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,"['0 (Gene Products, env)', '0 (Receptors, Virus)', '0 (Recombinant Proteins)']",IM,"['Animals', 'Cell Line', 'Cloning, Molecular', 'Gene Products, env/genetics/*physiology', 'Giant Cells/*virology', 'HeLa Cells', 'Human T-lymphotropic virus 2/*physiology', 'Humans', 'Receptors, Virus/metabolism', 'Recombinant Proteins/pharmacology', 'Vaccinia virus/genetics']",1996/04/01 00:00,1996/04/01 00:01,['1996/04/01 00:00'],"['1996/04/01 00:00 [pubmed]', '1996/04/01 00:01 [medline]', '1996/04/01 00:00 [entrez]']","['S0042-6822(96)90192-0 [pii]', '10.1006/viro.1996.0192 [doi]']",ppublish,Virology. 1996 Apr 1;218(1):279-84. doi: 10.1006/viro.1996.0192.,,,,"['AI28697/AI/NIAID NIH HHS/United States', 'CA38597/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,
8614887,NLM,MEDLINE,19960603,20190702,0038-4348 (Print) 0038-4348 (Linking),89,4,1996 Apr,Chronic myeloid leukemia manifested during megakaryoblastic crisis.,422-7,"We describe a 38-year-old man with a chronic myeloproliferative syndrome characterized by elevated white blood cell and platelet counts and increased blasts in the peripheral blood. Bone marrow aspiration was a ""dry tap"" and the biopsy specimen was hypercellular with numerous blasts, atypical megakaryocytes, and increased reticulin fibrosis. The blasts exhibited cytochemical reactivity for nonspecific esterase and PAS and immunohistochemically were positive for factor VIII, supporting megakaryoblastic lineage. Cytogenetic studies of peripheral blood revealed the t(9;22)(q34;q11). We interpreted these findings to be most consistent with chronic myeloid leukemia (CML) manifested at the time of megakaryoblastic crisis. Although the initial complete blood count showed leukocytosis and thrombocytosis, the patient subsequently had pancytopenia with clinical and pathologic findings consistent with acute myelofibrosis (AMF). Cytosine arabinoside and etoposide chemotherapy induced remission of the acute leukemia. We conclude that CML infrequently presents itself in megakaryoblastic crisis and that such cases may result in the clinicopathologic syndrome of AMF. The success of chemotherapy in this case also suggests that intensive antileukemic therapy may be useful in other patients with either CML-blast crisis or the clinicopathologic syndrome of AMF.","['Wu, C D', 'Medeiros, L J', 'Miranda, R N', 'Mark, H F', 'Rintels, P']","['Wu CD', 'Medeiros LJ', 'Miranda RN', 'Mark HF', 'Rintels P']","['Department of Pathology, Rhode Island Hospital and Brown University School of Medicine, Providence, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,South Med J,Southern medical journal,0404522,"['0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)']",IM,"['Adult', 'Antimetabolites, Antineoplastic/therapeutic use', '*Blast Crisis', 'Bone Marrow/pathology', 'Bone Marrow Transplantation', 'Cytarabine/therapeutic use', 'Fatal Outcome', 'Humans', '*Leukemia, Megakaryoblastic, Acute/blood/drug therapy/pathology', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/drug therapy/pathology', 'Male']",1996/04/01 00:00,1996/04/01 00:01,['1996/04/01 00:00'],"['1996/04/01 00:00 [pubmed]', '1996/04/01 00:01 [medline]', '1996/04/01 00:00 [entrez]']",['10.1097/00007611-199604000-00016 [doi]'],ppublish,South Med J. 1996 Apr;89(4):422-7. doi: 10.1097/00007611-199604000-00016.,,,,,,,,,,,,,,,,,
8614869,NLM,MEDLINE,19960531,20190905,0364-2348 (Print) 0364-2348 (Linking),24,8,1995 Nov,Osteosarcoma after chemotherapy for neuroblastoma.,633-5,,"['Kriss, V M', 'Stelling, C B']","['Kriss VM', 'Stelling CB']","['Department of Diagnostic Radiology, Albert B. Chandler Medical Center, University of Kentucky, Lexington 40536-0084, USA.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Skeletal Radiol,Skeletal radiology,7701953,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child, Preschool', 'Female', 'Femoral Neoplasms/*pathology', 'Humans', 'Leukemia, Myelomonocytic, Acute/pathology', 'Lung Neoplasms/secondary', 'Neoplasms, Second Primary/*pathology', 'Neuroblastoma/*drug therapy', 'Osteosarcoma/*pathology/secondary', 'Retroperitoneal Neoplasms/*drug therapy']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",['10.1007/BF00204869 [doi]'],ppublish,Skeletal Radiol. 1995 Nov;24(8):633-5. doi: 10.1007/BF00204869.,,,,,,,,,,,,,,,,,
8614663,NLM,MEDLINE,19960603,20071115,0376-4761 (Print) 0376-4761 (Linking),58,7-8,1990 Jul-Aug,[Long term results of treatment with cytostatic drugs on respiratory function tests in children].,374-7,"In 47 children after a 5 year remission of treated acute lymphoblastic leukemia respiratory function was assessed. In 11 a decrease of VC was found, while in 12 signs of obturation of lower airways were present. These results imply the presence of restrictive changes suggesting an interstitial lung disease. These children are at risk of developing a chronic pneumopathy.","['Koehler, M', 'Brewczynski, P', 'Bubala, H', 'Bialkowski, J', 'Bogusz, J', 'Wieczorek, M']","['Koehler M', 'Brewczynski P', 'Bubala H', 'Bialkowski J', 'Bogusz J', 'Wieczorek M']","['Kliniki Pediatrii i Hematologii Slaskiej AM, Zabrzu.']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pneumonol Pol,Pneumonologia polska,7605692,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Antineoplastic Agents/*adverse effects', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Lung Diseases, Interstitial/*chemically induced/diagnosis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Remission Induction', 'Respiratory Mechanics/*drug effects', 'Total Lung Capacity/drug effects']",1990/07/01 00:00,1990/07/01 00:01,['1990/07/01 00:00'],"['1990/07/01 00:00 [pubmed]', '1990/07/01 00:01 [medline]', '1990/07/01 00:00 [entrez]']",,ppublish,Pneumonol Pol. 1990 Jul-Aug;58(7-8):374-7.,,Odlegly wplyw leczenia cytostatykami na wyniki badan czynnosci pluc u dzieci.,,,,,,,,,,,,,,,
8614415,NLM,MEDLINE,19960603,20161123,0888-8809 (Print) 0888-8809 (Linking),9,12,1995 Dec,Effect of PML and PML-RAR on the transactivation properties and subcellular distribution of steroid hormone receptors.,1791-803,"PML (promyelocytic leukemia) is a protein involved in the t (15;17) translocation of promyelocytic leukemia and is mainly localized in nuclear bodies. Here we show that PML exerts a very powerful enhancing activity (up to 20-fold) on the transactivating properties of the progesterone receptor (PR) and has a similar effect on several other steroid hormone receptors. There is probably a direct or indirect interaction between PR and PML, because when the latter was expressed at high concentrations it shifted PR into the nuclear bodies. The use of deletion mutants showed that both activation functions (AF1 and AF2) of PR as well as the coiled coil and His-Cys-rich domains of PML were required for transcriptional enhancement. The fusion protein PML-RAR which is not localized in nuclear bodies, also enhanced the transactivating activity of PR, but this effect was totally suppressed by the administration of retinoic acid. PML, which is ubiquitously expressed, may thus be involved in the transactivation properties of steroid hormone receptors. This mechanism may also play a role in the oncogenic properties of PML-RAR and in their suppression by retinoic acid.","['Guiochon-Mantel, A', 'Savouret, J F', 'Quignon, F', 'Delabre, K', 'Milgrom, E', 'De The, H']","['Guiochon-Mantel A', 'Savouret JF', 'Quignon F', 'Delabre K', 'Milgrom E', 'De The H']",['INSERM U-135 Hormones et Reproduction Hopital Bicetre.'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Mol Endocrinol,"Molecular endocrinology (Baltimore, Md.)",8801431,"['0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Promyelocytic Leukemia Protein)', '0 (Receptors, Progesterone)', '0 (Receptors, Retinoic Acid)', '0 (Recombinant Fusion Proteins)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '143220-95-5 (PML protein, human)']",IM,"['Animals', 'Base Sequence', 'CHO Cells', 'Cell Line', 'Cricetinae', 'HeLa Cells', 'Humans', 'Molecular Sequence Data', '*Neoplasm Proteins', '*Nuclear Proteins', 'Promyelocytic Leukemia Protein', 'Receptors, Progesterone/genetics/physiology', 'Receptors, Retinoic Acid/genetics/*physiology', 'Recombinant Fusion Proteins', 'Transcription Factors/genetics/metabolism/*pharmacology', 'Transcription, Genetic/drug effects', 'Transcriptional Activation', 'Transfection', 'Tumor Suppressor Proteins']",1995/12/01 00:00,1995/12/01 00:01,['1995/12/01 00:00'],"['1995/12/01 00:00 [pubmed]', '1995/12/01 00:01 [medline]', '1995/12/01 00:00 [entrez]']",['10.1210/mend.9.12.8614415 [doi]'],ppublish,Mol Endocrinol. 1995 Dec;9(12):1791-803. doi: 10.1210/mend.9.12.8614415.,,,,,,,,,,,,,,,,,
8614395,NLM,MEDLINE,19960606,20161123,0098-1532 (Print) 0098-1532 (Linking),27,1,1996 Jul,Aluminum toxicity following intravesical alum irrigation for hemorrhagic cystitis.,64-7,"Mental status changes in an immunosuppressed child can be due to a variety of causes; aluminum toxicity is rarely considered. We report a teenage girl with acute lymphoblastic leukemia who developed mental status changes, speech disturbance, coarse tremor, and abnormal EEG findings following intravesical 1% alum irrigation and administration of aluminum-containing antacids. Her serum aluminum levels were mildly elevated (14-22 milligram(s), normal 0-6 milligram(s)), and bone marrow biopsy specimens demonstrated aluminum deposition on special staining (Krueger's method). All abnormalities resolved after a nine-week course of intravenous deferoxamine.","['Kanwar, V S', 'Jenkins, J J 3rd', 'Mandrell, B N', 'Furman, W L']","['Kanwar VS', 'Jenkins JJ 3rd', 'Mandrell BN', 'Furman WL']","[""Department of Hematology Oncology, St. Jude Children's Research Hospital, Mcmphis, TN 38101-0318, USA.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['0 (Alum Compounds)', '0 (Antidotes)', '34S289N54E (aluminum sulfate)', 'CPD4NFA903 (Aluminum)', 'J06Y7MXW4D (Deferoxamine)']",IM,"['Adolescent', 'Alum Compounds/*administration & dosage/*adverse effects', 'Aluminum/*adverse effects/blood', 'Antidotes/therapeutic use', 'Cystitis/complications/*drug therapy', 'Deferoxamine/therapeutic use', 'Electroencephalography/drug effects', 'Female', 'Hemorrhage/*drug therapy/etiology', 'Humans', 'Nervous System Diseases/blood/*chemically induced', 'Therapeutic Irrigation']",1996/07/01 00:00,2000/06/20 09:00,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1996/07/01 00:00 [entrez]']","['10.1002/(SICI)1096-911X(199607)27:1<64::AID-MPO13>3.0.CO;2-5 [pii]', '10.1002/(SICI)1096-911X(199607)27:1<64::AID-MPO13>3.0.CO;2-5 [doi]']",ppublish,Med Pediatr Oncol. 1996 Jul;27(1):64-7. doi: 10.1002/(SICI)1096-911X(199607)27:1<64::AID-MPO13>3.0.CO;2-5.,,,,"['P01 CA-20180/CA/NCI NIH HHS/United States', 'P01 CA-23099/CA/NCI NIH HHS/United States', 'P30 CA-21765/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,
8614394,NLM,MEDLINE,19960606,20071115,0098-1532 (Print) 0098-1532 (Linking),27,1,1996 Jul,Ecthyma gangrenosum occurring at sites of iatrogenic trauma in pediatric oncology patients.,62-3,We report two cases of ecthyma gangrenosum which occurred at sites of iatrogenic trauma. The first case developed due to metastatic seeding with Pseudomonas aeruginosa during an episode of septicaemia and the second case occurred as a primary skin lesion. Both required prolonged courses of antibiotics and one patient died. The different pathogenic mechanisms and outcomes associated with this condition are discussed.,"['Murphy, O', 'Marsh, P J', 'Gray, J', 'Pedler, S J', 'Kernahan, J']","['Murphy O', 'Marsh PJ', 'Gray J', 'Pedler SJ', 'Kernahan J']","['Department of Microbiology, Royal Victoria Infirmary, Newcastle upon Tyne, UK.']",['eng'],"['Case Reports', 'Journal Article']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Anemia, Aplastic/complications', 'Child, Preschool', 'Ecthyma/*etiology/microbiology', 'Female', 'Humans', '*Iatrogenic Disease', 'Infant', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/chemically induced', 'Pseudomonas Infections/*etiology']",1996/07/01 00:00,2000/06/20 09:00,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1996/07/01 00:00 [entrez]']","['10.1002/(SICI)1096-911X(199607)27:1<62::AID-MPO12>3.0.CO;2-7 [pii]', '10.1002/(SICI)1096-911X(199607)27:1<62::AID-MPO12>3.0.CO;2-7 [doi]']",ppublish,Med Pediatr Oncol. 1996 Jul;27(1):62-3. doi: 10.1002/(SICI)1096-911X(199607)27:1<62::AID-MPO12>3.0.CO;2-7.,,,,,,,,,,,,,,,,,
8614392,NLM,MEDLINE,19960606,20071115,0098-1532 (Print) 0098-1532 (Linking),27,1,1996 Jul,Secondary lymphoid malignancy in two children with neuroblastoma.,54-6,"Secondary lymphoid malignancy, particularly acute lymphoblastic leukemia (ALL), is rare. We report one case of ALL and another case of mediastinal lymphoblastic lymphoma developed after treatment for neuroblastoma. The secondary ALL characterized by short latency period and an 11q23 translocation apparently was induced by etoposide treatment. The pathogenesis of the secondary lymphoma is less certain and may be related to previous treatment with cyclophosphamide and radiotherapy, host susceptibility, or chance occurrence. One child died of progressive lymphoma and the other remains in remission 1 year following allogeneic bone marrow transplantation. Additional studies are needed to determine the risk, pathogenesis, and optimal treatment for secondary lymphoid malignancy.","['Imashuku, S', 'Hibi, S', 'Kosaka, K', 'Tabata, Y', 'Naya, M', 'Hohjo, M', 'Todo, S']","['Imashuku S', 'Hibi S', 'Kosaka K', 'Tabata Y', 'Naya M', 'Hohjo M', 'Todo S']","[""Division of Pediatrics, Children's Research Hospital, Kyoto Prefectural University of Medicine, Japan.""]",['eng'],"['Case Reports', 'Journal Article']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Child', 'Child, Preschool', 'Humans', 'Male', '*Neoplasms, Second Primary/genetics/therapy', '*Neuroblastoma/genetics/therapy', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/therapy']",1996/07/01 00:00,2000/06/20 09:00,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1996/07/01 00:00 [entrez]']","['10.1002/(SICI)1096-911X(199607)27:1<54::AID-MPO10>3.0.CO;2-5 [pii]', '10.1002/(SICI)1096-911X(199607)27:1<54::AID-MPO10>3.0.CO;2-5 [doi]']",ppublish,Med Pediatr Oncol. 1996 Jul;27(1):54-6. doi: 10.1002/(SICI)1096-911X(199607)27:1<54::AID-MPO10>3.0.CO;2-5.,,,,,,,,,,,,,,,,,
