PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,GR,PT,DEP,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,EIN,RF,MID,TT,OID,OTO,OT,CON,CI,SI,CN,COIS,IR,FIR,UOF,RIN
18828924,NLM,MEDLINE,20100603,20181113,1756-8722 (Electronic) 1756-8722 (Linking),1,,2008 Oct 1,Novel therapies in breast cancer: what is new from ASCO 2008.,16,10.1186/1756-8722-1-16 [doi],"INTRODUCTION: Breast cancer is the most common female cancer and the second most common cause of female cancer-related deaths in the United States. World-wide, more than one million women will be diagnosed with breast cancer annually. In 2007, more than 175,000 women were diagnosed with breast cancer in the United States. However, deaths due to breast cancer have decreased in the recent years in part because of improved screening techniques, surgical interventions, understanding of the pathogenesis of the disease, and utilization of traditional chemotherapies in a more efficacious manner. One of the more exciting areas of improvement in the treatment of breast cancer is the entrance of novel therapies now available to oncologists. In the field of cancer therapeutics, the area of targeted and biologic therapies has been progressing at a rapid rate, particularly in the treatment of breast cancer.Since the advent of imatinib for the successful treatment of chronic myelogenous leukemia in the 2001, clinicians have been searching for comparable therapies that could be as efficacious and as tolerable. In order for targeted therapies to be effective, the agent must be able to inhibit critical regulatory pathways which promote tumor cell growth and proliferation. The targets must be identifiable, quantifiable and capable of being interrupted.In the field of breast cancer, two advances in targeted therapy have led to great strides in the understanding and treatment of breast cancer, namely hormonal therapy for estrogen positive receptor breast cancer and antibodies directed towards the inhibition of human epidermal growth factor receptor (HER)2. These advances have revolutionized the understanding and the treatment strategies for breast cancer. Building upon these successes, a host of novel agents are currently being investigated and used in clinical trials that will hopefully prove to be as fruitful. This review will focus on novel therapies in the field of breast cancer with a focus on metastatic breast cancer (MBC) and updates from the recent annual ASCO meeting and contains a summary of the results.","['Chu, David', 'Lu, Janice']","['Chu D', 'Lu J']","['Division of Medical Oncology, Department of Medicine, State University of New York at Stony Brook, Stony Brook, New York, USA. david.chu@stonybrook.edu']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",20081001,England,J Hematol Oncol,Journal of hematology & oncology,101468937,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/pharmacology/*therapeutic use', 'Breast Neoplasms/*drug therapy/secondary', 'Congresses as Topic', 'Female', 'Humans']",PMC2579406,2008/10/03 09:00,2010/06/04 06:00,['2008/10/03 09:00'],"['2008/07/31 00:00 [received]', '2008/10/01 00:00 [accepted]', '2008/10/03 09:00 [pubmed]', '2010/06/04 06:00 [medline]', '2008/10/03 09:00 [entrez]']","['1756-8722-1-16 [pii]', '10.1186/1756-8722-1-16 [doi]']",epublish,J Hematol Oncol. 2008 Oct 1;1:16. doi: 10.1186/1756-8722-1-16.,,,71,,,,,,,,,,,,,,
18828913,NLM,MEDLINE,20100603,20181113,1756-8722 (Electronic) 1756-8722 (Linking),1,,2008 Oct 1,P-loop mutations and novel therapeutic approaches for imatinib failures in chronic myeloid leukemia.,15,10.1186/1756-8722-1-15 [doi],"Imatinib was the first BCR-ABL-targeted agent approved for the treatment of patients with chronic myeloid leukemia (CML) and confers significant benefit for most patients; however, a substantial number of patients are either initially refractory or develop resistance. Point mutations within the ABL kinase domain of the BCR-ABL fusion protein are a major underlying cause of resistance. Of the known imatinib-resistant mutations, the most frequently occurring involve the ATP-binding loop (P-loop). In vitro evidence has suggested that these mutations are more oncogenic with respect to other mutations and wild type BCR-ABL. Dasatinib and nilotinib have been approved for second-line treatment of patients with CML who demonstrate resistance (or intolerance) to imatinib. Both agents have marked activity in patients resistant to imatinib; however, they have differential activity against certain mutations, including those of the P-loop. Data from clinical trials suggest that dasatinib may be more effective vs. nilotinib for treating patients harboring P-loop mutations. Other mutations that are differentially sensitive to the second-line tyrosine kinase inhibitors (TKIs) include F317L and F359I/V, which are more sensitive to nilotinib and dasatinib, respectively. P-loop status in patients with CML and the potency of TKIs against P-loop mutations are key determinants for prognosis and response to treatment. This communication reviews the clinical importance of P-loop mutations and the efficacy of the currently available TKIs against them.","['Cang, Shundong', 'Liu, Delong']","['Cang S', 'Liu D']","['Division of Hematology/Oncology, New York Medical College, Valhalla, NY 10595, USA. cangshundong@163.com']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",20081001,England,J Hematol Oncol,Journal of hematology & oncology,101468937,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Animals', 'Antineoplastic Agents/pharmacology/*therapeutic use', 'Benzamides', 'Drug Resistance, Neoplasm/*drug effects', 'Fusion Proteins, bcr-abl/genetics', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Mutation', 'Piperazines/pharmacology/*therapeutic use', 'Pyrimidines/pharmacology/*therapeutic use']",PMC2567340,2008/10/03 09:00,2010/06/04 06:00,['2008/10/03 09:00'],"['2008/07/08 00:00 [received]', '2008/10/01 00:00 [accepted]', '2008/10/03 09:00 [pubmed]', '2010/06/04 06:00 [medline]', '2008/10/03 09:00 [entrez]']","['1756-8722-1-15 [pii]', '10.1186/1756-8722-1-15 [doi]']",epublish,J Hematol Oncol. 2008 Oct 1;1:15. doi: 10.1186/1756-8722-1-15.,,,56,,,,,,,,,,,,,,
18828910,NLM,MEDLINE,20081118,20181113,1471-2199 (Electronic) 1471-2199 (Linking),9,,2008 Oct 1,Identification and characterization of CCAAT/Enhancer Binding proteindelta (C/EBPdelta) target genes in G0 growth arrested mammary epithelial cells.,83,10.1186/1471-2199-9-83 [doi],"BACKGROUND: CCAAT/Enhancer Binding Proteindelta (C/EBPdelta) is a member of the highly conserved C/EBP family of leucine zipper (bZIP) proteins. C/EBPdelta is highly expressed in G0 growth arrested mammary epithelial cells (MECs) and ""loss of function"" alterations in C/EBPdelta have been associated with impaired contact inhibition, increased genomic instability and increased cell migration. Reduced C/EBPdelta expression has also been reported in breast cancer and acute myeloid leukemia (AML). C/EBPdelta functions as a transcriptional activator, however, only a limited number of C/EBPdelta target genes have been reported. As a result, the role of C/EBPdelta in growth control and the potential mechanisms by which ""loss of function"" alterations in C/EBPdelta contribute to tumorigenesis are poorly understood. The goals of the present study were to identify C/EBPdelta target genes using Chromatin Immunoprecipitation coupled with a CpG Island (HCG12K) Array gene chip (""ChIP-chip"") assay and to assess the expression and potential functional roles of C/EBPdelta target genes in growth control. RESULTS: ChIP-chip assays identified approximately 100 C/EBPdelta target gene loci which were classified by gene ontology (GO) into cell adhesion, cell cycle regulation, apoptosis, signal transduction, intermediary metabolism, gene transcription, DNA repair and solute transport categories. Conventional ChIP assays validated the ChIP-chip results and demonstrated that 14/14 C/EBPdelta target loci were bound by C/EBPdelta in G0 growth arrested MCF-12A MECs. Gene-specific RT-PCR analysis also demonstrated C/EBPdelta-inducible expression of 14/14 C/EBPdelta target genes in G0 growth arrested MCF-12A MECs. Finally, expression of endogenous C/EBPdelta and selected C/EBPdelta target genes was also demonstrated in contact-inhibited G0 growth arrested nontransformed human MCF-10A MECs and in mouse HC11 MECs. The results demonstrate consistent activation and downstream function of C/EBPdelta in growth arrested human and murine MECs. CONCLUSION: C/EBPdelta target genes were identified by a global gene array approach and classified into functional categories that are consistent with biological contexts in which C/EBPdelta is induced, such as contact-mediated G0 growth arrest, apoptosis, metabolism and inflammation. The identification and validation of C/EBPdelta target genes provides new insights into the mechanistic role of C/EBPdelta in mammary epithelial cell biology and sheds new light on the potential impact of ""loss of function"" alterations in C/EBPdelta in tumorigenesis.","['Zhang, Yingjie', 'Liu, Tong', 'Yan, Pearlly', 'Huang, Tim', 'Dewille, Jim']","['Zhang Y', 'Liu T', 'Yan P', 'Huang T', 'Dewille J']","['Department of Veterinary Biosciences, Ohio State University, 1925 Coffey Road, Columbus, OH 43210, USA. zhang.321@osu.edu']",['eng'],"['R29 CA057607/CA/NCI NIH HHS/United States', 'CA57607-14/CA/NCI NIH HHS/United States', 'R01 CA057607/CA/NCI NIH HHS/United States', 'P30 CA16058/CA/NCI NIH HHS/United States', 'P30 CA016058/CA/NCI NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",20081001,England,BMC Mol Biol,BMC molecular biology,100966983,['142662-43-9 (CCAAT-Enhancer-Binding Protein-delta)'],IM,"['Animals', 'CCAAT-Enhancer-Binding Protein-delta/*metabolism', 'Cells, Cultured', 'Chromatin Immunoprecipitation', 'Epithelial Cells/*metabolism', 'Female', 'Gene Expression Regulation', 'Humans', 'Mammary Glands, Animal/*metabolism', 'Mammary Glands, Human/*metabolism', 'Mice', 'Oligonucleotide Array Sequence Analysis/methods', 'Resting Phase, Cell Cycle/*genetics']",PMC2576343,2008/10/03 09:00,2008/11/19 09:00,['2008/10/03 09:00'],"['2008/03/27 00:00 [received]', '2008/10/01 00:00 [accepted]', '2008/10/03 09:00 [pubmed]', '2008/11/19 09:00 [medline]', '2008/10/03 09:00 [entrez]']","['1471-2199-9-83 [pii]', '10.1186/1471-2199-9-83 [doi]']",epublish,BMC Mol Biol. 2008 Oct 1;9:83. doi: 10.1186/1471-2199-9-83.,,,,,,,,,,,,,,,,,
18828773,NLM,MEDLINE,20090326,20081002,1600-6143 (Electronic) 1600-6135 (Linking),8,10,2008 Oct,Female-versus-male alloreactivity as a model for minor histocompatibility antigens in hematopoietic stem cell transplantation.,2149-57,10.1111/j.1600-6143.2008.02374.x [doi],"H-Y encoded gene products were the first to be recognized as clinically relevant minor histocompatibility antigens. Compared to other gender combinations, female donor/male recipient (FDMR) transplants are associated with increased graft-versus-host disease (GvHD), increased transplant-related mortality (TRM) and reduced risk of relapse. Still, their relative impact on transplant outcome remains controversial. We analyzed donor/recipient sex combination in 53,988 patients treated with allogeneic hematopoietic stem cell transplantation (HSCT) between 1980 and 2005. We found a strong increase in chronic GvHD and late TRM and decreased survival in FDMR transplants irrespective of underlying disease. Conversely, FDMR patients had lower relapse rates. The negative effect on survival decreased with advancing disease stage as relapse protection became more important. Effects of H-Y alloreactivity were most pronounced in patients transplanted from HLA-matched donors and in those receiving transplants from an adult donor. Adjustment for acute and chronic GvHD only partially corrected the effects of H-Y alloreactivity. Analysis of the FDMR proportion over time indicated that the frequency of this gender combination has declined in unrelated transplants over the last 10 years. These data define the role of H-Y mismatching in allogeneic HSCT and support the current practice of avoiding female donors for male patients, if possible.","['Stern, M', 'Brand, R', 'de Witte, T', 'Sureda, A', 'Rocha, V', 'Passweg, J', 'Baldomero, H', 'Niederwieser, D', 'Gratwohl, A']","['Stern M', 'Brand R', 'de Witte T', 'Sureda A', 'Rocha V', 'Passweg J', 'Baldomero H', 'Niederwieser D', 'Gratwohl A']","['Department of Hematology, University Hospital, Basel, Switzerland. sternm@uhbs.ch']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Am J Transplant,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,100968638,['0 (Minor Histocompatibility Antigens)'],IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Graft vs Host Disease/diagnosis/genetics', 'Hematopoietic Stem Cell Transplantation/*methods', 'Histocompatibility/*genetics', 'Humans', 'Infant', 'Leukemia/*therapy', 'Male', 'Middle Aged', 'Minor Histocompatibility Antigens/*genetics/immunology', 'Retrospective Studies', 'Sex Factors', 'Transplantation Immunology/genetics']",,2008/10/03 09:00,2009/03/27 09:00,['2008/10/03 09:00'],"['2008/10/03 09:00 [pubmed]', '2009/03/27 09:00 [medline]', '2008/10/03 09:00 [entrez]']","['AJT2374 [pii]', '10.1111/j.1600-6143.2008.02374.x [doi]']",ppublish,Am J Transplant. 2008 Oct;8(10):2149-57. doi: 10.1111/j.1600-6143.2008.02374.x.,,,,,,,,,,,,,,,,,
18828683,NLM,MEDLINE,20081118,20081002,0002-9645 (Print) 0002-9645 (Linking),69,10,2008 Oct,Evaluation of lymphocyte apoptosis in dogs with inflammatory bowel disease.,1279-85,10.2460/ajvr.69.10.1279 [doi],"OBJECTIVE: To determine whether lymphocyte apoptosis in intestinal mucosae is more common in healthy dogs than dogs with inflammatory bowel disease (IBD) and whether numbers of apoptotic cells increase after successful treatment of affected dogs. ANIMALS: 8 dogs with IBD (IBD dogs) and 8 healthy control dogs. PROCEDURES: Biopsy specimens of the duodenum and colon were obtained via endoscopy from dogs with IBD before and after 10 weeks of standard treatment and compared with specimens obtained from control dogs. Expression of activated caspase 3 (Casp3), caspase-cleaved fragment p85 from poly-ADP-ribose polymerase (PARP), and B-cell leukemia/lymphoma 2 (Bcl-2) was measured in the duodenal (villous tip and base) and colonic mucosae. RESULTS: Expression of Casp3 was greater in the duodenal villous tips of control dogs, compared with expression in similar tissues from dogs with IBD before or after treatment. Despite clinical improvement of dogs with IBD, expression of Casp3 did not increase after treatment. Expression of PARP did not differ between groups at any time point. Expression of Bcl-2 was greater at all 3 tissue sites in control dogs, compared with expression at the same sites in dogs with IBD. Furthermore, Bcl-2 expression in duodenal villous tips was higher in dogs with IBD after treatment but was not higher elsewhere. In control dogs, expression patterns for all 3 markers were similar between sites (villous tip > villous base > colon). CONCLUSIONS AND CLINICAL RELEVANCE: Expression of Casp3 in lymphocytes in duodenal villous tips was significantly reduced in dogs with IBD, compared with expression in healthy dogs, but no increase was detected following successful treatment of IBD. Increased expression of Bcl-2 may be a potential marker of the success of treatment.","['Dandrieux, Julien R', 'Bornand, Valerie F', 'Doherr, Marcus G', 'Kano, Rui', 'Zurbriggen, Andreas', 'Burgener, Iwan A']","['Dandrieux JR', 'Bornand VF', 'Doherr MG', 'Kano R', 'Zurbriggen A', 'Burgener IA']","['Division of Small Animal Internal Medicine, Vetsuisse Faculty of the University of Bern, Bern, Switzerland.']",['eng'],,['Journal Article'],,United States,Am J Vet Res,American journal of veterinary research,0375011,"['EC 2.4.2.30 (Poly(ADP-ribose) Polymerases)', 'EC 3.4.22.- (Caspase 3)']",IM,"['Animals', 'Apoptosis', 'Biopsy', 'Caspase 3/metabolism', 'Colon/cytology/pathology', 'Colonoscopy', 'Dog Diseases/*pathology', 'Dogs', 'Duodenum/cytology/pathology', 'Endoscopy', 'Immunohistochemistry', 'Inflammatory Bowel Diseases/pathology/*veterinary', 'Intestinal Mucosa/pathology', 'Lymphocytes/cytology/*pathology', 'Poly(ADP-ribose) Polymerases/metabolism', 'Reference Values', 'Stomach/pathology']",,2008/10/03 09:00,2008/11/19 09:00,['2008/10/03 09:00'],"['2008/10/03 09:00 [pubmed]', '2008/11/19 09:00 [medline]', '2008/10/03 09:00 [entrez]']",['10.2460/ajvr.69.10.1279 [doi]'],ppublish,Am J Vet Res. 2008 Oct;69(10):1279-85. doi: 10.2460/ajvr.69.10.1279.,,,,,,,,,,,,,,,,,
18828628,NLM,MEDLINE,20090107,20151119,1535-3893 (Print) 1535-3893 (Linking),7,11,2008 Nov,"Discovery, identification, and characterization of candidate pharmacodynamic markers of methionine aminopeptidase-2 inhibition.",4807-20,10.1021/pr800388p [doi],"The catalytic activity of methionine aminopeptidase-2 (MetAP2) has been pharmacologically linked to cell growth, angiogenesis, and tumor progression, making this an attractive target for cancer therapy. An assay for monitoring specific protein changes in response to MetAP2 inhibition, allowing pharmacokinetic (PK)/pharmacodynamic (PD) models to be established, could dramatically improve clinical decision-making. Candidate MetAP2-specific protein substrates were discovered from undigested cell culture-derived proteomes by MALDI-/SELDI-MS profiling and a biochemical method using (35)S-Met labeled protein lysates. Substrates were identified either as intact proteins by FT-ICR-MS or applying in-gel protease digestions followed by LC-MS/MS. The combination of these approaches led to the discovery of novel MetAP2-specific substrates including thioredoxin-1 (Trx-1), SH3 binding glutamic acid rich-like protein (SH3BGRL), and eukaryotic elongation factor-2 (eEF2). These studies also confirmed glyceraldehye 3-phosphate dehydrogenase (GAPDH) and cyclophillin A (CypA) as MetAP2 substrates. Additional data in support of these proteins as MetAP2-specific substrates were provided by in vitro MetAP1/MetAP2 enzyme assays with the corresponding N-terminal derived peptides and 1D/2D Western analyses of cellular and tissue lysates. FT-ICR-MS characterization of all intact species of the 18 kDa substrate, CypA, enabled a SELDI-MS cell-based assay to be developed for correlating N-terminal processing and inhibition of proliferation. The MetAP2-specific protein substrates discovered in this study have diverse properties that should facilitate the development of reagents for testing in preclinical and clinical environments.","['Warder, Scott E', 'Tucker, Lora A', 'McLoughlin, Shaun M', 'Strelitzer, Tamara J', 'Meuth, Joseph L', 'Zhang, Qian', 'Sheppard, George S', 'Richardson, Paul L', 'Lesniewski, Rick', 'Davidsen, Steven K', 'Bell, Randy L', 'Rogers, John C', 'Wang, Jieyi']","['Warder SE', 'Tucker LA', 'McLoughlin SM', 'Strelitzer TJ', 'Meuth JL', 'Zhang Q', 'Sheppard GS', 'Richardson PL', 'Lesniewski R', 'Davidsen SK', 'Bell RL', 'Rogers JC', 'Wang J']","['Advanced Technology and Cancer Research, Global Pharmaceutical Research and Development, Abbott Laboratories, 100 Abbott Park Road, Abbott Park, Illinois 60064-6202, USA. scott.warder@abbott.com']",['eng'],,['Journal Article'],20081002,United States,J Proteome Res,Journal of proteome research,101128775,"['0 (Biomarkers, Tumor)', '0 (Protease Inhibitors)', 'EC 3.4.11.- (Aminopeptidases)', 'EC 3.4.11.18 (methionine aminopeptidase 2)', 'EC 3.4.24.- (Metalloendopeptidases)']",IM,"['Aminopeptidases/*antagonists & inhibitors', 'Animals', 'Biomarkers, Tumor/chemistry/*metabolism', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Humans', 'K562 Cells', 'Leukemia, Erythroblastic, Acute/pathology', 'Metalloendopeptidases/*antagonists & inhibitors', 'Mice', 'Molecular Weight', 'Protease Inhibitors/classification/*pharmacology', 'Proteomics/methods', 'Time Factors']",,2008/10/03 09:00,2009/01/08 09:00,['2008/10/03 09:00'],"['2008/10/03 09:00 [pubmed]', '2009/01/08 09:00 [medline]', '2008/10/03 09:00 [entrez]']",['10.1021/pr800388p [doi]'],ppublish,J Proteome Res. 2008 Nov;7(11):4807-20. doi: 10.1021/pr800388p. Epub 2008 Oct 2.,,,,,,,,,,,,,,,,,
18828445,NLM,MEDLINE,20081112,20110708,0047-1917 (Print) 0047-1917 (Linking),56,2,2008 Aug,Expression of alpha-hemoglobin stabilizing protein and cellular prion protein in a subclone of murine erythroleukemia cell line MEL.,75-84,,"Alpha-Hemoglobin stabilizing protein (AHSP) functions as the erythroid-specific molecular chaperon for alpha-globin. AHSP gene expression has been reported to be downregulated in hematopoietic tissues of animals suffering from prion diseases though the mechanism remains to be clarified. Herein, we demonstrate that MELhipod8 cells, a subclone of murine erythroleukemia (MEL) cells, have prion protein (PrPc) on the cell surface and have highly inducible expression of the AHSP and alpha- and beta-globin genes, resembling the expression pattern of the PrP and AHSP genes in bipotential erythroid- and megakaryocyte-lineage cells followed by erythroid differentiation in normal erythropoiesis. Moreover, MELhipod8 cells exhibit greater effective erythroid differentiation with a population of hemoglobinized normoblast-like cells than that observed for the parental MEL cells. These findings suggest that MELhipod8 cells could provide a mechanism for downregulation of the AHSP gene in prion diseases.","['Otsuka, Yayoi', 'Ito, Daisuke', 'Katsuoka, Kayoko', 'Arashiki, Nobuto', 'Komatsu, Tomohiko', 'Inaba, Mutsumi']","['Otsuka Y', 'Ito D', 'Katsuoka K', 'Arashiki N', 'Komatsu T', 'Inaba M']","['Laboratory of Molecular Medicine, Department of Veterinary Clinical Sciences, Graduate School of Veterinary Medicine, Hokkaido University, Sapporo 060-0818, Japan.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Jpn J Vet Res,The Japanese journal of veterinary research,0376567,"['0 (Ahsp protein, mouse)', '0 (Blood Proteins)', '0 (Molecular Chaperones)', '0 (PrPC Proteins)']",IM,"['Animals', 'Blood Proteins/genetics/*metabolism', 'Cell Line, Tumor', 'Gene Expression Regulation', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Molecular Chaperones/genetics/*metabolism', 'PrPC Proteins/genetics/*metabolism', 'Time Factors']",,2008/10/03 09:00,2008/11/13 09:00,['2008/10/03 09:00'],"['2008/10/03 09:00 [pubmed]', '2008/11/13 09:00 [medline]', '2008/10/03 09:00 [entrez]']",,ppublish,Jpn J Vet Res. 2008 Aug;56(2):75-84.,,,,,,,,,,,,,,,,,
18828158,NLM,MEDLINE,20081215,20081030,1096-8652 (Electronic) 0361-8609 (Linking),83,11,2008 Nov,Timed sequential induction chemotherapy in AML: time for reflection.,829-30,10.1002/ajh.21288 [doi],,"['Stone, Richard']",['Stone R'],"['Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts 02115, USA. rstone@partners.org']",['eng'],,"['Comment', 'Editorial']",,United States,Am J Hematol,American journal of hematology,7610369,"['0 (Antimetabolites, Antineoplastic)']",IM,"['Adult', 'Antimetabolites, Antineoplastic/*administration & dosage', 'Cell Differentiation/drug effects', 'Clinical Trials, Phase II as Topic', 'Clinical Trials, Phase III as Topic', 'Drug Administration Schedule', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Middle Aged', 'Remission Induction/methods']",,2008/10/02 09:00,2008/12/17 09:00,['2008/10/02 09:00'],"['2008/10/02 09:00 [pubmed]', '2008/12/17 09:00 [medline]', '2008/10/02 09:00 [entrez]']",['10.1002/ajh.21288 [doi]'],ppublish,Am J Hematol. 2008 Nov;83(11):829-30. doi: 10.1002/ajh.21288.,,,,,,,,,['Am J Hematol. 2008 Nov;83(11):831-4. PMID: 18756545'],,,,,,,,
18827825,NLM,MEDLINE,20081016,20181113,1532-1827 (Electronic) 0007-0920 (Linking),99,7,2008 Oct 7,"Re: 'Population mixing, socio-economic status and incidence of childhood acute lymphoblastic leukaemia in England and Wales--analysis by census ward' and 'Childhood leukaemia and population movements in France, 1990-2003'.",1194; author reply 1191-3,10.1038/sj.bjc.6604551 [doi],,"['Wakeford, R']",['Wakeford R'],,['eng'],,"['Comment', 'Letter']",,England,Br J Cancer,British journal of cancer,0370635,,IM,"['Child, Preschool', 'England/epidemiology', 'France/epidemiology', 'Humans', 'Incidence', 'Infant', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*epidemiology', '*Social Class', 'Wales/epidemiology']",PMC2567074,2008/10/02 09:00,2008/10/17 09:00,['2008/10/02 09:00'],"['2008/10/02 09:00 [pubmed]', '2008/10/17 09:00 [medline]', '2008/10/02 09:00 [entrez]']","['6604551 [pii]', '10.1038/sj.bjc.6604551 [doi]']",ppublish,Br J Cancer. 2008 Oct 7;99(7):1194; author reply 1191-3. doi: 10.1038/sj.bjc.6604551.,,,,,,,,,"['Br J Cancer. 2008 Jan 15;98(1):225-31. PMID: 18087281', 'Br J Cancer. 2008 Mar 11;98(5):1006-11. PMID: 18253115']",,,,,,,,
18827817,NLM,MEDLINE,20081124,20191210,1532-1827 (Electronic) 0007-0920 (Linking),99,9,2008 Nov 4,Infections in early life and childhood leukaemia risk: a UK case-control study of general practitioner records.,1529-33,10.1038/sj.bjc.6604696 [doi],"We investigated infections in early life (diagnosed in general practice) and subsequent risk of childhood leukaemia in the UK General Practice Research Database (GPRD). All children born at GPRD practices and subsequently diagnosed with leukaemia were identified as cases and were individually matched (on year of birth, sex and practice) to up to 20 controls. The final analysis included 162 leukaemia cases and 2215 matched controls. Conditional logistic regression demonstrated no evidence that children with one or more recorded infection in the first year of life had a reduced risk of leukaemia (OR=1.05, 95%CI 0.69, 1.59; P=0.83) or acute lymphoblastic leukaemia (ALL; OR=1.05, 95%CI 0.64-1.74; P=0.84). Our study provides no support for the Greaves hypothesis, which proposes that reduced or delayed exposure to infections in early life increases the risk of childhood ALL.","['Cardwell, C R', 'McKinney, P A', 'Patterson, C C', 'Murray, L J']","['Cardwell CR', 'McKinney PA', 'Patterson CC', 'Murray LJ']","[""Department of Epidemiology and Public Health, School of Medicine and Dentistry, The Queen's University of Belfast, Belfast, UK. c.cardwell@qub.ac.uk""]",['eng'],,['Journal Article'],20080930,England,Br J Cancer,British journal of cancer,0370635,['0 (Anti-Bacterial Agents)'],IM,"['Adolescent', 'Anti-Bacterial Agents/therapeutic use', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Databases as Topic', 'Family Practice', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Infections/*complications/drug therapy', 'Leukemia/*etiology', 'Male', 'Risk', 'United Kingdom']",PMC2579698,2008/10/02 09:00,2008/12/17 09:00,['2008/10/02 09:00'],"['2008/10/02 09:00 [pubmed]', '2008/12/17 09:00 [medline]', '2008/10/02 09:00 [entrez]']","['6604696 [pii]', '10.1038/sj.bjc.6604696 [doi]']",ppublish,Br J Cancer. 2008 Nov 4;99(9):1529-33. doi: 10.1038/sj.bjc.6604696. Epub 2008 Sep 30.,['Br J Cancer. 2009 Mar 10;100(5):863. PMID: 19259099'],,,,,,,,,,,,,,,,
18827790,NLM,MEDLINE,20090505,20220114,1543-0790 (Print) 1543-0790 (Linking),6,9,2008 Sep,What is imatinib-resistant chronic myeloid leukemia? Identifying and managing loss of response.,673-83,,"Imatinib is widely recognized as the standard of care in the first-line treatment of chronic myeloid leukemia (CML); however, resistance can limit its long-term benefits. Early identification of the loss of response to imatinib is therefore important for the optimal management of patients with this type of leukemia. Cytogenetic and molecular responses during the first 12 months of treatment have been shown to predict future responses (complete cytogenetic response and major molecular response) and reduce disease progression. The degree of early reduction in BCR-ABL levels after commencing imatinib therapy is a good indicator of subsequent response. Monitoring for kinase domain mutations should also be considered in patients with suboptimal response or in those who demonstrate resistance. Modification of the treatment strategy is required if there is a loss of response. Dasatinib and nilotinib are the most extensively studied second-generation BCR-ABL tyrosine kinase inhibitors, and are currently approved for treating patients following imatinib failure.","['Zeidan, Amer', 'Wang, Eunice S', 'Wetzler, Meir']","['Zeidan A', 'Wang ES', 'Wetzler M']","['Division of Hospital Medicine, Rochester General Hospital, Rochester, NY, USA.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Clin Adv Hematol Oncol,Clinical advances in hematology & oncology : H&O,101167661,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '0 (Thiazoles)', '8A1O1M485B (Imatinib Mesylate)', 'F41401512X (nilotinib)', 'RBZ1571X5H (Dasatinib)']",IM,"['Antineoplastic Agents/*therapeutic use', 'Benzamides', 'Dasatinib', '*Drug Resistance, Neoplasm', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Piperazines/*therapeutic use', 'Protein Kinase Inhibitors/therapeutic use', 'Pyrimidines/*therapeutic use', 'Stem Cell Transplantation', 'Thiazoles/therapeutic use']",,2008/10/02 09:00,2009/05/06 09:00,['2008/10/02 09:00'],"['2008/10/02 09:00 [pubmed]', '2009/05/06 09:00 [medline]', '2008/10/02 09:00 [entrez]']",,ppublish,Clin Adv Hematol Oncol. 2008 Sep;6(9):673-83.,,,,,,,,,,,,,,,,,
