PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,RN,RF,AID,TT,CI,CN,DEP,PMC,EIN,CIN,CON,OID,OTO,OT,GN,RIN,MID,SI,LID
16130618,NLM,PubMed-not-MEDLINE,20051101,20090730,0970-258X (Print) 0970-258X (Linking),18,3,2005 May-Jun,A vaccine for chronic myeloid leukaemia.,146-7,,"['Sharma, Pratibha', 'Mohanty, S', 'Kumar, Lalit']","['Sharma P', 'Mohanty S', 'Kumar L']","['Department of Medical Oncology, Dr B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi.']",['eng'],"['Comment', 'Journal Article']",India,Natl Med J India,The National medical journal of India,8809315,,,2005/09/01 09:00,2005/09/01 09:01,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2005/09/01 09:01 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Natl Med J India. 2005 May-Jun;18(3):146-7.,,,,,,,,,,,,['Lancet. 2005 Feb 19-25;365(9460):657-62. PMID: 15721470'],,,,,,,,
16130598,NLM,MEDLINE,20051014,20170306,,113,1,2005 Jan,"[Circulating endothelial cells, endothelial precursors, VEGF and bFGF concentrations in patients with acute leukemias, lymphomas and myelomas].",27-34,"Circulating endothelial cells and their precursors are suggested by some authors to be novel markers of angiogenesis. The aim of the study was to measure circulating endothelial cells (CEC), circulating endothelial precursors (CEP) and activated endothelial cells (aCEC) and serum concentrations of VEGF (vascular endothelial growth factor) and bFGF (basic fibroblast growth factor), well-known proangiogenic factors in patients with haematological malignancies before and after chemotherapy. Measurements were carried out in 20 patients with acute leukemia, 21 with malignant lymphoma and with 20 with multiple myeloma. The number of CEC, CEP and aCEC was measured by means of 3-color flow cytometry and serum concentrations of VEGF and bFGF with ELISA. In patients with acute leukemias and lymphomas the number of CEC was significantly higher than in controls, and that high number correlated with worse prognosis in patients with lymphomas. The increased number of CEP at diagnosis in patients with acute leukemia and lymphoma correlated with worse prognosis. The number of aCEC was higher in leukemic and lymphoma groups. After chemotherapy the decrease in CEC and CEP numbers in patients with acute leukemia and lymphoma was observed. In patients with lymphoma the increased serum VEGF concentrations in comparison with healthy subjects were noted but in leukemic patients-lower concentrations of VEGF. The initial high concentrations of bFGF in all patients did not change after therapy and in patients with lymphoma correlated with worse prognosis. Results suggest that in patients with acute leukemias and lymphomas CEC and CEP may be the markers of malignant process correlating with clinical outcome. aCEC may have a similar role in both diseases. Also in patients with lymphoma VEGF may be a marker of disease activity. bFGF is connected with pathogenesis of acute leukemia, myeloma and lymphoma and in patients with lymphoma is a predictor of worse prognosis.","['Poreba, Malgorzata', 'Jazwiec, Bozena', 'Kuliczkowski, Kazimierz', 'Poreba, Rafal']","['Poreba M', 'Jazwiec B', 'Kuliczkowski K', 'Poreba R']","['Katedra i Klinika Hematologii, Nowotworow Krwi i Transplantacji Szpiku AM we Wroclawiu.']",['pol'],"['Comparative Study', 'English Abstract', 'Journal Article']",Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Biomarkers/blood', 'Case-Control Studies', 'Endothelial Cells/*metabolism', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Fibroblast Growth Factor 2/*blood', 'Flow Cytometry', 'Humans', 'Leukemia, Lymphoid/*blood/physiopathology', 'Lymphoma/*blood/physiopathology', 'Male', 'Middle Aged', 'Multiple Myeloma/*blood/physiopathology', 'Neovascularization, Pathologic/blood', 'Prognosis', 'Risk Factors', 'Vascular Endothelial Growth Factor A/*blood']",2005/09/01 09:00,2005/10/15 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2005/10/15 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Pol Arch Med Wewn. 2005 Jan;113(1):27-34.,,"['0 (Biomarkers)', '0 (Vascular Endothelial Growth Factor A)', '103107-01-3 (Fibroblast Growth Factor 2)']",,,"Krazace komorki srodblonka, prekursory srodblonka oraz stezenie VEGF i bFGF u chorych na ostre bialaczki, chloniaki i szpiczaki.",,,,,,,,,,,,,,,
16130587,NLM,MEDLINE,20051026,20191109,1036-1073 (Print) 1036-1073 (Linking),16,2,2005 Aug,Western Australians' perceptions of the survivability of different cancers: implications for public education campaigns.,124-8,"ISSUE ADDRESSED: People's decisions about whether to participate in cancer screening and to seek treatment are related to their perceptions of the survivability of cancer. However, there is little empirical evidence to suggest people's awareness of the survivability of different cancers. The object of the present study was to determine people's estimates of the survivability of 10 cancers. METHODS: In 2001, data were collected via computer-assisted telephone interviews with 1,501 randomly selected metropolitan and rural Western Australian adults. Participants were presented with a list of 10 cancers. Half the sample was asked to nominate the three most survivable, and half was asked to nominate the three least survivable cancers. RESULTS: Participants' rankings of the 10 cancers in terms of perceived survivability were consistent with cancer registry data, with the exception of bone cancer which was underrated. Respondents' average estimates of five-year survival rates were also accurate (+/- 2-6%) for cancers with relatively high survival rates such as breast, cervical, prostate, and other skin cancers, with the exception of melanoma, which was underestimated (20%). However, average estimated survival rates for cancers with low survivability, such as leukaemia, lung, and stomach cancers, were substantially overestimated, being 31%, 38% and 43% higher respectively. CONCLUSIONS: Western Australians appear to have a reasonable understanding of the relative survivability of various cancers but a poorer appreciation of actual survival rates.","['Jones, Sandra C', 'Carter, Owen B J', 'Donovan, Robert J', 'Jalleh, Geoffrey']","['Jones SC', 'Carter OB', 'Donovan RJ', 'Jalleh G']","['Centre for Health Behaviour Research in Cancer Control, Curtin University of Technology, Western Australia. sandraj@uow.edu.au']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Australia,Health Promot J Austr,Health promotion journal of Australia : official journal of Australian Association of Health Promotion Professionals,9710936,IM,"['Adult', 'Aged', 'Female', 'Health Education/methods', '*Health Knowledge, Attitudes, Practice', 'Health Surveys', 'Humans', 'Male', 'Middle Aged', 'Neoplasms/mortality/*psychology', 'Social Perception', 'Survival Analysis', '*Survivors', 'Western Australia/epidemiology']",2005/09/01 09:00,2005/10/27 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2005/10/27 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Health Promot J Austr. 2005 Aug;16(2):124-8. doi: 10.1071/he05124.,,,,['10.1071/he05124 [doi]'],,,,,,,,,,,,,,,,
16130282,NLM,MEDLINE,20051121,20080903,0301-4738 (Print) 0301-4738 (Linking),47,1,1999 Mar,Transthyretin (prealbumin) in eye structures and variation of vitreous-transthyretin in diseases.,31-4,"PURPOSE: To evaluate the presence of transthyretin (TTR, prealbumin) a protein which binds retinol to retinol-binding protein in various ocular tissues and to study its quantitative changes in the vitreous humor in various diseases. METHOD: Estimation of TTR was done by electrophoresis of 10 mg protein in each sample of tears, aqueous humor, vitreous, retina, and lens by an Imaging Densitometer using prealbumin as the standard. RESULTS: TTR was present in all the eye structures except the lens and tear. The retina and the vitreous had relatively higher amounts of TTR compared with aqueous. The identity of TTR was confirmed by immuno-electrophoresis using anti-human TTR. Two bands in SDS electrophoresis revealed that this protein is a heterodimer. There was a significant decrease in vitreous TTR in diabetes with hypertension and increase in one case each of diabetes with hypertension associated with leukaemia or carcinoma with hepato-splenomegaly. CONCLUSION: Vitreous TTR is probably from retina and retinal pigment epithelium. The level of vitreous TTR is likely to have diagnostic significance in some retinal diseases.","['Ramakrishnan, S', 'Sulochana, K N', 'Parikh, S', 'Punitham, R']","['Ramakrishnan S', 'Sulochana KN', 'Parikh S', 'Punitham R']","['Biochemistry Research Department, Vision Research Foundation, Chennai, India.']",['eng'],['Journal Article'],India,Indian J Ophthalmol,Indian journal of ophthalmology,0405376,IM,"['Adult', 'Diabetes Complications/*metabolism', 'Eye/*metabolism', 'Humans', 'Hypertension/complications/*metabolism', 'Neoplasms/complications/*metabolism', 'Prealbumin/*metabolism', 'Vitreous Body/*metabolism']",2005/09/01 09:00,2005/12/13 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2005/12/13 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Indian J Ophthalmol. 1999 Mar;47(1):31-4.,,['0 (Prealbumin)'],,,,,,,,,,,,,,,,,,
16130127,NLM,MEDLINE,20060112,20051010,0008-543X (Print) 0008-543X (Linking),104,8,2005 Oct 15,"Educational and social late effects of childhood cancer and related clinical, personal, and familial characteristics.",1751-60,"BACKGROUND: The objectives of this study were to compare educational and social outcomes for young survivors of childhood cancer with a population control group of individuals who were never diagnosed with cancer and to identify risk and protective factors for these outcomes. METHODS: In this multicenter, Canadian, retrospective cohort study, 800 survivors age 17 years or younger were matched by age and gender with a group of 923 control participants. Using a mailed survey that was completed by parents, educational outcomes were assessed with questions about the child's enrollment in disability or special-education programs, repeating a grade, and academic or other school problems. Using friendships was the measure of social outcomes. RESULTS: Based on parental reports, significantly more survivors than controls repeated a grade (21% vs. 9%), attended learning-disability (19% vs. 7%) or special-education programs (20% vs. 8%), had educational or other school problems (46% vs. 23%), had no close friends (19% vs. 8%), and were less likely to use friends as confidants (58% vs. 67%). Survivors of central nervous system (CNS) tumors reportedly were more likely than controls to have educational problems and no close friends, followed by survivors of leukemia, and survivors of neuroblastoma. Among survivors, cranial radiation increased the likelihood of having educational difficulties and having no close friends compared with survivors who did not receive cranial radiation. Survivors who reportedly had high self-esteem and whose parents had postsecondary education had fewer educational and social problems. CONCLUSIONS: Children and adolescents who survived cancer, particularly those who had CNS tumors, leukemia, and neuroblastoma, required close monitoring for early educational and social difficulties, and such children should be offered educational rehabilitation and social skills training to maximize their academic and social success.","['Barrera, Maru', 'Shaw, Amanda K', 'Speechley, Kathy N', 'Maunsell, Elizabeth', 'Pogany, Lisa']","['Barrera M', 'Shaw AK', 'Speechley KN', 'Maunsell E', 'Pogany L']","['Department of Psychology, Haematology/Oncology Program, Population Health Sciences, Research Institute, Hospital for Sick Children, University of Toronto, Toronto, Ontario, Canada. maru.barrera@sickkids.ca']",['eng'],"['Journal Article', 'Multicenter Study']",United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Cohort Studies', '*Educational Status', 'Employment', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Neoplasms/mortality/*psychology', 'Parents', 'Retrospective Studies', '*Social Behavior', 'Survivors']",2005/09/01 09:00,2006/01/13 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2006/01/13 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Cancer. 2005 Oct 15;104(8):1751-60. doi: 10.1002/cncr.21390.,,,,['10.1002/cncr.21390 [doi]'],,['Copyright 2005 American Cancer Society'],,,,,,,,,,,,,,
16130025,NLM,MEDLINE,20060509,20171116,1362-4393 (Print) 1362-4393 (Linking),44,3,2006 Mar,"Chronic lymphocytic leukaemia, synchronous small cell carcinoma and squamous neoplasia of the urinary bladder in a paraplegic man following long-term phenoxybenzamine therapy.",188-91,"STUDY DESIGN: A case report. OBJECTIVE: To raise awareness among spinal cord clinicians of the possible carcinogenic effect of phenoxybenzamine and of the rare occurrence of small cell carcinoma in the neuropathic bladder. SETTING: Regional Spinal Injuries Centre and District General Hospital, Southport, Merseyside, United Kingdom. CASE REPORT: A 28-year-old man sustained a fracture dislocation of L-1 with consequent paraplegia (ASIA impairment scale A). Phenoxybenzamine treatment enabled his indwelling catheter to be discarded in favour of a penile sheath, but it caused unacceptable dizziness and was stopped after 7 years. After 20 years, he developed chronic lymphocytic leukaemia, which was treated with chlorambucil and fludarabine. After 2 years, investigation of bilateral hydronephrosis revealed a primary small cell carcinoma of the bladder with coexistent squamous dysplasia. Uraemia supervened and, declining active treatment, the patient died 3 weeks after diagnosis. CONCLUSION: Phenoxybenzamine, a known carcinogen in rodents, is likely also to be carcinogenic in humans, and patients with spinal cord injury who have received the drug for any significant period of time, need close follow-up to allow early detection of cancer. Phenoxybenzamine should not be prescribed on a long-term basis, and should instead be replaced with a selective alpha-blocker.","['Vaidyanathan, S', 'Mansour, P', 'Soni, B M', 'Hughes, P L', 'Singh, G']","['Vaidyanathan S', 'Mansour P', 'Soni BM', 'Hughes PL', 'Singh G']","['Regional Spinal Injuries Centre, District General Hospital, Southport, Merseyside, UK.']",['eng'],"['Case Reports', 'Journal Article']",England,Spinal Cord,Spinal cord,9609749,IM,"['Adult', 'CD56 Antigen/metabolism', 'Carcinoma, Small Cell/*chemically induced/pathology', 'Humans', 'Immunohistochemistry/methods', 'Leukemia, Lymphocytic, Chronic, B-Cell/*chemically induced/metabolism/pathology', 'Leukocyte Common Antigens/metabolism', 'Magnetic Resonance Imaging/methods', 'Male', 'Neoplasms, Squamous Cell/*chemically induced/pathology', 'Paraplegia/drug therapy/rehabilitation', 'Phenoxybenzamine/*adverse effects', 'Time', 'Urinary Bladder Neoplasms/*chemically induced/pathology', 'Vasodilator Agents/*adverse effects']",2005/09/01 09:00,2006/05/10 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2006/05/10 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Spinal Cord. 2006 Mar;44(3):188-91. doi: 10.1038/sj.sc.3101789.,,"['0 (CD56 Antigen)', '0 (Vasodilator Agents)', '0TTZ664R7Z (Phenoxybenzamine)', 'EC 3.1.3.48 (Leukocyte Common Antigens)']",,"['3101789 [pii]', '10.1038/sj.sc.3101789 [doi]']",,,,,,,,,,,,,,,,
16130010,NLM,MEDLINE,20051229,20071115,1470-269X (Print) 1470-269X (Linking),5,6,2005,Combining several polymorphisms of thymidylate synthase gene for pharmacogenetic analysis.,374-80,"Thymidylate synthase (TS) is an essential enzyme in proliferating cells and an important target for several chemotherapeutics. Several TS gene polymorphisms correlate with variable TS expression: a double (2R) and triple (3R) 28-bp repeat element, a G to C substitution of the 3R allele and a 6 bp variation in 3'UTR. We have previously shown that childhood acute lymphoblastic leukemia (ALL) patients who are homozygous for the 3R allele had reduced event-free survival (EFS) probabilities. Here, we analyzed all three polymorphisms in an extended group of ALL patients (n=259). The effect of the 3R homozygosity on ALL outcome was confirmed (P=0.006), whereas 6 bp polymorphism did not influence EFS when analyzed separately. No significant difference among 3R3R genotype subgroups, as defined by a G to C substitution, was observed. The haplotype analysis revealed the higher frequency of the 3RC/6 bp+ haplotype (P=0.04) and the protective role of the 2R/6b p- (P=0.04). Consequently, homozygosity for the 6 bp- allele appeared to reduce an event-predisposing effect of 3R variant. Although of importance for translation into the clinical practice, these findings need confirmation in larger studies.","['Krajinovic, M', 'Costea, I', 'Primeau, M', 'Dulucq, S', 'Moghrabi, A']","['Krajinovic M', 'Costea I', 'Primeau M', 'Dulucq S', 'Moghrabi A']","['Centre de Recherche, Hopital Sainte-Justine, Centre Hospitalier Universitaire Mere-Enfant, 3175 Cote-Sainte-Catherine, Montreal, Quebec, Canada H3T 1C5. maja.krajinovic@umontreal.ca']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Pharmacogenomics J,The pharmacogenomics journal,101083949,IM,"['Child', 'Child, Preschool', 'Disease-Free Survival', 'Female', 'Genotype', 'Haplotypes', 'Humans', 'Infant', 'Male', '*Pharmacogenetics', 'Point Mutation', '*Polymorphism, Genetic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/therapy', 'Thymidylate Synthase/*genetics']",2005/09/01 09:00,2005/12/31 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2005/12/31 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Pharmacogenomics J. 2005;5(6):374-80. doi: 10.1038/sj.tpj.6500332.,,['EC 2.1.1.45 (Thymidylate Synthase)'],,"['6500332 [pii]', '10.1038/sj.tpj.6500332 [doi]']",,,,,,,,,,,,,,,,
16129953,NLM,MEDLINE,20051102,20190710,1660-2242 (Print) 0079-6034 (Linking),89,,2005,TNF-alpha-mediated stress-induced early pregnancy loss: a possible role of leukemia inhibitory factor.,62-71,"BACKGROUND: Leukemia inhibitory factor (LIF) is at present suggested to be essential for implantation in mammals. In parallel, the possibility that it may also be involved in the pathogenesis of stress-induced early embryonic death seems to emerge from studies, which addressed the embryotoxic potential of another cytokine, tumor necrosis factor-alpha (TNF-alpha). In this brief review, we discuss this possibility based on these studies as well as on those addressing TNF-alpha and LIF signaling. METHODS: Existing data were reviewed critically. RESULTS: Data summarized in this review suggest that: (1) TNF-alpha may act as a mediator of stress-induced early embryonic death, (2) TNF-alpha-mediated early embryonic death induced by some detrimental stimuli may be attributed to a dysfunction of mechanisms, which are critical for the ability of the uterus to become receptive to blastocysts, allowing implantation, (3) one such mechanism was shown to be associated with LIF signaling in uterine cells, and (4) TNF-alpha seems to have the potential to affect LIF signaling. CONCLUSION: Data presented in the this review suggest LIF as a good candidate for further studies addressing molecular mechanisms underlying stress-induced early embryonic death.","['Torchinsky, A', 'Markert, U R', 'Toder, V']","['Torchinsky A', 'Markert UR', 'Toder V']","['Department of Cell and Developmental Biology, Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Switzerland,Chem Immunol Allergy,Chemical immunology and allergy,101183835,IM,"['Animals', 'Blastocyst/immunology', 'Female', 'Fetal Death/*etiology/immunology', 'Interleukin-6/*immunology', 'Leukemia Inhibitory Factor', 'Mice', 'Pregnancy', 'Signal Transduction', 'Stress, Physiological/immunology', 'Tumor Necrosis Factor-alpha/*immunology', 'Uterus/immunology']",2005/09/01 09:00,2005/11/03 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2005/11/03 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Chem Immunol Allergy. 2005;89:62-71. doi: 10.1159/000087913.,,"['0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Tumor Necrosis Factor-alpha)']",44,"['000087913 [pii]', '10.1159/000087913 [doi]']",,,,,,,,,,,,,,,,10.1159/000087913 [doi]
16129946,NLM,MEDLINE,20051122,20190805,1660-2242 (Print) 0079-6034 (Linking),88,,2005,Signal transduction in trophoblast invasion.,181-199,"During the first trimester of pregnancy, well-differentiated primary cells of the placenta known as trophoblast cells grow in an invasive and destructive fashion similar to malignancies, but limited in space and time. The comparison of trophoblast cells with their malignant counterpart, human choriocarcinoma cells, offers an attractive model to understand the origin or development of malignant growth. Several cytokines and growth factors are known to influence trophoblast migration (e.g. EGF, IGF-2, HGF), proliferation (e.g. leptin, HGF, GM-CSF) and/or invasion (e.g. leukemia inhibitory factor, LIF), each factor utilizing at least one pathway for intracellular signaling in the trophoblast. Two pathways that are crossed especially often mediate the signals of these factors and are simultaneously well established in terms of tumor invasion: the Janus kinase-signal transducers and activators of transcription (Jak-Stat) and receptor-associated tyrosine kinase-mitogen-activated protein kinase (RTK-MAPK) pathways. These two pathways are detrimental for reproduction in general, and in part for placenta development, as a series of knockout experiments demonstrate. Aspects of each pathway are also implicated to be involved in trophoblast invasion, e.g. STAT3 is constitutively activated in invasive first trimester trophoblast cells, and activated ERK is detectable in intermediate trophoblast cells, an invasive phenotype. Interaction at several intersection points between the pathways has been described in several cell systems so that the same would seem to be possible in trophoblast cells. In this review, some of the possible areas of interaction are alluded to.","['Fitzgerald, Justine S', 'Busch, Susann', 'Wengenmayer, Tobias', 'Foerster, Katharina', 'de la Motte, Torben', 'Poehlmann, Tobias G', 'Markert, Udo R']","['Fitzgerald JS', 'Busch S', 'Wengenmayer T', 'Foerster K', 'de la Motte T', 'Poehlmann TG', 'Markert UR']","['Department of Obstetrics, Friedrich Schiller University, Jena, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Switzerland,Chem Immunol Allergy,Chemical immunology and allergy,101183835,IM,"['Animals', '*Cell Movement', 'Humans', 'Neoplasms/metabolism/pathology', 'Protein-Tyrosine Kinases/metabolism', '*Signal Transduction', 'Trophoblasts/*cytology/*metabolism', 'ras Proteins/metabolism']",2005/09/01 09:00,2005/12/13 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2005/12/13 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Chem Immunol Allergy. 2005;88:181-199. doi: 10.1159/000087834.,,"['EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 3.6.5.2 (ras Proteins)']",99,"['000087834 [pii]', '10.1159/000087834 [doi]']",,,,,,,,,,,,,,,,10.1159/000087834 [doi]
16129475,NLM,MEDLINE,20060228,20091119,0065-2571 (Print) 0065-2571 (Linking),45,,2005,Induction of apoptosis in p53-deficient L1210 cells by an I-kappa-B-alpha-inhibitor (Bay 11-7085) via a NF-kappa-B-independent mechanism.,85-93,"The effects of Bay 11-7085, an inhibitor of I-kappa-B-alpha kinase, were compared in the wild-type and deoxyadenosine-resistant mouse leukemia cell lines. At higher concentrations, Bay 11-7085 caused apoptosis and necrosis in the two cell lines. However, at much lower concentrations of Bay 11-7085, the deoxyadenosine-resistant cells became much more apoptotic than the parental wild-type L1210 cells. Under these conditions (low drug concentrations), the level of apoptotic cells far exceeded the fraction of necrotic cells. The apoptotic effects of Bay 11-7085 on the deoxyadenosine-resistant cells was both time- and concentration-dependent. Caspase-3 activity was activated in the Bay 11-7085-treated cells. The molecular basis for the difference in the apoptotic response between the wild-type and deoxyadenosine-resistant L1210 cells is not defined at this time, but these cell lines may provide a comparative model system in which differences in the cells that lead to apoptotic or necrotic responses to drugs can be defined and used in development of appropriate drugs for clinical use.","['Cory, Ann H', 'Cory, Joseph G']","['Cory AH', 'Cory JG']","['Department of Biochemistry and Molecular Biology, Brody School of Medicine, East Carolina University, Greenville, NC 27834, USA.']",['eng'],['Journal Article'],England,Adv Enzyme Regul,Advances in enzyme regulation,0044263,IM,"['Animals', 'Apoptosis/*drug effects', 'Caspase 3', 'Caspases/metabolism', 'Cell Line, Tumor', 'Deoxyadenosines/pharmacology', 'Drug Resistance, Neoplasm', 'Enzyme Activation', 'I-kappa B Kinase/*antagonists & inhibitors', 'Leukemia L1210/*physiopathology', 'Mice', 'NF-kappa B/*physiology', 'Necrosis', 'Nitriles/*pharmacology', 'Sulfones/*pharmacology', 'Tumor Suppressor Protein p53/*deficiency']",2005/09/01 09:00,2006/03/01 09:00,['2005/09/01 09:00'],"['2005/09/01 09:00 [pubmed]', '2006/03/01 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Adv Enzyme Regul. 2005;45:85-93. doi: 10.1016/j.advenzreg.2005.02.003. Epub 2005 Aug 29.,,"['0 (BAY 11-7085)', '0 (Deoxyadenosines)', '0 (NF-kappa B)', '0 (Nitriles)', '0 (Sulfones)', '0 (Tumor Suppressor Protein p53)', 'EC 2.7.11.10 (I-kappa B Kinase)', 'EC 3.4.22.- (Casp3 protein, mouse)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspases)']",,"['S0065-2571(05)00013-0 [pii]', '10.1016/j.advenzreg.2005.02.003 [doi]']",,,,20050829,,,,,,,,,,,,
16129412,NLM,MEDLINE,20051114,20101118,0006-291X (Print) 0006-291X (Linking),337,1,2005 Nov 11,Signaling by Kit protein-tyrosine kinase--the stem cell factor receptor.,1-13,"Signaling by stem cell factor and Kit, its receptor, plays important roles in gametogenesis, hematopoiesis, mast cell development and function, and melanogenesis. Moreover, human and mouse embryonic stem cells express Kit transcripts. Stem cell factor exists as both a soluble and a membrane-bound glycoprotein while Kit is a receptor protein-tyrosine kinase. The complete absence of stem cell factor or Kit is lethal. Deficiencies of either produce defects in red and white blood cell production, hypopigmentation, and sterility. Gain-of-function mutations of Kit are associated with several human neoplasms including acute myelogenous leukemia, gastrointestinal stromal tumors, and mastocytomas. Kit consists of an extracellular domain, a transmembrane segment, a juxtamembrane segment, and a protein kinase domain that contains an insert of about 80 amino acid residues. Binding of stem cell factor to Kit results in receptor dimerization and activation of protein kinase activity. The activated receptor becomes autophosphorylated at tyrosine residues that serve as docking sites for signal transduction molecules containing SH2 domains. The adaptor protein APS, Src family kinases, and Shp2 tyrosyl phosphatase bind to phosphotyrosine 568. Shp1 tyrosyl phosphatase and the adaptor protein Shc bind to phosphotyrosine 570. C-terminal Src kinase homologous kinase and the adaptor Shc bind to both phosphotyrosines 568 and 570. These residues occur in the juxtamembrane segment of Kit. Three residues in the kinase insert domain are phosphorylated and attract the adaptor protein Grb2 (Tyr703), phosphatidylinositol 3-kinase (Tyr721), and phospholipase Cgamma (Tyr730). Phosphotyrosine 900 in the distal kinase domain binds phosphatidylinositol 3-kinase which in turn binds the adaptor protein Crk. Phosphotyrosine 936, also in the distal kinase domain, binds the adaptor proteins APS, Grb2, and Grb7. Kit has the potential to participate in multiple signal transduction pathways as a result of interaction with several enzymes and adaptor proteins.","['Roskoski, Robert Jr']",['Roskoski R Jr'],"['Department of Biochemistry and Molecular Biology, Louisiana State University Health Sciences Center, 1100 Florida Avenue, New Orleans, LA 70119, USA. biocrr@lsuhsc.edu']",['eng'],"['Journal Article', 'Review']",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,IM,"['Adaptor Proteins, Signal Transducing/metabolism', 'Animals', 'Humans', 'Mice', 'Phosphatidylinositol 3-Kinases/metabolism', 'Phospholipase C gamma', 'Protein Tyrosine Phosphatases/metabolism', 'Protein-Tyrosine Kinases/metabolism', 'Proto-Oncogene Proteins/metabolism', 'Proto-Oncogene Proteins c-kit/chemistry/*metabolism', '*Signal Transduction', 'Type C Phospholipases/metabolism']",2005/09/01 09:00,2005/11/15 09:00,['2005/09/01 09:00'],"['2005/08/04 00:00 [received]', '2005/08/06 00:00 [accepted]', '2005/09/01 09:00 [pubmed]', '2005/11/15 09:00 [medline]', '2005/09/01 09:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 2005 Nov 11;337(1):1-13. doi: 10.1016/j.bbrc.2005.08.055.,,"['0 (Adaptor Proteins, Signal Transducing)', '0 (Proto-Oncogene Proteins)', 'EC 2.7.1.- (Phosphatidylinositol 3-Kinases)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (Proto-Oncogene Proteins c-kit)', 'EC 3.1.3.48 (Protein Tyrosine Phosphatases)', 'EC 3.1.4.- (Type C Phospholipases)', 'EC 3.1.4.3 (Phospholipase C gamma)']",60,"['S0006-291X(05)01759-6 [pii]', '10.1016/j.bbrc.2005.08.055 [doi]']",,,,,,,,,,,,,,,,
