PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,PMC,GR,MID,CIN,TT,CON,CI,CN,SI,EIN,OTO,OT,GN,OID,IR,FIR,RPI,PS,FPS,COIS
18083228,NLM,MEDLINE,20080805,20151119,0145-2126 (Print) 0145-2126 (Linking),32,7,2008 Jul,Response of primary plasma cell leukemia to the combination of bortezomib and dexamethasone: do specific cytogenetic and immunophenotypic characteristics influence treatment outcome?,1153-6,,Plasma cell leukemia (PCL) is a rare and aggressive form of plasma cell dyscrasias. Its special biological characteristics may play an important role in the poor outcome when treated with conventional therapy or even with stem cell transplantation. New treatment approaches based on the biology of this disease are mandatory. Here we present three cases of primary PCL with adverse cytogenetics (deletion 13q14 and translocation 4;14) and specific immunophenotypic features (CD27 antigen strong expression) in which excellent response and sustained remission was achieved with the combination of bortezomib and dexamethasone. The possible role of these biological characteristics is been analyzed.,"['Katodritou, Eirini', 'Verrou, Evgenia', 'Gastari, Vassiliki', 'Hadjiaggelidou, Christina', 'Terpos, Evangelos', 'Zervas, Konstantinos']","['Katodritou E', 'Verrou E', 'Gastari V', 'Hadjiaggelidou C', 'Terpos E', 'Zervas K']","['Theagenion Cancer Center, Thessaloniki, Greece. iikatodritou@otenet.gr']",['eng'],"['Case Reports', 'Journal Article']",20080220,England,Leuk Res,Leukemia research,7706787,"['0 (Antineoplastic Agents)', '0 (Boronic Acids)', '0 (Pyrazines)', '69G8BD63PP (Bortezomib)', '7S5I7G3JQL (Dexamethasone)']",IM,"['Adult', 'Aged', 'Antineoplastic Agents/administration & dosage/*therapeutic use', 'Boronic Acids/administration & dosage/*therapeutic use', 'Bortezomib', 'Dexamethasone/administration & dosage/*therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Immunophenotyping', 'Leukemia, Plasma Cell/*drug therapy/genetics/immunology', 'Male', 'Middle Aged', 'Pyrazines/administration & dosage/*therapeutic use', 'Remission Induction', 'Treatment Outcome']",2007/12/18 09:00,2008/08/06 09:00,['2007/12/18 09:00'],"['2007/09/05 00:00 [received]', '2007/11/06 00:00 [revised]', '2007/11/06 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/08/06 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0145-2126(07)00442-0 [pii]', '10.1016/j.leukres.2007.11.010 [doi]']",ppublish,Leuk Res. 2008 Jul;32(7):1153-6. doi: 10.1016/j.leukres.2007.11.010. Epub 2008 Feb 20.,,,,,,,,,,,,,,,,,,,,,
18082909,NLM,MEDLINE,20080402,20191210,0169-2607 (Print) 0169-2607 (Linking),89,1,2008 Jan,A rule-based computer scheme for centromere identification and polarity assignment of metaphase chromosomes.,33-42,,"Automatic centromere identification and polarity assignment are two key factors in the automatic karyotyping of human chromosomes. A multi-stage rule-based computer scheme has been investigated to automatically detect centomeres and determine polarities for both abnormal and normal metaphase chromosomes. The scheme first implements a modified thinning algorithm to identify the medial axis of a chromosome and extracts three feature profiles. Based on a set of pre-optimized classification rules, the scheme adaptively identifies the centromere and then assigns corresponding polarity. An image dataset of 2287 chromosomes acquired from 24 abnormal and 26 normal Giemsa metaphase cells is utilized to optimize and test the scheme. The overall accuracy is 91.4% for centromere identification and 97.4% for polarity assignment. The experimental results demonstrate that our scheme can be successfully applied to diverse chromosomes, which include those severely bent and abnormal chromosomes extracted from cancer cells.","['Wang, Xingwei', 'Zheng, Bin', 'Li, Shibo', 'Mulvihill, John J', 'Liu, Hong']","['Wang X', 'Zheng B', 'Li S', 'Mulvihill JJ', 'Liu H']","['Center for Bioengineering and School of Electrical and Computer Engineering, University of Oklahoma, 202 West Boyd Street, Room 219, Norman, OK 73019, USA.']",['eng'],"['Evaluation Study', 'Journal Article', 'Research Support, N.I.H., Extramural']",,Ireland,Comput Methods Programs Biomed,Computer methods and programs in biomedicine,8506513,,IM,"['*Algorithms', 'Centromere/*ultrastructure', 'Chromosomes, Human/*ultrastructure', 'Databases, Factual', 'Decision Trees', 'Diagnosis, Computer-Assisted', 'Humans', 'Karyotyping/*methods', 'Leukemia/diagnosis/genetics/pathology', 'Metaphase', 'Software']",2007/12/18 09:00,2008/04/03 09:00,['2007/12/18 09:00'],"['2007/03/29 00:00 [received]', '2007/10/31 00:00 [revised]', '2007/10/31 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/04/03 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0169-2607(07)00264-7 [pii]', '10.1016/j.cmpb.2007.10.013 [doi]']",ppublish,Comput Methods Programs Biomed. 2008 Jan;89(1):33-42. doi: 10.1016/j.cmpb.2007.10.013.,,,['CA115320/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,,,
18082756,NLM,MEDLINE,20080422,20121115,0021-9673 (Print) 0021-9673 (Linking),1178,1-2,2008 Jan 18,Preparative purification of anti-tumor derivatives of honokiol by high-speed counter-current chromatography.,160-5,,"In our program to synthesize a series of novel derivatives as potential analogs of honokiol for anti-tumor treatment, we have found that at least three of the derivatives of honokiol showed more potency to inhibit the proliferation of K562 leukemia cells and SPC-A1 adenocarcinoma cells. As a critical step to our further series synthesis of derivatives of honokiol, three derivatives of honokiol composed of two isomers and one compound with two formyl groups, which were hardly separated by common purification methods, needed to be rapidly separated and purified. The present work describes analytical and preparative high-speed counter-current chromatography (HSCCC) for the isolation and purification of these three C-formylation derivatives of honokiol, named 3'-formylhonokiol, 5-formylhonokiol and 3',5-diformylhonokiol, respectively. The solvent system for HSCCC separation was composed of hexane-ethyl acetate-methanol-water with the ratio of 1:0.4:1:0.4 (v/v). The one-step purification produced 157.8 mg, 121.6 mg and 21.2 mg of 3'-formylhonokiol, 5-formylhonokiol, 3',5-diformylhonokiol from crude sample of 400mg with purities of 98.6%, 99.2% and 99.6%, respectively, in an elution time of 2.5 h. The purities and structural identification were determined by HPLC, (1)H NMR, (13)C NMR and mass spectroscopy. Their anti-proliferation effects on K562, A549 and SPC-A1 cell lines were evaluated by MTT [3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide] assay.","['Luo, Youfu', 'Xu, Yongbin', 'Chen, Lijuan', 'Luo, Houding', 'Peng, Cheng', 'Fu, Jia', 'Chen, Hongjing', 'Peng, Aihua', 'Ye, Haoyu', 'Xie, DaChun', 'Fu, Afu', 'Shi, Jianyou', 'Yang, Shengyong', 'Wei, Yuquan']","['Luo Y', 'Xu Y', 'Chen L', 'Luo H', 'Peng C', 'Fu J', 'Chen H', 'Peng A', 'Ye H', 'Xie D', 'Fu A', 'Shi J', 'Yang S', 'Wei Y']","['State Key Laboratory of Biotherapy, West China Hospital, West China Medical School, Sichuan University, Chengdu 610041, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20071129,Netherlands,J Chromatogr A,Journal of chromatography. A,9318488,"['0 (Biphenyl Compounds)', '0 (Lignans)', '11513CCO0N (honokiol)']",IM,"['Biphenyl Compounds/analysis/chemistry/*isolation & purification', '*Chromatography, High Pressure Liquid', '*Countercurrent Distribution', 'Lignans/analysis/chemistry/*isolation & purification', 'Magnetic Resonance Spectroscopy', 'Mass Spectrometry']",2007/12/18 09:00,2008/04/23 09:00,['2007/12/18 09:00'],"['2007/09/26 00:00 [received]', '2007/11/20 00:00 [revised]', '2007/11/26 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/04/23 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0021-9673(07)02079-1 [pii]', '10.1016/j.chroma.2007.11.072 [doi]']",ppublish,J Chromatogr A. 2008 Jan 18;1178(1-2):160-5. doi: 10.1016/j.chroma.2007.11.072. Epub 2007 Nov 29.,,,,,,,,,,,,,,,,,,,,,
18082631,NLM,MEDLINE,20080505,20131121,0009-8981 (Print) 0009-8981 (Linking),389,1-2,2008 Mar,Undetectable phenytoin serum levels by an automated particle-enhanced turbidimetric inhibition immunoassay in a patient with monoclonal IgM lambda.,174-6,,"INTRODUCTION: Phenytoin is a drug used for the treatment of different types of seizures. Its variable pharmacokinetics, mainly a consequence of variable bioavailability, saturable protein binding and saturable hepatic metabolism, predisposes the drug to therapeutic drug monitoring. Several methods to analyze the drug in serum exist with immunoassays being the method of choice for routine measurements. Immunoassays are specific and sensitive, but cross-reactivity, possibly leading to erroneous serum levels, is a concern. We report a patient with falsely undetectable phenytoin serum levels. CASE REPORT: This 73-year old woman was treated with intravenous phenytoin due to epilepsia partialis continua in the context of a bilateral cerebrovascular insult. Anamnestically, a chronic lymphatic leukemia was known. In this patient, serum phenytoin levels became only detectable by the particle enhanced turbidimetric inhibition immunoassay used after precipitation of serum proteins. Protein electrophoresis revealed a monoclonal immunoglobulin, identified as IgMlambda. With other methods such as HPLC and fluorescence depolarization immunoassay, phenytoin was detectable. CONCLUSION: We propose interference between the monoclonal IgMlambda and/or other serum proteins and the particle-enhanced turbidimetric inhibition immunoassay, rendering phenytoin falsely undetectable in samples of this patient. In such patients, alternative methods such as HPLC should be used to prevent dosage errors.","['Brauchli, Yolanda B', 'Scholer, Andre', 'Schwietert, Martin', 'Krahenbuhl, Stephan']","['Brauchli YB', 'Scholer A', 'Schwietert M', 'Krahenbuhl S']","['Division of Clinical Pharmacology & Toxicology, University Hospital Basel, Switzerland.']",['eng'],"['Case Reports', 'Journal Article']",20071128,Netherlands,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,1302422,"['0 (Anticonvulsants)', '0 (Immunoglobulin M)', '6158TKW0C5 (Phenytoin)']",IM,"['Aged', 'Anticonvulsants/*blood/therapeutic use', '*Automation', 'Epilepsy/drug therapy', 'Female', 'Humans', 'Immunoassay/*methods', 'Immunoglobulin M/*blood', 'Paraproteinemias/*blood', 'Phenytoin/*blood/therapeutic use']",2007/12/18 09:00,2008/05/06 09:00,['2007/12/18 09:00'],"['2007/08/15 00:00 [received]', '2007/10/21 00:00 [revised]', '2007/11/20 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/05/06 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0009-8981(07)00566-9 [pii]', '10.1016/j.cca.2007.11.014 [doi]']",ppublish,Clin Chim Acta. 2008 Mar;389(1-2):174-6. doi: 10.1016/j.cca.2007.11.014. Epub 2007 Nov 28.,,,,,,,,,,,,,,,,,,,,,
18082628,NLM,MEDLINE,20080205,20131121,1090-2104 (Electronic) 0006-291X (Linking),366,3,2008 Feb 15,Expression of BCR-ABL1 oncogene relative to ABL1 gene changes overtime in chronic myeloid leukemia.,848-51,,"Using a quantitative single nucleotide polymorphism (SNP) assay we have investigated the changes in the expression of the BCR-ABL1 oncogene relative to the wild-type ABL1 and BCR alleles in cells from chronic myeloid leukemia (CML) patients not responding to therapy. The results show a progressive increase in the BCR-ABL1 oncogene expression at the expense of decreased expression of the ABL1 allele, not involved in the fusion. No relative changes in the expression of the two BCR alleles were found. These results demonstrate that allele-specific changes in gene expression, with selective, progressive silencing of the wild-type ABL1 allele in favor of the oncogenic BCR-ABL1 allele occur in CML patients with therapy-resistant disease.","['Gupta, Manu', 'Milani, Lili', 'Hermansson, Monica', 'Simonsson, Bengt', 'Markevarn, Berit', 'Syvanen, Ann Christine', 'Barbany, Gisela']","['Gupta M', 'Milani L', 'Hermansson M', 'Simonsson B', 'Markevarn B', 'Syvanen AC', 'Barbany G']","['Molecular Medicine, Department of Medical Sciences, Uppsala University, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20071217,United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (ABI1 protein, human)', '0 (Adaptor Proteins, Signal Transducing)', '0 (Cytoskeletal Proteins)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adaptor Proteins, Signal Transducing/*metabolism', 'Cytoskeletal Proteins/*metabolism', 'Fusion Proteins, bcr-abl/*metabolism', '*Gene Expression Regulation, Neoplastic', 'Genes, abl', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*metabolism', 'Tumor Cells, Cultured']",2007/12/18 09:00,2008/02/06 09:00,['2007/12/18 09:00'],"['2007/12/05 00:00 [received]', '2007/12/06 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/02/06 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0006-291X(07)02658-7 [pii]', '10.1016/j.bbrc.2007.12.029 [doi]']",ppublish,Biochem Biophys Res Commun. 2008 Feb 15;366(3):848-51. doi: 10.1016/j.bbrc.2007.12.029. Epub 2007 Dec 17.,,,,,,,,,,,,,,,,,,,,,
18082606,NLM,MEDLINE,20080205,20211027,1097-2765 (Print) 1097-2765 (Linking),28,5,2007 Dec 14,A positive role for NLI/Ldb1 in long-range beta-globin locus control region function.,810-22,,"Long-range interactions between distant regulatory elements, such as enhancers, and their target genes underlie the specificity of gene expression in many developmentally regulated gene families. NLI/Ldb1, a widely expressed nuclear factor, is a potential mediator of long-range interactions. Here, we show that NLI/Ldb1 and erythroid-binding partners GATA-1/SCL/LMO2 bind in vivo to the beta-globin locus control region (LCR). The C-terminal LIM interaction domain of NLI is required for formation of the complex on chromatin. Loss of the LIM domain converts NLI into a dominant-negative inhibitor of globin gene expression, and knockdown of NLI by using shRNA results in failure to activate beta-globin expression. Kinetic studies reveal that the NLI/GATA-1/SCL/LMO2 complex is detected at the beta-globin promoter coincident with RNA Pol II recruitment, beta-globin transcription, and chromatin loop formation during erythroid differentiation, providing evidence that NLI facilitates long-range gene activation.","['Song, Sang-Hyun', 'Hou, Chunhui', 'Dean, Ann']","['Song SH', 'Hou C', 'Dean A']","['Laboratory of Cellular and Developmental Biology, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD 20892, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Intramural']",,United States,Mol Cell,Molecular cell,9802571,"['0 (Adaptor Proteins, Signal Transducing)', '0 (Basic Helix-Loop-Helix Transcription Factors)', '0 (Chromatin)', '0 (DNA-Binding Proteins)', '0 (GATA1 Transcription Factor)', '0 (GATA1 protein, human)', '0 (LDB1 protein, human)', '0 (LIM Domain Proteins)', '0 (LMO2 protein, human)', '0 (Metalloproteins)', '0 (Proto-Oncogene Proteins)', '0 (RNA, Small Interfering)', '0 (T-Cell Acute Lymphocytic Leukemia Protein 1)', '0 (Transcription Factors)', '135471-20-4 (TAL1 protein, human)', '9004-22-2 (Globins)', 'EC 2.7.7.- (RNA Polymerase II)']",IM,"['Adaptor Proteins, Signal Transducing', 'Basic Helix-Loop-Helix Transcription Factors/genetics/metabolism', 'Cell Differentiation', 'Chromatin/metabolism', 'Chromatin Immunoprecipitation', 'DNA-Binding Proteins/antagonists & inhibitors/*genetics/metabolism', 'Erythroid Cells/metabolism', 'GATA1 Transcription Factor/genetics/metabolism', '*Gene Expression Regulation', 'Globins/*genetics/metabolism', 'Humans', 'Immunoblotting', 'Immunoprecipitation', 'Kinetics', 'LIM Domain Proteins', '*Locus Control Region', 'Metalloproteins/genetics/metabolism', 'Promoter Regions, Genetic', 'Proto-Oncogene Proteins/genetics/metabolism', 'RNA Polymerase II/metabolism', 'RNA, Small Interfering/pharmacology', 'Regulatory Sequences, Nucleic Acid', 'T-Cell Acute Lymphocytic Leukemia Protein 1', 'Transcription Factors', 'Transcription, Genetic', 'Transcriptional Activation', 'Tumor Cells, Cultured']",2007/12/18 09:00,2008/02/06 09:00,['2007/12/18 09:00'],"['2007/05/31 00:00 [received]', '2007/08/24 00:00 [revised]', '2007/09/26 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/02/06 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S1097-2765(07)00637-5 [pii]', '10.1016/j.molcel.2007.09.025 [doi]']",ppublish,Mol Cell. 2007 Dec 14;28(5):810-22. doi: 10.1016/j.molcel.2007.09.025.,,PMC2195932,['Z01 DK015508-19/ImNIH/Intramural NIH HHS/United States'],['NIHMS36186'],,,,,,,,,,,,,,,,,
18082395,NLM,MEDLINE,20080527,20080121,0959-8049 (Print) 0959-8049 (Linking),44,2,2008 Jan,Case-control study on childhood cancer in the vicinity of nuclear power plants in Germany 1980-2003.,275-84,,"The 1984 Windscale study raised concern about a possible association between living in the vicinity of nuclear power plants and childhood cancer. No such effect for all cancers was seen in ecological studies in Germany (1980-1995). Results from exploratory analyses led to a new study. Pre-selected areas around all 16 major nuclear power plants in Germany formed the study area. The design is a matched case-control study; cases are all cancers under five years diagnosed in 1980-2003: 1592 cases, and 4735 controls. Inverse distance of place of residence to the nearest nuclear power plant at the time of diagnosis was used as the independent variable in a conditional logistic regression model. Results show an increased risk for childhood cancer under five years when living near nuclear power plants in Germany. The inner 5-km zone shows an increased risk (odds ratio 1.47; lower one-sided 95% confidence limit 1.16). The effect was largely restricted to leukaemia. The results are compatible with the corresponding subgroups in the previous German ecological studies, with which this study shares most of the cases. They contrast with the lack of an effect observed or expected from other studies due to low doses from routine nuclear power plant operation.","['Spix, Claudia', 'Schmiedel, Sven', 'Kaatsch, Peter', 'Schulze-Rath, Renate', 'Blettner, Maria']","['Spix C', 'Schmiedel S', 'Kaatsch P', 'Schulze-Rath R', 'Blettner M']","['German Childhood Cancer Registry, Institute for Medical Biostatistics, Epidemiology and Informatics, University Mainz, 55101 Mainz, Germany. kinderkrebsregister@imbei.uni-mainz.de']",['eng'],"['Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",20071221,England,Eur J Cancer,"European journal of cancer (Oxford, England : 1990)",9005373,,IM,"['Case-Control Studies', 'Child, Preschool', 'Female', 'Germany/epidemiology', 'Humans', 'Infant', 'Male', 'Neoplasms, Radiation-Induced/*epidemiology', '*Power Plants', 'Residence Characteristics', 'Risk Factors']",2007/12/18 09:00,2008/05/28 09:00,['2007/12/18 09:00'],"['2007/07/31 00:00 [received]', '2007/10/11 00:00 [revised]', '2007/10/29 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/05/28 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0959-8049(07)00855-6 [pii]', '10.1016/j.ejca.2007.10.024 [doi]']",ppublish,Eur J Cancer. 2008 Jan;44(2):275-84. doi: 10.1016/j.ejca.2007.10.024. Epub 2007 Dec 21.,,,,,,,,,,,,,,,,,,,,,
18082267,NLM,MEDLINE,20080424,20080218,0161-5890 (Print) 0161-5890 (Linking),45,7,2008 Apr,The elucidation of KIR2DL4 gene polymorphism.,1900-6,,"The killer cell immunoglobulin-like receptors (KIRs) on NK cells recognize defined groups of HLA class I alleles. By this mechanism the NK cells fulfil a significant role in the first line of defense against infectious agents and cancer. For the treatment of leukaemia this NK cell allorecognition is of great importance. Still, an appropriate effect against the leukaemic cells requires sufficient expression of both KIR and HLA proteins. KIR gene polymorphism influence membrane expression of the KIR protein. We addressed KIR2DL4 gene polymorphism by a newly developed DNA and cDNA based direct sequencing based typing (SBT) and cloning approach. A panel of 44 individuals revealed a variety of KIR2DL4 alleles. Three new alleles have been identified, among those one allele showed alternatively spliced products. In conclusion, this approach is applicable for routine KIR2DL4 allele typing and enables the characterisation of new KIR2DL4 alleles.","['Schellekens, Jennifer', 'Tilanus, Marcel G J', 'Rozemuller, Erik H']","['Schellekens J', 'Tilanus MG', 'Rozemuller EH']","['Department of Pathology, University Medical Centre Utrecht, Utrecht, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20071221,England,Mol Immunol,Molecular immunology,7905289,"['0 (DNA, Complementary)', '0 (KIR2DL4 protein, human)', '0 (Receptors, KIR2DL4)']",IM,"['Alleles', 'Amino Acid Sequence', 'DNA, Complementary/genetics', 'Exons/genetics', 'Gene Frequency', 'Genome, Human/genetics', 'Humans', 'Molecular Sequence Data', '*Polymorphism, Genetic', 'Receptors, KIR2DL4/chemistry/*genetics', 'Sequence Analysis, DNA']",2007/12/18 09:00,2008/04/25 09:00,['2007/12/18 09:00'],"['2007/09/14 00:00 [received]', '2007/10/23 00:00 [revised]', '2007/10/24 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/04/25 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0161-5890(07)00839-5 [pii]', '10.1016/j.molimm.2007.10.038 [doi]']",ppublish,Mol Immunol. 2008 Apr;45(7):1900-6. doi: 10.1016/j.molimm.2007.10.038. Epub 2007 Dec 21.,,,,,,,,,,,,,,,,,,,,,
18082258,NLM,MEDLINE,20080805,20080421,0145-2126 (Print) 0145-2126 (Linking),32,7,2008 Jul,Are mouthwashes a reliable source of constitutional DNA in patients with leukemia?,1164-5,,,"['Zebisch, Armin', 'Sill, Heinz']","['Zebisch A', 'Sill H']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",20071221,England,Leuk Res,Leukemia research,7706787,"['0 (Mouthwashes)', '9007-49-2 (DNA)']",IM,"['DNA/*isolation & purification', 'Female', 'Humans', 'Leukemia/*genetics', 'Male', '*Mouthwashes']",2007/12/18 09:00,2008/08/06 09:00,['2007/12/18 09:00'],"['2007/10/27 00:00 [received]', '2007/10/27 00:00 [revised]', '2007/11/02 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/08/06 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0145-2126(07)00436-5 [pii]', '10.1016/j.leukres.2007.11.003 [doi]']",ppublish,Leuk Res. 2008 Jul;32(7):1164-5. doi: 10.1016/j.leukres.2007.11.003. Epub 2007 Dec 21.,,,,,,,,,,,,,,,,,,,,,
18082256,NLM,MEDLINE,20080522,20201209,0145-2126 (Print) 0145-2126 (Linking),32,6,2008 Jun,"Overexpression of stem cell associated ALDH1A1, a target of the leukemogenic transcription factor TLX1/HOX11, inhibits lymphopoiesis and promotes myelopoiesis in murine hematopoietic progenitors.",873-83,,"TLX1/HOX11 is an oncogenic transcription factor in human T-cell leukemia, however, the molecular basis for its transforming activity has remained elusive. The ALDH1A1 gene, whose product participates in retinoic acid synthesis, was previously identified as a TLX1-responsive gene. Here, we confirm regulation of ALDH1A1 transcription by TLX1 and show that ALDH1A1 can profoundly perturb murine hematopoiesis by promoting myeloid differentiation at the expense of lymphopoiesis. Together, these data demonstrate that ALDH1A1 plays a key role in normal hematopoiesis, and confirm ALDH1A1 as a TLX1 transcriptional target that may contribute to the ability of this homeoprotein to alter cell fate and induce tumor growth.","['Rice, Kim L', 'Izon, David J', 'Ford, Jette', 'Boodhoo, Alvin', 'Kees, Ursula R', 'Greene, Wayne K']","['Rice KL', 'Izon DJ', 'Ford J', 'Boodhoo A', 'Kees UR', 'Greene WK']","['School of Veterinary and Biomedical Sciences, Division of Health Sciences, Murdoch University, South Street, Murdoch, Perth WA 6150, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20071221,England,Leuk Res,Leukemia research,7706787,"['0 (DNA Primers)', '0 (Homeodomain Proteins)', '0 (Proto-Oncogene Proteins)', '0 (RNA, Messenger)', '143275-75-6 (TLX1 protein, human)', 'EC 1.2.1 (Aldehyde Dehydrogenase 1 Family)', 'EC 1.2.1.3 (Aldehyde Dehydrogenase)', 'EC 1.2.1.36 (ALDH1A1 protein, human)', 'EC 1.2.1.36 (Retinal Dehydrogenase)']",IM,"['Aldehyde Dehydrogenase/antagonists & inhibitors/*genetics/metabolism', 'Aldehyde Dehydrogenase 1 Family', 'Animals', 'Blotting, Northern', 'Bone Marrow/metabolism/pathology', 'Cell Differentiation', 'Cell Proliferation', 'Cells, Cultured', 'DNA Primers', 'Female', 'Flow Cytometry', 'Gene Expression Regulation', 'Hematopoietic Stem Cells/*metabolism/pathology', 'Homeodomain Proteins/*physiology', 'Humans', 'Leukemia, Erythroblastic, Acute/metabolism/*pathology', 'Leukemia-Lymphoma, Adult T-Cell/metabolism/*pathology', 'Lymphopoiesis/*physiology', 'Mice', 'Mice, Inbred C57BL', 'Myelopoiesis/*physiology', 'Promoter Regions, Genetic/genetics', 'Proto-Oncogene Proteins/*physiology', 'RNA, Messenger/genetics/metabolism', 'Retinal Dehydrogenase', 'Reverse Transcriptase Polymerase Chain Reaction', 'Spleen/cytology/metabolism']",2007/12/18 09:00,2008/05/23 09:00,['2007/12/18 09:00'],"['2007/08/02 00:00 [received]', '2007/11/01 00:00 [revised]', '2007/11/02 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/05/23 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S0145-2126(07)00433-X [pii]', '10.1016/j.leukres.2007.11.001 [doi]']",ppublish,Leuk Res. 2008 Jun;32(6):873-83. doi: 10.1016/j.leukres.2007.11.001. Epub 2007 Dec 21.,,,,,,,,,,,,,,,,,,,,,
18082152,NLM,MEDLINE,20080619,20201209,0006-3002 (Print) 0006-3002 (Linking),1779,1,2008 Jan,"Human CpG binding protein interacts with MLL1, MLL2 and hSet1 and regulates Hox gene expression.",66-73,,"Human encodes several histone H3-Lysine 4 (H3K4) specific methyl-transferases (HMTs) such as MLL1 (mixed lineage leukemia 1), MLL2, MLL3, hSet1 etc, that play critical roles in gene expression. These HMTs are present as distinct multi-protein complexes with several proteins in common. Herein, we have affinity purified and characterized human CpG binding protein (CGBP) and its interacting proteins from human cells. We demonstrated that CGBP is co-purified with three H3K4 specific HMTs MLL1, MLL2, and hSet1. We also performed independent immuno-precipitation of MLL1, MLL2 and hSet1 complexes from human cell and demonstrated that each of these complexes contains CGBP. In addition, CGBP is co-localized with MLL1, MLL2 and hSet1 in vivo and binds to the promoter of MLL target gene HoxA7. Antisense mediated knock down of CGBP diminished the recruitment of MLL1 and down regulated levels of H3K4 trimethylation in HoxA7 promoter affecting its expression. These results demonstrated that CGBP interacts with MLL1, MLL2 as well as hSet1 HMTs and plays critical roles in regulations of MLL target genes.","['Ansari, Khairul I', 'Mishra, Bibhu P', 'Mandal, Subhrangsu S']","['Ansari KI', 'Mishra BP', 'Mandal SS']","['Department of Chemistry and Biochemistry, The University of Texas at Arlington, Arlington, Texas 76019, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20071203,Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (CXXC1 protein, human)', '0 (DNA Primers)', '0 (DNA-Binding Proteins)', '0 (HOXA7 protein, human)', '0 (Homeodomain Proteins)', '0 (KMT2A protein, human)', '0 (KMT2D protein, human)', '0 (Multiprotein Complexes)', '0 (Neoplasm Proteins)', '0 (Trans-Activators)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",IM,"['Binding Sites/genetics', 'Cell Line', 'DNA Primers/genetics', 'DNA-Binding Proteins/antagonists & inhibitors/chemistry/genetics/*metabolism', 'Gene Expression Regulation', '*Genes, Homeobox', 'Histone-Lysine N-Methyltransferase/chemistry/*metabolism', 'Homeodomain Proteins/genetics', 'Humans', 'Multiprotein Complexes', 'Myeloid-Lymphoid Leukemia Protein/chemistry/*metabolism', 'Neoplasm Proteins/chemistry/*metabolism', 'Promoter Regions, Genetic', 'Trans-Activators']",2007/12/18 09:00,2008/06/20 09:00,['2007/12/18 09:00'],"['2007/04/10 00:00 [received]', '2007/10/05 00:00 [revised]', '2007/11/09 00:00 [accepted]', '2007/12/18 09:00 [pubmed]', '2008/06/20 09:00 [medline]', '2007/12/18 09:00 [entrez]']","['S1874-9399(07)00187-3 [pii]', '10.1016/j.bbagrm.2007.11.006 [doi]']",ppublish,Biochim Biophys Acta. 2008 Jan;1779(1):66-73. doi: 10.1016/j.bbagrm.2007.11.006. Epub 2007 Dec 3.,,,,,,,,,,,,,,,,,,,,,
