PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,LID,PMC,CN,IR,FIR,CI,GR,MID,CIN,EIN,CON,RIN,SI,OTO,OT,OID
18331821,NLM,MEDLINE,20080731,20181201,0006-3002 (Print) 0006-3002 (Linking),1778,5,2008 May,Membrane processes and biophysical characterization of living cells decorated with chromatic polydiacetylene vesicles.,1335-43,"The structural complexity of the cell membrane makes analysis of membrane processes in living cells, as compared to model membrane systems, highly challenging. Living cells decorated with surface-attached colorimetric/fluorescent polydiacetylene patches might constitute an effective platform for analysis and visualization of membrane processes in situ. This work examines the biological and chemical consequences of plasma membrane labeling of promyelocytic leukemia cells with polydiacetylene. We show that the extent of fusion between incubated lipid/diacetylene vesicles and the plasma membrane is closely dependent upon the lipid composition of both vesicles and cell membrane. In particular, we find that cholesterol presence increased bilayer fusion between the chromatic vesicles and the plasma membrane, suggesting that membrane organization plays a significant role in the fusion process. Spectroscopic data and physiological assays show that decorating the cell membrane with the lipid/diacetylene patches reduces the overall lateral diffusion within the membrane bilayer, however polydiacetylene labeling does not adversely affect important cellular metabolic pathways. Overall, the experimental data indicate that the viability and physiological integrity of the surface-engineered cells are retained, making possible utilization of the platform for studying membrane processes in living cells. We demonstrate the use of the polydiacetylene-labeled cells for visualizing and discriminating among different membrane interaction mechanisms of pharmaceutical compounds.","['Groysman, Natalie', 'Orynbayeva, Zulfiya', 'Katz, Marina', 'Kolusheva, Sofiya', 'Khanin, Marina', 'Danilenko, Michael', 'Jelinek, Raz']","['Groysman N', 'Orynbayeva Z', 'Katz M', 'Kolusheva S', 'Khanin M', 'Danilenko M', 'Jelinek R']","['The Ilse Katz Institute of Nanotechnology and Department of Chemistry, Ben Gurion University of the Negev, Beer Sheva 84105, Israel.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20080219,Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Polyacetylene Polymer)', '0 (Polymers)', '25067-58-7 (Polyynes)', '27987-87-7 (polydiacetylene)']",IM,"['Biophysical Phenomena', 'Biophysics', 'Fluorescence Polarization', 'HL-60 Cells', 'Humans', 'Membrane Potentials', 'Polyacetylene Polymer', 'Polymers/*chemistry', 'Polyynes/*chemistry']",2008/03/12 09:00,2008/08/01 09:00,['2008/03/12 09:00'],"['2007/11/26 00:00 [received]', '2008/01/13 00:00 [revised]', '2008/01/30 00:00 [accepted]', '2008/03/12 09:00 [pubmed]', '2008/08/01 09:00 [medline]', '2008/03/12 09:00 [entrez]']","['S0005-2736(08)00055-2 [pii]', '10.1016/j.bbamem.2008.01.028 [doi]']",ppublish,Biochim Biophys Acta. 2008 May;1778(5):1335-43. doi: 10.1016/j.bbamem.2008.01.028. Epub 2008 Feb 19.,,,10.1016/j.bbamem.2008.01.028 [doi],,,,,,,,,,,,,,,
18331600,NLM,MEDLINE,20080729,20131121,1600-0609 (Electronic) 0902-4441 (Linking),81,1,2008 Jul,A case of coexistence between JAK2V617F and BCR /ABL.,75-6,,"['Pardini, Simonetta', 'Fozza, Claudio', 'Contini, Salvatore', 'Rimini, Elena', 'Ottaviani, Emanuela', 'Amabile, Marilina', 'Rosti, Gianantonio', 'Longinotti, Maurizio']","['Pardini S', 'Fozza C', 'Contini S', 'Rimini E', 'Ottaviani E', 'Amabile M', 'Rosti G', 'Longinotti M']",,['eng'],"['Case Reports', 'Letter']",20080310,England,Eur J Haematol,European journal of haematology,8703985,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)', 'EC 2.7.10.2 (JAK2 protein, human)', 'EC 2.7.10.2 (Janus Kinase 2)']",IM,"['Aged', 'Blood Cells', 'Bone Marrow', '*Fusion Proteins, bcr-abl', 'Humans', '*Janus Kinase 2', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/*genetics/pathology', 'Male', 'Polymerase Chain Reaction', 'Primary Myelofibrosis']",2008/03/12 09:00,2008/07/30 09:00,['2008/03/12 09:00'],"['2008/03/12 09:00 [pubmed]', '2008/07/30 09:00 [medline]', '2008/03/12 09:00 [entrez]']","['EJH1063 [pii]', '10.1111/j.1600-0609.2008.01063.x [doi]']",ppublish,Eur J Haematol. 2008 Jul;81(1):75-6. doi: 10.1111/j.1600-0609.2008.01063.x. Epub 2008 Mar 10.,,,10.1111/j.1600-0609.2008.01063.x [doi],,,,,,,,,,,,,,,
18331594,NLM,MEDLINE,20080806,20080513,1600-0609 (Electronic) 0902-4441 (Linking),80,6,2008 Jun,Prolymphocytic leukaemia of B- and T-cell subtype: a state-of-the-art paper.,469-76,"Prolymphocytic leukaemias of B and T cell subtype are rare diseases. Despite recent advances in immunophenotyping and molecular cytogenetics, leading to a better understanding of the underlying cell biology of the prolymphocytic leukaemias, prognosis for these patients remains poor. Purine analogues and monoclonal antibodies have shown efficacy in B-cell prolymphocytic leukaemia although further studies are warranted. Monoclonal antibody therapy with alemtuzumab has significantly improved outcome in T-cell prolymphocytic leukaemia (T-PLL) but responses are still transient and further disease progression is inevitable. While allogeneic stem cell transplant is an attractive option, due to the older age group of T-PLL patients the morbidity and mortality associated with the procedure is significant.","['Dungarwalla, M', 'Matutes, E', 'Dearden, C E']","['Dungarwalla M', 'Matutes E', 'Dearden CE']","['Haemato-oncology Unit, The Royal Marsden Hospital, London, UK.']",['eng'],"['Journal Article', 'Review']",20080310,England,Eur J Haematol,European journal of haematology,8703985,"['0 (Antibodies, Monoclonal)']",IM,"['Antibodies, Monoclonal/therapeutic use', 'B-Lymphocytes/*immunology', 'Disease Progression', 'Humans', 'Leukemia, Lymphoid/diagnosis/drug therapy/*immunology/pathology', 'T-Lymphocytes/*immunology']",2008/03/12 09:00,2008/08/07 09:00,['2008/03/12 09:00'],"['2008/03/12 09:00 [pubmed]', '2008/08/07 09:00 [medline]', '2008/03/12 09:00 [entrez]']","['EJH1069 [pii]', '10.1111/j.1600-0609.2008.01069.x [doi]']",ppublish,Eur J Haematol. 2008 Jun;80(6):469-76. doi: 10.1111/j.1600-0609.2008.01069.x. Epub 2008 Mar 10.,49,,10.1111/j.1600-0609.2008.01069.x [doi],,,,,,,,,,,,,,,
18331465,NLM,MEDLINE,20080909,20211020,1462-5822 (Electronic) 1462-5814 (Linking),10,7,2008 Jul,Probiotic Lactobacillus reuteri promotes TNF-induced apoptosis in human myeloid leukemia-derived cells by modulation of NF-kappaB and MAPK signalling.,1442-52,"The molecular mechanisms of pro-apoptotic effects of human-derived Lactobacillus reuteri ATCC PTA 6475 were investigated in this study. L. reuteri secretes factors that potentiate apoptosis in myeloid leukemia-derived cells induced by tumour necrosis factor (TNF), as indicated by intracellular esterase activity, terminal deoxynucleotidyl transferase-mediated deoxyuridine triphosphate nick end-labelling assays and poly (ADP-ribose) polymerase cleavage. L. reuteri downregulated nuclear factor-kappaB (NF-kappaB)-dependent gene products that mediate cell proliferation (Cox-2, cyclin D1) and cell survival (Bcl-2, Bcl-xL). L. reuteri suppressed TNF-induced NF-kappaB activation, including NF-kappaB-dependent reporter gene expression in a dose-and time-dependent manner. L. reuteri stabilized degradation of IkappaBalpha and inhibited nuclear translocation of p65 (RelA). Although phosphorylation of IkappaBalpha was not affected, subsequent polyubiquitination necessary for regulated IkappaBalpha degradation was abrogated by L. reuteri. In addition, L. reuteri promoted apoptosis by enhancing mitogen-activated protein kinase (MAPK) activities including c-Jun N-terminal kinase and p38 MAPK. In contrast, L. reuteri suppressed extracellular signal-regulated kinases 1/2 in TNF-activated myeloid cells. L. reuteri may regulate cell proliferation by promoting apoptosis of activated immune cells via inhibition of IkappaBalpha ubiquitination and enhancing pro-apoptotic MAPK signalling. An improved understanding of L. reuteri-mediated effects on apoptotic signalling pathways may facilitate development of future probiotics-based regimens for prevention of colorectal cancer and inflammatory bowel disease.","['Iyer, Chandra', 'Kosters, Astrid', 'Sethi, Gautam', 'Kunnumakkara, Ajaikumar B', 'Aggarwal, Bharat B', 'Versalovic, James']","['Iyer C', 'Kosters A', 'Sethi G', 'Kunnumakkara AB', 'Aggarwal BB', 'Versalovic J']","['Departments of Pathology, Baylor College of Medicine, Houston, TX, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",20080307,England,Cell Microbiol,Cellular microbiology,100883691,"['0 (I-kappa B Proteins)', '0 (NF-kappa B)', '0 (NFKBIA protein, human)', '0 (Tumor Necrosis Factors)', '0 (Ubiquitin)', '139874-52-5 (NF-KappaB Inhibitor alpha)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinases)']",IM,"['Animals', 'Apoptosis/*physiology', 'Cell Line, Tumor', 'Cell Proliferation', 'Humans', 'I-kappa B Proteins/metabolism', 'Lactobacillus reuteri/*metabolism', 'Leukemia, Myeloid', 'Mitogen-Activated Protein Kinases/genetics/*metabolism', 'NF-KappaB Inhibitor alpha', 'NF-kappa B/*metabolism', 'Signal Transduction/*physiology', 'Tumor Necrosis Factors/*metabolism', 'Ubiquitin/metabolism']",2008/03/12 09:00,2008/09/10 09:00,['2008/03/12 09:00'],"['2008/03/12 09:00 [pubmed]', '2008/09/10 09:00 [medline]', '2008/03/12 09:00 [entrez]']","['CMI1137 [pii]', '10.1111/j.1462-5822.2008.01137.x [doi]']",ppublish,Cell Microbiol. 2008 Jul;10(7):1442-52. doi: 10.1111/j.1462-5822.2008.01137.x. Epub 2008 Mar 7.,,,10.1111/j.1462-5822.2008.01137.x [doi],,,,,,"['R01 DK065075/DK/NIDDK NIH HHS/United States', 'R21 AT003482/AT/NCCIH NIH HHS/United States']",,,,,,,,,
18331365,NLM,MEDLINE,20080801,20151119,1365-2141 (Electronic) 0007-1048 (Linking),141,5,2008 May,Pleural effusions in patients with chronic myeloid leukaemia treated with dasatinib may have an immune-mediated pathogenesis.,745-7,,"['de Lavallade, Hugues', 'Punnialingam, Sinthiya', 'Milojkovic, Dragana', 'Bua, Marco', 'Khorashad, Jamshid S', 'Gabriel, Ian H', 'Chaidos, Aristeidis', 'Olavarria, Eduardo', 'Goldman, John M', 'Apperley, Jane F', 'Marin, David']","['de Lavallade H', 'Punnialingam S', 'Milojkovic D', 'Bua M', 'Khorashad JS', 'Gabriel IH', 'Chaidos A', 'Olavarria E', 'Goldman JM', 'Apperley JF', 'Marin D']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",20080307,England,Br J Haematol,British journal of haematology,0372544,"['0 (Antineoplastic Agents)', '0 (Pyrimidines)', '0 (Thiazoles)', 'RBZ1571X5H (Dasatinib)']",IM,"['Adult', 'Aged', 'Antineoplastic Agents/*adverse effects', 'Autoimmune Diseases/chemically induced', 'Dasatinib', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Middle Aged', 'Pleural Effusion, Malignant/*chemically induced', 'Pyrimidines/*adverse effects', 'Retrospective Studies', 'Thiazoles/*adverse effects']",2008/03/12 09:00,2008/08/02 09:00,['2008/03/12 09:00'],"['2008/03/12 09:00 [pubmed]', '2008/08/02 09:00 [medline]', '2008/03/12 09:00 [entrez]']","['BJH7108 [pii]', '10.1111/j.1365-2141.2008.07108.x [doi]']",ppublish,Br J Haematol. 2008 May;141(5):745-7. doi: 10.1111/j.1365-2141.2008.07108.x. Epub 2008 Mar 7.,,,10.1111/j.1365-2141.2008.07108.x [doi],,,,,,,,,,,,,,,
18331316,NLM,MEDLINE,20090127,20081121,1468-3083 (Electronic) 0926-9959 (Linking),22,11,2008 Nov,"An infant with juvenile xanthogranuloma, multiple cafe-au-lait macules, acute myeloid leukaemia: an incomplete, rare form of triple association?",1378-9,,"['Hsiao, P-F', 'Liu, H-C', 'Wu, Y-H']","['Hsiao PF', 'Liu HC', 'Wu YH']",,['eng'],"['Case Reports', 'Letter']",20080307,England,J Eur Acad Dermatol Venereol,Journal of the European Academy of Dermatology and Venereology : JEADV,9216037,,IM,"['Cafe-au-Lait Spots/*complications', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Xanthogranuloma, Juvenile/*complications']",2008/03/12 09:00,2009/01/28 09:00,['2008/03/12 09:00'],"['2008/03/12 09:00 [pubmed]', '2009/01/28 09:00 [medline]', '2008/03/12 09:00 [entrez]']","['JDV2650 [pii]', '10.1111/j.1468-3083.2008.02650.x [doi]']",ppublish,J Eur Acad Dermatol Venereol. 2008 Nov;22(11):1378-9. doi: 10.1111/j.1468-3083.2008.02650.x. Epub 2008 Mar 7.,,,10.1111/j.1468-3083.2008.02650.x [doi],,,,,,,,,,,,,,,
18331198,NLM,MEDLINE,20080917,20080325,1066-5277 (Print) 1066-5277 (Linking),15,3,2008 Apr,Pathway analysis of microarray data via regression.,269-77,"Pathway analysis of microarray data evaluates gene expression profiles of a priori defined biological pathways in association with a phenotype of interest. We propose a unified pathway-analysis method that can be used for diverse phenotypes including binary, multiclass, continuous, count, rate, and censored survival phenotypes. The proposed method also allows covariate adjustments and correlation in the phenotype variable that is encountered in longitudinal, cluster-sampled, and paired designs. These are accomplished by combining the regression-based test statistic for each individual gene in a pathway of interest into a pathway-level test statistic. Applications of the proposed method are illustrated with two real pathway-analysis examples: one evaluating relapse-associated gene expression involving a matched-pair binary phenotype in children with acute lymphoblastic leukemia; and the other investigating gene expression in breast cancer tissues in relation to patients' survival (a censored survival phenotype). Implementations for various phenotypes are available in R. Additionally, an Excel Add-in for a user-friendly interface is currently being developed.","['Adewale, A J', 'Dinu, I', 'Potter, J D', 'Liu, Q', 'Yasui, Y']","['Adewale AJ', 'Dinu I', 'Potter JD', 'Liu Q', 'Yasui Y']","['Merck & Co., Inc., 351 N. Sumneytown Pike, UGIC-36 North Wales, Pennsylvania 19454, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Comput Biol,Journal of computational biology : a journal of computational molecular cell biology,9433358,,IM,"['Breast Neoplasms/genetics', 'Child', 'Demography', 'Female', 'Humans', 'Oligonucleotide Array Sequence Analysis/*methods', 'Phenotype', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics', 'Proportional Hazards Models', 'Recurrence', 'Survival Analysis', 'Treatment Outcome']",2008/03/12 09:00,2008/09/18 09:00,['2008/03/12 09:00'],"['2008/03/12 09:00 [pubmed]', '2008/09/18 09:00 [medline]', '2008/03/12 09:00 [entrez]']",['10.1089/cmb.2008.0002 [doi]'],ppublish,J Comput Biol. 2008 Apr;15(3):269-77. doi: 10.1089/cmb.2008.0002.,,,10.1089/cmb.2008.0002 [doi],,,,,,,,,,,,,,,
18330721,NLM,MEDLINE,20081006,20211020,1355-8145 (Print) 1355-8145 (Linking),13,3,2008 Sep,Caspases activation in hyperthermia-induced stimulation of TRAIL apoptosis.,313-26,"In leukemia cells, hyperthermia enhances tumor necrosis factor-related apoptosis-inducing ligand (TRAIL)-induced apoptosis. The phenomenon is caspase-dependent and results in membrane changes leading to an increased recognition of TRAIL death receptors by TRAIL. Because either caspase-2 or an apical proteolytic event has been recently proposed to act as an initiator of the cell death mechanism induced by heat shock, we have investigated the hierarchy of caspase activation in cells exposed to the combined heat shock plus TRAIL treatment. We report here that caspases-2, -3, and -8 were the first caspases to be activated. As expected, caspase-8 is required and indispensable during the initiation of this death signaling. Caspase-2 may also participate in the phenomenon but, in contrast to caspase-8, its presence appears dispensable because its depletion by small interfering RNA is devoid of effects. Our observations also suggest a role of caspase-3 and of a particular cleaved form of this caspase during the early signals of heat shock plus TRAIL-induced apoptosis.","['Moulin, Maryline', 'Arrigo, Andre-Patrick']","['Moulin M', 'Arrigo AP']","['Laboratoire Stress, Chaperons et Mort Cellulaire, CNRS UMR 5534, Centre de Genetique Moleculaire et Cellulaire, Universite Claude Bernard Lyon-1, 16 rue Dubois, Villeurbanne Cedex, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20080311,Netherlands,Cell Stress Chaperones,Cell stress & chaperones,9610925,"['0 (Caspase Inhibitors)', '0 (RNA, Small Interfering)', '0 (TNF-Related Apoptosis-Inducing Ligand)', 'EC 3.4.22.- (Caspases)']",IM,"['Apoptosis/*physiology', 'Caspase Inhibitors', 'Caspases/genetics/*metabolism', 'Enzyme Activation', '*Fever', 'Humans', 'Jurkat Cells', 'RNA, Small Interfering/genetics/metabolism', 'TNF-Related Apoptosis-Inducing Ligand/genetics/*metabolism']",2008/03/12 09:00,2008/10/07 09:00,['2008/03/12 09:00'],"['2007/12/18 00:00 [received]', '2008/02/01 00:00 [accepted]', '2008/01/30 00:00 [revised]', '2008/03/12 09:00 [pubmed]', '2008/10/07 09:00 [medline]', '2008/03/12 09:00 [entrez]']",['10.1007/s12192-008-0027-3 [doi]'],ppublish,Cell Stress Chaperones. 2008 Sep;13(3):313-26. doi: 10.1007/s12192-008-0027-3. Epub 2008 Mar 11.,,,10.1007/s12192-008-0027-3 [doi],PMC2673937,,,,,,,,,,,,,,
18329931,NLM,MEDLINE,20080806,20161020,1528-3933 (Electronic) 1091-8531 (Linking),12,2,2008 Apr,Sequential leukemic infiltration and human herpesvirus optic neuropathy in acute lymphoblastic leukemia.,200-2,Leukemic infiltration is a common cause of optic disk swelling in a patient with acute lymphoblastic leukemia (ALL). Recurrence of optic disk swelling in a patient with previous leukemic infiltration carries a grave prognosis when it is associated with recurrent central nervous system disease. We report a case of recurrent swelling of an optic disk in a patient with T-cell ALL who had previously been treated for CNS relapse with optic nerve involvement. In this case the swelling was associated with cytomegalovirus infection and resolved following treatment with antiviral therapy.,"['Bhatt, Uday Kumar', 'Gregory, Maria Elena', 'Madi, Mabrouk S', 'Fraser, Maria', 'Woodruff, Geoffery H A']","['Bhatt UK', 'Gregory ME', 'Madi MS', 'Fraser M', 'Woodruff GH']","['Leicester Royal Infirmary, Leicester, United Kingdom. uday.bhatt@gmail.com']",['eng'],"['Case Reports', 'Journal Article']",20080310,United States,J AAPOS,Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus,9710011,,IM,"['Adolescent', 'Functional Laterality', 'Herpesviridae Infections/*pathology', 'Humans', 'Leukemic Infiltration/*pathology', 'Male', 'Optic Nerve/*virology', 'Optic Nerve Diseases/*virology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*pathology', 'Visual Acuity']",2008/03/11 09:00,2008/08/07 09:00,['2008/03/11 09:00'],"['2007/04/23 00:00 [received]', '2007/10/28 00:00 [revised]', '2007/10/31 00:00 [accepted]', '2008/03/11 09:00 [pubmed]', '2008/08/07 09:00 [medline]', '2008/03/11 09:00 [entrez]']","['S1091-8531(07)00547-2 [pii]', '10.1016/j.jaapos.2007.10.015 [doi]']",ppublish,J AAPOS. 2008 Apr;12(2):200-2. doi: 10.1016/j.jaapos.2007.10.015. Epub 2008 Mar 10.,,,10.1016/j.jaapos.2007.10.015 [doi],,,,,,,,,,,,,,,
18329914,NLM,MEDLINE,20080630,20181201,1528-395X (Electronic) 1079-2104 (Linking),105,6,2008 Jun,Antibacterial potential of saliva in children with leukemia.,739-44,"OBJECTIVES: The objectives of this study were to evaluate the local oral defense mechanisms during the course of leukemia, and to define the correlation between the activity of salivary antibacterial factors and the oral clinical findings. STUDY DESIGN: A total of 44 children with newly diagnosed acute leukemia participated in the study. The control group consisted of 23 healthy children. The examination took place at the time of the diagnosis, and during and at the end of the chemotherapy treatment course. During the collection of resting mixed saliva samples the salivary flow rate was measured. In the saliva's supernatant the following parameters were determined: total protein, peroxidase, myeloperoxidase, lysozyme, lactoferrin, and secretory immunoglobulin A. RESULTS: The introduction of chemotherapy caused a slight decrease of salivary secretion rate (P < .05), as well as the decrease of S-IgA concentration (P < .01), which remained at the same level after the end of chemotherapy (P < .001). Patients with aplasia had decreased levels of peroxidase (P = .014) and myeloperoxidase (P = .013). Patients with oral mucositis presented with lower myeloperoxidase (P = .026) and peroxidase (P = .003) activity levels as well as the drop of S-IgA (P = .000) concentration compared with subjects with no mucositis. CONCLUSIONS: Antileukemic treatment contributes to the compromise of salivary defense mechanisms, therefore it is reasonable to support pharmacologically the saliva's antibacterial potential of leukemic patients to impede the development of local infection.","['Karolewska, Ewa', 'Konopka, Tomasz', 'Pupek, Malgorzata', 'Chybicka, Alicja', 'Mendak, Magdalena']","['Karolewska E', 'Konopka T', 'Pupek M', 'Chybicka A', 'Mendak M']","['Department of Oral Pathology, Wroclaw Medical University, Wroclaw, Poland. ewkaem@wp.pl']",['eng'],['Journal Article'],20080310,United States,Oral Surg Oral Med Oral Pathol Oral Radiol Endod,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",9508562,"['0 (Anti-Infective Agents)', '0 (Antineoplastic Agents)', '0 (Antioxidants)', '0 (Immunoglobulin A, Secretory)', '0 (Salivary Proteins and Peptides)', 'EC 1.11.1.7 (Peroxidase)', 'EC 3.2.1.17 (Muramidase)', 'EC 3.4.21.- (Lactoferrin)']",IM,"['Adolescent', 'Anti-Infective Agents/therapeutic use', 'Antineoplastic Agents/*adverse effects', 'Antioxidants/therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immunoglobulin A, Secretory/immunology', 'Lactoferrin/immunology', 'Leukemia/*complications/immunology', 'Male', 'Mucositis/etiology/prevention & control', 'Muramidase/immunology', 'Opportunistic Infections/etiology/*prevention & control', 'Peroxidase/immunology', 'Saliva/*immunology/metabolism', 'Salivary Proteins and Peptides/analysis/*immunology', 'Secretory Rate/drug effects', 'Stomatitis/etiology/*prevention & control']",2008/03/11 09:00,2008/07/01 09:00,['2008/03/11 09:00'],"['2006/12/20 00:00 [received]', '2007/09/28 00:00 [revised]', '2007/10/15 00:00 [accepted]', '2008/03/11 09:00 [pubmed]', '2008/07/01 09:00 [medline]', '2008/03/11 09:00 [entrez]']","['S1079-2104(07)00830-X [pii]', '10.1016/j.tripleo.2007.10.010 [doi]']",ppublish,Oral Surg Oral Med Oral Pathol Oral Radiol Endod. 2008 Jun;105(6):739-44. doi: 10.1016/j.tripleo.2007.10.010. Epub 2008 Mar 10.,,,10.1016/j.tripleo.2007.10.010 [doi],,,,,,,,,,,,,,,
18329873,NLM,MEDLINE,20080715,20080415,0959-8049 (Print) 0959-8049 (Linking),44,6,2008 Apr,Risk of second malignant neoplasms after childhood central nervous system malignant tumours: an international study.,830-9,"PURPOSE: The aim of this study was to assess the risk of second malignant neoplasms (SMNs) other than central nervous system (CNS) neoplasms after childhood CNS cancer in an international multicentre study. METHODS: Individual data on cases of CNS cancer in children (0-14 years) and on subsequent SMNs were obtained from 13 population-based cancer registries contributing data for different time periods in 1943-2000. Standardised incidence ratios (SIRs) with 95% confidence intervals (CI), absolute excess risk and cumulative incidence of SMNs were computed. RESULTS: We observed 43 SMNs in 8431 CNS cancer survivors. The SIR was 10.6 (4.85-20.1) for thyroid cancer (nine cases), 2.75 (1.01-5.99) for leukaemia (six cases) and 2.47 (0.90-5.37) for lymphoma (six cases). The SIRs were highest in the first 10 years after CNS cancer diagnosis. The cumulative incidence of non-CNS SMNs was 3.30% (0.95-5.65%) within 45 years after a CNS cancer diagnosis. Within 15 years, the cumulative incidence was highest for cases diagnosed after 1980 (0.56%, 95% CI: 0.29-0.82%). CONCLUSION: This population-based study indicates that about one every 180 survivors of a childhood CNS cancer will develop a non-CNS SMN within the following 15 years. The excess is higher after glioma and embryonal malignant tumour than after another CNS tumour.","['Maule, M', 'Scelo, G', 'Pastore, G', 'Brennan, P', 'Hemminki, K', 'Pukkala, E', 'Weiderpass, E', 'Olsen, J H', 'Tracey, E', 'McBride, M L', 'Brewster, D H', 'Pompe-Kirn, V', 'Tonita, J M', 'Kliewer, E V', 'Chia, K S', 'Jonasson, J G', 'Martos, C', 'Magnani, C', 'Boffetta, P']","['Maule M', 'Scelo G', 'Pastore G', 'Brennan P', 'Hemminki K', 'Pukkala E', 'Weiderpass E', 'Olsen JH', 'Tracey E', 'McBride ML', 'Brewster DH', 'Pompe-Kirn V', 'Tonita JM', 'Kliewer EV', 'Chia KS', 'Jonasson JG', 'Martos C', 'Magnani C', 'Boffetta P']","['Childhood Cancer Registry of Piedmont, Cancer Epidemiology Unit, CPO Piemonte, CeRMS, University of Turin, Turin, Italy. milena.maule@cpo.it']",['eng'],"['Journal Article', 'Multicenter Study', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",20080310,England,Eur J Cancer,"European journal of cancer (Oxford, England : 1990)",9005373,,IM,"['Adolescent', 'Adult', 'Aged', 'Central Nervous System Neoplasms/*epidemiology', 'Child', 'Child, Preschool', 'Epidemiologic Methods', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Middle Aged', 'Neoplasms, Second Primary/*epidemiology', 'Risk']",2008/03/11 09:00,2008/07/17 09:00,['2008/03/11 09:00'],"['2008/01/11 00:00 [received]', '2008/02/08 00:00 [revised]', '2008/02/12 00:00 [accepted]', '2008/03/11 09:00 [pubmed]', '2008/07/17 09:00 [medline]', '2008/03/11 09:00 [entrez]']","['S0959-8049(08)00122-6 [pii]', '10.1016/j.ejca.2008.02.012 [doi]']",ppublish,Eur J Cancer. 2008 Apr;44(6):830-9. doi: 10.1016/j.ejca.2008.02.012. Epub 2008 Mar 10.,,,10.1016/j.ejca.2008.02.012 [doi],,,,,,['R03 CA101442-02/CA/NCI NIH HHS/United States'],,,,,,,,,
18328955,NLM,MEDLINE,20080422,20151119,0165-4608 (Print) 0165-4608 (Linking),182,1,2008 Apr 1,Additional rearrangements affecting the derivative chromosome 9 involved in the standard Philadelphia translocation after imatinib therapy in a patient with chronic myeloid leukemia.,63-4,,"['Wang, Huan-Ping', 'Chen, Zhi-Mei', 'Lou, Ji-Yu', 'Xu, Huan', 'Yu, Yun-Biao', 'Jin, Jie']","['Wang HP', 'Chen ZM', 'Lou JY', 'Xu H', 'Yu YB', 'Jin J']",,['eng'],"['Case Reports', 'Letter']",,United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Adult', 'Benzamides', 'Chromosome Aberrations', '*Chromosomes, Human, Pair 21', '*Chromosomes, Human, Pair 9', 'Humans', 'Imatinib Mesylate', 'In Situ Hybridization, Fluorescence', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/*genetics', 'Male', 'Piperazines/*therapeutic use', 'Pyrimidines/*therapeutic use', '*Translocation, Genetic']",2008/03/11 09:00,2008/04/23 09:00,['2008/03/11 09:00'],"['2007/06/15 00:00 [received]', '2007/12/18 00:00 [revised]', '2007/12/27 00:00 [accepted]', '2008/03/11 09:00 [pubmed]', '2008/04/23 09:00 [medline]', '2008/03/11 09:00 [entrez]']","['S0165-4608(08)00002-2 [pii]', '10.1016/j.cancergencyto.2007.12.010 [doi]']",ppublish,Cancer Genet Cytogenet. 2008 Apr 1;182(1):63-4. doi: 10.1016/j.cancergencyto.2007.12.010.,,,10.1016/j.cancergencyto.2007.12.010 [doi],,,,,,,,,,,,,,,
