PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,GR,PT,DEP,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CON,MID,OTO,OT,TT,EIN,RPF,CIN,SI,CN,ROF,IR,FIR,OID,RIN
21127434,NLM,MEDLINE,20111220,20131121,1536-3678 (Electronic) 1077-4114 (Linking),33,8,2011 Dec,Concomitant use of acyclovir and intravenous immunoglobulin rescues an immunocompromised child with disseminated varicella caused multiple organ failure.,e350-1,10.1097/MPH.0b013e3181ec0efb [doi],"Varicella is a common and mild disease in healthy children. However, when patients are in immunocompromised conditions, such as receiving chemotherapy for cancer treatment, they are highly vulnerable and it can even prove lethal. Herein, we report a 14-year-old boy with acute lymphoblastic leukemia who was receiving chemotherapy for induction with vincristine, idarubicin, L-asparaginase, and prednisolone, presented with typical varicella skin lesions and varicella-zoster virus was detected in his serum by real-time polymerase chain reaction (PCR). His condition was advanced to multiple organs failure, including fulminant hepatitis, disseminated intravascular coagulation, and myocarditis despite acyclovir administration. After a combined therapy with intravenous acyclovir and high-dose intravenous immunoglobulin, his condition was dramatically improved. We suggest that IVIG may be used immediately with acyclovir when immunocompromised patients with varicella advanced to dissemination are identified.",,"['Lu, Ying-Chun', 'Fan, Hueng-Chuen', 'Wang, Chih-Chien', 'Cheng, Shin-Nan']","['Lu YC', 'Fan HC', 'Wang CC', 'Cheng SN']","['Department of Pediatrics, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan, ROC.']",['eng'],,"['Case Reports', 'Journal Article']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,"['0 (Antiviral Agents)', '0 (Immunoglobulins, Intravenous)', 'X4HES1O11F (Acyclovir)']",IM,"['Acyclovir/*therapeutic use', 'Adolescent', 'Antiviral Agents/therapeutic use', 'Chickenpox/*complications/*drug therapy/immunology', 'Combined Modality Therapy', 'Humans', 'Immunocompromised Host', 'Immunoglobulins, Intravenous/*therapeutic use', 'Male', 'Multiple Organ Failure/*virology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/immunology']",,2010/12/04 06:00,2011/12/21 06:00,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/12/21 06:00 [medline]']",['10.1097/MPH.0b013e3181ec0efb [doi]'],ppublish,J Pediatr Hematol Oncol. 2011 Dec;33(8):e350-1. doi: 10.1097/MPH.0b013e3181ec0efb.,,,,,,,,,,,,,,,
21127433,NLM,MEDLINE,20110408,20171116,1536-3678 (Electronic) 1077-4114 (Linking),33,2,2011 Mar,The role of standard-dose cytarabine in children with acute promyelocytic leukemia: a single-center experience.,e46-50,10.1097/MPH.0b013e3181ed3384 [doi],"BACKGROUND: There are very limited data reported about the role of cytarabine (Ara-C) in childhood acute promyelocytic leukemia (APL). We review the clinical course and treatment outcome of APL and explore the role of standard-dose Ara-C for children. PROCEDURE: Between January 1999 and December 2008, 36 children (<14 y) with newly diagnosed APL were included. RESULTS: The overall complete remission rate was 97.2% (35/36). Two patients were lost to follow-up after induction. Two groups of patients were identified according to different consolidation chemotherapy regimens. Seventeen patients were given polychemotherapy in combination with standard-dose Ara-C (group I), 16 patients were given daunorubicin alone (group II). Although the 5-year estimate of disease-free survival between groups I and II had no statistically significant difference (P = 0.614), there was a 12% higher disease-free survival rate for group I. CONCLUSION: Standard-dose Ara-C might play some role in the consolidation treatment of children suffering from APL.",,"['Zhang, Li', 'Zhu, Xiaofan', 'Chen, Xiaojuan', 'Chen, Yumei', 'Zou, Yao']","['Zhang L', 'Zhu X', 'Chen X', 'Chen Y', 'Zou Y']","['Department of Pediatrics, Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Tianjin, PR China.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,"['0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)', '5688UTC01R (Tretinoin)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Antimetabolites, Antineoplastic/administration & dosage/*therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Child, Preschool', 'Cytarabine/administration & dosage/*therapeutic use', 'Daunorubicin/therapeutic use', 'Disease-Free Survival', 'Female', 'Humans', 'Infant', 'Kaplan-Meier Estimate', 'Leukemia, Promyelocytic, Acute/*drug therapy/mortality', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Treatment Outcome', 'Tretinoin/therapeutic use']",,2010/12/04 06:00,2011/04/09 06:00,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/04/09 06:00 [medline]']",['10.1097/MPH.0b013e3181ed3384 [doi]'],ppublish,J Pediatr Hematol Oncol. 2011 Mar;33(2):e46-50. doi: 10.1097/MPH.0b013e3181ed3384.,,,,,,,,,,,,,,,
21127190,NLM,MEDLINE,20110106,20210206,1528-0020 (Electronic) 0006-4971 (Linking),116,23,2010 Dec 2,Transmission of leukemic donor cells by allogeneic stem cell transplantation in a context of familial CLL: should we screen donors for MBL?,5077-8,10.1182/blood-2010-08-300673 [doi],,,"['Flandrin-Gresta, Pascale', 'Callanan, Mary', 'Nadal, Nathalie', 'Jaubert, Jerome', 'Cornillon, Jerome', 'Guyotat, Denis', 'Campos, Lydia']","['Flandrin-Gresta P', 'Callanan M', 'Nadal N', 'Jaubert J', 'Cornillon J', 'Guyotat D', 'Campos L']",,['eng'],,"['Case Reports', 'Letter']",,United States,Blood,Blood,7603509,,IM,"['Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Lymphocytic, Chronic, B-Cell/*surgery', 'Lymphocytosis/*etiology', 'Male', 'Middle Aged', 'Pedigree', 'Peripheral Blood Stem Cell Transplantation/*adverse effects', 'Polymerase Chain Reaction', 'Tissue Donors', 'Transplantation, Homologous']",,2010/12/04 06:00,2011/01/07 06:00,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/01/07 06:00 [medline]']","['S0006-4971(20)60277-4 [pii]', '10.1182/blood-2010-08-300673 [doi]']",ppublish,Blood. 2010 Dec 2;116(23):5077-8. doi: 10.1182/blood-2010-08-300673.,,,,,,,,,,,,,,,
21127188,NLM,MEDLINE,20110106,20211020,1528-0020 (Electronic) 0006-4971 (Linking),116,23,2010 Dec 2,Competing cell clones in myeloproliferative neoplasm.,5074-5,10.1182/blood-2010-05-284885 [doi],,,"['Al-Kali, Aref', 'Verstovsek, Srdan', 'Kantarjian, Hagop', 'Luthra, Rajyalakshmi', 'Cortes, Jorge']","['Al-Kali A', 'Verstovsek S', 'Kantarjian H', 'Luthra R', 'Cortes J']",,['eng'],,"['Case Reports', 'Letter']",,United States,Blood,Blood,7603509,"['EC 2.7.10.2 (JAK2 protein, human)', 'EC 2.7.10.2 (Janus Kinase 2)']",IM,"['Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Cell Transformation, Neoplastic/*genetics/pathology', 'Clone Cells', 'Genes, ras', 'Humans', 'Janus Kinase 2/genetics', 'Leukemia, Myeloid, Acute/drug therapy/*genetics/pathology', 'Male', 'Mutation', 'Polycythemia Vera/drug therapy/*genetics/pathology']",PMC4916558,2010/12/04 06:00,2011/01/07 06:00,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/01/07 06:00 [medline]']","['S0006-4971(20)60275-0 [pii]', '10.1182/blood-2010-05-284885 [doi]']",ppublish,Blood. 2010 Dec 2;116(23):5074-5. doi: 10.1182/blood-2010-05-284885.,,,,,,,,,,,,,,,
21127181,NLM,PubMed-not-MEDLINE,20110106,20210208,1528-0020 (Electronic) 0006-4971 (Linking),116,23,2010 Dec 2,Taking childhood leukemia personally.,4737-8,10.1182/blood-2010-09-305029 [doi],,,"['Kulozik, Andreas E']",['Kulozik AE'],['Heidelberg University Medical Center.'],['eng'],,"['Comment', 'Journal Article']",,United States,Blood,Blood,7603509,,,,,2010/12/04 06:00,2010/12/04 06:01,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2010/12/04 06:01 [medline]']","['S0006-4971(20)60231-2 [pii]', '10.1182/blood-2010-09-305029 [doi]']",ppublish,Blood. 2010 Dec 2;116(23):4737-8. doi: 10.1182/blood-2010-09-305029.,['Blood. 2010 Dec 2;116(23):4874-84. PMID: 20699438'],,,,,,,,,,,,,,
21127174,NLM,MEDLINE,20110331,20211203,1528-0020 (Electronic) 0006-4971 (Linking),117,7,2011 Feb 17,The impact of therapy-related acute myeloid leukemia (AML) on outcome in 2853 adult patients with newly diagnosed AML.,2137-45,10.1182/blood-2010-08-301713 [doi],"To study the characteristics and clinical impact of therapy-related acute myeloid leukemia (t-AML). 200 patients (7.0%) had t-AML and 2653 de novo AML (93%). Patients with t-AML were older (P < .0001) and they had lower white blood counts (P = .003) compared with de novo AML patients; t-AML patients had abnormal cytogenetics more frequently, with overrepresentation of 11q23 translocations as well as adverse cytogenetics, including complex and monosomal karyotypes, and with underrepresentation of intermediate-risk karyotypes (P < .0001); t-AML patients had NPM1 mutations (P < .0001) and FLT3 internal tandem duplications (P = .0005) less frequently. Younger age at diagnosis of primary malignancy and treatment with intercalating agents as well as topoisomerase II inhibitors were associated with shorter latency periods to the occurrence of t-AML. In multivariable analyses, t-AML was an adverse prognostic factor for death in complete remission but not relapse in younger intensively treated patients (P < .0001 and P = .39, respectively), relapse but not death in complete remission in older, less intensively treated patients (P = .02 and P = .22, respectively) and overall survival in younger intensively treated patients (P = .01). In more intensively treated younger adults, treatment-related toxicity had a major negative impact on outcome, possibly reflecting cumulative toxicity of cancer treatment.",,"['Kayser, Sabine', 'Dohner, Konstanze', 'Krauter, Jurgen', 'Kohne, Claus-Henning', 'Horst, Heinz A', 'Held, Gerhard', 'von Lilienfeld-Toal, Marie', 'Wilhelm, Sibylla', 'Kundgen, Andrea', 'Gotze, Katharina', 'Rummel, Mathias', 'Nachbaur, David', 'Schlegelberger, Brigitte', 'Gohring, Gudrun', 'Spath, Daniela', 'Morlok, Carina', 'Zucknick, Manuela', 'Ganser, Arnold', 'Dohner, Hartmut', 'Schlenk, Richard F']","['Kayser S', 'Dohner K', 'Krauter J', 'Kohne CH', 'Horst HA', 'Held G', 'von Lilienfeld-Toal M', 'Wilhelm S', 'Kundgen A', 'Gotze K', 'Rummel M', 'Nachbaur D', 'Schlegelberger B', 'Gohring G', 'Spath D', 'Morlok C', 'Zucknick M', 'Ganser A', 'Dohner H', 'Schlenk RF']","['Department of Internal Medicine III, University Hospital of Ulm, Ulm, Germany.']",['eng'],,"['Clinical Trial', 'Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",20101202,United States,Blood,Blood,7603509,"['0 (Antineoplastic Agents)', '0 (NPM1 protein, human)', '0 (Nuclear Proteins)', '117896-08-9 (Nucleophosmin)', 'EC 2.7.10.1 (FLT3 protein, human)', 'EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Aged, 80 and over', 'Antineoplastic Agents/adverse effects', '*Chromosome Aberrations', 'Disease-Free Survival', 'Female', 'Humans', 'Kaplan-Meier Estimate', 'Karyotyping', 'Leukemia, Myeloid, Acute/*etiology/*genetics/mortality', 'Male', 'Middle Aged', 'Neoplasms, Radiation-Induced/etiology/genetics/mortality', 'Neoplasms, Second Primary/*etiology/*genetics/mortality', 'Nuclear Proteins/genetics', 'Nucleophosmin', 'Prognosis', 'Prospective Studies', 'Risk Factors', 'Young Adult', 'fms-Like Tyrosine Kinase 3/genetics']",,2010/12/04 06:00,2011/04/01 06:00,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/04/01 06:00 [medline]']","['S0006-4971(20)55094-5 [pii]', '10.1182/blood-2010-08-301713 [doi]']",ppublish,Blood. 2011 Feb 17;117(7):2137-45. doi: 10.1182/blood-2010-08-301713. Epub 2010 Dec 2.,,,,,,,,,,['German-Austrian AMLSG'],,,,,
21127060,NLM,MEDLINE,20110324,20211020,1083-351X (Electronic) 0021-9258 (Linking),286,6,2011 Feb 11,"The stilbenoid tyrosine kinase inhibitor, G6, suppresses Jak2-V617F-mediated human pathological cell growth in vitro and in vivo.",4280-91,10.1074/jbc.M110.200774 [doi],"Using structure-based virtual screening, we previously identified a novel stilbenoid inhibitor of Jak2 tyrosine kinase named G6. Here, we hypothesized that G6 suppresses Jak2-V617F-mediated human pathological cell growth in vitro and in vivo. We found that G6 inhibited proliferation of the Jak2-V617F expressing human erythroleukemia (HEL) cell line by promoting marked cell cycle arrest and inducing apoptosis. The G6-dependent increase in apoptosis levels was concomitant with increased caspase 3/7 activity and cleavage of PARP. G6 also selectively inhibited phosphorylation of STAT5, a downstream signaling target of Jak2. Using a mouse model of Jak2-V617F-mediated hyperplasia, we found that G6 significantly decreased the percentage of blast cells in the peripheral blood, reduced splenomegaly, and corrected a pathologically low myeloid to erythroid ratio in the bone marrow by eliminating HEL cell engraftment in this tissue. In addition, drug efficacy correlated with the presence of G6 in the plasma, marrow, and spleen. Collectively, these data demonstrate that the stilbenoid compound, G6, suppresses Jak2-V617F-mediated aberrant cell growth. As such, G6 may be a potential therapeutic lead candidate against Jak2-mediated, human disease.",,"['Kirabo, Annet', 'Embury, Jennifer', 'Kiss, Robert', 'Polgar, Timea', 'Gali, Meghanath', 'Majumder, Anurima', 'Bisht, Kirpal S', 'Cogle, Christopher R', 'Keseru, Gyorgy M', 'Sayeski, Peter P']","['Kirabo A', 'Embury J', 'Kiss R', 'Polgar T', 'Gali M', 'Majumder A', 'Bisht KS', 'Cogle CR', 'Keseru GM', 'Sayeski PP']","['Department of Physiology and Functional Genomics, University of Florida College of Medicine, Gainesville, Florida 32610, USA.']",['eng'],"['R01 HL067277/HL/NHLBI NIH HHS/United States', 'K08-DK067359/DK/NIDDK NIH HHS/United States', 'R01-HL67277/HL/NHLBI NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",20101202,United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Protein Kinase Inhibitors)', '0 (STAT5 Transcription Factor)', '0 (Stilbenes)', 'EC 2.7.10.2 (JAK2 protein, human)', 'EC 2.7.10.2 (Jak2 protein, mouse)', 'EC 2.7.10.2 (Janus Kinase 2)']",IM,"['Amino Acid Substitution', 'Animals', 'Apoptosis/drug effects/genetics', 'Cell Cycle/*drug effects/genetics', 'Cell Line, Tumor', 'Disease Models, Animal', 'Humans', 'Janus Kinase 2/genetics/*metabolism', 'Leukemia, Erythroblastic, Acute/drug therapy/*enzymology/genetics', 'Mice', 'Mice, Mutant Strains', '*Mutation, Missense', 'Protein Kinase Inhibitors/*pharmacology', 'STAT5 Transcription Factor/genetics/metabolism', 'Signal Transduction/drug effects/genetics', 'Stilbenes/*pharmacology']",PMC3039371,2010/12/04 06:00,2011/03/25 06:00,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/03/25 06:00 [medline]']","['S0021-9258(20)56131-0 [pii]', '10.1074/jbc.M110.200774 [doi]']",ppublish,J Biol Chem. 2011 Feb 11;286(6):4280-91. doi: 10.1074/jbc.M110.200774. Epub 2010 Dec 2.,,,,,,,,,,,,,,,
21126679,NLM,MEDLINE,20110207,20110922,1532-2750 (Electronic) 1098-612X (Linking),12,12,2010 Dec,FeLV-associated chronic lymphocytic leukemia.,995; author reply 996,10.1016/j.jfms.2010.09.016 [doi],,,"['Weiss, Alexander']",['Weiss A'],,['eng'],,"['Comment', 'Letter']",,England,J Feline Med Surg,Journal of feline medicine and surgery,100897329,,IM,"['Animals', 'Cat Diseases/*virology', 'Cats', 'Leukemia, Feline/*virology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*veterinary/virology', 'Leukemia, Prolymphocytic, T-Cell/*veterinary/virology', 'Polymerase Chain Reaction/methods/veterinary']",,2010/12/04 06:00,2011/02/08 06:00,['2010/12/04 06:00'],"['2010/07/28 00:00 [received]', '2010/09/08 00:00 [accepted]', '2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/02/08 06:00 [medline]']","['S1098-612X(10)00318-9 [pii]', '10.1016/j.jfms.2010.09.016 [doi]']",ppublish,J Feline Med Surg. 2010 Dec;12(12):995; author reply 996. doi: 10.1016/j.jfms.2010.09.016.,['J Feline Med Surg. 2010 Apr;12(4):341-4. PMID: 19945894'],,,,,,,,,,,,,,
21126650,NLM,MEDLINE,20110106,20161013,0929-6646 (Print) 0929-6646 (Linking),109,11,2010 Nov,Recent research advances in childhood acute lymphoblastic leukemia.,777-87,10.1016/S0929-6646(10)60123-4 [doi],"Recent progress in risk-adapted treatment for childhood acute lymphoblastic leukemia has secured 5-year event-free survival rates of approximately 80% and 5-year survival rates approaching 90%. With improved systemic and intrathecal chemotherapy, it is now feasible to omit safely in all patients prophylactic cranial irradiation, which was once a standard treatment. As high-resolution, genome-wide analyses of leukemic and normal host cells continue to identify novel subtypes of lymphoblastic leukemia and provide new insights into leukemogenesis, we can look forward to the time when all cases of this disease will be classified according to specific genetic abnormalities, some of which will yield ""druggable"" targets for more effective and less toxic treatments. Meanwhile, it is sobering to consider that a significant fraction of leukemia survivors will develop serious health problems within 30 years of their initial diagnosis. This underlines the need to introduce early countermeasures to reduce late therapy-related effects. The ultimate challenge is to gain a clear understanding of the factors that give rise to childhood leukemia in the first place, and enable preventive strategies to be devised and implemented.","['Copyright (c) 2010 Formosan Medical Association & Elsevier. Published by Elsevier', 'B.V. All rights reserved.']","['Pui, Ching-Hon']",['Pui CH'],"[""St. Jude Children's Research Hospital and University of Tennessee Health Science Center, Memphis, Tennessee 38105-2794, USA. Ching-Hon.Pui@STJUDE.ORG""]",['eng'],['CA-21765/CA/NCI NIH HHS/United States'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",,Singapore,J Formos Med Assoc,Journal of the Formosan Medical Association = Taiwan yi zhi,9214933,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Combined Modality Therapy', 'Disease-Free Survival', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Immunophenotyping', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/diagnosis/genetics/therapy', 'Recurrence', 'Treatment Outcome']",,2010/12/04 06:00,2011/01/07 06:00,['2010/12/04 06:00'],"['2010/04/29 00:00 [received]', '2010/08/01 00:00 [revised]', '2010/08/02 00:00 [accepted]', '2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2011/01/07 06:00 [medline]']","['S0929-6646(10)60123-4 [pii]', '10.1016/S0929-6646(10)60123-4 [doi]']",ppublish,J Formos Med Assoc. 2010 Nov;109(11):777-87. doi: 10.1016/S0929-6646(10)60123-4.,,,,,,,,,,,,,,,
21126598,NLM,MEDLINE,20120217,20211020,1523-6536 (Electronic) 1083-8791 (Linking),17,8,2011 Aug,Lymphocyte recovery predicts outcomes in cord blood and T cell-depleted haploidentical stem cell transplantation.,1169-75,10.1016/j.bbmt.2010.11.020 [doi],"Alternative donor stem cell transplantation from cord blood or haploidentical peripheral blood donors is increasingly being used for patients who lack a matched related or unrelated donor. A higher nonrelapse mortality (NRM) rate has been noted with these 2 types of transplants, primarily because of infectious complications. Here, we hypothesized that the time to lymphocyte recovery (absolute lymphocyte count [ALC] of >/=1000/muL for the first 3 consecutive days) after transplant correlates with outcomes. We retrospectively analyzed 65 consecutive patients treated at our institution with cord blood (n = 37) and haploidentical (n = 28) transplantation with myeloablative fludarabine, melphalan, and thiotepa conditioning. Patients with lymphocyte recovery at day 60 posttransplant were more likely to survive long term than those without lymphocyte recovery. In multivariate analysis, ALC recovery was the only independent prognostic factor associated with mortality; patients without ALC recovery were 10.5 times (95% confidence interval [CI]: 4.3-25.4) more likely to die than those with ALC recovery (P < .0001). This difference appeared to be related to NRM (hazard ratio [HR] = 0.1, 95% CI: 0.02-0.6, P = .008), whereas ALC recovery did not influence the rate of disease relapse. These results suggest that ALC recovery is an important prognostic indicator for patients treated with cord blood and T cell-depleted peripheral haploidentical transplants.","['Copyright (c) 2011 American Society for Blood and Marrow Transplantation.', 'Published by Elsevier Inc. All rights reserved.']","['Ciurea, Stefan O', 'Mulanovich, Victor', 'Jiang, Ying', 'Bassett, Roland', 'Rondon, Gabriela', 'McMannis, John', 'de Lima, Marcos', 'Shpall, Elizabeth J', 'Champlin, Richard E']","['Ciurea SO', 'Mulanovich V', 'Jiang Y', 'Bassett R', 'Rondon G', 'McMannis J', 'de Lima M', 'Shpall EJ', 'Champlin RE']","['Department of Stem Cell Transplantation and Cellular Therapy, The University of Texas MD Anderson Cancer Center, Houston, Texas 77030, USA. sciurea@mdanderson.org']",['eng'],"['P01 CA055164/CA/NCI NIH HHS/United States', 'R01 CA061508/CA/NCI NIH HHS/United States']","['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",20101130,United States,Biol Blood Marrow Transplant,Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation,9600628,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Cord Blood Stem Cell Transplantation/*methods', 'Female', 'Haploidy', 'Haplotypes', 'Hematopoietic Stem Cell Transplantation/*methods', 'Humans', 'Leukemia/blood/immunology/surgery', 'Lymphocyte Count', 'Lymphocytes/cytology/*immunology', 'Lymphoma/blood/immunology/surgery', 'Male', 'Middle Aged', 'Survival Rate', 'T-Lymphocytes/cytology/immunology', 'Transplantation Conditioning', 'Treatment Outcome', 'Young Adult']",PMC4231815,2010/12/04 06:00,2012/02/18 06:00,['2010/12/04 06:00'],"['2010/06/22 00:00 [received]', '2010/11/21 00:00 [accepted]', '2010/12/04 06:00 [entrez]', '2010/12/04 06:00 [pubmed]', '2012/02/18 06:00 [medline]']","['S1083-8791(10)00519-7 [pii]', '10.1016/j.bbmt.2010.11.020 [doi]']",ppublish,Biol Blood Marrow Transplant. 2011 Aug;17(8):1169-75. doi: 10.1016/j.bbmt.2010.11.020. Epub 2010 Nov 30.,,['NIHMS639159'],,,,,,,,,,,,,
21126267,NLM,MEDLINE,20110301,20131125,1439-0507 (Electronic) 0933-7407 (Linking),54 Suppl 1,,2011 Jan,Clinical experience with posaconazole prophylaxis--a retrospective analysis in a haematological unit.,12-6,10.1111/j.1439-0507.2010.01980.x [doi],"Invasive fungal infections (IFI) are major causes of death in high-risk haematological patients receiving induction therapy for acute leukaemia or intensified immunosuppression due to acute or chronic graft-vs.-host disease (GvHD) following allogeneic stem cell transplantation (SCT). Recently, two randomised studies showed the efficacy of a posaconazole prophylaxis (PP) in these patients to prevent IFI. This prompted the strong recommendation for the use of PP in national and international guidelines. As we started PP in our leukaemia and transplantation unit in summer 2007, we retrospectively analysed the impact of PP on the incidence of possible, probable or proven IFI in this group of patients. Incidence of IFI according to the revised EORTC criteria, published in 2008, was reviewed retrospectively in a group of high-risk patients treated in our unit 1 year before the start of PP compared with the same group in the following year with PP. First analysis was performed on an intention-to-treat basis comparing patients during 1 year of PP with the same group of patients in the year before the start of PP. In a second, deeper analysis, patients were grouped for fluconazole or posaconazole irrespective of the time period the prophylaxis was given. In a first intent-to-treat analysis, 56 patients were analysed in the period without PP (noPP) compared with 34 patients in the period with PP. Overall IFI rates (possible, probable and proven IFI) were reduced from 47% (noPP group) to 35% (PP group). In a second analysis, only patients receiving either fluconazole or PP were analysed, resulting in 29 patients in the noPP group and 36 patients in the PP group. There was a reduction in overall IFI in the PP group especially in the acute myeloid leukaemia (AML) induction patients, but this does not reach statistical significance because of low patient numbers. However, initiation of antifungal therapy was significantly less frequent in AML induction patients in the PP group compared with the noPP group. Unfortunately, this does not result in reduced mortality rates, as mortality in the PP group is higher (15% vs. 7%) than in noPP patients because of double the number of patients with severe GvHD in the PP group. Both breakthrough infections were documented in this subgroup of patients. Our data, collected in every day clinical practice, add further evidence to the advantage of a PP strategy in this group of high-risk patients. However, more data are urgently needed to assess the impact of PP on the incidence and pattern of fungal infections and the strategies to be used in patients with persisting fever and pulmonary infiltrates receiving PP, especially in the setting of SCT and GvHD.",['(c) 2011 Blackwell Verlag GmbH.'],"['Hahn, J', 'Stifel, F', 'Reichle, A', 'Holler, E', 'Andreesen, R']","['Hahn J', 'Stifel F', 'Reichle A', 'Holler E', 'Andreesen R']","['Department of Hematology/Oncology, University Hospital of Regensburg, Regensburg, Germany. joachim.hahn@klinik.uni-regensburg.de']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,Mycoses,Mycoses,8805008,"['0 (Antifungal Agents)', '0 (Triazoles)', '6TK1G07BHZ (posaconazole)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Antifungal Agents/*administration & dosage', 'Female', 'Graft vs Host Disease/*complications/therapy', 'Hematology', 'Humans', 'Leukemia, Myeloid, Acute/*complications/therapy', 'Male', 'Middle Aged', 'Mycoses/*drug therapy/etiology/microbiology/*prevention & control', 'Retrospective Studies', 'Stem Cell Transplantation', 'Triazoles/*administration & dosage', 'Young Adult']",,2010/12/16 06:00,2011/03/02 06:00,['2010/12/04 06:00'],"['2010/12/04 06:00 [entrez]', '2010/12/16 06:00 [pubmed]', '2011/03/02 06:00 [medline]']",['10.1111/j.1439-0507.2010.01980.x [doi]'],ppublish,Mycoses. 2011 Jan;54 Suppl 1:12-6. doi: 10.1111/j.1439-0507.2010.01980.x.,,,,,,,,,,,,,,,
