PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,PST,SO,CON,AID,CN,RF,TT,CI,EIN,GR,PMC,SI,DEP,LID,RIN,MID
11725974,NLM,MEDLINE,20020423,20210826,0918-6158 (Print) 0918-6158 (Linking),24,11,2001 Nov,"Plasma, intestine and tumor levels of 5-fluorouracil in mice bearing L1210 ascites tumor following oral administration of 5-fluorouracil, UFT (mixed compound of tegafur and uracil), carmofur and 5'-deoxy-5-fluorouridine.",1329-31,"Several 5-fluorouracil (5-FU) derivatives, 1-hexylcarbamoyl-5-fluorouracil (HCFU), 5'-deoxy-5-fluorouridine (5'-DFUR) and UFT (mixed compound of tegafur and uracil), have been developed and clinically widely used. However, comparative pharmacokinetic studies of the parent compound and other fluorinated drivatives have not been precisely reported. The dosage of the oral clinical use for human cancer of 5-FU, HCFU, 5'-DFUR and UFT as tegafur (FT) is 200-300mg/d, 600mg/d, 800-1,200mg/d and 300-600mg/d respectively. These amounts of the drugs are almost equimolar. Previously, we reported the effect of oral equimolar administration of each four drugs on thymidilate synthase activity, deoxyribonucleotide metabolism and cell cycle progression in L1210 ascites tumor. (1,2) In this study, we examined the antitumor effect and 5-FU concentration in the plasma, intestine and tumor after oral equimolar administrations of each drug using BDF1 mice bearing L1210 ascites tumor. In our study, UFT showed the best life prolongation among these four drugs. The intestine 5-FU level was highest by treatment with 5-FU during the initial 4 h. The plasma 5-FU level was highest by treatment with HCFU for 4 h. But the tumor 5-FU level was highest by treatment with UFT over the 24 h. In spite of the high plasma 5-FU concentration after the treatment with HCFU, the 5-FU concentration in the tumor was below the detectable level until 24 h. These findings suggested that the highest specific accumulation of 5-FU in tumor cells may explain the best therapeutic results of UFT.","['Ooi, A', 'Ohkubo, T', 'Higashigawa, M', 'Kawasaki, H', 'Kakito, H', 'Kagawa, Y', 'Kojima, M', 'Sakurai, M']","['Ooi A', 'Ohkubo T', 'Higashigawa M', 'Kawasaki H', 'Kakito H', 'Kagawa Y', 'Kojima M', 'Sakurai M']","['Department of Pharmacy, Yokkaichi Social Insurance Hospital, Yokkaichi, Japan. ooii@mvc.biglobe.ne.jp']",['eng'],"['Comparative Study', 'Journal Article']",Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,"['0 (Antineoplastic Agents)', '0 (Drug Combinations)', '0 (UFT(R) drug)', '039LU44I5M (Floxuridine)', '1548R74NSZ (Tegafur)', '56HH86ZVCT (Uracil)', 'HA82M3RAB2 (carmofur)', 'U3P01618RT (Fluorouracil)', 'V1JK16Y2JP (doxifluridine)']",IM,,"['Administration, Oral', 'Animals', 'Antineoplastic Agents/blood/*pharmacokinetics/therapeutic use', 'Carcinoma, Ehrlich Tumor/drug therapy/*metabolism', 'Drug Combinations', 'Floxuridine/pharmacokinetics/therapeutic use', 'Fluorouracil/*analogs & derivatives/blood/*pharmacokinetics/therapeutic use', 'Intestinal Mucosa/*metabolism', 'Leukemia L1210/drug therapy/*metabolism', 'Male', 'Mice', 'Tegafur/pharmacokinetics/therapeutic use', 'Uracil/pharmacokinetics/therapeutic use']",2001/12/01 10:00,2002/04/24 10:01,['2001/12/01 10:00'],"['2001/12/01 10:00 [pubmed]', '2002/04/24 10:01 [medline]', '2001/12/01 10:00 [entrez]']",ppublish,Biol Pharm Bull. 2001 Nov;24(11):1329-31. doi: 10.1248/bpb.24.1329.,,['10.1248/bpb.24.1329 [doi]'],,,,,,,,,,,,
11725965,NLM,MEDLINE,20020423,20190719,0918-6158 (Print) 0918-6158 (Linking),24,11,2001 Nov,Cytotoxic activities and structure-cytotoxic relationships of steroidal saponins.,1286-9,"We have systematically examined the cytotoxic activities of the steroidal saponins mainly isolated from the Liliaceae plants against HL-60 human promyelocytic leukemia cells and found several structure-activity relationships. Some steroidal saponins evaluated in the assay system showed considerable cytotoxic activities, which were almost as potent as that of etoposide used as a positive control. The activities were found to be sensitive to the monosaccharides constituting the sugar moieties and their sequences, as well as to the structures of the aglycons.","['Mimaki, Y', 'Yokosuka, A', 'Kuroda, M', 'Sashida, Y']","['Mimaki Y', 'Yokosuka A', 'Kuroda M', 'Sashida Y']","['Laboratory of Medicinal Plant Science, School of Pharmacy, Tokyo University of Pharmacy and Life Science, Hachioji, Japan. mimakiy@ps.toyaku.ac.jp']",['eng'],['Journal Article'],Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,"['0 (Growth Inhibitors)', '0 (Saponins)', 'K49P2K8WLX (Diosgenin)']",IM,,"['Cell Division/drug effects', 'Diosgenin/chemistry/toxicity', 'Growth Inhibitors/chemistry/*toxicity', 'HL-60 Cells/cytology/drug effects', 'Humans', 'Liliaceae/chemistry', 'Saponins/*chemistry/isolation & purification/*toxicity', 'Structure-Activity Relationship', 'Tumor Cells, Cultured']",2001/12/01 10:00,2002/04/24 10:01,['2001/12/01 10:00'],"['2001/12/01 10:00 [pubmed]', '2002/04/24 10:01 [medline]', '2001/12/01 10:00 [entrez]']",ppublish,Biol Pharm Bull. 2001 Nov;24(11):1286-9. doi: 10.1248/bpb.24.1286.,,['10.1248/bpb.24.1286 [doi]'],,,,,,,,,,,,
11725335,NLM,MEDLINE,20020314,20190916,1076-2752 (Print) 1076-2752 (Linking),43,11,2001 Nov,Childhood cancer and parental occupation in the Swedish Family-Cancer Database.,952-8,"We used the nationwide Swedish Family-Cancer Database to analyze the risk for common childhood tumors in offspring in relation to parental occupation recorded in the census of 1960. A total of 8158 cancer cases, diagnosed before age 15 between years 1958 and 1996, were included. Standardized incidence ratios were calculated using 52 different parental occupations. Among the maternal occupations, seven were associated with the risk of cancer in offspring. Assistant nurses had an excess of children with leukemia and connective tissue and colon cancers. Children of female cooks had brain cancers at a rate greater than expected. Fifteen different malignancies were associated with children of male workers. Shoe and leathers workers' children had excesses of many tumors. Among the other paternal occupations associated with childhood tumors, miners, quarrymen, and hairdressers were likely to be exposed to harmful dusts and chemicals.","['Mutanen, P', 'Hemminki, K']","['Mutanen P', 'Hemminki K']","['Department of Biosciences at Novum, Karolinska Institute, Huddinge, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Occup Environ Med,Journal of occupational and environmental medicine,9504688,,IM,,"['Adolescent', 'Child', 'Child, Preschool', 'Databases, Factual', 'Female', 'Humans', 'Infant', 'Male', 'Neoplasms/*epidemiology/etiology', 'Occupational Exposure', '*Occupations', 'Parents', 'Poisson Distribution', 'Risk Factors', 'Sweden/epidemiology']",2001/12/01 10:00,2002/03/15 10:01,['2001/12/01 10:00'],"['2001/12/01 10:00 [pubmed]', '2002/03/15 10:01 [medline]', '2001/12/01 10:00 [entrez]']",ppublish,J Occup Environ Med. 2001 Nov;43(11):952-8. doi: 10.1097/00043764-200111000-00005.,,['10.1097/00043764-200111000-00005 [doi]'],,,,,,,,,,,,
11725138,NLM,PubMed-not-MEDLINE,,20191120,1423-0127 (Electronic) 1021-7770 (Linking),4,2-3,1997 Mar-Jun,"Apoptosis of L1210 Leukemia Cells Induced by 3-Deazaadenosine Analogs: Differential Expression of c-myc, NF-Kappa B and Molecular Events.",83-90,"A new class of potent apogens (apoptosis-inducing agents) has been identified, consisting of 3-deazaadenosine (DZA), 3-deaza-(+/-)aristeromycin (DZAri) and 1-beta-D-arabinofuranosyl-1H-imidazo[4,5-&cumacr;]pyridine (ara-3-deazaadenine; DZAra-A). They are inhibitors of S-adenosylhomocysteine hydrolase and indirect inhibitors of methylation. Furthermore, they have also been found to form 3-deaza-nucleotide analogs. The DZA analogs, DZA, DZAri, and DZAra-A, induced DNA fragmentation in a dose- and time-dependent manner, reaching a maximum at 250 &mgr;M after 72 h. Cycloheximide at 0.5 &mgr;g/ml completely blocked the DNA fragmentation induced by 250 &mgr;M of each of the analogs. Interestingly, exogenous 100 &mgr;M L-homocysteine thiolactone abrogated the DNA fragmentation caused by DZAri and DZAra-A, but not by DZA. Flow cytometric analysis showed that DZA arrested the cells in the G(2)/M phase, whereas the S phase was arrested by DZAri. Correlated with the effect of DZA was a rapid decrease in the expression of c-myc, whereas nur77 and GAPDH were unaffected. In comparison, there was an elevated expression of IFN-gamma mRNA without apparent change in bax, p53 or GAPDH mRNA after 24 h. After treatment with DZA, there was an elevated expression of NF-kappaB DNA binding activity, which became more pronounced at 24 h. Simultaneously, there was an apparent disappearance of AP-1 activity. Thus, DZA most likely inhibited the RNA synthesis of c-myc, a reduction of which could trigger a cascade of gene transcription leading to apoptosis in L1210 cells. Copyright 1997 S. Karger AG, Basel","['Kim, I.-K.', 'Li, C.-C.H.', 'Young, H.A.', 'Lee, J.-H.', 'Kim, H.-S.', 'Pardhasaradhi, K.', 'Garcia, G.E.', 'Chiang, P.K.']","['Kim IK', 'Li CC', 'Young HA', 'Lee JH', 'Kim HS', 'Pardhasaradhi K', 'Garcia GE', 'Chiang PK']","['Department of Biochemistry, Catholic University Medical College, Seoul, Korea.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1997/03/01 00:00,2001/11/29 10:00,['1997/03/01 00:00'],"['1997/03/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1997/03/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1997 Mar-Jun;4(2-3):83-90. doi: 10.1007/BF02255598.,,"['jbs04083 [pii]', '10.1007/BF02255598 [doi]']",,,,,,,,,,,,
11725133,NLM,PubMed-not-MEDLINE,,20191120,1423-0127 (Electronic) 1021-7770 (Linking),4,1,1997 Jan-Feb,HTLV-I Tax and Cytokeratin: Tax-Expressing Cells Show Morphological Changes in Keratin-Containing Cytoskeletal Networks.,47-53,"Human T cell leukemia virus type I (HTLV-I) has been linked to the development of an aggressive lymphoproliferative disorder (adult T cell leukemia), a chronic neurodegenerative presentation (HTLV-I-associated myelopathy/tropical spastic paraparesis) and numerous less well-defined inflammatory conditions. The viral regulatory protein Tax has been implicated in cellular transformation events leading to the onset of adult T cell leukemia. Details on the stepwise processes through which Tax induces morphological changes in cells are poorly understood. We show here that Tax can bind to a class of intermediate filaments, the cytokeratins (Ker). Tax interacts with the 1B helical coil of keratin 8, a domain critical for higher-order intermediate filament matrix formation. Expression of Tax in epithelial cells visibly altered the structural pattern of the Ker network. In a T lymphocyte cell line, induction of Tax expression resulted in increased cellular adherence/invasion of Matrigel filters. We propose that one aspect of Tax function is the induction of morphological changes in cellular cytoskeletal structures. This finding for Tax-expressing cells might be one factor contributing directly to the pathogenesis of HTLV-I disease(s). Copyright 1997 S. Karger AG, Basel","['Trihn, D.', 'Jeang, K.-T.', 'Semmes, O.J.']","['Trihn D', 'Jeang KT', 'Semmes OJ']","['Molecular Virology Section, Laboratory of Molecular Microbiology, National Institute of Allergy and Infectious Diseases, Bethesda, Md., USA.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1997/01/01 00:00,2001/11/29 10:00,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1997/01/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1997 Jan-Feb;4(1):47-53. doi: 10.1007/BF02255593.,,"['jbs04047 [pii]', '10.1007/BF02255593 [doi]']",,,,,,,,,,,,
11725119,NLM,PubMed-not-MEDLINE,,20191120,1423-0127 (Electronic) 1021-7770 (Linking),3,6,1996 Nov-Dec,Transcriptional Silencing of Retroviral Vectors.,365-378,"Although retroviral vector systems have been found to efficiently transduce a variety of cell types in vitro, the use of vectors based on murine leukemia virus in preclinical models of somatic gene therapy has led to the identification of transcriptional silencing in vivo as an important problem. Extinction of long-term vector expression has been observed after implantation of transduced hematopoietic cells as well as fibroblasts, myoblasts and hepatocytes. Here we review the influence of vector structure, integration site and cell type on transcriptional silencing. While down-regulation of proviral transcription is known from a number of cellular and animal models, major insight has been gained from studies in the germ line and embryonal cells of the mouse. Key elements for the transfer and expression of retroviral vectors, such as the viral transcriptional enhancer and the binding site for the tRNA primer for reverse transcription may have a major influence on transcriptional silencing. Alterations of these elements of the vector backbone as well as the use of internal promoter elements from housekeeping genes may contribute to reduce transcriptional silencing. The use of cell culture and animal models in the testing and improvement of vector design is discussed. Copyright 1996 S. Karger AG, Basel","['Lund, A.H.', 'Duch, M.', 'Pedersen, F.S.']","['Lund AH', 'Duch M', 'Pedersen FS']","['Department of Molecular and Structural Biology, University of Aarhus, Denmark.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1996/11/01 00:00,2001/11/29 10:00,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1996/11/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1996 Nov-Dec;3(6):365-378. doi: 10.1007/BF02258042.,,"['jbs03365 [pii]', '10.1007/BF02258042 [doi]']",,,,,,,,,,,,
11725078,NLM,PubMed-not-MEDLINE,,20191120,1423-0127 (Electronic) 1021-7770 (Linking),3,1,1996 Jan,Camptothecin: A Promising Antiretroviral Drug.,14-19,"The plant alkaloid camptothecin (CPT) has demonstrated the ability to inhibit replication of the equine anemia virus (E1AV) and the human immunodeficiency virus (HIV) in infected cells in culture. Further, CPT prevented the development of lymphoma and erythroleukemia in mice infected with the Moloney murine leukemia virus and the Friend erythroleukemia virus, respectively, as assessed by prevention or reduction of splenomegaly. These results were observed at concentrations that had no apparent toxic effects on the mice. It has been suggested that the antiretroviral activity of CPT is mediated by the host cell's enzyme topoisomerase I. Taken collectively, the findings indicate that CPT analogues may develop into potent drugs against various human and animal diseases caused by diverse retroviruses. Copyright 1996 S. Karger AG, Basel","['Pantazis, P.']",['Pantazis P'],"['The Stehlin Foundation for Cancer Research at St. Joseph Hospital, Houston, Tex., USA.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1996/01/01 00:00,2001/11/29 10:00,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1996/01/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1996 Jan;3(1):14-19. doi: 10.1007/BF02253574.,,"['jbs03014 [pii]', '10.1007/BF02253574 [doi]']",,,,,,,,,,,,
11725051,NLM,PubMed-not-MEDLINE,,20191120,1423-0127 (Electronic) 1021-7770 (Linking),2,2,1995 Apr,Differential Cellular Distribution of Retinoic Acid during Staurosporine Potentiation of Retinoic Acid-Induced Granulocytic Differentiation in Human Leukemia HL-60 Cells.,154-159,"Pretreatment of cells with staurosporine, a protein kinase C (PKC) inhibitor, was found to potentiate the granulocytic differentiation induced by a brief (2 h) retinoic acid treatment. By cell cycle analysis, staurosporine was found to have little effect on the cell cycle. Retinoic acid was distributed equally in the nuclei (40%) and in the plasma membrane (40%) of staurosporine-pretreated cells while less than 20% of retinoic acid was found in the membrane of control non-staurosporine-pretreated cells during the retinoic acid-induced differentiation. These results indicate that the enhancing effect of staurosporine may be somehow associated with the localization of retinoic acid in the plasma membrane of the cell. Copyright 1995 S. Karger AG, Basel","['Yung, B.Y.-M.', 'Hui, E.K.-W.']","['Yung BY', 'Hui EK']","['Cancer Biochemistry Laboratory, Department of Pharmacology, Chang Gung Medical College, Tao-yuan, Taiwan, Republic of China.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1995/04/01 00:00,2001/11/29 10:00,['1995/04/01 00:00'],"['1995/04/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1995/04/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1995 Apr;2(2):154-159. doi: 10.1007/BF02253066.,,"['jbs02154 [pii]', '10.1007/BF02253066 [doi]']",,,,,,,,,,,,
11725037,NLM,PubMed-not-MEDLINE,,20210208,1423-0127 (Electronic) 1021-7770 (Linking),2,1,1995 Jan,Mechanisms of Tax Regulation of Human T Cell Leukemia Virus Type I Gene Expression.,17-29,"During the last several years, the human T cell leukemia virus type I (HTLV-I) has become recognized as an important cause for public health concern throughout the world. HTLV-I is the causative agent of a variety of clinical diseases, including an aggressive lymphoproliferative disorder named adult T cell leukemia. HTLV-I induces pathogenicity in the infected host cell through the synthesis of a virally encoded protein called Tax. Expression of Tax is critical to the life cycle of the virus, as the protein greatly increases the efficiency of HTLV-I gene transcription and replication. Furthermore, Tax has been shown to deregulate the transcription of many cellular genes, leading to the hypothesis that the presence of Tax promotes unchecked growth in the HTLV-I-infected cell. The mechanism of Tax trans-activation of HTLV-I gene expression is not known. Tax does not bind directly to the Tax-responsive promoter elements of the virus, but appears to function through interaction with certain cellular DNA binding proteins, including activating transcription factor 2 and cAMP response element binding protein that recognize these sequences. This review summarizes some of the recent work in the field aimed at elucidating the mechanism of Tax trans-activation of HTLV-I gene expression. Copyright 1995 S. Karger AG, Basel","['Franklin, A.A.', 'Nyborg, J.K.']","['Franklin AA', 'Nyborg JK']","['Department of Biochemistry and Molecular Biology, Colorado State University, Fort Collins, Colo., USA.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1995/01/01 00:00,2001/11/29 10:00,['1995/01/01 00:00'],"['1995/01/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1995/01/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1995 Jan;2(1):17-29. doi: 10.1007/BF02257921.,,"['jbs02017 [pii]', '10.1007/BF02257921 [doi]']",,,,,,,,,,,,
11725029,NLM,PubMed-not-MEDLINE,,20191120,1423-0127 (Electronic) 1021-7770 (Linking),1,4,1994 Oct,Recovery of Glycosylated gag Virus from Mice Infected with a Glycosylated gag-Negative Mutant of Moloney Murine Leukemia Virus.,218-223,"Two independent pathways for gag gene expression exist in Moloney murine leukemia virus (M-MuLV). One begins with Pr65(gag) that is processed and cleaved into the internal structural proteins of the virion. The other pathway begins with the glycosylated gag polyprotein, gPr80(gag). gPr80(gag) consists of Pr65(gag) plus additional N-terminal residues and it is glycosylated. A glycosylated-gag-negative mutant of M-MuLV (Ab-X-MLV) was previously constructed and shown to replicate in tissue culture. To test for the importance of glycosylated gag in vivo, the Ab-X-MLV mutant was inoculated intraperitoneally into newborn NIH Swiss mice. Mutant-infected mice developed typical lymphoblastic lymphomas at rates comparable to wild-type M-MuLV at either high (2 x 10(4) XC pfu/animal) or low (2 x 10(2) XC pfu/animal) doses. However, when viral protein expression was examined in the resultant tumors, six out of six mice showed evidence of virus that had recovered gPr80(gag) expression. These results suggest that glycosylated gag is important for M-MuLV propagation or leukemogenesis in vivo. Copyright 1994 S. Karger AG, Basel","['Chun, R.', 'Fan, H.']","['Chun R', 'Fan H']","['Department of Molecular Biology and Biochemistry, and Cancer Research Institute, University of California, Irvine, Calif., USA.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1994/10/01 00:00,2001/11/29 10:00,['1994/10/01 00:00'],"['1994/10/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1994/10/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1994 Oct;1(4):218-223. doi: 10.1007/BF02253305.,,"['jbs01218 [pii]', '10.1007/BF02253305 [doi]']",,,,,,,,,,,,
11725019,NLM,PubMed-not-MEDLINE,,20191120,1423-0127 (Electronic) 1021-7770 (Linking),1,3,1994 Jun,Induction of Apoptosis and c-myc in L1210 Lymphocytic Leukemia Cells by Adenosine.,154-157,"High concentrations of adenosine (Ado), when added to L1210 lymphocytic leukemia cells, resulted in apoptosis or programmed cell death. The apoptotic process was accompanied by distinct morphological changes including chromatin condensation and blebbing of plasma membranes. Extensive DNA fragmentation was correlated with Ado concentrations. Furthermore, apoptosis in these cells was preceded by an early but transient expression of c-myc proto-oncogene, and was not influenced by homocysteine thiolactone added to the cells. Since severe combined immunodeficiency (SCID) is associated with a deficiency of adenosine deaminase, leading to defects in both cellular and humoral immunity, Ado-induced apoptosis may thus be a contributing factor in the pathology of SCID. Copyright 1994 S. Karger AG, Basel","['Kim, I.K.', 'Copeland, R.L. Jr', 'Lee, J.H.', 'Kim, H.S.', 'Asafo-Adjei, E.', 'Brown, N.D.', 'Estrada, J.S.', 'Gordon, R.K.', 'Garcia, G.E.', 'Chiang, P.K.']","['Kim IK', 'Copeland RL Jr', 'Lee JH', 'Kim HS', 'Asafo-Adjei E', 'Brown ND', 'Estrada JS', 'Gordon RK', 'Garcia GE', 'Chiang PK']","['Department of Biochemistry, Catholic University Medical College, Seoul, Korea.']",['eng'],['Journal Article'],England,J Biomed Sci,Journal of biomedical science,9421567,,,,,1994/06/01 00:00,2001/11/29 10:00,['1994/06/01 00:00'],"['1994/06/01 00:00 [pubmed]', '2001/11/29 10:00 [medline]', '1994/06/01 00:00 [entrez]']",ppublish,J Biomed Sci. 1994 Jun;1(3):154-157. doi: 10.1007/BF02253342.,,"['jbs01154 [pii]', '10.1007/BF02253342 [doi]']",,,,,,,,,,,,
11724891,NLM,MEDLINE,20020214,20181113,0095-1137 (Print) 0095-1137 (Linking),39,12,2001 Dec,Case of catheter sepsis with Ralstonia gilardii in a child with acute lymphoblastic leukemia.,4583-4,"Acute lymphoblastic leukemia was diagnosed in a 7-year-old girl. Two months after insertion of a central venous catheter, she developed fever and complained of headache and abdominal pain. Physical examination revealed no focus of infection. A gram-negative nonfermenting bacillus was recurrently cultured from blood. Extensive biochemical testing and 16S ribosomal DNA sequencing led to the identification of Ralstonia gilardii.","['Wauters, G', 'Claeys, G', 'Verschraegen, G', 'De Baere, T', 'Vandecruys, E', 'Van Simaey, L', 'De Ganck, C', 'Vaneechoutte, M']","['Wauters G', 'Claeys G', 'Verschraegen G', 'De Baere T', 'Vandecruys E', 'Van Simaey L', 'De Ganck C', 'Vaneechoutte M']","['Unite de Microbiologie, Faculte de Medecine, Universite Catholique de Louvain, 1200 Brussels, Belgium.']",['eng'],"['Case Reports', 'Journal Article']",United States,J Clin Microbiol,Journal of clinical microbiology,7505564,"['0 (Culture Media)', '0 (DNA, Ribosomal)', '0 (RNA, Ribosomal, 16S)']",IM,,"['Bacteremia/*microbiology', 'Blood/microbiology', 'Catheterization, Central Venous/*adverse effects', 'Child', 'Culture Media', 'DNA, Ribosomal/analysis', 'Female', 'Gram-Negative Bacteria/*classification/genetics/*isolation & purification', 'Gram-Negative Bacterial Infections/*microbiology', 'Humans', 'Molecular Sequence Data', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'RNA, Ribosomal, 16S/genetics', 'Sequence Analysis, DNA']",2001/11/29 10:00,2002/02/15 10:01,['2001/11/29 10:00'],"['2001/11/29 10:00 [pubmed]', '2002/02/15 10:01 [medline]', '2001/11/29 10:00 [entrez]']",ppublish,J Clin Microbiol. 2001 Dec;39(12):4583-4. doi: 10.1128/JCM.39.12.4583-4584.2001.,,['10.1128/JCM.39.12.4583-4584.2001 [doi]'],,,,,,,PMC88595,"['GENBANK/AF067657', 'GENBANK/AF076645', 'GENBANK/AF239160', 'GENBANK/AJ306571', 'GENBANK/AY005039']",,,,
11724822,NLM,MEDLINE,20020108,20181113,0021-9525 (Print) 0021-9525 (Linking),155,5,2001 Nov 26,Direct interaction of insulin-like growth factor-1 receptor with leukemia-associated RhoGEF.,809-20,"Insulin-like growth factor (IGF)-1 plays crucial roles in growth control and rearrangements of the cytoskeleton. IGF-1 binds to the IGF-1 receptor and thereby induces the autophosphorylation of this receptor at its tyrosine residues. The phosphorylation of the IGF-1 receptor is thought to initiate a cascade of events. Although various signaling molecules have been identified, they appear to interact with the tyrosine-phosphorylated IGF-1 receptor. Here, we identified leukemia-associated Rho guanine nucleotide exchange factor (GEF) (LARG), which contains the PSD-95/Dlg/ZO-1 (PDZ), regulator of G protein signaling (RGS), Dbl homology, and pleckstrin homology domains, as a nonphosphorylated IGF-1 receptor-interacting molecule. LARG formed a complex with the IGF-1 receptor in vivo, and the PDZ domain of LARG interacted directly with the COOH-terminal domain of IGF-1 receptor in vitro. LARG had an exchange activity for Rho in vitro and induced the formation of stress fibers in NIH 3T3 fibroblasts. When MDCKII epithelial cells were treated with IGF-1, Rho and its effector Rho-associated kinase (Rho-kinase) were activated and actin stress fibers were enhanced. Furthermore, the IGF-1-induced Rho-kinase activation and the enhancement of stress fibers were inhibited by ectopic expression of the PDZ and RGS domains of LARG. Taken together, these results indicate that IGF-1 activates the Rho/Rho-kinase pathway via a LARG/IGF-1 receptor complex and thereby regulates cytoskeletal rearrangements.","['Taya, S', 'Inagaki, N', 'Sengiku, H', 'Makino, H', 'Iwamatsu, A', 'Urakawa, I', 'Nagao, K', 'Kataoka, S', 'Kaibuchi, K']","['Taya S', 'Inagaki N', 'Sengiku H', 'Makino H', 'Iwamatsu A', 'Urakawa I', 'Nagao K', 'Kataoka S', 'Kaibuchi K']","['Department of Cell Pharmacology, Graduate School of Medicine, Nagoya University, Showa-ku, Nagoya 466-8550, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Cell Biol,The Journal of cell biology,0375356,"['0 (ARHGEF12 protein, human)', '0 (Arhgef12 protein, mouse)', '0 (Guanine Nucleotide Exchange Factors)', '0 (Recombinant Fusion Proteins)', '0 (Rho Guanine Nucleotide Exchange Factors)', '67763-96-6 (Insulin-Like Growth Factor I)', 'EC 2.7.10.1 (Receptor, IGF Type 1)', 'EC 3.6.5.2 (rho GTP-Binding Proteins)']",IM,,"['Amino Acid Sequence', 'Animals', 'Cell Line', 'Genes, Reporter', 'Guanine Nucleotide Exchange Factors/chemistry/genetics/*metabolism', 'Humans', 'Immunoblotting', 'Insulin-Like Growth Factor I/metabolism', 'Mice', 'Molecular Sequence Data', 'Protein Structure, Tertiary', 'Rats', 'Receptor, IGF Type 1/*metabolism', 'Recombinant Fusion Proteins/metabolism', 'Rho Guanine Nucleotide Exchange Factors', 'Signal Transduction/*physiology', 'Stress Fibers/metabolism', 'Tissue Distribution', 'Two-Hybrid System Techniques', 'rho GTP-Binding Proteins/metabolism']",2001/11/29 10:00,2002/01/10 10:01,['2001/11/29 10:00'],"['2001/11/29 10:00 [pubmed]', '2002/01/10 10:01 [medline]', '2001/11/29 10:00 [entrez]']",ppublish,J Cell Biol. 2001 Nov 26;155(5):809-20. doi: 10.1083/jcb.200106139. Epub 2001 Nov 26.,,"['10.1083/jcb.200106139 [doi]', 'jcb.200106139 [pii]']",,,,,,,PMC2150867,,20011126,,,
