PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,RF,OID,OAB,OABL,OTO,OT,GN,SI,PS,FPS,CN
7042529,NLM,MEDLINE,19820722,20190722,0046-8177 (Print) 0046-8177 (Linking),13,4,1982 Apr,"""Undifferentiated"" large cell malignancies: an ultrastructural and immunocytochemical study.",323-33,"One of the most difficult areas of surgical pathology is the classification of ""undifferentiated"" or ""anaplastic"" large cell malignant tumors. The differential diagnosis of these tumors includes poorly differentiated carcinomas, large cell malignant lymphomas, and amelanotic malignant melanomas. In this study of 56 such cases, the application of electron microscopy and, in selected instances, of indirect immunofluorescence and immunoperoxidase staining methods have helped us reach a precise histopathologic diagnosis in the majority of neoplasms that were considered to be ""undifferentiated"" by light microscopy.","['Azar, H A', 'Espinoza, C G', 'Richman, A V', 'Saba, S R', 'Wang, T']","['Azar HA', 'Espinoza CG', 'Richman AV', 'Saba SR', 'Wang T']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Hum Pathol,Human pathology,9421547,,IM,"['Adolescent', 'Aged', 'Carcinoma/diagnosis/*ultrastructure', 'Dysgerminoma/ultrastructure', 'Female', 'Humans', 'Immunoenzyme Techniques', 'Leukemia, Myeloid/ultrastructure', 'Lymphoma/diagnosis/*ultrastructure', 'Male', 'Melanoma/diagnosis/*ultrastructure', 'Middle Aged', 'Multiple Myeloma/ultrastructure', 'Neuroblastoma/ultrastructure', 'Sarcoma, Ewing/ultrastructure']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']","['S0046-8177(82)80222-0 [pii]', '10.1016/s0046-8177(82)80222-0 [doi]']",ppublish,Hum Pathol. 1982 Apr;13(4):323-33. doi: 10.1016/s0046-8177(82)80222-0.,,,,,,,,,,,,,
7042521,NLM,MEDLINE,19820719,20191031,8755-4542 (Print) 8755-4542 (Linking),17,3,1982 Mar,Immunologic reconstitution: achievements and potentials.,"115-9, 123-7, 130",,"['Good, R A']",['Good RA'],['eng'],,"['Journal Article', 'Review']",United States,Hosp Pract (Hosp Ed),Hospital practice (Hospital ed.),9880471,['EC 3.1.1.3 (Lipase)'],IM,"['Anemia, Aplastic/therapy', 'Animals', 'Antibody Formation', 'Bone Marrow/immunology', 'Bone Marrow Cells', '*Bone Marrow Transplantation', 'Child', 'DiGeorge Syndrome/therapy', 'Graft vs Host Reaction', 'Hematopoiesis', 'Hematopoietic Stem Cells/immunology', 'Humans', 'Immunologic Deficiency Syndromes/immunology/*therapy', 'Leukemia, Myeloid/therapy', 'Leukemia, Myeloid, Acute/therapy', 'Lipase/blood', 'Mice', 'Mice, Inbred BALB C', 'T-Lymphocytes/immunology', 'Thymus Gland/immunology/*transplantation', 'Transplantation Immunology']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",['10.1080/21548331.1982.11702291 [doi]'],ppublish,"Hosp Pract (Hosp Ed). 1982 Mar;17(3):115-9, 123-7, 130. doi: 10.1080/21548331.1982.11702291.",,,0,,,,,,,,,,
7042484,NLM,MEDLINE,19820722,20190501,0017-5749 (Print) 0017-5749 (Linking),23,6,1982 Jun,Liver disease after bone marrow transplantation.,465-74,"Liver dysfunction occurs after bone marrow transplantation but the relative importance of graft versus host disease and other factors, such as infection, radiation, and drugs, has not been clearly established. We have studied liver status before and after bone marrow transplantation in 43 consecutive patients and have related this to survival and factors that are recognised to cause liver injury. Minor abnormalities of liver tests occurred in 21% of patients before grafting but this did not influence survival or the development of liver disease after transplantation. During the first 50 days after grafting, 83% of patients had abnormal liver tests which were more severe in patients who subsequently died. Alanine transaminase was significantly higher in non-survivors and appeared to predict survival early after transplantation. Only non-survivors developed clinical signs of liver disease. Severe liver disease was always associated with graft versus host disease and atypia of the small bile ducts was the most useful histological marker of hepatic involvement with this disease. Two of the patients with hepatic graft versus host disease also has hepatic veno-occlusive disease and three fatalities had opportunistic infection of the liver, although, in the latter, death was not due primarily to liver dysfunction. Previous hepatitis and androgen therapy could not be implicated as important causes of hepatic damage but chemotherapy for acute leukaemia and conditioning regimens for bone marrow transplantation appear to be the most important factors in the development of hepatic veno-occlusive disease.","['Farthing, M J', 'Clark, M L', 'Sloane, J P', 'Powles, R L', 'McElwain, T J']","['Farthing MJ', 'Clark ML', 'Sloane JP', 'Powles RL', 'McElwain TJ']",['eng'],,['Journal Article'],England,Gut,Gut,2985108R,,IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Female', '*Graft vs Host Reaction', 'Humans', 'Liver/pathology/physiopathology', 'Liver Diseases/*etiology/pathology/physiopathology', 'Male', 'Postoperative Complications/etiology', 'Prognosis']",1982/06/01 00:00,1982/06/01 00:01,['1982/06/01 00:00'],"['1982/06/01 00:00 [pubmed]', '1982/06/01 00:01 [medline]', '1982/06/01 00:00 [entrez]']",['10.1136/gut.23.6.465 [doi]'],ppublish,Gut. 1982 Jun;23(6):465-74. doi: 10.1136/gut.23.6.465.,PMC1419702,,,,,,,,,,,,
7042293,NLM,MEDLINE,19820722,20071115,0341-6593 (Print) 0341-6593 (Linking),89,2,1982 Feb 5,[Illustrated case report. Leukosis in a trotter stallion].,88,,['Koehler'],['Koehler'],['ger'],,"['Case Reports', 'Journal Article']",Germany,Dtsch Tierarztl Wochenschr,DTW. Deutsche tierarztliche Wochenschrift,7706565,,IM,"['Animals', 'Horse Diseases/*pathology', 'Horses', 'Intestine, Small/pathology', 'Leukemia, Lymphoid/pathology/*veterinary', 'Male']",1982/02/05 00:00,1982/02/05 00:01,['1982/02/05 00:00'],"['1982/02/05 00:00 [pubmed]', '1982/02/05 00:01 [medline]', '1982/02/05 00:00 [entrez]']",,ppublish,Dtsch Tierarztl Wochenschr. 1982 Feb 5;89(2):88.,,Leukose beim Traberhengst.,,,,,,,,,,,
7042285,NLM,MEDLINE,19820719,20070724,0341-6593 (Print) 0341-6593 (Linking),89,1,1982 Jan 5,[Control of the most important bovine epidemics in the Federal Republic of Germany (author's transl)].,36-40,,"['Schlegel, H L', 'Irmer, S']","['Schlegel HL', 'Irmer S']",['ger'],,"['English Abstract', 'Journal Article']",Germany,Dtsch Tierarztl Wochenschr,DTW. Deutsche tierarztliche Wochenschrift,7706565,,IM,"['Animals', 'Brucellosis, Bovine/prevention & control', 'Cattle', 'Cattle Diseases/*prevention & control', 'Communicable Disease Control', 'Communicable Diseases/*veterinary', 'Foot-and-Mouth Disease/prevention & control', 'Germany, West', 'Leukemia/prevention & control/veterinary', 'Tuberculosis, Bovine/prevention & control']",1982/01/05 00:00,1982/01/05 00:01,['1982/01/05 00:00'],"['1982/01/05 00:00 [pubmed]', '1982/01/05 00:01 [medline]', '1982/01/05 00:00 [entrez]']",,ppublish,Dtsch Tierarztl Wochenschr. 1982 Jan 5;89(1):36-40.,,Die Bekampfung der wichtigsten Rinderseuchen in der Bundesrepublik Deutschland.,,,,,,,,,,,
7042268,NLM,MEDLINE,19820722,20061115,0012-0472 (Print) 0012-0472 (Linking),107,21,1982 May 28,[Bone marrow transplantation for aplastic anaemia and acute leukaemia (author's transl)].,803-8,"Twenty-six bone marrow transplantations were performed at the West Germany Tumour Centre at Essen between December 1975 and December 1981. Three patients had aplastic anaemia, 23 acute leukaemia. Of the leukaemia patients 13 had a recurrence and ten were in full remission at the time of the transplantation. Two of the patients with a recurrence received deep-frozen autologous marrow from the remission phase. One patient with aplastic anaemia had an identical twin as donour, while all other patients received allogeneic marrow from histocompatible family members. Eleven patients are still alive, all three of those with aplastic anaemia, one of those with leukaemia in a recurrence, and seven of those with acute leukaemia in full remission. Two of the survivors have a chronic graft-host reaction, but the others are symptom-free, after an observation period of up to four years. Main causes of death were leukemic recurrence (6), infection (5), and graft-host reaction (2). It would seem that at present bone marrow transplantation offers the best chance of a cure for severe aplastic anaemic and acute leukaemia in adults, but only if transplantation is undertaken early and not in the end-stage of the disease.","['Schaefer, U W', 'Schmidt, C G', 'Ruther, U', 'Schuning, F', 'Becher, R', 'Beyer, J H', 'Hossfeld, D K', 'Nowrousian, M R', 'Ohl, S', 'Wetter, O', 'Bamberg, M', 'Schmitt, G', 'Bormann, U', 'Scherer, E', 'Haralambie, E', 'Linzenmeier, G', 'Grosse-Wilde, H', 'Hierholzer, E', 'Kuwert, E', 'Henneberg, K B', 'Luboldt, W', 'Richter, H J', 'Leder, L D', 'Hantschke, D']","['Schaefer UW', 'Schmidt CG', 'Ruther U', 'Schuning F', 'Becher R', 'Beyer JH', 'Hossfeld DK', 'Nowrousian MR', 'Ohl S', 'Wetter O', 'Bamberg M', 'Schmitt G', 'Bormann U', 'Scherer E', 'Haralambie E', 'Linzenmeier G', 'Grosse-Wilde H', 'Hierholzer E', 'Kuwert E', 'Henneberg KB', 'Luboldt W', 'Richter HJ', 'Leder LD', 'Hantschke D']",['ger'],,"['English Abstract', 'Journal Article']",Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Female', 'Freezing', 'Graft vs Host Reaction', 'Humans', 'Leukemia/*therapy', 'Male', 'Pregnancy', 'Recurrence', 'Time Factors', 'Transplantation, Autologous', 'Transplantation, Homologous', 'Twins, Monozygotic']",1982/05/28 00:00,1982/05/28 00:01,['1982/05/28 00:00'],"['1982/05/28 00:00 [pubmed]', '1982/05/28 00:01 [medline]', '1982/05/28 00:00 [entrez]']",['10.1055/s-2008-1070022 [doi]'],ppublish,Dtsch Med Wochenschr. 1982 May 28;107(21):803-8. doi: 10.1055/s-2008-1070022.,,Knochenmarktransplantation bei Panmyelopathie und akuter Leukamie. Resultate des Westdeutschen Tumorzentrums Essen.,,,,,,,,,,,
7042238,NLM,MEDLINE,19820722,20140226,0578-1426 (Print) 0578-1426 (Linking),21,1,1982 Jan,[Advances in the treatment of acute leukemia with homologous bone marrow transplantation (author's transl)].,55-7,,"['Tian, D']",['Tian D'],['chi'],,['Journal Article'],China,Zhonghua Nei Ke Za Zhi,Zhonghua nei ke za zhi,16210490R,['0 (Immunosuppressive Agents)'],IM,"['Acute Disease', '*Bone Marrow Transplantation', 'Graft vs Host Reaction', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'Leukemia/*therapy']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",,ppublish,Zhonghua Nei Ke Za Zhi. 1982 Jan;21(1):55-7.,,,,,,,,,,,,,
7042149,NLM,MEDLINE,19820722,20071115,0308-2261 (Print) 0308-2261 (Linking),11,1,1982 Feb,Plasma cell neoplasms and acute leukaemia.,221-34,,"['Bergsagel, D E']",['Bergsagel DE'],['eng'],,"['Journal Article', 'Review']",England,Clin Haematol,Clinics in haematology,0331547,,IM,"['Acute Disease', 'Chromosome Aberrations/drug therapy', 'Chromosome Disorders', 'Humans', 'Leukemia/*complications/pathology', 'Leukemia, Lymphoid/complications', 'Multiple Myeloma/*complications/drug therapy', 'Preleukemia/complications']",1982/02/01 00:00,1982/02/01 00:01,['1982/02/01 00:00'],"['1982/02/01 00:00 [pubmed]', '1982/02/01 00:01 [medline]', '1982/02/01 00:00 [entrez]']",,ppublish,Clin Haematol. 1982 Feb;11(1):221-34.,,,70,,,,,,,,,,
7042143,NLM,MEDLINE,19820722,20190821,0090-1229 (Print) 0090-1229 (Linking),20,3,1981 Sep,E-rosette formation in B-cell lymphatic leukemias induced by binding activity of monoclonal surface immunoglobulins to sheep red blood cells.,346-53,,"['Mitrou, P S', 'Bergmann, L', 'Holloway, K', 'Zerth, G']","['Mitrou PS', 'Bergmann L', 'Holloway K', 'Zerth G']",['eng'],,"['Case Reports', 'Journal Article']",United States,Clin Immunol Immunopathol,Clinical immunology and immunopathology,0356637,"['0 (Immunoglobulin M)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Animals', 'B-Lymphocytes/*immunology', 'Cells, Cultured', 'Erythrocytes/immunology', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Immunoglobulin M/immunology', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Male', 'Middle Aged', 'Receptors, Antigen, B-Cell/immunology', '*Rosette Formation', 'Sheep/blood']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",['10.1016/0090-1229(81)90145-8 [doi]'],ppublish,Clin Immunol Immunopathol. 1981 Sep;20(3):346-53. doi: 10.1016/0090-1229(81)90145-8.,,,,,,,,,,,,,
7042088,NLM,MEDLINE,19820708,20151119,0361-5960 (Print) 0361-5960 (Linking),66,4,1982 Apr,Effect of age on therapeutic response and survival in advanced Hodgkin's disease.,889-98,"Although age is a recognized prognostic factor in advanced Hodgkin's disease, there are few data concerning the use of combination chemotherapy in patients greater than 60 years. In two phase III trials of the Cancer and Leukemia Group B, 385 previously untreated patients with stage III or IV Hodgkin's disease received multidrug chemotherapy. All patients received a combination of either mechlorethamine or a nitrosourea, as well as a vinca alkaloid, procarbazine, and prednisone. Two hundred and five patients were less than 40 years of age, 107 were 40-59 years, and 73 were greater than or equal to 60 years. The overall response rates in these three age groups were 70%, 66%, and 40%, respectively. Age at the time of diagnosis was the predominant factor affecting response, and the response rate was not significantly higher in those older patients who received full doses of chemotherapy. Age was also associated with an increased frequency of serious leukopenia and thrombocytopenia. The group of patients greater than or equal to 60 years of age experienced the shortest median time to recurrence, 33 months. The intermediate age group also had a shorter time to recurrence (median, 44 months) than patients less than 40 years (median not yet reached). The low complete response rate and the short duration of response in the patients greater than or equal to 60 years of age resulted in a median survival time of 18 months. Even when the analysis of restricted to just the older patients who received greater than or equal to 90% of the projected drug doses, the complete remission rate, the median time to recurrence (20 months), and the duration of survival (27 months) are still much shorter than in younger patients.","['Peterson, B A', 'Pajak, T F', 'Cooper, M R', 'Nissen, N I', 'Glidewell, O J', 'Holland, J F', 'Bloomfield, C D', 'Gottlieb, A J']","['Peterson BA', 'Pajak TF', 'Cooper MR', 'Nissen NI', 'Glidewell OJ', 'Holland JF', 'Bloomfield CD', 'Gottlieb AJ']",['eng'],"['CA-03827/CA/NCI NIH HHS/United States', 'CA-16118/CA/NCI NIH HHS/United States', 'CA-16450/CA/NCI NIH HHS/United States', 'etc.']","['Clinical Trial', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antineoplastic Agents)', '0 (Nitrosourea Compounds)', '0 (Vinca Alkaloids)', '35S93Y190K (Procarbazine)', '50D9XSG0VR (Mechlorethamine)', 'VB0R961HZT (Prednisone)']",IM,"['Adult', 'Age Factors', 'Aged', 'Antineoplastic Agents/*administration & dosage/adverse effects', 'Clinical Trials as Topic', 'Drug Therapy, Combination', 'Hodgkin Disease/*drug therapy/mortality', 'Humans', 'Mechlorethamine/administration & dosage', 'Middle Aged', 'Nitrosourea Compounds/administration & dosage', 'Prednisone/administration & dosage', 'Procarbazine/administration & dosage', 'Vinca Alkaloids/administration & dosage']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1982 Apr;66(4):889-98.,,,,,,,,,,,,,
7042080,NLM,MEDLINE,19820722,20201209,0008-5472 (Print) 0008-5472 (Linking),42,6,1982 Jun,Comparison of the actions of 9-beta-D-arabinofuranosyl-2-fluoroadenine and 9-beta-D-arabinofuranosyladenine on target enzymes from mouse tumor cells.,2260-4,"9-beta-D-Arabinofuranosyl-2-fluoroadenine (2-F-ara-A), a derivative of 9-beta-D-arabinofuranosyladenine (ara-A) that is resistant to deamination, selectively inhibits DNA synthesis and has activity against mouse leukemia L1210 comparable to that of ara-A plus the adenosine deaminase inhibitor, 2'-deoxycoformycin. To determine if these two nucleosides have similar modes of action, comparisons were made of their effects and those of their triphosphates on enzymes known to be inhibited by ara-A or 9-beta-D-arabinofuranosyladenine 5'-triphosphate. 9-beta-D-Arabinofuranosyl-2-fluoroadenine 5'-triphosphate was more effective than 9-beta-D-arabinofuranosyladenine 5'-triphosphate in inhibiting the reduction of adenosine 5'-diphosphate and cytidine 5'-diphosphate by ribonucleotide reductase from HEp-2 cells or L1210 cells. DNA polymerase alpha from L1210 cells was equally sensitive to 9-beta-D-arabinofuranosyl-2-fluoroadenine 5'-triphosphate and 9-beta-D-arabinofuranosyladenine 5'-triphosphate, and DNA polymerase beta from L1210 cells was much less sensitive to both triphosphates. S-Adenosylhomocysteine hydrolase from L1210 cells was inactivated by 2-F-ara-A and ara-A, but higher concentrations of the fluoro derivative were required. These results are consistent with 2-F-ara-A and ara-A inhibition of DNA synthesis by inhibition of ribonucleotide reductase and DNA polymerase alpha.","['White, E L', 'Shaddix, S C', 'Brockman, R W', 'Bennett, L L Jr']","['White EL', 'Shaddix SC', 'Brockman RW', 'Bennett LL Jr']",['eng'],['CA-23155/CA/NCI NIH HHS/United States'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Nucleic Acid Synthesis Inhibitors)', 'EC 1.17.4.- (Ribonucleotide Reductases)', 'EC 2.7.7.7 (DNA Polymerase I)', 'EC 2.7.7.7 (DNA Polymerase II)', 'EC 3.- (Hydrolases)', 'EC 3.3.1.1 (Adenosylhomocysteinase)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",IM,"['Adenosylhomocysteinase', 'Animals', 'DNA Polymerase I/antagonists & inhibitors', 'DNA Polymerase II/antagonists & inhibitors', 'DNA Replication/*drug effects', 'Hydrolases/*antagonists & inhibitors', 'Leukemia L1210/*enzymology', 'Mice', '*Nucleic Acid Synthesis Inhibitors', 'Ribonucleotide Reductases/*antagonists & inhibitors', 'Vidarabine/*analogs & derivatives/*pharmacology']",1982/06/01 00:00,2001/03/28 10:01,['1982/06/01 00:00'],"['1982/06/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1982/06/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jun;42(6):2260-4.,,,,,,,,,,,,,
7042065,NLM,MEDLINE,19820722,20190620,0008-543X (Print) 0008-543X (Linking),49,10,1982 May 15,Kettering Award Lecture. The role of marrow transplantation in the eradication of malignant disease.,1963-9,,"['Thomas, E D']",['Thomas ED'],['eng'],"['CA 15704/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States', 'CA 31787/CA/NCI NIH HHS/United States', 'etc.']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,['0 (HLA Antigens)'],IM,"['Animals', '*Bone Marrow Transplantation', 'Child', 'Dogs', 'Graft vs Host Reaction', 'HLA Antigens/immunology', 'Hematopoiesis', 'Histocompatibility Testing', 'Humans', 'Leukemia, Lymphoid/immunology/mortality/*therapy', 'Mice', 'Neoplasms, Experimental/therapy', 'Prognosis', 'Recurrence', 'Transplantation, Homologous', 'Transplantation, Isogeneic', 'Whole-Body Irradiation']",1982/05/15 00:00,1982/05/15 00:01,['1982/05/15 00:00'],"['1982/05/15 00:00 [pubmed]', '1982/05/15 00:01 [medline]', '1982/05/15 00:00 [entrez]']",['10.1002/1097-0142(19820515)49:10<1963::aid-cncr2820491004>3.0.co;2-a [doi]'],ppublish,Cancer. 1982 May 15;49(10):1963-9. doi: 10.1002/1097-0142(19820515)49:10<1963::aid-cncr2820491004>3.0.co;2-a.,,,,,,,,,,,,,
7042020,NLM,MEDLINE,19820719,20041117,0007-1064 (Print) 0007-1064 (Linking),27,4,1982 Apr,Bone marrow transplantation.,"393, 395-7, 399",,"['Geary, C G', 'Evans, D I', 'Scarffe, J H']","['Geary CG', 'Evans DI', 'Scarffe JH']",['eng'],,['Journal Article'],England,Br J Hosp Med,British journal of hospital medicine,0171545,['0 (HLA Antigens)'],IM,"['Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Female', 'Graft Enhancement, Immunologic', 'Graft vs Host Disease/therapy', 'Graft vs Host Reaction', 'HLA Antigens/analysis', 'Histocompatibility Testing', 'Humans', 'Immunologic Deficiency Syndromes/*therapy', 'Leukemia/*therapy', 'Male', 'Osteopetrosis/therapy', 'Tissue Donors']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",,ppublish,"Br J Hosp Med. 1982 Apr;27(4):393, 395-7, 399.",,,,,,,,,,,,,
7042003,NLM,MEDLINE,19820719,20210216,0006-4971 (Print) 0006-4971 (Linking),59,5,1982 May,Low serum thymic hormone levels in patients with chronic graft-versus-host disease.,1073-7,"We tested the hypothesis that chronic graft-versus-host disease (GVHD) is due to inadequate thymic function by examining pretransplant serum levels of facteur thymique serique (FTS). Four of five patients with no detectable FTS activity developed chronic GVHD, while one of four with some FTS activity did. Further patient numbers are needed to confirm or reject this hypothesis. We further postulated that chronic GVHD, whatever its cause, involves thymic epithelium as a target organ. When tested 11 mo or more posttransplant, patients with chronic GVHD had lower absolute FTS levels (p less than 0.02) and lower age-corrected levels (p = 0.05) than patients without chronic GHVD. Low values in chronic GVHD were associated with the disease itself and not its therapy. These findings show that thymic epithelial secretory function is impaired in chronic GVHD, and this may in part be responsible for the immunodeficiency characteristic of these patients.","['Atkinson, K', 'Incefy, G S', 'Storb, R', 'Sullivan, K M', 'Iwata, T', 'Dardenne, M', 'Ochs, H D', 'Good, R A', 'Thomas, E D']","['Atkinson K', 'Incefy GS', 'Storb R', 'Sullivan KM', 'Iwata T', 'Dardenne M', 'Ochs HD', 'Good RA', 'Thomas ED']",['eng'],"['CA 15704/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States', 'CA 18221/CA/NCI NIH HHS/United States', 'etc.']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Thymus Hormones)', '9H198D04WL (Thymic Factor, Circulating)']",IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/blood/surgery', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Female', '*Graft vs Host Reaction', 'Humans', 'Leukemia, Lymphoid/blood/surgery', 'Leukemia, Myeloid/blood/surgery', 'Male', 'Thymic Factor, Circulating/*metabolism', 'Thymus Hormones/*metabolism']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['S0006-4971(20)74368-5 [pii]'],ppublish,Blood. 1982 May;59(5):1073-7.,,,,,,,,,,,,,
7042002,NLM,MEDLINE,19820719,20210216,0006-4971 (Print) 0006-4971 (Linking),59,5,1982 May,Characteristics of bone marrow fibroblast colony-forming cells (CFU-F) and their progeny in patients with myeloproliferative disorders.,1046-54,"Chronic myeloproliferative disorders (MPD) are clonal diseases of the pluripotent hematopoietic stem cell frequently associated with myelofibrosis (MF). There is only indirect evidence indicating that the increased deposition of collagen in bone marrow matrix is a secondary phenomenon. A liquid culture system for cloning and growing bone marrow fibroblasts has permitted us to approach more directly the understanding of the pathogenesis of myelofibrosis by comparing the biophysical, growth, and functional characteristics of fibroblasts from normals, MPD patients without MF, and those with MF. In patients with MF, marrow fibroblast colony (CFU-F) formation could not be studied; fibroblasts were grown from marrow explants. CFU-E from normals and MPD patients exhibited similar cell density distribution and similar cell sedimentation rates. These similarities contrasted sharply with the differences seen when the erythroid and granulocyte-macrophage progenitors were studied by the same methods. There was a marked light density shift and a rapidly sedimenting shift of MPD hematopoietic colony-forming cells. Marrow fibroblasts from MPD patients with and without MF displayed the same in vitro growth characteristics as fibroblasts from normals. Both types of fibroblasts exhibited anchorage and serum dependence, and contact inhibition of growth. Marrow fibroblasts were also characterized for the presence and distribution of fibronectin and collagen types by immunofluorescent staining using monospecific antibodies. Extracellular matrix, membrane-, and cytoplasm-associated fibronectin, type I, type III, and type V collagen showed a similar staining pattern in both normal and myelofibrotic marrow fibroblasts. Plasminogen-dependent fibrinolytic activity elicited from normal and myelofibrotic marrow fibroblasts were equivalent. Chromosomal analysis of hematopoietic cells and marrow fibroblasts from Philadelphia chromosome positive chronic myelocytic leukemia patients with and without MF showed that the Philadelphia chromosome was present only in hematopoietic cells. The results of these studies taken together demonstrate that bone marrow collagen-producing cells from MPD patients with and without MF behave in vitro as do those from normals. These findings support the hypothesis that that the marrow fibrosis observed in patients with MPD results from a reactive process rather than from a primary disorder affecting the marrow collagen-producing cells.","['Castro-Malaspina, H', 'Gay, R E', 'Jhanwar, S C', 'Hamilton, J A', 'Chiarieri, D R', 'Meyers, P A', 'Gay, S', 'Moore, M A']","['Castro-Malaspina H', 'Gay RE', 'Jhanwar SC', 'Hamilton JA', 'Chiarieri DR', 'Meyers PA', 'Gay S', 'Moore MA']",['eng'],"['CA-17353/CA/NCI NIH HHS/United States', 'CA-20194/CA/NCI NIH HHS/United States', 'F05-TW-02524/TW/FIC NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Culture Media)', '0 (Fibronectins)', '9007-34-5 (Collagen)', 'EC 3.4.21.- (Plasminogen Activators)']",IM,"['Adult', 'Bone Marrow/*physiopathology', 'Cell Adhesion', 'Cell Line', 'Collagen/metabolism', '*Colony-Forming Units Assay', 'Culture Media', 'Fibrinolysis', 'Fibroblasts/physiology', 'Fibronectins/metabolism', 'Fluorescent Antibody Technique', 'Hematopoietic Stem Cells/physiology', 'Humans', 'Myeloproliferative Disorders/*physiopathology', 'Plasminogen Activators/metabolism']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['S0006-4971(20)74364-8 [pii]'],ppublish,Blood. 1982 May;59(5):1046-54.,,,,,,,,,,,,,
