PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,CI,GR,PMC,TT,EIN,CRF,SI,OID,OTO,OT,GN,CON,MID,CN,OAB,OABL,LID,PS,FPS
12209692,NLM,MEDLINE,20020917,20071115,0008-543X (Print) 0008-543X (Linking),95,5,2002 Sep 1,Financial analysis of patients with newly diagnosed acute myelogenous leukemia on protocol or standard therapy.,1064-70,"BACKGROUND: Medicare and third-party payers may be reluctant to pay for investigational (protocol) therapy for patients with cancer on the premise that such treatment is more expensive than standard therapy. However, prior studies that have attempted to compare protocol therapy with standard therapy have been difficult to interpret because of the assortment of malignancies studied and the lack of suitable control groups of patients who received standard therapy. METHODS: In the current study, the authors conducted a retrospective review of the financial charges associated with protocol or nonprotocol (standard) chemotherapy in patients with a single malignancy, newly diagnosed acute myelogenous leukemia (AML), who received their initial course of chemotherapy (""induction"") at the Memorial Sloan-Kettering Cancer Center (MSKCC) between 1996 and 1999. Protocol and nonprotocol groups were analyzed according to clinical characteristics and standard prognostic features to determine whether the two groups were comparable. Median charges for all patients were determined using a database that linked clinical information, financial data, and clinical outcomes. RESULTS: A total of 353 patients with newly diagnosed AML were registered at MSKCC during the time period studied; of these, 79 patients (22%) received all of their care at the institution. Thirty patients (38%) received treatment on an investigational protocol. Forty-nine patients (62%) did not receive protocol therapy for the following reasons: 10 patients (20%) did not meet eligibility criteria, 4 patients (8%) were eligible for protocol therapy but declined, and 35 patients (71%) met protocol criteria but were not offered protocol therapy based on the judgment of their primary oncologist. The groups were not comparable because patients treated with standard therapy were older and had a poorer initial Eastern Cooperative Oncology Group (ECOG) performance status. Overall median charges for patients in the nonprotocol group were higher than for patients treated on a protocol although charges were not related to age, initial ECOG performance status, or cytogenetic risk group. CONCLUSIONS: Although charges for the nonprotocol group were higher, specific factors responsible for this difference were not identified. This study emphasizes the problems inherent in assembling suitable groups of patients for comparison.","['Berman, Ellin', 'Little, Claudia', 'Teschendorf, Bonnie', 'Jones, Meaghan', 'Heller, Glenn']","['Berman E', 'Little C', 'Teschendorf B', 'Jones M', 'Heller G']","['Leukemia Service, Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York City, New York 10021, USA. bermane@mskcc.org']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,IM,,"['Adult', 'Age Factors', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*economics/*therapeutic use', '*Clinical Trials as Topic', 'Female', '*Health Care Costs', 'Health Status', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/*economics', 'Male', 'Middle Aged', 'Retrospective Studies', 'Risk Factors']",2002/09/05 10:00,2002/09/18 10:01,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/09/18 10:01 [medline]', '2002/09/05 10:00 [entrez]']",['10.1002/cncr.10805 [doi]'],ppublish,Cancer. 2002 Sep 1;95(5):1064-70. doi: 10.1002/cncr.10805.,,,['Copyright 2002 American Cancer Society.'],,,,,,,,,,,,,,,,,,
12209681,NLM,MEDLINE,20020917,20071115,0008-543X (Print) 0008-543X (Linking),95,5,2002 Sep 1,Survey of oncologists' perceptions of barriers to accrual of older patients with breast carcinoma to clinical trials.,989-96,"BACKGROUND: Prior research has documented the under-representation in clinical trials of older patients with cancer. In part of a larger study to test the magnitude of these barriers to entering eligible older patients with carcinoma of the breast into clinical trials (Cancer and Leukemia Group B [CALGB] trial 9670), barriers to accruing eligible older patients to clinical trials were obtained from the physician's perspective. METHODS: One hundred fifty-six physicians (85% oncologists) who treated patients with breast carcinoma at 10 CALGB institutions completed a questionnaire concerning what they perceived as barriers to enrolling older patients with breast carcinoma on clinical trials and possible interventions that may improve accrual. RESULTS: Physicians' perceptions of the most important barriers to accrual of older patients were: 1) elderly patients have significant comorbid conditions that are not excluded by the protocol but that may affect how they would respond to treatment (16%); elderly patients have difficulty understanding what is required in a complicated treatment trial, resulting in poor compliance (16%); treatment toxicity (14%); and elderly patients often do not meet the eligibility criteria (15%). Oncologists most frequently suggested that the most effective interventions for improving the accrual of elderly patients to trials included making personnel available in the clinic to explain clinical trials to older patients and their families (25%) and providing physicians with educational materials concerning treatment toxicity in the elderly (18%). CONCLUSIONS: Physicians viewed barriers to accruing older patients with breast carcinoma to clinical trials as multidimensional, with the most important involving protocol requirements, treatment specific issues, and older patients' medical and cognitive characteristics. Thus, a variety of interventions would be needed to improve accrual of older patients to clinical trials, including increasing physicians' knowledge concerning treatment toxicity in the elderly, simplifying protocol requirements, and reducing treatment toxicity.","['Kornblith, Alice B', 'Kemeny, Margaret', 'Peterson, Bercedis L', 'Wheeler, Judith', 'Crawford, Jeffrey', 'Bartlett, Nancy', 'Fleming, Gini', 'Graziano, Stephen', 'Muss, Hyman', 'Cohen, Harvey Jay']","['Kornblith AB', 'Kemeny M', 'Peterson BL', 'Wheeler J', 'Crawford J', 'Bartlett N', 'Fleming G', 'Graziano S', 'Muss H', 'Cohen HJ']","['Dana-Farber Cancer Institute, Boston, Massachusetts 02115, USA. alice_kornblith@dfci.harvard.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cancer,Cancer,0374236,IM,,"['Adult', 'Aged', '*Aging', 'Breast Neoplasms/*therapy', '*Clinical Trials as Topic', 'Comorbidity', 'Eligibility Determination', 'Female', 'Humans', 'Middle Aged', '*Patient Compliance', '*Patient Selection', 'Perception', 'Risk Factors']",2002/09/05 10:00,2002/09/18 10:01,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/09/18 10:01 [medline]', '2002/09/05 10:00 [entrez]']",['10.1002/cncr.10792 [doi]'],ppublish,Cancer. 2002 Sep 1;95(5):989-96. doi: 10.1002/cncr.10792.,,,['Copyright 2002 American Cancer Society.'],['CA31946/CA/NCI NIH HHS/United States'],,,,,,,,,,,,['Cancer and Leukemia Group B'],,,,,
12209598,NLM,MEDLINE,20020925,20160303,0020-7136 (Print) 0020-7136 (Linking),100,6,2002 Aug 20,Differential sensitivity to imatinib of 2 patients with metastatic sarcoma arising from dermatofibrosarcoma protuberans.,623-6,"Dermatofibrosarcoma protuberans (DFSP) is a rare superficial sarcoma usually affecting the trunk, with significant risk of local recurrence. It is characterized by the presence of ring chromosomes or chromosomal translocations fusing the promoter of the collagen gene COL1A1 to the platelet-derived growth factor beta-chain gene PDGFB, increasing the production of PDGF locally and promoting autocrine or paracrine tumor growth. Fewer than 5% of patients with DFSP develop metastatic sarcoma, with a poor subsequent prognosis. Imatinib (STI-571) was developed as an inhibitor of the PDGF receptor tyrosine kinase and has proven clinical activity against chronic myelogenous leukemia (expressing bcr-abl) and gastrointestinal stromal tumors (expressing c-kit). We describe 2 patients with metastatic and unresectable metastases from DFSP treated with imatinib. After confirmation of negative CD117 status of 2 sarcomas arising from DFSP, patients were given imatinib 400 mg po qd and assessed at regular intervals for their tolerance and response to therapy. One patient had a transient response, then progressed rapidly and died of disease. Another patient showed a partial response to therapy after 2 months, with resolution of superior vena cava syndrome and shrinking of metastatic lung lesions. His response is ongoing after 6 months of therapy. These clinical data confirm findings from models of DFSP and support the use of imatinib in the rare setting of metastatic DFSP. Imatinib may be useful for patients with locally advanced DFSP, when other options for local therapy are limited.","['Maki, Robert G', 'Awan, Rashid A', 'Dixon, Richard H', 'Jhanwar, Suresh', 'Antonescu, Cristina R']","['Maki RG', 'Awan RA', 'Dixon RH', 'Jhanwar S', 'Antonescu CR']","['Department of Medicine, Memorial Sloan-Kettering Cancer Center, 1275 York Avenue, New York, NY 10021-6007, USA. makir@mskcc.org']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Int J Cancer,International journal of cancer,0042124,IM,,"['Adult', 'Antineoplastic Agents/*pharmacology', 'Benzamides', 'Dermatofibrosarcoma/*drug therapy/pathology', 'Humans', 'Imatinib Mesylate', 'Immunohistochemistry', 'Male', 'Piperazines/*pharmacology', 'Platelet-Derived Growth Factor/metabolism', 'Pyrimidines/*pharmacology', 'Recurrence', 'Sarcoma/*drug therapy/secondary', 'Skin Neoplasms/*drug therapy', 'Time Factors', 'Tomography, X-Ray Computed', 'Treatment Outcome']",2002/09/05 10:00,2002/09/26 06:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/09/26 06:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1002/ijc.10535 [doi]'],ppublish,Int J Cancer. 2002 Aug 20;100(6):623-6. doi: 10.1002/ijc.10535.,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Platelet-Derived Growth Factor)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",,"['Copyright 2002 Wiley-Liss, Inc.']",['P01 CA 47179-10A1/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,,
12209595,NLM,MEDLINE,20020923,20161124,0020-7136 (Print) 0020-7136 (Linking),101,1,2002 Sep 1,Leukaemia and non-Hodgkin's lymphoma in children of Sellafield male radiation workers.,100,,"['Dickinson, Heather O', 'Parker, Louise']","['Dickinson HO', 'Parker L']",,['eng'],"['Letter', 'Comment']",,United States,Int J Cancer,International journal of cancer,0042124,IM,,"['Adolescent', 'Child', 'Child, Preschool', 'DNA Damage/*radiation effects', 'Female', 'Humans', 'Leukemia/*epidemiology', 'Leukemia, Radiation-Induced/epidemiology', 'Lymphoma, Non-Hodgkin/*epidemiology', 'Male', 'Occupational Exposure/*adverse effects', 'Paternal Exposure', 'Poisson Distribution', 'Risk Factors', 'United Kingdom/epidemiology']",2002/09/05 10:00,2002/09/24 06:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/09/24 06:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1002/ijc.10564 [doi]'],ppublish,Int J Cancer. 2002 Sep 1;101(1):100. doi: 10.1002/ijc.10564.,,,,,,,,,,,,,,['Int J Cancer. 2002 May 20;99(3):437-44. PMID: 11992415'],,,,,,,
12209593,NLM,MEDLINE,20020923,20160303,0020-7136 (Print) 0020-7136 (Linking),101,1,2002 Sep 1,"Serum levels of angiogenin, basic fibroblast growth factor and endostatin in patients receiving intensive chemotherapy for acute myelogenous leukemia.",86-94,"Angiogenesis seems to be important both in the pathogenesis of acute myelogenous leukemia (AML) and for the susceptibility of AML blasts to chemotherapy. Recent clinical studies even suggest that antiangiogenic therapy can induce disease control in patients with AML relapse. In this context we have investigated the profile of the systemic component of angiogenic regulation in AML by characterizing the serum levels of (i) the angiogenic regulators angiogenin, basic fibroblast growth factor (bFGF) and endostatin; (ii) the endothelial cell marker soluble (s) E-selectin. Patients with untreated AML had increased levels of angiogenin, endostatin and sE-selectin, whereas the levels of bFGF were not significantly altered. The systemic levels of the proangiogenic bFGF, the antiangiogenic endostatin and the endothelial cell marker sE-selectin showed significant correlations, whereas angiogenin and sE-selectin levels were not correlated. Furthermore, intensive chemotherapy resulted in decreased systemic levels of the 2 proangiogenic mediators angiogenin and bFGF, whereas endostatin levels remained high after treatment. Although angiogenin normally is a part of the acute phase reaction, its systemic levels were not altered when patients with chemotherapy-induced cytopenia developed complicating bacterial infections. Our results suggest that intensive chemotherapy can modulate the systemic component of angiogenic regulation in AML patients.","['Glenjen, Nils', 'Mosevoll, Knut Anders', 'Bruserud, Oystein']","['Glenjen N', 'Mosevoll KA', 'Bruserud O']","['Section for Hematology, Department of Medicine, Haukeland University Hospital and the University of Bergen, Norway. nils.idar.glenjen@haukeland.no']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Int J Cancer,International journal of cancer,0042124,IM,,"['Adult', 'Aged', 'Circadian Rhythm', 'Collagen/*blood', 'Endostatins', 'Female', 'Fibroblast Growth Factor 2/*blood', 'Hematopoietic Stem Cell Mobilization', 'Humans', 'Leukemia, Myeloid, Acute/*blood/*drug therapy/metabolism', 'Male', 'Middle Aged', 'Peptide Fragments/*blood', 'Ribonuclease, Pancreatic/*blood', 'Selectins/blood']",2002/09/05 10:00,2002/09/24 06:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/09/24 06:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1002/ijc.10566 [doi]'],ppublish,Int J Cancer. 2002 Sep 1;101(1):86-94. doi: 10.1002/ijc.10566.,"['0 (Endostatins)', '0 (Peptide Fragments)', '0 (Selectins)', '103107-01-3 (Fibroblast Growth Factor 2)', '9007-34-5 (Collagen)', 'EC 3.1.27.- (angiogenin)', 'EC 3.1.27.5 (Ribonuclease, Pancreatic)']",,"['Copyright 2002 Wiley-Liss, Inc.']",,,,,,,,,,,,,,,,,,
12209591,NLM,MEDLINE,20020923,20160303,0020-7136 (Print) 0020-7136 (Linking),101,1,2002 Sep 1,Recent thymic emigrants and prognosis in T- and B-cell childhood hematopoietic malignancies.,74-7,"The concentration of T-cell receptor rearrangement excision DNA circles (TRECs) in peripheral blood mononuclear cells (PBMCs) is currently known to be a marker of recent thymic emigrants. We evaluated the hypothesis that TREC values would be lower in childhood T-cell hematopoietic malignancies than in childhood B-cell acute lymphoblastic leukemia (ALL) or healthy controls because the former category may reflect compromised thymic function. From the Greek national childhood leukemia/lymphoma database we obtained all 30 available T-cell leukemia/non-Hodgkin's lymphoma cases, 30 age- and sex-matched childhood B-cell origin cases of ALL and 60 healthy hospital controls. We compared TREC levels in PBMCs using a real-time PCR assay. There was highly significant reduction of TREC values in children with T-cell malignancies (median 3,100 TRECs/10(6) PBMCs), whereas children with B-cell origin ALL had slightly but nonsignificantly lower TREC values compared to healthy children (medians 19,300 and 22,500 TRECs/10(6) PBMCs, respectively). During a median follow-up period of about 19 months, only 4 children died. All of them had a T-cell hematopoietic malignancy and relatively low TREC values. The number of TRECs was higher among healthy girls than among healthy boys, and a similar pattern was evident in T-cell malignancies. It appears that there is a pattern of concordance of high TREC values with better disease prognosis in hematologic childhood malignancies. This applies to specific disease entities with better prognosis (B-cell origin ALL having higher TREC values than T-cell leukemia/lymphoma) and to gender, another important predictor of prognosis conditional on disease entity (girls having higher TREC values than boys); however, it may also be true for the survival of individual patients. These preliminary findings can be used as hypothesis-generating indications that should be confirmed in larger data sets.","['Petridou, Eleni', 'Klimentopoulou, Alexandra E', 'Moustaki, Maria', 'Kostrikis, Leontios G', 'Hatzakis, Angelos', 'Trichopoulos, Dimitrios']","['Petridou E', 'Klimentopoulou AE', 'Moustaki M', 'Kostrikis LG', 'Hatzakis A', 'Trichopoulos D']","['Department of Hygiene and Epidemiology, Athens University Medical School, Greece. epetrid@med.uoa.gr']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Int J Cancer,International journal of cancer,0042124,IM,,"['Age of Onset', 'B-Lymphocytes/metabolism/*pathology', '*Cell Movement', 'Child', 'DNA, Neoplasm/genetics', 'Female', 'Gene Rearrangement, T-Lymphocyte/genetics', 'Humans', 'Male', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*immunology/*pathology', 'Prognosis', 'Receptors, Antigen, T-Cell/genetics', 'Sex Characteristics', 'Survival Rate', 'T-Lymphocytes/metabolism/*pathology', 'Thymus Gland/*pathology']",2002/09/05 10:00,2002/09/24 06:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/09/24 06:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1002/ijc.10568 [doi]'],ppublish,Int J Cancer. 2002 Sep 1;101(1):74-7. doi: 10.1002/ijc.10568.,"['0 (DNA, Neoplasm)', '0 (Receptors, Antigen, T-Cell)']",,"['Copyright 2002 Wiley-Liss, Inc.']",['R01 AI43868/AI/NIAID NIH HHS/United States'],,,,,,,,,,,,,,,,,
12209315,NLM,MEDLINE,20021010,20061115,0304-8608 (Print) 0304-8608 (Linking),147,9,2002 Sep,Analysis of conserved and non-conserved amino acids critical for ALSV (Avian leukemia and sarcoma viruses) integrase functions in vitro.,1761-78,"Retroviral integrase (IN) is the viral enzyme responsible for the integration of viral DNA into host cellular DNA. In vitro, recombinant IN protein is able to catalyze the 3'-processing, strand transfer and disintegration activities. In order to analyze the importance of specific residues of ALSV (Avian leukemia and sarcoma viruses) IN protein, we introduced 31 amino acid substitutions either in residues previously shown by others to be involved in IN oligomerization or in selected conserved and non-conserved residues through the IN sequence. We tested, in vitro, the three catalytic activities of these mutants as well as their capacity to bind DNA. We found that (i) 88% of the substitutions occurring on well-conserved residues have an effect on IN activities (ii) two mutants (S85T in the central catalytic domain and N197C in the C-terminal domain) present a reduced efficiency of DNA binding compared to the wild type protein. Moreover, all mutations made on the dimer interface of C-terminal domain present reduced activities, suggesting an important role of this part of the protein. Finally, for some mutations, we observed differences between the ALSV and HIV (Human immunodeficiency virus) IN corresponding residues.","['Moreau, K', 'Faure, C', 'Verdier, G', 'Ronfort, C']","['Moreau K', 'Faure C', 'Verdier G', 'Ronfort C']","['Centre de Genetique Moleculaire et Cellulaire, Institut National de la Recherche Agronomique, Universite Claude Bernard, Villeurbanne, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Austria,Arch Virol,Archives of virology,7506870,IM,,"['Alpharetrovirus/*enzymology', 'Amino Acid Sequence', 'Conserved Sequence', 'DNA/metabolism', 'HIV Integrase/chemistry', 'Integrases/*chemistry/physiology', 'Molecular Sequence Data', 'Mutation', 'Solubility', 'Structure-Activity Relationship']",2002/09/05 10:00,2002/10/11 04:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/10/11 04:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1007/s00705-002-0831-5 [doi]'],ppublish,Arch Virol. 2002 Sep;147(9):1761-78. doi: 10.1007/s00705-002-0831-5.,"['9007-49-2 (DNA)', 'EC 2.7.7.- (HIV Integrase)', 'EC 2.7.7.- (Integrases)']",,,,,,,,,,,,,,,,,,,,
12209159,NLM,MEDLINE,20021007,20210109,1474-175X (Print) 1474-175X (Linking),2,9,2002 Sep,How acute promyelocytic leukaemia revived arsenic.,705-13,"Despite its many therapeutic qualities, arsenic trioxide has been more commonly remembered as Madame Bovary's poison than as an anticancer drug. The ability of arsenic trioxide to treat acute promyelocytic leukaemia has radically changed this view, providing new insights into the pathogenesis of this malignancy and raising hopes that arsenicals might be useful in treating other cancers.","['Zhu, Jun', 'Chen, Zhu', 'Lallemand-Breitenbach, Valerie', 'de The, Hugues']","['Zhu J', 'Chen Z', 'Lallemand-Breitenbach V', 'de The H']","[""CNRS UPR 9051, Laboratoire associe du comite de Paris de la ligue contre le cancer, affilie a l'universite de Paris VII, Hopital St Louis, 1 avenue C. Vellefaux, 75475 Paris cedex 10, France.""]",['eng'],"['Historical Article', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,England,Nat Rev Cancer,Nature reviews. Cancer,101124168,IM,,"['Animals', 'Arsenic Trioxide', 'Arsenicals/history/*therapeutic use', 'Cell Differentiation', 'China', 'Europe', 'Gene Expression Regulation, Neoplastic', 'History, 15th Century', 'History, 16th Century', 'History, 18th Century', 'History, 20th Century', 'History, 21st Century', 'History, Ancient', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy/genetics/metabolism/pathology', 'Neoplasm Proteins/metabolism', '*Nuclear Proteins', 'Oxides/history/*therapeutic use', 'Promyelocytic Leukemia Protein', 'Receptors, Retinoic Acid/metabolism', 'Transcription Factors/metabolism', 'Tumor Suppressor Proteins']",2002/09/05 10:00,2002/10/09 04:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/10/09 04:00 [medline]', '2002/09/05 10:00 [entrez]']","['10.1038/nrc887 [doi]', 'nrc887 [pii]']",ppublish,Nat Rev Cancer. 2002 Sep;2(9):705-13. doi: 10.1038/nrc887.,"['0 (Arsenicals)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Oxides)', '0 (Promyelocytic Leukemia Protein)', '0 (Receptors, Retinoic Acid)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '143220-95-5 (PML protein, human)', 'S7V92P67HO (Arsenic Trioxide)']",110,,,,,,,,,,,,,,,,,,,
12208984,NLM,MEDLINE,20020930,20190508,0022-538X (Print) 0022-538X (Linking),76,19,2002 Oct,Reversal by dithiothreitol treatment of the block in murine leukemia virus maturation induced by disulfide cross-linking.,10050-5,"We previously reported that if murine leukemia virus particles are produced in the presence of the mild oxidizing agent disulfide-substituted benzamide-2, they fail to undergo the normal process of virus maturation. We now show that treatment of these immature particles with a reducing agent (dithiothreitol) induces their maturation in vitro, as evidenced by proteolytic cleavage of Gag, Gag-Pol, and Env proteins and by their morphology. The identification of partial cleavage products in these particles suggests the sequence with which the cleavages occur under these conditions. This may be a useful experimental system for further analysis of retroviral maturation under controlled conditions in vitro.","['Campbell, Stephen', 'Oshima, Masamichi', 'Mirro, Jane', 'Nagashima, Kunio', 'Rein, Alan']","['Campbell S', 'Oshima M', 'Mirro J', 'Nagashima K', 'Rein A']","['HIV Drug Resistance Program, SAIC Frederick, National Cancer Institute-Frederick, Natipnal Institutes of Health, Frederick, Maryland 21702, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Virol,Journal of virology,0113724,IM,,"['3T3 Cells', 'Animals', 'Disulfides', 'Dithiothreitol/*pharmacology', 'Endopeptidases/physiology', 'Fusion Proteins, gag-pol/metabolism', 'Gene Products, env/metabolism', 'Gene Products, gag/metabolism', 'Mice', 'Moloney murine leukemia virus/*physiology', 'RNA, Viral/analysis', 'Virion/physiology']",2002/09/05 10:00,2002/10/02 04:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/10/02 04:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1128/jvi.76.19.10050-10055.2002 [doi]'],ppublish,J Virol. 2002 Oct;76(19):10050-5. doi: 10.1128/jvi.76.19.10050-10055.2002.,"['0 (Disulfides)', '0 (Fusion Proteins, gag-pol)', '0 (Gene Products, env)', '0 (Gene Products, gag)', '0 (RNA, Viral)', 'EC 3.4.- (Endopeptidases)', 'T8ID5YZU6Y (Dithiothreitol)']",,,"['N01CO12400/CA/NCI NIH HHS/United States', 'N01-CO-12400/CO/NCI NIH HHS/United States']",PMC136531,,,,,,,,,,,,,,,,
12208980,NLM,MEDLINE,20020930,20190508,0022-538X (Print) 0022-538X (Linking),76,19,2002 Oct,The PPPY motif of human T-cell leukemia virus type 1 Gag protein is required early in the budding process.,10024-9,"Domains required late in the virus budding process (L domains) have been identified in the Gag proteins of a number of retroviruses. Here we show that the human T-cell leukemia virus type 1 candidate L domain motif PPPY is indeed required for virus production. Strikingly, however, mutation of this motif arrested virus particles at an earlier stage in the budding process than was seen for mutation of the L domain motifs thus far described for retroviruses. In view of the exchangeability of such domains, we propose that the retrovirus budding process may involve a continuum from bud formation to membrane fission.","['Le Blanc, Isabelle', 'Prevost, Marie-Christine', 'Dokhelar, Marie-Christine', 'Rosenberg, Arielle R']","['Le Blanc I', 'Prevost MC', 'Dokhelar MC', 'Rosenberg AR']","[""INSERM U332, Institut Cochin de Genetique Moleculaire. Unite d'Oncologie Virale, Institut Pasteur, Paris, France.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Virol,Journal of virology,0113724,IM,,"['Amino Acid Motifs', 'Amino Acid Sequence', 'Gene Products, gag/*chemistry/physiology', 'Human T-lymphotropic virus 1/*chemistry/physiology', 'Humans', 'Membrane Fusion', 'Molecular Sequence Data', '*Virus Replication']",2002/09/05 10:00,2002/10/02 04:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/10/02 04:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1128/jvi.76.19.10024-10029.2002 [doi]'],ppublish,J Virol. 2002 Oct;76(19):10024-9. doi: 10.1128/jvi.76.19.10024-10029.2002.,"['0 (Gene Products, gag)']",,,,PMC136533,,,,,,,,,,,,,,,,
12208946,NLM,MEDLINE,20020930,20190508,0022-538X (Print) 0022-538X (Linking),76,19,2002 Oct,Relationship between SU subdomains that regulate the receptor-mediated transition from the native (fusion-inhibited) to the fusion-active conformation of the murine leukemia virus glycoprotein.,9673-85,"Envelope glycoproteins (Env) of retroviruses are trimers of SU (surface) and TM (transmembrane) heterodimers and are expressed on virions in fusion-competent forms that are likely to be metastable. Activation of the viral receptor-binding domain (RBD) via its interaction with a cell surface receptor is thought to initiate a cascade of events that lead to refolding of the Env glycoprotein into its stable fusion-active conformation. While the fusion-active conformation of the TM subunit has been described in detail for several retroviruses, little is known about the fusion-competent structure of the retroviral glycoproteins or the molecular events that mediate the transition between the two conformations. By characterizing Env chimeras between the ecotropic and amphotropic murine leukemia virus (MLV) SUs as well as a set of point mutants, we show that alterations of the conformation of the SU glycoprotein strongly elevate Env fusogenicity by disrupting the stability of the Env complex. Compensatory mutations that restored both Env stability and fusion control were also identified, allowing definition of interactions within the Env complex that maintain the stability of the native Env complex. We show that, in the receptor-unbound form, structural interactions between the N terminus of the viral RBD (NTR domain), the proline-rich region (PRR), and the distal part of the C-terminal domain of the SU subunit maintain a conformation of the glycoprotein that is fusion inhibitory. Additionally, we identified mutations that disrupt this fusion-inhibitory conformation and allow fusion activation in the absence of viral receptors, provided that receptor-activated RBD fragments are added in trans during infection. Other mutations were identified that allow fusion activation in the absence of receptors for both the viral glycoprotein and the trans-acting RBD. Finally, we found mutations of the SU that bypass in cis the requirement for the NTR domain in fusion activation. All these different mutations call for a critical role of the PRR in mediating conformational changes of the Env glycoprotein during fusion activation. Our results suggest a model of MLV Env fusion activation in which unlocking of the fusion-inhibitory conformation is initiated by receptor binding of the viral RBD, which, upon disruption of the PRR, allows the NTR domain to promote further events in Env fusion activation. This involves a second type of interaction, in cis or in trans, between the receptor-activated RBD and a median segment of the freed C-terminal domain.","['Lavillette, Dimitri', 'Ruggieri, Alessia', 'Boson, Bertrand', 'Maurice, Marielle', 'Cosset, Francois-Loic']","['Lavillette D', 'Ruggieri A', 'Boson B', 'Maurice M', 'Cosset FL']","['Laboratoire de Vectorologie Retrovirale et Therapie Genique, INSERM U412, IFR 74, Ecole Normale Superieure de Lyon, Lyon, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Virol,Journal of virology,0113724,IM,,"['Binding Sites', 'Humans', 'Leukemia Virus, Murine/*chemistry', 'Membrane Fusion/*physiology', 'Protein Conformation', 'Receptors, Virus/*physiology', 'Tumor Cells, Cultured', 'Viral Envelope Proteins/*chemistry/physiology']",2002/09/05 10:00,2002/10/02 04:00,['2002/09/05 10:00'],"['2002/09/05 10:00 [pubmed]', '2002/10/02 04:00 [medline]', '2002/09/05 10:00 [entrez]']",['10.1128/jvi.76.19.9673-9685.2002 [doi]'],ppublish,J Virol. 2002 Oct;76(19):9673-85. doi: 10.1128/jvi.76.19.9673-9685.2002.,"['0 (Receptors, Virus)', '0 (Viral Envelope Proteins)']",,,,PMC136517,,,,,,,,,,,,,,,,
