PMID,OWN,STAT,DCOM,LR,IS,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,VI,GR,CIN,PMC,MID,RF,EIN,CI,OTO,OT,CON,CN,SI,TT,IR,FIR,OID,RIN,PS,FPS,COIS
19968986,NLM,MEDLINE,20100218,20131121,1873-3468 (Electronic) 0014-5793 (Linking),3,2010 Feb 5,Mcl-1(128-350) fragment induces apoptosis through direct interaction with Bax.,487-92,10.1016/j.febslet.2009.11.094 [doi],"Mcl-1 full-length (Mcl-1(1-350)), a tightly regulated protein, plays an important role in protecting cells against apoptosis. Cleavage of Mcl-1 at Asp127 by caspase (Mcl-1(C1)) contributes to the regulation of Mcl-1 expression, but its pro-apoptotic function remains controversial. Here, we reported that Mcl-1(128-350) expression induced caspase-dependent apoptosis. We demonstrated that Mcl-1(128-350) but not Mcl-1(1-350) interacts with Bax. This interaction required an intact BH3 Mcl-1(128-350) domain and leads to Bax activation and translocation to mitochondria. The silencing of Bax, but not of Bak, prevented Mcl-1(128-350) induced apoptosis. In conclusion, Mcl-1(128-350) exerts a pro-apoptotic function governed by its capacity to interact with Bax.","['Menoret, Emmanuelle', 'Gomez-Bougie, Patricia', 'Surget, Sylvanie', 'Trichet, Valerie', 'Oliver, Lisa', 'Pellat-Deceunynck, Catherine', 'Amiot, Martine']","['Menoret E', 'Gomez-Bougie P', 'Surget S', 'Trichet V', 'Oliver L', 'Pellat-Deceunynck C', 'Amiot M']","[""INSERM, UMR892, CRCNA, Institut de Recherche therapeutique de l'Universite de Nantes, 44007 Nantes Cedex1, France.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20091204,England,FEBS Lett,FEBS letters,0155157,"['0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (bcl-2 Homologous Antagonist-Killer Protein)', '0 (bcl-2-Associated X Protein)']",IM,"['Apoptosis/genetics/*physiology', 'Blotting, Western', 'Cell Line', 'Cell Line, Tumor', 'Humans', 'Immunoprecipitation', 'Mitochondria/metabolism', 'Myeloid Cell Leukemia Sequence 1 Protein', 'Plasmids', 'Protein Binding', 'Proto-Oncogene Proteins c-bcl-2/chemistry/genetics/metabolism/*physiology', 'bcl-2 Homologous Antagonist-Killer Protein/metabolism', 'bcl-2-Associated X Protein/genetics/*metabolism']",2009/12/09 06:00,2010/02/19 06:00,['2009/12/09 06:00'],"['2009/10/13 00:00 [received]', '2009/11/26 00:00 [revised]', '2009/11/27 00:00 [accepted]', '2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2010/02/19 06:00 [medline]']","['S0014-5793(09)01037-0 [pii]', '10.1016/j.febslet.2009.11.094 [doi]']",ppublish,FEBS Lett. 2010 Feb 5;584(3):487-92. doi: 10.1016/j.febslet.2009.11.094. Epub 2009 Dec 4.,584,,,,,,,"['2009 Federation of European Biochemical Societies. Published by Elsevier B.V. All', 'rights reserved.']",,,,,,,,,,,,,
19968721,NLM,MEDLINE,20100923,20171116,1751-553X (Electronic) 1751-5521 (Linking),3,2010 Jun,Immunophenotype of myeloid granulocytes: a pilot study for distinguishing myelodysplastic syndrome and aplastic anemia by flow cytometry.,275-81,10.1111/j.1751-553X.2009.01192.x [doi],"It is often difficult to distinguish myelodysplastic syndrome (MDS) from aplastic anemia (AA) because of the considerable clinical, cytologic histologic similarities between these two disorders; however, distinguishing between AA and MDS is of great importance because there is a higher risk of progression to acute leukemia in patients with MDS compared with AA. Up to now, CD34(+) cells in MDS and AA patients have been studied extensively; however, little information is available on myeloid granulocytes. The aim of this study was to determine whether immunophenotype of myeloid granulocytes in AA patients was different from that of MDS. Flow cytometry was used to assess the immunophenotype of myeloid granulocytes in 22 patients with MDS, 12 with AA, and 10 normal subjects. Our data showed that the percentages of CD13(+) granulocytes, CD33(+) granulocytes, CD34(+) granulocytes, and HLA-DR(+) granulocytes were significantly higher in patients with MDS than in AA patients and normal subjects (P < 0.05). The percentages of CD15(+) granulocytes and CD10(+) granulocytes were significantly lower in patients with MDS than in AA patients and normal subjects (P < 0.05). There were no significant differences in the expression of these markers between patients with AA and normal subjects (P > 0.05). As refractory anemia progressing to refractory anemia with excess blasts, the percentages of CD13(+) granulocytes, CD33(+) granulocytes, CD34(+) granulocytes and HLA-DR(+) granulocytes were significantly increased, whereas, the percentage of CD15(+) granulocytes was significantly decreased (P < 0.05). These data suggest that immunophenotype of myeloid granulocytes may be a useful parameter for the differential diagnosis of MDS and AA.","['Huang, M', 'Li, J', 'Zhao, G', 'Sui, X', 'Zhao, X', 'Xu, H']","['Huang M', 'Li J', 'Zhao G', 'Sui X', 'Zhao X', 'Xu H']","['Department of Clinical Laboratory, Provincial Hospital Affiliated to Shandong University, Jinan City, China. huangmin1983@yahoo.com.cn']",['eng'],['Journal Article'],20091130,England,Int J Lab Hematol,International journal of laboratory hematology,101300213,"['0 (Antigens, CD)', '0 (Antigens, CD34)', '0 (Antigens, Differentiation, Myelomonocytic)', '0 (Antigens, Surface)', '0 (CD33 protein, human)', '0 (HLA-DR Antigens)', '0 (Lewis X Antigen)', '0 (Sialic Acid Binding Ig-like Lectin 3)', 'EC 3.4.11.2 (CD13 Antigens)']",IM,"['Adult', 'Aged', 'Anemia, Aplastic/*diagnosis/immunology', 'Antigens, CD/metabolism', 'Antigens, CD34/metabolism', 'Antigens, Differentiation, Myelomonocytic/metabolism', 'Antigens, Surface/metabolism', 'CD13 Antigens/metabolism', 'Diagnosis, Differential', 'Female', 'Flow Cytometry', 'Granulocytes/*immunology', 'HLA-DR Antigens/metabolism', 'Humans', '*Immunophenotyping', 'Lewis X Antigen/metabolism', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*diagnosis/immunology', 'Reference Standards', 'Sialic Acid Binding Ig-like Lectin 3']",2009/12/09 06:00,2010/09/24 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2010/09/24 06:00 [medline]']","['CLH1192 [pii]', '10.1111/j.1751-553X.2009.01192.x [doi]']",ppublish,Int J Lab Hematol. 2010 Jun;32(3):275-81. doi: 10.1111/j.1751-553X.2009.01192.x. Epub 2009 Nov 30.,32,,,,,,,,,,,,,,,,,,,,
19968720,NLM,MEDLINE,20110114,20131121,1751-553X (Electronic) 1751-5521 (Linking),4,2010 Aug 1,"Peripheral blood vs. bone marrow for molecular monitoring of BCR-ABL1 levels in chronic myelogenous leukemia, a retrospective analysis in allogeneic bone marrow recipients.",387-91,10.1111/j.1751-553X.2009.01198.x [doi],"Molecular monitoring of the BCR-ABL1 transcript in chronic myelogenous leukemia (CML) using quantitative real-time PCR (RQ-PCR) can be performed using either bone marrow (BM) or peripheral blood (PB). However, a recent report by Stock et al. [International Journal of Oncology 28 (2006) 1099] questioned the reliability of PB samples for BCR-ABL1 detection as performed by RQ-PCR. We report a study on 114 CML patients who received allogeneic stem cell transplantation (ASCT), and who were monitored by RQ-PCR using paired samples of BM and PB: the total number of determinations was 428, with a median follow-up after transplant of 8 years. BCR-ABL1 transcript was undetectable or <0.1%, in 106 (49.57%) and 62 (29%) paired determinations, respectively. BCR-ABL1 was >0.1% in 36 (16.8%) paired determinations and was discordant in 10 (4.7%). Agreement between PB and BM results was quantified by the kappa test (k = 0.85; 95% CI 0.76-0.94). This study shows that BCR-ABL1 RQ-PCR monitoring of CML patients after ASCT with PB is concordant with BM in 95.3% of cases, and thus may be used to monitor the disease. This may be relevant when discussing both quality of life issues and the need for post-transplant monitoring with the patient.","['Ballestrero, A', 'Cirmena, G', 'Dominietto, A', 'Garuti, A', 'Rocco, I', 'Cea, M', 'Moran, E', 'Nencioni, A', 'Miglino, M', 'Raiola, A M', 'Bacigalupo, A', 'Patrone, F']","['Ballestrero A', 'Cirmena G', 'Dominietto A', 'Garuti A', 'Rocco I', 'Cea M', 'Moran E', 'Nencioni A', 'Miglino M', 'Raiola AM', 'Bacigalupo A', 'Patrone F']","['Department of Internal Medicine, University of Genoa, Viale Benedetto XV 6, Genoa, Italy. aballestrero@unige.it']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20091130,England,Int J Lab Hematol,International journal of laboratory hematology,101300213,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adolescent', 'Adult', 'Bone Marrow/*pathology', '*Bone Marrow Transplantation', 'Child', 'Female', 'Fusion Proteins, bcr-abl/*blood/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/*genetics/*therapy', 'Male', 'Middle Aged', 'Retrospective Studies', 'Reverse Transcriptase Polymerase Chain Reaction', 'Transplantation, Homologous', 'Young Adult']",2009/12/09 06:00,2011/01/15 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2011/01/15 06:00 [medline]']","['CLH1198 [pii]', '10.1111/j.1751-553X.2009.01198.x [doi]']",ppublish,Int J Lab Hematol. 2010 Aug 1;32(4):387-91. doi: 10.1111/j.1751-553X.2009.01198.x. Epub 2009 Nov 30.,32,,,,,,,,,,,,,,,,,,,,
19968719,NLM,MEDLINE,20110114,20131121,1751-553X (Electronic) 1751-5521 (Linking),4,2010 Aug 1,Frequent STAT3 activation is associated with Mcl-1 expression in nasal NK-cell lymphoma.,419-26,10.1111/j.1751-553X.2009.01204.x [doi],"Nasal natural killer (NK)-cell lymphoma was resistant to various antitumor agents. Although high expression of p-glycoprotein has been reported, other molecular mechanism of the chemo-resistance is largely unknown. Activation of STAT3 and expression of major apoptosis-related proteins Bcl-2, Bcl-x, and Mcl-1 were analyzed by immunohistochemistry. Effects of STAT3 inhibitor AG490 on NK-YS cell line were analyzed by Western blotting and flow cytometric apoptosis assay. STAT3 was activated in six of the nine nasal NK-cell lymphomas (67%). In contrast, STAT3 activation was detected in 35% of diffuse large B-cell lymphoma (DLBCL) and in 10% of follicular lymphoma (FL). Frequent activation of STAT3 was significantly correlated with Mcl-1 expression in nasal NK-cell lymphoma, i.e., Mcl-1 was positive in five of six STAT3-active cases and negative in all three STAT3-inactive ones. In DLBCL, not only six out of seven STAT3-active cases (86%) but also eight out of thirteen STAT3-inactive cases (62%) were positive for Mcl-1 expression. Latent membrane protein-1 was positive in four nasal NK-cell lymphomas, among which three cases showed intermediate STAT3 activation. Inhibition of STAT3 activation by JAK inhibitor AG490 decreased Mcl-1 expression and induced apoptosis in STAT3-active NK-YS cells. Serum starvation rather increased the Mcl-1 level in NK-YS cells, and this effect was also canceled by AG490. These results suggest that activation of STAT3-Mcl-1 axis may play a role in the chemotherapy resistance of nasal NK-cell lymphoma. The pathway may be one of the future therapeutic targets of this intractable disease.","['Tsutsui, M', 'Yasuda, H', 'Suto, H', 'Imai, H', 'Isobe, Y', 'Sasaki, M', 'Kojima, Y', 'Oshimi, K', 'Sugimoto, K']","['Tsutsui M', 'Yasuda H', 'Suto H', 'Imai H', 'Isobe Y', 'Sasaki M', 'Kojima Y', 'Oshimi K', 'Sugimoto K']","['Division of Hematology, Department of Internal Medicine, Juntendo University School of Medicine, 2-1-1 Hongo, Bunkyo-ku, Tokyo, Japan.']",['eng'],['Journal Article'],20091124,England,Int J Lab Hematol,International journal of laboratory hematology,101300213,"['0 (Anticarcinogenic Agents)', '0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (STAT3 Transcription Factor)', '0 (STAT3 protein, human)', '0 (Tyrphostins)', '0 (alpha-cyano-(3,4-dihydroxy)-N-benzylcinnamide)']",IM,"['Anticarcinogenic Agents/pharmacology', 'Apoptosis/drug effects', 'Blotting, Western', 'Cell Line, Tumor', 'Drug Screening Assays, Antitumor', 'Flow Cytometry', 'Humans', 'Immunohistochemistry', 'Lymphoma, Extranodal NK-T-Cell/drug therapy/*metabolism', 'Myeloid Cell Leukemia Sequence 1 Protein', 'Proto-Oncogene Proteins c-bcl-2/antagonists & inhibitors/*biosynthesis', 'STAT3 Transcription Factor/antagonists & inhibitors/*metabolism', 'Tyrphostins/pharmacology']",2009/12/09 06:00,2011/01/15 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2011/01/15 06:00 [medline]']","['CLH1204 [pii]', '10.1111/j.1751-553X.2009.01204.x [doi]']",ppublish,Int J Lab Hematol. 2010 Aug 1;32(4):419-26. doi: 10.1111/j.1751-553X.2009.01204.x. Epub 2009 Nov 24.,32,,,,,,,,,,,,,,,,,,,,
19968579,NLM,MEDLINE,20100315,20171116,1744-7658 (Electronic) 1354-3784 (Linking),1,2010 Jan,Milatuzumab - a promising new immunotherapeutic agent.,141-9,10.1517/13543780903463854 [doi],"Milatuzumab is a new immunotherapeutic agent targeting CD74, a membrane protein preferentially expressed in hematopoietic cancers and some solid tumors. Broad expression and fast internalization makes CD74 an ideal target for cancer therapy. We reviewed published articles about CD74 and milatuzumab. We present a comprehensive review of CD74 functions and provide explanation of milatuzumab antitumor effects. This review describes CD74 protein biology with the emphasis on the role of CD74 in tumor survival and its new role in regulation of the Fas death receptor. The development of CD74 targeting therapies to induce tumor regression and cancer cell apoptosis is described and results of clinical trials are discussed. Milatuzumab shows selective binding and rapid internalization into CD74-positive cancer cells. Milatuzumab with and without conjugated toxins synergizes with other chemotherapeutic agents and elicits significant antitumor effects in mice. In a Phase I trial, milatuzumab showed no severe adverse effects in patients with relapsed/refractory multiple myeloma and it stabilized the disease in some patients for up to 12 weeks. Ongoing trials testing different treatment schedules of milatuzumab in chronic lymphocytic leukemia, non-Hodgkin's lymphoma and multiple myeloma indicate that milatuzumab shows no severe adverse effects in humans.","['Berkova, Zuzana', 'Tao, Rong-Hua', 'Samaniego, Felipe']","['Berkova Z', 'Tao RH', 'Samaniego F']","['The University of Texas, MD Anderson Cancer Center, Department of Lymphoma/Myeloma, Houston, Texas 77030, USA.']",['eng'],"['Journal Article', 'Review']",,England,Expert Opin Investig Drugs,Expert opinion on investigational drugs,9434197,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Humanized)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Antineoplastic Agents)', '0 (Histocompatibility Antigens Class II)', '0 (invariant chain)', '2OP4E0GC6V (milatuzumab)']",IM,"['Animals', 'Antibodies, Monoclonal/administration & dosage/pharmacology/*therapeutic use', 'Antibodies, Monoclonal, Humanized', 'Antigens, Differentiation, B-Lymphocyte/biosynthesis/*immunology', 'Antineoplastic Agents/administration & dosage/pharmacology/*therapeutic use', 'Clinical Trials as Topic', 'Drug Evaluation, Preclinical', 'Histocompatibility Antigens Class II/biosynthesis/*immunology', 'Humans', 'Immunotherapy/*methods', 'Neoplasms/*drug therapy/immunology/pathology']",2009/12/09 06:00,2010/03/17 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2010/03/17 06:00 [medline]']",['10.1517/13543780903463854 [doi]'],ppublish,Expert Opin Investig Drugs. 2010 Jan;19(1):141-9. doi: 10.1517/13543780903463854.,19,,,,,80,,,,,,,,,,,,,,,
19968576,NLM,MEDLINE,20100219,20131121,1744-7607 (Electronic) 1742-5255 (Linking),1,2010 Jan,The cladribine conundrum: deciphering the drug's mechanism of action.,75-81,10.1517/17425250903393745 [doi],"IMPORTANCE OF THE FIELD: Understanding fully the mechanism(s) of action of current and novel anticancer drugs is essential to optimize treatment regimens for oncology patients, to improve or extend drug efficacy and reduce patient side effects. Nucleoside analogues, either alone or in combination with additional therapeutic agents, are an essential part of first-line and salvage regimens directed against neoplastic diseases. However, many mechanistic studies on this class of drugs have been carried out in vitro or ex vivo at drug concentrations that are orders of magnitude higher than levels achieved in vivo. AREAS COVERED IN THIS REVIEW: In this paper, we focus on the anti-leukemic drug and nucleoside analogue, cladribine (2-chloro-2'-deoxyadenosine), to illustrate the difficulty in interpreting the significance of in vitro results obtained using drug concentrations that would be markedly deleterious to patients. WHAT THE READER WILL GAIN: We review numerous research reports that have been conducted at pharmacologically achievable drug levels compared to those using toxic concentrations and contrast the respective results. TAKE HOME MESSAGE: We propose that cellular responses to supra-pharmacological drug concentrations occur via distinctly different mechanisms and signaling pathways compared to the much lower plasma concentrations achieved with clinically relevant doses, and thus may not provide appropriate insights into a drug's mechanism of action.","['Hentosh, Patricia', 'Peffley, Dennis M']","['Hentosh P', 'Peffley DM']","['Old Dominion University, School of Medical Laboratory and Radiation Sciences College of Health Sciences, Norfolk, VA 23529, USA. phentosh@odu.edu']",['eng'],"['Journal Article', 'Review']",,England,Expert Opin Drug Metab Toxicol,Expert opinion on drug metabolism & toxicology,101228422,"['0 (Antineoplastic Agents)', '47M74X9YT5 (Cladribine)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology/therapeutic use', 'Apoptosis/drug effects', 'Cell Line', 'Cell Survival/drug effects', 'Cladribine/*pharmacology/therapeutic use', 'Humans', 'Leukemia/drug therapy']",2009/12/09 06:00,2010/02/20 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2010/02/20 06:00 [medline]']",['10.1517/17425250903393745 [doi]'],ppublish,Expert Opin Drug Metab Toxicol. 2010 Jan;6(1):75-81. doi: 10.1517/17425250903393745.,6,,,,,65,,,,,,,,,,,,,,,
19968497,NLM,MEDLINE,20100514,20151119,1532-4192 (Electronic) 0735-7907 (Linking),5,2010 Jun,"Prognostic assessment of three single-nucleotide polymorphisms (GNB3 825C>T, BCL2-938C>A, MCL1-386C>G) in extrahepatic cholangiocarcinoma.",472-8,10.3109/07357900903095714 [doi],"BACKGROUND/AIMS: Cholangiocellular carcinoma (CCA) has a devastating prognosis and markers enabling a precise prediction of the clinical outcome have long remained scarce. Recently, it has been demonstrated that genotype distribution of several single-nucleotide polymorphisms (SNPs) in genes that modulate G protein-signal transduction and apoptosis can serve as helpful predictive parameters in various carcinomas. We here aimed at extending the panel of SNPs suitable for predicting the outcome of CCA. METHODOLOGY: Forty Caucasian patients with extrahepatic CCA and 40 age- and sex-matched healthy white Caucasians were genotyped to elucidate putative associations between clinical outcome and genotypes of the three following SNPs: G protein beta 3 (GNB3) 825C>T, B-cell-lymphoma-2 (Bcl-2) -938C>A, and myeloid cell leukemia-1 (Mcl-1) -386C>G. RESULTS: Patients homozygous for the C allele of the GNB3 825C>T polymorphism exhibited a significant prolonged overall survival compared with patients displaying the CT or TT genotype (median survival [months]: 31 vs. 13 vs. 7; p < .05) and also showed lower bilirubin serum levels. Additionally, the CC genotype of the BCL2-938C>A polymorphism was associated with higher GLDH serum activities (U/l; 29.8 +/- 7.1 vs. 11.4 +/- 4.3 vs. 5.6 +/- 1.7 comparing CC vs. CA vs. AA; p < .05). Genotype distributions for all SNPs were not significantly different in patients vs. controls. CONCLUSIONS: GNB3 825C>T SNP may be a novel independent prognostic marker for patients suffering from extrahepatic CCA with the CC genotype to be associated with a favorable clinical outcome. Further prospective studies are needed to confirm these results and reveal additional functional SNP effects.","['Fingas, Christian Dominik', 'Katsounas, Antonios', 'Kahraman, Alisan', 'Siffert, Winfried', 'Jochum, Christoph', 'Gerken, Guido', 'Nuckel, Holger', 'Canbay, Ali']","['Fingas CD', 'Katsounas A', 'Kahraman A', 'Siffert W', 'Jochum C', 'Gerken G', 'Nuckel H', 'Canbay A']","['Department of Gastroenterology and Hepatology, University Hospital of Essen, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Cancer Invest,Cancer investigation,8307154,"['0 (Biomarkers, Tumor)', '0 (G-protein beta3 subunit)', '0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (Proto-Oncogene Proteins c-bcl-2)', 'EC 3.6.5.1 (Heterotrimeric GTP-Binding Proteins)']",IM,"['Age Factors', 'Bile Duct Neoplasms/*genetics/mortality', '*Bile Ducts, Extrahepatic', 'Biomarkers, Tumor/metabolism', 'Body Mass Index', 'Cholangiocarcinoma/*genetics/mortality', 'Heterotrimeric GTP-Binding Proteins/*genetics', 'Humans', 'Middle Aged', 'Myeloid Cell Leukemia Sequence 1 Protein', '*Polymorphism, Single Nucleotide', 'Prognosis', 'Proto-Oncogene Proteins c-bcl-2/*genetics']",2009/12/09 06:00,2010/05/15 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2010/05/15 06:00 [medline]']",['10.3109/07357900903095714 [doi]'],ppublish,Cancer Invest. 2010 Jun;28(5):472-8. doi: 10.3109/07357900903095714.,28,,,,,,,,,,,,,,,,,,,,
19968086,NLM,MEDLINE,20121119,20091208,1000-503X (Print) 1000-503X (Linking),5,2009 Oct,[Advances in treatment of acute myeloid leukemia in the elderly].,634-8,,"Elderly patients with acute myeloid leukemia (AML) tolerate intensive chemotherapy poorly and usually have poor prognosis. For elderly patients in good physical condition and without severe dysfunction of major organs, standard intensive induction chemotherapy is superior to non-intensive treatment or best supportive care alone. However, low-dose chemotherapy as post-remission treatment has more advantages than intensive chemotherapy. Intensive chemotherapy is not suitable for patients with unfavorable karyotypes, and genetic analysis is needed for individualized therapy regimen. Gemtuzumab ozogamicin may improve the survival of elderly patients who are intolerant to standard chemotherapy. Some patients may benefit from the transplantation of allogeneic stem cells after reduced-intensity conditioning.","['Chen, Miao', 'Wang, Shu-Jie']","['Chen M', 'Wang SJ']","['Department of Internal Medicine, PUMC Hospital, CAMS and PUMC, Bejing 100730, China.']",['chi'],"['English Abstract', 'Journal Article', 'Review']",,China,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,8006230,,IM,"['Aged', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/surgery/*therapy', 'Middle Aged']",2009/12/09 06:00,2012/12/10 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2012/12/10 06:00 [medline]']",,ppublish,Zhongguo Yi Xue Ke Xue Yuan Xue Bao. 2009 Oct;31(5):634-8.,31,,,,,,,,,,,,,,,,,,,,
19968074,NLM,MEDLINE,20121119,20091208,1000-503X (Print) 1000-503X (Linking),5,2009 Oct,[Clinical features of invasive pulmonary fungal infection secondary to malignant blood diseases].,575-9,,"OBJECTIVE: To summarize the clinical features of invasive pulmonary fungal infection (IPFI) secondary to malignant blood diseases (MBD). METHODS: We retrospectively analyzed the clinical data of 52 patients with IPFI secondary to MBD admitted to Peking Union Medical College Hospital from January 1995 to December 2008. RESULTS: The incidences of IPFI secondary to acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL), non-Hodgkin's lymphoma (NHL), and aplastic anemia (AA) were 4.6%, 3.2%, 2.8%, and 2.5%, respectively. In patients with IPFI secondary to AML, 88.5% (23/26) of the patients suffered from the infections during the non-remission (NR) period (including relapse), and 11.5% (3/26) in the complete-remission (CR) period. In all the patients with IPFI secondary to malignant blood diseases, 86.5% (45/52) of MBD were neutropenic or agranulocytic, and 67.3% (35/52) had been treated with broad-spectrum antibiotics for more than 96 hours before anti-fungal therapy. The total mortality after anti-fungal therapy was 13.7% (7/51). More than half of patients with fluconazole or itraconazole as the first-line therapy had to switch to other medicines because of poor infection control. CONCLUSIONS: IPFI secondary to MBD is most common in AML patients. Patients with NR of AML, neutropenia or agranulocytosis, and long-term broad-spectrum antibiotics usage are susceptible to IPFI. Fluconazole and itraconazole have low efficacy, and other more potent anti-fungal medicines should be considered.","['Sun, Xue-Feng', 'Han, Bing', 'Feng, Jun', 'Zhou, Dao-Bin', 'Wang, Shu-Jie', 'Xu, Ying', 'Chen, Jia-Lin', 'Jiao, Li', 'Zhang, Wei', 'Li, Jian', 'Duan, Ming-Hui', 'Zhu, Tie-Nan', 'Zou, Nong', 'Hua, Bao-Lai', 'Cai, Hua-Cong', 'Zhao, Yong-Qiang']","['Sun XF', 'Han B', 'Feng J', 'Zhou DB', 'Wang SJ', 'Xu Y', 'Chen JL', 'Jiao L', 'Zhang W', 'Li J', 'Duan MH', 'Zhu TN', 'Zou N', 'Hua BL', 'Cai HC', 'Zhao YQ']","['Department of Hematology, PUMC Hospital, CAMS and PUMC, Beijing 100730, China.']",['chi'],"['English Abstract', 'Journal Article']",,China,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,8006230,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Hematologic Neoplasms/*complications', 'Humans', 'Lung Diseases, Fungal/*diagnosis/*drug therapy/etiology', 'Male', 'Middle Aged', 'Retrospective Studies', 'Young Adult']",2009/12/09 06:00,2012/12/10 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2012/12/10 06:00 [medline]']",,ppublish,Zhongguo Yi Xue Ke Xue Yuan Xue Bao. 2009 Oct;31(5):575-9.,31,,,,,,,,,,,,,,,,,,,,
19968071,NLM,MEDLINE,20121119,20131121,1000-503X (Print) 1000-503X (Linking),5,2009 Oct,[Blood concentration monitoring during high-dose methotrexate treatment].,564-6,,"OBJECTIVE: To explore the clinical value of blood concentration monitoring during high-dose methotrexate (MTX) treatment. METHODS: High-dose MTX (1.5-9.0 g) was infused to 105 patients with acute lymphoblastic leukemia or lymphoma, and then the blood MTX concentration was measured by fluorescence polarization immune assay (FPIA) 44 hours after the start of administration. The procedure was repeated every 6-12 hours until the concentration was less than 0.1 micromol/L. RESULTS: Forty-four hours after the start of administration, the blood MTX concentration (C(MTX/44h)) was > or = 5 micromol/L in 6 patients (2.8%) and was between 1 and 5 micromol/L in 23 patients (10.6%). C(MTX/44h) > or = 1 micromol/L was more common in patients received 5.0 g MTX. No severe adverse event was observed in all patients. CONCLUSIONS: Blood MTX concentration is different after high-dose MTX treatment due to individual metabolic differences, and therefore it is clinically important to monitor blood concentration of MTX. Elimination delay is more common in patients receive 5.0 g MTX. Application of high-dose MTX therapy under the monitoring of blood MTX concentration is safe and feasible.","['Jiao, Li', 'Zhou, Dao-Bin', 'Wang, Shu-Jie', 'Zhang, Wei', 'Duan, Ming-Hui', 'Li, Jian', 'Han, Bing', 'Xu, Ying', 'Zhao, Yong-Qiang', 'Shen, Ti', 'Wang, Qiang', 'Ye, Min']","['Jiao L', 'Zhou DB', 'Wang SJ', 'Zhang W', 'Duan MH', 'Li J', 'Han B', 'Xu Y', 'Zhao YQ', 'Shen T', 'Wang Q', 'Ye M']","['Department of Hematology, PUMC Hospital, CAMS and PUMC, Beijing 100730, China.']",['chi'],"['English Abstract', 'Journal Article']",,China,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,8006230,"['0 (Antimetabolites, Antineoplastic)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antimetabolites, Antineoplastic/*administration & dosage/blood/therapeutic use', '*Drug Monitoring', 'Female', 'Humans', 'Lymphoma/drug therapy', 'Male', 'Methotrexate/*administration & dosage/blood/therapeutic use', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Young Adult']",2009/12/09 06:00,2012/12/10 06:00,['2009/12/09 06:00'],"['2009/12/09 06:00 [entrez]', '2009/12/09 06:00 [pubmed]', '2012/12/10 06:00 [medline]']",,ppublish,Zhongguo Yi Xue Ke Xue Yuan Xue Bao. 2009 Oct;31(5):564-6.,31,,,,,,,,,,,,,,,,,,,,
