PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,EIN,SI,TT,RF,CIN,CON
2418463,NLM,MEDLINE,19860318,20161123,0079-6301 (Print) 0079-6301 (Linking),14,,1986,Diagnosis and management of multiple myeloma and related disorders.,257-82,,"['Kyle, R A']",['Kyle RA'],,['eng'],"['Journal Article', 'Review']",United States,Prog Hematol,Progress in hematology,0204655,"['0 (Alkylating Agents)', '0 (Antibodies, Monoclonal)', '0 (Immunoglobulin D)', '0 (Myeloma Proteins)', '9008-11-1 (Interferons)', 'Q41OR9510P (Melphalan)', 'SY7Q814VUP (Calcium)', 'VB0R961HZT (Prednisone)']",IM,"['Alkylating Agents/administration & dosage', 'Amyloidosis/diagnosis/therapy', 'Anemia/etiology', 'Anemia, Refractory/chemically induced', 'Animals', 'Antibodies, Monoclonal/therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/therapeutic use', 'Bacterial Infections/etiology', 'Blood Transfusion', 'Bone Marrow Examination', 'Bone Marrow Transplantation', 'Bone Neoplasms/diagnosis/therapy', 'Bone and Bones/diagnostic imaging', 'Calcium/blood', 'Combined Modality Therapy', 'Diagnosis, Differential', 'Heavy Chain Disease/diagnosis', 'Humans', 'Immunoglobulin D/analysis', 'Immunotherapy', 'Interferons/therapeutic use', 'Kidney Failure, Chronic/etiology', 'Leukemia/diagnosis', 'Melphalan/administration & dosage', 'Mice', 'Monoclonal Gammopathy of Undetermined Significance/diagnosis/therapy', 'Multiple Myeloma/blood/classification/complications/*diagnosis/therapy', 'Myeloma Proteins/analysis', 'Osteolysis', 'Osteosclerosis/etiology', 'Paraproteinemias/diagnosis/therapy', 'Plasma Cells/pathology', 'Plasmacytoma/diagnosis/therapy', 'Prednisone/administration & dosage', 'Radionuclide Imaging', 'Waldenstrom Macroglobulinemia/diagnosis/therapy']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Prog Hematol. 1986;14:257-82.,,,,,,137,,
2418462,NLM,MEDLINE,19860318,20181130,0079-6301 (Print) 0079-6301 (Linking),14,,1986,Lymphokines and hematopoiesis.,201-27,,"['Zoumbos, N', 'Raefsky, E', 'Young, N']","['Zoumbos N', 'Raefsky E', 'Young N']",,['eng'],"['Journal Article', 'Review']",United States,Prog Hematol,Progress in hematology,0204655,"['0 (Colony-Stimulating Factors)', '0 (Interleukin-3)', '0 (Lymphokines)', '9008-11-1 (Interferons)']",IM,"['Anemia, Aplastic/etiology/immunology/physiopathology', 'Animals', 'Autoimmune Diseases/etiology/immunology', 'Bone Marrow Cells', 'Cells, Cultured', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/pharmacology', 'Gene Expression Regulation', '*Hematopoiesis', 'Hematopoietic Stem Cells/drug effects/physiology', 'Humans', 'Immunologic Deficiency Syndromes/immunology/physiopathology', 'Interferons/physiology', 'Interleukin-3', 'Leukemia/pathology', 'Lymphocytes/classification/immunology/metabolism', 'Lymphokines/biosynthesis/pharmacology/*physiology', 'Mice', 'Rats', 'Structure-Activity Relationship', 'Virus Diseases/complications/immunology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Prog Hematol. 1986;14:201-27.,,,,,,258,,
2418317,NLM,MEDLINE,19860319,20190824,0145-2126 (Print) 0145-2126 (Linking),10,1,1986,Vimentin and keratin intermediate filaments expression by K562 leukemic cell line.,29-33,"The expression of intermediate filaments (IMF) by K562 leukemic cell line has been studied by the use of polyclonal and monoclonal antibodies. These cells exhibited an extremely rich network of IMF reacting with both anti-vimentin and anti-keratin antibodies. Although these results need to be confirmed by different techniques, such as immunoblotting, they suggest the possibility that leukemic cell lines can express different types of IMF similarly to other cultured cells.","['Zauli, D', 'Gobbi, M', 'Crespi, C', 'Tazzari, P L', 'Miserocchi, F', 'Magnani, M', 'Testoni, N']","['Zauli D', 'Gobbi M', 'Crespi C', 'Tazzari PL', 'Miserocchi F', 'Magnani M', 'Testoni N']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Actins)', '0 (Immune Sera)', '0 (Tubulin)', '0 (Vimentin)', '68238-35-7 (Keratins)']",IM,"['Actins/analysis', 'Animals', 'Cell Line', 'Cytoskeleton/*analysis', 'Humans', 'Immune Sera/immunology', 'Intermediate Filaments/*analysis', 'Keratins/*analysis/immunology', 'Leukemia, Myeloid/*immunology', 'Rabbits', 'Tubulin/analysis', 'Vimentin/*analysis/immunology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.1016/0145-2126(86)90102-5 [doi]'],ppublish,Leuk Res. 1986;10(1):29-33. doi: 10.1016/0145-2126(86)90102-5.,,,,,,,,
2418246,NLM,MEDLINE,19860304,20171116,0027-8874 (Print) 0027-8874 (Linking),76,2,1986 Feb,Establishment of a hairy cell leukemia cell line carrying Tac antigen and phagocytic activity with B-cell characteristics.,207-16,"A hairy cell leukemia cell line designated ""Hair-M"" was established in a suspension culture derived from the peripheral blood of an 86-year-old Japanese male with a diagnosis of hairy cell leukemia. The Hair-M cells were identified as having prominent hair-like cytoplasmic projections by examination with phase-contrast and scanning electron microscopy. These cells displayed ruffled membranes and stublike microvilli similar to those observed on the surfaces of cells in the peripheral blood of the patient. Immunologic and cytochemical studies on the Hair-M cells confirmed derivation from the clone of the patient's leukemia cells. Although the cultured Hair-M cells had definite B-cell characteristics, such as IgG kappa-chains on the surface and in cytoplasm, they also demonstrated Tac antigen, which is usually expressed on activated T-cells, and myelomonocyte antigens determined by OKM-1 and MCS-1 monoclonal antibodies. Other cell surface markers, including E(-), IgGFc(-), IgMFc(-), C3R(+), Ia-like antigen(+), OKT9(+), OKT10(+), and terminal deoxynucleotidyl transferase(-), were detected; no Epstein-Barr virus-determined nuclear antigen was detected. The karyotype of the Hair-M cells was determined to be 46XY with -11, -14, and two marker chromosomes. The Hair-M cells also had phagocytic activity to rabbit anti-human IgG serum-coated polyacrylamide gel particles.","['Matsuo, Y', 'Sagawa, K', 'Morita, M', 'Minowada, J', 'Yokoyama, M M']","['Matsuo Y', 'Sagawa K', 'Morita M', 'Minowada J', 'Yokoyama MM']",,['eng'],"['Case Reports', 'Journal Article']",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antigens, Surface)', '0 (Histocompatibility Antigens Class II)', '0 (Receptors, Antigen, B-Cell)', '0 (Tumor Necrosis Factor Receptor Superfamily, Member 7)']",IM,"['Aged', 'Antigens, Surface/*analysis', 'B-Lymphocytes/immunology', 'Cell Division', 'Cell Line', 'Cell Membrane/immunology', 'Histocompatibility Antigens Class II/analysis', 'Humans', 'Karyotyping', 'Leukemia, Hairy Cell/*immunology/pathology', 'Leukocytes/classification/*immunology/ultrastructure', 'Male', 'Microvilli/ultrastructure', 'Phagocytosis', 'Receptors, Antigen, B-Cell/analysis', 'Staining and Labeling', 'Tumor Necrosis Factor Receptor Superfamily, Member 7']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1986 Feb;76(2):207-16.,,,,,,,,
2418224,NLM,MEDLINE,19860224,20071115,0485-1439 (Print) 0485-1439 (Linking),26,9,1985 Sep,[High-dose intravenous gamma globulin therapy for acute leukemia refractory to platelet transfusions].,1496-500,,"['Sano, M', 'Nakamaki, T', 'Miyashita, T', 'Tomoyasu, S', 'Tsuruoka, N']","['Sano M', 'Nakamaki T', 'Miyashita T', 'Tomoyasu S', 'Tsuruoka N']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (gamma-Globulins)'],IM,"['Female', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Male', 'Middle Aged', 'Platelet Transfusion', 'gamma-Globulins/*administration & dosage']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1985 Sep;26(9):1496-500.,,,,,,,,
2418216,NLM,MEDLINE,19860228,20200724,0022-538X (Print) 0022-538X (Linking),57,2,1986 Feb,Structure of a cloned circular retroviral DNA containing a tRNA sequence between the terminal repeats.,674-7,"In the course of analyzing a series of cloned circular retroviral DNAs, we recovered an unusual clone. The molecule consisted of a complete viral genome containing two copies of the long terminal repeat with extra sequences between the repeats. These extra bases proved to be a nearly complete DNA copy of a glycine tRNA, including bases that corresponded to modified and nonpairing bases of the mature tRNA. A model is proposed to account for the formation of the aberrant clone.","['Colicelli, J', 'Goff, S P']","['Colicelli J', 'Goff SP']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (DNA, Viral)', '9014-25-9 (RNA, Transfer)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)', 'TE7660XO1C (Glycine)']",IM,"['Cloning, Molecular', 'DNA, Viral/*genetics', 'Genetic Linkage', 'Glycine', 'Moloney murine leukemia virus/*genetics', 'Nucleic Acid Conformation', 'RNA, Transfer/*genetics', 'RNA-Directed DNA Polymerase/metabolism', '*Repetitive Sequences, Nucleic Acid']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1128/JVI.57.2.674-677.1986 [doi]'],ppublish,J Virol. 1986 Feb;57(2):674-7. doi: 10.1128/JVI.57.2.674-677.1986.,['CA30488/CA/NCI NIH HHS/United States'],PMC252783,,"['GENBANK/M12274', 'GENBANK/M21527']",,,,
2418213,NLM,MEDLINE,19860228,20200724,0022-538X (Print) 0022-538X (Linking),57,2,1986 Feb,Monoclonal antibody to the amino-terminal L sequence of murine leukemia virus glycosylated gag polyproteins demonstrates their unusual orientation in the cell membrane.,413-21,"To analyze cell surface murine leukemia virus gag protein expression, we have prepared monoclonal antibodies against the spontaneous AKR T lymphoma KKT-2. One of these antibodies, 43-13, detects an AKR-specific viral p12 determinant. A second monoclonal antibody, 43-17, detects a novel murine leukemia virus-related antigen found on glycosylated gag polyproteins (gp95gag, gp85gag, and gp55gag) on the surface of cells infected with and producing ecotropic endogenous viruses, but does not detect antigens within these virions. The 43-17 antibody immunoprecipitates the precursor of the cell surface gag protein whether in its glycosylated or unglycosylated state, but does not detect the cytoplasmic precursor of the virion gag proteins (Pr65gag). Based on these findings, we have localized the 43-17 determinant to the unique amino-terminal part of the glycosylated gag polyprotein (the L domain). We have determined that gp95gag contains L-p15-p12-p30-p10 determinants, whereas gp85gag lacks the carboxyterminal p10 determinant, and gp55gag lacks both p30 and p10 carboxy terminal determinants. Analysis of cell surface gag expression with the 43-17 antibody leads us to propose that the L domain plays a crucial role in (i) the insertion and orientation of murine leukemia virus gag polyproteins in the cell membrane and (ii) the relative abundance of expression of AKR leukemia virus versus Moloney murine leukemia virus glycosylated gag polyproteins in infected cells.","['Pillemer, E A', 'Kooistra, D A', 'Witte, O N', 'Weissman, I L']","['Pillemer EA', 'Kooistra DA', 'Witte ON', 'Weissman IL']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Viral)', '0 (Epitopes)', '0 (Gene Products, gag)', '0 (Glycoproteins)', '0 (Membrane Proteins)', '0 (Protein Precursors)', '0 (Retroviridae Proteins)']",IM,"['Animals', 'Antibodies, Monoclonal/*immunology', 'Antibodies, Viral/immunology', 'Antibody Specificity', 'Cell Membrane/immunology/ultrastructure', 'Cells, Cultured', 'Chemical Precipitation', 'Epitopes', 'Gene Products, gag', 'Glycoproteins/immunology', 'Leukemia Virus, Murine/*immunology', 'Lymphoma/immunology', 'Membrane Proteins/*immunology', 'Mice', 'Protein Precursors/immunology', 'Retroviridae Proteins/*immunology', 'Virion/immunology']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1128/JVI.57.2.413-421.1986 [doi]'],ppublish,J Virol. 1986 Feb;57(2):413-21. doi: 10.1128/JVI.57.2.413-421.1986.,['GM-07365/GM/NIGMS NIH HHS/United States'],PMC252752,,,,,,
2418165,NLM,MEDLINE,19860311,20170210,0732-183X (Print) 0732-183X (Linking),4,2,1986 Feb,Interferons: present and future use in cancer therapy.,123-5,,"['Golomb, H M']",['Golomb HM'],,['eng'],['Editorial'],United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,"['0 (DNA, Recombinant)', '9008-11-1 (Interferons)']",IM,"['Carcinoma, Renal Cell/therapy', 'DNA, Recombinant', 'Humans', 'Interferons/adverse effects/*therapeutic use', 'Kidney Neoplasms/therapy', 'Leukemia, Hairy Cell/therapy', 'Leukemia, Lymphoid/therapy', 'Lymphoma/therapy', 'Melanoma/therapy', 'Neoplasms/*therapy']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1200/JCO.1986.4.2.123 [doi]'],ppublish,J Clin Oncol. 1986 Feb;4(2):123-5. doi: 10.1200/JCO.1986.4.2.123.,,,,,,,,
2418122,NLM,MEDLINE,19860320,20190723,0022-1759 (Print) 0022-1759 (Linking),86,2,1986 Feb 12,Analysis of soluble HLA class II antigenic material in patients with immunological diseases using monoclonal antibodies.,187-90,"A quantitative assay for soluble human HLA Class II antigenic material is described. The method is a double-determinant ELISA using 2 monoclonal antibodies which recognize different epitopes on the antigen. The first rat monoclonal antibody captures antigen onto the microplate where it is then recognized by a second mouse monoclonal antibody. Bound mouse immunoglobulin is then detected by an enzyme-linked rat polyclonal antibody. The assay has been used to measure soluble HLA Class II antigen in the sera from healthy individuals and patients with leukaemia, and has shown raised levels in acute lymphoblastic but not in chronic lymphocytic leukaemia. Similar material has been identified in synovial fluid of patients with active rheumatoid arthritis. The assay is specific and simple to perform and should be applicable to probing the nature of the soluble material and its mechanism of release.","['Stevenson, F K', 'George, A J', 'Walters, M T', 'Hamblin, T J']","['Stevenson FK', 'George AJ', 'Walters MT', 'Hamblin TJ']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Immunol Methods,Journal of immunological methods,1305440,"['0 (Antibodies, Monoclonal)', '0 (Epitopes)', '0 (Histocompatibility Antigens Class II)']",IM,"['Antibodies, Monoclonal', 'Antibody Specificity', 'Arthritis, Rheumatoid/immunology', 'Enzyme-Linked Immunosorbent Assay', 'Epitopes', 'Histocompatibility Antigens Class II/*immunology', 'Humans', 'Leukemia, Lymphoid/immunology', 'Solubility', 'Synovial Fluid/immunology']",1986/02/12 00:00,1986/02/12 00:01,['1986/02/12 00:00'],"['1986/02/12 00:00 [pubmed]', '1986/02/12 00:01 [medline]', '1986/02/12 00:00 [entrez]']","['0022-1759(86)90451-5 [pii]', '10.1016/0022-1759(86)90451-5 [doi]']",ppublish,J Immunol Methods. 1986 Feb 12;86(2):187-90. doi: 10.1016/0022-1759(86)90451-5.,,,,,,,,
2418046,NLM,MEDLINE,19860318,20190629,,345,1,1985 Nov 29,Sample preparation for the determination of 5-aza-2'-deoxycytidine in plasma by high-performance liquid chromatography.,162-7,,"['Lin, K T', 'Momparler, R L', 'Rivard, G E']","['Lin KT', 'Momparler RL', 'Rivard GE']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Chromatogr,Journal of chromatography,0427043,"['0 (Antineoplastic Agents)', '776B62CQ27 (Decitabine)', 'M801H13NRU (Azacitidine)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/*blood/therapeutic use', 'Azacitidine/*analogs & derivatives/blood/therapeutic use', 'Chromatography, High Pressure Liquid', 'Decitabine', 'Humans', 'Kinetics', 'Leukemia/blood/drug therapy', 'Middle Aged', 'Spectrophotometry, Ultraviolet']",1985/11/29 00:00,1985/11/29 00:01,['1985/11/29 00:00'],"['1985/11/29 00:00 [pubmed]', '1985/11/29 00:01 [medline]', '1985/11/29 00:00 [entrez]']",['10.1016/0378-4347(85)80148-1 [doi]'],ppublish,J Chromatogr. 1985 Nov 29;345(1):162-7. doi: 10.1016/0378-4347(85)80148-1.,,,,,,,,
2418032,NLM,MEDLINE,19860313,20190508,0021-9525 (Print) 0021-9525 (Linking),102,2,1986 Feb,"Clustering, mobility, and triggering activity of small oligomers of immunoglobulin E on rat basophilic leukemia cells.",534-40,"We have recently shown that small oligomers of IgE bound to univalent receptors for IgE on the surface of rat basophilic leukemia cells induce extensive aggregation of the receptors at 4 degrees C into patches resolvable by fluorescence microscopy and that this does not occur with monomeric IgE (Menon, A. K., D. Holowka, and B. Baird, 1984, J. Cell Biol. 98:577-583). Here we use fluorescence photobleaching recovery measurements to show that receptor oligomerization by this means is accompanied by a dramatic reduction of receptor lateral mobility, and that this immobilization occurs even when the clustering is not microscopically detectable. Furthermore, the degree of immobility induced by a particular oligomer fraction from a gel filtration column correlates positively with its ability to trigger cellular degranulation, whereas receptors labeled with monomeric IgE have no triggering activity and exhibit typical membrane protein mobility. The slow, large-scale oligomer-induced clustering appears to be a long term consequence of earlier selective interactions that result in receptor immobilization, and this highly clustered state provides a competent, noninhibitory triggering signal resulting in cellular degranulation upon warming to 37 degrees C. We conclude that even limited clustering of IgE receptors on rat basophilic leukemia cells induces interactions with other cellular components that constrain receptor mobility and eventually cause massive coalescence of the clusters. These primary selective interactions occurring at the level of receptor oligomers or small clusters of oligomers that result in immobilization may play a role in triggering cellular degranulation.","['Menon, A K', 'Holowka, D', 'Webb, W W', 'Baird, B']","['Menon AK', 'Holowka D', 'Webb WW', 'Baird B']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Biol,The Journal of cell biology,0375356,"['0 (Macromolecular Substances)', '0 (Receptors, Fc)', '0 (Receptors, IgE)', '37341-29-0 (Immunoglobulin E)']",IM,"['Animals', 'Basophils/*immunology', 'Cell Line', 'Histamine Release', 'Immunoglobulin E/*metabolism', 'Immunologic Capping', 'Leukemia', 'Macromolecular Substances', 'Membrane Fluidity', 'Rats', 'Receptors, Fc/*physiology', 'Receptors, IgE']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1083/jcb.102.2.534 [doi]'],ppublish,J Cell Biol. 1986 Feb;102(2):534-40. doi: 10.1083/jcb.102.2.534.,"['AI18306/AI/NIAID NIH HHS/United States', 'AI18610/AI/NIAID NIH HHS/United States', 'GM33028/GM/NIGMS NIH HHS/United States']",PMC2114074,,,,,,
2417984,NLM,MEDLINE,19860319,20191022,0167-6997 (Print) 0167-6997 (Linking),3,4,1985,"Comparison of the activity of arabinosyl-5-azacytosine, arabinosyl cytosine, and 5-azacytidine against intracerebrally implanted L1210 leukemia.",331-4,"Arabinosyl-5-azacytosine (ara-AC) is a new compound which combines the structural characteristics of arabinosyl cytosine (ara-C) and 5-azacytidine (5-AC). These three compounds, injected intraperitoneally, were evaluated in direct comparison against the intracerebral L1210 leukemia model. 5-AC was active in a non-schedule dependent manner producing increase in life span (ILS) values of 70%. The effects of both ara-C and ara-AC were schedule-dependent with the best activity (ILS ca. 600%; multiple long term survivors) observed using an around-the-clock treatment schedule. In all experiments, ara-AC appeared to be more efficacious than ara-C. In some instances, ara-AC was as active as the positive control compound, BCNU. Excellent activity for ara-AC was also observed against the intracerebral P388 leukemia system.","['Driscoll, J S', 'Johns, D G', 'Plowman, J']","['Driscoll JS', 'Johns DG', 'Plowman J']",,['eng'],"['Comparative Study', 'Journal Article']",United States,Invest New Drugs,Investigational new drugs,8309330,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5V71D8JOKK (fazarabine)', 'M801H13NRU (Azacitidine)', 'U68WG3173Y (Carmustine)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Azacitidine/*therapeutic use', 'Brain Neoplasms/*drug therapy', 'Carmustine/therapeutic use', 'Cytarabine/*therapeutic use', 'Leukemia L1210/*drug therapy', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/BF00170754 [doi]'],ppublish,Invest New Drugs. 1985;3(4):331-4. doi: 10.1007/BF00170754.,,,,,,,,
2417983,NLM,MEDLINE,19860319,20191022,0167-6997 (Print) 0167-6997 (Linking),3,4,1985,Arabinosyl-5-azacytosine: plasma kinetics and therapeutic response (L1210) in vitro and in vivo in mice.,323-9,"Arabinosyl-5-azacytosine (Ara-AC) was studied in vitro and in vivo in kinetic and therapeutic experiments. This compound is degraded fairly rapidly in mouse plasma in vitro at 37 degrees C (t 1/2 = 130 min) and even more rapidly in vivo (terminal t 1/2 = 76 mins, with a three phase plasma clearance curve, single dose iv 200 mg/kg). In vitro clonogenic assays with L1210 exposed to Ara-AC indicated that cytotoxic concentrations of 1 to 10 micrograms/ml were optimal at exposure times of 72 hours or longer (3 to 4 logs of L1210 cell kill). Extrapolating this information to in vivo infusion therapeutic studies in mice illustrated that optimal therapy (estimated 8 logs of L1210 cell kill) was also achieved at plasma concentrations of between 1 to 10 micrograms/ml for 72 hours of infusion. Infusions of 96 hours resulted in some lethal toxicity and 144 hour infusions were 100% lethal.","['Zaharko, D S', 'Covey, J M']","['Zaharko DS', 'Covey JM']",,['eng'],['Journal Article'],United States,Invest New Drugs,Investigational new drugs,8309330,"['0 (Antineoplastic Agents)', '5V71D8JOKK (fazarabine)', '776B62CQ27 (Decitabine)', 'M801H13NRU (Azacitidine)']",IM,"['Animals', 'Antineoplastic Agents/blood/*therapeutic use/toxicity', 'Azacitidine/analogs & derivatives/blood/*therapeutic use/toxicity', 'Cells, Cultured', 'Decitabine', 'Kinetics', 'Leukemia L1210/*drug therapy', 'Male', 'Mice', 'Mice, Inbred Strains']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/BF00170753 [doi]'],ppublish,Invest New Drugs. 1985;3(4):323-9. doi: 10.1007/BF00170753.,,,,,,,,
2417965,NLM,MEDLINE,19860313,20190708,0020-7136 (Print) 0020-7136 (Linking),37,2,1986 Feb 15,Media conditioned by human leukemic T-cells induce expression of IL2 receptors and proliferation of normal T lymphocytes.,247-53,"Peripheral blood T-colony-forming cells (T-CFC) from patients with T-cell acute lymphoblastic leukemias (T-ALL) and T-cell non-Hodgkin lymphomas (T-NHL) can generate colonies in methylcellulose in the absence of added growth factors and/or mitogenic stimulation. In the present study, we show that media conditioned (LCM) by unstimulated mononuclear cells (MNC) from these patients can induce proliferation (proliferating inducing activity; PIA) and promote colony growth (T-cell colony promoting activity; T-CPA) of normal T lymphocytes in the absence of any other mitogenic stimulation. Preincubation of normal E+ lymphocytes with some TCPA+, PIA(-)-LCM for 48 hr leads to IL2-induced cell proliferation in the absence of any other stimulation. Moreover, staining of the cells with anti-Tac monoclonal antibody (Mab) reveal 9%-26% Tac+ cells. Both PIA and IL2 receptor-inducing activities were abrogated by treatment of LCM with proteolytic enzymes or by heating at 47 degrees C for 30 min. Modulation of the T3 molecule by OKT3 MAb on normal E+ cells did not abrogate the capacity of LCM to induce expression of IL2-receptors, suggesting that this activity was not mediated by triggering the Ti-T3 molecular complex. These activities were detected in media conditioned by both unfractionated MNC and blast-enriched cell fractions, and their production required DNA and RNA synthesis by actively dividing cells. Taken together, these findings indicate that human leukemic T cells spontaneously release activities which can activate normal resting T lymphocytes.","['Kosmatopoulos, C', 'Allouche, M', 'Triebel, F', 'Zanti, M', 'Clemenceau, C', 'Gluckman, J C', 'Jasmin, C', 'Georgoulias, V']","['Kosmatopoulos C', 'Allouche M', 'Triebel F', 'Zanti M', 'Clemenceau C', 'Gluckman JC', 'Jasmin C', 'Georgoulias V']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Monoclonal)', '0 (Culture Media)', '0 (Receptors, Immunologic)', '0 (Receptors, Interleukin-2)', '63231-63-0 (RNA)']",IM,"['Antibodies, Monoclonal', 'Cell Division', 'Colony-Forming Units Assay', 'Culture Media', 'DNA Replication', 'Humans', 'Leukemia/*metabolism', 'RNA/biosynthesis', 'Receptors, Immunologic/*metabolism', 'Receptors, Interleukin-2', 'T-Lymphocytes/*metabolism']",1986/02/15 00:00,1986/02/15 00:01,['1986/02/15 00:00'],"['1986/02/15 00:00 [pubmed]', '1986/02/15 00:01 [medline]', '1986/02/15 00:00 [entrez]']",['10.1002/ijc.2910370213 [doi]'],ppublish,Int J Cancer. 1986 Feb 15;37(2):247-53. doi: 10.1002/ijc.2910370213.,,,,,,,,
