PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,RF,GR,PMC,SI,TT,AD,EIN,OID
3494509,NLM,MEDLINE,19870527,20161123,0008-5472 (Print) 0008-5472 (Linking),47,9,1987 May 1,Induction of DNA strand breaks in chronic lymphocytic leukemia following treatment with 2'-deoxycoformycin in vivo and in vitro.,2498-503,"Four patients with refractory chronic lymphocytic leukemia were treated with the adenosine deaminase inhibitor, 2'-deoxycoformycin, and initially received 4 mg/m2 i.v. weekly. Clinical responses to therapy varied: Patient A had a minimal response; whereas Patient D showed an 85% decrease in lymphocyte count at 2 wk; and Patients B and C had intermediate responses. The pretreatment mononuclear cell adenosine deaminase activities, which ranged from 1.6 to 44.6 nmol adenosine/h/10(6) cells, decreased to approximately 1 nmol adenosine /h/10(6) cells 24 h following 2'-deoxycoformycin, and increased to 15 to 50% of the pretreatment activity prior to the second drug treatment. The clinical response to 2'-deoxycoformycin was unrelated to the pre- or posttreatment adenosine deaminase activities or to the rate of return of enzyme activities following treatment. The plasma deoxyadenosine levels and the leukemic cell dATP concentrations rose slightly with therapy, but there was no correlation between the magnitude of increase and clinical response. No significant levels of DNA strand breaks were observed in the leukemic cells following treatment, although the NAD levels decreased slightly in two patients. When peripheral mononuclear cells from the patients and two controls were incubated in vitro for 24 h with 2'-deoxycoformycin and increasing concentrations of deoxyadenosine, a concentration-dependent increase in dATP and decrease in NAD were observed in both the patients and normals. The normal cells, and cells from two patients, developed a significant number of DNA strand breaks. However, there was no relationship between the formation of DNA breaks and the degree of accumulation of dATP or depletion of NAD, or between any of these changes and subsequent clinical responses to 2'-deoxycoformycin. Based on this study, it appears that the antitumor activity of 2'-deoxycoformycin in chronic lymphocytic leukemia is unrelated to the induction of DNA strand breaks or to changes in the levels of dATP or NAD in the leukemic cells.","['Begleiter, A', 'Glazer, R I', 'Israels, L G', 'Pugh, L', 'Johnston, J B']","['Begleiter A', 'Glazer RI', 'Israels LG', 'Pugh L', 'Johnston JB']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Adenosine Deaminase Inhibitors', 'Aged', 'Coformycin/*adverse effects/analogs & derivatives', 'DNA/*drug effects', 'Deoxyadenine Nucleotides/metabolism', 'Deoxyadenosines/pharmacology', 'Humans', 'Leukemia, Lymphoid/drug therapy/*genetics', 'Male', 'Middle Aged', 'Monocytes/drug effects', 'NAD/metabolism', 'Pentostatin', 'Ribonucleosides/*adverse effects']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",ppublish,Cancer Res. 1987 May 1;47(9):2498-503.,"['0 (Adenosine Deaminase Inhibitors)', '0 (Deoxyadenine Nucleotides)', '0 (Deoxyadenosines)', '0 (Ribonucleosides)', '0U46U6E8UK (NAD)', '11033-22-0 (Coformycin)', '395575MZO7 (Pentostatin)', '9007-49-2 (DNA)', ""K8KCC8SH6N (2'-deoxyadenosine triphosphate)""]",,,,,,,,,
3494508,NLM,MEDLINE,19870527,20071115,0008-5472 (Print) 0008-5472 (Linking),47,9,1987 May 1,Growth inhibition and augmentation of mouse myeloid leukemic cell line differentiation by interleukin 1.,2397-402,"The effect of interleukin 1 (IL 1) on the growth and differentiation of mouse myeloid leukemic cell line (M1) cells into macrophages has been studied. Purified human IL 1 beta appeared to be growth inhibitory (maximum, 50%) for M1 cells based on cell counts and [3H]thymidine incorporation. The replication of M1 cells was also inhibited by lipopolysaccharide (LPS), and as little as 1 unit/ml IL 1 augmented the growth inhibition by LPS. Although IL 1 inhibited M1 cell growth, it did not induce cell differentiation by the criteria of either effect on expression of Fc receptors or on phagocytic ability. However, IL 1 augmented M1 cell differentiation in conjunction with LPS. At low doses of LPS, addition of IL 1 induced differentiation even though LPS and IL 1 by themselves did not induce differentiation. Cells treated with IL 1 for 1 day and then with LPS for an additional 2 days showed considerable augmentation of Fc receptor expression, while cells treated with the same stimuli in the reverse sequence exhibited only a low level of differentiation. Cells treated with medium alone followed by LPS showed moderate increase in Fc receptor expression. In addition, exposure of cells to IL 1 for at least 16 h was required for IL 1 augmenting effect. Therefore, IL 1 appeared to primarily influence M1 cells to become more sensitive to LPS. Treatment with both of IL 1 and LPS induced differentiation of a LPS-resistant clone of M1 cells, and IL 1 pretreatment rendered the resistant clone to become responsive to the differentiation inducing effect of LPS. Culture supernatants of M1 cells after stimulation with LPS contained IL 1-like activity by thymocyte comitogenic assays. In addition, mouse recombinant IL 1 alpha appeared to have the same activity as purified human IL 1 beta on the growth and differentiation of M1 cells. These results suggest that IL 1 may play an important role in mouse myeloid leukemic cell differentiation by acting as an autostimulating factor. IL 1 has been shown to be growth inhibitory and cytocidal for several tumor cell lines. Our results therefore suggest that the effects of IL 1 may result in the induction of terminal differentiation of some tumor cells.","['Onozaki, K', 'Tamatani, T', 'Hashimoto, T', 'Matsushima, K']","['Onozaki K', 'Tamatani T', 'Hashimoto T', 'Matsushima K']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Interleukin-1/*pharmacology', 'Leukemia, Myeloid, Acute/*pathology', 'Lipopolysaccharides/pharmacology', 'Macrophages/cytology/immunology', 'Mice', 'Phagocytosis/drug effects', 'Recombinant Proteins/pharmacology']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",ppublish,Cancer Res. 1987 May 1;47(9):2397-402.,"['0 (Interleukin-1)', '0 (Lipopolysaccharides)', '0 (Recombinant Proteins)']",,,,,,,,,
3494502,NLM,MEDLINE,19870611,20181130,0008-5472 (Print) 0008-5472 (Linking),47,10,1987 May 15,Constitutive production of interleukin 1 by human monocytic leukemia cell line JOSK-I and the production mechanism.,2589-93,"JOSK-I is a newly established human monocytic leukemia cell line derived from the peripheral blood of a patient with acute myelomonocytic leukemia. The cells possess immature monocytic features, both cytochemical and immunochemical. It was found that a high level of interleukin 1 (IL-1) was produced by JOSK-I cells without any stimulation. The IL-1 production by JOSK-I cells has the following characteristics: constitutive; cell concentration dependent; and minimal at the logarithmic growth phase and maximal at the saturation density of cell growth. This constitutive production of IL-1 was little affected by the addition of polymyxin B. Partial purification of JOSK-I-derived IL-1 was performed by high-performance liquid chromatography on HPHT hydroxylapatite and TSK gel G3000 SW columns. The activity was found in the molecular weight range of 14,000 to 30,000 and over 70,000. In chromatofocusing, JOSK-1-derived IL-1 exhibited two isoelectric points, pI 6.9 and pI 5.9. Nearly 90% of the activity was immunoprecipitated with rabbit anti-human IL-1 antibody. These characteristics are consistent with those of human monocyte-derived IL-1. This cell line might be an ideal source of native IL-1 for investigating the biological and biochemical characteristics of human IL-1 and its clinical application.","['Furukawa, Y', 'Ohta, M', 'Kasahara, T', 'Miura, Y', 'Saito, M']","['Furukawa Y', 'Ohta M', 'Kasahara T', 'Miura Y', 'Saito M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Aged', 'Cell Line', 'Chromatography, High Pressure Liquid', 'Culture Media', 'Humans', 'Interleukin-1/*biosynthesis', 'Isoelectric Focusing', 'Kinetics', 'Leukemia, Myeloid/*metabolism', 'Male', 'Molecular Weight', 'Polymyxin B/pharmacology']",1987/05/15 00:00,1987/05/15 00:01,['1987/05/15 00:00'],"['1987/05/15 00:00 [pubmed]', '1987/05/15 00:01 [medline]', '1987/05/15 00:00 [entrez]']",ppublish,Cancer Res. 1987 May 15;47(10):2589-93.,"['0 (Culture Media)', '0 (Interleukin-1)', 'J2VZ07J96K (Polymyxin B)']",,,,,,,,,
3494501,NLM,MEDLINE,19870619,20190816,0165-4608 (Print) 0165-4608 (Linking),26,2,1987 Jun,Distinct chromosome abnormalities in ataxia telangiectasia with chronic T-cell lymphocytic leukemia.,217-25,"We report chromosomal studies of a 27-year-old male patient with ataxia telangiectasia who developed a chronic T-cell lymphocytic leukemia. The leukemic cells grew spontaneously although a better yield of metaphases could be obtained after PHA stimulation. Chromosome analysis revealed a hypodiploid leukemic clone (44 chromosomes) and a single remaining normal metaphase. An isochromosome 8q was detected in a subclone at an early analysis, which was lost during clonal evolution. At the time of the last analysis, 6 months before the patient died, the diploid metaphases disappeared completely. The karyotype of the final chromosome study showed a monoclonal condition with the following abnormalities: 44,X,-Y,4q-,6p-,14q-,19p+,20q+,-20,22q-. Loss of the Y chromosome was limited to the leukemic cells. Comparing our data with the chromosome abnormalities reported in the literature, breakpoints at band 14q11-12 (location of the gene for the alpha chain of the T-cell receptor), loss of a normal chromosome #20, as well as structural abnormalities of the remaining chromosome 20p seem to be nonrandom in T-CLL arising in patients with ataxia telangiectasia. A Philadelphia-like marker that seems to be a peculiar feature of the case described here, however, resembles a small marker chromosome qualified as unidentifiable in a similar case of T-CLL reported in the literature.","['Becher, R', 'Duhrsen, C']","['Becher R', 'Duhrsen C']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Adult', 'Ataxia Telangiectasia/complications/*genetics', 'Bone Marrow/ultrastructure', '*Chromosome Aberrations', 'Chromosome Banding', 'Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/etiology/*genetics', 'Male', 'T-Lymphocytes/ultrastructure']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1987 Jun;26(2):217-25. doi: 10.1016/0165-4608(87)90055-0.,['0 (Genetic Markers)'],"['0165-4608(87)90055-0 [pii]', '10.1016/0165-4608(87)90055-0 [doi]']",,,,,,,,
3494499,NLM,MEDLINE,19870623,20190619,0008-543X (Print) 0008-543X (Linking),59,12,1987 Jun 15,Flow cytometry in hairy cell leukemia before and during interferon alfa-2b therapy.,1987-91,"Mononuclear cells from 15 patients with hairy cell leukemia were studied before and during therapy with interferon alfa-2b (IFN) by regular peripheral blood differential counts and flow cytometry, using a panel of monoclonal antibodies (Moab). Seven leukemic phase patients (Group 1) had a mean leukocyte count of 48,870/microliter at entry with a mean absolute hairy cell (HC) count of 40,100/microliter. After 3 months on IFN, both parameters decreased significantly (WBC 3,500/microliter; HC count 130/microliter). In eight patients with a cytopenic form of the disease (Group 2) the mean leukocyte count rose from 2950/microliter to 3890/microliter while the mean absolute HC count decreased from 300/microliter to 120/microliter. The morphologic shifts correlated well with changes in the Moab reaction pattern. In Group 1 the activity of all Moab decreased significantly. In Group 2, only cells expressing Leu 3a and Leu 11a (a marker of natural killer cells) showed a significant shift, the latter increasing from 170/microliter to 360/microliter. This increase in natural killer cell antigen expression was not obvious based on routine morphologic observations alone. We show that flow cytometry may be a useful adjunct in monitoring the response of HCL to therapy. Changes in populations of cells that may be difficult to discriminate on morphologic grounds alone may be observed.","['Vokes, E E', 'Bitter, M A', 'Ratain, M J', 'Prystowsky, M B', 'Daly, K', 'Golomb, H M']","['Vokes EE', 'Bitter MA', 'Ratain MJ', 'Prystowsky MB', 'Daly K', 'Golomb HM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer,Cancer,0374236,IM,"['Antibodies, Monoclonal', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'B-Lymphocytes/immunology', 'Flow Cytometry', 'Humans', 'Interferon Type I/*therapeutic use', 'Killer Cells, Natural/immunology', 'Leukemia, Hairy Cell/*pathology/therapy', 'Leukocyte Count', 'Monocytes/immunology', 'T-Lymphocytes/immunology']",1987/06/15 00:00,1987/06/15 00:01,['1987/06/15 00:00'],"['1987/06/15 00:00 [pubmed]', '1987/06/15 00:01 [medline]', '1987/06/15 00:00 [entrez]']",ppublish,Cancer. 1987 Jun 15;59(12):1987-91. doi: 10.1002/1097-0142(19870615)59:12<1987::aid-cncr2820591203>3.0.co;2-k.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Interferon Type I)']",['10.1002/1097-0142(19870615)59:12<1987::aid-cncr2820591203>3.0.co;2-k [doi]'],,,,,,,,
3494479,NLM,MEDLINE,19870605,20210216,0006-4971 (Print) 0006-4971 (Linking),69,5,1987 May,Production of colony-stimulating activity by normal and neoplastic human B lymphocytes.,1340-7,"Normal human B cells were purified from peripheral blood or tonsils and tested for their ability to release colony-stimulating activity (CSA) in short-term cultures. The target cells used in the CSA assays were from peripheral blood or bone marrow. Unstimulated B cells produced CSA in amounts similar to those present in the GCT-conditioned medium used as a positive control. The B cell-derived CSA predominantly promoted the growth of colonies that contained macrophages alone or macrophages and granulocytes. CSA eluted in a single peak from a G-75 Sephadex column with an approximate molecular weight (mw) of 65 to 70 kilodaltons (kd). Fractionation of tonsil B lymphocytes on Percoll density gradients showed that large B cells, probably already activated in vivo, were the main source of CSA. By contrast, small, resting B cells recovered from a different fraction of the Percoll gradient released minimum amounts or no CSA. However, these B cells became CSA producers following stimulation with Staphylococcus aureus Cowan (SAC) in vitro. B cells purified from the peripheral blood of nine out of 12 patients with B-cell chronic lymphocytic leukemia (B-CLL) also released CSA in vitro in the absence of stimuli. These findings suggest that by releasing CSA, B cells may have a role in the regulation of hematopoiesis and in the control of the inflammatory process.","['Pistoia, V', 'Ghio, R', 'Roncella, S', 'Cozzolino, F', 'Zupo, S', 'Ferrarini, M']","['Pistoia V', 'Ghio R', 'Roncella S', 'Cozzolino F', 'Zupo S', 'Ferrarini M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Antigens, Surface/analysis', 'B-Lymphocytes/*metabolism', 'Cells, Cultured', 'Colony-Stimulating Factors/*biosynthesis/isolation & purification', 'Hematopoiesis', 'Humans', 'Inflammation/blood', 'Leukemia, Lymphoid/blood', 'Lymphocyte Activation', 'Molecular Weight', 'Neoplastic Stem Cells/*metabolism', 'Palatine Tonsil/cytology']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",ppublish,Blood. 1987 May;69(5):1340-7.,"['0 (Antigens, Surface)', '0 (Colony-Stimulating Factors)']",['S0006-4971(20)78578-2 [pii]'],,,,,,,,
3494471,NLM,MEDLINE,19870605,20190704,0007-1048 (Print) 0007-1048 (Linking),65,3,1987 Mar,Interferon response in B-cell prolymphocytic leukemia.,375-6,,"['Jacobs, P', 'le Roux, I', 'Wood, L', 'Bolding, E']","['Jacobs P', 'le Roux I', 'Wood L', 'Bolding E']",['eng'],"['Case Reports', 'Letter', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,IM,"['Aged', 'B-Lymphocytes/pathology', 'Female', 'Humans', 'Interferon Type I/*therapeutic use', 'Leukemia, Lymphoid/*therapy']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",ppublish,Br J Haematol. 1987 Mar;65(3):375-6. doi: 10.1111/j.1365-2141.1987.tb06871.x.,['0 (Interferon Type I)'],['10.1111/j.1365-2141.1987.tb06871.x [doi]'],,,,,,,,
3494418,NLM,MEDLINE,19870518,20131121,0151-9638 (Print) 0151-9638 (Linking),113,12,1986,[Chronic herpes of the pyodermatitis vegetans type in chronic cutaneous lymphoid leukemia].,1199-204,"The authors report a case of chronic herpes virus infection of the face which developed in a 70-year old man already affected with chronic lymphocytic leukaemia of the B-cell type (CLL-B) with specific cutaneous localisations. Immunodepression was indicated only by marked hypogammaglobulinaemia. Cell-mediated immunity was preserved. The cutaneous lesions of the face were chronic and presented as pyodermatitis vegetans. A one-week course of acyclovir administered by intravenous infusion in doses of 5 mg/kg three times a day resulted in rapid and dramatic cure, but this result proved transient, since the virus infection relapsed 2 1/2 months later. The new episode also was successfully treated with a second course of acyclovir. The herpes virus infection had developed only on those skin areas that were specifically affected by the leukaemia; after treatment and eradication of the virus, massive lymphocytic infiltration of the dermis persisted in these areas. Involvement of the skin is rare in CLL-B and has been reported mainly in CLL-T. The lesions most frequently encountered are tuberous and papular lesions and infiltrated plaques on the forehead and ears. The pyodermatitis vegetans presentation is unusual. The reasons why viral skin lesions develop on those caused by leukaemia are unknown.","['Meunier, L', 'Guillot, B', 'Lavabre-Bertrand, T', 'Barneon, G', 'Izarn, P', 'Meynadier, J']","['Meunier L', 'Guillot B', 'Lavabre-Bertrand T', 'Barneon G', 'Izarn P', 'Meynadier J']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Ann Dermatol Venereol,Annales de dermatologie et de venereologie,7702013,IM,"['Acyclovir/therapeutic use', 'Aged', 'B-Lymphocytes/immunology', 'Chronic Disease', 'Facial Dermatoses/*etiology/pathology', 'Herpes Simplex/drug therapy/*etiology/pathology', 'Humans', 'Immune Tolerance', 'Leukemia, Lymphoid/*complications/immunology/pathology', 'Male', 'Pyoderma/*etiology', 'Skin Neoplasms/*complications/immunology/pathology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Ann Dermatol Venereol. 1986;113(12):1199-204.,['X4HES1O11F (Acyclovir)'],,,,,,Herpes chronique a type de pyodermite vegetante au cours d'une leucemie lymphoide chronique avec localisations cutanees.,,,
3494396,NLM,MEDLINE,19870519,20190820,0361-8609 (Print) 0361-8609 (Linking),24,4,1987 Apr,Clinical and laboratory changes induced by alpha interferon in chronic lymphocytic leukemia--a pilot study.,341-50,"Ten chronic lymphocytic leukemia patients were treated with partially pure alpha interferon (IFN-alpha) at doses ranging from 3-9 X 10(6) units administered intramuscularly daily. Of these patients, three patients with disease stages 0, 1, and 3 (and prolymphocytic leukemia), respectively, responded with partial remissions lasting from 10 to 24+ months; four additional patients had minor responses. Among those responding, modulation of B cell chronic lymphocytic leukemia, surface immunoglobulins, and surface antigens were observed in four patients. These changes included a decline in the proportion of B cells bearing surface immunoglobulin without change in the number of the B cells. Likewise, a decline in the proportion of B cells bearing T-1 antigen was observed in three patients. Increase in the percentage of T cells, primarily the T helper cells, was seen in two of the responding patients. Specific binding of alpha interferon was demonstrated prior to therapy in CLL cells of all patients. This binding declined rapidly following treatment with IFN-alpha. Induction of the enzyme 2'5' oligoisoadenylate synthetase was examined in CLL patients prior to and during therapy with IFN-alpha. Variable levels of the enzyme were induced in all patients on therapy; however, only minimal induction was observed in two of three patients failing therapy.","['Talpaz, M', 'Rosenblum, M', 'Kurzrock, R', 'Reuben, J', 'Kantarjian, H', 'Gutterman, J']","['Talpaz M', 'Rosenblum M', 'Kurzrock R', 'Reuben J', 'Kantarjian H', 'Gutterman J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,IM,"[""2',5'-Oligoadenylate Synthetase/metabolism"", 'Aged', 'Antigens, Surface/immunology', 'B-Lymphocytes/immunology', 'Enzyme Induction/drug effects', 'Female', 'Humans', 'Injections, Intramuscular', 'Interferon Type I/administration & dosage/metabolism/*therapeutic use/toxicity', 'Isoenzymes/metabolism', 'Leukemia, Lymphoid/blood/*drug therapy/immunology', 'Lymphocytes/enzymology', 'Male', 'Middle Aged', 'Pilot Projects', 'Receptors, Antigen, B-Cell/immunology']",1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",ppublish,Am J Hematol. 1987 Apr;24(4):341-50. doi: 10.1002/ajh.2830240403.,"['0 (Antigens, Surface)', '0 (Interferon Type I)', '0 (Isoenzymes)', '0 (Receptors, Antigen, B-Cell)', ""EC 2.7.7.84 (2',5'-Oligoadenylate Synthetase)""]",['10.1002/ajh.2830240403 [doi]'],,,,,,,,
3494345,NLM,MEDLINE,19870507,20041117,0044-2178 (Print) 0044-2178 (Linking),80,21,1986,[Fibronectin and diseases in internal medicine].,883-7,,"['Backhaus, M', 'Mielke, F', 'Lukowsky, A']","['Backhaus M', 'Mielke F', 'Lukowsky A']",['ger'],['Journal Article'],Germany,Z Arztl Fortbild (Jena),Zeitschrift fur arztliche Fortbildung,0414004,IM,"['Arthritis, Rheumatoid/blood', 'Autoimmune Diseases/blood', 'Fibronectins/*blood', 'Humans', 'Leukemia/blood', 'Liver Diseases/blood', 'Lupus Erythematosus, Systemic/blood', 'Rheumatic Diseases/blood', 'Synovial Fluid/metabolism', 'Wound Healing']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Z Arztl Fortbild (Jena). 1986;80(21):883-7.,['0 (Fibronectins)'],,,,,,Fibronektin und Erkrankungen in der Inneren Medizin.,,,
3494321,NLM,MEDLINE,19870521,20140912,0256-9574 (Print),71,8,1987 Apr 18,Acute mixed-lineage leukaemia involving myeloid and T-cell phenotypes. A case report.,529-30,"Among the rare acute mixed-lineage leukaemias, a myeloid T-cell phenotype has recently been recognised. An additional case characterised by myeloid cytochemistry, development of Auer rods in culture and Tdt, WT1 and T11 phenotypes on cell-marker analysis is reported. The patient died from disseminated non-reactive tuberculosis after chemotherapy.","['Saragas, E', 'Spector, I', 'Chita, G', 'Dukes, I A', 'Bernstein, R', 'Keene, P', 'Mendelow, B V']","['Saragas E', 'Spector I', 'Chita G', 'Dukes IA', 'Bernstein R', 'Keene P', 'Mendelow BV']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,IM,"['Adolescent', 'Humans', '*Leukemia, Myeloid, Acute/complications', 'Male', 'T-Lymphocytes', 'Tuberculosis, Pulmonary/complications']",1987/04/18 00:00,1987/04/18 00:01,['1987/04/18 00:00'],"['1987/04/18 00:00 [pubmed]', '1987/04/18 00:01 [medline]', '1987/04/18 00:00 [entrez]']",ppublish,S Afr Med J. 1987 Apr 18;71(8):529-30.,,,,,,,,,,
3494218,NLM,MEDLINE,19870427,20071115,0028-7571 (Print) 0028-7571 (Linking),53,3,1987 Mar,Treatment of intraoral hemorrhage in a leukemic patient: a case report.,16-8,,"['Ross, M']",['Ross M'],['eng'],"['Case Reports', 'Journal Article']",United States,N Y State Dent J,The New York state dental journal,0414634,IM,"['Adolescent', 'Humans', 'Leukemia, Lymphoid/*complications', 'Male', 'Oral Hemorrhage/*therapy', 'Splints']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",ppublish,N Y State Dent J. 1987 Mar;53(3):16-8.,,,,,,,,,,
3494197,NLM,MEDLINE,19870508,20071115,0028-4793 (Print) 0028-4793 (Linking),316,16,1987 Apr 16,Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 16-1987. A 14-year-old boy with fluctuating pancytopenia and a nasopharyngeal mass.,1008-17,,,,['eng'],"['Case Reports', 'Journal Article']",United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Adenoids/pathology', 'Adolescent', 'B-Lymphocytes', 'Bone Marrow/pathology', 'Chromosomes, Human, Pair 1', 'Chromosomes, Human, Pair 12', '*Chromosomes, Human, Pair 14', '*Chromosomes, Human, Pair 8', 'Humans', 'Leukemia, Lymphoid/genetics/*pathology', 'Male', 'Nasopharynx/pathology', 'Neoplasm Invasiveness', '*Translocation, Genetic', 'Trisomy']",1987/04/16 00:00,1987/04/16 00:01,['1987/04/16 00:00'],"['1987/04/16 00:00 [pubmed]', '1987/04/16 00:01 [medline]', '1987/04/16 00:00 [entrez]']",ppublish,N Engl J Med. 1987 Apr 16;316(16):1008-17. doi: 10.1056/NEJM198704163161607.,,['10.1056/NEJM198704163161607 [doi]'],,,,,,,,
3494173,NLM,MEDLINE,19870508,20071115,0025-7753 (Print) 0025-7753 (Linking),88,6,1987 Feb 14,[Mixed acute leukemia: T lymphoblastic and monoblastic].,247-8,,"['Guanabens, C', 'Soler, J', 'Rubiol, E', 'Bosch, A', 'Badell, I', 'Cubells, J']","['Guanabens C', 'Soler J', 'Rubiol E', 'Bosch A', 'Badell I', 'Cubells J']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,IM,"['Adolescent', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Leukemia, Monocytic, Acute/*pathology', 'Male', 'Neoplasms, Multiple Primary/*pathology', 'T-Lymphocytes']",1987/02/14 00:00,1987/02/14 00:01,['1987/02/14 00:00'],"['1987/02/14 00:00 [pubmed]', '1987/02/14 00:01 [medline]', '1987/02/14 00:00 [entrez]']",ppublish,Med Clin (Barc). 1987 Feb 14;88(6):247-8.,,,,,,,Leucemia aguda mixta: linfoblastica T y monoblastica.,,,
3494166,NLM,MEDLINE,19870428,20190824,0145-2126 (Print) 0145-2126 (Linking),11,3,1987,Ph1-positive CML-derived myeloid-monocytoid precursor cell line producing substance(s) that stimulates normal CFU-C.,241-9,"A new Ph1-chromosome positive cell line, KOPM-28. was established from a patient with chronic myelogenous leukemia (CML) in blast crisis. KOPM-28 cells were phenotypically immature: without azurophilic granules; negative for myeloperoxidase and positive for specific and nonspecific esterases. The nonspecific esterase reaction was intensified by TPA, and retinoic acid reinforced the specific esterase reaction without inducing morphological changes. KOPM-28 cells were not phagocytic. The cells expressed complement receptors, myeloid-monocytoid antigens, an Ia-like antigen and T4 antigen. CALLA, T-lymphocyte specific antigens, B-lymphocyte related antigen and platelet-megakaryocyte-megakaryoblast specific antigen were not detected. KOPM-28 cells formed colonies in semi-solid medium; this ability was augmented by GM-CSA. The addition of culture medium conditioned by KOPM-28 cells to normal bone marrow cells resulted in the increase of the CFU-C colonies. These findings indicate that KOPM-28 cells have features of myeloid and monocytoid precursor cells and that they are producing substance(s) which stimulates normal CFU-C.","['Mori, T', 'Nakazawa, S', 'Nishino, K', 'Sugita, K', 'Takane, K', 'Mori, M', 'Sagawa, K', 'Hayashi, Y', 'Sakurai, M']","['Mori T', 'Nakazawa S', 'Nishino K', 'Sugita K', 'Takane K', 'Mori M', 'Sagawa K', 'Hayashi Y', 'Sakurai M']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Antigens, Surface/analysis', 'Cell Line', 'Colony-Stimulating Factors/*biosynthesis', 'Female', 'Hematopoietic Stem Cells/drug effects/metabolism/*pathology', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics/metabolism/*pathology', 'Middle Aged', '*Philadelphia Chromosome']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(3):241-9. doi: 10.1016/0145-2126(87)90047-6.,"['0 (Antigens, Surface)', '0 (Colony-Stimulating Factors)']",['10.1016/0145-2126(87)90047-6 [doi]'],,,,,,,,
