PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,GR,MID,OID,OAB,OABL,OTO,OT
176469,NLM,MEDLINE,19760602,20200724,0022-538X (Print) 0022-538X (Linking),18,1,1976 Apr,Host restriction of Friend Leukemia virus coat protein synthesis.,370-3,"['Ray, U', 'Soeiro, R', 'Fields, B N']","['Ray U', 'Soeiro R', 'Fields BN']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Glycoproteins)', '0 (Viral Proteins)']",IM,"['Cell Line', 'Friend murine leukemia virus/growth & development/*metabolism', 'Genes', 'Glycoproteins/*biosynthesis', 'Species Specificity', 'Vesicular stomatitis Indiana virus/growth & development', 'Viral Proteins/*biosynthesis', 'Virus Replication']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",['10.1128/JVI.18.1.370-373.1976 [doi]'],ppublish,J Virol. 1976 Apr;18(1):370-3. doi: 10.1128/JVI.18.1.370-373.1976.,Fv-1 gene-mediated host restriction of Friend leukemia virus replication was investigated in terms of coat protein synthesis. By using the assay of pseudotype formation with vesicular stomatitis virus. it was shown that under restricting growth conditions the availablity of leukemia virus coat protein for pseudotype formation was decreased. These studies appear to eliminate a pure assembly defect as the mechanism of Fv-1 host restriction.,PMC515557,,,,,,,,,
176467,NLM,MEDLINE,19760602,20200724,0022-538X (Print) 0022-538X (Linking),18,1,1976 Apr,N-Tropic variants obtained after co-infection with N- and B-tropic murine leukemia viruses.,324-31,"['Hopkins, N', 'Traktman, P', 'Whalen, K']","['Hopkins N', 'Traktman P', 'Whalen K']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,,IM,"['Animals', 'Cell Line', 'Crosses, Genetic', '*Genetic Variation', 'Leukemia Virus, Murine/*growth & development', 'Mice', 'Mice, Inbred Strains', 'Species Specificity', 'Viral Plaque Assay']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",['10.1128/JVI.18.1.324-331.1976 [doi]'],ppublish,J Virol. 1976 Apr;18(1):324-31. doi: 10.1128/JVI.18.1.324-331.1976.,"Sc-1 cells co-infected with small XC plaque-forming N-tropic and large XC plaque-forming B-tropic murine leukemia viruses produced, in addition to parental types, progeny with the phenotype, large XC plaque morphology, and N-tropism. This phenotype remained stable through end point titration and plaque purification on NIH/3T3 cells and growth on BALB/3T3 cells. These N-tropic viruses (XLP-N virus) grow to unusually high titer and make very large XC plaques.",PMC515551,,,,,,,,,
176459,NLM,MEDLINE,19760602,20200724,0022-538X (Print) 0022-538X (Linking),18,1,1976 Apr,Autologous immune responses to the major oncornavirus polypeptides in unmanipulated AKR/J mice.,176-81,"['Oldstone, M B', 'Del Villano, B C', 'Dixon, F J']","['Oldstone MB', 'Del Villano BC', 'Dixon FJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Immunoglobulins)', '0 (Peptides)', '0 (Viral Proteins)']",IM,"['AKR murine leukemia virus/immunology', 'Animals', 'Antibodies, Viral/analysis', '*Antibody Formation', '*Antigens, Viral', 'Female', 'Immunoglobulins/analysis', 'Kidney Glomerulus/immunology', 'Leukemia Virus, Murine/*immunology', 'Male', 'Mice', 'Mice, Inbred AKR/*immunology', 'Peptides/*immunology', 'Viral Proteins/*immunology']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",['10.1128/JVI.18.1.176-181.1976 [doi]'],ppublish,J Virol. 1976 Apr;18(1):176-81. doi: 10.1128/JVI.18.1.176-181.1976.,"The autologous immune response of AKR/J mice to the structural proteins of murine leukemia virus (MuLV) was examined. Immunoglobulins from the renal glomeruli were chemically eluted, separated from antigens, recovered, and tested for immunological reactivity against MuLV structural proteins. Analyzing immune precipitates obtained after mixing radiolabeled Tween-disrupted MuLV preparations with eluates from AKR/J mice on sodium dodecyl sulfategel electrophoresis, we found evidence of antibodies to the major classes of MuLV structural components: gp70, gp45, p30, and one or more proteins in the 10,000- to 15,000-dalton class. Using rate zonal centrifugation we confirmed that the eluates from AKR/J glomeruli contained antibody(s) that bound specifically to p30. These results indicate that AKR/J mice spontaneously mount immune responses against the major oncornavirus polypeptide antigens.",PMC515536,,,,,,,,,
176456,NLM,MEDLINE,19760602,20200724,0022-538X (Print) 0022-538X (Linking),18,1,1976 Apr,Characterization of the type and group specificities of the immune response in mice to murine leukemia viruses.,124-31,"['Ihle, J N', 'Domotor, J J Jr', 'Bengali, K M']","['Ihle JN', 'Domotor JJ Jr', 'Bengali KM']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Antibodies, Viral)', '0 (Glycoproteins)', '0 (Viral Proteins)']",IM,"['AKR murine leukemia virus/immunology', 'Animals', 'Antibodies, Viral/analysis', '*Antibody Formation', '*Antibody Specificity', 'Cross Reactions', 'Friend murine leukemia virus/immunology', 'Glycoproteins/*immunology', 'Leukemia Virus, Murine/*immunology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Radioimmunoassay', 'Rauscher Virus/immunology', 'Viral Proteins/*immunology']",1976/04/01 00:00,2001/03/28 10:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1976/04/01 00:00 [entrez]']",['10.1128/JVI.18.1.124-131.1976 [doi]'],ppublish,J Virol. 1976 Apr;18(1):124-31. doi: 10.1128/JVI.18.1.124-131.1976.,"Normal sera from a variety of strains of inbred mice have precipitating antibodies to murine type C viruses that are detected by radioimmune precipitation assays. The results demonostrate that this humoral immune response is primarily directed against the AKR strain of murine leukemia virus (MuLV) proteins gp71, gp43, and p15(E). These sera also react with Friend- or Rauscher-MuLV in radioimmune precipitation assays. This reaction is not due to a separate immune response, but rather is primarily a consequence of the cross-reactivity of antibodies to the AKR strain of MuLV p15(E) with the p15(E) of these viruses. These data, using autogenous immune sera, emphasize the serological differences of the virion glycoproteins and the serological similarity of the p15(E) virion component of the viruses. Furthermore, based on the serological reactivities to the glycoproteins, the results suggest that the AKR strain of MuLV is endogenous to and expressed in mice, but that the Friend-Moloney-Rauscher virus group is not.",PMC515530,,,,,,,,,
176431,NLM,MEDLINE,19760510,20200724,0022-538X (Print) 0022-538X (Linking),17,2,1976 Feb,"Hydrodynamic diameters of murine mammary, Rous sarcoma, and feline leukemia RNA tumor viruses: studies by laser beat frequency light-scattering spectroscopy and electron microscopy.",584-96,"['Salmeen, I', 'Rimai, L', 'Luftig, R B', 'Libes, L', 'Retzel, E', 'Rich, M', 'McCormick, J J']","['Salmeen I', 'Rimai L', 'Luftig RB', 'Libes L', 'Retzel E', 'Rich M', 'McCormick JJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,,IM,"['Avian Sarcoma Viruses/*analysis/ultrastructure', 'Lasers', 'Leukemia Virus, Feline/*analysis/ultrastructure', 'Light', 'Mammary Tumor Virus, Mouse/*analysis/ultrastructure', 'Microscopy, Electron', 'Molecular Weight', 'Ultracentrifugation']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",['10.1128/JVI.17.2.584-596.1976 [doi]'],ppublish,J Virol. 1976 Feb;17(2):584-96. doi: 10.1128/JVI.17.2.584-596.1976.,"We have studied purified preparations of murine mammary tumor virus (MuMTV), Rous sarcoma virus (RSV; Prague strain), and feline leukemia virus (FeLV) by laser beat frequency light-scattering spectroscopy, ultra-centrifugation, and electron microscopy. The laser beat frequency light-scattering spectroscopy measurements yield the light-scattering intensity, weighted diffusion coefficients. The corresponding average hydrodynamic diameters, as calculated from the diffusion coefficients by the Stokes-Einstein equation for MuMTV, RSV, and FeLV, respectively, are: 144 +/- 6 nm, 147 +/- 7 nm, and 168 +/- 6 nm. Portions of the purified RSV and MuMTV preparations, from which light-scattering samples were obtained, and portions of the actual FeLV light-scattering samples were examined by negatively stained, catalase crystal-calibrated electron microscopy. The light-scattering intensity weighted averages of the electron micrograph size distributions were calculated by weighing each size by its theoretical relative scattering intensity, as obtained from published tables computed according to the Mie scattering theory. These averages and the experimentally observed hydrodynamic diameters agreed to within +/- 5%, which is the combined experimental error in the electron microscopic and light-scattering techniques. We conclude that the size distributions of singlet particles observed in the electron micrographs are statistically true representations of the sedimentation-purified solution size distributions. The sedimentation coefficients (S20, w) for MuMTV, RSV, and FeLV, respectively, are: 595 +/- 29S, 689 +/- 35S, and 880 +/- 44S. Virus partial specific volumes were taken as the reciprocals of the buoyant densities, determined in sucrose density gradients. The Svedberg equation was used to calculate particle weights from the measured diffusion and sedimentation coefficients. The particle weights for MuMTV, RSV, and FeLV, respectively, are: (3.17 +/- 0.32) x 10(8), (4.17 +/- 0.42) x 10(8), and (5.50 +/- 0.55) x 10(8) daltons.",PMC515449,,,,,,,,,
176429,NLM,MEDLINE,19760510,20200724,0022-538X (Print) 0022-538X (Linking),17,2,1976 Feb,"Genomic complexities of murine leukemia and sarcoma, reticuloendotheliosis, and visna viruses.",525-37,"['Beemon, K L', 'Faras, A J', 'Hasse, A T', 'Duesberg, P H', 'Maisel, J E']","['Beemon KL', 'Faras AJ', 'Hasse AT', 'Duesberg PH', 'Maisel JE']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Oligonucleotides)', 'EC 3.1.- (Ribonucleases)']",IM,"['Base Sequence', 'Gammaretrovirus/*analysis', 'Oligonucleotides/analysis', 'RNA Viruses/*analysis', 'Reticuloendotheliosis virus/*analysis', 'Retroviridae/*analysis', 'Ribonucleases/metabolism', 'Sarcoma Viruses, Murine/analysis', 'Visna-maedi virus/*analysis']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",['10.1128/JVI.17.2.525-537.1976 [doi]'],ppublish,J Virol. 1976 Feb;17(2):525-37. doi: 10.1128/JVI.17.2.525-537.1976.,"The genetic complexities of several ribodeoxyviruses were measured by quantitative analysis of unique RNase T1-resistant oligonucleotides from 60-70S viral RNAs. Moloney murine leukemia virus was found to have an RNA complexity of 3.5 x 10(6) daltons, whereas Moloney murine sarcoma virus had a significantly smaller genome size of 2.3 x 10(6). Reticuleondotheliosis and visna virus RNAs had complexities of 3.9 x 10(6), respectively. Analysis of RNase A-resistant oligonucleotides of Rous sarcoma virus RNA gave a complexity of 3.6 x 10(6), similar to that previously obtained with RNase T1-resistant oligonucleotides. Since each of these viruses was found to have a unique sequence genomic complexity near the molecular weight of a single 30-40S viral RNA subunit, it was concluded that ribodeoxyvirus genomes are at least largely polyploid.",PMC515444,,,,,,,,,
176419,NLM,MEDLINE,19760510,20200724,0022-538X (Print) 0022-538X (Linking),17,2,1976 Feb,"Rat sequences of the Kirsten and Harvey murine sarcoma virus genomes: nature, origin, and expression in rat tumor RNA.",335-51,"['Anderson, G R', 'Robbins, K C']","['Anderson GR', 'Robbins KC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (RNA, Neoplasm)', '63231-63-0 (RNA)']",IM,"['Animals', 'Base Sequence', 'Cell Line', 'Gammaretrovirus/*analysis/growth & development', 'Helper Viruses/growth & development', 'Nucleic Acid Conformation', 'Nucleic Acid Hybridization', 'RNA/analysis', 'RNA, Neoplasm/*analysis', 'Rats', 'Retroviridae/*analysis/growth & development', 'Sarcoma, Experimental/*analysis', 'Virus Replication']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",['10.1128/JVI.17.2.335-351.1976 [doi]'],ppublish,J Virol. 1976 Feb;17(2):335-51. doi: 10.1128/JVI.17.2.335-351.1976.,"Two murine sarcoma viruses, the Kirsten and the Harvey, were isolated by passage of mouse type C leukemia viruses through rats. These sarcoma viruses have genomes containing portions of their parental type C mouse leukemia virus genomes, in stable association with specific rat cellular sequences that we find to be quite likely not those of a rat type C leukemia virus. To determine if these murine sarcoma viruses provide a model relevant to the events occurring in spontaneous tumors, we have hybridized DNA and RNA prepared from rat tumors and normal rat tissues to [3H]DNA prepared from the Kirsten murine sarcoma virus. We have also hybridized these rat tissue nucleic acids to [3H]DNA prepared from a respresentative endogenous rat type C leukemia virus, the WFU (Wistar-Furth). Sarcoma-viral rat cellular sequences and endogenous rat leukemia viral sequences were detected in the DNA of both tumor and normal tissues, with no evidence of either gene amplification or additional sequences being present in tumor DNA. Sarcoma-viral rat cellular sequences and endogenous rat leukemia viral sequences were detected at elevated concentrations in the RNA of many rat tumors and in specific groups of normal tissues.",PMC515425,,,,,,,,,
176414,NLM,MEDLINE,19760602,20190509,0027-8874 (Print) 0027-8874 (Linking),56,4,1976 Apr,Humoral immune responses of cats to feline leukemia virus: comparison of responses to the major structural protein p30 and to a virus-specific cell membrane antigen (FOCMA).,859-61,"['Charman, H P', 'Kim, N', 'Gilden, R V', 'Hardy, W D Jr', 'Essex, M']","['Charman HP', 'Kim N', 'Gilden RV', 'Hardy WD Jr', 'Essex M']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,['0 (Viral Proteins)'],IM,"['Animals', '*Antibody Formation', 'Cat Diseases/immunology', 'Cats/*immunology', 'Leukemia/immunology', 'Leukemia Virus, Feline/*immunology', 'Leukemia Virus, Murine/immunology', 'Viral Proteins/*immunology']",1976/04/01 00:00,2001/03/28 10:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1976/04/01 00:00 [entrez]']",['10.1093/jnci/56.4.859 [doi]'],ppublish,J Natl Cancer Inst. 1976 Apr;56(4):859-61. doi: 10.1093/jnci/56.4.859.,"Radioimmunoprecipitation was used to test cat sera for ability to bind to the purified major internal protein p30 of feline leukemia viurs (FeLV), to the endogenous cat virus (RD-114), and to murine leukemia virus (MuLV). The data were compared with results of tests for antibody to the feline oncornavirus-associated cell membrane antigen FOCMA and for the presence of viremia. In contrast to the general lack of free antibody to FeLV p30 in a random sample of healthy cats, high levels of antibody to FeLV p30 and FOCMA were found in normal animals from high-leukemia-cluster households. Titers of greater than or equal to 200 for p30 and greater than or equal to 32 for FOCMA were found in nonviremic animals; a percentage of animals with high FOCMA titers and lower or no p30 binding activity were viremic. Animals with neoplasms were low or negative for FOCMA antibody and did not have high titers of free p30 antibody. The p30 binding activity could be divided into three main categories: high binding with FeLV p30 and much lower activity with RD-114 and MuLV p30's, as seen with hyperimmune sera; high binding with FeLV and RD-114 p30's and low activity with MuLV p30, possibly indicative of specific antibody to both of the aforementioned proteins; and low level binding to all three p30's.",,,,,,,,,,
176408,NLM,MEDLINE,19760602,20190509,0027-8874 (Print) 0027-8874 (Linking),56,4,1976 Apr,Lymphoproliferative diseases of fowl: chromosome breaks caused in lymphocytes by JM-V herpesvirus.,757-62,"['Yoon, J W', 'Kim, S N', 'Hahn, E C', 'Kenyon, A J']","['Yoon JW', 'Kim SN', 'Hahn EC', 'Kenyon AJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Aneuploidy', 'Animals', '*Avian Leukosis Virus', 'Bone Marrow/ultrastructure', 'Bone Marrow Cells', '*Chromosome Aberrations', '*Herpesviridae', 'Leukemia, Experimental/etiology/*genetics', 'Leukemia, Lymphoid/genetics', 'Lymphocytes/ultrastructure', 'Time Factors']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",['10.1093/jnci/56.4.757 [doi]'],ppublish,J Natl Cancer Inst. 1976 Apr;56(4):757-62. doi: 10.1093/jnci/56.4.757.,"Chromosome preparations were made of bone marrow cells and peripheral lymphocytes isolated from chicks that developed leukemia following infection with JM-V herpes-virus. Karyotypic analysis revealed a high frequency of chromosome breaks and aneuploidy, as well as some pulverization of chromosomes. The number of chromosome breaks began to increase at 2-3 days post infection, and by 5 days post infection it reached 12.7% of bone marrow cells and 17.2% of peripheral lymphocytes. Similarly, the number of aneuploid metaphase figures increased rapidly and reached 12% of bone marrow cells and 19% of peripheral lymphocytes at 5 days post infection. Some specificity was observed in the chromosomes that were affected.",,,,,,,,,,
176402,NLM,MEDLINE,19760602,20190509,0027-8874 (Print) 0027-8874 (Linking),56,3,1976 Mar,Lack of infectivity of bovine leukemia (C-type) virus to rats.,643-4,"['Barthold, S W', 'Baumgartener, L E', 'Olson, C']","['Barthold SW', 'Baumgartener LE', 'Olson C']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['AKR murine leukemia virus', 'Animals', 'Leukemia Virus, Bovine/*pathogenicity', 'Leukemia, Experimental/etiology']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",['10.1093/jnci/56.3.643 [doi]'],ppublish,J Natl Cancer Inst. 1976 Mar;56(3):643-4. doi: 10.1093/jnci/56.3.643.,"Sprague-Dawley rats were given ip injections of bovine culture and sheep cultures of bovine leukemia virus (BLV) and Gross passage-A leukemia virus [MuLV(G)]. Sera were tested to BLV antigens. BLV did not induce tumors in Sprague-Dawley rats, but the rats were susceptible to MuLV(G) at low doses.",,,,,,,,,,
176401,NLM,MEDLINE,19760602,20190509,0027-8874 (Print) 0027-8874 (Linking),56,3,1976 Mar,Typical type-C virus in human leukemia.,639-42,"['Hall, W T', 'Schidlovsky, G']","['Hall WT', 'Schidlovsky G']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Animals', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*microbiology', 'Middle Aged', 'Papio', 'Retroviridae/*isolation & purification/ultrastructure']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",['10.1093/jnci/56.3.639 [doi]'],ppublish,J Natl Cancer Inst. 1976 Mar;56(3):639-42. doi: 10.1093/jnci/56.3.639.,"The virus HL-23, recently isolated from a patient with myelogenous leukemia, was compared by electron microscopy with virus-like particles observed in human tissues and with several mammalian type-C virus particles. It closely resembled the typical type-C virus particles of murine, feline, and nonhuman primate species, and differed from all particles previously reported in human tissues, including the atypical human placental particle.",,,,,,,,,,
176399,NLM,MEDLINE,19760602,20211203,0027-8874 (Print) 0027-8874 (Linking),56,3,1976 Mar,Immune reactivity in the Moloney strain of murine sarcoma virus oncogenesis: requirement of thymus-derived lymphocytes for in vivo protection.,603-8,"['Collavo, D', 'Colombatti, A', 'Biasi, G', 'Chieco-Bianchi, L', 'Davies, A J']","['Collavo D', 'Colombatti A', 'Biasi G', 'Chieco-Bianchi L', 'Davies AJ']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,['0 (Antilymphocyte Serum)'],IM,"['Animals', 'Antilymphocyte Serum/pharmacology', 'B-Lymphocytes/immunology', 'Female', 'Immunosuppression Therapy', 'Lymph Nodes/immunology', 'Male', 'Mice', 'Mice, Inbred CBA', '*Moloney murine leukemia virus/immunology', 'Neoplasms, Experimental/etiology/*immunology', 'Sarcoma Viruses, Murine', 'Spleen/immunology', 'Splenectomy', 'T-Lymphocytes/*immunology', 'Thymectomy', 'Thymus Gland/transplantation', 'Transplantation, Homologous']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",['10.1093/jnci/56.3.603 [doi]'],ppublish,J Natl Cancer Inst. 1976 Mar;56(3):603-8. doi: 10.1093/jnci/56.3.603.,"To study the function of different lymphocyte populations in the Moloney strain of murine sarcoma virus (M-MuSV) tumorigenesis, we gave M-MuSV injections to CBA mice selectively deprived of thymus (T) lymphocytes by thymectomy, X-rradiation, and syngeneic bone marrow injection. Although no tumors appeared in the control group, 80% of the derived mice had tumors that grew progressively and ultimately killed them. In deprived mice, grafted with a syngeneic thymus (reconstituted mice) before or after an M-MuSV injection, tumors regressed or did not develop. Histologically, the lymph nodes and spleens of reconstituted mice, compared to those of deprived animals, showed repopulation of the thymus-dependent areas and prominent follicles in the cortex. Moreover, tumor tissue of reconstituted mice was extensively infiltrated by lymphocytes. To evaluate the number of lymphoid cells needed to prevent or regress M-MuSV tumors, we injected varying amounts of lymphoid cells into deprived mice. Even low lymphocyte numbers (10(6) cells) were sufficient to exert, in some cases, protection against M-MuSV tumorigenesis. This effect was not abolished by subsequent splenectomy or antilymphocyte serum treatment. Finally, deprived mice, given repeated injections of antiserum (hyperimmune) against M-MuSV, had tumors which appeared only after a prolonged latency. From these results, it is concluded that T-cell population integrity is important in affording total host protection against the M-MuSV tumors.",,,,,,,,,,
176381,NLM,MEDLINE,19760510,20190509,0027-8874 (Print) 0027-8874 (Linking),56,1,1976 Jan,Development of a lymphocyte transformation microassay for murine leukemia virus.,51-7,"['Donahoe, R M', 'Peters, R L', 'VanVleck, R', 'Huebner, R J', 'Kelloff, G J']","['Donahoe RM', 'Peters RL', 'VanVleck R', 'Huebner RJ', 'Kelloff GJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Animals', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Mice, Inbred AKR/microbiology', 'Mice, Inbred BALB C', 'Mice, Inbred Strains', 'Rauscher Virus/immunology', 'Retroviridae/immunology', 'Species Specificity']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1093/jnci/56.1.51 [doi]'],ppublish,J Natl Cancer Inst. 1976 Jan;56(1):51-7. doi: 10.1093/jnci/56.1.51.,"A lymphocyte transformation microassay (LTA) was developed from spleen harvests of 6- to 8-week-old BABL/cCr mice. The optimal culture conditions for the microassay were established by measurement of lymphoblastogenesis in response to phytohemagglutin (PHA) and pokeweek mitogen. Immunization, as measured by the LTA, of adult BALB/cCr mice with formalin-inactivated, sucrose-banded, murine type-C viruses was achieved with a three-dose regimen of 200, 100, and 100 mug during 3 successive weeks (Freund's complete adjuvant was used with the first dose). The ip route of immunization induced the best responses in lymphocytes harvested 18 days after the last immunogen was given. The LTA was consistently reproducible, limited only by biological variability of the mouse and the standardization of the antigen preparation. In mice immunized with Rauscher murine leukemia virus (R-MuLV) or AKR MuLV vaccine, the LTA was specific for the C-type virus and could be used to distinguish viral subtypes, because R-MuLV elicited responses significantly different from a B-tropic BALB/c leukemia virus. This specificity was evident when the stimulating antigen was presented as UV-inactivated, sucrose-banded virus or as freeze-thaw extracts of cell infected with MuLV.",,,,,,,,,,
176378,NLM,MEDLINE,19760510,20190509,0027-8874 (Print) 0027-8874 (Linking),56,1,1976 Jan,"Stimulatory effect of 3', 5'-adenosine monophosphate on protein synthesis in heat-shocked murine leukemia lymphoblasts.",189-91,"['Fuhr, J E', 'Overton, M', 'Yang, T J']","['Fuhr JE', 'Overton M', 'Yang TJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['63X7MBT2LQ (Bucladesine)', 'GMW67QNF9C (Leucine)']",IM,"['Animals', 'Bucladesine/*pharmacology', 'Cell Line', 'Leucine/metabolism', 'Leukemia, Experimental/metabolism', 'Leukemia, Lymphoid/*metabolism', 'Time Factors']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1093/jnci/56.1.189 [doi]'],ppublish,J Natl Cancer Inst. 1976 Jan;56(1):189-91. doi: 10.1093/jnci/56.1.189.,"The murine leukemia lymphoblast line L5178Y was tested for its early molecular response to the presence of dibutyryl cyclic AMP. Protein synthesis was reversibly inhibited by short durations of hyperthermia, and against this reduced background of protein synthetic activity, early leucine incorporation (30-120 min) was markedly and consistently stimulated by the presence of the cyclic nucleotide. The effect became one of inhibition with extended times of incubation (longer than 120 min).",,,,,,,,,,
176374,NLM,MEDLINE,19760510,20190509,0027-8874 (Print) 0027-8874 (Linking),56,1,1976 Jan,Characterization of mouse mammary tumor viruses from primary tumor cell cultures. II. Biochemical and biophysical studies.,119-24,"['Kimball, P C', 'Michalides, R', 'Colcher, D', 'Schlom, J']","['Kimball PC', 'Michalides R', 'Colcher D', 'Schlom J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (DNA, Viral)', '0 (RNA, Viral)', '0 (Viral Proteins)', '42Z2K6ZL8P (Manganese)', 'I38ZP9992A (Magnesium)']",IM,"['Cells, Cultured', 'DNA, Viral/analysis', 'Magnesium', 'Mammary Tumor Virus, Mouse/analysis/growth & development', 'Manganese', 'RNA, Viral/analysis', 'Viral Proteins/analysis']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1093/jnci/56.1.119 [doi]'],ppublish,J Natl Cancer Inst. 1976 Jan;56(1):119-24. doi: 10.1093/jnci/56.1.119.,"Primary mammary tumor cultures of RIII, GR, DD, BALB/c, and BALB/cfC3H mice were examined for mouse mammary tumor virus (MuMTV) production. Levels of production of 12-32 mug virus protein/day/75-cm2 culture flask could be maintained for 30-50 days with daily virus harvests. The viruses from tumor cell cultures of these mouse strains contained DNA polymerase with a strong preference for Mg++ over Mn++ as the divalent cation, a characteristic of DNA polymerase of MuMTV from mouse milk. These viruses from tumor cell cultures were excellent sources of MuMTV 3H-complementary DNA (complexed to 60-70S RNA) and radioactive 60-70S RNA, sufficiently free of contaminating murine leukemia virus nucleic acids, that can be used in molecular hybridization experiments. The effects of several culture parameters on MuMTV production were also studied.",,,,,,,,,,
