PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,CIN,CON,TT,RF,SI,GR,PMC,EIN,CI,LID,OTO,OT,MID,PS,FPS
9592347,NLM,MEDLINE,19980609,20140226,0578-1426 (Print) 0578-1426 (Linking),35,9,1996 Sep,[Caution against secondary cancer induced by antitumor chemotherapy].,579-80,,"['Ding, X']",['Ding X'],,['chi'],['Editorial'],China,Zhonghua Nei Ke Za Zhi,Zhonghua nei ke za zhi,16210490R,IM,"['Acute Disease', 'Antineoplastic Agents/*adverse effects', 'Humans', 'Leukemia/*chemically induced', 'Myelodysplastic Syndromes/chemically induced', 'Neoplasms/drug therapy']",1996/09/01 00:00,1998/05/21 00:01,['1996/09/01 00:00'],"['1996/09/01 00:00 [pubmed]', '1998/05/21 00:01 [medline]', '1996/09/01 00:00 [entrez]']",,ppublish,Zhonghua Nei Ke Za Zhi. 1996 Sep;35(9):579-80.,['0 (Antineoplastic Agents)'],,,,,,,,,,,,,,,
9592254,NLM,MEDLINE,19980603,20071115,1002-0098 (Print) 1002-0098 (Linking),31,5,1996 Sep,[Expression of Bcl-2 gene product in oral lymphoma of mucosa associated lymphoid tissue].,278-80,"Bcl-2 (B cell leukemia/lymphoma-2), one of apoptosis-suppressing genes, can inhibit apoptosis of both some normal and tumor cells, and is related to the development of some tumors. In present study, the expression of bcl-2 was examined in 26 cases of oral lymphomas of mucosa associated lymphoid tissue (LMALT) using immunohistochemistry. The results showed that 73% of LMALT were positive to bcl-2 antibody. Among three main histological subtypes, the small-cleaved cell type demonstrated highest positive persentage (83%), followed by lymphoplasmacytoid lymphoma (71%) and lymphoplasmacytic lymphoma (51%). In respect to immunological subtypes, bcl-2 was detected in 69% of B cell lymphoma, 75% of T cell lymphoma, and 83% of lymphomas which could not be classified by present immunohistochemistry repectively. The results indicated that the inhibition of apoptosis might not be one of reasons for the development of some LMALT.","['Gao, Y H', 'Yang, L J', 'Huang, G S']","['Gao YH', 'Yang LJ', 'Huang GS']","[""Department of Oral Pathology, School of Dentistry, Fourth Military Medical University, Xi'an.""]",['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Kou Qiang Yi Xue Za Zhi,Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology,8711066,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Gene Expression', '*Genes, bcl-2', 'Humans', 'Lymphoma, B-Cell, Marginal Zone/*genetics', 'Lymphoma, Non-Hodgkin/genetics', 'Male', 'Middle Aged', 'Mouth Neoplasms/*genetics', 'Proto-Oncogene Proteins c-bcl-2/*biosynthesis']",1996/09/01 00:00,1998/05/21 00:01,['1996/09/01 00:00'],"['1996/09/01 00:00 [pubmed]', '1998/05/21 00:01 [medline]', '1996/09/01 00:00 [entrez]']",,ppublish,Zhonghua Kou Qiang Yi Xue Za Zhi. 1996 Sep;31(5):278-80.,['0 (Proto-Oncogene Proteins c-bcl-2)'],,,,,,,,,,,,,,,
9592191,NLM,MEDLINE,19980722,20190516,1019-6439 (Print) 1019-6439 (Linking),12,6,1998 Jun,Dephosphorylation of Vav is associated with the induction of mouse erythroleukemia cell differentiation: effects of orthovanadate and levamisole.,1307-13,"Mouse erythroleukemia (MEL) cell erythroid differentiation induced by dimethyl sulfoxide or hexamethylene bisacetamide (HMBA) is accompanied by the production of hemoglobin, terminal cell division and decreases in lactate production and fructose 2,6-bisphosphate levels. A number of studies have suggested that decreases in the cellular level of protein phosphotyrosine content may play a role in MEL cell differentiation. In particular, it was shown that the expression of several protein tyrosine phosphatase genes accompany this process and that the transfection of one of these genes into MEL cells followed by its subsequent expression induced eythroid differentiation. However, none of the physiological substrates for these protein tyrosine phosphatases have been identified. It is shown here that MEL cell differentiation is accompanied by decreases in tyrosine phosphorylation of Vav and possibly of the erythropoietin receptor (EpoR). Immunoprecipitation of the EpoR and analysis of co-precipitated proteins, indicates that the EpoR associates with Vav, STAT5 and an unidentified 60 Kd protein, . HMBA-induced erythroid differentiation abrogates these associations. The phosphatase inhibitors, Na3VO4 and levamisole, inhibit HMBA-induced differentiation as well as the association of the EpoR with Vav, STAT5 and the 60 Kd protein. This is of interest since Na3VO4, at the concentrations used here, has been shown to be a potent inhibitor of the activity of protein tyrosine phosphatases. These results suggest that levamisole, at least indirectly, acts by a molecular mechanism similar to that of Na3VO4 and that the loss of the association of the EpoR with Vav, STAT5, and and/or the reduction in the level of tyrosine phosphorylation of these proteins may play a role in MEL cell differentiation.","['Scher, B M', 'Wei, X J', 'Waxman, S', 'Scher, W']","['Scher BM', 'Wei XJ', 'Waxman S', 'Scher W']","['Mount Sinai Medical Center, New York, NY 10029, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Int J Oncol,International journal of oncology,9306042,IM,"['Acetamides/pharmacology', 'Adjuvants, Immunologic/pharmacology', 'Animals', 'Antineoplastic Agents/pharmacology', 'Cell Differentiation/drug effects', 'Leukemia, Erythroblastic, Acute/*pathology', 'Levamisole/pharmacology', 'Mice', 'Oncogene Proteins/drug effects/*metabolism', 'Phosphorylation/drug effects', 'Proteins/drug effects/metabolism', 'Proto-Oncogene Proteins c-vav', 'Receptors, Erythropoietin/drug effects/metabolism', 'Tumor Cells, Cultured/cytology/drug effects/metabolism', 'Vanadates/pharmacology']",1998/06/04 00:00,1998/06/04 00:01,['1998/06/04 00:00'],"['1998/06/04 00:00 [pubmed]', '1998/06/04 00:01 [medline]', '1998/06/04 00:00 [entrez]']",['10.3892/ijo.12.6.1307 [doi]'],ppublish,Int J Oncol. 1998 Jun;12(6):1307-13. doi: 10.3892/ijo.12.6.1307.,"['0 (Acetamides)', '0 (Adjuvants, Immunologic)', '0 (Antineoplastic Agents)', '0 (Oncogene Proteins)', '0 (Proteins)', '0 (Proto-Oncogene Proteins c-vav)', '0 (Receptors, Erythropoietin)', '0 (Vav1 protein, mouse)', '2880D3468G (Levamisole)', '3WHH0066W5 (Vanadates)', 'LA133J59VU (hexamethylene bisacetamide)']",,,,,,,,,,,,,,,
9592183,NLM,MEDLINE,19980722,20190516,1019-6439 (Print) 1019-6439 (Linking),12,6,1998 Jun,Cytogenetic analysis of de novo acute myeloid leukemia with trilineage myelodysplasia in comparison with myelodysplastic syndrome evolving to acute myeloid leukemia.,1259-62,"Characteristics of karyotypes were analyzed in de novo acute myeloid leukemia (AML) with trilineage myelodysplasia (AML/TMDS) at initial diagnosis and compared with myelodysplastic syndrome (MDS) cases that had evolved to AML (MDS/AML). Abnormal karyotypes were seen in 11 of 19 patients with AML/TMDS and 13 of 16 MDS/AML cases. Trisomy 8 was observed in 3 AML/TMDS cases as a sole anomaly and was also present in 3 MDS/AML cases but not as a sole finding. Although MDS/AML frequently displayed monosomies or long-arm deletions of chromosome 5, 7 and 9, only one case exhibited long-arm deletion (of chromosome 7) in AML/TMDS. Two or more chromosome aberrations were found in some cases in both groups. These findings suggest that AML/TMDS had passed through several preleukemic stages at diagnosis, as has been well documented in MDS and MDS/AML. Additionally, clonal evolution may have already occurred in AML/TMDS, as MDS transformed to AML is associated with clonal evolution.","['Tamura, S', 'Takemoto, Y', 'Hashimoto-Tamaoki, T', 'Mimura, K', 'Sugahara, Y', 'Senoh, J', 'Furuyama, J I', 'Kakishita, E']","['Tamura S', 'Takemoto Y', 'Hashimoto-Tamaoki T', 'Mimura K', 'Sugahara Y', 'Senoh J', 'Furuyama JI', 'Kakishita E']","['Second Department of Internal Medicine, Hyogo College of Medicine, Nishinomiya City, Hyogo 663-8501, Japan.']",['eng'],"['Comparative Study', 'Journal Article']",Greece,Int J Oncol,International journal of oncology,9306042,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Chromosome Aberrations', 'Chromosome Deletion', 'Chromosome Disorders', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 16', 'Chromosomes, Human, Pair 21', 'Chromosomes, Human, Pair 5', 'Chromosomes, Human, Pair 7', 'Chromosomes, Human, Pair 8', 'Chromosomes, Human, Pair 9', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/complications/etiology/*genetics', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*complications/*genetics/physiopathology', 'Translocation, Genetic', 'Trisomy']",1998/06/04 00:00,1998/06/04 00:01,['1998/06/04 00:00'],"['1998/06/04 00:00 [pubmed]', '1998/06/04 00:01 [medline]', '1998/06/04 00:00 [entrez]']",['10.3892/ijo.12.6.1259 [doi]'],ppublish,Int J Oncol. 1998 Jun;12(6):1259-62. doi: 10.3892/ijo.12.6.1259.,,,,,,,,,,,,,,,,
9592134,NLM,MEDLINE,19980720,20190501,0305-1048 (Print) 0305-1048 (Linking),26,11,1998 Jun 1,Dnmt2 is not required for de novo and maintenance methylation of viral DNA in embryonic stem cells.,2536-40,"We have shown previously that de novo methylation activities persist in mouse embryonic stem (ES) cells homozygous for a null mutation of Dnmt1 that encodes the major DNA cytosine methyltransferase. In this study, we have cloned a putative mammalian DNA methyltransferase gene, termed Dnmt2 , that is homologous to pmt1 of fission yeast. Different from pmt1 in which the catalytic Pro-Pro-Cys (PPC) motif is 'mutated' to Pro-Ser-Cys, Dnmt2 contains all the conserved methyltransferase motifs, thus likely encoding a functional cytosine methyltransferase. However, baculovirus-expressed Dnmt2 protein failed to methylate DNA in vitro . To investigate whether Dnmt2 functions as a DNA methyltransferase in vivo , we inactivated the Dnmt2 gene by targeted deletion of the putative catalytic PPC motif in ES cells. We showed that endogenous virus was fully methylated in Dnmt2 -deficient mutant ES cells. Furthermore, newly integrated retrovirus DNA was methylated de novo in infected mutant ES cells as efficiently as in wild-type cells. These results indicate that Dnmt2 is not essential for global de novo or maintenance methylation of DNA in ES cells.","['Okano, M', 'Xie, S', 'Li, E']","['Okano M', 'Xie S', 'Li E']","['Cardiovascular Research Center, Massachusetts General Hospital, Department of Medicine,Harvard Medical School, 149, 13th Street, Charlestown, MA 02129, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Nucleic Acids Res,Nucleic acids research,0411011,IM,"['Amino Acid Sequence', 'Animals', 'Cell Line', 'Cell Survival', 'Cloning, Molecular', 'DNA (Cytosine-5-)-Methyltransferases/genetics/*metabolism', '*DNA Methylation', 'DNA, Viral/metabolism', 'Gene Expression', 'Humans', 'Mice', 'Molecular Sequence Data', 'Moloney murine leukemia virus/genetics', 'Proviruses/genetics', 'Schizosaccharomyces', 'Stem Cells']",1998/05/21 00:00,1998/05/21 00:01,['1998/05/21 00:00'],"['1998/05/21 00:00 [pubmed]', '1998/05/21 00:01 [medline]', '1998/05/21 00:00 [entrez]']","['gkb442 [pii]', '10.1093/nar/26.11.2536 [doi]']",ppublish,Nucleic Acids Res. 1998 Jun 1;26(11):2536-40. doi: 10.1093/nar/26.11.2536.,"['0 (DNA, Viral)', 'EC 2.1.1.- (Dnmt2 protein, mouse)', 'EC 2.1.1.37 (DNA (Cytosine-5-)-Methyltransferases)', 'EC 2.1.1.37 (TRDMT1 protein, human)']",,,,,"['GENBANK/AF045888', 'GENBANK/AF045889']",['GM52106/GM/NIGMS NIH HHS/United States'],PMC147598,,,,,,,,
9592019,NLM,MEDLINE,19980626,20191102,0921-299X (Print) 0921-299X (Linking),10,4,1998,Hodgkin's disease: a disorder of dysregulated cellular cross-talk.,309-20,"Hodgkin's disease (HD) is a peculiar type of human malignant lymphoma characterized by a very low frequency of tumor cells, the so called Hodgkin and Reed-Sternberg (H-RS) cells, embedded in a hyperplastic background of non-neoplastic (reactive) cells recruited and activated by H-RS cells-derived cytokines. H-RS cells can be functionally regarded as antigen-presenting cells (APC) able to elicit an intense, but anergic and ineffective, T-cell mediated immune response along with a hyperplastic inflammatory reaction which involves several cell types including T- and B-cells, neutrophils, eosinophils, plasma cells, fibroblasts and stromal cells. In tissues involved by HD, malignant H-RS cells and their reactive neighboring cells are able to cross-talk via a complex network of cytokine- and cell contact-dependent interactions. As a result of such interactions, mediated by specific surface receptors and adhesion molecules on both tumor and non-neoplastic cells, H-RS cells may receive several proliferative and anti-apoptotic signals favoring the cellular expansion and tumor cell survival in HD. The ineffective T-cell immune response elicited by the abnormal APC function of H-RS cells may further contribute to the biologic and clinical progression of HD. Innovative therapeutic strategies aimed at blocking the pathways of dysregulated cellular cross-talk among H-RS cells and bystander reactive cell populations might be beneficial in the treatment of HD patients.","['Pinto, A', 'Gattei, V', 'Zagonel, V', 'Aldinucci, D', 'Degan, M', 'De Iuliis, A', 'Rossi, F M', 'Tassan Mazzocco, F', 'Godeas, C', 'Rupolo, M', 'Poletto, D', 'Gloghini, A', 'Carbone, A', 'Gruss, H J']","['Pinto A', 'Gattei V', 'Zagonel V', 'Aldinucci D', 'Degan M', 'De Iuliis A', 'Rossi FM', 'Tassan Mazzocco F', 'Godeas C', 'Rupolo M', 'Poletto D', 'Gloghini A', 'Carbone A', 'Gruss HJ']","['The Leukemia Unit, I.R.C.C.S., Aviano, Italy. apinto@ets.it']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Netherlands,Biotherapy,"Biotherapy (Dordrecht, Netherlands)",8903031,IM,"['Cell Communication/*physiology', 'Hodgkin Disease/*pathology', 'Humans']",1998/05/20 00:00,1998/05/20 00:01,['1998/05/20 00:00'],"['1998/05/20 00:00 [pubmed]', '1998/05/20 00:01 [medline]', '1998/05/20 00:00 [entrez]']",['10.1007/BF02678551 [doi]'],ppublish,Biotherapy. 1998;10(4):309-20. doi: 10.1007/BF02678551.,,,,,106,,,,,,,,,,,
9591856,NLM,MEDLINE,19980602,20170214,0194-5998 (Print) 0194-5998 (Linking),118,5,1998 May,Phase I trial of retinoic acid and cis-platinum for advanced squamous cell cancer of the head and neck based on experimental evidence of drug synergism.,597-602,"OBJECTIVE: Cis-platinum and 13-cis-retinoic acid have received much attention in the treatment of head and neck squamous cell cancer. Even though they have different mechanisms of action, little information is available on their interaction. This paper reviews experimental evidence for retinoic acid-cis-platinum synergy and presents toxicity data from patients with stage IV head and neck squamous cell cancer participating in a phase I trial combining 13-cis-retinoic acid and cis-platinum. METHODS: Patients were given 13-cis-retinoic acid orally daily for 7 days before and daily during high-dose (150 mg/m2 per week for 4 weeks) intraarterial cis-platinum treatment with concurrent radiation. Toxicity was scored with use of the cancer and leukemia group B scale. RESULTS: In the phase I clinical trial, 15 patients were treated to determine a maximum tolerated dosage for 13-cis-retinoic acid of 20 mg/day. Grade 4 hematologic toxicity was dose limiting in 3 of 8 patients treated with 40 mg/day and in 1 patient treated with 60 mg/day. There were no deaths caused by toxicity; 12 of the 15 patients received all four weekly doses and the remaining 3 received three doses. Of 10 patients with fully evaluable data, all achieved a complete response at the primary site and 9 had a complete response in the neck. One patient had persistent neck disease after chemoradiation, and this tumor was removed with neck dissection. CONCLUSIONS: 13-Cis-retinoic acid and cis-platinum are strongly synergistic against head and neck squamous cell cancer in vitro. Pretreatment with retinoic acid results in stronger synergy than concurrent drug exposure alone. Preliminary clinical experience with combined retinoic acid and cis-platinum in a design that parallels the in vitro study indicates that toxicity is acceptable with 13-cis-retinoic acid dosages of 20 mg/day in a high-dose-intensity intraarterial chemoradiation regimen.","['Weisman, R A', 'Christen, R', 'Los, G', 'Jones, V', 'Kerber, C', 'Seagren, S', 'Glassmeyer, S', 'Orloff, L A', 'Wong, W', 'Kirmani, S', 'Howell, S']","['Weisman RA', 'Christen R', 'Los G', 'Jones V', 'Kerber C', 'Seagren S', 'Glassmeyer S', 'Orloff LA', 'Wong W', 'Kirmani S', 'Howell S']","['Department of Surgery, University of California, San Diego, San Diego Veterans Administration Medical Center, USA.']",['eng'],"['Clinical Trial', 'Clinical Trial, Phase I', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Otolaryngol Head Neck Surg,Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery,8508176,IM,"['Administration, Oral', 'Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage/adverse effects', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/adverse effects/*therapeutic use', 'Carcinoma, Squamous Cell/*drug therapy/pathology/radiotherapy/surgery', 'Cisplatin/*administration & dosage/adverse effects', 'Cohort Studies', 'Drug Administration Schedule', 'Drug Synergism', 'Female', 'Head and Neck Neoplasms/*drug therapy/pathology/radiotherapy/surgery', 'Humans', 'Injections, Intra-Arterial', 'Isotretinoin/*administration & dosage/adverse effects', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Radiotherapy, Adjuvant', 'Remission Induction', 'Survival Rate', 'Treatment Outcome']",1998/05/20 00:00,1998/05/20 00:01,['1998/05/20 00:00'],"['1998/05/20 00:00 [pubmed]', '1998/05/20 00:01 [medline]', '1998/05/20 00:00 [entrez]']","['S019459989800151X [pii]', '10.1177/019459989811800506 [doi]']",ppublish,Otolaryngol Head Neck Surg. 1998 May;118(5):597-602. doi: 10.1177/019459989811800506.,"['0 (Antineoplastic Agents)', 'EH28UP18IF (Isotretinoin)', 'Q20Q21Q62J (Cisplatin)']",,,,,,"['1-RO3-CA68299-01/CA/NCI NIH HHS/United States', 'MO1RR00827/RR/NCRR NIH HHS/United States']",,,,,,,,,
9591794,NLM,MEDLINE,19980602,20190709,0190-9622 (Print) 0190-9622 (Linking),38,5 Pt 2,1998 May,Cutaneous lymphoplasmacytic lymphoma.,820-4,"We report a case of cutaneous lymphoplasmacytic lymphoma with multiple recurrences. The patient's disease has been controlled with local radiotherapy, excision, and low dose chemotherapy. During the 9 years of his disease, he has not experienced extracutaneous involvement. This case demonstrates the indolent nature that may characterize cutaneous extramedullary plasmacytomas.","['Allbritton, J I', 'Horn, T D']","['Allbritton JI', 'Horn TD']","['Department of Dermatology, Johns Hopkins Medical Institutions, Baltimore, MD 21287, USA.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Am Acad Dermatol,Journal of the American Academy of Dermatology,7907132,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'B-Lymphocytes/pathology', 'Cell Nucleus/ultrastructure', 'Combined Modality Therapy', 'Cytoplasm/ultrastructure', 'Humans', 'Immunoglobulin G/analysis', 'Leukemia, Lymphocytic, Chronic, B-Cell/*diagnosis/drug therapy/pathology/radiotherapy/surgery', 'Lymphocytes/pathology', 'Male', 'Middle Aged', 'Neoplasm Recurrence, Local/pathology', 'Plasma Cells/pathology', 'Radiotherapy Dosage', 'Skin Neoplasms/*diagnosis/drug therapy/pathology/radiotherapy/surgery']",1998/05/20 00:00,1998/05/20 00:01,['1998/05/20 00:00'],"['1998/05/20 00:00 [pubmed]', '1998/05/20 00:01 [medline]', '1998/05/20 00:00 [entrez]']","['S0190-9622(98)70466-9 [pii]', '10.1016/s0190-9622(98)70466-9 [doi]']",ppublish,J Am Acad Dermatol. 1998 May;38(5 Pt 2):820-4. doi: 10.1016/s0190-9622(98)70466-9.,['0 (Immunoglobulin G)'],,,,,,,,,,,,,,,
9591790,NLM,MEDLINE,19980602,20190709,0190-9622 (Print) 0190-9622 (Linking),38,5 Pt 2,1998 May,Follicular mucinosis as a presenting sign of acute myeloblastic leukemia.,803-5,Follicular mucinosis is often associated with mycosis fungoides and has been rarely observed to occur with other neoplastic and inflammatory conditions. We describe a 60-year-old patient with follicular mucinosis who later developed acute myelogenous leukemia. This is the first reported case of follicular mucinosis as a presenting sign of acute myeloblastic leukemia in the absence of mycosis fungoides or leukemia cutis.,"['Sumner, W T', 'Grichnik, J M', 'Shea, C R', 'Moore, J O', 'Miller, W S', 'Burton, C S']","['Sumner WT', 'Grichnik JM', 'Shea CR', 'Moore JO', 'Miller WS', 'Burton CS']","['Department of Medicine, Duke University Medical Center, Durham, NC 27710, USA.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Am Acad Dermatol,Journal of the American Academy of Dermatology,7907132,IM,"['Antibiotics, Antineoplastic/administration & dosage', 'Antimetabolites, Antineoplastic/administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'CD4-Positive T-Lymphocytes/pathology', 'CD8-Positive T-Lymphocytes/pathology', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Follow-Up Studies', 'Humans', 'Leukemia/pathology', 'Leukemia, Myeloid, Acute/*complications/drug therapy/pathology', 'Male', 'Middle Aged', 'Mucinosis, Follicular/*etiology', 'Mycosis Fungoides/pathology', 'Paraneoplastic Syndromes/*etiology', 'Remission Induction', 'Skin Neoplasms/pathology', 'T-Lymphocytes/pathology']",1998/05/20 00:00,1998/05/20 00:01,['1998/05/20 00:00'],"['1998/05/20 00:00 [pubmed]', '1998/05/20 00:01 [medline]', '1998/05/20 00:00 [entrez]']","['S0190-9622(98)70462-1 [pii]', '10.1016/s0190-9622(98)70462-1 [doi]']",ppublish,J Am Acad Dermatol. 1998 May;38(5 Pt 2):803-5. doi: 10.1016/s0190-9622(98)70462-1.,"['0 (Antibiotics, Antineoplastic)', '0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)']",,,,,,,,,,,,,,,
9591787,NLM,MEDLINE,19980528,20131121,0950-9232 (Print) 0950-9232 (Linking),16,15,1998 Apr 16,Bcr/Abl associated leukemogenesis in bcr null mutant mice.,2029-32,"The BCR gene contributes to Philadelphia-positive leukemogenesis via a number of discrete mechanisms, one of which may be through interaction of its normal gene product with the Bcr/Abl oncoprotein. In the current study this hypothesis was tested in vivo by introducing a Bcr/Abl P190 transgene into mice lacking endogenous bcr protein. Our finding, that the P190 BCR/ABL oncogene is still capable of producing leukemia in these mice with indistinguishable latency and clinical pattern as in genetically matched counterparts, rules out any significant or major contribution of the bcr protein as a whole to leukemia development in these mice.","['Voncken, J W', 'Kaartinen, V', 'Groffen, J', 'Heisterkamp, N']","['Voncken JW', 'Kaartinen V', 'Groffen J', 'Heisterkamp N']","['Department of Pathology, Childrens Hospital of Los Angeles Research Institute, California 90027, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Oncogene,Oncogene,8711562,IM,"['Animals', 'Female', 'Fusion Proteins, bcr-abl/*physiology', 'Leukemia, Experimental/*etiology', 'Male', 'Mice', 'Oncogene Proteins/*genetics', 'Phosphorylation', '*Protein-Tyrosine Kinases', '*Proto-Oncogene Proteins', 'Proto-Oncogene Proteins c-bcr', 'Tyrosine/metabolism']",1998/05/20 00:00,1998/05/20 00:01,['1998/05/20 00:00'],"['1998/05/20 00:00 [pubmed]', '1998/05/20 00:01 [medline]', '1998/05/20 00:00 [entrez]']",['10.1038/sj.onc.1201730 [doi]'],ppublish,Oncogene. 1998 Apr 16;16(15):2029-32. doi: 10.1038/sj.onc.1201730.,"['0 (Oncogene Proteins)', '0 (Proto-Oncogene Proteins)', '42HK56048U (Tyrosine)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)', 'EC 2.7.11.1 (Bcr protein, mouse)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)']",,,,,,"['CA 50248/CA/NCI NIH HHS/United States', 'CA47456/CA/NCI NIH HHS/United States']",,,,,,,,,
