PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB,AD,DEP,GR,RF,CIN,CON,CI,EIN,CN,SI,CRI
14802809,NLM,MEDLINE,20040215,20181201,0017-0275 (Print) 0017-0275 (Linking),31,11,1950 Nov,[Case of myeloid leukemia in an infant treated with ethyl urethane and roentgen therapy].,1402-30,"['GIUSEPPE, M']",['GIUSEPPE M'],['und'],['Journal Article'],Sopra un caso di leucemia mieloide in un bambino trattato con etiluretano e roentgen-terapia.,Italy,G Clin Med,Giornale di clinica medica,0413411,['3IN71E75Z5 (Urethane)'],OM,"['*Leukemia', '*Leukemia, Myeloid', '*Urethane']",['CLML: 5120:33975:417:547'],['NLM'],"['*LEUKEMIA, MYELOGENOUS', '*URETHANE']",1950/11/01 00:00,1950/11/01 00:01,['1950/11/01 00:00'],"['1950/11/01 00:00 [pubmed]', '1950/11/01 00:01 [medline]', '1950/11/01 00:00 [entrez]']",ppublish,G Clin Med. 1950 Nov;31(11):1402-30.,,,,,,,,,,,,,,
14802624,NLM,MEDLINE,20040215,20181201,0016-450X (Print) 0016-450X (Linking),41,2-4,1950 Dec,Histological change of the liver and muscle of chicken and of the liver and lung of mice by means of the injection of the blood of the patient of chronic myelogenous leukemia.,213-4,"['WATANABE, F', 'KITAGAWA, Y']","['WATANABE F', 'KITAGAWA Y']",['eng'],['Journal Article'],,Japan,Gan,Gan,0151745,,OM,"['Animals', '*Chickens', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Liver', '*Lung', 'Mice', '*Muscles']",['CLML: 5120:33770:64:547:556:569'],['NLM'],"['*LEUKEMIA, MYELOGENOUS', '*LIVER', '*LUNGS', '*MUSCLES']",1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,Gan. 1950 Dec;41(2-4):213-4.,,,,,,,,,,,,,,
14802207,NLM,MEDLINE,20040215,20181201,0366-8576 (Print) 0366-8576 (Linking),197,5,1950,[Genuine reticuloendotheliosis (reticulosis vera). I].,602-19,"['MUNDT, E']",['MUNDT E'],['und'],['Journal Article'],Die genuine Reticulo-Endotheliose (Reticulose pure).,Germany,Dtsch Arch Klin Med,Deutsches Archiv fur klinische Medizin,0060760,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5120:33345:232'],['NLM'],['*RETICULOENDOTHELIOSIS'],1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Dtsch Arch Klin Med. 1950;197(5):602-19.,,,,,,,,,,,,,,
14802206,NLM,MEDLINE,20040215,20181201,0366-8576 (Print) 0366-8576 (Linking),197,5,1950,[Lung modifications in chronic leukemia].,596-601,"['HEROLD, K', 'MICHEL, W']","['HEROLD K', 'MICHEL W']",['und'],['Journal Article'],Pulmonale Veranderungen bei chronischer Leukamie.,Germany,Dtsch Arch Klin Med,Deutsches Archiv fur klinische Medizin,0060760,,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lung', '*Lymphatic Vessels']",['CLML: 5120:33344:546:569'],['NLM'],"['*LEUKEMIA, LYMPHATIC', '*LUNGS']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Dtsch Arch Klin Med. 1950;197(5):596-601.,,,,,,,,,,,,,,
14802153,NLM,MEDLINE,20040215,20181201,0012-0472 (Print) 0012-0472 (Linking),75,51,1950 Dec 22,[The pathologic anatomy of chronic myelosis as effected by urethane therapy].,1722-6,"['MASSHOFF, W', 'HEINZEL, W']","['MASSHOFF W', 'HEINZEL W']",['und'],['Journal Article'],Das pathologisch-anatomische Bild der urethanbehandelten chronischen Myelose.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,['3IN71E75Z5 (Urethane)'],OM,"['*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Urethane']",['CLML: 5120:33291:417:547'],['NLM'],"['*LEUKEMIA, MYELOGENOUS', '*URETHANE']",1950/12/22 00:00,1950/12/22 00:01,['1950/12/22 00:00'],"['1950/12/22 00:00 [pubmed]', '1950/12/22 00:01 [medline]', '1950/12/22 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1950 Dec 22;75(51):1722-6. doi: 10.1055/s-0028-1117762.,['10.1055/s-0028-1117762 [doi]'],,,,,,,,,,,,,
14802117,NLM,MEDLINE,20040215,20181201,0011-9075 (Print) 0011-9075 (Linking),101,4-5,1950,[Demonstration of spirochetes in disease of doubtful etiology; a study on the findings of Dr. C. Lennhoff].,193-212,"['SCHUPPLI, R']",['SCHUPPLI R'],['und'],['Journal Article'],Zur Frage des Nachweises von Spirochaten bei atiologisch unabgeklarten Krankheiten; nachuntersuchungen zu den Befunden von Dr. C Lannhoff.,Switzerland,Dermatologica,Dermatologica,0211607,,OM,"['*Bacteria', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels', '*Psoriasis', '*Skin Diseases', '*Spirochaeta', '*Spirochaetales']",['CLML: 5120:33251:197:259:317:547'],['NLM'],"['*DERMATOSES', '*LEUKEMIA, LYMPHATIC', '*PSORIASIS', '*SPIROCHAETA']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Dermatologica. 1950;101(4-5):193-212.,,,,,,,,,,,,,,
14801847,NLM,MEDLINE,20040215,20181201,,10,18,1950 May 6,[Neoplastiform leukemia].,753-70,"['SPOSITO, M', 'NAVA, G']","['SPOSITO M', 'NAVA G']",['und'],['Journal Article'],Contributo alla conoscenza delle leucemie neoplastiformi.,Italy,Clin Nuova Rass Prog Med Int,Clinica nuova; rassegna del progresso medico internazionale,16230300R,,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels', '*Neoplasms']",['CLML: 5120:32964:401:546'],['NLM'],"['*LEUKEMIA, LYMPHATIC', '*TUMORS']",1950/05/06 00:00,1950/05/06 00:01,['1950/05/06 00:00'],"['1950/05/06 00:00 [pubmed]', '1950/05/06 00:01 [medline]', '1950/05/06 00:00 [entrez]']",ppublish,Clin Nuova Rass Prog Med Int. 1950 May 6;10(18):753-70.,,,,,,,,,,,,,,
14801771,NLM,MEDLINE,20040215,20190620,0008-543X (Print) 0008-543X (Linking),4,1,1951 Jan,A study of the natural history of acute leukemia with special reference to the duration of the disease and the occurrence of remissions.,39-59,"['SOUTHAM, C M', 'CRAVER, L F', 'DARGEON, H W', 'BURCHENAL, J H']","['SOUTHAM CM', 'CRAVER LF', 'DARGEON HW', 'BURCHENAL JH']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,,OM,"['*Acute Disease', 'Humans', '*Leukemia', '*Neoplasms']",['CLML: 5120:32885:546'],['NLM'],['*LEUKEMIA'],1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,Cancer. 1951 Jan;4(1):39-59. doi: 10.1002/1097-0142(195101)4:1<39::aid-cncr2820040105>3.0.co;2-g.,['10.1002/1097-0142(195101)4:1<39::aid-cncr2820040105>3.0.co;2-g [doi]'],,,,,,,,,,,,,
14801041,NLM,MEDLINE,20040215,20181201,0366-0486 (Print) 0366-0486 (Linking),31,3-4,1951 Jan,[Experimental leukemia].,261-73,"['UHER, V']",['UHER V'],['und'],['Journal Article'],P6raspevek k otazce experimentalnach leukemia.,Czech Republic,Biol Listy,Biologicke listy,0234431,,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental']",['CLML: 5120:32092:546'],['NLM'],['*LEUKEMIA'],1951/01/01 00:00,1951/01/01 00:01,['1951/01/01 00:00'],"['1951/01/01 00:00 [pubmed]', '1951/01/01 00:01 [medline]', '1951/01/01 00:00 [entrez]']",ppublish,Biol Listy. 1951 Jan;31(3-4):261-73.,,,,,,,,,,,,,,
14800018,NLM,MEDLINE,20040215,20181201,0366-1334 (Print) 0366-1334 (Linking),51,7,1950,[Case of chloroma].,673-84,"['SECRETAN, P']",['SECRETAN P'],['und'],['Journal Article'],A propos d'un cas de chlorome.,France,Bull Mem Soc Med Hop Paris,Bulletins et memoires de la Societe medicale des hopitaux de Paris,7503472,,OM,"['Humans', '*Neoplasms', '*Sarcoma, Myeloid']",['CLML: 5120:31051:404'],['NLM'],"['*TUMORS, CHLOROMA']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Bull Mem Soc Med Hop Paris. 1950;51(7):673-84.,,,,,,,,,,,,,,
14799239,NLM,MEDLINE,20040215,20181201,0001-6640 (Print) 0001-6640 (Linking),8,96,1950 Dec,[Clinical history of leukemia in an infant of 2 1/2 months of age].,1473-98,"['DOMINGUEZ, E', 'MANZANARES, A']","['DOMINGUEZ E', 'MANZANARES A']",['und'],['Journal Article'],Comentarios a la historia clanica de una leucemia aguda en un lactante de dos meses y medio.,Spain,Acta Pediatr Esp,Acta pediatrica espanola,0405466,,OM,"['Humans', 'Infant', '*Leukemia']",['CLML: 5120:30259:546'],['NLM'],['*LEUKEMIA'],1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,Acta Pediatr Esp. 1950 Dec;8(96):1473-98.,,,,,,,,,,,,,,
14799158,NLM,MEDLINE,20040215,20190812,0001-6101 (Print) 0001-6101 (Linking),139,1,1951,Urethane tolerance tests in leukemia patients.,7-14,"['HALLGREN, B E']",['HALLGREN BE'],['eng'],['Journal Article'],,Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,['3IN71E75Z5 (Urethane)'],OM,"['*Leukemia', '*Urethane']",['CLML: 5120:30163:417:546'],['NLM'],"['*LEUKEMIA', '*URETHANE']",1950/01/01 00:00,1950/01/01 00:01,['1950/01/01 00:00'],"['1950/01/01 00:00 [pubmed]', '1950/01/01 00:01 [medline]', '1950/01/01 00:00 [entrez]']",ppublish,Acta Med Scand. 1951;139(1):7-14. doi: 10.1111/j.0954-6820.1950.tb17140.x.,['10.1111/j.0954-6820.1950.tb17140.x [doi]'],,,,,,,,,,,,,
14798864,NLM,MEDLINE,20040215,20181201,0043-5376 (Print) 0043-5376 (Linking),31,11,1950 Nov,[Differentiation of myeloblastoses].,422-6,"['PAKESCH, F', 'REIMER, E E']","['PAKESCH F', 'REIMER EE']",['und'],['Journal Article'],Zur Differenzierung der Myeloblastosen.,Austria,Wien Z Inn Med,Wiener Zeitschrift fur innere Medizin und ihre Grenzgebiete,7502231,,OM,"['*Cell Differentiation', 'Humans', '*Leukemia', '*Leukemia, Myeloid']",['CLML: 5120:29837:547'],['NLM'],"['*LEUKEMIA, MYELOGENOUS']",1950/11/01 00:00,1950/11/01 00:01,['1950/11/01 00:00'],"['1950/11/01 00:00 [pubmed]', '1950/11/01 00:01 [medline]', '1950/11/01 00:00 [entrez]']",ppublish,Wien Z Inn Med. 1950 Nov;31(11):422-6.,,,,,,,,,,,,,,
14797771,NLM,MEDLINE,20040215,20200930,0037-9727 (Print) 0037-9727 (Linking),75,1,1950 Oct,Blood urethane levels achieved with entero-coated tablets.,173-4,"['ROSENTHAL, M C', 'SAUNDERS, R H Jr']","['ROSENTHAL MC', 'SAUNDERS RH Jr']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Tablets)', '3IN71E75Z5 (Urethane)']",OM,"['Humans', '*Leukemia', '*Multiple Myeloma', '*Neoplasms', '*Tablets', '*Urethane']",['CLML: 5120:28671:407:417:546'],['NLM'],"['*LEUKEMIA', '*TUMORS, MULTIPLE MYELOMA', '*URETHANE']",1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1950 Oct;75(1):173-4. doi: 10.3181/00379727-75-18135.,['10.3181/00379727-75-18135 [doi]'],,,,,,,,,,,,,
14796954,NLM,MEDLINE,20040215,20181201,0029-1420 (Print) 0029-1420 (Linking),43,17,1950 Apr 28,[Aplastic anemia].,712-3,"['BERG, A H']",['BERG AH'],['und'],['Journal Article'],Aplastisk anemi.,Sweden,Nord Med,Nordisk medicin,0401001,,OM,"['*Anemia', '*Anemia, Aplastic', 'Humans', '*Leukemia', '*Tracheophyta', 'X-Rays']",['CLML: 5120:27844:38:244:546'],['NLM'],"['*ANEMIA, APLASTIC', '*LEUKEMIA', '*ROENTGEN RAYS']",1950/04/28 00:00,1950/04/28 00:01,['1950/04/28 00:00'],"['1950/04/28 00:00 [pubmed]', '1950/04/28 00:01 [medline]', '1950/04/28 00:00 [entrez]']",ppublish,Nord Med. 1950 Apr 28;43(17):712-3.,,,,,,,,,,,,,,
14796416,NLM,MEDLINE,20040215,20181201,0025-8474 (Print) 0025-8474 (Linking),4,10,1950 Oct,[Remittent acute leukemia].,768-73,"['GRUNKE, W']",['GRUNKE W'],['und'],['Journal Article'],Remittierende akute Leukamie.,Germany,Med Monatsschr,Medizinische Monatsschrift,0375265,['3IN71E75Z5 (Urethane)'],OM,"['*Acute Disease', '*Leukemia', '*Leukemia, Myeloid', '*Urethane']",['CLML: 5120:27281:417:547'],['NLM'],"['*LEUKEMIA, MYELOGENOUS', '*URETHANE']",1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,Med Monatsschr. 1950 Oct;4(10):768-73.,,,,,,,,,,,,,,
14796157,NLM,MEDLINE,20040215,20201114,0025-729X (Print) 0025-729X (Linking),2,25,1950 Dec 16,Should we treat leuchaemia in childhood?,892-5,"['COLEBATCH, J H', 'WILLIAMS, A L']","['COLEBATCH JH', 'WILLIAMS AL']",['eng'],['Journal Article'],,Australia,Med J Aust,The Medical journal of Australia,0400714,['0 (Folic Acid Antagonists)'],OM,"['*Folic Acid Antagonists', 'Humans', '*Leukemia']",['CLML: 5120:27009:349:545'],['NLM'],"['*FOLIC ACID ANTAGONISTS', '*LEUKEMIA']",1950/12/16 00:00,1950/12/16 00:01,['1950/12/16 00:00'],"['1950/12/16 00:00 [pubmed]', '1950/12/16 00:01 [medline]', '1950/12/16 00:00 [entrez]']",ppublish,Med J Aust. 1950 Dec 16;2(25):892-5. doi: 10.5694/j.1326-5377.1950.tb107023.x.,['10.5694/j.1326-5377.1950.tb107023.x [doi]'],,,,,,,,,,,,,
14795794,NLM,MEDLINE,20040215,20190612,0140-6736 (Print) 0140-6736 (Linking),1,6647,1951 Jan 20,"Trial of beta-naphthyl-di-2-chloroethylamine in leukaemia, Hodgkin's disease, and allied disorders.",137-9,"['GARDIKAS, C', 'WILKINSON, J F']","['GARDIKAS C', 'WILKINSON JF']",['eng'],['Journal Article'],,England,Lancet,"Lancet (London, England)",2985213R,"['0 (Arylsulfonates)', '0 (Ethylamines)', '0 (Nitrogen Mustard Compounds)', '2589ET7417 (metsulfuron methyl)', '50D9XSG0VR (Mechlorethamine)', 'P7YLY3O329 (2-chloroethylamine)']",OM,"['*Arylsulfonates', 'Ethylamines', '*Hodgkin Disease', '*Leukemia', '*Mechlorethamine', '*Nitrogen Mustard Compounds']",['CLML: 5120:26611:88:444:546'],['NLM'],"[""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*NITROGEN MUSTARDS']",1951/01/20 00:00,1951/01/20 00:01,['1951/01/20 00:00'],"['1951/01/20 00:00 [pubmed]', '1951/01/20 00:01 [medline]', '1951/01/20 00:00 [entrez]']",ppublish,Lancet. 1951 Jan 20;1(6647):137-9. doi: 10.1016/s0140-6736(51)91214-7.,"['S0140-6736(51)91214-7 [pii]', '10.1016/s0140-6736(51)91214-7 [doi]']",,,,,,,,,,,,,
14795600,NLM,MEDLINE,20040215,20181201,0023-2149 (Print) 0023-2149 (Linking),18,10,1950 Oct,[Acute leukosis].,11-9,"['KRAEVSKII, N A', 'NEMENOVA, N M']","['KRAEVSKII NA', 'NEMENOVA NM']",['und'],['Journal Article'],K ucheniiu ob ostrom leikoze.,Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,,OM,['*Leukemia'],['CLML: 5120:26417:546'],['NLM'],['*LEUKEMIA'],1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1950 Oct;18(10):11-9.,,,,,,,,,,,,,,
14795196,NLM,MEDLINE,20040215,20181201,0027-8874 (Print) 0027-8874 (Linking),11,2,1950 Oct,The influence of thymectomy on the incidence of carcinogen-induced leukemia in strain DBA mice.,425-37,"['LAW, L W', 'MILLER, J H']","['LAW LW', 'MILLER JH']",['eng'],['Journal Article'],,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,['0 (Carcinogens)'],OM,"['Animals', '*Carcinogens', 'Incidence', '*Leukemia', 'Mice', 'Mice, Inbred DBA', '*Thymectomy']",['CLML: 5120:26007:546'],['NLM'],['*LEUKEMIA'],1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1950 Oct;11(2):425-37.,,,,,,,,,,,,,,
14795182,NLM,MEDLINE,20040215,20181201,0027-8874 (Print) 0027-8874 (Linking),11,2,1950 Oct,"Observations on the effect of thymectomy on spontaneous leukemias in mice of the highleukemic strains, RIL and C 58.",253-62,"['LAW, L W', 'MILLER, J H']","['LAW LW', 'MILLER JH']",['eng'],['Journal Article'],,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,OM,"['Animals', '*Leukemia', 'Mice', '*Thymectomy']",['CLML: 5120:25993:546'],['NLM'],['*LEUKEMIA'],1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1950 Oct;11(2):253-62.,,,,,,,,,,,,,,
14795056,NLM,MEDLINE,20040215,20181201,0022-2143 (Print) 0022-2143 (Linking),36,6,1950 Dec,Diabetes mellitus and concomitant leukemia.,972,"['PAUL, J T', 'BEST, W R', 'LIMARZI, L R']","['PAUL JT', 'BEST WR', 'LIMARZI LR']",['eng'],['Journal Article'],,United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,,OM,"['*Diabetes Mellitus', 'Humans', '*Leukemia']",['CLML: 5120:25854:263:546'],['NLM'],"['*DIABETES MELLITUS', '*LEUKEMIA']",1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1950 Dec;36(6):972.,,,,,,,,,,,,,,
14795026,NLM,MEDLINE,20040215,20181201,0022-2143 (Print) 0022-2143 (Linking),36,6,1950 Dec,Sulfhydryl content of blood cells in dyscrasias.,929-41,"['CONTOPOULOS, A N', 'ANDERSON, H H']","['CONTOPOULOS AN', 'ANDERSON HH']",['eng'],['Journal Article'],,United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,['0 (Sulfhydryl Compounds)'],OM,"['*Blood', '*Blood Cells', '*Hyperplasia', '*Leukemia', '*Sulfhydryl Compounds']",['CLML: 5120:25824:113:221:341:546'],['NLM'],"['*BLOOD', '*CONTINENCE', '*LEUKEMIA', '*SULFHYDRYL COMPOUNDS']",1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1950 Dec;36(6):929-41.,,,,,,,,,,,,,,
14795021,NLM,MEDLINE,20040215,20181201,0022-2143 (Print) 0022-2143 (Linking),36,6,1950 Dec,The urinary excretion of 17-ketosteroids and corticosteroids in leukemia; the effects of aminopterin (4-amino-pteroylglutamic acid) on the excretion of corticosteroids in acute leukemia.,877-86,"['HANLON, D G', 'MASON, H L', 'STICKNEY, J M']","['HANLON DG', 'MASON HL', 'STICKNEY JM']",['eng'],['Journal Article'],,United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,"['0 (17-Ketosteroids)', '0 (Adrenal Cortex Hormones)', '0 (Androgens)', '0 (Dermatologic Agents)', '0 (Folic Acid Antagonists)', '0 (Glucocorticoids)', '935E97BOY8 (Folic Acid)', 'JYB41CTM2Q (Aminopterin)']",OM,"['*17-Ketosteroids', '*Adrenal Cortex Hormones', '*Aminopterin', '*Androgens', '*Dermatologic Agents', '*Folic Acid', '*Folic Acid Antagonists', '*Glucocorticoids', '*Leukemia']",['CLML: 5120:25819:14:37:349:546'],['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANDROGENS', '*FOLIC ACID ANTAGONISTS', '*LEUKEMIA']",1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1950 Dec;36(6):877-86.,,,,,,,,,,,,,,
14794487,NLM,MEDLINE,20040215,20190729,0002-9955 (Print) 0002-9955 (Linking),145,8,1951 Feb 24,Herpes zoster with a varicelliform eruption and parotitis in chronic leukemia.,560-1,"['GELFAND, M L']",['GELFAND ML'],['eng'],['Journal Article'],,United States,J Am Med Assoc,Journal of the American Medical Association,7507176,,OM,"['*Exanthema', '*Herpes Zoster', '*Herpesvirus 3, Human', '*Leukemia', '*Parotitis']",['CLML: 5120:25265:435:546'],['NLM'],"['*HERPES ZOSTER', '*LEUKEMIA']",1951/02/24 00:00,1951/02/24 00:01,['1951/02/24 00:00'],"['1951/02/24 00:00 [pubmed]', '1951/02/24 00:01 [medline]', '1951/02/24 00:00 [entrez]']",ppublish,J Am Med Assoc. 1951 Feb 24;145(8):560-1. doi: 10.1001/jama.1951.72920260003008a.,['10.1001/jama.1951.72920260003008a [doi]'],,,,,,,,,,,,,
14793829,NLM,MEDLINE,20040215,20181201,0018-0203 (Print) 0018-0203 (Linking),17,4-5,1950 Oct,[Biermer's anemia; folic acid therapy; funicular myelosis].,423-36,"['BARRELET, J']",['BARRELET J'],['und'],['Journal Article'],Anemie de Biermer; traitement a l'acide folique; myelose funiculaire.,Switzerland,Helv Med Acta,Helvetica medica acta,0401174,['935E97BOY8 (Folic Acid)'],OM,"['*Anemia', '*Anemia, Pernicious', '*Folic Acid', 'Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Myelitis']",['CLML: 5120:24605:40:68:349'],['NLM'],"['*ANEMIA, PERNICIOUS', '*FOLIC ACID', '*MYELITIS, FUNICULAR']",1950/10/01 00:00,1950/10/01 00:01,['1950/10/01 00:00'],"['1950/10/01 00:00 [pubmed]', '1950/10/01 00:01 [medline]', '1950/10/01 00:00 [entrez]']",ppublish,Helv Med Acta. 1950 Oct;17(4-5):423-36.,,,,,,,,,,,,,,
14793783,NLM,MEDLINE,20040215,20181201,0367-4800 (Print) 0367-4800 (Linking),31,12,1950 Dec,Monocytic leukemia: report of four cases.,442-54,"['KENNEDY, A C', 'SMITH, M D']","['KENNEDY AC', 'SMITH MD']",['eng'],['Journal Article'],,Scotland,Glasgow Med J,Glasgow medical journal,17140140R,,OM,"['Humans', '*Leukemia', '*Leukemia, Monocytic, Acute', '*Leukemia, Myeloid', '*Monocytes']",['CLML: 5120:24559:547'],['NLM'],"['*LEUKEMIA, MONOCYTIC']",1950/12/01 00:00,1950/12/01 00:01,['1950/12/01 00:00'],"['1950/12/01 00:00 [pubmed]', '1950/12/01 00:01 [medline]', '1950/12/01 00:00 [entrez]']",ppublish,Glasgow Med J. 1950 Dec;31(12):442-54.,,PMC5970867,,,,,,,,,,,,
14793761,NLM,MEDLINE,20040215,20181201,0017-0364 (Print) 0017-0364 (Linking),97,5,1950 Sep-Oct,[Case of acute hemocytoblastic leukemia with positive Paul-Bunnell-Davidsohn reaction].,457-64,"['PANTE, D', 'LAZZARA, F']","['PANTE D', 'LAZZARA F']",['und'],['Journal Article'],Su un caso di leucemia emocitoblastica acute con reazione di Paul-Bunnell-Davidsohn positiva.,Italy,G Med Mil,Giornale di medicina militare,0417723,,OM,"['*Communicable Diseases', 'Humans', '*Infectious Mononucleosis', '*Leukemia']",['CLML: 5120:24537:52:546'],['NLM'],"['*LEUKEMIA', '*MONONUCLEOSIS, INFECTIOUS']",1950/09/01 00:00,1950/09/01 00:01,['1950/09/01 00:00'],"['1950/09/01 00:00 [pubmed]', '1950/09/01 00:01 [medline]', '1950/09/01 00:00 [entrez]']",ppublish,G Med Mil. 1950 Sep-Oct;97(5):457-64.,,,,,,,,,,,,,,
14793711,NLM,MEDLINE,20040215,20181201,0017-0275 (Print) 0017-0275 (Linking),31,8,1950 Aug,[Hematic crasis and planimetry of leukocytes in members of the family of leukemia patients].,961-77,"['POSTIGLIONE, F']",['POSTIGLIONE F'],['und'],['Journal Article'],Crasi ematica e planimetria dei leucociti nei familiari di leucemici.,Italy,G Clin Med,Giornale di clinica medica,0413411,,OM,"['Humans', '*Leukemia', '*Leukocytes']",['CLML: 5120:24487:546'],['NLM'],['*LEUKEMIA'],1950/08/01 00:00,1950/08/01 00:01,['1950/08/01 00:00'],"['1950/08/01 00:00 [pubmed]', '1950/08/01 00:01 [medline]', '1950/08/01 00:00 [entrez]']",ppublish,G Clin Med. 1950 Aug;31(8):961-77.,,,,,,,,,,,,,,
14793275,NLM,MEDLINE,20040215,20181201,0012-1762 (Print) 0012-1762 (Linking),22,66,1950 Oct 16,[Human leukemia in the framework of conditioned infectious disease with viral etiology].,2767-72,"['MAGRASSI, F']",['MAGRASSI F'],['und'],['Journal Article'],La leucemia humana en el cuadro de la enfermedad infectiva condicionada a una etiologia viral.,Argentina,Dia Med,El Dia medico,0370663,,OM,"['*Communicable Diseases', 'Humans', '*Leukemia']",['CLML: 5120:24046:546'],['NLM'],['*LEUKEMIA'],1950/10/16 00:00,1950/10/16 00:01,['1950/10/16 00:00'],"['1950/10/16 00:00 [pubmed]', '1950/10/16 00:01 [medline]', '1950/10/16 00:00 [entrez]']",ppublish,Dia Med. 1950 Oct 16;22(66):2767-72.,,,,,,,,,,,,,,
