PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,GR,RN,TT,PMC,CON,SI,CIN,OTO,OT,IR,FIR,IRAD,OID,GN,EIN
2650409,NLM,MEDLINE,19890525,20071115,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 3,1989 Feb,Graft-versus-leukemia reactions in humans. The Advisory Committee of the International Bone Marrow Transplant Registry.,2989-92,,"['Ringden, O', 'Horowitz, M M']","['Ringden O', 'Horowitz MM']","['Department of Clinical Immunology, Karolinska Institute, Stockholm, Sweden.']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study']",United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Female', 'Graft vs Host Disease/*epidemiology/etiology/mortality', 'Humans', 'Infant', 'Leukemia/*immunology/mortality/surgery', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/immunology/mortality/surgery', 'Leukemia, Myeloid, Acute/immunology/mortality/surgery', 'Lymphocyte Depletion', 'Male', 'Middle Aged', 'Multicenter Studies as Topic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/immunology/mortality/surgery', 'Recurrence', 'Retrospective Studies', 'Risk Factors']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 3):2989-92.,,,,,,,,,,,,,,,,
2650405,NLM,MEDLINE,19890525,20061115,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 3,1989 Feb,Efficacy and toxicity of a conditioning regimen with continuous infusion of anthracyclines in lymphocyte-depleted bone marrow transplantation.,2960-1,,"['Raemaekers, J', 'De Witte, T', 'Schattenberg, A', 'VanderLely, N']","['Raemaekers J', 'De Witte T', 'Schattenberg A', 'VanderLely N']","['Department of Hematology, University of Nijmegen, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Antibiotics, Antineoplastic/*administration & dosage', '*Bone Marrow Transplantation', 'Humans', 'Infusions, Intravenous', 'Leukemia/drug therapy/surgery', '*Lymphocyte Depletion', '*Premedication', 'Recurrence', 'Remission Induction']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 3):2960-1.,,,"['0 (Antibiotics, Antineoplastic)']",,,,,,,,,,,,,
2650404,NLM,MEDLINE,19890525,20051116,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 3,1989 Feb,Timing of marrow transplantation in secondary leukemias and myelodysplastic syndromes.,2958-9,,"['De Witte, T', 'Zwaan, F', 'Gratwohl, A', 'Vernant, J', 'Kolb, H J', 'Vossen, J', 'Lonnqvist, B', 'Beelen, D', 'Ferrant, A', 'Gmur, J']","['De Witte T', 'Zwaan F', 'Gratwohl A', 'Vernant J', 'Kolb HJ', 'Vossen J', 'Lonnqvist B', 'Beelen D', 'Ferrant A', 'Gmur J', 'et al.']","['Dept of Hematology, University Hospital Nijmegen, The Netherlands.']",['eng'],"['Journal Article', 'Review']",United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Adult', '*Bone Marrow Transplantation', 'Humans', 'Leukemia/etiology/*surgery', 'Myelodysplastic Syndromes/*surgery']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 3):2958-9.,11,,,,,,,,,,,,,,,
2650403,NLM,MEDLINE,19890525,20131121,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 3,1989 Feb,The use of melphalan in conjunction with total body irradiation as treatment for acute leukaemia.,2955-7,,"['Powles, R L', 'Milliken, S', 'Helenglass, G', 'Treleavan, J', 'Pinkerton, R', 'Zuiable, A', 'Nandi, A', 'Abound, H', 'Millar, J']","['Powles RL', 'Milliken S', 'Helenglass G', 'Treleavan J', 'Pinkerton R', 'Zuiable A', 'Nandi A', 'Abound H', 'Millar J']","['Leukaemia Unit, Royal Marsden Hospital, Sutton, Surrey, England.']",['eng'],"['Journal Article', 'Review']",United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Bone Marrow Transplantation', 'Combined Modality Therapy', 'Graft vs Host Disease/*prevention & control', 'Humans', 'Leukemia/*surgery', 'Melphalan/*therapeutic use', '*Whole-Body Irradiation']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 3):2955-7.,0,,['Q41OR9510P (Melphalan)'],,,,,,,,,,,,,
2650402,NLM,MEDLINE,19890525,20131121,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 3,1989 Feb,Replacing total body irradiation with busulfan as conditioning of patients with leukemia for allogeneic marrow transplantation.,2952-4,,"['Tutschka, P J', 'Copelan, E A', 'Kapoor, N']","['Tutschka PJ', 'Copelan EA', 'Kapoor N']","['Ohio State University, Division of Bone Marrow Transplantation, Columbus 43210.']",['eng'],['Journal Article'],United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Actuarial Analysis', 'Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Busulfan/adverse effects/*therapeutic use', 'Child', 'Graft vs Host Disease/etiology/prevention & control', 'Humans', 'Leukemia/drug therapy/*surgery', 'Middle Aged', 'Postoperative Complications/etiology/prevention & control', '*Premedication', '*Whole-Body Irradiation']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 3):2952-4.,,,['G1LN9045DK (Busulfan)'],,,,,,,,,,,,,
2650398,NLM,MEDLINE,19890525,20071114,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 3,1989 Feb,Long-term results of allogeneic bone marrow transplantation.,2926-8,,"['Sullivan, K M', 'Witherspoon, R P', 'Storb, R', 'Buckner, C D', 'Sanders, J', 'Thomas, E D']","['Sullivan KM', 'Witherspoon RP', 'Storb R', 'Buckner CD', 'Sanders J', 'Thomas ED']","['Fred Hutchinson Cancer Research Center, Seattle, Washington 98104.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Anemia, Aplastic/surgery', '*Bone Marrow Transplantation', 'Follow-Up Studies', 'Humans', 'Leukemia/surgery']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 3):2926-8.,45,"['CA 15704/CA/NCI NIH HHS/United States', 'CA 18028/CA/NCI NIH HHS/United States', 'CA 18221/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,,,,
2650397,NLM,MEDLINE,19890525,20071115,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 3,1989 Feb,Matched unrelated donor transplantation.,2923-5,,"['Hows, J', 'McKinnon, S', 'Brookes, P', 'Kaminski, E', 'Bidwell, J', 'Bradley, B', 'Batchelor, J', 'Goldman, J']","['Hows J', 'McKinnon S', 'Brookes P', 'Kaminski E', 'Bidwell J', 'Bradley B', 'Batchelor J', 'Goldman J']","['Department of Haematology, Royal Postgraduate Medical School, London, England.']",['eng'],['Journal Article'],United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/genetics/surgery', '*Bone Marrow Transplantation', 'Child', 'Fanconi Anemia/genetics/surgery', 'HLA-A Antigens/genetics', 'HLA-B Antigens/genetics', 'HLA-DR Antigens/genetics', '*Histocompatibility Testing', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/surgery', 'Middle Aged', 'Probability', 'Sibling Relations', '*Tissue Donors']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 3):2923-5.,,,"['0 (HLA-A Antigens)', '0 (HLA-B Antigens)', '0 (HLA-DR Antigens)']",,,,,,,,,,,,,
2650211,NLM,MEDLINE,19890523,20071114,0041-1345 (Print) 0041-1345 (Linking),21,1 Pt 1,1989 Feb,Hemopoietic growth factor gene transfer.,65-6,Introduction of hemopoietic growth factor genes into hemopoietic cells using retroviral vectors or by the generation of transgenic mice has been a valuable approach in analyzing the role of these growth factors in leukemia development and in determining the pathological consequences of stimulation by excess levels of growth factors.,"['Metcalf, D']",['Metcalf D'],"['Walter and Eliza Hall Institute of Medical Research, Victoria, Australia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Transplant Proc,Transplantation proceedings,0243532,IM,"['Animals', 'Cell Line', 'Cell Transformation, Neoplastic', 'Colony-Stimulating Factors/genetics', '*Genes', 'Genetic Vectors', 'Granulocyte-Macrophage Colony-Stimulating Factor', 'Growth Substances/*genetics', 'Hematopoietic Cell Growth Factors', 'Hematopoietic Stem Cells/cytology/*metabolism', 'Mice', 'Mice, Transgenic', '*Transfection']",1989/02/01 00:00,1989/02/01 00:01,['1989/02/01 00:00'],"['1989/02/01 00:00 [pubmed]', '1989/02/01 00:01 [medline]', '1989/02/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1989 Feb;21(1 Pt 1):65-6.,,"['CA-22556/CA/NCI NIH HHS/United States', 'CA-25972/CA/NCI NIH HHS/United States']","['0 (Colony-Stimulating Factors)', '0 (Growth Substances)', '0 (Hematopoietic Cell Growth Factors)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",,,,,,,,,,,,,
2649979,NLM,MEDLINE,19890515,20190618,0036-8075 (Print) 0036-8075 (Linking),244,4900,1989 Apr 7,The purine path to chemotherapy.,41-7,"Research on antimetabolites of nucleic acid purines led to drugs for the treatment of acute leukemia (6-mercaptopurine and thioguanine), gout and hyperuricemia (allopurinol), and herpesvirus infections (acyclovir), and for the prevention of organ transplant rejection (azathioprine).","['Elion, G B']",['Elion GB'],"['Wellcome Research Laboratories, Burroughs Wellcome Company, Research Triangle Park, NC 27709.']",['eng'],"['Journal Article', 'Review']",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', '*Drug Therapy', 'Humans', '*Purines']",1989/04/07 00:00,1989/04/07 00:01,['1989/04/07 00:00'],"['1989/04/07 00:00 [pubmed]', '1989/04/07 00:01 [medline]', '1989/04/07 00:00 [entrez]']",['10.1126/science.2649979 [doi]'],ppublish,Science. 1989 Apr 7;244(4900):41-7. doi: 10.1126/science.2649979.,117,,['0 (Purines)'],,,,,,,,,,,,,
2649890,NLM,MEDLINE,19890524,20190501,0027-8424 (Print) 0027-8424 (Linking),86,8,1989 Apr,Generation of fibrosarcomas in vivo by a retrovirus that expresses the normal B chain of platelet-derived growth factor and mimics the alternative splice pattern of the v-sis oncogene.,2693-7,"A retrovirus containing the entire human platelet-derived growth factor B-chain (PDGF-B) gene was constructed in order to investigate the in vivo biological activity of its encoded growth factor. When this virus was introduced into newborn mice, it reproducibly generated fibrosarcomas at the site of inoculation. Proviruses in each fibrosarcoma analyzed had lost 149 nucleotides downstream of the PDGF-B coding region. This deletion originated from an alternative or aberrant splice event that occurred within exon 7 of the PDGF-B gene and mimicked the v-sis oncogene. Thus, deletion of this region may be necessary for efficient retrovirus replication or for more potent transforming function. Evidence that the normal growth factor coding sequence was unaltered derived from RNase protection studies and immunoprecipitation analysis. Tumors were generally polyclonal but demonstrated clonal subpopulations. Moreover, tumor-derived cell lines became monoclonal within a few tissue culture passages and rapidly formed tumors in vivo. These findings argue that overexpression of the normal human PDGF-B gene product under retrovirus control can induce the fully malignant phenotype.","['Pech, M', 'Gazit, A', 'Arnstein, P', 'Aaronson, S A']","['Pech M', 'Gazit A', 'Arnstein P', 'Aaronson SA']","['Laboratory of Cellular and Molecular Biology, National Cancer Institute, Bethesda, MD 20892.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Abelson murine leukemia virus', 'Animals', 'Animals, Newborn', 'Cell Transformation, Viral', 'Cloning, Molecular', 'Gene Expression Regulation', 'Genetic Vectors', 'Humans', 'Mice', '*Oncogenes', 'Platelet-Derived Growth Factor/*genetics', 'Proto-Oncogene Proteins/*genetics', '*RNA Splicing', 'Sarcoma, Experimental/*genetics']",1989/04/01 00:00,1989/04/01 00:01,['1989/04/01 00:00'],"['1989/04/01 00:00 [pubmed]', '1989/04/01 00:01 [medline]', '1989/04/01 00:00 [entrez]']",['10.1073/pnas.86.8.2693 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1989 Apr;86(8):2693-7. doi: 10.1073/pnas.86.8.2693.,,,"['0 (Platelet-Derived Growth Factor)', '0 (Proto-Oncogene Proteins)']",,PMC286984,,['GENBANK/M26180'],,,,,,,,,
2649846,NLM,MEDLINE,19890518,20141120,0950-9232 (Print) 0950-9232 (Linking),4,3,1989 Mar,Transformation of murine myelomonocytic cells by myc: point mutations in v-myc contribute synergistically to transforming potential.,285-94,"The v-myc oncogenes of chicken retroviruses (including MC29) bear point mutations relative to chicken c-myc. These mutations result in several amino acid differences in the encoded proteins. We have used recombinant murine retroviruses containing various myc alleles to analyse the myelomonocytic transforming potential of the myc oncogene. The myc alleles used were MC29 v-myc, chicken c-myc, chimeric genes combining 5' sections of v- or c-myc with 3' sections of c- or v-myc, and mouse c-myc. The same retroviral vector (based on the genome of Moloney leukemia virus) was used for each allele and the genes were translated from genomic message. By infecting the primary mouse tissues, bone marrow, peritoneal-derived macrophages and mixed embryonic tissue with the recombinant viruses, variation was found in the transforming efficacy of these alleles: v-myc was most effective, followed by the two chimeric genes, whereas c-myc (chicken or mouse) was least effective in eliciting myelomonocytic transformation. Viral gag sequences were not necessary for this transformation. In each case, the transformed monocytes were growth factor-dependent and non-immortal. However, v-myc transformed monocytes (though not monocytes transformed by other myc alleles) were able to progress to an immortal, growth factor-independent phenotype. Our results indicate that v-myc is far more effective than c-myc in eliciting myelomonocytic transformation; that this is due to combinatorial effects of 5' and 3' mutations in the v-myc gene; and that secondary events in addition to these mutations are required for transformation of myelomonocytic cells to an immortal, tumorigenic phenotype.","['Symonds, G', 'Hartshorn, A', 'Kennewell, A', ""O'Mara, M A"", 'Bruskin, A', 'Bishop, J M']","['Symonds G', 'Hartshorn A', 'Kennewell A', ""O'Mara MA"", 'Bruskin A', 'Bishop JM']","[""Children's Medical Research Foundation, Camperdown, N.S.W., Australia.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Oncogene,Oncogene,8711562,IM,"['Animals', 'Ascitic Fluid/cytology', 'Bone Marrow Cells', 'Cell Differentiation', 'Cell Division', 'Cell Transformation, Neoplastic/*pathology', 'Cells, Cultured', 'DNA Mutational Analysis', 'Gene Expression Regulation', 'Genetic Vectors', 'In Vitro Techniques', 'Macrophages/cytology/*physiology', 'Mice', 'Monocytes/cytology/*physiology', 'Oncogene Protein p55(v-myc)', 'Proto-Oncogene Proteins/*physiology', 'Proto-Oncogene Proteins c-myc', 'Retroviridae Proteins/*physiology']",1989/03/01 00:00,1989/03/01 00:01,['1989/03/01 00:00'],"['1989/03/01 00:00 [pubmed]', '1989/03/01 00:01 [medline]', '1989/03/01 00:00 [entrez]']",,ppublish,Oncogene. 1989 Mar;4(3):285-94.,,,"['0 (Oncogene Protein p55(v-myc))', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-myc)', '0 (Retroviridae Proteins)']",,,,,,,,,,,,,
2649810,NLM,MEDLINE,19890518,20190214,0029-6643 (Print) 0029-6643 (Linking),47,3,1989 Mar,"Ca2+ priming and differentiation induced by 1,25-dihydroxyvitamin D3.",91-3,,,,,['eng'],"['Journal Article', 'Review']",United States,Nutr Rev,Nutrition reviews,0376405,IM,"['Calcitriol/*pharmacology', 'Calcium/*pharmacokinetics', 'Cell Differentiation/*drug effects', 'Humans', 'Leukemia/physiopathology', 'Tumor Cells, Cultured/drug effects']",1989/03/01 00:00,1989/03/01 00:01,['1989/03/01 00:00'],"['1989/03/01 00:00 [pubmed]', '1989/03/01 00:01 [medline]', '1989/03/01 00:00 [entrez]']",['10.1111/j.1753-4887.1989.tb02803.x [doi]'],ppublish,Nutr Rev. 1989 Mar;47(3):91-3. doi: 10.1111/j.1753-4887.1989.tb02803.x.,17,,"['FXC9231JVH (Calcitriol)', 'SY7Q814VUP (Calcium)']",,,,,,,,,,,,,
2649778,NLM,MEDLINE,19890519,20190903,0098-1532 (Print) 0098-1532 (Linking),17,2,1989,Testicular relapse in adult acute lymphocytic leukemia: a case report and literature review.,170-3,"In the pediatric age group, acute lymphocytic leukemia (ALL) may involve the testicles during complete remission of the disease in the marrow. We report a case of testicular involvement with ALL in an adult and review 11 cases of this phenomenon reported previously, to draw attention to the fact that it can occur at any age. Recognition of this fact is important, because testicular involvement may be the first manifestation of systemic relapse. The treatment of choice is irradiation to both testicles and combination chemotherapy.","['Vukelja, S J', 'Swanson, S J', 'Knight, R D', 'Weiss, R B']","['Vukelja SJ', 'Swanson SJ', 'Knight RD', 'Weiss RB']","['Hematology-Oncology Service, Walter Reed Army Medical Center, Washington, DC.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Adult', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*pathology', 'Testicular Neoplasms/*pathology']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1002/mpo.2950170220 [doi]'],ppublish,Med Pediatr Oncol. 1989;17(2):170-3. doi: 10.1002/mpo.2950170220.,27,,,,,,,,,,,,,,,
2649776,NLM,MEDLINE,19890519,20190903,0098-1532 (Print) 0098-1532 (Linking),17,2,1989,Leukemic infiltration of the eye: results of therapy in a retrospective multicentric study.,134-9,"A multicentric retrospective study on leukemic ophthalmopathy (LO) is reported, including 38 patients (21 males, 17 females) with acute leukemia (AL) observed from 1976 to 1985. LO developed in four patients at the time of diagnosis of AL; ten were in first complete remission (eight off therapy), 12 in second remission, and 12 in combined relapse. The children were treated according to different schedules of systemic and intrathecal chemotherapy with or without radiotherapy (RT) of the affected eye. Ocular remission occurred in 32 of 38 patients, but with subsequent ocular relapse in six of the 32. Complete remission after LO treatment lasting for more than 24, 30, 40, and 78 months was observed in four of the ten children with isolated LO in first AL marrow remission. The authors concluded that systemic and intrathecal chemotherapy probably is associated with RT (at least 30 Gy to the affected eye). Aggressive treatment is justified because children with isolated ocular relapse can still be cured.","['Curto, M L', 'Zingone, A', 'Acquaviva, A', 'Bagnulo, S', 'Calculli, L', 'Cristiani, L', 'Dini, G', 'Di Tullio, M T', 'Guazzelli, C', 'Jancovic, M']","['Curto ML', 'Zingone A', 'Acquaviva A', 'Bagnulo S', 'Calculli L', 'Cristiani L', 'Dini G', 'Di Tullio MT', 'Guazzelli C', 'Jancovic M', 'et al.']","['Clinica Pediatrica Palermo, Italy.']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Eye Neoplasms/pathology/*therapy', 'Female', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*therapy', 'Male', 'Multicenter Studies as Topic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Remission Induction', 'Retrospective Studies']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1002/mpo.2950170212 [doi]'],ppublish,Med Pediatr Oncol. 1989;17(2):134-9. doi: 10.1002/mpo.2950170212.,,,,,,,,,,,,,,,,
2649693,NLM,MEDLINE,19890518,20200724,0022-538X (Print) 0022-538X (Linking),63,5,1989 May,Unmyristylated Moloney murine leukemia virus Pr65gag is excluded from virus assembly and maturation events.,2370-3,"The gag precursor polyprotein of Moloney murine leukemia virus (MuLV) is normally modified by myristylation of the N-terminal glycine. Previous work showed that the Pr65gag lacking the myristylation site does not associate with cellular membranes or assemble into virus particles. We now report that it also is not cleaved to the mature gag cleavage products within the cell and that it sediments as a free 65-kilodalton monomer in detergent-free cell extracts containing 0.3 M NaCl. Even when the cells containing the mutant are productively infected with wild-type MuLV, the mutant Pr65gag is not processed into cleavage products and is not incorporated into the virions produced by these cells. Thus, the mutant gag molecules seem unable to participate in the normal processes of self-assembly and maturation. We propose that myristate-mediated membrane association is an essential first step in MuLV assembly. This association may also play a role in budding of MuLV.","['Schultz, A M', 'Rein, A']","['Schultz AM', 'Rein A']","['Laboratory of Molecular Virology and Carcinogenesis, NCI-Frederick Cancer Research Facility, Frederick, Maryland 21701.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,IM,"['Cell Compartmentation', 'Cell Membrane/metabolism', 'DNA Mutational Analysis', 'Gene Products, gag', 'Moloney murine leukemia virus/*growth & development', 'Myristic Acid', 'Myristic Acids/*physiology', 'Peptide Hydrolases/metabolism', 'Protein Precursors/physiology', 'Protein Processing, Post-Translational', 'Retroviridae Proteins/*physiology', '*Virus Replication']",1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",['10.1128/JVI.63.5.2370-2373.1989 [doi]'],ppublish,J Virol. 1989 May;63(5):2370-3. doi: 10.1128/JVI.63.5.2370-2373.1989.,,['N01-C0-74101/PHS HHS/United States'],"['0 (Gene Products, gag)', '0 (Myristic Acids)', '0 (Protein Precursors)', '0 (Retroviridae Proteins)', '0I3V7S25AW (Myristic Acid)', 'EC 3.4.- (Peptide Hydrolases)']",,PMC250660,,,,,,,,,,,
2649624,NLM,MEDLINE,19890512,20071114,0022-2143 (Print) 0022-2143 (Linking),113,4,1989 Apr,Recent insight into the structure and function of the glucocorticoid receptor.,404-12,,"['Distelhorst, C W']",['Distelhorst CW'],"['Department of Medicine, Case Western Reserve University School of Medicine, Cleveland, OH.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,IM,"['Animals', 'Binding Sites', 'DNA/metabolism', 'Glucocorticoids/physiology', 'Homeostasis', 'Humans', 'Leukemia/etiology', 'Lymphoma/etiology', 'Molecular Structure', 'Rats', 'Receptors, Glucocorticoid/genetics/*physiology']",1989/04/01 00:00,1989/04/01 00:01,['1989/04/01 00:00'],"['1989/04/01 00:00 [pubmed]', '1989/04/01 00:01 [medline]', '1989/04/01 00:00 [entrez]']",,ppublish,J Lab Clin Med. 1989 Apr;113(4):404-12.,112,"['CA42755/CA/NCI NIH HHS/United States', 'P30CA43703/CA/NCI NIH HHS/United States']","['0 (Glucocorticoids)', '0 (Receptors, Glucocorticoid)', '9007-49-2 (DNA)']",,,,,,,,,,,,,
2649520,NLM,MEDLINE,19890519,20190501,0021-9746 (Print) 0021-9746 (Linking),42,3,1989 Mar,Plastic embedded core biopsy: a complementary approach to bone marrow aspiration for diagnosing acute myeloid leukaemia.,300-6,"Bone marrow aspirates and biopsy specimens were taken at diagnosis from 51 patients with acute myeloid leukaemia (AML). The diagnosis was based on morphological and cytochemical analyses, and the leukaemias were classified by FAB criteria. A considerable difference was observed between the results of bone marrow aspirates and the findings of plastic-embedded bone marrow biopsy specimens, particularly in marrow cellularity, extent of blast cell infiltration, and cell type involved in the leukaemic process. The myelomonocytic cell type seemed to predominate in the sections. In four cases there was considerable marrow infiltration with maturing, but dysplastic, granulocytic cells in the sections, but not in the aspirate smears. Features of potential prognostic importance, such as bone marrow infiltration with inflammatory cells, were easily recognised and quantified in the sections. These results indicate that plastic embedded bone marrow biopsy sections complement the findings of bone marrow aspiration in the diagnosis of AML and may also provide information of independent prognostic importance that cannot be obtained by other means.","['Islam, A', 'Frisch, B', 'Henderson, E S']","['Islam A', 'Frisch B', 'Henderson ES']","['Department of Medical Oncology, Roswell Park Memorial Institute, Buffalo, New York.']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,IM,"['Biopsy, Needle/*methods', 'Bone Marrow/*pathology', '*Histological Techniques', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Methylmethacrylates']",1989/03/01 00:00,1989/03/01 00:01,['1989/03/01 00:00'],"['1989/03/01 00:00 [pubmed]', '1989/03/01 00:01 [medline]', '1989/03/01 00:00 [entrez]']",['10.1136/jcp.42.3.300 [doi]'],ppublish,J Clin Pathol. 1989 Mar;42(3):300-6. doi: 10.1136/jcp.42.3.300.,,,['0 (Methylmethacrylates)'],,PMC1141873,,,,,,,,,,,
