PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,RF,PMC,SI,GR,CON,TT,EFR,MID,EIN,CRF,OID,OTO,OT,GN,ROF
9092702,NLM,MEDLINE,19970429,20190822,0361-8609 (Print) 0361-8609 (Linking),54,4,1997 Apr,Allogeneic bone marrow transplantation for a patient complicated by chronic hepatitis due to precore mutant hepatitis B virus: failure of management with interferon-alpha therapy.,344-5,,"['Miura, Y', 'Takamatsu, H', 'Okumura, H', 'Yoshida, T', 'Nakao, S', 'Matsuda, T']","['Miura Y', 'Takamatsu H', 'Okumura H', 'Yoshida T', 'Nakao S', 'Matsuda T']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Adult', '*Bone Marrow Transplantation', 'Hepatitis B/*complications', 'Hepatitis B virus/*genetics/isolation & purification', 'Humans', 'Leukemia, Myelomonocytic, Acute/complications/*therapy', 'Male', 'Mutation']",1997/04/01 00:00,2000/06/20 09:00,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/04/01 00:00 [entrez]']","['10.1002/(SICI)1096-8652(199704)54:4<344::AID-AJH20>3.0.CO;2-A [pii]', '10.1002/(sici)1096-8652(199704)54:4<344::aid-ajh20>3.0.co;2-a [doi]']",ppublish,Am J Hematol. 1997 Apr;54(4):344-5. doi: 10.1002/(sici)1096-8652(199704)54:4<344::aid-ajh20>3.0.co;2-a.,,,,,,,,,,,,,,,,
9092698,NLM,MEDLINE,19970429,20131121,0361-8609 (Print) 0361-8609 (Linking),54,4,1997 Apr,Severe autoimmune hemolytic anemia following fludarabine therapy in a patient with chronic lymphocytic leukemia.,342,,"['Tsiara, S', 'Christou, L', 'Konstantinidou, P', 'Panteli, A', 'Briasoulis, E', 'Bourantas, K L']","['Tsiara S', 'Christou L', 'Konstantinidou P', 'Panteli A', 'Briasoulis E', 'Bourantas KL']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Antineoplastic Agents)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",IM,"['Aged', 'Anemia, Hemolytic, Autoimmune/*chemically induced', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy', 'Male', 'Vidarabine/adverse effects/*analogs & derivatives/therapeutic use']",1997/04/01 00:00,2000/06/20 09:00,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/04/01 00:00 [entrez]']",['10.1002/(SICI)1096-8652(199704)54:4<342::AID-AJH18>3.0.CO;2-D [pii]'],ppublish,Am J Hematol. 1997 Apr;54(4):342.,,,,,,,,,,,,,,,,
9092694,NLM,MEDLINE,19970429,20131121,0361-8609 (Print) 0361-8609 (Linking),54,4,1997 Apr,Retreatment with low-dose cytarabine in patients with previous central nervous system toxicity.,338,,"['Olavarria, E', 'Prieto, E', 'Roman, A']","['Olavarria E', 'Prieto E', 'Roman A']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,['04079A1RDZ (Cytarabine)'],IM,"['Cerebellar Diseases/*chemically induced/physiopathology', 'Cytarabine/*administration & dosage/adverse effects', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged']",1997/04/01 00:00,2000/06/20 09:00,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/04/01 00:00 [entrez]']",['10.1002/(SICI)1096-8652(199704)54:4<338::AID-AJH16>3.0.CO;2-7 [pii]'],ppublish,Am J Hematol. 1997 Apr;54(4):338.,,,,,,,,,,,,,,,,
9092691,NLM,MEDLINE,19970429,20190822,0361-8609 (Print) 0361-8609 (Linking),54,4,1997 Apr,Treatment of refractory large granular lymphocytic leukemia with 2-chlorodeoxyadenosine.,329-31,"A 50-year-old man with large granular lymphocytic leukemia (CD3+, CD8+) complicated by severe pancytopenia and life-threatening infections refractory to therapy with prednisone, methotrexate, cyclosporine, and G-CSF is described. Treatment with two cycles of 2-chlorodeoxyadenosine (2-CDA) at 0.1 mg/kg by continuous intravenous infusion for 7 days each cycle resulted in resolution of cytopenias and clearance of leukemic cells. T-cell receptor gene rearrangement, initially present, was not detectable after therapy with 2-CDA. The rapid and complete response to 2-CDA after unsuccessful attempts with prior therapy suggests that 2-CDA should be considered for initial treatment of this disorder.","['Edelman, M J', ""O'Donnell, R T"", 'Meadows, I']","['Edelman MJ', ""O'Donnell RT"", 'Meadows I']","['VA Northern California Health Care System, Martinez 94553, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Antineoplastic Agents)', '0 (Receptors, Antigen, T-Cell)', '47M74X9YT5 (Cladribine)']",IM,"['Antineoplastic Agents/*therapeutic use', 'Cladribine/*therapeutic use', 'Gene Rearrangement', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Middle Aged', 'Receptors, Antigen, T-Cell/genetics']",1997/04/01 00:00,2000/06/20 09:00,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/04/01 00:00 [entrez]']","['10.1002/(SICI)1096-8652(199704)54:4<329::AID-AJH13>3.0.CO;2-6 [pii]', '10.1002/(sici)1096-8652(199704)54:4<329::aid-ajh13>3.0.co;2-6 [doi]']",ppublish,Am J Hematol. 1997 Apr;54(4):329-31. doi: 10.1002/(sici)1096-8652(199704)54:4<329::aid-ajh13>3.0.co;2-6.,,,,,,,,,,,,,,,,
9092686,NLM,MEDLINE,19970429,20190822,0361-8609 (Print) 0361-8609 (Linking),54,4,1997 Apr,Clonal integration and expression of human T-cell lymphotropic virus type I in carriers detected by polymerase chain reaction and inverse PCR.,306-12,"Adult T-cell leukemia (ATL) is a neoplasm of mature helper (CD4) T lymphocytes, and human T-cell lymphotropic virus type-I (HTLV-I) has been suggested to be the causative virus of ATL. HTLV-I integrates its proviruses into random sites in host chromosomal DNA. Clonal integration has been observed in patients with ATL, including smoldering, chronic, and acute states. However, random and/or polyclonal integration has only been reported in a few asymptomatic HTLV-I carriers. To clarify the clonality of HTLV-I-infected cells in carriers, we used an inverse polymerase chain reaction (IPCR), which is more sensitive than Southern blot analysis. We used the peripheral blood momonuclear cells (PBMC) from 16 asymptomatic carriers and the separated CD4-positive cells. No cases showed either a monoclonal or polyclonal integration of the HTLV-I provirus by Southern blot. But, using IPCR, 7 of 16 cases showed either mono- or oligoclonal integration. In addition, the populations of clonal provirus in the total PBMC were frequently different from those in the CD4-positive cells. Three cases showed expression of HTLV-I tax/rex mRNA in the total PBMC, but no such expression was found in CD4-positive cells. In this study, an unexpected frequency of clonal HTLV-I provirus DNA was observed in HTLV-I carriers. These findings indicate that the clonal but nonmalignant proliferation of HTLV-I-infected cells already occurs even in HTLV-I carriers, and therefore that some other step is necessary to induce malignant proliferation.","['Ohshima, K', 'Mukai, Y', 'Shiraki, H', 'Suzumiya, J', 'Tashiro, K', 'Kikuchi, M']","['Ohshima K', 'Mukai Y', 'Shiraki H', 'Suzumiya J', 'Tashiro K', 'Kikuchi M']","['Department of Pathology, School of Medicine, Fukuoka University, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,"['0 (DNA, Viral)']",IM,"['Adolescent', 'Adult', 'Carrier State/*virology', 'DNA, Viral/*analysis', 'Female', 'Human T-lymphotropic virus 1/*genetics/isolation & purification', 'Humans', 'Male', 'Middle Aged', 'Polymerase Chain Reaction', 'Proviruses/*isolation & purification']",1997/04/01 00:00,2000/06/20 09:00,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/04/01 00:00 [entrez]']","['10.1002/(SICI)1096-8652(199704)54:4<306::AID-AJH8>3.0.CO;2-Z [pii]', '10.1002/(sici)1096-8652(199704)54:4<306::aid-ajh8>3.0.co;2-z [doi]']",ppublish,Am J Hematol. 1997 Apr;54(4):306-12. doi: 10.1002/(sici)1096-8652(199704)54:4<306::aid-ajh8>3.0.co;2-z.,,,,,,,,,,,,,,,,
9092685,NLM,MEDLINE,19970429,20190822,0361-8609 (Print) 0361-8609 (Linking),54,4,1997 Apr,Tiazofurin-induced autosecretion of IL-6 and hemoglobin production in K562 human leukemia cells.,301-5,"Previous reports have established the synthesis of interleukin-6 (IL-6) and IL-6 receptors (IL-6R) in several human leukemia cells and found that IL-6 and the IL-6R could be expressed in cell lines with erythroid/megakaryocytic features. IL-6 is a pleiotropic cytokine involved in megakaryocytic differentiation. The finding that endogenous IL-6 levels in serum increased after 5-fluorouracil (5-FU) treatment suggests that IL-6 may play some role in the recovery of hematopoietic systems. This observation may assist the understanding of erythroid regeneration caused by antineoplastic agents such as tiazofurin. Tiazofurin inhibits the activity of IMP dehydrogenase. Its exposure to K562 cells at 10 microM tiazofurin stimulates erythroid differentiation. Stimulation of cells with tiazofurin gave a significant increase in IL-6 production. Its levels were quadrupled after 2 days of culture. Tiazofurin also caused a trivial reduction in the percentage of cells with the IL-6R. This evidence implies that tiazofurin produced no significant effect on the IL-6R. Tiazofurin also increased the percentage of benzidine-positive cells representing hemoglobin production, confirmed by GpA expression. We concluded that IL-6 is rate limiting in regard to hemoglobin production and that IL-3 could be used for clinical benefit to stimulate erythropoiesis and synergize with tiazofurin.","['Talley, C J', 'Turner, E A', 'Hatcher, F M', 'Aguinaga, P M', 'Chakrabarti, P']","['Talley CJ', 'Turner EA', 'Hatcher FM', 'Aguinaga PM', 'Chakrabarti P']","['Comprehensive Sickle Cell Center, Meharry Medical College, Nashville, Tennessee 37208, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Antineoplastic Agents)', '0 (Hemoglobins)', '0 (Interleukin-6)', '49717AWG6K (Ribavirin)', 'ULJ82834RE (tiazofurin)']",IM,"['Antineoplastic Agents/*pharmacology', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Hemoglobins/*biosynthesis', 'Humans', 'Interleukin-6/*biosynthesis', 'Leukemia/*metabolism/pathology', 'Ribavirin/*analogs & derivatives/pharmacology', 'Tumor Cells, Cultured']",1997/04/01 00:00,2000/06/20 09:00,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/04/01 00:00 [entrez]']","['10.1002/(SICI)1096-8652(199704)54:4<301::AID-AJH7>3.0.CO;2-Z [pii]', '10.1002/(sici)1096-8652(199704)54:4<301::aid-ajh7>3.0.co;2-z [doi]']",ppublish,Am J Hematol. 1997 Apr;54(4):301-5. doi: 10.1002/(sici)1096-8652(199704)54:4<301::aid-ajh7>3.0.co;2-z.,,,,,"['612 RR03032/RR/NCRR NIH HHS/United States', 'P60 HL33737/HL/NHLBI NIH HHS/United States']",,,,,,,,,,,
9092561,NLM,MEDLINE,19970515,20210209,0021-9258 (Print) 0021-9258 (Linking),272,15,1997 Apr 11,The P2U purinoceptor obligatorily engages the heterotrimeric G protein G16 to mobilize intracellular Ca2+ in human erythroleukemia cells.,10151-9,"To assess the role of G16, a trimeric G protein exclusively expressed in hematopoietic cells, Galpha16 antisense RNA was stably expressed in human erythroleukemia (HEL) cells. Western blot analysis showed that in transfected cell lines, the expression of endogenous Galpha16 protein was suppressed, but the expression of Galphaq/11, Galphai2, and Galphai3 remained unaffected. Suppression of Galpha16 in transfected HEL cells did not interfere with transient elevations of intracellular free Ca2+ concentrations induced by prostaglandin E1 (PGE1), platelet-activating factor, or thrombin. In parental HEL cells, UTP and ATP mobilized Ca2+ from intracellular stores with half-maximum effective concentrations of 3. 6 +/- 0.7 and 4.7 +/- 1.6 microM, respectively, apparently by stimulating P2U purinoceptors. By contrast, Ca2+ mobilization by UTP or ATP was completely abrogated in Galpha16-suppressed cells, indicating specific coupling of G16 to P2U purinoceptors. Pertussis toxin inhibited the effect of UTP in parental HEL cells by 57.6 +/- 4.9%. These data indicate that signaling by the P2U purinoceptor obligatorily requires G16 but may be modulated further by activation of Gi. Priming of HEL cells with UTP or ATP prior to stimulation with PGE1 markedly enhanced the PGE1-induced intracellular Ca2+ release. This indirect, potentiating effect of UTP and ATP was not impaired in Galpha16-suppressed cells but was inhibited by pertussis toxin, indicating that functional P2U purinoceptors are present on these cells and that the potentiating effect primarily depends on Gi. The data demonstrate (i) that Galpha16 antisense RNA selectively inhibits endogenous Galpha16 protein expression in HEL cells; (ii) that stimulation of endogenous P2U (P2Y2) purinoceptors leads to the mobilization of intracellular Ca2+ by a mechanism that strictly depends on Galpha16; and (iii) that P2U purinoceptors in HEL cells can communicate with two distinct signaling pathways diverging at the G protein level.","['Baltensperger, K', 'Porzig, H']","['Baltensperger K', 'Porzig H']","['Institute of Pharmacology, University of Bern, CH-3010 Bern, Switzerland. baltensperge@pki.unibe.ch']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Enzyme Inhibitors)', '0 (P2RY2 protein, human)', '0 (RNA, Antisense)', '0 (Receptors, Purinergic P2)', '0 (Receptors, Purinergic P2Y2)', '67526-95-8 (Thapsigargin)', '8L70Q75FXE (Adenosine Triphosphate)', 'EC 3.6.1.- (GTP-Binding Proteins)', 'SY7Q814VUP (Calcium)', 'UT0S826Z60 (Uridine Triphosphate)']",IM,"['Adenosine Triphosphate', 'Calcium/*metabolism', 'Enzyme Inhibitors/pharmacology', 'GTP-Binding Proteins/*metabolism', 'Hematopoietic Stem Cells/metabolism', 'Humans', 'Leukemia, Erythroblastic, Acute/*metabolism', 'RNA, Antisense/metabolism', 'Receptors, Purinergic P2/*metabolism', 'Receptors, Purinergic P2Y2', 'Signal Transduction', 'Thapsigargin/pharmacology', 'Tumor Cells, Cultured', 'Uridine Triphosphate/metabolism']",1997/04/11 00:00,1997/04/11 00:01,['1997/04/11 00:00'],"['1997/04/11 00:00 [pubmed]', '1997/04/11 00:01 [medline]', '1997/04/11 00:00 [entrez]']","['10.1074/jbc.272.15.10151 [doi]', 'S0021-9258(18)40865-4 [pii]']",ppublish,J Biol Chem. 1997 Apr 11;272(15):10151-9. doi: 10.1074/jbc.272.15.10151.,,,,,,,,,,,,,,,,
9092530,NLM,MEDLINE,19970515,20210209,0021-9258 (Print) 0021-9258 (Linking),272,15,1997 Apr 11,Efficient transport and accumulation of vitamin C in HL-60 cells depleted of glutathione.,9915-21,"Human myeloid leukemia cells (HL-60) transport only the oxidized form of vitamin C (dehydroascorbic acid) and accumulate the vitamin in the reduced form, ascorbic acid. We performed a detailed study of the role of glutathione in the intracellular trapping/accumulation of ascorbic acid in HL-60 cells. Uptake studies using HL-60 cells depleted of glutathione by treatment with L-buthionine-(S,R) sulfoximine and diethyl maleate, revealed no changes in the cells' ability to transport dehydroascorbic acid and accumulate ascorbic acid. Similar transport and accumulation rates were obtained using HL-60 cells containing intracellular glutathione concentrations from 6 mM to 1 microM. HL-60 cells, containing as little as 5 microM glutathione, were able to accumulate up to 150 mM ascorbic acid intracellularly when incubated with dehydroascorbic acid. Glutathione was capable of reducing dehydroascorbic acid by a direct chemical reaction, but only when present in a greater than 10-fold stoichiometric excess over dehydroascorbic acid. The accumulation of ascorbic acid by HL-60 cells was strongly temperature-dependent and was very inefficient at 16 degrees C. On the other hand, the direct chemical reduction of dehydroascorbic acid by excess glutathione proceeded efficiently at temperatures of 16 degrees C. Our data indicate that glutathione-dependent reductases in HL-60 cells are not responsible for the ability of these cells to accumulate millimolar concentrations of ascorbic acid. These findings indicate that alternative enzymatic mechanisms are involved in the cellular reduction of dehydroascorbic acid.","['Guaiquil, V H', 'Farber, C M', 'Golde, D W', 'Vera, J C']","['Guaiquil VH', 'Farber CM', 'Golde DW', 'Vera JC']","['Program in Molecular Pharmacology and Therapeutics, Memorial Sloan-Kettering Cancer Center, New York, New York 10021, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Antimetabolites)', '0 (Maleates)', '5072-26-4 (Buthionine Sulfoximine)', 'G81WQB56OL (diethyl maleate)', 'GAN16C9B8O (Glutathione)', 'PQ6CK8PD0R (Ascorbic Acid)', 'Y2Z3ZTP9UM (Dehydroascorbic Acid)']",IM,"['Antimetabolites/pharmacology', 'Ascorbic Acid/*metabolism', 'Biological Transport', 'Buthionine Sulfoximine/pharmacology', 'Dehydroascorbic Acid/metabolism', 'Glutathione/*metabolism', 'HL-60 Cells', 'Humans', 'Maleates/pharmacology', 'Temperature']",1997/04/11 00:00,1997/04/11 00:01,['1997/04/11 00:00'],"['1997/04/11 00:00 [pubmed]', '1997/04/11 00:01 [medline]', '1997/04/11 00:00 [entrez]']","['10.1074/jbc.272.15.9915 [doi]', 'S0021-9258(18)40834-4 [pii]']",ppublish,J Biol Chem. 1997 Apr 11;272(15):9915-21. doi: 10.1074/jbc.272.15.9915.,,,,,"['P30 CA08748/CA/NCI NIH HHS/United States', 'R01 CA30388/CA/NCI NIH HHS/United States', 'R01 HL42107/HL/NHLBI NIH HHS/United States']",,,,,,,,,,,
9092344,NLM,MEDLINE,19970407,20041117,0003-410X (Print) 0003-410X (Linking),147,6,1996,[Interview with Gilbert Faure and Marie-Christine Bene: what is going to happen tomorrow in leukemia immunophenotyping?].,408-10,,"['Faure, G', 'Bene, M C']","['Faure G', 'Bene MC']",,['fre'],['Interview'],France,Ann Med Interne (Paris),Annales de medecine interne,0171744,,IM,"['Humans', '*Immunophenotyping', 'Leukemia/classification/*immunology/pathology']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Ann Med Interne (Paris). 1996;147(6):408-10.,,,,,,,Entretien avec Gilbert Faure et Marie-Christine Bene. Que va-t-il se passer demain en matiere d'immuno-phenotypage des leucemies?,,,,,,,,,
9092340,NLM,MEDLINE,19970407,20071115,0003-410X (Print) 0003-410X (Linking),147,6,1996,Primary malignant tumors (lymphoma excluded) in patients with chronic lymphocytic leukemia. A series of 22 cases from a retrospective study of 248 patients.,389-92,"This retrospective study was conducted to evaluate the incidence of primary malignant tumors in patients with chronic lymphocytic leukemia (CLL). Between 1974 and 1994, 313 patients were hospitalized for CLL. Patients lost to follow-up were excluded (n = 65). Among the remaining 248 patients (167 men and 81 women), 22 patients (8.8%) developed primary malignant tumors (17 males, 5 females; age range 48 to 90 years); those who developed Richter's lymphoma (n = 9) or basal cell epithelioma (n = 5) were excluded from the cohort of the cancer patient. There were 18 epithelial tumors (3 lung adenocarcinoma) and 4 parenchymal tumors. We observed only one cancer of the prostate, and no breast cancer. The malignant tumor occurred at the same time as CLL in 8 cases and after a delay of 3 to 11 years in the 14 other cases. There was no particular features in the stage of duration of CLL before diagnosis of cancer. Outcome was particularly unfavorable, 20 deaths, compared with mortality in the other 226 patients (53.5%). These findings, together with the data in the literature, emphasize the importance of careful follow-up in patients with CLL.","['Lauvin, R', 'Le Breton-Kashi, Y', 'Jego, P', 'Grosbois, B', 'Leblay, R']","['Lauvin R', 'Le Breton-Kashi Y', 'Jego P', 'Grosbois B', 'Leblay R']","['Centre Regional de Readaptation Nutritionnelle, Digestive et Cardiovasculaire, Rennes.']",['eng'],"['Journal Article', 'Review']",France,Ann Med Interne (Paris),Annales de medecine interne,0171744,,IM,"['Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Male', 'Neoplasms/*complications']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Ann Med Interne (Paris). 1996;147(6):389-92.,,16,,,,,,,,,,,,,,
9091877,NLM,MEDLINE,19970404,20161209,0755-4982 (Print) 0755-4982 (Linking),26,4,1997 Feb 15,[Acute lymphoblastic leukemia in children. Progress in life expectancy].,178-83,,"['Schaison, G', 'Leblanc, T', 'Auclerc, M F']","['Schaison G', 'Leblanc T', 'Auclerc MF']","[""Service d'Hematologie pediatrique, Hopital Saint-Louis, Paris.""]",['fre'],"['Journal Article', 'Review']",France,Presse Med,"Presse medicale (Paris, France : 1983)",8302490,,IM,"['Adult', 'Child', 'Humans', 'Life Expectancy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/*mortality/therapy', 'Prognosis', 'Quality of Life']",1997/02/15 00:00,1997/02/15 00:01,['1997/02/15 00:00'],"['1997/02/15 00:00 [pubmed]', '1997/02/15 00:01 [medline]', '1997/02/15 00:00 [entrez]']",,ppublish,Presse Med. 1997 Feb 15;26(4):178-83.,,25,,,,,Leucemies aigues lymphoblastiques de l'enfant. Progres dans l'esperance de vie.,,,,,,,,,
9091851,NLM,MEDLINE,19970407,20170306,,96,5,1996 Nov,[Twenty years of research on B-cell chronic lymphocytic leukemia].,419-26,,"['Rupniewska, Z M']",['Rupniewska ZM'],['Klinika Hematologii A.M. w Lublinie.'],['pol'],['Editorial'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,,IM,"['Animals', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics/*immunology']",1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",,ppublish,Pol Arch Med Wewn. 1996 Nov;96(5):419-26.,,,,,,,Dwadziescia lat badan nad przewlekla bialaczka limfatyczna B-komorkowa.,,,,,,,,,
9091723,NLM,MEDLINE,19970407,20091119,0025-7753 (Print) 0025-7753 (Linking),108,5,1997 Feb 8,[Acute myelomonocytic leukemia with eosinophilia and inversion of chromosome 16. Study of 6 cases].,182-5,"The purpose of this study has been to refer the main clinico-biologic characteristics, the evolution and the response to therapy in 6 patients with acute myelomonocytic leukemia with eosinophilia and inversion of chromosome 16 (AML4Eo inv[16]) belonging to a series of 92 patients with acute myeloblastic leukemia diagnosed in a single hospital between 1987 and 1995. The main clinical manifestations were anemic syndrome and hemorrhage. Anemia and thrombocytopenia were present in all cases, high white blood cell count in 4, monocytosis in 5 and eosinophilia in one. Bone marrow aspirate showed myeloid and monocytic blast infiltration (43-62%), eosinophilia (5-19%) and atypical monocytic precursors (6-18%). Induction therapy consisted in one or two cycles of daunorubicin (or idarubicin), cytosine arabinoside and etoposide, followed by two cycles of consolidation treatment, the first with mitoxanthrone and cytosine arabinoside and the second with amsacrine and cytosine arabinoside. One patient died in the induction phase, while complete remission was obtained in the remaining 5. One patient died during the consolidation therapy. Allogeneic bone marrow transplant (BMT) was performed to one patient and autologous BMT to another. The first patient remains in complete remission (CR) at 68 months from diagnosis, and the second relapsed 12 months after BMT. Another patient relapsed at 13 months from diagnosis and the remaining persists in CR 13 months from diagnosis. Actuarial probabilities of CR duration and survival were 50% at 5 years. The clinico-biologic characteristics and the response to therapy of patients with AML4Eo inv(16) are similar to those referred in other series. There is a high probability of CR attainment and, probably, the relapse rate is lower than that of other subtypes of AML.","['Calvo, R', 'Ribera, J M', 'Milla, F', 'Granada, I', 'Orts, M', 'Batlle, M', 'Flores, A', 'Junca, J', 'Feliu, E']","['Calvo R', 'Ribera JM', 'Milla F', 'Granada I', 'Orts M', 'Batlle M', 'Flores A', 'Junca J', 'Feliu E']","['Servicio de Hematologia, Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona.']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Spain,Med Clin (Barc),Medicina clinica,0376377,,IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', '*Chromosome Inversion', '*Chromosomes, Human, Pair 16', '*Eosinophilia', 'Female', 'Humans', '*Leukemia, Myelomonocytic, Acute/genetics/therapy', 'Male', 'Middle Aged', 'Remission Induction']",1997/02/08 00:00,1997/02/08 00:01,['1997/02/08 00:00'],"['1997/02/08 00:00 [pubmed]', '1997/02/08 00:01 [medline]', '1997/02/08 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1997 Feb 8;108(5):182-5.,,,,,,,Leucemia aguda mielomonocitica con eosinofilia e inversion del cromosoma 16. Estudio de 6 casos.,,,,,,,,,
9091611,NLM,MEDLINE,19970409,20161124,0161-5505 (Print) 0161-5505 (Linking),38,3,1997 Mar,First impressions. Technetium-99m-macroaggregated albumin in superior vena caval obstruction.,"7A, 474",,,,,['eng'],"['Case Reports', 'Journal Article']",United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,['0 (Technetium Tc 99m Aggregated Albumin)'],IM,"['Adult', 'Catheterization, Central Venous/adverse effects', 'Female', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications', 'Radionuclide Imaging', 'Superior Vena Cava Syndrome/*diagnostic imaging/etiology', '*Technetium Tc 99m Aggregated Albumin', 'Thrombosis/etiology']",1997/03/01 00:00,1997/03/01 00:01,['1997/03/01 00:00'],"['1997/03/01 00:00 [pubmed]', '1997/03/01 00:01 [medline]', '1997/03/01 00:00 [entrez]']",,ppublish,"J Nucl Med. 1997 Mar;38(3):7A, 474.",,,,,,,,,,,,,,,,
9091453,NLM,MEDLINE,19970408,20110727,0015-5691 (Print) 0015-5691 (Linking),108,3,1996 Sep,[Therapeutic application of cytokines and future prospect of the drug design].,169-71,,"['Fujii, Y', 'Ono, T']","['Fujii Y', 'Ono T']",,['jpn'],"['Journal Article', 'Review']",Japan,Nihon Yakurigaku Zasshi,Nihon yakurigaku zasshi. Folia pharmacologica Japonica,0420550,['0 (Cytokines)'],IM,"['Animals', 'Arthritis, Rheumatoid/drug therapy', 'Brain Neoplasms/drug therapy', 'Clinical Trials as Topic', '*Cytokines/therapeutic use', '*Drug Design', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy']",1996/09/01 00:00,1996/09/01 00:01,['1996/09/01 00:00'],"['1996/09/01 00:00 [pubmed]', '1996/09/01 00:01 [medline]', '1996/09/01 00:00 [entrez]']",,ppublish,Nihon Yakurigaku Zasshi. 1996 Sep;108(3):169-71.,,2,,,,,,,,,,,,,,
