PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,TT,PL,TA,JT,JID,SB,EIN,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,CON,CIN,AID,PMC,CI,GR,RF,SI,CN,CRI,OID,OAB,OABL,OTO,OT,GN,LID,PS,FPS
10329183,NLM,MEDLINE,19990625,20201209,0022-2836 (Print) 0022-2836 (Linking),288,5,1999 May 21,Structural studies of the RNA pseudoknot required for readthrough of the gag-termination codon of murine leukemia virus.,837-52,"Retroviruses, such as murine leukemia virus (MuLV), whose gag and pol genes are in the same reading frame but separated by a UAG stop codon, require that 5-10 % of ribosomes decode the UAG as an amino acid and continue translation to synthesize the Gag-Pol fusion polyprotein. A specific pseudoknot located eight nucleotides 3' of the UAG is required for this redefinition of the UAG stop codon. The structural probing and mutagenic analyses presented here provide evidence that loop I of the pseudoknot is one nucleotide, stem II has seven base-pairs, and the nucleotides 3' of stem II are important for function. Stem II is more resistant to single-strand-specific probes than stem I. Sequences upstream of the UAG codon allow formation of two competing structures, a stem-loop and the pseudoknot.","['Alam, S L', 'Wills, N M', 'Ingram, J A', 'Atkins, J F', 'Gesteland, R F']","['Alam SL', 'Wills NM', 'Ingram JA', 'Atkins JF', 'Gesteland RF']","['University of Utah, 15 N. 2030 E. Room 6160, Salt Lake City, UT, 84112-5330, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,England,J Mol Biol,Journal of molecular biology,2985088R,IM,,"['Aldehydes/pharmacology', 'Antiviral Agents/pharmacology', 'Butanones', '*Codon', 'Dose-Response Relationship, Drug', 'Gene Products, gag/*genetics', 'Leukemia Virus, Murine/*genetics', 'Models, Genetic', 'Mutagenesis', 'Nucleic Acid Conformation', '*Protein Biosynthesis', 'RNA/*chemistry/physiology']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,J Mol Biol. 1999 May 21;288(5):837-52. doi: 10.1006/jmbi.1999.2713.,"['0 (Aldehydes)', '0 (Antiviral Agents)', '0 (Butanones)', '0 (Codon)', '0 (Gene Products, gag)', '63231-63-0 (RNA)', 'E00MDP82S4 (kethoxal)']",,,"['S0022-2836(99)92713-4 [pii]', '10.1006/jmbi.1999.2713 [doi]']",,['Copyright 1998 Academic Press.'],"['GM19271-01/GM/NIGMS NIH HHS/United States', 'GM48152/GM/NIGMS NIH HHS/United States']",,,,,,,,,,,,,
10328959,NLM,MEDLINE,19990609,20131121,0014-4827 (Print) 0014-4827 (Linking),249,1,1999 May 25,Killing of T lymphocytes by synthetic ceramide is by a nonapoptotic mechanism and is abrogated following mitogenic activation.,116-22,"Ceramide induces apoptosis in leukemia cell lines and has been proposed as a potential therapeutic agent in malignancies refractory to conventional treatment. Here we show that synthetic N-acetyl-d-erythro-sphingosine (C2 ceramide) kills normal human T lymphocytes by a caspase-independent nonapoptotic mechanism. By contrast, T cells were induced to caspase-dependent apoptosis by okadaic acid. Furthermore, C2 ceramide treatment of the Jurkat leukemia cell line induced killing by apoptosis. Activation of T lymphocytes by phytohemagglutinin abrogated killing by C2 ceramide. The data here suggest that ceramide triggers caspase-dependent apoptosis in leukemia cells lines, but activates caspase-independent nonapoptotic killing of resting T lymphocytes which is abrogated following mitogenic activation.","['Mengubas, K', 'Fahey, A A', 'Lewin, J', 'Mehta, A B', 'Hoffbrand, A V', 'Wickremasinghe, R G']","['Mengubas K', 'Fahey AA', 'Lewin J', 'Mehta AB', 'Hoffbrand AV', 'Wickremasinghe RG']","['Department of Haematology, Royal Free and University College Medical School, Rowland Hill Street, London, NW3 2PF, United Kingdom.']",['eng'],"['Comparative Study', 'Journal Article']",,United States,Exp Cell Res,Experimental cell research,0373226,IM,,"['Amino Acid Chloromethyl Ketones/pharmacology', 'Apoptosis/drug effects', 'Caspases/metabolism', 'Cell Death', 'Cells, Cultured', 'Cysteine Proteinase Inhibitors/pharmacology', 'Enzyme Activation/drug effects', 'Humans', 'Jurkat Cells/drug effects', 'Lymphocyte Activation/drug effects', 'Mitogens/pharmacology', 'Neoplastic Stem Cells/drug effects/pathology', 'Okadaic Acid/pharmacology', 'Phytohemagglutinins/pharmacology', 'Sphingosine/*analogs & derivatives/chemical synthesis/pharmacology', 'T-Lymphocytes/*drug effects']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,Exp Cell Res. 1999 May 25;249(1):116-22. doi: 10.1006/excr.1999.4474.,"['0 (Amino Acid Chloromethyl Ketones)', '0 (Cysteine Proteinase Inhibitors)', '0 (Mitogens)', '0 (N-acetylsphingosine)', '0 (Phytohemagglutinins)', '0 (benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone)', '1W21G5Q4N2 (Okadaic Acid)', 'EC 3.4.22.- (Caspases)', 'NGZ37HRE42 (Sphingosine)']",,,"['S0014-4827(99)94474-9 [pii]', '10.1006/excr.1999.4474 [doi]']",,['Copyright 1999 Academic Press.'],,,,,,,,,,,,,,
10328944,NLM,MEDLINE,19990603,20081121,0014-4886 (Print) 0014-4886 (Linking),156,2,1999 Apr,Imaging cells in the developing nervous system with retrovirus expressing modified green fluorescent protein.,394-406,"To visualize the movements of cells and their processes in developing vertebrates, we constructed replication-incompetent retroviral vectors encoding green fluorescent protein (GFP) that can be detected as a single integrated copy per cell. To optimize GFP expression, the CMV enhancer and avian beta-actin promoter were incorporated within a retrovirus construct to drive transcription of redshifted (F64L, S65T) and codon-modified GFP (EGFP), EGFP tagged with GAP-43 sequences targeting the GFP to the cell membrane, or EGFP with additional mutations that increase its ability to fold properly at 37 degrees C (S147P or V163A, S175G). We have used these viruses to efficiently mark and follow the developmental progression of a large population of cells in rat neocortex and whole avian embryos. In the chick embryo, the migration and development of GFP-marked neural crest cells were monitored using time-lapse videomicroscopy. In the neocortex, GFP clearly delineates the morphology of a variety of neuronal and glial phenotypes. Cells expressing GFP display normal dendritic morphologies, and infected cells persist into adulthood. Cortical neurons appear to form normal local axonal and long-distance projections, suggesting that the presence of cytoplasmic or GAP-43-tagged GFP does not significantly interfere with normal development.","['Okada, A', 'Lansford, R', 'Weimann, J M', 'Fraser, S E', 'McConnell, S K']","['Okada A', 'Lansford R', 'Weimann JM', 'Fraser SE', 'McConnell SK']","['Department of Biological Sciences, Stanford University, Stanford, California, 94305, USA. amio@leland.stanford.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Exp Neurol,Experimental neurology,0370712,IM,,"['Actins/genetics', 'Animals', 'Axons/ultrastructure', 'Cell Lineage', 'Cerebral Cortex/cytology/*embryology', 'Cytomegalovirus/genetics', 'Dendrites/ultrastructure', 'Enhancer Elements, Genetic', 'GAP-43 Protein/genetics', '*Genes, Reporter', 'Genetic Vectors/*genetics', 'Green Fluorescent Proteins', 'Luminescent Proteins/*analysis/biosynthesis/genetics', 'Membrane Proteins/analysis/genetics', 'Microscopy, Video', 'Moloney murine leukemia virus/*genetics', 'Neural Crest/*cytology', 'Neurons/cytology', 'Promoter Regions, Genetic', 'Rats', 'Recombinant Fusion Proteins/analysis/biosynthesis', 'Terminal Repeat Sequences', 'Vesicular stomatitis Indiana virus/*physiology']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,Exp Neurol. 1999 Apr;156(2):394-406. doi: 10.1006/exnr.1999.7033.,"['0 (Actins)', '0 (GAP-43 Protein)', '0 (Luminescent Proteins)', '0 (Membrane Proteins)', '0 (Recombinant Fusion Proteins)', '147336-22-9 (Green Fluorescent Proteins)']",,,"['S0014-4886(99)97033-4 [pii]', '10.1006/exnr.1999.7033 [doi]']",,['Copyright 1999 Academic Press.'],"['EY08411/EY/NEI NIH HHS/United States', 'MH49176/MH/NIMH NIH HHS/United States', 'NS12151/NS/NINDS NIH HHS/United States', 'etc.']",,,,,,,,,,,,,
10328867,NLM,MEDLINE,19990621,20061115,1043-4666 (Print) 1043-4666 (Linking),11,4,1999 Apr,Presence of leukaemia inhibitory factor (LIF) and LIF-receptor chain (gp190) in osteoclast-like cells cultured from human giant cell tumour of bone. Ultrastructural distribution.,282-9,"The behaviour of multinucleated giant cells (MNC) obtained from a giant cell tumour of the tibia and cultured on glass coverslips or on devitalized dentin slices was investigated using light and electron microscopy. Cells were studied in the presence or absence of LIF a cytokine known to be involved in bone turnover and to act as a growth factor in some solid tumours. The direct effect of LIF on MNC was examined by a post-embedding colloidal gold immunocytochemistry process using human anti-LIF and anti-LIF-receptor (chain gp190) antibodies. After 7 days of culture, the MNC obtained displayed osteoclast immunocytochemical features. Moreover, these MNC were able to resorb large amounts of dentin and presented typical features of active osteoclasts. Immunolocalization of LIF and LIF-receptor revealed the presence of this cytokine and its receptor within the cytoplasm and nucleus of active resorbing MNC. LIF upmodulated MNC number and nucleation but decreased their ability to resorb dentin. The present study suggests that MNC obtained from human GCT, currently considered as osteoclast-like cells, are targets for LIF and may be a source of LIF production in this pathological condition.","['Gouin, F', 'Couillaud, S', 'Cottrel, M', 'Godard, A', 'Passuti, N', 'Heymann, D']","['Gouin F', 'Couillaud S', 'Cottrel M', 'Godard A', 'Passuti N', 'Heymann D']","['Faculte de Chirurgie Dentaire, Centre de Recherche Interdisciplinaire sur les Tissus Calcifies et les Biomateriaux, UPRES EA 2159, 1 Pl. Alexis Ricordeau, Nantes Cedex 01, 44042, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Cytokine,Cytokine,9005353,IM,,"['Bone Neoplasms/*metabolism/*ultrastructure', 'Bone Resorption/pathology', 'Giant Cell Tumor of Bone/*metabolism/*ultrastructure', 'Growth Inhibitors/*metabolism/pharmacology', 'Humans', 'Immunohistochemistry', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Leukemia Inhibitory Factor Receptor alpha Subunit', 'Lymphokines/*metabolism/pharmacology', 'Microscopy, Immunoelectron', 'Osteoclasts/drug effects/*metabolism/*ultrastructure', 'Receptors, Cytokine/*metabolism', 'Receptors, OSM-LIF', 'Tumor Cells, Cultured']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,Cytokine. 1999 Apr;11(4):282-9. doi: 10.1006/cyto.1998.0429.,"['0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (LIFR protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Leukemia Inhibitory Factor Receptor alpha Subunit)', '0 (Lymphokines)', '0 (Receptors, Cytokine)', '0 (Receptors, OSM-LIF)']",,,"['S1043-4666(98)90429-X [pii]', '10.1006/cyto.1998.0429 [doi]']",,['Copyright 1999 Academic Press.'],,,,,,,,,,,,,,
10328773,NLM,MEDLINE,19990721,20211203,0003-2697 (Print) 0003-2697 (Linking),270,1,1999 May 15,Radiolabeled cholesterol as a reporter for assessing one-electron turnover of lipid hydroperoxides.,123-32,"A novel approach for assessing the peroxidative chain initiation potency of lipid hydroperoxides has been developed, which involves use of 14C-labeled cholesterol (Ch) as a ""reporter"" lipid. Unilamellar liposomes containing 1-palmitoyl-2-oleoyl-phosphatidylcholine, [14C]Ch, and 3beta-hydroxy-5alpha-cholest-6-ene-5-hydroperoxide (5alpha-OOH) or 3beta-hydroxycholest-5-ene-7alpha-hydroperoxide (7alpha-OOH) [100:75:5, mol/mol] were used as a test system. Liposomes incubated in the presence of ascorbate and a lipophilic iron complex were analyzed for radiolabeled oxidation products/intermediates (ChOX) by means of silica gel high-performance thin layer chromatography with phosphorimaging detection. The following ChOX were detected and quantified: 7alpha-OOH, 7beta-OOH, 7alpha-OH, 7beta-OH, and 5, 6-epoxide. Total ChOX yield increased in essentially the same time- and [iron]-dependent fashion for initiating 5alpha-OOH and 7alpha-OOH. The initial rate of [14C]7alphabeta-OH formation was greatly diminished when GSH and ebselen (a selenoperoxidase mimetic) were present, consistent with the attenuation of one-electron peroxide turnover. [14C]Ch-labeled L1210 cells also accumulated ChOX when incubated with 5alpha-OOH-containing liposomes. The rate of accumulation was substantially greater for Se-deficient than Se-sufficient cells, indicating that peroxide-induced chain reactions were modulated by selenoperoxidase action. These results illustrate the advantages of the new approach for highly sensitive in situ monitoring of cellular peroxidative damage.","['Korytowski, W', 'Wrona, M', 'Girotti, A W']","['Korytowski W', 'Wrona M', 'Girotti AW']","['Department of Biochemistry, Medical College of Wisconsin, Milwaukee, Wisconsin 53226, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Anal Biochem,Analytical biochemistry,0370535,IM,,"['Animals', 'Azoles/metabolism', 'Biosensing Techniques', 'Cholesterol/*metabolism', 'Chromatography, High Pressure Liquid/methods', 'Electron Transport', 'Free Radicals', 'Iron/metabolism', 'Isoindoles', 'Leukemia L1210/metabolism', 'Lipid Peroxides/*metabolism', 'Liposomes', 'Mice', 'Organoselenium Compounds/metabolism', 'Tumor Cells, Cultured']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,Anal Biochem. 1999 May 15;270(1):123-32. doi: 10.1006/abio.1999.4070.,"['0 (Azoles)', '0 (Free Radicals)', '0 (Isoindoles)', '0 (Lipid Peroxides)', '0 (Liposomes)', '0 (Organoselenium Compounds)', '40X2P7DPGH (ebselen)', '97C5T2UQ7J (Cholesterol)', 'E1UOL152H7 (Iron)']",,,"['S0003-2697(99)94070-8 [pii]', '10.1006/abio.1999.4070 [doi]']",,['Copyright 1999 Academic Press.'],"['CA70823/CA/NCI NIH HHS/United States', 'CA72630/CA/NCI NIH HHS/United States', 'TW00424/TW/FIC NIH HHS/United States']",,,,,,,,,,,,,
10328705,NLM,MEDLINE,19990512,20061115,0028-4793 (Print) 0028-4793 (Linking),340,18,1999 May 6,Treatment of acute myeloid leukemia.,1437-9,,"['Woods, W G', 'Sanders, J E', 'Neudorf, S']","['Woods WG', 'Sanders JE', 'Neudorf S']",,['eng'],"['Comment', 'Comparative Study', 'Letter']",,United States,N Engl J Med,The New England journal of medicine,0255562,IM,,"['Adolescent', '*Bone Marrow Transplantation', 'Child', 'Disease-Free Survival', 'Humans', 'Leukemia, Myeloid/drug therapy/mortality/*therapy', 'Remission Induction', 'Transplantation, Autologous', 'Transplantation, Homologous']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,N Engl J Med. 1999 May 6;340(18):1437-9.,,['N Engl J Med. 1998 Dec 3;339(23):1698-700. PMID: 9834309'],,,,,,,,,,,,,,,,,,
10328704,NLM,MEDLINE,19990512,20131121,0028-4793 (Print) 0028-4793 (Linking),340,18,1999 May 6,Treatment of acute myeloid leukemia.,1437; author reply 1438,,"['Gorin, N C', 'Labopin, M']","['Gorin NC', 'Labopin M']",,['eng'],"['Comment', 'Letter']",,United States,N Engl J Med,The New England journal of medicine,0255562,IM,,"['Antimetabolites, Antineoplastic/therapeutic use', '*Bone Marrow Transplantation', 'Cytarabine/therapeutic use', 'Disease-Free Survival', 'Humans', 'Leukemia, Myeloid/drug therapy/genetics/*therapy', 'Patient Compliance', 'Prognosis', 'Remission Induction', 'Research Design']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,N Engl J Med. 1999 May 6;340(18):1437; author reply 1438.,"['0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)']",['N Engl J Med. 1998 Dec 3;339(23):1649-56. PMID: 9834301'],,,,,,,,,,,,,,,,,,
10328703,NLM,MEDLINE,19990512,20131121,0028-4793 (Print) 0028-4793 (Linking),340,18,1999 May 6,Treatment of acute myeloid leukemia.,1436-7; author reply 1438,,"['Suzuki, R', 'Seto, M', 'Morishima, Y']","['Suzuki R', 'Seto M', 'Morishima Y']",,['eng'],"['Comment', 'Letter']",,United States,N Engl J Med,The New England journal of medicine,0255562,IM,,"['Antimetabolites, Antineoplastic/therapeutic use', '*Bone Marrow Transplantation', 'Cytarabine/therapeutic use', 'Disease-Free Survival', 'Humans', 'Leukemia, Myeloid/drug therapy/mortality/*therapy', 'Remission Induction', 'Transplantation Conditioning']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,N Engl J Med. 1999 May 6;340(18):1436-7; author reply 1438.,"['0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)']",['N Engl J Med. 1998 Dec 3;339(23):1649-56. PMID: 9834301'],,,,,,,,,,,,,,,,,,
10328702,NLM,MEDLINE,19990512,20151119,0028-4793 (Print) 0028-4793 (Linking),340,18,1999 May 6,Treatment of acute myeloid leukemia.,1436; author reply 1438,,"['Perez-Calvo, J', 'Brugarolas, A']","['Perez-Calvo J', 'Brugarolas A']",,['eng'],"['Comment', 'Letter']",,United States,N Engl J Med,The New England journal of medicine,0255562,IM,,"['*Bone Marrow Transplantation', 'Cyclophosphamide/analogs & derivatives/therapeutic use', 'Disease-Free Survival', 'Humans', 'Leukemia, Myeloid/mortality/*therapy', '*Transplantation Conditioning', 'Transplantation, Autologous']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,N Engl J Med. 1999 May 6;340(18):1436; author reply 1438.,"['8N3DW7272P (Cyclophosphamide)', 'U880A4FUDA (perfosfamide)']",['N Engl J Med. 1998 Dec 3;339(23):1649-56. PMID: 9834301'],,,,,,,,,,,,,,,,,,
10328701,NLM,MEDLINE,19990512,20061115,0028-4793 (Print) 0028-4793 (Linking),340,18,1999 May 6,Treatment of acute myeloid leukemia.,1436; author reply 1438,,"['Kanda, Y', 'Miwa, A', 'Togawa, A']","['Kanda Y', 'Miwa A', 'Togawa A']",,['eng'],"['Comment', 'Comparative Study', 'Letter']",,United States,N Engl J Med,The New England journal of medicine,0255562,IM,,"['*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myeloid/*drug therapy/*therapy', 'Prognosis', 'Remission Induction', 'Treatment Failure']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,N Engl J Med. 1999 May 6;340(18):1436; author reply 1438. doi: 10.1056/NEJM199905063401813.,,['N Engl J Med. 1998 Dec 3;339(23):1649-56. PMID: 9834301'],,['10.1056/NEJM199905063401813 [doi]'],,,,,,,,,,,,,,,,
10328571,NLM,MEDLINE,19990629,20201126,0918-6158 (Print) 0918-6158 (Linking),22,4,1999 Apr,"Modification by heme oxygenase inhibitor, tin protoporphyrin, of cellular differentiation of human myeloid leukemia K562 cell line.",439-40,"Human myeloid leukemia K562 cells can be induced to differentiate to mature cells bidirectionally, i.e., hemin induces erythroid differentiation, while 12-O-tetradecanoylphorbol 13-acetate (TPA) induces differentiation to monocytes. TPA is also a potent inducer of heme oxygenase (HO), which catabolizes heme to biliverdin. We show here that TPA suppresses hemin-induced erythroid differentiation of K562 cells, while retinoids augment it. Further, an HO inhibitor, tin protoporphyrin (SnPP), suppresses TPA-induced K562 cell differentiation to monocytes. It was also found that co-treatment of K562 cells with SnPP and TPA induces erythroid differentiation of K562 cells, though SnPP alone or TPA alone does not induce erythroid differentiation, suggesting a role of HO in the directional switch of differentiation.","['Koiso, Y', 'Fujimoto, Y', 'Matsumura, D', 'Nakajima, O', 'Hashimoto, Y']","['Koiso Y', 'Fujimoto Y', 'Matsumura D', 'Nakajima O', 'Hashimoto Y']","['Institute of Molecular and Cellular Biosciences, The University of Tokyo, Japan.']",['eng'],['Journal Article'],,Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,IM,,"['Cell Differentiation/*drug effects', 'Enzyme Inhibitors/*pharmacology', 'Heme Oxygenase (Decyclizing)/*antagonists & inhibitors', 'Humans', 'K562 Cells', 'Metalloporphyrins/*pharmacology', 'Protoporphyrins/*pharmacology', 'Tetradecanoylphorbol Acetate/pharmacology']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,Biol Pharm Bull. 1999 Apr;22(4):439-40. doi: 10.1248/bpb.22.439.,"['0 (Enzyme Inhibitors)', '0 (Metalloporphyrins)', '0 (Protoporphyrins)', 'DIO3JT9G2P (tin protoporphyrin IX)', 'EC 1.14.14.18 (Heme Oxygenase (Decyclizing))', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,['10.1248/bpb.22.439 [doi]'],,,,,,,,,,,,,,,,
10328557,NLM,MEDLINE,19990629,20190719,0918-6158 (Print) 0918-6158 (Linking),22,4,1999 Apr,Hot water extract of bark of Nikko maple (Acer nikoense) induces apoptosis in leukemia cells.,378-81,"In screening for antitumor constituents in traditional crude drugs, we used three cultured cell lines: mouse leukemia P388 cells, doxorubicin-resistant P388 cells and leczyme (catalytic lectin)-resistant P388 cells. The hot water extract (HWE) of the bark of Nikko maple (Acer nikoense) showed concentration-dependent inhibitory effects on the growth of these three cell lines. DNA fragmentation and morphological changes, accompanied by condensed and fragmented nuclei, were observed in the leukemia cell lines cultured with HWE of the bark of Nikko maple. Treatment with this HWE increased the expression of sialylated glycoconjugates on the apoptotic cells. These results suggest that HWE induces cell death via apoptosis in vitro.","['Nitta, K', 'Ogawa, Y', 'Negishi, F', 'Takahashi, T', 'Ito, A', 'Hosono, M', 'Takayanagi, Y']","['Nitta K', 'Ogawa Y', 'Negishi F', 'Takahashi T', 'Ito A', 'Hosono M', 'Takayanagi Y']","['Cancer Research Institute, Tohoku College of Pharmaceutical Sciences, Sendai, Japan.']",['eng'],['Journal Article'],,Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,IM,,"['Animals', 'Antineoplastic Agents, Phytogenic/*pharmacology', 'Apoptosis/*drug effects', 'Drug Screening Assays, Antitumor', 'Flow Cytometry', 'Glycoconjugates/metabolism', 'Hot Temperature', 'Leukemia P388/metabolism/*pathology', 'Mice', 'N-Acetylneuraminic Acid/metabolism', 'Plant Extracts/*pharmacology', 'Trees/*chemistry', 'Tumor Cells, Cultured', 'Up-Regulation/drug effects', 'Water/chemistry']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,Biol Pharm Bull. 1999 Apr;22(4):378-81. doi: 10.1248/bpb.22.378.,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Glycoconjugates)', '0 (Plant Extracts)', '059QF0KO0R (Water)', 'GZP2782OP0 (N-Acetylneuraminic Acid)']",,,['10.1248/bpb.22.378 [doi]'],,,,,,,,,,,,,,,,
10328552,NLM,MEDLINE,19990629,20201215,0918-6158 (Print) 0918-6158 (Linking),22,4,1999 Apr,Human mannose-binding lectin preferentially binds to human colon adenocarcinoma cell lines expressing high amount of Lewis A and Lewis B antigens.,347-52,"The binding of human mannose-binding lectin (MBL) to human colon adenocarcinoma cell lines and leukemia cell lines was analyzed by flow cytometry using specific antibodies against MBL. MBL binding was observed in 3 of 7 colon adenocarcinoma cell lines (Colo205, Colo201 and DLD-1), but not in any of 3 leukemia cell lines tested. The binding of MBL to these cell lines was sugar-specific and calcium-dependent, since it was almost completely inhibited in the presence of 10 mM EDTA or 50 mM mannose. The MBL binding to Colo205 cells was more strongly reduced by the pretreatment of the cells with an O-linked glycosylation inhibitor, benzyl-2-acetamide-2-deoxy-alpha-galactopyranoside (Bz-alpha-GalNAc), rather than an N-linked glycosylation inhibitor, tunicamycin. The degree of MBL binding was well correlated with the expression of Lewis A and Lewis B antigens on these cell lines. Moreover, MBL binding to Colo205 cells was inhibited by anti-Lewis A and anti-Lewis B antibodies. These results suggest that MBL could bind to some human colon adenocarcinoma cell lines through their Lewis A and Lewis B moieties.","['Muto, S', 'Sakuma, K', 'Taniguchi, A', 'Matsumoto, K']","['Muto S', 'Sakuma K', 'Taniguchi A', 'Matsumoto K']","['Department of Clinical Chemistry, School of Pharmaceutical Sciences, Toho University, Funabashi, Chiba, Japan.']",['eng'],['Journal Article'],,Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,IM,,"['Adenocarcinoma/immunology/*metabolism/pathology', 'Antigens, Neoplasm/immunology/*metabolism', 'Antigens, Surface/metabolism', 'Base Sequence', 'Carrier Proteins/*metabolism', 'Collectins', 'Colonic Neoplasms/immunology/*metabolism/pathology', 'DNA Primers', 'Glycosylation', 'Humans', 'Lectins/*metabolism', 'Lewis Blood Group Antigens/*immunology', 'Protein Binding', 'Tumor Cells, Cultured']",1999/05/18 00:00,1999/05/18 00:01,['1999/05/18 00:00'],"['1999/05/18 00:00 [pubmed]', '1999/05/18 00:01 [medline]', '1999/05/18 00:00 [entrez]']",ppublish,Biol Pharm Bull. 1999 Apr;22(4):347-52. doi: 10.1248/bpb.22.347.,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Carrier Proteins)', '0 (Collectins)', '0 (DNA Primers)', '0 (Lectins)', '0 (Lewis Blood Group Antigens)']",,,['10.1248/bpb.22.347 [doi]'],,,,,,,,,,,,,,,,
