PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,RN,GR,SI,TT,CON,EIN,CIN,PMC,ROF,MID,LID,CRI
9031090,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Nuclear NF-ATp is a hallmark of unstimulated B cells from B-CLL patients.,583-92,"['Schuh, K', 'Avots, A', 'Tony, H P', 'Serfling, E', 'Kneitz, C']","['Schuh K', 'Avots A', 'Tony HP', 'Serfling E', 'Kneitz C']","['Institute of Pathology, University of Wurzburg, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['B-Lymphocytes/*chemistry', 'Calcium/physiology', 'DNA-Binding Proteins/*blood', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*blood', 'Lymphocyte Activation/*physiology', 'NF-kappa B/blood', 'NFATC Transcription Factors', 'Neoplasm Proteins/*blood', 'Nuclear Proteins/*blood', 'Signal Transduction/physiology', 'Transcription Factors/*blood']",,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054868 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):583-92. doi: 10.3109/10428199609054868.,"B lymphocytes from the peripheral blood of patients with chronic lymphocytic leukaemia (CLL) were analysed for the nuclear presence and DNA binding of a panel of transcription factors which are involved in the gene control of lymphoid cells. The following transcription factors were studied: the Octamer factors Oct-1 and Oct-2, members of the AP-1 factor family, NF-AT factors, in particular NF-ATp, and members of the Rel/NF-kB family. We show that the constitutive nuclear translocation of NF-ATp, a member of the growing family of NF-AT factors, is a hallmark of nonstimulated B cells from CLL patients that distinguishes B-CLL cells from 'normal' B lymphocytes. Constitutive nuclear appearance was also observed for NF-kB2/p52. Constitutive binding of further factor proteins to DNA, such as JunD, c-Fos and FosB, was detected in several patients whereas the localisation and DNA binding of other factors such as c-Jun, RelA/p65 and c-Rel was unaltered. It is remarkable that in B-CLL cells the nuclear appearance and DNA binding of specific transcription factors is dramatically affected whereas other members of the same factor family remained unaltered in these leukemic cells. It remains to be shown which molecular events lead to the specific 'pre-activation', i.e. constitutive nuclear translocation and DNA binding, of these members of NF-AT, NF-kB and AP-1 factor families.","['0 (DNA-Binding Proteins)', '0 (NF-kappa B)', '0 (NFATC Transcription Factors)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Transcription Factors)', 'SY7Q814VUP (Calcium)']",,,,,,,,,,,
9031089,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Adult lymphoblastic lymphoma: clinical features and prognostic factors in 53 patients.,577-82,"['Zinzani, P L', 'Bendandi, M', 'Visani, G', 'Gherlinzoni, F', 'Frezza, G', 'Merla, E', 'Manfroi, S', 'Gozzetti, A', 'Tura, S']","['Zinzani PL', 'Bendandi M', 'Visani G', 'Gherlinzoni F', 'Frezza G', 'Merla E', 'Manfroi S', 'Gozzetti A', 'Tura S']","['Institute of Hematology Seragnoli, Policilnico S. Orsola, Blogna, Italy.']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Female', 'Humans', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/*mortality/pathology', 'Prognosis', 'Retrospective Studies', 'Risk Factors', 'Treatment Outcome']",,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054867 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):577-82. doi: 10.3109/10428199609054867.,"Lymphoblastic lymphoma (LBL) in adult patients is recognized as a particular entity in the high-grade non-Hodgkin's lymphoma (HG-NHL) group with characteristic clinical and prognostic features. Initially, polychemotherapy normally used in HG-NHL failed to produce long-term relapse-free survival because of progression disease in the CNS and in the bone marrow. Subsequently, the intensification of therapy using multimodality aggressive acute lymphoblastic leukemia (ALL) treatments led to an increase in long-term relapse-free survival. We analyzed retrospectively 53 adult patients with LBL according to the Kiel classification and the criteria by Nathwani et al. Therapeutic modifications depended upon the different times of diagnosis. Twenty-one patients received the modified L17 regimen, 13 patients were treated with the L0288 regimen, and 19 patients were submitted to the L20 protocol. There was no significant differences in CR rates among the three protocols: 48% vs 54% vs 63%, respectively. Nineteen of 29 patients who achieved CR were alive and relapse-free at a median follow-up of 84 months. Ten of the CR patients underwent autologous bone marrow transplantation (ABMT) to consolidate the first response and 7 of them are alive and relapse-free. Early stage of disease, age < 30 years, low LDH levels, the absence of leukemic phase at diagnosis, and, in particular the attainment of CR were all features of patients with good prognosis. Our study confirms the role of intensive polychemotherapeutic regimens including CNS prophylaxis, the significance of a score model of prognostic factors, and of the role of ABMT (or allogeneic bone marrow transplantation) in the treatment of adult LBL.",,,,,,,,,,,,
9031088,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,"Multifactorial drug-resistance phenomenon in acute leukemias: impact of P170-MDR1, LRP56 protein, glutathione-transferases and metallothionein systems on clinical outcome.",567-76,"['Goasguen, J E', 'Lamy, T', 'Bergeron, C', 'Ly Sunaram, B', 'Mordelet, E', 'Gorre, G', 'Dossot, J M', 'Le Gall, E', 'Grosbois, B', 'Le Prise, P Y', 'Fauchet, R']","['Goasguen JE', 'Lamy T', 'Bergeron C', 'Ly Sunaram B', 'Mordelet E', 'Gorre G', 'Dossot JM', 'Le Gall E', 'Grosbois B', 'Le Prise PY', 'Fauchet R']","[""University of Rennes, Laboratoire d'Hematologie et d'Immunologie, France.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/*analysis', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', '*Drug Resistance, Multiple', 'Drug Resistance, Neoplasm', 'Female', 'Glutathione Transferase/*analysis', 'Humans', 'Infant', 'Isoenzymes/*analysis', 'Leukemia, Myeloid, Acute/*drug therapy/*metabolism', 'Male', 'Metallothionein/*analysis', 'Middle Aged', 'Neoplasm Proteins/*analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*metabolism', '*Vault Ribonucleoprotein Particles']",,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054866 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):567-76. doi: 10.3109/10428199609054866.,"The multidrug resistance phenomenon can be observed in cases which do not express the P170 protein and these cases are suspected as having activated different resistance phenomena. Four phenomena were studied at the time of diagnosis in a series of 35 lymphoblastic and 25 myeloblastic acute (de novo) leukemias, by an immunocytochemical method. Two energetic drug transport processes were investigated: the classical MDR/P170 and the P110/LRP56 proteins, and two physiological detoxifying activities such as the glutathione transferases (GST alpha, mu, pi) and the metallothioneins (Mts). The results demonstrate that these phenomena are independent but their synergic activity can increase their impact on the outcome. P110/LRP56 positive cases demonstrated 48.8% complete remission (CR) rate compared to 71.4% for negative tests. When P170 and P110 were both positive or negative, the CR rates were 27.3% and 81.8% respectively (p = 0.0120), and survival curves were also different (p = 0.030). The CR rate in AML or ALL is weakly affected by GST pi, alpha or mu but relapses are more frequently observed for Positive-GST pi ALL (p = 0.0658). Patients with both P170 and GST pi positive reactions had a 53.3% CR rate compared to 78.9% for both negative reactions. Survival curves for these two groups were different. The CR rate in AMl was 100% for Mts positive and 43.7% for negative cases (p = 0.050), however the median survival was totally different for these two groups (p = 0.046). CR rates were 26.6% for patients who were P170 positive and Mts negative compared to 100% for P170 negative and Mts positive (p = 0.038) patients. Survival curves were also different (p = 0.0510). We conclude that these four mechanisms induce an independent drug resistance but their synergic action increase their impact on the outcome. The metallothioneins seem to have a major impact on the drug resistance phenomenon and its effect should be investigated with high priority, in the light of these results.","['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Isoenzymes)', '0 (Neoplasm Proteins)', '0 (Vault Ribonucleoprotein Particles)', '0 (major vault protein)', '9038-94-2 (Metallothionein)', 'EC 2.5.1.18 (Glutathione Transferase)']",,,,,,,,,,,
9031087,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Clinical and laboratory features of adult T-cell leukaemia lymphoma in Barbados.,561-5,"['Deardren, C', 'Corbin, D', 'Prussia, P', 'Williams, E', 'Hanshard, B', 'Matutes, E', 'Catovsky, D']","['Deardren C', 'Corbin D', 'Prussia P', 'Williams E', 'Hanshard B', 'Matutes E', 'Catovsky D']","['Department of Medicine, Queen Elizabeth Hospital, St Michael, Barbados.']",['eng'],['Journal Article'],United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Barbados', 'Female', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/immunology/*pathology/therapy', 'Male', 'Middle Aged', 'Prognosis', 'Prospective Studies']",,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054865 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):561-5. doi: 10.3109/10428199609054865.,"We describe the clinical and pathological features of 23 Afro-Caribbean patients with adult T-cell leukaemia/lymphoma admitted to the Queen Elizabeth Hospital, Barbados over a 5 year period. There were 9 males and 14 females, with a median age of 38 years (range 14-84). Twelve had acute leukaemia, 10 lymphoma (including 4 with solitary extra nodal lesions) and 1 smouldering subtype. Two patients had a past history of tropical spastic paraparesis/HTLV I associated myelopathy (TSP/HAM). The prognosis was poor, with only 3 complete responses to chemotherapy (CHOP) lasting from 9 to 36 months. We conclude that ATLL in Barbados is similar to the disease in the other Caribbean islands and Japan, except that in Barbados the age of onset is over a decade younger than in Japan.",,,,,,,,,,,,
9031085,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Expression of erythroid-specific genes in megakaryoblastic disorders.,545-50,"['Ito, E', 'Kasai, M', 'Toki, T', 'Arai, K', 'Yokoyama, M']","['Ito E', 'Kasai M', 'Toki T', 'Arai K', 'Yokoyama M']","['Department of Pediatrics, Hirosaki University School of Medicine, Japan.']",['eng'],"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['DNA-Binding Proteins/*biosynthesis/genetics', 'Down Syndrome/*complications/genetics', 'Erythroid Precursor Cells/*metabolism/physiology', 'Erythroid-Specific DNA-Binding Factors', 'GATA1 Transcription Factor', 'GATA2 Transcription Factor', 'Gene Expression', 'Humans', 'Leukemia, Megakaryoblastic, Acute/genetics/*metabolism/pathology', 'Sensitivity and Specificity', 'Transcription Factors/*biosynthesis/genetics', 'gamma-Globulins/*biosynthesis/genetics']",55,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054863 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):545-50. doi: 10.3109/10428199609054863.,"Currently available data indicate that erythroid and megakaryocytic differentiation pathways are closely related to each other, and there may exist progenitor cells common to those two lineages may exist. Acute megakaryoblastic leukemia (AML-M7) and transient myeloproliferative disorder in Down's syndrome (TMD) are characterized by rapid growth of abnormal blast cells which express megakaryocytic markers. These blast cells express lineage-specific transcription factors such as GATA-1 common to these lineages and frequently express erythroid-specific mRNAs such as gamma-globin and erythroid delta-aminolevulinate synthase (ALAS-E), indicating that most of the blasts in M7 and TMD cases have erythroid and megakaryocytic phenotypes. These results suggest that blasts in M7 and TMD may correspond to progenitors of both erythroid and megakaryocytic lineages.","['0 (DNA-Binding Proteins)', '0 (Erythroid-Specific DNA-Binding Factors)', '0 (GATA1 Transcription Factor)', '0 (GATA1 protein, human)', '0 (GATA2 Transcription Factor)', '0 (GATA2 protein, human)', '0 (Transcription Factors)', '0 (gamma-Globulins)']",,,,,,,,,,,
9031084,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Clinical relevance of all-trans retinoic acid pharmacokinetics and its modulation in acute promyelocytic leukemia.,539-43,"['Lazzarino, M', 'Regazzi, M B', 'Corso, A']","['Lazzarino M', 'Regazzi MB', 'Corso A']","['Institute of Hematology, University of Pavia, Italy.']",['eng'],"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Administration, Oral', 'Drug Administration Schedule', 'Drug Resistance, Neoplasm', 'Humans', 'Leukemia, Promyelocytic, Acute/drug therapy/*metabolism', 'Liposomes', 'Tretinoin/administration & dosage/*pharmacokinetics/therapeutic use']",45,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054862 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):539-43. doi: 10.3109/10428199609054862.,"Acute promyelocytic leukemia (APL) is uniquely sensitive to treatment with all-trans retinoic acid (ATRA) which exerts its action via a well-documented cytodifferentiating mechanism. The combination of this retinoid with anthracyclines gives high percentages of complete remission and is now considered the optimal induction treatment for APL patients. Continuous treatment with ATRA, however, induces accelerated drug catabolism, with progressive decline in plasma drug concentrations potentially to below the levels required to maintain differentiation of leukemic cells. This process, which occurs rapidly and consistently has led to the hypothesis that the development of acquired clinical resistance to ATRA in APL has a pharmacologic basis. The rapid autoinduction of the hypercatabolic state precludes maintenance with continuous ATRA oral dosing, and is a limitation of better use of the drug both in APL and in other disorders in which it could be beneficial. Here we briefly review the pharmacologic alterations of ATRA metabolism induced by continuous oral administration, the clinical implications of this phenomenon, and the strategies currently under investigation to prevent or overcome the induced catabolism of this retinoid.","['0 (Liposomes)', '5688UTC01R (Tretinoin)']",,,,,,,,,,,
9031083,NLM,MEDLINE,19970411,20211203,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,The effects of thrombopoietin on the growth of acute myeloblastic leukemia cells.,533-8,"['Matsumura, I', 'Ikeda, H', 'Kanakura, Y']","['Matsumura I', 'Ikeda H', 'Kanakura Y']","['Second Department of Internal Medicine, Osaka University Medical School, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Cell Differentiation/physiology', 'Cell Division/physiology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', '*Neoplasm Proteins', 'Proto-Oncogene Mas', 'Proto-Oncogene Proteins/physiology', '*Receptors, Cytokine', 'Receptors, Thrombopoietin', 'Thrombopoietin/*physiology']",43,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054861 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):533-8. doi: 10.3109/10428199609054861.,"Thrombopoietin (TPO) is a novel hematopoietic growth factor that was cloned as a ligand for c-mpl proto-oncogene. The c-mpl proto-oncogene is expressed on various types of human leukemia cell lines derived from erythroid, megakaryocytic, and stem-cell leukemia cells. Also, c-mpl mRNA is detectable on blast cells in about half of acute myeloblastic leukemia (AML) cases regardless of French-American-British (FAB) classification. In the cases with myelodysplastic syndrome, c-mpl is expressed in a substantial fraction of refractory anemia with excess of blast (RAEB), RAEB in transformation, and chronic myelomonocytic leukemia cells, but not in refractory anemia or sideroblastic anemia. Little or no expression of c-mpl mRNA is observed in human lymphoid cell lines and blast cells of acute lymphoblastic leukemia cases. The in vitro treatment of AML cells with TPO resulted in proliferation in about 70% of c-mpl-positive AML cases. The proliferative responses of AML cells to TPO were observed not only in M7-type, but also in the other subtypes of AML cases. Furthermore, the TPO-induced proliferation of AML cells was augmented by the addition of the other hematopoietic growth factors such as interleukin-3 (IL-3), IL-6, stem cell factor, or granulocyte-macrophage colony-stimulating factor. In addition to proliferation, TPO appeared to induce megakaryocytic differentiation in a small part of AML cells. These results suggested that TPO/c-mpl system might contribute, at least in part, to abnormal growth and differentiation of AML cells.","['0 (MAS1 protein, human)', '0 (Neoplasm Proteins)', '0 (Proto-Oncogene Mas)', '0 (Proto-Oncogene Proteins)', '0 (Receptors, Cytokine)', '0 (Receptors, Thrombopoietin)', '143641-95-6 (MPL protein, human)', '9014-42-0 (Thrombopoietin)']",,,,,,,,,,,
9031082,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Fas antigen/APO-1 (CD95) expression on myeloma cells.,521-31,"['Shima, Y', 'Nishimoto, N', 'Yoshizaki, K', 'Kishimoto, T']","['Shima Y', 'Nishimoto N', 'Yoshizaki K', 'Kishimoto T']","['Department of Medicine III, Osaka University Medical School, Japan.']",['eng'],"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Apoptosis/physiology', 'Humans', 'Multiple Myeloma/etiology/*metabolism/*pathology', 'fas Receptor/*physiology']",92,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054860 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):521-31. doi: 10.3109/10428199609054860.,"Many factors involved in the proliferation of myelomas have been reported, and the relationship between these factors and the pathogenesis of multiple myeloma has been discussed. We found that most myeloma cells express Fas antigen/APO-1 (CD95), a cell surface antigen that mediates apoptosis. However only some cells are sensitive to anti-Fas antibody and undergo apoptosis. These data indicate that some multiple myelomas are generated not only by cell proliferation but also by cell immortalization. The mechanism by which myelomas are immortalized is still unclear, but Bcl-2, Bcl-xL, adult T cell leukemia derived factor (ADF), soluble Fas are all candidate factors for this mechanism. The possibility also exists that inducers of apoptosis, e.g. tumor necrosis factor(TNF), interleukin-1 beta-converting enzyme(ICE), Bcl-xS, or Bax, do not have a lethal effect. In this review, we focus on the system that immortalizes myeloma cells, and suggest the possibility that multiple myeloma constitutes one group of cells which cannot undergo apoptosis in the bone marrow.",['0 (fas Receptor)'],,,,,,,,,,,
9031081,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,"Role of the cyclin-dependent kinase 4 and 6 inhibitor gene family p15, p16, p18 and p19 in leukemia and lymphoma.",505-20,"['Siebert, R', 'Willers, C P', 'Opalka, B']","['Siebert R', 'Willers CP', 'Opalka B']","['Department of Medical Oncology (Cancer Research), West German Cancer Center, University of Essen Medical School, Germany.']",['eng'],"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Amino Acid Sequence', 'Carrier Proteins/*genetics', '*Cell Cycle Proteins', 'Cyclin-Dependent Kinase Inhibitor p15', 'Cyclin-Dependent Kinase Inhibitor p16', 'Cyclin-Dependent Kinase Inhibitor p18', '*Enzyme Inhibitors', 'Humans', 'Leukemia/*genetics', 'Lymphoma/*genetics', '*Microtubule Proteins', 'Molecular Sequence Data', 'Phosphoproteins/*genetics', 'Stathmin', '*Tumor Suppressor Proteins']",107,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054859 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):505-20. doi: 10.3109/10428199609054859.,"Neoplastic diseases are proliferative disorders characterized by uncoordinated cell growth. Cellular proliferation follows an orderly progression through the cell cycle, which is governed by different cyclins and cyclin dependent kinases (CDKs). Recently, CDK-inhibitors, which are a new class of small proteins involved in the negative regulation of the cell cycle, have been identified by virtue of their ability to interact physically with cyclin/CDK-complexes. As the genes encoding the CDK4- and CDK6-inhibitors (CDK4/6-inhibitors) p16INK4A/CDKN2/MTS1 and p15INK4B/MTS2 have been found to be altered in many cancer cell lines and primary neoplastic tissues, CDK-inhibitors in general and CDK4/6-inhibitors in particular are now a se: of candidate tumor suppressors. The p15 and p16 genes map to a region frequently deleted in lymphoid neoplasms. Therefore, considerable efforts have been made to determine the role of CDK4/6-inhibitors in hematologic malignancies: This article will review alterations of components of the cell-cycle machinery in brief and summarize the role of the CDK4/6-inhibitors p16INK4A, p15INK4B, p18INK4C and p19INK4D in leukemias and lymphomas.","['0 (CDKN2B protein, human)', '0 (CDKN2C protein, human)', '0 (Carrier Proteins)', '0 (Cell Cycle Proteins)', '0 (Cyclin-Dependent Kinase Inhibitor p15)', '0 (Cyclin-Dependent Kinase Inhibitor p16)', '0 (Cyclin-Dependent Kinase Inhibitor p18)', '0 (Enzyme Inhibitors)', '0 (Microtubule Proteins)', '0 (Phosphoproteins)', '0 (STMN1 protein, human)', '0 (Stathmin)', '0 (Tumor Suppressor Proteins)']",,,,,,,,,,,
9031080,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Leukocyte alkaline phosphatase a specific marker for the post-mitotic neutrophilic granulocyte: regulation in acute promyelocytic leukemia.,493-503,"['Garattini, E', 'Gianni, M']","['Garattini E', 'Gianni M']","['Molecular Biology Unit, Centro Catullo e Daniela Borgomainerio Istituto di Ricerche Farmacologiche Mario Negri, Milano, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Alkaline Phosphatase/blood/*metabolism', 'Biomarkers, Tumor/*metabolism', 'Granulocytes/cytology/*enzymology', 'Humans', 'Leukemia, Promyelocytic, Acute/*enzymology/pathology', 'Leukocytes/*enzymology', 'Mitosis/drug effects', 'Sensitivity and Specificity']",73,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054858 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):493-503. doi: 10.3109/10428199609054858.,"Leukocyte alkaline phosphatase (LAP) is the product of the gene coding for the liver/bone/kidney-type alkaline phosphatase. In the normal hematopoietic system, the only cell type expressing LAP in basal conditions is the post-mitotic neutrophilic granulocyte. Thus LAP represents a specific and restrictive marker for the terminal maturation of the neutrophilic granulocyte. The study of the factors and the molecular mechanisms responsible for the expression of LAP in cells undergoing granulocytic maturation may shed light on this complex biological process. Acute promyelocytic leukemia (APL) represents a unique biological model in which it is possible to investigate neutrophilic differentiation. APL blasts undergo rapid and irreversible maturation towards cells morphologically and biochemically resembling normal mature granulocytes upon in vivo and in vitro challenge with all-trans retinoic acid (ATRA). In this cellular context, we studied the endogenous factors involved in the expression of LAP. The phosphatase is not synthesized in undifferentiated APL blasts and it is expressed only upon treatment with combinations between ATRA and a second cyto-differentiating signal. The second signal may be given by G-CSF, cAMP analogs, IL-6 and to a lesser extent by IL-1 beta. The molecular mechanisms underlying the induction of LAP by combinations of ATRA and G-CSF or cAMP analogs were studied in detail and are the object of this review.","['0 (Biomarkers, Tumor)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",,,,,,,,,,,
9031079,NLM,MEDLINE,19970411,20190116,1042-8194 (Print) 1026-8022 (Linking),23,5-6,1996 Nov,Graft-versus-leukemia effect and its clinical implications.,477-92,"['Imamura, M', 'Hashino, S', 'Tanaka, J']","['Imamura M', 'Hashino S', 'Tanaka J']","['Third Department of Internal Medicine, Hokkaido University School of Medicine, Sapporo, Japan.']",['eng'],"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Animals', 'Bone Marrow Transplantation/*immunology', 'Graft vs Host Disease/*immunology', 'Humans', 'Immunotherapy', 'Interleukin-2/pharmacology', 'Leukemia/*immunology/*therapy', 'Mice', 'Mice, Inbred Strains']",163,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.3109/10428199609054857 [doi]'],ppublish,Leuk Lymphoma. 1996 Nov;23(5-6):477-92. doi: 10.3109/10428199609054857.,"Graft-versus-leukemia (GVL) effect is an immunologically important phenomenon which decreases the relapse rate of leukemia after allogeneic bone marrow transplantation. GVL effect is sometimes associated with the occurrence of graft-versus-host disease (GVHD). Analyses of GVL effect and GVHD showed that these two phenomena were separable in some conditions. Although we cannot yet completely control the development of the GVL effect without inducing GVHD in humans, basic analyses using animal models show potential benefits of the GVL effect for clinical applications. Autologous GVHD is another important phenomenon which can help to eradicate minimal residual disease. Interleukin 2 and/or cyclosporin A are extensively used in animal models and in humans to induce autologous GVHD, showing beneficial effects. In the future, cytokine usage and allogeneic stem cell transplantation or leukocyte infusion appear to be promising in the control of minimal residual disease. Further studies on the mechanisms of GVL effects and GVHD may well open a new era for cell transplantation.",['0 (Interleukin-2)'],,,,,,,,,,,
