PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,IP,AB,GS,PMC,CON,CIN,EIN,SI,TT,CRF,OID,OTO,OT,GN,OAB,OABL
8071035,NLM,MEDLINE,19940929,20041117,0020-9554 (Print) 0020-9554 (Linking),35,1994 Jun,[The differential blood count].,585-98,"['Wilhelm, M']",['Wilhelm M'],"['Medizinische Poliklinik, Universitat Wurzburg.']",['ger'],['Journal Article'],Germany,Internist (Berl),Der Internist,0264620,,IM,"['*Blood Cell Count', 'Diagnosis, Differential', '*Hematocrit', '*Hemoglobinometry', 'Humans', 'Leukemia/blood/classification/*diagnosis', 'Lymphoma/blood/classification/*diagnosis']",,1994/06/01 00:00,1994/06/01 00:01,['1994/06/01 00:00'],"['1994/06/01 00:00 [pubmed]', '1994/06/01 00:01 [medline]', '1994/06/01 00:00 [entrez]']",,ppublish,Internist (Berl). 1994 Jun;35(6):585-98.,,6,,,,,,,,Das Differentialblutbild.,,,,,,,
8070974,NLM,MEDLINE,19940927,20190904,0367-8377 (Print) 0367-8377 (Linking),43,1994 May,"Substrate phosphorylation capacities of the major tyrosine protein kinase from the human promyelocytic cell line, HL-60.",496-504,"['Ernould, A P', 'Ferry, G', 'Barret, J M', 'Genton, A', 'Boutin, J A']","['Ernould AP', 'Ferry G', 'Barret JM', 'Genton A', 'Boutin JA']","['Department of Experimental Oncology, Servier Research Institute, Suresnes, France.']",['eng'],"['Comparative Study', 'Journal Article']",Denmark,Int J Pept Protein Res,International journal of peptide and protein research,0330420,"['EC 2.7.- (Phosphotransferases)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",IM,"['Amino Acid Sequence', 'Humans', 'Leukemia, Promyelocytic, Acute/*enzymology', 'Molecular Sequence Data', 'Phosphorylation', 'Phosphotransferases/metabolism', 'Protein-Tyrosine Kinases/*metabolism', 'Substrate Specificity', 'Tumor Cells, Cultured']",,1994/05/01 00:00,1994/05/01 00:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '1994/05/01 00:01 [medline]', '1994/05/01 00:00 [entrez]']",['10.1111/j.1399-3011.1994.tb00549.x [doi]'],ppublish,Int J Pept Protein Res. 1994 May;43(5):496-504. doi: 10.1111/j.1399-3011.1994.tb00549.x.,,5,"The major tyrosine protein kinase, HPK40, isolated from HL-60, the preparation of which is described elsewhere (Ernould, A.P., Ferry, G., Barret, J.M., Genton, A. and Boutin, J.A., Eur. J. Biochem., 214, 503-514), was investigated as to its specificity on a number of peptides and proteins. It was found that HPK40 can phosphorylate histones (except histone H4), casein, acid-treated enolase, actin and tubulin but not calmodulin. Phosphorylation specificity of HPK40 was investigated using over a hundred peptidic structures. HPK40 is not related to the 'src' family and does not phosphorylate efficiently either the tetrapeptide NEYT derived from the pp60src autophosphorylation domain or the corresponding peptide RRsrc, RRLIED-NEYTARG. VALYDYESR from the SH3 domain of pp60c-src is recognized as a substrate with a high phosphorylation level. DEDYIQD, derived from the phosvitin/casein kinase II, was also highly phosphorylated. In order to determine the minimal recognition sequence of HPK40, the phosphorylation of about 60 dito tetrapeptides was investigated. Some of the tetrapeptides, such as *EEYE and NEYE, were well phosphorylated. Even some tripeptides, such as EYE, DYM, TYS and KYE, were recognized by HPK40, while none of the tested dipeptides was recognized as substrate. Sequences of peptides from DRVYHPF (angiotensin), LEEEEEAYGWMDF (minigastrin) and QEEYSAM (from H-ras1) were examined as substrates. The presence of one or several acidic residues on the N alpha-side of tyrosine residue was identified as the only apparently favorable determinant.(ABSTRACT TRUNCATED AT 250 WORDS)",,,,,,,,,,,,,,
8070920,NLM,MEDLINE,19940929,20190830,0300-8126 (Print) 0300-8126 (Linking),22,1994 Mar-Apr,Pneumopericardium complicating invasive pulmonary aspergillosis: case report and review.,102-5,"['van Ede, A E', 'Meis, J F', 'Koot, R A', 'Heystraten, F M', 'de Pauw, B E']","['van Ede AE', 'Meis JF', 'Koot RA', 'Heystraten FM', 'de Pauw BE']","['Dept. of Haematology, University Hospital Nijmegen, The Netherlands.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",Germany,Infection,Infection,0365307,,IM,"['Adult', 'Agranulocytosis/*complications', 'Aspergillosis/*complications/drug therapy', 'Fatal Outcome', 'Humans', 'Leukemia, Promyelocytic, Acute/*complications/drug therapy', 'Lung Diseases, Fungal/*complications/drug therapy', 'Male', 'Pericarditis/diagnostic imaging/*etiology', 'Pneumopericardium/diagnostic imaging/*etiology', 'Radiography']",16,1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",['10.1007/BF01739015 [doi]'],ppublish,Infection. 1994 Mar-Apr;22(2):102-5. doi: 10.1007/BF01739015.,,2,"Pneumopericardium, the presence of air in the pericardial space, is a rare disorder that is usually caused by trauma. We describe a patient given induction chemotherapy for acute myelogenous leukemia who developed pulmonary aspergillosis that resulted in pericarditis and pneumopericardium. He responded to antifungal treatment and recovered from granulocytopenia, but died early during the next course of chemotherapy. Two other reported cases of pneumopericardium associated with pulmonary aspergillosis are summarized.",,,,,,,,,,,,,,
8070884,NLM,MEDLINE,19940929,20131121,0300-5038 (Print) 0300-5038 (Linking),,1993,"Critical assessment of epidemiological studies on the carcinogenicity of 1,3-butadiene and styrene.",375-88,"['Landrigan, P J']",['Landrigan PJ'],"['Department of Community Medicine, Mount Sinai School of Medicine, New York, NY.']",['eng'],"['Journal Article', 'Review']",France,IARC Sci Publ,IARC scientific publications,8009542,"['0 (Butadienes)', '0 (Styrenes)', '44LJ2U959V (Styrene)', 'JSD5FGP5VD (1,3-butadiene)']",IM,"['Butadienes/*adverse effects', 'Humans', 'Leukemia/chemically induced/epidemiology', 'Lymphoma/chemically induced/epidemiology', 'Neoplasms/chemically induced/*epidemiology', 'Occupational Diseases/chemically induced/*epidemiology', 'Styrene', 'Styrenes/*adverse effects']",34,1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,IARC Sci Publ. 1993;(127):375-88.,,127,"1,3-Butadiene. The consistent finding in five epidemiological studies of workers occupationally exposed to butadiene is excess mortality from lymphohaematopoietic malignancy. This highly reproducible finding is noted despite methodological limitations in each of the published studies that tend to diminish the likelihood of observing an etiological association: (i) lack of detailed data on individual exposures to butadiene; and (ii) increasing longevity of many patients with lymphohaematopoietic malignancies, owing to treatment with modern therapeutic regimens, which results in their not being included in analysis of mortality. The observed excess in cancer mortality is most clearly evident in subpopulations heavily exposed to butadiene: production and maintenance workers as well as African-American workers. These epidemiological data strongly suggest an etiological association between exposure to butadiene and human cancer. The data amply fulfil all of Bradford Hill's criteria for causality. It is reasonable to conclude that there now exists convincing evidence for the carcinogenicity of butadiene to humans. Styrene. Epidemiological data on styrene suggest the possibility of an association with lymphohaematopoietic malignancy, although the finding has not been consistent. The most recent epidemiological study, an analysis of 35,000 European workers, suggests, however, an association between these malignancies and time elapsed since first occupational exposure to styrene. Preliminary data from a nested case-control study within the cohort also suggest an association with cumulative exposure to styrene. Although the current classification of the human carcinogenicity of styrene within the IARC Monographs programme appears to be reasonable, if the new findings are confirmed it may become necessary in the near future to revise the classification. Downgrading of the IARC classification is clearly contraindicated in light of current epidemiological and toxicological data.",,,,,,,,,,,,,,
8070882,NLM,MEDLINE,19940929,20131121,0300-5038 (Print) 0300-5038 (Linking),,1993,Cancer epidemiology among styrene-butadiene rubber workers.,363-74,"['Matanoski, G', 'Francis, M', 'Correa-Villasenor, A', 'Elliott, E', 'Santos-Burgoa, C', 'Schwartz, L']","['Matanoski G', 'Francis M', 'Correa-Villasenor A', 'Elliott E', 'Santos-Burgoa C', 'Schwartz L']","['Department of Epidemiology, Johns Hopkins University, Baltimore, MD.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",France,IARC Sci Publ,IARC scientific publications,8009542,"['0 (Butadienes)', '0 (Styrenes)', '44LJ2U959V (Styrene)', '9006-04-6 (Rubber)']",IM,"['Butadienes/*adverse effects', 'Case-Control Studies', 'Cohort Studies', 'Humans', 'Neoplasms/chemically induced/*epidemiology', 'Occupational Diseases/chemically induced/*epidemiology', 'Occupational Exposure', 'Odds Ratio', '*Rubber', 'Styrene', 'Styrenes/*adverse effects']",,1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,IARC Sci Publ. 1993;(127):363-74.,['R010H02730/PHS HHS/United States'],127,"The standardized mortality ratios for some cancers of the lymphohaematopoietic system were high in an early cohort analysis. Since the presence of large numbers of unexposed workers could conceal risks within a cohort, a case-control study was designed to examine the relationship between estimated exposures and the occurrence of these cancers. The results suggested that the risk for leukaemia was associated with exposure to butadiene and with work in specific areas. Modelling, using rank scores, indicated an increase in the risk for leukaemia with increasing exposure score. Use of cases validated by review of hospital records and selection of a new set of controls did not change the findings. The data indicated that comparison of scores within the same time frame improved the model and increased the estimated odds ratio, suggesting that exposure time or dose rate may prove to be the important variable for risk. Exact measurements from the companies involved showed significant correlations between assigned ranks and level of exposure derived from personal monitoring for butadiene but not for styrene. Thus, use of the measured values might be expected to show an association between leukaemia and exposure to butadiene. The standardized mortality ratio for leukaemia among long-term workers hired before 1960 who had worked in the three plants where the geometric mean butadiene level was three to five times higher than those in the other plants is 1.8 times higher than that of the US population. An appropriate algorithm for comparing cases and controls on the bases of the measured samples is being developed.",,,,,,,,,,,,,,
8070881,NLM,MEDLINE,19940929,20121115,0300-5038 (Print) 0300-5038 (Linking),,1993,Cancer mortality among workers at a butadiene production facility.,345-62,"['Divine, B J', 'Wendt, J K', 'Hartman, C M']","['Divine BJ', 'Wendt JK', 'Hartman CM']","['Texaco Inc., Houston, TX.']",['eng'],['Journal Article'],France,IARC Sci Publ,IARC scientific publications,8009542,"['0 (Butadienes)', 'JSD5FGP5VD (1,3-butadiene)']",IM,"['Butadienes/*adverse effects', 'Cohort Studies', 'Follow-Up Studies', 'Humans', 'Leukemia/chemically induced/mortality', 'Lymphoma/chemically induced/mortality', 'Male', 'Middle Aged', 'Neoplasms/chemically induced/*mortality', 'Occupational Diseases/chemically induced/*mortality']",,1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,IARC Sci Publ. 1993;(127):345-62.,,127,"A cohort study was carried out of mortality among 2749 male workers who had been employed for at least six months between 1943 and 1990 at a 1,3-butadiene production facility. Most of the members of the cohort were covered in two earlier studies, both of which found a statistically significant deficit for all causes of death and lower than expected mortality from most of the main causes of death. Both also found a statistically significant excess risk for lymphosarcoma, which was concentrated in workers who had been employed for fewer than 10 years, had first been employed before 1946 and had been employed in jobs with routine potential exposure. The purpose of the study reported here was to examine the patterns of mortality after addition of five years of follow-up, new eligible cohort members and complete information on work histories. We were able to obtain information on the vital status of all but 1.4% of the cohort: 1051 deaths had occurred between 1943 and 1990. Death certificates were obtained for all but 15 of the deceased men (1.4%). The standardized mortality ratio (SMR) for all causes of death is 88, and this low figure is statistically significant; the SMR for all cancers, 87, is not statistically significant. The SMR for all lymphohaematopoietic cancers is 143 (95% confidence interval, 100-200). The SMR for leukaemia is 112 (11 deaths), that for lymphosarcoma, 209 (nine deaths), that for other lymphomas, 126 (10 deaths) and that for Hodgkin's disease, 175 (four deaths). None of the latter SMRs is statistically significant.",,,,,,,,,,,,,,
8070877,NLM,MEDLINE,19940929,20061115,0300-5038 (Print) 0300-5038 (Linking),,1993,Cancer incidence in the Danish reinforced plastics industry.,301-8,"['Kolstad, H A', 'Lynge, E', 'Olsen, J']","['Kolstad HA', 'Lynge E', 'Olsen J']","['Institute of Epidemiology and Social Medicine, University of Aarhus, Denmark.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",France,IARC Sci Publ,IARC scientific publications,8009542,['0 (Plastics)'],IM,"['Denmark/epidemiology', 'Female', 'Hodgkin Disease/chemically induced/epidemiology', 'Humans', 'Incidence', 'Leukemia/chemically induced/epidemiology', 'Male', 'Multiple Myeloma/chemically induced/epidemiology', 'Neoplasms/chemically induced/*epidemiology', 'Occupational Diseases/chemically induced/*epidemiology', '*Plastics/adverse effects']",,1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,IARC Sci Publ. 1993;(127):301-8.,,127,"Increased occurrences of malignancies of the lymphatic and haematopoietic tissues have been reported from industries in which employees are potentially exposed to styrene. The aim of the study reported here was to describe cancer incidence in the reinforced plastics industry in Denmark. A total of 64,000 employees of 552 Danish companies assessed to have produced reinforced plastics at any time since the 1960s were identified from a public administrative registry of all Danish employers and wage earners. Cancer incidence in the population was compared with similar rates for the population at large. No excess risk for all neoplasms was observed. Among male employees, increased risks were found for cancer of the lung (396 cases; relative risk [RR], 1.15; 95% confidence interval, 1.04-1.27), of the pleura (20 cases; RR, 2.33; 1.42-3.60), of the nasal cavities (nine cases; RR, 1.55; 0.71-2.94), of non-Hodgkin's lymphoma (61 cases; RR, 1.27; 0.97-1.63) and for leukaemia (61 cases; RR, 1.15; 0.88-1.48). Among female employees, a reduced risk for non-Hodgkin's lymphoma was observed (one case; RR, 0.16; 0.00-0.88). Some support was thus found for previous reports of increased risk for respiratory cancers and for malignancies of the lymphatic and haematopoietic tissues. The results must be interpreted with caution, however, owing to shortcomings in the design of the study.",,,,,,,,,,,,,,
8070875,NLM,MEDLINE,19940929,20131121,0300-5038 (Print) 0300-5038 (Linking),,1993,Cancer mortality in an international cohort of workers exposed to styrene.,289-300,"['Kogevinas, M', 'Ferro, G', 'Saracci, R', 'Andersen, A', 'Biocca, M', 'Coggon, D', 'Gennaro, V', 'Hutchings, S', 'Kolstad, H', 'Lundberg, I']","['Kogevinas M', 'Ferro G', 'Saracci R', 'Andersen A', 'Biocca M', 'Coggon D', 'Gennaro V', 'Hutchings S', 'Kolstad H', 'Lundberg I', 'et al.']","['Unit of Analytical Epidemiology, International Agency for Research on Cancer, Lyon, France.']",['eng'],"['Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",France,IARC Sci Publ,IARC scientific publications,8009542,"['0 (Styrenes)', '44LJ2U959V (Styrene)']",IM,"['Cohort Studies', 'Europe/epidemiology', 'Female', 'Humans', 'Leukemia/chemically induced/mortality', 'Lymphoma/chemically induced/mortality', 'Male', 'Neoplasms/*chemically induced/*mortality', 'Occupational Diseases/*chemically induced/*mortality', 'Styrene', 'Styrenes/*adverse effects']",,1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,IARC Sci Publ. 1993;(127):289-300.,,127,"Increased risks for leukaemia and lymphoma have been suggested in studies of workers exposed to styrene in the rubber and plastics industry. A historical cohort study was conducted in Denmark, Finland, Italy, Norway, Sweden and the United Kingdom involving 40,683 workers employed in the reinforced plastics industry, where high exposure to styrene occurs. Exposure to styrene was reconstructed through job histories, environmental and biological monitoring data and production records of the plants in the study. Cause-specific national death rates were used as the reference. Among exposed workers, no excess was observed for mortality from all causes (2195 deaths, standardized mortality ratio [SMR], 95; 95% confidence interval [CI], 91-99), from all neoplasms, from lung cancer or from other major epithelial cancers. Mortality from neoplasms of the lymphatic and haematopoietic tissues was not elevated (50 deaths; SMR, 96; CI, 71-126) and was not consistently associated with length of exposure. The rate of mortality from leukaemias and lymphomas increased with time since first exposure. Among subjects who had been exposed for more than one year, a two-fold risk was observed 20 years after first exposure (eight deaths; SMR, 197; CI, 85-387). These results are inadequate to exclude the possibility that styrene causes leukaemia and lymphoma.",,,,,,,,,,,,,,
8070784,NLM,MEDLINE,19940929,20161020,0257-7712 (Print) 0257-7712 (Linking),25,1994 Mar,[Malignant lymphomas in childhood in Sichuan province--a clinicopathological analysis of 304 cases].,94-7,"['Zhang, S', 'Du, L', 'Li, G', 'Liu, W', 'Wang, X', 'Liao, Q']","['Zhang S', 'Du L', 'Li G', 'Liu W', 'Wang X', 'Liao Q']",,['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Hua Xi Yi Ke Da Xue Xue Bao,Hua xi yi ke da xue xue bao = Journal of West China University of Medical Sciences = Huaxi yike daxue xuebao,8609552,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Hodgkin Disease/*pathology', 'Humans', 'Lymphoma, Non-Hodgkin/*pathology', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/pathology', 'Prognosis', 'Retrospective Studies']",,1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",,ppublish,Hua Xi Yi Ke Da Xue Xue Bao. 1994 Mar;25(1):94-7.,,1,"A clinicopathological study of 304 cases of malignant lymphomas (ML) in children in Sichuan province is reported. One hundred and sixty of them were Hodgkin's disease (HD). The ratio between males and females was 5.7 to 1. The disease was more prevalent in children aged from 5 to 9. Cervical lymph nodes were more easily involved. Extra-nodal HD wasn't found in these cases. When subtypes of HD were concerned 62.5% of cases belonged to mixed-cellularity HD. The prognosis of HD was better than that of non-Hodgkin's lymphoma (NHL). The remaining 144 cases were NHL. The ratio between males and females was 3.4 to 1. The disease was more prevalent in children aged from 4 to 14. Eighty four percent of NHL primarily originated from superficial lymph nodes and the other 16.0% of NHL was of extranodal involvement. Seventy two point nine percent of cases in this group was of high grade malignancy. Among them the lymphoblastic type of NHL occupied 44.5%. On the other hand, the follicular type of NHL was rare (0.7%). The specialities of malignant lymphomas in childhood in China are also discussed in the present report.",,,,,,,,,,,,,,
8070767,NLM,MEDLINE,19940929,20161020,0257-7712 (Print) 0257-7712 (Linking),25,1994 Mar,[Synthesis of p-substituted benzoylaminobenzoic acid (methyl esters) and its differentiation induction in activities of human promyelocytic leukemia cells HL-60].,30-4,"['Yu, B', 'Xu, P', 'Zeng, Z']","['Yu B', 'Xu P', 'Zeng Z']",,['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Hua Xi Yi Ke Da Xue Xue Bao,Hua xi yi ke da xue xue bao = Journal of West China University of Medical Sciences = Huaxi yike daxue xuebao,8609552,"['0 (Antineoplastic Agents)', '0 (Benzoates)']",IM,"['Antineoplastic Agents/*chemical synthesis/pharmacology', 'Benzoates/*chemical synthesis/pharmacology', 'Cell Transformation, Neoplastic/*drug effects', 'Humans', 'Leukemia, Promyelocytic, Acute/*pathology', 'Tumor Cells, Cultured/drug effects']",,1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",,ppublish,Hua Xi Yi Ke Da Xue Xue Bao. 1994 Mar;25(1):30-4.,,1,"Sixteen p-substituted benzoylaminobenzoic acids and their methyl esters were synthesized, of which nine were not found in literature. All of the topic compounds were evaluated for their differentiation induction in activities of human promyelotic leukemia cells HL-60. Compounds III1, III2, III4, and III5 possessed potential activities. The differentiation rate, of III4 and III5 was 70% respectively. But it was less than that of retinoic acid (97%).",,,,,,,,,,,,,,
8070757,NLM,MEDLINE,19940923,20191101,0278-0232 (Print) 0278-0232 (Linking),12,1994 Mar-Apr,Current awareness in hematological oncology.,89-98,,,,['eng'],['Bibliography'],England,Hematol Oncol,Hematological oncology,8307268,,IM,"['Bone Marrow Transplantation', 'Humans', '*Leukemia', '*Lymphoma', '*Myelodysplastic Syndromes']",,1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",['10.1002/hon.2900120209 [doi]'],ppublish,Hematol Oncol. 1994 Mar-Apr;12(2):89-98. doi: 10.1002/hon.2900120209.,,2,,,,,,,,,,,,,,,
8070324,NLM,MEDLINE,19940928,20131121,0090-9556 (Print) 0090-9556 (Linking),22,1994 May-Jun,Differences in the pharmacokinetic properties of orally administered all-trans-retinoic acid and 9-cis-retinoic acid in the plasma of nude mice.,451-8,"['Achkar, C C', 'Bentel, J M', 'Boylan, J F', 'Scher, H I', 'Gudas, L J', 'Miller, W H Jr']","['Achkar CC', 'Bentel JM', 'Boylan JF', 'Scher HI', 'Gudas LJ', 'Miller WH Jr']","['Department of Pharmacology, Cornell University Medical College, New York, NY 10021.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Drug Metab Dispos,Drug metabolism and disposition: the biological fate of chemicals,9421550,"['0 (Imidazoles)', '0 (Retinoids)', '11103-57-4 (Vitamin A)', '5688UTC01R (Tretinoin)', 'K0Q29TGV9Y (liarozole)']",IM,"['Administration, Oral', 'Animals', 'Chromatography, High Pressure Liquid', 'Drug Interactions', 'Imidazoles/pharmacology', 'Isomerism', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Nude', 'Models, Biological', 'Retinoids/blood/pharmacokinetics', 'Tretinoin/*blood/pharmacokinetics/pharmacology', 'Vitamin A/blood']",,1994/05/01 00:00,2001/03/28 10:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1994/05/01 00:00 [entrez]']",,ppublish,Drug Metab Dispos. 1994 May-Jun;22(3):451-8.,"['CA 09251-02/CA/NCI NIH HHS/United States', 'CA 43796/CA/NCI NIH HHS/United States']",3,"All trans-retinoic acid (tr-RA) has been used to induce leukemic cell differentiation in patients with acute promyelocytic leukemia (APL). However, the duration of remission is brief and is associated with a progressive decrease in peak plasma concentrations following chronic dosing. 9-Cis-retinoic acid (9-cis-RA) has the potential to elicit the same effects as tr-RA, because it can bind and activate the same family of nuclear receptors. It is not known whether the pharmacokinetics of this novel compound resemble those of tr-RA. In this study, we report major differences in the uptake and pharmacokinetics between orally administered tr-RA and 9-cis-RA in the plasma of nude mice. Following a single initial oral administration of either isomer, the plasma peak time of 9-cis-RA (15-30 min) occurred earlier than that of tr-RA (60-180 min), but with lower plasma concentrations and area under the concentration-time curve (AUC) value. A decrease in the AUC of plasma tr-RA was seen in animals that were given a second dose 2 days after the first dose. In contrast, an increase in the AUC of plasma 9-cis-RA was seen in animals that were given a second dose 2 days after the first dose. This increase was due to the appearance of a second 9-cis-RA peak at 180 min. When liarozole, an inhibitor of tr-RA metabolism, was coadministered with the initial tr-RA dose or a second tr-RA dose 2 weeks later, the AUC of plasma tr-RA was increased relative to tr-RA alone.(ABSTRACT TRUNCATED AT 250 WORDS)",,,,,,,,,,,,,,
8070300,NLM,MEDLINE,19940928,20140226,0578-1426 (Print) 0578-1426 (Linking),33,1994 Feb,[Clinicopathologic changes in leukemic lung lesions].,99-102,"['Zhang, S F', 'Guo, B Y', 'Wang, H L']","['Zhang SF', 'Guo BY', 'Wang HL']",['Hematologic Department of Shenyang Army General Hospital.'],['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Nei Ke Za Zhi,Zhonghua nei ke za zhi,16210490R,,IM,"['Adolescent', 'Adult', 'Bronchopneumonia/etiology', 'Female', 'Humans', 'Leukemia/complications/*pathology', '*Leukemic Infiltration', 'Lung/*pathology', 'Male', 'Middle Aged', 'Pleural Effusion, Malignant/etiology']",,1994/02/01 00:00,1994/02/01 00:01,['1994/02/01 00:00'],"['1994/02/01 00:00 [pubmed]', '1994/02/01 00:01 [medline]', '1994/02/01 00:00 [entrez]']",,ppublish,Zhonghua Nei Ke Za Zhi. 1994 Feb;33(2):99-102.,,2,"Leukemic lung lesions are complex and various. The authors studied the clinicopathologic changes in 104 autopsied leukemic cases collected from 1953 to 1990. 22.1% of the cases had the symptoms of respiratory tract admission and 40.4% developed the symptoms before death. 12.8% of the patients were diagnosed with X-ray to have tuberculosis and infections on admission and 42% cases have these changes in the terminal phase. The main pathological changes are pleural effusion, pleural adhesion, intrapulmonary infections, hemorrhage and Myleran lung. The rate of leukemic cell infiltration in lungs was 96.2% and the infiltration was mainly interstitial. Intravascular leukemic cell stasis was found in 91.3% of the cases. The pathological changes in each case were usually multiple and 84.6% of the cases had more than two kinds of changes. We compared the X-ray diagnoses with pathological ones and it was shown that complete coincidence was present only in 2.9%, partial coincidence in 58.8% and no coincidence in 38.3% of the cases.",,,,,,,,,,,,,,
8070289,NLM,MEDLINE,19940928,20140226,0578-1426 (Print) 0578-1426 (Linking),33,1994 Feb,[In vitro separation of bone marrow nuclear cells with methylcellulose and its application to autologous bone marrow transplantation in patients with leukemia].,103-5,"['Bai, H', 'Da, W M', 'Dong, G P']","['Bai H', 'Da WM', 'Dong GP']","['Department of Hematology, Lanzhou General Hospital, Gansu.']",['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Nei Ke Za Zhi,Zhonghua nei ke za zhi,16210490R,['9004-67-5 (Methylcellulose)'],IM,"['Bone Marrow/*pathology', '*Bone Marrow Transplantation', 'Cell Separation/methods', '*Cryopreservation', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Methylcellulose', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Transplantation, Autologous']",,1994/02/01 00:00,1994/02/01 00:01,['1994/02/01 00:00'],"['1994/02/01 00:00 [pubmed]', '1994/02/01 00:01 [medline]', '1994/02/01 00:00 [entrez]']",,ppublish,Zhonghua Nei Ke Za Zhi. 1994 Feb;33(2):103-5.,,2,We studied bone marrow separated with 0.05% methylcellulose and cryopreservatized with liquid nitrogen. The separation time was 43 minutes. The collection rates of nuclear cells and CFU-GM were 79.0 +/- 5.10% and 93.0 +/- 3.10% in normal marrow samples and 83.4 +/- 15.45% and 91.0 +/- 8.32% in those of acute leukemia patients. The rate of residual erythocytes was 12.5% and the bone marrow volume could be reduced by 55.2%. Application of this technique to autologous bone marrow transplantation in four patients with acute leukemia reconstituted all of their hemopoietic functions and no toxic side effect was found after transplantation.,,,,,,,,,,,,,,
