PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,CON,EIN,CIN,SI,RIN,LID,RF,PS,FPS
2716413,NLM,MEDLINE,19890620,20131121,0025-7753 (Print) 0025-7753 (Linking),92,7,1989 Feb 25,[Sweet's syndrome in a patient with acute myelomonocytic leukemia: presentation during granulopenic phase].,278,,"['Zuazu, I', 'Fornells, J', 'Pujol, R M', 'Brunet, S']","['Zuazu I', 'Fornells J', 'Pujol RM', 'Brunet S']",,['spa'],"['Case Reports', 'Letter']",Spain,Med Clin (Barc),Medicina clinica,0376377,['04079A1RDZ (Cytarabine)'],IM,"['Agranulocytosis/chemically induced/*complications', 'Cytarabine/adverse effects', 'Female', 'Humans', 'Leukemia, Myelomonocytic, Acute/*complications', 'Middle Aged', 'Skin Diseases/*complications', 'Syndrome']",1989/02/25 00:00,1989/02/25 00:01,['1989/02/25 00:00'],"['1989/02/25 00:00 [pubmed]', '1989/02/25 00:01 [medline]', '1989/02/25 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1989 Feb 25;92(7):278.,,Sindrome de Sweet en paciente con leucemia mielomonocitica aguda: presentacion en fase de granulopenia.,,,,,,,,,,
2716376,NLM,MEDLINE,19890620,20071115,0025-7753 (Print) 0025-7753 (Linking),92,1,1989 Jan 14,[Chronic lymphatic leukemia and portal hypertension: a causal association?].,26-8,"The authors report two cases of chronic lymphocytic leukemia and portal hypertension without an apparent cause. In the first patient, the histopathological study disclosed severe lymphocytic infiltration of the liver with moderate fibrosis of portal spaces. In the second patient, regenerative nodular hyperplasia of the liver was shown to be associated with lymphocytic infiltration. On the basis of these two observations, the authors discuss the mechanisms of portal hypertension in chronic lymphocytic leukemia. It is concluded that there probably is a causal relationship between both disorders, although its pathogenesis may be diverse.","['Rozman, M', 'Montserrat, E', 'Bruguera, M', 'Grau, J M', 'Teres, J', 'Rozman, C']","['Rozman M', 'Montserrat E', 'Bruguera M', 'Grau JM', 'Teres J', 'Rozman C']",,['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,,IM,"['Aged', 'Humans', 'Hyperplasia', 'Hypertension, Portal/*complications/pathology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/pathology', 'Liver/pathology', 'Lymphocytes', 'Male']",1989/01/14 00:00,1989/01/14 00:01,['1989/01/14 00:00'],"['1989/01/14 00:00 [pubmed]', '1989/01/14 00:01 [medline]', '1989/01/14 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1989 Jan 14;92(1):26-8.,,Leucemia linfatica cronica e hipertension portal: una asociacion causal?,,,,,,,,,,
2716351,NLM,MEDLINE,19890613,20130304,0887-6924 (Print) 0887-6924 (Linking),3,5,1989 May,Serum thymidine kinase peaks early during AML induction therapy.,396,,"['Catalano, L', 'Frigeri, F', 'De Rosa, G', 'Camera, A', 'Rotoli, B']","['Catalano L', 'Frigeri F', 'De Rosa G', 'Camera A', 'Rotoli B']",,['eng'],"['Comment', 'Letter']",England,Leukemia,Leukemia,8704895,['EC 2.7.1.21 (Thymidine Kinase)'],IM,"['Humans', 'Leukemia, Myeloid, Acute/*drug therapy/enzymology', 'Thymidine Kinase/*blood']",1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 May;3(5):396.,,,,['Leukemia. 1988 Apr;2(4):245-6. PMID: 3361952'],,,,,,,,
2716350,NLM,MEDLINE,19890613,20161123,0887-6924 (Print) 0887-6924 (Linking),3,5,1989 May,Relation between cell cycle stage and the activity of DNA-synthesizing enzymes in cultured human lymphoblasts: investigations on cells separated according to DNA content by way of a cell sorter.,380-5,"Exponentially growing human lymphoblasts (culture LS-2) were separated by cell sorting (FACS II, Becton Dickinson) according to their deoxyribonucleic acid (DNA) content, designating them at particular phases of the cell cycle. Prior to cell sorting the DNA has been fluorochrome-labeled with the Hoechst stain H 33342. Maximum cell enrichments of 94% for G0 + G1 cells, 96% for S cells and 74% for G2 + M cells could be achieved. The enzyme activities of thymidine kinase (TK), thymidylate synthase (TS), DNA polymerase (DNA-P), dihydrofolate reductase (FH2-R), methionine synthase (MS), and hexokinase (HK) were determined in the obtained cell fractions. Although incorporation of 3H-thymidine (3H-dTR) and the 3H-dTR labeling index were significantly inhibited by the dye, no evidence of cell staining's having a significant effect on the enzyme activities was found. The enzyme activities for approximately 100% pure G0 + G1, S, and G2 + M cells were computed. With exception of TK, all the enzymes under study were shown to exhibit activities--although of differing degree--in the G0 + G1, S, and G2 + M cells. No TK activity was shown in G0 and G1 cells; its activity, however, was approximately the same in S and G2 + M cells. This applies likewise for TS which, in contrast to TK, exhibits minor activity in G0 + G1 cells. DNA-P was highly active in G0 + G1 cells, but maximum activity was in S cells. FH2-R exhibited maximum activity in S cells, although the difference in activity between S and G2 + M cells was not significant. None of the observed differences in MS activity was significant, indicating equally high activity in cells of all cell cycle phases. HK activity is approximately twice as high in G2 + M cells as in G0 + G1 cells.","['Pelka-Fleischer, R', 'Fleischer, W', 'Wilmanns, W', 'Sauer, H', 'Schalhorn, A']","['Pelka-Fleischer R', 'Fleischer W', 'Wilmanns W', 'Sauer H', 'Schalhorn A']","['Medizinische Klinik III, Klinikum Grosshadern der Ludwig-Maximilians-Universitat Munchen, F.R.G.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Benzimidazoles)', '0 (Proteins)', '9007-49-2 (DNA)', 'EC 2.7.1.21 (Thymidine Kinase)', 'P976261J69 (bisbenzimide ethoxide trihydrochloride)']",IM,"['Benzimidazoles/pharmacology', '*Cell Cycle', 'Cell Separation', 'Cells, Cultured', 'DNA/analysis/*biosynthesis', 'Humans', 'Lymphocytes/cytology/*enzymology', 'Proteins/analysis', 'Thymidine Kinase/analysis']",1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 May;3(5):380-5.,,,,,,,,,,,,
2716349,NLM,MEDLINE,19890613,20151119,0887-6924 (Print) 0887-6924 (Linking),3,5,1989 May,Restricted expression of an early myeloid and monocytic cell surface antigen defined by monoclonal antibody M195.,339-48,"A mouse monoclonal IgG2a antibody, M195, with reactivity restricted to early myeloid cells, acute non-lymphoid leukemia cells (ANLL), and monocytic cells is described. The antibody was derived from a mouse immunized with live human leukemic myeloblasts. Specificity of binding of mAb M195 was determined by protein-A red blood cell rosetting assays, immunoabsorption, radioimmunoassays with iodine-125 labeled M195 IgG and F(Ab)'2, and complement cytotoxicity with live human cells and cell lines representing a broad range of lineages and tissues. Antigen expression was restricted to myeloid and monocytic leukemia cell lines and a fraction of mature adherent monocytes. Mature myeloid cells, T and B cells, erythrocytes, and platelets were negative. The antigen was not expressed on adult human tissues in immunoperoxidase and immunofluorescence assays. Blocking antigen was not found in the serum of patients with ANLL. Ten thousand sites per cell were expressed on myeloid or monocytic leukemia cell lines and 5000 sites per cell on mature monocytes. M195 IgG bound to its antigen target with an avidity of 3 x 10(9) liters/mol and induced rapid modulation of the antigen. M195 IgG was able to effectively kill cells with rabbit or guinea pig complement, but not human complement. The antibody did not mediate antibody dependent cellular cytotoxicity. The molecular nature of the target antigen remains unknown but it appears to be carried on the CD33 protein p67. Because of its restricted distribution on myelomonocytic cells, mAb M195 may be useful in studying myeloid differentiation, in the clinical diagnosis of ANLL, in purging of bone marrow of ANLL, and/or in monoclonal antibody therapy in vivo.","['Tanimoto, M', 'Scheinberg, D A', 'Cordon-Cardo, C', 'Huie, D', 'Clarkson, B D', 'Old, L J']","['Tanimoto M', 'Scheinberg DA', 'Cordon-Cardo C', 'Huie D', 'Clarkson BD', 'Old LJ']","['Laboratory of Human Cancer Immunology, Memorial Sloan-Kettering Cancer Center, New York, New York 10021.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)']",IM,"['Animals', '*Antibodies, Monoclonal/therapeutic use', 'Antigens, Surface/*analysis/immunology', 'Bone Marrow/pathology', 'Cell Differentiation', 'Cytotoxicity, Immunologic', 'Leukemia, Myeloid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Radioimmunoassay', 'Tumor Cells, Cultured']",1989/05/01 00:00,1989/05/01 00:01,['1989/05/01 00:00'],"['1989/05/01 00:00 [pubmed]', '1989/05/01 00:01 [medline]', '1989/05/01 00:00 [entrez]']",,ppublish,Leukemia. 1989 May;3(5):339-48.,['CA-08748/CA/NCI NIH HHS/United States'],,,,,,,,,,,
2716348,NLM,MEDLINE,19890612,20190824,0145-2126 (Print) 0145-2126 (Linking),13,4,1989,Comparison of erythroid progenitor cell growth in vitro in polycythemia vera and chronic myelogenous leukemia: only polycythemia vera has endogenous colonies.,331-8,"The ability of erythroid cultures to distinguish among myeloproliferative disorders was examined. We studied 14 patients with polycythemia vera (PV), 11 with chronic myelogenous leukemia (CML), four with non-PV erythrocytosis, two with agnogenic myeloid metaplasia, as well as three normal fetuses and greater than 25 normal adults. Endogenous, i.e. grew without added erythropoietin, bone marrow CFU-E-derived colonies were observed in all but one PV patient. However, endogenous blood BFU-E-derived bursts were observed in only eight of 14 PV patients. Endogenous erythroid colonies were not seen in cultures from any normal adults or fetuses, or patients with CML, erythrocytosis, or myeloid metaplasia. In PV, relative HbF synthesis was always greater in cultures without erythropoietin, while in cultures from all other patients relative HbF synthesis was similar to that observed in cultures from normal individuals. We conclude that PV and CML are distinguishable in culture since CML patients do not have endogenous growth. Most important, endogenous bone marrow CFU-E-derived colonies are the only consistently unique observation in patients with PV, and endogenous CFU-E- and BFU-E-derived colonies and bursts are not uniformly observed in PV blood cultures. In-vitro studies of erythropoiesis to confirm the diagnosis of PV, therefore, require marrow when endogenous colonies and bursts are absent from blood cultures.","['Weinberg, R S', 'Worsley, A', 'Gilbert, H S', 'Cuttner, J', 'Berk, P D', 'Alter, B P']","['Weinberg RS', 'Worsley A', 'Gilbert HS', 'Cuttner J', 'Berk PD', 'Alter BP']","['Department of Medicine, Mount Sinai School of Medicine, New York 10029.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['11096-26-7 (Erythropoietin)', '9004-22-2 (Globins)']",IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/pathology', 'Child', 'Colony-Forming Units Assay', 'Erythroblasts/*pathology', 'Erythropoietin/pharmacology', 'Globins/biosynthesis', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*blood/pathology', 'Middle Aged', 'Polycythemia/blood', 'Polycythemia Vera/*blood/pathology']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",['10.1016/0145-2126(89)90070-2 [doi]'],ppublish,Leuk Res. 1989;13(4):331-8. doi: 10.1016/0145-2126(89)90070-2.,['HL26132/HL/NHLBI NIH HHS/United States'],,,,,,,,,,,
2716204,NLM,MEDLINE,19890622,20131121,0485-1439 (Print) 0485-1439 (Linking),30,1,1989 Jan,[The successful surgery of lung abscess formed from pulmonary aspergilloma in a patient with recurrence of acute promyelocytic leukemia during remission induction therapy].,84-8,"This is a case report of a successful case of surgical treatment of a lung abscess formed from pulmonary aspergilloma in a patient with a recurrence of acute promyelocytic leukemia during remission induction therapy. A 39 year-old woman was admitted to our hospital for remission induction therapy of a recurrence of acute promyelocytic leukemia. We were successful in bringing her to a state of complete remission by a therapy of a intermediate-dose of Ara-C. Pulmonary aspergilloma was formed in the right lung during therapy. We performed transbronchial infusions to Amphotericin B which dissipated the fungus ball. However, a lung abscess was formed. We needed radical therapy, and there were no complications in the following surgical treatment. Recently, along with the tendency for the use of stronger chemotherapy treatment regimes for acute leukemia, there has been an increase of the number of mycosis cases such as the pulmonary aspergilloma case reported here. Accordingly, surgical treatment is becoming more and more a matter of necessity in the clinical course of leukemia patients.","['Nishimura, S', 'Tashiro, K', 'Shigeta, M', 'Ozawa, M', 'Kobayashi, Y', 'Horiuchi, H', 'Kondo, M', 'Shirakata, S']","['Nishimura S', 'Tashiro K', 'Shigeta M', 'Ozawa M', 'Kobayashi Y', 'Horiuchi H', 'Kondo M', 'Shirakata S']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['04079A1RDZ (Cytarabine)'],IM,"['Adult', 'Aspergillosis/*complications', 'Cytarabine/administration & dosage/therapeutic use', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/complications/*drug therapy', 'Lung Abscess/etiology/*surgery', 'Lung Diseases, Fungal/*complications', 'Pneumonectomy', 'Recurrence', 'Remission Induction']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Jan;30(1):84-8.,,,,,,,,,,,,
2716203,NLM,MEDLINE,19890622,20061115,0485-1439 (Print) 0485-1439 (Linking),30,1,1989 Jan,[An adolescent case of myelodysplastic syndrome following aplastic anemia].,78-83,"A male with myelodysplastic syndrome (MDS) following aplastic anemia is reported. The patient had been diagnosed as aplastic anemia at 8 years of age, and treated with blood transfusions, anabolic and glucocorticoid steroid hormones. Over a period of subsequent twelve years, he had remission and deterioration. At the age of 21, the patient developed a sudden progression of severe anemia, when his bone marrow showed hyperplasia with prominent dyshematopoiesis and excess of blasts, compatible with MDS by the definition of FAB classification. He received low dose Ara-C therapy, which was ineffective. Nine months later he developed acute monocytic leukemia (M5b) and died. Chromosomal analysis revealed 46, XY at the onset of aplastic anemia, 46, XY, del (6) (q21 q27) at the MDS and 46, XY, -7, +21, 6q-/47, XY, +Y, -7, +21, 6q- at the acute leukemic stage.","['Yoshihara, T', 'Morimoto, A', 'Itoi, T', 'Nakagawa, M', 'Kawakatsu, H', 'Todo, S', 'Morioka, Y', 'Imashuku, S', 'Hayano, T', 'Okamoto, T']","['Yoshihara T', 'Morimoto A', 'Itoi T', 'Nakagawa M', 'Kawakatsu H', 'Todo S', 'Morioka Y', 'Imashuku S', 'Hayano T', 'Okamoto T', 'et al.']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Anemia, Aplastic/*pathology', 'Anemia, Refractory, with Excess of Blasts/genetics/*pathology', 'Cell Transformation, Neoplastic/*pathology', 'Chromosome Aberrations', 'Humans', 'Karyotyping', 'Leukemia, Monocytic, Acute/genetics/*pathology', 'Male']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Jan;30(1):78-83.,,,,,,,,,,,,
2716201,NLM,MEDLINE,19890622,20061115,0485-1439 (Print) 0485-1439 (Linking),30,1,1989 Jan,[Acute promyelocytic leukemia with a history of RAEB in transformation and the 15/17 translocation].,67-71,"A 34-year old female was admitted to our clinic because of fever and general fatigue on March 26, 1987. On admission, peripheral blood (PB) revealed pancytopenia. Bone marrow smears revealed 9. 0% of promyelocytic cells with or without Auer rods. Diagnosis of RAEB in transformation was made. Chromosome study of the bone marrow cells showed t(15; 17) in 3 out of 20 cells analysed. After 3 months, the leukemic cells were observed in PB and increased in number. Then the patient showed bleeding tendency and fibrin degradation products (FDP) increased up to 40 micrograms/ml. And the leukemic cells were over 30% in PB at the end of July, 1987. The diagnosis of APL with DIC was made. To our knowledge, this is the first case of APL with a history of MDS with t(15; 17).","['Ogawa, K', 'Shineha, H', 'Abe, R', 'Shichishima, T', 'Kimura, H', 'Yui, T', 'Kawaguchi, M', 'Matsuda, S', 'Uchida, T', 'Kariyone, S']","['Ogawa K', 'Shineha H', 'Abe R', 'Shichishima T', 'Kimura H', 'Yui T', 'Kawaguchi M', 'Matsuda S', 'Uchida T', 'Kariyone S']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Anemia, Refractory, with Excess of Blasts/genetics/*pathology', 'Cell Transformation, Neoplastic/*pathology', '*Chromosomes, Human, Pair 15', '*Chromosomes, Human, Pair 17', 'Disseminated Intravascular Coagulation/complications', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/genetics/*pathology', '*Translocation, Genetic']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Jan;30(1):67-71.,,,,,,,,,,,,
2716200,NLM,MEDLINE,19890622,20131121,0485-1439 (Print) 0485-1439 (Linking),30,1,1989 Jan,[Successful treatment with a small dose of N4-behenoyl-1-beta-D-arabinofuranosylcytosine in a case of chronic myelomonocytic leukemia in blastic crisis].,61-6,"A 56-year-old female was admitted for the examination of leukocytosis in May, 1982. The hematological examination showed hemoglobin 12.0g/dl, platelets 14.5 X 10(4)/microliters and leukocytes 18,000/microliters with 28% of monocytes. A bone marrow aspiration revealed granulocytic hyperplasia. Granulocytes showed nuclear abnormalities, such as folding or lobulation. From these data, a diagnosis of chronic myelomonocytic leukemia (CMMoL) was made and followed with no treatment for 2 years. However, fever, bone pain, anemia, thrombocytopenia and the increase of monoblasts in the peripheral blood and bone marrow were observed in May, 1984. These findings indicated that she was in the blastic phase. She was treated by intensive combination chemotherapy (BHAC-AMP), but did not attain any remission. Therefore, a small dose of N4-behenoyl-1-beta-D-arabinofuranosylcytosine (BH-AC; 1 mg/kg/day) was administered for 70 days. As a result, complete remission was obtained and continued for 37 months with the same therapy. The experience of this case suggests that small dose of BH-AC could be applied to a case of CMMoL in blastic crisis.","['Tsukada, J', 'Misago, M', 'Sato, T', 'Kikuchi, M', 'Nakata, K', 'Nagata, K', 'Mori, N', 'Otani, H', 'Oda, S', 'Chiba, S']","['Tsukada J', 'Misago M', 'Sato T', 'Kikuchi M', 'Nakata K', 'Nagata K', 'Mori N', 'Otani H', 'Oda S', 'Chiba S', 'et al.']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '9YVR68W306 (enocitabine)']",IM,"['Antineoplastic Agents/administration & dosage/*therapeutic use', 'Blast Crisis/*drug therapy/pathology', 'Cytarabine/administration & dosage/*analogs & derivatives/therapeutic use', 'Female', 'Humans', 'Leukemia, Myelomonocytic, Chronic/*drug therapy/pathology', 'Middle Aged', 'Remission Induction']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Jan;30(1):61-6.,,,,,,,,,,,,
2716199,NLM,MEDLINE,19890622,20071115,0485-1439 (Print) 0485-1439 (Linking),30,1,1989 Jan,[Development of acute myelocytic leukemia in the course of Sjogren's syndrome].,56-60,"A 53-year-old female, who had been having xerostomia and xerophthalmia for two years, was admitted in November 1984, because of subfever and malaise. Laboratory examination revealed pancytopenia with appearance of blasts, mild hypergammaglobulinemia, and elevated titers of ANA, anti SS-A and anti SS-B. Bone marrow aspirate showed increased myeloblasts. Schirmer's test and Rose Bengal's test were both positive, and sialography showed apple tree like appearance. Pathological findings of biopsied lip mucosa showed remarkable infiltration of lymphocytes. The patient was diagnosed acute myelocytic leukemia and Sjogren's syndrome. In spite of recovery of peripheral blood after combination chemotherapy (BHAC-DMP), a disturbance of consciousness appeared and she died of its progression. It was suspected clinically that she was suffered from progressive multifocal leukoencephalopathy (PML). It is sometimes reported that patients with Sjogren's syndrome develop malignant lymphoma, but it is very rare that Sjogren syndrome develop AML.","['Wakita, H', 'Asai, T', 'Nakamura, M', 'Endoh, N', 'Hiruma, K', 'Igarashi, T', 'Wong, P', 'Itoh, K', 'Yoshida, S']","['Wakita H', 'Asai T', 'Nakamura M', 'Endoh N', 'Hiruma K', 'Igarashi T', 'Wong P', 'Itoh K', 'Yoshida S']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Leukoencephalopathy, Progressive Multifocal/complications', 'Middle Aged', ""Sjogren's Syndrome/*complications""]",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Jan;30(1):56-60.,,,,,,,,,,,,
2716197,NLM,MEDLINE,19890622,20151119,0485-1439 (Print) 0485-1439 (Linking),30,1,1989 Jan,[Chronic neutrophilic leukemia clinicopathological investigation on Japanese cases: with the questionnaire].,45-50,"The clinical picture and disease features of chronic neutrophilic leukemia (CNL), a rare hematological disorder, were investigated among 38 patients collected from Japanese reports. According to the diagnostic criteria, review of Japanese literature was carried out, using the questionnaire to the reporters of CNL cases. The rate of return for the questionnaire was 23/29 (79.3%). Of the 38 CNL patients, 26 were men and 12 were women. Their mean age at diagnosis was 65.2 years. The mean value of initial laboratory data were as follows; leukocyte count 54,000/mm3 with 86.9% mature neutrophils, hemoglobin 10.6g/dl, platelet count 22.0 X 10(4)/mm3, NCC from the bone marrow 44.9 X 10(4)/mm3, and NAP score 400.5. The CFU-C value was decreased in 17 of 24 cases examined. Two among the thirteen cases showed an increase of CSF activity in serum, and none was detected in urine of four cases. The clinical course in 33 cases were evaluated, and the median survival after the diagnosis was 21 months. Three cases terminated blastic crisis. Two had features similar to polycythemia during their course. The association with monoclonal gammopathy or multiple myeloma was found in 8 cases (21.8%), and this appears to be among the presenting clinical characteristics. Hemorrhagic diathesis was often fatal and was the most frequent cause of death (13 out of 28 cases died). Postmortem examination showed occasional systemic infiltration with neutrophils or leukemic cells in most organs including liver and spleen.","['Nisinari, T', 'Takahashi, T', 'Miura, A']","['Nisinari T', 'Takahashi T', 'Miura A']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Japan', 'Leukemia, Neutrophilic, Chronic/blood/*pathology', 'Male', 'Middle Aged', 'Surveys and Questionnaires']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Jan;30(1):45-50.,,,,,,,,,,,,
2716196,NLM,MEDLINE,19890622,20071115,0485-1439 (Print) 0485-1439 (Linking),30,1,1989 Jan,[BCR rearrangement and cytogenetic findings in Philadelphia-positive chronic myelocytic leukemia in children].,29-35,"Eight children with Philadelphia (Ph1) chromosome positive chronic myelocytic leukemia (CML) were available for cytogenetic studies and breakpoint cluster region (bcr) rearrangement analysis as compared to the features of adults with Ph1-positive CML. In chronic phase additional abnormalities other than Ph1 chromosome were found in none of our cases. On the other hand, in blastic crisis all of 6 cases had additional chromosomal abnormalities like as i(17q), double Ph1 and +8. The frequency of the appearance of additional chromosomal abnormalities, especially i(17q), is higher in children than in adult cases. In the DNA of 7 of 7 examined patients, rearrangement of bcr could be demonstrated by Southern blot analysis. These findings were similar to those observed in adults. An analysis of the location of the bcr breakpoint indicated that 5' breakpoints were found in four cases who were long-term survivors, and two of the other cases had blastic crisis from the onset of the disease. These findings showed the cytogenetic findings of children with Ph1+CML were different from those of the adult cases in the frequency of the appearance of the additional chromosomal abnormalities, and the location of the bcr breakpoint in children cases might be different from that in the adult cases and influence its prognosis.","['Shikano, T', 'Kikuta, H', 'Ishikawa, Y', 'Naito, H', 'Ohkawa, M', 'Nakadate, N', 'Hatae, Y', 'Takeda, T']","['Shikano T', 'Kikuta H', 'Ishikawa Y', 'Naito H', 'Ohkawa M', 'Nakadate N', 'Hatae Y', 'Takeda T']",,['jpn'],"['Comparative Study', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adolescent', 'Adult', 'Blast Crisis/genetics', 'Child', 'Child, Preschool', 'Chromosome Aberrations', 'Chronic Disease', 'Female', '*Gene Rearrangement', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Male', '*Multigene Family']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1989 Jan;30(1):29-35.,,,,,,,,,,,,
