PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,RF,CIN,CON,SI,TT,OID,OTO,OT,GN,EIN,MID,DEP,CI,LID,IR,FIR,IRAD,CRF
10199918,NLM,MEDLINE,19990602,20190831,0093-7711 (Print) 0093-7711 (Linking),49,5,1999 May,"Cloning and chromosomal mapping of a gene isolated from thymic stromal cells encoding a new mouse type II membrane serine protease, epithin, containing four LDL receptor modules and two CUB domains.",420-8,"We cloned and sequenced a mouse gene encoding a new type of membrane bound serine protease (epithin) containing a multidomain structure. The initial cDNA clone was found previously in a polymerase chain reaction (PCR)-based subtractive library generated from fetal thymic stromal cells, and the message was shown to be highly expressed in a thymic epithelial nurse cell line. A clone isolated from a severe combined immunodeficiency (SCID) thymus library and extended to its full length at the 5' end with the RACE technique contains an open reading frame of 902 amino acids. Based on the sequence of this clone, the predicted protein structure is a type II membrane protein with a C-terminal serine protease domain linked to the membrane by four low density lipoprotein receptor modules and two CUB domains. High message expression by northern blotting was detected in intestine, kidney, lung, SCID, and Rag-2(-/-) thymus, and 2-deoxyguanosine-treated fetal thymic rudiment, but not in skeletal muscle, liver, heart, testis, and brain. Sorted MHC class II+ and II- fetal thymic stromal cells were positive for expression by reverse transcriptase-PCR, whereas CD45(+) thymocytes were not. The gene was found in chicken and multiple mammalian species under low stringency Southern hybridization conditions. Under high stringency conditions, only a single gene per haploid genome was identified in the mouse. This gene, Prss14 (protease, serine, 14), was mapped to mouse chromosome 9 and is closely linked to the Fli1 (Friend leukemia integration 1) gene.","['Kim, M G', 'Chen, C', 'Lyu, M S', 'Cho, E G', 'Park, D', 'Kozak, C', 'Schwartz, R H']","['Kim MG', 'Chen C', 'Lyu MS', 'Cho EG', 'Park D', 'Kozak C', 'Schwartz RH']","['Laboratory of Cellular and Molecular Immunology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892-0420, USA.']",['eng'],,"['Comparative Study', 'Journal Article']",United States,Immunogenetics,Immunogenetics,0420404,"['0 (DNA, Complementary)', '0 (Membrane Proteins)', '0 (Receptors, LDL)', 'EC 3.4.21.- (Serine Endopeptidases)', 'EC 3.4.21.- (matriptase)', 'EC 3.4.21.109 (St14 protein, mouse)']",IM,"['Amino Acid Sequence', 'Animals', 'Chromosome Mapping', 'Cloning, Molecular', 'DNA, Complementary/genetics', 'Membrane Proteins', 'Mice', 'Mice, SCID', 'Mice, Transgenic', 'Molecular Sequence Data', 'Protein Conformation', 'Receptors, LDL/genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Sequence Analysis, DNA', 'Sequence Homology, Amino Acid', 'Serine Endopeptidases/*genetics', 'Stromal Cells', 'Thymus Gland/cytology/*enzymology', 'Tissue Distribution']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",['10.1007/s002510050515 [doi]'],ppublish,Immunogenetics. 1999 May;49(5):420-8. doi: 10.1007/s002510050515.,,,,,['GENBANK/AF042822'],,,,,,,,,,,,,,
10199768,NLM,MEDLINE,19990421,20071115,0021-972X (Print) 0021-972X (Linking),84,4,1999 Apr,Insulin-like growth factor binding proteins (IGFBPs) and IGFBP-related protein 1-levels in cerebrospinal fluid of children with acute lymphoblastic leukemia.,1283-7,"Abnormalities in insulin-like growth factor binding proteins (IGFBPs) have been reported in the cerebrospinal fluid (CSF) of children with acute leukemia. In the present study, we have further characterized the IGFBPs in whole CSF prospectively in 11 children with acute B-lineage lymphoblastic leukemia (ALL) undergoing chemotherapy. Western ligand blots Western immunoblots using a new anti-IGFBP-6 and a new IGFBP-rP1 (related protein-1 antibody and immunoassays (Diagnostic Systems Laboratories, Inc., Webster, TX) were used to characterize and measure IGFBP-6, IGFBP-2, IGFBP-3, and IGFBP-rP1 in children with ALL at diagnosis, and with treatment. Comparisons at baseline were made with 11 children with meningitis and 11 children with febrile convulsions (controls). The mean (+/- SE) CSF IGFBP-6 in ALL patients, 56 (+/- 7) ng/mL, was significantly lower than in meningitis, 97 (+/- 17) ng/mL; and in controls, 123 (+/- 24) ng/mL (P < 0.05, t test). In contrast, CSF IGFBP-3 was elevated in ALL patients, 29 (+/- 9) ng/mL; compared with meningitis, 11 (+/- 1) ng/mL; and controls, 10 (+/- 1) ng/mL (P < 0.05, t test); and IGFBP-2 did not differ among the three groups (47-59 ng/mL, P > 0.05). CSF IGFBP-6 remained very low in the patients with ALL, at 4 and 36 weeks of treatment; whereas IGFBP-3 decreased to control levels, and IGFBP-2 did not change significantly. At baseline, Western ligand blots and Western immunoblots identified a 25- to 28-kDa broad band as IGFBP-6 and a 30-kDa band as IGFBP-2 and showed that there was almost no intact IGFBP-3 in CSF. IGFBP-rP1 was also present in the CSF and was elevated in patients with ALL, compared with the 2 control groups. In conclusion, at diagnosis, IGFBP-rP1 and fragments of IGFBP-3 are elevated, and IGFBP-6 is significantly decreased, in the CSF of ALL children; and IGFBP-6 remained low, with treatment, up to 36 weeks. The role of the IGFBPs and IGFBP-rPs in central nervous system acute leukemia remain to be further elucidated.","['How, H K', 'Yeoh, A', 'Quah, T C', 'Oh, Y', 'Rosenfeld, R G', 'Lee, K O']","['How HK', 'Yeoh A', 'Quah TC', 'Oh Y', 'Rosenfeld RG', 'Lee KO']","['Department of Medicine, National University of Singapore, Singapore.']",['eng'],"['CA-58110/CA/NCI NIH HHS/United States', 'DK-51513/DK/NIDDK NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Endocrinol Metab,The Journal of clinical endocrinology and metabolism,0375362,"['0 (Carrier Proteins)', '0 (Insulin-Like Growth Factor Binding Proteins)', '0 (insulin-like growth factor binding protein-related protein 1)', '67763-97-7 (Insulin-Like Growth Factor II)']",IM,"['Carrier Proteins/*cerebrospinal fluid', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Insulin-Like Growth Factor Binding Proteins/*cerebrospinal fluid', 'Insulin-Like Growth Factor II/metabolism', 'Longitudinal Studies', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*cerebrospinal fluid']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",['10.1210/jcem.84.4.5587 [doi]'],ppublish,J Clin Endocrinol Metab. 1999 Apr;84(4):1283-7. doi: 10.1210/jcem.84.4.5587.,,,,,,,,,,,,,,,,,,,
10199557,NLM,MEDLINE,19990427,20161124,0021-9541 (Print) 0021-9541 (Linking),179,2,1999 May,Cytoplasmic elongation and rupture in megakaryoblastic leukemia cells via activation of adhesion and motility by staurosporine on fibronectin-bound substratum.,179-92,"Human megakaryoblastic leukemia Meg-01 cells were attached to fibronectin (FN)-coated substratum, on which remarkable spreading and cytoplasmic elongation was induced by treatment with a protein kinase inhibitor, staurosporine (stp). This effect was inhibited by RGDS and was also not seen on FN-lacking substratum. The extended cytoplasm had swollen terminals and nodes, which contained GpIIb and beta-thromboglobulin, occasionally included alpha granules, and tended to form particles (2-5 microm) after rupture of the narrowed cytoplasm. Among other protein kinase modulators tested, only K252a promoted the elongation, while calphostin, herbimycin, TPA, and calyculin suppressed it. The cells began to migrate soon after addition of stp, with attachment to the substratum held at some sites during the migration. This tethered movement seemed to cause the cytoplasmic elongation and the rupture into particles. The elongation was retarded by pretreating the cells with cytochalasin A and Clostridium C3 toxin but not with demecolcine. Actin microfilaments in the stp-treated Meg-01 cells accumulated in the filopodia and periphery of the extended cytoplasm, in which vinculin was colocalized as adhesion plaques. The microtubules were longitudinally oriented through the cytoplasmic extension and showed no ring profile in the nodes and particles. Thus, stp in the presence of FN appears to stimulate reorganization of actin-based cytoskeleton and formation of focal contacts in Meg-01 cells. This leads to the activation of cell adhesion and motility, and then cytoplasmic elongation and rupture into particles.","['Yamazaki, Y', 'Sanokawa, R', 'Fujita, Y', 'Zhou, D', 'Kawasaki, K', 'Tanaka, H', 'Komatsu, T', 'Nagasawa, T', 'Oka, S']","['Yamazaki Y', 'Sanokawa R', 'Fujita Y', 'Zhou D', 'Kawasaki K', 'Tanaka H', 'Komatsu T', 'Nagasawa T', 'Oka S']","['National Institute of Bioscience and Human Technology, Agency of Industrial Science and Technology, Tsukuba, Ibaraki, Japan. yamazaki@nibh.go.jp']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Cell Physiol,Journal of cellular physiology,0050222,"['0 (Bacterial Toxins)', '0 (Cytochalasins)', '0 (Enzyme Inhibitors)', '0 (Fibronectins)', '0 (Oligopeptides)', '0 (Protein Kinase Inhibitors)', '14110-64-6 (cytochalasin A)', 'AC6UDA2MFC (arginyl-glycyl-aspartyl-serine)', 'H88EPA0A3N (Staurosporine)', 'Z01IVE25KI (Demecolcine)']",IM,"['Animals', 'Bacterial Toxins/pharmacology', 'Cell Adhesion/drug effects', 'Cell Movement/drug effects', 'Cell Size/drug effects', 'Cytochalasins/pharmacology', 'Demecolcine/pharmacology', 'Enzyme Inhibitors/pharmacology', 'Fibronectins/*pharmacology', 'Leukemia, Megakaryoblastic, Acute/*pathology', 'Mice', 'Microscopy, Electron', 'Oligopeptides/pharmacology', 'Protein Kinase Inhibitors', 'Staurosporine/*pharmacology', 'Tumor Cells, Cultured']",1999/04/13 02:08,2000/06/20 09:00,['1999/04/13 02:08'],"['1999/04/13 02:08 [pubmed]', '2000/06/20 09:00 [medline]', '1999/04/13 02:08 [entrez]']","['10.1002/(SICI)1097-4652(199905)179:2<179::AID-JCP8>3.0.CO;2-R [pii]', '10.1002/(SICI)1097-4652(199905)179:2<179::AID-JCP8>3.0.CO;2-R [doi]']",ppublish,J Cell Physiol. 1999 May;179(2):179-92. doi: 10.1002/(SICI)1097-4652(199905)179:2<179::AID-JCP8>3.0.CO;2-R.,,,,,,,,,,,,,,,,,,,
10199459,NLM,MEDLINE,19990415,20190905,0277-3732 (Print) 0277-3732 (Linking),22,2,1999 Apr,Late recurrence of childhood acute lymphoblastic leukemia.,191-2,"Late relapse of childhood lymphoblastic leukemia 10 years after the end of treatment is rare. A young woman whose acute lymphoblastic leukemia recurred 11 years after the end of treatment for acute lymphoblastic leukemia is described, and the literature on late relapse of childhood acute lymphoblastic leukemia is reviewed.","['Geetha, N', 'Lali, V S', 'Nileena, N', 'Nair, M K']","['Geetha N', 'Lali VS', 'Nileena N', 'Nair MK']","['Department of Medical Oncology, Regional Cancer Centre, Thiruvananthapuram, Kerala, India.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Am J Clin Oncol,American journal of clinical oncology,8207754,,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child, Preschool', 'Fatal Outcome', 'Female', 'Humans', 'Immunophenotyping', 'Karyotyping', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/drug therapy', 'Recurrence', 'Time Factors']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",['10.1097/00000421-199904000-00019 [doi]'],ppublish,Am J Clin Oncol. 1999 Apr;22(2):191-2. doi: 10.1097/00000421-199904000-00019.,,,,,,,,,,,,,,,,,,,
10199215,NLM,MEDLINE,19990722,20080610,1661-8157 (Print) 1661-8157 (Linking),88,10,1999 Mar 4,[Role of aggressive treatment strategies for myelodysplastic syndromes].,431-8,"Myelodysplastic syndromes (MDS) constitute a heterogenous group of acquired bone marrow disorders characterized by ineffective hematopoiesis, cellular dysfunction and an increased risk of transformation into acute myeloid leukemia (AML). The percentage of medullary blast cells and the karyotype at diagnosis are the most important predictors of survival. Patients with more than 10% blast cells or an unfavourable karyotype (chromosome 7 abnormalities or complex aberrations) usually survive less than 12 months. This review article focuses on the roles of intensive AML-type chemotherapy, autologous stem cell transplantation and allogeneic bone marrow transplantation in the management of patients with advanced MDS. Recent studies suggest that, with appropriate selection of patients, intensive chemotherapy produces high rates of complete remission. Chances of entering remission are particularly high in patients with a good Karnofsky score, bone marrow blast count < 30% and normal karyotype. When compared with acute myeloid leukemia, results of autologous bone marrow transplantation in MDS are disappointing. A major disadvantage of this approach is the delayed recovery of hematopoiesis. Autologous peripheral blood progenitor cell transplantation overcomes this difficulty and is currently explored as consolidation therapy after successful remission induction with polychemotherapy in an intergroup study of the EORTC and EBMT. Allogeneic bone marrow transplantation remains the treatment of choice for younger MDS patients, offering a good chance of cure if the transplantation is performed at an early stage of disease or if the patient receives the transplant in complete remission after conventional chemotherapy.","['Aul, C', 'Germing, U', 'Minning, H', 'Kobbe, G', 'Gattermann, N', 'Sudhoff, T', 'Meckenstock, G', 'Sohngen, D', 'Heyll, A']","['Aul C', 'Germing U', 'Minning H', 'Kobbe G', 'Gattermann N', 'Sudhoff T', 'Meckenstock G', 'Sohngen D', 'Heyll A']","['Klinik fur Hamatologie, Heinrich-Heine-Universitat, Dusseldorf.']",['ger'],,"['English Abstract', 'Journal Article', 'Review']",Switzerland,Praxis (Bern 1994),Praxis,101468093,,IM,"['Humans', 'Myelodysplastic Syndromes/*drug therapy/*therapy']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",,ppublish,Praxis (Bern 1994). 1999 Mar 4;88(10):431-8.,,36,,,,Stellenwert aggressiver Behandlungsstrategien im Therapiekonzept myelodysplastischer Syndrome.,,,,,,,,,,,,,
10199214,NLM,MEDLINE,19990722,20080610,1661-8157 (Print) 1661-8157 (Linking),88,10,1999 Mar 4,[Acute myeloid leukemia (AML)].,421-30,"Acute myeloid leukemia (AML) appears related to some environmental factors and higher age. The morphological subtypes reflect genotypes as detected by specific chromosome translocations and related fusion genes. Genotypes determine the disease biology and prognosis. Chemotherapy remains as the backbone of treatment and has brought the long-term disease-free survival to 30-40%. Factors contributing to the improved results are prolonged maintenance, double induction strategy and high dose AraC in postremission and induction phase. Allogeneic bone marrow transplantation adds to the improvements by the graft versus leukemia effect. Autologous stem cell transplantations may allow further escalation of postremission chemotherapy and might thus further improve the cure rate in AML.","['Buchner, T']",['Buchner T'],"['Medizinische Universitatsklinik, Innere Medizin A, Westfalischen Wilhelms Universitat Munster.']",['ger'],,"['English Abstract', 'Journal Article', 'Review']",Switzerland,Praxis (Bern 1994),Praxis,101468093,,IM,"['Humans', 'Leukemia, Myeloid, Acute/*pathology/therapy']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",,ppublish,Praxis (Bern 1994). 1999 Mar 4;88(10):421-30.,,79,,,,Akute myeloische Leukamie.,,,,,,,,,,,,,
10199213,NLM,MEDLINE,19990722,20080610,1661-8157 (Print) 1661-8157 (Linking),88,10,1999 Mar 4,[Treatment of adult acute lymphoblastic leukemia].,407-20,"In patients with adult ALL, substantial progress has been made in the past 20 years. At present a cure rate of 30-40% can be achieved and varies in defined subgroups between 10-51%. ALL does not represent an uniform disease but is formed by biologic subentities, which differ in their natural history, clinical presentation and prognosis. A comprehensive diagnostic examination, including morphology, cytochemistry, immunology, cytogenetic and molecular genetic analysis is a precondition for prognostic assessment and therapeutic stratification. The basic principle of ALL treatment is a combination chemotherapy with sequential administration of induction, consolidation and maintenance therapy. Bone marrow transplantation has become an important part of the treatment strategy and is performed in patients with high risk. In the subgroup of T-ALL a significant progress has been made in the last years with survival rates of 40-50%. In B-ALL the results have been greatly improved to 48-51% by introduction of a specific treatment strategy. However, the results (about 30%) stagnate for the total group of B-lineage-ALL (common ALL, pre-B-ALL, pro-B-ALL). Patients with B-lineage-ALL can be subdivided in a high and low risk group according to the presence of risk factors (age, white blood cell count, time to achieve a complete remission, pro-B-ALL and the translocations t[4;11], t[9;22]). The outcome of the subgroup of adult pro-B-ALL has been substantially improved (50%). An increase of treatment results (20%) appears in outlines for patients above 50 years. The Ph/bcr-abl positive ALL has in spite of improved complete remission rates (60-70%) consistently unfavourable survival rates (10%).","['Gokbuget, N', 'Arnold, R', 'Buchner, T', 'Freund, M', 'Gassmann, W', 'Heil, G', 'Hiddemann, W', 'Loffler, H', 'Lipp, T', 'Ludwig, W D', 'Maschmeyer, G', 'Thiel, E', 'Messerer, D', 'Hoelzer, D']","['Gokbuget N', 'Arnold R', 'Buchner T', 'Freund M', 'Gassmann W', 'Heil G', 'Hiddemann W', 'Loffler H', 'Lipp T', 'Ludwig WD', 'Maschmeyer G', 'Thiel E', 'Messerer D', 'Hoelzer D']","['Medizinische Klinik III (Hamatologie/Onkologie/Rheumatologie/Infektiologie), Universitatsklinikum, Frankfurt/M.']",['ger'],,"['English Abstract', 'Journal Article', 'Review']",Switzerland,Praxis (Bern 1994),Praxis,101468093,,IM,"['Adult', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/pathology/*therapy']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",,ppublish,Praxis (Bern 1994). 1999 Mar 4;88(10):407-20.,,73,,,,Akute lymphatische Leukamie des Erwachsenen.,,,,,,,,,,,,,
10199208,NLM,MEDLINE,19990428,20061115,0485-1439 (Print) 0485-1439 (Linking),40,2,1999 Feb,[Multiple myeloma in siblings].,135-9,"We encountered 2 patients with multiple myeloma in a family with 11 siblings, suggesting that the occurrence of the disease may be associated with genetic factors. Patient 1: The second daughter (age 79) was given a diagnosis of multiple myeloma and admitted to our hospital in December 1997 for treatment. IgG-lambda type M protein was detected by serum immunoelectrophoresis, punched out lesions (+) by X ray examination, and atypical plasma cells (14% of total) by bone marrow examination. Patient 2: The fifth daughter (age 68) received a diagnosis of multiple myeloma and was admitted to our hospital in May 1997 for treatment. Bence Jones-kappa type and IgA-kappa type M protein were detected by serum immunoelectrophoresis, punched out lesions (+) by X ray examination, and atypical plasma cells (90% of total) by bone marrow examination. It was noted that the sixth daughter had leukemia; hence, 3 of the 11 siblings had blood disorders. For this reason, HLA studies were performed and detected A31, B39, B51, and Cw7 in patient 1 and A31, B51, B62, and Cw4 in patient 2. Further case studies will hopefully reveal more details concerning the relationship between myeloma and HLA.","['Watanabe, T', 'Suzuki, Y', 'Murakami, S', 'Komatsu, M']","['Watanabe T', 'Suzuki Y', 'Murakami S', 'Komatsu M']","['Department of Clinical Laboratory, Katta General Hospital.']",['jpn'],,"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (HLA Antigens)', '0 (Immunoglobulin gamma-Chains)', '0 (Myeloma Proteins)']",IM,"['Aged', 'Family Health', 'Female', 'HLA Antigens/genetics', 'Humans', 'Immunoglobulin gamma-Chains/genetics', 'Multiple Myeloma/*genetics', 'Myeloma Proteins/genetics']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1999 Feb;40(2):135-9.,,,,,,,,,,,,,,,,,,,
10199207,NLM,MEDLINE,19990428,20131121,0485-1439 (Print) 0485-1439 (Linking),40,2,1999 Feb,[Atypical chronic myeloid leukemia presenting with trilineage dysplasia and IgG (lambda) type monoclonal gammopathy].,129-34,"A 78-year-old man was diagnosed as leukocytosis in February 1994. Physical examination revealed marked hepatosplenomegaly. A peripheral blood examination disclosed 95,090/microliter leukocytes without hiatus leukemicus, 6.5 g/dl Hb, and 15.0 x 10(4)/microliter platelets. The neutrophil alkaline phosphatase score was 27, and serum VB12 was above 1,600pg/ml. IgG was identified as monoclonal immunoglobulin of type lambda. Bone marrow specimens demonstrated marked granulocytic hyperplasia. Neither the Philadelphia chromosome (Ph1) nor BCR gene rearrangement was detected; hence, the diagnosis of Ph1 (-) chronic myeloid leukemia (CML) was made. The patient was treated with hydroxyurea and low-dose VP-16 with no improvement, and died of pneumonia and sepsis in June 1995. This case was considered to be consistent with atypical CML (aCML) according to the FAB classification because monocytosis was not observed. It seems likely and interesting that the coexistent monoclonal gammopathy and aCML might have arisen from common abnormal hematopoietic stem cells.","['Itoh, K', 'Kashimura, T', 'Kobayashi, Y', 'Yagasaki, F', 'Sakata, T', 'Kawai, N', 'Matsuda, A', 'Kusumoto, S', 'Fukuda, M', 'Ino, H', 'Murohashi, I', 'Jinnai, I', 'Yoshida, S', 'Bessho, M', 'Saitoh, M', 'Hirashima, K']","['Itoh K', 'Kashimura T', 'Kobayashi Y', 'Yagasaki F', 'Sakata T', 'Kawai N', 'Matsuda A', 'Kusumoto S', 'Fukuda M', 'Ino H', 'Murohashi I', 'Jinnai I', 'Yoshida S', 'Bessho M', 'Saitoh M', 'Hirashima K']","['First Department of Internal Medicine, Saitama Medical School.']",['jpn'],,"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Immunoglobulin gamma-Chains)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Aged', 'Bone Marrow Cells/pathology', 'Fusion Proteins, bcr-abl/genetics', 'Humans', 'Immunoglobulin gamma-Chains/*blood', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/classification/*pathology', 'Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative/*pathology', 'Male', 'Paraproteinemias/*complications']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1999 Feb;40(2):129-34.,,,,,,,,,,,,,,,,,,,
10199205,NLM,MEDLINE,19990428,20171116,0485-1439 (Print) 0485-1439 (Linking),40,2,1999 Feb,[Acute promyelocytic leukemia with t(11;17)(q23;q21)].,119-23,"We report the first Japanese case of acute promyelocytic leukemia with t(11;17)(q23;q21) and CD56. A 41-year-old man with schizophrenia was hospitalized because of the appearance of blasts with Auer bodies in his peripheral blood. A bone marrow smear showed an abundance of abnormal cells with scanty azurophile granules in the cytoplasm and somewhat lobulated nuclei. Because the abnormal cells demonstrated strongly positive peroxidase reactivity with a few faggot bodies, the patient was given a diagnosis of acute promyelocytic leukemia (M3v according to the FAB classification). However, chromosome analysis revealed t(11;17)(23; q21). All-trans retinoic acid (ATRA) was not effective. Mitoxantrone was more effective than daunorubicin, and resulted in a complete remission with a normal karyotype. About 9 months later, the patient suffered a relapse. Surface marker analysis demonstrated blasts that were positive for CD56, CD13, and CD33. MEC (mitoxantrone, etoposide, cytarabine) therapy was ineffective. Although ATRA was administered at a dose of 80 mg/day for more than 2 months, the number of myelocytes and promyelocytes increased Finally CAG (cytarabine, aclarubicin, G-CSF) therapy was initiated, but the patient died due to intracranial invasion and hemorrhage accompanied by disseminated intravascular coagulation.","['Hoshi, S']",['Hoshi S'],"['Department of Internal Medicine, Kamaishi Municipal Hospital.']",['jpn'],,"['Case Reports', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (CD56 Antigen)'],IM,"['Adult', 'CD56 Antigen/analysis', '*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 17', 'Humans', 'Leukemia, Promyelocytic, Acute/*genetics/immunology', 'Male', 'Schizophrenia/complications', '*Translocation, Genetic']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1999 Feb;40(2):119-23.,,,,,,,,,,,,,,,,,,,
10199195,NLM,MEDLINE,19990428,20181201,0485-1439 (Print) 0485-1439 (Linking),40,2,1999 Feb,[Acute myelogenous leukemia in elderly].,77-80,,"['Mori, M']",['Mori M'],,['jpn'],,"['Journal Article', 'Lecture', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Aged', 'Humans', '*Leukemia, Myeloid, Acute/drug therapy/mortality', 'Prognosis', 'Quality of Life', 'Remission Induction', 'Survival Rate']",1999/04/13 00:00,1999/04/13 00:01,['1999/04/13 00:00'],"['1999/04/13 00:00 [pubmed]', '1999/04/13 00:01 [medline]', '1999/04/13 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1999 Feb;40(2):77-80.,,21,,,,,,,,,,,,,,,,,
