PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,GR,RN,SI,PMC,AD,TT,CIN,EIN,OID
2959782,NLM,MEDLINE,19871124,20051117,0141-2760 (Print) 0141-2760 (Linking),23,3,1987 Jul,Abnormalities of cellular immunity and natural killer cells in Gaucher's disease.,149-51,"['Burstein, Y', 'Zakuth, V', 'Rechavi, G', 'Spirer, Z']","['Burstein Y', 'Zakuth V', 'Rechavi G', 'Spirer Z']",['eng'],['Journal Article'],Scotland,J Clin Lab Immunol,Journal of clinical & laboratory immunology,7808987,IM,"['B-Lymphocytes/immunology', 'Concanavalin A/pharmacology', 'Gaucher Disease/*immunology', 'Humans', 'Killer Cells, Natural/*immunology', 'Lymphocyte Activation/drug effects', 'Phytohemagglutinins/pharmacology', 'Pokeweed Mitogens/pharmacology', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Helper-Inducer/immunology', 'T-Lymphocytes, Regulatory/immunology']",,1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",,ppublish,J Clin Lab Immunol. 1987 Jul;23(3):149-51.,"Gaucher's disease (GD) which is a congenital defect characterized by the accumulation of glucocerebroside in cells of the reticulo endothelial system, is associated with malignancies of the lymphoid system such as multiple myeloma, chronic lymphatic leukemia, as well as acute leukemia of childhood. We report the immunological profile of the T-cell system in GD patients and in GD carriers. We found a variable response to lectins stimulation (PHA, Con A, PWM in various concentrations) which supports the hypothesis that a persistent antigenic stimulation in GD affects all components of the immune system of those patients. A highly significant decrease in the number of NK cells was also found, which might be a predisposing factor to the increase in malignant B and other lymphoid cell proliferations described in patients with GD.",,"['0 (Phytohemagglutinins)', '0 (Pokeweed Mitogens)', '11028-71-0 (Concanavalin A)']",,,"['Pediatric Department, Rokach Hospital, Tel-Aviv Medical Center, Israel.']",,,,
2959729,NLM,MEDLINE,19871201,20191029,0197-8357 (Print) 0197-8357 (Linking),7,4,1987 Aug,Interferon-alpha A/D blocks an increase in Fc receptors of a human promyelocytic leukemia cell line (HL-60) induced by other recombinant interferons.,397-407,"['Hemmi, H', 'Nakamura, T', 'Aso, H', 'Ishida, N']","['Hemmi H', 'Nakamura T', 'Aso H', 'Ishida N']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Interferon Res,Journal of interferon research,8100396,IM,"['Cell Differentiation/drug effects', 'Cell Line', 'Humans', 'Interferon Type I/*pharmacology', 'Interferon-gamma/pharmacology', 'Leukemia, Myeloid, Acute/*drug therapy/immunology/pathology', 'Phagocytosis/drug effects', 'Receptors, Fc/biosynthesis/*drug effects', 'Receptors, IgG', 'Recombinant Proteins/pharmacology']",,1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",['10.1089/jir.1987.7.397 [doi]'],ppublish,J Interferon Res. 1987 Aug;7(4):397-407. doi: 10.1089/jir.1987.7.397.,"The effect of recombinant hybrid interferon (IFN)-alpha A/D either alone or in combination with retinoic acid (RA) on induction of differentiation of the human promyelocytic leukemia cell line HL-60 was studied. The combination of 10 nM RA and IFN-alpha A/D at concentrations of 120 units/ml and higher induces differentiation into cells having many monocytic characteristics such as monocyte-like morphology, ability of superoxide anion production, antibody-dependent cellular cytotoxicity, and nonspecific esterase activity. However, this combination does not induce an increase in IgG Fc receptors (Fc gamma R) and immunoerythrophagocytosis. IFN-alpha A/D alone shows essentially no effect on these parameters. Pretreatment of HL-60 with IFN-alpha A/D blocks the Fc gamma R-increasing activity of IFN-alpha A, IFN-alpha D, and IFN-gamma. This block is complete after a 2-h pretreatment for IFN-alpha A and IFN-alpha D and after a 6-h pretreatment for IFN-gamma. Furthermore, an increase in Fc gamma R-mediated phagocytosis is also suppressed by the pretreatment. However, IFN-alpha A/D does not suppress superoxide anion production. These results indicate that the block of an Fc gamma R-increase by IFN-alpha A/D has not resulted in the competitive inhibition at IFN receptors, but may occur in intracellular events such as postreceptor transduction for the expression of Fc gamma R.",,"['0 (Interferon Type I)', '0 (Receptors, Fc)', '0 (Receptors, IgG)', '0 (Recombinant Proteins)', '82115-62-6 (Interferon-gamma)']",,,"['Department of Bacteriology, Tohoku University School of Medicine, Sendai, Japan.']",,,,
2959422,NLM,MEDLINE,19871130,20190820,0090-1229 (Print) 0090-1229 (Linking),45,2,1987 Nov,A monoclonal antibody and functional study of malignant T cells of a patient with suppressor-T-cell lymphoma.,230-4,"['Raziuddin, S', 'Hussain, N K', 'Latif, A B']","['Raziuddin S', 'Hussain NK', 'Latif AB']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Clin Immunol Immunopathol,Clinical immunology and immunopathology,0356637,IM,"['Abdominal Neoplasms/diagnosis/*immunology/pathology', '*Antibodies, Monoclonal', 'Concanavalin A/pharmacology', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis/*immunology/pathology', 'Lymph Nodes/immunology/pathology', 'Lymphocyte Activation/drug effects', 'Lymphocyte Cooperation', 'Lymphoma, Non-Hodgkin/diagnosis/*immunology/pathology', 'Middle Aged', 'Phenotype', 'Phytohemagglutinins/pharmacology', 'T-Lymphocytes, Regulatory/drug effects/immunology/*pathology']",,1987/11/01 00:00,1987/11/01 00:01,['1987/11/01 00:00'],"['1987/11/01 00:00 [pubmed]', '1987/11/01 00:01 [medline]', '1987/11/01 00:00 [entrez]']",['10.1016/0090-1229(87)90037-7 [doi]'],ppublish,Clin Immunol Immunopathol. 1987 Nov;45(2):230-4. doi: 10.1016/0090-1229(87)90037-7.,"We describe the immunologic characteristics of malignant T cells of a T-cell lymphoma patient. The neoplastic cells in lymph node expressed OKT3+, OKT11-, E-rosetting-, OKT4-, OKT8+, OKIa1+, OKDR+ suppressor-T-cell phenotype. Functionally, these malignant T cells did not respond to phytohemagglutinin, but produced a good response to concanavalin A. A defect in expression of interleukin 2 receptors was evident in phytohemagglutinin-activated T cells. In vitro immunoglobulin production experiments demonstrated that patient's malignant T cells possess helper function on normal B cells to produce IgM, and suppressor function to produce IgG.",,"['0 (Antibodies, Monoclonal)', '0 (Phytohemagglutinins)', '11028-71-0 (Concanavalin A)']",,,"['Department of Immunology, King Saud University, College of Medicine, Abha, Saudi Arabia.']",,,,
2959371,NLM,MEDLINE,19871130,20190705,0092-8674 (Print) 0092-8674 (Linking),51,2,1987 Oct 23,A human autoimmune protein associated with U1 RNA contains a region of homology that is cross-reactive with retroviral p30gag antigen.,211-20,"['Query, C C', 'Keene, J D']","['Query CC', 'Keene JD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,IM,"['Antibodies/immunology', 'Antigens, Viral/*immunology', 'Autoantigens/*genetics/immunology', 'Autoimmune Diseases/blood', '*Base Sequence', 'Cloning, Molecular', 'Cross Reactions', 'DNA/genetics', 'Genetic Code', 'Humans', 'Immune Sera/immunology', 'Molecular Sequence Data', 'Moloney murine leukemia virus/metabolism', 'Retroviridae/*immunology', 'Ribonucleoproteins/*immunology', 'Ribonucleoproteins, Small Nuclear', '*Sequence Homology, Nucleic Acid', 'Viral Proteins/genetics']",,1987/10/23 00:00,1987/10/23 00:01,['1987/10/23 00:00'],"['1987/10/23 00:00 [pubmed]', '1987/10/23 00:01 [medline]', '1987/10/23 00:00 [entrez]']","['0092-8674(87)90148-6 [pii]', '10.1016/0092-8674(87)90148-6 [doi]']",ppublish,Cell. 1987 Oct 23;51(2):211-20. doi: 10.1016/0092-8674(87)90148-6.,"cDNA encoding a 70 kd protein (70K) associated with U1 small nuclear ribonucleoprotein (snRNP) was cloned from a human brain-stem library using autoantibodies from patients with connective tissue disease. The cDNA-derived amino acid sequence contains 23 residues homologous to a region of murine leukemia virus group-specific antigen p30gag. The homology residues in an antigenic portion of the 70K protein and is defined by a core consensus sequence, ETPEEREERRR, that occurs as a tandem repeat in p30gag of most mammalian type C retroviruses. Anti-p30gag antibodies recognized a recombinant 70K-LacZ fusion protein as well as U1 snRNPs. Using synthetic peptides as competitors, we demonstrated that the region of homology encompasses the site of immunological cross-reactivity. Thus autoantibodies against U1 snRNPs were elicited by immunization with p30gag. On the basis of these findings, we suggest a role for retroviruses in the initiation of autoimmunity.",['GM 02121/GM/NIGMS NIH HHS/United States'],"['0 (Antibodies)', '0 (Antigens, Viral)', '0 (Autoantigens)', '0 (Immune Sera)', '0 (Ribonucleoproteins)', '0 (Ribonucleoproteins, Small Nuclear)', '0 (Viral Proteins)', '9007-49-2 (DNA)']",,,"['Department of Microbiology and Immunology, Duke University Medical Center, Durham, North Carolina 27710.']",,,,
2959361,NLM,MEDLINE,19871130,20190908,0340-7004 (Print) 0340-7004 (Linking),25,2,1987,In vitro expression of secondary antitumor immunity by in vitro tumor-sensitized T cells: inhibition by tumor-induced suppressor T cells.,69-74,"['Kaymakcalan, Z', 'Spitalny, G L', 'Bursuker, I']","['Kaymakcalan Z', 'Spitalny GL', 'Bursuker I']",['eng'],['Journal Article'],Germany,Cancer Immunol Immunother,"Cancer immunology, immunotherapy : CII",8605732,IM,"['Animals', 'Cyclophosphamide/pharmacology', 'Depression, Chemical', 'Gamma Rays', 'Immune Tolerance/drug effects/radiation effects', 'Immunization', 'Immunologic Memory', 'Leukemia P388/*immunology', 'Leukemia, Experimental/*immunology', 'Male', 'Mast-Cell Sarcoma/*immunology', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Spleen/transplantation', 'T-Lymphocytes, Cytotoxic/*immunology', 'T-Lymphocytes, Regulatory/immunology/*transplantation']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",['10.1007/BF00199943 [doi]'],ppublish,Cancer Immunol Immunother. 1987;25(2):69-74. doi: 10.1007/BF00199943.,"In vitro cultivation of memory immune cells from P815- or P388-immune mice with corresponding irradiated tumor cells induced generation of cytolytic T cells (CTL). The induction of CTL generation, as well as the cytolytic activity itself, was tumor-specific. The in vitro generation of CTL from P815- or P388-immune cells was suppressed by spleen cells from mice bearing corresponding progressive tumors (tumor size 15 mm). The tumor-induced suppressor cells suppressed the in vitro generation of CTL, but did not affect their cytolytic function. The suppression was tumor-specific and was mediated by Ly1+2-L3T4+ T cells. Treatment of suppressor cell donors with cyclophosphamide or sublethal gamma-radiation completely abolished the ability of their spleen cells to inhibit the in vitro CTL generation.",,['8N3DW7272P (Cyclophosphamide)'],,,"['Pharmaceutical Research and Development Division, Bristol-Myers Company, Wallingford, Connecticut 06492-7660.']",,,,
2959356,NLM,MEDLINE,19871204,20190619,0008-543X (Print) 0008-543X (Linking),60,10,1987 Nov 15,Acute megakaryoblastic leukemia associated with mosaic Down's syndrome.,2515-20,"['Simon, J H', 'Tebbi, C K', 'Freeman, A I', 'Brecher, M L', 'Green, D M', 'Sandberg, A A']","['Simon JH', 'Tebbi CK', 'Freeman AI', 'Brecher ML', 'Green DM', 'Sandberg AA']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Cancer,Cancer,0374236,IM,"['Amsacrine/administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Chromosomes, Human, Pair 17', 'Clone Cells/pathology', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Down Syndrome/*complications/genetics', 'Doxorubicin/administration & dosage', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Hydrocortisone/administration & dosage', 'Infant', 'Leukemia, Megakaryoblastic, Acute/*complications/drug therapy/genetics', 'Methotrexate/administration & dosage', '*Mosaicism', 'Prednisone/administration & dosage', 'Thioguanine/administration & dosage', 'Trisomy']",35,1987/11/15 00:00,1987/11/15 00:01,['1987/11/15 00:00'],"['1987/11/15 00:00 [pubmed]', '1987/11/15 00:01 [medline]', '1987/11/15 00:00 [entrez]']",['10.1002/1097-0142(19871115)60:10<2515::aid-cncr2820601028>3.0.co;2-f [doi]'],ppublish,Cancer. 1987 Nov 15;60(10):2515-20. doi: 10.1002/1097-0142(19871115)60:10<2515::aid-cncr2820601028>3.0.co;2-f.,"There have been several reports of the association between Down's Syndrome and acute megakaryoblastic (M7) leukemia (AMKL). The diagnosis of this rare form of leukemia has been better delineated by the use of the platelet peroxidase reaction and the antifactor VIII antibody immunoperoxidase test. In the past, the prognosis of patients with a combination of Down's Syndrome and AMKL has been extremely poor, with a median survival of 6.9 months for 11 reported cases in the literature. The present report reviews the previously reported cases and describes a unique patient with mosaic Down's syndrome and AMKL with favorable response to therapy.",,"['00DPD30SOY (Amsacrine)', '04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'FTK8U1GZNX (Thioguanine)', 'VB0R961HZT (Prednisone)', 'WI4X0X7BPJ (Hydrocortisone)', 'YL5FZ2Y5U1 (Methotrexate)']",,,"['Department of Pediatrics, Roswell Park Memorial Institute, Buffalo, NY 14263.']",,,,
2959334,NLM,MEDLINE,19871211,20210216,0006-4971 (Print) 0006-4971 (Linking),70,5,1987 Nov,Identification and characterization of a unique subpopulation (CALLA/CD10/negative) of human neutrophils manifesting a heightened chemotactic response to activated complement.,1624-9,"['McCormack, R T', 'Nelson, R D', 'Chenoweth, D E', 'LeBien, T W']","['McCormack RT', 'Nelson RD', 'Chenoweth DE', 'LeBien TW']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Antibodies, Monoclonal', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'Cell Separation', '*Chemotaxis, Leukocyte', 'Complement System Proteins/*physiology', 'Fluorescent Antibody Technique', 'Humans', 'Neprilysin', 'Neutrophils/*cytology/immunology/physiology']",,1987/11/01 00:00,1987/11/01 00:01,['1987/11/01 00:00'],"['1987/11/01 00:00 [pubmed]', '1987/11/01 00:01 [medline]', '1987/11/01 00:00 [entrez]']",['S0006-4971(20)79553-4 [pii]'],ppublish,Blood. 1987 Nov;70(5):1624-9.,"We have previously demonstrated that human neutrophils synthesize the common acute lymphoblastic leukemia antigen (CALLA/CD10). To determine whether CALLA/CD10-positive and -negative neutrophils have similar or distinct functional attributes, we sorted normal peripheral blood neutrophils for CALLA/CD10 expression and compared their chemotactic ability. Surprisingly, the low-frequency (approximately 5%), CALLA/CD10-negative neutrophils displayed a dramatically heightened chemotactic response to activated complement (C') that was (a) specific for C', (b) not observed with other minor subpopulations of neutrophils, (c) not due to previous activation in vivo or in vitro, and (d) apparently not due to an increase in C5a receptors. These results underscore the concept of neutrophil heterogeneity and prompt the hypothesis that CALLA/CD10-negative neutrophils may participate in an inflammatory response to trauma involving complement activation.","['CA-21737/CA/NCI NIH HHS/United States', 'CA-23707/CA/NCI NIH HHS/United States', 'CA-31685/CA/NCI NIH HHS/United States']","['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '9007-36-7 (Complement System Proteins)', 'EC 3.4.24.11 (Neprilysin)']",,,"['Department of Laboratory Medicine, University of Minnesota School of Medicine, Minneapolis.']",,,,
2959318,NLM,MEDLINE,19871207,20190613,0006-2960 (Print) 0006-2960 (Linking),26,15,1987 Jul 28,A cDNA presumptively coding for the alpha subunit of the receptor with high affinity for immunoglobulin E.,4605-10,"['Kinet, J P', 'Metzger, H', 'Hakimi, J', 'Kochan, J']","['Kinet JP', 'Metzger H', 'Hakimi J', 'Kochan J']",['eng'],['Journal Article'],United States,Biochemistry,Biochemistry,0370623,IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Cell Line', 'Cloning, Molecular', 'DNA/*metabolism', 'Escherichia coli/genetics', 'Immunoglobulin E', 'Macromolecular Substances', 'Receptors, Fc/*genetics', 'Receptors, IgE']",,1987/07/28 00:00,1987/07/28 00:01,['1987/07/28 00:00'],"['1987/07/28 00:00 [pubmed]', '1987/07/28 00:01 [medline]', '1987/07/28 00:00 [entrez]']",['10.1021/bi00389a002 [doi]'],ppublish,Biochemistry. 1987 Jul 28;26(15):4605-10. doi: 10.1021/bi00389a002.,"Rat mast cells and a neoplastic analogue such as rat basophilic leukemia (RBL) cells have receptors that have exceptionally high affinity for immunoglobulin E (IgE). When aggregated, these receptors induce cellular degranulation. The alpha chain of the receptor contains the binding site for IgE; the function(s) of the noncovalently associated beta and gamma chains is (are) still undefined. Using a cDNA library constructed from the mRNA of RBL cells, we have isolated a cDNA clone whose sequence predicts a putative 23-residue signal peptide, followed by a sequence that accurately predicts the amino acid composition, the peptide molecular weight, and six peptide sequences (encompassing 59 residues or 26% of the total number) determined for the alpha chain by direct analysis. These findings provide strong evidence that the cDNA codes for the alpha chain, even though expression has not been unambiguously achieved. The sequence suggests that the alpha chain contains a 180-residue extracellular portion with two homologous domains of approximately 35 residues, a 20-residue transmembrane segment containing an aspartic acid, and a 27-residue cytoplasmic portion containing 9 basic amino acids. The sequence shows no homology with the low-affinity receptor for IgE from lymphocytes but over 30% homology with an Fc gamma receptor.",,"['0 (Macromolecular Substances)', '0 (Receptors, Fc)', '0 (Receptors, IgE)', '37341-29-0 (Immunoglobulin E)', '9007-49-2 (DNA)']",['GENBANK/M17153'],,"['Section on Chemical Immunology, National Institute of Arthritis and Musculoskeletal and Skin Diseases, Bethesda, Maryland 20892.']",,,['Biochemistry 1988 Nov 15;27(23):8694'],
2959309,NLM,MEDLINE,19871216,20190704,0007-1048 (Print) 0007-1048 (Linking),67,1,1987 Sep,Multiple myeloma: the relationship between CALLA (CD10) positive lymphocytes in the peripheral blood and light chain isotype suppression.,39-44,"['Wearne, A J', 'Joshua, D E', 'Brown, R D', 'Kronenberg, H']","['Wearne AJ', 'Joshua DE', 'Brown RD', 'Kronenberg H']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,IM,"['Antigens, Neoplasm/*analysis', 'Humans', 'Immunoglobulin Isotypes/*analysis', 'Immunoglobulin Light Chains/*analysis', 'Lymphocytes/*immunology', 'Monoclonal Gammopathy of Undetermined Significance/immunology', 'Multiple Myeloma/*immunology', 'Neprilysin', 'Plasmacytoma/immunology', 'beta 2-Microglobulin/analysis']",,1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",['10.1111/j.1365-2141.1987.tb02293.x [doi]'],ppublish,Br J Haematol. 1987 Sep;67(1):39-44. doi: 10.1111/j.1365-2141.1987.tb02293.x.,"This study describes the presence of small numbers of common acute lymphocytic leukaemia antigen (CALLA, CD10)-positive lymphocytes in the peripheral blood of patients with multiple myeloma. A significant correlation (0.001 less than P less than 0.01) was found between the lack of light chain isotype suppression (LCIS), which is characteristic of progressive myeloma, and the presence of CALLA-positive lymphocytes. Sixty patients with multiple myeloma, four with benign monoclonal gammopathy (BMG) and seven with solitary plasmacytoma (SP) were monitored in this study. Nineteen of the patients with multiple myeloma demonstrated LCIS, of which only three were found to have CALLA-positive lymphocytes. Of the 41 patients with multiple myeloma who did not have LCIS, 20 (49%) had CALLA-bearing lymphocytes. None of the patients with BMG or SP demonstrated LCIS or were found to have CALLA-bearing lymphocytes in their blood. Forty-four of the patients with multiple myeloma were also monitored for serum beta-2-microglobulin (SB2M levels. There was no correlation between the SB2M and either LCIS or CALLA-positivity. Detection of CALLA-positive lymphocytes in the blood of patients with multiple myeloma may be an early marker of the onset of progressive disease. The correlation of CALLA expression on lymphocytes with lack of LCIS provides further evidence for the operation of immunoregulatory systems in these patients.",,"['0 (Antigens, Neoplasm)', '0 (Immunoglobulin Isotypes)', '0 (Immunoglobulin Light Chains)', '0 (beta 2-Microglobulin)', 'EC 3.4.24.11 (Neprilysin)']",,,"['Department of Haematology, Royal Prince Alfred Hospital, Camperdown, N.S.W., Australia.']",,,,
2959206,NLM,MEDLINE,19871109,20151123,0385-0684 (Print) 0385-0684 (Linking),14,10,1987 Oct,[Conversion of 5'-deoxy-5-fluorouridine to 5-FU by pyrimidine nucleoside phosphorylases in normal and tumor tissues from rodents bearing tumors and cancer patients].,2924-9,"['Miwa, M', 'Nishimura, J', 'Kamiyama, T', 'Ishitsuka, H']","['Miwa M', 'Nishimura J', 'Kamiyama T', 'Ishitsuka H']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Animals', 'Antineoplastic Agents/*metabolism', 'Carcinoma 256, Walker/metabolism', 'Floxuridine/*metabolism', 'Fluorouracil/*metabolism', 'Humans', 'Leukemia L1210/metabolism', 'Leukemia P388/metabolism', 'Mice', 'Neoplasms/enzymology/*metabolism', 'Neoplasms, Experimental/enzymology/*metabolism', 'Pentosyltransferases/analysis/*physiology', 'Pyrimidine Phosphorylases', 'Rats', 'Sarcoma 180/metabolism']",,1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1987 Oct;14(10):2924-9.,"Enzyme levels of pyrimidine nucleoside phosphorylase, which is an essential enzyme for the phosphorolysis of 5'-deoxy-5-fluorouridine (5'-DFUR) to 5-fluorouracil (5-FU), in normal and tumor tissues were investigated. In all mouse strains tested, the enzyme level was found to be higher in the small intestine and stomach than other tissues, while in rats a higher level of the enzyme in the lung was also observed additionally. The enzyme levels of tumor tissues varied in tumor cell lines transplanted. P388 leukemia, Ehrlich ascites carcinoma, sarcoma 180, colon 26 carcinoma, and Lewis lung carcinoma cells contained high levels of the enzyme and the mice bearing these tumors responded well to the therapy with 5'-DFUR than its active metabolite 5-FU, while 5'-DFUR did not show clear advantage over 5-FU against L1210 or LSTRA leukemia, in which the enzyme levels were low. These results indicate that there is some correlation between the enzyme level and antitumor efficacy of 5'-DFUR. In human specimens, the enzyme levels were 2-6 times higher in tumors than those of the corresponding normal tissues and those adjacent to the tumors. These results predict that 5'-DFUR seemed to be converted efficiently to 5-FU also in human tumors.",,"['0 (Antineoplastic Agents)', '039LU44I5M (Floxuridine)', 'EC 2.4.2.- (Pentosyltransferases)', 'EC 2.4.2.- (Pyrimidine Phosphorylases)', 'U3P01618RT (Fluorouracil)', 'V1JK16Y2JP (doxifluridine)']",,,"['Nippon Roche Research Center Kajiwara-200, Kanagawa.']",,,,
2959198,NLM,MEDLINE,19871119,20210526,0066-4804 (Print) 0066-4804 (Linking),31,7,1987 Jul,"Prospective randomized clinical trial of teicoplanin for empiric combined antibiotic therapy in febrile, granulocytopenic acute leukemia patients.",1126-9,"['Del Favero, A', 'Menichetti, F', 'Guerciolini, R', 'Bucaneve, G', 'Baldelli, F', 'Aversa, F', 'Terenzi, A', 'Davis, S', 'Pauluzzi, S']","['Del Favero A', 'Menichetti F', 'Guerciolini R', 'Bucaneve G', 'Baldelli F', 'Aversa F', 'Terenzi A', 'Davis S', 'Pauluzzi S']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",United States,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy,0315061,IM,"['Acute Disease', 'Agranulocytosis/*complications', 'Amikacin/therapeutic use', 'Anti-Bacterial Agents/*therapeutic use', 'Ceftazidime/therapeutic use', 'Clinical Trials as Topic', 'Drug Therapy, Combination', 'Glycopeptides/therapeutic use', 'Gram-Positive Bacteria', 'Humans', 'Leukemia/*complications', 'Prospective Studies', 'Random Allocation', 'Sepsis/*drug therapy/etiology', 'Teicoplanin']",,1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",['10.1128/AAC.31.7.1126 [doi]'],ppublish,Antimicrob Agents Chemother. 1987 Jul;31(7):1126-9. doi: 10.1128/AAC.31.7.1126.,"The increasing prevalence of bacteremia caused by gram-positive bacteria in granulocytopenic acute leukemia patients prompted us to evaluate, in a prospective randomized trial, the role of teicoplanin, a new glycopeptide antibiotic, when it was added to amikacin plus ceftazidime, as an empiric therapy of fever in these patients. Of 47 evaluable episodes, 22 were treated with the teicoplanin regimen and 25 were treated with the combination of amikacin and ceftazidime. The overall response to therapy of patients treated with teicoplanin was slightly better (82% improvement) than that obtained with amikacin plus ceftazidime (52%). The response rate of patients with gram-positive bacteremias was 80% (4 of 5) to the regimen that included teicoplanin; 25% (1 of 4) of the patients treated with amikacin plus ceftazidime responded to treatment; and for patients with gram-negative bacteremias, the response rates were, respectively, 100% (4 of 4) and 70% (7 of 10). The better results obtained with amikacin-ceftazidime-teicoplanin treatment were most evident in patients with profound (less than 100/mm3) and persistent neutropenia (83 versus 30% improvement). Furthermore, a good response rate of patients with gram-positive bacteremias (seven of eight; 87% improvement) was achieved in a small group of bone marrow transplant patients who were all treated with amikacin-ceftazidime-teicoplanin. No severe side effects were documented in any patient. Teicoplanin, as a drug administered as a single daily dose, seems to be a safe and useful anti-gram-positive agent when used in combination with amikacin-ceftazidime as an empiric therapy of febrile episodes in granulocytopenic acute leukemia patients.",,"['0 (Anti-Bacterial Agents)', '0 (Glycopeptides)', '61036-62-2 (Teicoplanin)', '84319SGC3C (Amikacin)', '9M416Z9QNR (Ceftazidime)']",,PMC174882,"['Institute of First Internal Medicine, University of Perugia, Italy.']",,,,
