PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,SI,GR,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CN,CIN,RF,PMC,CI,CON,LID,TT,EIN,MID,COIS,PS,FPS,CRF,UIN,OID,OTO,OT,GN
15504554,NLM,MEDLINE,20041216,20131121,0301-472X (Print) 0301-472X (Linking),32,10,2004 Oct,Expression of protease activated receptor 3 (PAR3) is upregulated by induction of megakaryocyte phenotype in human erythroleukemia (HEL) cells.,991-9,"OBJECTIVE: Two major protease-activated receptors (PARs), PAR1 and PAR4, are involved in the activation of human platelets by thrombin. A third, PAR3, is preferentially expressed by tissues of hematopoietic origin and megakaryocytes. Although PAR3 is also a thrombin substrate, its low-level expression on human platelets suggests a function distinct from that of PAR1, the major receptor involved in thrombin-mediated platelet activation. We studied the expression of PARs during megakaryocyte differentiation of human erythroleukemia (HEL) cells in order to determine the role of PAR3 in megakaryocytopoiesis. METHODS: HEL cells exposed to phorbol 12-myristate 13-acetate (PMA) to induce megakaryocyte differentiation were examined by light microscopy and flow cytometry (DNA ploidy, surface expression of PAR1, PAR3, GPIIb-IIIa). Northern blot, RT-PCR, and quantitative RT-PCR were used to evaluate the expression of PARs 1, 3, and 4 mRNA. HEL cells were also exposed to thrombin and thrombopoietin (TPO). RESULTS: In baseline studies, unstimulated HEL cells were found to express comparable levels of PAR1 and PAR3 by Northern blot. Minimal expression of PAR4 was detected by RT-PCR, but not by Northern analysis. Exposure to PMA, but not thrombin or TPO, resulted in megakaryocytic differentiation as evident by increased cell size and nuclear complexity, increased ploidy, and enhanced expression of GPIIb-IIIa, a specific marker of megakaryocytes/platelets. PMA-stimulated HEL cells showed enhanced PAR3 cell-surface expression (approximately threefold increase by day 2) by flow cytometry. In contrast, there was no change in cell-surface PAR1 expression. Northern blot analysis (approximately 10-fold) and quantitative RT-PCR (approximately threefold) confirmed the upregulation of PAR3 mRNA expression (by 24 hours) in cells exposed to PMA. This did not occur with exposure to TPO. CONCLUSION: These data demonstrate increased expression of PAR3 mRNA and protein in HEL cells undergoing megakaryocytic maturation following PMA exposure, suggesting a developmental role for PAR3. Furthermore, regulation of PAR3 expression appears to be specifically coupled to the protein kinase C system, but independent of the Ras/Raf/MAP kinase pathway.","['Cupit, Lisa D', 'Schmidt, Valentina A', 'Gnatenko, Dmitri V', 'Bahou, Wadie F']","['Cupit LD', 'Schmidt VA', 'Gnatenko DV', 'Bahou WF']","['Department of Medicine, State University of New York at Stony Brook, NY 11794-8151, USA. lcupit@notes.cc.sunysb.edu']",['eng'],,"['DK62040/DK/NIDDK NIH HHS/United States', 'HL42390/HL/NHLBI NIH HHS/United States', 'HL49141/HL/NHLBI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",,Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (RNA, Messenger)', '0 (Receptors, Cell Surface)', '0 (Receptors, Proteinase-Activated)', '0 (Receptors, Thrombin)', '0 (protease-activated receptor 3)', '9007-49-2 (DNA)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Cell Differentiation', 'Cell Line, Tumor', 'Cell Lineage', 'DNA/analysis', '*Gene Expression Regulation, Neoplastic', 'Humans', 'Leukemia, Erythroblastic, Acute/*pathology', 'Megakaryocytes/*cytology/immunology', 'RNA, Messenger/analysis', 'Receptors, Cell Surface/analysis', 'Receptors, Proteinase-Activated/*genetics', 'Receptors, Thrombin/*genetics', 'Signal Transduction', 'Tetradecanoylphorbol Acetate', 'Up-Regulation']",2004/10/27 09:00,2004/12/17 09:00,['2004/10/27 09:00'],"['2004/02/09 00:00 [received]', '2004/06/08 00:00 [revised]', '2004/07/02 00:00 [accepted]', '2004/10/27 09:00 [pubmed]', '2004/12/17 09:00 [medline]', '2004/10/27 09:00 [entrez]']","['S0301-472X(04)00247-4 [pii]', '10.1016/j.exphem.2004.07.005 [doi]']",ppublish,Exp Hematol. 2004 Oct;32(10):991-9. doi: 10.1016/j.exphem.2004.07.005.,,,,,,,,,,,,,,,,,,,
15504552,NLM,MEDLINE,20041216,20131121,0301-472X (Print) 0301-472X (Linking),32,10,2004 Oct,Ganciclovir-mediated elimination of HSV-Tk+ T cells and cure of graft-vs-host disease in an allogeneic bone marrow transplantation model in the rat.,962-9,"OBJECTIVE: Suicide gene therapy for leukemia aims to benefit from T cells in the BM graft, by reducing the probability of leukemia relapse (GVL), while severe complications of graft-vs-host disease (GVHD) may be avoided. In an allogeneic rat BMT model we defined the conditions to induce a lethal GVHD with HSV-Tk gene-transduced T cells. We studied the feasibility to rescue the animals by conditional elimination of the T cells with ganciclovir (GCV) treatment. METHODS: Allogeneic T cells transduced with a retroviral vector encoding the HSV-Tk suicide gene were added in varying numbers to a BM graft. Expression of HSV-Tk strongly increases the cytolytic effect of GCV, thereby allowing elimination of overreactive T cells at will. Various experimental conditions were tested in the rat model. RESULTS: A relation between the number of HSV-Tk(+) T cells added to the BM graft and GVHD development was found. GCV treatment resulted in selective HSV-Tk(+) T-cell elimination in blood and tissues but not in abrogation of GVHD due to persistence of HSV-Tk(-) T cells. T cells in unmanipulated rat BM normally have a low risk to induce GVH but when they are administered in combination with high numbers of HSV-Tk(+) T cells there is an apparent increase in their GVH-inducing potential. When HSV-Tk(+) T cells are added to T cell-depleted BM a consequently developing GVH can be controlled by GCV treatment with 60-70% of the animals surviving. CONCLUSIONS: We show that T cell-mediated suicide gene therapy within the context of allo-BMT can be applied with success. The apparent limitation in the number of transduced as well as nontransduced T cells that can be safely added to the BM graft should be taken into consideration when designing human suicide gene therapy protocols.","['Weijtens, Mo', 'van Spronsen, Anke', 'Hagenbeek, Anton', 'de Weger, Roel', 'Martens, Anton']","['Weijtens M', 'van Spronsen A', 'Hagenbeek A', 'de Weger R', 'Martens A']","['Jordan Laboratory of Hemato-Oncology, Department of Hematology, University Medical Center Utrecht, 3508 GA Utrecht, The Netherlands.']",['eng'],,,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Netherlands,Exp Hematol,Experimental hematology,0402313,['P9G3CKZ4P5 (Ganciclovir)'],IM,"['Animals', 'Bone Marrow Transplantation/*methods', 'Ganciclovir/*pharmacology', '*Genes, Transgenic, Suicide', 'Genetic Therapy/*methods', 'Graft vs Host Disease/etiology/*therapy', 'Lymphocyte Depletion/methods', 'Models, Animal', 'Rats', 'Rats, Inbred Strains', 'T-Lymphocytes/drug effects/*metabolism/transplantation', 'Transduction, Genetic', 'Transplantation, Homologous']",2004/10/27 09:00,2004/12/17 09:00,['2004/10/27 09:00'],"['2003/08/13 00:00 [received]', '2004/07/06 00:00 [revised]', '2004/07/09 00:00 [accepted]', '2004/10/27 09:00 [pubmed]', '2004/12/17 09:00 [medline]', '2004/10/27 09:00 [entrez]']","['S0301-472X(04)00251-6 [pii]', '10.1016/j.exphem.2004.07.009 [doi]']",ppublish,Exp Hematol. 2004 Oct;32(10):962-9. doi: 10.1016/j.exphem.2004.07.009.,,,,,,,,,,,,,,,,,,,
15504444,NLM,MEDLINE,20041202,20181113,0033-3549 (Print) 0033-3549 (Linking),119,6,2004 Nov-Dec,Breastfeeding and the risk of childhood leukemia: a meta-analysis.,521-35,"OBJECTIVE: The authors used a meta-analytic technique to (1) quantify the evidence of an association between duration of breastfeeding and risk of childhood acute lymphoblastic leukemia (ALL) or acute myeloblastic leukemia (AML), (2) assess the influence of socioeconomic status (SES) on any such associations, and (3) discuss the implications of these findings for the evaluation of whether breastfeeding reduces the risk of childhood leukemia. METHODS: A fixed effects model was employed to systematically combine the results of 14 case-control studies addressing the effect of short-term (< or = 6 months) and long-term (>6 months) breastfeeding on the risk of childhood ALL and/or AML. Subgroup analyses of studies that did and did not adjust for SES were also performed. RESULTS: A significant, negative association was observed between long-term breastfeeding and both ALL risk (odds ratio [OR]=0.76; 95% confidence interval [CI] 0.68, 0.84) and AML risk (OR=0.85; 95% CI 0.73, 0.98). Short-term breastfeeding was similarly protective for ALL and AML. Results for studies that adjusted and did not adjust for SES were not significantly different from the results for the 14 studies combined. CONCLUSIONS: This meta-analysis showed that both short-term and long-term breastfeeding reduced the risk of childhood ALL and AML, suggesting that the protective effect of breastfeeding might not be limited to ALL as earlier hypothesized. Potential bias introduced by different participation rates for case and control samples that differed in SES can be minimized by implementing larger case-control studies with SES-matched, population-based controls.","['Kwan, Marilyn L', 'Buffler, Patricia A', 'Abrams, Barbara', 'Kiley, Vincent A']","['Kwan ML', 'Buffler PA', 'Abrams B', 'Kiley VA']","['Division of Public Health Biology and Epidemiology, School of Public Health, University of California, Berkeley, CA 94720, USA. kwan@uclink.berkeley.edu']",['eng'],,"['PS42 ES04705/PS/NCHHSTP CDC HHS/United States', 'R01 ES09137/ES/NIEHS NIH HHS/United States']","['Journal Article', 'Meta-Analysis', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Public Health Rep,"Public health reports (Washington, D.C. : 1974)",9716844,,IM,"['*Breast Feeding', 'Case-Control Studies', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia, Myeloid/immunology/*prevention & control', 'Models, Statistical', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/immunology/*prevention & control', 'Socioeconomic Factors']",2004/10/27 09:00,2004/12/16 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2004/12/16 09:00 [medline]', '2004/10/27 09:00 [entrez]']","['S0033-3549(04)00133-5 [pii]', '10.1016/j.phr.2004.09.002 [doi]']",ppublish,Public Health Rep. 2004 Nov-Dec;119(6):521-35. doi: 10.1016/j.phr.2004.09.002.,,,,PMC1497668,,,,,,,,,,,,,,,
15504300,NLM,MEDLINE,20061020,20141120,1007-3418 (Print) 1007-3418 (Linking),12,10,2004 Oct,[Lamivudine therapy for prevention of chemotherapy-induced reactivation of hepatitis B virus].,628-9,,"['Jia, Jie', 'Lin, Feng']","['Jia J', 'Lin F']","[""Research Unit of Tropical Medicine, Hainan Provincial People's Hospital, Haikou 570311, China.""]",['chi'],,,['Journal Article'],,China,Zhonghua Gan Zang Bing Za Zhi,Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology,9710009,"['0 (Antiviral Agents)', '2T8Q726O95 (Lamivudine)']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Antiviral Agents/therapeutic use', 'Female', 'Hepatitis B, Chronic/*drug therapy/virology', 'Humans', 'Lamivudine/*therapeutic use', 'Lymphoma/drug therapy', 'Male', 'Middle Aged', 'Neoplasms/*drug therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Secondary Prevention', 'Stomach Neoplasms/drug therapy']",2004/10/27 09:00,2006/10/21 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2006/10/21 09:00 [medline]', '2004/10/27 09:00 [entrez]']",,ppublish,Zhonghua Gan Zang Bing Za Zhi. 2004 Oct;12(10):628-9.,,,,,,,,,,,,,,,,,,,
15504252,NLM,MEDLINE,20050103,20190513,1347-9032 (Print) 1347-9032 (Linking),95,10,2004 Oct,Novel biomarker of HTLV-1-associated disease: specific appearance of antibody recognizing the receptor-binding site on HTLV-1 envelope protein.,835-9,"We previously showed that 71-kDa heat shock cognate protein (HSC70) functions as a cellular receptor for gp46 protein via the gp46-197 region, corresponding to Asp197 to Leu216 of human T-cell lymphotropic virus type 1 (HTLV-1), leading to cell-to-cell transmission of HTLV-1. We found that HSC70 protein was contained in goat serum and casein used as blocking agents in the usual ELISA method. Here, it was demonstrated that HSC70 contamination in the blocking agents causes a false-negative result in the detection of anti-gp46-197 antibody in serum samples from HTLV-1-infected individuals. By using ELISA without the blocking agents, we detected antibodies recognizing the HSC70-binding site of gp46, and the anti-gp46-197 antibody specifically appeared in sera from patients with HTLV-1-associated diseases. The frequency of serum anti-gp46-197 antibody-positive individuals was 98% and 100% among ATLL and HAM/TSP patients, respectively, but only 6% among asymptomatic HTLV-1-infected carriers (ACs). The antibody titer in ATLL and HAM/TSP patients was higher than that in ACs (P < 0.002 for ATLL; P < 0.0001 for HAM/TSP). These findings suggest that appearance of the anti-gp46-197 antibody is a predictive marker for the onset of HTLV-1-associated disease.","['Sagara, Yasuko', 'Inoue, Yukiko', 'Tsujimura, Mitsushi', 'Kojima, Eijiro', 'Shiraki, Hiroshi', 'Kashiwagi, Seizaburo']","['Sagara Y', 'Inoue Y', 'Tsujimura M', 'Kojima E', 'Shiraki H', 'Kashiwagi S']","['Department of Research, Fukuoka Red Cross Blood Center, Chikushino, Fukuoka 818-8588, Japan.']",['eng'],,,['Journal Article'],,England,Cancer Sci,Cancer science,101168776,"['0 (Antibodies, Viral)', '0 (Biomarkers)', '0 (Gene Products, env)', '0 (HSC70 Heat-Shock Proteins)', '0 (HSP70 Heat-Shock Proteins)', '0 (HSPA8 protein, human)', '0 (HTLV-I Antibodies)', '0 (Retroviridae Proteins, Oncogenic)', '0 (Viral Envelope Proteins)', '0 (gp46 protein, Human T-cell leukemia virus type I)']",IM,"['Antibodies, Viral/immunology', 'Antibody Specificity', 'Binding Sites', 'Biomarkers', 'Carrier State/immunology', 'Enzyme-Linked Immunosorbent Assay', 'Gene Products, env/immunology', 'HSC70 Heat-Shock Proteins', 'HSP70 Heat-Shock Proteins/blood', 'HTLV-I Antibodies/*analysis', 'HTLV-I Infections/*immunology', 'Human T-lymphotropic virus 1', 'Humans', 'Retroviridae Proteins, Oncogenic/immunology', 'Viral Envelope Proteins']",2004/10/27 09:00,2005/01/04 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2005/01/04 09:00 [medline]', '2004/10/27 09:00 [entrez]']",['10.1111/j.1349-7006.2004.tb02190.x [doi]'],ppublish,Cancer Sci. 2004 Oct;95(10):835-9. doi: 10.1111/j.1349-7006.2004.tb02190.x.,,,,,,,,,,,,,,,,,,,
15504065,NLM,MEDLINE,20050502,20210527,1543-2165 (Electronic) 0003-9985 (Linking),128,11,2004 Nov,Peliosis hepatis associated with lymphoplasmacytic lymphoma: an autopsy case report.,1283-5,"A 72-year-old man with no previous history of liver disease was admitted to our university hospital with severe dyspnea, edema of the lower limbs, and weight loss. Within a few days of hospitalization, he died due to severe bleeding in the upper digestive tract. At autopsy, the liver displayed typical gross features of peliosis hepatis. In addition, a diffuse infiltration of liver, spleen, bone marrow, and lymph nodes by lymphoplasmacytic lymphoma was disclosed by light microscopy. In the liver, the neoplastic cells partially filled the peliotic cavities. Peliosis hepatis is a rare liver disease characterized by multiple blood-filled, dilated cavities within the liver parenchyma. Association of lymphoplasmacytic lymphoma and peliosis hepatis has rarely been reported in the literature. The pathologic findings of such an unusual association and a review of the literature are presented.","['Corpa, Marcus V N', 'Bacchi, Maura M', 'Bacchi, Carlos E', 'Coelho, Kunie I R']","['Corpa MV', 'Bacchi MM', 'Bacchi CE', 'Coelho KI']","['Department of Pathology, Faculdade de Medicina de Botucatu, State University of Sao Paulo, Botucatu, Sao Paulo, Brazil. mvncorpa@terra.com.br']",['eng'],,,"['Case Reports', 'Journal Article']",,United States,Arch Pathol Lab Med,Archives of pathology & laboratory medicine,7607091,,IM,"['Autopsy', 'Fatal Outcome', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/*pathology', 'Male', 'Peliosis Hepatis/etiology/*pathology']",2004/10/27 09:00,2005/05/03 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2005/05/03 09:00 [medline]', '2004/10/27 09:00 [entrez]']","['CR4018 [pii]', '10.5858/2004-128-1283-PHAWLL [doi]']",ppublish,Arch Pathol Lab Med. 2004 Nov;128(11):1283-5. doi: 10.5858/2004-128-1283-PHAWLL.,,,,,,,,,,,,,,,,,,,
15503866,NLM,MEDLINE,20060419,20151119,1367-6733 (Print) 1367-6733 (Linking),7,5,2004 Sep,Structural insights into the conformational selectivity of STI-571 and related kinase inhibitors.,639-48,"STI-571 (Gleevec) is a highly successful cancer drug due to its activity as an inhibitor of the Abelson cytoplasmic tyrosine kinase (Abl), which is constitutively active in a majority of patients with chronic myelogenous leukemia. STI-571 also inhibits two type III receptor tyrosine kinases, c-Kit and platelet-derived growth factor receptor, and functions by targeting inactive conformations of these kinases. This review focuses on recent developments in X-ray co-crystal structure analyses of STI-571 bound to Abl and the c-Kit receptor tyrosine kinase domain, and also three other relevant kinase inhibitor co-crystal structures. The similar structural features of these inactive kinases suggest they will be useful for the successful drug discovery and development of specific and targeted gene-based cancer drugs.","['Mol, Clifford D', 'Fabbro, Doriano', 'Hosfield, David J']","['Mol CD', 'Fabbro D', 'Hosfield DJ']","['Syrrx Inc, La Jolla, CA 92121, USA. clifford.mol@syrrx.com']",['eng'],,,"['Journal Article', 'Review']",,England,Curr Opin Drug Discov Devel,Current opinion in drug discovery & development,100887519,"['0 (Benzamides)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Benzamides', 'Clinical Trials, Phase II as Topic', 'Clinical Trials, Phase III as Topic', 'Drug Design', 'Drug Screening Assays, Antitumor', 'Humans', 'Imatinib Mesylate', '*Molecular Conformation', 'Molecular Structure', 'Piperazines/*chemistry/pharmacology/therapeutic use', 'Protein Kinase Inhibitors/*chemistry/pharmacology/therapeutic use', 'Pyrimidines/*chemistry/pharmacology/therapeutic use']",2004/10/27 09:00,2006/04/20 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2006/04/20 09:00 [medline]', '2004/10/27 09:00 [entrez]']",,ppublish,Curr Opin Drug Discov Devel. 2004 Sep;7(5):639-48.,,,56,,,,,,,,,,,,,,,,
15503659,NLM,MEDLINE,20050131,20170214,0192-6233 (Print) 0192-6233 (Linking),32 Suppl 2,,2004 Jul-Aug,Mechanism of benzene-induced hematotoxicity and leukemogenicity: current review with implication of microarray analyses.,12-6,"Benzene is a potent human leukemogen but the mechanism underlying benzene-induced leukemia remains an enigma due to a number of questions regarding the requirement of extraordinarily long exposure, a relatively low incidence of leukemia for genotoxicity of metabolites and a narrow dose range for leukemogenicity over marrow aplasia (overdoses tend to result in marrow aplasia). Moreover, there were previous controversies as to whether the cell cycle is upregulated or suppressed by the benzene exposure. Subsequently, it was found that the cell cycle is suppressed, but how leukemia develops under such suppression of hemopoiesis remains to be clarified. These questions were fortunately resolved with much effort. Benzene exposure was found to induce the expression of p21, an interlocking counterdevice for cell cycle: due to p53 upregulation, thereby inducing the immediate suppression of the kinetics of hemopoietic progenitors followed by the prominent suppression of hemopoiesis. Intermittent benzene exposure (i.e., cessation of exposure during weekends, for example) allowed an immediate recovery from marrow suppression after terminating exposure, which induced continuous oscillatory changes in marrow hemopoiesis. Benzene-induced leukemia was chiefly due to such an oscillatory change in hemopoiesis, which epigenetically developed leukemia more than 1 year later. The mechanisms of benzene-induced leukemogenicity seem to differ between wild-type mice and mice lacking p53. For p53 knockout mice, DNA damage such as weak mutagenicity or chromosomal damage was retained, and such damage induced consequent activation of proto-oncogenes and related genes, which led cells to undergo further neoplastic changes. In contrast, for wild-type mice carrying the p53 gene, a marked oscillatory change in the cell cycle of the stem cell compartment seems to be important. Compatible and discriminative gene expression profiling between the p53 knockout mice and wild-type mice was observed after benzene exposure by microarray analyses.","['Hirabayashi, Yoko', 'Yoon, Byung-Il', 'Li, Guang-Xun', 'Kanno, Jun', 'Inoue, Tohru']","['Hirabayashi Y', 'Yoon BI', 'Li GX', 'Kanno J', 'Inoue T']","['Division of Cellular and Molecular Toxicology, National Institute of Health Sciences, Tokyo 158-8501, Japan.']",['eng'],,,"['Journal Article', 'Review']",,United States,Toxicol Pathol,Toxicologic pathology,7905907,"['0 (Receptors, Aryl Hydrocarbon)', 'J64922108F (Benzene)']",IM,"['Administration, Inhalation', 'Animals', 'Apoptosis/drug effects/genetics', 'Benzene/*administration & dosage/metabolism', 'Bone Marrow/drug effects', 'DNA Damage/drug effects/genetics', 'DNA Repair/drug effects/genetics', 'Epigenesis, Genetic', 'Gene Expression Profiling', 'Genes, p53', 'Hematologic Diseases/*chemically induced/genetics', 'Hematopoietic Stem Cells/drug effects/metabolism', 'Humans', 'Kinetics', 'Leukemia/*chemically induced/genetics', 'Mice', 'Mice, Knockout', 'Models, Biological', '*Oligonucleotide Array Sequence Analysis', 'Receptors, Aryl Hydrocarbon/metabolism']",2004/10/27 09:00,2005/02/03 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2005/02/03 09:00 [medline]', '2004/10/27 09:00 [entrez]']",['10.1080/01926230490451725 [doi]'],ppublish,Toxicol Pathol. 2004 Jul-Aug;32 Suppl 2:12-6. doi: 10.1080/01926230490451725.,,,23,,,,,,,,,,,,,,,,
15503365,NLM,MEDLINE,20050408,20071115,0001-5555 (Print) 0001-5555 (Linking),84,5,2004,Leukaemia cutis developing in a pressure ulcer.,412-3,,"['Watanabe, Hiroshi', 'Okuyama, Ryuhei', 'Tagami, Hachiro', 'Aiba, Setsuya']","['Watanabe H', 'Okuyama R', 'Tagami H', 'Aiba S']",,['eng'],,,"['Case Reports', 'Letter']",,Sweden,Acta Derm Venereol,Acta dermato-venereologica,0370310,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Fatal Outcome', 'Humans', 'Leukemia/*drug therapy/etiology', 'Leukemia, Myelomonocytic, Acute/complications', 'Male', 'Myelodysplastic Syndromes/complications', 'Pressure Ulcer/*drug therapy/etiology']",2004/10/27 09:00,2005/04/09 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2005/04/09 09:00 [medline]', '2004/10/27 09:00 [entrez]']",,ppublish,Acta Derm Venereol. 2004;84(5):412-3.,,,,,,,,,,,,,,,,,,,
15503359,NLM,MEDLINE,20050408,20041022,0001-5555 (Print) 0001-5555 (Linking),84,5,2004,Dermatomyositis associated with acute myeloid leukaemia: a paraneoplastic association or a drug-induced phenomenon?,401-2,,"['Carrera, Cristina', 'Cibeira, Maria Teresa', 'Iranzo, Pilar', 'Esteve, Jordi', 'Nomdedeu, Benet', 'Herrero, Carmen']","['Carrera C', 'Cibeira MT', 'Iranzo P', 'Esteve J', 'Nomdedeu B', 'Herrero C']",,['eng'],,,"['Case Reports', 'Letter']",,Sweden,Acta Derm Venereol,Acta dermato-venereologica,0370310,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Dermatomyositis/*complications/drug therapy', 'Fatal Outcome', 'Humans', 'Leukemia, Myeloid/chemically induced/*etiology', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/chemically induced/etiology', 'Paraneoplastic Syndromes/chemically induced/*etiology']",2004/10/27 09:00,2005/04/09 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2005/04/09 09:00 [medline]', '2004/10/27 09:00 [entrez]']",,ppublish,Acta Derm Venereol. 2004;84(5):401-2.,,,,,,,,,,,,,,,,,,,
15503311,NLM,MEDLINE,20041227,20071115,0008-543X (Print) 0008-543X (Linking),101,11,2004 Dec 1,Therapeutic potential of antisense Bcl-2 as a chemosensitizer for cancer therapy.,2491-502,"Bcl-2 protein plays a critical role in inhibiting anticancer drug-induced apoptosis, which is mediated by a mitochondria-dependent pathway that controls the release of cytochrome c from mitochondria through anion channels. Constitutive overexpression of Bcl-2 or unchanged expression after treatment with anticancer drugs confers drug resistance not only to hematologic malignancies but also to solid tumors. The down-regulation of Bcl-2 protein by the antisense (AS) Bcl-2 (oblimesen sodium) may be a useful method for targeting the antiapoptotic protein and thereby increasing the chemotherapeutic effect of anticancer drugs. Several randomized, controlled, Phase III trials have compared standard chemotherapy with a combination of AS Bcl-2 and standard chemotherapy for the treatment of patients with chronic lymphocytic leukemia, multiple myeloma, malignant melanoma, and nonsmall cell lung carcinoma. Nonrandomized clinical trials and preclinical evaluations of AS Bcl-2 also are underway for patients with other malignancies. Here, the authors review the current clinical and preclinical evaluations of AS Bcl-2 and discuss its potential to act as a chemosensitizer and to enhance the therapeutic effect of cancer chemotherapy.","['Kim, Ryungsa', 'Emi, Manabu', 'Tanabe, Kazuaki', 'Toge, Tetsuya']","['Kim R', 'Emi M', 'Tanabe K', 'Toge T']","['Department of Surgical Oncology, Research Institute for Radiation Biology and Medicine, Hiroshima University, Hiroshima, Japan. rkim@hiroshima-u.ac.jp']",['eng'],,,"['Journal Article', 'Review']",,United States,Cancer,Cancer,0374236,"['0 (Antineoplastic Agents)', '0 (Oligonucleotides, Antisense)', '0 (Proto-Oncogene Proteins c-bcl-2)', '9007-43-6 (Cytochromes c)']",IM,"['Antineoplastic Agents/pharmacology', 'Clinical Trials as Topic', 'Cytochromes c', 'Down-Regulation', '*Genes, bcl-2', 'Humans', 'Mitochondria/physiology', 'Neoplasms/genetics/therapy', 'Oligonucleotides, Antisense/*therapeutic use', 'Proto-Oncogene Proteins c-bcl-2/*genetics']",2004/10/27 09:00,2004/12/28 09:00,['2004/10/27 09:00'],"['2004/10/27 09:00 [pubmed]', '2004/12/28 09:00 [medline]', '2004/10/27 09:00 [entrez]']",['10.1002/cncr.20696 [doi]'],ppublish,Cancer. 2004 Dec 1;101(11):2491-502. doi: 10.1002/cncr.20696.,,,102,,['(c) 2004 American Cancer Society'],,,,,,,,,,,,,,
