PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,GR,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,MID,OID,RF,CIN,CI,CON,SI,TT,OTO,OT,CN,EIN,IR,FIR,PS,FPS
19700409,NLM,MEDLINE,20091110,20211020,1083-351X (Electronic) 0021-9258 (Linking),284,41,2009 Oct 9,Inhibitory effect of carotenoids on the degranulation of mast cells via suppression of antigen-induced aggregation of high affinity IgE receptors.,28172-28179,S0021-9258(20)38337-X [pii] 10.1074/jbc.M109.001099 [doi],"Carotenoids have been demonstrated to possess antioxidative and anti-inflammatory effects. However, there is no report that the effects of carotenoids on degranulation of mast cell is critical for type I allergy. In this study, we focused on the effect of carotenoids on antigen-induced degranulation of mast cells. Fucoxanthin, astaxanthin, zeaxanthin, and beta-carotene significantly inhibited the antigen-induced release of beta-hexosaminidase in rat basophilic leukemia 2H3 cells and mouse bone marrow-derived mast cells. Those carotenoids also inhibited antigen-induced aggregation of the high affinity IgE receptor (Fc epsilonRI), which is the most upstream of the degranulating signals of mast cells. Furthermore, carotenoids inhibited Fc epsilonRI-mediated intracellular signaling, such as phosphorylation of Lyn kinase and Fyn kinase. It suggests that the inhibitory effect of carotenoids on the degranulation of mast cells were mainly due to suppressing the aggregation of Fc epsilonRI followed by intracellular signaling. In addition, those carotenoids inhibited antigen-induced translocation of Fc epsilonRI to lipid rafts, which are known as platforms of the aggregation of Fc epsilonRI. We assume that carotenoids may modulate the function of lipid rafts and inhibit the translocation of Fc epsilonRI to lipid rafts. This is the first report that focused on the aggregation of Fc epsilonRI to investigate the mechanism of the inhibitory effects on the degranulation of mast cells and evaluated the functional activity of carotenoids associated with lipid rafts.","['Sakai, Shota', 'Sugawara, Tatsuya', 'Matsubara, Kiminori', 'Hirata, Takashi']","['Sakai S', 'Sugawara T', 'Matsubara K', 'Hirata T']","['Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University, Kyoto 606-8502.', 'Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University, Kyoto 606-8502. Electronic address: sugawara@kais.kyoto-u.ac.jp.', 'Department of Human Life Sciences Education, Graduate School of Education, Hiroshima University, 1-1-1 Kagamiyama, Higashi-Hiroshima 739-8524, Japan.', 'Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University, Kyoto 606-8502.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20090821,United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Antigens)', '0 (Monoterpenes)', '0 (Receptors, IgE)', '36-88-4 (Carotenoids)', 'EC 3.2.1.52 (beta-N-Acetylhexosaminidases)']",IM,"['Animals', 'Antigens/*immunology', 'Carotenoids/immunology/*pharmacology', 'Cell Degranulation/*drug effects/immunology', 'Cell Line', '*Mast Cells/drug effects/immunology', 'Membrane Microdomains/metabolism', 'Mice', 'Mice, Inbred BALB C', 'Monoterpenes/pharmacology', 'Rats', 'Receptor Aggregation', 'Receptors, IgE/chemistry/*immunology', 'Signal Transduction/physiology', 'beta-N-Acetylhexosaminidases/metabolism']",2009/08/25 09:00,2009/11/11 06:00,['2009/08/25 09:00'],"['2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2009/11/11 06:00 [medline]']","['S0021-9258(20)38337-X [pii]', '10.1074/jbc.M109.001099 [doi]']",ppublish,J Biol Chem. 2009 Oct 9;284(41):28172-28179. doi: 10.1074/jbc.M109.001099. Epub 2009 Aug 21.,PMC2788868,,,,,,,,,,,,,,,,
19700240,NLM,MEDLINE,20100326,20161125,1872-7980 (Electronic) 0304-3835 (Linking),289,1,2010 Mar 1,Cucurbitacin B inhibits STAT3 and the Raf/MEK/ERK pathway in leukemia cell line K562.,46-52,10.1016/j.canlet.2009.07.015 [doi],"Cucurbitacin B is a natural anti-cancer compound found in Cucurbitaceae. Although the anti-cancer activity of cucurbitacin B in human leukemia cells has been reported, the underlining mechanism is still unclear. To clarify its anti-cancer activity and the mechanism of action, five different leukemia cell lines (CCRF-CEM, K562, MOLT-4, RPMI-8226 and SR) of the National Cancer Institute panel were treated with cucurbitacin B. Leukemia cell growth was inhibited by cucurbitacin B with GI(50) ranged from 15.6 nM to 35.3 nM and the growth inhibition effect was attributable to G2/M phase arrest and apoptosis. Western blotting analysis of cell signaling molecules indicated that cucurbitacin B inhibits STAT3 activation and the Raf/MEK/ERK pathway in the K562 cells.","['Chan, Kin Tak', 'Li, Kwan', 'Liu, Shiu Lam', 'Chu, Kee Hung', 'Toh, Melvin', 'Xie, Wei Dong']","['Chan KT', 'Li K', 'Liu SL', 'Chu KH', 'Toh M', 'Xie WD']","[""Department of Technology and Product Development, CK Life Sciences Int'l., (Holdings) Inc., 2 Dai Fu Street, Tai Po Industrial Estate, Hong Kong SAR, China.""]",['eng'],,['Journal Article'],20090822,Ireland,Cancer Lett,Cancer letters,7600053,"['0 (Antineoplastic Agents)', '0 (STAT3 Transcription Factor)', '0 (Triterpenes)', '0115W5MABF (cucurbitacin B)', 'EC 2.7.11.1 (raf Kinases)', 'EC 2.7.11.24 (Extracellular Signal-Regulated MAP Kinases)', 'EC 2.7.12.2 (Mitogen-Activated Protein Kinase Kinases)']",IM,"['Antineoplastic Agents/pharmacology', 'Apoptosis/drug effects', 'Blotting, Western', 'Extracellular Signal-Regulated MAP Kinases/*antagonists & inhibitors/metabolism', 'Flow Cytometry', 'Humans', 'K562 Cells', 'MAP Kinase Signaling System/*physiology', 'Mitogen-Activated Protein Kinase Kinases/*antagonists & inhibitors', 'STAT3 Transcription Factor/*antagonists & inhibitors/*metabolism', 'Signal Transduction/*drug effects', 'Triterpenes/*pharmacology', 'raf Kinases/*antagonists & inhibitors/metabolism']",2009/08/25 09:00,2010/03/27 06:00,['2009/08/25 09:00'],"['2009/05/25 00:00 [received]', '2009/07/15 00:00 [revised]', '2009/07/20 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2010/03/27 06:00 [medline]']","['S0304-3835(09)00505-9 [pii]', '10.1016/j.canlet.2009.07.015 [doi]']",ppublish,Cancer Lett. 2010 Mar 1;289(1):46-52. doi: 10.1016/j.canlet.2009.07.015. Epub 2009 Aug 22.,,,,,"['Cancer Lett. 2013 Jan 1;328(1):189. PMID: 22289721', 'Cancer Lett. 2013 Jan 1;328(1):188. PMID: 22306703']",['Crown Copyright 2009. Published by Elsevier Ireland Ltd. All rights reserved.'],,,,,,,,,,,
19700145,NLM,MEDLINE,20091001,20211020,1096-0953 (Electronic) 0013-9351 (Linking),109,7,2009 Oct,Residential proximity to agricultural pesticide applications and childhood acute lymphoblastic leukemia.,891-9,10.1016/j.envres.2009.07.014 [doi],"Ambient exposure from residential proximity to applications of agricultural pesticides may contribute to the risk of childhood acute lymphoblastic leukemia (ALL). Using residential histories collected from the families of 213 ALL cases and 268 matched controls enrolled in the Northern California Childhood Leukemia Study, the authors assessed residential proximity within a half-mile (804.5m) of pesticide applications by linking address histories with reports of agricultural pesticide use. Proximity was ascertained during different time windows of exposure, including the first year of life and the child's lifetime through the date of diagnosis for cases or reference for controls. Agricultural pesticides were categorized a priori into groups based on similarities in toxicological effects, physicochemical properties, and target pests or uses. The effects of moderate and high exposure for each group of pesticides were estimated using conditional logistic regression. Elevated ALL risk was associated with lifetime moderate exposure, but not high exposure, to certain physicochemical categories of pesticides, including organophosphates, chlorinated phenols, and triazines, and with pesticides classified as insecticides or fumigants. A similar pattern was also observed for several toxicological groups of pesticides. These findings suggest future directions for the identification of specific pesticides that may play a role in the etiology of childhood leukemia.","['Rull, Rudolph P', 'Gunier, Robert', 'Von Behren, Julie', 'Hertz, Andrew', 'Crouse, Vonda', 'Buffler, Patricia A', 'Reynolds, Peggy']","['Rull RP', 'Gunier R', 'Von Behren J', 'Hertz A', 'Crouse V', 'Buffler PA', 'Reynolds P']","['Northern California Cancer Center, 2001 Center Street, Suite 700, Berkeley, CA 94704, USA. rrull@nccc.org']",['eng'],"['R01-CA92674/CA/NCI NIH HHS/United States', 'R01-ES09137/ES/NIEHS NIH HHS/United States', 'R01 CA092674-01A1/CA/NCI NIH HHS/United States', 'R01 ES009137/ES/NIEHS NIH HHS/United States', 'R01 ES009137-01A1/ES/NIEHS NIH HHS/United States', 'R01 CA092674/CA/NCI NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural']",20090822,Netherlands,Environ Res,Environmental research,0147621,['0 (Pesticides)'],IM,"['California/epidemiology', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Environmental Exposure/*adverse effects', 'Female', 'Humans', 'Logistic Models', 'Male', 'Pesticides/*poisoning', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*chemically induced/epidemiology']",2009/08/25 09:00,2009/10/02 06:00,['2009/08/25 09:00'],"['2008/12/27 00:00 [received]', '2009/07/25 00:00 [revised]', '2009/07/31 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2009/10/02 06:00 [medline]']","['S0013-9351(09)00139-X [pii]', '10.1016/j.envres.2009.07.014 [doi]']",ppublish,Environ Res. 2009 Oct;109(7):891-9. doi: 10.1016/j.envres.2009.07.014. Epub 2009 Aug 22.,PMC2748130,['NIHMS138328'],,,,,,,,,,,,,,,
19699815,NLM,MEDLINE,20100615,20111117,1878-5875 (Electronic) 1357-2725 (Linking),41,12,2009 Dec,Granulocyte colony-stimulating factor receptor: stimulating granulopoiesis and much more.,2372-5,10.1016/j.biocel.2009.08.011 [doi],"The granulocyte colony-stimulating factor receptor (G-CSFR) plays an important role in the production, survival and activation of neutrophilic granulocytes during both normal and emergency hematopoiesis. The G-CSFR also participates in the development of other myeloid lineages, the mobilization of hematopoietic stem cells and myeloid cell migration. This has lead to several important clinical applications for its ligand, G-CSF. More recently, additional important roles for G-CSFR have emerged outside the hematopoietic system, such as in the protection and repair of a diverse range of tissues, including muscle, liver and neural tissue, providing further scope for developing G-CSF as a therapeutic agent. The G-CSFR has also been implicated in the etiology of disease, with mutations/variants of G-CSFR implicated in neutropenia, myelodysplasia and leukemia. Additionally, autocrine/paracrine stimulation of G-CSFR may be important in the biology of solid tumors, including metastasis.","['Liongue, Clifford', 'Wright, Craig', 'Russell, Aaron P', 'Ward, Alister C']","['Liongue C', 'Wright C', 'Russell AP', 'Ward AC']","['School of Medicine, Deakin University, Pigdons Road, Waurn Ponds, Victoria 3217, Australia.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",20090821,Netherlands,Int J Biochem Cell Biol,The international journal of biochemistry & cell biology,9508482,"['0 (Receptors, Granulocyte Colony-Stimulating Factor)', '0 (Recombinant Proteins)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)']",IM,"['Animals', 'Bone Marrow Transplantation', 'Cell Movement', 'Cell Survival', 'Granulocyte Colony-Stimulating Factor/*therapeutic use', 'Hematopoiesis', 'Hematopoietic Stem Cell Mobilization', 'Humans', 'Liver/metabolism', 'Muscles/metabolism', 'Mutation/genetics', 'Myeloid Cells/cytology/immunology/*metabolism', 'Neoplasms/immunology/*metabolism/therapy', 'Neurogenesis', 'Neutropenia/congenital/*immunology', 'Receptors, Granulocyte Colony-Stimulating Factor/genetics/*immunology/metabolism', 'Recombinant Proteins']",2009/08/25 09:00,2010/06/16 06:00,['2009/08/25 09:00'],"['2009/07/30 00:00 [received]', '2009/08/16 00:00 [revised]', '2009/08/17 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2010/06/16 06:00 [medline]']","['S1357-2725(09)00233-7 [pii]', '10.1016/j.biocel.2009.08.011 [doi]']",ppublish,Int J Biochem Cell Biol. 2009 Dec;41(12):2372-5. doi: 10.1016/j.biocel.2009.08.011. Epub 2009 Aug 21.,,,,22,,,,,,,,,,,,,
19699713,NLM,MEDLINE,20091001,20111117,1090-2104 (Electronic) 0006-291X (Linking),388,4,2009 Oct 30,Intracellular delivery of bovine lactoferricin's antimicrobial core (RRWQWR) kills T-leukemia cells.,736-41,10.1016/j.bbrc.2009.08.083 [doi],"Bovine lactoferricin (LfcinB) is a cationic antimicrobial peptide with potent cytotoxic activity against cancer cells. The antimicrobial activity of LfcinB resides in its RRWQWR amino acid sequence (referred to here as LfcinB6); however, the anticancer activity of LfcinB6 is not known. Here, we show that free LfcinB6 did not kill T-leukemia or breast cancer cells but LfcinB6 was strongly cytotoxic when delivered to the cytosolic compartment by fusogenic liposomes. LfcinB6 bound weakly to isolated mitochondria but, unlike LfcinB, did not permeabilize mitochondria or cause cytochrome c to be released. Cathepsin B and caspase activity were important for cytotoxicity caused by intracellular LfcinB6 whereas reactive oxygen species were not involved. The mechanism of LfcinB6-induced cytotoxicity is therefore different from that of LfcinB. We suggest that LfcinB6, in combination with a fusogenic liposome delivery system that selectively targets malignant cells, has potential as a novel anticancer agent.","['Richardson, Angela', 'de Antueno, Roberto', 'Duncan, Roy', 'Hoskin, David W']","['Richardson A', 'de Antueno R', 'Duncan R', 'Hoskin DW']","['Department of Microbiology & Immunology, Faculty of Medicine, Dalhousie University, Halifax, NS, Canada.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20090821,United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Antimicrobial Cationic Peptides)', '0 (Antineoplastic Agents)', '0 (Liposomes)', '146897-68-9 (lactoferricin B)', 'EC 3.4.21.- (Lactoferrin)']",IM,"['Amino Acid Sequence', 'Animals', 'Antimicrobial Cationic Peptides/*administration & dosage/metabolism', 'Antineoplastic Agents/*administration & dosage/metabolism', 'Breast Neoplasms/metabolism', 'Cattle', '*Drug Delivery Systems', 'Humans', 'Jurkat Cells', 'Lactoferrin/*administration & dosage/metabolism', 'Leukemia, T-Cell/*metabolism', 'Liposomes']",2009/08/25 09:00,2009/10/02 06:00,['2009/08/25 09:00'],"['2009/08/13 00:00 [received]', '2009/08/14 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2009/10/02 06:00 [medline]']","['S0006-291X(09)01661-1 [pii]', '10.1016/j.bbrc.2009.08.083 [doi]']",ppublish,Biochem Biophys Res Commun. 2009 Oct 30;388(4):736-41. doi: 10.1016/j.bbrc.2009.08.083. Epub 2009 Aug 21.,,,,,,,,,,,,,,,,,
19699708,NLM,MEDLINE,20100120,20161125,1096-0309 (Electronic) 0003-2697 (Linking),396,1,2010 Jan 1,Determination of Tn antigen released from cultured cancer cells by capillary electrophoresis.,161-3,10.1016/j.ab.2009.08.021 [doi],"An incomplete elongation of O-glycans in mucins has been found in epithelial cancers, leading to the expression of shorter carbohydrate structures such as Tn antigen (GalNAc-O-Ser/Thr), which has been reported to be one of the most specific human cancer-associated structures. However, there have been no appropriate physicochemical methods for the determination of Tn antigen in biological samples. In the present paper, we developed a capillary electrophoresis method for the determination of Tn antigen, and applied the method to the analysis of the expressed Tn antigen on some leukemia and epithelial cancer cells.","['Yamada, Keita', 'Watanabe, Sakie', 'Kita, Soichiro', 'Kinoshita, Mitsuhiro', 'Hayakawa, Takao', 'Kakehi, Kazuaki']","['Yamada K', 'Watanabe S', 'Kita S', 'Kinoshita M', 'Hayakawa T', 'Kakehi K']","['School of Pharmacy, Kinki University, Kowakae 3-4-1, Higashi-Osaka 577-8502, Japan.']",['eng'],,['Journal Article'],20090821,United States,Anal Biochem,Analytical biochemistry,0370535,"['0 (Antigens, Tumor-Associated, Carbohydrate)', '0 (Tn antigen)', '0 (ortho-Aminobenzoates)', '0YS975XI6W (anthranilic acid)', 'KM15WK8O5T (Acetylgalactosamine)']",IM,"['Acetylgalactosamine/isolation & purification', 'Antigens, Tumor-Associated, Carbohydrate/*analysis', 'Electrophoresis, Capillary/*methods', 'Humans', 'Tumor Cells, Cultured', 'ortho-Aminobenzoates/metabolism']",2009/08/25 09:00,2010/01/21 06:00,['2009/08/25 09:00'],"['2009/07/27 00:00 [received]', '2009/08/18 00:00 [revised]', '2009/08/18 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2010/01/21 06:00 [medline]']","['S0003-2697(09)00583-1 [pii]', '10.1016/j.ab.2009.08.021 [doi]']",ppublish,Anal Biochem. 2010 Jan 1;396(1):161-3. doi: 10.1016/j.ab.2009.08.021. Epub 2009 Aug 21.,,,,,,,,,,,,,,,,,
19699521,NLM,MEDLINE,20100310,20100201,1873-5835 (Electronic) 0145-2126 (Linking),34,2,2010 Feb,Complications of chronic lymphocytic leukemia: analysis of 203 cases in China.,e64-5,10.1016/j.leukres.2009.07.041 [doi],,"['Wu, Tong', 'Li, Zen-Jun', 'Qiu, Lu-Gui']","['Wu T', 'Li ZJ', 'Qiu LG']",,['eng'],,"['Letter', ""Research Support, Non-U.S. Gov't""]",20090821,England,Leuk Res,Leukemia research,7706787,,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'China', 'Female', 'Humans', 'Incidence', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/diagnosis/*epidemiology/mortality', 'Male', 'Middle Aged', 'Prognosis']",2009/08/25 09:00,2010/03/11 06:00,['2009/08/25 09:00'],"['2009/07/14 00:00 [received]', '2009/07/14 00:00 [revised]', '2009/07/18 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2010/03/11 06:00 [medline]']","['S0145-2126(09)00378-6 [pii]', '10.1016/j.leukres.2009.07.041 [doi]']",ppublish,Leuk Res. 2010 Feb;34(2):e64-5. doi: 10.1016/j.leukres.2009.07.041. Epub 2009 Aug 21.,,,,,,,,,,,,,,,,,
19699293,NLM,MEDLINE,20100217,20211020,1089-8646 (Electronic) 0888-7543 (Linking),94,6,2009 Dec,Convergent Random Forest predictor: methodology for predicting drug response from genome-scale data applied to anti-TNF response.,423-32,10.1016/j.ygeno.2009.08.008 [doi],"Biomarker development for prediction of patient response to therapy is one of the goals of molecular profiling of human tissues. Due to the large number of transcripts, relatively limited number of samples, and high variability of data, identification of predictive biomarkers is a challenge for data analysis. Furthermore, many genes may be responsible for drug response differences, but often only a few are sufficient for accurate prediction. Here we present an analysis approach, the Convergent Random Forest (CRF) method, for the identification of highly predictive biomarkers. The aim is to select from genome-wide expression data a small number of non-redundant biomarkers that could be developed into a simple and robust diagnostic tool. Our method combines the Random Forest classifier and gene expression clustering to rank and select a small number of predictive genes. We evaluated the CRF approach by analyzing four different data sets. The first set contains transcript profiles of whole blood from rheumatoid arthritis patients, collected before anti-TNF treatment, and their subsequent response to the therapy. In this set, CRF identified 8 transcripts predicting response to therapy with 89% accuracy. We also applied the CRF to the analysis of three previously published expression data sets. For all sets, we have compared the CRF and recursive support vector machines (RSVM) approaches to feature selection and classification. In all cases the CRF selects much smaller number of features, five to eight genes, while achieving similar or better performance on both training and independent testing sets of data. For both methods performance estimates using cross-validation is similar to performance on independent samples. The method has been implemented in R and is available from the authors upon request: Jadwiga.Bienkowska@biogenidec.com.","['Bienkowska, Jadwiga R', 'Dalgin, Gul S', 'Batliwalla, Franak', 'Allaire, Normand', 'Roubenoff, Ronenn', 'Gregersen, Peter K', 'Carulli, John P']","['Bienkowska JR', 'Dalgin GS', 'Batliwalla F', 'Allaire N', 'Roubenoff R', 'Gregersen PK', 'Carulli JP']","['Biogen IDEC 14 Cambridge Ctr, Cambridge, MA 02142, USA. Jadwiga.Bienkowska@biogenidec.com']",['eng'],"['N01 AR012256/AR/NIAMS NIH HHS/United States', 'N01-AR-1-2256/AR/NIAMS NIH HHS/United States']","['Comparative Study', 'Journal Article', 'Research Support, N.I.H., Extramural']",20090820,United States,Genomics,Genomics,8800135,"['0 (Antirheumatic Agents)', '0 (Biomarkers)', '0 (Tumor Necrosis Factor-alpha)']",IM,"['Adenocarcinoma/genetics', '*Algorithms', 'Antirheumatic Agents/*pharmacology/therapeutic use', 'Arthritis, Rheumatoid/blood/*drug therapy', 'Biomarkers/*blood', 'Breast Neoplasms/pathology', 'Cluster Analysis', '*Decision Trees', 'Disease Progression', 'Drug Monitoring/*methods', 'Female', 'Gene Expression Profiling/*methods', '*Genome-Wide Association Study', 'Humans', 'Leukemia, Myeloid, Acute/genetics', 'Male', 'Neoplasm Metastasis', 'Oligonucleotide Array Sequence Analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics', 'Prognosis', 'Prostatic Neoplasms/genetics', 'Transcription, Genetic', 'Treatment Outcome', 'Tumor Necrosis Factor-alpha/*antagonists & inhibitors']",2009/08/25 09:00,2010/02/18 06:00,['2009/08/25 09:00'],"['2009/03/20 00:00 [received]', '2009/06/09 00:00 [revised]', '2009/08/10 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2010/02/18 06:00 [medline]']","['S0888-7543(09)00181-5 [pii]', '10.1016/j.ygeno.2009.08.008 [doi]']",ppublish,Genomics. 2009 Dec;94(6):423-32. doi: 10.1016/j.ygeno.2009.08.008. Epub 2009 Aug 20.,PMC4476397,['NIHMS140198'],,,,,,,,,,,,,,,
19699159,NLM,MEDLINE,20100111,20211020,1878-0261 (Electronic) 1574-7891 (Linking),3,5-6,2009 Dec,Transforming growth-interacting factor (TGIF) regulates proliferation and differentiation of human myeloid leukemia cells.,451-63,10.1016/j.molonc.2009.07.004 [doi],"Transforming growth-interacting factor (TGIF) is a homeobox transcriptional repressor that has been implicated in holoprosencephaly and various types of cancer. TGIF is expressed in hematopoietic stem cells and modulates TGF-beta and retinoic acid (RA) signaling, both of which play an important role in hematopoiesis. We recently reported that TGIF's levels correlate inversely with survival in patients with acute myelogenous leukemia. Here we present the first direct evidence of a role for TGIF in myelopoiesis. We used short hairpin RNA interference to define the effects of TGIF knockdown on proliferation and differentiation of myeloid leukemia-derived cell lines. Decreased TGIF expression resulted in reduced proliferation and differentiation and lower expression of CEBPbeta, CEBPepsilon, PU.1 and RUNX1, key myeloid transcription factors. Furthermore, TGF-beta signaling was increased and RA signaling was decreased. Further insights into the molecular basis of TGIF's effects were provided by a genome-wide chromatin immunoprecipitation-based elucidation of TGIF target genes. Together, these data suggest that TGIF has an important role myelopoiesis and may regulate the balance between proliferation and differentiation. Reduced TGIF expression could tip the balance toward quiescence thus providing progenitor as well as hematopoietic stem cells protection from anti-cycle agents.","['Hamid, Rizwan', 'Brandt, Stephen J']","['Hamid R', 'Brandt SJ']","['Department of Pediatrics, Vanderbilt University Medical Center, Nashville, TN 37232, United States. rizwan.hamid@vanderbilt.edu']",['eng'],['K08 HL089903/HL/NHLBI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20090729,United States,Mol Oncol,Molecular oncology,101308230,"['0 (Homeodomain Proteins)', '0 (Repressor Proteins)', '0 (TGIF1 protein, human)', '0 (Transcription Factors)', '0 (Transforming Growth Factor beta)', '5688UTC01R (Tretinoin)']",IM,"['Animals', 'Apoptosis/physiology', 'Cell Cycle/physiology', 'Cell Differentiation/*physiology', '*Cell Proliferation', 'Gene Knockdown Techniques', 'HL-60 Cells', 'Homeodomain Proteins/genetics/*metabolism', 'Humans', '*Leukemia, Myeloid/metabolism/pathology', 'Mice', 'Myelopoiesis/*physiology', 'RNA Interference', 'Repressor Proteins/genetics/*metabolism', 'Signal Transduction/physiology', 'Transcription Factors/genetics/metabolism', 'Transforming Growth Factor beta/genetics/metabolism', 'Tretinoin/metabolism']",2009/08/25 09:00,2010/01/12 06:00,['2009/08/25 09:00'],"['2009/02/06 00:00 [received]', '2009/06/29 00:00 [revised]', '2009/07/13 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2010/01/12 06:00 [medline]']","['S1574-7891(09)00087-8 [pii]', '10.1016/j.molonc.2009.07.004 [doi]']",ppublish,Mol Oncol. 2009 Dec;3(5-6):451-63. doi: 10.1016/j.molonc.2009.07.004. Epub 2009 Jul 29.,PMC5527533,,,,,,,,,,,,,,,,
19698977,NLM,MEDLINE,20110325,20101207,1618-0372 (Electronic) 0065-1281 (Linking),113,1,2011 Jan,Nucleolar and cytoplasmic RNA density-concentration in leukemia granulocytic progenitors in human bone marrow biopsies: A short cytochemical note.,58-61,10.1016/j.acthis.2009.07.008 [doi],"The present study was undertaken to provide more information on the differentiation and maturation of human granulocytes using computer-assisted image RNA densitometry at single-cell level. The bone marrow of patients suffering from chronic phase of chronic myeloid leukemia represents a very convenient model for such measurements because of the satisfactory number of early stages, as well as advanced stages, of the granulocytic cell lineage represented by neutrophils. In contrast to the erythroid cell lineage, similar nucleolar and cytoplasmic RNA density-concentration values were found only in early granulocytic progenitors such as myeloblasts and promyelocytes. In advanced stages of the granulocytic development starting with myelocytes, these cells were characterized by a larger decrease in the cytoplasmic RNA concentration in comparison with that of the nucleoli. Thus, the nucleolar to cytoplasmic RNA concentration ratio in these cells was above 1. On the other hand, it should be pointed out that late differentiation stages of granulocytes, starting with myelocytes, possessed nucleolar bodies (nucleoli without surrounding perinucleolar chromatin) of a markedly reduced size.","['Smetana, Karel', 'Jiraskova, Ilona', 'Mikulenkova, Dana', 'Klamova, Hana']","['Smetana K', 'Jiraskova I', 'Mikulenkova D', 'Klamova H']","['Institute of Hematology and Blood Transfusion, Prague, Czech Republic. karel.smetanas@uhkt.cz']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20090820,Germany,Acta Histochem,Acta histochemica,0370320,['63231-63-0 (RNA)'],IM,"['Biopsy', '*Cell Differentiation', 'Cell Lineage', 'Cell Nucleolus/*ultrastructure', 'Chronic Disease', 'Cytoplasm/metabolism/*ultrastructure', 'Densitometry', '*Granulocyte Precursor Cells/metabolism/ultrastructure', 'Humans', 'Image Processing, Computer-Assisted', 'Leukemia, Myeloid/blood/metabolism/pathology', 'Particle Size', '*RNA/analysis']",2009/08/25 09:00,2011/03/26 06:00,['2009/08/25 09:00'],"['2009/06/09 00:00 [received]', '2009/07/08 00:00 [revised]', '2009/07/09 00:00 [accepted]', '2009/08/25 09:00 [entrez]', '2009/08/25 09:00 [pubmed]', '2011/03/26 06:00 [medline]']","['S0065-1281(09)00074-9 [pii]', '10.1016/j.acthis.2009.07.008 [doi]']",ppublish,Acta Histochem. 2011 Jan;113(1):58-61. doi: 10.1016/j.acthis.2009.07.008. Epub 2009 Aug 20.,,,,,,['Copyright (c) 2009 Elsevier GmbH. All rights reserved.'],,,,,,,,,,,
