PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,LID,AB,AD,AID,DEP,GR,PMC,MID,CIN,RF,EIN,CN,CON,OID,TT,IR,FIR,CI,SI,OTO,OT,RIN,COIS,ECI,PS,FPS
18992059,NLM,MEDLINE,20090914,20131121,1399-3046 (Electronic) 1397-3142 (Linking),13,4,2009 Jun,Importance of CsA drug monitoring in SCT recipients to minimize GVHD and maximize graft vs. leukemia.,400-3,"['Barkholt, Lisbeth']",['Barkholt L'],['eng'],['Editorial'],Denmark,Pediatr Transplant,Pediatric transplantation,9802574,IM,"['Cyclosporine/*blood', '*Drug Monitoring', 'Graft vs Host Disease/*prevention & control', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Immunosuppressive Agents/*blood', 'Leukemia/*therapy', 'Transplantation Immunology/*immunology']",2008/11/11 09:00,2009/09/15 06:00,['2008/11/11 09:00'],"['2008/11/11 09:00 [pubmed]', '2009/09/15 06:00 [medline]', '2008/11/11 09:00 [entrez]']",ppublish,Pediatr Transplant. 2009 Jun;13(4):400-3. doi: 10.1111/j.1399-3046.2008.01057.x. Epub 2008 Oct 7.,"['0 (Immunosuppressive Agents)', '83HN0GTJ6D (Cyclosporine)']",10.1111/j.1399-3046.2008.01057.x [doi],,,"['PTR1057 [pii]', '10.1111/j.1399-3046.2008.01057.x [doi]']",20081007,,,,,,,,,,,,,,,,,,,,,
18991910,NLM,MEDLINE,20081203,20081110,1749-6632 (Electronic) 0077-8923 (Linking),1140,,2008 Oct,Monitoring of DNA damage in individuals exposed to petroleum hydrocarbons in Ecuador.,121-8,"['Paz-y-Mino, Cesar', 'Lopez-Cortes, Andres', 'Arevalo, Melissa', 'Sanchez, Maria Eugenia']","['Paz-y-Mino C', 'Lopez-Cortes A', 'Arevalo M', 'Sanchez ME']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Chromosome Aberrations', 'Chromosomes/ultrastructure', 'Comet Assay', 'Cytochrome P-450 CYP1A1/genetics', 'DNA/analysis', '*DNA Damage', 'Ecuador', 'Humans', 'Hydrocarbons/adverse effects/*analysis', 'MutS Homolog 2 Protein/genetics', 'Mutagens', 'Neoplasms/*metabolism', 'Occupational Exposure', 'Petroleum/adverse effects/*analysis', 'Polymorphism, Genetic']",2008/11/11 09:00,2008/12/17 09:00,['2008/11/11 09:00'],"['2008/11/11 09:00 [pubmed]', '2008/12/17 09:00 [medline]', '2008/11/11 09:00 [entrez]']",ppublish,Ann N Y Acad Sci. 2008 Oct;1140:121-8. doi: 10.1196/annals.1454.013.,"['0 (Hydrocarbons)', '0 (Mutagens)', '0 (Petroleum)', '9007-49-2 (DNA)', 'EC 1.14.14.1 (Cytochrome P-450 CYP1A1)', 'EC 3.6.1.3 (MSH2 protein, human)', 'EC 3.6.1.3 (MutS Homolog 2 Protein)']",10.1196/annals.1454.013 [doi],"Currently, it is known that several chemical agents used or generated by the oil industry are classified as mutagens and/or carcinogens. Among these we have gasoline, diesel, butane gas, styrene, benzene, chloroform, and others. Studies have verified that these chemicals have effects in fertility (abortions, sterility); produce various upheavals, such as dizziness, nausea, muscular pain; and produce chromosomal damage at the DNA level, which in the long or medium run, can develop into cancer and leukemia. The genetic damage in exposed individuals was measured by means of the comet test, chromosomal alterations test, and the study of the CYP 1A1 and MSH2 genes. These methods were applied to determine the genotoxicity of hydrocarbons and their residue in human beings. When conducting these tests on the blood samples of individuals exposed to hydrocarbons (workers of oil companies) and of a control population of the area of study and Quito, it was found that, in effect, the exposed individuals presented a greater amount of damage at the DNA level as well as at the chromosomal level than the individuals from the control populations (P< 0.001). Thus, it can be determined that populations that are exposed to hydrocarbons are susceptible to developing genetic damage. Therefore, risk groups can be determined in certain zones where the oil impact has been greater.","['Laboratorio de Genetica Molecular y Citogenetica Humana, Departamento de Ciencias Biologicas, Pontificia Universidad Catolica del Ecuador, Quito, Ecuador. cpazymino@uamericas.edu.ec']","['NYAS1140013 [pii]', '10.1196/annals.1454.013 [doi]']",,,,,,,,,,,,,,,,,,,,,,
18991739,NLM,MEDLINE,20090126,20191027,1573-4064 (Print) 1573-4064 (Linking),4,6,2008 Nov,"Down-regulation of Notch1 expression is involved in HL-60 cell growth inhibition induced by 4-hydroxynonenal, a product of lipid peroxidation.",551-7,"['Pizzimenti, Stefania', 'Barrera, Giuseppina', 'Calzavara, Elisabetta', 'Mirandola, Leonardo', 'Toaldo, Cristina', 'Dianzani, Mario Umberto', 'Comi, Paola', 'Chiaramonte, Raffaella']","['Pizzimenti S', 'Barrera G', 'Calzavara E', 'Mirandola L', 'Toaldo C', 'Dianzani MU', 'Comi P', 'Chiaramonte R']",['eng'],['Journal Article'],Netherlands,Med Chem,Medicinal chemistry (Shariqah (United Arab Emirates)),101240303,IM,"['Aldehydes/*pharmacology', 'Amyloid Precursor Protein Secretases/antagonists & inhibitors', 'Apoptosis/drug effects', 'Blotting, Western', 'Cell Differentiation/drug effects', 'Cell Proliferation/drug effects', 'Down-Regulation', 'Enzyme Inhibitors/pharmacology', 'Gene Expression', 'Glyceraldehyde-3-Phosphate Dehydrogenases/metabolism', 'HL-60 Cells', 'Humans', 'Lipid Peroxidation/*drug effects', 'RNA/biosynthesis/isolation & purification', 'Receptor, Notch1/*genetics/*physiology', 'Reverse Transcriptase Polymerase Chain Reaction', 'Triglycerides/pharmacology', 'gamma-Aminobutyric Acid/analogs & derivatives/pharmacology']",2008/11/11 09:00,2009/01/27 09:00,['2008/11/11 09:00'],"['2008/11/11 09:00 [pubmed]', '2009/01/27 09:00 [medline]', '2008/11/11 09:00 [entrez]']",ppublish,Med Chem. 2008 Nov;4(6):551-7. doi: 10.2174/157340608786242098.,"['0 (Aldehydes)', '0 (Enzyme Inhibitors)', '0 (NOTCH1 protein, human)', '0 (Receptor, Notch1)', '0 (Triglycerides)', '56-12-2 (gamma-Aminobutyric Acid)', '63231-63-0 (RNA)', '93349-26-9 (1,2-dilinolenoyl-3-(4-aminobutyryl)propane-1,2,3-triol)', 'EC 1.2.1.- (Glyceraldehyde-3-Phosphate Dehydrogenases)', 'EC 3.4.- (Amyloid Precursor Protein Secretases)', 'K1CVM13F96 (4-hydroxy-2-nonenal)']",,"The role of the Notch1 pathway has been well assessed in leukemia. Notch1 mutations are the most common ones in T acute lymphoblastic leukaemia patients which carry either oncogenic Notch1 forms or ineffective ubiquitin ligase implicated in Notch1 turnover. Abnormalities in the Notch1-Jagged1 system have been reported also in acute myelogenous leukaemia (AML) patients where Jagged1 is frequently over-expressed. Moreover, activating Notch1 mutations, as well, can occur in human AML and in leukemia cases with lineage infidelity. As a result, Notch1 signalling inhibition is an attractive goal in leukaemia therapy. Blockage/delay in cell differentiation and/or increase of proliferation are the main results of Notch1 signalling activation in several leukemic cell lines. Moreover, specific genes involved in cell growth control have been identified as Notch1 transcriptional targets, i.e. Cyclin D1 and c-Myc. 4-Hydroxynonenal (HNE), an aldehyde produced during lipid peroxidation, is involved in several pathological and physiological conditions, including inflammation; atherosclerosis; and neurodegenerative and chronic liver diseases. Moreover HNE has an antiproliferative/ differentiative effect in several cell lines, by affecting the expression of key genes, such as oncogenes (e.g. c-Myc, c-Myb), cyclins and telomerase. This prompted us to study the effect of HNE on Notch1 expression and its related signalling in HL-60 cells, a leukemic cell line widely used for differentiation studies. RT-PCR as well as Western blot assay showed Notch1down-regulation in HNE-treated HL-60 cells. The expression of Hes1, a Notch1 target gene, was concomitantly down-regulated by HNE treatment, reflecting Notch1 signalling inhibition. DAPT, an inhibitor of Notch activity, when added contemporary to HNE, further increased cell growth inhibition, without affecting apoptosis. Moreover, DAPT treatment reversed the HNE-induced differentiation. Overall these results suggest that Notch1 is a target for HNE and its down regulation is a key event in HNE-mediated inhibition of cell proliferation in the HL-60 cell line. By contrast our data do not support a role for Notch1 in HNE- induced differentiation or apoptosis.","['Department of Medicine and Ecperimental Pathology, University of Torino, Torino, Italy. stefania.pizzimenti@unito.it']",['10.2174/157340608786242098 [doi]'],,,,,,,,,,,,,,,,,,,,,,
18991291,NLM,MEDLINE,20090106,20181113,0014-2980 (Print) 0014-2980 (Linking),38,11,2008 Nov,FCRL6 distinguishes mature cytotoxic lymphocytes and is upregulated in patients with B-cell chronic lymphocytic leukemia.,3159-66,"['Schreeder, Daniel M', 'Pan, Jicun', 'Li, Fu Jun', 'Vivier, Eric', 'Davis, Randall S']","['Schreeder DM', 'Pan J', 'Li FJ', 'Vivier E', 'Davis RS']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",Germany,Eur J Immunol,European journal of immunology,1273201,IM,"['CD4-Positive T-Lymphocytes/immunology', 'CD8-Positive T-Lymphocytes/*immunology', 'Humans', 'Killer Cells, Natural/*immunology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*immunology', 'Phosphorylation', 'Receptors, Cell Surface/analysis/*physiology']",2008/11/11 09:00,2009/01/07 09:00,['2008/11/11 09:00'],"['2008/11/11 09:00 [pubmed]', '2009/01/07 09:00 [medline]', '2008/11/11 09:00 [entrez]']",ppublish,Eur J Immunol. 2008 Nov;38(11):3159-66. doi: 10.1002/eji.200838516.,"['0 (FCRL6 protein, human)', '0 (Receptors, Cell Surface)']",10.1002/eji.200838516 [doi],"Fc receptor-like 6 (FCRL6), the most recently characterized member of the FCRL family, is a cell surface glycoprotein with tyrosine-based regulatory potential. An extensive survey of human hematopoietic tissues disclosed that FCRL6 expression by NK- and T-cell subpopulations increases as a function of differentiation and is remarkably restricted to mature lymphocytes with cytotoxic capability. In particular, FCRL6 distinguishes perforin-expressing CD56dim NK cells, Vdelta1+ and Vdelta2+ gammadelta T cells, effector and effector memory CD8+ T cells, and rare cytotoxic CD4+ T cells in adult tissues. Analysis of this receptor in B-cell chronic lymphocytic leukemia (CLL) was also performed. FCRL6 was found to mark significantly expanded populations of cytotoxic CD8+ T, CD4+ T, and NK cells in patients with CLL. Despite sequence homology with the known Fc receptors for IgG and IgE, FCRL6 did not bind Ig. Although FCRL6 can be tyrosine-phosphorylated, its antibody-mediated ligation was unable to influence cellular activation. Collectively, these results demonstrate that FCRL6 is a distinct indicator of cytotoxic effector lymphocytes that is upregulated in diseases characterized by chronic immune stimulation.","['Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL 35294-2182, USA.']",['10.1002/eji.200838516 [doi]'],,"['T32 AI007051-23/AI/NIAID NIH HHS/United States', 'R01 AI067467/AI/NIAID NIH HHS/United States', 'AI007051/AI/NIAID NIH HHS/United States', 'T32 AI007051/AI/NIAID NIH HHS/United States', 'AI55638/AI/NIAID NIH HHS/United States', 'K08 AI055638-03/AI/NIAID NIH HHS/United States', 'R01 AI067467-02/AI/NIAID NIH HHS/United States', 'K08 AI055638/AI/NIAID NIH HHS/United States', 'Howard Hughes Medical Institute/United States']",PMC2742621,['NIHMS137216'],,,,,,,,,,,,,,,,,,
18990943,NLM,MEDLINE,20081230,20181113,1176-9114 (Print) 1176-9114 (Linking),3,3,2008,Synergistic effect of the combination of nanoparticulate Fe3O4 and Au with daunomycin on K562/A02 cells.,343-50,"['Chen, Bao-An', 'Dai, Yong-Yuan', 'Wang, Xue-Mei', 'Zhang, Ren-Yun', 'Xu, Wen-Lin', 'Shen, Hui-Ling', 'Gao, Feng', 'Sun, Qian', 'Deng, Xiao-Jing', 'Ding, Jia-Hua', 'Gao, Chong', 'Sun, Yun-Yu', 'Cheng, Jian', 'Wang, Jun', 'Zhao, Gang', 'Chen, Ning-Na']","['Chen BA', 'Dai YY', 'Wang XM', 'Zhang RY', 'Xu WL', 'Shen HL', 'Gao F', 'Sun Q', 'Deng XJ', 'Ding JH', 'Gao C', 'Sun YY', 'Cheng J', 'Wang J', 'Zhao G', 'Chen NN']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",New Zealand,Int J Nanomedicine,International journal of nanomedicine,101263847,IM,"['Antineoplastic Combined Chemotherapy Protocols/*administration & dosage', 'Cell Line, Tumor', 'Cell Survival/drug effects', 'Daunorubicin/*administration & dosage', 'Dose-Response Relationship, Drug', 'Drug Synergism', 'Ferric Compounds/*administration & dosage/chemistry', 'Gold/*administration & dosage/chemistry', 'Humans', 'K562 Cells', 'Leukemia/*pathology/*physiopathology', 'Nanoparticles/*administration & dosage/chemistry']",2008/11/11 09:00,2008/12/31 09:00,['2008/11/11 09:00'],"['2008/11/11 09:00 [pubmed]', '2008/12/31 09:00 [medline]', '2008/11/11 09:00 [entrez]']",ppublish,Int J Nanomedicine. 2008;3(3):343-50.,"['0 (Ferric Compounds)', '1K09F3G675 (ferric oxide)', '7440-57-5 (Gold)', 'ZS7284E0ZP (Daunorubicin)']",,"In this study, we have explored the possibility of the combination of the high reactivity of nano Fe3O4 or Au nanoparticles and daunomycin, one of the most important antitumor drugs in the treatment of acute leukemia clinically, to inhibit MDR of K562/A02 cells. Initially, to determine whether the magnetic nanoparticle Fe3O4 and Au can facilitate the anticancer drug to reverse the resistance of cancer cells, we have explored the cytotoxic effect of daunomycin (DNR) with and without the magnetic nano-Fe3O4 or nano-Au on K562 and K562/A02 cells by MTT assay. Besides, the intracellular DNR concentration and apoptosis of the K562/A02 cells was further investigated by flow cytometry and confocal fluorescence microscopic studies. The MDR1 gene expression of the K562/A02 cells was also studied by RT-PCR method. Our results indicate that 5.0 x 10(-7) M nano-Fe3O4 or 2.0 x 10(-8) M nano-Au is biocompatible and can apparently raise the intracellular DNR accumulation of the K562/A02 cells and increase the apoptosis of tumor cells. Moreover, our observations illustrate that although these two kinds of nanoparticles themselves could not lower the MDRI gene expression of the K562/A02 cells, yet they could degrade the MDR1 gene level when combining with anticancer drug DNR. This raises the possibility to combine the nano-Fe3O4 or nano-Au with DNR to reverse the drug resistance of K562/A02 cells, which could offer a new strategy for the promising efficient chemotherapy of the leukemia patients.","['Department of Hematology, The Affiliated Zhongda Hospital of Southeast University, Nanjing 210009, P.R. China. cba8888@hotmail.com']",,,,PMC2626936,,,,,,,,,,,,,,,,,,,
18990928,NLM,MEDLINE,20090122,20181201,0022-0892 (Print) 0022-0892 (Linking),71,3,2008 Oct,Arsenic exposure and childhood cancer--a systematic review of the literature.,12-6,"['Engel, Arnold', 'Lamm, Steven H']","['Engel A', 'Lamm SH']",['eng'],"['Journal Article', 'Review', 'Systematic Review']",United States,J Environ Health,Journal of environmental health,0405525,IM,"['Arsenic/*adverse effects/pharmacology', 'Child', 'Child, Preschool', '*Environmental Exposure', 'Humans', 'Infant', 'Infant, Newborn', 'Neoplasms/*epidemiology', 'Risk']",2008/11/11 09:00,2009/01/23 09:00,['2008/11/11 09:00'],"['2008/11/11 09:00 [pubmed]', '2009/01/23 09:00 [medline]', '2008/11/11 09:00 [entrez]']",ppublish,J Environ Health. 2008 Oct;71(3):12-6.,['N712M78A8G (Arsenic)'],,"The literature on environmental arsenic exposure and childhood cancer risk comprises 1) studies seeking childhood cancers among arsenic-exposed populations, 2) studies seeking arsenic exposure among childhood cancer cases, and 3) studies seeking associations in populations with both arsenic exposures and childhood cancer cases. No skin cancers were found in dermal examinations of over 25,000 children in Southwest Taiwan or West Bengal, India, with high drinking-water arsenic levels. Childhood cancer types were not different for those living near a Swedish smelter. In Montreal, Canada, children with acute lymphoblastic leukemia did not have drinking-water arsenic more frequently either prenatal or postnatal, and British children with cancer did not have early exposure to environmental sources of airborne arsenic. Neither hair arsenic levels in Woburn, Massachusetts, nor water arsenic levels in Fallon, Nevada, were elevated for children with leukemia. The literature, while limited, does not seem to support an association between arsenic exposure and childhood cancers.","['Consultants in Epidemiology and Occupational Health, LLC, Washington, DC 2001, USA.']",,,,,,,26,,,,,,,,,,,,,,,,
18990690,NLM,MEDLINE,20090313,20210206,0021-9258 (Print) 0021-9258 (Linking),283,52,2008 Dec 26,Glucose metabolism attenuates p53 and Puma-dependent cell death upon growth factor deprivation.,36344-53,"['Zhao, Yuxing', 'Coloff, Jonathan L', 'Ferguson, Emily C', 'Jacobs, Sarah R', 'Cui, Kai', 'Rathmell, Jeffrey C']","['Zhao Y', 'Coloff JL', 'Ferguson EC', 'Jacobs SR', 'Cui K', 'Rathmell JC']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Animals', 'Apoptosis', 'Apoptosis Regulatory Proteins', 'Cell Death', 'Glucose/*metabolism', 'Glycogen Synthase Kinase 3/metabolism', 'Intercellular Signaling Peptides and Proteins/*metabolism', 'Interleukin-3/metabolism', 'Mice', 'Models, Biological', 'Myeloid Cell Leukemia Sequence 1 Protein', 'Proto-Oncogene Proteins c-bcl-2/metabolism', 'T-Lymphocytes/metabolism', 'Transcription, Genetic', 'Tumor Suppressor Protein p53/*metabolism', 'Tumor Suppressor Proteins/*metabolism']",2008/11/08 09:00,2009/03/14 09:00,['2008/11/08 09:00'],"['2008/11/08 09:00 [pubmed]', '2009/03/14 09:00 [medline]', '2008/11/08 09:00 [entrez]']",ppublish,J Biol Chem. 2008 Dec 26;283(52):36344-53. doi: 10.1074/jbc.M803580200. Epub 2008 Nov 6.,"['0 (Apoptosis Regulatory Proteins)', '0 (Intercellular Signaling Peptides and Proteins)', '0 (Interleukin-3)', '0 (Mcl1 protein, mouse)', '0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (PUMA protein, mouse)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Tumor Suppressor Protein p53)', '0 (Tumor Suppressor Proteins)', 'EC 2.7.11.26 (Glycogen Synthase Kinase 3)', 'IY9XDZ35W2 (Glucose)']",10.1074/jbc.M803580200 [doi],"Growth factor stimulation and oncogenic transformation lead to increased glucose metabolism that may provide resistance to cell death. We have previously demonstrated that elevated glucose metabolism characteristic of stimulated or cancerous cells can stabilize the anti-apoptotic Bcl-2 family protein Mcl-1 through inhibition of GSK-3. Here we show that the pro-apoptotic Bcl-2 family protein, Puma, is also metabolically regulated. Growth factor deprivation led to the loss of glucose uptake and induction of Puma. Maintenance of glucose uptake after growth factor withdrawal by expression of the glucose transporter, Glut1, however, suppressed Puma up-regulation and attenuated growth factor withdrawal-induced activation of Bax, DNA fragmentation, and cell death. Conversely, glucose deprivation led to Puma induction even in the presence of growth factor. This regulation of Puma expression was a central component in cell death as a consequence of growth factor or glucose deprivation because Puma deficiency suppressed both of these cell death pathways. Puma induction in growth factor or glucose withdrawal was dependent on p53 in cell lines and in activated primary T lymphocytes because p53 deficiency suppressed Puma induction and delayed Bax and caspase activation, DNA fragmentation, and loss of clonogenic survival. Importantly, although p53 levels did not change or were slightly reduced, p53 activity was suppressed by elevated glucose metabolism to inhibit Puma induction after growth factor withdrawal. These data show that p53 is metabolically regulated and that glucose metabolism initiates a signaling mechanism to inhibit p53 activation and suppress Puma induction, thus promoting an anti-apoptotic balance to Bcl-2 family protein expression that supports cell survival.","['Department of Pharmacology and Cancer Biology, Sarah W. Stedman Center for Nutrition and Metabolism, Duke University Medical Center, Durham, NC 27710, USA.']","['S0021-9258(20)49642-5 [pii]', '10.1074/jbc.M803580200 [doi]']",20081106,"['R01 CA123350/CA/NCI NIH HHS/United States', 'R01 CA123350-02/CA/NCI NIH HHS/United States']",PMC2606014,,,,,,,,,,,,,,,,,,,
18990504,NLM,MEDLINE,20090303,20151119,1879-355X (Electronic) 0360-3016 (Linking),73,3,2009 Mar 1,"Phase III multi-institutional trial of adjuvant chemotherapy with paclitaxel, estramustine, and oral etoposide combined with long-term androgen suppression therapy and radiotherapy versus long-term androgen suppression plus radiotherapy alone for high-risk prostate cancer: preliminary toxicity analysis of RTOG 99-02.",672-8,"['Rosenthal, Seth A', 'Bae, Kyoungwha', 'Pienta, Kenneth J', 'Sobczak, Mark L', 'Asbell, Sucha O', 'Rajan, Raghu', 'Kerlin, Kevin J', 'Michalski, Jeff M', 'Sandler, Howard M']","['Rosenthal SA', 'Bae K', 'Pienta KJ', 'Sobczak ML', 'Asbell SO', 'Rajan R', 'Kerlin KJ', 'Michalski JM', 'Sandler HM']",['eng'],"['Clinical Trial, Phase III', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural']",United States,Int J Radiat Oncol Biol Phys,"International journal of radiation oncology, biology, physics",7603616,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Androgen Antagonists/administration & dosage/adverse effects', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Chemotherapy, Adjuvant/adverse effects', 'Combined Modality Therapy/adverse effects', 'Drug Administration Schedule', 'Estramustine/administration & dosage/adverse effects', 'Etoposide/administration & dosage/adverse effects', 'Follow-Up Studies', 'Humans', 'Leukemia, Myeloid, Acute/chemically induced', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/chemically induced', 'Paclitaxel/administration & dosage/adverse effects', 'Prostatic Neoplasms/*drug therapy/radiotherapy', 'Thromboembolism/*chemically induced/prevention & control']",2008/11/08 09:00,2009/03/04 09:00,['2008/11/08 09:00'],"['2008/03/27 00:00 [received]', '2008/05/12 00:00 [revised]', '2008/05/13 00:00 [accepted]', '2008/11/08 09:00 [pubmed]', '2009/03/04 09:00 [medline]', '2008/11/08 09:00 [entrez]']",ppublish,Int J Radiat Oncol Biol Phys. 2009 Mar 1;73(3):672-8. doi: 10.1016/j.ijrobp.2008.05.020. Epub 2008 Nov 5.,"['0 (Androgen Antagonists)', '35LT29625A (Estramustine)', '6PLQ3CP4P3 (Etoposide)', 'P88XT4IS4D (Paclitaxel)']",10.1016/j.ijrobp.2008.05.020 [doi],"PURPOSE: Long-term androgen suppression plus radiotherapy (AS+RT) is standard treatment of high-risk prostate cancer. A randomized trial, Radiation Therapy Oncology Group trial 9902, was undertaken to determine whether adjuvant chemotherapy with paclitaxel, estramustine, and etoposide (TEE) plus AS+RT would improve disease outcomes with acceptable toxicity. METHODS AND MATERIALS: High-risk (prostate-specific antigen 20-100 ng/mL and Gleason score >or=7; or Stage T2 or greater, Gleason score 8, prostate-specific antigen level <100 ng/mL) nonmetastatic prostate cancer patients were randomized to AS+RT (Arm 1) vs. AS+RT plus four cycles of TEE (Arm 2). TEE was delivered 4 weeks after RT. AS continued for 2 years for both treatment arms. RT began after 8 weeks of AS began. RESULTS: The Radiation Therapy Oncology Group 9902 trial opened January 11, 2000. Excess thromboembolic toxicity was noted, leading to study closure October 4, 2004. A total of 397 patients were accrued, and the data for 381 were analyzable. An acute and long-term toxicity analysis was performed. The worst overall toxicities during treatment were increased for Arm 2. Of the 192 patients, 136 (71%) on Arm 2 had RTOG Grade 3 or greater toxicity compared with 70 (37%) of 189 patients on Arm 1. Statistically significant increases in hematologic toxicity (p < 0.0001) and gastrointestinal toxicity (p = 0.017) but not genitourinary toxicity (p = 0.07) were noted during treatment. Two Grade 5 complications related to neutropenic infection occurred in Arm 2. Three cases of myelodysplasia/acute myelogenous leukemia were noted in Arm 2. At 2 and 3 years after therapy completion, excess long-term toxicity was not observed in Arm 2. CONCLUSION: TEE was associated with significantly increased toxicity during treatment. The toxicity profiles did not differ at 2 and 3 years after therapy. Toxicity is an important consideration in the design of trials using adjuvant chemotherapy for prostate cancer.","['Radiation Oncology Center, Radiological Associates of Sacramento, Sacramento, CA 95815, USA. rosenthals@radiological.com']","['S0360-3016(08)00845-6 [pii]', '10.1016/j.ijrobp.2008.05.020 [doi]']",20081105,"['U10 CA21661/CA/NCI NIH HHS/United States', 'U10 CA32115/CA/NCI NIH HHS/United States', 'U10 CA37422/CA/NCI NIH HHS/United States']",,,,,,['Radiation Therapy Oncology Group Trial 9902'],,,,,,,,,,,,,,
18990445,NLM,MEDLINE,20090406,20090309,1873-5835 (Electronic) 0145-2126 (Linking),33,5,2009 May,The power of comparative studies.,610-2,"['Walter, Roland B', 'Estey, Elihu H']","['Walter RB', 'Estey EH']",['eng'],"['Comment', 'Comparative Study', 'Editorial', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Adult', 'Antineoplastic Agents/therapeutic use', 'Controlled Clinical Trials as Topic', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Prognosis']",2008/11/08 09:00,2009/04/07 09:00,['2008/11/08 09:00'],"['2008/09/24 00:00 [received]', '2008/09/28 00:00 [revised]', '2008/09/29 00:00 [accepted]', '2008/11/08 09:00 [pubmed]', '2009/04/07 09:00 [medline]', '2008/11/08 09:00 [entrez]']",ppublish,Leuk Res. 2009 May;33(5):610-2. doi: 10.1016/j.leukres.2008.09.031. Epub 2008 Nov 5.,['0 (Antineoplastic Agents)'],10.1016/j.leukres.2008.09.031 [doi],,,"['S0145-2126(08)00455-4 [pii]', '10.1016/j.leukres.2008.09.031 [doi]']",20081105,,,,,,,,['Leuk Res. 2006 Feb;30(2):204-10. PMID: 16055185'],,,,,,,,,,,,,
18990444,NLM,MEDLINE,20090528,20151119,1873-5835 (Electronic) 0145-2126 (Linking),33,8,2009 Aug,A phase II trial of high-dose imatinib mesylate for relapsed or refractory c-kit positive and Bcr-Abl negative acute myeloid leukaemia: the AFR-15 trial.,1124-6,"['Chevallier, Patrice', 'Hunault-Berger, Mathilde', 'Larosa, Fabrice', 'Dauriac, Charles', 'Garand, Richard', 'Harousseau, Jean-Luc']","['Chevallier P', 'Hunault-Berger M', 'Larosa F', 'Dauriac C', 'Garand R', 'Harousseau JL']",['eng'],"['Clinical Trial, Phase II', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,IM,"['Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage', 'Benzamides', 'Disease-Free Survival', 'Female', '*Genes, abl', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myeloid, Acute/*drug therapy/mortality', 'Male', 'Middle Aged', 'Piperazines/*administration & dosage', '*Proto-Oncogene Proteins c-kit', 'Pyrimidines/*administration & dosage', 'Survival Rate', 'Time Factors']",2008/11/08 09:00,2009/05/29 09:00,['2008/11/08 09:00'],"['2008/09/29 00:00 [received]', '2008/09/29 00:00 [revised]', '2008/09/29 00:00 [accepted]', '2008/11/08 09:00 [pubmed]', '2009/05/29 09:00 [medline]', '2008/11/08 09:00 [entrez]']",ppublish,Leuk Res. 2009 Aug;33(8):1124-6. doi: 10.1016/j.leukres.2008.09.030. Epub 2008 Nov 5.,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Proto-Oncogene Proteins c-kit)']",10.1016/j.leukres.2008.09.030 [doi],"This was a phase II investigation of high-dose imatinib in 15 adult patients with relapsed or refractory c-kit positive and Bcr-Abl negative acute myeloid leukaemia (AML). Imatinib 600 mg daily was administered for 1 month followed by dose escalation to 800 mg daily for a maximum of 2 months. No clinical responses were reported with early death due to disease progression reported in 7 patients. While no activity was seen in this phase II trial, the findings of the study do not rule out efficacy in subsets of AML with imatinib-sensitive Kit mutations.","[""Service d'Hematologie Clinique, CHU Hotel-Dieu, Nantes, France. patrice.chevallier@chu-nantes.fr""]","['S0145-2126(08)00456-6 [pii]', '10.1016/j.leukres.2008.09.030 [doi]']",20081105,,,,,,,,,,,,,,,,,,,,,
