PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,AD,GR,RN,AID,CIN,EIN,TT,PMC,SI,OID,OAB,OABL,OTO,OT,GN
3301874,NLM,MEDLINE,19870903,20191022,0269-4727 (Print) 0269-4727 (Linking),12,3,1987 Jun,Therapeutic progress--review XXVI. Drug therapy for the acute leukaemias.,145-55,"['Donohue, S M', 'Hamon, M D', 'Franklin, I M']","['Donohue SM', 'Hamon MD', 'Franklin IM']",['eng'],"['Journal Article', 'Review']",England,J Clin Pharm Ther,Journal of clinical pharmacy and therapeutics,8704308,IM,"['Acute Disease', 'Humans', 'Leukemia/complications/*drug therapy']",71,1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",ppublish,J Clin Pharm Ther. 1987 Jun;12(3):145-55. doi: 10.1111/j.1365-2710.1987.tb00520.x.,,,,,['10.1111/j.1365-2710.1987.tb00520.x [doi]'],,,,,,,,,,,
3301866,NLM,MEDLINE,19870902,20190508,0021-9525 (Print) 0021-9525 (Linking),105,1,1987 Jul,Two integral membrane proteins located in the cis-middle and trans-part of the Golgi system acquire sialylated N-linked carbohydrates and display different turnovers and sensitivity to cAMP-dependent phosphorylation.,215-27,"['Yuan, L', 'Barriocanal, J G', 'Bonifacino, J S', 'Sandoval, I V']","['Yuan L', 'Barriocanal JG', 'Bonifacino JS', 'Sandoval IV']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Cell Biol,The Journal of cell biology,0375356,IM,"['Animals', 'Antibodies, Monoclonal/immunology', 'Basophils', '*Carbohydrate Metabolism', 'Cell Line', 'Fluorescent Antibody Technique', 'Glycoproteins/immunology/*metabolism', 'Golgi Apparatus/*metabolism', 'Kidney', 'Leukemia, Experimental/pathology', '*Membrane Glycoproteins', 'Membrane Proteins/immunology/*metabolism', 'N-Acetylneuraminic Acid', 'Phosphorylation', 'Phosphoserine/metabolism', 'Protein Kinases/metabolism', 'Protein Precursors/metabolism', 'Protein Processing, Post-Translational', 'Rats', 'Sialic Acids/*metabolism']",,1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",ppublish,J Cell Biol. 1987 Jul;105(1):215-27. doi: 10.1083/jcb.105.1.215.,"The localization and chemical characteristics of two Golgi integral membrane proteins (GIMPs) have been studied using monoclonal antibodies. The two proteins are segregated in different parts of the Golgi system and whereas GIMPc(130 kD) is located in the cis and medial cisternae, GIMPt (100 kD) is confined in the trans-most cisterna and trans-tubular network. Both GIMPs are glycoproteins that contain N- and O-linked carbohydrates. The N-linked carbohydrates were exclusively of the complex type. Although excluded from the trans-side of the Golgi system, where sialylation is believed to occur, GIMPc acquires sialic acid in both its N- and O-linked carbohydrates. Sialic acid was also detected in the N-linked carbohydrates of GIMPt. GIMPc is apparently phosphorylated in the luminal domain in vivo. Phosphorylation occurred exclusively on serine and was stimulated by dibutyryl cyclic AMP. GIMPc and GIMPt displayed half-lives of 20 and 9 h, respectively.",,,"['0 (Antibodies, Monoclonal)', '0 (Glycoproteins)', '0 (Golgi membrane glycoproteins)', '0 (Membrane Glycoproteins)', '0 (Membrane Proteins)', '0 (Protein Precursors)', '0 (Sialic Acids)', '17885-08-4 (Phosphoserine)', 'EC 2.7.- (Protein Kinases)', 'GZP2782OP0 (N-Acetylneuraminic Acid)']",['10.1083/jcb.105.1.215 [doi]'],,,,PMC2114934,,,,,,,
3301855,NLM,MEDLINE,19870917,20211203,0021-9258 (Print) 0021-9258 (Linking),262,23,1987 Aug 15,"""Numatrin,"" a nuclear matrix protein associated with induction of proliferation in B lymphocytes.",11389-97,"['Feuerstein, N', 'Mond, J J']","['Feuerstein N', 'Mond JJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Animals', 'Antibodies, Anti-Idiotypic', 'B-Lymphocytes/*physiology', 'Cell Line', 'Cell Nucleus/*metabolism', 'DNA/biosynthesis', 'Electrophoresis, Polyacrylamide Gel', 'Humans', 'Kinetics', 'Leukemia, Lymphocytic, Chronic, B-Cell/metabolism', '*Lymphocyte Activation', 'Mice', 'Mitogens/pharmacology', 'Molecular Weight', 'Nuclear Proteins/*biosynthesis', 'Nucleophosmin', 'Ribonucleoproteins/*biosynthesis', 'Tetradecanoylphorbol Acetate/pharmacology']",,1987/08/15 00:00,1987/08/15 00:01,['1987/08/15 00:00'],"['1987/08/15 00:00 [pubmed]', '1987/08/15 00:01 [medline]', '1987/08/15 00:00 [entrez]']",ppublish,J Biol Chem. 1987 Aug 15;262(23):11389-97.,"To detect nuclear proteins that might be involved in induction of cellular mitogenesis, we examined the effect of various mitogens on early changes in synthesis of nuclear proteins in murine B lymphocytes. Using two-dimensional gel electrophoresis, we found that activation of B cells by mitogens (anti-immunoglobulin antibody, lipopolysaccharide, phorbol 12-myristate 13-acetate (PMA)/A23187) was associated with a rapid and prominent (5-20-fold) increase in the synthesis of a 40-kDa/pI 5.0 nuclear protein, here termed numatrin. Numatrin was found to be absent from the cytosol (soluble fraction) of resting as well as activated B cells and was markedly resistant to DNase/RNase digestion and 2 N NaCl extraction, indicating that this protein is tightly bound to the nuclear matrix. Kinetic studies showed that the increase in synthesis of numatrin was detected 60-120 min following mitogen activation, reached a peak at 16 h, and declined to almost control level by 48 h, correlating with the peak of cellular DNA synthesis. The increase in synthesis of numatrin in normal B cells was found to be associated exclusively with cellular commitment for mitogenesis because activation of B cells by stimuli such as B cell stimulating factor 1, PMA alone, and calcium ionophore A23187, which do not stimulate an increase in DNA synthesis, also failed to induce an increase in the synthesis of numatrin. Inhibition of anti-Ig-induced proliferation (by PMA pretreatment) was associated with a 63% inhibition in the synthesis of numatrin. Addition of 8-mercaptoguanosine to these PMA-treated cells was associated with restoration of the increase in synthesis of numatrin, concomitant with induction of proliferation. Elevated synthesis of numatrin was also detected in the malignant B lymphoma cells: Raji, BAL-17, and WEHI-231. Taken collectively, these results suggest that numatrin, a tightly bound nuclear matrix protein, is a growth-regulated protein which might have an important role in regulation of cellular mitogenesis in normal and malignant B lymphocytes.",,['R01 AI21328-01/AI/NIAID NIH HHS/United States'],"['0 (Antibodies, Anti-Idiotypic)', '0 (Mitogens)', '0 (NPM1 protein, human)', '0 (Nuclear Proteins)', '0 (Ribonucleoproteins)', '117896-08-9 (Nucleophosmin)', '9007-49-2 (DNA)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",['S0021-9258(18)60972-X [pii]'],,,,,,,,,,,
3301628,NLM,MEDLINE,19870901,20190722,0340-6717 (Print) 0340-6717 (Linking),76,2,1987 Jun,Cytogenetic studies using Q-band polymorphisms in patients with AML receiving marrow from like-sex donors.,176-80,"['Khokhar, M T', 'Lawler, S D', 'Powles, R L', 'Millar, J L']","['Khokhar MT', 'Lawler SD', 'Powles RL', 'Millar JL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Hum Genet,Human genetics,7613873,IM,"['Adolescent', 'Adult', 'Bone Marrow/ultrastructure', '*Bone Marrow Transplantation', 'Chimera', 'Chromosome Banding', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics/therapy', 'Male', '*Polymorphism, Genetic', 'Sex Factors']",,1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",ppublish,Hum Genet. 1987 Jun;76(2):176-80. doi: 10.1007/BF00284917.,"After bone marrow transplantation (BMT), it is important to monitor the bone marrow and lymphoid cell populations of the recipient to document engraftment. When donor and recipient are of unlike sex, the sex chromosomes serve as a useful marker to determine cellular origin. When donor and recipient are of like sex, autosomal heteromorphisms can be used to identify the origin of cells in metaphase. Using Q-banding, we found that 17 of 20 patient/donor pairs (85%) examined showed at least one chromosome heteromorphism that distinguished between recipient and donor cells with certainty. Five of the patients were followed up after BMT in order to document engraftment. Donor metaphases could be detected in the marrow within two weeks of BMT when the graft was successful. Chimaerism was detected in the lymphocyte population even when the graft persisted. In a case of graft failure, donor cells did not persist in the marrow, and the lymphocyte population did not convert to donor type. These studies demonstrate that autosomal heteromorphisms are useful in the study of myeloid and lymphoid chimaeric states after BMT.",,,,['10.1007/BF00284917 [doi]'],,,,,,,,,,,
3301625,NLM,MEDLINE,19870916,20190722,0046-8177 (Print) 0046-8177 (Linking),18,8,1987 Aug,Intermediate lymphocytic lymphoma: an immunohistologic study with comparison to other lymphocytic lymphomas.,781-90,"['Weisenburger, D D', 'Linder, J', 'Daley, D T', 'Armitage, J O']","['Weisenburger DD', 'Linder J', 'Daley DT', 'Armitage JO']",['eng'],"['Comparative Study', 'Journal Article']",United States,Hum Pathol,Human pathology,9421547,IM,"['Antigens, Neoplasm/immunology', 'Antigens, Surface/immunology', 'B-Lymphocytes/immunology', 'Humans', 'Immunoenzyme Techniques', 'Immunoglobulins/analysis', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/*pathology', 'Lymphatic Diseases/immunology/pathology', 'Lymphocytes/pathology', 'Lymphoma, Non-Hodgkin/immunology/pathology']",,1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,Hum Pathol. 1987 Aug;18(8):781-90. doi: 10.1016/s0046-8177(87)80051-5.,"In an immunohistologic analysis of 13 cases of intermediate lymphocytic lymphoma (ILL), the immunophenotype of ILL was compared to the immunophenotypes of other B-lymphocytic lymphomas and the normal lymphoid follicle to determine the normal cell in the scheme of B-cell differentiation that corresponds to ILL. The characteristic immunophenotype of ILL was surface IgM +/- D+, cytoplasmic immunoglobulin -, B1+, BA1+, B2-, BA2-, B4+, Leu 14+, HLA-DR+, Leu 1+, and common acute lymphoblastic leukemia associated (CALLA) antigen -. The immunophenotype of ILL was similar to that of lymphocytes in normal primary follicles and the mantle zones of secondary follicles. The ""immature"" phenotype of ILL was identical to that of small lymphocytic lymphoma, which strongly supports their close lineage relationship. In contrast, the ""mature"" phenotypes of the follicular center cell and lymphoplasmacytoid lymphomas suggest that they correspond to normal cells at later stages of differentiation. Our findings indicate that B-lymphocytic lymphomas recapitulate the normal stages of B-cell differentiation. The cell of ILL appears to be an immature B cell that homes to, and resides in, primary follicles and the mantle zones of secondary follicles. The cytologic, architectural, immunologic, and clinical features of ILL indicate that it should be included as a separate category in the International Working Formulation.",,,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Immunoglobulins)']","['S0046-8177(87)80051-5 [pii]', '10.1016/s0046-8177(87)80051-5 [doi]']",,,,,,,,,,,
3301551,NLM,MEDLINE,19870924,20190903,0721-832X (Print) 0721-832X (Linking),225,3,1987,Bone-marrow transplantation and toxoplasmic retinochoroiditis.,239-43,"['Pauleikhoff, D', 'Messmer, E', 'Beelen, D W', 'Foerster, M', 'Wessing, A']","['Pauleikhoff D', 'Messmer E', 'Beelen DW', 'Foerster M', 'Wessing A']",['eng'],"['Case Reports', 'Journal Article']",Germany,Graefes Arch Clin Exp Ophthalmol,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,8205248,IM,"['Adrenal Cortex Hormones/adverse effects/therapeutic use', 'Adult', '*Bone Marrow Transplantation', 'Chorioretinitis/*etiology/pathology', 'Female', 'Graft vs Host Disease/drug therapy', 'Humans', 'Leukemia, Myeloid/therapy', '*Toxoplasmosis, Ocular/diagnosis']",,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Graefes Arch Clin Exp Ophthalmol. 1987;225(3):239-43. doi: 10.1007/BF02175456.,"A 33-year-old woman underwent bone-marrow transplantation following radiation and chemotherapy for chronic myelocytic leukemia (CML); immunosuppressive therapy was continued for graft-versus-host disease. Five months after successful transplantation, she developed necrotizing retinitis in both eyes with rapid progression over the following weeks. Due to her immunosuppressed state the patient developed pneumonia and died. Postmortem evaluation of the retinal lesions in both eyes disclosed infection by Toxoplasma gondii, which was also found in the brain and myocardium. Multiple viable toxoplasmic cysts were observed at the transition zone from a necrotic to a normal retina. Additionally, cysts of Toxoplasma gondii a normal retina. Additionally, cysts of Toxoplasma gondii were seen in the adjacent intact retina and in areas of necrosis with almost complete absence of retinal or choroidal inflammation. Toxoplasmosis should therefore be considered along with fungi and viruses in the differential diagnosis of necrotizing retinochoroiditis in immunocompromised patients.",,,['0 (Adrenal Cortex Hormones)'],['10.1007/BF02175456 [doi]'],,,,,,,,,,,
3301382,NLM,MEDLINE,19870903,20041117,0301-472X (Print) 0301-472X (Linking),15,7,1987 Aug,Megakaryocytic development in liquid cultures of cryopreserved leukocyte stem cell concentrates from chronic myelogenous leukemia patients.,750-8,"['Berthier, R', 'Marin, M', 'Duperray, A', 'Prenant, M', 'Newton, I', 'Schweitzer, A', 'Hollard, D', 'Marguerie, G']","['Berthier R', 'Marin M', 'Duperray A', 'Prenant M', 'Newton I', 'Schweitzer A', 'Hollard D', 'Marguerie G']",['eng'],['Journal Article'],Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Blood Specimen Collection', 'Cell Differentiation', 'Cell Division', 'DNA/analysis', 'Flow Cytometry', 'Fluorescent Antibody Technique', 'Freezing', 'Humans', 'Leukemia, Myeloid/*pathology', 'Megakaryocytes/*cytology', 'Platelet Membrane Glycoproteins/analysis', 'Stem Cells/*cytology']",,1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,Exp Hematol. 1987 Aug;15(7):750-8.,"The proliferation and differentiation of human megakaryocytes in liquid culture has been obtained using cryopreserved light-density blood cell concentrates from chronic myelogenous leukemia (CML) patients. A large number of megakaryocytes, representing 20%-60% of total cells cultured, developed after 12-14 days in liquid cultures supplemented with human plasma, while fetal calf serum supported the development of cells of the megakaryocytic lineage poorly. Ploidy studies showed the presence of 8N and 16N cells in human plasma-supplemented cultures while very few cells with DNA content greater than 4N were found in those supplemented with fetal calf serum. Using the FACS IV cytofluorometer, 1-2 X 10(6) megakaryocytes/h were sorted after immunolabeling of the human plasma-cultured cells with a monoclonal antibody reacting against the platelet glycoprotein complex IIb-IIIa. Thus, cryopreserved CML blood stem cell concentrates seem to offer a reproducible source of human megakaryocytes that retain their capacity to proliferate and differentiate in liquid cultures. These megakaryocytes can be used for the study of platelet glycoprotein biosynthesis as well as the regulation of megakaryocytopoiesis.",,,"['0 (Platelet Membrane Glycoproteins)', '9007-49-2 (DNA)']",,,,,,,,,,,,
3301366,NLM,MEDLINE,19870901,20190908,0277-5379 (Print) 0277-5379 (Linking),23,4,1987 Apr,The case for high-dose chemotherapy: is it chemotherapy's last gamble?,351-5,"['Canellos, G P']",['Canellos GP'],['eng'],"['Journal Article', 'Review']",England,Eur J Cancer Clin Oncol,European journal of cancer & clinical oncology,8112045,IM,"['Alkylating Agents/therapeutic use', 'Antineoplastic Agents/*administration & dosage', 'Bone Marrow Transplantation', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Transplantation, Autologous']",28,1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",ppublish,Eur J Cancer Clin Oncol. 1987 Apr;23(4):351-5. doi: 10.1016/0277-5379(87)90368-3.,,,,"['0 (Alkylating Agents)', '0 (Antineoplastic Agents)']",['10.1016/0277-5379(87)90368-3 [doi]'],,,,,,,,,,,
3301338,NLM,MEDLINE,19870904,20190620,0014-2956 (Print) 0014-2956 (Linking),166,2,1987 Jul 15,Biosynthesis and metabolism of pterins in peripheral blood mononuclear cells and leukemia lines of man and mouse.,303-10,"['Schoedon, G', 'Troppmair, J', 'Fontana, A', 'Huber, C', 'Curtius, H C', 'Niederwieser, A']","['Schoedon G', 'Troppmair J', 'Fontana A', 'Huber C', 'Curtius HC', 'Niederwieser A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Biochem,European journal of biochemistry,0107600,IM,"['Alcohol Oxidoreductases/metabolism', 'Animals', 'Cell Line', 'GTP Cyclohydrolase/metabolism', 'Guanosine Triphosphate/metabolism', 'Humans', 'Leukemia/*metabolism', 'Leukemia, Experimental/*metabolism', 'Macrophages/metabolism', 'Monocytes/*metabolism', '*Phosphorus-Oxygen Lyases', 'Pterins/blood/*metabolism', 'T-Lymphocytes/metabolism']",,1987/07/15 00:00,1987/07/15 00:01,['1987/07/15 00:00'],"['1987/07/15 00:00 [pubmed]', '1987/07/15 00:01 [medline]', '1987/07/15 00:00 [entrez]']",ppublish,Eur J Biochem. 1987 Jul 15;166(2):303-10. doi: 10.1111/j.1432-1033.1987.tb13515.x.,"The cellular origin and the control of neopterin release associated with immune stimulation was studied in cell cultures. Using purified human mononuclear cells, the intracellular change in concentrations of GTP and pterins was measured under various kinds of stimulation. Three enzymes involved in tetrahydrobiopterin biosynthesis, i.e. GTP cyclohydrolase I, 6-pyruvoyl tetrahydropterin synthase and sepiapterin reductase, were also determined. Human macrophages stimulated with culture supernatant from activated T-lymphocytes were the main producers of neopterin. In these cells, GTP cyclohydrolase I activity was elevated due to high GTP levels and therefore neopterin accumulated. Human macrophages lack 6-pyruvoyl tetrahydropterin synthase activity. Exogenous tetrahydrobiopterin added to the culture medium of stimulated T cells and macrophages suppressed the elevation of GTP cyclohydrolase I activity and neopterin concentration, but not the elevation of intracellular GTP. Stimulation of macrophages with recombinant human interferon-gamma and neutralization of the effect of T cell supernatants by addition of a monoclonal antibody specific for human interferon-gamma showed that immune interferon induced the alterations in GTP cyclohydrolase I activity and neopterin concentration. In the human macrophage line U-937 and in the leukemia line HL-60, no GTP cyclohydrolase I activity or intracellular pterins were detected, but high levels of GTP. In mouse mononuclear cells, no neopterin was detected, but biopterin and pterin. After stimulation, biopterin was elevated in the same way as neopterin in human mononuclear cells. This is explained by the different regulation of the rate-limiting steps of tetrahydrobiopterin biosynthesis in man and in mouse. These results suggest that neopterin is an unspecific marker for the activation of the cellular immune system.",,,"['0 (Pterins)', '86-01-1 (Guanosine Triphosphate)', 'EC 1.1.- (Alcohol Oxidoreductases)', 'EC 1.1.1.153 (sepiapterin reductase)', 'EC 3.5.4.16 (GTP Cyclohydrolase)', 'EC 4.6.- (Phosphorus-Oxygen Lyases)', 'EC 4.6.10 (6-pyruvoyltetrahydropterin synthase)']",['10.1111/j.1432-1033.1987.tb13515.x [doi]'],,,,,,,,,,,
3301313,NLM,MEDLINE,19870828,20151119,0204-3564 (Print) 0204-3564 (Linking),9,3,1987,[The use of surface antigens of erythroid cells in the study of hemoblastoses].,9-16,"['Mechetner, E B']",['Mechetner EB'],['rus'],"['English Abstract', 'Journal Article', 'Review']",Ukraine,Eksp Onkol,Eksperimental'naia onkologiia,8406659,IM,"['Antibodies, Monoclonal', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'Erythrocytes/*immunology', 'Humans', 'Leukemia/*diagnosis']",80,1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Eksp Onkol. 1987;9(3):9-16.,Data concerning the nature and expression of erythroid cell surface antigens having protein nature are considered. The diagnostic value of these antigens and corresponding monoclonals in the study of human leukemias is discussed.,,,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",,,,Ispol'zovanie poverkhnostnykh antigenov eritroidnykh kletok dlia izucheniia gemoblastozov.,,,,,,,,
3300964,NLM,MEDLINE,19870915,20131121,0008-5472 (Print) 0008-5472 (Linking),47,16,1987 Aug 15,"Hyperthermic enhancement of cis-diammine-1,1-cyclobutane dicarboxylate platinum(II) cytotoxicity in human leukemia cells in vitro.",4335-7,"['Cohen, J D', 'Robins, H I']","['Cohen JD', 'Robins HI']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Antineoplastic Agents/*pharmacology', 'Carboplatin', 'Cell Line', 'Cell Survival/drug effects', '*Hot Temperature', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Organoplatinum Compounds/*pharmacology']",,1987/08/15 00:00,1987/08/15 00:01,['1987/08/15 00:00'],"['1987/08/15 00:00 [pubmed]', '1987/08/15 00:01 [medline]', '1987/08/15 00:00 [entrez]']",ppublish,Cancer Res. 1987 Aug 15;47(16):4335-7.,"Hyperthermic enhancement of cis-diammine-1,1-cyclobutane dicarboxylate platinum(II) (carboplatin) cytotoxicity was studied in vitro in JM, a human acute lymphoblastic leukemia cell line. Corrected for direct heat toxicity, hyperthermia enhanced carboplatin killing at the clinically relevant temperatures of 40.5 degrees and 41.8 degrees C. The thermal enhancement ratios at these temperatures were 1.89 and 3.32, respectively. Cell killing increased exponentially with increasing duration of combined treatment (41.8 degrees C, carboplatin 30 micrograms/ml) for at least 3.5 h. Hyperthermic enhancement was maximal when heat was given during or immediately before carboplatin; enhancement was diminished when heat preceded carboplatin by more than an hour and was not apparent when heat followed drug treatment. As carboplatin is associated with different clinical toxicity than is cis-diamminedichloroplatinum(II), carboplatin may represent an ideal drug in its class of anticancer agents to use in clinical whole body hyperthermia trials.",,['R01-CA-35361/CA/NCI NIH HHS/United States'],"['0 (Antineoplastic Agents)', '0 (Organoplatinum Compounds)', 'BG3F62OND5 (Carboplatin)']",,,,,,,,,,,,
3300957,NLM,MEDLINE,19870902,20161123,0008-5472 (Print) 0008-5472 (Linking),47,15,1987 Aug 1,Role of thymidine in biochemical modulation: a review.,3911-9,"[""O'Dwyer, P J"", 'King, S A', 'Hoth, D F', 'Leyland-Jones, B']","[""O'Dwyer PJ"", 'King SA', 'Hoth DF', 'Leyland-Jones B']",['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antimetabolites, Antineoplastic/administration & dosage/metabolism/*pharmacology', 'Antineoplastic Combined Chemotherapy Protocols/pharmacology/therapeutic use', 'Aspartic Acid/administration & dosage/analogs & derivatives/pharmacology', 'Cytarabine/administration & dosage/metabolism', 'DNA Replication/drug effects', 'DNA, Neoplasm/biosynthesis', 'Deoxycytidine Kinase/antagonists & inhibitors', 'Drug Evaluation', 'Drug Synergism', 'Fluorouracil/administration & dosage/metabolism', 'Folic Acid Antagonists', 'Humans', 'Interphase/drug effects', 'Kinetics', 'Leukemia/drug therapy', 'Methotrexate/administration & dosage/pharmacology', 'Mice', 'Neoplasms/*drug therapy/metabolism', 'Neoplasms, Experimental/drug therapy/metabolism', 'Nucleic Acid Synthesis Inhibitors', 'Nucleotides/metabolism', 'Phosphonoacetic Acid/administration & dosage/analogs & derivatives/pharmacology', 'RNA, Neoplasm/biosynthesis', 'Species Specificity', 'Thymidine/administration & dosage/adverse effects/metabolism/*pharmacology']",143,1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,Cancer Res. 1987 Aug 1;47(15):3911-9.,"The role of thymidine in the treatment of cancer has been under clinical investigation for nearly a decade. Clinical trials have demonstrated that it lacks antitumor activity in its own right. In this review, the mechanism of action and rationale for the use of thymidine as a biochemical modulator of standard agents such as 5-fluorouracil, 1-beta-D-arabinofuranosylcytosine, and methotrexate are summarized. With this background, the clinical trials which have been conducted with thymidine, either alone or in combination, are described. We suggest a number of further studies of the role of thymidine in the biochemical modulation of antimetabolites.",,,"['0 (Antimetabolites, Antineoplastic)', '0 (DNA, Neoplasm)', '0 (Folic Acid Antagonists)', '0 (Nucleic Acid Synthesis Inhibitors)', '0 (Nucleotides)', '0 (RNA, Neoplasm)', '04079A1RDZ (Cytarabine)', '30KYC7MIAI (Aspartic Acid)', '78QVZ7RG8L (sparfosic acid)', 'EC 2.7.1.74 (Deoxycytidine Kinase)', 'N919E46723 (Phosphonoacetic Acid)', 'U3P01618RT (Fluorouracil)', 'VC2W18DGKR (Thymidine)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,,,,,,
3300952,NLM,MEDLINE,19870924,20190619,0008-543X (Print) 0008-543X (Linking),60,5,1987 Sep 1,Successful treatment with chemotherapy and subsequent allogeneic bone marrow transplantation for myeloid blastic crisis of chronic myelogenous leukemia following advanced Hodgkin's disease.,934-5,"['Punt, C J', 'Rozenberg-Arska, M', 'Verdonck, L F']","['Punt CJ', 'Rozenberg-Arska M', 'Verdonck LF']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Blast Crisis/*drug therapy/pathology', '*Bone Marrow Transplantation', 'Combined Modality Therapy/adverse effects', 'Hodgkin Disease/*pathology/therapy', 'Humans', 'Leukemia, Myeloid/etiology/*pathology', 'Male', 'Remission Induction']",,1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",ppublish,Cancer. 1987 Sep 1;60(5):934-5. doi: 10.1002/1097-0142(19870901)60:5<934::aid-cncr2820600503>3.0.co;2-y.,"A 33-year-old man was treated with intensive chemotherapy for myeloid blastic crisis of chronic myelogenous leukemia (CML), which developed after radiotherapy and chemotherapy for Hodgkin's disease. After achieving a second chronic phase, he underwent allogeneic bone marrow transplantation (BMT). Despite many complications, 1 year after BMT the disease was in complete remission and the patient was in excellent condition. The incidence of CML following treatment for Hodgkin's disease is briefly discussed. This is the first report of prolonged complete remission for blastic crisis of CML, which developed after combined treatment for advanced Hodgkin's disease.",,,,['10.1002/1097-0142(19870901)60:5<934::aid-cncr2820600503>3.0.co;2-y [doi]'],,,,,,,,,,,
