PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RN,RF,SI,GS,CON,PMC,CIN,LID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
7681062,NLM,MEDLINE,19930422,20210210,0021-9258 (Print) 0021-9258 (Linking),268,9,1993 Mar 25,The sequence features important for plus strand priming by human immunodeficiency virus type 1 reverse transcriptase.,6221-7,"A specific cleavage by the reverse transcriptase-associated RNase H activity generates the RNA primer for plus strand DNA synthesis during reverse transcription. Previously, we used site-directed mutagenesis to define the sequence features of the polypurine tract (PPT) required for correct plus strand priming by the Moloney murine leukemia virus (M-MuLV) reverse transcriptase (Rattray, A. J., and Champoux, J. J. (1989) J. Mol. Biol. 208, 445-456). Although the sequences of human immunodeficiency virus type 1 (HIV-1) and M-MuLV diverge completely outside a 20-base region encompassing the PPT, within this region there are only three differences between the two viruses. Here we show that the HIV-1 reverse transcriptase will utilize the M-MuLV PPT as an origin for plus strand initiation in vitro. This finding enabled us to use the set of PPT mutants previously generated in M-MuLV, in conjunction with a small set of newly derived mutations within the HIV-1 PPT, to study plus strand priming by the HIV-1 reverse transcriptase. Despite the similarity between the two PPT regions, the sequence features important for positioning RNase H for the cleavage reaction that generates the plus strand primer are different for the two viruses. For M-MuLV, the -7A residue is a critical specificity determinant in the priming reaction, whereas for HIV-1, the -2G and -4G residues play key roles in determining the specificity of priming.","['Pullen, K A', 'Rattray, A J', 'Champoux, J J']","['Pullen KA', 'Rattray AJ', 'Champoux JJ']","['Department of Microbiology, School of Medicine, University of Washington, Seattle 98195.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Base Sequence', 'DNA, Viral/biosynthesis', 'HIV Reverse Transcriptase', 'HIV-1/*enzymology', 'Molecular Sequence Data', 'Moloney murine leukemia virus/genetics', 'Mutation', 'Purines/metabolism', 'RNA-Directed DNA Polymerase/*metabolism', 'Substrate Specificity']",1993/03/25 00:00,1993/03/25 00:01,['1993/03/25 00:00'],"['1993/03/25 00:00 [pubmed]', '1993/03/25 00:01 [medline]', '1993/03/25 00:00 [entrez]']",['S0021-9258(18)53242-7 [pii]'],ppublish,J Biol Chem. 1993 Mar 25;268(9):6221-7.,['CA51605/CA/NCI NIH HHS/United States'],"['0 (DNA, Viral)', '0 (Purines)', 'EC 2.7.7.49 (HIV Reverse Transcriptase)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)']",,,,,,,,,,,,,,,
7681015,NLM,MEDLINE,19930420,20190621,0014-5793 (Print) 0014-5793 (Linking),319,1-2,1993 Mar 15,"The fidelity of the reverse transcriptases of human immunodeficiency viruses and murine leukemia virus, exhibited by the mispair extension frequencies, is sequence dependent and enzyme related.",201-5,"Sequence variations in HIV-1 and HIV-2 probably result in part from inaccurate DNA synthesis by viral reverse transcriptases (RTs). We have studied in vitro the fidelity of both the DNA- and RNA-dependent DNA polymerization functions of the two HIV RTs, as compared to that of murine leukemia virus (MLV) RT. The two HIV RTs were less accurate than MLV RT. The mispair extension frequencies observed previously with ribosomal RNA (rRNA) template were higher than those detected with phi X174am3 DNA template with all three RTs. In the current study we have investigated whether the nature of the copied nucleic acid (RNA vs. DNA) or the template nucleotide sequences affect the accuracy of DNA synthesis. We have analyzed the fidelity of DNA synthesis with DNA sequences identical to those of the rRNA sequences previously employed for reverse transcription. The results indicate that the fidelity of DNA synthesis depends mainly on the nucleotide sequences copied by every given RT. Yet, fidelity of DNA synthesis depends not only on the sequences copied but also on the nature of the enzymes per se. It is possible that these factors are major contributors to the high mutation rates of the two human immunodeficiency viruses.","['Bakhanashvili, M', 'Hizi, A']","['Bakhanashvili M', 'Hizi A']","['Department of Cell Biology and Histology, Sackler School of Medicine, Tel Aviv University, Israel.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,FEBS Lett,FEBS letters,0155157,IM,"['Bacteriophage phi X 174/genetics', 'Base Sequence', 'DNA, Viral/biosynthesis/chemistry', 'DNA-Directed DNA Polymerase/metabolism', 'HIV Reverse Transcriptase', 'HIV-1/*enzymology', 'HIV-2/*enzymology', 'Leukemia Virus, Murine/*enzymology', 'Molecular Sequence Data', 'RNA, Ribosomal', 'RNA-Directed DNA Polymerase/*metabolism', 'Templates, Genetic']",1993/03/15 00:00,1993/03/15 00:01,['1993/03/15 00:00'],"['1993/03/15 00:00 [pubmed]', '1993/03/15 00:01 [medline]', '1993/03/15 00:00 [entrez]']","['0014-5793(93)80067-5 [pii]', '10.1016/0014-5793(93)80067-5 [doi]']",ppublish,FEBS Lett. 1993 Mar 15;319(1-2):201-5. doi: 10.1016/0014-5793(93)80067-5.,['R01-AI27035/AI/NIAID NIH HHS/United States'],"['0 (DNA, Viral)', '0 (RNA, Ribosomal)', 'EC 2.7.7.- (reverse transcriptase, Human immunodeficiency virus 2)', 'EC 2.7.7.49 (HIV Reverse Transcriptase)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)', 'EC 2.7.7.7 (DNA-Directed DNA Polymerase)']",,,,,,,,,,,,,,,
7680956,NLM,MEDLINE,19930421,20091119,0008-5472 (Print) 0008-5472 (Linking),53,7,1993 Apr 1,Recombinant human stem cell factor mediates chemotaxis of small-cell lung cancer cell lines aberrantly expressing the c-kit protooncogene.,1709-14,"Accumulating evidence suggests that c-kit and its ligand, stem cell factor (SCF), play an important role in the regulation of at least three lineages of stem cell growth and possibly in leukemogenesis, while only limited data are available that suggest possible involvement of c-kit/SCF in the development of human solid tumors such as lung cancer. We have recently reported that c-kit is aberrantly expressed almost exclusively in small-cell lung cancer (SCLC) among various types of solid tumors. The present study revealed that c-kit protein ectopically expressed in SCLC is indistinguishable from that in leukemia cell lines with megakaryocytic characteristics with respect to amount, molecular size, and autophosphorylation status in response to recombinant human SCF. Furthermore, significant chemotactic response as well as moderate in vitro cell growth was induced in SCLC cell lines by the addition of recombinant human SCF, suggesting that c-kit/SCF may play an important biological role in the development of SCLC. Our extensive search for activating mutations naturally occurring in the c-kit gene revealed an amino acid substitution in the transmembrane domain of an SCLC cell line, although the functional consequences of this variant allele are yet to be determined.","['Sekido, Y', 'Takahashi, T', 'Ueda, R', 'Takahashi, M', 'Suzuki, H', 'Nishida, K', 'Tsukamoto, T', 'Hida, T', 'Shimokata, K', 'Zsebo, K M']","['Sekido Y', 'Takahashi T', 'Ueda R', 'Takahashi M', 'Suzuki H', 'Nishida K', 'Tsukamoto T', 'Hida T', 'Shimokata K', 'Zsebo KM', 'et al.']","['Laboratory of Immunology, Aichi Cancer Center Research Institute, Nagoya, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Carcinoma, Small Cell/chemistry/*genetics/pathology', 'Cell Division/drug effects', 'Chemotaxis/*drug effects', 'Hematopoietic Cell Growth Factors/*pharmacology', 'Humans', 'Leukemia/genetics', 'Lung Neoplasms/chemistry/*genetics/pathology', 'Phosphorylation/drug effects', 'Proto-Oncogene Proteins/*analysis/metabolism', 'Proto-Oncogene Proteins c-kit', 'Recombinant Proteins/pharmacology', 'Sequence Analysis', 'Stem Cell Factor', 'Tumor Cells, Cultured']",1993/04/01 00:00,1993/04/01 00:01,['1993/04/01 00:00'],"['1993/04/01 00:00 [pubmed]', '1993/04/01 00:01 [medline]', '1993/04/01 00:00 [entrez]']",,ppublish,Cancer Res. 1993 Apr 1;53(7):1709-14.,,"['0 (Hematopoietic Cell Growth Factors)', '0 (Proto-Oncogene Proteins)', '0 (Recombinant Proteins)', '0 (Stem Cell Factor)', 'EC 2.7.10.1 (Proto-Oncogene Proteins c-kit)']",,,['c-kit'],,,,,,,,,,,,
7680894,NLM,MEDLINE,19930422,20191023,1045-2257 (Print) 1045-2257 (Linking),6,2,1993 Feb,Murine radiation myeloid leukaemogenesis: relationship between interstitial telomere-like sequences and chromosome 2 fragile sites.,98-106,"While the specific nature of chromosomal fragile sites and their relationship to human leukaemogenesis remain obscure, there is evidence that chromosomal fragility may, in some circumstances, be associated with telomere-like repeat sequences and that chromosome 2 fragility in the mouse is involved in the initiation of myeloid leukaemia by ionising radiation. Here we describe the molecular cloning and characterisation of two murine telomere-like sequences, one having an inverted repeat structure and the other a simple tandem repeat organisation. The inverted telomere repeat clone generates an in situ chromosome 2 hybridisation pattern very similar to the distribution of the radiation-sensitive fragile sites previously found to be associated with leukaemogenic initiation. Furthermore, statistical comparison of the distributions of radiation induced breakpoints and sites of inverted telomere repeat hybridization indicates concordance at all chromosome 2 sites excluding the terminal regions. These data are discussed with respect to mechanisms of radiation-induced, site-specific chromosome 2 rearrangement and their implications for leukaemogenic initiation.","['Bouffler, S', 'Silver, A', 'Papworth, D', 'Coates, J', 'Cox, R']","['Bouffler S', 'Silver A', 'Papworth D', 'Coates J', 'Cox R']","['National Radiological Protection Board, Didcot, Oxon, United Kingdom.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",9007329,IM,"['Acute Disease', 'Animals', 'Base Sequence', '*Chromosome Aberrations', 'Chromosome Fragile Sites', '*Chromosome Fragility', 'In Situ Hybridization, Fluorescence', 'Leukemia, Myeloid/etiology/*genetics', 'Leukemia, Radiation-Induced/*genetics', 'Mice', 'Mice, Inbred CBA/genetics', 'Molecular Sequence Data', '*Repetitive Sequences, Nucleic Acid', 'Telomere/*ultrastructure']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",['10.1002/gcc.2870060206 [doi]'],ppublish,Genes Chromosomes Cancer. 1993 Feb;6(2):98-106. doi: 10.1002/gcc.2870060206.,,,,"['GENBANK/L11593', 'GENBANK/L11594', 'GENBANK/L24529', 'GENBANK/S56761', 'GENBANK/S56762', 'GENBANK/S56763', 'GENBANK/S56879', 'GENBANK/S56880', 'GENBANK/Z15047', 'GENBANK/Z15048']",,,,,,,,,,,,,
7680887,NLM,MEDLINE,19930422,20191023,1045-2257 (Print) 1045-2257 (Linking),6,2,1993 Feb,Rearrangements of the RARA and PML genes in a cytogenetic variant of acute promyelocytic leukemia.,118-20,"Acute promyelocytic leukemia (APL) is usually associated with the translocation t(15;17)(q22;q12-21), which disrupts the retinoic acid receptor alpha (RARA) gene on chromosome 17 and the PML gene on chromosome 15. We report a patient with typical APL without the common t(15;17). Cytogenetic studies demonstrated a normal appearance of chromosomes 15, while a small marker seemed to be an i(17q-). Molecular analysis showed RARA and PML rearrangements, suggesting that the chromosome abnormality corresponded to a variant translocation.","['Baranger, L', 'Gardembas, M', 'Hillion, J', 'Foussard, C', 'Ifrah, N', 'Boasson, M', 'Berger, R']","['Baranger L', 'Gardembas M', 'Hillion J', 'Foussard C', 'Ifrah N', 'Boasson M', 'Berger R']","['Laboratoire de Genetique, CHU Angers, France.']",['eng'],"['Case Reports', 'Journal Article']",United States,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",9007329,IM,"['Adult', 'Bone Marrow Transplantation', 'Carrier Proteins/*genetics', 'Chromosomes, Human, Pair 15/*ultrastructure', 'Chromosomes, Human, Pair 17/*ultrastructure', 'Female', '*Gene Rearrangement', 'Humans', 'Karyotyping', 'Leukemia, Promyelocytic, Acute/*genetics/surgery', 'Male', 'Receptors, Retinoic Acid', '*Translocation, Genetic']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",['10.1002/gcc.2870060209 [doi]'],ppublish,Genes Chromosomes Cancer. 1993 Feb;6(2):118-20. doi: 10.1002/gcc.2870060209.,,"['0 (Carrier Proteins)', '0 (Receptors, Retinoic Acid)']",,,"['PML', 'RARA']",,,,,,,,,,,,
7680885,NLM,MEDLINE,19930422,20191023,1045-2257 (Print) 1045-2257 (Linking),6,2,1993 Feb,Chromosome painting in acute monocytic leukemia.,107-12,"An Alu polymerase chain reaction (PCR) probe specific for chromosome 11 prepared from the somatic cell hybrid J1 was used to analyze karyotypes of eight patients with acute monocytic leukemia (AML-M5). Chromosome painting confirmed the t(9;11) in one patient and a der(1)t(1;6)t(6;11) in another and allowed the identification of a complex rearrangement involving chromosomes 9, 11, and 17, previously classified as del(11)(q23), in a third patient. An analysis of five patients with AML-M5 and a normal karyotype did not detect abnormalities of chromosome 11. The usefulness of chromosome painting combined with in situ hybridization with probes previously located on particular chromosomes is emphasized.","['Cherif, D', 'Romana, S', 'Der-Sarkissian, H', 'Jones, C', 'Berger, R']","['Cherif D', 'Romana S', 'Der-Sarkissian H', 'Jones C', 'Berger R']","['INSERM U 301, Institut de Genetique Moleculaire, Paris, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",9007329,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Child', '*Chromosome Aberrations', 'Chromosome Deletion', 'Chromosomes, Human, Pair 11/*ultrastructure', 'Chromosomes, Human, Pair 17/ultrastructure', 'Chromosomes, Human, Pair 9/ultrastructure', 'DNA Probes', 'Female', 'Humans', '*In Situ Hybridization, Fluorescence', 'Infant', 'Karyotyping', 'Leukemia, Monocytic, Acute/*genetics', 'Male', 'Middle Aged', 'Polymerase Chain Reaction', 'Translocation, Genetic']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",['10.1002/gcc.2870060207 [doi]'],ppublish,Genes Chromosomes Cancer. 1993 Feb;6(2):107-12. doi: 10.1002/gcc.2870060207.,,['0 (DNA Probes)'],,,,,,,,,,,,,,,
7680877,NLM,MEDLINE,19930420,20211203,0927-3042 (Print) 0927-3042 (Linking),64,,1993,The cell surface receptor encoded by the proto-oncogene KIT and its ligand.,45-77,,"['McCulloch, E A', 'Minden, M D']","['McCulloch EA', 'Minden MD']","['Ontario Cancer Institute, Toronto, Canada.']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,IM,"['Animals', 'Cloning, Molecular', 'Hematopoiesis', 'Hematopoietic Cell Growth Factors/*genetics', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis/*genetics/therapy', 'Mice', 'Mutation', 'Protein-Tyrosine Kinases/*genetics/physiology', 'Proto-Oncogene Mas', 'Proto-Oncogene Proteins/*genetics/physiology', 'Proto-Oncogene Proteins c-kit', '*Proto-Oncogenes', 'Receptors, Colony-Stimulating Factor/*genetics/physiology', 'Stem Cell Factor']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1007/978-1-4615-3086-2_4 [doi]'],ppublish,Cancer Treat Res. 1993;64:45-77. doi: 10.1007/978-1-4615-3086-2_4.,,"['0 (Hematopoietic Cell Growth Factors)', '0 (MAS1 protein, human)', '0 (Proto-Oncogene Mas)', '0 (Proto-Oncogene Proteins)', '0 (Receptors, Colony-Stimulating Factor)', '0 (Stem Cell Factor)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (Proto-Oncogene Proteins c-kit)']",200,,['KIT'],,,,,,,,,,,,
7680876,NLM,MEDLINE,19930420,20190913,0927-3042 (Print) 0927-3042 (Linking),64,,1993,Monoclonal antibodies in the treatment of myelogenous leukemias.,213-32,,"['Scheinberg, D A']",['Scheinberg DA'],"['Sloan-Kettering Institute, Memorial Sloan-Kettering Cancer Center, New York, NY 10021.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,IM,"['Animals', 'Antibodies, Monoclonal/*therapeutic use', 'Antigens, CD/immunology', 'Antigens, Differentiation, Myelomonocytic/immunology', 'Humans', 'Leukemia, Myeloid/*therapy', 'Lewis X Antigen', 'Lipopolysaccharide Receptors', 'Mice', 'Radioimmunotherapy', 'Sialic Acid Binding Ig-like Lectin 3']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1007/978-1-4615-3086-2_11 [doi]'],ppublish,Cancer Treat Res. 1993;64:213-32. doi: 10.1007/978-1-4615-3086-2_11.,,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Antigens, Differentiation, Myelomonocytic)', '0 (CD33 protein, human)', '0 (Cd33 protein, mouse)', '0 (Lewis X Antigen)', '0 (Lipopolysaccharide Receptors)', '0 (Sialic Acid Binding Ig-like Lectin 3)']",51,,,,,,,,,,,,,,
7680875,NLM,MEDLINE,19930420,20190913,0927-3042 (Print) 0927-3042 (Linking),64,,1993,Hairy cell leukemia: new understanding of biology and treatment.,15-34,,"['Saven, A', 'Piro, L D', 'Carrera, C J', 'Carson, D A', 'Beutler, E']","['Saven A', 'Piro LD', 'Carrera CJ', 'Carson DA', 'Beutler E']","['Department of Molecular & Experimental Medicine, Scripps Clinic & Research Foundation, La Jolla, CA 92037.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,IM,"['Cladribine/therapeutic use', 'Humans', 'Interferons/therapeutic use', '*Leukemia, Hairy Cell/diagnosis/etiology/therapy', 'Pentostatin/therapeutic use']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1007/978-1-4615-3086-2_2 [doi]'],ppublish,Cancer Treat Res. 1993;64:15-34. doi: 10.1007/978-1-4615-3086-2_2.,"['FOR-00028003/OR/ORS NIH HHS/United States', 'GM-23200/GM/NIGMS NIH HHS/United States', 'RR00833/RR/NCRR NIH HHS/United States']","['395575MZO7 (Pentostatin)', '47M74X9YT5 (Cladribine)', '9008-11-1 (Interferons)']",97,,,,,,,,,,,,,,
7680874,NLM,MEDLINE,19930420,20190913,0927-3042 (Print) 0927-3042 (Linking),64,,1993,"Fludarabine phosphate in the treatment of chronic lymphocytic leukemia: biology, clinical impact, and future directions.",105-19,,"['Robertson, L E', 'Keating, M J']","['Robertson LE', 'Keating MJ']","['University of Texas, M.D. Anderson Cancer Center, Houston 77030.']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,IM,"['Antimetabolites, Antineoplastic/*therapeutic use', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/mortality', 'Survival Rate', 'Vidarabine Phosphate/*analogs & derivatives/metabolism/pharmacology/therapeutic use']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1007/978-1-4615-3086-2_6 [doi]'],ppublish,Cancer Treat Res. 1993;64:105-19. doi: 10.1007/978-1-4615-3086-2_6.,,"['0 (Antimetabolites, Antineoplastic)', '106XV160TZ (Vidarabine Phosphate)', '1X9VK9O1SC (fludarabine phosphate)']",70,,,,,,,,,,,,,,
7680860,NLM,MEDLINE,19930415,20190623,0006-2952 (Print) 0006-2952 (Linking),45,4,1993 Feb 24,"The measurement of polyglutamate metabolites of the thymidylate synthase inhibitor, ICI D1694, in mouse and human cultured cells.",863-9,"A method is described for the measurement of the polyglutamates of the quinazoline thymidylate synthase inhibitor, N-(5-[N-(3,4-dihydro-2-methyl-4-oxoquinazolin- 6-ylmethyl)-N-methylamino]-2-theonyl)-L-glutamic acid (ICI D1694). This involved incubation of cells with [5-3H]ICI D1694, extraction of the polyglutamates and their analysis by HPLC using an ion-pairing method. Co-chromatography with ICI D1694 and its synthetic di-hexaglutamate standards (UV detection) aided identification of the [3H]polyglutamates in the fractions recovered from the HPLC. Recovery of the polyglutamates at each stage of extraction and analysis was very good (77-84% overall recovery). Polyglutamates readily accumulated as the tri-, tetra and penta forms and occasionally a small amount of hexaglutamate was found. After mouse L1210 leukemia or human W1L2 lymphoblastoid cells were incubated for 30 min with 0.1 microM [3H]ICI D1694 there was a approximately 6-fold concentration effect intracellularly with most of the 3H associated with polyglutamate forms (approximately 75% and 96% for the L1210 and W1L2, respectively). Even some of the higher chain length tetra- and pentaglutamates could be detected at this time. After 4 hr incubation the total level of intracellular 3H had risen to 2-3 microM, greater than 96% of which was associated with polyglutamates (mainly tetra- and pentaglutamates). Four other human cell lines, two ovarian (CH1 and 41M), the MCF-7 breast and the HT-29 colon, were examined for their ability to form intracellular polyglutamates. A 4 hr incubation with 0.1 microM [3H]ICI D1694 resulted in a substantial intracellular accumulation of the drug (20-100-fold) in its polyglutamate forms with only 2-20% remaining as the parent monoglutamate, depending on the cell line. The major polyglutamate was again cell line dependent, ranging from the tri to the penta form. Prolonging the incubation time to 24 hr allowed a further accumulation of drug with a larger percentage appearing as tri- to hexaglutamates. Although cell lines differed in the total level of polyglutamates formed and the pattern of chain length observed, rapid and extensive polyglutamation of ICI D1694 occurred in all the cell types examined.","['Gibson, W', 'Bisset, G M', 'Marsham, P R', 'Kelland, L R', 'Judson, I R', 'Jackman, A L']","['Gibson W', 'Bisset GM', 'Marsham PR', 'Kelland LR', 'Judson IR', 'Jackman AL']","['Drug Development Section, Institute of Cancer Research, Sutton, Surrey, U.K.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,IM,"['Animals', 'Cell Line/drug effects', 'Chromatography, High Pressure Liquid', 'Humans', 'Mice', 'Polyglutamic Acid/isolation & purification/*metabolism', 'Quinazolines/metabolism/*pharmacology', 'Thiophenes/metabolism/*pharmacology', 'Thymidylate Synthase/*antagonists & inhibitors', 'Tumor Cells, Cultured/drug effects']",1993/02/24 00:00,1993/02/24 00:01,['1993/02/24 00:00'],"['1993/02/24 00:00 [pubmed]', '1993/02/24 00:01 [medline]', '1993/02/24 00:00 [entrez]']","['0006-2952(93)90170-2 [pii]', '10.1016/0006-2952(93)90170-2 [doi]']",ppublish,Biochem Pharmacol. 1993 Feb 24;45(4):863-9. doi: 10.1016/0006-2952(93)90170-2.,,"['0 (Quinazolines)', '0 (Thiophenes)', '25513-46-6 (Polyglutamic Acid)', 'EC 2.1.1.45 (Thymidylate Synthase)', 'FCB9EGG971 (raltitrexed)']",,,,,,,,,,,,,,,
7680848,NLM,MEDLINE,19930409,20131121,0385-0684 (Print) 0385-0684 (Linking),20,4,1993 Mar,[Peripheral blood stem cell transplantation in adult patients].,515-20,"We reported the experience of peripheral blood stem cell transplantation (PBSCT) performed in adult patients with hematological malignancies and solid tumors. After myelosuppressive chemotherapy, peripheral blood stem cells were collected using a Blood Cell Separator (CS-3000) during bone marrow recovery and subsequently cryopreserved in 17 patients (9: malignant lymphoma; 2: ALL; 2: AML; 2: multiple myeloma; 2: solid tumors). In 28 apheresis cases, the collected number of granulocyte/macrophage progenitors (CFU-GM) was more than 5 x 10(5)/kg BW in 17 apheresis cases and ranged between 2 and 5 x 10(5)/kg BW in 4 of such cases. Eleven patients (7: malignant lymphoma; 1: ALL; 1: AML; 1: multiple myeloma; 1: neuroblastoma) underwent PBSCT following myeloablative chemotherapy. The infused number of CFU-GM ranged between 0.6 and 18.1 x 10(5)/kg BW. In 7 patients, more than 5 x 10(5) CFU-GM/kg BW were infused. The median time to reach 500 neutrophils/microliter or 50,000 platelets/microliter was 10 (range: 8-17) and 20 (range: 8-63) days, respectively. One patient died from sepsis before hematologic recovery occurred. Eight patients are alive with no evidence of active disease for 7-19 months after PBSCT. When the infused number of CFU-GM is more than 2 x 10(5)/kg BW, PBSCT following myeloablative chemotherapy seems to be safe and useful treatment.","['Fujii, H', 'Nakagawa, H', 'Sonoda, Y', 'Maekawa, T', 'Kuzuyama, Y']","['Fujii H', 'Nakagawa H', 'Sonoda Y', 'Maekawa T', 'Kuzuyama Y']","['Third Dept. of Internal Medicine, Kyoto First Red Cross Hospital.']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Adolescent', 'Adult', 'Blood Cell Count', 'Cell Separation', 'Chemotherapy, Adjuvant', 'Cytarabine/administration & dosage', 'Etoposide/administration & dosage', 'Granulocyte Colony-Stimulating Factor/administration & dosage', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Lymphoma/surgery/*therapy', 'Middle Aged', 'Multiple Myeloma/surgery/therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/surgery/*therapy']",1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1993 Mar;20(4):515-20.,,"['04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '6PLQ3CP4P3 (Etoposide)']",,,,,,,,,,,,,,,
7680772,NLM,MEDLINE,19930413,20071115,0028-0836 (Print) 0028-0836 (Linking),362,6416,1993 Mar 11,Isolating RNA from whole blood--the dawn of RNA-based diagnosis?,186-8,A novel cationic surfactant solution is used to lyse blood cells and precipitate RNA and DNA. The RNA is recovered by extracting the pellet with a small volume of guanidinium isothiocyanate or formamide.,"['Macfarlane, D E', 'Dahle, C E']","['Macfarlane DE', 'Dahle CE']","['Department of Internal Medicine, University of Iowa, Iowa City 52242.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nature,Nature,0410462,IM,"['Base Sequence', 'DNA/blood/isolation & purification', 'Genes, abl', 'Humans', 'Indicators and Reagents', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides', 'Oncogenes', 'Polymerase Chain Reaction/*methods', 'RNA/*blood/genetics/*isolation & purification', 'RNA-Directed DNA Polymerase', 'Surface-Active Agents', 'Tumor Cells, Cultured']",1993/03/11 00:00,1993/03/11 00:01,['1993/03/11 00:00'],"['1993/03/11 00:00 [pubmed]', '1993/03/11 00:01 [medline]', '1993/03/11 00:00 [entrez]']",['10.1038/362186a0 [doi]'],ppublish,Nature. 1993 Mar 11;362(6416):186-8. doi: 10.1038/362186a0.,,"['0 (Indicators and Reagents)', '0 (Oligodeoxyribonucleotides)', '0 (Surface-Active Agents)', '63231-63-0 (RNA)', '9007-49-2 (DNA)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)']",,,"['abl', 'bcr']",,,,,,,,,,,,
