PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,RN,PMC,RF,TT,CI,CN,GR,CIN,EIN,CON,SI,MID,OID,RPI,SPIN,LID,OTO,OT,GN,RIN,PS,FPS
16247427,NLM,MEDLINE,20060405,20191210,0268-3369 (Print) 0268-3369 (Linking),37,1,2006 Jan,"Acute, life-threatening hypoglycemia associated with haloperidol in a hematopoietic stem cell transplant recipient.",109-10,,"['Walter, R B', 'Hoofnagle, A N', 'Lanum, S A', 'Collins, S J']","['Walter RB', 'Hoofnagle AN', 'Lanum SA', 'Collins SJ']",,['eng'],"['Case Reports', 'Letter']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Anti-Infective Agents/administration & dosage', 'Glucose/*administration & dosage', 'Hallucinations/*drug therapy/etiology', 'Haloperidol/administration & dosage/*adverse effects', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Hypoglycemia/chemically induced/*drug therapy/etiology', 'Infections/drug therapy/etiology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/therapy', 'Male', 'Middle Aged', 'Sleep Initiation and Maintenance Disorders/*drug therapy/etiology', 'Transplantation, Homologous']",2005/10/26 09:00,2006/04/06 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2006/04/06 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['1705187 [pii]', '10.1038/sj.bmt.1705187 [doi]']",ppublish,Bone Marrow Transplant. 2006 Jan;37(1):109-10. doi: 10.1038/sj.bmt.1705187.,,"['0 (Anti-Infective Agents)', 'IY9XDZ35W2 (Glucose)', 'J6292F8L3D (Haloperidol)']",,,,,,,,,,,,,,,,,,,,,
16247424,NLM,MEDLINE,20060320,20151119,0268-3369 (Print) 0268-3369 (Linking),36,12,2005 Dec,"The early referral for reduced-intensity stem cell transplantation in patients with Ph1 (+) chronic myelogenous leukemia in chronic phase in the imatinib era: results of the Latin American Cooperative Oncohematology Group (LACOHG) prospective, multicenter study.",1043-7,"Using a reduced-intensity stem cell transplantation (RIST) schedule, 24 patients with Philadelphia (Ph1) (+) chronic myelogenous leukemia (CML) in first chronic phase (CP) were prospectively allografted in four Latin American countries: Mexico, Brazil, Colombia and Venezuela, using HLA-identical siblings as donors. The median age of the patients was 41 years (range 10-71 years); there were eight females. Patients received a median of 4.4 x 10(6)/kg CD34 cells. The median time to achieve above 0.5 x 10(9)/l granulocytes was 12 days, range 0-41 days, and the median time to achieve above 20 x 10(9)/l platelets was also 12 days, range 0-45 days. In all, 22 patients are alive 81-830 (median 497) days after RIST. The 830-day probability of survival is 92%, and the median survival has not been reached, being beyond 830 days. A total of 11 patients (46%) developed acute graft-versus-host disease (GVHD), and seven of 23 (30%) developed chronic GVHD. Two patients died 43 and 210 days after RIST, one as a result of sepsis and the other of chronic GVHD. The 100-day mortality was 4.4%, and transplant-related mortality was 8%. RIST for patients with CML in CP appears to be an adequate therapeutic option.","['Ruiz-Arguelles, G J', 'Gomez-Almaguer, D', 'Morales-Toquero, A', 'Gutierrez-Aguirre, C H', 'Vela-Ojeda, J', 'Garcia-Ruiz-Esparza, M A', 'Manzano, C', 'Karduss, A', 'Sumoza, A', 'de-Souza, C', 'Miranda, E', 'Giralt, S']","['Ruiz-Arguelles GJ', 'Gomez-Almaguer D', 'Morales-Toquero A', 'Gutierrez-Aguirre CH', 'Vela-Ojeda J', 'Garcia-Ruiz-Esparza MA', 'Manzano C', 'Karduss A', 'Sumoza A', 'de-Souza C', 'Miranda E', 'Giralt S']","['Centro de Hematologia y Medicina Interna de Puebla, Puebla, Mexico. gruiz1@clinicaruiz.com']",['eng'],"['Journal Article', 'Multicenter Study']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Adolescent', 'Adult', 'Aged', 'Antigens, CD34/biosynthesis', 'Antineoplastic Agents/*therapeutic use', 'Benzamides', 'Blood Component Removal', 'Child', 'Female', 'Graft vs Host Disease/therapy', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/*therapy', 'Male', 'Middle Aged', 'Piperazines/*therapeutic use', 'Prospective Studies', 'Pyrimidines/*therapeutic use', 'Stem Cell Transplantation/*methods', 'Time Factors', 'Transplantation Conditioning', 'Treatment Outcome']",2005/10/26 09:00,2006/03/21 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2006/03/21 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['1705190 [pii]', '10.1038/sj.bmt.1705190 [doi]']",ppublish,Bone Marrow Transplant. 2005 Dec;36(12):1043-7. doi: 10.1038/sj.bmt.1705190.,,"['0 (Antigens, CD34)', '0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",,,,,['Latin American Cooperative Oncohematology Group'],,,,,,,,,,,,,,,,
16247421,NLM,MEDLINE,20060405,20111117,0268-3369 (Print) 0268-3369 (Linking),37,1,2006 Jan,Donor age and degree of HLA matching have a major impact on the outcome of unrelated donor haematopoietic cell transplantation for chronic myeloid leukaemia.,33-40,"We analysed the outcome of 92 consecutive unrelated donor haematopoietic cell transplantations (UD-HCTs) performed in Spain to treat adult patients with CML in the first chronic phase (1CP). Patients' and donors' median age was 32 (15-49) and 36 (22-56) years, respectively. In all, 73 pairs (79%) matched for A, B+/-C and DRB1+/-DQB1 loci and 19 had > or =1 mismatch. Their probability of survival and disease-free survival at 4 years were 50 and 46%, respectively. Pretransplant factors associated with a better survival were patient age <25 years (P=0.035), donor age < or =36 years (P=0.012), use of cyclosporine since day -7 (P=0.001), and matching 8/8, 9/10 or 10/10 loci at allele level (P=0.003). In multivariate analysis only donor age (P=0.003; RR=3.1 (95% CI: 1.3-7.1)) and degree of HLA-matching (P=0.009; RR: 7.7 (95% CI: 1.8-33)) maintained their significance. The addition of these two variables to the EBMT prognostic score allowed an adequate risk assessment for patients receiving a UD-HCT during 1CP. Our analysis shows that in patients with a young and fully allele-matched donor, UD-HCT should be considered in the initial therapeutic algorithm due to its excellent outcome (92% survival at 2 years).","['Carreras, E', 'Jimenez, M', 'Gomez-Garcia, V', 'de la Camara, R', 'Martin, C', 'Martinez, F', 'Iriondo, A', 'Sanz, G', 'Canizo, C', 'Cabrera, R', 'Sierra, J', 'Vallejo, C', 'Lopez, J', 'Martinez, C', 'Rovira, M', 'Fernandez-Ranada, J M', 'Torres, A']","['Carreras E', 'Jimenez M', 'Gomez-Garcia V', 'de la Camara R', 'Martin C', 'Martinez F', 'Iriondo A', 'Sanz G', 'Canizo C', 'Cabrera R', 'Sierra J', 'Vallejo C', 'Lopez J', 'Martinez C', 'Rovira M', 'Fernandez-Ranada JM', 'Torres A']","['Spanish Bone Marrow Donor Registry (REDMO), IDIBAPS, Barcelona, Spain. carreras@clinic.ub.es']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Adolescent', 'Adult', 'Age Factors', 'Disease-Free Survival', 'Female', 'HLA-DQ Antigens', 'HLA-DR Antigens', 'HLA-DRB1 Chains', '*Hematopoietic Stem Cell Transplantation', 'Histocompatibility Testing', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*therapy', '*Living Donors', 'Male', 'Middle Aged', 'Prognosis', 'Transplantation, Homologous']",2005/10/26 09:00,2006/04/06 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2006/04/06 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['1705195 [pii]', '10.1038/sj.bmt.1705195 [doi]']",ppublish,Bone Marrow Transplant. 2006 Jan;37(1):33-40. doi: 10.1038/sj.bmt.1705195.,,"['0 (HLA-DQ Antigens)', '0 (HLA-DQ1 antigen)', '0 (HLA-DR Antigens)', '0 (HLA-DRB1 Chains)']",,,,,,,,,,,,,,,,,,,,,
16247419,NLM,MEDLINE,20060405,20131121,0268-3369 (Print) 0268-3369 (Linking),37,1,2006 Jan,Bone marrow transplantation from unrelated donors for patients with adult T-cell leukaemia/lymphoma.,41-4,"Adult T-cell leukaemia/lymphoma (ATLL) is a highly aggressive haematological malignancy. More than 40 cases of ATLL treated by allogeneic bone marrow transplantation (BMT) from sibling donors have been reported, while there have been only a few cases of unrelated BMT for treatment of this disease. We began performing allogeneic BMT from unrelated donors in 1999 to improve the outcome of ATLL patients with no suitable sibling donors. Eight ATLL patients underwent unrelated BMT; five received the conventional conditioning regimen consisting of cyclophosphamide and total body irradiation, while three received a reduced-intensity preparative regimen. Two patients died due to encephalopathy of unknown aetiology on days 10 and 35, and one patient died due to progression of ATLL 25 months after BMT. Five patients are currently alive and disease-free at a median of 20 months after BMT. Proviral human T-lymphotropic virus type-I (HTLV-I) DNA load in peripheral blood mononuclear cells (PBMCs) was assessed in four cases before and after BMT. HTLV-I proviral DNA load was reduced significantly after transplantation. Unrelated BMT is feasible for treatment of ATLL. Further studies in a larger number of cases are required to determine the optimal conditioning regimen and stem cell source.","['Nakase, K', 'Hara, M', 'Kozuka, T', 'Tanimoto, K', 'Nawa, Y']","['Nakase K', 'Hara M', 'Kozuka T', 'Tanimoto K', 'Nawa Y']","['Division of Hematology, Ehime Prefectural Central Hospital, Matsuyama City, Ehime, Japan. nakase.koichi@nifty.com']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['*Bone Marrow Transplantation', 'Cyclophosphamide/administration & dosage', 'Disease-Free Survival', 'Female', 'Histocompatibility Testing', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/blood/mortality/*therapy', '*Living Donors', 'Male', 'Middle Aged', 'Myeloablative Agonists/administration & dosage', 'Retrospective Studies', '*Transplantation Conditioning', 'Transplantation, Homologous', 'Whole-Body Irradiation/methods']",2005/10/26 09:00,2006/04/06 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2006/04/06 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['1705197 [pii]', '10.1038/sj.bmt.1705197 [doi]']",ppublish,Bone Marrow Transplant. 2006 Jan;37(1):41-4. doi: 10.1038/sj.bmt.1705197.,,"['0 (Myeloablative Agonists)', '8N3DW7272P (Cyclophosphamide)']",,,,,,,,,,,,,,,,,,,,,
16247416,NLM,MEDLINE,20060405,20111117,0268-3369 (Print) 0268-3369 (Linking),37,1,2006 Jan,Allogeneic stem cell transplantation in children with acute lymphoblastic leukemia after isolated central nervous system relapse: our experiences and review of the literature.,25-31,"The prognosis of patients with acute lymphoblastic leukemia (ALL) and central nervous system (CNS) relapse has historically been very poor. Although chemo-radiotherapy has improved outcomes, some patients still have a poor prognosis after CNS relapse. Therefore, allogeneic hematopoietic stem cell transplantation (allo-SCT) has recently become an option for treatment of CNS leukemia; however, information, particularly on the long-term outcome of transplant recipients, is limited. We performed allo-SCT in eight pediatric patients with ALL (n=7) or T-cell type non-Hodgkin's lymphoma (n=1), who had isolated CNS relapse. All patients survived for a median of 70.5 (range, 13-153) months after SCT. Sequelae developed late in some patients: mental retardation (IQ=47) in one patient, severe alopecia in two patients, limited chronic graft-versus-host-disease in three patients, and amenorrhea and/or hypothyroidism in three patients. Except for a pre-school child with post transplant CNS relapse, six out of seven patients show normal school/social performance. Our results clearly indicate a high cure rate of isolated CNS relapse by allo-SCT in pediatric lymphoid malignancies; however, there needs to be further studies to determine which are the appropriate candidates for transplantation and what is the best transplant regimen to achieve high cure rate and maintain good quality of life.","['Yoshihara, T', 'Morimoto, A', 'Kuroda, H', 'Imamura, T', 'Ishida, H', 'Tsunamoto, K', 'Naya, M', 'Hibi, S', 'Todo, S', 'Imashuku, S']","['Yoshihara T', 'Morimoto A', 'Kuroda H', 'Imamura T', 'Ishida H', 'Tsunamoto K', 'Naya M', 'Hibi S', 'Todo S', 'Imashuku S']","['Department of Pediatrics, Matsushita Memorial Hospital, Osaka, Japan. yoshihara.takao@jp.panasonic.com']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Adolescent', 'Amenorrhea/etiology/mortality', 'Central Nervous System Neoplasms/complications/mortality/secondary/*therapy', 'Child', 'Child, Preschool', 'Disease-Free Survival', 'Female', 'Graft vs Host Disease/etiology/mortality', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Hypothyroidism/etiology/mortality', 'Intellectual Disability/etiology/mortality', 'Lymphoma, T-Cell/complications/mortality/therapy', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/mortality/*therapy', 'Quality of Life', 'Recurrence', 'Transplantation, Homologous']",2005/10/26 09:00,2006/04/06 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2006/04/06 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['1705202 [pii]', '10.1038/sj.bmt.1705202 [doi]']",ppublish,Bone Marrow Transplant. 2006 Jan;37(1):25-31. doi: 10.1038/sj.bmt.1705202.,,,,,,,,,,,,,,,,,,,,,,,
16247226,NLM,MEDLINE,20051216,20191026,1345-4676 (Print) 1345-4676 (Linking),72,5,2005 Oct,"Hypermethylation of the putative tumor-suppressor genes DCC, p51/63 and O6-methylguanine-DNA methyltransferase (MGMT) and loss of their expressions in cell lines of hematological malignancies.",270-7,"Alterations and defective expression of three putative tumor-suppressor genes, the deleted in colorectal cancer (DCC), p51, and O(6)-methylguanine-DNA methyltransferase (MGMT), have been demonstrated in many cancers. However, it is not known whether the defective expression of each of these genes is independent or whether it reflects a specific methylation abnormality. Here, we investigated the expression of the DCC, p51 and MGMT genes and the methylation status of the 5' flanking CpG region in 17 cell lines established from hematological malignancies. The reverse transcriptase-polymerase chain reaction method showed DCC expression to be absent in 13 of the 17 cell lines and showed expression of both p51 and MGMT to be absent in 5 of the 17 cell lines. The methylation patterns were analyzed with methylation-specific polymerase chain reaction (MSP) of the 5'flanking region of the DCC and p51 genes and the promoter region of the MGMT gene. Although unmethylated patterns of the CpG region in the DCC, p51, and MGMT genes were observed in all 11 normal controls, abnormal methylation patterns of these genes were found even in many cell lines expressing these genes. A hypermethylation pattern was detected for the CpG region of MGMT and p51 in cells that did not express these genes. In contrast, a hypermethylation pattern was not always detected for the CpG region of DCC in cells with reduced DCC expression. The results of this study indicate that in many hematological cell lines, the DCC, p51, and MGMT genes have been abnormally methylated in the CpG region. Hypermethylation of these three genes may be independent events in each cell line.","['Nakayama, Kazutaka', 'Inokuchi, Koiti', 'Dan, Kazuo']","['Nakayama K', 'Inokuchi K', 'Dan K']","['Division of Hematology, Department of Internal Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo 113-8603, Japan.']",['eng'],['Journal Article'],Japan,J Nippon Med Sch,Journal of Nippon Medical School = Nippon Ika Daigaku zasshi,100935589,IM,"['Cell Line, Tumor', 'DNA Methylation', 'DNA-Binding Proteins', 'Gene Expression', 'Genes, DCC/*genetics', 'Genes, Tumor Suppressor', 'Humans', 'Leukemia/*genetics', '*Methylation', 'O(6)-Methylguanine-DNA Methyltransferase/*genetics', 'Phosphoproteins/*genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Trans-Activators/*genetics', 'Transcription Factors', 'Tumor Suppressor Proteins']",2005/10/26 09:00,2005/12/17 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2005/12/17 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['JST.JSTAGE/jnms/72.270 [pii]', '10.1272/jnms.72.270 [doi]']",ppublish,J Nippon Med Sch. 2005 Oct;72(5):270-7. doi: 10.1272/jnms.72.270.,,"['0 (DNA-Binding Proteins)', '0 (Phosphoproteins)', '0 (TP63 protein, human)', '0 (Trans-Activators)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', 'EC 2.1.1.63 (O(6)-Methylguanine-DNA Methyltransferase)']",,,,,,,,,,,,,,,,,,,,,
16247223,NLM,MEDLINE,20051216,20191026,1345-4676 (Print) 1345-4676 (Linking),72,5,2005 Oct,Brain white matter changes during treatment of a child for acute lymphoblastic leukemia.,252-3,"A 13-year old boy with acute lymphoblastic leukemia had bilateral paresis of the upper extremities and aphasia 1 week after high dose methotrexate and triple intrathecal therapy (methotrexate, cytarabin, hydrocortisone). The stroke-like neurological symptoms disappeared on the third day. T2-weighted magnetic resonance imaging showed hyperintensities of white matter on the second day. Despite resolution of the neurological symptoms, magnetic resonance images were still abnormal 3 years after the attack. Methotrexate has been considered to be responsible for ischemic damage to oligodendroglial cells, resulting in demyelination. The changes are occasionally prolonged without persistent neurologic symptoms.","['Maeda, Miho', 'Hayakawa, Jun', 'Ueda, Takahiro', 'Migita, Makoto', 'Asano, Takeshi', 'Fukunaga, Yoshitaka', 'Amano, Yasuo']","['Maeda M', 'Hayakawa J', 'Ueda T', 'Migita M', 'Asano T', 'Fukunaga Y', 'Amano Y']","['Department of Pediatrics, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo 113-8603, Japan. maeda@nms.ac.jp']",['eng'],"['Case Reports', 'Journal Article']",Japan,J Nippon Med Sch,Journal of Nippon Medical School = Nippon Ika Daigaku zasshi,100935589,IM,"['Adolescent', 'Antimetabolites, Antineoplastic/*adverse effects', 'Brain/*pathology', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Methotrexate/*adverse effects', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/*pathology']",2005/10/26 09:00,2005/12/17 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2005/12/17 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['JST.JSTAGE/jnms/72.252 [pii]', '10.1272/jnms.72.252 [doi]']",ppublish,J Nippon Med Sch. 2005 Oct;72(5):252-3. doi: 10.1272/jnms.72.252.,,"['0 (Antimetabolites, Antineoplastic)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,,,,,,,,,,,,,,,
16247177,NLM,MEDLINE,20060221,20061115,1085-9195 (Print) 1085-9195 (Linking),43,3,2005,TFAR19 gene changes the biophysical properties of murine erythroleukemia cells.,355-63,"TFAR19 is a novel apoptosis-related gene and can accelerate cell apoptosis in the presence of apoptosis inducements. Here, we studied the effects of TFAR19 on some biophysical properties of mouse erythroleukemia (MEL) cells and their molecular and structural basis. After transfected with TFAR19 and apoptosis inducement, MEL revealed a high cell membrane fluidity, a decrease in resynthesis of phospholipids, an increase in the proteins/nucleic acids ratio, a relatively orderly cytoskeleton network, an impaired deformability, a low integrin aM expression, and a decrease in adhesion to endothelial cells. These findings suggest the potential of TFAR19 for antitumor cell migration, and thus for antitumor gene therapy.","['Gu, Li', 'Jiang, Yuhui', 'Wang, Ying', 'Yao, Weijuan', 'Sun, Dagong', 'Ka, Weibo', 'Tang, Zhiyu', 'Xu, Xiaofeng', 'Wen, Zongyao', 'Chien, Shu']","['Gu L', 'Jiang Y', 'Wang Y', 'Yao W', 'Sun D', 'Ka W', 'Tang Z', 'Xu X', 'Wen Z', 'Chien S']","['Department of Biophysics, Health Science Center, Peking University, Beijing 100083, P. R. China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cell Biochem Biophys,Cell biochemistry and biophysics,9701934,IM,"['Animals', 'Apoptosis', 'Apoptosis Regulatory Proteins/genetics/*metabolism', 'Cell Adhesion', 'Cell Adhesion Molecules/*metabolism', 'Cell Shape', 'Cells, Cultured', 'Cytoskeleton/ultrastructure', 'Elasticity', 'Endothelium, Vascular/cytology', 'Flow Cytometry', 'Humans', 'Leukemia, Erythroblastic, Acute', 'Membrane Fluidity', 'Mice', 'Neoplasm Proteins/genetics/*metabolism', 'Phospholipids/biosynthesis', 'Spectroscopy, Fourier Transform Infrared', 'Tumor Cells, Cultured', 'Umbilical Veins/cytology', 'Viscosity']",2005/10/26 09:00,2006/02/24 09:00,['2005/10/26 09:00'],"['2005/10/26 09:00 [pubmed]', '2006/02/24 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['CBB:43:3:355 [pii]', '10.1385/CBB:43:3:355 [doi]']",ppublish,Cell Biochem Biophys. 2005;43(3):355-63. doi: 10.1385/CBB:43:3:355.,,"['0 (Apoptosis Regulatory Proteins)', '0 (Cell Adhesion Molecules)', '0 (Neoplasm Proteins)', '0 (PDCD5 protein, human)', '0 (Phospholipids)']",,,,,,,,,,,,,,,,,,,,,
16246645,NLM,MEDLINE,20060404,20061115,1570-0232 (Print) 1570-0232 (Linking),828,1-2,2005 Dec 15,A homotetrameric agglutinin with antiproliferative and mitogenic activities from haricot beans.,130-5,"A homotetrameric agglutinin with a molecular mass of 130 kDa was isolated from seeds of the haricot bean. The agglutinin was isolated using a procedure that involved ion exchange chromatography on DEAE-cellulose, affinity chromatography on Affi-gel blue gel and gel filtration by fast protein liquid chromatography on Superdex 200. Haricot bean agglutinin was adsorbed on DEAE-cellulose and Affi-gel blue gel. The hemagglutinating activity of the agglutinin was stable up to 40 degrees C. It underwent a 40% decline when the temperature was raised to 50 degrees C and a complete loss when the temperature was further increased to 80 degrees C. The hemagglutinating activity exhibited a time-dependent loss in activity when the agglutinin was incubated at 100 degrees C for different durations. No activity was discernible when the agglutinin was left at 100 degrees C for 1 min. The activity also underwent a decline in the presence of 500 mM FeCl(3) and CaCl(2). Haricot bean agglutinin manifested a weaker mitogenic activity than concanavalin A toward mouse splenocytes. It exhibited antiproliferative activity toward the tumor cell lines M1 [leukemia], HepG2 [hepatoma] and L1210 [leukemia] cells.","['Ho Wong, Jack', 'Ng, T B']","['Ho Wong J', 'Ng TB']","['Department of Biochemistry, Faculty of Medicine, The Chinese University of Hong Kong, Shatin, New Territories, Hong Kong, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Chromatogr B Analyt Technol Biomed Life Sci,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",101139554,IM,"['Animals', 'Cell Line, Tumor', 'Cell Proliferation/*drug effects', 'Chromatography, Ion Exchange', 'Electrophoresis, Polyacrylamide Gel', 'Fabaceae/*chemistry/cytology', 'Hemagglutinins/pharmacology', 'Hydrogen-Ion Concentration', 'Mice', 'Mice, Inbred C57BL', 'Mitogens/*pharmacology', 'Plant Lectins/*chemistry/pharmacology', 'Spleen/cytology/drug effects', 'Temperature']",2005/10/26 09:00,2006/04/06 09:00,['2005/10/26 09:00'],"['2005/07/22 00:00 [received]', '2005/09/09 00:00 [revised]', '2005/09/17 00:00 [accepted]', '2005/10/26 09:00 [pubmed]', '2006/04/06 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['S1570-0232(05)00677-X [pii]', '10.1016/j.jchromb.2005.09.044 [doi]']",ppublish,J Chromatogr B Analyt Technol Biomed Life Sci. 2005 Dec 15;828(1-2):130-5. doi: 10.1016/j.jchromb.2005.09.044. Epub 2005 Oct 24.,20051024,"['0 (Hemagglutinins)', '0 (Mitogens)', '0 (Plant Lectins)']",,,,,,,,,,,,,,,,,,,,,
16246643,NLM,MEDLINE,20060424,20131121,1570-0232 (Print) 1570-0232 (Linking),829,1-2,2005 Dec 27,Micellar electrokinetic capillary chromatography reveals differences in intracellular metabolism between liposomal and free doxorubicin treatment of human leukemia cells.,115-22,"Doxil is a pegylated liposome formulation of the anthracycline doxorubicin. To better explain observed differences in the toxicity of Doxil and free doxorubicin in solution, the intracellular metabolism of the formulations after treatment in CCRF-CEM and CEM/C2 human leukemia cell lines was investigated. Using micellar electrokinetic capillary chromatography with laser-induced fluorescence detection, with a 63 zepto (10(-21)) mole doxorubicin limit of detection, five common metabolites and doxorubicin were detected upon treatment with both of these drug delivery systems. Two unique metabolites appeared with the Doxil and two unique metabolites appeared with the free doxorubicin delivery systems. For common metabolites, the relative amount of metabolite generated from Doxil was approximately 10 times higher than for free doxorubicin.","['Eder, Angela R', 'Arriaga, Edgar A']","['Eder AR', 'Arriaga EA']","['Department of Chemistry, University of Minnesota, Minneapolis, MN 55455, USA.']",['eng'],"['Comparative Study', 'Journal Article', 'Research Support, N.I.H., Extramural']",Netherlands,J Chromatogr B Analyt Technol Biomed Life Sci,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",101139554,IM,"['Antineoplastic Agents/*pharmacokinetics', 'Chromatography, Micellar Electrokinetic Capillary/*methods', 'Dosage Forms', 'Doxorubicin/*pharmacokinetics', 'Humans', '*Liposomes', 'Reproducibility of Results', 'Spectrometry, Fluorescence']",2005/10/26 09:00,2006/04/25 09:00,['2005/10/26 09:00'],"['2005/02/08 00:00 [received]', '2005/09/16 00:00 [revised]', '2005/09/30 00:00 [accepted]', '2005/10/26 09:00 [pubmed]', '2006/04/25 09:00 [medline]', '2005/10/26 09:00 [entrez]']","['S1570-0232(05)00700-2 [pii]', '10.1016/j.jchromb.2005.09.038 [doi]']",ppublish,J Chromatogr B Analyt Technol Biomed Life Sci. 2005 Dec 27;829(1-2):115-22. doi: 10.1016/j.jchromb.2005.09.038. Epub 2005 Oct 21.,20051021,"['0 (Antineoplastic Agents)', '0 (Dosage Forms)', '0 (Liposomes)', '80168379AG (Doxorubicin)']",,,,,,['R01-GM61969/GM/NIGMS NIH HHS/United States'],,,,,,,,,,,,,,,
