PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AD,AID,GR,PMC,EIN,CIN,SI
3170025,NLM,MEDLINE,19881121,20190708,0020-7136 (Print) 0020-7136 (Linking),42,4,1988 Oct 15,The international incidence of childhood cancer.,511-20,"The International Agency for Research on Cancer has coordinated a worldwide study of the incidence of cancer in childhood. Contributors from over 50 countries have provided data. This paper presents a summary of some of the major results. The incidence rates and relative frequencies of childhood cancers are described according to 12 diagnostic groups, defined mainly in terms of tumour morphology. Variations in the risk of those tumours between different countries and different ethnic groups provide important information on the relative importance of environmental and genetic factors in their aetiology.","['Parkin, D M', 'Stiller, C A', 'Draper, G J', 'Bieber, C A']","['Parkin DM', 'Stiller CA', 'Draper GJ', 'Bieber CA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Int J Cancer,International journal of cancer,0042124,,IM,"['Adolescent', 'Bone Neoplasms/epidemiology', 'Brain Neoplasms/epidemiology', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Infant, Newborn', 'Kidney Neoplasms/epidemiology', 'Leukemia/epidemiology', 'Liver Neoplasms/epidemiology', 'Lymphoma/epidemiology', 'Neoplasms/*epidemiology', 'Retinoblastoma/epidemiology', 'Soft Tissue Neoplasms/epidemiology']",1988/10/15 00:00,1988/10/15 00:01,['1988/10/15 00:00'],"['1988/10/15 00:00 [pubmed]', '1988/10/15 00:01 [medline]', '1988/10/15 00:00 [entrez]']",ppublish,Int J Cancer. 1988 Oct 15;42(4):511-20. doi: 10.1002/ijc.2910420408.,"['International Agency for Research on Cancer, Lyon, France.']",['10.1002/ijc.2910420408 [doi]'],,,,,
3169848,NLM,MEDLINE,19881121,20190824,0165-2478 (Print) 0165-2478 (Linking),18,3,1988 Jul,The immune system during the precancer period: naturally-occurring tumor reactive monoclonal antibodies and urethane carcinogenesis.,181-9,"Previous results obtained in our laboratory suggested that natural antibodies reactive with L5178Y lymphoma cells play a role in the induction of lung tumors by the chemical carcinogen urethane. In order to characterize some of the naturally-occurring L5178Y reactive antibodies we prepared hybridomas that secreted natural monoclonal IgM antibodies reactive with L5178Y lymphoma cells. In the present study we characterized some of these antibodies and provided further proof as to their role in urethane carcinogenesis. One hybridoma secreted a cytotoxic antibody that reacted only with mouse lymphoma cell lines. Other non-cytotoxic monoclonal L5178Y-reactive antibodies showed various degrees of cross-reactivity with syngeneic, allogeneic and xenogeneic cells of normal or malignant origin. One of these antibodies reacted much better with activated T cells than with resting ones. Four groups of mice were treated with urethane. Three groups were injected twice a week during 5 months with different IgM preparations of natural monoclonal antibodies. The mice in the fourth group were not treated with IgM and served as controls. Five months after the urethane treatment the mice were sacrificed and the number of tumor foci in the lungs of each mouse was determined. The results show that the group treated with the cytotoxic monoclonal antibody 1.80 had a significant decrease, while the group treated with the IgM myeloma protein 104E had a significant increase in the number of tumor foci compared to urethane-treated mice that did not receive any IgM treatment.(ABSTRACT TRUNCATED AT 250 WORDS)","['Agassy-Cahalon, L', 'Yaakubowicz, M', 'Witz, I P', 'Smorodinsky, N I']","['Agassy-Cahalon L', 'Yaakubowicz M', 'Witz IP', 'Smorodinsky NI']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Netherlands,Immunol Lett,Immunology letters,7910006,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Neoplasm)', '3IN71E75Z5 (Urethane)']",IM,"['Animals', '*Antibodies, Monoclonal', 'Antibodies, Neoplasm/*immunology', 'Immunity, Innate', 'Leukemia L5178/immunology', 'Lung Neoplasms/chemically induced/immunology', 'Mice', 'Mice, Inbred BALB C', 'Precancerous Conditions/chemically induced/*immunology', 'Urethane']",1988/07/01 00:00,1988/07/01 00:01,['1988/07/01 00:00'],"['1988/07/01 00:00 [pubmed]', '1988/07/01 00:01 [medline]', '1988/07/01 00:00 [entrez]']",ppublish,Immunol Lett. 1988 Jul;18(3):181-9. doi: 10.1016/0165-2478(88)90017-x.,"['Department of Microbiology, Tel Aviv University, Israel.']","['0165-2478(88)90017-X [pii]', '10.1016/0165-2478(88)90017-x [doi]']",,,,,
3169734,NLM,MEDLINE,19881108,20190722,0340-6717 (Print) 0340-6717 (Linking),80,2,1988 Oct,"A new rare distamycin A-inducible fragile site, fra(11) (p15.1), found in two acute nonlymphocytic leukemia (ANLL) patients with t(7;11)(p15-p13;p15).",124-6,"Fragile sites were analyzed in normal peripheral lymphocytes from two acute nonlymphocytic leukemia patients with t(7;11)(p15-p13;p15) leukemic cells. To induce expression of fragile sites, cultures were exposed to folate deprivation (M-F10), BrdU, distamycin A, or Hoechst 33258. Fragility at 11p15.1 was induced by distamycin A and Hoechst 33258 but was not seen in M-F10, BrdU, and control cultures. Fra(11)(p15.1) was found neither in healthy Japanese subjects (0 in 845) nor in patients with leukemia or other hematologic disorders without the t(7;11) (0 in 126). From these results, fra(11)(p15.1) can now be classified as a rare distamycin A-inducible fragile site. Furthermore, this fra(11)(p15.1) coincided with one of the breakpoints of the t(7;11)(p15-p13;p15).","['Takahashi, E', 'Kaneko, Y', 'Ishihara, T', 'Minamihisamatsu, M', 'Murata, M', 'Hori, T']","['Takahashi E', 'Kaneko Y', 'Ishihara T', 'Minamihisamatsu M', 'Murata M', 'Hori T']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,Hum Genet,Human genetics,7613873,"['0 (Distamycins)', '0 (Genetic Markers)', '80O63P88IS (stallimycin)']",IM,"['Adolescent', 'Chromosome Fragile Sites', '*Chromosome Fragility', '*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 7', 'Distamycins/pharmacology', 'Female', 'Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Lymphocytes/ultrastructure', 'Male', 'Middle Aged', '*Translocation, Genetic']",1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",ppublish,Hum Genet. 1988 Oct;80(2):124-6. doi: 10.1007/BF00702853.,"['Division of Genetics, National Institute of Radiological Sciences, Chiba, Japan.']",['10.1007/BF00702853 [doi]'],,,,,
3169158,NLM,MEDLINE,19881102,20071114,0301-472X (Print) 0301-472X (Linking),16,9,1988 Oct,Morphological changes in erythroblasts during erythropoietin-induced terminal differentiation in vitro.,758-63,"Immature murine erythroblasts infected with the anemia-inducing strain of Friend virus (FVA cells) differentiate in vitro under the influence of erythropoietin (EP). These cells were used as a model for the examination of morphological changes occurring during terminal erythroid differentiation. FVA cells differentiate more completely in vitro in response to EP than continuous erythroleukemia cell lines do in response to chemical induction. Because they can be isolated in much greater numbers and in much higher purity than bone marrow or spleen cells explanted from anemic mice, FVA cells are an attractive alternative for studies of mammalian terminal erythroid differentiation. FVA cells cultured with EP followed a sequence of differentiation events that included a progressive decrease in cell size, disappearance of nucleoli, condensation of nuclei, and accumulation of hemoglobin. After 45 h of culture most FVA cells enucleated, giving rise to vacuolated reticulocytes and free nuclei that were surrounded by a thin layer of cytoplasm and a plasma membrane. The ratio of nuclear to cytoplasmic volumes increased significantly by 24 h of culture but did not change significantly from 24 through 36 h of culture. Variation in the morphology of enucleating FVA cells indicated that not all cells proceeded through a rigorously defined series of morphological stages prior to enucleation. These results are discussed in terms of previous studies of erythroblast maturation.","['Koury, S T', 'Koury, M J', 'Bondurant, M C']","['Koury ST', 'Koury MJ', 'Bondurant MC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",,Netherlands,Exp Hematol,Experimental hematology,0402313,['11096-26-7 (Erythropoietin)'],IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Line', 'Cell Nucleus/ultrastructure', 'Cytoplasm/ultrastructure', 'Erythroblasts/drug effects/pathology/*ultrastructure', 'Erythrocyte Count', 'Erythropoiesis/*drug effects', '*Erythropoietin', 'Friend murine leukemia virus', 'Leukemia, Erythroblastic, Acute/pathology', 'Mice']",1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",ppublish,Exp Hematol. 1988 Oct;16(9):758-63.,"['Division of Hematology, Vanderbilt University, Nashville, Tennessee.']",,"['DK-31513/DK/NIDDK NIH HHS/United States', 'T32-07186/PHS HHS/United States']",,,,
3169057,NLM,MEDLINE,19881114,20190824,0340-6997 (Print) 0340-6997 (Linking),14,4,1988,Unusual bone scintigraphy in chronic myelogenous leukemia--report of a case showing extensive uptake defect.,209-11,An extensive 99mTc-methylene diphosphonate uptake defect was observed on bone scintigraphy in a 35-year-old male with chronic myelogenous leukemia. This type of bone scintigraphy pattern is quite unusual in leukemic patients and we speculate that acute disturbance of blood supply to the bone marrow was probably the cause.,"['Ishino, Y', 'Nakayama, C', 'Shiozaki, H', 'Hidaka, H', 'Nakata, H', 'Oda, S']","['Ishino Y', 'Nakayama C', 'Shiozaki H', 'Hidaka H', 'Nakata H', 'Oda S']",['eng'],"['Case Reports', 'Journal Article']",,Germany,Eur J Nucl Med,European journal of nuclear medicine,7606882,['X89XV46R07 (Technetium Tc 99m Medronate)'],IM,"['Adult', 'Bone Marrow/blood supply', 'Bone and Bones/*diagnostic imaging', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*diagnostic imaging', 'Male', 'Radionuclide Imaging', 'Technetium Tc 99m Medronate']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Eur J Nucl Med. 1988;14(4):209-11. doi: 10.1007/BF00257330.,"['Department of Radiology, University of Occupational and Environmental Health, School of Medicine, Kitakyushu-shi, Japan.']",['10.1007/BF00257330 [doi]'],,,,,
3169053,NLM,MEDLINE,19881114,20190824,0340-6997 (Print) 0340-6997 (Linking),14,4,1988,Gallium scintigraphy in patients with adult T-cell leukemia lymphoma.,177-9,"Gallium scintigraphy was evaluated in 25 patients with adult T-cell leukemia lymphoma (ATLL). Anterior and posterior images were obtained at 72 h after administration of 3 mCi 67Ga-citrate using a gamma camera (Maxi-Camera 400 T, General Electric Co.) with a medium energy standard parallel hole collimator. Abnormally high accumulations were observed in 17 out of 25 cases (superficial lymph node, 8; hilar and mediastinal lymph node, 7; paraaortic lymph node, 2; lung, 9; liver, 1; bone, 1). There were 10 malignant lesions detected by 67Ga scintigraphy in 9 out of 17 cases (superficial lymph node, 1; hilar and mediastinal lymph node, 6; paraaortic lymph node, 1; liver, 1; bone, 1). White blood cell count and serum LDH levels were raised in patients with abnormally high accumulations of 67Ga. In conclusion, 67Ga scintigraphy seemed to be a useful examination to detect malignant lesions in patients with ATLL.","['Hoshi, H', 'Jinnouchi, S', 'Harada, K', 'Watanabe, K']","['Hoshi H', 'Jinnouchi S', 'Harada K', 'Watanabe K']",['eng'],['Journal Article'],,Germany,Eur J Nucl Med,European journal of nuclear medicine,7606882,['0 (Gallium Radioisotopes)'],IM,"['Female', '*Gallium Radioisotopes', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*diagnostic imaging', 'Lung/diagnostic imaging', 'Lung Neoplasms/diagnostic imaging', 'Lymph Nodes/diagnostic imaging', 'Male', 'Middle Aged', 'Radionuclide Imaging']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Eur J Nucl Med. 1988;14(4):177-9. doi: 10.1007/BF00257323.,"['Department of Radiology, Miyazaki Medical College, Japan.']",['10.1007/BF00257323 [doi]'],,,,,
3168974,NLM,MEDLINE,19881117,20190919,0013-9432 (Print) 0013-9432 (Linking),40,1,1988,Molecular forms of adenosine deaminase in pleural effusions.,7-13,"The molecular forms of adenosine deaminase (ADA) were studied in pleural effusions with high ADA activity. The molecular forms were separated by polyacrylamide gel electrophoresis (PAGE), and the molecular masses estimated by gel filtration. Effusions investigated were: tuberculosis (TB) (20 cases), lymphoma (3 cases), chronic myelogenous leukemia (1 case) and empyema (6 cases). Two ADA forms were identified, a small form (Smf-ADA) and a large form (Lmf-ADA). Without exception, the tuberculous effusions have shown only Lmf-ADA. All the other effusions contained both forms, the Smf-ADA being predominant. This was also the ADA pattern seen in normal lymphocytes. These findings may indicate different mechanisms of ADA release or origins of ADA in the various effusions. The Lmf-ADA may be secreted by activated T cells in TB, which would confirm the notion that ADA activity reflects cellular immunity. In contrast, in the nontuberculous cases the ADA probably leaked from damaged lymphocytes or neutrophils, hence the reflection of the cellular ADA pattern. The PAGE pattern may also be of value in distinguishing between TB and these other causes of high pleural fluid ADA.","['Ungerer, J P', 'Grobler, S M']","['Ungerer JP', 'Grobler SM']",['eng'],['Journal Article'],,Switzerland,Enzyme,Enzyme,1262265,"['EC 3.5.4.- (Nucleoside Deaminases)', 'EC 3.5.4.4 (Adenosine Deaminase)']",IM,"['Adenosine Deaminase/*analysis', 'Electrophoresis, Polyacrylamide Gel', 'Empyema/enzymology', 'Humans', 'Leukemia, Myeloid/enzymology', 'Lymphoma/enzymology', 'Nucleoside Deaminases/*analysis', 'Pleural Effusion/*enzymology', 'Tuberculosis, Pulmonary/enzymology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Enzyme. 1988;40(1):7-13. doi: 10.1159/000469134.,"['Department of Chemical Pathology, Faculty of Medicine, University of the Orange Free State, Bloemfontein, South Africa.']",['10.1159/000469134 [doi]'],,,,,
3168903,NLM,MEDLINE,19881107,20091111,0367-0643 (Print) 0367-0643 (Linking),27,2,1988,[Selectivity of the antitumor action of 2 alkylating compounds with different carrier structures].,14-7,,"['Astardzhieva, Z', 'Stoichkov, I']","['Astardzhieva Z', 'Stoichkov I']",['bul'],"['Comparative Study', 'English Abstract', 'Journal Article']",Izbiratelnost na protivotumornoto deistvie na dve alkilirashti suedineniia s razlichna struktura na nositelia.,Bulgaria,Eksp Med Morfol,Eksperimentalna meditsina i morfologiia,0007506,"['0 (Alkylating Agents)', '0 (Antineoplastic Agents)', '0 (Glutarates)', '103938-84-7 (glutacyt2)']",IM,"['Alkylating Agents/*therapeutic use', 'Animals', 'Antineoplastic Agents/*therapeutic use', 'Drug Evaluation, Preclinical', 'Glutarates/*therapeutic use', 'Leukemia, Experimental/drug therapy', 'Mice', 'Neoplasm Transplantation', 'Neoplasms, Experimental/drug therapy', 'Structure-Activity Relationship']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Eksp Med Morfol. 1988;27(2):14-7.,,,,,,,
3168858,NLM,MEDLINE,19881108,20071115,0012-835X (Print) 0012-835X (Linking),65,4,1988 Apr,"Clustering of Burkitt's lymphoma and other high-grade malignant lymphoproliferative diseases, but not acute lymphoblastic leukaemia among socio-economically deprived Nigerians.",253-63,,"['Williams, C K']",['Williams CK'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Kenya,East Afr Med J,East African medical journal,0372766,,IM,"['Adolescent', 'Burkitt Lymphoma/epidemiology', 'Child', 'Humans', 'Leukemia/*epidemiology', 'Lymphoma/*epidemiology', 'Nigeria', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/epidemiology', '*Social Class']",1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,East Afr Med J. 1988 Apr;65(4):253-63.,,,,,,,
3168742,NLM,MEDLINE,19881117,20031114,0002-3264 (Print) 0002-3264 (Linking),300,4,1988,[Cloning and analysis of nucleotide sequences permanently attached to nuclear skeleton of DNA fragments].,1001-5,,"['Kalandadze, A G', 'Razin, S V', 'Georgiev, G P']","['Kalandadze AG', 'Razin SV', 'Georgiev GP']",['rus'],['Journal Article'],Klonirovanie i analiz nukleotidnykh posledovatel'nostei permanentno prikreplennykh k iadernomu skeletu fragmentov DNK.,Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,"['0 (DNA, Neoplasm)', '9007-49-2 (DNA)']",IM,"['Animals', 'Avian Leukosis/metabolism', 'Base Sequence', 'Cell Nucleus/*metabolism', 'Chickens', '*Cloning, Molecular', 'DNA/*metabolism', 'DNA, Neoplasm/metabolism', 'Molecular Sequence Data', 'Nucleic Acid Hybridization', 'Tumor Cells, Cultured/metabolism']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1988;300(4):1001-5.,,,,,,,
3168592,NLM,MEDLINE,19881103,20190514,0012-3692 (Print) 0012-3692 (Linking),94,4,1988 Oct,Aspergillus terreus as a cause of invasive pulmonary aspergillosis.,889-91,"A 70-year-old woman with nodular, poorly differentiated lymphocytic lymphoma is the third reported patient with invasive pulmonary aspergillosis caused by Aspergillus terreus. This case differs from the two previously reported in that neither neutropenia nor broad spectrum antibiotics preceded the infection. A terreus should not be dismissed as a laboratory contaminant in pulmonary specimens, especially those from immunosuppressed patients.","['Moore, C K', 'Hellreich, M A', 'Coblentz, C L', 'Roggli, V L']","['Moore CK', 'Hellreich MA', 'Coblentz CL', 'Roggli VL']",['eng'],"['Case Reports', 'Journal Article']",,United States,Chest,Chest,0231335,,IM,"['Aged', 'Aspergillosis/complications/diagnostic imaging/*microbiology', 'Female', 'Humans', 'Leukemia, Lymphoid/complications', 'Lung Diseases, Fungal/complications/diagnostic imaging/*microbiology', 'Opportunistic Infections/*microbiology', 'Radiography']",1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",ppublish,Chest. 1988 Oct;94(4):889-91. doi: 10.1378/chest.94.4.889.,"['Department of Medicine, Duke University Medical Center, Durham 27710.']","['S0012-3692(16)30610-9 [pii]', '10.1378/chest.94.4.889 [doi]']",,,,,
3168571,NLM,MEDLINE,19881103,20190514,0012-3692 (Print) 0012-3692 (Linking),94,4,1988 Oct,Bronchoalveolar lavage in the diagnosis of pulmonary infiltrates in patients with acute leukemia.,745-9,"The utility of bronchoalveolar lavage (BAL) in determining the causative agent of pulmonary infiltrates in patients with acute leukemia is not known. We retrospectively evaluated the diagnostic yield of BAL in 22 adults with acute leukemia and compared the results with those at autopsy performed within three weeks of BAL. All patients had neutropenia and thrombocytopenia at the time of BAL, were receiving broad-spectrum antibacterial agents, and 15 were also receiving amphotericin B before BAL. The median interval between the detection of pulmonary infiltrates and BAL was seven days (range, 0 to 23 days); the median interval between BAL and autopsy was nine days (range, 1 to 20 days). The diagnostic yield of BAL was 15 percent (3 of 20 specific diseases); all three were Candida pneumonia. The sensitivity of BAL was 75 percent and its specificity 100 percent, for Candida pneumonia. BAL did not result in a specific diagnosis for the 17 remaining diseases, nine of which were Aspergillus pneumonia. In seven patients in whom autopsy was performed within 72 hours of BAL, lavage results correlated with those of autopsy in only one who had Candida pneumonia. All BAL cultures were falsely positive, except in four cases of Candida pneumonia. The therapeutic regimen was not modified according to the BAL results in any of the 22 patients. There were no major complications associated with the procedure.","['Saito, H', 'Anaissie, E J', 'Morice, R C', 'Dekmezian, R', 'Bodey, G P']","['Saito H', 'Anaissie EJ', 'Morice RC', 'Dekmezian R', 'Bodey GP']",['eng'],['Journal Article'],,United States,Chest,Chest,0231335,,IM,"['Acute Disease', 'Adult', 'Aged', 'Aged, 80 and over', 'Aspergillosis/diagnosis', '*Bronchoalveolar Lavage Fluid/cytology', 'Candidiasis/diagnosis', 'Female', 'Humans', 'Leukemia/*complications', 'Lung Diseases, Fungal/diagnosis', 'Male', 'Middle Aged', 'Opportunistic Infections/diagnosis', 'Pneumonia/*diagnosis/microbiology', 'Retrospective Studies']",1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",ppublish,Chest. 1988 Oct;94(4):745-9. doi: 10.1378/chest.94.4.745.,"['Department of Medical Specialties, University of Texas System Cancer Center, M. D. Anderson Hospital and Tumor Institute, Houston.']","['S0012-3692(16)30573-6 [pii]', '10.1378/chest.94.4.745 [doi]']",,,,,
3168550,NLM,MEDLINE,19881109,20130912,0011-4162 (Print) 0011-4162 (Linking),42,3,1988 Sep,Atrophie blanche in chronic myelogenous leukemia.,206-9,"Atrophie blanche is a syndrome of painful vasculitic infarctive lesions of the lower extremities that heal leaving characteristic atrophic, porcelain white scars. The syndrome may occur as an idiopathic entity or associated with various hematologic and collagen vascular disorders. We present the first recognized case of atrophie blanche in a patient with chronic myelogenous leukemia. This presentation may be part of the expanding spectrum of nonspecific cutaneous manifestations of leukemia (leukemids).","['Sadick, N S', 'Allen, S L']","['Sadick NS', 'Allen SL']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Cutis,Cutis,0006440,,IM,"['Aged', 'Female', 'Humans', 'Leg Dermatoses/etiology/*pathology', 'Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative/*complications/pathology', 'Skin/pathology']",1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",ppublish,Cutis. 1988 Sep;42(3):206-9.,"['Department of Dermatology, New York Hospital.']",,,,,,
3168331,NLM,MEDLINE,19881117,20181113,0009-9104 (Print) 0009-9104 (Linking),73,1,1988 Jul,Generation of rabbit antipeptide antibodies to HLA-class II antigens by the use of synthetic peptides.,76-81,"A group of eight synthetic peptides, corresponding in sequence to selected regions of HLA-DQ histocompatibility antigens, was used for rabbit immunization to examine their antigenicity and for localizing exposed regions in the native glycoproteins. Those antibodies were then tested in their ability to recognize the HLA-DQ alloantigens. Seven peptides elicited rabbit antibodies, four of which reacted with human glycoproteins prepared from chronic lymphocytic leukaemia cells. The results indicate that sequence stretches 63 to 79 and probably 82 to 93 of the beta chain correspond to exposed regions in DQw1, DQw2 and DQw3 molecules. However, the specificity of those antipeptide antibodies was low, due to extensive crossreactions with amino acid sequencies of high homology occurring in DQ alloantigens.","['Chersi, A', 'Morganti, M C', 'Chillemi, F', 'Houghten, R', 'Cenciarelli, C']","['Chersi A', 'Morganti MC', 'Chillemi F', 'Houghten R', 'Cenciarelli C']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Autoantibodies)', '0 (HLA-DQ Antigens)', '0 (HLA-DR Antigens)', '0 (Peptide Fragments)']",IM,"['Amino Acid Sequence', 'Animals', 'Antibody Specificity', 'Antigen-Antibody Reactions', 'Autoantibodies/*biosynthesis', 'HLA-DQ Antigens/*immunology', 'HLA-DR Antigens/immunology', 'Molecular Sequence Data', 'Peptide Fragments/*immunology', 'Rabbits']",1988/07/01 00:00,1988/07/01 00:01,['1988/07/01 00:00'],"['1988/07/01 00:00 [pubmed]', '1988/07/01 00:01 [medline]', '1988/07/01 00:00 [entrez]']",ppublish,Clin Exp Immunol. 1988 Jul;73(1):76-81.,"['Institute Regina Elena for Cancer Research, Rome, Italy.']",,,PMC1541478,,,
3168330,NLM,MEDLINE,19881117,20191210,0009-9104 (Print) 0009-9104 (Linking),73,1,1988 Jul,Immunoglobulin replacement therapy by self-infusion at home.,160-2,"Twelve patients, ten with common variable hypogammaglobulinaemia and two with hypogammaglobulinaemia secondary to chronic lymphocytic leukaemia (CLL), have been taught to self-infuse their intravenous immunoglobulin replacement therapy. Follow-up of these patients has shown that regular self-infusion at home is feasible and safe. There have been no anaphylactic or other serious reactions. Excellent patient compliance results from greater convenience and control over their own lives, in addition to time and money saved by the hospital.","['Chapel, H', 'Brennan, V', 'Delson, E']","['Chapel H', 'Brennan V', 'Delson E']",['eng'],['Journal Article'],,England,Clin Exp Immunol,Clinical and experimental immunology,0057202,,IM,"['Adolescent', 'Adult', 'Agammaglobulinemia/*therapy', 'Aged', 'Follow-Up Studies', 'Humans', 'Immunization, Passive/adverse effects/*methods', 'Infections/etiology', 'Infusions, Intravenous', 'Middle Aged', 'Pilot Projects', 'Self Administration']",1988/07/01 00:00,1988/07/01 00:01,['1988/07/01 00:00'],"['1988/07/01 00:00 [pubmed]', '1988/07/01 00:01 [medline]', '1988/07/01 00:00 [entrez]']",ppublish,Clin Exp Immunol. 1988 Jul;73(1):160-2.,"['Department of Immunology, John Radcliffe Hospital, Oxford.']",,,PMC1541461,,,
3168147,NLM,MEDLINE,19881118,20190828,0344-5704 (Print) 0344-5704 (Linking),22,4,1988,A new combination of two intercalating agents (mitoxantrone + daunomycin) in adult refractory acute leukemia: the DON protocol.,344-7,"A combination of two intercalating agents, mitoxantrone and daunorubicin with vincristine (the DON regimen) was studied in 16 patients with refractory acute leukemia, including three patients with myeloblastic transformation of refractory anemia with excess of myeloblasts after the failure of first-line chemotherapy and one additional patient with AML relapsing while off therapy. All patients had been heavily pretreated prior to receiving the DON regimen, and all but two had previously received high-dose anthracyclines. Of the 17 patients, nine (53%) who achieved complete remissions (CR) had myeloblastic leukemia. The three patients with acute lymphocytic leukemia did not achieve CR. Cardiac toxicity occurred in two patients and contributed to death in one. These results in very poor risk leukemia suggest a possible synergism in the action of the two intercalating agents and absence of increased cardiotoxicity.","['Laporte, J P', 'Gorin, N C', 'Lemonnier, M P', 'Isnard, F', 'Najman, A']","['Laporte JP', 'Gorin NC', 'Lemonnier MP', 'Isnard F', 'Najman A']",['eng'],['Journal Article'],,Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Intercalating Agents)', '5J49Q6B70F (Vincristine)', 'BZ114NVM5P (Mitoxantrone)', 'ZS7284E0ZP (Daunorubicin)', 'DON protocol']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Daunorubicin/administration & dosage', 'Female', 'Humans', 'Intercalating Agents/*therapeutic use', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Mitoxantrone/administration & dosage', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Remission Induction', 'Vincristine/administration & dosage']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Cancer Chemother Pharmacol. 1988;22(4):344-7. doi: 10.1007/BF00254243.,"['Service des Maladies du Sang, Hopital St Antoine, Paris, France.']",['10.1007/BF00254243 [doi]'],,,,,
