PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,SI,PMC,OID,OTO,OT,GN,OAB,OABL,AD,RF
6848172,NLM,MEDLINE,19830225,20061115,0008-5472 (Print) 0008-5472 (Linking),43,2,1983 Feb,Cytocidal action of the quinone group and its relationship to antitumor activity.,481-4,"Many clinically useful antitumor agents have a quinone group in their structure. A series of model compounds has been studied to determine if the quinone group is involved in the cytotoxic activity of these agents and to investigate the mechanism of this action. Hydrolyzed benzoquinone mustard, which contains a quinone group, produced significant cell kill of L5178Y lymphoblasts, whereas hydrolyzed aniline mustard, which has a similar chemical structure but contains no active functional groups, showed little activity against this cell line. Benzoquinone mustard, which possesses both a quinone moiety and an active alkylating group, was approximately 30,000 times more active against L5178Y cells than was hydrolyzed benzoquinone mustard. It was approximately 600 times more active than aniline mustard, a compound which has the same alkylating group but no quinone function, and 200 times more active than an equimolar combination of aniline mustard and hydrolyzed benzoquinone mustard. The cytotoxic activity of hydrolyzed benzoquinone mustard was inhibited by either superoxide dismutase or catalase, while catalase but not superoxide dismutase inhibited the activity of benzoquinone mustard. Neither enzyme had any effect on the cytocidal action of aniline mustard. These studies suggest that the presence of a quinone group in the chemical structure of a compound can result in significant cell kill by a mechanism that appears to involve free radicals and active oxygen species. In addition, if the compound contains an alkylating group which can bind to DNA, as well as a quinone moiety, the cytocidal activity of the agent appears to be enhanced and is greater than that resulting from an additive effect of the two groups.","['Begleiter, A']",['Begleiter A'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antineoplastic Agents)', '0 (Quinones)', 'EC 1.11.1.6 (Catalase)', 'EC 1.15.1.1 (Superoxide Dismutase)']",IM,"['Animals', '*Antineoplastic Agents', 'Catalase/pharmacology', 'Cell Survival/drug effects', 'Kinetics', 'Leukemia L5178/*drug therapy', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Quinones/pharmacology/*therapeutic use', 'Superoxide Dismutase/pharmacology']",1983/02/01 00:00,1983/02/01 00:01,['1983/02/01 00:00'],"['1983/02/01 00:00 [pubmed]', '1983/02/01 00:01 [medline]', '1983/02/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Feb;43(2):481-4.,,,,,,,,,,,,
6848148,NLM,MEDLINE,19830214,20210216,0006-4971 (Print) 0006-4971 (Linking),61,1,1983 Jan,Cell kinetic responses in childhood acute nonlymphocytic leukemia during high-dose therapy with cytosine arabinoside.,79-84,"Sequential bone marrow aspirates obtained from 10 children with relapsed acute nonlymphocytic leukemia (ANLL) after a high dose of cytosine arabinoside (Ara-C; 1000 mg/sq m) were analyzed by flow cytophotometry. The drug causing elimination of proliferating cells followed by a synchronous wave of cell recruitment. Among individual patients, considerable variation was observed in the degree of recruitment as well as in the time of appearance of the recruitment maximum (range 17-36 hr). However, both parameters appeared inversely correlated with the proliferative status in the bone marrow before treatment. In 6 other patients, cell kinetic responses were studied during treatment with repeated Ara-C injections scheduled individually according to the expected optima of recruitment. Waves of recruitment could be observed during 4-5 consecutive injections. The results suggest that in childhood ANLL, characteristic and individual cytokinetic responses to treatment with high-dose Ara-C can be monitored during therapy. These observations may allow the development of individual treatment schedules.","['Smets, L A', 'Taminiau, J', 'Hahlen, K', 'de Waal, F', 'Behrendt, H']","['Smets LA', 'Taminiau J', 'Hahlen K', 'de Waal F', 'Behrendt H']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['04079A1RDZ (Cytarabine)', '9007-49-2 (DNA)']",IM,"['Acute Disease', 'Adolescent', 'Bone Marrow/*drug effects', 'Bone Marrow Cells', 'Cell Division/drug effects', 'Child', 'Child, Preschool', 'Cytarabine/*therapeutic use', 'DNA/biosynthesis', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Kinetics', 'Leukemia/*drug therapy', 'Male']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['S0006-4971(20)74331-4 [pii]'],ppublish,Blood. 1983 Jan;61(1):79-84.,,,,,,,,,,,,
6848144,NLM,MEDLINE,19830214,20210216,0006-4971 (Print) 0006-4971 (Linking),61,1,1983 Jan,A human granulocyte-specific antigen characterized by use of monoclonal antibodies.,19-26,"Hybridoma cell lines secreting monoclonal antibodies that bind to a surface antigen of human neutrophils have been prepared by fusion of mouse myeloma cells with spleen cells from mice immunized with human neutrophils. Several of the monoclonal antibodies (AHN 1-6) were specific for a neutrophil surface antigen and did not bind lymphocytes, monocytes, red blood cells, platelets, or basophils. All of the granulocyte-specific antibodies immunoprecipitated a polypeptide of 145,000 daltons and an isoelectric point of about 4.5 and other heterogeneous polypeptides of 105,000 daltons. These same components were the major lactoperoxidase-labeled proteins precipitated by hyperimmune mouse serum. The antibodies were further characterized for binding to several human myeloid leukemia cell lines and cells from patients with myeloid or lymphoid leukemia. All antibodies bound the HL-60, ML1, ML2, ML3, K562, and U937 myeloid leukemia cell lines. None of the antibodies bound the RPMI 6410 Raji, RPMI 8226, MOLT 4, or Daudi lymphoid cell lines. All of the hybridoma cell lines (AHN 1-6) produced IgM antibodies that were cytotoxic.","['Skubitz, K M', 'Zhen, Y', 'August, J T']","['Skubitz KM', 'Zhen Y', 'August JT']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (Immunoglobulin M)']",IM,"['Antibodies, Monoclonal/*immunology', 'Antibody Formation', 'Antibody Specificity', 'Antigens, Surface/*analysis', 'Binding Sites, Antibody', 'Cytotoxicity, Immunologic', 'Humans', 'Immunoglobulin M', 'Leukemia/immunology', 'Multiple Myeloma/immunology', 'Neutrophils/*immunology', 'Precipitin Tests']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['S0006-4971(20)74323-5 [pii]'],ppublish,Blood. 1983 Jan;61(1):19-26.,"['5T-32-CA-09243/CA/NCI NIH HHS/United States', 'R01 CA19471/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6848116,NLM,MEDLINE,19830225,20190704,0007-1048 (Print) 0007-1048 (Linking),53,1,1983 Jan,Impaired protein synthesis in erythroblasts enhances their phagocytosis by macrophages.,117-24,"In an attempt to elucidate mechanisms which underly ineffective erythropoiesis, we investigated the effect of impaired macromolecular synthesis in erythroblasts on their phagocytosis by macrophages in vitro. Dimethylsulphoxide-induced murine Friend leukaemia erythroblasts were treated with inhibitors of RNA or protein synthesis and subsequently tested for their interaction with syngeneic mouse peritoneal macrophages in culture. Exposure of the erythroblasts to two reversible inhibitors of protein synthesis, puromycin and cycloheximide, enhanced their association with and phagocytosis by macrophages. The effect was evident after the drugs had caused a partial inhibition of protein synthesis and appeared to be reversible. By contrast, the treatment of erythroblasts with the inhibitor of RNA-synthesis, actinomycin D, which caused a marked depression of RNA but not of protein synthesis, failed to affect the interaction of erythroblats with macrophages. The results are in keeping with previous observations on human bone marrow showing impaired protein synthesis in erythroblasts in some haematological disorders characterized by a marked increase in ineffective erythropoiesis.","['Wiener, E', 'Wickramasinghe, S N']","['Wiener E', 'Wickramasinghe SN']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (Blood Proteins)', '0 (Neoplasm Proteins)', '0 (RNA, Neoplasm)', '1CC1JFE158 (Dactinomycin)', '4A6ZS6Q2CL (Puromycin)', '98600C0908 (Cycloheximide)']",IM,"['Animals', 'Blood Proteins/*biosynthesis', 'Cycloheximide/pharmacology', 'Dactinomycin/pharmacology', 'Erythroblasts/drug effects/immunology/*metabolism', 'Erythrocytes/*metabolism', 'Female', 'Friend murine leukemia virus', 'Leukemia, Experimental/pathology', 'Macrophages/*immunology', 'Male', 'Mice', 'Mice, Inbred DBA', 'Neoplasm Proteins/biosynthesis', '*Phagocytosis/drug effects', 'Puromycin/pharmacology', 'RNA, Neoplasm/biosynthesis']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1111/j.1365-2141.1983.tb01993.x [doi]'],ppublish,Br J Haematol. 1983 Jan;53(1):117-24. doi: 10.1111/j.1365-2141.1983.tb01993.x.,,,,,,,,,,,,
6848059,NLM,MEDLINE,19830127,20181113,0003-4932 (Print) 0003-4932 (Linking),197,1,1983 Jan,Neutropenic colitis and aplastic anemia: a new association.,84-90,"Colitis is a life-threatening complication of aplastic anemia which occurs during periods of profound neutropenia. Four cases of this previously unreported association are described here. A syndrome of fever, watery diarrhea, and generalized abdominal pain and tenderness occurred in close temporal relationship to development of severe neutropenia (less than 50 neutrophils per cu mm). None of the patients had received antibiotics, nor had a history of previous episodes of colitis. Three had cultures positive for colonic organisms during the episodes. In only one instance was the correct diagnosis made without operation. Gross evidence of disease was found in the cecum, the transverse colon, and rectosigmoid in three patients, but the true extent of disease was underestimated. Microscopic examination of the two resected specimens showed extensive mucosal and variable submucosal necrosis with invasion of the colonic wall by bacteria. Acute inflammatory changes were absent. With profound neutropenia, the colon wall lacks resistance to invasion by the resident microflora. The condition is probably best treated without operation. If first recognized at laparotomy, resection should be avoided.","['Mulholland, M W', 'Delaney, J P']","['Mulholland MW', 'Delaney JP']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Ann Surg,Annals of surgery,0372354,,IM,"['Adolescent', 'Adult', 'Agranulocytosis/*complications', 'Anemia, Aplastic/*complications', 'Colitis/*etiology/pathology/surgery', 'Colon/pathology', 'Female', 'Humans', 'Leukemia/complications', 'Male', 'Neutropenia/*complications']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Ann Surg. 1983 Jan;197(1):84-90.,,,,PMC1352859,,,,,,,,
6848037,NLM,MEDLINE,19830127,20190619,0003-4819 (Print) 0003-4819 (Linking),98,1,1983 Jan,Granulocyte transfusion.,114,,,,['eng'],['Letter'],United States,Ann Intern Med,Annals of internal medicine,0372351,,IM,"['*Blood Transfusion', 'Granulocytes/*transplantation', 'Humans', 'Leukemia/*therapy', 'Research Design']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.7326/0003-4819-98-1-114_1 [doi]'],ppublish,Ann Intern Med. 1983 Jan;98(1):114. doi: 10.7326/0003-4819-98-1-114_1.,,,,,,,,,,,,
6848003,NLM,MEDLINE,19830119,20190514,0090-0036 (Print) 0090-0036 (Linking),73,1,1983 Jan,"Cancer mortality patterns around the San Onofre nuclear power plant, 1960-1978.",83-92,"Because of the recent concern over possible health effects associated with nuclear power plants, cancer mortality patterns in Southern California have been examined for time periods before the San Onofre nuclear power plant began commercial operation in 1968 and since then. This is one of America's older plants and is surrounded by major population centers in Orange, Riverside and San Diego Counties. Infant mortality rates and age-adjusted mortality rates for leukemia, lung cancer, all cancer, and all causes have been calculated and compared for Orange, Riverside, and San Diego Counties, for California, and for the United States during 1960-1978. In addition, childhood leukemia death rates and clusters have been examined in detail in the communities within 25 miles of San Onofre. The cancer and total mortality rates near San Onofre have remained essentially identical to the corresponding rates in California and United States from 1960 to 1978. There have been no significant radiation releases to the population surrounding the San Onofre plant and the cancer rates show no patterns which have been influenced by the presence of the plant. Although no radiogenic health effects would be expected, these results do provide a means of assessing overall mortality trends in the population.","['Enstrom, J E']",['Enstrom JE'],['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Public Health,American journal of public health,1254074,,IM,"['Adolescent', 'Adult', 'Aged', 'California', 'Child', 'Child, Preschool', 'Environmental Health', 'Female', 'Health Surveys', 'Humans', 'Infant', 'Infant Mortality', 'Infant, Newborn', 'Leukemia/mortality', 'Lung Neoplasms/mortality', 'Male', 'Middle Aged', 'Neoplasms/*mortality', '*Nuclear Reactors', '*Power Plants', 'United States']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.2105/ajph.73.1.83 [doi]'],ppublish,Am J Public Health. 1983 Jan;73(1):83-92. doi: 10.2105/ajph.73.1.83.,['CA00748/CA/NCI NIH HHS/United States'],,,PMC1650459,"['IND: 9004148', 'POP: 00123546']",['PIP'],"['Americas', 'California', '*Cancer', '*Causes Of Death', 'Child Mortality', 'Demographic Factors', 'Developed Countries', '*Differential Mortality', 'Diseases', '*Ecology', 'Environment', 'Environmental Degradation', '*Environmental Pollution', '*Geographic Factors', 'Infant Mortality', '*Mortality', 'Neoplasms', 'North America', 'Northern America', 'Population', 'Population Dynamics', 'United States']",['PIP: TJ: AMERICAN JOURNAL OF PUBLIC HEALTH'],,,,
6847924,NLM,MEDLINE,19830127,20041117,0028-4793 (Print) 0028-4793 (Linking),308,1,1983 Jan 6,Hairy-cell leukemia.,46-8,,,,['eng'],"['Case Reports', 'Letter']",United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['Adult', 'Humans', 'Leukemia, Hairy Cell/cerebrospinal fluid/*therapy', 'Male', 'Middle Aged']",1983/01/06 00:00,1983/01/06 00:01,['1983/01/06 00:00'],"['1983/01/06 00:00 [pubmed]', '1983/01/06 00:01 [medline]', '1983/01/06 00:00 [entrez]']",['10.1056/NEJM198301063080114 [doi]'],ppublish,N Engl J Med. 1983 Jan 6;308(1):46-8. doi: 10.1056/NEJM198301063080114.,,,,,,,,,,,,
6847919,NLM,MEDLINE,19830127,20131121,0028-4793 (Print) 0028-4793 (Linking),308,1,1983 Jan 6,Therapy of secondary acute nonlymphocytic leukemia with cytarabine.,21-3,,"['Preisler, H D', 'Early, A P', 'Raza, A', 'Vlahides, G', 'Marinello, M J', 'Stein, A M', 'Browman, G']","['Preisler HD', 'Early AP', 'Raza A', 'Vlahides G', 'Marinello MJ', 'Stein AM', 'Browman G']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,N Engl J Med,The New England journal of medicine,0255562,['04079A1RDZ (Cytarabine)'],IM,"['Acute Disease', 'Adult', 'Aged', 'Chromosome Aberrations', 'Cytarabine/administration & dosage/*therapeutic use', 'Humans', 'Leukemia/*drug therapy/genetics', 'Middle Aged']",1983/01/06 00:00,1983/01/06 00:01,['1983/01/06 00:00'],"['1983/01/06 00:00 [pubmed]', '1983/01/06 00:01 [medline]', '1983/01/06 00:00 [entrez]']",['10.1056/NEJM198301063080105 [doi]'],ppublish,N Engl J Med. 1983 Jan 6;308(1):21-3. doi: 10.1056/NEJM198301063080105.,['CA5834/CA/NCI NIH HHS/United States'],,,,,,,,,,,
6847787,NLM,MEDLINE,19830127,20131121,0008-5472 (Print) 0008-5472 (Linking),43,1,1983 Jan,"Initial rate kinetics and evidence for duality of mediated transport of adenosine, related purine nucleosides, and nucleoside analogues in L1210 cells.",97-103,"In studies using a rapid kinetic technique, evidence was derived for multiplicity of systems mediating [3H]adenosine transport in L1210 cells. A variety of approaches were used in discriminating between transport and kinase-mediated phosphorylation. Under these conditions, two systems mediating influx were delineated which exhibited high-affinity [Km = 13.9 +/- 2 (S.E.) microM] or low-affinity [Km = 199 +/- 27 microM] for [3H]-adenosine. Both systems exhibited high capacities, but that associated with the low-affinity system (V 37 degrees max = 263 +/- 43 nmol = 99.6 +/- 12 nmol sec/g, dry weight). The relative difference in affinity of these two systems during influx was also reflected in the values for influx Ki obtained with other nucleosides and nucleoside analogues. Influx of [3H]-adenosine by each mediated system was inhibited by 6-(2-hydroxy-5-nitrobenzyl)thioguanosine, a specific transport inhibitor, and by 9-beta-D-arabinofuranosylpurine-6(1H)thione which is not phosphorylated in L1210 cells. Influx kinetics were the same in L1210 cells, in adenosine triphosphate-depleted L1210 cells (L1210/ara-C/MMPR) which have substantially reduced ability for [3H]adenosine phosphorylation, and in the presence of 2'-deoxycoformycin, a potent inhibitor of adenosine deaminase. The same multiplicity in mediated influx of [3H]adenosine was shown at 0 degrees when transport became rate limiting to total uptake. The high-affinity system mediating [3H]adenosine influx was also elucidated in L1210 cell plasma membrane vesicles in the presence or absence of 2'-deoxycoformycin. Almost all of the natural nucleosides examined competed less effectively with [3H]adenosine for influx by the high-affinity system than by the low-affinity system. These results are discussed with respect to possible pharmacological implications.","['Chello, P L', 'Sirotnak, F M', 'Dorick, D M', 'Yang, C H', 'Montgomery, J A']","['Chello PL', 'Sirotnak FM', 'Dorick DM', 'Yang CH', 'Montgomery JA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Purine Nucleosides)', 'FA2DM6879K (Vidarabine)', 'K72T3FS567 (Adenosine)', 'P2K93U8740 (fludarabine)']",IM,"['Adenosine/*metabolism', 'Animals', 'Biological Transport', 'Cell Membrane/metabolism', 'Kinetics', 'Leukemia L1210/*metabolism', 'Mice', 'Purine Nucleosides/*metabolism', 'Temperature', 'Time Factors', 'Vidarabine/analogs & derivatives/metabolism']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Jan;43(1):97-103.,"['CA 08748/CA/NCI NIH HHS/United States', 'CA 24153/CA/NCI NIH HHS/United States', 'CA 26318/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6847761,NLM,MEDLINE,19830127,20131121,0008-5472 (Print) 0008-5472 (Linking),43,1,1983 Jan,"DNA damage as a basis for 4'-demethylepipodophyllotoxin-9-(4,6-O-ethylidene-beta-D-glucopyranoside) (etoposide) cytotoxicity.",120-4,"The precise mechanism of action of 4'-demethylepipodophyllotoxin-9-(4,6-O-ethylidene-beta-D-glucopyranoside) (VP-16), an important chemotherapeutic agent, has yet to be determined. VP-16 has been shown to cause single-strand breaks (SSBs) in DNA, but their relationship to cytotoxicity has not been determined. We have investigated the action of VP-16 using mouse leukemia L1210 cells in culture. By using the alkaline elution technique, we reaffirmed the occurrence of SSBs in DNA over the drug concentration range 1 to 60 microM. We were able to demonstrate additional types of DNA damage in the form of DNA double-strand breaks and DNA-protein cross-links within the same dose range. The number of double-strand breaks formed per SSB was consistent over this dose range and greater than that found after exposure of L1210 cells to gamma-irradiation. DNA SSBs and double-strand breaks were also shown to occur in isolated nuclei, indicating that cytoplasmic components are not required for this drug action. Colony formation by L1210 cells in soft agar decreased over a drug concentration range similar to that which produced DNA damage. The correlation between the effective dose range in the colony-forming assay and the DNA scission experiments supports the hypothesis that DNA breakage is responsible for drug cytotoxicity. The demonstration of strand scission in isolated nuclei may provide an experimental model for elucidating the exact mechanism of action of VP-16.","['Wozniak, A J', 'Ross, W E']","['Wozniak AJ', 'Ross WE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (DNA, Single-Stranded)', '6PLQ3CP4P3 (Etoposide)', '9007-49-2 (DNA)', 'L36H50F353 (Podophyllotoxin)']",IM,"['Animals', 'Chemical Phenomena', 'Chemistry', 'Colony-Forming Units Assay', 'DNA/*analysis', 'DNA, Single-Stranded/analysis', 'Dose-Response Relationship, Drug', 'Etoposide/*therapeutic use', 'Leukemia L1210/*drug therapy/genetics', 'Mice', 'Podophyllotoxin/*analogs & derivatives']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Jan;43(1):120-4.,['RCDA CA-00537/CA/NCI NIH HHS/United States'],,,,,,,,,,,
6847758,NLM,MEDLINE,19830127,20131121,0008-5472 (Print) 0008-5472 (Linking),43,1,1983 Jan,"Specificity of systems mediating transport of adenosine, 9-beta-d-arabinofuranosyl-2-fluoroadenine, and other purine nucleoside analogues in L1210 cells.",104-9,,"['Sirotnak, F M', 'Chello, P L', 'Dorick, D M', 'Montgomery, J A']","['Sirotnak FM', 'Chello PL', 'Dorick DM', 'Montgomery JA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Purine Nucleosides)', 'FA2DM6879K (Vidarabine)', 'K72T3FS567 (Adenosine)', 'P2K93U8740 (fludarabine)']",IM,"['Adenosine/*metabolism', 'Animals', 'Biological Transport', 'Kinetics', 'Leukemia L1210/*metabolism', 'Mice', 'Purine Nucleosides/*metabolism', 'Temperature', 'Time Factors', 'Vidarabine/*analogs & derivatives/metabolism']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Jan;43(1):104-9.,"['CA 08748/CA/NCI NIH HHS/United States', 'CA 24153/CA/NCI NIH HHS/United States', 'CA 36218/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6847705,NLM,MEDLINE,19830623,20190623,0006-2952 (Print) 0006-2952 (Linking),32,3,1983 Feb 1,Inhibition of normal and leukemic lymphocyte proliferation by compound 48/80.,565-7,,"['Patt, L M', 'Houck, J C']","['Patt LM', 'Houck JC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,['4091-50-3 (p-Methoxy-N-methylphenethylamine)'],IM,"['Animals', 'Cell Division/*drug effects', 'Leukemia L1210/*physiopathology', 'Mice', 'Molecular Weight', 'p-Methoxy-N-methylphenethylamine/*pharmacology']",1983/02/01 00:00,1983/02/01 00:01,['1983/02/01 00:00'],"['1983/02/01 00:00 [pubmed]', '1983/02/01 00:01 [medline]', '1983/02/01 00:00 [entrez]']","['0006-2952(83)90540-3 [pii]', '10.1016/0006-2952(83)90540-3 [doi]']",ppublish,Biochem Pharmacol. 1983 Feb 1;32(3):565-7. doi: 10.1016/0006-2952(83)90540-3.,['RR05588/RR/NCRR NIH HHS/United States'],,,,,,,,,,,
6847704,NLM,MEDLINE,19830623,20190623,0006-2952 (Print) 0006-2952 (Linking),32,3,1983 Feb 1,"Effects of a membrane sugar analogue, 6-deoxy-6-fluoro-D-galactose, on the L1210 leukemic cell ectosialyltransferase system.",553-61,"In L1210 leukemia cells, 6-deoxy-6-fluoro-D-galactose specifically inhibited the incorporation of [3H]-D-galactose, while that of other precursors of glycoconjugate biosynthesis, including mannose and glucosamine, was unaffected. The activation of [6-3H]-6-deoxy-6-fluoro-D-galactose to a nucleotide sugar was similar to that found for [3H]-D-galactose. The incorporation of either sugar after 1 hr was visualized by electron microscopic autoradiography to be in the Golgi region. Treatment of L1210 cells with 6-deoxy-6-fluoro-D-galactose in vitro or in vivo resulted in a specific, dose- and time-dependent decrease in the activity of cell surface sialyltransferase (ectosialyltransferase) but not of 5'-nucleotidase, a plasma membrane marker enzyme. The decrease in ectosialyltransferase activity appeared to be selective and is suggested to be due to structural modification of the cell surface galactoprotein acceptors for this enzyme. The data indicate that 6-deoxy-6-fluoro-D-galactose is an effective modifier of cellular glycoconjugate in that its incorporation into certain cell surface components results in a modification of plasma membrane structure and function.","['Morin, M J', 'Porter, C W', 'Petrie, C R 3rd', 'Korytnyk, W', 'Bernacki, R J']","['Morin MJ', 'Porter CW', 'Petrie CR 3rd', 'Korytnyk W', 'Bernacki RJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['28RYY2IV3F (Fucose)', '4536-07-6 (6-deoxy-6-fluorogalactose)', 'EC 2.- (Transferases)', 'EC 2.4.99.- (Sialyltransferases)', 'EC 2.4.99.1 (beta-D-galactoside alpha 2-6-sialyltransferase)', 'X2RN3Q8DNE (Galactose)']",IM,"['Animals', 'Cells, Cultured', 'Fucose/*analogs & derivatives/pharmacology', 'Galactose/metabolism', 'Kinetics', 'Leukemia L1210/*enzymology', 'Mice', 'Sialyltransferases/*metabolism', 'Transferases/*metabolism']",1983/02/01 00:00,1983/02/01 00:01,['1983/02/01 00:00'],"['1983/02/01 00:00 [pubmed]', '1983/02/01 00:01 [medline]', '1983/02/01 00:00 [entrez]']","['0006-2952(83)90538-5 [pii]', '10.1016/0006-2952(83)90538-5 [doi]']",ppublish,Biochem Pharmacol. 1983 Feb 1;32(3):553-61. doi: 10.1016/0006-2952(83)90538-5.,"['CA-08793/CA/NCI NIH HHS/United States', 'CA-09072/CA/NCI NIH HHS/United States', 'CA-19814/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
6847702,NLM,MEDLINE,19830623,20190623,0006-2952 (Print) 0006-2952 (Linking),32,3,1983 Feb 1,Uptake and decomposition of chlorambucil by L5178Y lymphoblasts in vitro.,535-9,"The uptake of [14C]chlorambucil by L5178Y lymphoblasts was studied using thin-layer chromatography to identify the various radioactive components that enter or leave cells. Theoretical calculations predicted that entry of chlorambucil into cells by simple diffusion would be rapid and essentially complete in 45 sec or less. Uptake of intact chlorambucil was rapid, reaching a cell/medium ratio of approximately 1.5 in less than 15 sec at both 37 degrees and 4 degrees, consistent with a simple diffusion mechanism. In cells treated with [14C]chlorambucil for 60 min, the intracellular level of intact drug decreased with time, and this decay was attributed to hydrolysis and alkylation. The level of intact drug in the medium decreased at a similar rate resulting in a nearly constant cell/medium distribution ratio. Intact chlorambucil in the cells was found to be entirely ethanol- and trichloroacetic acid-soluble. Efflux of intact chlorambucil was very rapid and temperature-insensitive. These findings suggest that chlorambucil efflux, as well as influx, is by a simple diffusion mechanism. A derivative of chlorambucil was found in ethanol solutions of the drug. This derivative, which may be the ethyl ester of the drug, is highly concentrated in cells and may interfere with pharmacological investigations of chlorambucil.","['Begleiter, A', 'Goldenberg, G J']","['Begleiter A', 'Goldenberg GJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['18D0SL7309 (Chlorambucil)', '3K9958V90M (Ethanol)', '5V2JDO056X (Trichloroacetic Acid)']",IM,"['Alkylation', 'Animals', 'Cells, Cultured', 'Chlorambucil/*metabolism', 'Chromatography, Thin Layer', 'Ethanol/pharmacology', 'Hydrolysis', 'Leukemia L5178/*metabolism', 'Leukemia, Experimental/*metabolism', 'Lymphocytes/*metabolism', 'Mice', 'Time Factors', 'Trichloroacetic Acid/pharmacology']",1983/02/01 00:00,1983/02/01 00:01,['1983/02/01 00:00'],"['1983/02/01 00:00 [pubmed]', '1983/02/01 00:01 [medline]', '1983/02/01 00:00 [entrez]']","['0006-2952(83)90535-X [pii]', '10.1016/0006-2952(83)90535-x [doi]']",ppublish,Biochem Pharmacol. 1983 Feb 1;32(3):535-9. doi: 10.1016/0006-2952(83)90535-x.,,,,,,,,,,,,
