PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,CIN,RF,CON,GR,GS,TT,SI,PMC,EIN,RIN,OID,OAB,OABL,OTO,OT,GN,SFM,CN
8132552,NLM,MEDLINE,19940418,20210210,0021-9258 (Print) 0021-9258 (Linking),269,11,1994 Mar 18,Genomic footprinting and sequencing of human beta-globin locus. Tissue specificity and cell line artifact.,8287-95,"In order to gain further insights of the regulatory mechanisms of human beta-like globin gene switch during erythroid development, we have studied protein-DNA interaction in vivo at the human adult beta and fetal gamma globin promoters and their upstream enhancer, 5'HS-2, in purified human adult erythroblasts, in which the beta, but not gamma or epsilon, globin gene is actively transcribing. This genomic footprinting analysis of adult erythroblasts was carried out in conjunction with those of different non-erythroid human tissues, an embryonic/fetal erythroid cell line K562, and several non-erythroid human cell lines. Protein-DNA binding in the beta globin promoter, in particular at the two CACC promoter boxes and the CCAAT box, is detectable only in the adult erythroblasts. As expected, the gamma globin promoters were bound with specific nuclear factors in the expressing K562 cells, but not in non-erythroid tissues or cell lines. Relatively weak protein binding could also be detected in the vicinities of the two CCAAT boxes of the inactive gamma globin promoters in the adult erythroblasts. Although the patterns of nuclear factor-DNA interaction in vivo at the NF-E2/AP1, GATA-1, and GT-I motifs of 5'HS-2 enhancer in adult erythroblasts are similar to those in K562 cells, we have identified a previously undetected factor-binding motif of 5'HS-2 that is protected only in the adult erythroblasts. This motif is identical in sequence to the 3'-CACC box of the human beta globin promoter, and it is well conserved at the same location among all mammalian 5'HS-2 enhancers, suggesting an important regulatory role of this element in human beta globin gene transcription in adult erythroblasts. All of the above four motifs of 5'HS-2 are free of nuclear factor binding in non-erythroid tissues, but two of them, NF-E2/AP1 and GT-I, are bound with factors in some non-erythroid cell lines but not in others. The functional implications of these genomic footprinting data and the tissue-specific CpG methylation patterns of the beta-like globin promoters we obtained by genomic sequencing are discussed in terms of positive and negative regulation of the human beta-like globin switch during erythroid development.","['Reddy, P M', 'Stamatoyannopoulos, G', 'Papayannopoulou, T', 'Shen, C K']","['Reddy PM', 'Stamatoyannopoulos G', 'Papayannopoulou T', 'Shen CK']","['Section of Molecular and Cell Biology, University of California, Davis 95616.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Adult', 'Animals', '*Artifacts', 'Base Sequence', 'Cell Line', 'Conserved Sequence', 'DNA/genetics/*metabolism', 'DNA Primers', 'DNA-Binding Proteins/*metabolism', 'Enhancer Elements, Genetic', 'Erythroblasts/*metabolism', 'Erythroid-Specific DNA-Binding Factors', 'Fetus', 'GATA1 Transcription Factor', '*Genome, Human', 'Globins/biosynthesis/*genetics', 'HeLa Cells', 'Hominidae/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Mammals', 'Molecular Sequence Data', 'NF-E2 Transcription Factor', 'NF-E2 Transcription Factor, p45 Subunit', 'Organ Specificity', '*Promoter Regions, Genetic', '*Regulatory Sequences, Nucleic Acid', 'Transcription Factors/*metabolism', 'Tumor Cells, Cultured']",1994/03/18 00:00,1994/03/18 00:01,['1994/03/18 00:00'],"['1994/03/18 00:00 [pubmed]', '1994/03/18 00:01 [medline]', '1994/03/18 00:00 [entrez]']",['S0021-9258(17)37191-0 [pii]'],ppublish,J Biol Chem. 1994 Mar 18;269(11):8287-95.,"['0 (DNA Primers)', '0 (DNA-Binding Proteins)', '0 (Erythroid-Specific DNA-Binding Factors)', '0 (GATA1 Transcription Factor)', '0 (GATA1 protein, human)', '0 (NF-E2 Transcription Factor)', '0 (NF-E2 Transcription Factor, p45 Subunit)', '0 (NFE2 protein, human)', '0 (Transcription Factors)', '9004-22-2 (Globins)', '9007-49-2 (DNA)']",,,,"['DK 45365/DK/NIDDK NIH HHS/United States', 'DK29800/DK/NIDDK NIH HHS/United States', 'HL 20899/HL/NHLBI NIH HHS/United States']",,,,,,,,,,,,,,
8132497,NLM,MEDLINE,19940418,20210210,0021-9258 (Print) 0021-9258 (Linking),269,11,1994 Mar 18,Expression of the Duffy antigen in K562 cells. Evidence that it is the human erythrocyte chemokine receptor.,7835-8,"The human malarial parasite Plasmodium vivax invades erythrocytes by binding to a cell surface protein identified as the Duffy blood group antigen. The molecular properties of the Duffy antigen, which was recently cloned, are very similar to those of a chemokine binding protein known as the human erythrocyte chemokine receptor. This has led to the suggestion that these two molecules are the same protein. To further investigate the suspected double identity of the Duffy antigen we have transfected it into a human erythroleukemic cell line, K562. Cells stably expressing the Duffy antigen were isolated and used to characterize the protein. K562 cells transfected with the Duffy antigen displayed specific 125I-melanoma growth-stimulating activity (MGSA) binding while mock transfected cells did not. Comparison of 125I-MGSA binding to the Duffy antigen and the human erythrocyte chemokine receptor showed that the specific 125I-MGSA binding to both proteins was displaced by excess unlabeled MGSA, interleukin-8, RANTES, monocyte chemotactic peptide-1, and platelet factor 4, but not by macrophage inflammatory protein-1 alpha or -1 beta. Scatchard analysis of competition binding studies with these unlabeled chemokines revealed high affinity binding to the Duffy antigen with KD binding values of 24 +/- 4.9, 20 +/- 4.7, 41.9 +/- 12.8, and 33.9 +/- 7 nM for MGSA, interleukin-8, RANTES, and monocyte chemotactic peptide-1, respectively. A monoclonal antibody, Fy6, to the Duffy antigen inhibited 125I-MGSA binding to K562 cells expressing the Duffy antigen. Cell membranes from K562 cells permanently expressing the Duffy antigen were chemically cross-linked with 125I-MGSA. SDS-polyacrylamide gel electrophoresis analysis of the cross-linked products showed covalent incorporation of radiolabeled MGSA into a protein of molecular mass 47 kDa, and cross-linking was inhibited in the presence of unlabeled MGSA. These studies provide evidence that the Duffy blood group antigen is the same protein as the human erythrocyte chemokine receptor.","['Chaudhuri, A', 'Zbrzezna, V', 'Polyakova, J', 'Pogo, A O', 'Hesselgesser, J', 'Horuk, R']","['Chaudhuri A', 'Zbrzezna V', 'Polyakova J', 'Pogo AO', 'Hesselgesser J', 'Horuk R']","['New York Blood Center, New York 10021.']",['eng'],['Journal Article'],United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Amino Acid Sequence', 'Antibodies, Monoclonal/pharmacology', 'Cell Line', 'Chemokine CXCL1', '*Chemokines, CXC', 'Chemotactic Factors/*metabolism', 'Duffy Blood-Group System/biosynthesis/*metabolism', 'Erythrocytes/*metabolism', 'Growth Substances/*metabolism', 'Humans', '*Intercellular Signaling Peptides and Proteins', 'Kinetics', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Molecular Sequence Data', 'Neoplasm Proteins/metabolism', 'Plasmids', 'Receptors, Cytokine/biosynthesis/drug effects/*metabolism', 'Restriction Mapping', 'Transfection', 'Tumor Cells, Cultured']",1994/03/18 00:00,1994/03/18 00:01,['1994/03/18 00:00'],"['1994/03/18 00:00 [pubmed]', '1994/03/18 00:01 [medline]', '1994/03/18 00:00 [entrez]']",['S0021-9258(17)37123-5 [pii]'],ppublish,J Biol Chem. 1994 Mar 18;269(11):7835-8.,"['0 (Antibodies, Monoclonal)', '0 (CXCL1 protein, human)', '0 (Chemokine CXCL1)', '0 (Chemokines, CXC)', '0 (Chemotactic Factors)', '0 (Duffy Blood-Group System)', '0 (Growth Substances)', '0 (Intercellular Signaling Peptides and Proteins)', '0 (Neoplasm Proteins)', '0 (Receptors, Cytokine)', '0 (melanoma growth stimulating activity receptor)']",,,,,,,,,,,,,,,,,,
8132268,NLM,MEDLINE,19940419,20151119,0019-6061 (Print) 0019-6061 (Linking),30,6,1993 Jun,Diabetes mellitus and pancreatitis as a complication of L-asparaginase therapy.,809-10,,"['Charan, V D', 'Desai, N', 'Singh, A P', 'Choudhry, V P']","['Charan VD', 'Desai N', 'Singh AP', 'Choudhry VP']","['Department of Hematology, All India Institute of Medical Sciences, New Delhi.']",['eng'],"['Case Reports', 'Journal Article']",India,Indian Pediatr,Indian pediatrics,2985062R,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Asparaginase/*adverse effects/biosynthesis/economics', 'Child', 'Diabetes Mellitus/*chemically induced/drug therapy', 'Doxorubicin/administration & dosage', 'Drug Costs', 'Escherichia coli', 'Humans', 'Male', 'Pancreatitis/*chemically induced/drug therapy', 'Pectobacterium carotovorum', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Prednisolone/administration & dosage', 'Vincristine/administration & dosage']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",,ppublish,Indian Pediatr. 1993 Jun;30(6):809-10.,"['5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)']",,,,,,,,,,,,,,,,,,
8132223,NLM,MEDLINE,19940418,20181113,0019-2805 (Print) 0019-2805 (Linking),81,1,1994 Jan,TNF-alpha and IL-6 induce differentiation in the human basophilic leukaemia cell line KU812.,73-8,"The basophilic leukaemia cell line KU812 can be induced to differentiate into basophil-like cells in vitro when exposed to supernatant from the Mo T-cell line. KU812 cells express affinity receptors for IgE, produce histamine and tryptase and have the capacity for IgE-mediated histamine release. In this study we have examined the cytokines, produced by the Mo cell line, which are responsible for the observed differentiation-inducing effect in the KU812 cell line. It was shown that interleukin-6 (IL-6) and tumour necrosis factor-alpha (TNF-alpha) induced differentiation in the KU812 cells and that these cytokines were responsible for the differentiation-inducing effect of the Mo supernatant. Other cytokines tested, IL-1 beta, IL-2, IL-4, IL-5, IL-8, granulocyte-macrophage colony-stimulating factor (GM-CSF) and nerve growth factor (NGF) were without effect on the KU812 cells. KU812 was also shown to express receptors for both TNF-alpha and IL-6 after 3 days cultivation with conditioned media from the Mo T-cell line. Untreated cells showed no detectable levels of TNF-alpha or IL-6 receptors indicating induction of these receptors during differentiation. Spontaneous differentiation was shown to occur under serum-free conditions which may be the result of endogenous IL-6 production through an autocrine loop. The activity of TNF-alpha and IL-6 could be blocked by specific monoclonal antibodies (mAb) to the respective cytokine.","['Nilsson, G', 'Carlsson, M', 'Jones, I', 'Ahlstedt, S', 'Matsson, P', 'Nilsson, K']","['Nilsson G', 'Carlsson M', 'Jones I', 'Ahlstedt S', 'Matsson P', 'Nilsson K']","['Department of Pathology, University of Uppsala, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Immunology,Immunology,0374672,IM,"['Basophils/*cytology', 'Binding, Competitive', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Culture Media', 'Histamine/biosynthesis', 'Humans', 'Interleukin-6/analysis/*pharmacology', 'Leukemia, Basophilic, Acute/immunology', 'Receptors, Interleukin/analysis', 'Receptors, Interleukin-6', 'Receptors, Tumor Necrosis Factor/analysis', 'Recombinant Proteins/pharmacology', 'Tumor Cells, Cultured', 'Tumor Necrosis Factor-alpha/analysis/*pharmacology']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Immunology. 1994 Jan;81(1):73-8.,"['0 (Culture Media)', '0 (Interleukin-6)', '0 (Receptors, Interleukin)', '0 (Receptors, Interleukin-6)', '0 (Receptors, Tumor Necrosis Factor)', '0 (Recombinant Proteins)', '0 (Tumor Necrosis Factor-alpha)', '820484N8I3 (Histamine)']",,,,,,,,PMC1422293,,,,,,,,,,
8132222,NLM,MEDLINE,19940418,20181113,0019-2805 (Print) 0019-2805 (Linking),81,1,1994 Jan,Synergistic effect of IL-4 and TNF-alpha in the induction of monocytic differentiation of a mouse myeloid leukaemic cell line (WEHI-3B JCS).,65-72,"We have previously shown that non-cytotoxic concentrations (600-1200 U/ml) of recombinant mouse tumour necrosis factor-alpha (TNF-alpha) can induce differentiation of a subclone (JCS) of the WEHI-3B myelomonocytic leukaemia cell line into mature cells with the characteristics of macrophages. In the present study, the effects of recombinant mouse interleukin-4 (IL-4), either alone or in combination with mouse TNF-alpha, on the growth and differentiation of JCS cells were examined. IL-4 alone (20-5000 U/ml) inhibited the growth of JCS cells in a dose-dependent manner but did not induce cell differentiation. However, combinations of IL-4 and TNF-alpha acted in synergy to inhibit cell proliferation and induce monocytic differentiation of JCS cells, as shown by increased expression of the macrophage differentiation antigens (F4/80, Mac-1), stimulation of phagocytic activity, induction of non-specific esterase and NBT-reducing activities, increased plastic adherence and morphological criteria. Similar synergistic interactions were also shown by human TNF-alpha and mouse IL-4, indicating that TNF-alpha might exert its effects through the low-affinity (p55) TNF receptors. Moreover, the clonogenicity of JCS cells in vitro and their tumorigenicity in vivo were significantly reduced by combined TNF-alpha and IL-4 treatment. Our results indicate that TNF-alpha can act as a differential signal for JCS cells and that its effects are modulated by IL-4. Therefore, the combination of TNF-alpha and IL-4 may be useful in the treatment of some forms of myelomonocytic leukaemia.","['Leung, K N', 'Mak, N K', 'Fung, M C', 'Hapel, A J']","['Leung KN', 'Mak NK', 'Fung MC', 'Hapel AJ']","['Experimental Haematology Group, John Curtin School of Medical Research, Australian National University, Canberra.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Immunology,Immunology,0374672,IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Dose-Response Relationship, Drug', 'Drug Synergism', 'Female', 'Interleukin-4/*pharmacology', 'Leukemia, Myeloid/immunology/pathology', 'Mice', 'Mice, Inbred BALB C', 'Monocytes/*cytology', 'Neoplastic Stem Cells/drug effects', 'Tumor Cells, Cultured', 'Tumor Necrosis Factor-alpha/*pharmacology']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Immunology. 1994 Jan;81(1):65-72.,"['0 (Tumor Necrosis Factor-alpha)', '207137-56-2 (Interleukin-4)']",,,,,,,,PMC1422298,,,,,,,,,,
8132120,NLM,MEDLINE,19940418,20190816,0012-1622 (Print) 0012-1622 (Linking),36,1,1994 Jan,The environmental basis of the Down syndrome phenotype.,84-90,,"['Shapiro, B L']",['Shapiro BL'],"['University of Minnesota, Minneapolis 55455.']",['eng'],"['Journal Article', 'Review']",England,Dev Med Child Neurol,Developmental medicine and child neurology,0006761,IM,"['Child', 'Child Development/physiology', 'Down Syndrome/complications/*physiopathology', 'Evoked Potentials, Somatosensory/physiology', 'Habituation, Psychophysiologic/physiology', 'Humans', 'Phenotype', 'Ploidies', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/etiology', '*Social Environment', 'Twins, Monozygotic']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.1111/j.1469-8749.1994.tb11771.x [doi]'],ppublish,Dev Med Child Neurol. 1994 Jan;36(1):84-90. doi: 10.1111/j.1469-8749.1994.tb11771.x.,,,31,,,,,,,,,,,,,,,,
8132085,NLM,MEDLINE,19940418,20190706,0300-5127 (Print) 0300-5127 (Linking),21,4,1993 Nov,Unclear or nuclear: another role for the phosphatidylinositol cycle?,877-8,,"['Divecha, N', 'Banfic, H', 'Irvine, R F']","['Divecha N', 'Banfic H', 'Irvine RF']","['Department of Signalling and Development, AFRC Babraham Institute, Babraham, Cambridge, U.K.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Biochem Soc Trans,Biochemical Society transactions,7506897,IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'Cell Membrane/metabolism', 'Cell Nucleus/*metabolism', 'Insulin-Like Growth Factor I/pharmacology', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Phosphatidylinositols/*metabolism', 'Receptor Protein-Tyrosine Kinases/metabolism', 'Receptors, Cell Surface/metabolism', 'Tumor Cells, Cultured']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1042/bst0210877 [doi]'],ppublish,Biochem Soc Trans. 1993 Nov;21(4):877-8. doi: 10.1042/bst0210877.,"['0 (Phosphatidylinositols)', '0 (Receptors, Cell Surface)', '67763-96-6 (Insulin-Like Growth Factor I)', 'EC 2.7.10.1 (Receptor Protein-Tyrosine Kinases)']",,14,,['Wellcome Trust/United Kingdom'],,,,,,,,,,,,,,
8132058,NLM,MEDLINE,19940418,20190706,0300-5127 (Print) 0300-5127 (Linking),21,4,1993 Nov,Changes in the activities and cellular localisation of phospholipases in differentiating HL-60 cells.,491S,,"['Paul, A', 'Stewart, A', 'Harnett, M M', 'Wakelam, M J']","['Paul A', 'Stewart A', 'Harnett MM', 'Wakelam MJ']","['Department of Biochemistry, University of Glasgow.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Soc Trans,Biochemical Society transactions,7506897,IM,"['*Cell Differentiation/drug effects', 'Cell Line', 'Dimethyl Sulfoxide/*pharmacology', 'Humans', 'Kinetics', 'Leukemia, Promyelocytic, Acute', 'N-Formylmethionine Leucyl-Phenylalanine/*pharmacology', 'Phosphatidylinositol Diacylglycerol-Lyase', 'Phospholipase D/metabolism', 'Phospholipases/*metabolism', 'Phospholipases A/metabolism', 'Phosphoric Diester Hydrolases/metabolism', 'Subcellular Fractions/enzymology', 'Tumor Cells, Cultured']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1042/bst021491s [doi]'],ppublish,Biochem Soc Trans. 1993 Nov;21(4):491S. doi: 10.1042/bst021491s.,"['59880-97-6 (N-Formylmethionine Leucyl-Phenylalanine)', 'EC 3.1.- (Phospholipases)', 'EC 3.1.1.32 (Phospholipases A)', 'EC 3.1.4.- (Phosphoric Diester Hydrolases)', 'EC 3.1.4.4 (Phospholipase D)', 'EC 4.6.1.13 (Phosphatidylinositol Diacylglycerol-Lyase)', 'YOW8V9698H (Dimethyl Sulfoxide)']",,,,,,,,,,,,,,,,,,
8132053,NLM,MEDLINE,19940418,20190706,0300-5127 (Print) 0300-5127 (Linking),21,4,1993 Nov,Purine nucleotide content in leukocytes from patients with B-chronic lymphocytic leukemia.,486S,,"['Pagani, R', 'Carlucci, F', 'Consolmagno, E', 'Dispensa, E', 'Galieni, P', 'Leoncini, R', 'Pizzichini, M', 'Tabucchi, A']","['Pagani R', 'Carlucci F', 'Consolmagno E', 'Dispensa E', 'Galieni P', 'Leoncini R', 'Pizzichini M', 'Tabucchi A']","['Institute of Biochemistry and Enzymology, Ospedale Achille Sclavo, Italy.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Soc Trans,Biochemical Society transactions,7506897,IM,"['Adenine Nucleotides/blood', 'Guanine Nucleotides/blood', 'Humans', 'Inosine Monophosphate/blood', 'Leukemia, Lymphocytic, Chronic, B-Cell/*blood', 'Leukocytes/*metabolism', 'Leukocytes, Mononuclear/metabolism', 'NAD/blood', 'Neutrophils/metabolism', 'Purine Nucleotides/*blood/isolation & purification', 'Reference Values']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1042/bst021486s [doi]'],ppublish,Biochem Soc Trans. 1993 Nov;21(4):486S. doi: 10.1042/bst021486s.,"['0 (Adenine Nucleotides)', '0 (Guanine Nucleotides)', '0 (Purine Nucleotides)', '0U46U6E8UK (NAD)', '131-99-7 (Inosine Monophosphate)']",,,,,,,,,['Biochem Soc Trans 1994 Nov;22(4):1105'],,,,,,,,,
8132044,NLM,MEDLINE,19940418,20190706,0300-5127 (Print) 0300-5127 (Linking),21,4,1993 Nov,Determination of 5'-nucleotidase activity in healthy and leukemic lymphocytes.,477S,,"['Rosi, F', 'Agostinho, A B', 'Carlucci, F', 'Galieni, P', 'Leoncini, R', 'Pizzichini, M', 'Tabucchi, A', 'Pagani, R', 'Dispensa, E']","['Rosi F', 'Agostinho AB', 'Carlucci F', 'Galieni P', 'Leoncini R', 'Pizzichini M', 'Tabucchi A', 'Pagani R', 'Dispensa E']","['Istituto di Biochimica e di Enzimologia, Ospedale Achille Sclavo, Italia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Soc Trans,Biochemical Society transactions,7506897,IM,"[""5'-Nucleotidase/*metabolism"", 'Humans', 'In Vitro Techniques', 'Kinetics', 'Leukemia, Lymphocytic, Chronic, B-Cell/blood/*enzymology', 'Lymphocytes/*enzymology', 'Reference Values']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1042/bst021477s [doi]'],ppublish,Biochem Soc Trans. 1993 Nov;21(4):477S. doi: 10.1042/bst021477s.,"[""EC 3.1.3.5 (5'-Nucleotidase)""]",,,,,,,,,['Biochem Soc Trans 1994 Nov;22(4):1105'],,,,,,,,,
8131939,NLM,MEDLINE,19940418,20190706,0300-5127 (Print) 0300-5127 (Linking),21,4,1993 Nov,The intracellular distribution of inositol polyphosphates.,361S,,"['Stuart, J A', 'Anderson, K L', 'Kirk, C J', 'Michell, R H']","['Stuart JA', 'Anderson KL', 'Kirk CJ', 'Michell RH']","['School of Biochemistry, University of Birmingham, Edgbaston, U.K.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Soc Trans,Biochemical Society transactions,7506897,IM,"['Cell Line', 'Cell Membrane Permeability', 'Chelating Agents/pharmacology', 'Electroporation', 'Humans', 'Inositol Phosphates/*metabolism', 'Leukemia, Promyelocytic, Acute', 'Phytic Acid/metabolism', 'Tumor Cells, Cultured']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1042/bst021361s [doi]'],ppublish,Biochem Soc Trans. 1993 Nov;21(4):361S. doi: 10.1042/bst021361s.,"['0 (Chelating Agents)', '0 (Inositol Phosphates)', '25663-09-6 (inositol pentaphosphate)', '7IGF0S7R8I (Phytic Acid)']",,,,,,,,,,,,,,,,,,
8131851,NLM,MEDLINE,19940415,20201209,0014-5793 (Print) 0014-5793 (Linking),340,3,1994 Mar 7,"Identification of in vivo phosphorylation sites of SET, a nuclear phosphoprotein encoded by the translocation breakpoint in acute undifferentiated leukemia.",231-5,"SET, the translocation breakpoint-encoded protein in acute undifferentiated leukemia (AUL), is identified as a 39-kDa phosphoprotein found predominantly in the cell nuclei [1994, J. Biol. Chem. 269, 2258-2262]. SET is fused to a putative oncoprotein, CAN, in AUL and is thought to regulate the transformation potential of SET-CAN by its nuclear localization and phosphorylation. We investigated in detail the in vivo phosphorylation of SET. Phosphorylation of SET occurred in all human cell lines examined in vivo, primarily on serine residues. Endoproteinase Glu-C digestion of phosphorylated SET yielded two phosphopeptides. By radiosequencing, we identified the in vivo phosphorylation sites of SET as Ser9 and Ser24. The surrounding sequences of Ser9 and Ser24 contained an apparent consensus site sequence for protein kinase C.","['Adachi, Y', 'Pavlakis, G N', 'Copeland, T D']","['Adachi Y', 'Pavlakis GN', 'Copeland TD']","['Human Retrovirus Section, National Cancer Institute-Frederick Cancer Research and Development Center, MD 21702-1201.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,FEBS Lett,FEBS letters,0155157,IM,"['Acute Disease', 'Amino Acid Sequence', 'Amino Acids/analysis', 'Animals', 'Cell Line', 'Chromosomal Proteins, Non-Histone', 'Chromosomes, Human, Pair 6', 'Chromosomes, Human, Pair 9', 'DNA-Binding Proteins', 'Histone Chaperones', 'Humans', 'Leukemia/genetics/*metabolism', 'Molecular Sequence Data', 'Nuclear Proteins/*metabolism', 'Phosphoproteins/*metabolism', 'Phosphorylation', 'Proteins/*metabolism', 'Transcription Factors', '*Translocation, Genetic']",1994/03/07 00:00,1994/03/07 00:01,['1994/03/07 00:00'],"['1994/03/07 00:00 [pubmed]', '1994/03/07 00:01 [medline]', '1994/03/07 00:00 [entrez]']",['10.1016/0014-5793(94)80144-4 [doi]'],ppublish,FEBS Lett. 1994 Mar 7;340(3):231-5. doi: 10.1016/0014-5793(94)80144-4.,"['0 (Amino Acids)', '0 (Chromosomal Proteins, Non-Histone)', '0 (DNA-Binding Proteins)', '0 (Histone Chaperones)', '0 (Nuclear Proteins)', '0 (Phosphoproteins)', '0 (Proteins)', '0 (SET protein, human)', '0 (Transcription Factors)']",,,,['N01-CO-74101/CO/NCI NIH HHS/United States'],,,,,,,,,,,,,,
