PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,CON,GR,PMC,CI,CIN,RF,MID,CN,SI,DA,DRDT,CTDT,PB,BTI,OTO,OT,CDAT,GN,EIN,IR,FIR,RPI,FED,ED,UIN,OID,RIN,ROF,COIS,RPF
20587411,NLM,MEDLINE,20101215,20100827,1468-6244 (Electronic) 0022-2593 (Linking),47,9,2010 Sep,Multiple cutaneous squamous cell carcinomas in a patient with interferon gamma receptor 2 (IFN gamma R2) deficiency.,631-4,10.1136/jmg.2009.072108 [doi],"Disseminated squamous cell carcinoma (SCC) of the skin is exceedingly rare in children. SCC occurs after immunodeficiency from immunosuppression in organ transplant recipients or patients with HIV infection or leukaemia, but has not been reported in primary immunodeficiencies other than epidermodysplasia verruciformis. Interferon gamma receptor 2 (IFN gamma R2) deficiency is an exceedingly rare primary immunodeficiency, conferring almost selective predisposition to mycobacterial diseases. A disseminated, cutaneous SCC is described that occurred in a patient homozygous for a novel frameshift deletion at positions 949 and 950 (949delTG) in the IFNGR2 gene. The patient first presented at 1 year of age with disseminated Mycobacterium avium infection, with later infections of atypical mycobacteria (Mycobacterium fortuitum and Mycobacterium porcium). At 17 years of age, the patient developed multifocal SCC lesions on the face and both hands. Histopathological examination revealed well differentiated SCC. Despite local tumour excision, multiple lesions occurred and a large SCC on the right arm required amputation. The patient died at 20 years of age of disseminated SCC. Inherited disorders of IFN gamma mediated immunity may predispose patients to SCC.","['Toyoda, Hidemi', 'Ido, Masaru', 'Nakanishi, Kyoichi', 'Nakano, Takashi', 'Kamiya, Hitoshi', 'Matsumine, Akihiko', 'Uchida, Atsumasa', 'Mizutani, Hitoshi', 'de Beaucoudrey, Ludovic', 'Vogt, Guillaume', 'Boisson-Dupuis, Stephanie', 'Bustamante, Jacinta', 'Casanova, Jean-Laurent', 'Komada, Yoshihiro']","['Toyoda H', 'Ido M', 'Nakanishi K', 'Nakano T', 'Kamiya H', 'Matsumine A', 'Uchida A', 'Mizutani H', 'de Beaucoudrey L', 'Vogt G', 'Boisson-Dupuis S', 'Bustamante J', 'Casanova JL', 'Komada Y']","['Department of Pediatrics, Mie University, 2-174 Edobashi, Tsu 514-8507, Japan. htoyoda@clin.medic.mie-u.ac.jp']",['eng'],"['Case Reports', 'Journal Article']",20100628,England,J Med Genet,Journal of medical genetics,2985087R,"['0 (IFNGR2 protein, human)', '0 (Receptors, Interferon)']",IM,"['Adolescent', 'Amino Acid Sequence', 'Base Sequence', 'Carcinoma, Squamous Cell/*metabolism/pathology', 'Child', 'Child, Preschool', 'DNA Mutational Analysis', 'Genotype', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Molecular Sequence Data', 'Receptors, Interferon/chemistry/*deficiency/genetics', 'Skin Neoplasms/*metabolism/pathology', 'Staining and Labeling']",2010/07/01 06:00,2010/12/16 06:00,['2010/07/01 06:00'],"['2010/07/01 06:00 [entrez]', '2010/07/01 06:00 [pubmed]', '2010/12/16 06:00 [medline]']","['jmg.2009.072108 [pii]', '10.1136/jmg.2009.072108 [doi]']",ppublish,J Med Genet. 2010 Sep;47(9):631-4. doi: 10.1136/jmg.2009.072108. Epub 2010 Jun 28.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20587045,NLM,MEDLINE,20101014,20211020,1476-072X (Electronic) 1476-072X (Linking),9,,2010 Jun 29,A modified version of Moran's I.,33,10.1186/1476-072X-9-33 [doi],"BACKGROUND: Investigation of global clustering patterns across regions is very important in spatial data analysis. Moran's I is a widely used spatial statistic for detecting global spatial patterns such as an east-west trend or an unusually large cluster. Here, we intend to improve Moran's I for evaluating global clustering patterns by including the weight function in the variance, introducing a population density (PD) weight function in the statistics, and conducting Monte Carlo simulation for testing. We compare our modified Moran's I with Oden's I*pop for simulated data with homogeneous populations. The proposed method is applied to a census tract data set. METHODS: We present a modified version of Moran's I which includes information about the strength of the neighboring association when estimating the variance for the statistic. We provide a power analysis on Moran's I, a modified version of Moran's I, and I*pop in a simulation study. Data were simulated under two common spatial correlation scenarios of local and global clustering. RESULTS: For simulated data with a large cluster pattern, the modified Moran's I has the highest power (43.4%) compared to Moran's I (39.9%) and I*pop (12.4%) when the adjacent weight function is used with 5%, 10%, 15%, 20%, or 30% of the total population as the geographic range for the cluster.For two global clustering patterns, the modified Moran's I (power > 25.3%) performed better than both Moran's I (> 24.6%) and I*pop (> 7.9%) with the adjacent weight function. With the population density weight function, all methods performed equally well.In the real data example, all statistics indicate the existence of a global clustering pattern in a leukemia data set. The modified Moran's I has the lowest p-value (.0014) followed by Moran's I (.0156) and I*pop (.011). CONCLUSIONS: Our power analysis and simulation study show that the modified Moran's I achieved higher power than Moran's I and I*pop for evaluating global and local clustering patterns on geographic data with homogeneous populations. The inclusion of the PD weight function which in turn redefines the neighbors seems to have a large impact on the power of detecting global clustering patterns. Our methods to improve the original version of Moran's I for homogeneous populations can also be extended to some alternative versions of Moran's I methods developed for heterogeneous populations.","['Jackson, Monica C', 'Huang, Lan', 'Xie, Qian', 'Tiwari, Ram C']","['Jackson MC', 'Huang L', 'Xie Q', 'Tiwari RC']","['Department of Mathematics and Statistics, 4400 Massachusetts Ave NW, American University, Washington, DC 20016, USA. monica@american.edu']",['eng'],"['Comparative Study', 'Journal Article']",20100629,England,Int J Health Geogr,International journal of health geographics,101152198,,IM,"['Data Interpretation, Statistical', 'Humans', 'Leukemia/*epidemiology', 'Models, Statistical', '*Monte Carlo Method', 'New York City/epidemiology', 'Sensitivity and Specificity', '*Space-Time Clustering']",2010/07/01 06:00,2010/10/15 06:00,['2010/07/01 06:00'],"['2010/02/03 00:00 [received]', '2010/06/29 00:00 [accepted]', '2010/07/01 06:00 [entrez]', '2010/07/01 06:00 [pubmed]', '2010/10/15 06:00 [medline]']","['1476-072X-9-33 [pii]', '10.1186/1476-072X-9-33 [doi]']",epublish,Int J Health Geogr. 2010 Jun 29;9:33. doi: 10.1186/1476-072X-9-33.,,,,PMC2903534,,,,,,,,,,,,,,,,,,,,,,,,,,,
20587003,NLM,PubMed-not-MEDLINE,20110714,20211020,1756-994X (Electronic) 1756-994X (Linking),2,6,2010 Jun 29,Clinical proteomics of myeloid leukemia.,41,10.1186/gm162 [doi],"Myeloid leukemias are a heterogeneous group of diseases originating from bone marrow myeloid progenitor cells. Patients with myeloid leukemias can achieve long-term survival through targeted therapy, cure after intensive chemotherapy or short-term survival because of highly chemoresistant disease. Therefore, despite the development of advanced molecular diagnostics, there is an unmet need for efficient therapy that reflects the advanced diagnostics. Although the molecular design of therapeutic agents is aimed at interacting with specific proteins identified through molecular diagnostics, the majority of therapeutic agents act on multiple protein targets. Ongoing studies on the leukemic cell proteome will probably identify a large number of new biomarkers, and the prediction of response to therapy through these markers is an interesting avenue for future personalized medicine. Mass spectrometric protein detection is a fundamental technique in clinical proteomics, and selected tools are presented, including stable isotope labeling with amino acids in cell culture (SILAC), isobaric tags for relative and absolute quantification (iTRAQ) and multiple reaction monitoring (MRM), as well as single cell determination. We suggest that protein analysis will play not only a supplementary, but also a prominent role in future molecular diagnostics, and we outline how accurate knowledge of the molecular therapeutic targets can be used to monitor therapy response.","['Hjelle, Sigrun M', 'Forthun, Rakel B', 'Haaland, Ingvild', 'Reikvam, Hakon', 'Sjoholt, Gry', 'Bruserud, Oystein', 'Gjertsen, Bjorn T']","['Hjelle SM', 'Forthun RB', 'Haaland I', 'Reikvam H', 'Sjoholt G', 'Bruserud O', 'Gjertsen BT']","['Institute of Medicine, Hematology Section, University of Bergen, Haukeland University Hospital, N-5021 Bergen, Norway. Sigrun.Hjelle@med.uib.no.']",['eng'],['Journal Article'],20100629,England,Genome Med,Genome medicine,101475844,,,,2010/07/01 06:00,2010/07/01 06:01,['2010/07/01 06:00'],"['2010/07/01 06:00 [entrez]', '2010/07/01 06:00 [pubmed]', '2010/07/01 06:01 [medline]']","['gm162 [pii]', '10.1186/gm162 [doi]']",epublish,Genome Med. 2010 Jun 29;2(6):41. doi: 10.1186/gm162.,,,,PMC2905101,,,,,,,,,,,,,,,,,,,,,,,,,,,
20586990,NLM,MEDLINE,20100810,20151119,1524-4733 (Electronic) 1098-3015 (Linking),12 Suppl 3,,2009 Nov-Dec,Cost-effectiveness study comparing imatinib with interferon-alpha for patients with newly diagnosed chronic-phase (CP) chronic myeloid leukemia (CML) from the Chinese public health-care system perspective (CPHSP).,S85-8,10.1111/j.1524-4733.2009.00635.x [doi],"OBJECTIVE: Imatinib, a breakthrough oral molecular-targeted therapy, has demonstrated durable responses and significant survival advantage compared with interferon-based treatment. This study compares imatinib with interferon in newly diagnosed chronic-phase chronic myeloid leukemia (CML-CP) patients from the Chinese public health-care system perspective (CPHSP). METHODS: One-year cost responder and lifetime cost-utility analyses were conducted, respectively. Complete cytogenetic response was used to define a responder. Direct medical costs were included. Response rates as well as survival estimates were obtained from published literature. RESULTS: The cost per responder for interferon was close to 20 times higher than that for imatinib. The cost per additional responder was RMB36,545. The incremental cost-effectiveness ratio (ICER) comparing imatinib with interferon was RMB73,674 (95% confidence interval RMB67,712-RMB79,637) per quality-adjusted life-year. CONCLUSION: In newly diagnosed CML-CP, the cost per responder for patients treated with imatinib is much lower than that for patients treated with interferon. In the cost-utility analysis, the ICER is below the cost-effectiveness threshold recommended by the World Health Organization for developing countries. Therefore, imatinib is more cost-effective than interferon from the CPHSP.","['Chen, Zi', 'Wang, Chun', 'Xu, Xiaoping', 'Feng, Weiwei']","['Chen Z', 'Wang C', 'Xu X', 'Feng W']","['Shanghai Fudan University Affiliated Huashan Hospital, Shanghai, China.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Value Health,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research,100883818,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Interferon Type I)', '0 (Piperazines)', '0 (Pyrimidines)', '0 (Recombinant Proteins)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Antineoplastic Agents/*economics/therapeutic use', 'Benzamides', 'China', 'Cost-Benefit Analysis', 'Humans', 'Imatinib Mesylate', 'Interferon Type I/*economics/therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/*economics', 'National Health Programs', 'Piperazines/*economics/therapeutic use', 'Pyrimidines/*economics/therapeutic use', 'Quality-Adjusted Life Years', 'Recombinant Proteins']",2010/07/10 06:00,2010/08/11 06:00,['2010/07/01 06:00'],"['2010/07/01 06:00 [entrez]', '2010/07/10 06:00 [pubmed]', '2010/08/11 06:00 [medline]']","['VHE635 [pii]', '10.1111/j.1524-4733.2009.00635.x [doi]']",ppublish,Value Health. 2009 Nov-Dec;12 Suppl 3:S85-8. doi: 10.1111/j.1524-4733.2009.00635.x.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20586634,NLM,MEDLINE,20100720,20210527,1543-2165 (Electronic) 0003-9985 (Linking),134,7,2010 Jul,"The concentration of CD44 is increased in hematopoietic stem cell grafts of patients with acute myeloid leukemia, plasma cell myeloma, and non-Hodgkin lymphoma.",1033-8,10.1043/2009-0347-OA.1 [doi],"CONTEXT: In autologous hematopoietic stem cell transplantation (autoHSCT), malignant cells remaining in the graft may re-engraft leading to relapse of the original disease. CD44 is known to play a role in the engraftment of leukemia-initiating cells and is shed from the surface of malignant cells. Soluble CD44 is a cleaved fragment, which is found in the serum of patients with metastasized epithelial and hematologic malignancies and in some other cancers, and has been demonstrated to be correlated with clinical outcome. OBJECTIVES: To investigate (1) a possible correlation between the concentration of CD44 in an autoHSCT graft and the type of hematologic malignancy and (2) a possible correlation between the concentration of CD44 in the autoHSCT graft with clinical outcome after autoHSCT. DESIGN: We measured CD44 in 157 hematopoietic stem cell grafts from patients with hematologic malignancies and from 43 healthy donors by enzyme-linked immunosorbent assay. RESULTS: Levels of CD44 were almost 2-fold higher in the patients' grafts. Highest levels were found in the grafts of patients with acute myeloid leukemia, diffuse large B-cell lymphoma, and plasma cell myeloma, congruent with known CD44 expression levels in these malignancies. The survival advantage among patients with CD44 levels less than 22 000 ng/mL was highly statistically significant. CONCLUSION: These results show that CD44 levels in an autoHSCT graft may be linked to clinical outcome after autoHSCT.","['Krause, Daniela S', 'Spitzer, Thomas R', 'Stowell, Christopher P']","['Krause DS', 'Spitzer TR', 'Stowell CP']","['Department of Pathology, Blood Transfusion Service, Massachusetts General Hospital, 55 Fruit St., Boston, MA 02114, USA.']",['eng'],"['Comparative Study', 'Journal Article']",,United States,Arch Pathol Lab Med,Archives of pathology & laboratory medicine,7607091,"['0 (CD44 protein, human)', '0 (Hyaluronan Receptors)']",IM,"['Adolescent', 'Adult', 'Aged', 'Blood Donors', 'Enzyme-Linked Immunosorbent Assay', 'Female', '*Hematopoietic Stem Cell Transplantation', 'Hematopoietic Stem Cells/*immunology', 'Humans', 'Hyaluronan Receptors/*metabolism', 'Leukemia, Myeloid, Acute/immunology/mortality/*surgery', 'Lymphoma, Non-Hodgkin/immunology/mortality/*surgery', 'Male', 'Middle Aged', 'Multiple Myeloma/immunology/mortality/*surgery', 'Osmolar Concentration', 'Solubility', 'Survival Rate', 'Transplantation, Autologous', 'Young Adult']",2010/07/01 06:00,2010/07/21 06:00,['2010/07/01 06:00'],"['2010/07/01 06:00 [entrez]', '2010/07/01 06:00 [pubmed]', '2010/07/21 06:00 [medline]']","['10.1043/2009-0347-OA.1 [pii]', '10.5858/2009-0347-OA.1 [doi]']",ppublish,Arch Pathol Lab Med. 2010 Jul;134(7):1033-8. doi: 10.5858/2009-0347-OA.1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20586629,NLM,MEDLINE,20100720,20210527,1543-2165 (Electronic) 0003-9985 (Linking),134,7,2010 Jul,Myelodysplastic syndromes arising in patients with germline TP53 mutation and Li-Fraumeni syndrome.,1010-5,10.1043/2009-0015-OA.1 [doi],"CONTEXT: Li-Fraumeni syndrome (LFS), characterized by predisposition to early onset of a variety of malignancies, is usually associated with germline mutation of the tumor-suppressor gene, TP53. Mutation carriers are at increased risk of multiple primary tumors, many of which arise in previous radiation-therapy sites. In patients with LFS, acute myeloid leukemia is uncommon and myelodysplastic syndrome (MDS) is rare. OBJECTIVE: To evaluate the morphologic, cytogenetic, and molecular diagnostic findings of 3 unique cases of MDS arising in patients with germline TP53 mutation, 2 with classic LFS. DESIGN: We searched the Li-Fraumeni Syndrome Registry in the Department of Genetics at the University of Texas M. D. Anderson Cancer Center (Houston, Texas) and identified 3 patients with documented germline TP53 mutations or LFS who had developed MDS during a period of 6 years (2000-2005). The clinical, cytogenetic, and molecular diagnostic data and bone marrow aspirate smears and biopsies on all patients were reviewed. Immunohistochemical staining with antibody to p53 was also performed. RESULTS: Two patients met the criteria for classic LFS; one had no history of malignancy in first-degree relatives. The MDS followed chemotherapy and radiation therapy and progressed to acute myeloid leukemia in 2 patients. Cytogenetic analysis demonstrated chromosome 5 abnormalities in a complex karyotype in all cases. Two patients died, one of acute myeloid leukemia and one with glioblastoma multiforme, MDS, and persistent pancytopenia. CONCLUSIONS: Patients with LFS may develop MDS, which is most likely therapy-related and is associated with cytogenetic markers of poor prognosis.","['Talwalkar, Sameer S', 'Yin, C Cameron', 'Naeem, Rizwan C', 'Hicks, M John', 'Strong, Louise C', 'Abruzzo, Lynne V']","['Talwalkar SS', 'Yin CC', 'Naeem RC', 'Hicks MJ', 'Strong LC', 'Abruzzo LV']","['Department of Hematopathology,University of Texas M. D. Anderson Cancer Center, 1515 Holcombe Blvd., Houston, TX 77030, USA.']",['eng'],"['Case Reports', 'Journal Article']",,United States,Arch Pathol Lab Med,Archives of pathology & laboratory medicine,7607091,,IM,"['Child', 'Chromosome Aberrations', 'Chromosomes, Human, Pair 5', 'Cytogenetic Analysis', 'Fatal Outcome', 'Female', '*Genes, p53', '*Germ-Line Mutation', 'Glioblastoma/complications', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Myeloid, Acute/etiology', 'Li-Fraumeni Syndrome/*complications/*genetics', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*complications/*genetics', 'Pancytopenia/complications']",2010/07/01 06:00,2010/07/21 06:00,['2010/07/01 06:00'],"['2010/07/01 06:00 [entrez]', '2010/07/01 06:00 [pubmed]', '2010/07/21 06:00 [medline]']","['10.1043/2009-0015-OA.1 [pii]', '10.5858/2009-0015-OA.1 [doi]']",ppublish,Arch Pathol Lab Med. 2010 Jul;134(7):1010-5. doi: 10.5858/2009-0015-OA.1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20586611,NLM,MEDLINE,20110331,20191210,1937-3392 (Electronic) 1937-3384 (Linking),16,6,2010 Dec,Ectopic human mesenchymal stem cell-coated scaffolds in NOD/SCID mice: an in vivo model of the leukemia niche.,1523-31,10.1089/ten.tec.2010.0179 [doi],"Human mesenchymal stem cells form the supportive structure in which the functional cells of a differentiated tissue reside. We describe the creation of ectopic niches within polyurethane scaffolds coated with human mesenchymal stem cells. When implanted subcutaneously in NOD/SCID mice, these niches supported engraftment of primary human acute myeloid leukemia cells. The scaffolds showed vascularization and presence of osteoclasts and adipocytes, suggestive of an organizing human bone marrow microenvironment in the murine host. The chemokine stromal-derived factor-1 (SDF-1 or CXCL12) and its receptor CXCR4 are critical for homing and migration of acute myeloid leukemia. We found that a CXCR4 antagonist could disrupt homing to the ectopic niches, possibly by modulation of the mesenchymal stroma. We believe that these scaffold niches provide a new and powerful tool to study the leukemia stem cell microenvironment and may be useful for identification of novel drug targets.","['Vaiselbuh, Sarah R', 'Edelman, Morris', 'Lipton, Jeffrey M', 'Liu, Johnson M']","['Vaiselbuh SR', 'Edelman M', 'Lipton JM', 'Liu JM']","[""Department of Pediatric Hemato/Oncology, Cohen Children's Medical Center, New Hyde Park, New York, USA. smeeus@nshs.edu""]",['eng'],"['Evaluation Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",20100629,United States,Tissue Eng Part C Methods,"Tissue engineering. Part C, Methods",101466663,"['0 (Coated Materials, Biocompatible)']",IM,"['Animals', 'Cells, Cultured', 'Choristoma/*pathology', 'Coated Materials, Biocompatible/chemistry/pharmacology', 'Disease Models, Animal', 'Humans', 'Leukemia/*pathology', 'Mesenchymal Stem Cell Transplantation', 'Mesenchymal Stem Cells/*cytology', 'Mice', 'Mice, Inbred NOD', 'Mice, SCID', 'Neoplastic Stem Cells/cytology/pathology', 'Stem Cell Niche/cytology/*pathology', '*Tissue Scaffolds/chemistry', 'Transplantation, Heterologous', 'Tumor Microenvironment/physiology']",2010/07/01 06:00,2011/04/01 06:00,['2010/07/01 06:00'],"['2010/07/01 06:00 [entrez]', '2010/07/01 06:00 [pubmed]', '2011/04/01 06:00 [medline]']",['10.1089/ten.tec.2010.0179 [doi]'],ppublish,Tissue Eng Part C Methods. 2010 Dec;16(6):1523-31. doi: 10.1089/ten.tec.2010.0179. Epub 2010 Jun 29.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20585927,NLM,MEDLINE,20101108,20211020,1867-108X (Electronic) 1867-1071 (Linking),28,5,2010 Jun,Zygomycotic invasion of the central nervous system.,376-80,10.1007/s11604-010-0435-z [doi],"Zygomycosis is an opportunistic fungal infection that affects the central nervous system (CNS). In this report, we present three cases of zygomycosis with CNS involvement. In two patients zygomycosis developed after neurosurgery, and in the third patient zygomycosis developed after bone marrow transplantation for leukemia. All patients developed persistent fever and neurological deficits. They presented with progressive cerebral infarction accompanied by hemorrhage. Intraoperative findings and histopathological examinations revealed that zygomycotic hyphae caused mycotic aneurysm, vasculitis, and venous occlusion.","['Sasaki, Tomoaki', 'Mineta, Masayuki', 'Kobayashi, Keigo', 'Ando, Masakatsu', 'Obata, Masahiko']","['Sasaki T', 'Mineta M', 'Kobayashi K', 'Ando M', 'Obata M']","['Department of Radiology, Asahikawa Red Cross Hospital, Akebono, Asahikawa, Japan. tomoaki3est@gmail.com']",['eng'],"['Case Reports', 'Journal Article']",20100630,Japan,Jpn J Radiol,Japanese journal of radiology,101490689,,IM,"['Adult', 'Aged', 'Bone Marrow Transplantation', 'Brain Diseases/diagnostic imaging/*etiology', 'Cerebral Infarction/etiology', 'Female', 'Humans', 'Middle Aged', 'Neurosurgical Procedures', 'Opportunistic Infections', 'Postoperative Complications', 'Radiography', 'Zygomycosis/diagnostic imaging/*etiology']",2010/06/30 06:00,2010/11/09 06:00,['2010/06/30 06:00'],"['2009/09/29 00:00 [received]', '2010/03/03 00:00 [accepted]', '2010/06/30 06:00 [entrez]', '2010/06/30 06:00 [pubmed]', '2010/11/09 06:00 [medline]']",['10.1007/s11604-010-0435-z [doi]'],ppublish,Jpn J Radiol. 2010 Jun;28(5):376-80. doi: 10.1007/s11604-010-0435-z. Epub 2010 Jun 30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20585286,NLM,MEDLINE,20100727,20191210,1523-2859 (Electronic) 0025-732X (Linking),52,1341,2010 Jun 28,Ofatumumab (Arzerra) for CLL.,51-2,,,,,,['eng'],"['Journal Article', 'Review']",,United States,Med Lett Drugs Ther,The Medical letter on drugs and therapeutics,2985240R,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Humanized)', '0 (Antigens, CD20)', '0 (Antineoplastic Agents)', 'M95KG522R0 (ofatumumab)']",IM,"['Animals', 'Antibodies, Monoclonal/adverse effects/immunology/*therapeutic use', 'Antibodies, Monoclonal, Humanized', '*Antigens, CD20/immunology', 'Antineoplastic Agents/adverse effects/*therapeutic use', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/immunology', 'Opportunistic Infections/chemically induced/immunology']",2010/06/30 06:00,2010/07/28 06:00,['2010/06/30 06:00'],"['2010/06/30 06:00 [entrez]', '2010/06/30 06:00 [pubmed]', '2010/07/28 06:00 [medline]']",,ppublish,Med Lett Drugs Ther. 2010 Jun 28;52(1341):51-2.,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
20585095,NLM,MEDLINE,20101018,20210103,1527-7755 (Electronic) 0732-183X (Linking),28,27,2010 Sep 20,Meta-analysis on the use of zidovudine and interferon-alfa in adult T-cell leukemia/lymphoma showing improved survival in the leukemic subtypes.,4177-83,10.1200/JCO.2010.28.0669 [doi],"PURPOSE: Human T-cell lymphotropic virus type-I-associated adult T-cell leukemia/lymphoma (ATL) is an aggressive, chemotherapy-resistant malignancy. Multiple small studies using zidovudine (AZT) and interferon-alfa (IFN-alpha) have shown response in patients with ATL. However, the impact of this innovative antiviral treatment strategy on long-term survival remains undetermined. PATIENTS AND METHODS: We report a meta-analysis of antiviral therapy of ATL. Medical records of 254 patients with ATL who were treated in the United States, the United Kingdom, Martinique, and continental France were individually reviewed. RESULTS: According to Shimoyama classification, there were 116 patients with acute ATL, 18 patients with chronic ATL, 11 patients with smoldering ATL, and 100 patients with ATL lymphoma. In 231 patients with available survival data, first-line therapy was recorded in 207 patients. Five-year overall survival rates were 46% for 75 patients who received first-line antiviral therapy (P = .004), 20% for 77 patients who received first-line chemotherapy, and 12% for 55 patients who received first-line chemotherapy followed by antiviral therapy. Patients with acute, chronic, and smoldering ATL significantly benefited from first-line antiviral therapy, whereas patients with ATL lymphoma experienced a better outcome with chemotherapy. In acute ATL, achievement of complete remission with antiviral therapy resulted in 82% 5-year survival. Antiviral therapy in chronic and smoldering ATL resulted in 100% 5-year survival. Multivariate analysis confirmed that first-line antiviral therapy significantly improves overall survival of patients with ATL (hazard ratio, 0.47; 95% CI, 0.27 to 0.83; P = .021). CONCLUSION: These results confirm the high efficacy of AZT and IFN, which should now be considered the gold standard first-line therapy in leukemic subtypes of ATL.","['Bazarbachi, Ali', 'Plumelle, Yves', 'Carlos Ramos, Juan', 'Tortevoye, Patricia', 'Otrock, Zaher', 'Taylor, Graham', 'Gessain, Antoine', 'Harrington, William', 'Panelatti, Gerard', 'Hermine, Olivier']","['Bazarbachi A', 'Plumelle Y', 'Carlos Ramos J', 'Tortevoye P', 'Otrock Z', 'Taylor G', 'Gessain A', 'Harrington W', 'Panelatti G', 'Hermine O']","['American University of Beirut, Beirut, Lebanon.']",['eng'],"['Journal Article', 'Meta-Analysis', 'Multicenter Study']",20100628,United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,"['0 (Antiviral Agents)', '0 (Interferon-alpha)', '4B9XT59T7S (Zidovudine)']",IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Antiviral Agents/administration & dosage', 'Chi-Square Distribution', 'Female', 'Humans', 'Interferon-alpha/administration & dosage', 'Kaplan-Meier Estimate', 'Leukemia-Lymphoma, Adult T-Cell/*drug therapy/mortality/pathology/virology', 'Male', 'Martinique', 'Middle Aged', 'Proportional Hazards Models', 'Retrospective Studies', 'Risk Assessment', 'Risk Factors', '*Survivors/statistics & numerical data', 'Time Factors', 'Treatment Outcome', 'United Kingdom', 'United States', 'Young Adult', 'Zidovudine/administration & dosage']",2010/06/30 06:00,2010/10/19 06:00,['2010/06/30 06:00'],"['2010/06/30 06:00 [entrez]', '2010/06/30 06:00 [pubmed]', '2010/10/19 06:00 [medline]']","['JCO.2010.28.0669 [pii]', '10.1200/JCO.2010.28.0669 [doi]']",ppublish,J Clin Oncol. 2010 Sep 20;28(27):4177-83. doi: 10.1200/JCO.2010.28.0669. Epub 2010 Jun 28.,,,,,,['J Clin Oncol. 2010 Dec 20;28(36):e765; author reply e766. PMID: 20921454'],,,,,,,,,,,,,,,,,,,,,,,,,
20585084,NLM,MEDLINE,20101102,20100930,1527-7755 (Electronic) 0732-183X (Linking),28,28,2010 Oct 1,Prolonged stability of progressive multifocal leukoencephalopathy in a patient with chronic lymphocytic leukemia.,e503-6,10.1200/JCO.2009.26.8078 [doi],,"['Zhang, Meng', 'Li, Fumin', 'Rasper, Michael', 'Saad, Ali G', 'Kesari, Santosh']","['Zhang M', 'Li F', 'Rasper M', 'Saad AG', 'Kesari S']","['Daping Hospital, Third Military Medical University, Chongqing, China.']",['eng'],"['Case Reports', 'Journal Article']",20100628,United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,,IM,"['Aged', 'Biopsy', 'Diagnosis, Differential', 'Disease Progression', 'Handwriting', 'Humans', 'Immunocompromised Host', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/drug therapy', 'Leukoencephalopathy, Progressive Multifocal/*diagnosis/drug therapy', 'Magnetic Resonance Imaging', 'Male']",2010/06/30 06:00,2010/11/03 06:00,['2010/06/30 06:00'],"['2010/06/30 06:00 [entrez]', '2010/06/30 06:00 [pubmed]', '2010/11/03 06:00 [medline]']","['JCO.2009.26.8078 [pii]', '10.1200/JCO.2009.26.8078 [doi]']",ppublish,J Clin Oncol. 2010 Oct 1;28(28):e503-6. doi: 10.1200/JCO.2009.26.8078. Epub 2010 Jun 28.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
