PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB,AD,DEP,RF,GR
13242999,NLM,MEDLINE,20030501,20181201,0368-3001 (Print) 0368-3001 (Linking),132,6,1955 Jun,[A case of aplastic myelosis caused by chloramphenicol].,585-8,"['CREYX, M', 'LENG-LEVY, J', 'DAVID-CHAUSSE, J', 'SERRES, A', 'LABORIE, G']","['CREYX M', 'LENG-LEVY J', 'DAVID-CHAUSSE J', 'SERRES A', 'LABORIE G']","['eng', 'fre']",['Journal Article'],Un cas de myelose aplasique au chloramphenicol.,France,J Med Bord,Journal de medecine de Bordeaux et du Sud-Ouest,0161067,['66974FR9Q1 (Chloramphenicol)'],OM,"['*Anemia', 'Anemia, Aplastic/*etiology', 'Chloramphenicol/*adverse effects', 'Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid']",['CLML: 5528:54642:33:134'],['NLM'],"['*ANEMIA, APLASTIC/etiology and pathogenesis', '*CHLORAMPHENICOL/injurious effects']",1955/06/01 00:00,1955/06/01 00:01,['1955/06/01 00:00'],"['1955/06/01 00:00 [pubmed]', '1955/06/01 00:01 [medline]', '1955/06/01 00:00 [entrez]']",ppublish,J Med Bord. 1955 Jun;132(6):585-8.,,,,,,,
13242998,NLM,MEDLINE,20030501,20181201,0368-3001 (Print) 0368-3001 (Linking),132,6,1955 Jun,[Pulmonary manifestations of leukemias; two cases].,580-4,"['AUBERTIN, E', 'DE ROSNAY, C D', 'MARTIN-DUPONT, C', 'MARTIN, C']","['AUBERTIN E', 'DE ROSNAY CD', 'MARTIN-DUPONT C', 'MARTIN C']",['fre'],['Journal Article'],Les manifestations pulmonaires des leucemies; a propos de deux cas personnels.,France,J Med Bord,Journal de medecine de Bordeaux et du Sud-Ouest,0161067,,OM,"['Humans', 'Leukemia/*complications', '*Lung', '*Lung Diseases', 'Pulmonary Atelectasis/*etiology']",['CLML: 5528:54641:62:324:337'],['NLM'],"['*ATELECTASIS/etiology and pathogenesis', '*LEUKEMIA/complications', '*LUNGS/diseases']",1955/06/01 00:00,1955/06/01 00:01,['1955/06/01 00:00'],"['1955/06/01 00:00 [pubmed]', '1955/06/01 00:01 [medline]', '1955/06/01 00:00 [entrez]']",ppublish,J Med Bord. 1955 Jun;132(6):580-4.,,,,,,,
13241974,NLM,MEDLINE,20030501,20181201,0018-022X (Print) 0018-022X (Linking),10,3,1955 Jun,[Tumor-forming leukosis and its evaluation].,342-68,"['ALTHOFF, H', 'NAGEL, W']","['ALTHOFF H', 'NAGEL W']",['ger'],['Journal Article'],Tumorbildende Leukosen und ihre Bewertung.,Switzerland,Helv Paediatr Acta,Helvetica paediatrica acta,0373005,,OM,"['Child', 'Humans', 'Infant', '*Leukemia', '*Mediastinal Neoplasms', '*Mediastinum', '*Neoplasms']",['CLML: 5528:53617:324:326:347'],['NLM'],"['*LEUKEMIA/in infant and child', '*LEUKOSARCOMA/in infant and child', '*MEDIASTINUM/neoplasms']",1955/06/01 00:00,1955/06/01 00:01,['1955/06/01 00:00'],"['1955/06/01 00:00 [pubmed]', '1955/06/01 00:01 [medline]', '1955/06/01 00:00 [entrez]']",ppublish,Helv Paediatr Acta. 1955 Jun;10(3):342-68.,,,,,,,
13241779,NLM,MEDLINE,20030501,20181201,0017-0275 (Print) 0017-0275 (Linking),36,5,1955 May,"[The use of deacetyl-N-methylcolchicine in the treatment of leukemia, other blood diseases and some neoplasms].",651-68,"['VOLTERRA, M', 'ROMUALDI, G', 'ABBOZZO, G']","['VOLTERRA M', 'ROMUALDI G', 'ABBOZZO G']",['ita'],['Journal Article'],"Sull'impiego della desacetilmetilcolchicina nella terapia delle leucemie, di altre emopatie e di alcune neoplasie.",Italy,G Clin Med,Giornale di clinica medica,0413411,"['SML2Y3J35T (Colchicine)', 'Z01IVE25KI (Demecolcine)']",OM,"['Colchicine/analogs & derivatives', '*Demecolcine', '*Hematologic Diseases', 'Leukemia/*therapy', 'Neoplasms/*therapy']",['CLML: 5528:53422:147:324:382'],['NLM'],"['*COLCHICINE/derivatives', '*LEUKEMIA/therapy', '*NEOPLASMS/therapy']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,G Clin Med. 1955 May;36(5):651-68.,,,,,,,
13241778,NLM,MEDLINE,20030501,20181201,0017-0275 (Print) 0017-0275 (Linking),36,5,1955 May,[The bone structure in leukemia; microradiographic study].,596-650,"['STARCICH, R', 'ORLANDINI, I']","['STARCICH R', 'ORLANDINI I']",['ita'],['Journal Article'],La struttura dell'osso leucemico; studio microradiogratico.,Italy,G Clin Med,Giornale di clinica medica,0413411,,OM,"['Bone and Bones/*diagnostic imaging', 'Leukemia/*pathology', '*Microradiography']",['CLML: 5528:53421:101:324'],['NLM'],"['*BONE TISSUE/radiography', '*LEUKEMIA/pathology']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,G Clin Med. 1955 May;36(5):596-650.,,,,,,,
13241777,NLM,MEDLINE,20030501,20181201,0017-0275 (Print) 0017-0275 (Linking),36,5,1955 May,[Sulfhydryl compounds in the bone marrow and blood of leukemic patients; cytochemical research].,572-95,"['CAMPANACCI, L', 'PIERAGNOLI, E', 'TURA, S']","['CAMPANACCI L', 'PIERAGNOLI E', 'TURA S']",['ita'],['Journal Article'],I gruppi sulfidrilici nel midollo e nel sangue dei soggetti leucemici; ricerche citotopochimiche.,Italy,G Clin Med,Giornale di clinica medica,0413411,['0 (Sulfhydryl Compounds)'],OM,"['*Blood', 'Bone Marrow/*metabolism', 'Humans', 'Leukemia/*metabolism', '*Research', 'Sulfhydryl Compounds/*analysis']",['CLML: 5528:53420:87:100:324:542'],['NLM'],"['*BLOOD', '*BONE MARROW/metabolism', '*LEUKEMIA/metabolism in', '*SULFHYDRYL COMPOUNDS/determination']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,G Clin Med. 1955 May;36(5):572-95.,,,,,,,
13241646,NLM,MEDLINE,20030501,20181201,0016-3600 (Print) 0016-3600 (Linking),12,2,1955 Aug,The treatment of leukemia.,97-104,"['COLEMAN, W A', 'SWISHER, S N']","['COLEMAN WA', 'SWISHER SN']",['eng'],['Journal Article'],,United States,GP,GP,0230511,,OM,"['Humans', 'Leukemia/*therapy']",['CLML: 5528:53289:324'],['NLM'],['*LEUKEMIA/therapy'],1955/08/01 00:00,1955/08/01 00:01,['1955/08/01 00:00'],"['1955/08/01 00:00 [pubmed]', '1955/08/01 00:01 [medline]', '1955/08/01 00:00 [entrez]']",ppublish,GP. 1955 Aug;12(2):97-104.,,,,,,,
13241129,NLM,MEDLINE,20030501,20181201,0012-0472 (Print) 0012-0472 (Linking),80,27-28,1955 Jul 8,[The treatment of myelocytic leukemias with myleran and demecolcin].,1027-9,"['PRIBILLA, W', 'STOLLBERG, G']","['PRIBILLA W', 'STOLLBERG G']","['eng', 'ger']",['Journal Article'],Die Behandlung myeloischer Leikamien mit Myleran und Demecolcin.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,"['0 (Antineoplastic Agents)', '0 (Glycols)', 'G1LN9045DK (Busulfan)', 'SML2Y3J35T (Colchicine)']",OM,"['*Antineoplastic Agents', '*Busulfan', 'Colchicine/analogs & derivatives', 'Glycols/*therapeutic use', '*Leukemia', 'Leukemia, Myeloid/*therapy']",['CLML: 5528:52772:147:249:325'],['NLM'],"['*COLCHICINE/derivatives', '*GLYCOLS/therapeutic use', '*LEUKEMIA, MYELOCYTIC/therapy']",1955/07/08 00:00,1955/07/08 00:01,['1955/07/08 00:00'],"['1955/07/08 00:00 [pubmed]', '1955/07/08 00:01 [medline]', '1955/07/08 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1955 Jul 8;80(27-28):1027-9. doi: 10.1055/s-0028-1116113.,['10.1055/s-0028-1116113 [doi]'],,,,,,
13240678,NLM,MEDLINE,20030501,20181201,0008-5472 (Print) 0008-5472 (Linking),15,6,1955 Jul,Combination chemotherapy of mouse tumors with 8-azaguanine and flavotin.,390-3,"['WOODSIDE, G L', 'KELTON, D E']","['WOODSIDE GL', 'KELTON DE']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,"['5Z93L87A1R (Guanine)', 'Q150359I72 (Azaguanine)', 'TLM2976OFR (Riboflavin)']",OM,"['Animals', '*Azaguanine', '*Breast Neoplasms', '*Drug Therapy, Combination', 'Guanine/*antagonists & inhibitors', 'Humans', '*Leukemia, Experimental', 'Mice', '*Neoplasms', '*Neoplasms, Experimental', 'Riboflavin/analogs & derivatives']",['CLML: 5528:52321:107:252:324:380:607'],['NLM'],"['*BREAST/neoplasms', '*GUANINE/antagonists', '*LEUKEMIA/experimental', '*NEOPLASMS/experimental', '*VITAMIN B2/derivatives']",1955/07/01 00:00,1955/07/01 00:01,['1955/07/01 00:00'],"['1955/07/01 00:00 [pubmed]', '1955/07/01 00:01 [medline]', '1955/07/01 00:00 [entrez]']",ppublish,Cancer Res. 1955 Jul;15(6):390-3.,,,,,,,
13240608,NLM,MEDLINE,20030501,20181201,0008-4581 (Print) 0008-4581 (Linking),51,8,1955 Aug,Leukemia.,614-6,"['MACMILLAN, J A']",['MACMILLAN JA'],['eng'],['Journal Article'],,Canada,Can Nurse,The Canadian nurse,0405504,,OM,"['Humans', '*Leukemia']",['CLML: 5528:52251:324'],['NLM'],['*LEUKEMIA'],1955/08/01 00:00,1955/08/01 00:01,['1955/08/01 00:00'],"['1955/08/01 00:00 [pubmed]', '1955/08/01 00:01 [medline]', '1955/08/01 00:00 [entrez]']",ppublish,Can Nurse. 1955 Aug;51(8):614-6.,,,,,,,
13240545,NLM,MEDLINE,20030501,20181201,0008-4158 (Print) 0008-4158 (Linking),17,2,1955 Jun,Aleukemic leukemia.,37-48,"['SEDGWICK, P']",['SEDGWICK P'],['eng'],['Journal Article'],,Canada,Can J Med Technol,Canadian journal of medical technology,0373141,,OM,"['*Biopsy', '*Bone Marrow', 'Humans', '*Leukemia']",['CLML: 5528:52188:79:100:324'],['NLM'],"['*BIOPSY', '*BONE MARROW', '*LEUKEMIA, ALEUKEMIC']",1955/06/01 00:00,1955/06/01 00:01,['1955/06/01 00:00'],"['1955/06/01 00:00 [pubmed]', '1955/06/01 00:01 [medline]', '1955/06/01 00:00 [entrez]']",ppublish,Can J Med Technol. 1955 Jun;17(2):37-48.,,,,,,,
13240381,NLM,MEDLINE,20030501,20181201,,2,,1955 Mar-Apr,[Reticuloendotheliosis; spontaneous recovery maintained for 8 years].,255-6,['BOURGGRAFF'],['BOURGGRAFF'],['fre'],['Journal Article'],Reticulo-endotheliose; guerison spontanee et maintenue depuis huit ans.,France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Nervous System Physiological Phenomena', '*Severe Combined Immunodeficiency']",['CLML: 5528:52024:492'],['NLM'],['*RETICULOENDOTHELIOSIS'],1955/03/01 00:00,1955/03/01 00:01,['1955/03/01 00:00'],"['1955/03/01 00:00 [pubmed]', '1955/03/01 00:01 [medline]', '1955/03/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1955 Mar-Apr;2:255-6.,,,,,,,
13240058,NLM,MEDLINE,20030501,20181201,0007-1285 (Print) 0007-1285 (Linking),28,332,1955 Aug,A new approach to the treatment of chronic leukaemia with 32P.,405-9,"['EASSON, E C', 'JONES, B E', 'MACKENZIE, L A']","['EASSON EC', 'JONES BE', 'MACKENZIE LA']",['eng'],['Journal Article'],,England,Br J Radiol,The British journal of radiology,0373125,"['0 (Phosphorus Radioisotopes)', '27YLU75U4W (Phosphorus)']",OM,"['*Chronic Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Phosphorus', '*Phosphorus Radioisotopes', '*Radioactivity']",['CLML: 5528:51701:324:437'],['NLM'],"['*LEUKEMIA, LYMPHATIC', '*LEUKEMIA, MYELOCYTIC', '*PHOSPHORUS/radioactive']",1955/08/01 00:00,1955/08/01 00:01,['1955/08/01 00:00'],"['1955/08/01 00:00 [pubmed]', '1955/08/01 00:01 [medline]', '1955/08/01 00:00 [entrez]']",ppublish,Br J Radiol. 1955 Aug;28(332):405-9. doi: 10.1259/0007-1285-28-332-405.,['10.1259/0007-1285-28-332-405 [doi]'],,,,,,
13240004,NLM,MEDLINE,20030501,20190705,0007-1048 (Print) 0007-1048 (Linking),1,2,1955 Apr,Serum vitamin B12 concentrations in leukaemia and in some other haematological conditions.,155-72,"['MOLLIN, D L', 'ROSS, G I']","['MOLLIN DL', 'ROSS GI']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,"['0 (Hematinics)', 'P6YC3EG204 (Vitamin B 12)']",OM,"['*Hematinics', '*Hematologic Diseases', 'Humans', 'Leukemia/*blood', 'Vitamin B 12/*blood']",['CLML: 5528:51647:87:88:324:608'],['NLM'],"['*BLOOD/diseases', '*LEUKEMIA/blood in', '*VITAMIN B12/in blood']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Br J Haematol. 1955 Apr;1(2):155-72. doi: 10.1111/j.1365-2141.1955.tb05497.x.,['10.1111/j.1365-2141.1955.tb05497.x [doi]'],,,,,,
13239991,NLM,MEDLINE,20030501,20190705,0007-1048 (Print) 0007-1048 (Linking),1,1,1955 Jan,The management of acute leukaemia in adults.,1-19,"['HAYHOE, F G', 'WHITBY, L']","['HAYHOE FG', 'WHITBY L']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,,OM,"['*Acute Disease', 'Adult', '*Disease Management', 'Humans', 'Leukemia/*therapy']",['CLML: 5528:51634:324'],['NLM'],['*LEUKEMIA/therapy'],1955/01/01 00:00,1955/01/01 00:01,['1955/01/01 00:00'],"['1955/01/01 00:00 [pubmed]', '1955/01/01 00:01 [medline]', '1955/01/01 00:00 [entrez]']",ppublish,Br J Haematol. 1955 Jan;1(1):1-19. doi: 10.1111/j.1365-2141.1955.tb05483.x.,['10.1111/j.1365-2141.1955.tb05483.x [doi]'],,,,,,
13239726,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),10,8,1955 Aug,Constitutional anemia (Fanconi's syndrome) and leukemia in two brothers.,788-801,"['COWDELL, R H', 'PHIZACKERLEY, P J', 'PYKE, D A']","['COWDELL RH', 'PHIZACKERLEY PJ', 'PYKE DA']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,,OM,"['*Anemia', '*Fanconi Anemia', '*Fanconi Syndrome', 'Humans', '*Leukemia', 'Male', '*Siblings']",['CLML: 5528:51369:33:324'],['NLM'],"['*ANEMIA', '*LEUKEMIA']",1955/08/01 00:00,1955/08/01 00:01,['1955/08/01 00:00'],"['1955/08/01 00:00 [pubmed]', '1955/08/01 00:01 [medline]', '1955/08/01 00:00 [entrez]']",ppublish,Blood. 1955 Aug;10(8):788-801.,['S0006-4971(20)64338-5 [pii]'],,,,,,
13239484,NLM,MEDLINE,20030501,20181201,0004-1955 (Print) 0004-1955 (Linking),17,2,1955 Apr-Jun,[Tissue of the internal medium in leukoses].,12-21,"['DANILOVA, K M']",['DANILOVA KM'],['rus'],['Journal Article'],Tkani vnutrennei sredy pri leikozakh.,Russia (Federation),Arkh Patol,Arkhiv patologii,0370604,,OM,"['*Connective Tissue', 'Humans', 'Leukemia/*pathology']",['CLML: 5528:51127:153:324'],['NLM'],"['*CONNECTIVE TISSUE', '*LEUKEMIA/pathology']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Arkh Patol. 1955 Apr-Jun;17(2):12-21.,,,,,,,
13239372,NLM,MEDLINE,20030501,20181201,0004-0193 (Print) 0004-0193 (Linking),10,2,1955 Apr,[Hemolytic anemia from autoimmunization in chronic lymphatic leukemia; revision of the argument and a case report].,755-91,"['FUSCO, F']",['FUSCO F'],['ita'],['Journal Article'],L'anemia emolitica da autoimmunizzazione nella leucemia linfatica cronica; revisione dell'argomento e contributo casistico.,Italy,Arch Maragliano Patol Clin,"Archivio ""E. Maragliano"" di patologia e clinica",2985161R,,OM,"['*Anemia', '*Anemia, Hemolytic', 'Humans', '*Leukemia, Lymphocytic, Chronic, B-Cell', 'Leukemia, Lymphoid/*complications']",['CLML: 5528:51015:34:324'],['NLM'],"['*ANEMIA, HEMOLYTIC', '*LEUKEMIA, LYMPHATIC/complications']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Arch Maragliano Patol Clin. 1955 Apr;10(2):755-91.,,,,,,,
13239365,NLM,MEDLINE,20030501,20181201,0004-0193 (Print) 0004-0193 (Linking),10,2,1955 Apr,[Behavior of reticular tissue in lymph nodes in leukemia].,611-8,"['CAMBIAGGI, G']",['CAMBIAGGI G'],['ita'],['Journal Article'],Il comportamento del tessuto reticolare in linfoghiandole leucemiche.,Italy,Arch Maragliano Patol Clin,"Archivio ""E. Maragliano"" di patologia e clinica",2985161R,,OM,"['*Gastric Mucosa', 'Humans', 'Leukemia/*pathology', 'Lymph Nodes/*pathology', 'Mononuclear Phagocyte System/*pathology']",['CLML: 5528:51008:324:341:492'],['NLM'],"['*LEUKEMIA/pathology', '*LYMPH NODES/pathology', '*RETICULOENDOTHELIAL SYSTEM/pathology']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Arch Maragliano Patol Clin. 1955 Apr;10(2):611-8.,,,,,,,
13239347,NLM,MEDLINE,20030501,20181201,0004-0061 (Print) 0004-0061 (Linking),22,3,1954 Dec,[Electrophoretic picture of the blood of leukemic patients].,1065-8,"['COSTA, A', 'CIPRIANI, P L']","['COSTA A', 'CIPRIANI PL']",['ita'],['Journal Article'],Sul quadro elettroforetico del siero di leucemici.,Italy,Arch De Vecchi Anat Patol,"Archivio ""de Vecchi"" per l'anatomia patologica e la medicina clinica",0372455,['0 (Blood Proteins)'],OM,"['*Blood Proteins', '*Electrophoresis', 'Humans', 'Leukemia/*blood']",['CLML: 5528:50990:94:197:324'],['NLM'],"['*BLOOD PROTEINS', '*ELECTROPHORESIS', '*LEUKEMIA/blood in']",1954/12/01 00:00,1954/12/01 00:01,['1954/12/01 00:00'],"['1954/12/01 00:00 [pubmed]', '1954/12/01 00:01 [medline]', '1954/12/01 00:00 [entrez]']",ppublish,Arch De Vecchi Anat Patol. 1954 Dec;22(3):1065-8.,,,,,,,
13238482,NLM,MEDLINE,20030501,20190616,0002-9378 (Print) 0002-9378 (Linking),70,2,1955 Aug,Massive leukemic invasion of the internal female genital organs in acute myelogenous leukemia.,428-31,"['WINKELSTEIN, L B', 'KATO, M', 'SHARNOFF, J G']","['WINKELSTEIN LB', 'KATO M', 'SHARNOFF JG']",['eng'],['Journal Article'],,United States,Am J Obstet Gynecol,American journal of obstetrics and gynecology,0370476,,OM,"['Female', '*Genital Diseases, Female', '*Genitalia, Female', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*complications', '*Leukemia, Myeloid, Acute']",['CLML: 5528:50105:252:325'],['NLM'],"['*GYNECOLOGICAL DISEASES', '*LEUKEMIA, MYELOCYTIC/complications']",1955/08/01 00:00,1955/08/01 00:01,['1955/08/01 00:00'],"['1955/08/01 00:00 [pubmed]', '1955/08/01 00:01 [medline]', '1955/08/01 00:00 [entrez]']",ppublish,Am J Obstet Gynecol. 1955 Aug;70(2):428-31. doi: 10.1016/s0002-9378(16)37691-8.,"['S0002-9378(16)37691-8 [pii]', '10.1016/s0002-9378(16)37691-8 [doi]']",,,,,,
13238260,NLM,MEDLINE,20030501,20181201,0040-4675 (Print) 0040-4675 (Linking),12,4,1954,Cytologic and biochemical studies on the granulocytes in early leukemia among atomic bomb survivors.,887-97,"['MOLONEY, W C', 'LANGE, R D']","['MOLONEY WC', 'LANGE RD']",['eng'],['Journal Article'],,United States,Tex Rep Biol Med,Texas reports on biology and medicine,2984820R,,OM,"['*Granulocytes', 'Humans', '*Leukemia', '*Leukocytes', '*Nuclear Warfare', '*Nuclear Weapons', '*Survivors']",['CLML: 5527:50431:51:262:263'],['NLM'],"['*ATOMIC WARFARE', '*LEUKEMIA', '*LEUKOCYTES']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Tex Rep Biol Med. 1954;12(4):887-97.,,,,,,,
13237982,NLM,MEDLINE,20030501,20190619,0036-8075 (Print) 0036-8075 (Linking),121,3139,1955 Feb 25,Leukemogenic effects of ionizing radiation on atomic bomb survivors in Hiroshima City.,308-9,"['MOLONEY, W C', 'KASTENBAUM, M A']","['MOLONEY WC', 'KASTENBAUM MA']",['eng'],['Journal Article'],,United States,Science,"Science (New York, N.Y.)",0404511,,OM,"['Humans', '*Leukemia', '*Nuclear Warfare', '*Nuclear Weapons', '*Radiation, Ionizing', '*Survivors']",['CLML: 5527:50153:51:262'],['NLM'],"['*ATOMIC WARFARE', '*LEUKEMIA']",1955/02/25 00:00,1955/02/25 00:01,['1955/02/25 00:00'],"['1955/02/25 00:00 [pubmed]', '1955/02/25 00:01 [medline]', '1955/02/25 00:00 [entrez]']",ppublish,Science. 1955 Feb 25;121(3139):308-9. doi: 10.1126/science.121.3139.308.,['10.1126/science.121.3139.308 [doi]'],,,,,,
13237692,NLM,MEDLINE,20030501,20181201,0482-7171 (Print) 0482-7171 (Linking),1,3,1953,[Funicular myelosis].,487-505,"['FURTADO, D']",['FURTADO D'],['por'],['Journal Article'],Mielose funicular.,Portugal,Rev Port Med Mil,Revista portuguesa de medicina militar,0404331,,OM,"['Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', 'Myelitis/*pathology', '*Spinal Cord Diseases']",['CLML: 5527:49855:303:429'],['NLM'],"['*MYELITIS, FUNICULAR/pathology', '*SPINAL CORD/diseases']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Rev Port Med Mil. 1953;1(3):487-505.,,,,,,,
13237438,NLM,MEDLINE,20030501,20181201,0033-9520 (Print) 0033-9520 (Linking),26,5,1954 May,[Eosinophilic sub-leukemic myelosis].,357-73,"['ERCOLI, G', 'GRASSI, B']","['ERCOLI G', 'GRASSI B']",['ita'],['Journal Article'],Mielosi subleucemica eosinofila.,Italy,Rass Fisiopatol Clin Ter,Rassegna di fisiopatologia clinica e terapeutica,0401262,,OM,"['*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid']",['CLML: 5527:49601:262'],['NLM'],['*LEUKEMIA'],1954/05/01 00:00,1954/05/01 00:01,['1954/05/01 00:00'],"['1954/05/01 00:00 [pubmed]', '1954/05/01 00:01 [medline]', '1954/05/01 00:00 [entrez]']",ppublish,Rass Fisiopatol Clin Ter. 1954 May;26(5):357-73.,,,,,,,
13237088,NLM,MEDLINE,20030501,20181201,0032-7867 (Print) 0032-7867 (Linking),62,82,1954 Dec 8,[Presence of antileukocyte anticipating antibodies (leuko-precipitins) in the serum of persons affected with acute leukosis].,1700-2,"['SELIGMANN, M', 'GRABAR, P', 'BERNARD, J']","['SELIGMANN M', 'GRABAR P', 'BERNARD J']",['eng'],['Journal Article'],Presence d'anticorps precipitants anti-leucocytaires (leuco-precipitines) dans le serum de sujets atteints de leucose aigue.,France,Presse Med,La Presse medicale,0312556,"['0 (Antibodies)', '0 (Antigens)', '0 (Precipitins)']",OM,"['*Antibodies', '*Antigens', '*Health Services', 'Leukemia/*blood', '*Precipitins']",['CLML: 5527:49251:38:262'],['NLM'],"['*ANTIGENS AND ANTIBODIES', '*LEUKEMIA/blood in']",1954/12/08 00:00,1954/12/08 00:01,['1954/12/08 00:00'],"['1954/12/08 00:00 [pubmed]', '1954/12/08 00:01 [medline]', '1954/12/08 00:00 [entrez]']",ppublish,Presse Med. 1954 Dec 8;62(82):1700-2.,,,,,,,
13237060,NLM,MEDLINE,20030501,20181201,0032-7867 (Print) 0032-7867 (Linking),62,77,1954 Nov 20,[Acute leukosis].,1595-7,"['BOUSSER, J']",['BOUSSER J'],['fre'],['Journal Article'],La leucose aigue.,France,Presse Med,La Presse medicale,0312556,,OM,['*Leukemia'],['CLML: 5527:49223:262'],['NLM'],['*LEUKEMIA'],1954/11/20 00:00,1954/11/20 00:01,['1954/11/20 00:00'],"['1954/11/20 00:00 [pubmed]', '1954/11/20 00:01 [medline]', '1954/11/20 00:00 [entrez]']",ppublish,Presse Med. 1954 Nov 20;62(77):1595-7.,,,,,,,
13236244,NLM,MEDLINE,20030501,20181201,0369-8076 (Print) 0369-8076 (Linking),10,1-2,1954,[Xanthomatous reticuloendotheliosis and its relation to leukemia].,57-70,"['FREUD, P', 'PLACHTA, A']","['FREUD P', 'PLACHTA A']",['ger'],['Journal Article'],Xanthomatose Retikuloendotheliose und ihre Beziehungen zur Leukamie.,Austria,Osterr Z Kinderheilkd Kinderfuersorge,Osterreichische Zeitschrift fur Kinderheilkunde und Kinderfursorge,19320650R,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Leukemia', '*Leukemia, Hairy Cell', '*Lipidoses', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5527:48407:262:266:403'],['NLM'],"['*LEUKEMIA', '*LIPOIDOSIS', '*RETICULOENDOTHELIOSIS']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Osterr Z Kinderheilkd Kinderfuersorge. 1954;10(1-2):57-70.,,,,,,,
