PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,DEP,GR,RF,PMC,MID,CI,EIN,CRI,CIN,CON,CN,OID,TT,SI,PS,FPS,COIS,CRF,LID,RIN
15299083,NLM,MEDLINE,20050113,20200930,1535-7163 (Print) 1535-7163 (Linking),3,8,2004 Aug,Telomerase inhibition by retinoids precedes cytodifferentiation of leukemia cells and may contribute to terminal differentiation.,1003-9,"Human promyelocytic leukemia HL60 cells display high telomerase activity, a phenotype related to their immortal status. All-trans retinoic acid (ATRA) is a clinically effective cytodifferentiating agent. To understand the mechanism underlying ATRA-induced cytodifferentiation, we did a kinetic analysis of the role of ATRA in inhibiting telomerase in HL60 cells. Our studies indicate that telomerase inhibition by ATRA occurred relatively early after treatment of HL60 cells due to a rapid decrease in hTERT gene expression. More importantly, however, we found through monitoring the expression of CD11b, a marker for granulocytic differentiation of HL60 cells, that down-regulation of telomerase preceded the differentiation of HL60 cells. These observations suggest that the hTERT gene may be a primary target of ATRA regulation of cellular differentiation and the antileukemia activity of ATRA may be mediated by its ability to induce the differentiation of the promyelocytic leukemia cells through down-regulation of the hTERT gene.","['Liu, Liang', 'Berletch, Joel B', 'Green, Jessica G', 'Pate, Mitchell S', 'Andrews, Lucy G', 'Tollefsbol, Trygve O']","['Liu L', 'Berletch JB', 'Green JG', 'Pate MS', 'Andrews LG', 'Tollefsbol TO']","['Department of Biology, University of Alabama-Birmingham, 175 Campbell Hall, 1300 University Boulevard, Birmingham, AL 35294-1170, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Cancer Ther,Molecular cancer therapeutics,101132535,"['0 (CD11b Antigen)', '0 (DNA, Complementary)', '0 (DNA-Binding Proteins)', '0 (Retinoids)', '63231-63-0 (RNA)', 'EC 2.7.7.49 (Telomerase)']",IM,"['CD11b Antigen/biosynthesis', 'Cell Differentiation', 'Cell Line, Tumor', 'Cell Proliferation', 'DNA, Complementary/metabolism', 'DNA-Binding Proteins', 'Down-Regulation', 'Flow Cytometry', 'HL-60 Cells', 'Humans', 'Kinetics', 'Leukemia/*metabolism', 'Models, Biological', 'Phenotype', 'Polymerase Chain Reaction', 'RNA/metabolism', 'Retinoids/*metabolism', 'Telomerase/*antagonists & inhibitors/metabolism', 'Telomere/ultrastructure', 'Time Factors']",2004/08/10 05:00,2005/01/14 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2005/01/14 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,Mol Cancer Ther. 2004 Aug;3(8):1003-9.,['3/8/1003 [pii]'],,,,,,,,,,,,,,,,,,,,
15299030,NLM,MEDLINE,20041214,20210206,0021-9258 (Print) 0021-9258 (Linking),279,42,2004 Oct 15,The Fanconi anemia proteins functionally interact with the protein kinase regulated by RNA (PKR).,43910-9,"Protein kinase regulated by RNA (PKR) plays critical roles in cell growth and apoptosis and is implicated as a potential pathogenic factor of Alzheimer's, Parkinson's, and Huntington's diseases. Here we report that this proapoptotic kinase is also involved in Fanconi anemia (FA), a disease characterized by bone marrow (BM) failure and leukemia. We have used a BM extract to show that three FA proteins, FANCA, FANCC, and FANCG, functionally interact with the PKR kinase, which in turn regulates translational control. By using a combined immunoprecipitation and reconstituted kinase assay, in which an active PKR kinase complex was captured from a normal cell extract, we demonstrated functional interactions between the FA proteins and the PKR kinase. In primary human BM cells, mutations in the FANCA, FANCC, and FANCG genes markedly increase the amount of PKR bound to FANCC, and this PKR accumulation is correlated with elevated PKR activation and hypersensitivity of BM progenitor cells to growth repression mediated by the inhibitory cytokines interferon-gamma and tumor necrosis factor-alpha. Specific inhibition of PKR by 2-aminopurine in these FA BM cells attenuates PKR activation and apoptosis induction. In lymphoblasts derived from an FA-C patient, overexpression of a dominant negative mutant PKR (PKRK296R) suppressed PKR activation and apoptosis induced by interferon-gamma and tumor necrosis factor-alpha. Furthermore, by using genetically matched wild-type and PKR-null cells, we demonstrated that forced expression of a patient-derived FA-C mutant (FANCCL554P) augmented double-stranded RNA-induced PKR activation and cell death. Thus, inappropriate activation of PKR as a consequence of certain FA mutations might play a role in bone marrow failure that frequently occurred in FA.","['Zhang, Xiaoling', 'Li, June', 'Sejas, Daniel P', 'Rathbun, Keaney R', 'Bagby, Grover C', 'Pang, Qishen']","['Zhang X', 'Li J', 'Sejas DP', 'Rathbun KR', 'Bagby GC', 'Pang Q']","[""Division of Experimental Hematology, Department of Pediatrics, Cincinnati Children's Hospital Medical Center, Ohio 45229, USA.""]",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Cell Cycle Proteins)', '0 (DNA Primers)', '0 (DNA-Binding Proteins)', '0 (FANCC protein, human)', '0 (Fanconi Anemia Complementation Group C Protein)', '0 (Fanconi Anemia Complementation Group Proteins)', '0 (Nuclear Proteins)', 'EC 2.7.11.1 (eIF-2 Kinase)']",IM,"['Apoptosis', 'Base Sequence', 'Bone Marrow Cells/cytology/pathology/physiology', 'Cell Cycle Proteins/genetics/*metabolism', 'Cells, Cultured', 'DNA Primers', 'DNA-Binding Proteins/genetics/*metabolism', 'Enzyme Activation', 'Fanconi Anemia/*genetics', 'Fanconi Anemia Complementation Group C Protein', 'Fanconi Anemia Complementation Group Proteins', 'Humans', 'Lymphocytes/*physiology', 'Mutation', 'Nuclear Proteins/genetics/*metabolism', 'Phosphorylation', 'Polymerase Chain Reaction', 'Reference Values', 'Stem Cells/cytology/physiology', 'eIF-2 Kinase/genetics/*metabolism']",2004/08/10 05:00,2004/12/16 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2004/12/16 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,J Biol Chem. 2004 Oct 15;279(42):43910-9. doi: 10.1074/jbc.M403884200. Epub 2004 Aug 6.,"['10.1074/jbc.M403884200 [doi]', 'S0021-9258(20)68065-6 [pii]']",20040806,,,,,,,,,,,,,,,,,,,
15298960,NLM,MEDLINE,20041106,20071114,1055-9965 (Print) 1055-9965 (Linking),13,8,2004 Aug,Cytochrome P450 1A1 polymorphism and childhood leukemia: an analysis of matched pairs case-control genotype data.,1371-4,"The association between the genotypic frequencies of the cytochrome P450 1A1 polymorphism and the risk of childhood leukemia is explored with the data from a matched case-control study. The data are displayed in a 3 x 3 case-control array, and the discordant pair counts are assessed for quasi-independence, homogeneity, and symmetry. This statistical approach is contrasted to the more typical analysis of matched data based on a conditional logistic model and estimated odds ratios. The statistical analysis of 175 matched pairs (part of a large study of potential environmental/genetic influences on the risk of childhood leukemia) showed no evidence of an association between cytochrome P450 1A1 genotype frequencies and case-control status.","['Selvin, Steve']",['Selvin S'],"['School of Public Health, University of California at Berkeley, Berkeley, CA 94720, USA. selvin@stat.berkeley.edu']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Epidemiol Biomarkers Prev,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",9200608,['EC 1.14.14.1 (Cytochrome P-450 CYP1A1)'],IM,"['Age Distribution', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Cytochrome P-450 CYP1A1/*genetics', 'Female', 'Gene Frequency', 'Genetic Predisposition to Disease/*epidemiology', 'Genotype', 'Humans', 'Incidence', 'Leukemia/*epidemiology/*genetics/pathology', 'Logistic Models', 'Male', 'Odds Ratio', '*Polymorphism, Genetic', 'Prognosis', 'Reference Values', 'Risk Assessment', 'Sex Distribution']",2004/08/10 05:00,2004/11/09 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2004/11/09 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,Cancer Epidemiol Biomarkers Prev. 2004 Aug;13(8):1371-4.,['13/8/1371 [pii]'],,"['PS42 ES04705/PS/NCHHSTP CDC HHS/United States', 'R01 ES09137/ES/NIEHS NIH HHS/United States']",,,,,,,,,,,,,,,,,,
15298908,NLM,MEDLINE,20050217,20181113,0006-3495 (Print) 0006-3495 (Linking),87,2,2004 Aug,Fluorescence correlation spectroscopy relates rafts in model and native membranes.,1034-43,"The lipid raft model has evoked a new perspective on membrane biology. Understanding the structure and dynamics of lipid domains could be a key to many crucial membrane-associated processes in cells. However, one shortcoming in the field is the lack of routinely applicable techniques to measure raft association without perturbation by detergents. We show that both in cell and in domain-exhibiting model membranes, fluorescence correlation spectroscopy (FCS) can easily distinguish a raft marker (cholera toxin B subunit bound to ganglioside (GM1) and a nonraft marker (dialkylcarbocyanine dye diI)) by their decidedly different diffusional mobilities. In contrast, these markers exhibit only slightly different mobilities in a homogeneous artificial membrane. Performing cholesterol depletion with methyl-beta-cyclodextrin, which disrupts raft organization, we find an analogous effect of reduced mobility for the nonraft marker in domain-exhibiting artificial membranes and in cell membranes. In contrast, cholesterol depletion has differential effects on the raft marker, cholera toxin B subunit-GM1, rendering it more mobile in artificial domain-exhibiting membranes but leaving it immobile in cell membranes, where cytoskeleton disruption is required to achieve higher mobility. Thus, fluorescence correlation spectroscopy promises to be a valuable tool to elucidate lipid raft associations in native cells and to gain deeper insight into the correspondence between model and natural membranes.","['Bacia, Kirsten', 'Scherfeld, Dag', 'Kahya, Nicoletta', 'Schwille, Petra']","['Bacia K', 'Scherfeld D', 'Kahya N', 'Schwille P']","['Dresden University of Technology, Department of Biophysics, c/o Max-Planck-Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biophys J,Biophysical journal,0370626,"['0 (Gangliosides)', '0 (Lipid Bilayers)', '0 (Liposomes)', '0 (Membrane Proteins)', '0 (Membranes, Artificial)', '0 (beta-Cyclodextrins)', '0 (methyl-beta-cyclodextrin)', '9012-63-9 (Cholera Toxin)']",IM,"['Animals', 'Cell Line', 'Cholera Toxin/metabolism', 'Gangliosides/metabolism', 'Humans', 'Kidney/drug effects/embryology/*metabolism', 'Leukemia, Basophilic, Acute/*metabolism', 'Lipid Bilayers/*metabolism', 'Liposomes/*chemistry', 'Membrane Microdomains/chemistry/drug effects/*metabolism/ultrastructure', 'Membrane Proteins/*metabolism', 'Membranes, Artificial', 'Rats', 'Spectrometry, Fluorescence/*methods', 'beta-Cyclodextrins/chemistry/pharmacology']",2004/08/10 05:00,2005/02/18 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2005/02/18 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,Biophys J. 2004 Aug;87(2):1034-43. doi: 10.1529/biophysj.104.040519.,"['10.1529/biophysj.104.040519 [doi]', 'S0006-3495(04)73585-7 [pii]']",,,,PMC1304444,,,,,,,,,,,,,,,,
15298723,NLM,MEDLINE,20041018,20190513,1347-9032 (Print) 1347-9032 (Linking),95,8,2004 Aug,ETS transcription factors: possible targets for cancer therapy.,626-33,"Ets family (ETS) transcription factors, characterized by an evolutionally conserved Ets domain, play important roles in cell development, cell differentiation, cell proliferation, apoptosis and tissue remodeling. Most of them are downstream nuclear targets of Ras-MAP kinase signaling, and the deregulation of ETS genes results in the malignant transformation of cells. Several ETS genes are rearranged in human leukemia and Ewing tumors to produce chimeric oncoproteins. Furthermore, the aberrant expression of several ETS genes is often observed in various types of human malignant tumors. Considering that some ETS transcription factors are involved in malignant transformation and tumor progression, including invasion, metastasis and neo-angiogenesis through the activation of cancer-related genes, they could be potential molecular targets for selective cancer therapy.","['Oikawa, Tsuneyuki']",['Oikawa T'],"['Department of Cell Genetics, Sasaki Institute, Chiyoda-ku, Tokyo 101-0062, Japan. oikawa@sasaki.or.jp']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Cancer Sci,Cancer science,101168776,"['0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-ets)', '0 (Transcription Factors)']",IM,"['Cell Transformation, Neoplastic', 'Humans', 'Leukemia', 'Lymphoma', 'Neoplasm Invasiveness', 'Neoplasm Metastasis', 'Neoplasms/*physiopathology/*therapy', 'Neovascularization, Pathologic', 'Prognosis', 'Proto-Oncogene Proteins/*biosynthesis/*genetics/pharmacology', 'Proto-Oncogene Proteins c-ets', 'Signal Transduction', 'Transcription Factors/*biosynthesis/*genetics/pharmacology']",2004/08/10 05:00,2004/10/19 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2004/10/19 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,Cancer Sci. 2004 Aug;95(8):626-33. doi: 10.1111/j.1349-7006.2004.tb03320.x.,['10.1111/j.1349-7006.2004.tb03320.x [doi]'],,,68,,,,,,,,,,,,,,,,,
15298716,NLM,MEDLINE,20041110,20181113,1471-2407 (Electronic) 1471-2407 (Linking),4,,2004 Aug 6,The oncogenic fusion protein RUNX1-CBFA2T1 supports proliferation and inhibits senescence in t(8;21)-positive leukaemic cells.,44,"BACKGROUND: The fusion protein RUNX1-CBFA2T1 associated with t(8;21)-positive acute myeloid leukaemia is a potent inhibitor of haematopoetic differentiation. The role of RUNX1-CBFA2T1 in leukaemic cell proliferation is less clear. We examined the consequences of siRNA-mediated RUNX1-CBFA2T1 depletion regarding proliferation and clonogenicity of t(8;21)-positive cell lines. METHODS: The t(8;21)-positive cell line Kasumi-1 was electroporated with RUNX1-CBFA2T1 or control siRNAs followed by analysis of proliferation, colony formation, cell cycle distribution, apoptosis and senescence. RESULTS: Electroporation of Kasumi-1 cells with RUNX1-CBFA2T1 siRNAs, but not with control siRNAs, resulted in RUNX1-CBFA2T1 suppression which lasted for at least 5 days. A single electroporation with RUNX1-CBFA2T1 siRNA severely diminished the clonogenicity of Kasumi-1 cells. Prolonged RUNX1-CBFA2T1 depletion inhibited proliferation in suspension culture and G1-S transition during the cell cycle, diminished the number of apoptotic cells, but induced cellular senescence. The addition of haematopoetic growth factors could not rescue RUNX1-CBFA2T1-depleted cells from senescence, and could only partially restore their clonogenicity. CONCLUSIONS: RUNX1-CBFA2T1 supports the proliferation and expansion of t(8;21)-positive leukaemic cells by preventing cellular senescence. These findings suggest a central role of RUNX1-CBFA2T1 in the maintenance of the leukaemia. Therefore, RUNX1-CBFA2T1 is a promising and leukaemia-specific target for molecularly defined therapeutic approaches.","['Martinez, Natalia', 'Drescher, Bettina', 'Riehle, Heidemarie', 'Cullmann, Claire', 'Vornlocher, Hans-Peter', 'Ganser, Arnold', 'Heil, Gerhard', 'Nordheim, Alfred', 'Krauter, Jurgen', 'Heidenreich, Olaf']","['Martinez N', 'Drescher B', 'Riehle H', 'Cullmann C', 'Vornlocher HP', 'Ganser A', 'Heil G', 'Nordheim A', 'Krauter J', 'Heidenreich O']","['Department of Molecular Biology, Institute for Cell Biology, Faculty of Biology, University of Tubingen, Germany. natalia.martinez@uni-tuebingen.de']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,BMC Cancer,BMC cancer,100967800,"['0 (Antigens, CD34)', '0 (Core Binding Factor Alpha 2 Subunit)', '0 (DNA-Binding Proteins)', '0 (Proto-Oncogene Proteins)', '0 (RNA, Small Interfering)', '0 (RUNX1 Translocation Partner 1 Protein)', '0 (RUNX1 protein, human)', '0 (RUNX1T1 protein, human)', '0 (Transcription Factors)']",IM,"['Antigens, CD34/metabolism', 'Apoptosis/genetics', 'Cell Division/genetics', 'Cellular Senescence/*genetics', 'Clone Cells', 'Core Binding Factor Alpha 2 Subunit', 'DNA-Binding Proteins/*physiology', 'Hematopoiesis/genetics', 'Humans', 'Leukemia, Myeloid/*genetics/*pathology', 'Proto-Oncogene Proteins/*physiology', 'RNA, Small Interfering/metabolism', 'RUNX1 Translocation Partner 1 Protein', 'Transcription Factors/*physiology', 'Tumor Cells, Cultured']",2004/08/10 05:00,2004/11/13 09:00,['2004/08/10 05:00'],"['2004/06/09 00:00 [received]', '2004/08/06 00:00 [accepted]', '2004/08/10 05:00 [pubmed]', '2004/11/13 09:00 [medline]', '2004/08/10 05:00 [entrez]']",epublish,BMC Cancer. 2004 Aug 6;4:44. doi: 10.1186/1471-2407-4-44.,"['10.1186/1471-2407-4-44 [doi]', '1471-2407-4-44 [pii]']",20040806,,,PMC512292,,,,,,,,,,,,,,,,
15298434,NLM,MEDLINE,20050111,20190911,0090-6964 (Print) 0090-6964 (Linking),32,7,2004 Jul,Platelet receptor glycoprotein VI-mediated adhesion to type I collagen under hydrodynamic flow.,970-6,"Glycoprotein VI (GPVI) is a platelet receptor that directly binds collagen. It has been shown by expressing GPVI in rat basophilic leukemia (RBL-2H3) cells that GPVI mediates adhesion to type I collagen under static conditions. However, the ability of GPVI to secure adhesion to collagen type I under flow has not been measured. We studied the interaction of GPVI and type I collagen under hydrodynamic flow using RBL-2H3 cells transfected with the GPVI receptor. We found that GPVI-expressing RBL-2H3 cells adhere to collagen under flow, significantly more so than non-GPVI-expressing RBL-2H3 cells. Inhibition of GPVI by the 11A12 anti-GPVI antibody significantly blocks adhesion to collagen, indicating that GPVI specifically interacts with collagen. Probing the role of signaling in GPVI binding to collagen, we used mutants of GPVI and observed that signal transduction did not inhibit adhesion. To test the correlation between receptor expression and adhesion, we tested three GPVI-expressing RBL-2H3 cell lines (A, B, and C) with different levels of receptor expression. At a single shear rate, the level of adhesion increases monotonically with surface expression. The results, using this model cell line, indicate that GPVI is capable of mediating adhesion to collagen under shear, in a density-dependent fashion that is independent of GPVI signaling.","['Sarratt, Kendra L', 'Chen, Hong', 'Kahn, Mark L', 'Hammer, Daniel A']","['Sarratt KL', 'Chen H', 'Kahn ML', 'Hammer DA']","['Department of Bioengineering, School of Engineering and Applied Sciences, University of Pennsylvania, Philadelphia, PA 19104, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann Biomed Eng,Annals of biomedical engineering,0361512,"['0 (Collagen Type I)', '0 (Platelet Membrane Glycoproteins)', '0 (Recombinant Proteins)', '0 (platelet membrane glycoprotein VI)']",IM,"['Animals', 'Blood Flow Velocity', 'Cell Adhesion', 'Cell Line, Tumor', 'Collagen Type I/*metabolism', 'Leukemia, Basophilic, Acute/genetics/*metabolism/*pathology', '*Mechanotransduction, Cellular', 'Mutagenesis, Site-Directed', 'Platelet Membrane Glycoproteins/*metabolism', 'Protein Binding', 'Rats', 'Recombinant Proteins/metabolism', 'Stress, Mechanical']",2004/08/10 05:00,2005/01/12 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2005/01/12 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,Ann Biomed Eng. 2004 Jul;32(7):970-6. doi: 10.1023/b:abme.0000032459.29696.65.,['10.1023/b:abme.0000032459.29696.65 [doi]'],,"['5-P01-HL-62550-02/HL/NHLBI NIH HHS/United States', 'R01HL67311-01A1/HL/NHLBI NIH HHS/United States']",,,,,,,,,,,,,,,,,,
15298276,NLM,MEDLINE,20041102,20190723,0021-5384 (Print) 0021-5384 (Linking),93,7,2004 Jul 10,[Cell therapy. 1. Donor lymphocyte infusion therapy].,1392-7,,"['Kuroda, Junya', 'Kimura, Shinya']","['Kuroda J', 'Kimura S']",,['jpn'],['Journal Article'],Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,,IM,"['Humans', 'Leukemia/*therapy', '*Lymphocyte Transfusion', '*Stem Cell Transplantation']",2004/08/10 05:00,2004/11/04 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2004/11/04 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,Nihon Naika Gakkai Zasshi. 2004 Jul 10;93(7):1392-7. doi: 10.2169/naika.93.1392.,['10.2169/naika.93.1392 [doi]'],,,,,,,,,,,,,,,,,,,,
15298165,NLM,MEDLINE,20041012,20080215,0023-9852 (Print) 0023-9852 (Linking),51,2,2003 Apr-Jun,Granulocytic sarcoma with spinal cord compression in chronic myelogenous leukemia: a case report.,117-9,"We report on a 19-year-old man with a spinal cord compression secondary to granulocytic sarcoma (GS) as the initial presentation of a chronic myelogenous leukemia (CML). Blastic crisis developed two months later. According to our case report and to the literature, the diagnosis of GS could predict a rapid progression to blastic phase.","['Chalhoub-Hachem, Berthe R', 'Kattan, Joseph G', 'Ghosn, Marwan G', 'Abadjian, Gerard A', 'Okais, Nabil M']","['Chalhoub-Hachem BR', 'Kattan JG', 'Ghosn MG', 'Abadjian GA', 'Okais NM']","['Departments of Hematology-Oncology, Hotel-Dieu de France University Hospital, Beirut. Lebanon.']",['eng'],"['Case Reports', 'Journal Article']",Lebanon,J Med Liban,Le Journal medical libanais. The Lebanese medical journal,0375352,,IM,"['Adult', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications', 'Male', 'Sarcoma, Myeloid/*complications', 'Spinal Cord Compression/*etiology']",2004/08/10 05:00,2004/10/13 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2004/10/13 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,J Med Liban. 2003 Apr-Jun;51(2):117-9.,,,,,,,,,,,,,,,,,,,,,
15298055,NLM,MEDLINE,20041126,20061115,0005-9366 (Print) 0005-9366 (Linking),117,7-8,2004 Jul-Aug,[New strategies for drug development].,276-87,"The strategy how new drugs are being developed has dramatically changed during the last decade. Until then a rational, target-aimed design of drugs was not possible, because the molecular basis of disease was largely unexplored. The progress in basic science has revealed that many diseases are caused by the malfunction of proteins. These proteins are targets for drugs, which should bind to the protein and inhibit its function. Knowledge of the three dimensional structure of the target protein is helpful to find binding pockets for the drug on the molecular surface. The strategy of this knowledge-based or structure-based drug-design is explained with the help of several examples for recently approved drugs, antivirals against influenza and AIDS, and a drug against a rare cancer, chronic myeloic leukemia.","['Veit, Michael']",['Veit M'],"['Institut fur Immunologie und Molekularbiologie, Fachbereich Veterinarmedizin der Freien Universitat Berlin. mveit@city.vetmed.fu-berlin.de']",['ger'],"['English Abstract', 'Journal Article', 'Review']",Germany,Berl Munch Tierarztl Wochenschr,Berliner und Munchener tierarztliche Wochenschrift,0003163,['0 (Veterinary Drugs)'],IM,"['Animals', '*Drug Design', 'Protein Conformation', 'Structure-Activity Relationship', '*Veterinary Drugs']",2004/08/10 05:00,2004/12/16 09:00,['2004/08/10 05:00'],"['2004/08/10 05:00 [pubmed]', '2004/12/16 09:00 [medline]', '2004/08/10 05:00 [entrez]']",ppublish,Berl Munch Tierarztl Wochenschr. 2004 Jul-Aug;117(7-8):276-87.,,,,25,,,,,,,,,,Neue Strategien zur Entwicklung von Arzneimitteln.,"['PDB/1A30', 'PDB/1AIK', 'PDB/1F8B', 'PDB/1HTM', 'PDB/1IEP', 'PDB/2VIU']",,,,,,
15297973,NLM,MEDLINE,20040831,20190722,0046-8177 (Print) 0046-8177 (Linking),35,8,2004 Aug,AA-type amyloidosis associated with non-Hodgkin's lymphoma: a case report.,1041-4,"Amyloid-associated protein (AA)-type systemic amyloidosis has been referred to as secondary amyloidosis because it is secondary to an associated inflammatory condition. It is extremely rare in patients with non-Hodgkin's lymphoma (NHL). Here we report an autopsy case of follicular small cleaved cell lymphoma with focal large B-cell lymphoma transformation in association with systemic AA-type amyloidosis. Formalin-fixed, paraffin-embedded tissues from autopsy and the patient's previous surgical specimen were studied by Congo red stain; electron microscopy; and immunostaining with antibodies against AA protein, P component, and kappa and lambda light chains. There was a marked AA amyloid deposition in the glomeruli of both kidneys, the retroperitoneal lymphoma mass, the blood vessels, the adrenal glands, and the adipose tissues. The patient's previous surgical specimens were negative for amyloid. We propose that this patient's systemic AA-type amyloidosis developed along the course of his NHL.","['Zhu, Lee-Ching', 'Sidhu, Gurdip S', 'Yee, Herman T', 'Cassai, Nicholas D', 'Goldfarb, David S', 'Wieczorek, Rosemary L']","['Zhu LC', 'Sidhu GS', 'Yee HT', 'Cassai ND', 'Goldfarb DS', 'Wieczorek RL']","['New York Harbor Health Care System-New York Campus, New York, NY, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Hum Pathol,Human pathology,9421547,['0 (Serum Amyloid A Protein)'],IM,"['Amyloidosis/complications/metabolism/*pathology', 'Cell Transformation, Neoplastic', 'Fatal Outcome', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/metabolism/*pathology', 'Lymphoma, B-Cell/complications/metabolism/*pathology', 'Male', 'Middle Aged', '*Serum Amyloid A Protein/metabolism']",2004/08/07 05:00,2004/09/01 05:00,['2004/08/07 05:00'],"['2004/08/07 05:00 [pubmed]', '2004/09/01 05:00 [medline]', '2004/08/07 05:00 [entrez]']",ppublish,Hum Pathol. 2004 Aug;35(8):1041-4. doi: 10.1016/j.humpath.2004.05.004.,"['S0046817704002862 [pii]', '10.1016/j.humpath.2004.05.004 [doi]']",,,,,,,,,,,,,,,,,,,,
15297854,NLM,MEDLINE,20050208,20161021,1466-4860 (Print) 1466-4860 (Linking),5,4,2004,Effective treatment of primary plasma cell leukemia with thalidomide and dexamethasone - a case report.,361-3,"Plasma cell leukemia (PCL) is an aggressive disease with poor prognosis and a median survival of only 2-6 months. Currently, no standard therapy is available, but intensive polychemotherapy appears to be more effective than the conventional melphalan plus prednisone. However, the efficacy of thalidomide in PCL has not yet been widely evaluated. Recently, treatment with thalidomide has been reported to yield promising results in refractory multiple myeloma. Here, we report on a patient with primary PCL in whom first-line treatment with thalidomide/dexamethasone resulted in a rapid response and achievement of a very good partial remission.","['Wohrer, Stefan', 'Ackermann, Jutta', 'Baldia, Catrin', 'Seidl, Sonja', 'Raderer, Markus', 'Simonitsch, Ingrid', 'Drach, Johannes']","['Wohrer S', 'Ackermann J', 'Baldia C', 'Seidl S', 'Raderer M', 'Simonitsch I', 'Drach J']","['Clinical Division of Oncology, Department of Medicine 1, University Hospital Vienna, Vienna, Austria.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Hematol J,The hematology journal : the official journal of the European Haematology Association,100965523,"['0 (Antineoplastic Agents)', '4Z8R6ORS6L (Thalidomide)', '7S5I7G3JQL (Dexamethasone)']",IM,"['Adult', 'Antineoplastic Agents/therapeutic use', 'Dexamethasone/*therapeutic use', 'Female', 'Humans', 'Leukemia, Plasma Cell/*drug therapy', 'Thalidomide/*therapeutic use', 'Treatment Outcome']",2004/08/07 05:00,2005/02/09 09:00,['2004/08/07 05:00'],"['2004/08/07 05:00 [pubmed]', '2005/02/09 09:00 [medline]', '2004/08/07 05:00 [entrez]']",ppublish,Hematol J. 2004;5(4):361-3. doi: 10.1038/sj.thj.6200375.,"['10.1038/sj.thj.6200375 [doi]', '6200375 [pii]']",,,,,,,,,,,,,,,,,,,,
