PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,OID,OAB,OABL,OTO,OT,GN,PMC,RF,GR,AD
480379,NLM,MEDLINE,19791129,20211203,0027-8874 (Print) 0027-8874 (Linking),63,4,1979 Oct,Enhancement of experimental tumors in mice by treatment with concanavalin A.,1065-9,"['Ekstedt, R D']",['Ekstedt RD'],['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Animals', 'Concanavalin A/*toxicity', 'Immunosuppression Therapy', 'Male', 'Methylcholanthrene', 'Mice', 'Mice, Inbred BALB C', 'Moloney murine leukemia virus', 'Neoplasms, Experimental/etiology', 'Plasmacytoma/*etiology/immunology', 'Sarcoma, Experimental/*etiology/immunology', 'Tumor Virus Infections/etiology']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1979 Oct;63(4):1065-9.,"Weanling BALB/c mice given injections of 300 micrograms concanavalin A (Con A) prior to and at frequent intervals after challenge with Moloney murine sarcoma virus (M-MuSV), 3-methylcholanthrene (MCA), or TEPC-15 plasmacytoma cells showed an enhancement of tumor induction or development. With the M-MuSV and MCA systems, this enhancement was evidenced by larger tumors and, in the MCA system, by more devastating tumors. Regression of the M-MuSV-induced tumors was more prolonged in Con A-treated mice. With the TEPC-15 system, enhancement was evidenced by a more rapid mortality rate in treated animals.","['11028-71-0 (Concanavalin A)', '56-49-5 (Methylcholanthrene)']",,,,,,,,,,,
479762,NLM,MEDLINE,19791128,20190508,0022-1007 (Print) 0022-1007 (Linking),150,3,1979 Sep 19,Cell surface antigens of human renal cancer defined by autologous typing.,564-79,"['Ueda, R', 'Shiku, H', 'Pfreundschuh, M', 'Takahashi, T', 'Li, L T', 'Whitmore, W F', 'Oettgen, H F', 'Old, L J']","['Ueda R', 'Shiku H', 'Pfreundschuh M', 'Takahashi T', 'Li LT', 'Whitmore WF', 'Oettgen HF', 'Old LJ']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Exp Med,The Journal of experimental medicine,2985109R,IM,"['Adult', 'Aged', '*Antibodies, Neoplasm', '*Antigens, Neoplasm', '*Antigens, Surface', 'Culture Techniques', 'Female', 'Hemadsorption Inhibition Tests', 'Humans', 'Kidney/immunology', 'Kidney Neoplasms/*immunology/pathology', 'Male', 'Middle Aged', 'Neoplasms, Experimental/immunology', 'Rosette Formation']",1979/09/19 00:00,1979/09/19 00:01,['1979/09/19 00:00'],"['1979/09/19 00:00 [pubmed]', '1979/09/19 00:01 [medline]', '1979/09/19 00:00 [entrez]']",ppublish,J Exp Med. 1979 Sep 19;150(3):564-79. doi: 10.1084/jem.150.3.564.,"Sera from 28 patients with renal cancer were tested for reactivity with surface antigens of cultured autologous renal cancer cells. Four serological assays were used to survey sera for autologous antibody. Immune adherence, protein A, and C3-mixed hemadsorption assays detected reactivity in a high percentage of patients (80-100%), whereas mixed hemadsorption assays were negative with sera from all but one patient. Reactive sera from six patients were analyzed by absorption tests with autologous, allogeneic, and restricted to autologous renal cancer cells; class 2 antigens, present on certain allogeneic renal and nonrenal cancer cells; and class 3 antigens, found on a wide variety of normal and malignant cell types. The sera of one patient detected class 1, 2, and 3 antigens, the sera of three patients detected class 2 antigens, and the sera of two patients detected class 3 antigens. This analysis of renal cancer, with the recognition of three classes of surface antigens recognized by autologous sera, resembles the results of autologous typing of three other human malignancies: malignant melanoma, acute leukemia, and astrocytoma. Evidence provided by autologous typing of these cancers indicates that class 1 and class 2 antigens are tumor-restricted and that under certain circumstances these antigens are immunogenic for the autologous host.","['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",['10.1084/jem.150.3.564 [doi]'],,,,,,,PMC2185656,,,
479600,NLM,MEDLINE,19791121,20081121,0022-1767 (Print) 0022-1767 (Linking),123,4,1979 Oct,Genetic control of sensitivity to Moloney leukemia virus in mice. II. Mapping of three resistant genes within the H-2 complex.,1806-12,"['Debre, P', 'Gisselbrecht, S', 'Pozo, F', 'Levy, J P']","['Debre P', 'Gisselbrecht S', 'Pozo F', 'Levy JP']",['eng'],['Journal Article'],,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', '*Chromosome Mapping', '*Genes, Dominant', 'Genetic Complementation Test', 'H-2 Antigens/*genetics', 'Hybridization, Genetic', 'Immunity, Innate', 'Leukemia, Experimental/*genetics/immunology', 'Mice', 'Mice, Inbred A', 'Mice, Inbred BALB C', 'Moloney murine leukemia virus/*genetics', 'Viremia/genetics']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,J Immunol. 1979 Oct;123(4):1806-12.,"The level of viremia and the appearance of leukemias were studied after inoculation wtih Moloney leukemia virus (M-MuLV) in different H-2 congenic strains of mice. The viremia was regularly measured on individual mice with a radioimmunoassay of the major internal virion component p30. Three genes within the major histocompatibility complex controlled the level of circulating virus. Two of them, called Rmv.1 and Rmv.2, appear to be located in the I region, respectively, in the IA, and the IC-S or G regions. The third gene, Rmv.3, was mapped to the D end of the complex in the D or T region. Crosses between resistant and sensitive strans demonstrated that the H-2 associated resistance was inherited as a dominant or semi-dominant Mendelian trait. Rmv.1, Rmv.2, and Rmv.3 were shown to complement for resistance in trans when the hybrids between sensitive strains were examined. A good correlation was found between viremia and the appearance of leukemias, the most viremic strains being also the most leukemic. Nevertheless, additional non-H-2 genes must control viremia and/or the appearance of leukemia since, despite high levels of viremia, some sensitive strains do not become leukemic.",['0 (H-2 Antigens)'],,,,,,,,,,,
479548,NLM,MEDLINE,19791121,20190509,0022-1503 (Print) 0022-1503 (Linking),70,2,1979 Mar-Apr,Effect of rabbit strain on activity level and cytotoxicity of serum complement. III. Comparison of four tumor target cells.,109-14,"['Fox, R R', 'Cherry, M', 'Shultz, K L', 'Salvatore, K J']","['Fox RR', 'Cherry M', 'Shultz KL', 'Salvatore KJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Hered,The Journal of heredity,0375373,IM,"['Animals', 'Antilymphocyte Serum/*immunology', 'Complement System Proteins/*immunology', '*Cytotoxicity Tests, Immunologic', 'Female', 'Male', 'Mice', 'Neoplasms, Experimental/*immunology', 'Rabbits/*immunology']",1979/03/01 00:00,1979/03/01 00:01,['1979/03/01 00:00'],"['1979/03/01 00:00 [pubmed]', '1979/03/01 00:01 [medline]', '1979/03/01 00:00 [entrez]']",ppublish,J Hered. 1979 Mar-Apr;70(2):109-14. doi: 10.1093/oxfordjournals.jhered.a109204.,"Serum samples from about 10 males and 10 females from each of 15 genetically defined strains of rabbits and from one hybrid were tested as sources of complement for the microtiter lymphocytotoxicity test using tumor cells from SaI-A, 6C3HED-A, BW5147, and L-cells as target cells. The tumor cells were tested with appropriate H-2 antisera. Results indicated strain differences particularly evident when the target cells were eithter 6C3HED-A or L-cells. BW5147 worked well with most all strains and SaI-A was extremely demanding of all strains of rabbits. However, strains IIIC/J, IIIVO/J and the F1 hybrid between them were still among the six best strains when tested against the tumor cells as they were when tested against the lymph nodes in previously published data. Strain WH/J which carries the gene, ha, for hereditary lymphosarcoma, proved to be a good complement source with SaI-A and 6C3HED-A, both sarcoma in nature. However, it was not a good complement source with BW5147, a lymphatic leukemia, or L-cells. This is possible evidence for a common tumor antigen associated with lymphosarcoma.","['0 (Antilymphocyte Serum)', '9007-36-7 (Complement System Proteins)']",['10.1093/oxfordjournals.jhered.a109204 [doi]'],,,,,,,,,,
479446,NLM,MEDLINE,19791128,20190902,0148-0812 (Print) 0148-0812 (Linking),5,8,1979 Aug,Aggressive biologic behavior of basal- and squamous-cell cancers in patients with chronic lymphocytic leukemia or chronic lymphocytic lymphoma.,609-14,"['Weimar, V M', 'Ceilley, R I', 'Goeken, J A']","['Weimar VM', 'Ceilley RI', 'Goeken JA']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Dermatol Surg Oncol,The Journal of dermatologic surgery and oncology,7707501,IM,"['Aged', 'Carcinoma, Basal Cell/*immunology/therapy', 'Carcinoma, Squamous Cell/*immunology/therapy', 'Female', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Lymphoma/*immunology', 'Male', 'Middle Aged', 'Neoplasm Metastasis', 'Neoplasm Recurrence, Local/*immunology', 'Neoplasms, Multiple Primary/*immunology', 'Skin Neoplasms/immunology/therapy']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,J Dermatol Surg Oncol. 1979 Aug;5(8):609-14. doi: 10.1111/j.1524-4725.1979.tb00732.x.,"Three basal- and four squamous-cell carcinomas in seven patients with chronic lymphocytic leukemia or chronic lymphocytic lymphoma recurred repeatedly after conventional treatment, and grew to large sizes. The squamous-cell carcinomas metastasized in all four of the patients so afflicted. Absolute numbers of circulating T lymphocytes were normal in the seven patients, but they had cutaneous anergy to intradermal tests with common antigens and to dinitrochlorobenzene. The following recommendations for management of cutaneous carcinomas in patients with malignant lymphomatoses are made: 1) closer surveillance than for patients with cutaneous cancers but without malignant lymphomatoses, 2) early treatment of actinic keratoses to prevent possible transformation to malignancy, and 3) microscopically controlled excision of basal- or squamous-cell carcinomas larger than 1 cm in diameter.",,['10.1111/j.1524-4725.1979.tb00732.x [doi]'],,,,,,,,,,
479175,NLM,MEDLINE,19791121,20210210,0021-9258 (Print) 0021-9258 (Linking),254,18,1979 Sep 25,Properties of two mouse lymphocyte cell lines genetically defective in amino acid transport.,8988-93,"['Dantzig, A H', 'Adelberg, E A', 'Slayman, C W']","['Dantzig AH', 'Adelberg EA', 'Slayman CW']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Amino Acids/*metabolism/pharmacology', 'Aminoisobutyric Acids/metabolism', 'Animals', 'Biological Transport/drug effects', 'Cell Line', 'Glutamates/metabolism', 'Kinetics', 'Leucine/metabolism', 'Leukemia L5178', 'Mice', 'Mutation', 'Sodium/pharmacology']",1979/09/25 00:00,1979/09/25 00:01,['1979/09/25 00:00'],"['1979/09/25 00:00 [pubmed]', '1979/09/25 00:01 [medline]', '1979/09/25 00:00 [entrez]']",ppublish,J Biol Chem. 1979 Sep 25;254(18):8988-93.,,"['0 (Amino Acids)', '0 (Aminoisobutyric Acids)', '0 (Glutamates)', '9NEZ333N27 (Sodium)', 'GMW67QNF9C (Leucine)']",['S0021-9258(19)86799-6 [pii]'],,,,,,,,,,
478879,NLM,MEDLINE,19791128,20061115,0017-9078 (Print) 0017-9078 (Linking),36,2,1979 Feb,"Comments on ""leukemia risk from neutrons"" by H. H. Rossi and C. W. Mays.",205-6,"['Jablon, S']",['Jablon S'],['eng'],"['Comparative Study', 'Letter']",,United States,Health Phys,Health physics,2985093R,IM,"['Environmental Exposure', 'Gamma Rays', 'Humans', 'Japan', 'Leukemia/*epidemiology/etiology/mortality', 'Models, Biological', '*Neutrons', '*Probability', 'Radiation Dosage', '*Risk', 'Time Factors', 'United States']",1979/02/01 00:00,1979/02/01 00:01,['1979/02/01 00:00'],"['1979/02/01 00:00 [pubmed]', '1979/02/01 00:01 [medline]', '1979/02/01 00:00 [entrez]']",ppublish,Health Phys. 1979 Feb;36(2):205-6.,,,,,,,,,,,,,
478826,NLM,MEDLINE,19791129,20171117,0021-2180 (Print) 0021-2180 (Linking),15,8,1979 Aug,Dynamic morphology applied to human and animal leukemia cells.,653-9,"['Haemmerli, G', 'Felix, H', 'Strauli, P']","['Haemmerli G', 'Felix H', 'Strauli P']",['eng'],['Journal Article'],,Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,IM,"['Animals', '*Cell Movement', 'Leukemia/*ultrastructure', 'Leukemia, Experimental/ultrastructure', 'Leukocytes/*ultrastructure', 'Microscopy, Electron, Scanning/*methods', 'Motion Pictures', 'Rats']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Isr J Med Sci. 1979 Aug;15(8):653-9.,"Dynamic morphology, which describes the shape and surface architecture of fixed cells in terms related to their behavior in the living state, is based on the concurrent use of two methods: scanning electron microscopy and microcinematography. This combination has both advantages and disadvantages. In this study on leukemic cells, we were able to draw the following conclusions about the usefulness of dynamic morphology. It confirms that white blood cells do not flatten on a glass substrate; they stay spherical and are either round or polarized. Round cells of similar size, whatever their origin, cannot be classified by dynamic morphology. Polarized cells can be classified as blasts, promyelocytes, myelocytes, granulocytes and lymphocytes, although polarized blast cells of different origins cannot be differentiated. Dynamic morphology cannot classify the same cell type as benign or malignant.",,,,,,,,,,,,
478818,NLM,MEDLINE,19791121,20061115,0021-2180 (Print) 0021-2180 (Linking),15,7,1979 Jul,In vitro sensitization of human lymphocytes against allogeneic cells by antigen-fed macrophages.,564-9,"['Treves, A J', 'Heidelberger, E', 'Feldman, M', 'Kaplan, H S']","['Treves AJ', 'Heidelberger E', 'Feldman M', 'Kaplan HS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",,Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,IM,"['Animals', 'Antigens, Neoplasm/*immunology', 'Cell Line', 'Cytotoxicity, Immunologic', 'Humans', 'Leukemia, Experimental/immunology', 'Lymphocytes/*immunology', 'Macrophages/*immunology', 'Mice', 'Neoplasms, Experimental/immunology', 'Rhabdomyosarcoma/*immunology', 'Spleen/immunology', 'Teratoma/*immunology']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,Isr J Med Sci. 1979 Jul;15(7):564-9.,Primary in vitro sensitization of human lymphocytes against allogeneic tumor cells was induced by antigen-fed macrophages. Spleen or peripheral blood macrophages were fed with cell-free extracts of allogeneic tumor cells. Autologous lymphocytes that were sensitized by the macrophage culture for five days manifested cytotoxic activity against the corresponding target cells.,"['0 (Antigens, Neoplasm)']",,,,,,,,,,,
478437,NLM,MEDLINE,19791128,20090219,0018-5043 (Print) 0018-5043 (Linking),11,7,1979 Jul,Substance P plasma levels in pregnancy and in various clinical disorders.,448-51,"['Cusack, D', 'Cannon, D', 'Skrabanek, P', 'Powell, D']","['Cusack D', 'Cannon D', 'Skrabanek P', 'Powell D']",['eng'],['Journal Article'],,Germany,Horm Metab Res,Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme,0177722,IM,"['Cystic Fibrosis/blood', 'Female', 'Humans', 'Intestinal Diseases/blood', 'Neoplasms/blood', '*Pregnancy', 'Radioimmunoassay', 'Substance P/*blood', 'Thyroid Diseases/blood']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,Horm Metab Res. 1979 Jul;11(7):448-51. doi: 10.1055/s-0028-1092758.,"Using radioimmunoassay, immunoreactive SP (iSP) has been measured in the plasma of 162 hospital patients with various disorders and in the plasma of 67 pregnant women. In pregnancy, iSP was undetectable in 40% women as compared to 12% in other hospital patients. The mean iSP plasma level in pregnancy was 37.8 +/- 4.6 (SEM) as compared to 77.1 +/- 4.9 (SEM) pg/ml in other hospital patients. The results support earlier observations based on bioassay, suggesting that the blood of pregnant women contains higher concentrations of a SP-inactivating factor. Of the hospital patients, elevated levels of iSP were found in patients with chronic leukaemia, in one patient with a basaloid carcinoma of the anus, and in one patient with toxic liver damage and pancreatic insufficiency. No correlation was found between thyroid function and iSP plasma levels. ISP plasma levels in various gastrointestinal disorders were similar to those found in normal subjects.",['33507-63-0 (Substance P)'],['10.1055/s-0028-1092758 [doi]'],,,,,,,,,,
477905,NLM,MEDLINE,19791128,20191210,0014-4754 (Print) 0014-4754 (Linking),35,8,1979 Aug 15,The structure of amoorastatone and the cytotoxic limonoid 12-hydroxyamoorastatin.,987-9,"['Polonsky, J', 'Varon, Z', 'Marazano, C', 'Arnoux, B', 'Pettit, G R', 'Schmid, J M', 'Ochi, M', 'Kotsuki, H']","['Polonsky J', 'Varon Z', 'Marazano C', 'Arnoux B', 'Pettit GR', 'Schmid JM', 'Ochi M', 'Kotsuki H']",['eng'],['Journal Article'],,Switzerland,Experientia,Experientia,0376547,IM,"['Animals', '*Antineoplastic Agents', 'Cell Division/drug effects', 'Cell Line', 'Leukemia P388/physiopathology', 'Magnetic Resonance Spectroscopy', 'Mice', 'Seeds/*analysis', 'Structure-Activity Relationship', '*Triterpenes/pharmacology']",1979/08/15 00:00,1979/08/15 00:01,['1979/08/15 00:00'],"['1979/08/15 00:00 [pubmed]', '1979/08/15 00:01 [medline]', '1979/08/15 00:00 [entrez]']",ppublish,Experientia. 1979 Aug 15;35(8):987-9. doi: 10.1007/BF01949897.,"2 new limonoid-type terpenes have been isolated from an aqueous extract of seeds produced by the Eastern Himalayan (India) plant Aphanamixis grandifolia B1. By interpreting principally mass spectral and nuclear magnetic resonance data, the structures of 12-hydroxyamoorastatin (2b) and amoorastatone (3) were elucidated. Unequivocal evidence for the 12-hydroxyamoorastatin structural assignment was obtained by chemical conversion to sendanin (4). Amoorastatin derivative 2b was found to significantly inhibit growth of the murine P388 lymphocytic leukemia cell lines but amoorastatone in the same system was inactive. In a comparative biological study, sendanin (4) and anthothecol (7) were also found significantly to inhibit growth of the P388 cell line, while rohitukin (8) and limonin (9) were found to be inactive.","['0 (Antineoplastic Agents)', '0 (Triterpenes)', '71590-46-0 (amoorastatone)', '71590-47-1 (12-hydroxyamoorastatin)']",['10.1007/BF01949897 [doi]'],,,,,,,,,,
477532,NLM,MEDLINE,19791129,20041117,0012-0472 (Print) 0012-0472 (Linking),104,36,1979 Sep 7,[Acute leukemia].,1259,"['Gross, R']",['Gross R'],['ger'],['Letter'],Akute Leukamie.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,IM,"['Acute Disease', 'Adult', 'Hospitals, Special', 'Humans', 'Leukemia/*therapy']",1979/09/07 00:00,1979/09/07 00:01,['1979/09/07 00:00'],"['1979/09/07 00:00 [pubmed]', '1979/09/07 00:01 [medline]', '1979/09/07 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1979 Sep 7;104(36):1259.,,,,,,,,,,,,,
477438,NLM,MEDLINE,19791129,20190514,0012-3692 (Print) 0012-3692 (Linking),76,4,1979 Oct,Interstitial pneumonia and chlorambucil.,471-3,"['Godard, P', 'Marty, J P', 'Michel, F B']","['Godard P', 'Marty JP', 'Michel FB']",['eng'],"['Case Reports', 'Journal Article']",,United States,Chest,Chest,0231335,IM,"['Aged', 'Chlorambucil/*adverse effects', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Male', 'Pulmonary Fibrosis/*chemically induced']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,Chest. 1979 Oct;76(4):471-3. doi: 10.1378/chest.76.4.471.,,['18D0SL7309 (Chlorambucil)'],"['S0012-3692(16)39819-1 [pii]', '10.1378/chest.76.4.471 [doi]']",,,,,,,,,,
477041,NLM,MEDLINE,19791129,20190819,0090-1229 (Print) 0090-1229 (Linking),14,1,1979 Sep,Antibody-dependent cell-mediated cytotoxicity in the Moloney sarcoma virus system: no requirement for exogenous C5.,35-46,"['Fuson, E W', 'Walia, A S', 'Cox, B A', 'Lamon, E W']","['Fuson EW', 'Walia AS', 'Cox BA', 'Lamon EW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Clin Immunol Immunopathol,Clinical immunology and immunopathology,0356637,IM,"['Animals', 'Antibodies', '*Antibody-Dependent Cell Cytotoxicity', 'Cell Transformation, Neoplastic', 'Complement C5/*deficiency', 'Female', 'Immunoglobulin M/immunology', 'Lymph Nodes/immunology', 'Male', 'Mice', 'Mice, Inbred A', 'Moloney murine leukemia virus/*immunology', 'Sarcoma, Experimental/*immunology', 'Spleen/immunology', 'Thymus Gland/immunology']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Clin Immunol Immunopathol. 1979 Sep;14(1):35-46. doi: 10.1016/0090-1229(79)90123-5.,,"['0 (Antibodies)', '0 (Complement C5)', '0 (Immunoglobulin M)']",['10.1016/0090-1229(79)90123-5 [doi]'],,,,,,,,,,
476962,NLM,MEDLINE,19791129,20190706,0009-8981 (Print) 0009-8981 (Linking),96,1-2,1979 Aug 15,"Fatty acid differences amongst leukemia cell types, with special reference to hairy cell leukemia: a preliminary report.",85-90,"['Dawson, G', 'Golomb, H M']","['Dawson G', 'Golomb HM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Netherlands,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,1302422,IM,"['Arachidonic Acids/blood', 'Fatty Acids/*blood', 'Humans', 'Leukemia/*blood', 'Leukemia, Hairy Cell/*blood', 'Linoleic Acids/blood', 'Structure-Activity Relationship']",1979/08/15 00:00,1979/08/15 00:01,['1979/08/15 00:00'],"['1979/08/15 00:00 [pubmed]', '1979/08/15 00:01 [medline]', '1979/08/15 00:00 [entrez]']",ppublish,Clin Chim Acta. 1979 Aug 15;96(1-2):85-90. doi: 10.1016/0009-8981(79)90056-1.,"Fatty acid analyses of malignant cells from hairy cell leukemia patients revealed a profile which was rich in arachidonate and relatively low in linoleate and oleate. This profile was distinct from that of mononuclear cells derived from patients with other lymphoproliferative diseases or myeloproliferative disorders, and may reflect the unique membrane morphology of the hairy cell.","['0 (Arachidonic Acids)', '0 (Fatty Acids)', '0 (Linoleic Acids)']","['0009-8981(79)90056-1 [pii]', '10.1016/0009-8981(79)90056-1 [doi]']",,,,,,,,,,
476719,NLM,MEDLINE,19791121,20190813,0008-6215 (Print) 0008-6215 (Linking),72,,1979 Jul,"The synthesis of some 4-substituted derivatives of 1,2,3-tri-O-acetyl-6-deoxy-L-glucopyranose having cytotoxic activity.",235-42,"['Hadfield, A F', 'Sartorelli, A C']","['Hadfield AF', 'Sartorelli AC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Netherlands,Carbohydr Res,Carbohydrate research,0043535,IM,"['Animals', 'Cell Line', 'Cell Survival/drug effects', 'Deoxy Sugars/*chemical synthesis', 'Deoxyglucose/analogs & derivatives/*chemical synthesis/pharmacology', 'Leukemia, Experimental', 'Methods', 'Mice', 'Structure-Activity Relationship']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,Carbohydr Res. 1979 Jul;72:235-42. doi: 10.1016/s0008-6215(00)83942-7.,,"['0 (Deoxy Sugars)', '9G2MP84A8W (Deoxyglucose)']","['S0008-6215(00)83942-7 [pii]', '10.1016/s0008-6215(00)83942-7 [doi]']",,,,,,,,,,
476717,NLM,MEDLINE,19791128,20131121,0361-5960 (Print) 0361-5960 (Linking),63,8,1979 Aug,On methods for testing and achieving cancer chronotherapy.,1428-30,"['Halberg, F', 'Nelson, W', 'Cornelissen, G', 'Haus, E', 'Scheving, L E', 'Good, R A']","['Halberg F', 'Nelson W', 'Cornelissen G', 'Haus E', 'Scheving LE', 'Good RA']",['eng'],['Letter'],,United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Animals', 'Antineoplastic Agents/*administration & dosage', '*Circadian Rhythm', 'Cytarabine/administration & dosage', 'Drug Administration Schedule', 'Leukemia L1210/drug therapy', 'Mice']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1979 Aug;63(8):1428-30.,,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)']",,,,,,,,,,,
476706,NLM,MEDLINE,19791128,20131121,0361-5960 (Print) 0361-5960 (Linking),63,8,1979 Aug,Mechanisms of sensitivity or resistance of murine tumors to N-(phosphonacetyl)-L-aspartate (PALA).,1291-302,"['Jayaram, H N', 'Cooney, D A', 'Vistica, D T', 'Kariya, S', 'Johnson, R K']","['Jayaram HN', 'Cooney DA', 'Vistica DT', 'Kariya S', 'Johnson RK']",['eng'],['Journal Article'],,United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Animals', 'Aspartate Carbamoyltransferase/metabolism', 'Aspartic Acid/*analogs & derivatives/metabolism/therapeutic use', 'Biological Transport', 'Drug Resistance', 'Female', 'Kinetics', 'Male', 'Mice', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*drug therapy/metabolism', 'Organophosphorus Compounds/*therapeutic use', 'Phosphonoacetic Acid/analogs & derivatives/metabolism/*therapeutic use', 'Transplantation, Homologous']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1979 Aug;63(8):1291-302.,"Several biochemical parameters were examined relative to the sensitivity or resistance of representative rodent tumors to N-(phosphonacetyl)-L-aspartate (PALA). The activity of the target enzyme, L-aspartate transcarbamylase (ATCase), was evaluated in homogenates of a spectrum of murine neoplasms. ATCase activity was significantly lower in PALA-sensitive as opposed to PALA-refractory tumors. However, among tumors sensitive to PALA, there was no clearcut relationship between ATCase activity and degree of sensitivity to PALA. Thus, a number of hypotheses were proposed to explain differential sensitivity to PALA in vivo. Enzyme activities in the salvage pathway which phosphorylate pyrimidine nucleosides and deoxynucleosides were found to be greater in refractory tumors. The uptake of PALA, in vitro, though quite slow, was found to be two to eight times greater in two sensitive tumors as compared to the refractory L1210 leukemia. However, in vivo, 24 hours following graduated doses of PALA, nearly identical intratumoral drug concentrations were observed in representative sensitive and refractory tumors. Thus, ultimately, PALA transport would not appear to correlate with differences in drug sensitivity. A number of other biochemical parameters were also found to have no association with sensitivity to PALA in vivo. These included: kinetics of inhibition of ATCase, capacity for restitution of ATCase activity after a dose of PALA, degree of inhibition of ATCase at various doses of PALA, detoxification of PALA by tumor cells, kinetics of uptake of uridine, or catabolism of pyrimidines or pyrimidine nucleosides.","['0 (Organophosphorus Compounds)', '30KYC7MIAI (Aspartic Acid)', 'EC 2.1.3.2 (Aspartate Carbamoyltransferase)', 'N919E46723 (Phosphonoacetic Acid)']",,,,,,,,,,,
