PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,SI,GS,RF,PMC,GR,CON,CIN,OID,OAB,OABL,OTO,OT,GN,EIN,RIN
1450064,NLM,MEDLINE,19930104,20200203,0923-7534 (Print) 0923-7534 (Linking),3,9,1992 Nov,"The Stanford experience with combined procarbazine, Alkeran and vinblastine (PAVe) and radiotherapy for locally extensive and advanced stage Hodgkin's disease.",747-54,"This report describes the efficacy and toxicity of PAVe (procarbazine, Alkeran, vinblastine) and irradiation (RT) in the management of 159 patients with locally extensive or advanced stage Hodgkin's disease (HD) at Stanford University. Patients received six courses of chemotherapy alternating with RT. The extent of RT and the schedule of treatment varied according to the stage of disease. About 2/3 of patients received PAVe/RT in the setting of prospective, randomized clinical trials. The rate of complete response was 93%. With a median follow-up of seven years (range 2-17), the 15 year actuarial freedom from progression (FFP) is 78% and overall survival is 75%. Ten-year FFP by stage is: 80% for locally extensive stage II, 90% for stage IIIA and 70% for stage IIIB. Excellent and equal results were attained with PAVe/RT vs. MOP(P) (mustard, Oncovin, procarbazine with or without prednisone)/RT in the randomized combined modality studies. Progression or recurrence was documented in 30 patients and was more common in irradiated sites. PAVe was well tolerated acutely. There were no treatment related fatalities. Twenty-three (14%) patients were admitted to the hospital for neutropenic fever. Five second malignancies have occurred after PAVe/RT only: one myelodysplastic syndrome, one acute myelogenous leukemia, one non-Hodgkin's lymphoma and two solid tumors including a case of non-small cell lung cancer and an in situ carcinoma of the cervix. Three patients died from myocardial infarction several years after the completion of treatment. These mature data show that PAVe/RT is effective and well-tolerated therapy for locally extensive stage II and IIIA/B HD.(ABSTRACT TRUNCATED AT 250 WORDS)","['Horning, S J', 'Ang, P T', 'Hoppe, R T', 'Rosenberg, S A']","['Horning SJ', 'Ang PT', 'Hoppe RT', 'Rosenberg SA']","['Department of Medicine, Stanford University Medical Center, CA.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",England,Ann Oncol,Annals of oncology : official journal of the European Society for Medical Oncology,9007735,"['35S93Y190K (Procarbazine)', '5V9KLZ54CY (Vinblastine)', 'Q41OR9510P (Melphalan)', 'PAVe protocol 1']",IM,"['Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Cause of Death', 'Combined Modality Therapy', 'Follow-Up Studies', 'Hodgkin Disease/mortality/pathology/*therapy', 'Humans', 'Melphalan/administration & dosage', 'Neoplasm Recurrence, Local', 'Neoplasm Staging', 'Procarbazine/administration & dosage', 'Prospective Studies', 'Radiotherapy Dosage', 'Survival Rate', 'Vinblastine/administration & dosage']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Ann Oncol. 1992 Nov;3(9):747-54. doi: 10.1093/oxfordjournals.annonc.a058333.,,"['10.1093/oxfordjournals.annonc.a058333 [doi]', 'S0923-7534(19)65381-0 [pii]']",,,,,,,,,,,,,,,
1450060,NLM,MEDLINE,19930104,20200203,0923-7534 (Print) 0923-7534 (Linking),3,9,1992 Nov,A proposal for a simple staging system for intermediate grade lymphoma and immunoblastic lymphoma based on the 'tumor score'.,711-7,"A new staging system for intermediate grade lymphomas and immunoblastic lymphomas is described. This system is based on the tumor score which consists of assigning a point to each one of five variables that have been previously shown to have a high prognostic value. Ann Arbor stages III-IV, presence of bulky mass, elevation of B-2 microglobulin and LDH as well as presence of 'B' symptoms are the variables utilized in this system. When we applied this tumor score system to a population of 144 patients uniformly treated with CHOP/Bleo/CMED protocol, we observed that this system can accurately divide the population into two prognostic groups without an intermediate category. The first group is made up of those patients with a score of 0-2 points while the second group consists of patients with a score of > or = 3 points. The first group has a time-to-treatment failure (TTF) of 83% at three years in contrast to the second group whose TTF was 24%. If we compare this system with other commonly used systems in our institution, such as Ann Arbor, M.D. Anderson clinical staging system, and M.D. Anderson serological staging system, we observed that the tumor score system is not only more specific and sensitive than the others but also was capable of eliminating an intermediate risk group, thus facilitating therapeutic choices. This tumor score system is easy to apply and potentially reproducible in any institution.","['Rodriguez, J', 'Cabanillas, F', 'McLaughlin, P', 'Swan, F', 'Rodriguez, M', 'Hagemeister, F', 'Romaguera, J']","['Rodriguez J', 'Cabanillas F', 'McLaughlin P', 'Swan F', 'Rodriguez M', 'Hagemeister F', 'Romaguera J']","['Department of Hematology, U. T. M. D. Anderson Cancer Center, Houston.']",['eng'],['Journal Article'],England,Ann Oncol,Annals of oncology : official journal of the European Society for Medical Oncology,9007735,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Humans', 'Lymphoma, Non-Hodgkin/mortality/*pathology', 'Male', 'Middle Aged', 'Neoplasm Staging/*methods', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/mortality/*pathology', 'Prognosis', 'Regression Analysis', 'Remission Induction', 'Reproducibility of Results', 'Sensitivity and Specificity']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Ann Oncol. 1992 Nov;3(9):711-7. doi: 10.1093/oxfordjournals.annonc.a058324.,,"['10.1093/oxfordjournals.annonc.a058324 [doi]', 'S0923-7534(19)65372-X [pii]']",,,,,,,,,,,,,,,
1450052,NLM,MEDLINE,19930107,20200203,0923-7534 (Print) 0923-7534 (Linking),3,8,1992 Sep,Mechanisms of hypercalcemia in lymphomas.,664-5,,"['Seymour, J']",['Seymour J'],,['eng'],"['Comment', 'Letter']",England,Ann Oncol,Annals of oncology : official journal of the European Society for Medical Oncology,9007735,['0 (Parathyroid Hormone)'],IM,"['Humans', 'Hypercalcemia/*etiology', 'Leukemia-Lymphoma, Adult T-Cell/*complications', 'Parathyroid Hormone/physiology']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",ppublish,Ann Oncol. 1992 Sep;3(8):664-5. doi: 10.1093/oxfordjournals.annonc.a058302.,,"['10.1093/oxfordjournals.annonc.a058302 [doi]', 'S0923-7534(19)65344-5 [pii]']",,,,,,['Ann Oncol. 1992 Apr;3(4):257-67. PMID: 1390303'],,,,,,,,,
1449980,NLM,MEDLINE,19930106,20171116,0890-9091 (Print) 0890-9091 (Linking),6,9,1992 Sep,"Lymphoma, hairy-cell leukemia respond to new agents.",94,,,,,['eng'],['News'],United States,Oncology (Williston Park),"Oncology (Williston Park, N.Y.)",8712059,"['0 (Antibodies, Monoclonal)', '0 (Deoxyadenosines)', '0 (Immunoconjugates)', '0 (Immunotoxins)', '0 (Oncolysin B)', '146-77-0 (2-Chloroadenosine)', '395575MZO7 (Pentostatin)', '9009-86-3 (Ricin)', ""JYW18Y92UP (2-chloro-3'-deoxyadenosine)""]",IM,"['2-Chloroadenosine/analogs & derivatives/therapeutic use', 'Antibodies, Monoclonal', 'Deoxyadenosines/therapeutic use', 'Humans', 'Immunoconjugates', 'Immunotoxins/therapeutic use', 'Leukemia, Hairy Cell/*drug therapy', 'Lymphoma/*drug therapy', 'Pentostatin/therapeutic use', 'Ricin/therapeutic use']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",ppublish,Oncology (Williston Park). 1992 Sep;6(9):94.,,,,,,,,,,,,,,,,,
1449974,NLM,MEDLINE,19930106,20050621,0890-9091 (Print) 0890-9091 (Linking),6,9,1992 Sep,The use of the polymerase chain reaction in clinical oncology.,"25-34, discussion 34, 39-40","The polymerase chain reaction (PCR) is an extraordinary tool for studying cancer. It is both more sensitive and more rapid than any other detection method, and can be performed without special expertise. It is ideal for the detection of minimal residual disease, particularly in lymphoid malignancies, but also for any cancer with a genetic abnormality that is defined at the molecular level. Other uses, such as diagnosis of cancer based on detection of translocations or point mutations, have an intriguing potential, but remain investigational. At this point, few clinicians would be willing to base a diagnosis, let alone a treatment plan, on a diagnosis based on PCR findings without confirming histology.","['Hooberman, A L']",['Hooberman AL'],"['Department of Medicine, University of Chicago.']",['eng'],['Journal Article'],United States,Oncology (Williston Park),"Oncology (Williston Park, N.Y.)",8712059,,IM,"['Adenocarcinoma/diagnosis', 'Bone Marrow Transplantation', 'Gene Rearrangement', 'Gene Rearrangement, T-Lymphocyte', 'Genes, Immunoglobulin', 'Genes, abl', 'Humans', 'Leukemia/genetics/surgery', 'Mutation', 'Neoplasms/diagnosis/*genetics/therapy', '*Polymerase Chain Reaction', 'Translocation, Genetic']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",ppublish,"Oncology (Williston Park). 1992 Sep;6(9):25-34, discussion 34, 39-40.",,,,,,,,,,,,,,,,,
1449820,NLM,MEDLINE,19930107,20161123,0934-9820 (Print) 0934-9820 (Linking),5,2,1992,Effect of glutathione content on cellular uptake and growth inhibitory activity of prostaglandin A2 in L-1210 cells.,81-5,"Prostaglandin A2 (PGA2) is known to be actively incorporated into mammalian cells and thereby evokes its biological effects. To explore the transport mechanism of PGA2 and the possible role of cellular glutathione (GSH) in the transport process, we prepared GSH-enriched and -depleted L-1210 cells and then incubated with [3H] PGA2. In GSH-depleted cells, the total amount of PGA2 incorporated was reduced to about 50% of that in the control and GSH-enriched cells, accompanied by marked reduction of the PG in the cytosol but not in the nuclei. The kinetics of uptake revealed that the apparent Vmax was reduced by GSH depletion. Subsequent study of L-1210 cells under culture conditions provided similar results; GSH-depletion caused suppression of PG uptake and a reduction in the amount of PGA2 in cytosol, while its nuclear accumulation was little influenced. Comparison of the effect of PGA2 on the growth of control and GSH-depleted cells showed that the PG suppressed cell proliferation to the same extent. Our results suggest that, though uptake of PGA2 may be significantly influenced, its accumulation, and hence the manifestation of its biological effects are not influenced by GSH status.","['Ohno, K', 'Hirata, M', 'Narumiya, S', 'Fukushima, M']","['Ohno K', 'Hirata M', 'Narumiya S', 'Fukushima M']","['Shionogi Research Laboratories, Shionogi & Co., Ltd., Osaka, Japan.']",['eng'],['Journal Article'],Germany,Eicosanoids,Eicosanoids,8906009,"['0 (Prostaglandins A)', 'GAN16C9B8O (Glutathione)', 'K6VT5BDY9E (prostaglandin A2)']",IM,"['Animals', 'Biological Transport, Active', 'Cell Division/drug effects', 'Cell Nucleus/metabolism', 'Glutathione/*physiology', 'Kinetics', 'Leukemia L1210/*metabolism/pathology', 'Mice', 'Prostaglandins A/*metabolism/pharmacology', 'Tumor Cells, Cultured']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Eicosanoids. 1992;5(2):81-5.,,,,,,,,,,,,,,,,,
1449782,NLM,MEDLINE,19930106,20191021,0814-9763 (Print) 0814-9763 (Linking),20,3,1992 Aug,Limbal nodules in Sweet's syndrome.,263-5,"Sweet's syndrome is acute febrile neutrophilic dermatosis. Conjunctivitis and episceritis have been described with it before. A case of Sweet's syndrome, described here, was found to have limbal nodules with histology similar to the skin lesions. This is the first report of this association.","['Davies, R']",['Davies R'],"['Austin Hospital, Heidelberg, Victoria.']",['eng'],"['Case Reports', 'Journal Article']",Australia,Aust N Z J Ophthalmol,Australian and New Zealand journal of ophthalmology,8505423,,IM,"['Biopsy', 'Humans', 'Leukemia, Hairy Cell/pathology', 'Limbus Corneae/*pathology', 'Male', 'Middle Aged', 'Skin/pathology', 'Sweet Syndrome/*pathology']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",ppublish,Aust N Z J Ophthalmol. 1992 Aug;20(3):263-5. doi: 10.1111/j.1442-9071.1992.tb00951.x.,,['10.1111/j.1442-9071.1992.tb00951.x [doi]'],,,,,,,,,,,,,,,
1449723,NLM,MEDLINE,19930106,20190911,0829-8211 (Print) 0829-8211 (Linking),70,7,1992 Jul,Proliferation is required for induction of terminal differentiation of Friend erythroleukemia cells.,555-64,"The relationship between cell proliferation and differentiation has long been a source of controversy. Stimulation of normal erythroid maturation results in a finite number of cell divisions accompanied by a concomitant accumulation of hemoglobin. Friend erythroleukemia cells treated with hexamethylene bisacetamide differentiate in a similar manner, while agents such as hemin apparently induce differentiation without limiting cell proliferation. Aphidicolin, an inhibitor of DNA synthesis, has been reported to induce differentiation in the absence of cell proliferation. Using these three chemicals we have investigated the relationship between cell proliferation and erythrocytic maturation by exposing Friend erythroleukemia cells to either hexamethylene bisacetamide (5 mM), hemin (100 microM), or aphidicolin 1.2 microM) and examining the effects on cell growth, morphology, and hemoglobin production. Proliferation in the presence of hexamethylene bisacetamide is limited to four to five rounds of cell division, while hemin has no inhibitory effect. Hexamethylene bisacetamide initiates the complete erythrocytic maturation program, including cellular structural changes and hemoglobin synthesis. Hemin stimulates only globin gene transcription, not differentiation. Aphidicolin inhibits cell growth within 24 h, but does not induce differentiation. Furthermore, inhibition of proliferation by aphidicolin prevents subsequent hexamethylene bisacetamide induced differentiation. These results indicate that at least one round of cell division is required for initiation of erythrocytic differentiation.","['Spriggs, L L', 'Hill, S M', 'Jeter, J R Jr']","['Spriggs LL', 'Hill SM', 'Jeter JR Jr']","['Department of Pharmacology, Tulane University, School of Medicine, New Orleans, LA 70112.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Canada,Biochem Cell Biol,Biochemistry and cell biology = Biochimie et biologie cellulaire,8606068,"['0 (Acetamides)', '0 (Hemoglobins)', '0 (Neoplasm Proteins)', '38966-21-1 (Aphidicolin)', '743LRP9S7N (Hemin)', 'LA133J59VU (hexamethylene bisacetamide)']",IM,"['Acetamides/pharmacology', 'Animals', 'Aphidicolin/pharmacology', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'DNA Replication/drug effects', '*Friend murine leukemia virus', 'Gene Expression Regulation, Leukemic/drug effects', 'Hemin/pharmacology', 'Hemoglobins/biosynthesis', 'Leukemia, Erythroblastic, Acute/metabolism/*pathology', 'Mice', 'Neoplasm Proteins/biosynthesis', 'Tumor Cells, Cultured']",1992/07/11 19:15,2001/03/28 10:01,['1992/07/11 19:15'],"['1992/07/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1992/07/11 19:15 [entrez]']",ppublish,Biochem Cell Biol. 1992 Jul;70(7):555-64. doi: 10.1139/o92-086.,,['10.1139/o92-086 [doi]'],,,,,,,,,,,,,,,
1449716,NLM,MEDLINE,19930106,20190911,0829-8211 (Print) 0829-8211 (Linking),70,6,1992 Jun,Protein-linked isoprenoid lipids in dexamethasone-treated human lymphoid lines in culture.,489-95,"Accumulation of isoprenoids was studied in two cell lines derived from acute T-cell leukemia: CEM-C7 cells, whose growth is inhibited by the glucocorticoid dexamethasone, and CEM-C1 cells, which are resistant to this steroid. Isoprenoids were measured by growing the cells in serum-free medium in the presence of lovastatin, which blocks synthesis of mevalonate, and then labeling with exogenous [3H]mevalonolactone. In both cell lines, isoprenoids associated with proteins were detected in cytoplasm, nucleus, and chromatin, and in the chromatin residue that remains after extraction of histone and nonhistone proteins. Differences in labeling were detected after treatment with dexamethasone in the CEM-C7 line, showing a decrease in the cytoplasmic fraction with a corresponding increase in both the nuclear and chromatin fractions as compared with untreated cells. No change was seen in the CEM-C1 line. In both cell lines, 25-30% of the incorporated label was released by treatment with acid or alkali. However, the majority of the label required treatment with methyl iodide for the release of organic-soluble tritiated products. After extraction with chloroform, the lipid fractions contained farnesol, geraniol, dolichols, and possibly nerolidol.","['Bansal, N', 'Nyquist, D A', 'Melnykovych, G']","['Bansal N', 'Nyquist DA', 'Melnykovych G']","['Department of Microbiology, Molecular Genetics, and Immunology, University of Kansas Medical Center, Kansas City 66103.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Canada,Biochem Cell Biol,Biochemistry and cell biology = Biochimie et biologie cellulaire,8606068,"['0 (Chromatin)', '0 (Neoplasm Proteins)', '0 (Terpenes)', '7S5I7G3JQL (Dexamethasone)', 'S5UOB36OCZ (Mevalonic Acid)']",IM,"['Cell Division/drug effects', 'Chromatin/chemistry', 'Depression, Chemical', 'Dexamethasone/*pharmacology', 'Drug Resistance', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/metabolism/pathology', 'Mevalonic Acid/metabolism', 'Neoplasm Proteins/*isolation & purification', 'Subcellular Fractions/chemistry', 'T-Lymphocytes/chemistry/*drug effects', 'Terpenes/*isolation & purification', 'Tumor Cells, Cultured']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",ppublish,Biochem Cell Biol. 1992 Jun;70(6):489-95. doi: 10.1139/o92-076.,,['10.1139/o92-076 [doi]'],,,,,['5R01-CA08315-26/CA/NCI NIH HHS/United States'],,,,,,,,,,
1449620,NLM,MEDLINE,19930107,20191028,1040-8428 (Print) 1040-8428 (Linking),13,1,1992 Jul,Non-Hodgkin's lymphomas in children. II. Treatment.,73-89,"The prognosis of non-Hodgkin's lymphoma (NHL) in childhood has improved steadily in the last 2 decades. This is primarily the result of increasingly effective chemotherapy regimens tailored to defined and relatively homogeneous prognostic categories and tested in prospective clinical trials. Surgical excision remains of prognostic benefit only when near-total resection can be performed without delay of chemotherapy. The role of radiation therapy is now limited to the treatment of overt central nervous system (CNS) lymphoma, disease unresponsive to chemotherapy, and certain emergencies. Effective 'prophylactic' treatment of the CNS has been achieved in most series by intrathecal and systemic chemotherapy alone. The most relevant modality of treatment is chemotherapy and a very large number of protocols have been published. The origins of current multi-agent regimens stem both from early experience with cyclophosphamide in endemic Burkitt's lymphoma and from therapeutic studies of acute lymphoblastic leukaemia. Sub-stratification of non-localized NHL has produced protocols designed for either lymphoblastic (mostly T cell) or non-lymphoblastic (mostly B cell) categories. While the cure rate for lymphoblastic lymphoma now exceed 70%, the non-localized non-lymphoblastic disease remains a major obstacle to cure. These patients frequently present with large abdominal primaries and are prone to regional as well as hematogenous dissemination. In particular, involvement of the CNS is now considered to be the most adverse prognostic variable in this group. Recently, highly intensive regimens are addressing these obstacles. On the other hand, NHL defined as localized has been shown to be curable in up to 95% of children with the use of simple chemotherapy regimens as short as 6 months in duration. Salvage of patients who relapse during or after chemotherapy remains bleak but cures are possible with regimens incorporating bone marrow transplantation from either an autologous or allogeneic source. Experimental methods, including biologic and immune response modifiers may also offer future promise.","['White, L', 'Siegel, S E', 'Quah, T C']","['White L', 'Siegel SE', 'Quah TC']","[""Oncology Programme, Prince of Wales Children's Hospital, University of New South Wales, Sydney, Australia.""]",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', 'Review']",Netherlands,Crit Rev Oncol Hematol,Critical reviews in oncology/hematology,8916049,"['0 (Immunologic Factors)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)', 'COMP protocol', 'LSA2-L2 protocol', 'VAP-cyclo protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Clinical Protocols', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Daunorubicin/administration & dosage', 'Doxorubicin/administration & dosage', 'Humans', 'Immunologic Factors/therapeutic use', 'Lymphoma, Non-Hodgkin/mortality/pathology/*therapy', 'Meningeal Neoplasms/prevention & control/radiotherapy', 'Methotrexate/administration & dosage', 'Prednisolone/administration & dosage', 'Prednisone/administration & dosage', 'Prognosis', 'Remission Induction', 'Survival Rate', 'Vincristine/administration & dosage']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",ppublish,Crit Rev Oncol Hematol. 1992 Jul;13(1):73-89. doi: 10.1016/1040-8428(92)90017-k.,,"['1040-8428(92)90017-K [pii]', '10.1016/1040-8428(92)90017-k [doi]']",,,123,,,,,,,,,,,,
1449536,NLM,MEDLINE,19921230,20190623,0006-2952 (Print) 0006-2952 (Linking),44,9,1992 Nov 3,"Modulation of deoxycytidylate deaminase in intact human leukemia cells. Action of 2',2'-difluorodeoxycytidine.",1819-27,"Cellular metabolism studies had demonstrated previously that low cellular concentrations of 2',2'-difluorodeoxycytidine (dFdC) nucleotides are eliminated by deoxycytidylate deaminase (dCMPD), whereas dCMPD activity is inhibited at high cellular dFdC nucleotide levels (Heinemann et al., Cancer Res 52: 533-539, 1992). An assay for measuring dCMPD activity in intact human leukemia cells has now been developed to permit investigations of the interactions of dFdC nucleotides with dCMPD in intact cells in which the regulated nature of this enzyme was not disrupted. Using [14C]dCyd as the substrate, radioactivity that accumulated in dTTP was quantitated after high-pressure liquid chromotography by a radioactive flow detector. The assay was first characterized using either the dCMPD inhibitor tetrahydrodeoxyuridine (H4dUrd) which directly inhibits dCMPD, or thymidine and 5-fluoro-2'-deoxyuridine (FdUrd) which indirectly inhibit and activate dCMPD, respectively, by affecting the cellular dCTP:dTTP value. Measured by this in situ assay, there was a strong correlation between dCMPD activity and dCTP:dTTP levels. Consistent with previous studies using partially purified enzyme, incubation of cells with dFdC resulted in a concentration-dependent inhibition of dCMPD in situ. The mechanism of modulation of dCMPD by dFdC, however, was clearly different from that of thymidine and FdUrd. In addition to the effect of dFdC on cellular dCTP:dTTP, our findings also suggested an additional inhibitory mechanism, possibly a direct interaction between dCMPD and dFdC 5'-triphosphate. Thus, results obtained using this direct assay of dCMPD in intact cells support the hypothesis that dCMPD is inhibited by nucleotides of dFdC.","['Xu, Y Z', 'Plunkett, W']","['Xu YZ', 'Plunkett W']","['Department of Medical Oncology, University of Texas M. D. Anderson Cancer Center, Houston 77030.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Antimetabolites, Antineoplastic)', '0 (Carbon Radioisotopes)', '0 (Cell Extracts)', '0 (Deoxycytosine Nucleotides)', '0 (Thymine Nucleotides)', '0W860991D6 (Deoxycytidine)', ""2056-98-6 (2'-deoxycytidine 5'-triphosphate)"", 'B76N6SBZ8R (gemcitabine)', 'EC 3.5.4.12 (DCMP Deaminase)', 'EC 3.5.4.5 (Cytidine Deaminase)', ""QOP4K539MU (thymidine 5'-triphosphate)""]",IM,"['Antimetabolites, Antineoplastic/*pharmacology', 'Carbon Radioisotopes', 'Cell Extracts', 'Chromatography, High Pressure Liquid', 'Cytidine Deaminase/metabolism', 'DCMP Deaminase/*antagonists & inhibitors/metabolism', 'Deoxycytidine/*analogs & derivatives/metabolism/pharmacology', 'Deoxycytosine Nucleotides/metabolism', 'Humans', 'Leukemia, Lymphoid/*enzymology', 'Leukemia, Myeloid/*enzymology', 'Thymine Nucleotides/metabolism', 'Tumor Cells, Cultured']",1992/11/03 00:00,1992/11/03 00:01,['1992/11/03 00:00'],"['1992/11/03 00:00 [pubmed]', '1992/11/03 00:01 [medline]', '1992/11/03 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1992 Nov 3;44(9):1819-27. doi: 10.1016/0006-2952(92)90077-v.,,"['0006-2952(92)90077-V [pii]', '10.1016/0006-2952(92)90077-v [doi]']",,,,,['CA28596/CA/NCI NIH HHS/United States'],,,,,,,,,,
1449524,NLM,MEDLINE,19921224,20201209,0006-2952 (Print) 0006-2952 (Linking),44,10,1992 Nov 17,Phosphorylation of 9-(2-phosphonomethoxyethyl)adenine and 9-(S)-(3-hydroxy-2-phosphonomethoxypropyl)adenine by AMP(dAMP) kinase from L1210 cells.,2067-77,"Acyclic nucleotide analogues 9-(2-phosphonomethoxyethyl)adenine (PMEA) and 9-(S)-(3-hydroxy-2-phosphonomethoxypropyl)adenine ((S)-HPMPA) which display potent antiviral activity are transformed in the cells to their mono- and disphosphoryl derivatives. We purified from mouse L1210 cells the enzyme that in two steps phosphorylates PMEA and (S)-HPMPA to their diphosphoryl derivatives and found that it co-purifies with AMP(dAMP) kinase activity; the best substrates of this enzyme were AMP, ADP and dAMP. Other nucleoside 5'-triphosphates or creatine phosphate could not be substituted for ATP as a phosphate donor. Our results also indicated that at least one other enzyme (creatine kinase) is capable of transforming the monophosphoryl derivatives of the studied compounds to their respective diphosphates.","['Merta, A', 'Votruba, I', 'Jindrich, J', 'Holy, A', 'Cihlar, T', 'Rosenberg, I', 'Otmar, M', 'Herve, T Y']","['Merta A', 'Votruba I', 'Jindrich J', 'Holy A', 'Cihlar T', 'Rosenberg I', 'Otmar M', 'Herve TY']","['Institute of Organic Chemistry and Biochemistry, Czechoslovak Academy of Sciences, Prague.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Organophosphonates)', '0 (Organophosphorus Compounds)', '6GQP90I798 (adefovir)', 'CJC8PO1KQ3 (9-(S)-(3-hydroxy-2-(phosphonomethoxy)propyl)adenine)', 'EC 2.7.3.2 (Creatine Kinase)', 'EC 2.7.4.3 (Adenylate Kinase)', 'JAC85A2161 (Adenine)']",IM,"['Adenine/*analogs & derivatives/metabolism', 'Adenylate Kinase/chemistry/isolation & purification/*metabolism', 'Animals', 'Creatine Kinase/metabolism', 'Isoelectric Point', 'Leukemia L1210/*enzymology', 'Mice', 'Molecular Weight', '*Organophosphonates', 'Organophosphorus Compounds/*metabolism', 'Substrate Specificity', 'Time Factors', 'Tumor Cells, Cultured']",1992/11/17 00:00,1992/11/17 00:01,['1992/11/17 00:00'],"['1992/11/17 00:00 [pubmed]', '1992/11/17 00:01 [medline]', '1992/11/17 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1992 Nov 17;44(10):2067-77. doi: 10.1016/0006-2952(92)90110-5.,,"['0006-2952(92)90110-5 [pii]', '10.1016/0006-2952(92)90110-5 [doi]']",,,,,,,,,,,,,,,
