PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,LID,DEP,GR,CON,PMC,CIN,EIN,CI,TT,OTO,OT,MID,CN,IR,FIR,SI,OID,AUID
23061340,NLM,MEDLINE,20121101,20151119,0890-9091 (Print) 0890-9091 (Linking),26,9,2012 Sep,FDA approves liposomal vincristine (Marqibo) for rare leukemia.,841,,,,,['eng'],['Journal Article'],United States,Oncology (Williston Park),"Oncology (Williston Park, N.Y.)",8712059,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Drug Carriers)', '0 (Liposomes)', '5J49Q6B70F (Vincristine)']",IM,"['Antineoplastic Agents, Phytogenic/*administration & dosage', 'Clinical Trials, Phase II as Topic', '*Drug Approval', '*Drug Carriers', 'Humans', 'International Agencies', 'Liposomes', 'Multicenter Studies as Topic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'United States', 'United States Food and Drug Administration', 'Vincristine/*administration & dosage']",2012/10/16 06:00,2012/11/02 06:00,['2012/10/16 06:00'],"['2012/10/16 06:00 [entrez]', '2012/10/16 06:00 [pubmed]', '2012/11/02 06:00 [medline]']",['168429 [pii]'],ppublish,Oncology (Williston Park). 2012 Sep;26(9):841.,,,,,,,,,,,,,,,,,,
23061311,NLM,MEDLINE,20121204,20121015,0125-2208 (Print) 0125-2208 (Linking),95,8,2012 Aug,"Pathology of HIV seropositive: forensic autopsy study in a tertiary care hospital, Bangkok, Thailand.",1059-65,"OBJECTIVE: To retrospectively study the pathology of HIV seropositive in forensic autopsies. MATERIAL AND METHOD: Three hundred thirty five HIV seropositive cases, selected from 7,387 forensic postmortem inquests by law, were studied in Ramathibodi hospital between 2000 and 2010. The study topics were sex, age, cause of death, manner of death, and pathological features. Autopsies were done in 67 cases. The pathological features were classified into five groups, (a) HIV disease with infectious and parasitic diseases, (b) HIV disease with malignant neoplasms, (c) HIV disease with other specified diseases, (d) HIV disease with other conditions, and (e) HIV disease with unspecified pathology. RESULTS: The average prevalence of HIV seropositive cases was 4.5%. The peak was 10.0% in 2001 and gradually decreased until 1.8% in 2010. The ratio of male:female was 4:1. The most manner of death was natural death (83.6%). In unnatural death cases, the most frequently method was suicide by hanging. The prevalence of HIV group (a) to group (e) were 56.7%, 6.0%, 3.0%, 17.9%, and 16.4%, respectively. Pulmonary tuberculosis is the most common found in group (a) with frequency of 28.4%. Kaposi's sarcoma of skin, coronary atherosclerosis, and fatty change of liver were frequently observed in HIV group (b) to group (d), respectively. The pathology showed multiple pathological features in each group, i.e., group (a) pulmonary tuberculosis, pneumonia, disseminated fungal infection, brain abscess, and meningitis, group (b) Kaposi's sarcoma of skin and acute lymphoblastic leukemia, group (c) coronary atherosclerosis, chronic pyelonephritis, gastritis, and cirrhosis of the liver, and group (d) cardiomegaly, fatty change of liver; pulmonary edema, and splenomegaly. CONCLUSION: HIV disease causes pathology of various organs. The severities vary from severe to asymptomatic disease. Five pathological patterns of HIV were established in this study that showed interesting topics, i.e., pulmonary tuberculosis was the most frequent and occurred (28.4%) in HIV disease with infectious and parasitic diseases while Kaposi's sarcoma of skin frequently occurred in HIV disease with malignant neoplasms. The decreasing rate of HIV transmitted infection in forensic postmortem may reflect the success of using antiretroviral drug treatment in the National AIDS program during the ten-year period of this study","['Peonim, Vichan', 'Sujirachato, Kanchana', 'Srisont, Smith', 'Udnoon, Jitta']","['Peonim V', 'Sujirachato K', 'Srisont S', 'Udnoon J']","['Division of Forensic Medicine, Department of Pathology, Faculty of Medicine, Ramathibodi Hospital, Mahidol University, Bangkok, Thailand.']",['eng'],['Journal Article'],Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Cause of Death', 'Child', 'Child, Preschool', 'Female', '*Forensic Pathology', 'HIV Infections/*pathology', 'HIV Seropositivity/epidemiology/*pathology', 'Humans', 'Infant', 'Male', 'Middle Aged', 'Neoplasms/pathology', 'Opportunistic Infections/pathology', 'Retrospective Studies', 'Thailand/epidemiology', 'Young Adult']",2012/10/16 06:00,2012/12/10 06:00,['2012/10/16 06:00'],"['2012/10/16 06:00 [entrez]', '2012/10/16 06:00 [pubmed]', '2012/12/10 06:00 [medline]']",,ppublish,J Med Assoc Thai. 2012 Aug;95(8):1059-65.,,,,,,,,,,,,,,,,,,
23060939,NLM,PubMed-not-MEDLINE,,20211021,1792-0981 (Print) 1792-0981 (Linking),4,1,2012 Jul,Scorpion venom component III inhibits cell proliferation by modulating NF-kappaB activation in human leukemia cells.,146-150,"Scorpion venom contains various groups of compounds that exhibit anticancer activity against a variety of malignancies through a poorly understood mechanism. While the aberrant activation of nuclear factor kappaB (NF-kappaB) has been linked with hematopoietic malignancies, we hypothesized that scorpion venom mediates its effects by modulating the NF-kappaB signaling pathway. In the present study, we examined the effects of scorpion venom component III (SVCIII) on the human leukemia cell lines THP-1 and Jurkat and focused on the NF-kappaB signaling pathway. Our results showed that SVCIII inhibited cell proliferation, caused cell cycle arrest at G1 phase and inhibited the expression of cell cycle regulatory protein cyclin D1 in a dose-dependent manner in THP-1 and Jurkat cells. SVCIII also suppressed the constitutive NF-kappaB activation through inhibition of the phosphorylation and degradation of IkappaBalpha. NF-kappaB luciferase reporter activity was also inhibited by SVCIII. Our data suggest that SVCIII, a natural compound, may exert its antiproliferative effects by inhibiting the activation of NF-kappaB and, thus, has potential use in the treatment of hematopoietic malignancies, alone or in combination with other agents.","['Song, Xiangfeng', 'Zhang, Guojun', 'Sun, Aiping', 'Guo, Jiqiang', 'Tian, Zhongwei', 'Wang, Hui', 'Liu, Yufeng']","['Song X', 'Zhang G', 'Sun A', 'Guo J', 'Tian Z', 'Wang H', 'Liu Y']","['Department of Pediatrics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou University, Zhengzhou; ; Department of Immunology, Xinxiang Medical University, Xinxiang;']",['eng'],['Journal Article'],Greece,Exp Ther Med,Experimental and therapeutic medicine,101531947,,,,2012/10/13 06:00,2012/10/13 06:01,['2012/10/13 06:00'],"['2011/11/15 00:00 [received]', '2012/04/03 00:00 [accepted]', '2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2012/10/13 06:01 [medline]']","['10.3892/etm.2012.548 [doi]', 'etm-04-01-0146 [pii]']",ppublish,Exp Ther Med. 2012 Jul;4(1):146-150. doi: 10.3892/etm.2012.548. Epub 2012 Apr 17.,,20120417,,,PMC3460309,,,,,,,,,,,,,
23060929,NLM,PubMed-not-MEDLINE,,20211021,1792-0981 (Print) 1792-0981 (Linking),4,1,2012 Jul,Retrospective analysis of 119 cases of pediatric acute promyelocytic leukemia: Comparisons of four treatment regimes.,93-98,"Clinical trials have demonstrated that pediatric acute promyelocytic leukemia (APL) is highly curable. Small-scale studies have reported on the treatment of APL using one or two treatment regimes. Here, we report a multiple center-based study of 119 cases of pediatric APL treated with four regimes based on all-trans-retinoic acid (ATRA). We retrospectively analyzed the clinical characteristics, laboratorial test results and treatment outcome of the pediatric APL patients. Regime 1 used an in-house developed protocol, regime 2 was modified from the PETHEMA LPA99 protocol, regime 3 was modified from the European-APL93 protocol, and regime 4 used a protocol suggested by the British Committee for Standards in Haematology. The overall complete remission rates for the four regimes were 88.9, 87.5, 97.1 and 87.5%, respectively, which exhibited no statistical difference. However, more favorable results were observed for regimes 2 and 3 than regimes 1 and 4, in terms of the estimated 3.5-year disease-free survivals, relapse rates, drug toxicity (including hepatotoxicity, cardiac arrhythmia, and differentiation syndrome) and sepsis. In conclusion, the overall outcomes were more favorable after treatment with regimes 2 and 3 than with regimes 1 and 4, and this may have been due to the specific compositions of regimes 2 and 3.","['Li, En-Qin', 'Xu, Ling', 'Zhang, Zhi-Quan', 'Xiao, Yan', 'Guo, Hai-Xia', 'Luo, Xue-Qun', 'Hu, Qun', 'Lai, Dong-Bo', 'Tu, Li-Ming', 'Jin, Run-Ming']","['Li EQ', 'Xu L', 'Zhang ZQ', 'Xiao Y', 'Guo HX', 'Luo XQ', 'Hu Q', 'Lai DB', 'Tu LM', 'Jin RM']","['Department of Pediatrics, Affiliated Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei;']",['eng'],['Journal Article'],Greece,Exp Ther Med,Experimental and therapeutic medicine,101531947,,,,2012/10/13 06:00,2012/10/13 06:01,['2012/10/13 06:00'],"['2012/01/08 00:00 [received]', '2012/03/01 00:00 [accepted]', '2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2012/10/13 06:01 [medline]']","['10.3892/etm.2012.546 [doi]', 'etm-04-01-0093 [pii]']",ppublish,Exp Ther Med. 2012 Jul;4(1):93-98. doi: 10.3892/etm.2012.546. Epub 2012 Apr 17.,,20120417,,,PMC3460283,,,,,,,,,,,,,
23060864,NLM,PubMed-not-MEDLINE,20121015,20211021,1664-302X (Electronic) 1664-302X (Linking),3,,2012,Molecular hallmarks of adult T cell leukemia.,334,"The molecular hallmarks of adult T cell leukemia (ATL) comprise outstanding deregulations of signaling pathways that control the cell cycle, resistance to apoptosis, and proliferation of leukemic cells, all of which have been identified by early excellent studies. Nevertheless, we are now confronted the therapeutic difficulties of ATL that is a most aggressive T cell leukemia/lymphoma. Using next-generation strategies, emerging molecular characteristics such as specific surface markers and an additional catalog of signals affecting the fate of leukemic cells have been added to the molecular hallmarks that constitute an organizing principle for rationalizing the complexities of ATL. Although human T cell leukemia virus type 1 is undoubtedly involved in ATL leukemogenesis, most leukemic cells do not express the viral protein Tax. Instead, cellular gene expression changes dominate homeostasis disorders of infected cells and characteristics of ATL. In this review, we summarize the state of the art of ATL molecular pathology, which supports the biological properties of leukemic cells. In addition, we discuss the recent discovery of two molecular hallmarks of potential generality; an abnormal microRNA pattern and epigenetic reprogramming, which strongly involve the imbalance of the molecular network of lymphocytes. Global analyses of ATL have revealed the functional impact of crosstalk between multifunctional pathways. Clinical and biological studies on signaling inhibitory agents have also revealed novel oncogenic drivers that can be targeted in future. ATL cells, by deregulation of such pathways and their interconnections, may become masters of their own destinies. Recognizing and understanding of the widespread molecular applicability of these concepts will increasingly affect the development of novel strategies for treating ATL.","['Yamagishi, Makoto', 'Watanabe, Toshiki']","['Yamagishi M', 'Watanabe T']","['Laboratory of Tumor Cell Biology, Department of Medical Genome Sciences, Graduate School of Frontier Sciences, The University of Tokyo Minato-ku, Tokyo, Japan.']",['eng'],['Journal Article'],Switzerland,Front Microbiol,Frontiers in microbiology,101548977,,,,2012/10/13 06:00,2012/10/13 06:01,['2012/10/13 06:00'],"['2012/06/29 00:00 [received]', '2012/08/29 00:00 [accepted]', '2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2012/10/13 06:01 [medline]']",['10.3389/fmicb.2012.00334 [doi]'],epublish,Front Microbiol. 2012 Sep 17;3:334. doi: 10.3389/fmicb.2012.00334. eCollection 2012.,10.3389/fmicb.2012.00334 [doi],20120917,,,PMC3444139,,,,,['NOTNLM'],"['ATL', 'HTLV-1', 'epigenetics', 'genome', 'miRNA', 'signal transduction']",,,,,,,
23060579,NLM,MEDLINE,20130114,20140731,1791-7530 (Electronic) 0250-7005 (Linking),32,10,2012 Oct,Increased incidence of a second lymphoproliferative malignancy in patients with multiple myeloma--a SEER based study.,4507-15,"BACKGROUND: Improving therapies means longer survival for multiple myeloma (MM) patients. We hypothesized that these patients are at an increased risk for a secondary malignancy. OBJECTIVES: (i) To investigate the epidemiology and site-specific risk of second primary cancers (SPCs) in patients with MM (ii) To investigate the factors affecting survival in MM patients with SPCs. DESIGN: This was a retrospective cohort study employing data available in the US Surveillance Epidemiology and End Results (SEER) database. SUBJECTS: Adult patients (>18 years) where MM was the first of two, or more primary cancers, such that the diagnosis of MM and the SPC was separated by at least 1 month. RESULTS: The age-adjusted rate SPCs in MM was 0.22 per 100,000 (95% CI=0.05-2.1). The incidence of SPCs was higher in patients aged >/=70 years, men and blacks. Age, gender and race were significant predictors for the occurrence of SPCs in MM. The risk of solid malignancies was significantly decreased (SIR: 0.94, 95% CI=0.89-0.99), while that of lymphohematopoieitc (LAHM) malignancies increased in MM (SIR: 1.68, 95% CI= 1.46-1.92). 5-year relative survival among MM patients with SPCs was higher in blacks (54.6%, 95% CI=49.5-59.4) than whites (53.8%, 95% CI=51.3-56.3) or other races (49.9%, 95% CI=39.8-59.3). Multivariate analysis revealed that race, site of SPC and year of diagnosis were independent predictors of survival among MM patients with SPCs. CONCLUSION: MM patients are at a higher risk of a second LAHM.","['Chakraborty, Subhankar', 'Hauke, Ralph J', 'Bonthu, Neelima', 'Tarantolo, Stefano R']","['Chakraborty S', 'Hauke RJ', 'Bonthu N', 'Tarantolo SR']","['Department of Biochemistry and Molecular Biology, University of Nebraska Medical Center, Omaha, NE, USA. schakra@unmc.edu']",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Incidence', 'Infant', 'Leukemia/*epidemiology/ethnology', 'Lymphoma/*epidemiology/ethnology', 'Male', 'Middle Aged', 'Multiple Myeloma/*epidemiology/ethnology', 'Neoplasms, Second Primary/*epidemiology/ethnology', 'Retrospective Studies', 'Risk', 'SEER Program/*statistics & numerical data', 'Sex Factors', 'Young Adult']",2012/10/13 06:00,2013/01/15 06:00,['2012/10/13 06:00'],"['2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2013/01/15 06:00 [medline]']",['32/10/4507 [pii]'],ppublish,Anticancer Res. 2012 Oct;32(10):4507-15.,,,,,,,,,,,,,,,,,,
23060576,NLM,MEDLINE,20130114,20151119,1791-7530 (Electronic) 0250-7005 (Linking),32,10,2012 Oct,Wilms' tumor-1 transcript in peripheral blood helps diagnose acute myeloid leukemia and myelodysplastic syndrome in patients with pancytopenia.,4479-83,"BACKGROUND/AIM: Pancytopenia is caused by acute myeloid leukemia (AML), myelodysplastic syndrome (MDS), aplastic anemia (AA), or by non-hematological diseases. Because Wilms' tumor-1 (WT1) is overexpressed in patients with AML and MDS, its expression level may be helpful for diagnosing these hematological malignancies. PATIENTS AND METHODS: We retrospectively investigated the WT1 transcripts in peripheral blood (PB) from 47 patients with decreased blood cell counts. RESULTS: The final diagnoses included AML, MDS, AA, drug poisoning, and non-hematological diseases. PB WT1 mRNA was overexpressed in AML and MDS, whereas the patients with other diseases mostly tested negatively for the transcript. The patients with MDS with higher marrow blast counts had higher PB WT1 mRNA levels. The sensitivity of the PB WT1 transcript in detecting AML and MDS was 78%, and the specificity was 90%. CONCLUSION: The WT1 mRNA level in PB may help diagnose AML and MDS in patients with pancytopenia.","['Yamauchi, Takahiro', 'Matsuda, Yasufumi', 'Takai, Mihoko', 'Tasaki, Toshiki', 'Hosono, Naoko', 'Negoro, Eiju', 'Ikegaya, Satoshi', 'Takagi, Kazutaka', 'Kishi, Shinji', 'Yoshida, Akira', 'Urasaki, Yoshimasa', 'Ueda, Takanori']","['Yamauchi T', 'Matsuda Y', 'Takai M', 'Tasaki T', 'Hosono N', 'Negoro E', 'Ikegaya S', 'Takagi K', 'Kishi S', 'Yoshida A', 'Urasaki Y', 'Ueda T']","['Department of Hematology and Oncology, Faculty of Medical Sciences, University of Fukui, Matsuoka, Eiheiji, Fukui, Japan. tyamauch@u-fukui.ac.jp']",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,"['0 (Biomarkers, Tumor)', '0 (WT1 Proteins)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Biomarkers, Tumor/*blood', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/blood/*diagnosis', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/blood/*diagnosis', 'Pancytopenia/blood/*diagnosis', 'Retrospective Studies', 'Sensitivity and Specificity', 'WT1 Proteins/*blood']",2012/10/13 06:00,2013/01/15 06:00,['2012/10/13 06:00'],"['2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2013/01/15 06:00 [medline]']",['32/10/4479 [pii]'],ppublish,Anticancer Res. 2012 Oct;32(10):4479-83.,,,,,,,,,,,,,,,,,,
23060569,NLM,MEDLINE,20130114,20211203,1791-7530 (Electronic) 0250-7005 (Linking),32,10,2012 Oct,Association between -276 C/T polymorphism of the ERBB3 gene and lung cancer risk in a Korean population.,4433-7,"BACKGROUND/AIM: The associations between the polymorphisms in the promoter region of the V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (ERBB3) gene and lung cancer risk were investigated. MATERIALS AND METHODS: By direct sequencing, we first found two known polymorphisms (-536 A/G and -276 C/T). Further TaqMan assays and logistic regression analyses were performed in order to characterize the association between the -276 C/T polymorphism of ERBB3 and lung cancer risk in 425 patients with lung cancer and 411 healthy controls. To examine the potential effects of the -276 C/T polymorphism on ERBB3 transcription, luciferase reporter assays were performed in non-small cell lung cancer (NSCLC) cell lines. RESULTS: The -276 C/T polymorphism was associated with the risk of lung cancer in a recessive model of never-smokers. Interestingly, the T allele conferred significantly lower promoter activity by 32% and 33% than the C allele in H2009 and H358 cell lines. CONCLUSION: ERBB3 promoter polymorphisms affect ERBB3 gene expression, and contribute to genetic susceptibility to lung cancer in never-smokers.","['Sung, Jae Sook', 'Jin, Lihua', 'Jo, Ukhyun', 'Park, Kyong Hwa', 'Kim, Yeul Hong']","['Sung JS', 'Jin L', 'Jo U', 'Park KH', 'Kim YH']","['Genomic Research Center for Lung and Breast/Ovarian Cancers, Korea University Anam Hospital, Seoul, Republic of Korea.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,,IM,"['Aged', 'Asians/*genetics/statistics & numerical data', 'Base Sequence', 'Carcinoma/epidemiology/*genetics', 'Cell Line, Tumor', 'Female', '*Genes, erbB', 'Humans', 'Incidence', 'Lung Neoplasms/epidemiology/*genetics', 'Male', 'Middle Aged', 'Molecular Sequence Data', '*Polymorphism, Genetic', 'Polymorphism, Single Nucleotide', 'Promoter Regions, Genetic', 'Risk', 'Sequence Analysis, DNA', 'Smoking/adverse effects']",2012/10/13 06:00,2013/01/15 06:00,['2012/10/13 06:00'],"['2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2013/01/15 06:00 [medline]']",['32/10/4433 [pii]'],ppublish,Anticancer Res. 2012 Oct;32(10):4433-7.,,,,,,,,,,,,,,,,,,
23060549,NLM,MEDLINE,20130114,20131121,1791-7530 (Electronic) 0250-7005 (Linking),32,10,2012 Oct,Antitumoral and mechanistic studies of ianthelline isolated from the Arctic sponge Stryphnus fortis.,4287-97,"BACKGROUND: Ianthelline was isolated from the Arctic sponge Stryphnus fortis. The structure of the compound has been previously described. However, only limited bioactivity data are available and little has been reported about the cytotoxic potential of ianthelline since its discovery. In addition, no study has so far aimed at identifying which cellular mechanisms are affected by ianthelline to generate cytotoxicity. MATERIALS AND METHODS: The cytotoxicity of ianthelline was tested against one non-malignant and ten malignant cell lines. The effects of ianthelline on key cell division events were studied in sea urchin embryos. Tyrosine kinase ABL (ABL), cAMP-dependent protein kinase A (PKA), protein-tyrosine phosphatase 1B (PTP1B), and a panel of 131 kinases were further tested for sensitivity to ianthelline. RESULTS: Ianthelline inhibits cellular growth in a dose- and time-dependent manner. Disturbed mitotic spindle formation was found in sea urchin embryos exposed to ianthelline. In addition, pronuclear migration and cytokinesis were severely inhibited. No effect on DNA synthesis was detectable. Ianthelline did not significantly inhibit ABL, but did provoke weak dose-dependent inhibition of PKA and PTP1B. It strongly inhibited the activity of 1 out of 131 tested kinases (to residual activity <10 %), with a Gini co-efficient of 0.22 for the degree of selectivity of kinase inhibition. CONCLUSION: These results demonstrate that ianthelline is a cytotoxic marine compound, which exerts its antiproliferative effects by several mechanisms that include inhibition of mitotic spindle formation and inhibition of protein kinase activity.","['Hanssen, Kine O', 'Andersen, Jeanette H', 'Stiberg, Trine', 'Engh, Richard A', 'Svenson, Johan', 'Geneviere, Anne-Marie', 'Hansen, Espen']","['Hanssen KO', 'Andersen JH', 'Stiberg T', 'Engh RA', 'Svenson J', 'Geneviere AM', 'Hansen E']","['Centre for Research-based Innovation on Marine Bioactivities and Drug Discovery, MabCent, University of Tromso, Breivika, Tromso, Norway. kine.o.hanssen@uit.no']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Antineoplastic Agents)', '0 (Biological Products)', '0 (Imidazoles)', '0 (Protein Kinase Inhibitors)', '0 (ianthelline)', '42HK56048U (Tyrosine)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Biological Products/*pharmacology', 'Breast Neoplasms/drug therapy', 'Carcinoma/drug therapy', 'Cell Division/drug effects', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Colonic Neoplasms/drug therapy', 'Female', 'Humans', 'Imidazoles/*pharmacology', 'Leukemia/drug therapy', 'Melanoma/drug therapy', 'Porifera/*chemistry', 'Protein Kinase Inhibitors/pharmacology', 'Sea Urchins/drug effects/embryology', 'Spindle Apparatus/drug effects', 'Tyrosine/*analogs & derivatives/pharmacology']",2012/10/13 06:00,2013/01/15 06:00,['2012/10/13 06:00'],"['2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2013/01/15 06:00 [medline]']",['32/10/4287 [pii]'],ppublish,Anticancer Res. 2012 Oct;32(10):4287-97.,,,,,,,,,,,,,,,,,,
23060545,NLM,MEDLINE,20130114,20131121,1791-7530 (Electronic) 0250-7005 (Linking),32,10,2012 Oct,Glucocorticoids augment survival and proliferation of tumor cells.,4251-61,"BACKGROUND: Glucocorticoids are widely used for cancer patients, although they can reduce the efficacy of anticancer treatment. MATERIALS AND METHODS: We characterized non-apoptotic actions of glucocorticoids on tumor cell lines, primary tumor cells and an in vivo model, together with molecular signaling studies. RESULTS: Glucocorticoids enhanced cell proliferation in 9/17 cell lines and significantly promoted tumor cell proliferation in a pre-clinical mouse model of lung carcinoma. 65/139 primary acute childhood leukemia samples were glucocorticoid-resistant. Both dexamethasone and prednisolone increased in vitro survival in 21/65 samples from glucocorticoid-resistant primary leukemias, revealing a completely new action of glucocorticoids. Dexamethasone-induced proliferation was mediated by glucocorticoid receptor and activated the proliferation signaling pathways of protein kinase B/AKT and p38 mitogen-activated protein kinase. CONCLUSION: Our data suggest that restriction of the use of glucocorticoids during anticancer treatment might improve the outcome of patients with solid tumors.","['Gundisch, Sibylle', 'Boeckeler, Eva', 'Behrends, Uta', 'Amtmann, Eberhard', 'Ehrhardt, Harald', 'Jeremias, Irmela']","['Gundisch S', 'Boeckeler E', 'Behrends U', 'Amtmann E', 'Ehrhardt H', 'Jeremias I']","['Helmholtz Center Munich, German Research Center for Environmental Health, Munich, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Glucocorticoids)', '0 (Receptors, Glucocorticoid)', '7S5I7G3JQL (Dexamethasone)', '9PHQ9Y1OLM (Prednisolone)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-akt)', 'EC 2.7.11.24 (p38 Mitogen-Activated Protein Kinases)']",IM,"['Animals', 'Apoptosis/drug effects', 'Carcinoma/drug therapy', 'Cell Proliferation/*drug effects', 'Cell Survival/drug effects', 'Dexamethasone/adverse effects', 'Glucocorticoids/*adverse effects', 'Humans', 'Leukemia/drug therapy', 'Lung Neoplasms/drug therapy', 'Mice', 'Neoplasms/*drug therapy/pathology', 'Prednisolone/adverse effects', 'Proto-Oncogene Proteins c-akt/metabolism', 'Receptors, Glucocorticoid/analysis', 'Signal Transduction/drug effects', 'Tumor Cells, Cultured', 'p38 Mitogen-Activated Protein Kinases/metabolism']",2012/10/13 06:00,2013/01/15 06:00,['2012/10/13 06:00'],"['2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2013/01/15 06:00 [medline]']",['32/10/4251 [pii]'],ppublish,Anticancer Res. 2012 Oct;32(10):4251-61.,,,,,,,,,,,,,,,,,,
23060491,NLM,MEDLINE,20121212,20121012,1943-3700 (Electronic) 0090-3558 (Linking),48,4,2012 Oct,Exposure to selected Pathogens in to selected pathogens in Geoffroy's cats and domestic carnivores from central Argentina.,899-909,"Wild carnivores share a high percentage of parasites and viruses with closely related domestic carnivores. Because of increased overlap and potential contact with domestic species, we conducted a retrospective serosurvey for 11 common carnivore pathogens in 40 Geoffroy's cats (Leopardus geoffroyi) sampled between 2000 and 2008 within or near two protected areas in central Argentina (Lihue Calel National Park, La Pampa, and Campos del Tuyu National Park, Buenos Aires), as well as five domestic cats and 11 domestic dogs from catde ranches adjacent to Lihue Calel Park. Geoffroy's cats had detectable antibody to canine distemper virus (CDV), feline calicivirus (FCV), feline coronavirus, feline panleukopenia virus (FPV), Toxoplasma gondii, Leptospira interrogans (serovars Ictero/Icter and Ballum), and Dirofilaria immitis. None of the wild cats had antibodies to feline herpesvirus, feline immunodeficiency virus (FIV), feline leukemia virus, or rabies virus. Domestic dogs had antibodies to CDV, canine adenovirus, canine herpesvirus, and canine parvovirus. Antibodies to FPV, FCV, FIV, and T. gondii were found in domestic cats. We provide the first data on exposure of free-ranging Geoffroy's cats to pathogens at two sites within the core area of the species distribution range, including the first report of antibodies to CDV in this species. We encourage continued monitoring for diseases in wild and domestic carnivores as well as preventive health care for domestic animals, particularly in park buffer zones where overlap is greatest.","['Uhart, Marcela M', 'Rago, M Virginia', 'Marull, Carolina A', 'Ferreyra, Hebe del Valle', 'Pereira, Javier A']","['Uhart MM', 'Rago MV', 'Marull CA', 'Ferreyra Hdel V', 'Pereira JA']","['Global Health Program, Wildlife Conservation Society, Amenabar 1595, Ciudad de Buenos Aires (C1426AKC), Argentina. muhart@wcs.org']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Wildl Dis,Journal of wildlife diseases,0244160,"['0 (Antibodies, Helminth)', '0 (Antibodies, Protozoan)', '0 (Antibodies, Viral)']",IM,"['Animals', 'Animals, Domestic/*virology', 'Animals, Wild/*virology', 'Antibodies, Helminth/*blood', 'Antibodies, Protozoan/*blood', 'Antibodies, Viral/*blood', 'Argentina/epidemiology', 'Cats', 'Disease Reservoirs/veterinary', 'Dogs', '*Felidae', 'Female', 'Male', 'Parasitic Diseases, Animal/epidemiology', 'Sentinel Surveillance/veterinary', 'Seroepidemiologic Studies', 'Species Specificity', 'Virus Diseases/epidemiology/veterinary']",2012/10/13 06:00,2012/12/13 06:00,['2012/10/13 06:00'],"['2012/10/13 06:00 [entrez]', '2012/10/13 06:00 [pubmed]', '2012/12/13 06:00 [medline]']","['48/4/899 [pii]', '10.7589/2011-05-137 [doi]']",ppublish,J Wildl Dis. 2012 Oct;48(4):899-909. doi: 10.7589/2011-05-137.,10.7589/2011-05-137 [doi],,,,,,,,,,,,,,,,,
