PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,SI,AD
6247431,NLM,MEDLINE,19800828,20071115,0022-1317 (Print) 0022-1317 (Linking),48,1,1980 May,Isolation of a virus closely related to gibbon ape leukaemia virus from cells infected with virus (HL-23V) released by human leukaemic cells.,111-21,"['Bergholz, C M', 'Wolfe, L G', 'Schulz, G A', 'Deinhardt, F', 'Miller, N R', 'Reitz, M S']","['Bergholz CM', 'Wolfe LG', 'Schulz GA', 'Deinhardt F', 'Miller NR', 'Reitz MS']",['eng'],,['Journal Article'],England,J Gen Virol,The Journal of general virology,0077340,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Cell Line', 'Cell Transformation, Viral', 'Humans', 'Hylobates/microbiology', 'Leukemia, Myeloid, Acute/*microbiology', 'Neutralization Tests', 'Nucleic Acid Hybridization', 'Retroviridae/analysis/growth & development/*isolation & purification', 'Sarcoma Virus, Woolly Monkey/analysis', 'Satellite Viruses/analysis']",1980/05/01 00:00,1980/05/01 00:01,['1980/05/01 00:00'],"['1980/05/01 00:00 [pubmed]', '1980/05/01 00:01 [medline]', '1980/05/01 00:00 [entrez]']",['10.1099/0022-1317-48-1-111 [doi]'],ppublish,J Gen Virol. 1980 May;48(1):111-21. doi: 10.1099/0022-1317-48-1-111.,"Canine thymus cells infected with virus (HL-23V) produced by human acute myelogenous leukaemia cells in culture were shown in previous reports to produce transforming and non-transforming type C virus similar or identical to the simian sarcoma virus complex SSV(SSAV) and to induce tumours in marmoset monkeys (Bergholz et al. 1977a). In these earlier studies the appearance of breakthrough foci at low dilutions of antiserum in neutralization tests with high-titred anti-SSV(SSAV) serum suggested the presence of another virus, distinct from SSV-(SSAV). We now report the isolation of this component and, by comparative neutralization analysis, demonstrate that it is most closely related to gibbon ape leukaemia virus (GALV). It is distinguished from SSV(SSAV) by kinetics of neutralization and molecular hybridization experiments. This component was readily cloned both from virus produced by HL-23V chronically-infected canine thymus cells established by Teich et al. (1975) when HL-23V was first isolated and from virus produced by HL-23V-induced marmoset tumour cells in culture. The presence of this component in the original leukaemic cell cultures is discussed.",,,,,
6247414,NLM,MEDLINE,19800815,20190508,0022-1007 (Print) 0022-1007 (Linking),151,6,1980 Jun 1,Erythroleukemia induction by replication-competent type C viruses cloned from the anemia- and polycythemia-inducing isolates of Friend leukemia virus.,1493-503,"['MacDonald, M E', 'Mak, T W', 'Bernstein, A']","['MacDonald ME', 'Mak TW', 'Bernstein A']",['eng'],,['Journal Article'],United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Surface)']",IM,"['Anemia/microbiology', 'Animals', 'Animals, Newborn/microbiology', 'Antigens, Surface/analysis', '*Cell Transformation, Viral', 'Female', '*Friend murine leukemia virus', 'Leukemia, Erythroblastic, Acute/*microbiology', 'Leukemia, Experimental/*microbiology', 'Male', 'Mice', 'Polycythemia/microbiology', 'Retroviridae', 'Spleen/cytology/immunology', 'Virus Replication']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1084/jem.151.6.1493 [doi]'],ppublish,J Exp Med. 1980 Jun 1;151(6):1493-503. doi: 10.1084/jem.151.6.1493.,"In this study, the biological properties of the replication-competent viruses, F-MuLVA, present in the anemia-inducing isolate of Friend leukemia virus complex (FV-A); and F-MuLVP, present in the polycythemia-inducing isolate of Friend leukemia virus complex (FV-P) have been examined. BALB/c mice infected as newborns with clonal isolates of F-MuLVA or F-MuLVP become anemic and show splenic enlargement characterized by an increased proportion of cells that resemble immature nucleated erythroid cells. In addition, the spleens of these F-MuLVA- or F-MuLVP-infected mice contain a markedly increased proportion of both erythropoietin-dependent erythroid progenitor cells and spectrin-containing erythroid cells. These results suggest that Friend murine leukemia virus (F-MuLV) by itself can induce an erythroleukemic transformation in newborn BALB/c mice similar to that induced by the anemia-inducing spleen focus-forming virus (SFFVA) in newborn or adult mice. Kinetic studies indicated that the alterations in hemopoietic cell populations induced by F-MuLVA or F-MuLVP in newborn BALB/c mice occurred more slowly than the rapid changes observed after infection with FV-A. In addition, adult BALB/c mice were fully susceptible to the erythroleukemic transformation induced by either SFFVA or SFFVP, whereas only newborn mice were susceptible to F-MuLV. Taken together, these results suggest that, although the replication-defective Friend spleen focus-forming viruses appear to be the major determinant of erythroleukemia induction in adults, the replication-competent helper F-MuLV also have erythroleukemic potential when assayed in newborn animals.",PMC2185877,,,,
6247412,NLM,MEDLINE,19800815,20190508,0022-1007 (Print) 0022-1007 (Linking),151,6,1980 Jun 1,Cell-surface antigens associated with dualtropic and thymotropic murine leukemia viruses inducing thymic and nonthymic lymphomas.,1321-33,"['Haas, M', 'Patch, V']","['Haas M', 'Patch V']",['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Surface)', '0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Surface/*analysis', 'Antigens, Viral/*analysis', 'Bone Marrow/immunology', 'Leukemia Virus, Murine/genetics/*immunology', 'Lymphoma/etiology/*immunology', 'Mice', 'Mink/immunology', 'Neoplasms, Radiation-Induced/immunology', 'Recombination, Genetic', 'Species Specificity', 'Thymus Neoplasms/immunology']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1084/jem.151.6.1321 [doi]'],ppublish,J Exp Med. 1980 Jun 1;151(6):1321-33. doi: 10.1084/jem.151.6.1321.,"Unique type-specific antigens were detected on cells infected with dualtropic and thymotropic viruses isolated and x-ray-induced T cell- and B cell-malignant lymphomas of C57BL/6 mice. These antigens were defined by membrane fluorescence with antisera made in rabbits against rabbit cells chronically infected with cloned virus. The antisera were qualitatively absorbed with a group of cells chronically infected with related dualtropic, ecotropic, and xenotropic viruses. The absorbed antisera detected type-specific, virus-related cell-surface antigens that were unique for different dualtropic virus isolates. The unabsorbed sera also reacted with antigens found specifically on ecotropic and xenotropic virus-infected cells. These findings support the contention that T cell lymphoma (TCL)-inducing and B cell lymphoma (BCL)-inducing viruses isolated from x-irradiated C57BL/6 mice are env gene recombinants in which ecotropic gene sequences have been substituted by xenotropic sequences. We found that unique antigenicities are associated with each TCL-inducing and BCL-inducing dualtropic virus, and that the thymotropic TCL-inducing virus isolates (e.g., 136.5 adn 136.7 viruses) represent a separate serologic group, different from the dualtropic TCL-inducing viruses. By using a series of absorbed antisera in microimmunofluorescence tests we could perform serologic virus mapping of dualtropic clones isolated by us or by others and relate them serologically to previously isolated clones. These virus mapping experiments indicated that many serologically different recombinant viruses can be isolated from C57BL/6 mice. It is suggested that many distinct recombinant viruses may exist in lymphomagenic C57BL/6 mice, some of which are associated with specific lymphoma induction.",PMC2185874,,,,
6247258,NLM,MEDLINE,19800815,20131121,0015-8178 (Print) 0015-8178 (Linking),98,8,1980 Feb 28,[The condition of long-term survivors and patients cured of childhood neoplasms].,289-92,"['Gutjahr, P']",['Gutjahr P'],['ger'],,"['English Abstract', 'Journal Article']",Germany,Fortschr Med,Fortschritte der Medizin,2984763R,,IM,"['Actuarial Analysis', 'Child', 'Drug-Related Side Effects and Adverse Reactions', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia, Lymphoid/therapy', 'Lymphoma/drug therapy', 'Neoplasms/*therapy', 'Nephrectomy', 'Prognosis', 'Quality of Life', 'Rhabdomyosarcoma/drug therapy', 'Wilms Tumor/therapy']",1980/02/28 00:00,1980/02/28 00:01,['1980/02/28 00:00'],"['1980/02/28 00:00 [pubmed]', '1980/02/28 00:01 [medline]', '1980/02/28 00:00 [entrez]']",,ppublish,Fortschr Med. 1980 Feb 28;98(8):289-92.,"Throughout the past years, permanent cure has become the realistic goal of treatment in a great number of children with cancer. As therapy is aggressive, various late effects of treatment have to be considered. The long-term survivors of 668 children with cancer treated at the Dept. of Pediatrics, University of Mainz, were analyzed for: their present clinical and neurological status, sensory function, impaired skeletal growth, risk of cardiomyopathies, renal functions after treatment for Wilms' tumors, chronic hepatitis, endocrine disorders, electroencephalographic abnormalities, motor and sensory nerve conduction velocities, death as a late consequence of tumor therapy, risk of second malignant neoplasias, and their psychosocial and intellectual situation. As a general result, the number of possible late consequences is great. Cancer treatment of children should be restricted to specialized teams at pediatric tumor centers. This is important concerning an optimal therapy as well as long-term care in view of prevention and early detection and treatment of late sequelae of tumors and treatment.",,Untersuchungen zum Zpatstatus Langzeit-Uberlebender und Geheilter nach bosartigen Neubildungen im Kindesalter.,,,
6247186,NLM,MEDLINE,19800815,20191031,0014-4908 (Print) 0014-4908 (Linking),18,2,1980,Light and electron microscopic evaluation of thymuses from feline leukemia virus-infected kittens.,96-110,"['Pack, F D', 'Chapman, W L']","['Pack FD', 'Chapman WL']",['eng'],,['Journal Article'],Germany,Exp Pathol (Jena),Experimentelle Pathologie,0113124,,IM,"['Animals', 'Atrophy', 'Cats', 'Cell Nucleus/ultrastructure', 'Eosinophils/ultrastructure', 'Epithelium/ultrastructure', 'Leukemia Virus, Feline', 'Leukemia, Experimental/*pathology', 'Macrophages/ultrastructure', 'Microscopy, Electron', 'Organoids/ultrastructure', 'T-Lymphocytes/ultrastructure', 'Thymus Gland/blood supply/*ultrastructure']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1016/s0014-4908(80)80058-5 [doi]'],ppublish,Exp Pathol (Jena). 1980;18(2):96-110. doi: 10.1016/s0014-4908(80)80058-5.,"Light microscopic and electron microscopic findings in thymuses from 4-week old feline leukemia virus-infected and 4- and 9-week old noninfected kittens were evaluated and found to be morphologically similar to each other. Thymuses from 9-week old feline leukemia virusinfected kittens were markedly atrophied and individual lobules within each thymus varied in the severity of atrophy. Loubules having the least severe atrophy had a moderate thinning of the cortex and a heterogeneous thymuses included intense eosinopoiesis at the corticomedullary junction, increased prominence of vasculature, and enlarged Hassal's corpuscles. In addition to these changes lobules of thymus having the most severe atrophy had a marked cortical thymocyte depletion, lobule collapse, and increased numbers of mast cells. Degeneration of epithelial cells in most lobules was indicated by electronlucency of the cytoplasmic matrix and often greatly dilated rough endoplasmic reticulum.",,,,,
6247057,NLM,MEDLINE,19800828,20190620,0008-543X (Print) 0008-543X (Linking),45,11,1980 Jun 1,"Sequential surgery, radiation therapy, and Alkeran in the management of epithelial carcinoma of the ovary.",2754-8,"['Potish, R', 'Adcock, L', 'Brooker, D', 'Jones, T K Jr', 'Levitt, S H', 'Okagaki, T', 'Prem, K']","['Potish R', 'Adcock L', 'Brooker D', 'Jones TK Jr', 'Levitt SH', 'Okagaki T', 'Prem K']",['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,['Q41OR9510P (Melphalan)'],IM,"['Adenocarcinoma/drug therapy/radiotherapy/surgery', 'Adenocarcinoma, Mucinous/drug therapy/radiotherapy/surgery', 'Female', 'Humans', 'Intestinal Obstruction/etiology', 'Melphalan/adverse effects/*therapeutic use', 'Mesonephroma/drug therapy/radiotherapy/surgery', 'Neoplasm Recurrence, Local', 'Neoplasm Staging', 'Ovarian Neoplasms/drug therapy/radiotherapy/surgery/*therapy', 'Pilot Projects', 'Prospective Studies', 'Radiotherapy/adverse effects', 'Time Factors']",1980/06/01 00:00,2001/03/28 10:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1002/1097-0142(19800601)45:11<2754::aid-cncr2820451109>3.0.co;2-q [doi]'],ppublish,Cancer. 1980 Jun 1;45(11):2754-8. doi: 10.1002/1097-0142(19800601)45:11<2754::aid-cncr2820451109>3.0.co;2-q.,"In 1970, a prospective multidisciplinary protocol was initiated for Stages I through III obviously malignant ovarian epithelial carcinomas. The planned sequential therapy included 1) surgery, 2) radiotherapy (2000 rads to whole abdomen, 3000 rad boost to pelvis), 3) chemotherapy (ten cycles of Alkeran), and 4) a ""second-look"" surgical procedure. Ninety-six patients were enrolled in this program through 1976. Median follow-up of the survivors was greater than 44 months. Adjusted disease-free survival was 90 percent for Stage I, 64 percent for Stages IIB--IIC, and 16 percent for Stage III. Stage III patients with no palpable tumor at time of initiation of radiation therapy had a survival of 37 percent. No Stage III patient with palpable tumor at time of initiation of radiation therapy was cured. Eight percent of patients developed small bowel obstruction requiring surgical intervention. Three percent of all patients died of hematologic causes; of the 30-month-plus survivors, 5 percent (2 of 37) developed acute myelogenous leukemia. Cure and toxicity will be examined in detail and compared with the literature.",,,,,
6246996,NLM,MEDLINE,19800828,20210216,0006-4971 (Print) 0006-4971 (Linking),55,6,1980 Jun,Biochemical characterization of a leukemia-associated inhibitor (LAI) suppressing normal granulopoiesis in vitro.,983-91,"['Olofsson, T', 'Olsson, I']","['Olofsson T', 'Olsson I']",['eng'],,['Journal Article'],United States,Blood,Blood,7603509,"['0 (Immune Sera)', '10450-60-9 (Periodic Acid)', 'EC 3.4.- (Peptide Hydrolases)']",IM,"['Centrifugation, Density Gradient', 'Chemical Phenomena', 'Chemistry', 'Chromatography, Affinity', 'Chromatography, Gel', 'Chromatography, Ion Exchange', 'Electrophoresis, Polyacrylamide Gel', '*Granulocytes', '*Hematopoiesis', 'Humans', 'Immune Sera/pharmacology', 'Isoelectric Focusing', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Peptide Hydrolases/pharmacology', 'Periodic Acid/pharmacology']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['S0006-4971(20)78280-7 [pii]'],ppublish,Blood. 1980 Jun;55(6):983-91.,"Low-density (less than 1.077 g/ml) marrow or blood cells from patients with acute or chronic leukemia release a high molecular weight substance called ""leukemia-associated inhibitor"" (LAI) that reduces the fraction of normal marrow CFU-c in S-phase as measured with the 3H-TdR suicide technique. LAI from conditioned media or 3M KCl extracts of subcellular fractions behaved homogeneously on gel chromatography, showing an apparent molecular weight greater than 500,000. However, ion-exchange chromatography and isoelectric focusing indicated considerable charge heterogeneity for LAI molecules. Results from SDS-polyacrylamide gel electrophoresis indicated that the biologic activity resides in a subunit of 150,000-170,000 daltons. The findings of marked affinity for Con-A-Sepharose, marked susceptibility to mild periodate treatment, partial susceptibility to protease digestion, and relative resistance to heating suggest that LAI is a glycoprotein. Data from radiolabeling of cell surface components and sucrose density gradient centrifugation are consistent with LAI being a peripheral cell membrane glycoprotein, which may suppress normal granulopoiesis in leukemia.",,,,,
6246915,NLM,MEDLINE,19800825,20190704,0007-1048 (Print) 0007-1048 (Linking),44,3,1980 Mar,Red cell pyrimidine 5'-nucleotidase and glutathione in myeloproliferative and lymphoproliferative disorders.,425-30,"['Lieberman, J E', 'Gordon-Smith, E C']","['Lieberman JE', 'Gordon-Smith EC']",['eng'],,['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Pyrimidines)', 'EC 3.1.3.- (Nucleotidases)', 'GAN16C9B8O (Glutathione)']",IM,"['Adult', 'Erythrocytes/metabolism', 'Glutathione/*blood', 'Humans', 'Leukemia/*blood/enzymology', 'Lymphoma/*blood/enzymology', 'Nucleotidases/*blood', 'Pyrimidines', 'Waldenstrom Macroglobulinemia/blood/enzymology']",1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1111/j.1365-2141.1980.tb05912.x [doi]'],ppublish,Br J Haematol. 1980 Mar;44(3):425-30. doi: 10.1111/j.1365-2141.1980.tb05912.x.,"Red cell reduced glutatione (GSH) and pyrimidine 5'-nucleotidase (Pry 5'-NT) were measured in a variety of myeloproliferative and lymphoproliferative disorders. Raised levels of GSH were found in chronic lymphocytic leukaemia, Hodgkin's disease, non-Hodgkin's lymphoma, Waldenstrom's macroglobulinaemia and myeloma. Decreased activity of Pyr 5'-NT was found in acute myeloblastic leukaemia, acute lymphoblastic leukaemia, chronic granulocytic leukaemia, chronic lymphocytic leukaemia, Hodgkin's disease and non-Hodgkin's lymphoma. There was no correlation between the raised GSH levels and decrease Pry 5'-NT levels.",,,,,
6246804,NLM,MEDLINE,19800722,20181113,0002-9440 (Print) 0002-9440 (Linking),99,2,1980 May,"Pathology of the liver with bone marrow transplantation. Effects of busulfan, carmustine, acute graft-versus-host disease, and cytomegalovirus infection.",369-86,"['Beschorner, W E', 'Pino, J', 'Boitnott, J K', 'Tutschka, P J', 'Santos, G W']","['Beschorner WE', 'Pino J', 'Boitnott JK', 'Tutschka PJ', 'Santos GW']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Pathol,The American journal of pathology,0370502,"['G1LN9045DK (Busulfan)', 'U68WG3173Y (Carmustine)']",IM,"['Anemia, Aplastic/surgery', '*Bone Marrow Transplantation', 'Busulfan/adverse effects', 'Carmustine/adverse effects', 'Cytomegalovirus Infections/pathology', 'Graft vs Host Reaction', 'Humans', 'Leukemia/surgery', 'Liver/drug effects/*pathology', 'Retrospective Studies', 'Transplantation, Homologous']",1980/05/01 00:00,1980/05/01 00:01,['1980/05/01 00:00'],"['1980/05/01 00:00 [pubmed]', '1980/05/01 00:01 [medline]', '1980/05/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1980 May;99(2):369-86.,"The morphologic changes in the livers of autopsy specimens from recipients of 62 allogeneic bone marrow transplants were reviewed and characterized in specimens from patients who had had apparent drug toxicity, graft-versus-host disease (GVHD), and disseminated cytomegalovirus (CMV) infection. Two conditioning protocols were associated with significant hepatic toxicity. Two of 3 recipients on whom autopsies were performed who had been prepared with high doses of carmustine, cyclophosphamide, and total body irradiation had undergone acute hepatic failure and submassive necrosis with periportal sparing. Seven of 9 patients prepared with busulfan (16 or 20 mg/kg) and cyclophosphamide had moderate to marked centrilobular sinusoidal fibrosis and associated hepatocellular atrophy and necrosis. Twenty of the patients had acute cutaneous GVHD with associated hepatic dysfunction, including 8 with disseminated CMV infection. Of the 12 patients without concomitant CMV infection, 5 had an early onset of GVHD and had predominantly periportal and focal midzonal hepatocellular necrosis, and 7 had acute GVHD with later onset with predominantly bile duct injury. Fifteen patients had evidence of disseminated CMV infection. Whereas CMV infection alone was associated with both hepatocellular and bile duct injury, detectable virus infection was not a requirement for hepatocellular or bile duct injury associated with GVHD.",PMC1903505,,,,
6246691,NLM,MEDLINE,19800722,20071115,0146-3616 (Print) 0146-3616 (Linking),107,5,1980 May,Crystalloid immunoglobulin inclusions in chronic lymphocytic leukemia.,372-4,"['Makoui, C', 'Mohanty, L B']","['Makoui C', 'Mohanty LB']",['eng'],,"['Case Reports', 'Journal Article']",United States,Va Med,Virginia medical,7701976,"['0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)', '0 (Immunoglobulins)']",IM,"['Crystallization', 'Cytoplasm/immunology/ultrastructure', 'Humans', 'Immunoglobulin A', 'Immunoglobulin G', 'Immunoglobulin M', 'Immunoglobulin kappa-Chains', 'Immunoglobulin lambda-Chains', '*Immunoglobulins', 'Inclusion Bodies/*immunology/ultrastructure', 'Leukemia, Lymphoid/immunology/*ultrastructure', 'Male', 'Middle Aged']",1980/05/01 00:00,1980/05/01 00:01,['1980/05/01 00:00'],"['1980/05/01 00:00 [pubmed]', '1980/05/01 00:01 [medline]', '1980/05/01 00:00 [entrez]']",,ppublish,Va Med. 1980 May;107(5):372-4.,,,,,,
6246635,NLM,MEDLINE,19800712,20061115,,56,7-8,1980 Feb 18-25,[Mastocytosis and leukemia (author's transl)].,371-5,"['Vives, J F', 'Emberger, J M', 'Richard, J L', 'Schved, J F', 'Dubois, A', 'Vallat, G']","['Vives JF', 'Emberger JM', 'Richard JL', 'Schved JF', 'Dubois A', 'Vallat G']",['fre'],,"['Case Reports', 'English Abstract', 'Journal Article']",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,,IM,"['Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Myeloid/*complications/pathology', 'Male', 'Mast Cells/pathology', 'Middle Aged', 'Urticaria Pigmentosa/*complications/pathology']",1980/02/18 00:00,1980/02/18 00:01,['1980/02/18 00:00'],"['1980/02/18 00:00 [pubmed]', '1980/02/18 00:01 [medline]', '1980/02/18 00:00 [entrez]']",,ppublish,Sem Hop. 1980 Feb 18-25;56(7-8):371-5.,"The authors report a case of Ph 1 positive chronic myelocytic leukemia associated with cutaneous mastocytosis, occuring lately in a 75 years old man. 12 similar cases (associations mastocytosis chronic or acute leukemia) are described in the literature.",,Mastocytoses et leucemies.,,,
6246626,NLM,MEDLINE,19800712,20071115,,56,7-8,1980 Feb 18-25,[Meningeal leukemia during acute promyelocytic leukemia (author's transl)].,325-8,"['Audebert, A A', 'Dousset, I', 'Krulik, M', 'Zylberait, D', 'Debray, J']","['Audebert AA', 'Dousset I', 'Krulik M', 'Zylberait D', 'Debray J']",['fre'],,"['Case Reports', 'English Abstract', 'Journal Article']",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,,IM,"['Adult', 'Humans', 'Leukemia, Myeloid, Acute/*complications/mortality', 'Male', 'Meningitis/epidemiology/*etiology/prevention & control']",1980/02/18 00:00,1980/02/18 00:01,['1980/02/18 00:00'],"['1980/02/18 00:00 [pubmed]', '1980/02/18 00:01 [medline]', '1980/02/18 00:00 [entrez]']",,ppublish,Sem Hop. 1980 Feb 18-25;56(7-8):325-8.,"The authors report the case of a meningeal leukemia occuring during the remission stage of an acute promyelocytic leukemia. The data from literature about the meningeal leukemia of acute granulocytic leukemias, the expected long survival of acute promyelocytic leukemias lead to think that this meningeal complication must be systematically prevented.",,Meningite leucemique au cours d'une leucemie aigue promyelocytaire.,,,
6246623,NLM,MEDLINE,19800712,20131121,,56,7-8,1980 Feb 18-25,[Very long survivals of chronic granulocytic leukemia (author's transl)].,309-13,"['Debray, J', 'Pommier, Y', 'Audebert, A A', 'Krulik, M', 'Smadja, N', 'Zylberait, D']","['Debray J', 'Pommier Y', 'Audebert AA', 'Krulik M', 'Smadja N', 'Zylberait D']",['fre'],,"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,['G1LN9045DK (Busulfan)'],IM,"['Adult', 'Aged', 'Busulfan/therapeutic use', 'Chromosomes, Human, 21-22 and Y', 'Female', 'Gene Conversion', 'Humans', 'Leukemia, Myeloid/drug therapy/genetics/*mortality', 'Male', 'Middle Aged', 'Prognosis']",1980/02/18 00:00,1980/02/18 00:01,['1980/02/18 00:00'],"['1980/02/18 00:00 [pubmed]', '1980/02/18 00:01 [medline]', '1980/02/18 00:00 [entrez]']",,ppublish,Sem Hop. 1980 Feb 18-25;56(7-8):309-13.,"Following busulfan induced bone marrow insufficiency, a patient witha chronic granulocytic leukemia (CGL) has had a survival lasting 18.5 years. During remission, chromosome studies on bone marrow have not shown Philadelphia chromosome (Ph 1). There was no correlation between this observation and initial pronostic factors from literature. Analysis of 14 cases (13 from literature) of prolonged survival showed that Ph 1 was absent in 4 cases when only 15% of CGL are initially Ph 1 negative. Therapeuticcaryoconversions were probable. Recently attempts have been made to eradicate the abnormal Ph 1 positive clone. Some hopeful results are reported.",,"Les survies tres prolongees de leucemie myeloide chronique. Revue de la litterature avec etude des facteurs pronostiques, a propos d'une observation d'une duree de 18 mois et demi.",35,,
6246597,NLM,MEDLINE,19800726,20071115,,56,13-14,1980 Apr 8-15,"[Plasma cells leukaemia, cryoglobulins and antithrombin (author's transl)].",676-9,"['Longy, M', 'Reiffers, J', 'Delmas, M', 'Bonnet, J', 'Le Bras, M', 'Broustet, A', 'Moretti, G']","['Longy M', 'Reiffers J', 'Delmas M', 'Bonnet J', 'Le Bras M', 'Broustet A', 'Moretti G']",['fre'],,"['Case Reports', 'English Abstract', 'Journal Article']",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,"['0 (Antithrombins)', '0 (Cryoglobulins)', '0 (Immunoglobulin G)']",IM,"['Aged', '*Antithrombins', '*Cryoglobulins', 'Humans', 'Immunoglobulin G', 'Leukemia, Plasma Cell/complications/*diagnosis', 'Male', 'Paraproteinemias/*complications']",1980/04/08 00:00,1980/04/08 00:01,['1980/04/08 00:00'],"['1980/04/08 00:00 [pubmed]', '1980/04/08 00:01 [medline]', '1980/04/08 00:00 [entrez]']",,ppublish,Sem Hop. 1980 Apr 8-15;56(13-14):676-9.,"Although primitive plasma cells leukaemia is uncommon, it still stands in a particular place among malignant lymphoplasmocytary syndroms. It borrows from multiple myeloma and acute leukaemia some of its clinical and biological manifestations. Its course is quickly adverse, its treatment ineffective and the average life expectation is three months.",,"Leucemie a plasmocytes, cryoglobulinemie et antithrombine circulante.",,,
6246570,NLM,MEDLINE,19800728,20190908,0036-553X (Print) 0036-553X (Linking),24,3,1980 Mar,Separation of human bone marrow cells in density gradients of polyvinylpyrrolidone coated silica gel (Percoll).,254-62,"['Olofsson, T', 'Gartner, I', 'Olsson, I']","['Olofsson T', 'Gartner I', 'Olsson I']",['eng'],,['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['7631-86-9 (Silicon Dioxide)', 'FZ989GH94E (Povidone)']",IM,"['Blood Cells', '*Bone Marrow Cells', 'Cell Separation/*methods', 'Cells, Cultured', 'Centrifugation, Density Gradient', 'Colony-Forming Units Assay', 'Humans', 'Leukemia, Myeloid/blood/pathology', 'Leukemia, Myeloid, Acute/blood/pathology', 'Povidone', 'Silicon Dioxide', 'Spleen/cytology']",1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",['10.1111/j.1600-0609.1980.tb01334.x [doi]'],ppublish,Scand J Haematol. 1980 Mar;24(3):254-62. doi: 10.1111/j.1600-0609.1980.tb01334.x.,"A simple and highly reproducible method is described for separation and density distribution analysis of human bone marrow cells in continuous density gradients of polyvinylpyrrolidone coated silica gel (Percoll). Colony and cluster forming cells in agar separated from the bulk of cells and peaked at densities of 1.063-1.064 g/ml. The enrichment of clonogenic cells was approximately 10 times and recovery varied between 41-321%. The overall recovery of cells was 80% (60-94%). Density distribution analysis of morphologically identifiable cells demonstrated the progressive increase in density with maturation of cells within the granulocytic series: myeloblasts peaked at 1.0624 g/ml, promyelocytes at 1.0734 g/ml, myelocytes at 1.0776 g/ml, metamyelocytes at 1.0799 g/ml and mature neutrophils at 1.0864 g/ml. The eosinophil had the highest density, 1.0904 g/ml, of all cells analyzed. Monocytes and lymphocytes peaked at 1.0661 and 1.0681 g/ml respectively. The light density shift of clonogenic cells of AML and CML reported by other authors was confirmed.",,,,,
