PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,GR,AID,TT,SI,EIN,AD,RF
3963859,NLM,MEDLINE,19860512,20131121,0385-0684 (Print) 0385-0684 (Linking),13,4 Pt 1,1986 Apr,[Etoposide (VP 16/NK 171) and cytosine arabinoside combination chemotherapy in refractory childhood leukemia].,951-8,"['Esumi, N', 'Todo, S', 'Arakawa, S', 'Imashuku, S']","['Esumi N', 'Todo S', 'Arakawa S', 'Imashuku S']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)', 'L36H50F353 (Podophyllotoxin)']",IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Child, Preschool', 'Cytarabine/*administration & dosage', 'Drug Administration Schedule', 'Etoposide/*administration & dosage', 'Female', 'Humans', 'Infant', 'Leukemia/*drug therapy', 'Lymphoma/*drug therapy', 'Male', 'Myeloproliferative Disorders/drug therapy', 'Podophyllotoxin/*analogs & derivatives']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",ppublish,Gan To Kagaku Ryoho. 1986 Apr;13(4 Pt 1):951-8.,"Combination chemotherapy consisting of etoposide and cytosine arabinoside (Ara-C) was given to 38 children with hematological malignancy. They included 18 patients with acute lymphocytic leukemia (ALL), two with non-Hodgkin's lymphoma (NHL), one with myeloproliferative disorder (MPD), and one with histiocytic medullary reticulosis (HMR), all of whom had relapsed or not responded to initial treatment. Sixteen patients with nonlymphocytic leukemia (ANLL), 13 in remission, two in relapse, and one in induction failure, were also studied. The drug combination was administered by intravenous infusion twice a week for two consecutive weeks at a dosage of 150 mg/m2 for each drug. Among the 18 patients with ALL, seven complete responses and three partial responses were achieved. Six of the seven complete responders relapsed at 0.5-3 months, and the remainder has been in remission for 2.5+ months. None of the patients with refractory ANLL, NHL, MPD or HMR achieved complete remission; however, two of three ANLL patients and one HMR patient demonstrated partial response. Among the 13 ANLL patients in remission, 9 patients have continued remission for more than 4 months with a median of 26+ months, ranging from 6+ months to 40+ months, while 4 relapsed within 4 months after the administration of this regimen. The toxic effects were tolerable. Results indicate that an etoposide and Ara-C combination is effective especially in refractory ALL in childhood.",,,,,,,,
3963846,NLM,MEDLINE,19860512,20171116,0385-0684 (Print) 0385-0684 (Linking),13,4 Pt 1,1986 Apr,[Results of follow-up studies on prognosis after immunotherapy with bestatin in acute nonlymphocytic leukemia].,1017-25,"['Ota, K', 'Kurita, S', 'Yamada, K', 'Masaoka, T', 'Uzuka, Y', 'Ogawa, N']","['Ota K', 'Kurita S', 'Yamada K', 'Masaoka T', 'Uzuka Y', 'Ogawa N']",['jpn'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Adjuvants, Immunologic)', '0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)', '04079A1RDZ (Cytarabine)', '74KXF8I502 (Aclarubicin)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'GMW67QNF9C (Leucine)', 'I0J33N5627 (ubenimex)', 'ZS7284E0ZP (Daunorubicin)', 'BH-AC-AMP protocol']",IM,"['Aclarubicin', 'Acute Disease', 'Adjuvants, Immunologic/*therapeutic use', 'Adolescent', 'Adult', 'Antibiotics, Antineoplastic/*therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Cytarabine/administration & dosage/analogs & derivatives', 'Daunorubicin/administration & dosage', 'Follow-Up Studies', 'Humans', 'Leucine/*analogs & derivatives/therapeutic use', 'Leukemia/*drug therapy/mortality', 'Mercaptopurine/administration & dosage', 'Middle Aged', 'Naphthacenes/administration & dosage', 'Prednisolone/administration & dosage', 'Prognosis', 'Random Allocation']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",ppublish,Gan To Kagaku Ryoho. 1986 Apr;13(4 Pt 1):1017-25.,"We have recently performed a prognostic investigation of a randomized controlled trial with bestatin for acute non-lymphocytic leukemia in adults. Out of 115 patients registered in this study, 101 patients (48 in a bestatin group and 53 in a control group) were evaluated as eligible. The 50% remission duration was 20.4 months for the bestatin group compared with 11.3 months for the control group. Long-term remission rate at 4 years was 36.5% for the bestatin group compared with 24.1% for the control group, and their respective 50% survival time were 33.0 and 18.1 months, while the long-term survival rate at 4 years was 46.0% for the bestatin group compared with 25.5% for the control group. The bestatin group had a longer remission duration and survival time than the control group. The remission duration and survival time in patients under 49 years of age were not different between the groups. However, in patients over 50 years of age, the bestatin group had a significantly longer remission duration and survival time than the control group. Side effects of bestatin were mild and transient. These data suggest the usefulness of bestatin for the treatment of adult acute nonlymphocytic leukemia.",,,,,,,,
3963841,NLM,MEDLINE,19860508,20171116,0385-0684 (Print) 0385-0684 (Linking),13,3 Pt 2,1986 Mar,[Elimination of suppressor macrophages in tumor-bearing mice by 6-mercaptopurine and its therapeutic contribution].,701-5,"['Kataoka, T']",['Kataoka T'],['jpn'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Vaccines)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)']",IM,"['Animals', 'Cyclophosphamide/therapeutic use', 'Drug Synergism', 'Leukemia L1210/drug therapy/*immunology', 'Leukocyte Count', 'Macrophages/*immunology', 'Mercaptopurine/*therapeutic use', 'Mice', 'Monocytes/immunology', 'Vaccines/administration & dosage']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Gan To Kagaku Ryoho. 1986 Mar;13(3 Pt 2):701-5.,"6-Mercaptopurine inhibited suppressor macrophages and induced antitumor monocytes in L1210-bearing mice. Although these antitumor monocytes did not neutralize L1210, they augmented the antitumor response in L1210 vaccine-primed recipient mice against a subsequent inoculation of live L1210. These results led to the trial of a novel immunochemotherapy regimen in which L1210 vaccine and 6-mercaptopurine in combination produced a synergistic therapeutic effect. In contrast, cyclophosphamide did not inhibit suppressor macrophages, nor did it induce antitumor monocytes in L1210-bearing mice. Consequently, the combination of L1210 vaccine and cyclophosphamide did not produce any further improvement in therapy. These results showed that modulation of macrophages and monocytes was associated with immunotherapeutic effect.",,,,,,,,
3963840,NLM,MEDLINE,19860508,20131121,0385-0684 (Print) 0385-0684 (Linking),13,3 Pt 2,1986 Mar,[Immunomodulation by antitumor antibiotics].,697-700,"['Ishizuka, M']",['Ishizuka M'],['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Anti-Bacterial Agents)', '0 (Antibiotics, Antineoplastic)', '0 (Benzodiazepinones)', '0 (Guanidines)', '0 (Naphthacenes)', '0 (Peptides)', '0 (Ribonucleosides)', '0 (aclacinomycins)', '0 (auromomycin)', '0WZD9Y66WN (Anthramycin)', '67298-49-1 (neothramycins)', '68373-96-6 (mazethramycin)', '71O2A541CU (spergualin)', '74KXF8I502 (Aclarubicin)', '80394-72-5 (oxanosine)']",IM,"['*Aclarubicin/*analogs & derivatives', 'Animals', 'Anthramycin/analogs & derivatives/pharmacology', '*Anti-Bacterial Agents', 'Antibiotics, Antineoplastic/*pharmacology', 'Benzodiazepinones/pharmacology', 'Guanidines/pharmacology', 'Immune Tolerance/*drug effects', 'Leukemia L1210/drug therapy/*immunology', 'Mice', 'Naphthacenes/pharmacology', 'Peptides/pharmacology', 'Ribonucleosides/pharmacology']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Gan To Kagaku Ryoho. 1986 Mar;13(3 Pt 2):697-700.,"Antibiotics exhibiting immunomodulatory activities were found among antitumor antibiotics. These antibiotics had antileukemic activity. Neothramycin and mazethramycin, which are classified as anthramycin-group antibiotics, activated macrophages so that they became antitumor effector cells. Aclacinomycin and oxanosine inhibited generation of suppressor cells in tumor-bearing mice and oxanosine enhanced antitumor effector cells. Therapy using spergualin produced specific antitumor immunity in cured mice. The immunomodulatory activities of auromomycin and bactobolin were also reported.",,,,,,,,
3963836,NLM,MEDLINE,19860508,20211203,0385-0684 (Print) 0385-0684 (Linking),13,3 Pt 2,1986 Mar,[Chromosome translocations and cellular oncogenes in hematologic neoplasms].,652-60,"['Sakurai, M']",['Sakurai M'],['jpn'],['Journal Article'],Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,,IM,"['Chromosomes, Human, 13-15', 'Chromosomes, Human, 16-18', 'Chromosomes, Human, 21-22 and Y', 'Humans', 'Leukemia/*genetics', 'Lymphoma/*genetics', '*Oncogenes', 'Proto-Oncogene Mas', '*Translocation, Genetic']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Gan To Kagaku Ryoho. 1986 Mar;13(3 Pt 2):652-60.,"Chromosome translocations found in hematologic malignant diseases are correlated with the cytologic and histologic features of the neoplastic cells as well as with clinical features, such as the patient's age, response to therapy and prognosis. Thus, the 8; 21 and 15; 17 translocations, respectively, are associated with acute myeloblastic and acute promyelocytic leukemias. Likewise, the 8q24 translocations including 8; 14, 2; 8, and 8; 22 translocations seen in Burkitt's lymphoma, and the 1; 19 and 11; 14 translocations seen associated with pre-B-cell and T-cell leukemias, respectively, are examples of similar correlations with regard to lymphoproliferative disorders. With the exception of the cases of 9; 22 (Ph1) and 11q23 translocations, each of which is found in both myeloid and lymphoid neoplasms, any one abnormality is rarely encountered in association with both categories of malignancy. Recent studies indicate that, with regard to many of the known chromosome translocations, the break occurs at a point close to the location of a specific cellular oncogene. Thus, c-myc and c-abl, which reside in 8q24 and 9q34, respectively, are known to undergo rearrangement in cases of 8q24 and 9; 22 translocations. These rearrangements have been proved to give rise to the production of an abnormal protein, which seems to cause the malignant transformation of cells with such chromosome translocations. Chromosome translocations are now believed to be directly related to oncogenesis through the mechanism of activation of the cellular proto-oncogene.",,,,,,,,
3963748,NLM,MEDLINE,19860507,20180215,0250-6807 (Print) 0250-6807 (Linking),30,2,1986,Influence of the linoleic acid content of the diet on tumor growth in transplantable rat tumor models.,120-8,"['Kort, W J', 'Hulsman, L O', 'Weijma, I M', 'Zondervan, P E', 'Westbroek, D L']","['Kort WJ', 'Hulsman LO', 'Weijma IM', 'Zondervan PE', 'Westbroek DL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Ann Nutr Metab,Annals of nutrition & metabolism,8105511,"['0 (Dietary Fats)', '0 (Linoleic Acids)', '9KJL21T0QJ (Linoleic Acid)']",IM,"['Animals', 'Dietary Fats/*physiology', 'Linoleic Acid', 'Linoleic Acids/*physiology', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*pathology', 'Rats']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Ann Nutr Metab. 1986;30(2):120-8. doi: 10.1159/000177184.,"Diets high (17.7 cal%) and low (3.3 cal%) in linoleic acid were given to groups of Brown Norway female rats before and after inoculation of syngeneic tumor models with different characteristics, with regard to tumor spread, malignancy, immunogenicity, growth rate, rat strain, and histopathological features. Despite the differences in characteristics, in most tumor models, tumor growth was identical in both experimental groups. However, in 2 tumor models, an adrenal cortical carcinoma and a myeloid leukemia, differences in growth were noted. In rats given the diet low in linoleic acid, growth of the cortical carcinoma was significantly increased, whereas the opposite effect was seen in rats with myeloid leukemia.",,,['10.1159/000177184 [doi]'],,,,,
3963010,NLM,MEDLINE,19860507,20190829,0271-3586 (Print) 0271-3586 (Linking),9,3,1986,Cancer risk among artistic painters.,281-7,"['Miller, B A', 'Silverman, D T', 'Hoover, R N', 'Blair, A']","['Miller BA', 'Silverman DT', 'Hoover RN', 'Blair A']",['eng'],['Journal Article'],United States,Am J Ind Med,American journal of industrial medicine,8101110,,IM,"['*Art', 'Female', 'Humans', 'Male', 'Neoplasms/*epidemiology', 'Occupational Diseases/*epidemiology', 'Smoking', 'Urinary Bladder Neoplasms/epidemiology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Am J Ind Med. 1986;9(3):281-7. doi: 10.1002/ajim.4700090311.,"An association between bladder cancer and employment as an artistic painter was found in two study populations. A proportionate mortality analysis of death certificates of professional artists indicated a greater than twofold excess for bladder cancer mortality among painters. This association was further investigated in a large case-control interview study of bladder cancer patients where an overall relative risk estimate of 2.5 was found among artistic painters. Excess deaths from leukemia and arteriosclerotic heart disease also occurred in the proportionate mortality study. Information was not available to determine exposure to specific substances that may have been responsible for these observations; however, efforts should be made to limit exposure to art materials known to be hazardous.",,,['10.1002/ajim.4700090311 [doi]'],,,,,
3963000,NLM,MEDLINE,19860429,20190829,0271-3586 (Print) 0271-3586 (Linking),9,2,1986,A proportionate mortality study of granite cutters.,189-201,"['Steenland, K', 'Beaumont, J']","['Steenland K', 'Beaumont J']",['eng'],['Journal Article'],United States,Am J Ind Med,American journal of industrial medicine,8101110,,IM,"['*Construction Materials', 'Humans', '*Industry', 'Labor Unions', 'Male', '*Mortality', 'Neoplasms/mortality', 'Respiratory Tract Diseases/mortality', 'Tuberculosis, Pulmonary/mortality']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Am J Ind Med. 1986;9(2):189-201. doi: 10.1002/ajim.4700090210.,"Several recent studies (animal and human) have suggested an association between lung cancer and silica exposure. To test the hypothesis, we have studied death benefit records of 1,905 members of the Granite Cutters Union. A proportionate mortality analysis (PMR) was conducted, using U.S. deaths as a comparison population. Statistically (PMR) was conducted, using U.S. deaths as a comparison population. Statistically significant excesses were observed for death from nonmalignant respiratory significant excesses were observed for death from nonmalignant respiratory disease (largely silicosis) (183 obs, 43.7 exp) and for tuberculosis (largely silicotuberculosis) (262 obs, 19.3 exp). Other significant excesses were observed for bone cancer (6 obs, 1.9 exp) and arthritis (5 obs, 1.5 exp). A significant decrease was observed for leukemia (5 obs, 13.0 exp). For lung cancer a slight but nonsignificant excess was observed (97 obs, 81.1 exp, PMR = 1.19, 95% CI 0.97-1.46). A proportionate cancer mortality analysis (PCMR) showed similar results for lung cancer (PCMR = 1.09, 95% CI 0.89-1.33). Lung cancer mortality also failed to show any trend with either calendar time or duration of exposure. Although no significant excess of lung cancer was observed for the entire silica-exposed cohort, there was an indication that those who were silicotic had an excess risk of lung cancer, based on a review of contributing causes on the death certificate.",,,['10.1002/ajim.4700090210 [doi]'],,,,,
3962998,NLM,MEDLINE,19860429,20190829,0271-3586 (Print) 0271-3586 (Linking),9,2,1986,"Long-term mortality study of oil refinery workers: V. Comparison of workers hired before, during, and after World War II (1940-1945) with a discussion of the impact of study designs on cohort results.",171-80,"['Wen, C P', 'Tsai, S P', 'Weiss, N S', 'Gibson, R L']","['Wen CP', 'Tsai SP', 'Weiss NS', 'Gibson RL']",['eng'],['Journal Article'],United States,Am J Ind Med,American journal of industrial medicine,8101110,"['0 (Fuel Oils)', '0 (Petroleum)']",IM,"['Accidents', 'Adult', 'Aged', 'Coronary Disease/mortality', 'Employment', 'Follow-Up Studies', '*Fuel Oils', 'Humans', '*Industry', 'Male', 'Middle Aged', '*Mortality', 'Neoplasms/mortality', '*Petroleum', 'Texas', 'Warfare']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Am J Ind Med. 1986;9(2):171-80. doi: 10.1002/ajim.4700090208.,"The mortality experience of a large refinery cohort (1937-1978) was examined by dividing it into three subcohorts according to hire dates: those hired before 1940, those hired during the period 1940-1945, and those hired after 1945. These three periods are approximately equivalent to before, during, and after World War II and span a total hiring period of more than 75 years. The results showed that a substantial portion of the cohort (3,330 or 27%) had been recruited during 1940-1945, and they contributed 980 or 28% of the total deaths. However, their mortality experience was quite different from the rest. A series of significant increases were seen among the external causes for accidents, suicide, and homicide. In terms of overall mortality and in contrast to the rest of the cohort, no ""healthy worker effect"" was seen (SMR = 1.00). They also showed increases in several types of cancer including cancers of the pancreas and prostate and leukemia. These unusual experiences cannot be explained either on the basis of their war-related deaths or on their period of employment (one-half were terminated within 1 year from date of hire), and data is insufficient to separate the role of hiring practices or their socioeconomic status. However, their life-styles were probably quite different judged from the fact that alcoholism-related deaths were increased as much as fivefold. Almost two-thirds of the total deaths occurred among 4,080 workers in the before 1940 subcohort. Further, the 5,117 workers of the after-1945 subcohort contributed only 5% of the total deaths. Thus, the results of the original refinery cohort (1937-1978) primarily reflect the experience of those employees hired before 1940. Given the same cohort method (historical prospective), cohort results vary widely according to different study designs, and this has implications for ""generalizable"" risk assessment or risk projections. A prospective study of new hires with 30 years of follow-up is rather inefficient because it would yield only a small number of deaths, with a strong healthy worker effect. The same is true for studies based on active workers with a short period of follow-up. Studies based on time of hire, however, provide a means for controlling time-related occupational exposures.",,,['10.1002/ajim.4700090208 [doi]'],,,,,
3962077,NLM,MEDLINE,19860502,20170214,0300-9858 (Print) 0300-9858 (Linking),23,2,1986 Mar,Cytochemical reactions in cells from leukemic dogs.,103-9,"['Grindem, C B', 'Stevens, J B', 'Perman, V']","['Grindem CB', 'Stevens JB', 'Perman V']",['eng'],['Journal Article'],United States,Vet Pathol,Veterinary pathology,0312020,"['EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Naphthol AS D Esterase)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Alkaline Phosphatase/analysis', 'Animals', 'Dog Diseases/enzymology/*pathology', 'Dogs', 'Histocytochemistry', 'Leukemia/enzymology/pathology/*veterinary', 'Naphthol AS D Esterase/analysis', 'Peroxidases/analysis']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Vet Pathol. 1986 Mar;23(2):103-9. doi: 10.1177/030098588602300201.,"Leukemic cells from 17 dogs with spontaneous leukemia were stained with leukocyte alkaline phosphatase, alpha naphthyl acetate esterase with and without fluoride, peroxidase, and periodic acid-Schiff. Cytochemistry was necessary for identification or confirmation of leukemic cell type in most dogs and resulted in changing the light microscopic morphologic diagnosis in eight of 17 dogs. Leukemic cell types diagnosed were myelomonocytic leukemia in seven dogs, monocytic leukemia in five dogs, lymphocytic leukemia in four dogs, and myelocytic leukemia in one dog.",,,['10.1177/030098588602300201 [doi]'],,,,,
3961491,NLM,MEDLINE,19860508,20190618,0036-8075 (Print) 0036-8075 (Linking),232,4749,1986 Apr 25,Molecular analysis of the t(2;14) translocation of childhood chronic lymphocytic leukemia.,491-4,"['Fell, H P', 'Smith, R G', 'Tucker, P W']","['Fell HP', 'Smith RG', 'Tucker PW']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,['0 (Immunoglobulin M)'],IM,"['Alleles', 'Child', 'Chromosome Fragile Sites', 'Chromosome Fragility', 'Chromosome Mapping', '*Chromosomes, Human, 1-3', '*Chromosomes, Human, 13-15', 'Humans', 'Immunoglobulin M/genetics', 'Leukemia, Lymphoid/*genetics', 'Recombination, Genetic', '*Translocation, Genetic']",1986/04/25 00:00,1986/04/25 00:01,['1986/04/25 00:00'],"['1986/04/25 00:00 [pubmed]', '1986/04/25 00:01 [medline]', '1986/04/25 00:00 [entrez]']",ppublish,Science. 1986 Apr 25;232(4749):491-4. doi: 10.1126/science.3961491.,Two rare cases of chronic lymphocytic leukemia (CLL) in children have been studied; both are associated with a previously undescribed chromosomal translocation [t(2;14) (p13;q32)]. In one patient the translocation was reciprocal and the breakpoint on chromosome 14 occurred just 5' of the C gamma 2 region on the productive immunoglobulin heavy-chain allele. The breakpoint on chromosome 2 does not involve the K locus but lies within an uncharacterized region that coincides with the position of a constitutive fragile site that occurs within normal lymphocytes. Data on the second patient are consistent with these findings and suggest that these cases represent a rare but distinct subgroup of CLL's with a specific cytogenetic change.,,['AI 18016/AI/NIAID NIH HHS/United States'],['10.1126/science.3961491 [doi]'],,,,,
3961437,NLM,MEDLINE,19860521,20190908,0355-3140 (Print) 0355-3140 (Linking),12,1,1986 Feb,A cohort mortality study of painters and allied tradesmen.,16-21,"['Matanoski, G M', 'Stockwell, H G', 'Diamond, E L', 'Haring-Sweeney, M', 'Joffe, R D', 'Mele, L M', 'Johnson, M L']","['Matanoski GM', 'Stockwell HG', 'Diamond EL', 'Haring-Sweeney M', 'Joffe RD', 'Mele LM', 'Johnson ML']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Finland,Scand J Work Environ Health,"Scandinavian journal of work, environment & health",7511540,,IM,"['Adult', 'Aged', 'Humans', 'Labor Unions', 'Middle Aged', 'Neoplasms/chemically induced/mortality', 'Occupational Diseases/chemically induced/*mortality', 'Paint/*poisoning', 'Prospective Studies', 'Risk', 'United States']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Scand J Work Environ Health. 1986 Feb;12(1):16-21. doi: 10.5271/sjweh.2179.,"A cohort study was conducted of the membership of a large international union of painters and allied tradesmen. The union membership consisted of both painters and associated trades such as glaziers and tile and carpet layers. The study examined the mortality experience of 57 175 current and former union members in four states (California, Missouri, New York, and Texas) in the United States (US) from 1975 through 1979. No excess mortality was observed for the total union membership when compared to that of all US white males. When the study population was subdivided by the trade affiliation, members of locals comprised primarily of painters exhibited a significant elevation in mortality from all malignant neoplasms, lung cancer, and stomach cancer, compared to all US white males. To reduce the impact of potential nonoccupational differences between the study population and all US white males, the data were also analyzed using the entire cohort as the standardization population. Significant elevations continued to be observed for all malignant neoplasms and lung cancer among the membership of painting locals compared to other locals. In addition there was a statistically significant difference in mortality from leukemia and cancer of the bladder observed between the groups.",,['210-77-0096/PHS HHS/United States'],"['2179 [pii]', '10.5271/sjweh.2179 [doi]']",,,,,
3961167,NLM,MEDLINE,19860519,20161123,0033-8419 (Print) 0033-8419 (Linking),159,2,1986 May,Hepatosplenic fungal infection: CT and pathologic evaluation after treatment with liposomal amphotericin B.,349-53,"['Shirkhoda, A', 'Lopez-Berestein, G', 'Holbert, J M', 'Luna, M A']","['Shirkhoda A', 'Lopez-Berestein G', 'Holbert JM', 'Luna MA']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Radiology,Radiology,0401260,"['0 (Liposomes)', '7XU7A7DROE (Amphotericin B)']",IM,"['Adolescent', 'Adult', 'Amphotericin B/*therapeutic use', 'Aspergillosis/complications/*diagnostic imaging/drug therapy/pathology', 'Biopsy', 'Candidiasis/complications/*diagnostic imaging/drug therapy/pathology', 'Child', 'Female', 'Humans', 'Leukemia/complications', 'Liposomes/administration & dosage', 'Liver/diagnostic imaging/pathology', 'Liver Diseases/complications/*diagnostic imaging/drug therapy/pathology', 'Lymphoma/complications', 'Male', 'Middle Aged', 'Splenic Diseases/complications/*diagnostic imaging/drug therapy/pathology', 'Tomography, X-Ray Computed']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']",ppublish,Radiology. 1986 May;159(2):349-53. doi: 10.1148/radiology.159.2.3961167.,"Disseminated fungal disease, predominantly involving liver and spleen, developed in eight patients with hematologic malignancies. Because the patients failed to respond to standard antifungal drugs, they were treated with liposomal amphotericin B (L AmpB). Before therapy began, the diagnosis was confirmed histologically and the patients underwent abdominal computed tomography (CT), which indicated hepatosplenomegaly with or without multiple microabscesses in the liver and spleen. After each course of treatment with L AmpB, patients underwent CT, followed by either open or CT-guided percutaneous aspiration biopsy of the liver. Post-treatment CT showed partial regression of lesions in six patients and persistence in two. In all patients a liver biopsy confirmed that the lesions noted after treatment were due to granulomas or focal areas of fibrosis compatible with healing. Thus, the persistence of multiple defects on enhanced scans in two patients was not an indication of persistent abscesses. Clinical response was an additional important factor. Close clinical and pathologic correlation in addition to CT scanning are required in the follow-up of hepatosplenic fungal infections.",,,['10.1148/radiology.159.2.3961167 [doi]'],,,,,
3961162,NLM,MEDLINE,19860521,20161123,0033-832X (Print) 0033-832X (Linking),26,3,1986 Mar,[Forms of tumor growth in the lung].,99-108,"['Rau, W S']",['Rau WS'],['ger'],"['Case Reports', 'Journal Article']",Germany,Radiologe,Der Radiologe,0401257,,IM,"['Adenoma/diagnostic imaging', 'Adult', 'Bronchial Neoplasms/diagnostic imaging', 'Bronchopulmonary Sequestration/diagnostic imaging', 'Carcinoma, Bronchogenic/diagnostic imaging', 'Carcinoma, Squamous Cell/diagnostic imaging', 'Choriocarcinoma/secondary', 'Diagnosis, Differential', 'Female', 'Fibrosarcoma/secondary', 'Humans', 'Leukemia, Lymphoid/diagnostic imaging', 'Lung Neoplasms/*diagnostic imaging/secondary', 'Lymphatic Metastasis/diagnostic imaging', 'Middle Aged', 'Pregnancy', 'Radiography', 'Silicosis/diagnostic imaging', 'Uterine Neoplasms/diagnostic imaging']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Radiologe. 1986 Mar;26(3):99-108.,"Tumors in the lung present not only a different biological behavior, but multiple facets of roentgenographic appearance, as well. The aspects of tumor propagation into the surrounding tissues and secondary vascular disturbances and reactions are investigated. Characteristic roentgen signs of some special tumor types are described with the aid of radiographs of formalin steam fixed specimens.",,,,Formen des Tumorwachstums in der Lunge.,,,,
3960875,NLM,MEDLINE,19860502,20131121,0361-7742 (Print) 0361-7742 (Linking),207,,1986,"Future perspectives, needs and expectations of biological monitoring of exposure to genotoxicants in prevention of occupational disease.",231-43,"['Hogstedt, C']",['Hogstedt C'],['eng'],['Journal Article'],United States,Prog Clin Biol Res,Progress in clinical and biological research,7605701,"['0 (Mutagens)', 'JJH7GNN18P (Ethylene Oxide)']",IM,"['Environmental Exposure', 'Environmental Monitoring', 'Ethylene Oxide', 'Forecasting', 'Humans', 'Leukemia/chemically induced', 'Mutagens/analysis', 'Occupational Diseases/*prevention & control']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Prog Clin Biol Res. 1986;207:231-43.,,,,,,,,,
