PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,IP,TT,GR,PMC,CON,SI,CIN,GS,OID,OTO,OT,GN,EIN,LID,PS,FPS
7475271,NLM,MEDLINE,19951218,20130304,0887-6924 (Print) 0887-6924 (Linking),9,1995 Nov,Aberrant expression of p21RAS but not p120GAP is a common feature of myelodysplasia.,1833-40,"The RAS gene family encodes signal transducing proteins which are involved in the regulation of cell growth and differentiation. Constitutively 'activating' point mutations of RAS have been detected at high frequency in preleukaemia and acute leukaemia, however, the distribution of expression of p21RAS in normal or preleukaemic primary haematopoietic cells has not been studied. We have examined the expression of p21RAS and its negative regulator/downstream effector, p120GAP, in combination with lineage-specific cluster of differentiation markers in normal and preleukaemic myeloid bone marrow cells using flow cytometry. Normal bone marrow was characterized by low and uniform levels of p21RAS expression throughout all lineages analysed. In contrast, 28% (9/32) of patients with myelodysplastic syndrome (MDS) over-expressed p21RAS. In three of these patients a single over-expressing peak of p21RAS expression was observed, with no evidence of a population exhibiting expression within the normal range. In 6/32 MDS patients over-expression of p21RAS was observed only in a subpopulation of the myeloid cells. Follow-up samples were analysed in three of these six patients; over-expression was confirmed in each patient and in two patients a relative expansion of the over-expressing cell population was observed. Eight out of nine of the patients with aberrant p21RAS expression were diagnosed with low-risk MDS. From 21 MDS patients screened for p120GAP expression, no reduction or loss of expression was observed, however, one AML patient demonstrated a heterogeneous pattern of expression. p120GAP expression was lower (P < 0.05) in the AML group than in normals. The results of the study suggest that over-expression of the RAS gene product, p21RAS, may represent an alternative or additional mechanism of activation of the RAS signalling pathway and that this may play a role in leukaemogenesis, however, there is no evidence from this study that loss of p120GAP expression is a feature of myelodysplasia.","['Gallagher, A', 'Padua, R A', 'al-Sabah, A', 'Hoy, T', 'Burnett, A K', 'Darley, R L']","['Gallagher A', 'Padua RA', 'al-Sabah A', 'Hoy T', 'Burnett AK', 'Darley RL']","['Department of Haematology, University of Wales College of Medicine, Cardiff, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (GTPase-Activating Proteins)', '0 (Proteins)', '0 (ras GTPase-Activating Proteins)', 'EC 3.6.5.2 (HRAS protein, human)', 'EC 3.6.5.2 (Proto-Oncogene Proteins p21(ras))']",IM,"['Adolescent', 'Adult', 'Aged', 'Antigens, CD/metabolism', 'Blotting, Western', 'Bone Marrow/metabolism', 'Flow Cytometry', 'GTPase-Activating Proteins', 'Humans', 'Immunophenotyping', 'Leukemia, Myeloid, Acute/metabolism/pathology', 'Middle Aged', 'Myelodysplastic Syndromes/*metabolism/pathology', 'Proteins/*metabolism', 'Proto-Oncogene Proteins p21(ras)/*metabolism', 'ras GTPase-Activating Proteins']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Nov;9(11):1833-40.,,11,,,,,,,,,,,,,,,
7475270,NLM,MEDLINE,19951218,20130304,0887-6924 (Print) 0887-6924 (Linking),9,1995 Nov,Bax mutations in cell lines derived from hematological malignancies.,1828-32,"Many genes are involved in cell cycle control, DNA repair and induction of cell death. Alterations in these genes have been responsible for the development of cancer as well as for resistance to cancer therapy. Recently, an emerging family of bcl2-like genes has been identified that plays a role in the regulation of cell death. Its members are highly conserved in several domains which have been shown to be important for homodimerization or heterodimerization. The ratio between BAX/BCL2 heterodimers and BAX/BAX homodimers appears to be pivotal in deciding the life of death of a cell. We recently detected mutations in evolutionary highly conserved domains of the bax gene in cell lines derived from hematologic malignancies. Similar artificially generated mutations in other bcl2-like family members bcl2, bclxl, or ced9 have been shown to alter their function. This suggests a role for bax mutations in the multi-step pathogenesis of hematological malignancies.","['Meijerink, J P', 'Smetsers, T F', 'Sloetjes, A W', 'Linders, E H', 'Mensink, E J']","['Meijerink JP', 'Smetsers TF', 'Sloetjes AW', 'Linders EH', 'Mensink EJ']","['Department of Hematology, University Hospital St Radboud Nijmegen, The Netherlands.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Oligodeoxyribonucleotides)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (bcl-2-Associated X Protein)']",IM,"['Base Sequence', 'Bone Marrow Cells', 'Cell Cycle', 'Gene Expression', 'Hematologic Diseases/genetics', '*Hematopoietic Stem Cells', 'Leukemia/*genetics', 'Lymphoma/*genetics', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides/chemistry', 'Point Mutation', 'Proto-Oncogene Proteins/*genetics', '*Proto-Oncogene Proteins c-bcl-2', '*Proto-Oncogenes', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', 'Sequence Alignment', 'Sequence Homology, Amino Acid', 'Tumor Cells, Cultured', 'bcl-2-Associated X Protein']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Nov;9(11):1828-32.,,11,,,,,,,,,,,,,,,
7475269,NLM,MEDLINE,19951218,20130304,0887-6924 (Print) 0887-6924 (Linking),9,1995 Nov,"Independent clones of trisomy 12 and retinoblastoma gene deletion in Japanese B cell chronic lymphocytic leukemia, detected by fluorescence in situ hybridization.",1822-7,"Trisomy 12 and a deletion of chromosome 13 are the most common chromosome abnormalities in patients with B cell chronic lymphocytic leukemia (B-CLL). We determined the frequencies of these abnormalities in Japanese B-CLL patients by FISH in interphase nuclei. Specimens from 42 patients were analyzed using both DNA probes specific to the centromeric region of chromosome 12 and the retinoblastoma (RB) gene. Among 42 patients, eight had trisomy 12 and 12 had the RB gene deletion. We found aberrations of trisomy 12 and the RB gene deletion in a totally different group of patients. This suggested that the trisomy 12 and the RB gene deletion occur in different clones and the presence of which in the same patient may be rare. Furthermore, the frequency of trisomy 12 (19%) found in Japanese B-CLL was lower than that in Western countries (30-35%). On the contrary, the frequency of the RB gene deletion (28.6%) was almost the same as in European B-CLL (30-35%). These results will be helpful in understanding the leukemogenesis of B-CLL.","['Arif, M', 'Tanaka, K', 'Asou, H', 'Ohno, R', 'Kamada, N']","['Arif M', 'Tanaka K', 'Asou H', 'Ohno R', 'Kamada N']","['Department of Cancer Cytogenetics, Hiroshima University, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,IM,"['Adult', 'Aged', 'Chromosome Aberrations/*pathology', 'Chromosome Disorders', 'Chromosomes, Human, Pair 12', 'Gene Deletion', '*Genes, Retinoblastoma', 'Humans', 'In Situ Hybridization, Fluorescence', 'Infant', 'Japan', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Male', 'Middle Aged', 'Trisomy/*genetics']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Nov;9(11):1822-7.,,11,,,,,,,,,,,,,,,
7475268,NLM,MEDLINE,19951218,20130304,0887-6924 (Print) 0887-6924 (Linking),9,1995 Nov,Cytogenetic clonality analysis in myelodysplastic syndrome: monosomy 7 can be demonstrated in the myeloid and in the lymphoid lineage.,1818-21,"Bone marrow and blood from three patients with myelodysplastic syndrome (MDS) and monosomy 7 were studied for cell lineage involvement of the chromosomal abnormality. Cytogenetic involvement of the myeloid and erythroid cell lineages in MDS with monosomy 7 has been shown before. Lymphoid subpopulations have also been investigated but generally with negative results. A combined technique of May-Grunwald-Giemsa (MGG) for cell cytology and interphase fluorescence in situ hybridization (FISH) using a chromosome 7 specific DNA probe was applied. Further, immunophenotype and genotype of the cells were simultaneously examined with alkaline phosphatase anti-alkaline phosphatase (APAAP) immunostaining and FISH. The monosomy 7 was found in the blasts and in all or in subpopulations of myeloid and erythroid cells. T cells (CD3+, CD5+) did not appear to be involved. B cells (CD19+, CD22+) showed a normal distribution of FISH spots in two patients. In one patient however the loss of a chromosome 7 was found in approximately 70% of the cells positive for B cell markers including CD79a. The results of this study show that in some cases MDS is a disease arising in a progenitor cell with repopulative abilities restricted to myelopoiesis and erythropoiesis. In other cases, the pluripotent progenitor cells in MDS may show the capacities to differentiate into B lineage lymphoid cells, as well as suggesting that in those instances MDS represents a condition of more primitive transformed hematopoietic ancestor cells.","['van Lom, K', 'Hagemeijer, A', 'Smit, E', 'Hahlen, K', 'Groeneveld, K', 'Lowenberg, B']","['van Lom K', 'Hagemeijer A', 'Smit E', 'Hahlen K', 'Groeneveld K', 'Lowenberg B']","['Department of Hematology, University Hospital, Rotterdam, The Netherlands.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)']",IM,"['Adult', 'Antigens, CD/metabolism', 'Child', 'Chromosome Aberrations/*genetics', 'Chromosome Disorders', '*Chromosomes, Human, Pair 7', 'Clone Cells', 'Humans', 'Immunophenotyping', 'In Situ Hybridization, Fluorescence', 'Monosomy/*genetics', 'Myelodysplastic Syndromes/*genetics/pathology']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Nov;9(11):1818-21.,,11,,,,,,,,,,,,,,,
7475267,NLM,MEDLINE,19951218,20130304,0887-6924 (Print) 0887-6924 (Linking),9,1995 Nov,Molecular characterization of a chromosome translocation breakpoint t(11;14)(p13;q11) from the cell line KOPT-K1.,1812-7,"Recurrent chromosome translocations involving 11p13 and 14q11 are found in 5-10% of cases of T-ALL. The gene involved in the translocation on chromosome 14 is the T cell antigen receptor alpha or delta. The putative oncogene on chromosome 11 is rhombotin 2 (RBTN2)/translocated in T cell gene 2 (ttg-2), a member of the LIM family of proteins. In this paper we characterize a cell line KOPT-K1 that has a t(11;14)(p13;q11). The breakpoint on chromosome 11 involves an Alu-rich region with the break occurring between two Alu sequences on chromosome 11. In addition, approximately 70 bases from the break on chromosome 11 is a tetranucleotide repeat. Whether either of these structures played a role in the translocation is not known. No heptamer or nonamer sequences, implicated in other rearrangements were found near the breakpoint. The breakpoint on chromosome 11 maps more centromeric than previous translocations of this region. Despite this the RBTN2 gene is highly expressed in KOPT-K1. This cell line will be useful for investigating the role of RBTN2 in leukemogenesis and the mechanism by which the translocation alters the expression of RBTN2.","['Dong, W F', 'Xu, Y', 'Hu, Q L', 'Munroe, D', 'Minowada, J', 'Housman, D E', 'Minden, M D']","['Dong WF', 'Xu Y', 'Hu QL', 'Munroe D', 'Minowada J', 'Housman DE', 'Minden MD']","['Ontario Cancer Institute, Princess Margaret Hospital, Department of Medicine, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (DNA Primers)', '0 (DNA-Binding Proteins)', '0 (LIM Domain Proteins)', '0 (LMO1 protein, human)', '0 (Oncogene Proteins)', '0 (RNA, Messenger)', '0 (Receptors, Antigen, T-Cell, alpha-beta)', '0 (Transcription Factors)']",IM,"['Base Sequence', '*Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 14', 'DNA Primers/chemistry', 'DNA-Binding Proteins', 'Gene Expression', 'Gene Rearrangement, delta-Chain T-Cell Antigen Receptor', 'Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor/genetics', 'Genes', 'Humans', 'LIM Domain Proteins', 'Molecular Sequence Data', 'Oncogene Proteins', 'RNA, Messenger/genetics', 'Receptors, Antigen, T-Cell, alpha-beta/*genetics', 'Repetitive Sequences, Nucleic Acid', 'Restriction Mapping', 'Transcription Factors/*genetics', 'Translocation, Genetic', 'Tumor Cells, Cultured']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Nov;9(11):1812-7.,,11,,,,,"['GENBANK/S80858', 'GENBANK/S80861']",,,,,,,,,,
7475266,NLM,MEDLINE,19951218,20131121,0887-6924 (Print) 0887-6924 (Linking),9,1995 Nov,Intensive chemotherapy for poor prognosis myelodysplasia (MDS) and secondary acute myeloid leukemia (sAML) following MDS of more than 6 months duration. A pilot study by the Leukemia Cooperative Group of the European Organisation for Research and Treatment in Cancer (EORTC-LCG).,1805-11,"We conducted a prospective, multicenter pilot study of remission induction therapy in patients with poor prognosis MDS and AML evolving from a preceding phase of MDS. Fifty evaluable patients from 15 institutions were treated with one or two remission-induction courses consisting of i.v. idarubicin 12 mg/m2/day on days 1, 2, and 3 combined with a continuous i.v. infusion of cytarabine of 200 mg/m2/day on days 1 to 7. Of the 27 complete remitters (54%), 23 received a consolidation course which was identical to the remission-induction course except for the idarubicin 12 mg/m2 which was given on day 1 only. Fifteen patients received maintenance therapy consisting of six courses of cytarabine 10 mg/m2, s.c. twice daily, for 14 days. Two complete remitters were allografted and five patients received an ABMT. The median survival of all 50 treated patients was 14 months. The median duration of disease-free survival was 11 months with two patients in CR more than 2 years after entering CR. Twenty-four of the 27 remitters have relapsed. Four patients died during remission-induction therapy, but no patient died as a result of persisting hypoplasia. No fatal complications occurred during the consolidation and maintenance courses. Age and stage of disease had no significant impact on CR rate nor on remission duration. The CR rate was significantly (P = 0.03) higher in patients with only normal metaphases compared to patients with cytogenetic abnormalities. The DFS at 2 years was 33 vs 8%, respectively, for patients without or with cytogenetic abnormalities (P = 0.02). This study shows that patients below the age of 60 years with poor risk features are candidates for treatment with combination chemotherapy. A complete remission rate of more than 50% may be expected. Maintaining remission after remission-induction chemotherapy is a difficult issue. Patients not eligible for allogeneic BMT may be treated with intensive post-remission chemotherapy or autologous BMT.","['de Witte, T', 'Suciu, S', 'Peetermans, M', 'Fenaux, P', 'Strijckmans, P', 'Hayat, M', 'Jaksic, B', 'Selleslag, D', 'Zittoun, R', 'Dardenne, M']","['de Witte T', 'Suciu S', 'Peetermans M', 'Fenaux P', 'Strijckmans P', 'Hayat M', 'Jaksic B', 'Selleslag D', 'Zittoun R', 'Dardenne M', 'et al.']","['Division of Hematology, University Hospital St Radboud, Nijmegen, The Netherlands.']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', 'ZRP63D75JW (Idarubicin)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', 'Chromosome Aberrations', 'Chromosome Disorders', 'Cytarabine/*administration & dosage', 'Europe', 'Humans', 'Idarubicin/*administration & dosage', 'Length of Stay', 'Leukemia, Myeloid, Acute/*drug therapy', 'Middle Aged', 'Myelodysplastic Syndromes/*drug therapy', 'Neoplasms, Second Primary', 'Pilot Projects', 'Prognosis', 'Prospective Studies', 'Survival Analysis']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Nov;9(11):1805-11.,,11,,"['2U10-CA11488-25/CA/NCI NIH HHS/United States', '5U10-CA11488-19/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,
7475265,NLM,MEDLINE,19951218,20151119,0887-6924 (Print) 0887-6924 (Linking),9,1995 Nov,A pilot study of the biologic and therapeutic effects of granulocyte colony-stimulating factor (filgrastim) in patients with acute myelogenous leukemia.,1799-804,"In a carefully monitored pilot study, the in vivo biologic effects of filgrastim were investigated in eight patients with relapsed/refractory acute myelogenous leukemia. Within each patient, filgrastim was administered as a single agent prior to any chemotherapy in escalating doses of 0.12-6.0 micrograms/kg/day as a continuous intravenous infusion. The dose was increased every 14 days until an ANC of > or = 2500/mm3 had been achieved or there was evidence of proliferation of the leukemia. In patients who demonstrated growth of the leukemic clone, cytosine arabinoside was initiated at 200 mg/m2/day for 5 days. Through-out the course of therapy, the effects of filgrastim on maturation and proliferation were assessed by in vitro studies of bone marrow aspirates. Three patients demonstrated a sustained increase in ANC; one achieved a partial remission and remained on therapy for 31 weeks. Two of the three responding patients had hypocellular marrows at the time of initiating filgrastim and demonstrated a low but normal pattern of growth in CFU-GM assay early in the treatment course. This suggested that these two characteristics may define an environment in which filgrastim can induce a growth advantage for the normal residual hematopoietic elements. In this study of selected patients, filgrastim appeared safe.","['Jakubowski, A', 'Gordon, M', 'Tafuri, A', 'Schuster, S', 'Andreeff, M', 'Shieh, J H', 'Vincent, M', 'Gabrilove, J']","['Jakubowski A', 'Gordon M', 'Tafuri A', 'Schuster S', 'Andreeff M', 'Shieh JH', 'Vincent M', 'Gabrilove J']","['Memorial Sloan-Kettering Cancer Center, New York, NY 10021, USA.']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (Recombinant Proteins)', '04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', 'PVI5M0M1GW (Filgrastim)']",IM,"['Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols', 'Bone Marrow/pathology', 'Cytarabine/administration & dosage', 'Female', 'Filgrastim', 'Granulocyte Colony-Stimulating Factor/*therapeutic use', 'Hematopoiesis/drug effects', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/pathology', 'Male', 'Middle Aged', 'Pilot Projects', 'Prospective Studies', 'Recombinant Proteins/therapeutic use']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Nov;9(11):1799-804.,,11,,['CM 87001-68/CM/NCI NIH HHS/United States'],,,,,,,,,,,,,
7474856,NLM,MEDLINE,19951214,20190920,0023-5679 (Print) 0023-5679 (Linking),42,1995,Murine monoclonal antibodies (MCS-1 and MCS-2) reactive with human myeloid leukemia cells.,177-85,"In an attempt to identify the antigens expressed on human myeloid leukemia cells, two murine monoclonal antibodies (mAb) designated as MCS-1 (isotype; IgG3) and MCS-2 (IgG1) were raised. MCS-1 reacted with peripheral blood granulocytes, but not with monocytes, whereas MCS-2 reacted with both granulocytes and monocytes. The incidence of MCS-1 and MCS-2 reactivity with the cells from a total of 121 patients with various type of leukemias was as follows: 25/46 (54%) and 39/47 (83%) in acute myeloblastic leukemia and acute monoblastic leukemia, 8/16 and 16/16 in chronic myeloid leukemia in blastic crisis (CML-BC) of myeloid type, 0/7 and 2/7 in CML-BC of lymphoid type, 0/26 and 2/32 in acute lymphoblastic leukemia (ALL), 7/7 and 7/7 in chronic phase of CML, respectively. Two cases of MCS-2 positive ALL had a Philadelphia chromosome marker (Ph1). In contrast, neither MCS-1 nor MCS-2 reacted with lymphocytes or any of leukemic and non-leukemic lymphoid cell lines tested. These results indicate that MCS-1 and MCS-2 mAb recognized two different differentiation antigens expressed on granulocytes and monocytes. These mAb would be useful reagents to determine differentiation antigens on the cells in granulocyte and monocyte lineage.","['Sagawa, K', 'Gouhara, R', 'Sudo, T', 'Tatsumi, E', 'Peiper, S C', 'Minowada, J']","['Sagawa K', 'Gouhara R', 'Sudo T', 'Tatsumi E', 'Peiper SC', 'Minowada J']","['Department of Immunology, Kurume University School of Medicine, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Japan,Kurume Med J,The Kurume medical journal,2985210R,"['0 (Antibodies, Monoclonal)']",IM,"['Animals', 'Antibodies, Monoclonal/*immunology', 'Cell Line', 'Granulocytes/immunology', 'Humans', 'Leukemia, Myeloid/*immunology', 'Mice', 'Monocytes/immunology']",1995/01/01 00:00,1995/01/01 00:01,['1995/01/01 00:00'],"['1995/01/01 00:00 [pubmed]', '1995/01/01 00:01 [medline]', '1995/01/01 00:00 [entrez]']",['10.2739/kurumemedj.42.177 [doi]'],ppublish,Kurume Med J. 1995;42(3):177-85. doi: 10.2739/kurumemedj.42.177.,,3,,['CA-14413/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,
7474853,NLM,MEDLINE,19951214,20190920,0023-5679 (Print) 0023-5679 (Linking),42,1995,A novel adult T cell leukemia-derived cell line (SALT-3) susceptible to human immunodeficiency virus type 1 infection.,149-60,"A novel human T cell line (SALT-3) was established from the pleural effusion of a patient with adult T cell leukemia (ATL) of lymphoma type. SALT-3 showed atypical T cell markers such as CD1-CD2-CD3-CD4+CD5+CD7+CD8-CD19-CD20-CD25+HLA-DR+. T cell receptor alpha/beta and gamma/delta were undetectable. Human T cell lymphotropic virus type 1 (HTLV-I) particles were seen on SALT-3 cells by electron microscopic analysis. HTLV-I gag p19, proviral DNA and mRNA of HTLV-I genes were also detected in the cells. Chromosome analysis showed abnormal karyotypes as 47, XY, partial trisomy of No.3 chromosome, and trisomy of No. 7 chromosome. Furthermore, SALT-3 were susceptible to the infection of human immunodeficiency virus type 1 (HIV-1) and the cells were rapidly killed after HIV-1 infection. This newly established HTLV-I-infected human T cell line would be a useful tool to study biological activities of atypical type of ATL cells and to examine the cytotoxic effects of HIV-1 and it's modulators.","['Sagawa, K', 'Koga, T', 'Sasaguri, Y', 'Sadamori, N', 'Nagai, K']","['Sagawa K', 'Koga T', 'Sasaguri Y', 'Sadamori N', 'Nagai K']","['Department of Immunology, Kurume University School of Medicine, Japan.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Kurume Med J,The Kurume medical journal,2985210R,,IM,"['Aged', 'Cell Line', '*HIV Infections', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/genetics/*microbiology/*pathology', 'Male', 'Tumor Cells, Cultured']",1995/01/01 00:00,1995/01/01 00:01,['1995/01/01 00:00'],"['1995/01/01 00:00 [pubmed]', '1995/01/01 00:01 [medline]', '1995/01/01 00:00 [entrez]']",['10.2739/kurumemedj.42.149 [doi]'],ppublish,Kurume Med J. 1995;42(3):149-60. doi: 10.2739/kurumemedj.42.149.,,3,,,,,,,,,,,,,,,
7474576,NLM,MEDLINE,19951212,20161123,0301-1542 (Print) 0301-1542 (Linking),33,1995 Aug,"[Pulmonary malignant lymphoma associated with bilateral diffuse linear, reticular, and consolidated shadows].",911-5,"A 72-year-old asymptomatic man was admitted to our hospital with abnormal chest radiographic findings: bilateral diffuse linear, reticular, and consolidated shadows. Malignant lymphoma (diffuse small-cell B-cell lymphoma) was diagnosed histologically after an open lung biopsy and was confirmed by a genetic examination. The lymphoma cells had infiltrated widely in various regions of the lung, including the alveolar spaces and walls, the bronchial and vascular spaces, and the pleura. This diffusion of the lymphoma cells might have accounted for the chest X-ray findings. Malignant pulmonary lymphoma should be included in the differential diagnosis patients with diffuse linear, reticular, and consolidated shadows on chest X-ray films.","['Kotani, I', 'Honda, A', 'Eto, T', 'Ohta, S', 'Nagashima, Y', 'Suzuki, H', 'Toyoda, F', 'Yamaguchi, N']","['Kotani I', 'Honda A', 'Eto T', 'Ohta S', 'Nagashima Y', 'Suzuki H', 'Toyoda F', 'Yamaguchi N']","['Department of Respiratory Medicine, Shizuoka General Hospital, Japan.']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Kyobu Shikkan Gakkai Zasshi,Nihon Kyobu Shikkan Gakkai zasshi,7505737,,IM,"['Aged', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*diagnostic imaging/pathology', 'Lung Neoplasms/*diagnostic imaging/pathology', 'Lymphoma, B-Cell/*diagnostic imaging/pathology', 'Male', '*Radiography, Thoracic', 'Tomography, X-Ray Computed']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']",,ppublish,Nihon Kyobu Shikkan Gakkai Zasshi. 1995 Aug;33(8):911-5.,,8,,,,,,,,,,,,,,,
7474457,NLM,MEDLINE,19951215,20151119,0047-1860 (Print) 0047-1860 (Linking),43,1995 Sep,[Immunophenotypic analysis of lymphocyte subpopulation and hematological malignancies].,931-9,"Determination of the human lymphocyte subpopulation selected by immunofluorescence and the phenotypic analysis of hematological malignant cells by laser flow cytometry have become popular and useful tests in various laboratories. However, several lines of evidence have questioned the accuracy and reproducibility of these analysis. We examined the problems of laser flow cytometric analysis to measure the lymphocyte subpopulation and determine the phenotypic expression of hematological malignancies. In lymphocyte subset analysis, no survey has been applied to reveal the accuracy and reproducibility of these tests. We compared the accuracy of gating events and the ratio of lymphocytes using leuco GATE/simul SET analysis to those by manual gate method analysis. We found that there were some patients with SLE in which the accurate lymphocyte subpopulation was difficult to calculate due to the gating of lymphocytes by either method. Furthermore, apparent differences in the lymphocyte population were observed between these methods. In the phenotypic analysis of hematological malignancies, there have been several problems over 30% of the total cells had to be abnormal cells. Second, the malignant cells were difficult to gate unless the information of the size, shape and cellular density were obvious. Third, the phenotype of malignant cells were often different from that of the normal matured cells in the some lineage. However, flow cytometric analysis was useful to determine the cell lineage of peroxidase-negative cells and to diagnose the hybrid leukemia. In summary, the phenotypic analysis using flow cytometry and various monoclonal antibodies are clinically useful tests to diagnose the immunological disorders and hematological malignancies. However, there remain several problems to be solved in the near future.","['Kawai, Y', 'Ujiie, M', 'Amano, H', 'Sonoda, A', 'Watanabe, K']","['Kawai Y', 'Ujiie M', 'Amano H', 'Sonoda A', 'Watanabe K']","['Department of Laboratory Medicine, Keio University, School of Medicine, Tokyo.']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Biomarkers, Tumor)']",IM,"['Antibodies, Monoclonal', 'Antigens, CD/analysis', 'Biomarkers, Tumor/analysis', 'Flow Cytometry', 'Hematologic Diseases/diagnosis', 'Humans', 'Immune System Diseases/diagnosis', '*Immunophenotyping', '*Lymphocyte Subsets', 'Sensitivity and Specificity']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Rinsho Byori. 1995 Sep;43(9):931-9.,,9,,,,,,,,,,,,,,,
