PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,MID,CIN,CI,DEP,RF,SI,CN,CON,TT,LID,EIN,COIS,RIN,GN,OID,ROF
17251531,NLM,MEDLINE,20070130,20131125,1533-4406 (Electronic) 0028-4793 (Linking),356,4,2007 Jan 25,Posaconazole vs. fluconazole or itraconazole prophylaxis in patients with neutropenia.,348-59,"BACKGROUND: Patients with neutropenia resulting from chemotherapy for acute myelogenous leukemia or the myelodysplastic syndrome are at high risk for difficult-to-treat and often fatal invasive fungal infections. METHODS: In this randomized, multicenter study involving evaluators who were unaware of treatment assignments, we compared the efficacy and safety of posaconazole with those of fluconazole or itraconazole as prophylaxis for patients with prolonged neutropenia. Patients received prophylaxis with each cycle of chemotherapy until recovery from neutropenia and complete remission, until occurrence of an invasive fungal infection, or for up to 12 weeks, whichever came first. We compared the incidence of proven or probable invasive fungal infections during treatment (the primary end point) between the posaconazole and fluconazole or itraconazole groups; death from any cause and time to death were secondary end points. RESULTS: A total of 304 patients were randomly assigned to receive posaconazole, and 298 patients were randomly assigned to receive fluconazole (240) or itraconazole (58). Proven or probable invasive fungal infections were reported in 7 patients (2%) in the posaconazole group and 25 patients (8%) in the fluconazole or itraconazole group (absolute reduction in the posaconazole group, -6%; 95% confidence interval, -9.7 to -2.5%; P<0.001), fulfilling statistical criteria for superiority. Significantly fewer patients in the posaconazole group had invasive aspergillosis (2 [1%] vs. 20 [7%], P<0.001). Survival was significantly longer among recipients of posaconazole than among recipients of fluconazole or itraconazole (P=0.04). Serious adverse events possibly or probably related to treatment were reported by 19 patients (6%) in the posaconazole group and 6 patients (2%) in the fluconazole or itraconazole group (P=0.01). The most common treatment-related adverse events in both groups were gastrointestinal tract disturbances. CONCLUSIONS: In patients undergoing chemotherapy for acute myelogenous leukemia or the myelodysplastic syndrome, posaconazole prevented invasive fungal infections more effectively than did either fluconazole or itraconazole and improved overall survival. There were more serious adverse events possibly or probably related to treatment in the posaconazole group. (ClinicalTrials.gov number, NCT00044486 [ClinicalTrials.gov].).","['Cornely, Oliver A', 'Maertens, Johan', 'Winston, Drew J', 'Perfect, John', 'Ullmann, Andrew J', 'Walsh, Thomas J', 'Helfgott, David', 'Holowiecki, Jerzy', 'Stockelberg, Dick', 'Goh, Yeow-Tee', 'Petrini, Mario', 'Hardalo, Cathy', 'Suresh, Ramachandran', 'Angulo-Gonzalez, David']","['Cornely OA', 'Maertens J', 'Winston DJ', 'Perfect J', 'Ullmann AJ', 'Walsh TJ', 'Helfgott D', 'Holowiecki J', 'Stockelberg D', 'Goh YT', 'Petrini M', 'Hardalo C', 'Suresh R', 'Angulo-Gonzalez D']","['University of Cologne, Cologne, Germany. oliver.cornely@uni-koeln.de']",['eng'],"['Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antifungal Agents)', '0 (Antineoplastic Agents)', '0 (Triazoles)', '304NUG5GF4 (Itraconazole)', '6TK1G07BHZ (posaconazole)', '8VZV102JFY (Fluconazole)']",IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Antifungal Agents/adverse effects/*therapeutic use', 'Antineoplastic Agents/adverse effects', 'Female', 'Fluconazole/adverse effects/*therapeutic use', 'Humans', 'Itraconazole/adverse effects/*therapeutic use', 'Kaplan-Meier Estimate', 'Leukemia, Myeloid, Acute/complications/drug therapy/mortality', 'Male', 'Middle Aged', 'Mycoses/mortality/*prevention & control', 'Myelodysplastic Syndromes/complications/drug therapy/mortality', 'Neutropenia/chemically induced/*drug therapy/mortality', 'Opportunistic Infections/*prevention & control', 'Single-Blind Method', 'Treatment Outcome', 'Triazoles/adverse effects/*therapeutic use']",2007/01/26 09:00,2007/01/31 09:00,['2007/01/26 09:00'],"['2007/01/26 09:00 [pubmed]', '2007/01/31 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['356/4/348 [pii]', '10.1056/NEJMoa061094 [doi]']",ppublish,N Engl J Med. 2007 Jan 25;356(4):348-59. doi: 10.1056/NEJMoa061094.,,,,"['N Engl J Med. 2007 Jan 25;356(4):409-11. PMID: 17251538', 'N Engl J Med. 2007 May 24;356(21):2214; author reply 2215-8. PMID: 17522407', 'N Engl J Med. 2007 May 24;356(21):2215; author reply 2215-8. PMID: 17526089', 'N Engl J Med. 2007 May 24;356(21):2214-5; author reply 2215-8. PMID: 17526090', 'Nat Clin Pract Oncol. 2007 Sep;4(9):512-3. PMID: 17646862', 'Curr Infect Dis Rep. 2007 Nov;9(6):446-7. PMID: 17999879']",['Copyright 2007 Massachusetts Medical Society.'],,,['ClinicalTrials.gov/NCT00044486'],,,,,,,,,,
17251526,NLM,MEDLINE,20070130,20161124,1533-4406 (Electronic) 0028-4793 (Linking),356,4,2007 Jan 25,Images in clinical medicine. Hepatosplenic candidiasis.,e4,,"['Halkic, Nermin', 'Ksontini, Riadh']","['Halkic N', 'Ksontini R']","['University of Lausanne Medical School, CH-1101 Lausanne, Switzerland. nermin.halkic@chuv.ch']",['eng'],"['Case Reports', 'Journal Article']",United States,N Engl J Med,The New England journal of medicine,0255562,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/adverse effects', 'Candida albicans/isolation & purification', 'Candidiasis/*diagnostic imaging', 'Fatal Outcome', 'Female', 'Humans', 'Leukemia, Myelomonocytic, Acute/drug therapy', 'Liver Diseases/*diagnostic imaging/microbiology', 'Neutropenia/chemically induced', 'Opportunistic Infections/*diagnostic imaging', 'Splenic Diseases/*diagnostic imaging/microbiology', 'Tomography, X-Ray Computed']",2007/01/26 09:00,2007/01/31 09:00,['2007/01/26 09:00'],"['2007/01/26 09:00 [pubmed]', '2007/01/31 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['356/4/e4 [pii]', '10.1056/NEJMicm040112 [doi]']",ppublish,N Engl J Med. 2007 Jan 25;356(4):e4. doi: 10.1056/NEJMicm040112.,,,,,,,,,,,,,,,,,,
17251349,NLM,MEDLINE,20070309,20181113,0027-8424 (Print) 0027-8424 (Linking),104,5,2007 Jan 30,Activation-induced cytidine deaminase (AID) promotes B cell lymphomagenesis in Emu-cmyc transgenic mice.,1616-20,"Activation-induced cytidine deaminase (AID), which is essential to both class switch recombination and somatic hypermutation of the Ig gene, is expressed in many types of human B cell lymphoma/leukemia. AID is a potent mutator because it is involved in DNA breakage not only of Ig but also of other genes, including proto-oncogenes. Recent studies suggest that AID is required for chromosomal translocation involving cmyc and Ig loci. However, it is unclear whether AID plays other roles in tumorigenesis. We examined the effect of AID deficiency on the generation of surface Ig-positive B cell lymphomas in Emu-cmyc transgenic mice. Almost all lymphomas that developed in AID-deficient transgenic mice were pre-B cell lymphomas, whereas control transgenic mice had predominantly B cell lymphomas, indicating that AID is required for development of B but not pre-B cell lymphomas from cmyc overexpressing tumor progenitors. Thus, AID may play multiple roles in B cell lymphomagenesis.","['Kotani, Ai', 'Kakazu, Naoki', 'Tsuruyama, Tatsuaki', 'Okazaki, Il-mi', 'Muramatsu, Masamichi', 'Kinoshita, Kazuo', 'Nagaoka, Hitoshi', 'Yabe, Daisuke', 'Honjo, Tasuku']","['Kotani A', 'Kakazu N', 'Tsuruyama T', 'Okazaki IM', 'Muramatsu M', 'Kinoshita K', 'Nagaoka H', 'Yabe D', 'Honjo T']","['Department of Immunology, Graduate School of Medicine, Kyoto University, Kyoto 606-8501, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Proto-Oncogene Proteins c-myc)', 'EC 2.7.11.1 (Pim1 protein, mouse)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-pim-1)', 'EC 3.5.4.- (AICDA (activation-induced cytidine deaminase))', 'EC 3.5.4.5 (Cytidine Deaminase)']",IM,"['Animals', 'B-Lymphocytes/*cytology/enzymology', 'Cell Separation', 'Cytidine Deaminase/*physiology', 'DNA Damage', '*Gene Expression Regulation, Neoplastic', 'Lymphoma, B-Cell/genetics/*metabolism', 'Mice', 'Mice, Inbred C57BL', 'Mice, Transgenic', 'Models, Biological', 'Mutation', 'Phenotype', 'Proto-Oncogene Proteins c-myc/metabolism', 'Proto-Oncogene Proteins c-pim-1/genetics', 'Translocation, Genetic']",2007/01/26 09:00,2007/03/10 09:00,['2007/01/26 09:00'],"['2007/01/26 09:00 [pubmed]', '2007/03/10 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['0610732104 [pii]', '10.1073/pnas.0610732104 [doi]']",ppublish,Proc Natl Acad Sci U S A. 2007 Jan 30;104(5):1616-20. doi: 10.1073/pnas.0610732104. Epub 2007 Jan 24.,['U17 CE002006/CE/NCIPC CDC HHS/United States'],PMC1785248,,,,20070124,,,,,,,,,,,,
17251335,NLM,MEDLINE,20070315,20181113,1525-1578 (Print) 1525-1578 (Linking),9,1,2007 Feb,Telomeric IGH losses detectable by fluorescence in situ hybridization in chronic lymphocytic leukemia reflect somatic VH recombination events.,47-54,"Routine interphase fluorescence in situ hybridization (FISH) analysis of chronic lymphocytic leukemia (CLL) with LSI IGH/CCND1 assay, applied to differentiate CLL from leukemic mantle cell lymphoma, identified a subset of cases (42/174) with translocation-like IGH signal pattern. To unravel the underlying 14q32/IGH aberrations, 14 of these cases were subjected to cytogenetic, detailed FISH, and V(H) mutation analyses. FISH identified cryptic losses of various portions of the IGHV region in all 14 cases. Fine mapping of these V(H) deletions revealed a strict correlation between their distal border and localization of the used VH gene, suggesting that they are not oncogenic but reflect physiological events accompanying somatic V-D-J assembly. This hypothesis was further supported by FISH analysis of 20 CLL and hairy cell leukemia cases with the known V(H) usage showing a constant loss of sequences proximal to the used gene, identification of V(H) deletions in normal B cells, and their exclusive demonstration in B cell malignancies, but not of T cell and myeloid linage. Given that these cryptic physiological VH losses in B cells may seriously complicate analysis of B cell leukemia/lymphoma and lead to false conclusions, FISH users should take them into consideration when interpreting IGH aberrations in these malignancies.","['Wlodarska, Iwona', 'Matthews, Christine', 'Veyt, Ellen', 'Pospisilova, Helena', 'Catherwood, Mark A', 'Poulsen, Tim S', 'Vanhentenrijk, Vera', 'Ibbotson, Rachel', 'Vandenberghe, Peter', 'Morris, T C M Curly', 'Alexander, H Denis']","['Wlodarska I', 'Matthews C', 'Veyt E', 'Pospisilova H', 'Catherwood MA', 'Poulsen TS', 'Vanhentenrijk V', 'Ibbotson R', 'Vandenberghe P', 'Morris TC', 'Alexander HD']","['Center for Human Genetics, Catholoc University Leuven, Leuven, Belgium. iwona.wlodarska@uz.kuleuven.ac.be']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Mol Diagn,The Journal of molecular diagnostics : JMD,100893612,['0 (Immunoglobulin Heavy Chains)'],IM,"['Chromosome Mapping', 'Chromosomes, Human, Pair 14/*genetics', 'DNA Mutational Analysis', 'Decision Trees', 'Diagnosis, Differential', 'Humans', 'Immunoglobulin Heavy Chains/*genetics', 'In Situ Hybridization, Fluorescence/*methods', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Molecular Diagnostic Techniques/*methods', 'Northern Ireland', 'Recombination, Genetic/*genetics', 'Telomere/*genetics', 'Translocation, Genetic/*genetics']",2007/01/26 09:00,2007/03/16 09:00,['2007/01/26 09:00'],"['2007/01/26 09:00 [pubmed]', '2007/03/16 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['S1525-1578(10)60360-1 [pii]', '10.2353/jmoldx.2007.060088 [doi]']",ppublish,J Mol Diagn. 2007 Feb;9(1):47-54. doi: 10.2353/jmoldx.2007.060088.,,PMC1867431,,,,,,,,,,,,,,,,
17251199,NLM,MEDLINE,20070430,20191210,1362-4962 (Electronic) 0305-1048 (Linking),35,4,2007,Dry-reagent disposable dipstick test for visual screening of seven leukemia-related chromosomal translocations.,e23,"We report the first dry-reagent, disposable, dipstick test for molecular screening of seven chromosomal translocations associated with acute and chronic leukemia. The dipstick assay offers about 10 times higher detectability than agarose gel electrophoresis and, contrary to electrophoresis, allows confirmation of the sequence of the polymerase chain reaction (PCR) product by hybridization within a few minutes without the need of instrumentation. Biotinylated amplified DNA is hybridized with a dA-tailed probe and applied to the strip, which contains oligo(dT)-conjugated gold nanoparticles in dry form. Upon immersion of the strip in the appropriate buffer, the solution migrates and the hybrids are captured by immobilized streptavidin at the test zone generating a characteristic red line. The excess nanoparticles are captured by oligo(dA) strands immobilized at the control zone of the strip producing a second red line. We studied the: t(9;22)(q34;q11), t(15;17)(q22;q21), t(11;17)(q23;q21), t(5;17)(q32;q21), t(11;17)(q13;q21), t(8,21)(q22;q22) and inv(16)(p13;q22) that generate the BCR-ABL, PML-RARa, PLZF-RARa, NPM-RARa, NuMA-RARa, AML1-ETO and CBFbeta-MYH11 fusion genes, respectively. A single K562 cell was detectable amidst 10(6) normal leukocytes. A dipstick test was developed for actin, as a reference gene. The dipstick assay with appropriate probes can be used for identification of the fusion transcripts involved in the translocation.","['Kalogianni, Despina P', 'Bravou, Vasiliki', 'Christopoulos, Theodore K', 'Ioannou, Penelope C', 'Zoumbos, Nicholas C']","['Kalogianni DP', 'Bravou V', 'Christopoulos TK', 'Ioannou PC', 'Zoumbos NC']","['Department of Chemistry, University of Patras, Patras 26500, Greece.']",['eng'],"['Evaluation Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nucleic Acids Res,Nucleic acids research,0411011,"['0 (AML1-ETO fusion protein, human)', '0 (Core Binding Factor Alpha 2 Subunit)', '0 (Indicators and Reagents)', '0 (Oncogene Proteins, Fusion)', '0 (RUNX1 Translocation Partner 1 Protein)', '0 (abl-bcr fusion protein, human)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Acute Disease', 'Core Binding Factor Alpha 2 Subunit/genetics', 'Fusion Proteins, bcr-abl/genetics', 'Humans', 'Indicators and Reagents', 'Leukemia/*diagnosis', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis', 'Leukemia, Myeloid/diagnosis', 'Leukemia, Promyelocytic, Acute/diagnosis', 'Nucleic Acid Hybridization/*methods', 'Oncogene Proteins, Fusion/*genetics', 'Polymerase Chain Reaction', 'RUNX1 Translocation Partner 1 Protein', 'Reproducibility of Results', '*Translocation, Genetic']",2007/01/26 09:00,2007/05/01 09:00,['2007/01/26 09:00'],"['2007/01/26 09:00 [pubmed]', '2007/05/01 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['gkl1097 [pii]', '10.1093/nar/gkl1097 [doi]']",ppublish,Nucleic Acids Res. 2007;35(4):e23. doi: 10.1093/nar/gkl1097. Epub 2007 Jan 23.,,PMC1851627,,,,20070123,,,,,,,,,,,,
17250891,NLM,MEDLINE,20070823,20131121,0145-305X (Print) 0145-305X (Linking),31,8,2007,Interleukin-6 family cytokine M17 induces differentiation and nitric oxide response of goldfish (Carassius auratus L.) macrophages.,817-29,"Cytokines belonging to the interleukin-6 (IL-6) family function in many biological processes and display a high degree of redundancy within the family. Although a number of mRNA transcripts from teleost fish that resemble IL-6 family cytokines have been identified none have been functionally characterized to confirm their identity. We report on the identification and functional characterization of goldfish M17, a molecule possessing sequence and mRNA expression patterns similar to the mammalian and avian ciliary neurotrophic factor and mammalian leukemia inhibitory factor. Goldfish M17 was found to induce the production of nitric oxide in goldfish macrophages and stimulate the proliferation of macrophage progenitor cells when added in combination with cell-conditioned medium. Moreover, goldfish M17 was found to facilitate the differentiation of sorted monocytes into macrophages at biologically relevant concentrations.","['Hanington, Patrick C', 'Belosevic, Miodrag']","['Hanington PC', 'Belosevic M']","['Department of Biological Sciences, University of Alberta, CW-405, Biological Sciences Building, Edmonton, Alta., Canada T6G 2E9.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Dev Comp Immunol,Developmental and comparative immunology,7708205,"['0 (Cytokines)', '0 (Interleukin-6)', '0 (Recombinant Proteins)', '31C4KY9ESH (Nitric Oxide)']",IM,"['Amino Acid Sequence', 'Animals', 'Cell Differentiation', 'Cytokines/chemistry/genetics/isolation & purification/*physiology', 'Goldfish/genetics/*immunology/metabolism', 'Interleukin-6', 'Macrophages/*cytology/immunology/*metabolism', 'Molecular Sequence Data', 'Nitric Oxide/*biosynthesis', 'Recombinant Proteins']",2007/01/26 09:00,2007/08/24 09:00,['2007/01/26 09:00'],"['2006/07/21 00:00 [received]', '2006/12/05 00:00 [revised]', '2006/12/12 00:00 [accepted]', '2007/01/26 09:00 [pubmed]', '2007/08/24 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['S0145-305X(06)00255-2 [pii]', '10.1016/j.dci.2006.12.001 [doi]']",ppublish,Dev Comp Immunol. 2007;31(8):817-29. doi: 10.1016/j.dci.2006.12.001. Epub 2007 Jan 11.,,,,,,20070111,,,,,,,['Dev Comp Immunol. 2010 Oct;34(10):1137-8'],,,,,
17250890,NLM,MEDLINE,20070823,20131121,0145-2126 (Print) 0145-2126 (Linking),31,7,2007 Jul,Dequalinium induces cell death in human leukemia cells by early mitochondrial alterations which enhance ROS production.,969-78,"Dequalinium (DQA) has been proposed as a selective antitumoral agent due to its preferential accumulation in mitochondria of cancer cells. Our aim was a better understanding of DQA cytotoxicity. DQA-induced NB4 and K562 cell alterations are initiated within the first 30 min of treatment at a high DQA concentration with a mitochondrial membrane depolarization. Cytochrome c release to cytoplasm, superoxide anion overproduction and ATP depletion in NB4 cells induce, 16 h later, apoptosis by a typical caspase-9/caspase-3-dependent intrinsic pathway. K562 cells were more resistant to the DQA effect than NB4 cells, remaining viable for longer time periods.","['Sancho, Pilar', 'Galeano, Eva', 'Nieto, Elena', 'Delgado, M Dolores', 'Garcia-Perez, Ana Isabel']","['Sancho P', 'Galeano E', 'Nieto E', 'Delgado MD', 'Garcia-Perez AI']","['Departamento de Bioquimica y Biologia Molecular, Facultad de Medicina, Campus Universitario, Universidad de Alcala, 28871 Alcala de Henares, Madrid, Spain.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Antineoplastic Agents)', '0 (Reactive Oxygen Species)', '11062-77-4 (Superoxides)', '8L70Q75FXE (Adenosine Triphosphate)', 'E7QC7V26B8 (Dequalinium)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspase 9)', 'S88TT14065 (Oxygen)']",IM,"['Adenosine Triphosphate/metabolism', 'Antineoplastic Agents/*pharmacology', 'Apoptosis/*drug effects', 'Caspase 3/metabolism', 'Caspase 9/metabolism', 'Cell Proliferation/drug effects', 'Dequalinium/*pharmacology', 'Humans', 'K562 Cells/drug effects', 'Leukemia/metabolism/*pathology', 'Membrane Potentials/drug effects', 'Mitochondria/*drug effects/metabolism', 'Mitochondrial Membranes/metabolism', 'Oxygen/metabolism', 'Reactive Oxygen Species/*metabolism', 'Superoxides/*metabolism']",2007/01/26 09:00,2007/08/24 09:00,['2007/01/26 09:00'],"['2006/07/25 00:00 [received]', '2006/11/27 00:00 [revised]', '2006/11/27 00:00 [accepted]', '2007/01/26 09:00 [pubmed]', '2007/08/24 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['S0145-2126(06)00462-0 [pii]', '10.1016/j.leukres.2006.11.018 [doi]']",ppublish,Leuk Res. 2007 Jul;31(7):969-78. doi: 10.1016/j.leukres.2006.11.018. Epub 2007 Jan 23.,,,,,,20070123,,,,,,,,,,,,
17250889,NLM,MEDLINE,20070822,20181113,0145-2126 (Print) 0145-2126 (Linking),31,8,2007 Aug,An MLL-SEPT9 fusion and t(11;17)(q23;q25) associated with de novo myelodysplastic syndrome.,1145-8,"Rearrangements of the MLL gene at chromosome 11q23 are uncommon in de novo myelodysplastic syndrome (MDS). Here, we describe molecular findings in a patient with multilineage dysplasia and t(11;17)(q23;q25) who responded to decitabine therapy. Fluorescent in situ hybridization (FISH) demonstrated rearrangement of MLL, while RT-PCR analysis and sequencing identified the transcript fusion partner as SEPT9, a member of the septin family of GTPases. MLL-SEPT9 fusion appears to be rare, having been described to date in only seven cases of AML and not, to our knowledge, in MDS. Analysis of MLL-septin family member fusion products such as the one seen here may provide further insights into the etiology of myeloid neoplasia, and MLL-SEPT9 fusion may be worth seeking in other cases of MLL rearrangements with a translocation partner on chromosome 17q.","['Kreuziger, Lisa M Baumann', 'Porcher, Julie Cliff', 'Ketterling, Rhett P', 'Steensma, David P']","['Kreuziger LM', 'Porcher JC', 'Ketterling RP', 'Steensma DP']","['Department of Medicine, Mayo Clinic, Rochester, MN 55905, USA.']",['eng'],"['Case Reports', 'Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (MLL-MSF fusion protein, human)', '0 (Oncogene Proteins, Fusion)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)']",IM,"['Chromosomes, Human, Pair 11/*genetics', 'Chromosomes, Human, Pair 17/*genetics', 'Female', 'Humans', 'Leukemia, Myelomonocytic, Acute/genetics', 'Middle Aged', 'Myelodysplastic Syndromes/*genetics', 'Myeloid-Lymphoid Leukemia Protein/*genetics', 'Oncogene Proteins, Fusion/*genetics', '*Translocation, Genetic']",2007/01/26 09:00,2007/08/23 09:00,['2007/01/26 09:00'],"['2006/11/21 00:00 [received]', '2006/12/14 00:00 [revised]', '2006/12/14 00:00 [accepted]', '2007/01/26 09:00 [pubmed]', '2007/08/23 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['S0145-2126(06)00489-9 [pii]', '10.1016/j.leukres.2006.12.006 [doi]']",ppublish,Leuk Res. 2007 Aug;31(8):1145-8. doi: 10.1016/j.leukres.2006.12.006. Epub 2007 Jan 23.,"['K12 CA090628/CA/NCI NIH HHS/United States', 'K12 CA090628-05/CA/NCI NIH HHS/United States', 'K12 CA90628/CA/NCI NIH HHS/United States']",PMC2768487,['NIHMS26467'],,,20070123,,,,,,,,,,,,
17250767,NLM,PubMed-not-MEDLINE,20070724,20181113,1472-684X (Electronic) 1472-684X (Linking),6,,2007 Jan 24,"In the shadow of bad news - views of patients with acute leukaemia, myeloma or lung cancer about information, from diagnosis to cure or death.",1,"BACKGROUND: Many studies have been published about giving and receiving bad messages. However, only a few of them have followed the patients all the way through a disease as is done in this study. Many studies have been written about patients' coping strategies. In this study we will keep within the bounds of coping through information only. The aim of the study is to investigate patients' views of information during the trajectory of their disease, whether their reactions differ from each other and whether they differ in different phases of the disease. METHODS: Twelve patients with malignant haematological diseases or lung cancer were followed with interviews from diagnosis to recovery or into the terminal phase or at most for two years. The method is qualitative, using semi-structured interviews. SETTING: Orebro University Hospital or the patient's home. RESULTS: All patients described themselves as well informed from the start but in later phases of their disease some of them came to express a great uncertainty about the progressing disease and about the approaching death. Most of them, regardless of whether they had a haematological malignancy or lung cancer, expressed a wish to be well informed all through the disease and even when the messages were bad. Different strategies for coping with information, however, affected how they then dealt with the information received. Four such coping strategies were found: 1) Information-dependent and accepting; 2) Information-dependent but denying; 3) Medically informed and accepting; 4) Medically informed but denying. CONCLUSION: To several patients there was an unmet need for information about the progressing disease and the approaching death. To optimize the care of these patients it seems important that the physician is aware of patients' need for information even when the news is bad. Knowing the patient's information strategy could probably function as a key for the physician to communicate with patients on these matters.","['Hoff, Lena', 'Tidefelt, Ulf', 'Thaning, Lars', 'Hermeren, Goran']","['Hoff L', 'Tidefelt U', 'Thaning L', 'Hermeren G']","['Department of Medical Ethics, Lund University, Sweden. lenahoff@telia.com']",['eng'],['Journal Article'],England,BMC Palliat Care,BMC palliative care,101088685,,,,2007/01/26 09:00,2007/01/26 09:01,['2007/01/26 09:00'],"['2006/06/27 00:00 [received]', '2007/01/24 00:00 [accepted]', '2007/01/26 09:00 [pubmed]', '2007/01/26 09:01 [medline]', '2007/01/26 09:00 [entrez]']","['1472-684X-6-1 [pii]', '10.1186/1472-684X-6-1 [doi]']",epublish,BMC Palliat Care. 2007 Jan 24;6:1. doi: 10.1186/1472-684X-6-1.,,PMC1794231,,,,20070124,,,,,,,,,,,,
17250698,NLM,MEDLINE,20070813,20121115,0954-7894 (Print) 0954-7894 (Linking),37,2,2007 Feb,"Hypoallergenic mutants of Ole e 1, the major olive pollen allergen, as candidates for allergy vaccines.",251-60,"BACKGROUND: The C-terminal region of Ole e 1, a major allergen from olive pollen, is a dominant IgE-reactive site and offers a target for site-directed mutagenesis to produce variants with reduced IgE-binding capability. OBJECTIVE: To evaluate in vitro and in vivo the immunogenic properties of three engineered derivatives of Ole e 1. METHODS: One point (Y141A) and two deletion (135Delta10 and 140Delta5) mutants were generated by site-directed mutagenesis of Ole e 1-specific cDNA and produced in Pichia pastoris. Ole e 1 mutants were analysed for IgE reactivity by ELISA using sera from olive pollen-allergic patients. Their allergenicity was also investigated in both a mouse model of allergic sensitization and in basophil activation assays. IgG1 response was assayed by immunoblotting and competitive ELISA. T cell reactivity was evaluated by proliferation assays and cytokine production in splenocyte cultures. RESULTS: The 135Delta10 mutant showed the strongest reduction in the IgE-binding capability of sera from olive pollen-allergic patients. Rat basophil leukaemia assays identified the deletion mutant 135Delta10 as the variant with the lowest beta-hexosaminidase-releasing capacity. Furthermore, the same 135Delta10 mutant induced the lowest IgE levels in a BALB/c mouse model of sensitization. All Ole e 1 mutants retained their allergen-specific T cell reactivity. Immunization of mice with the mutants induced IgG1 antibodies, which cross-reacted with Ole e 1 and Ole e 1-like allergens from ash, lilac and privet pollens. The ability of the human IgE to block the binding of anti-Ole e 1 mutant-specific mouse IgG1 antibodies to natural Ole e 1 demonstrated that Ole e 1 mutants are able to induce in vivo antibodies reactive to the natural allergen. CONCLUSION: The 135Delta10 mutant with reduced allergenicity, intact T cell reactivity and capacity to induce blocking antibodies could provide a suitable candidate vaccine for efficient and safer therapy of olive pollen allergy.","['Marazuela, E G', 'Rodriguez, R', 'Barber, D', 'Villalba, M', 'Batanero, E']","['Marazuela EG', 'Rodriguez R', 'Barber D', 'Villalba M', 'Batanero E']","['Departamento de Bioquimica y Biologia Molecular, Facultad de Quimica, Universidad Complutense, Madrid, Spain.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Exp Allergy,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,8906443,"['0 (Allergens)', '0 (Antigens, Plant)', '0 (Ole e I protein, Olea europaea)', '0 (Plant Proteins)', '0 (Vaccines, Synthetic)']",IM,"['Allergens/*immunology', 'Animals', 'Antigen-Antibody Reactions/*immunology', 'Antigens, Plant', 'Humans', 'Mice', 'Models, Animal', 'Oleaceae/*immunology', 'Plant Proteins/*immunology', 'Rhinitis, Allergic, Seasonal/*immunology', 'Vaccines, Synthetic/biosynthesis/*immunology']",2007/01/26 09:00,2007/08/19 09:00,['2007/01/26 09:00'],"['2007/01/26 09:00 [pubmed]', '2007/08/19 09:00 [medline]', '2007/01/26 09:00 [entrez]']","['CEA2632 [pii]', '10.1111/j.1365-2222.2006.02632.x [doi]']",ppublish,Clin Exp Allergy. 2007 Feb;37(2):251-60. doi: 10.1111/j.1365-2222.2006.02632.x.,,,,,,,,,,,,,,,,,,
