PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,CN,LA,GR,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,SI,CON,RF,PMC,MID,CIN,CI,OID,IR,FIR,TT,EIN,PS,FPS,OTO,OT,ROF
19344409,NLM,MEDLINE,20090910,20090626,1365-2141 (Electronic) 0007-1048 (Linking),146,1,2009 Jun,Tiling resolution array-based comparative genomic hybridisation analyses of acute lymphoblastic leukaemias in children with Down syndrome reveal recurrent gain of 8q and deletions of 7p and 9p.,113-5,10.1111/j.1365-2141.2009.07689.x [doi],,"['Lundin, Catarina', 'Davidsson, Josef', 'Hjorth, Lars', 'Behrendtz, Mikael', 'Johansson, Bertil']","['Lundin C', 'Davidsson J', 'Hjorth L', 'Behrendtz M', 'Johansson B']",,,['eng'],,"['Comment', 'Letter', ""Research Support, Non-U.S. Gov't""]",20090327,England,Br J Haematol,British journal of haematology,0372544,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Chromosome Aberrations', 'Comparative Genomic Hybridization', 'Down Syndrome/*genetics/immunology', 'Female', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/*genetics']",2009/04/07 09:00,2009/09/11 06:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/09/11 06:00 [medline]']","['BJH7689 [pii]', '10.1111/j.1365-2141.2009.07689.x [doi]']",ppublish,Br J Haematol. 2009 Jun;146(1):113-5. doi: 10.1111/j.1365-2141.2009.07689.x. Epub 2009 Mar 27.,,,"['Br J Haematol. 2008 Sep;142(6):934-45. PMID: 18557744', 'Blood. 2009 Jan 15;113(3):646-8. PMID: 18927438']",,,,,,,,,,,,,,,
19344405,NLM,MEDLINE,20090630,20211203,1365-2141 (Electronic) 0007-1048 (Linking),145,4,2009 May,CXCR4 mediates the homing of B cell progenitor acute lymphoblastic leukaemia cells to the bone marrow via activation of p38MAPK.,491-9,10.1111/j.1365-2141.2009.07648.x [doi],"The mechanisms regulating the migration of leukaemic cells between the blood and bone marrow compartments remain obscure, but are of fundamental importance for the dissemination of the disease. This study investigated the in vivo homing of human B cell progenitor acute lymphoblastic leukaemia (ALL) cells to the femoral bone marrow of non-obese diabetic severe combined immunodeficient (NOD/SCID) mice. It was demonstrated that patient ALL cells use the chemokine axis, chemokine (CXC motif) receptor 4 (CXCR4)/ chemokine (CXC motif) ligand 12 (CXCL12), to home to the femoral marrow. CXCL12-mediated signalling through p38 mitogen-activated protein kinase (MAPK) was required for optimal homing. In contrast, the homing of normal peripheral blood CD34(+) cells and the cytokine-dependent CD34(+) cell line Mo7e was independent of p38MAPK, consistent with the dependence of these cells, as well as normal CD34(+) CD19(+) B cell progenitors, on PI-3K/AKT signalling. Altogether, our data provide clarification of the direct role of CXCL12 in the bone marrow homing of ALL cells and demonstrate unique signalling molecule usage that may have therapeutic implications for this disease.","['Juarez, Julius G', 'Thien, Marilyn', 'Dela Pena, Aileen', 'Baraz, Rana', 'Bradstock, Kenneth F', 'Bendall, Linda J']","['Juarez JG', 'Thien M', 'Dela Pena A', 'Baraz R', 'Bradstock KF', 'Bendall LJ']","['Westmead Institute for Cancer Research, University of Sydney at the Westmead Millennium Institute, Westmead Hospital, Westmead, NSW, Australia.']",,['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20090306,England,Br J Haematol,British journal of haematology,0372544,IM,"['Animals', 'B-Lymphocytes/*physiology', 'Benzylamines', 'Bone Marrow/immunology', 'Cell Line, Tumor', 'Chemokine CXCL12/metabolism', 'Chemotaxis, Leukocyte/drug effects/*physiology', 'Chromones/pharmacology', 'Cyclams', 'Enzyme Activation', 'Enzyme Inhibitors/pharmacology', 'Flavonoids/pharmacology', 'Heterocyclic Compounds/pharmacology', 'Humans', 'Imidazoles/pharmacology', 'Mice', 'Mice, Inbred NOD', 'Mice, SCID', 'Morpholines/pharmacology', 'Neoplastic Stem Cells/*physiology', 'Oligopeptides/pharmacology', 'Phosphoinositide-3 Kinase Inhibitors', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*immunology/metabolism', 'Protein Binding', 'Receptors, CXCR4/antagonists & inhibitors/*metabolism', 'p38 Mitogen-Activated Protein Kinases/antagonists & inhibitors/*metabolism']",2009/04/07 09:00,2009/07/01 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/07/01 09:00 [medline]']","['BJH7648 [pii]', '10.1111/j.1365-2141.2009.07648.x [doi]']",ppublish,Br J Haematol. 2009 May;145(4):491-9. doi: 10.1111/j.1365-2141.2009.07648.x. Epub 2009 Mar 6.,"['0 (Benzylamines)', '0 (Chemokine CXCL12)', '0 (Chromones)', '0 (Cyclams)', '0 (Enzyme Inhibitors)', '0 (Flavonoids)', '0 (Heterocyclic Compounds)', '0 (Imidazoles)', '0 (Morpholines)', '0 (Oligopeptides)', '0 (Phosphoinositide-3 Kinase Inhibitors)', '0 (Receptors, CXCR4)', '0 (SB202494)', '0 (TC14012)', '31M2U1DVID (2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one)', 'EC 2.7.11.24 (p38 Mitogen-Activated Protein Kinases)', 'S915P5499N (plerixafor)', 'SJE1IO5E3I (2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one)']",,,,,,,,,,,,,,,,,
19344404,NLM,MEDLINE,20090630,20090514,1365-2141 (Electronic) 0007-1048 (Linking),145,4,2009 May,Human herpes virus-6 DNA in cerebrospinal fluid of children undergoing therapy for acute leukaemia.,542-5,10.1111/j.1365-2141.2009.07641.x [doi],,"['Wittekindt, Boris', 'Berger, Annemarie', 'Porto, Luciana', 'Vlaho, Stefan', 'Gruttner, Hans Peter', 'Becker, Martina', 'Lehrnbecher, Thomas']","['Wittekindt B', 'Berger A', 'Porto L', 'Vlaho S', 'Gruttner HP', 'Becker M', 'Lehrnbecher T']","[""Children's Hospital, Johann Wolfgang Goethe University, Frankfurt, Germany.""]",,['eng'],,"['Case Reports', 'Journal Article']",20080305,England,Br J Haematol,British journal of haematology,0372544,IM,"['Acute Disease', 'Adolescent', 'Brain/pathology/virology', 'DNA, Viral/blood/*cerebrospinal fluid', 'Encephalitis, Viral/blood/*cerebrospinal fluid/pathology', 'Herpesvirus 6, Human/*genetics', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/pathology/*virology', 'Roseolovirus Infections/blood/*cerebrospinal fluid/pathology']",2009/04/07 09:00,2009/07/01 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/07/01 09:00 [medline]']","['BJH7641 [pii]', '10.1111/j.1365-2141.2009.07641.x [doi]']",ppublish,Br J Haematol. 2009 May;145(4):542-5. doi: 10.1111/j.1365-2141.2009.07641.x. Epub 2008 Mar 5.,"['0 (DNA, Viral)']",,,,,,,,,,,,,,,,,
19344398,NLM,MEDLINE,20090803,20181201,1365-2141 (Electronic) 0007-1048 (Linking),145,5,2009 Jun,"CD200/OX2, a cell surface molecule with immuno-regulatory function, is consistently expressed on hairy cell leukaemia neoplastic cells.",665-7,10.1111/j.1365-2141.2009.07644.x [doi],,"['Brunetti, Lorenzo', 'Di Noto, Rosa', 'Abate, Giovanna', 'Gorrese, Marisa', 'Gravetti, Angela', 'Raia, Maddalena', 'Scalia, Giulia', 'Pascariello, Caterina', 'Camera, Andrea', 'Del Vecchio, Luigi']","['Brunetti L', 'Di Noto R', 'Abate G', 'Gorrese M', 'Gravetti A', 'Raia M', 'Scalia G', 'Pascariello C', 'Camera A', 'Del Vecchio L']",,,['eng'],,['Letter'],20090312,England,Br J Haematol,British journal of haematology,0372544,IM,"['Antigens, CD/*analysis/blood', 'Bone Marrow Cells/*immunology', 'Case-Control Studies', 'Flow Cytometry/methods', 'Humans', 'Leukemia, Hairy Cell/*immunology']",2009/04/07 09:00,2009/08/04 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/08/04 09:00 [medline]']","['BJH7644 [pii]', '10.1111/j.1365-2141.2009.07644.x [doi]']",ppublish,Br J Haematol. 2009 Jun;145(5):665-7. doi: 10.1111/j.1365-2141.2009.07644.x. Epub 2009 Mar 12.,"['0 (Antigens, CD)', 'UQ4V77A8VA (antigens, CD200)']",,,,,,,,,,,,,,,,,
19344397,NLM,MEDLINE,20090624,20200502,1365-2141 (Electronic) 0007-1048 (Linking),145,3,2009 May,Does a rise in the BCR-ABL1 transcript level identify chronic phase CML patients responding to imatinib who have a high risk of cytogenetic relapse?,373-5,10.1111/j.1365-2141.2009.07646.x [doi],"BCR-ABL1 transcript numbers were monitored in 161 patients who started treatment with imatinib early after diagnosis of chronic myeloid leukaemia in chronic phase and achieved complete cytogenetic responses (CCyR). A confirmed doubling in BCR-ABL1/ABL1 transcript levels was found to be a significant factor for predicting loss of CCyR [relative risk (RR) 8.3, P < 0.0001] and progression to advanced phase (RR 0.07, P = 0.03) provided that the eventual BCR-ABL1/ABL1 transcript level exceeded 0.05%; increases that never exceeded 0.05% had no predictive value. The finding of a kinase domain mutation in a patient in CCyR, though rare, also predicted for loss of CCyR.","['Marin, David', 'Khorashad, Jamshid S', 'Foroni, Letizia', 'Milojkovic, Dragana', 'Szydlo, Richard', 'Reid, Alistair G', 'Rezvani, Katayoun', 'Bua, Marco', 'Goldman, John M', 'Apperley, Jane F']","['Marin D', 'Khorashad JS', 'Foroni L', 'Milojkovic D', 'Szydlo R', 'Reid AG', 'Rezvani K', 'Bua M', 'Goldman JM', 'Apperley JF']","['Department of Haematology, Hammersmith Hospitals Trust, Imperial College London, London, UK. d.marin@imperial.ac.uk']",,['eng'],,"['Journal Article', 'Research Support, N.I.H., Extramural']",20090312,England,Br J Haematol,British journal of haematology,0372544,IM,"['Antineoplastic Agents/*therapeutic use', 'Benzamides', 'Biomarkers, Tumor/*analysis', 'Cytogenetic Analysis', 'Disease-Free Survival', 'Follow-Up Studies', 'Fusion Proteins, bcr-abl/*analysis', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myeloid, Chronic-Phase/*diagnosis/drug therapy/mortality', 'Multivariate Analysis', 'Mutation', 'Oncogene Proteins v-abl/analysis', 'Phosphotransferases/genetics', 'Piperazines/*therapeutic use', 'Protein Structure, Tertiary/genetics', 'Pyrimidines/*therapeutic use', 'Risk', 'Survival Rate', 'Transcription, Genetic']",2009/04/07 09:00,2009/06/25 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/06/25 09:00 [medline]']","['BJH7646 [pii]', '10.1111/j.1365-2141.2009.07646.x [doi]']",ppublish,Br J Haematol. 2009 May;145(3):373-5. doi: 10.1111/j.1365-2141.2009.07646.x. Epub 2009 Mar 12.,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Biomarkers, Tumor)', '0 (Oncogene Proteins v-abl)', '0 (Piperazines)', '0 (Pyrimidines)', '0 (abl-bcr fusion protein, human)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.- (Phosphotransferases)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,,,,,,,,,,,,,,,,
19344395,NLM,MEDLINE,20090803,20151119,1365-2141 (Electronic) 0007-1048 (Linking),145,5,2009 Jun,Successful treatment of human metapneumovirus pneumonia using combination therapy with intravenous ribavirin and immune globulin.,667-9,10.1111/j.1365-2141.2009.07654.x [doi],,"['Bonney, Denise', 'Razali, Hadibiah', 'Turner, Andrew', 'Will, Andrew']","['Bonney D', 'Razali H', 'Turner A', 'Will A']",,,['eng'],,"['Case Reports', 'Comment', 'Letter']",20090316,England,Br J Haematol,British journal of haematology,0372544,IM,"['Antineoplastic Combined Chemotherapy Protocols/administration & dosage', 'Antiviral Agents/*therapeutic use', 'Asparaginase/administration & dosage', 'Child, Preschool', 'Combined Modality Therapy', 'Daunorubicin/administration & dosage', 'Female', 'Humans', 'Immunocompromised Host', '*Immunoglobulins, Intravenous', '*Metapneumovirus', 'Methotrexate/administration & dosage', 'Paramyxoviridae Infections/*therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Prednisolone/administration & dosage', 'Ribavirin/*therapeutic use', 'Vincristine/administration & dosage']",2009/04/07 09:00,2009/08/04 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/08/04 09:00 [medline]']","['BJH7654 [pii]', '10.1111/j.1365-2141.2009.07654.x [doi]']",ppublish,Br J Haematol. 2009 Jun;145(5):667-9. doi: 10.1111/j.1365-2141.2009.07654.x. Epub 2009 Mar 16.,"['0 (Antiviral Agents)', '0 (Immunoglobulins, Intravenous)', '49717AWG6K (Ribavirin)', '5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)', 'UKALL X protocol']",,['Br J Haematol. 2008 Nov;143(4):455-67. PMID: 18785968'],,,,,,,,,,,,,,,
19344393,NLM,MEDLINE,20090803,20090527,1365-2141 (Electronic) 0007-1048 (Linking),145,5,2009 Jun,Current status of gene expression profiling in the diagnosis and management of acute leukaemia.,555-68,10.1111/j.1365-2141.2009.07656.x [doi],"Gene expression profiling (GEP) enables the simultaneous investigation of the expression of tens of thousands of genes and was successfully introduced in leukaemia research a decade ago. Aiming to better understand the diversity of genetic aberrations in acute myeloid leukaemia (AML) and acute lymphoblastic leukaemia (ALL), pioneer studies investigated and confirmed the predictability of many cytogenetic and molecular subclasses in AML and ALL. In addition, GEP can define new prognostic subclasses within distinct leukaemia subgroups, as illustrated in AML with normal karyotype. Another approach is the development of treatment-specific sensitivity assays, which might contribute to targeted therapy studies. Finally, GEP might enable the detection of new molecular targets for therapy in patients with acute leukaemia. Meanwhile, large multicentre studies, e.g. the Microarray Innovations in LEukaemia (MILE) study, prepare for a standardised introduction of GEP in leukaemia diagnostic algorithms, aiming to translate this novel methodology into clinical routine for the benefit of patients with the complex disorders of AML and ALL.","['Bacher, Ulrike', 'Kohlmann, Alexander', 'Haferlach, Torsten']","['Bacher U', 'Kohlmann A', 'Haferlach T']","['Department of Stem Cell Transplantation, University Cancer Center Hamburg, Hamburg.']",,['eng'],,"['Journal Article', 'Review']",20090316,England,Br J Haematol,British journal of haematology,0372544,IM,"['Gene Expression', 'Gene Expression Profiling/*methods', 'Gene Rearrangement', 'Humans', 'Leukemia/*diagnosis/genetics', 'Leukemia, Myeloid, Acute/diagnosis/genetics', 'Mutation', 'Oligonucleotide Array Sequence Analysis/*methods', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/genetics']",2009/04/07 09:00,2009/08/04 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/08/04 09:00 [medline]']","['BJH7656 [pii]', '10.1111/j.1365-2141.2009.07656.x [doi]']",ppublish,Br J Haematol. 2009 Jun;145(5):555-68. doi: 10.1111/j.1365-2141.2009.07656.x. Epub 2009 Mar 16.,,,,118,,,,,,,,,,,,,,
19344392,NLM,MEDLINE,20090803,20211203,1365-2141 (Electronic) 0007-1048 (Linking),145,5,2009 Jun,Mammalian target of rapamycin inhibitors and their potential role in therapy in leukaemia and other haematological malignancies.,569-80,10.1111/j.1365-2141.2009.07657.x [doi],"The mammalian target of rapamycin (mTOR) is a serine/threonine kinase that functions as a key regulator of cell growth, protein synthesis, and cell-cycle progression through interactions with a number of signalling pathways, including PI3K/AKT, ras, TCL1, and BCR/ABL. Many haematological malignancies have aberrant activation of the mTOR and related signalling pathways. Accordingly, mTOR inhibitors, a class of signal transduction inhibitors that were originally developed as immunosuppressive agents, are being investigated in preclinical models and clinical trials for a number of haematological malignancies. Sirolimus and second-generation mTOR inhibitors, such as temsirolimus and everolimus, are safe and relatively well-tolerated, making them potentially attractive as single agents or in combination with conventional cytotoxics and other targeted therapies. Promising early clinical data suggests activity of mTOR inhibitors in a number of haematological diseases, including acute lymphoblastic leukaemia, chronic myeloid leukaemia, mantle cell lymphoma, anaplastic large cell lymphoma, and lymphoproliferative disorders. This review describes the rationale for using mTOR inhibitors in a variety of haematological diseases with a focus on their use in leukaemia.","['Teachey, David T', 'Grupp, Stephan A', 'Brown, Valerie I']","['Teachey DT', 'Grupp SA', 'Brown VI']","[""Division of Paediatric Hematology, Children's Hospital of Philadelphia, 3615 Civic Centre Boulevard, Philadelphia, PA 19104, USA. teacheyd@email.chop.edu""]",,['eng'],"['K08 CA104882/CA/NCI NIH HHS/United States', '1K08 CA1 04882-01A1/CA/NCI NIH HHS/United States', 'R01 CA102646/CA/NCI NIH HHS/United States', 'CA 1116660/CA/NCI NIH HHS/United States', 'K08 CA104882-01A1/CA/NCI NIH HHS/United States', 'CA 102646/CA/NCI NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",20090316,England,Br J Haematol,British journal of haematology,0372544,IM,"['Antineoplastic Agents/*therapeutic use', 'Autoimmune Diseases/drug therapy/metabolism', 'Hematologic Neoplasms/*drug therapy/metabolism', 'Humans', 'Leukemia/drug therapy/metabolism', 'Lymphoproliferative Disorders/drug therapy/metabolism', 'Protein Kinase Inhibitors/*therapeutic use', 'Protein Kinases/*metabolism', 'Signal Transduction/drug effects', 'Sirolimus/*therapeutic use', 'TOR Serine-Threonine Kinases']",2009/04/07 09:00,2009/08/04 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/08/04 09:00 [medline]']","['BJH7657 [pii]', '10.1111/j.1365-2141.2009.07657.x [doi]']",ppublish,Br J Haematol. 2009 Jun;145(5):569-80. doi: 10.1111/j.1365-2141.2009.07657.x. Epub 2009 Mar 16.,"['0 (Antineoplastic Agents)', '0 (Protein Kinase Inhibitors)', 'EC 2.7.- (Protein Kinases)', 'EC 2.7.1.1 (MTOR protein, human)', 'EC 2.7.11.1 (TOR Serine-Threonine Kinases)', 'W36ZG6FT64 (Sirolimus)']",,,104,PMC2784662,['NIHMS139949'],,,,,,,,,,,,
19344187,NLM,MEDLINE,20090604,20211020,1179-190X (Electronic) 1173-8804 (Linking),23,1,2009,Recombinant immunotoxins containing truncated bacterial toxins for the treatment of hematologic malignancies.,1-13,10.2165/00063030-200923010-00001 [doi],"Immunotoxins are molecules that contain a protein toxin and a ligand that is either an antibody or a growth factor. The ligand binds to a target cell antigen, and the target cell internalizes the immunotoxin, allowing the toxin to migrate to the cytoplasm where it can kill the cell. In the case of recombinant immunotoxins, the ligand and toxin are encoded in DNA that is then expressed in bacteria, and the purified immunotoxin contains the ligand and toxin fused together. Among the most active recombinant immunotoxins clinically tested are those that are targeted to hematologic malignancies. One agent, containing human interleukin-2 and truncated diphtheria toxin (denileukin diftitox), has been approved for use in cutaneous T-cell lymphoma, and has shown activity in other hematologic malignancies, including leukemias and lymphomas. Diphtheria toxin has also been targeted by other ligands, including granulocyte-macrophage colony-stimulating factor and interleukin-3, to target myelogenous leukemia cells. Single-chain antibodies containing variable heavy and light antibody domains have been fused to truncated Pseudomonas exotoxin to target lymphomas and lymphocytic leukemias. Recombinant immunotoxins anti-Tac(Fv)-PE38 (LMB-2), targeting CD25, and RFB4(dsFv)-PE38 (BL22, CAT-3888), targeting CD22, have each been tested in patients. Major responses have been observed after failure of standard chemotherapy. The most successful application of recombinant immunotoxins today is in hairy cell leukemia, where BL22 has induced complete remissions in most patients who were previously treated with optimal chemotherapy.","['Kreitman, Robert J']",['Kreitman RJ'],"['Clinical Immunotherapy Section, Laboratory of Molecular Biology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, 9000 Rockville Pike, Bethesda, MD 20892, USA. kreitmar@mail.nih.gov']",,['eng'],"['Z01 BC010301-10/ImNIH/Intramural NIH HHS/United States', 'Z99 CA999999/ImNIH/Intramural NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Intramural', 'Review']",,New Zealand,BioDrugs,"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy",9705305,IM,"['Animals', 'Antibodies/therapeutic use', 'Antibodies, Monoclonal/therapeutic use', 'Bacterial Toxins/adverse effects/genetics/*therapeutic use', 'Diphtheria Toxin/therapeutic use', 'Enterotoxins/therapeutic use', 'Exotoxins/therapeutic use', 'Hematologic Neoplasms/immunology/*therapy', 'Humans', 'Immunotoxins/adverse effects/genetics/*therapeutic use', 'Interleukin-2/therapeutic use', 'Recombinant Fusion Proteins/therapeutic use', 'Treatment Outcome']",2009/04/07 09:00,2009/06/06 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/06/06 09:00 [medline]']","['1 [pii]', '10.2165/00063030-200923010-00001 [doi]']",ppublish,BioDrugs. 2009;23(1):1-13. doi: 10.2165/00063030-200923010-00001.,"['0 (Antibodies)', '0 (Antibodies, Monoclonal)', '0 (B3(Fv)-PE38KDEL recombinant immunotoxin)', '0 (Bacterial Toxins)', '0 (Diphtheria Toxin)', '0 (Enterotoxins)', '0 (Exotoxins)', '0 (Immunotoxins)', '0 (Interleukin-2)', '0 (RFB4(dsFv)-PE38 recombinant immunotoxin)', '0 (Recombinant Fusion Proteins)', '25E79B5CTM (denileukin diftitox)']",,,157,PMC2671643,['NIHMS103108'],,,,,,,,,,,,
19344043,NLM,MEDLINE,20090417,20191111,1551-7489 (Print) 1551-7489 (Linking),5,1,2009 Jan-Feb,Interventional treatment of back pain in a patient with cancer.,10,,,"['Sloan, Paul Alexander', 'Grider, J S']","['Sloan PA', 'Grider JS']",,,['eng'],,"['Case Reports', 'Editorial']",,United States,J Opioid Manag,Journal of opioid management,101234523,IM,"['Administration, Oral', 'Adolescent', 'Analgesics, Opioid/*therapeutic use', 'Back Pain/*drug therapy/*etiology', 'Drug Therapy, Combination', 'Humans', 'Injections, Epidural', 'Lumbar Vertebrae', 'Lumbosacral Region', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Spinal Diseases/*complications', 'Steroids/administration & dosage/*therapeutic use']",2009/04/07 09:00,2009/04/18 09:00,['2009/04/07 09:00'],"['2009/04/07 09:00 [entrez]', '2009/04/07 09:00 [pubmed]', '2009/04/18 09:00 [medline]']",['10.5055/jom.2009.0040 [doi]'],ppublish,J Opioid Manag. 2009 Jan-Feb;5(1):10. doi: 10.5055/jom.2009.0040.,"['0 (Analgesics, Opioid)', '0 (Steroids)']",,,,,,,,,,,,,,,,,
19343776,NLM,MEDLINE,20090602,20151119,1545-5017 (Electronic) 1545-5009 (Linking),53,1,2009 Jul,Prognosis in pediatric hematologic malignancies is associated with serum concentration of mannose-binding lectin-associated serine protease-2 (MASP-2).,53-7,10.1002/pbc.22028 [doi],"BACKGROUND: Mannose-binding lectin (MBL) and MBL-associated serine protease-2 (MASP-2) are key components of the lectin pathway of complement activation. Their serum concentrations show a wide interindividual variability. This study investigated whether the concentration of MBL and MASP-2 is associated with prognosis in pediatric patients with cancer. METHODS: In this retrospective multicenter study, MBL and MASP-2 were measured by commercially available ELISA in frozen remnants of serum taken at diagnosis. Associations of overall survival (OS) and event-free survival (EFS) with MBL and MASP-2 were assessed by multivariate Cox regression accounting for prognostically relevant clinical variables. RESULTS: In the 372 patients studied, median serum concentration of MBL was 2,808 microg/L (range, 2-10,060) and 391 microg/L (46-2,771) for MASP-2. The estimated 4-year EFS was 0.60 (OS, 0.78). In the entire, heterogeneous sample, MBL and MASP-2 were not significantly associated with OS or EFS. In patients with hematologic malignancies, however, higher MASP-2 was associated with better EFS in a significant and clinically relevant way (hazard ratio per tenfold increase (HR), 0.22; 95% CI, 0.09-0.54; P = 0.001). This was due to patients with lymphoma (HR, 0.11; 95% CI, 0.03-0.47; P = 0.003), but less for those with acute leukemia (HR, 0.35; 95% CI, 0.11-1.15; P = 0.083). CONCLUSION: In this study, higher MASP-2 was associated with better EFS in pediatric patients with hematologic malignancies, especially lymphoma. Whether MASP-2 is an independent prognostic factor affecting risk stratification and anticancer therapy needs to be assessed in prospective, disease-specific studies.","['Zehnder, Aina', 'Fisch, Urs', 'Hirt, Andreas', 'Niggli, Felix K', 'Simon, Arne', 'Ozsahin, Hulya', 'Schlapbach, Luregn J', 'Ammann, Roland A']","['Zehnder A', 'Fisch U', 'Hirt A', 'Niggli FK', 'Simon A', 'Ozsahin H', 'Schlapbach LJ', 'Ammann RA']","['Department of Pediatrics, University of Bern, Bern, Switzerland.']",,['eng'],,"['Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",,United States,Pediatr Blood Cancer,Pediatric blood & cancer,101186624,IM,"['Biomarkers, Tumor/*blood', 'Child', 'Child, Preschool', 'Cohort Studies', 'Disease-Free Survival', 'Female', 'Hematologic Neoplasms/*blood/*mortality', 'Humans', 'Male', 'Mannose-Binding Lectin/*blood', 'Mannose-Binding Protein-Associated Serine Proteases/*metabolism', 'Prognosis', 'Retrospective Studies', 'Survival Rate']",2009/04/04 09:00,2009/06/03 09:00,['2009/04/04 09:00'],"['2009/04/04 09:00 [entrez]', '2009/04/04 09:00 [pubmed]', '2009/06/03 09:00 [medline]']",['10.1002/pbc.22028 [doi]'],ppublish,Pediatr Blood Cancer. 2009 Jul;53(1):53-7. doi: 10.1002/pbc.22028.,"['0 (Biomarkers, Tumor)', '0 (Mannose-Binding Lectin)', 'EC 3.4.21.- (MASP2 protein, human)', 'EC 3.4.21.- (Mannose-Binding Protein-Associated Serine Proteases)']",,,,,,,"['Copyright 2009 Wiley-Liss, Inc.']",,,,,,,,,,
