PMID,OWN,STAT,DCOM,LR,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,IS,AID,PMC,GR,CIN,EIN,TT,CON,SI,GS
2168865,NLM,MEDLINE,19901018,20190510,81,8,1990 Aug,Fv-1 restriction of endogenous feline C-type RD114 virus genome phenotypically mixed with ecotropic murine leukemia viruses.,768-72,"Endogenous feline leukemia RD114 virus genome rendered capable of infecting mouse cells by phenotypic mixing with an ecotropic murine leukemia virus (MuLV) exhibited the Fv-1 restriction pattern of the ecotropic murine virus. However, RD114 genomes phenotypically mixed with ecotropic MuLV showed one-hit dose-response kinetics, even when titrated with murine cells with the restricted Fv-1 phenotype.","['Kakimi, K', 'Kishida, Y', 'Higuchi, I', 'Kiyomasu, T', 'Sakai, H', 'Shibata, R', 'Yanagawa, S', 'Adachi, A', 'Ishimoto, A']","['Kakimi K', 'Kishida Y', 'Higuchi I', 'Kiyomasu T', 'Sakai H', 'Shibata R', 'Yanagawa S', 'Adachi A', 'Ishimoto A']","['Department of Viral Oncology, Kyoto University.']",['eng'],['Journal Article'],Japan,Jpn J Cancer Res,Japanese journal of cancer research : Gann,8509412,,IM,"['AKR murine leukemia virus/genetics/*physiology', 'Animals', 'Cells, Cultured', 'Genes, Viral/genetics/*physiology', 'Leukemia Virus, Feline/genetics/pathogenicity/*physiology', 'Leukemia Virus, Murine/*physiology', 'Mice', 'Mice, Inbred BALB C', 'Mink', 'Phenotype', 'Virology/methods', 'Virus Replication/genetics/*physiology']",,1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Jpn J Cancer Res. 1990 Aug;81(8):768-72. doi: 10.1111/j.1349-7006.1990.tb02643.x.,0910-5050 (Print) 0910-5050 (Linking),['10.1111/j.1349-7006.1990.tb02643.x [doi]'],PMC5918088,,,,,,,
2168839,NLM,MEDLINE,19901015,20131121,18,9,1990 Oct,3'-Azido-3'-deoxythymidine ameliorates the thrombocytopenia observed in a murine model of AIDS.,1038-41,"3'-Azido-3'-deoxythymidine (AZT) is used in the management of acquired immunodeficiency syndrome (AIDS) and AIDS-related complex (ARC). The myelotoxic actions of AZT are well known but its effect on platelets is not clear. We studied the effect of AZT at 1 and 2.5 mg/ml in drinking water on platelets in a murine model of AIDS. Three stages of the disease were examined, as determined by the serum IgM levels and other physical features. As early as 15 days after the initiation of drug treatment, AZT was found to significantly increase platelet production. To ascertain that this activity was authentic, a further study was carried out using uninfected mice. Mice were given AZT at both doses for 15 and 30 days. All mice on AZT had significantly increased numbers of platelets. These increases were dose and time dependent. AZT is therefore a potent inducer of thrombocytosis and may be a potential candidate in the treatment of thrombocytopenia in AIDS.","['Chow, F P', 'Sutton, P A', 'Hamburger, A W']","['Chow FP', 'Sutton PA', 'Hamburger AW']","['University of Maryland Cancer Center, Division of Cell and Molecular Biology, Baltimore 21201.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Immunoglobulin M)', '4B9XT59T7S (Zidovudine)']",IM,"['Acquired Immunodeficiency Syndrome/*complications/drug therapy', 'Animals', 'Bone Marrow/drug effects', 'Female', 'Hematopoietic Stem Cells/drug effects', 'Immunoglobulin M/analysis', 'Leukemia Virus, Murine', 'Leukemia, Experimental/complications', 'Mice', 'Mice, Inbred C57BL', 'Platelet Count', 'Thrombocytopenia/*drug therapy/etiology', 'Zidovudine/adverse effects/*therapeutic use']",,1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,Exp Hematol. 1990 Oct;18(9):1038-41.,0301-472X (Print) 0301-472X (Linking),,,['1R01HL42069-01/HL/NHLBI NIH HHS/United States'],,,,,,
2168767,NLM,MEDLINE,19901017,20191022,44,4,1990,Collateral drug sensitivity induced in CPT-11 (a novel derivative of camptothecin)-resistant cell lines.,209-16,"Collateral drug sensitivity was induced in CPT-11-resistant cell lines (CPT-K and T). Ten of the 19 kinds of antineoplastic agents (especially, 5 of 6 kinds of DNA topoisomerase II inhibiting agents) were effective in inducing collateral drug sensitivity. Alteration of DNA topoisomerase I seemed to be unrelated to acquisition of multidrug resistance.","['Oguro, M', 'Seki, Y', 'Okada, K', 'Andoh, T']","['Oguro M', 'Seki Y', 'Okada K', 'Andoh T']","['Division of Hematology and Chemotherapy, Chiba Cancer Center Hospital, Japan.']",['eng'],['Journal Article'],France,Biomed Pharmacother,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,8213295,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Topoisomerase II Inhibitors)', '7673326042 (Irinotecan)', 'XT3Z54Z28A (Camptothecin)']",IM,"['Antineoplastic Agents, Phytogenic/*pharmacology', 'Camptothecin/*analogs & derivatives/pharmacology', 'Drug Resistance', 'Drug Screening Assays, Antitumor', 'Humans', 'Irinotecan', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/pathology', 'T-Lymphocytes/*drug effects', 'Topoisomerase II Inhibitors']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Biomed Pharmacother. 1990;44(4):209-16. doi: 10.1016/0753-3322(90)90026-6.,0753-3322 (Print) 0753-3322 (Linking),"['0753-3322(90)90026-6 [pii]', '10.1016/0753-3322(90)90026-6 [doi]']",,,,,,,,
2168716,NLM,MEDLINE,19901012,20190718,4,7,1990 Jul,Prevalence of natural infection with simian immunodeficiency virus and simian T-cell leukemia virus type I in a breeding colony of sooty mangabey monkeys.,619-25,"The seroprevalence of antibodies to simian immunodeficiency virus (SIVsmm) and simian T-cell leukemia virus type I (STLV-I) in a captive breeding colony of sooty mangabey monkeys was determined, and infection by SIVsmm was confirmed in all cases by virus isolation. Among 138 animals tested, 57 and 33% were infected with SIVsmm and STLV-I, respectively. While the proportion of female mangabeys (66%) differed significantly (P less than 0.01) from the proportion of male mangabeys (42%) infected with SIVsmm, the proportions of males and females infected with STLV-I were similar, suggesting independent transmission of the two viruses. Among mangabeys less than 1 year old, none were infected with STLV-I and only five of 27 mangabeys, all of which were at least 6 months old when first tested, were infected with SIVsmm. The data document that natural infection of sooty mangabey monkeys with SIVsmm or in association with STLV-I infection does not result in increased disease or mortality, and that transmission of both SIVsmm and STLV-I appears to occur primarily through sexual activity.","['Fultz, P N', 'Gordon, T P', 'Anderson, D C', 'McClure, H M']","['Fultz PN', 'Gordon TP', 'Anderson DC', 'McClure HM']","['Yerkes Regional Primate Research Center, Atlanta, Georgia 30322.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,AIDS,"AIDS (London, England)",8710219,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/isolation & purification', 'Cercopithecidae/*microbiology', 'Female', 'Lymphocytes/immunology/microbiology', 'Male', 'Monkey Diseases/immunology/*microbiology/transmission', 'Retroviridae Infections/immunology/microbiology/*veterinary', 'Retroviruses, Simian/*isolation & purification', 'Simian Immunodeficiency Virus/immunology/*isolation & purification', 'Simian T-lymphotropic virus 1/immunology/*isolation & purification']",,1990/07/01 00:00,1990/07/01 00:01,['1990/07/01 00:00'],"['1990/07/01 00:00 [pubmed]', '1990/07/01 00:01 [medline]', '1990/07/01 00:00 [entrez]']",ppublish,AIDS. 1990 Jul;4(7):619-25. doi: 10.1097/00002030-199007000-00002.,0269-9370 (Print) 0269-9370 (Linking),['10.1097/00002030-199007000-00002 [doi]'],,['RR-00165/RR/NCRR NIH HHS/United States'],,,,,,
2168550,NLM,MEDLINE,19901011,20190501,87,17,1990 Sep,Activation of murine c-abl protooncogene: effect of a point mutation on oncogenic activation.,6502-6,"Activation of the c-abl protooncogene occurs in Abelson murine leukemia virus, in Hardy-Zuckerman 2 feline sarcoma virus, and during the chromosomal translocations that generate BCR-ABL gene fusion products. To study the molecular mechanism involved in the c-abl activation, we have created a series of modifications in murine c-abl and assayed these constructs for oncogenic activity using the NIH 3T3 cell transformation assay. Our results show that amino-terminal deletions are sufficient for oncogenic activation of c-abl and high levels of oncogenic activities were generated by a deletion of 114 codons from the 5' end that deleted the SH3 region. A deletion of 53 codons from the 5' end (inclusive of deletions seen in Hardy-Zuckerman 2 feline sarcoma virus and BCR-ABL gene products) that retains the SH3 region of c-abl resulted in the generation of low levels of transforming activity. This transforming potential was substantially increased with the introduction of a G----A point mutation in codon 832 that is present in v-abl. The point mutation was found to affect the secondary structure and the tyrosine kinase activity of the mutant gene products.","['Shore, S K', 'Bogart, S L', 'Reddy, E P']","['Shore SK', 'Bogart SL', 'Reddy EP']","['Wistar Institute of Anatomy and Biology, Philadelphia, PA 19104-4268.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Proto-Oncogene Proteins)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Proto-Oncogene Proteins c-abl)']",IM,"['Abelson murine leukemia virus/*genetics', 'Animals', 'Cell Line', '*Cell Transformation, Neoplastic', 'Chromosome Deletion', '*Gene Expression Regulation', 'Genetic Vectors', 'Leukemia Virus, Murine/*genetics', 'Mice', '*Mutation', 'Plasmids', 'Protein-Tyrosine Kinases/*genetics', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-abl', '*Proto-Oncogenes', 'Transfection']",,1990/09/01 00:00,1990/09/01 00:01,['1990/09/01 00:00'],"['1990/09/01 00:00 [pubmed]', '1990/09/01 00:01 [medline]', '1990/09/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1990 Sep;87(17):6502-6. doi: 10.1073/pnas.87.17.6502.,0027-8424 (Print) 0027-8424 (Linking),['10.1073/pnas.87.17.6502 [doi]'],PMC54564,['CA-47937-01/CA/NCI NIH HHS/United States'],,,,,,
2168506,NLM,MEDLINE,19901011,20131121,4,9,1990 Sep,Chronic myeloid leukemia arising in a progenitor common to T cells and myeloid cells.,631-6,"Until recently, T cells were believed not to be involved in chronic myeloid leukemia. We describe an example of CML in T lymphoblastic crisis with massive generalized lymphadenopathy in which the blasts were CD2(+), CD5(+), and CD7(+), variably CD1(+) and CD3(+), and both responded to and could be induced to produce the T cell growth factor, interleukin-2. Additionally, the blasts were shown to contain the CML-related tyrosine kinase P210bcr-abl rather than the smaller kinase associated with Ph1(+) ALL. Finally, the participation of the T lymphoid lineage in the CML clone was proven by the presence of the same BCR rearrangement in blasts as in granulocytes, suggesting the existence of a bone marrow progenitor common to the T cell and myeloid lineages.","['Schuh, A C', 'Sutherland, D R', 'Horsfall, W', 'Mills, G B', 'Dube, I', 'Baker, M A', 'Siminovitch, K', 'Bailey, D', 'Keating, A']","['Schuh AC', 'Sutherland DR', 'Horsfall W', 'Mills GB', 'Dube I', 'Baker MA', 'Siminovitch K', 'Bailey D', 'Keating A']","['Oncology Research, Toronto Hospital, Ontario.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (Interleukin-2)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adult', 'Antigens, CD/analysis', 'Blast Crisis/genetics/metabolism/pathology', 'Bone Marrow/immunology/metabolism/*pathology', 'Fusion Proteins, bcr-abl/metabolism', 'Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor', 'Hematopoietic Stem Cells/immunology/metabolism/*pathology', 'Humans', 'Interleukin-2/biosynthesis/pharmacology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/metabolism/*pathology', 'Male', 'Neoplastic Stem Cells/immunology/metabolism/*pathology', 'Oncogenes', 'Protein-Tyrosine Kinases/metabolism', 'T-Lymphocytes/immunology/metabolism/*pathology', 'Tumor Cells, Cultured/metabolism/pathology']",,1990/09/01 00:00,1990/09/01 00:01,['1990/09/01 00:00'],"['1990/09/01 00:00 [pubmed]', '1990/09/01 00:01 [medline]', '1990/09/01 00:00 [entrez]']",ppublish,Leukemia. 1990 Sep;4(9):631-6.,0887-6924 (Print) 0887-6924 (Linking),,,,,,,,,
2168505,NLM,MEDLINE,19901011,20171116,4,9,1990 Sep,Ki-1 antigen expression defines a favorable clinical subset of non-B cell non-Hodgkin's lymphoma.,625-30,"Immunohistochemical and immunophenotypic analyses were performed on 278 cases of karyotypically abnormal non-Hodgkin's lymphoma (NHL). Excluding cases of lymphoblastic lymphoma or mycosis fungoides, 20 cases showed evidence of non-B cell lineage. T cell lineage was proven by genotypic and immunophenotypic analyses in 15 of the 20 cases; five were of ambiguous lineage. All of the non-B lineage cases were of diffuse histology with a large cell component (DLCL). Twelve cases expressed the Ki-1 antigen; five of these cases also demonstrated a translocation with a break at 5q35. Patients with Ki-1 positive DLCL and t(5q35) had a younger median age compared with non-B cell DLCL without t(5q35). The Ki-1 positive patients had a higher frequency of skin involvement and lower incidence of bone marrow involvement compared with Ki-1 negative DLCL. Survival analysis was performed on 86 cases of B cell DLCL and 18 cases of non-B cell DLCL which were serially ascertained prior to receiving cytotoxic chemotherapy. Median duration of complete remission was significantly longer in the B cell compared with the non-B cell DLCL groups; there was only a trend for decreased overall survival in the non-B cell group. Among the subset of non-B cell lymphomas, overall survival of patients with Ki-1 expressing DLCL was significantly longer than those with Ki-1 negative DLCL, who had a median survival of less than a year. These results show that immunophenotypic, immunohistochemical, and cytogenetic markers can define subsets of patients with non-B cell lymphomas with differing clinical characteristics and outcome.","['Offit, K', 'Ladanyi, M', 'Gangi, M D', 'Ebrahim, S A', 'Filippa, D', 'Chaganti, R S']","['Offit K', 'Ladanyi M', 'Gangi MD', 'Ebrahim SA', 'Filippa D', 'Chaganti RS']","['Department of Pathology, Memorial Hospital, New York, New York.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (Antigens, Differentiation)', '0 (Antigens, Neoplasm)', '0 (Ki-1 Antigen)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antigens, CD/genetics/*metabolism', 'Antigens, Differentiation/analysis/genetics/*metabolism', 'Antigens, Neoplasm/genetics/*metabolism', 'Child', 'Chromosomes, Human, Pair 2', 'Chromosomes, Human, Pair 5', 'Female', 'Humans', 'Immunohistochemistry', 'Ki-1 Antigen', 'Lymphoma, Non-Hodgkin/classification/genetics/*immunology', 'Male', 'Middle Aged', 'Phenotype', 'Prognosis', 'T-Lymphocytes', 'Translocation, Genetic']",,1990/09/01 00:00,1990/09/01 00:01,['1990/09/01 00:00'],"['1990/09/01 00:00 [pubmed]', '1990/09/01 00:01 [medline]', '1990/09/01 00:00 [entrez]']",ppublish,Leukemia. 1990 Sep;4(9):625-30.,0887-6924 (Print) 0887-6924 (Linking),,,"['CA-20196/CA/NCI NIH HHS/United States', 'CA-34775/CA/NCI NIH HHS/United States']",,,,,,
2168493,NLM,MEDLINE,19901010,20061115,31,5,1990 May,[Control of interstitial pneumonia with the application of immune transfer].,584-8,"Allogeneic bone marrow transplantation (BMT) has been used successfully to treat patients with hematological malignancies. However, interstitial pneumonia has remained a major complication following BMT. We investigated the possibility of immune transfer in recipients treated with BMT from immunized donors. Bone marrow donors were vaccinated with tetanus toxoid (TT) before marrow harvest. After BMT, serum IgG anti-TT antibody titer and in vitro IgG anti-TT antibody production in recipients were assayed sequentially. IgG anti-TT antibody titer in serum increased from about day 20 after BMT. In addition, spontaneous IgG anti-TT antibody producing B cells and TT antigen-specific memory B cells derived from donors were also detected in peripheral blood and bone marrow of recipients from about day 60. We therefore considered that antigen-specific immunity of bone marrow donors is transferable to recipients with BMT, and the immunity continued for a long time in the recipients after BMT. The effectiveness of cytomegalovirus (CMV) vaccine on antibody production was next investigated in healthy adults. Live vaccine induced the production of humoral antibody but envelope vaccine did not. These results indicate that more effective procedure should be needed for the use of envelope vaccine.","['Otsuka, M', 'Mori, T']","['Otsuka M', 'Mori T']","['Department of Internal Medicine, Asanogawa General Hospital.']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Tetanus Toxoid)', '0 (Viral Vaccines)']",IM,"['Adult', '*Bone Marrow Transplantation', 'Child', 'Cytomegalovirus/*immunology', 'Female', 'Humans', '*Immunization, Passive', 'Leukemia/surgery', 'Male', 'Pulmonary Fibrosis/*prevention & control', '*Tetanus Toxoid', '*Viral Vaccines']",,1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1990 May;31(5):584-8.,0485-1439 (Print) 0485-1439 (Linking),,,,,,,,,
2168465,NLM,MEDLINE,19901005,20190516,48,4,1990 Oct,Failure of F-Met-Leu-Phe to induce chemotaxis in differentiated promyelocytic (HL-60) leukemia cells.,333-42,"Treatment of HL-60 promyelocytic leukemia cells with dibutyryl cyclic adenosine 3',5'-monophosphate (dbcAMP) induced these cells to differentiate toward mature neutrophilic granulocytes (PMN). DbcAMP was found to produce a rapid time- and dose-dependent inhibition of HL-60 cell proliferation, reaching a maximum after 48 hr treatment of the cells with 250-500 microM. This was associated with morphologic alterations consistent with maturing PMN. Using immunofluorescence and flow cytometry, we found that dbcAMP-treated HL-60 cells expressed some, but not all, surface markers characteristic of mature phagocytes. Thus receptors for the chemotactic peptide N-formyl-methionyl-leucyl-phenylalanine (fMLP); the monocyte/granulocyte markers My-8, Mo-1, and Leu-15; as well as the monocyte markers Mo-2 and My-4 were identified on the cells. In contrast, dbcAMP-treated cells did not express the PMN-specific antigen DL1.2. We also found that dbcAMP-treated HL-60 cells produced hydrogen peroxide in response to the phorbol ester 12-O-tetradecanoyl phorbol-13-acetate (TPA). However, the magnitude of this response was significantly less than that observed in mature PMN. In contrast, fMLP-stimulated levels of hydrogen peroxide production were comparable in both cell types. In addition, despite the fact that dbcAMP-treated cells expressed fMLP receptors, they did not exhibit directed migration toward this chemotactic peptide. Taken together, these data suggest that dbcAMP-induced differentiation of HL-60 cells is incomplete.","['Sirak, A A', 'Laskin, J D', 'Robertson, F M', 'Laskin, D L']","['Sirak AA', 'Laskin JD', 'Robertson FM', 'Laskin DL']","['Department of Pharmacology, Rutgers University, Piscataway, NJ 08855-0789.']",['eng'],['Journal Article'],United States,J Leukoc Biol,Journal of leukocyte biology,8405628,"['0 (Antigens, Surface)', '0 (Butyrates)', '1F7A44V6OU (Colforsin)', '59880-97-6 (N-Formylmethionine Leucyl-Phenylalanine)', '63X7MBT2LQ (Bucladesine)', 'BBX060AN9V (Hydrogen Peroxide)', 'K7Q1JQR04M (Dinoprostone)']",IM,"['Antigens, Surface/analysis', 'Bucladesine/pharmacology', 'Butyrates/pharmacology', 'Cell Differentiation', 'Cell Division', 'Chemotaxis, Leukocyte/*drug effects', 'Colforsin/pharmacology', 'Dinoprostone/pharmacology', 'Humans', 'Hydrogen Peroxide/metabolism', 'Leukemia, Promyelocytic, Acute/*immunology', 'N-Formylmethionine Leucyl-Phenylalanine/*pharmacology', 'Tumor Cells, Cultured']",,1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",ppublish,J Leukoc Biol. 1990 Oct;48(4):333-42. doi: 10.1002/jlb.48.4.333.,0741-5400 (Print) 0741-5400 (Linking),['10.1002/jlb.48.4.333 [doi]'],,,,,,,,
2168343,NLM,MEDLINE,19901009,20190708,46,3,1990 Sep 15,Lymphokine-activated killer (LAK) cells discriminate between Epstein-Barr virus (EBV)-positive Burkitt's lymphoma cells.,399-404,"We have generated in vitro lymphokine-activated killer (LAK) cells from healthy donors by stimulating their mononuclear leukocytes with recombinant interleukin-2 (rIL-2) (100 U/ml). After 6 days in culture, the lytic properties of the LAK cells were analyzed in the 51Cr-release assay by utilizing a target panel of 6 paired lines consisting of an Epstein-Barr virus (EBV)-positive Burkitt's lymphoma (BL) cell line and an EBV-transformed lymphoblastoid cell line (LCL) from the same donor, the Raji BL line and the natural killer (NK) cell-sensitive K562 line. The patterns of lysis showed that the LAK cells discriminated between two categories of BL cell lines. Group I/II BL tumor cells which expressed the common acute lymphoblastic leukemia antigen (CALLA), the BL-associated glycolipid antigen (BLA) and phenotypically resembled biopsy cells were strongly lysed whereas group III BL cells which had assumed an LCL-like phenotype during culture and lacked the CALLA and BLA surface markers were only poorly lysed. The LCL targets were generally resistant to lysis but the K562 cell line was particularly sensitive. The outcome of cell depletion and monoclonal antibody (MAb) studies indicated that the LAK cell populations were phenotypically and functionally heterogeneous and consisted of at least 2 subpopulations of effector cells; a tumor-specific component and an NK-cell-mediated component.","['Misko, I S', 'Schmidt, C', 'Martin, N', 'Moss, D J', 'Sculley, T B', 'Burrows, S', 'Burman, K J']","['Misko IS', 'Schmidt C', 'Martin N', 'Moss DJ', 'Sculley TB', 'Burrows S', 'Burman KJ']","['Queensland Institute of Medical Research, Brisbane, Australia.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Monoclonal)', '0 (Interleukin-2)', '0 (Recombinant Proteins)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Burkitt Lymphoma/*immunology', 'Cell Line/drug effects', 'Cytotoxicity, Immunologic', 'Herpesvirus 4, Human', 'Humans', 'Immunologic Surveillance', 'Interleukin-2/pharmacology', 'Killer Cells, Lymphokine-Activated/*immunology', 'Lymphocyte Depletion', 'Phenotype', 'Recombinant Proteins/pharmacology', 'Tumor Cells, Cultured/drug effects', 'Tumor Virus Infections/*immunology']",,1990/09/15 00:00,1990/09/15 00:01,['1990/09/15 00:00'],"['1990/09/15 00:00 [pubmed]', '1990/09/15 00:01 [medline]', '1990/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1990 Sep 15;46(3):399-404. doi: 10.1002/ijc.2910460312.,0020-7136 (Print) 0020-7136 (Linking),['10.1002/ijc.2910460312 [doi]'],,,,,,,,
2168279,NLM,MEDLINE,19901009,20131121,50,18,1990 Sep 15,"Diverse effects of camptothecin, an inhibitor of topoisomerase I, on the cell cycle of lymphocytic (L1210, MOLT-4) and myelogenous (HL-60, KG1) leukemic cells.",5746-50,"Exposure of mouse lymphocytic L1210 cells to 0.02-0.5 micrograms/ml of camptothecin (CAM) causes a slowdown in the rate of cell progression through S and G2 phases of the cell cycle; the ""terminal"" point of CAM action is about 1 h prior to mitosis. Some cells also enter higher DNA ploidy and progress through the cycle at that ploidy. CAM exerts similar effects (S- and G2-phase arrest, entrance to higher DNA ploidy, low initial cytotoxicity) on human lymphocytic MOLT-4 leukemia cells. In contrast, treatment of human promyelocytic HL-60 cells with CAM results in the immediate (occurring as early as 2 h after treatment) death of S- and G2+M-phase cells; the dead cells exhibit decreased DNA stainability with intercalating dyes, suggestive of DNA degradation. Although CAM is less cytotoxic to another human myelogenous leukemic cell line, KG1, the latter cells also respond like HL-60, namely by selective death in S and G2. The data indicate that there may be a tissue (leukemia type) specificity in the response of cells to camptothecin and suggest that myelogenous leukemias, especially those characterized by high proliferation rates, may be especially sensitive to the cytotoxic action of this and perhaps other topoisomerase I inhibitors.","['Del Bino, G', 'Skierski, J S', 'Darzynkiewicz, Z']","['Del Bino G', 'Skierski JS', 'Darzynkiewicz Z']","['Memorial Sloan-Kettering Cancer Center, New York, New York 10021.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (DNA, Neoplasm)', '0 (Topoisomerase I Inhibitors)', 'XT3Z54Z28A (Camptothecin)']",IM,"['Animals', 'Camptothecin/*pharmacology', 'DNA, Neoplasm/analysis', 'Humans', 'Interphase/*drug effects', 'Leukemia L1210/*pathology', 'Leukemia, Lymphoid/*pathology', 'Leukemia, Myeloid/*pathology', 'Mice', '*Topoisomerase I Inhibitors', 'Tumor Cells, Cultured']",,1990/09/15 00:00,1990/09/15 00:01,['1990/09/15 00:00'],"['1990/09/15 00:00 [pubmed]', '1990/09/15 00:01 [medline]', '1990/09/15 00:00 [entrez]']",ppublish,Cancer Res. 1990 Sep 15;50(18):5746-50.,0008-5472 (Print) 0008-5472 (Linking),,,"['R01 28704/PHS HHS/United States', 'R37 CA23296/CA/NCI NIH HHS/United States']",,,,,,
2168255,NLM,MEDLINE,19901011,20150901,45,2,1990 Feb,Clinical application of therapeutic hemapheresis.,87-92,"Hemapheresis has been used in a variety of clinical states, primarily for its ability to remove an offending component, likely be either plasma or cellular elements. We have reviewed 43 cases of therapeutic hemapheresis over the past two years at Veterans General Hospital. There were 20 cases of plasmapheresis, 7 cases of leukapheresis and 16 cases of thrombocytapheresis. Most of them had satisfactory and desirable effects except a few cases in therapeutic plasmapheresis. Among 20 cases of therapeutic plasmapheresis, all but 2 cases of systemic lupus erythrematosus had transient clinical improvement. Average decrease of leukocyte count in 11 procedures of leukemic patients was 37%. As for the myeloproliferative disorders with thrombocytosis, the average drop of platelet count was 41%. The side effects of therapeutic hemapheresis were not infrequent. There were 56 recorded side effects with one sudden death among 94 procedures. Hemapheresis is useful in certain clinical conditions but more judicious application should be considered.","['Chow, M P', 'Yung, C H', 'Chen, S Y', 'Deng, J M']","['Chow MP', 'Yung CH', 'Chen SY', 'Deng JM']","['Department of Medicine, Veterans General Hospital-Taipei, R.O.C.']",['eng'],['Journal Article'],China (Republic : 1949- ),Zhonghua Yi Xue Za Zhi (Taipei),Zhonghua yi xue za zhi = Chinese medical journal; Free China ed,0005327,,IM,"['*Blood Component Removal/adverse effects', 'Blood Viscosity', 'Humans', 'Leukapheresis', 'Leukemia/therapy', 'Plasmapheresis', 'Plateletpheresis']",,1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",ppublish,Zhonghua Yi Xue Za Zhi (Taipei). 1990 Feb;45(2):87-92.,0578-1337 (Print) 0578-1337 (Linking),,,,,,,,,
