PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,CN,TT,GR,CIN,CI,LID,SI,PMC,CON,MID,OTO,OT,EIN
14575541,NLM,MEDLINE,20040415,20161018,1009-2137 (Print) 1009-2137 (Linking),11,5,2003 Oct,[Effects of hexamethylene bisacetamide on cell cycle and expression of its regulatory proteins in HL-60 cells].,480-4,"Hexamethylene bisacetamide (HMBA) is referred as a differentiation-inducer for the clinical treatment of acute myeloid leukemia and myelodysplastic syndrome. However, the molecular mechanism of the effects of HMBA on myeloid leukemic cells remains unknown. In this study, the effects of HMBA on cell cycle and expression of cell cycle regulatory proteins in HL-60 cell were investigated in order to explore its pharmacological mechanism. The altered distribution of cell cycle and expression of its regulatory proteins (cyclin D, cyclin E and p27) in HL-6 0 cell induced by HMBA were analyzed by flow cytometry. The effects on transcription for mRNA of CKI p15, p16 and p27 in HL-60 cell were further studied by RT-PCR. The results showed that HMBA could mainly commit HL-60 cell to G0/G1 arrest and the significantly decreased endocytic cyclin E protein and increased cyclin D/p27 protein after HMBA treatment were found. There was no expression of p15, p16 mRNA in untreated HL-60 cell and 3 mmol/L of HMBA could make them expressed after exposed for 24 h or 48 h respectively. The expression of p27 mRNA was positive and no obviously different in untreated HL-60 cells exposed for 24 h, 48 h and 72 h. These results suggested that one of the pharmacological mechanisms of HMBA was to elevate the expression of p27 and reduce the cyclin E expression as well as to activate the expression of p15, p16 gene mRNA, that arrested cell at G0/G1 and exerted its effects of anti-proliferation.","['Wang, Qin-Hong', 'Xie, Yi', 'Fan, Hua-Hua', 'Gao, Li', 'Liu, Yan']","['Wang QH', 'Xie Y', 'Fan HH', 'Gao L', 'Liu Y']","['Department of Hematology, Huashan Hospital, Fudan University, Shanghai 200040, China. qinhong-wang@yahoo.com.cn']",['chi'],"['English Abstract', 'Journal Article']",,China,Zhongguo Shi Yan Xue Ye Xue Za Zhi,Zhongguo shi yan xue ye xue za zhi,101084424,IM,"['Acetamides/*pharmacology', 'Antineoplastic Agents/*pharmacology', 'Cell Cycle/*drug effects', 'Cell Cycle Proteins/analysis/genetics', 'Cyclin D', 'Cyclin E/analysis', 'Cyclin-Dependent Kinase Inhibitor p15', 'Cyclin-Dependent Kinase Inhibitor p27', 'Cyclins/analysis', 'Genes, p16', 'HL-60 Cells', 'Humans', 'RNA, Messenger/analysis', 'Tumor Suppressor Proteins/analysis/genetics']",2003/10/25 05:00,2004/04/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/04/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",['1009-2137(2003)05-0480-05 [pii]'],ppublish,Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2003 Oct;11(5):480-4.,"['0 (Acetamides)', '0 (Antineoplastic Agents)', '0 (CDKN2B protein, human)', '0 (Cell Cycle Proteins)', '0 (Cyclin D)', '0 (Cyclin E)', '0 (Cyclin-Dependent Kinase Inhibitor p15)', '0 (Cyclins)', '0 (RNA, Messenger)', '0 (Tumor Suppressor Proteins)', '147604-94-2 (Cyclin-Dependent Kinase Inhibitor p27)', 'LA133J59VU (hexamethylene bisacetamide)']",,,,,,,,,,,,,,
14575540,NLM,MEDLINE,20040415,20161018,1009-2137 (Print) 1009-2137 (Linking),11,5,2003 Oct,[Effects of human fibroblastoid stromal cell line on proliferation of HL-60 cells and expression of VEGF].,476-9,"To investigate the effects of normal human bone m arrow fibroblastoid stromal cell line (HFCL) on the proliferation of acute myeloid leukemia cell line HL-60 and expression of vascular endothelial growth factor (VEGF), establishing coculture system of leukemia cell line HL-60 and HFCL, growth data was obtained by cell counting. Mitotic index (MI) was observed under Wright-Giemsa staining. Flow cytometry and Western blot were used as assays for cell cycle and expression of proliferating cell nuclear antigen (PCNA) separately. VE GF levels were evaluated by using commercial ELISA kits. The results showed that compared with HL-60 cells without HFCL cells, the proliferation of HL-60 cells in direct contact with HFCL cells and with HFCL cells separated by transwell was inhibited. The MI of HL-60 cells without HFCL cells was highest followed by HL-60 cells separated by transwell and HL-60 cells in direct contact with HFCL cells. The expression of PCNA in HL-60 cells with HFCL cells were lower than HL-60 cells without HFCL cells. Meanwhile, the percentage of HL-60 cells in G1 phase cocultured with HFCL cells was higher than that without HFCL cells while the percentage of Sphase cells was lower. The levels of VEGF in HL-60 cells with HFCL cells were lower than that in HL-60 cells alone. In conclusion, the normal bone marrow fibroblastoid stromal cells inhibited the proliferation of HL-60 cells as well as the expression of VEGF.","['Liang, Rong', 'Huang, Gao-Sheng', 'Chen, Xie-Qun', 'Wang, Zhe', 'Feng, Ji-Liang', 'Zhang, Wei-Ping', 'Guo, Ying', 'Yang, Guo-Yong']","['Liang R', 'Huang GS', 'Chen XQ', 'Wang Z', 'Feng JL', 'Zhang WP', 'Guo Y', 'Yang GY']","[""Department of Pathology, Faculty of Preclinical Medicine, Xijing Hospital, The Fourth Military Medical University, Xi'an 710033, China.""]",['chi'],"['English Abstract', 'Journal Article']",,China,Zhongguo Shi Yan Xue Ye Xue Za Zhi,Zhongguo shi yan xue ye xue za zhi,101084424,IM,"['Cell Cycle', 'Cell Division', 'Cell Line', 'Coculture Techniques', 'Fibroblasts/*physiology', 'HL-60 Cells/*cytology', 'Humans', 'Proliferating Cell Nuclear Antigen/analysis', 'Stromal Cells/physiology', 'Vascular Endothelial Growth Factor A/*analysis']",2003/10/25 05:00,2004/04/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/04/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",['1009-2137(2003)05-0476-04 [pii]'],ppublish,Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2003 Oct;11(5):476-9.,"['0 (Proliferating Cell Nuclear Antigen)', '0 (Vascular Endothelial Growth Factor A)']",,,,,,,,,,,,,,
14575539,NLM,MEDLINE,20040415,20181130,1009-2137 (Print) 1009-2137 (Linking),11,5,2003 Oct,[Expression of lung resistance protein and multidrug resistance protein genes in bone marrow cells of acute leukemia patients and its clinical significance].,472-5,"To study the expression of lung resistance protein (LRP) and multidrug resistance protein (MRP) genes in bone marrow cells in patients with acute leukemia and its clinical significance, expression of LRP and MRP mRNA in bone marrow cells from 47 cases of acute leukemia, including 10 refractory or relapsed cases, and 7 normal individuals were determined by semi-quantitative reverse transcription polymerase chain reaction (RT-PCR). The result s showed that expression of LRP gene was negative in normal individuals. LRP mRNA level in newly treated cases of acute myelocytic leukemia and refractory or relapsed cases was significantly higher than that in normal individuals, increased LRP mRNA level has correlation with lower sensitivity to initial chemotherapy and was associated with reduced overall survival rate. Complete remission (CR) rate in LRP positive patients was lower than that in negative cases. The level of LRP expression was correlated with that of MRP mRNA. In conclusion, the expression of LRP mRNA can predict the treatment outcome and prognosis for acute myelocytic leukemia, prognosis was even worse in LRP and MRP linked expression cases, therefore, LRP was an important resistant factor, determination of LRP and MRP expression can help us to evaluate the prognosis and choose chemotherapy program.","['Chi, Zuo-Hua', 'Liu, Zhen', 'Sun, Chen', 'Zhao, Hong-Guo', 'Liu, Jin-Lan']","['Chi ZH', 'Liu Z', 'Sun C', 'Zhao HG', 'Liu JL']","['Institute of Hematology, Jinan University Medical College, Guangzhou 510630, China. chizuohua@hotmail.com']",['chi'],['Journal Article'],,China,Zhongguo Shi Yan Xue Ye Xue Za Zhi,Zhongguo shi yan xue ye xue za zhi,101084424,IM,"['ATP Binding Cassette Transporter, Subfamily B/*genetics', 'Adolescent', 'Adult', 'Aged', 'Bone Marrow Cells/*metabolism', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*metabolism', 'Male', 'Middle Aged', 'Neoplasm Proteins/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*metabolism', 'Prognosis', 'RNA, Messenger/analysis', 'Vault Ribonucleoprotein Particles/*genetics']",2003/10/25 05:00,2004/04/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/04/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",['1009-2137(2003)05-0472-04 [pii]'],ppublish,Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2003 Oct;11(5):472-5.,"['0 (ATP Binding Cassette Transporter, Subfamily B)', '0 (Neoplasm Proteins)', '0 (RNA, Messenger)', '0 (Vault Ribonucleoprotein Particles)', '0 (major vault protein)']",,,,,,,,,,,,,,
14575538,NLM,MEDLINE,20040415,20161018,1009-2137 (Print) 1009-2137 (Linking),11,5,2003 Oct,[Clinical analysis of retinoic acid syndrome developed in 11 patients with acute promyelocytic leukemia].,469-71,"To explore the clinical features, risk factors an d treatment of retinoic acid syndrome (RAS) in patients with acute promyelocytic leukemia (APL) treated with retinoic acid, the clinical and laboratory data of 11 APL patients with RAS were retrospectively analysed. The results showed that earlier and more common symptoms of RAS were successively dyspnea (11/11), fever (10/11) and hydrothorax (6/11). Higher WBC count (> or = 15.0 x 10(9)/L) in the course of treatment of all-trans retinoic acid susceptible to develop RAS (9/11). The RAS patients were treated with dexamethasone without discontinuing the treatment of retinoic acid, complete remission was achieved in 10 cases and one patient died from disseminated intravascular coagulation. It is concluded that the identification and dexamethasone treatment of RAS in earlier period are extremely important for obtaining better clinical curative effect, and it does not influence therapeutic effect of continuing application of retinoic acid.","['Wang, Zhi', 'Feng, Jin-Ping', 'Hao, Miao-Wang', 'Zheng, Yin-Suo', 'Tian, Yu-Ping', 'Yao, Ya-Zhou', 'Bai, Xiu-Qin']","['Wang Z', 'Feng JP', 'Hao MW', 'Zheng YS', 'Tian YP', 'Yao YZ', 'Bai XQ']","['Department of Hematology, Shanxi Baoji Central Hospital, Baoji 721008, China. wz12888@sohu.com']",['chi'],"['English Abstract', 'Journal Article']",,China,Zhongguo Shi Yan Xue Ye Xue Za Zhi,Zhongguo shi yan xue ye xue za zhi,101084424,IM,"['Adolescent', 'Adult', 'Child', 'Dyspnea/etiology', 'Female', 'Fever/etiology', 'Humans', 'Hydrothorax/etiology', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Male', 'Middle Aged', 'Syndrome', 'Tretinoin/*adverse effects']",2003/10/25 05:00,2004/04/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/04/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",['1009-2137(2003)05-0469-03 [pii]'],ppublish,Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2003 Oct;11(5):469-71.,['5688UTC01R (Tretinoin)'],,,,,,,,,,,,,,
14575537,NLM,MEDLINE,20040415,20161124,1009-2137 (Print) 1009-2137 (Linking),11,5,2003 Oct,[Change of PML/PML-RARalpha protein during treatment with tetraarsenic tetrasulfide (As4S4) in patients with acute promyelocytic leukemia].,464-8,"In order to explored the change of PML/PML-RARalpha protein during tetraarsenic tetrasulfide (As4S4) treatment, acute promyelocytic leukemia (APL) cells from a group of newly diagnosed APL patients were examined by indirect immunofluorescence staining with anit-PML monoclonal antibody. The results showed that all samples typically presented many microspeckle signals throughout the nucleus before treatment. The redistribution occurred as early as on the second day after As4S4 treatment, which revealed loss of microspeckles with the presentation of a few large speckles. Anti-PML staining also emerged in the perinuclear cytoplasm. At last, microspeckles and large speckles all disappeared. When the therapy was combining all-trans-retinoic acid (ATRA) with As4S4, similar results were obtained. However, APL cells from patients treated with ATRA alone performed totally different appearance, presenting microspeckles and large speckles at the same time, followed with entirely large speckles. The conclusion is that As4S4 makes redistribution of PML/PML-RARalpha protein in leukemic cells from APL patients during the treatment, which is quite different from that during the treatment of ATRA.","['Wang, Jing-Zhi', 'Liu, Yan-Rong', 'Qin, Ya-Zhen', 'Jiang, Hao', 'Wang, Feng-Rong', 'Bao, Li', 'Lu, Dao-Pei']","['Wang JZ', 'Liu YR', 'Qin YZ', 'Jiang H', 'Wang FR', 'Bao L', 'Lu DP']","['Institute of Hematology, Peking University, Beijing 100044, China.']",['chi'],['Journal Article'],,China,Zhongguo Shi Yan Xue Ye Xue Za Zhi,Zhongguo shi yan xue ye xue za zhi,101084424,IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*therapeutic use', 'Arsenicals/*therapeutic use', 'Female', 'Fluorescent Antibody Technique, Indirect', 'Humans', 'In Situ Nick-End Labeling', 'Leukemia, Promyelocytic, Acute/*drug therapy/metabolism', 'Male', 'Middle Aged', 'Neoplasm Proteins/*analysis', '*Nuclear Proteins', 'Oncogene Proteins, Fusion/*analysis', 'Promyelocytic Leukemia Protein', 'Transcription Factors/*analysis', 'Tretinoin/therapeutic use', 'Tumor Suppressor Proteins']",2003/10/25 05:00,2004/04/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/04/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",['1009-2137(2003)05-0464-05 [pii]'],ppublish,Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2003 Oct;11(5):464-8.,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (Promyelocytic Leukemia Protein)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)', '143220-95-5 (PML protein, human)', '5688UTC01R (Tretinoin)']",,,,,,,,,,,,,,
14575445,NLM,MEDLINE,20040211,20041117,0163-3864 (Print) 0163-3864 (Linking),66,10,2003 Oct,Cytotoxic constituents of Isodon rubescens var. lushiensis.,1391-4,"Five new ent-kaurane diterpenoids, ludongnins F-J (1-5), along with 10 known compounds, guidongnins A-C (6-8), angustifolin (9), 6-epiangustifolin (10), sculponeatin J (11), gardenin D, 5,3',4'-trihydroxy-6,7,8-trimethoxyflavone, pedalitin, and quercetin, were isolated from the leaves of Isodon rubescens var. lushiensis. The structures of 1-5 were determined by spectroscopic analysis, as well as X-ray crystallographic analysis of 1. Compounds 1-11 were evaluated against K562 leukemia cells for their cytotoxic effects.","['Han, Quan-Bin', 'Zhao, Ai-Hua', 'Zhang, Ji-Xia', 'Lu, Yang', 'Zhang, Li-Li', 'Zheng, Qi-Tai', 'Sun, Han-Dong']","['Han QB', 'Zhao AH', 'Zhang JX', 'Lu Y', 'Zhang LL', 'Zheng QT', 'Sun HD']","[""State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming 650204, People's Republic of China.""]",['eng'],['Journal Article'],,United States,J Nat Prod,Journal of natural products,7906882,IM,"['Antineoplastic Agents, Phytogenic/chemistry/*isolation & purification/pharmacology', 'Diterpenes, Kaurane/chemistry/*isolation & purification/pharmacology', 'Drug Screening Assays, Antitumor', 'Drugs, Chinese Herbal/chemistry/*isolation & purification/pharmacology', 'Humans', 'Isodon/*chemistry', 'K562 Cells/drug effects', 'Molecular Conformation', 'Molecular Structure', 'Plants, Medicinal/*chemistry', 'Tumor Cells, Cultured/drug effects', 'X-Ray Diffraction']",2003/10/25 05:00,2004/02/12 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/02/12 05:00 [medline]', '2003/10/25 05:00 [entrez]']",['10.1021/np030165w [doi]'],ppublish,J Nat Prod. 2003 Oct;66(10):1391-4. doi: 10.1021/np030165w.,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Diterpenes, Kaurane)', '0 (Drugs, Chinese Herbal)']",,,,,,,,,,,,,,
14575007,NLM,MEDLINE,20040312,20061115,0033-2240 (Print) 0033-2240 (Linking),60 Suppl 5,,2003,[Dendritic cells in child neoplastic disease].,41-53,"Dendritic cells (DC) are important antigen-presenting cells (APC) of immune system that induce and modulate primary and secondary immune responses; they also induce of central and peripheral tolerance T lymphocytes to self-antigens. They interact with T, B and NK cells and promote activation, differentiation and effectory functions of these cells. The total number of 91 patients: 53 males and 38 females, aged from 1 month to 18 years (median 9 years) treated in the Department of Children Bone Marrow Transplantation, Oncology and Hematology, Medical University of Wroclaw, Poland (ALL--39, AML--15, NHL--8, HD--10, LCAL--4, solid tumors--15 children) were examined. Peripheral blood was collected at time of diagnosis, during chemotherapy, at time of relapse or progression disease and analyzed with used flow cyto-metric analysis. The subpopulations of CD were examined with use of specific markers for distinct blood dendritic cell populations: BDCA1 BDCA2, BDCA3 (Miltenyi Biotec). Both of activated DC CD83+ HLA-DR+ and lymphocytes T CD3+CD26+ were stained of monoclonal antibodies CD83 (Pharmingen), CD11c, HLA-DR, CD3, CD26, CD19 (BD Bisciencies). The results of our study showed increased level of blood DC in ALL and AML patients at time of diagnosis, relapse or during progressive disease in comparison with control group of healthy children, as well as in other patients. Those yields explained positive correlation with value of activated lymphocytes T (p < 0.05).","['Weclawek-Tompol, Jadwiga', 'Chybicka, Alicja', 'Rybka, Blanka', 'Noworolska-Sauren, Dorota', 'Ryczan, Renata']","['Weclawek-Tompol J', 'Chybicka A', 'Rybka B', 'Noworolska-Sauren D', 'Ryczan R']","['Katedra Klinika Transplantacji Szpiku, Onkologii i Hematologii Dzieciecej, Akademii Medycznej we Wroclawiu, 50-345 Wroclaw, ul. Bujwida 44. klin@pedhemat.am.wroc.pl']",['pol'],"['English Abstract', 'Journal Article', 'Review']",,Poland,Przegl Lek,Przeglad lekarski,19840720R,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Dendritic Cells/*pathology', 'Disease Progression', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia/*pathology', 'Male']",2003/10/25 05:00,2004/03/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/03/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",,ppublish,Przegl Lek. 2003;60 Suppl 5:41-53.,,21,,Komorki dendrytyczne w chorobach nowotworowych u dzieci.,,,,,,,,,,,
14575006,NLM,MEDLINE,20040312,20061115,0033-2240 (Print) 0033-2240 (Linking),60 Suppl 5,,2003,[Indications for hematopoietic stem cell transplantation in pediatric oncology and hematology in the year 2003].,35-40,"Indications for hematopoietic stem cell transplantation in children with oncological diseases as well as in children with congenital and acquired nonmalignant diseases have been reviewed in context of diagnosis, stage of disease, timing and type of transplant.","['Wachowiak, Jacek']",['Wachowiak J'],['Klinika Hematologii i Onkologii Dzieciecej Instytutu Pediatrii Akademii Medycznej im. Karola Marcinkowskiego w Poznaniu. khod@sk5.usoms.poznan.pl'],['pol'],"['English Abstract', 'Journal Article', 'Review']",,Poland,Przegl Lek,Przeglad lekarski,19840720R,IM,"['Child', 'Hematology/*trends', 'Hematopoietic Stem Cell Transplantation/*methods', 'Humans', 'Leukemia/*surgery', 'Pediatrics/*trends']",2003/10/25 05:00,2004/03/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/03/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",,ppublish,Przegl Lek. 2003;60 Suppl 5:35-40.,,34,,Wskazania do transplantacji komorek krwiotworczych w onkologii i hematologii dzieciecej w 2003 roku.,,,,,,,,,,,
14575003,NLM,MEDLINE,20040312,20131121,0033-2240 (Print) 0033-2240 (Linking),60 Suppl 5,,2003,[Efficacy of idarubicin in the treatment of childhood acute non-lymphoblastic leukemia: report of Polish Pediatric Leukemia/Lymphoma Study Group].,17-21,"UNLABELLED: Results of treatment of childhood ANLL remained unsatisfactory for a long time, and introduction of a new drug seemed justified as the EFS achieved in this disease between 1993-97 was 42%. In 1998 a new protocol containing idarubicine in dose 12 mg/m2 (each dose regardless of treatment phase) was introduced. Between 1998 and 2001, 137 children with ANLL were referred to nine participating centers of PPLLSG. Thirty nine were uneligible, so 98 were evaluated. Among them 56 were qualified to standard risk group (SRG) and 35 to high risk group (HRG). In 7 children the risk group was not established due to early death. Remission rate was 79% in the whole group and 98% and 63% in SRG and HRG, respectively. The actuarial 3-year overall survival (OS), 3-year event-free survival (EFS) and 3-year event-free interval (EFI) are respectively: In the whole group 61%, 54% and 67%; in SRG 81%, 70% and 71%; in HRG 40%, 40%, and 53%. CONCLUSIONS: Due to introduction if idarubicine significant improvement of the results was achieved in SRG (better OS, EFS and EFI). Better new treatment methods are required in HRG.","['Dluzniewska, Agnieszka', 'Balwierz, Walentyna', 'Balcerska, Anna', 'Chybicka, Alicja', 'Dobaczewski, Grzegorz', 'Kowalczyk, Jerzy', 'Krenke, Katarzyna', 'Lewandowska, Danuta', 'Malinowska, Iwona', 'Matysiak, Michal', 'Mikolajczyk, Maria', 'Niedzwiedzki, Marek', 'Rokicka-Milewska, Roma', 'Sonta-Jakimczyk, Danuta', 'Stefaniak, Jolanta', 'Styczynski, Jan', 'Tomaszewska, Renata', 'Wachowiak, Jacek', 'Wysocki, Mariusz']","['Dluzniewska A', 'Balwierz W', 'Balcerska A', 'Chybicka A', 'Dobaczewski G', 'Kowalczyk J', 'Krenke K', 'Lewandowska D', 'Malinowska I', 'Matysiak M', 'Mikolajczyk M', 'Niedzwiedzki M', 'Rokicka-Milewska R', 'Sonta-Jakimczyk D', 'Stefaniak J', 'Styczynski J', 'Tomaszewska R', 'Wachowiak J', 'Wysocki M']","['Klinika Onkologii i Hematologii Dzieciecej Polsko-Amerykanskiego Instytutu Pediatrii, Collegium Medicum, Wydzial Lekarski Uniwersytetu Jagiellonskiego w Krakowie, 30-663 Krakow, ul, Wielicka 265.']",['pol'],"['Clinical Trial', 'English Abstract', 'Journal Article']",,Poland,Przegl Lek,Przeglad lekarski,19840720R,IM,"['Adolescent', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Humans', 'Idarubicin/*therapeutic use', 'Infant', 'Infant, Newborn', 'Leukemia, Myeloid, Acute/*drug therapy']",2003/10/25 05:00,2004/03/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/03/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",,ppublish,Przegl Lek. 2003;60 Suppl 5:17-21.,"['0 (Antineoplastic Agents)', 'ZRP63D75JW (Idarubicin)']",,,Zastosowanie idarubicyny w leczeniu ostrej bialaczki nielimfoblastycznej u dzieci--Raport Polskiej Grupy Pediatrycznej ds Bialaczek i Chloniakow.,,,,,,,,,,,
14575002,NLM,MEDLINE,20040312,20071115,0033-2240 (Print) 0033-2240 (Linking),60 Suppl 5,,2003,"[Advances in the treatment of children with high risk acute lymphoblastic leukemia (ALL) treated with modified ""NEW YORK"" protocols between 1987 and 2002].",13-6,"From 1981 to 1986, in children with ALL and initial WBC > or = 50,000/mm3, over 6-year disease-free survival was significantly lower (33%) than in children with WBC < 50,000/mm3 (60%). In attempt to improve this unsatisfactory results, three modified American protocols named: ""New York"", ""New York I"", and ""New York II"", ""New York I"", and ""New York II"" were introduced consecutively in the centers of Polish Pediatric Leukemia Lymphoma Study Group (respectively, in 1987, 1997, and 1999). The treatment results achieved in three consecutive therapeutic groups of children with ALL and initial WBC > or = 50,000/mm3: group I--213 children (1987-1996), group II--58 children (1997-1999), and group III--52 children (1999-2001) are presented. The observation was completed in December 31, 2002. In three evaluated groups the first complete remissions (CRs) were achieved in 90.6%. 94.8%. and 94.2% of patients, respectively. Relapses occurred in 71 patients of group I (37%), in 9 patients of group II (16%), and in 6 patients of group III (12%). The complications of treatment caused death in 7 children of group I, in 1 child of group II, and in 2 children of group III. Eighty-one (38%), 11 (18.9%), and 9 (17.3%) patients, respectively, died due to progression of disease. The event-free survival (EFS) in three evaluated groups did not depend on age of children and WBC. The rates of 2-, 5-, and 10-year event-free survival (EFS) in group I were: 69.9%, 55.3%, and 53.6%, respectively and the rates of 2- and 5-year EFS in group II were: 80.7% and 72.7%, respectively. The rate of 2-year EFS in group III was 71.6%. The analysis of achieved treatment results in three evaluated groups shows the gradual improvement of the prognosis in children with ALL and initial WBC > or = 50,000/mm3 treated with the use of modified protocols ""New York"" and ""New York I"" in comparison with patients treated before 1987. Longer observation is needed for evaluation of efficacy and complications of ""New York II"" protocol.","['Balwierz, Walentyna', 'Moryl-Bujakowska, Angelina', 'Skoczen, Szymon', 'Pawinska, Katarzyna', 'Balcerska, Anna', 'Ploszynska, Anna', 'Chybicka, Alicja', 'Dobaczewski, Grzegorz', 'Juszczak, Katarzyna', 'Wachowiak, Jacek', 'Derwich, Katarzyna', 'Kowalczyk, Jerzy', 'Wisniewska-Slusarz, Hanna', 'Matysiak, Michal', 'Krauze, Agnieszka', 'Rokicka-Milewska, Roma', 'Pawelec, Katarzyna', 'Sonta-Jakimczyk, Danuta', 'Luszczynska, Aleksandra', 'Tomaszewska, Renata', 'Wysocki, Mariusz', 'Styczynski, Jan', 'Swiatkiewicz, Violetta']","['Balwierz W', 'Moryl-Bujakowska A', 'Skoczen S', 'Pawinska K', 'Balcerska A', 'Ploszynska A', 'Chybicka A', 'Dobaczewski G', 'Juszczak K', 'Wachowiak J', 'Derwich K', 'Kowalczyk J', 'Wisniewska-Slusarz H', 'Matysiak M', 'Krauze A', 'Rokicka-Milewska R', 'Pawelec K', 'Sonta-Jakimczyk D', 'Luszczynska A', 'Tomaszewska R', 'Wysocki M', 'Styczynski J', 'Swiatkiewicz V']","['Klinika Onkologii i Hematologii Dzieciecej P-A Instytutu Pediatrii Wydzialu Lekarskiego Uniwersytetu Jagiellonskiego w Krakowie. 30-663 Krakow, ul, Wielicka 265.']",['pol'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Poland,Przegl Lek,Przeglad lekarski,19840720R,IM,"['Child', 'Clinical Trials as Topic/*trends', 'Disease-Free Survival', 'Female', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/mortality', 'Recurrence', 'Risk Factors']",2003/10/25 05:00,2004/03/16 05:00,['2003/10/25 05:00'],"['2003/10/25 05:00 [pubmed]', '2004/03/16 05:00 [medline]', '2003/10/25 05:00 [entrez]']",,ppublish,Przegl Lek. 2003;60 Suppl 5:13-6.,,,,"Postepy w leczeniu dzieci z ostra bialaczka limfoblastyczna (ALL) wysokiego ryzyka wg modyfikowanych programow ""NOWY JORK"" w latach 1987-2002.",,,,,,,,,,,
