PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,AD,GR,CN,EIN,PMC,RF,CON,TT,CI,MID,CIN,SI,OID,LID,RIN,GN
17434765,NLM,MEDLINE,20070926,20071115,1079-9796 (Print) 1079-9796 (Linking),39,1,2007 Jul-Aug,"A pedigree with autosomal dominant thrombocytopenia, red cell macrocytosis, and an occurrence of t(12:21) positive pre-B acute lymphoblastic leukemia.",107-14,"['Escher, Robert', 'Wilson, Peter', 'Carmichael, Catherine', 'Suppiah, Ram', 'Liu, Marjorie', 'Kavallaris, Maria', 'Cannon, Ping', 'Michaud, Joelle', 'Scott, Hamish S']","['Escher R', 'Wilson P', 'Carmichael C', 'Suppiah R', 'Liu M', 'Kavallaris M', 'Cannon P', 'Michaud J', 'Scott HS']",['eng'],"['Case Reports', 'Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",20070416,United States,Blood Cells Mol Dis,"Blood cells, molecules & diseases",9509932,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (Nuclear Proteins)', '0 (RUNX1 protein, human)', '0 (Transcription Factors)', '0 (ZFPM1 protein, human)']",IM,"['Adult', 'Anemia, Macrocytic/*genetics', 'Burkitt Lymphoma/*genetics', 'Child, Preschool', 'Chromosome Disorders/*genetics', 'Chromosomes, Human, Pair 12/genetics', 'Chromosomes, Human, Pair 21/genetics', 'Core Binding Factor Alpha 2 Subunit', 'Family', 'Female', 'Genes, Dominant', '*Genetic Predisposition to Disease', 'Hematopoiesis/genetics', 'Humans', 'Infant', 'Male', 'Middle Aged', 'Nuclear Proteins', '*Pedigree', 'Thrombocytopenia/*genetics', 'Transcription Factors', 'Translocation, Genetic']",2007/04/17 09:00,2007/09/27 09:00,['2007/04/17 09:00'],"['2006/11/17 00:00 [received]', '2007/02/28 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2007/09/27 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S1079-9796(07)00035-6 [pii]', '10.1016/j.bcmd.2007.02.009 [doi]']",ppublish,Blood Cells Mol Dis. 2007 Jul-Aug;39(1):107-14. doi: 10.1016/j.bcmd.2007.02.009. Epub 2007 Apr 16.,"Sampling and analyzing new families with inherited blood disorders are major steps contributing to the identification of gene(s) responsible for normal and pathologic hematopoiesis. Familial occurrences of hematological disorders alone, or as part of a syndromic disease, have been reported, and for some the underlying genetic mutation has been identified. Here we describe a new autosomal dominant inherited phenotype of thrombocytopenia and red cell macrocytosis in a four-generation pedigree. Interestingly, in the youngest generation, a 2-year-old boy presenting with these familial features has developed acute lymphoblastic leukemia characterized by a t(12;21) translocation. Tri-lineage involvement of platelets, red cells and white cells may suggest a genetic defect in an early multiliear progenitor or a stem cell. Functional assays in EBV-transformed cell lines revealed a defect in cell proliferation and tubulin dynamics. Two candidate genes, RUNX1 and FOG1, were sequenced but no pathogenic mutation was found. Identification of the underlying genetic defect(s) in this family may help in understanding the complex process of hematopoiesis.","['Division of Molecular Medicine, The Walter and Eliza Hall Institute of Medical Research, 1G Royal Parade, Parkville, Victoria 3050, Australia.']",,,,,,,,,,,,,,,
17434224,NLM,MEDLINE,20080226,20070528,0168-1702 (Print) 0168-1702 (Linking),127,1,2007 Jul,Cellular segregation of feline leukemia provirus and viral RNA in leukocyte subsets of long-term experimentally infected cats.,9-16,"['Pepin, Andrea C', 'Tandon, Ravi', 'Cattori, Valentino', 'Niederer, Eva', 'Riond, Barbara', 'Willi, Barbara', 'Lutz, Hans', 'Hofmann-Lehmann, Regina']","['Pepin AC', 'Tandon R', 'Cattori V', 'Niederer E', 'Riond B', 'Willi B', 'Lutz H', 'Hofmann-Lehmann R']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20070416,Netherlands,Virus Res,Virus research,8410979,"['0 (RNA, Viral)']",IM,"['Animals', 'Cat Diseases/virology', 'Cats', 'Leukemia Virus, Feline/*genetics/isolation & purification', 'Leukemia, Experimental', 'Leukemia, Feline/virology', 'Polymerase Chain Reaction/methods/*veterinary', 'Proviruses/*isolation & purification/physiology', 'RNA, Viral/*isolation & purification', 'Retroviridae Infections/*veterinary', 'Tumor Virus Infections/*veterinary', 'Viral Load', 'Viremia']",2007/04/17 09:00,2008/02/27 09:00,['2007/04/17 09:00'],"['2006/10/04 00:00 [received]', '2007/03/02 00:00 [revised]', '2007/03/13 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2008/02/27 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0168-1702(07)00096-2 [pii]', '10.1016/j.virusres.2007.03.008 [doi]']",ppublish,Virus Res. 2007 Jul;127(1):9-16. doi: 10.1016/j.virusres.2007.03.008. Epub 2007 Apr 16.,"Cats exposed to feline leukemia virus (FeLV) may develop different outcomes of the infection. However, during acute infection blood proviral and viral RNA loads of cats with progressive and regressive infection are not significantly different. Thus, not the overall loads but rather those of specific leukocyte subsets may influence the infection outcome. By combining fluorescence activated cell sorting (FACS) with sensitive real-time TaqMan PCR and reverse transcriptase (RT) PCR, we established in the present study the methods to determine FeLV proviral and viral RNA loads in specific leukocyte subsets. In addition, they were applied to analyze long-term persistently FeLV-infected (p27-positive) and FeLV exposed but nonantigenemic (p27-negative), nonviremic cats. In the latter animals, CD4(+) and B lymphocytes exhibited the highest proviral loads, whereas in p27-positive cats, all leukocyte subsets showed similar high loads. In p27-positive cats, monocytes and granulocytes bore the highest viral RNA loads, whereas only one p27-negative cat was positive for viral RNA in T lymphocytes. To our knowledge, this is the first study to investigate FeLV proviral and viral RNA loads in leukocyte subsets of FeLV exposed cats. The herein described methods are important prerequisites to gain a deeper insight into the pathogenesis of FeLV infection.","['Clinical Laboratory, Vetsuisse Faculty, University of Zurich, Switzerland.']",,,,,,,,,,,,,,,
17434163,NLM,MEDLINE,20070806,20171116,0014-4800 (Print) 0014-4800 (Linking),83,1,2007 Aug,Frequent but nonrandom expression of myeloid markers on de novo childhood acute lymphoblastic leukemia.,138-41,"['Abdelhaleem, Mohamed']",['Abdelhaleem M'],['eng'],['Journal Article'],20070224,Netherlands,Exp Mol Pathol,Experimental and molecular pathology,0370711,"['0 (Antigens, CD)', '0 (Antigens, Differentiation, Myelomonocytic)', '0 (Biomarkers, Tumor)', '0 (CD33 protein, human)', '0 (Core Binding Factor Alpha 2 Subunit)', '0 (Homeodomain Proteins)', '0 (Lewis X Antigen)', '0 (Oncogene Proteins, Fusion)', '0 (Sialic Acid Binding Ig-like Lectin 3)', '0 (TEL-AML1 fusion protein)', '146150-85-8 (E2A-Pbx1 fusion protein)', 'EC 3.4.11.2 (CD13 Antigens)']",IM,"['Antigens, CD/metabolism', 'Antigens, Differentiation, Myelomonocytic/metabolism', 'Biomarkers, Tumor/*metabolism', 'Burkitt Lymphoma/metabolism/pathology', 'CD13 Antigens/metabolism', 'Cell Differentiation', 'Child', 'Core Binding Factor Alpha 2 Subunit/metabolism', 'Homeodomain Proteins/metabolism', 'Humans', 'Lewis X Antigen/metabolism', 'Myeloid Cells/*metabolism', 'Oncogene Proteins, Fusion/metabolism', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*metabolism/pathology', 'Sialic Acid Binding Ig-like Lectin 3']",2007/04/17 09:00,2007/08/07 09:00,['2007/04/17 09:00'],"['2007/01/02 00:00 [received]', '2007/02/02 00:00 [revised]', '2007/02/16 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2007/08/07 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0014-4800(07)00015-9 [pii]', '10.1016/j.yexmp.2007.02.004 [doi]']",ppublish,Exp Mol Pathol. 2007 Aug;83(1):138-41. doi: 10.1016/j.yexmp.2007.02.004. Epub 2007 Feb 24.,"The expression of the myeloid markers CD13, CD33, and CD15 in two hundred and eighty-three cases of de novo childhood acute lymphoblastic leukemia (ALL) is examined. The expression of at least one marker is a frequent event which is noted in 64% and 74% of B- and T-lineage ALL cases, respectively. Certain patterns of myeloid antigen expression can be recognized including: no expression of CD13, CD33, and CD15 in mature B-ALL, significantly higher levels of CD13 and CD33 and significantly lower levels of CD15 in TEL-AML1-positive B cell precursor ALL, no expression of CD13 and CD33 in E2A-PBX1-positive B cell precursor ALL cases and common T-ALL (double positive for CD4 and CD8), and no expression of CD13 in MLL-AF4-positive B cell precursor ALL cases. Although the numbers in some ALL subtypes are small, these patterns are consistent with nonrandom expression of myeloid markers in de novo childhood ALL.","['Division of Haematopathology, Department of Paediatric Laboratory Medicine, Rm 3691, Atrium, Hospital for Sick Children, 555 University Avenue, Toronto, ON, Canada M5G 1X8. mohamed.abdelhaleem@sickkids.ca']",,,,,,,,,,,,,,,
17434155,NLM,MEDLINE,20070727,20181201,0008-8749 (Print) 0008-8749 (Linking),244,2,2006 Dec,"The role of ABC-transporter gene polymorphisms in chemotherapy induced immunosuppression, a retrospective study in childhood acute lymphoblastic leukaemia.",121-4,"['Erdelyi, Daniel J', 'Kamory, Eniko', 'Zalka, Anna', 'Semsei, Agnes F', 'Csokay, Bela', 'Andrikovics, Hajnalka', 'Tordai, Attila', 'Borgulya, Gabor', 'Magyarosy, Edina', 'Galantai, Ilona', 'Fekete, Gyorgy', 'Falus, Andras', 'Szalai, Csaba', 'Kovacs, Gabor T']","['Erdelyi DJ', 'Kamory E', 'Zalka A', 'Semsei AF', 'Csokay B', 'Andrikovics H', 'Tordai A', 'Borgulya G', 'Magyarosy E', 'Galantai I', 'Fekete G', 'Falus A', 'Szalai C', 'Kovacs GT']",['eng'],"['Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",20070416,Netherlands,Cell Immunol,Cellular immunology,1246405,"['0 (ABCB1 protein, human)', '0 (ABCG2 protein, human)', '0 (ATP Binding Cassette Transporter, Subfamily B)', '0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (ATP Binding Cassette Transporter, Subfamily G, Member 2)', '0 (ATP-Binding Cassette Transporters)', '0 (Antineoplastic Agents)', '0 (Neoplasm Proteins)', '0 (Organic Anion Transporters)']",IM,"['ATP Binding Cassette Transporter, Subfamily B', 'ATP Binding Cassette Transporter, Subfamily B, Member 1', 'ATP Binding Cassette Transporter, Subfamily G, Member 2', 'ATP-Binding Cassette Transporters/*genetics/*immunology', 'Adolescent', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Child', 'Child, Preschool', 'Cohort Studies', 'Genotype', 'Humans', 'Infant', 'Neoplasm Proteins/*genetics/*immunology', 'Opportunistic Infections/immunology', 'Organic Anion Transporters/*genetics/*immunology', 'Polymorphism, Single Nucleotide', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/genetics/*immunology', 'Retrospective Studies']",2007/04/17 09:00,2007/07/28 09:00,['2007/04/17 09:00'],"['2007/02/03 00:00 [received]', '2007/02/06 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2007/07/28 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0008-8749(07)00030-5 [pii]', '10.1016/j.cellimm.2007.02.007 [doi]']",ppublish,Cell Immunol. 2006 Dec;244(2):121-4. doi: 10.1016/j.cellimm.2007.02.007. Epub 2007 Apr 16.,"We examined the association of functional ABCB1 (MDR1) and ABCG2 (BCRP) polymorphisms with acute side effects of chemotherapy. Analyses were performed on clinical data from 138 patients treated with the ALL-BFM-95 protocol implying several substrates of these transporters. ABCB1 3435T>C, 2677G>T/A 1236C>T and ABCG2 421C>A genotypes were determined. A higher proportion of ABCB1 3435TT patients suffered excessive infectious complications than those harbouring at least one C allele (OR=2.5, p=0.03) during the whole half-year-long intensive phase of chemotherapy. Weaker associations were calculated when ABCB1 1236T-2677T-3435T haplotype homozygotes were tested against the remaining part of the population (OR=2.3, p=0.09). During the reinduction phase of therapy, the occurrence of severe leukocytopenia was similar among ABCB1 genotype groups. The frequency of any toxicities were not shown to differ according to the ABCG2 421C>A genotype. Our data suggest that the ABCB1 3435T>C genotype is associated with the infectious complications of the applied chemotherapy regimen.","['Department of Genetics, Cell- and Immunobiology, Semmelweis University, Budapest, Hungary.']",,,,,,,,,,,,,,,
17434044,NLM,MEDLINE,20070604,20151119,1097-6787 (Electronic) 0190-9622 (Linking),56,5 Suppl,2007 May,A novel case of IgA paraneoplastic pemphigus associated with chronic lymphocytic leukemia.,S73-6,"['Taintor, Adam R', 'Leiferman, Kristin M', 'Hashimoto, Takashi', 'Ishii, Norito', 'Zone, John J', 'Hull, Christopher M']","['Taintor AR', 'Leiferman KM', 'Hashimoto T', 'Ishii N', 'Zone JJ', 'Hull CM']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Am Acad Dermatol,Journal of the American Academy of Dermatology,7907132,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Murine-Derived)', '0 (Antineoplastic Agents)', '0 (Immunoglobulin A)', '0 (Immunologic Factors)', '4F4X42SYQ6 (Rituximab)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",IM,"['Aged', 'Antibodies, Monoclonal/therapeutic use', 'Antibodies, Monoclonal, Murine-Derived', 'Antineoplastic Agents/therapeutic use', 'Fluorescent Antibody Technique, Direct', 'Humans', 'Immunoglobulin A/*metabolism', 'Immunologic Factors/therapeutic use', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/drug therapy', 'Male', 'Paraneoplastic Syndromes/*complications/*immunology/pathology', 'Pemphigus/*complications/drug therapy', 'Rituximab', 'Vidarabine/analogs & derivatives/therapeutic use']",2007/04/17 09:00,2007/06/05 09:00,['2007/04/17 09:00'],"['2006/08/10 00:00 [received]', '2006/11/01 00:00 [revised]', '2006/11/15 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2007/06/05 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0190-9622(06)04047-3 [pii]', '10.1016/j.jaad.2006.11.023 [doi]']",ppublish,J Am Acad Dermatol. 2007 May;56(5 Suppl):S73-6. doi: 10.1016/j.jaad.2006.11.023.,"Paraneoplastic pemphigus is an autoimmune vesiculobullous and erosive mucocutaneous disease associated with an underlying malignancy. Reported malignancies include chronic lymphocytic leukemia, non-Hodgkin's lymphoma, Castleman's disease, sarcomas, and rarely solid tumors. Patients with paraneoplastic pemphigus develop characteristic IgG autoantibodies against several antigens including members of the plakin family, bullous pemphigoid antigen 1, and desmosomal proteins. IgA pemphigus is another recently characterized immunobullous disease that presents as a vesiculopustular eruption with neutrophilic infiltration and epidermal acantholysis. Mucous membrane involvement is rare. We report what is to our knowledge a unique case with features of both IgA pemphigus and paraneoplastic pemphigus associated with chronic lymphocytic leukemia.","['Department of Dermatology, University of Utah School of Medicine, Salt Lake City, UT 84132, USA.']",,,,,,,,,,,,,,,
17433911,NLM,MEDLINE,20070515,20091119,0065-230X (Print) 0065-230X (Linking),98,,2007,Mutant transcription factors and tyrosine kinases as therapeutic targets for leukemias: from acute promyelocytic leukemia to chronic myeloid leukemia and beyond.,191-220,"['Hu, Jiong', 'Zhou, Guang-Biao', 'Wang, Zhen-Yi', 'Chen, Sai-Juan', 'Chen, Zhu']","['Hu J', 'Zhou GB', 'Wang ZY', 'Chen SJ', 'Chen Z']",['eng'],"['Journal Article', 'Review']",,United States,Adv Cancer Res,Advances in cancer research,0370416,"['0 (Antineoplastic Agents)', '0 (Transcription Factors)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",IM,"['Antineoplastic Agents/*therapeutic use', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/genetics/metabolism', 'Leukemia, Promyelocytic, Acute/*drug therapy/genetics/metabolism', 'Mutation/*genetics', 'Protein-Tyrosine Kinases/*antagonists & inhibitors/genetics', 'Transcription Factors/*antagonists & inhibitors/genetics']",2007/04/17 09:00,2007/05/16 09:00,['2007/04/17 09:00'],"['2007/04/17 09:00 [pubmed]', '2007/05/16 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0065-230X(06)98006-3 [pii]', '10.1016/S0065-230X(06)98006-3 [doi]']",ppublish,Adv Cancer Res. 2007;98:191-220. doi: 10.1016/S0065-230X(06)98006-3.,"Mutations in transcription factors (TFs) and protein tyrosine kinases (PTKs), which result in inhibition of differentiation/apoptosis or enhanced proliferative/survival advantage of hematopoietic stem/progenitor cells, are two classes of the most frequently detected genetic abnormalities in leukemias. The critical roles for mutant TFs and/or PTKs to play in leukemogenesis, and the absence of mutant TFs/PTKs in normal hematopoietic cells, suggest that the two types of aberrant molecules may serve as ideal therapeutic targets. The great success of all-trans retinoic acid (ATRA) and arsenic trioxide (ATO) in treating acute promyelocytic leukemia through modulation of the causative PML-RARalpha oncoprotein represents the first two paradigms of mutant TFs-targeting therapeutic strategies for leukemia. More recently, tyrosine kinase inhibitor STI-571/Imatinib mesylate/Gleevec in the treatment of Breakpoint Cluster Region-Abelson (BCR-ABL) positive leukemia elicits paradigm of mutant PTKs as ideal antileukemia targets. Thus to further improve clinical outcome of leukemia patients, elucidation of pathogenesis of leukemia, screening for oncoprotein-targeting small molecules, as well as rationally designed combination of drugs with potential synergy are of importance.","['State Key Laboratory of Medical Genomics, Shanghai Institute of Hematology, Rui Jin Hospital, School of Medicine, Shanghai Jiao Tong University (SJTU) and Shanghai Center for Systems Biomedicine, SJTU, Shanghai 200025, China.']",,,,,142,,,,,,,,,,
17433824,NLM,MEDLINE,20070801,20070424,0039-128X (Print) 0039-128X (Linking),72,5,2007 May,"Synthesis of some steroidal oximes, lactams, thiolactams and their antitumor activities.",406-14,"['Krstic, Natalija M', 'Bjelakovic, Mira S', 'Zizak, Zeljko', 'Pavlovic, Mirjana D', 'Juranic, Zorica D', 'Pavlovic, Vladimir D']","['Krstic NM', 'Bjelakovic MS', 'Zizak Z', 'Pavlovic MD', 'Juranic ZD', 'Pavlovic VD']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",20070313,United States,Steroids,Steroids,0404536,"['0 (Antineoplastic Agents)', '0 (Lactams)', '0 (Oximes)', '0 (Steroids)', '0 (Sulfhydryl Compounds)']",IM,"['Antineoplastic Agents/chemical synthesis/chemistry/*pharmacology', 'Apoptosis/drug effects', 'Cell Proliferation/*drug effects', 'Drug Screening Assays, Antitumor', 'HeLa Cells', 'Humans', 'K562 Cells', 'Lactams/chemical synthesis/chemistry/*pharmacology', 'Leukocytes, Mononuclear/metabolism', 'Oximes/chemical synthesis/chemistry/*pharmacology', 'Steroids/chemical synthesis/chemistry/*pharmacology', 'Sulfhydryl Compounds/chemical synthesis/chemistry/pharmacology']",2007/04/17 09:00,2007/08/02 09:00,['2007/04/17 09:00'],"['2006/08/22 00:00 [received]', '2007/01/15 00:00 [revised]', '2007/02/22 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2007/08/02 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0039-128X(07)00035-9 [pii]', '10.1016/j.steroids.2007.02.005 [doi]']",ppublish,Steroids. 2007 May;72(5):406-14. doi: 10.1016/j.steroids.2007.02.005. Epub 2007 Mar 13.,"The antiproliferative activity of previously synthesized (Z)-cholest-4-en-6-one oxime (1), (E)-cholest-4-en-6-one oxime (2), 7-aza-B-homocholest-4-en-6-one (3) and 6-aza-B-homocholest-4-en-7-one (4) and newly synthesized 6-thioxo-7-aza-B-homocholest-4-ene (5) and 6-aza-7-thioxo-B-homocholest-4-ene (6) was tested for their possible effects against two human tumor cell lines, cervical carcinoma (HeLa) and chronic myelogenous leukemia (K-562). Compounds 1-6, exerted a dose-dependent antiproliferative effect toward cell lines used in experimental design, showing high selectivity in their action for tumor cells in comparison to normal immunocompetent cells (non-stimulated PBMC and PHA-stimulated PBMC). Compounds 2, 3 and 4 exhibited a very high but selective antitumor activity, by inducing apoptosis in sensitive, for that purpose targeted tumor cell line (HeLa cells). Low toxic effect upon both non-stimulated, and PHA stimulated PBMCs from control, healthy volunteers, has been detected for compounds 1, 2, 3 and 4. The possible reasons for profound differences in the effects of this spectrum of steroidal compounds between tumor cell lines and normal stimulated and non-stimulated PBMCs are discussed. The molecular mechanisms for apoptotic events in HeLa cell line are suggested. The guidelines for further research are underlined.","['Center for Chemistry, Institute of Chemistry, Technology and Metallurgy, University of Belgrade, Studentski trg 12-16, P.O. Box 473, 11001 Belgrade, Serbia. nkrstic@chem.bg.ac.yu']",,,,,,,,,,,,,,,
17433437,NLM,MEDLINE,20071127,20070813,0145-2126 (Print) 0145-2126 (Linking),31,10,2007 Oct,Incidence of hyperthyroidism after unrelated donor allogeneic stem cell transplantation.,1433-6,"['Perz, Jolanta B', 'Marin, David', 'Szydlo, Richard M', 'Giles, Chrissy', 'Olavarria, Eduardo', 'Williams, Graham', 'Apperley, Jane F']","['Perz JB', 'Marin D', 'Szydlo RM', 'Giles C', 'Olavarria E', 'Williams G', 'Apperley JF']",['eng'],"['Case Reports', 'Journal Article']",20070412,England,Leuk Res,Leukemia research,7706787,,IM,"['Adolescent', 'Adult', 'Female', 'Humans', 'Hyperthyroidism/*etiology/physiopathology', 'Incidence', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Male', 'Stem Cell Transplantation/*adverse effects', 'Transplantation, Homologous/*adverse effects']",2007/04/17 09:00,2007/12/06 09:00,['2007/04/17 09:00'],"['2006/10/03 00:00 [received]', '2007/01/14 00:00 [revised]', '2007/03/01 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2007/12/06 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0145-2126(07)00097-5 [pii]', '10.1016/j.leukres.2007.03.004 [doi]']",ppublish,Leuk Res. 2007 Oct;31(10):1433-6. doi: 10.1016/j.leukres.2007.03.004. Epub 2007 Apr 12.,"We report on three patients who developed overt thyrotoxicosis after volunteer unrelated donor bone marrow transplantation for Philadelphia chromosome positive chronic myeloid leukemia shortly after the onset of chronic graft versus host disease. In all three cases, the etiology of hyperthyroidism is likely to be a combination of toxic factors and an immune process. Systematic evaluation of thyroid function tests in 97 unrelated allograft recipients from our center who survived at least 100 days from stem cell or bone marrow transplantation for hematological diseases gave a rate of overt thyrotoxicosis at 3.1% in this cohort.","['Department of Haematology, Hammersmith Hospital NHS Trust, Du Cane Road, W12 London, UK. jolanta@tjdengler.info']",,,,,,,,,,,,,,,
17433297,NLM,MEDLINE,20070710,20151119,0014-4886 (Print) 0014-4886 (Linking),205,2,2007 Jun,Zinc-mediated neuronal death is dependent on Trk activation.,360-6,"['Morley, Samuel N', 'Power, John M', 'Coulson, Elizabeth J', 'Bartlett, Perry F']","['Morley SN', 'Power JM', 'Coulson EJ', 'Bartlett PF']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20070222,United States,Exp Neurol,Experimental neurology,0370712,"['0 (Chelating Agents)', '0 (Enzyme Inhibitors)', '0 (Leukemia Inhibitory Factor)', '0 (Receptor, Nerve Growth Factor)', '0 (Receptors, Nerve Growth Factor)', '0 (Zinc Radioisotopes)', '1F7A44V6OU (Colforsin)', '526U7A2651 (Egtazic Acid)', 'A510CA4CBT (Proadifen)', 'EC 2.7.10.1 (Receptor, trkA)', 'J41CSQ7QDS (Zinc)', ""K22DDW77C0 (1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid)""]",IM,"['Animals', 'Animals, Newborn', 'Cell Death/*physiology', 'Cell Survival/drug effects', 'Cells, Cultured', 'Chelating Agents/pharmacology', 'Colforsin/pharmacology', 'Egtazic Acid/analogs & derivatives/pharmacology', 'Enzyme Inhibitors/pharmacology', 'Ganglia, Spinal/physiology', 'Leukemia Inhibitory Factor/biosynthesis/physiology', 'Mice', 'Mice, Inbred C57BL', 'Microscopy, Fluorescence', 'Neurons/*physiology', 'Proadifen/pharmacology', 'Receptor, Nerve Growth Factor/biosynthesis/physiology', 'Receptor, trkA/antagonists & inhibitors/*physiology', 'Receptors, Nerve Growth Factor/physiology', 'Signal Transduction/physiology', 'Zinc/metabolism/*toxicity', 'Zinc Radioisotopes']",2007/04/17 09:00,2007/07/11 09:00,['2007/04/17 09:00'],"['2006/09/28 00:00 [received]', '2007/01/16 00:00 [revised]', '2007/02/15 00:00 [accepted]', '2007/04/17 09:00 [pubmed]', '2007/07/11 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['S0014-4886(07)00081-7 [pii]', '10.1016/j.expneurol.2007.02.006 [doi]']",ppublish,Exp Neurol. 2007 Jun;205(2):360-6. doi: 10.1016/j.expneurol.2007.02.006. Epub 2007 Feb 22.,"Zinc release is a primary mediator of neuronal death. Here we show that zinc-mediated death of neurons in vitro is dependent on nerve growth factor (NGF) stimulation and does not occur in response to exposure to leukemia inhibitory factor. NGF priming is regulated, not by the traditional neurotrophin death receptor, p75NTR, but by TrkA, in a protein- and mRNA synthesis-dependent manner. Furthermore, Trk signaling promotes raised free intracellular zinc, mediating neuronal death after extracellular application of zinc. Thus, regulators of Trk signaling provide attractive targets for future treatment of zinc-associated neurological diseases, including stroke, epilepsy and brain trauma.","['The Queensland Brain Institute, The University of Queensland, Brisbane, Queensland 4072, Australia.']",,,,,,,,,,,,,,,
17433200,NLM,MEDLINE,20071026,20190922,0213-9111 (Print) 0213-9111 (Linking),20 Suppl 3,,2006 Dec,Accuracy of cancer death certificates in Spain: a summary of available information.,42-51,"['Perez-Gomez, Beatriz', 'Aragones, Nuria', 'Pollan, Marina', 'Suarez, Berta', 'Lope, Virginia', 'Llacer, Alicia', 'Lopez-Abente, Gonzalo']","['Perez-Gomez B', 'Aragones N', 'Pollan M', 'Suarez B', 'Lope V', 'Llacer A', 'Lopez-Abente G']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Spain,Gac Sanit,Gaceta sanitaria,8901623,,IM,"['*Death Certificates', 'Humans', 'Neoplasms/*mortality', 'Reproducibility of Results', 'Spain']",2007/04/17 09:00,2007/10/30 09:00,['2007/04/17 09:00'],"['2007/04/17 09:00 [pubmed]', '2007/10/30 09:00 [medline]', '2007/04/17 09:00 [entrez]']","['13101089 [pii]', '10.1157/13101089 [doi]']",ppublish,Gac Sanit. 2006 Dec;20 Suppl 3:42-51. doi: 10.1157/13101089.,"OBJECTIVES: Differences in mortality rates within Europe might be partly due to the quality of mortality statistics. The present article summarizes the available data on the quality of cancer death certification in Spain. A short description of the temporal distribution of the proportion of deaths due to ill-defined tumors in Spain -an indirect indicator of the quality of cancer death certification- is also provided. METHODS: Relevant studies were identified from electronic databases (MEDLINE, EMBASE, IME and IBECS) and from manual searches of the references contained in the articles retrieved. Quality data on death certificates for all tumors and for each specific cancer location were summarized, and all main cancer sites were classified according to their pooled accuracy indicators. Trends for the percentage of deaths due to ill-defined tumors and conditions were studied for the period from 1980 to 2002. RESULTS: In Spain, deaths from cancer as a whole and leading cancer sites (lung, colon-rectum, prostate, stomach, pancreas, female breast, uterus, brain, leukemia, lymphomas and myeloma) were well-certified. However, other frequent locations, such as the larynx, esophagus and liver were overcertified, while deaths from bladder, kidney and ovarian cancer were undercertified. The percentage of deaths due to ill-defined tumors and causes was regularly higher in females and decreased in both sexes during the study period. However, the recent introduction of the International Classification of Diseases (ICD)-10 has reversed this trend. CONCLUSIONS: Spanish death certificates can be considered as accurate and useful to estimate the burden of cancer, though certification of some frequent sites should be improved. The possible effect of the introduction of the ICD-10 requires careful surveillance.","['Area de Epidemiologia Ambiental y Cancer, Centro Nacional de Epidemiologia, Instituto de Salud Carlos III, Madrid, Espana. bperez@isciii.es']",,,,,,,,,,,,,,,
