PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,SB,TT,PMC,MID,OID,GR,CIN,CON,RF,DEP,CI,SI,CN,OTO,OT,GN,LID,EIN,CRI,PS,FPS
14970029,NLM,MEDLINE,20040329,20210526,0195-6108 (Print) 0195-6108 (Linking),25,2,2004 Feb,MR imaging in toxoplasmosis encephalitis after bone marrow transplantation: paucity of enhancement despite fulminant disease.,270-3,"We present a patient who underwent bone marrow transplantation (BMT) after developing chronic myelocytic leukemia. Four months after BMT, he became comatose and died. MR imaging revealed multifocal brain lesions that were progressive but produced no edema. Postcontrast studies revealed that most of the lesions were nonenhancing. There was only discrete, irregular leptomeningeal enhancement with possible minimal enhancement of the cortex and subcortical white matter. Autopsy showed overwhelming toxoplasmosis encephalitis. This case illustrates that toxoplasmosis lesions may lack obvious contrast enhancement in the brain of the immunocompromised patients, despite severe involvement. Recognition of this unusual MR imaging manifestation of toxoplasmosis should lead to earlier diagnosis and treatment.","['Ionita, Catalina', 'Wasay, Mohammed', 'Balos, Lucia', 'Bakshi, Rohit']","['Ionita C', 'Wasay M', 'Balos L', 'Bakshi R']","['Department of Neurology and Pathology, University at Buffalo, SUNY, Buffalo, New York, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,AJNR Am J Neuroradiol,AJNR. American journal of neuroradiology,8003708,,"['Adult', '*Bone Marrow Transplantation/pathology', 'Brain/pathology', 'Brain Edema/diagnosis/pathology', 'Fatal Outcome', 'Humans', '*Image Enhancement', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/pathology/*therapy', '*Magnetic Resonance Imaging', 'Male', 'Meninges/pathology', 'Opportunistic Infections/*diagnosis/pathology', 'Toxoplasmosis, Cerebral/*diagnosis/pathology']",2004/02/19 05:00,2004/03/30 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/30 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,AJNR Am J Neuroradiol. 2004 Feb;25(2):270-3.,IM,,PMC7974597,,,,,,,,,,,,,,,,,,
14970028,NLM,MEDLINE,20040329,20210526,0195-6108 (Print) 0195-6108 (Linking),25,2,2004 Feb,Pretransplantation conditioning influence on the occurrence of cyclosporine or FK-506 neurotoxicity in allogeneic bone marrow transplantation.,261-9,"BACKGROUND AND PURPOSE: Transplantation conditioning regimens have been shown to affect the brain imaging appearance in patients with cyclosporine or FK-506 neurotoxicity. We assessed whether the occurrence of neurotoxicity was affected by the choice of conditioning regimen used before allogeneic bone marrow transplantation (allo-BMT). METHODS: An allo-BMT was performed in 290 patients conditioned before transplantation with myeloablative therapy. Neurotoxicity from cyclosporine or FK-506 developed in 21 (7.2%) of these patients, as confirmed with CT or MR imaging. Two hundred seventy-four (94%) of these 290 patients were conditioned with minor variations of one of five fundamental regimens: cyclophosphamide (Cy)/busulfan (n = 97), Cy/total body irradiation (TBI) (n = 122), Cy/thiotepa/TBI (n = 40), bischloroethylnitrosourea/etoposide/cytarabine/melphalan, or BEAM (n = 10), and Cy/thiotepa/busulfan (n = 5). The remaining 16 patients were prepared with variable regimens. The rates of occurrence of cyclosporine or FK-506 neurotoxicity relative to these conditioning regimens were compared. RESULTS: The lowest rate of cyclosporine or FK-506 neurotoxicity was found in those patients conditioned with Cy (2 days)/busulfan (4 days) (5.1%) or Cy (2 days)/TBI (4 days) (5.9%). Rate of neurotoxicity increased with lengthier conditioning regimens. A high rate of neurotoxicity was present in those patients conditioned with Cy (4 days)/TBI (4 days) (13.7%), and this was statistically significant (P <.05) when compared with Cy (2 days)/busulfan (4 days). CONCLUSION: The rate of occurrence of cyclosporine or FK-506 neurotoxicity varies with the conditioning regimen used, with lengthier regimens associated with a higher rate of neurotoxicity. As the length of the conditioning regimen equates to the total dose of chemotherapy administered, it suggests that the intensity of the regimen is correlated to the predisposition to neurotoxicity from cyclosporine or FK-506.","['Bartynski, Walter S', 'Zeigler, Zella R', 'Shadduck, Richard K', 'Lister, John']","['Bartynski WS', 'Zeigler ZR', 'Shadduck RK', 'Lister J']","['Department of Radiology, The Western Pennsylvania Hospital, Pittsburgh, PA, USA.']",['eng'],"['Comparative Study', 'Journal Article']",United States,AJNR Am J Neuroradiol,AJNR. American journal of neuroradiology,8003708,"['0 (Immunosuppressive Agents)', '83HN0GTJ6D (Cyclosporine)', 'WM0HAQ4WNM (Tacrolimus)']","['Adolescent', 'Adult', 'Aged', 'Bone Marrow Transplantation/*methods', 'Cerebral Cortex/diagnostic imaging/drug effects', 'Cyclosporine/*toxicity', 'Female', 'Humans', 'Immunosuppressive Agents/*toxicity', 'Leukemia/therapy', 'Lymphoma/therapy', '*Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/therapy', 'Neurotoxicity Syndromes/*diagnosis/mortality', 'Retrospective Studies', 'Survival Rate', 'Tacrolimus/*toxicity', '*Tomography, X-Ray Computed', 'Transplantation Conditioning/*methods', 'Whole-Body Irradiation']",2004/02/19 05:00,2004/03/30 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/30 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,AJNR Am J Neuroradiol. 2004 Feb;25(2):261-9.,IM,,PMC7974616,,,,,,,,,,,,,,,,,,
14969591,NLM,PubMed-not-MEDLINE,,20200930,1477-3163 (Print) 1477-3163 (Linking),3,1,2004 Feb 17,Analysis of in vivo and in vitro DNA strand breaks from trihalomethane exposure.,2,"BACKGROUND: Epidemiological studies have linked the consumption of chlorinated surface waters to an increased risk of two major causes of human mortality, colorectal and bladder cancer. Trihalomethanes (THMs) are by-products formed when chlorine is used to disinfect drinking water. The purpose of this study was to examine the ability of the THMs, trichloromethane (TCM), bromodichloromethane (BDCM), dibromochloromethane (DBCM), and tribromomethane (TBM), to induce DNA strand breaks (SB) in (1) CCRF-CEM human lymphoblastic leukemia cells, (2) primary rat hepatocytes (PRH) exposed in vitro, and (3) rats exposed by gavage or drinking water. METHODS: DNA SB were measured by the DNA alkaline unwinding assay (DAUA). CCRF-CEM cells were exposed to individual THMs for 2 hr. Half of the cells were immediately analyzed for DNA SB and half were transferred into fresh culture medium and incubated for an additional 22 hr before testing for DNA SB. PRH were exposed to individual THMs for 4 hr then assayed for DNA SB. F344/N rats were exposed to individual THMs for 4 hr, 2 weeks, and to BDCM for 5 wk then tested for DNA SB. RESULTS: CCRF-CEM cells exposed to 5- or 10-mM brominated THMs for 2 hr produced DNA SB. The order of activity was TBM>DBCM>BDCM; TCM was inactive. Following a 22-hr recovery period, all groups had fewer SB except 10-mM DBCM and 1-mM TBM. CCRF-CEM cells were found to be positive for the GSTT1-1 gene, however no activity was detected. No DNA SB, unassociated with cytotoxicity, were observed in PRH or F344/N rats exposed to individual THMs. CONCLUSION: CCRF-CEM cells exposed to the brominated THMs at 5 or 10 mM for 2 hr showed a significant increase in DNA SB when compared to control cells. Additionally, CCRF-CEM cells exposed to DBCM and TBM appeared to have compromised DNA repair capacity as demonstrated by an increased amount of DNA SB at 22 hr following exposure. CCRF-CEM cells were found to be positive for the GSTT1-1 gene, however no activity was detected. No DNA SB were observed in PRH or F344/N rats exposed to individual THMs.","['Geter, David R', 'Chang, Lina W', 'Hanley, Nancy M', 'Ross, Matthew K', 'Pegram, Rex A', 'DeAngelo, Anthony B']","['Geter DR', 'Chang LW', 'Hanley NM', 'Ross MK', 'Pegram RA', 'DeAngelo AB']","['National Health and Environmental Effects Research Laboratory, Office of Research and Development, US Environmental Protection Agency, Research Triangle Park, NC 27711 USA. geter.david@epa.gov']",['eng'],['Journal Article'],India,J Carcinog,Journal of carcinogenesis,101153623,,,2004/02/19 05:00,2004/02/19 05:01,['2004/02/19 05:00'],"['2003/10/22 00:00 [received]', '2004/02/17 00:00 [accepted]', '2004/02/19 05:00 [pubmed]', '2004/02/19 05:01 [medline]', '2004/02/19 05:00 [entrez]']","['10.1186/1477-3163-3-2 [doi]', '1477-3163-3-2 [pii]']",epublish,J Carcinog. 2004 Feb 17;3(1):2. doi: 10.1186/1477-3163-3-2.,,,PMC395841,,,,,,,20040217,,,,,,,,,,,
14969584,NLM,MEDLINE,20041026,20181113,1470-8728 (Electronic) 0264-6021 (Linking),380,Pt 1,2004 May 15,Further evidence for the existence of a specific process for the membrane transport of anandamide.,265-72,"Indirect evidence for the existence of a specific protein-mediated process for the cellular uptake of endocannabinoids has been reported, but recent results suggested that such a process, at least for AEA [ N -arachidonoylethanolamine (anandamide)], is facilitated uniquely by its intracellular hydrolysis by FAAH (fatty acid amide hydrolase) [Glaser, Abumrad, Fatade, Kaczocha, Studholme and Deutsch (2003) Proc. Natl. Acad. Sci. U.S.A. 100, 4269-4274]. In the present study, we show that FAAH alone cannot account for the facilitated diffusion of AEA across the cell membrane. In particular, (i) using a short incubation time (90 s) to avoid AEA hydrolysis by FAAH, AEA accumulation into rat basophilic leukaemia or C6 cells was saturable at low microM concentrations of substrate and non-saturable at higher concentrations; (ii) time-dependent and, at low microM concentrations of substrate, saturable AEA accumulation was observed also using mouse brain synaptosomes; (iii) using synaptosomes prepared from FAAH-deficient mice, saturable AEA accumulation was still observed, although with a lower efficacy; (iv) when 36 AEA and N -oleoylethanolamine analogues, most of which with phenyl rings in the polar head group region, were tested as inhibitors of AEA cellular uptake, strict structural and stereochemical requirements were needed to observe significant inhibition, and in no case the inhibition of FAAH overlapped with the inhibition of AEA uptake; and (v) AEA biosynthesis by cells and sensory neurons was followed by AEA release, and this latter process, which cannot be facilitated by FAAH, was still blocked by an inhibitor of AEA uptake. We suggest that at least one protein different from FAAH is required to facilitate AEA transport across the plasma membrane in a selective and bi-directional way.","['Ligresti, Alessia', 'Morera, Enrico', 'Van Der Stelt, Mario', 'Monory, Krisztina', 'Lutz, Beat', 'Ortar, Giorgio', 'Di Marzo, Vincenzo']","['Ligresti A', 'Morera E', 'Van Der Stelt M', 'Monory K', 'Lutz B', 'Ortar G', 'Di Marzo V']","['Endocannabinoid Research Group, Institute of Biomolecular Chemistry, National Research Council, Via Campi Flegrei 34, Comprensorio Olivetti, Bldg. 70, 80078 Pozzuoli (NA), Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem J,The Biochemical journal,2984726R,"['0 (Arachidonic Acids)', '0 (Carrier Proteins)', '0 (Endocannabinoids)', '0 (Enzyme Inhibitors)', '0 (Neoplasm Proteins)', '0 (Organophosphonates)', '0 (Polyunsaturated Alkamides)', '0 (methyl arachidonylfluorophosphonate)', '67526-95-8 (Thapsigargin)', 'EC 3.5.- (Amidohydrolases)', 'EC 3.5.1.- (fatty-acid amide hydrolase)', 'UR5G69TJKH (anandamide)']","['Amidohydrolases/antagonists & inhibitors/deficiency/genetics/metabolism', 'Animals', 'Arachidonic Acids/*metabolism/pharmacology', 'Biological Transport', 'Brain Chemistry', 'Carrier Proteins/*metabolism', 'Cell Line, Tumor/metabolism', 'Cell Membrane/metabolism', 'Cells, Cultured/drug effects/metabolism', 'Endocannabinoids', 'Enzyme Inhibitors/pharmacology', 'Ganglia, Spinal/cytology', 'Humans', 'Kidney/cytology', 'Leukemia, Basophilic, Acute/metabolism/pathology', 'Male', 'Mice', 'Mice, Knockout', 'Neoplasm Proteins/metabolism', 'Organophosphonates/pharmacology', 'Polyunsaturated Alkamides', 'Rats', 'Synaptosomes/metabolism', 'Thapsigargin/pharmacology']",2004/02/19 05:00,2004/10/27 09:00,['2004/02/19 05:00'],"['2004/02/17 00:00 [accepted]', '2004/01/26 00:00 [revised]', '2003/11/26 00:00 [received]', '2004/02/19 05:00 [pubmed]', '2004/10/27 09:00 [medline]', '2004/02/19 05:00 [entrez]']","['10.1042/BJ20031812 [doi]', 'BJ20031812 [pii]']",ppublish,Biochem J. 2004 May 15;380(Pt 1):265-72. doi: 10.1042/BJ20031812.,IM,,PMC1224156,,,,,,,,,,,,,,,,,,
14969494,NLM,MEDLINE,20040629,20191108,0006-341X (Print) 0006-341X (Linking),59,4,2003 Dec,Graphical exploration of gene expression data: a comparative study of three multivariate methods.,1131-9,"This article describes three multivariate projection methods and compares them for their ability to identify clusters of biological samples and genes using real-life data on gene expression levels of leukemia patients. It is shown that principal component analysis (PCA) has the disadvantage that the resulting principal factors are not very informative, while correspondence factor analysis (CFA) has difficulties interpreting distances between objects. Spectral map analysis (SMA) is introduced as an alternative approach to the analysis of microarray data. Weighted SMA outperforms PCA, and is at least as powerful as CFA, in finding clusters in the samples, as well as identifying genes related to these clusters. SMA addresses the problem of data analysis in microarray experiments in a more appropriate manner than CFA, and allows more flexible weighting to the genes and samples. Proper weighting is important, since it enables less reliable data to be down-weighted and more reliable information to be emphasized.","['Wouters, Luc', 'Gohlmann, Hinrich W', 'Bijnens, Luc', 'Kass, Stefan U', 'Molenberghs, Geert', 'Lewi, Paul J']","['Wouters L', 'Gohlmann HW', 'Bijnens L', 'Kass SU', 'Molenberghs G', 'Lewi PJ']","['Center for Statistics, Limburgs Universitair Centrum, transnationale Universiteit Limburg, Universitaire Campus, gebouw D, B-3590 Diepenbeek, Belgium. luc.wouters@luc.ac.be']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biometrics,Biometrics,0370625,,"['Biometry/*methods', '*Gene Expression', 'Models, Genetic', 'Models, Statistical', 'Multivariate Analysis', 'Oligonucleotide Array Sequence Analysis/*methods', 'Reproducibility of Results']",2004/02/19 05:00,2004/06/30 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/06/30 05:00 [medline]', '2004/02/19 05:00 [entrez]']",['10.1111/j.0006-341x.2003.00130.x [doi]'],ppublish,Biometrics. 2003 Dec;59(4):1131-9. doi: 10.1111/j.0006-341x.2003.00130.x.,IM,,,,,,['Biometrics. 2005 Jun;61(2):630-2; discussion 632-4. PMID: 16011715'],,,,,,,,,,,,,,
14969194,NLM,MEDLINE,20040413,20211203,0001-5547 (Print) 0001-5547 (Linking),48,1,2004 Jan-Feb,Pleural effusion as the first manifestation of pulmonary toxoplasmosis in a bone marrow transplant recipient.,114-6,,"['Collet, Guillaume', 'Marty, Pierre', 'Le Fichoux, Yves', 'Carles, Danielle', 'Bayle, Jacques', 'Sirvent, Anne', 'De Swardt, Philippe']","['Collet G', 'Marty P', 'Le Fichoux Y', 'Carles D', 'Bayle J', 'Sirvent A', 'De Swardt P']",,['eng'],"['Case Reports', 'Letter']",Switzerland,Acta Cytol,Acta cytologica,0370307,['0 (Antiparasitic Agents)'],"['Animals', 'Antiparasitic Agents/therapeutic use', 'Bone Marrow Transplantation/*adverse effects', 'Fatal Outcome', 'Female', 'Histiocytes/parasitology/pathology', 'Humans', 'Immunosuppression Therapy/*adverse effects', 'Leukemia, Myeloid/therapy', 'Lung/parasitology/pathology/physiopathology', 'Lung Diseases, Parasitic/immunology/*pathology/physiopathology', 'Middle Aged', 'Opportunistic Infections/immunology/parasitology/pathology', 'Pleural Effusion/immunology/*pathology/physiopathology', 'Respiratory Distress Syndrome/immunology/parasitology/pathology', 'Toxoplasma/cytology/immunology/pathogenicity', 'Toxoplasmosis/immunology/*pathology/physiopathology', 'Treatment Failure']",2004/02/19 05:00,2004/04/14 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/04/14 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,Acta Cytol. 2004 Jan-Feb;48(1):114-6.,IM,,,,,,,,,,,,,,,,,,,,
14969146,NLM,MEDLINE,20040504,20061115,1426-9686 (Print) 1426-9686 (Linking),15,89,2003 Nov,[Chemokines and their participation in leukemic cells migration].,468-70,"Impaired migration of leukocytes is characteristic feature of leukaemias. Knowledge of the mechanisms of leukaemia cells migration has expanded greatly in recent years. Leukocytes infiltrates are formed in surrounding tissues due to changes in chemokines and adhesion molecules concentrations. The adhesive interactions of cells with other cells and between cells and with the extracellular matrix are started by activation leukaemic leukocytes by specific chemokines. There are four groups of chemokines receptors: CXC, CC, C and CX3C. Unfortunately pathological processes of cells activation in the curse of leukaemias have not been fully explained yet. The paper presents current opinions about structure and role of some chemokines and their receptors in leukaemic cells migration.","['Parfienczyk, Adam', 'Kiersnowska-Rogowska, Beata', 'Rogowski, Franciszek']","['Parfienczyk A', 'Kiersnowska-Rogowska B', 'Rogowski F']",['Zaklad Medycyny Nuklearnej Akademii Medycznej w Bialymstoku.'],['pol'],"['English Abstract', 'Journal Article', 'Review']",Poland,Pol Merkur Lekarski,Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego,9705469,['0 (Chemokines)'],"['Cell Movement/physiology', 'Chemokines/*physiology', 'Humans', 'Leukemia/*metabolism/*pathology']",2004/02/19 05:00,2004/05/05 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/05/05 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,Pol Merkur Lekarski. 2003 Nov;15(89):468-70.,IM,Chemokiny i ich udzial w migracji komorek bialaczkowych.,,,,,,,25,,,,,,,,,,,,
14968730,NLM,MEDLINE,20040304,20200825,0304-4602 (Print) 0304-4602 (Linking),32,5 Suppl,2003 Sep,Ambulatory care of central venous Hickman's catheters can be successfully and safely carried out by parents at home: results of a patient education programme.,S39-40,,"['Tan, L M', 'Koay, L S', 'Dolendo, M C', 'Yeoh, A E', 'Quah, T C']","['Tan LM', 'Koay LS', 'Dolendo MC', 'Yeoh AE', 'Quah TC']","['Department of Nursing, National University Hospital, Singapore, 5 Lower Kent Ridge Road, Singapore 119074.']",['eng'],['Journal Article'],Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,,"['Adolescent', '*Ambulatory Care', '*Catheterization, Central Venous', 'Female', 'Humans', 'Leukemia/*therapy', 'Male', 'Neoplasms/*therapy', '*Parents', 'Patient Education as Topic']",2004/02/19 05:00,2004/03/05 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/05 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,Ann Acad Med Singap. 2003 Sep;32(5 Suppl):S39-40.,IM,,,,,,,,,,,,,,,,,,,,
14968729,NLM,MEDLINE,20040304,20200825,0304-4602 (Print) 0304-4602 (Linking),32,5 Suppl,2003 Sep,Both gram positive and gram negative organisms complicate neutropaenic sepsis in children with leukemia. A unit audit study and recommendation.,S37-8,,"['Lee, K Y', 'Chan, W S', 'Koay, L S', 'Huang, F', 'Tan, L M', 'Yeoh, A E']","['Lee KY', 'Chan WS', 'Koay LS', 'Huang F', 'Tan LM', 'Yeoh AE']","[""Department of Nursing, Division of Paediatric Haematology-Oncology, Children's Medical Institute, National University Hospital, 5 Lower Kent Ridge Road, Singapore 119074.""]",['eng'],['Journal Article'],Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,"['0 (Anti-Infective Agents)', '75J73V1629 (Ceftriaxone)']","['Anti-Infective Agents/*therapeutic use', 'Ceftriaxone/*therapeutic use', 'Child, Preschool', 'Female', 'Gram-Negative Bacterial Infections/*complications', 'Gram-Positive Bacterial Infections/*complications', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications', 'Male', 'Medical Audit', 'Neutropenia/*complications', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Retrospective Studies']",2004/02/19 05:00,2004/03/05 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/05 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,Ann Acad Med Singap. 2003 Sep;32(5 Suppl):S37-8.,IM,,,,,,,,,,,,,,,,,,,,
14968727,NLM,MEDLINE,20040304,20200825,0304-4602 (Print) 0304-4602 (Linking),32,5 Suppl,2003 Sep,Molecular monitoring of minimal residual disease in childhood acute lymphoblastic leukaemia using antigen receptor gene rearrangements is highly feasible for disease stratification and prognostication.,S31-3,,"['Kwok, C S', 'Kham, S K', 'Dolendo, M C', 'Ariffin, H', 'Lin, H P', 'Quah, T C', 'Yeoh, A E']","['Kwok CS', 'Kham SK', 'Dolendo MC', 'Ariffin H', 'Lin HP', 'Quah TC', 'Yeoh AE']","[""Division of Paediatric Haematology-Oncology, Children's Medical Institute, National University Hospital, National University of Singapore, 5 Lower Kent Ridge Road, Singapore 119074.""]",['eng'],['Journal Article'],Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,,"['Child', 'Gene Rearrangement', 'Humans', 'Neoplasm, Residual', 'Polymerase Chain Reaction/methods', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*genetics', 'Prognosis', 'Risk Assessment']",2004/02/19 05:00,2004/03/05 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/05 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,Ann Acad Med Singap. 2003 Sep;32(5 Suppl):S31-3.,IM,,,,,,,,,,,,,,,,,,,,
14968721,NLM,MEDLINE,20040304,20200825,0304-4602 (Print) 0304-4602 (Linking),32,5 Suppl,2003 Sep,"Real-time quantitative polymerase chain reaction (RO-PCR) using the LightCycler: a rapid, high-throughput method for detecting and quantifying fusion transcripts in childhood leukaemias for disease stratification and prognostication.",S18-21,,"['Loh, L H', 'Chen, S P', 'Quah, T C', 'Yeoh, A E', 'Ariffin, H']","['Loh LH', 'Chen SP', 'Quah TC', 'Yeoh AE', 'Ariffin H']","[""Division of Paediatric Haematology-Oncology, Children's Medical Institute, National University Hospital, National University of Singapore, 5 Lower Kent Ridge Road, Singapore 119074.""]",['eng'],['Journal Article'],Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,"['0 (Oncogene Proteins, Fusion)']","['Child', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/*genetics', 'Leukemia, Myeloid/diagnosis/*genetics', 'Oncogene Proteins, Fusion/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*genetics', 'Reverse Transcriptase Polymerase Chain Reaction/methods']",2004/02/19 05:00,2004/03/05 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/05 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,Ann Acad Med Singap. 2003 Sep;32(5 Suppl):S18-21.,IM,,,,,,,,,,,,,,,,,,,,
14968716,NLM,MEDLINE,20040304,20200825,0304-4602 (Print) 0304-4602 (Linking),32,5 Suppl,2003 Sep,RUNX and cancer.,S6-7,,"['Ito, Y', 'Osato, M', 'Ito, K']","['Ito Y', 'Osato M', 'Ito K']","['Oncology Research Institute, National University Medical Institute, National University of Singapore, Institute of Molecular and Cell Biology, Singapore.']",['eng'],['Journal Article'],Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (Core Binding Factor Alpha 3 Subunit)', '0 (Core Binding Factor alpha Subunits)', '0 (DNA-Binding Proteins)', '0 (Neoplasm Proteins)', '0 (Proto-Oncogene Proteins)', '0 (RUNX1 protein, human)', '0 (Runx1 protein, mouse)', '0 (Runx3 protein, human)', '0 (Runx3 protein, mouse)', '0 (Transcription Factors)']","['Animals', 'Core Binding Factor Alpha 2 Subunit', 'Core Binding Factor Alpha 3 Subunit', 'Core Binding Factor alpha Subunits', 'DNA-Binding Proteins/*genetics', 'Humans', 'Leukemia/genetics', 'Leukemia, Experimental/genetics', 'Mice', 'Neoplasm Proteins/*genetics', 'Proto-Oncogene Proteins/*genetics', 'Stomach Neoplasms/*genetics', 'Transcription Factors/*genetics']",2004/02/19 05:00,2004/03/05 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/05 05:00 [medline]', '2004/02/19 05:00 [entrez]']",,ppublish,Ann Acad Med Singap. 2003 Sep;32(5 Suppl):S6-7.,IM,,,,,,,,,,,,,,,,,,,,
14968586,NLM,MEDLINE,20040330,20190723,0021-5384 (Print) 0021-5384 (Linking),93,1,2004 Jan 10,[Primary plasma cell leukemia (IgD-lambda) with hyperammonemia].,139-41,,"['Minauchi, Koichiro', 'Fujie, Teiji', 'Matsubara, Noriko', 'Kasahara, Hideki', 'Ogura, Yositaka', 'Tamura, Motoo', 'Yamane, Yasuaki', 'Tanaka, Masahiro', 'Taneichi, Koji']","['Minauchi K', 'Fujie T', 'Matsubara N', 'Kasahara H', 'Ogura Y', 'Tamura M', 'Yamane Y', 'Tanaka M', 'Taneichi K']","['Department of Internal Medicine, Kitami Red Cross General Hospital.']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,"['0 (Biomarkers, Tumor)', '0 (Immunoglobulin D)', '5J49Q6B70F (Vincristine)', '7664-41-7 (Ammonia)', '7S5I7G3JQL (Dexamethasone)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'CVAD protocol', 'VAD protocol']","['Ammonia/blood', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/therapeutic use', 'Biomarkers, Tumor/analysis', 'Cyclophosphamide/administration & dosage', 'Dexamethasone/administration & dosage', 'Doxorubicin/administration & dosage', 'Female', 'Humans', 'Hyperammonemia/*etiology', 'Immunoglobulin D/analysis', 'Leukemia, Plasma Cell/*complications/diagnosis/drug therapy', 'Middle Aged', 'Multiple Myeloma/complications/diagnosis/drug therapy', 'Treatment Outcome', 'Vincristine/administration & dosage']",2004/02/19 05:00,2004/03/31 05:00,['2004/02/19 05:00'],"['2004/02/19 05:00 [pubmed]', '2004/03/31 05:00 [medline]', '2004/02/19 05:00 [entrez]']",['10.2169/naika.93.139 [doi]'],ppublish,Nihon Naika Gakkai Zasshi. 2004 Jan 10;93(1):139-41. doi: 10.2169/naika.93.139.,IM,,,,,,,,,,,,,,,,,,,,
