PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,PMC,CI,GR,CIN,CON,EIN,TT,LID,SI,UIN,RIN,OTO,OT,IR,FIR,IRAD,DEP,OID,GN
10773715,NLM,MEDLINE,20000627,20171101,1018-8665 (Print) 1018-8665 (Linking),200,2,2000,Pyoderma gangrenosum as an early revelator of acute leukemia.,176-8,"Bullous pyoderma gangrenosum is an atypical, more superficial variety of the classical pyoderma and is often associated with myeloproliferative disorders. We present the case of a patient who presented initially with subcutaneous nodules and who developed bullous lesions afterwards. Histological evaluation showed the presence of neutrophilic infiltrates in both lesions. A few months after the diagnosis of bullous pyoderma gangrenosum, an underlying leukemia was revealed. Our case illustrates the importance of regular blood and bone marrow examinations in patients with atypical bullous pyoderma gangrenosum, resulting in a rapid diagnosis of the underlying disease.","['Beele, H', 'Verhaeghe, E', 'Stockman, A', 'Janssens, A', 'Noens, L', 'Geerts, M L', 'Huys, I', 'Naeyaert, J']","['Beele H', 'Verhaeghe E', 'Stockman A', 'Janssens A', 'Noens L', 'Geerts ML', 'Huys I', 'Naeyaert J']","['Department of Dermatology, University Hospital Gent, Belgium.']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Dermatology,"Dermatology (Basel, Switzerland)",9203244,IM,"['Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Middle Aged', 'Pyoderma Gangrenosum/*complications/pathology', 'Skin/pathology']",2000/04/25 09:00,2000/07/06 11:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/07/06 11:00 [medline]', '2000/04/25 09:00 [entrez]']","['18360 [pii]', '10.1159/000018360 [doi]']",ppublish,Dermatology. 2000;200(2):176-8. doi: 10.1159/000018360.,,,,"['Copyright 2000 S. Karger AG, Basel.']",,,,,,,,,,,,,,,,,
10773706,NLM,MEDLINE,20000627,20171101,1018-8665 (Print) 1018-8665 (Linking),200,2,2000,Diffuse calcinosis cutis in a patient with congenital leukemia and leukemia cutis.,147-50,"We report an unusual case of congenital leukemia with leukemia cutis (LC) and diffuse calcinosis cutis. A newborn girl presented with widespread dusky red and yellowish cutaneous nodules and papules. Bone marrow morphology was consistent with the diagnosis of acute monocytic leukemia of the FAB M5 type. Skin biopsy specimens confirmed the presence of a leukemic infiltrate and revealed calcium salt deposition in the papillary and reticular dermis. Calcinosis was diffuse in the whole skin but spared other organs. Vascular calcification was not present. Serum calcium levels oscillated between 2.5 and 2.86 mmol/l, and phosphorus, parathyroid hormone and 25-hydroxyvitamin D(3) levels were normal. There were diffuse osteoporosis and spontaneous fractures of small tubular bones. The patient responded to chemotherapy but, following consolidation treatment, developed sepsis and died at 120 days of age. Congenital leukemia is rare and LC is uncommon. Hypercalcemia may be a complication of leukemia, which leads to multiorgan metastatic calcification. Despite the absence of frank hypercalcemia, the presence of bone lesions suggests that the patient's calcinosis cutis was of the metastatic type. However, the cutaneous leukemic infiltrate may also represent a triggering factor for calcium deposition in the skin.","['Lestringant, G G', 'Masouye, I', 'El-Hayek, M', 'Girardet, C', 'Revesz, T', 'Frossard, P M']","['Lestringant GG', 'Masouye I', 'El-Hayek M', 'Girardet C', 'Revesz T', 'Frossard PM']","['Tawam Hospital and Faculty of Medicine and Health Sciences, Al Ain, United Arab Emirates. gglest@emirates.net.ae']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Dermatology,"Dermatology (Basel, Switzerland)",9203244,IM,"['Acute Disease', 'Calcinosis/complications/*congenital/pathology', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia, Myeloid/complications/*congenital/pathology', 'Skin Neoplasms/complications/*congenital/pathology']",2000/04/25 09:00,2000/07/06 11:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/07/06 11:00 [medline]', '2000/04/25 09:00 [entrez]']","['18350 [pii]', '10.1159/000018350 [doi]']",ppublish,Dermatology. 2000;200(2):147-50. doi: 10.1159/000018350.,,,,"['Copyright 2000 S. Karger AG, Basel.']",,,,,,,,,,,,,,,,,
10773672,NLM,MEDLINE,20000613,20171101,0301-0171 (Print) 0301-0171 (Linking),88,1-2,2000,Eukaryotic translation termination factor gene (ETF1/eRF1) maps at D5S500 in a commonly deleted region of chromosome 5q31 in malignant myeloid diseases.,82-6,"The human genome contains four ETF1 (eukaryotic translation termination factor 1) homologous sequences, localized on chromosomes 5, 6, 7 and X, and corresponding to a functional gene on chromosome 5 and three processed pseudogenes on the other chromosomes. ETF1 genomic or cDNA probes were mapped by fluorescence in situ hybridization to 5q31, 6p21, 7q11 and Xp11.4-->p11.1. A microsatellite marker (D5S500) was identified in intron 7 of the functional ETF1 gene providing its exact position in the 5q31 band. Thus, the ETF1 gene is located in a 5q region which contains unidentified genes responsible for genetic or malignant disorders, and it might be considered as a candidate gene involved in the pathogenesis of these diseases.","['Guenet, L', 'Henry, C', 'Toutain, B', 'Dubourg, C', 'Le Gall, J Y', 'David, V', 'Le Treut, A']","['Guenet L', 'Henry C', 'Toutain B', 'Dubourg C', 'Le Gall JY', 'David V', 'Le Treut A']","['Departement de Biochimie et Biologie Moleculaire et UPR41 CNRS, Faculte de Medecine, Rennes, France. Lucienne.Guenet@univ-rennes.fr']",['eng'],['Journal Article'],Switzerland,Cytogenet Cell Genet,Cytogenetics and cell genetics,0367735,IM,"['Acute Disease', '*Chromosome Deletion', 'Chromosomes, Artificial, Yeast/genetics', 'Chromosomes, Human, Pair 5/*genetics', 'Exons/genetics', 'Genetic Predisposition to Disease/genetics', 'Humans', 'In Situ Hybridization, Fluorescence', 'Introns/genetics', 'Leukemia, Myeloid/*genetics', 'Lymphocytes', 'Male', 'Microsatellite Repeats/*genetics', 'Peptide Termination Factors/*genetics', 'Physical Chromosome Mapping', 'Polymerase Chain Reaction', 'Pseudogenes/*genetics', 'Sequence Tagged Sites']",2000/04/25 09:00,2000/06/17 09:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/06/17 09:00 [medline]', '2000/04/25 09:00 [entrez]']","['15491 [pii]', '10.1159/000015491 [doi]']",ppublish,Cytogenet Cell Genet. 2000;88(1-2):82-6. doi: 10.1159/000015491.,"['0 (ETF1 protein, human)', '0 (Peptide Termination Factors)']",,,"['Copyright 2000 S. Karger AG, Basel']",,,,,,,,,,,,,,,,,
10773658,NLM,MEDLINE,20000613,20171101,0301-0171 (Print) 0301-0171 (Linking),88,1-2,2000,Physical linkage of the lysyl oxidase-like (LOXL1) gene to the PML gene on human chromosome 15q22.,22-4,"A contig was constructed centered on the PML (promyelocytic leukemia) gene. Using an exon-trapping approach to identify potential genes from a pool of cosmids located 5' of the PML gene, four exons were identified that showed 100% sequence homology with the previously cloned lysyl oxidase-like (LOXL1) gene. An exon probe identified a single transcript of 2.4 kb on a multitissue Northern blot with a pattern identical to the one reported for the LOXL1 gene. Pulsed-field gel electrophoresis showed comigrating bands for both the PML cDNA and LOXL1 probes, demonstrating a physical linkage between these two genes. These data provide physical mapping information to complement the previous cytogenetic localization of LOXL1.","['Goy, A', 'Gilles, F', 'Remache, Y', 'Zelenetz, A D']","['Goy A', 'Gilles F', 'Remache Y', 'Zelenetz AD']","['Molecular Biology Program of Sloan-Kettering Institute and Memorial Sloan-Kettering Cancer Center, New York, NY 10021, USA.']",['eng'],['Journal Article'],Switzerland,Cytogenet Cell Genet,Cytogenetics and cell genetics,0367735,IM,"['Blotting, Southern', 'Chromosomes, Human, Pair 15/*genetics', 'Cloning, Molecular', '*Contig Mapping', 'Electrophoresis, Gel, Pulsed-Field', 'Exons/genetics', 'Genetic Linkage/*genetics', 'Humans', 'Neoplasm Proteins/*genetics', '*Nuclear Proteins', 'Polymorphism, Genetic/genetics', 'Promyelocytic Leukemia Protein', 'Protein-Lysine 6-Oxidase/*genetics', 'RNA, Messenger/analysis/genetics', 'Sequence Homology, Nucleic Acid', 'Transcription Factors/*genetics', 'Tumor Suppressor Proteins']",2000/04/25 09:00,2000/06/17 09:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/06/17 09:00 [medline]', '2000/04/25 09:00 [entrez]']","['15477 [pii]', '10.1159/000015477 [doi]']",ppublish,Cytogenet Cell Genet. 2000;88(1-2):22-4. doi: 10.1159/000015477.,"['0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Promyelocytic Leukemia Protein)', '0 (RNA, Messenger)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '143220-95-5 (PML protein, human)', 'EC 1.4.3.13 (Protein-Lysine 6-Oxidase)']",,,"['Copyright 2000 S. Karger AG, Basel']",,,,,,,,,,,,,,,,,
10773487,NLM,MEDLINE,20000615,20190921,0924-8579 (Print) 0924-8579 (Linking),14,3,2000 Apr,Chemistry and biological activity of new 3-benzazepines.,193-201,"This review summarizes our experiments investigating structure-activity relationships of 3-benzazepines. Three 7, 8-dihydroxy-3-benzazepines [7-9] were cytotoxic to human promyelotic leukaemia HL-60 cells. Compound [9] showed the highest cytotoxicity and the activity was twice as high as that of dopamine (DA, [11]). Three active compounds [7-9] produced radicals, whereas other less potent benzazepines [1-6, 10] did not produce radicals. Furthermore, cytotoxic 3-benzazepines [7-9] also enhanced the decay of ascorbic acid in rat brain homogenate. Two 7,8-dimethoxy-3-benzazepines [5, 10] were able to form a complex with the replicative form of plasmid DNA. The multidrug resistance (MDR) P-glycoprotein (Pgp) efflux pump of mouse lymphoma cells was inhibited by three compounds [5, 8, 10]. Compound [8] has the highest activity in MDR reversal and is two times more potent than verapamil. Three cytotoxic 3-benzazepines [7-9] showed inhibitory effects against reverse transcriptase (RT) of Moloney leukemia.","['Kawase, M', 'Saito, S', 'Motohashi, N']","['Kawase M', 'Saito S', 'Motohashi N']","['Faculty of Pharmaceutical Sciences, Josai University, 1-1 Keyakidai, Sakado, Saitama, Japan.']",['eng'],"['Journal Article', 'Review']",Netherlands,Int J Antimicrob Agents,International journal of antimicrobial agents,9111860,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/antagonists & inhibitors', 'Animals', 'Ascorbic Acid/metabolism', 'Benzazepines/chemical synthesis/*pharmacology/toxicity', 'Brain Chemistry', 'Dopamine Antagonists/chemical synthesis/*pharmacology/toxicity', 'HL-60 Cells/drug effects', 'Humans', 'Moloney murine leukemia virus/drug effects/enzymology', 'Plasmids/chemistry', 'RNA-Directed DNA Polymerase/chemistry', 'Structure-Activity Relationship']",2000/04/25 09:00,2000/06/17 09:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/06/17 09:00 [medline]', '2000/04/25 09:00 [entrez]']","['S0924-8579(99)00155-7 [pii]', '10.1016/s0924-8579(99)00155-7 [doi]']",ppublish,Int J Antimicrob Agents. 2000 Apr;14(3):193-201. doi: 10.1016/s0924-8579(99)00155-7.,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Benzazepines)', '0 (Dopamine Antagonists)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)', 'PQ6CK8PD0R (Ascorbic Acid)']",45,,,,,,,,,,,,,,,,,,,
10773450,NLM,MEDLINE,20000713,20190816,0378-1119 (Print) 0378-1119 (Linking),247,1-2,2000 Apr 18,Cryptic splice site activation during RNA processing of MLL/AF4 chimeric transcripts in infants with t(4;11) positive ALL.,111-8,"Co-expression of multiple variants of the MLL/AF4 fusion transcript is a common phenomenon in patients with acute lymphoblastic leukemia (ALL) with t(4;11)(q21;q23). Different transcriptional and post-transcriptional mechanisms were found to contribute to the heterogeneity of the chimeric transcripts. Multiple splice variants are generated by utilizing alternative splice sites that result in the joining of different MLL-exons within the breakpoint cluster region to one of three exons in the AF4 fusion partner. To address the question of how splice site selection occurs during RNA processing, we investigated der(11) transcripts in 10 infants with t(4;11) positive ALL. Specific RT-PCR products were analyzed by Southern blot hybridization, SSCP, endonuclease digestion, cloning and sequencing. In patients co-expressing as many as six different chimeric mRNA species, activation of cryptic splice sites has been detected in MLL-exons 8 and 10. This led to the formation of four novel transcript variants, three of which maintained open reading frames (ORFs). Patients with cryptic donor site activation in MLL-exon 8 did not have any MLL-exon 8/AF4 transcripts using the authentic 5' splice site, although this site is 100% homologous to the consensus sequence. However, since MLL-exon 8 does not end in-phase, the use of the authentic splice site would result in loss of the ORF of the fusion message. The activated cryptic splicing sites are located in the vicinity of the polypurine stretches present in MLL-exons 8 and 10, which are known to function as splicing enhancers recognized by SR proteins. We postulate that both the nonsense-mediated decay eliminating correctly spliced MLL-exon 8/AF4 mRNAs and activation of suboptimal splicing sites contribute to the diversity of MLL/AF4 RNA species.","['Divoky, V', 'Trka, J M', 'Watzinger, F', 'Lion, T']","['Divoky V', 'Trka JM', 'Watzinger F', 'Lion T']","[""Children's Cancer Research Institute (CCRI), St. Anna Children's Hospital, Kinderspitalgasse 6, A-1090, Wien, Austria.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Gene,Gene,7706761,IM,"['Alternative Splicing/*genetics', 'Binding Sites', 'Chromosome Breakage', 'Chromosomes, Human, Pair 11/*genetics', 'Chromosomes, Human, Pair 4/*genetics', 'DNA-Binding Proteins/genetics', 'Exons', 'Gene Expression Regulation', 'Gene Expression Regulation, Neoplastic', 'Genetic Heterogeneity', 'Genetic Variation', 'Histone-Lysine N-Methyltransferase', 'Humans', 'Infant', 'Introns', 'Mutation', 'Myeloid-Lymphoid Leukemia Protein', 'Neoplasm Proteins/genetics', 'Oncogene Proteins, Fusion/*genetics', 'Open Reading Frames', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', '*Proto-Oncogenes', 'RNA Processing, Post-Transcriptional', 'RNA, Messenger/genetics', 'Reverse Transcriptase Polymerase Chain Reaction', '*Transcription Factors', 'Transcription, Genetic', '*Translocation, Genetic', 'Tumor Cells, Cultured']",2000/04/25 09:00,2000/07/15 11:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/07/15 11:00 [medline]', '2000/04/25 09:00 [entrez]']","['S0378-1119(00)00111-6 [pii]', '10.1016/s0378-1119(00)00111-6 [doi]']",ppublish,Gene. 2000 Apr 18;247(1-2):111-8. doi: 10.1016/s0378-1119(00)00111-6.,"['0 (DNA-Binding Proteins)', '0 (KMT2A protein, human)', '0 (MLL-AF4 fusion protein, human)', '0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (RNA, Messenger)', '0 (Transcription Factors)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",,,,,,,,,,,,,,,,,,,,
10773419,NLM,MEDLINE,20000613,20190701,0304-3940 (Print) 0304-3940 (Linking),284,3,2000 Apr 28,Activin promotes astrocytic differentiation of a multipotent neural stem cell line and an astrocyte progenitor cell line from murine central nervous system.,143-6,"The effects of activin A were investigated on the development of a multipotent neural stem cell line (MEB5) and an astrocyte progenitor cell line (AP-16) that were established from murine central nervous system (CNS). Reverse transcriptase-polymerase chain reaction (RT-PCR) analysis demonstrated that each cell line expresses both type I and type II activin receptors and signaling molecules for activin, Smad2, Smad3, and Smad4. Activin A did not affect the proliferation of MEB5 and AP-16 cells. When each cell line was treated alone with activin A, glial fibrillary acidic protein (GFAP), a marker for astrocytes, was induced in AP-16 cells, but not in MEB5 cells. However, activin A accelerated the leukemia inhibitory factor (LIF)-induced astroglial differentiation of MEB5 cells. These results suggest that activin promotes astrocyte differentiation of CNS neural progenitors, and the competence to activin is different between multipotent stem cells and unipotent astrocyte progenitor cells.","['Satoh, M', 'Sugino, H', 'Yoshida, T']","['Satoh M', 'Sugino H', 'Yoshida T']","['Animal Cell Bank, Institute for Fermentation, Osaka (IFO), 2-17-85 Juso-honmachi, Yodogawa-ku, Osaka, Japan. satoh-motonobu@ifo.or.jp']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Ireland,Neurosci Lett,Neuroscience letters,7600130,IM,"['Activin Receptors, Type I', 'Activin Receptors, Type II', 'Activins', 'Animals', 'Astrocytes/cytology/*drug effects', 'Cell Differentiation/*drug effects', 'Cell Division/drug effects', 'Cell Line', 'Central Nervous System/*cytology/drug effects', 'DNA-Binding Proteins/genetics', 'Glial Fibrillary Acidic Protein/metabolism', 'Growth Inhibitors/pharmacology', 'Inhibins/*pharmacology', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/pharmacology', 'Mice', 'Mice, Inbred C3H', 'Neurons/cytology/*drug effects', 'RNA, Messenger/analysis/genetics', 'Receptors, Growth Factor/genetics', 'Smad2 Protein', 'Smad3 Protein', 'Smad4 Protein', 'Stem Cells/cytology/*drug effects', 'Trans-Activators/genetics']",2000/04/25 09:00,2000/06/17 09:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/06/17 09:00 [medline]', '2000/04/25 09:00 [entrez]']","['S0304394000009812 [pii]', '10.1016/s0304-3940(00)00981-2 [doi]']",ppublish,Neurosci Lett. 2000 Apr 28;284(3):143-6. doi: 10.1016/s0304-3940(00)00981-2.,"['0 (DNA-Binding Proteins)', '0 (Glial Fibrillary Acidic Protein)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)', '0 (RNA, Messenger)', '0 (Receptors, Growth Factor)', '0 (Smad2 Protein)', '0 (Smad2 protein, mouse)', '0 (Smad3 Protein)', '0 (Smad3 protein, mouse)', '0 (Smad4 Protein)', '0 (Smad4 protein, mouse)', '0 (Trans-Activators)', '104625-48-1 (Activins)', '57285-09-3 (Inhibins)', 'EC 2.7.11.30 (Activin Receptors, Type I)', 'EC 2.7.11.30 (Activin Receptors, Type II)']",,,,,,,,,,,,,,,,,,,,
10773404,NLM,MEDLINE,20000602,20190720,0304-3835 (Print) 0304-3835 (Linking),152,2,2000 May 1,Limited synergistic effect of antisense oligonucleotides against bcr-abl and transferrin receptor mRNA in leukemic cells in culture.,135-43,"The synergistic use of antisense oligonucleotides (ASOs) towards the bcr-abl and the transferrin receptor (TfR) mRNA was studied in a chronic myeloid leukemia (CML) cell line, aiming to improve the efficiency of individual ASO treatment. At 20 microM concentration, bcr-abl ASOs reduced cell growth by 40% and was specific for cells that have the translocation: there was a 34% reduction of BCR-ABL protein. The TfR ASO reduced cell growth by 20% and decreased TfR protein by 24%. The ASOs were more potent at reducing cell growth when used in combination (respectively, -20 and -17% than bcr-abl ASO and TfR ASO when used individually at the 10 microM concentration), thus we postulate that there is synergism of action. Cell cycle analysis also revealed that the sub-G1 peak was bigger in the synergistic treatment.","['Vasconcelos, M H', 'Beleza, S S', 'Quirk, C', 'Maia, L F', 'Sambade, C', 'Guimaraes, J E']","['Vasconcelos MH', 'Beleza SS', 'Quirk C', 'Maia LF', 'Sambade C', 'Guimaraes JE']","['Instituto de Patologia e Imunologia Molecular da Universidade do Porto, Rua Dr. Roberto Frias, s/n, 4200, Porto, Portugal.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Ireland,Cancer Lett,Cancer letters,7600053,IM,"['Antigens, CD/metabolism', 'Antigens, Differentiation, B-Lymphocyte/metabolism', 'Blotting, Northern', 'Blotting, Western', 'Cell Cycle', 'Cell Division', 'Flow Cytometry', 'Fusion Proteins, bcr-abl/*genetics', 'HL-60 Cells', 'Humans', 'K562 Cells', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Oligonucleotides, Antisense/*pharmacology', 'RNA, Messenger/*genetics', 'Receptors, Transferrin/*genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Time Factors', 'Tumor Cells, Cultured']",2000/04/25 09:00,2000/06/10 09:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/06/10 09:00 [medline]', '2000/04/25 09:00 [entrez]']","['S0304383599004413 [pii]', '10.1016/s0304-3835(99)00441-3 [doi]']",ppublish,Cancer Lett. 2000 May 1;152(2):135-43. doi: 10.1016/s0304-3835(99)00441-3.,"['0 (Antigens, CD)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (CD71 antigen)', '0 (Oligonucleotides, Antisense)', '0 (RNA, Messenger)', '0 (Receptors, Transferrin)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,,,,,,,,,,,,,,,,,,,
10773332,NLM,MEDLINE,20000630,20190915,0168-3659 (Print) 0168-3659 (Linking),67,1,2000 Jun 15,Poly(ethylene carbonate) microspheres: manufacturing process and internal structure characterization.,89-99,"The granulocyte-macrophage colony stimulating factor (GM-CSF), a water-soluble cytokine, was encapsulated in poly(ethylene carbonate) microspheres (MS) by a double emulsion w(1)/o/w(2) solvent evaporation method. Poly(ethylene carbonate) is a new polymer of high molecular weight (MW) and forms polymer matrices that are exclusively surface bioerodible. In the frame of this study, the influence of the polymer molecular weight and the polymer concentration in the organic phase on the physico-chemical characteristics of the microspheres were investigated. Ninety percent of the microspheres had a diameter ranging between 4 and 136 microm, with a mean value of 30 microm. The encapsulation ratios ranged from 2.22 to 2.51% (w/w) depending on the molecular weight of the polymer corresponding to an encapsulation efficiency of 70 to 100%, respectively. Independent of the polymer molecular weight used, the in vitro drug release was very low, ranging from 5.61 to less than 1% of the total encapsulated GM-CSF amount. Scanning electron microscopy (SEM) analysis showed microparticles with spherical shapes and smooth surfaces containing a few small globules. The inner structure of the microspheres appeared to consist of a polymeric matrix surrounding numerous globules. These globules have different sizes, shape and distribution in the polymeric matrix, depending on the concentration of the polymer solution and on the polymer molecular weight. In addition, it was demonstrated that the GM-CSF lowered the interfacial tension between the GM-CSF aqueous solution and the methylene chloride organic phase. The active critical concentration was as low as 0.008 mg/ml. It was therefore suggested that this particular behavior contributed to the stabilization of the primary emulsion during the formation of the microspheres, leading to rather high encapsulation efficiency.","['Lambert, O', 'Nagele, O', 'Loux, V', 'Bonny, J D', 'Marchal-Heussler, L']","['Lambert O', 'Nagele O', 'Loux V', 'Bonny JD', 'Marchal-Heussler L']","['Novartis Pharma AG, Pharmaceutical Development, CH-4002, Basel, Switzerland.']",['eng'],['Journal Article'],Netherlands,J Control Release,Journal of controlled release : official journal of the Controlled Release Society,8607908,IM,"['Cell Division/drug effects', 'Cell Line', 'Drug Compounding', 'Drug Stability', 'Emulsions', 'Granulocyte-Macrophage Colony-Stimulating Factor/*administration & dosage/chemistry/pharmacology', 'Humans', 'Leukemia, Erythroblastic, Acute/blood', 'Microspheres', 'Molecular Weight', 'Particle Size', 'Polyethylenes/*chemistry', 'Solutions', 'Surface Tension', 'Viscosity']",2000/04/25 09:00,2000/07/08 11:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/07/08 11:00 [medline]', '2000/04/25 09:00 [entrez]']","['S0168-3659(00)00198-X [pii]', '10.1016/s0168-3659(00)00198-x [doi]']",ppublish,J Control Release. 2000 Jun 15;67(1):89-99. doi: 10.1016/s0168-3659(00)00198-x.,"['0 (Emulsions)', '0 (Polyethylenes)', '0 (Solutions)', '25718-55-2 (polyethylene carbonate)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",,,,,,,,,,,,,,,,,,,,
10773108,NLM,MEDLINE,20000619,20190831,0171-967X (Print) 0171-967X (Linking),66,5,2000 May,Enhanced expression of extracellular calcium sensing receptor in monocyte-differentiated versus undifferentiated HL-60 cells: potential role in regulation of a nonselective cation channel.,375-82,"Human promyelocytic leukemia cells (HL-60) have been used widely as a model for studying the differentiation of hematopoietic progenitor cells in vitro. After treatment with phorbol-12-myristate-13-acetate (PMA) or 1,25-dihydroxyvitamin D(3) [1,25(OH)(2)D(3)], HL-60 cells differentiate into cells with the phenotype of monocytes/macrophages. We previously showed that peripheral blood monocytes and the murine J774 monocytic cell line express the CaR, and myeloid progenitors in the bone marrow and myeloid cells in peripheral blood other than monocytes express lower levels of the CaR. Therefore, we investigated whether undifferentiated HL-60 cells express a functional G protein-coupled, extracellular calcium (Ca(2+)(o))-sensing receptor (CaR) and if the expression of the CaR increases as these cells differentiate along the monocytic lineage. The use of reverse transcription-polymerase chain reaction (RT-PCR) with CaR-specific primers, followed by sequencing of the amplified products, identified an authentic CaR transcript in undifferentiated HL-60 cells. Both immunocytochemistry and Western blot analysis using a CaR-specific antiserum detected low levels of CaR protein expression in undifferentiated HL-60 cells. The levels of CaR protein increased considerably following treatment of the cells with PMA (50 nM) or 1,25(OH)(2)D(3) (100 nM) for 5 days. Northern analysis using a CaR-specific riboprobe identified CaR transcripts in undifferentiated HL-60 cells, but CaR mRNA levels did not change appreciably after treatment with either agent, suggesting that upregulation of CaR protein occurs at a translational level. PMA-treated HL-60 cells expressed a nonselective cation channel (NCC), and the calcimimetic CaR activator, NPS R-467, but not its less active stereoisomer, NPS S-467, as well as the polycationic CaR agonist, neomycin, activated this NCC, demonstrating that the CaR expressed in these cells is functionally active. Therefore, HL-60 cells exhibit an increase in CaR protein expression, occurring at a translational level during their differentiation into cells with a monocyte/macrophage phenotype in response to treatment with PMA or 1, 25(OH)(2)D(3), which is functionally linked to activation of a nonselective cation channel.","['Yamaguchi, T', 'Ye, C', 'Chattopadhyay, N', 'Sanders, J L', 'Vassilev, P M', 'Brown, E M']","['Yamaguchi T', 'Ye C', 'Chattopadhyay N', 'Sanders JL', 'Vassilev PM', 'Brown EM']","[""Endocrine-Hypertension Division, Department of Medicine, Brigham and Women's Hospital, 221 Longwood Ave., and Harvard Medical School, Boston, Massachusetts 02115, USA.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Calcif Tissue Int,Calcified tissue international,7905481,IM,"['Animals', 'Base Sequence', 'Calcium/*metabolism', 'Cell Differentiation/drug effects', 'DNA Primers/genetics', 'HL-60 Cells', 'Humans', 'Immunohistochemistry', 'Ion Channels/*metabolism', 'Mice', 'Monocytes/cytology/drug effects/*metabolism', 'RNA, Messenger/genetics/metabolism', 'Receptors, Calcium-Sensing', 'Receptors, Cell Surface/genetics/*metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Tetradecanoylphorbol Acetate/pharmacology']",2000/04/25 09:00,2000/06/24 11:00,['2000/04/25 09:00'],"['2000/04/25 09:00 [pubmed]', '2000/06/24 11:00 [medline]', '2000/04/25 09:00 [entrez]']","['CT253-98 [pii]', '10.1007/s002230010076 [doi]']",ppublish,Calcif Tissue Int. 2000 May;66(5):375-82. doi: 10.1007/s002230010076.,"['0 (DNA Primers)', '0 (Ion Channels)', '0 (RNA, Messenger)', '0 (Receptors, Calcium-Sensing)', '0 (Receptors, Cell Surface)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)', 'SY7Q814VUP (Calcium)']",,,,"['DK41415/DK/NIDDK NIH HHS/United States', 'DK48330/DK/NIDDK NIH HHS/United States', 'DK52005/DK/NIDDK NIH HHS/United States']",,,,,,,,,['NASA'],"['NASA Discipline Musculoskeletal', 'Non-NASA Center']","[""O'Malley BW""]","[""O'Malley, B W""]","['Baylor Coll Med, Houston, TX']",,,
