PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,CON,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,AB,CI,OTO,OT,PMC,CN,SI,GR,MID,TT,CIN,COIS,AUID,EIN,OID,IR,FIR
24188375,NLM,Publisher,,20191120,1744-5116 (Electronic) 1388-0209 (Linking),,,2013 Nov 5,Pro-apoptotic effect of Persea americana var. Hass (avocado) on Jurkat lymphoblastic leukemia cells.,,,"['Bonilla-Porras, Angelica R', 'Salazar-Ospina, Andrea', 'Jimenez-Del-Rio, Marlene', 'Pereanez-Jimenez, Andres', 'Velez-Pardo, Carlos']","['Bonilla-Porras AR', 'Salazar-Ospina A', 'Jimenez-Del-Rio M', 'Pereanez-Jimenez A', 'Velez-Pardo C']","['Neuroscience Research Group, Medical Research Institute, Faculty of Medicine, University of Antioquia , Medellin , Colombia .']",['eng'],['Journal Article'],20131105,England,Pharm Biol,Pharmaceutical biology,9812552,,,,2013/11/06 06:00,2013/11/06 06:00,['2013/11/06 06:00'],"['2013/11/06 06:00 [entrez]', '2013/11/06 06:00 [pubmed]', '2013/11/06 06:00 [medline]']",['10.3109/13880209.2013.842599 [doi]'],aheadofprint,Pharm Biol. 2013 Nov 5. doi: 10.3109/13880209.2013.842599.,,"Abstract Context: Therapy for leukemia has a limited efficacy. There is a need to search for alternative anti-leukemia therapies. Persea americana Mill var. Hass (Lauraceae) is a tropical fruit (avocado) that might be used against cancer. Objective: To investigate whether P. americana induces death in Jurkat lymphoblastic leukemia cells. Materials and methods: Four ethanol extracts (0.1, 0.5, 1, 2 and 5 mg/mL) from avocado fruit (endocarp, whole seed, seed and leaves) were analyzed against Jurkat cells. Hydrogen peroxide generation by oxidation of 2',7'-dichlorodihydrofluorescein diacetate to the fluorescent compound 2',7'-dichlorfluorescein assay, acridine orange/ethidium bromide staining, flow cytometry analysis of annexin-V/7-amino-actinomycin, mitochondrial membrane potential and immunocytochemistry detection of transcription factor p53, caspase-3 and apoptosis-inducing factor (AIF) were evaluated. Results: Endocarp, seed, whole seed, and leaf (0.1 mg/mL) extracts induced significant apoptosis in Jurkat cells (p < 0.001) in an oxidative stress-dependent fashion via mitochondrial membrane depolarization (52-87%), activation of transcription factor p53 (6.3-25.4%), protease caspase-3 (8.3-20%) and predominance of AIF reactivity (20.6-36%) in all extracts. Similar results were obtained with 0.5 mg/mL extracts. However, extract >/=1 mg/mL concentration induced necrosis (100%). Conclusions: P. americana extracts function as a pro-apoptotic compound. Leukemic cells are eliminated through an oxidative stress mechanism. This study contributes to the understanding of the molecular mechanism of the avocado and its therapeutic action on leukemia.",,,,,,,,,,,,,,,,
24188312,NLM,MEDLINE,20140928,20170930,1365-2710 (Electronic) 0269-4727 (Linking),39,1,2014 Feb,Simultaneous manifestation of pleural effusion and acute renal failure associated with dasatinib: a case report.,102-5,10.1111/jcpt.12107 [doi],"['Kaiafa, G', 'Kakaletsis, N', 'Savopoulos, C', 'Perifanis, V', 'Giannouli, A', 'Papadopoulos, N', 'Zisekas, S', 'Hatzitolios, A I']","['Kaiafa G', 'Kakaletsis N', 'Savopoulos C', 'Perifanis V', 'Giannouli A', 'Papadopoulos N', 'Zisekas S', 'Hatzitolios AI']","['First Propedeutic Department of Internal Medicine, Medical School, Aristotle University of Thessaloniki, AHEPA University Hospital, Thessaloniki, Greece.']",['eng'],"['Case Reports', 'Journal Article']",20131105,England,J Clin Pharm Ther,Journal of clinical pharmacy and therapeutics,8704308,IM,,"['Acute Kidney Injury/*chemically induced', 'Dasatinib', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy', 'Middle Aged', 'Pleural Effusion/*chemically induced', 'Pyrimidines/*adverse effects/therapeutic use', 'Thiazoles/*adverse effects/therapeutic use']",2013/11/06 06:00,2014/10/01 06:00,['2013/11/06 06:00'],"['2013/07/20 00:00 [received]', '2013/10/01 00:00 [accepted]', '2013/11/06 06:00 [entrez]', '2013/11/06 06:00 [pubmed]', '2014/10/01 06:00 [medline]']",['10.1111/jcpt.12107 [doi]'],ppublish,J Clin Pharm Ther. 2014 Feb;39(1):102-5. doi: 10.1111/jcpt.12107. Epub 2013 Nov 5.,"['0 (Pyrimidines)', '0 (Thiazoles)', 'RBZ1571X5H (Dasatinib)']","WHAT IS KNOWN AND OBJECTIVE: Dasatinib is a novel second-generation inhibitor of multiple tyrosine kinases, indicated for the treatment for Philadelphia chromosome-positive (Ph+) chronic myeloid leukaemia (CML), acute lymphoblastic leukaemia (ALL) and lymphoid blast CML with resistance or intolerance to prior therapy. Although dasatinib is a potent, efficacious and generally well-tolerated drug, patients are also subject to various adverse effects. The most common pulmonary-related side effect is pleural effusion (PE). Renal failure has been reported rarely as a side effect of dasatinib treatment. We report the first case of a patient with imatinib-resistant CML who developed PE and acute renal failure (ARF) simultaneously, after being placed on dasatinib therapy. CASE SUMMARY: We report a 58-year-old female dasatinib-treated patient with Ph+ chronic phase CML who was admitted to our hospital due to persisted dyspnoea and fever. After reviewing the laboratory and clinical findings, we determined our patient as having simultaneously ARF and PE related to dasatinib therapy. Dasatinib was discontinued, and after 10 days of treatment with ampicillin-sulbactam, allopurinol, amlodipine, furosemide and methylprednisolone, she was discharged home effusion free and with ameliorated renal function. WHAT IS NEW AND CONCLUSION: PE is the most common extra-haematological toxicity observed during dasatinib treatment whose pathogenesis is still unclear. A possible role of cytokines, such as platelet-derived growth factor receptor (PDGFR)-beta and vascular endothelial growth factor (VEGF), in causing endothelial permeability has been suggested. The aetiology of renal failure is also unclear in these patients, but two different possible mechanisms have been suggested such as tumour lysis syndrome and toxic tubular damage. In conclusion, here we describe the first case of simultaneous manifestation of PE and ARF associated with dasatinib. Thus, in patients treated with tyrosine kinase inhibitors, especially those with predisposing nephrological or haematological factors, serum creatinine levels should be monitored routinely.",['(c) 2013 John Wiley & Sons Ltd.'],['NOTNLM'],"['acute renal failure', 'adverse event', 'dasatinib', 'pleural effusion', 'simultaneous', 'tyrosine kinase inhibitor']",,,,,,,,,,,,,
24188098,NLM,MEDLINE,20140707,20211021,1471-2490 (Electronic) 1471-2490 (Linking),13,,2013 Nov 4,A modified method for isolation of bladder cancer stem cells from a MB49 murine cell line.,57,10.1186/1471-2490-13-57 [doi],"['Zhu, Yong-tong', 'Lei, Cheng-yong', 'Luo, Yang', 'Liu, Na', 'He, Cheng-wu', 'Chen, Wei', 'Li, Fei', 'Deng, Yong-jian', 'Tan, Wan-long']","['Zhu YT', 'Lei CY', 'Luo Y', 'Liu N', 'He CW', 'Chen W', 'Li F', 'Deng YJ', 'Tan WL']","['Department of Urology, Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong 510515, P,R, China. tanwanlong@gmail.com.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20131104,England,BMC Urol,BMC urology,100968571,IM,,"['Animals', 'Cell Culture Techniques/*methods', 'Cell Line, Tumor', 'Cell Separation/*methods', 'Culture Media, Serum-Free', 'Flow Cytometry/*methods', 'Mice', 'Neoplastic Stem Cells/*pathology', 'Urinary Bladder Neoplasms/*pathology']",2013/11/06 06:00,2014/07/08 06:00,['2013/11/06 06:00'],"['2013/09/08 00:00 [received]', '2013/10/26 00:00 [accepted]', '2013/11/06 06:00 [entrez]', '2013/11/06 06:00 [pubmed]', '2014/07/08 06:00 [medline]']","['1471-2490-13-57 [pii]', '10.1186/1471-2490-13-57 [doi]']",epublish,BMC Urol. 2013 Nov 4;13:57. doi: 10.1186/1471-2490-13-57.,"['0 (Culture Media, Serum-Free)']","BACKGROUND: The vaccine was efficiently effective against bladder cancer in earlier studies. However, a part of the mouse bladder tumour regrew due to regression after a period of time as the cancer stem cells could not be eliminated. In this study, we showed a modified method for the isolation of MB49 bladder cancer stem cells (MCSCs). METHODS: Through a comparison of different serum-free culture mediums (SFM), MCSCs were isolated by a combination of the limited dilution method and the optimal SFM method. The characterizations of MCSCs were verified by the fluorescence activated cell sorting, the quantitative polymerase chain reaction, the western blotting, the cell proliferation assay, the soft agar assay, the transwell assay, the resistance to chemotherapy assay and the tumor xenograft formation assay. RESULTS: The optimal SFM contained a RPMI1640+ epidermal growth factor (20 ng/ml), a basic fibroblast growth factor (20 ng/ml), a leukemia inhibitory factor (20 ng/ml), a B-27 serum-free supplement (20 mul/ml), and a bovine serum albumin (4 mug/ml). MCSCs possessed the high expression of cancer stem cell markers (CD133, CD44, OCT4, NANOG, and ABCG2) and the ability of differentiation. In functional comparisons, MCSCs had higher proliferative abilities, lower susceptibility to chemotherapy, greater migration in vitro, and stronger tumorigenic abilities in vivo. CONCLUSION: MCSCs displayed specific cancer stem cells properties. Our study showed MCSCs were isolated successfully with a modified method using a combination of limited dilution and SFM methods.",,,,PMC3840686,,,,,,,,,,,,
24188054,NLM,MEDLINE,20140923,20181203,1941-837X (Electronic) 1369-6998 (Linking),17,2,2014 Feb,Economic benefits of adequate molecular monitoring in patients with chronic myelogenous leukemia.,89-98,10.3111/13696998.2013.862251 [doi],"['Guerin, Annie', 'Chen, Lei', 'Dea, Katherine', 'Wu, Eric Q', 'Goldberg, Stuart L']","['Guerin A', 'Chen L', 'Dea K', 'Wu EQ', 'Goldberg SL']","['Analysis Group, Inc. , Boston, MA , USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20131126,England,J Med Econ,Journal of medical economics,9892255,IM,,"['Benzamides/*therapeutic use', 'Female', 'Genes, abl/genetics', 'Health Expenditures/*statistics & numerical data', 'Health Services/statistics & numerical data', 'Hospitalization/economics/statistics & numerical data', 'Humans', 'Imatinib Mesylate', 'Insurance Claim Review/statistics & numerical data', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/*economics', 'Male', 'Middle Aged', 'Piperazines/*therapeutic use', 'Polymerase Chain Reaction/*economics', 'Protein Kinase Inhibitors/*therapeutic use', 'Pyrimidines/*therapeutic use', 'RNA, Messenger', 'Retrospective Studies', 'United States']",2013/11/06 06:00,2014/09/24 06:00,['2013/11/06 06:00'],"['2013/11/06 06:00 [entrez]', '2013/11/06 06:00 [pubmed]', '2014/09/24 06:00 [medline]']",['10.3111/13696998.2013.862251 [doi]'],ppublish,J Med Econ. 2014 Feb;17(2):89-98. doi: 10.3111/13696998.2013.862251. Epub 2013 Nov 26.,"['0 (Benzamides)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '0 (RNA, Messenger)', '8A1O1M485B (Imatinib Mesylate)']","OBJECTIVE: Molecular monitoring of chronic myeloid leukemia (CML) has been associated with improved clinical outcomes during tyrosine kinase inhibitor therapy (TKI), yet recent studies have demonstrated its use is far below published guidelines. This study sought to determine frequencies of molecular monitoring and its impact on resource utilization and medical costs. METHODS: A retrospective US claims administrative database (IMS LifeLink Health Plan Claims and Truven Health Analytics MarketScan databases, 11/2007-06/2012) was used to analyze the economic impact of qPCR testing in CML patients on first-line TKIs during the initial 12-months of treatment. RESULTS: One thousand two hundred and five adult CML patients met the sample selection criteria. Among these, 41.0% had no qPCR tests, 31.9% had 1-2 tests, and 27.1% had 3-4 tests; 88.9% were initiated on imatinib; 47.7% were female. Patients in the 3-4 tests cohort incurred 44% (p < 0.001) fewer in-patient (IP) admissions than patients in the 0-tests cohort. Adjusted all-cause IP cost was $5663 (p = 0.005) lower for the 3-4 tests cohort than the 0-tests cohort. Adjusted progression-related IP cost was $4132 (p = 0.013) lower for the 3-4 tests cohort than the 0-tests cohort. Adjusted medical service cost was $5997 (p = 0.049) lower for the 3-4 tests cohort than the 0-tests cohort. LIMITATIONS: Claims databases did not include information on the primary cause of hospitalizations. CONCLUSIONS: Among CML patients in two large claims databases, nearly three-quarters did not receive adequate molecular monitoring per published guidelines. Those who were more frequently monitored incurred lower medical service costs, with the majority of the difference in costs being related to disease progression. These findings underscore the clinical and economic values of molecular monitoring in CML.",,,,,,,,,,,,,,,,
24188027,NLM,MEDLINE,20140929,20190911,1875-5305 (Electronic) 0929-8665 (Linking),21,2,2014,The PA207 peptide inhibitor of LIM-only protein 2 (Lmo2) targets Zinc Finger domains in a non-specific manner.,132-9,,"['Wilkinson-White, Lorna', 'Matthews, Jacqueline M']","['Wilkinson-White L', 'Matthews JM']","['School of Molecular Bioscience, University of Sydney, NSW 2006, Australia. jacqui.matthews@sydney.edu.au.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Netherlands,Protein Pept Lett,Protein and peptide letters,9441434,IM,,"['DNA-Binding Proteins/metabolism', 'Peptides/chemistry/*metabolism/*pharmacology', 'Protein Multimerization/drug effects', 'Protein Stability/drug effects', 'Protein Structure, Tertiary', 'Protein Unfolding/drug effects', 'Substrate Specificity', 'Transcription Factors/*antagonists & inhibitors/*chemistry/metabolism', 'Zinc/pharmacology', 'Zinc Fingers/*drug effects']",2013/11/06 06:00,2014/09/30 06:00,['2013/11/06 06:00'],"['2013/07/11 00:00 [received]', '2013/10/14 00:00 [revised]', '2013/10/16 00:00 [accepted]', '2013/11/06 06:00 [entrez]', '2013/11/06 06:00 [pubmed]', '2014/09/30 06:00 [medline]']","['PPL-EPUB-57186 [pii]', '10.2174/09298665113206660116 [doi]']",ppublish,Protein Pept Lett. 2014;21(2):132-9. doi: 10.2174/09298665113206660116.,"['0 (DNA-Binding Proteins)', '0 (Peptides)', '0 (Transcription Factors)', 'J41CSQ7QDS (Zinc)']","Peptide aptamers of LIM-only protein 2 (Lmo2) were previously used to successfully treat Lmo2-induced tumours in a mouse model of leukaemia. Here we show that the Lmo2 aptamer PA207, either as a free peptide or fused to thioredoxin Trx-PA207, causes purified Lmo2 to precipitate rather than binding to a defined surface on the protein. Stabilisation of Lmo2 through interaction with LIM domain binding protein 1 (Ldb1), a normal binding partner of Lmo2, abrogates this effect. The addition of free zinc causes Trx-PA207 to self associate, suggesting that PA207 destabilises Lmo2 by modulating normal zinc-coordination in the LIM domains. GST-pulldown experiments with other Lmo and Gata proteins indicates that PA207 can bind to a range of zinc finger proteins. Thus, PA207 and other cysteine-containing peptide aptamers for Lmo2 may form a class of general zinc finger inhibitors.",,,,,,,,,,,,,,,,
24187593,NLM,PubMed-not-MEDLINE,20131104,20211021,1754-6605 (Print) 1754-6605 (Linking),7,,2013,An unusual case of pulmonary granulocytic sarcoma treated with combined chemotherapy and radiation.,368,10.3332/ecancer.2013.368 [doi],"['Sathyanarayanan, Vishwanath', 'Sirsath, Nagesh Taterao', 'Das, Umesh', 'Malathi, M', 'Reddy, Suma Lakshmipathi', 'Srivatsa, Kavitha S', 'Thumallapalli, Avinash', 'Appaji, L', 'Kumari, Bs Aruna']","['Sathyanarayanan V', 'Sirsath NT', 'Das U', 'Malathi M', 'Reddy SL', 'Srivatsa KS', 'Thumallapalli A', 'Appaji L', 'Kumari BA']","['Department of Medical Oncology, Kidwai Memorial Institute of Oncology, Bangalore, Karnataka 560029, India.']",['eng'],['Case Reports'],20131029,England,Ecancermedicalscience,Ecancermedicalscience,101392236,,,,2013/11/05 06:00,2013/11/05 06:01,['2013/11/05 06:00'],"['2013/08/18 00:00 [received]', '2013/11/05 06:00 [entrez]', '2013/11/05 06:00 [pubmed]', '2013/11/05 06:01 [medline]']","['10.3332/ecancer.2013.368 [doi]', 'can-7-368 [pii]']",epublish,Ecancermedicalscience. 2013 Oct 29;7:368. doi: 10.3332/ecancer.2013.368. eCollection 2013.,,"We report an unusual case of a 6-year-old male child who presented with fever and a cough of one month's duration. A bone marrow aspiration and cytogenetics were suggestive of acute myeloid leukaemia with t(8;21)(q22;q22). A chest x-ray and computed tomography of the thorax showed a soft tissue lesion in the right lung. The fine needle aspiration cytology (FNAC) of this lesion was suggestive of pulmonary granulocytic sarcoma. The patient was successfully treated with induction chemotherapy (cytosine arabinoside + daunomycin), followed by consolidation with high-dose cytosine arabinoside. In view of the persistent lesion in the right lung, the patient was given external beam radiotherapy (EBRT), which resulted in near total resolution of the lung granulocytic sarcoma. We report this case in view of its rarity and clinical importance, and to highlight the treatment options in this scenario.",,['NOTNLM'],"['chemotherapy', 'granulocytic sarcoma', 'pulmonary', 'radiation']",PMC3806335,,,,,,,,,,,,
24187145,NLM,MEDLINE,20140711,20211021,1526-3347 (Electronic) 0191-9601 (Linking),34,11,2013 Nov,Index of suspicion.,531-6,10.1542/pir.34-11-531 [doi],"['Lee, Benjamin', 'Brown, Amanda G', 'Patel, Aarat M', 'Torok, Kathryn S', 'Muhammad, Nina Aysha']","['Lee B', 'Brown AG', 'Patel AM', 'Torok KS', 'Muhammad NA']","[""UT Southwestern Medical Center, Children's Medical Center Dallas, Dallas, TX.""]",['eng'],"['Case Reports', 'Journal Article']",,United States,Pediatr Rev,Pediatrics in review,8103046,IM,,"['Arthritis, Infectious/*diagnosis/microbiology', 'Child, Preschool', 'Dermatomyositis/*diagnosis', 'Diagnosis, Differential', 'Female', 'Humans', 'Infant', 'Leukemia, Myelomonocytic, Juvenile/*diagnosis', 'Male', 'Osteomyelitis/*diagnosis/microbiology', 'Shoulder Joint/*microbiology', 'Streptococcal Infections/*diagnosis', 'Streptococcus agalactiae/*isolation & purification']",2013/11/05 06:00,2014/07/12 06:00,['2013/11/05 06:00'],"['2013/11/05 06:00 [entrez]', '2013/11/05 06:00 [pubmed]', '2014/07/12 06:00 [medline]']","['34/11/531 [pii]', '10.1542/pir.34-11-531 [doi]']",ppublish,Pediatr Rev. 2013 Nov;34(11):531-6. doi: 10.1542/pir.34-11-531.,['Amyopathic dermatomyositis'],,,,,PMC4531266,,,"['L40 AR061832/AR/NIAMS NIH HHS/United States', 'T32 AR052282/AR/NIAMS NIH HHS/United States']",,,,,,,,,
24186490,NLM,MEDLINE,20140723,20211021,2157-1422 (Electronic) 2157-1422 (Linking),3,11,2013 Nov 1,Role of MYC in Medulloblastoma.,,10.1101/cshperspect.a014308 [doi] a014308 [pii],"['Roussel, Martine F', 'Robinson, Giles W']","['Roussel MF', 'Robinson GW']","[""Department of Tumor Cell Biology, St. Jude Children's Research Hospital, Memphis, Tennessee 38105.""]",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",20131101,United States,Cold Spring Harb Perspect Med,Cold Spring Harbor perspectives in medicine,101571139,IM,,"['Cerebellar Neoplasms/*genetics/therapy', 'Cranial Fossa, Posterior/growth & development/metabolism', 'Epigenesis, Genetic/genetics', 'Gene Amplification/genetics', 'Genes, myc/*physiology', 'Humans', 'Medulloblastoma/*genetics/therapy', 'MicroRNAs/genetics', 'Proto-Oncogene Proteins c-myc/*genetics/metabolism']",2013/11/05 06:00,2014/07/24 06:00,['2013/11/05 06:00'],"['2013/11/05 06:00 [entrez]', '2013/11/05 06:00 [pubmed]', '2014/07/24 06:00 [medline]']","['3/11/a014308 [pii]', '10.1101/cshperspect.a014308 [doi]']",epublish,Cold Spring Harb Perspect Med. 2013 Nov 1;3(11). pii: 3/11/a014308. doi: 10.1101/cshperspect.a014308.,"['0 (MicroRNAs)', '0 (Proto-Oncogene Proteins c-myc)']","Since its discovery as an oncogene carried by the avian acute leukemia virus MC29 in myelocytomatosis (Roussel et al. 1979) and its cloning (Vennstrom et al. 1982), c-MYC (MYC), as well as its paralogs MYCN and MYCL1, has been shown to play essential roles in cycling progenitor cells born from proliferating zones during embryonic development, and in all proliferating cells after birth. MYC deletion induces cell-cycle exit or cell death, depending on the cell type and milieu, whereas MYC and MYCN amplification or overexpression promotes cell proliferation and occurs in many cancers. Here, we review the relationship of MYC family proteins to the four molecularly distinct medulloblastoma subgroups, discuss the possible roles MYC plays in each of these subgroups and in the developing cells of the posterior fossa, and speculate on possible therapeutic strategies targeting MYC.",,,,PMC3808772,,,"['P01 CA096832/CA/NCI NIH HHS/United States', 'P30 CA021765/CA/NCI NIH HHS/United States', 'CA-21765/CA/NCI NIH HHS/United States', 'CA-096832/CA/NCI NIH HHS/United States']",,,,,,,,,
24186472,NLM,MEDLINE,20140707,20211021,1757-4684 (Electronic) 1757-4676 (Linking),5,12,2013 Dec,A new inducible model for t(8;21) AML.,1795-7,10.1002/emmm.201303483 [doi],"['Mulloy, James C']",['Mulloy JC'],"[""Division of Experimental Hematology and Cancer Biology, Cincinnati Children's Hospital Medical Center, University of Cincinnati College of Medicine, Cincinnati, OH, USA.""]",['eng'],"['Journal Article', 'Comment']",20131104,England,EMBO Mol Med,EMBO molecular medicine,101487380,IM,['EMBO Mol Med. 2013 Dec;5(12):1804-20. PMID: 24124051'],"['Animals', 'Hematopoietic Stem Cells/*metabolism', 'Neoplastic Stem Cells/*metabolism', 'Oncogene Proteins, Fusion/*metabolism']",2013/11/05 06:00,2014/07/08 06:00,['2013/11/05 06:00'],"['2013/11/05 06:00 [entrez]', '2013/11/05 06:00 [pubmed]', '2014/07/08 06:00 [medline]']",['10.1002/emmm.201303483 [doi]'],ppublish,EMBO Mol Med. 2013 Dec;5(12):1795-7. doi: 10.1002/emmm.201303483. Epub 2013 Nov 4.,"['0 (Oncogene Proteins, Fusion)']",,,['NOTNLM'],"['AML1-ETO', 'acute myeloid leukaemia', 'inducible mouse-model', 't(8 ;21)']",PMC3914533,,,['P30 DK090971/DK/NIDDK NIH HHS/United States'],,,,,,,,,
24186319,NLM,MEDLINE,20140714,20211021,1592-8721 (Electronic) 0390-6078 (Linking),98,11,2013 Nov,Successful tyrosine kinase inhibitor therapy in a refractory B-cell precursor acute lymphoblastic leukemia with EBF1-PDGFRB fusion.,e146-8,10.3324/haematol.2013.095372 [doi],"['Lengline, Etienne', 'Beldjord, Kheira', 'Dombret, Herve', 'Soulier, Jean', 'Boissel, Nicolas', 'Clappier, Emmanuelle']","['Lengline E', 'Beldjord K', 'Dombret H', 'Soulier J', 'Boissel N', 'Clappier E']",['emmanuelle.clappier@rdb.aphp.fr.'],['eng'],"['Case Reports', 'Letter']",,Italy,Haematologica,Haematologica,0417435,IM,,"['Adolescent', 'Benzamides/*therapeutic use', 'Humans', 'Imatinib Mesylate', 'Male', 'Piperazines/*therapeutic use', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/*genetics/metabolism', 'Protein Kinase Inhibitors/*therapeutic use', 'Pyrimidines/*therapeutic use', 'Receptor, Platelet-Derived Growth Factor beta/*genetics/metabolism', 'Trans-Activators/*genetics/metabolism', 'Treatment Outcome']",2013/11/05 06:00,2014/07/16 06:00,['2013/11/05 06:00'],"['2013/11/05 06:00 [entrez]', '2013/11/05 06:00 [pubmed]', '2014/07/16 06:00 [medline]']","['haematol.2013.095372 [pii]', '10.3324/haematol.2013.095372 [doi]']",ppublish,Haematologica. 2013 Nov;98(11):e146-8. doi: 10.3324/haematol.2013.095372.,"['0 (Benzamides)', '0 (EBF1 protein, human)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '0 (Trans-Activators)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Receptor, Platelet-Derived Growth Factor beta)']",,,['NOTNLM'],"['B-cell precursor acute lymphoblastic leukemia', 'EBF1-PDGFRB', 'refractory', 'tyrosine kinase inhibitor']",PMC3815191,,,,,,,,,,,,
24186316,NLM,MEDLINE,20140714,20211021,1592-8721 (Electronic) 0390-6078 (Linking),98,11,2013 Nov,Clinical activity of ponatinib in patients with chronic myeloid leukemia in chronic phase with e1a2 transcripts.,e141-2,10.3324/haematol.2013.092882 [doi],"['Jain, Preetesh', 'Romo, Carlos Guillermo', 'Khoury, Hanna J', 'Kantarjian, Hagop', 'Cortes, Jorge']","['Jain P', 'Romo CG', 'Khoury HJ', 'Kantarjian H', 'Cortes J']",['jcortes@mdanderson.org.'],['eng'],"['Case Reports', 'Letter', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",,Italy,Haematologica,Haematologica,0417435,IM,,"['Antineoplastic Agents/*therapeutic use', 'Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Imidazoles/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/*genetics', 'Male', 'Middle Aged', 'Pyridazines/*therapeutic use', 'Transcription, Genetic/genetics']",2013/11/05 06:00,2014/07/16 06:00,['2013/11/05 06:00'],"['2013/11/05 06:00 [entrez]', '2013/11/05 06:00 [pubmed]', '2014/07/16 06:00 [medline]']","['haematol.2013.092882 [pii]', '10.3324/haematol.2013.092882 [doi]']",ppublish,Haematologica. 2013 Nov;98(11):e141-2. doi: 10.3324/haematol.2013.092882.,"['0 (Antineoplastic Agents)', '0 (Imidazoles)', '0 (Pyridazines)', '4340891KFS (ponatinib)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,,['NOTNLM'],"['chronic myeloid leukemia', 'chronic phase', 'e1a2', 'ponatinib']",PMC3815188,,,"['P01 CA049639/CA/NCI NIH HHS/United States', 'P30 CA016672/CA/NCI NIH HHS/United States', 'CA016672/CA/NCI NIH HHS/United States', 'P01CA049639/CA/NCI NIH HHS/United States']",,,,,,,,,
24186134,NLM,MEDLINE,20141224,20140505,1530-0285 (Electronic) 0893-3952 (Linking),27,5,2014 May,Langerhans cell histiocytosis in acute leukemias of ambiguous or myeloid lineage in adult patients: support for a possible clonal relationship.,651-6,10.1038/modpathol.2013.181 [doi],"['Yohe, Sophia L', 'Chenault, Carrie B', 'Torlakovic, Emina E', 'Asplund, Sheryl L', 'McKenna, Robert W']","['Yohe SL', 'Chenault CB', 'Torlakovic EE', 'Asplund SL', 'McKenna RW']","['Special Hematology Laboratory, Division of Hematopathology, University of Minnesota Medical Center, Fairview, Minneapolis, MN, USA.', 'ProPath, Dallas, TX, USA.', 'Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON, Canada.', 'Division of Hematopathology, Miraca Life Sciences, Phoenix, AZ, USA.', 'Special Hematology Laboratory, Division of Hematopathology, University of Minnesota Medical Center, Fairview, Minneapolis, MN, USA.']",['eng'],['Journal Article'],20131101,United States,Mod Pathol,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",8806605,IM,,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Histiocytosis, Langerhans-Cell/complications/genetics/*pathology', 'Humans', 'Leukemia/complications/genetics/*pathology', 'Male', 'Middle Aged', 'Neoplastic Stem Cells/pathology']",2013/11/05 06:00,2014/12/30 06:00,['2013/11/05 06:00'],"['2013/03/01 00:00 [received]', '2013/08/09 00:00 [revised]', '2013/08/20 00:00 [accepted]', '2013/11/05 06:00 [entrez]', '2013/11/05 06:00 [pubmed]', '2014/12/30 06:00 [medline]']","['modpathol2013181 [pii]', '10.1038/modpathol.2013.181 [doi]']",ppublish,Mod Pathol. 2014 May;27(5):651-6. doi: 10.1038/modpathol.2013.181. Epub 2013 Nov 1.,,"Four patients presented with acute leukemia of ambiguous or myeloid lineage in association with Langerhans cell histiocytosis and provide evidence suggesting a common origin of the two neoplasms. One patient had a non-constitutional trisomy 21 in both the leukemic blasts and the Langerhans cells indicative of a clonal relationship. A second case expressed CD2, CD13, and CD117 on both the Langerhans cells and the blasts suggesting a possible clonal relationship. All four cases exhibited geographic intermingling of the Langerhans cell histiocytosis and acute leukemia and shared unique features including extramedullary leukemia involving lymph nodes in all cases with Langerhans cell histiocytosis only present in sites involved by acute leukemia. T-cell antigen expression was present in all cases with one meeting criteria for mixed phenotype acute leukemia, T/myeloid, not otherwise specified. These findings support the concept that coexistent Langerhans cell histiocytosis and acute leukemia is clonally related in some cases. Furthermore, these cases of acute myeloid or acute leukemia of ambiguous lineage with Langerhans cell histiocytosis share some unique features suggesting a common underlying neoplastic hematopoietic stem cell.",,,,,,,,,,,,,,,,
