PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,GR,CIN,EIN,PMC,MID,OID,RF,CN,CI,CON,SI,LID,IR,FIR,OTO,OT,CRF,GN,PS,FPS,COIS
17961705,NLM,MEDLINE,20071213,20141120,1097-6833 (Electronic) 0022-3476 (Linking),151,5,2007 Nov,Time trends in the incidence of acute lymphoblastic leukemia among children 1976-2002: a population-based Nordic study.,548-50,"We studied the incidence of childhood acute lymphoblastic leukemia in Denmark, Finland, Norway, and Sweden during 1976-2002, on the basis of data from national cancer registries. The incidence of acute lymphoblastic leukemia increased with the calendar period until 1983, and with the birth cohort until 1980, but incidence has been stable thereafter.","['Svendsen, Anne Louise', 'Feychting, Maria', 'Klaeboe, Lars', 'Langmark, Froydis', 'Schuz, Joachim']","['Svendsen AL', 'Feychting M', 'Klaeboe L', 'Langmark F', 'Schuz J']","['Institute of Cancer Epidemiology, Danish Cancer Society, Copenhagen, Denmark.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Pediatr,The Journal of pediatrics,0375410,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Finland/epidemiology', 'Humans', 'Incidence', 'Infant', 'Infant, Newborn', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*epidemiology', 'Registries', 'Scandinavian and Nordic Countries/epidemiology']",2007/10/27 09:00,2007/12/14 09:00,['2007/10/27 09:00'],"['2006/11/20 00:00 [received]', '2007/05/23 00:00 [revised]', '2007/07/03 00:00 [accepted]', '2007/10/27 09:00 [pubmed]', '2007/12/14 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['S0022-3476(07)00658-0 [pii]', '10.1016/j.jpeds.2007.07.006 [doi]']",ppublish,J Pediatr. 2007 Nov;151(5):548-50. doi: 10.1016/j.jpeds.2007.07.006.,,,,,,,,,,,,,,,,,,,,,,
17961622,NLM,MEDLINE,20080910,20211020,0042-6822 (Print) 0042-6822 (Linking),371,1,2008 Feb 5,The MuLV 4070A G541R Env mutation decreases the stability and alters the conformation of the TM ectodomain.,165-74,"Virus-cell and cell-cell fusion events are affected by various properties of the fusogenic Env protein on the cell surface. The G541R mutation within the TM ectodomain of murine leukemia virus (MuLV) 4070A arose by positive selection in viral passage and results in a reduction of cell-cell fusion events while maintaining viral titer. Size exclusion chromatography shows that the multimerization properties are similar among expressed wild-type and mutant ectodomain peptides. Circular dichroism measurements reveal decreased thermal stability of the G541R mutant as compared to wild type. The G541R mutant also renders the peptide more susceptible to Lys-C protease cleavage. The 42-114 monoclonal antibody does not bind to the G541R mutant peptides, suggesting a structural difference from wild type. These altered physical properties result in productive viral infection of G541R bearing virus with decreased syncytia.","['Schneider, William M', 'Zheng, Haiyan', 'Cote, Marie L', 'Roth, Monica J']","['Schneider WM', 'Zheng H', 'Cote ML', 'Roth MJ']","['UMDNJ-Robert Wood Johnson Medical School, Department of Biochemistry, 675 Hoes Lane Rm. 636, Piscataway, NJ 08854, USA. schneiwm@umdnj.edu']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",20071024,United States,Virology,Virology,0110674,"['0 (Antibodies, Monoclonal)', '0 (Viral Envelope Proteins)']",IM,"['Amino Acid Sequence', 'Animals', 'Antibodies, Monoclonal/immunology', 'Circular Dichroism', 'Escherichia coli/genetics', 'Hot Temperature', 'Leukemia Virus, Murine/*chemistry/*genetics', 'Mice', 'Models, Molecular', 'Molecular Sequence Data', '*Point Mutation', 'Protein Conformation', 'Protein Structure, Secondary', 'Protein Structure, Tertiary', 'Thermodynamics', 'Viral Envelope Proteins/*chemistry/*genetics/metabolism']",2007/10/27 09:00,2008/09/11 09:00,['2007/10/27 09:00'],"['2007/07/11 00:00 [received]', '2007/07/30 00:00 [revised]', '2007/09/22 00:00 [accepted]', '2007/10/27 09:00 [pubmed]', '2008/09/11 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['S0042-6822(07)00629-0 [pii]', '10.1016/j.virol.2007.09.033 [doi]']",ppublish,Virology. 2008 Feb 5;371(1):165-74. doi: 10.1016/j.virol.2007.09.033. Epub 2007 Oct 24.,,"['T32 GM008360/GM/NIGMS NIH HHS/United States', 'R01 CA049932/CA/NCI NIH HHS/United States', 'T32 GM08360/GM/NIGMS NIH HHS/United States', 'T32 AI007403/AI/NIAID NIH HHS/United States', '1 R01 CA49932/CA/NCI NIH HHS/United States', 'R01 CA049932-15/CA/NCI NIH HHS/United States']",,,PMC2266080,['NIHMS39349'],,,,,,,,,,,,,,,,
17961593,NLM,MEDLINE,20080207,20180815,0022-2828 (Print) 0022-2828 (Linking),43,6,2007 Dec,"SHP2-mediated signaling cascade through gp130 is essential for LIF-dependent I CaL, [Ca2+]i transient, and APD increase in cardiomyocytes.",710-6,"Leukemia inhibitory factor (LIF), a cardiac hypertrophic cytokine, increases L-type Ca(2+) current (I(CaL)) via ERK-dependent and PKA-independent phosphorylation of serine 1829 in the Cav(1.2) subunit. The signaling cascade through gp130 is involved in this augmentation. However, there are two major cascades downstream of gp130, i.e. JAK/STAT3 and SHP2/ERK. In this study, we attempted to clarify which of these two cascades plays a more important role. Knock-in mouse line, in which the SHP2 signal was disrupted (gp130(F759/F759) group), and wild-type mice (WT group) were used. A whole-cell patch clamp experiment was performed, and intracellular Ca(2+) concentration ([Ca(2+)](i) transient) was monitored. The I(CaL) density and [Ca(2+)](i) transient were measured from the untreated cells and the cells treated with LIF or IL-6 and soluble IL-6 receptor (IL-6+sIL-6r). Action potential duration (APD) was also recorded from the ventricle of each mouse, with or without LIF. Both LIF and IL-6+sIL-6r increased I(CaL) density significantly in WT (+27.0%, n=16 p<0.05, and +32.2%, n=15, p<0.05, respectively), but not in gp130(F759/F759) (+9.4%, n=16, NS, and -6.1%, n=13, NS, respectively). Administration of LIF and IL-6+sIL-6r increased [Ca(2+)](i) transient significantly in WT (+18.8%, n=13, p<0.05, and +32.0%, n=21, p<0.05, respectively), but not in gp130(F759/F759) (-3.8%, n=7, NS, and -6.4%, n=10, NS, respectively). LIF prolonged APD(80) significantly in WT (10.5+/-4.3%, n=12, p<0.05), but not in gp130(F759/F759) (-2.1+/-11.2%, n=7, NS). SHP2-mediated signaling cascade is essential for the LIF and IL-6+sIL-6r-dependent increase in I(CaL), [Ca(2+)](i) transient and APD.","['Hagiwara, Yoko', 'Miyoshi, Shunichiro', 'Fukuda, Keiichi', 'Nishiyama, Nobuhiro', 'Ikegami, Yukinori', 'Tanimoto, Kojiro', 'Murata, Mitsushige', 'Takahashi, Eiichi', 'Shimoda, Kouji', 'Hirano, Toshio', 'Mitamura, Hideo', 'Ogawa, Satoshi']","['Hagiwara Y', 'Miyoshi S', 'Fukuda K', 'Nishiyama N', 'Ikegami Y', 'Tanimoto K', 'Murata M', 'Takahashi E', 'Shimoda K', 'Hirano T', 'Mitamura H', 'Ogawa S']","['Division of Cardiology, Department of Medicine, Keio University School of Medicine, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20070919,England,J Mol Cell Cardiol,Journal of molecular and cellular cardiology,0262322,"['0 (Calcium Channels, L-Type)', '0 (Flavonoids)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '133483-10-0 (Cytokine Receptor gp130)', 'EC 3.1.3.48 (Protein Tyrosine Phosphatase, Non-Receptor Type 11)', 'SJE1IO5E3I (2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one)']",IM,"['Action Potentials/*drug effects', 'Animals', 'Calcium Channels, L-Type/*metabolism', 'Calcium Signaling/*drug effects', 'Cytokine Receptor gp130/*metabolism', 'Flavonoids/pharmacology', 'Humans', 'Interleukin-6/metabolism', 'Leukemia Inhibitory Factor/*pharmacology', 'Mice', 'Myocytes, Cardiac/*drug effects/*enzymology', 'Protein Tyrosine Phosphatase, Non-Receptor Type 11/*metabolism']",2007/10/27 09:00,2008/02/08 09:00,['2007/10/27 09:00'],"['2007/06/12 00:00 [received]', '2007/08/30 00:00 [revised]', '2007/09/10 00:00 [accepted]', '2007/10/27 09:00 [pubmed]', '2008/02/08 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['S0022-2828(07)01235-7 [pii]', '10.1016/j.yjmcc.2007.09.004 [doi]']",ppublish,J Mol Cell Cardiol. 2007 Dec;43(6):710-6. doi: 10.1016/j.yjmcc.2007.09.004. Epub 2007 Sep 19.,,,,,,,,,,,,,,,,,,,,,,
17961528,NLM,MEDLINE,20080403,20131121,0009-2797 (Print) 0009-2797 (Linking),171,1,2008 Jan 10,Cu2+ is required for pyrrolidine dithiocarbamate to inhibit histone acetylation and induce human leukemia cell apoptosis.,26-36,"Pyrrolidine dithiocarbamate (PDTC) has been considered as a potential anticancer drug due to its powerful apoptogenic effect towards cancer cells, where Cu(2+) plays a distinct yet undefined role. Here we report that Cu(2+) is critically needed for PDTC to inhibit histone acetylation in both human leukemia HL-60 cells and human hepatoma Hep3B cells. The inhibition of histone acetylation mainly resulted from the increase of intracellular Cu(2+), but was not due to the inhibition of NF-kappaB activity by PDTC-Cu(2+) since the combinations of Cu(2+) with SN50, MG132 (two known NF-kappaB inhibitors), or bathocuproine disulfonate (BCS, a specific Cu(2+) chelator that does not cross the plasma membrane), did not lead to obvious inhibition of histone acetylation. Histone acetyltransferase (HAT) and histone deacetylase (HDAC) are the enzymes controlling the state of histone acetylation in vivo. Cells exposed to PDTC-Cu(2+) showed a comparable decrease in histone acetylation levels in HL-60 cells in the absence or presence of the HDAC inhibitors, trichostatin A (TSA) or sodium butyrate (NaBu); the inhibition rates were about 45, 44 and 43%, respectively. PDTC-Cu(2+) had no effect on the activity of HDAC in vitro, but significantly inhibited the HAT activity both in HL-60 cells and in a cell-free in vitro system. PDTC-Cu(2+) also induced HL-60 cell apoptosis, and treating cells with TSA, NaBu or BCS significantly attenuated the apoptosis induced by PDTC-Cu(2+). Collectively, these results showed that inhibition of histone acetylation represents a distinct mechanism for the cytotoxicity of PDTC in the presence of Cu(2+), where HAT is its possible molecular target.","['Chen, Jie', 'Du, Changsheng', 'Kang, Jiuhong', 'Wang, Jianmin']","['Chen J', 'Du C', 'Kang J', 'Wang J']","['Department of Hematology, Changhai Hospital, The Second Military Medical University, Shanghai 200433, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20070915,Ireland,Chem Biol Interact,Chemico-biological interactions,0227276,"['0 (Butyrates)', '0 (Chelating Agents)', '0 (Enzyme Inhibitors)', '0 (Histone Deacetylase Inhibitors)', '0 (Histones)', '0 (Hydroxamic Acids)', '0 (Phenanthrolines)', '0 (Pyrrolidines)', '0 (Thiocarbamates)', '25769-03-3 (pyrrolidine dithiocarbamic acid)', '3X2S926L3Z (trichostatin A)', '73348-75-1 (bathocuproine sulfonate)', '789U1901C5 (Copper)', 'EC 2.3.1.48 (Histone Acetyltransferases)', 'EC 3.5.1.98 (Histone Deacetylases)', 'LRX7AJ16DT (Copper Sulfate)', 'W4X6ZO7939 (1,10-phenanthroline)']",IM,"['Acetylation/drug effects', 'Apoptosis/*drug effects', 'Butyrates/pharmacology', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Chelating Agents/pharmacology', 'Copper/*pharmacology', 'Copper Sulfate/pharmacology', 'Enzyme Inhibitors/pharmacology', 'HL-60 Cells', 'Histone Acetyltransferases/antagonists & inhibitors/metabolism', 'Histone Deacetylase Inhibitors', 'Histone Deacetylases/metabolism', 'Histones/*metabolism', 'Humans', 'Hydroxamic Acids/pharmacology', 'Leukemia/metabolism/pathology', 'Phenanthrolines/pharmacology', 'Pyrrolidines/*pharmacology', 'Thiocarbamates/*pharmacology']",2007/10/27 09:00,2008/04/04 09:00,['2007/10/27 09:00'],"['2007/07/24 00:00 [received]', '2007/09/11 00:00 [revised]', '2007/09/11 00:00 [accepted]', '2007/10/27 09:00 [pubmed]', '2008/04/04 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['S0009-2797(07)00289-X [pii]', '10.1016/j.cbi.2007.09.004 [doi]']",ppublish,Chem Biol Interact. 2008 Jan 10;171(1):26-36. doi: 10.1016/j.cbi.2007.09.004. Epub 2007 Sep 15.,,,,,,,,,,,,,,,,,,,,,,
17961496,NLM,MEDLINE,20071218,20131121,1096-0384 (Electronic) 0003-9861 (Linking),468,1,2007 Dec 1,Fludarabine reduces survivability of HepG2 cells through VEGF under hypoxia.,100-6,"Fludarabine is the major drug against chronic lymphoblastic leukemia. However, the effects of fludarabine on solid tumors remain unclear. We reported previously that fludarabine inhibited expression of hypoxia-inducible factor 1alpha (HIF-1alpha) and vascular endothelial growth factor (VEGF) in human ovarian cancer cells. The present study aims to investigate, (1) the mechanisms that fludarabine inhibits expression of HIF-1alpha and (2) the effects of fludarabine on tumor cells survival under hypoxia. Human hepatoma HepG2 cells were tested. We found that fludarabine reduced HIF-1alpha stability through prolyl hydroxylation. Fludarabine suppressed hypoxia-induced expression of VEGF and its receptor KDR. It inhibited VEGF-induced activation of AKT and ERK signaling and reduced hypoxia-enhanced HepG2 cell survivability. HepG2 cells were much more sensitive to fludarabine treatment under hypoxia than under nomoxia. These results suggest that fludarabine reduces survivability of HepG2 cells via VEGF signaling under hypoxia.","['Xue, Jing', 'Bi, Xinsheng', 'Wu, Guohao', 'Meng, Dan', 'Fang, Jing']","['Xue J', 'Bi X', 'Wu G', 'Meng D', 'Fang J']","['The Institute for Nutritional Sciences, Shanghai Institute for Biological Sciences, Graduate School of Chinese Academy of Sciences, Chinese Academy of Sciences, Shanghai 200031, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20070925,United States,Arch Biochem Biophys,Archives of biochemistry and biophysics,0372430,"['0 (Antineoplastic Agents)', '0 (HIF1A protein, human)', '0 (Hypoxia-Inducible Factor 1, alpha Subunit)', '0 (VEGFA protein, human)', '0 (Vascular Endothelial Growth Factor A)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)', 'S88TT14065 (Oxygen)']",IM,"['Antineoplastic Agents/administration & dosage', 'Apoptosis/*drug effects', 'Carcinoma, Hepatocellular/*metabolism', 'Cell Hypoxia', 'Cell Line, Tumor', 'Cell Survival/*drug effects', 'Dose-Response Relationship, Drug', 'Humans', 'Hypoxia-Inducible Factor 1, alpha Subunit/*metabolism', 'Oxygen/*metabolism', 'Vascular Endothelial Growth Factor A/*metabolism', 'Vidarabine/administration & dosage/*analogs & derivatives']",2007/10/27 09:00,2007/12/19 09:00,['2007/10/27 09:00'],"['2007/05/18 00:00 [received]', '2007/08/24 00:00 [revised]', '2007/09/18 00:00 [accepted]', '2007/10/27 09:00 [pubmed]', '2007/12/19 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['S0003-9861(07)00471-7 [pii]', '10.1016/j.abb.2007.09.013 [doi]']",ppublish,Arch Biochem Biophys. 2007 Dec 1;468(1):100-6. doi: 10.1016/j.abb.2007.09.013. Epub 2007 Sep 25.,,,,,,,,,,,,,,,,,,,,,,
17961302,NLM,MEDLINE,20080306,20081008,0004-5632 (Print) 0004-5632 (Linking),44,Pt 6,2007 Nov,Free light chains.,503-5,,"['Sheldon, Joanna']",['Sheldon J'],,['eng'],"['Comment', 'Editorial']",,England,Ann Clin Biochem,Annals of clinical biochemistry,0324055,"['0 (Immunoglobulin Light Chains)', '9006-99-9 (Bence Jones Protein)']",IM,"['Bence Jones Protein/urine', 'Evaluation Studies as Topic', 'Humans', 'Immunoassay/standards', 'Immunoglobulin Light Chains/*analysis/blood/urine', 'Leukemia, B-Cell/*diagnosis', 'Quality Assurance, Health Care', 'Reference Values']",2007/10/27 09:00,2008/03/07 09:00,['2007/10/27 09:00'],"['2007/10/27 09:00 [pubmed]', '2008/03/07 09:00 [medline]', '2007/10/27 09:00 [entrez]']",['10.1258/000456307782268183 [doi]'],ppublish,Ann Clin Biochem. 2007 Nov;44(Pt 6):503-5. doi: 10.1258/000456307782268183.,,,['Ann Clin Biochem. 2008 Jul;45(Pt 4):444-5; author reply 445-6. PMID: 18583637'],,,,,,,,"['Ann Clin Biochem. 2007 Nov;44(Pt 6):512-5. PMID: 17961304', 'Ann Clin Biochem. 2007 Nov;44(Pt 6):516-22. PMID: 17961305']",,,,,,,,,,,
17961190,NLM,MEDLINE,20080410,20071120,1365-2141 (Electronic) 0007-1048 (Linking),139,5,2007 Dec,Monoclonal B-cell lymphocytosis in blood donors.,832-6,"Monoclonal B-cell populations have been detected in the peripheral blood of apparently healthy individuals by flow cytometry. In 2005, the term monoclonal B-cell lymphocytosis (MBL) was proposed to describe these findings. MBL may be immunophenotypically similar to chronic lymphocytic leukaemia (CLL) and, like CLL, the prevalence is higher in males and older individuals. We studied the prevalence of MBL in blood donors from the Midwestern United States. Samples from 5141 donors were examined and seven (0.14%) were found to have immunophenotypic characteristics of MBL or CLL. Immunoglobulin heavy chain analysis yielded monoclonality or oligoclonality. Prior and subsequent to the study, an additional undetermined number of blood donors were screened and seven of these expressed immunophenotypic characteristics of MBL or CLL. We thus found a total of 14 healthy blood donors with monoclonal expansions of B-lymphocyte populations. Of these, 12 were presumptively classified as MBL and two as CLL. All but two of the donors were male; the mean age was 59 years. The clinical importance of these findings with regard to transfusion medicine has not been established.","['Rachel, Jane M', 'Zucker, Marjorie L', 'Fox, Christopher M', 'Plapp, Fred V', 'Menitove, Jay E', 'Abbasi, Fatima', 'Marti, Gerald E']","['Rachel JM', 'Zucker ML', 'Fox CM', 'Plapp FV', 'Menitove JE', 'Abbasi F', 'Marti GE']","[""Saint Luke's Hospital, Kansas City, MO, USA. jrachel@saint-lukes.org""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20071024,England,Br J Haematol,British journal of haematology,0372544,,IM,"['Adult', 'Age Distribution', 'Aged', 'Aged, 80 and over', '*B-Lymphocytes', 'Blood Donors/*statistics & numerical data', 'Female', 'Flow Cytometry/methods', 'Humans', 'Immunophenotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/*epidemiology', 'Lymphocytosis/*epidemiology/immunology', 'Male', 'Middle Aged', 'Prevalence', 'Sex Distribution', 'United States/epidemiology']",2007/10/27 09:00,2008/04/11 09:00,['2007/10/27 09:00'],"['2007/10/27 09:00 [pubmed]', '2008/04/11 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['BJH6870 [pii]', '10.1111/j.1365-2141.2007.06870.x [doi]']",ppublish,Br J Haematol. 2007 Dec;139(5):832-6. doi: 10.1111/j.1365-2141.2007.06870.x. Epub 2007 Oct 24.,,,,,,,,,,,,,,,,,,,,,,
17961189,NLM,MEDLINE,20080410,20150813,1365-2141 (Electronic) 0007-1048 (Linking),139,5,2007 Dec,Chemical exposures and risk of chronic lymphocytic leukaemia.,753-61,"Literature on the role of chemicals in the development of chronic lymphocytic leukaemia (CLL) and monoclonal B-cell lymphocytosis in humans is sparse. This research is complicated by the rarity of these outcomes and the different disease classifications used over time. Several studies have noted excesses of CLL among farmers and a few have pointed to specific chemicals. Reports suggesting elevated CLL rates in the rubber and petroleum industries point to a possible role for solvents and other chemicals. The few studies that focus on specific chemicals suggest that CLL should be more carefully evaluated in relation to possible exposure to chemicals and solvents, particularly for benzene and butadiene. Pooled analyses of CLL studies within consortia offer an opportunity to investigate the possible aetiological role of chemical exposures with improved statistical power.","['Blair, Aaron', 'Purdue, Mark P', 'Weisenburger, Dennis D', 'Baris, Dalsu']","['Blair A', 'Purdue MP', 'Weisenburger DD', 'Baris D']","['Occupational and Environmental Epidemiology Branch, Division of Cancer Epidemiology and Genetics, National Cancer Institute, Bethesda, MD, USA. blaira@mail.nih.gov']",['eng'],"['Journal Article', 'Research Support, N.I.H., Intramural', 'Review']",20071024,England,Br J Haematol,British journal of haematology,0372544,['0 (Hazardous Substances)'],IM,"[""Agricultural Workers' Diseases/chemically induced/epidemiology"", 'Animals', 'Biological Assay/methods', 'Hazardous Substances/*adverse effects', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*chemically induced/epidemiology', 'Lymphocytosis/chemically induced/epidemiology', 'Occupational Diseases/chemically induced/epidemiology', 'Risk Assessment']",2007/10/27 09:00,2008/04/11 09:00,['2007/10/27 09:00'],"['2007/10/27 09:00 [pubmed]', '2008/04/11 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['BJH6874 [pii]', '10.1111/j.1365-2141.2007.06874.x [doi]']",ppublish,Br J Haematol. 2007 Dec;139(5):753-61. doi: 10.1111/j.1365-2141.2007.06874.x. Epub 2007 Oct 24.,,['Intramural NIH HHS/United States'],,,,,,81,,,,,,,,,,,,,,
17961188,NLM,MEDLINE,20080410,20131121,1365-2141 (Electronic) 0007-1048 (Linking),139,5,2007 Dec,Molecular profiling of chronic lymphocytic leukaemia: genetics meets epigenetics to identify predisposing genes.,744-52,"Molecular profiling may lead to a better understanding of a disease. This knowledge is especially important in malignancies, where multiple alterations are required during the progression from premalignant to malignant stages. Such information can be useful for the development of novel biomarkers that allow the prediction of a clinical course, response to treatment or early detection. Molecular data is also utilized to develop targeted therapies. Moreover, gene defects identified in profiling studies will help to understand the molecular pathways disrupted in the disease. This review provides an overview of molecular profiling approaches in chronic lymphocytic leukaemia (CLL). We will describe our current understanding of genetic alterations in CLL, the use of familial CLL for the identification of predisposing mutations, and the search for epigenetic alterations in CLL.","['Plass, Christoph', 'Byrd, John C', 'Raval, Aparna', 'Tanner, Stephan M', 'de la Chapelle, Albert']","['Plass C', 'Byrd JC', 'Raval A', 'Tanner SM', 'de la Chapelle A']","['Department of Molecular Virology, Immunology, and Medical Genetics, Human Cancer Genetics Program, the Comprehensive Cancer Center at the Ohio State University, Columbus, OH, USA. c.plass@dkfz.de']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",20071024,England,Br J Haematol,British journal of haematology,0372544,"['0 (Apoptosis Regulatory Proteins)', 'EC 2.7.11.1 (Death-Associated Protein Kinases)', 'EC 2.7.11.17 (Calcium-Calmodulin-Dependent Protein Kinases)']",IM,"['Apoptosis Regulatory Proteins/genetics', 'Calcium-Calmodulin-Dependent Protein Kinases/genetics', 'Death-Associated Protein Kinases', 'Epigenesis, Genetic', 'Gene Expression Profiling/methods', 'Gene Silencing', '*Genetic Predisposition to Disease', 'Genomics', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics']",2007/10/27 09:00,2008/04/11 09:00,['2007/10/27 09:00'],"['2007/10/27 09:00 [pubmed]', '2008/04/11 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['BJH6875 [pii]', '10.1111/j.1365-2141.2007.06875.x [doi]']",ppublish,Br J Haematol. 2007 Dec;139(5):744-52. doi: 10.1111/j.1365-2141.2007.06875.x. Epub 2007 Oct 24.,,"['CA101956/CA/NCI NIH HHS/United States', 'CA81534/CA/NCI NIH HHS/United States', 'P30 CA16058/CA/NCI NIH HHS/United States']",,,,,,83,,,,,,,,,,,,,,
17961187,NLM,MEDLINE,20080410,20071120,1365-2141 (Electronic) 0007-1048 (Linking),139,5,2007 Dec,Emerging therapy for chronic lymphocytic leukaemia.,635-44,"The presentation, clinical course and prognosis for chronic lymphocytic leukaemia (CLL) is diverse and strategies for therapy reflect this variability. Staging of the disease has assisted in deciding treatment options and more recently the cytogenetic, molecular and surrogate markers of the immunoglobulin heavy chain mutational status, CD38 and ZAP-70, have assisted in further risk stratification. Chemotherapy has been the mainstay of interventional therapy when required and the two most important classes of agents in the treatment of CLL are nucleoside analogues and alkylating agents. Combining these two groups of agents has significantly improved prognosis in this disease. More recently a number of novel agents have been applied to patients with CLL to determine if they represent better therapy. However, allogeneic stem cell transplantation offers perhaps the only realistic chance of a cure in this disease. Clinical trials are still needed to determine the timing and role of this promising treatment modality in the treatment of CLL and, where possible, combined with the emerging awareness of the disease biology, related biological markers and prognostic indicators.","['Auer, Rebecca L', 'Gribben, John', 'Cotter, Finbarr E']","['Auer RL', 'Gribben J', 'Cotter FE']","['Centre for Haematology, Barts and the London School of Medicine, London, UK. r.l.auer@qmul.ac.uk']",['eng'],"['Journal Article', 'Review']",20071024,England,Br J Haematol,British journal of haematology,0372544,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy/*therapy', 'Stem Cell Transplantation/methods']",2007/10/27 09:00,2008/04/11 09:00,['2007/10/27 09:00'],"['2007/10/27 09:00 [pubmed]', '2008/04/11 09:00 [medline]', '2007/10/27 09:00 [entrez]']","['BJH6877 [pii]', '10.1111/j.1365-2141.2007.06877.x [doi]']",ppublish,Br J Haematol. 2007 Dec;139(5):635-44. doi: 10.1111/j.1365-2141.2007.06877.x. Epub 2007 Oct 24.,,,,,,,,87,,,,,,,,,,,,,,
17960638,NLM,MEDLINE,20080325,20090112,1545-5017 (Electronic) 1545-5009 (Linking),50,4,2008 Apr,Graft versus leukemia effect after haploidentical HSCT in a MLL-negative infant AML with HLXB9/ETV6 rearrangement.,921-3,"Recently published data show an extremely poor survival of infants with AML and HLXB9/ETV6 rearrangement which is the fusion, resulting from the translocation t(7;12)(q36;p13). None of the patients reported survived a period of 3 years, including four patients who have received allogeneic hematopoietic stem cell transplantation (HSCT). Herein, we report the clinical course of an 8-month-old patient with acute myeloid leukemia, M2 subtype and with a HLXB9/TEL rearrangement. The patient received a haploidentical HSCT in relapse situation without any prior re-induction. The patient became MRD-negative over a period of 53 days after HSCT. This case reinforces the potential benefit of a graft-versus-leukemia effect in the haploidentical setting even in chemoresistant myeloid leukemias with poor-prognosis molecular features.","['Hauer, Julia', 'Tosi, Sabrina', 'Schuster, Friedhelm R', 'Harbott, Jochen', 'Kolb, Hans-Jochem', 'Borkhardt, Arndt']","['Hauer J', 'Tosi S', 'Schuster FR', 'Harbott J', 'Kolb HJ', 'Borkhardt A']","[""Pediatric Hematology & Oncology, LMU Munich, Dr. von Haunersches Children's Hospital, Munich, Germany. Julia.Hauer@med.uni-muenchen.de""]",['eng'],"['Case Reports', 'Journal Article']",,United States,Pediatr Blood Cancer,Pediatric blood & cancer,101186624,"['0 (ETS translocation variant 6 protein)', '0 (Homeodomain Proteins)', '0 (MNX1 protein, human)', '0 (Oncogene Proteins, Fusion)', '0 (Proto-Oncogene Proteins c-ets)', '0 (Repressor Proteins)', '0 (Transcription Factors)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Chromosomes, Human, Pair 12/genetics', 'Chromosomes, Human, Pair 7/genetics', 'Female', '*Graft vs Leukemia Effect', 'Haplotypes', '*Hematopoietic Stem Cell Transplantation', 'Homeodomain Proteins/*genetics', 'Humans', 'In Situ Hybridization, Fluorescence', 'Infant', 'Leukemia, Myeloid, Acute/genetics/*therapy', 'Neoplasm Recurrence, Local/therapy', 'Oncogene Proteins, Fusion/genetics', 'Proto-Oncogene Proteins c-ets/*genetics', 'Repressor Proteins/*genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Transcription Factors/*genetics', '*Translocation, Genetic']",2007/10/26 09:00,2008/03/26 09:00,['2007/10/26 09:00'],"['2007/10/26 09:00 [pubmed]', '2008/03/26 09:00 [medline]', '2007/10/26 09:00 [entrez]']",['10.1002/pbc.21376 [doi]'],ppublish,Pediatr Blood Cancer. 2008 Apr;50(4):921-3. doi: 10.1002/pbc.21376.,,,,,,,,,,"['(c) 2008 Wiley-Liss, Inc.']",,,,,,,,,,,,
