PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,CIN,PMC,RF,TT,CI,SI,CON,MID,OID,OAB,OABL,OTO,OT,GN,CRI,EIN,PS,FPS,LID
9835918,NLM,MEDLINE,19981217,20190905,0098-1532 (Print) 0098-1532 (Linking),31,6,1998 Dec,Brief report. CD19/CD5 acute lymphoblastic leukemia.,551-2,,"['Subira, D', 'Roman, A', 'Jimenez-Garofano, C', 'Prieto, E', 'Martinez-Delgado, B', 'Aceituno, E', 'Garcia, R', 'Outeirino, J']","['Subira D', 'Roman A', 'Jimenez-Garofano C', 'Prieto E', 'Martinez-Delgado B', 'Aceituno E', 'Garcia R', 'Outeirino J']","['Department of Immunology, Fundacion Jimenez Diaz, Madrid, Spain.']",['eng'],"['Case Reports', 'Journal Article']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['0 (Antigens, CD19)', '0 (CD5 Antigens)']",IM,"['Adolescent', 'Antigens, CD19/*metabolism', 'CD5 Antigens/*metabolism', 'Humans', 'Male', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*diagnosis/*immunology']",1998/12/04 03:01,2000/06/20 09:00,['1998/12/04 03:01'],"['1998/12/04 03:01 [pubmed]', '2000/06/20 09:00 [medline]', '1998/12/04 03:01 [entrez]']","['10.1002/(SICI)1096-911X(199812)31:6<551::AID-MPO23>3.0.CO;2-E [pii]', '10.1002/(sici)1096-911x(199812)31:6<551::aid-mpo23>3.0.co;2-e [doi]']",ppublish,Med Pediatr Oncol. 1998 Dec;31(6):551-2. doi: 10.1002/(sici)1096-911x(199812)31:6<551::aid-mpo23>3.0.co;2-e.,,,,,,,,,,,,,,,,,,,,
9835915,NLM,MEDLINE,19981217,20190905,0098-1532 (Print) 0098-1532 (Linking),31,6,1998 Dec,Brief report. Pulmonary cryptosporidiosis and Cryptococcus albidus fungemia in a child with acute lymphocytic leukemia.,544-6,,"['Wells, G M', 'Gajjar, A', 'Pearson, T A', 'Hale, K L', 'Shenep, J L']","['Wells GM', 'Gajjar A', 'Pearson TA', 'Hale KL', 'Shenep JL']","[""Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, TN 38105-2794, USA.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Child, Preschool', 'Cryptococcosis/complications/*diagnosis', 'Cryptosporidiosis/complications/*diagnosis/pathology', 'Diagnosis, Differential', 'Female', 'Fungemia/complications/*diagnosis', 'Humans', 'Lung Diseases, Parasitic/complications/*diagnosis/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications']",1998/12/04 03:01,2000/06/20 09:00,['1998/12/04 03:01'],"['1998/12/04 03:01 [pubmed]', '2000/06/20 09:00 [medline]', '1998/12/04 03:01 [entrez]']","['10.1002/(SICI)1096-911X(199812)31:6<544::AID-MPO20>3.0.CO;2-N [pii]', '10.1002/(sici)1096-911x(199812)31:6<544::aid-mpo20>3.0.co;2-n [doi]']",ppublish,Med Pediatr Oncol. 1998 Dec;31(6):544-6. doi: 10.1002/(sici)1096-911x(199812)31:6<544::aid-mpo20>3.0.co;2-n.,"['P01-CA 20180/CA/NCI NIH HHS/United States', 'P30 CA21765/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,,,
9835905,NLM,MEDLINE,19981217,20190905,0098-1532 (Print) 0098-1532 (Linking),31,6,1998 Dec,Results of intensive chemotherapy in children with juvenile chronic myelomonocytic leukemia: a pilot study.,516-20,"BACKGROUND: The use of chemotherapy in juvenile chronic myelomonocytic leukemia (J-CMML) has not generally been successful. Our previous experience in 11 patients demonstrated that chemotherapy with low doses of daunorubicin or cytarabine resulted in a 90% fatal outcome and a median survival rate of only 7 months. PROCEDURE AND RESULTS: Between 1985 and 1997, six children (five boys and one girl) aged 3-67 months (median age: 20.5) were diagnosed with J-CMML and underwent intensive combination chemotherapy similar to that used for acute myeloblastic leukemia. Two patients with high-risk factors developed progressive disease with fatal outcome at 5 and 18 months postdiagnosis, respectively. However, four patients without poor prognosis indices responded and were alive 145, 82, 51, and 6 months after diagnosis. Overall survival in this small series at 7 years from diagnosis is 60% (CI: 17-100). CONCLUSIONS: The use of intensive combination chemotherapy in children with J-CMML can result in long-term survival in some patients.","['Diaz de Heredia, C', 'Ortega, J J', 'Coll, M T', 'Bastida, P', 'Olive, T']","['Diaz de Heredia C', 'Ortega JJ', 'Coll MT', 'Bastida P', 'Olive T']","[""Department of Hematology/Oncology, Hospital Universitario Materno-Infantil Vall d'Hebron, Barcelona, Spain. jortega.hmi@cs.vhebron.es""]",['eng'],['Journal Article'],United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Myelomonocytic, Chronic/*drug therapy/therapy', 'Male', 'Pilot Projects', 'Survival Analysis', 'Treatment Outcome']",1998/12/04 03:01,2000/06/20 09:00,['1998/12/04 03:01'],"['1998/12/04 03:01 [pubmed]', '2000/06/20 09:00 [medline]', '1998/12/04 03:01 [entrez]']","['10.1002/(SICI)1096-911X(199812)31:6<516::AID-MPO9>3.0.CO;2-Q [pii]', '10.1002/(sici)1096-911x(199812)31:6<516::aid-mpo9>3.0.co;2-q [doi]']",ppublish,Med Pediatr Oncol. 1998 Dec;31(6):516-20. doi: 10.1002/(sici)1096-911x(199812)31:6<516::aid-mpo9>3.0.co;2-q.,,,,,,,,,,,,,,,,,,,,
9835899,NLM,MEDLINE,19981217,20190905,0098-1532 (Print) 0098-1532 (Linking),31,6,1998 Dec,Pharmacology of cytarabine given as a continuous infusion followed by mitoxantrone with and without amsacrine/etoposide as reinduction chemotherapy for relapsed or refractory pediatric acute myeloid leukemia.,475-82,"BACKGROUND: The outcome of patients with acute myeloid leukemia (AML) who relapse or fail to achieve an initial remission has been dismal. PROCEDURE: Fifteen pediatric patients with AML, 4 relapsed and 11 primary refractory, were reinduced with a loading bolus of 0.5 g/m2 cytarabine (ara-C) followed immediately by a continuous infusion of ara-C (130 mg/m2/day) for 72 hours, followed with four daily doses (12 mg/m2/day) of mitoxantrone. Eight of 15 patients received an additional course of amsacrine and etoposide. RESULTS: Ten of 15 (66%) achieved complete response (CR) and 3 achieved partial response (PR) (20%), with an objective response rate of 86% after ara-C/mitoxantrone. One patient died before disease assessment, and one had no response after ara-C/mitoxantrone. Pharmacokinetic studies of ara-C and ara-U were performed in 13 of 15 patients. A steady-state (Css) ara-C concentration was achieved at 2 hours after the bolus ara-C dose and was maintained up to 72 hours. The Css plasma concentrations of ara-C and ara-U averaged 10.33 +/- 0.81 microM and 139.14 +/- 17.8 microM, respectively. Also, cellular pharmacokinetic studies of ara-CTP were performed on circulating leukemic cells from 5 patients. Four patients who had a significant increase (P = 0.0041) in their Css ara-CTP concentrations achieved CR, whereas one patient with an insignificant increase achieved PR. CONCLUSIONS: Continuous infusion of ara-C followed by mitoxantrone is an active reinduction regimen in refractory or relapsed pediatric AML patients. The addition of amsacrine and etoposide did not improve the remission induction rate. Further studies are needed in a larger patient population to confirm these observations.","['Ozkaynak, M F', 'Avramis, V I', 'Carcich, S', 'Ortega, J A']","['Ozkaynak MF', 'Avramis VI', 'Carcich S', 'Ortega JA']","['Department of Pediatrics, New York Medical College, Valhalla 10595, USA. mehmet-ozkaynak@nymc.edu']",['eng'],['Journal Article'],United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['0 (Antimetabolites, Antineoplastic)', '00DPD30SOY (Amsacrine)', '04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)', 'BZ114NVM5P (Mitoxantrone)']",IM,"['Acute Disease', 'Adolescent', 'Amsacrine/administration & dosage', 'Antimetabolites, Antineoplastic/blood/*pharmacokinetics', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Bone Marrow/*metabolism', 'Child', 'Child, Preschool', 'Chromatography, High Pressure Liquid', 'Cytarabine/blood/*pharmacokinetics', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Infant', 'Infusions, Intravenous', 'Leukemia, Myeloid/blood/*drug therapy/*metabolism', 'Male', 'Mitoxantrone/administration & dosage', 'Recurrence', 'Remission Induction']",1998/12/04 03:01,2000/06/20 09:00,['1998/12/04 03:01'],"['1998/12/04 03:01 [pubmed]', '2000/06/20 09:00 [medline]', '1998/12/04 03:01 [entrez]']","['10.1002/(SICI)1096-911X(199812)31:6<475::AID-MPO3>3.0.CO;2-7 [pii]', '10.1002/(sici)1096-911x(199812)31:6<475::aid-mpo3>3.0.co;2-7 [doi]']",ppublish,Med Pediatr Oncol. 1998 Dec;31(6):475-82. doi: 10.1002/(sici)1096-911x(199812)31:6<475::aid-mpo3>3.0.co;2-7.,,,,,,,,,,,,,,,,,,,,
9835882,NLM,MEDLINE,19981217,20181113,0820-3946 (Print) 0820-3946 (Linking),159,9,1998 Nov 3,Sudden death in a patient with chronic lymphocytic leukemia.,1123-5,"The authors describe a 51-year-old man with chronic lymphocytic leukemia who presented with respiratory distress and then died suddenly while in hospital. Autopsy revealed pulmonary leukostasis and a large intracardiac mass containing mostly mature lymphocytes and fibrin. Although leukostasis and lymphocyte thrombi have been described (albeit rarely) in chronic lymphocytic leukemia, an intracardiac ""clot"" has not. It seems plausible that this intracardiac mass caused the patient's death.","['Beaubien, E R', 'Wilson, T W', 'Satkunam, N']","['Beaubien ER', 'Wilson TW', 'Satkunam N']","['Department of Medicine, University of Saskatchewan, Saskatoon.']",['eng'],"['Case Reports', 'Journal Article']",Canada,CMAJ,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,9711805,,IM,"['Embolism/complications/pathology', 'Fatal Outcome', 'Heart Diseases/complications/pathology', 'Humans', '*Leukemia, Lymphocytic, Chronic, B-Cell/complications/pathology', 'Leukostasis/complications', 'Male', 'Middle Aged']",1998/12/04 00:00,1998/12/04 00:01,['1998/12/04 00:00'],"['1998/12/04 00:00 [pubmed]', '1998/12/04 00:01 [medline]', '1998/12/04 00:00 [entrez]']",,ppublish,CMAJ. 1998 Nov 3;159(9):1123-5.,,,PMC1229781,,,,,,,,,,,,,,,,,
9835621,NLM,MEDLINE,19990108,20181113,0021-9738 (Print) 0021-9738 (Linking),102,11,1998 Dec 1,Role of oxygen radicals generated by NADPH oxidase in apoptosis induced in human leukemia cells.,1961-8,"We have used a human leukemia cell line that, after homologous recombination knockout of the gp91-phox subunit of the phagocyte respiratory-burst oxidase cytochrome b-558, mimics chronic granulomatous disease (X-CGD) to study the role of oxygen radicals in apoptosis. Camptothecin (CPT), a topoisomerase I inhibitor, induced significantly more apoptosis in PLB-985 cells than in X-CGD cells. Sensitivity to CPT was enhanced after neutrophilic differentiation, but was lost after monocytic differentiation. No difference between the two cell lines was observed after treatment with other apoptosis inducers, including etoposide, ultraviolet radiation, ionizing radiation, hydrogen peroxide, or 7-hydroxystaurosporine. After granulocytic differentiation of both cell lines, CPT still induced apoptosis, suggesting independence from replication in fully differentiated and growth-arrested cells. Pyrrolidine dithiocarbamate (an antioxidant inhibitor of NF-kappaB) and catalase partially inhibited CPT-induced DNA fragmentation in granulocytic-differentiated PLB-985 cells, but had no effect in X-CGD cells. Flow cytometry analysis revealed that reactive oxygen intermediates were generated in CPT-treated PLB-985 cells. These data indicate that oxygen radicals generated by NADPH oxidase may contribute directly or indirectly to CPT-induced apoptosis in human leukemia and in neutrophilic-differentiated cells.","['Hiraoka, W', 'Vazquez, N', 'Nieves-Neira, W', 'Chanock, S J', 'Pommier, Y']","['Hiraoka W', 'Vazquez N', 'Nieves-Neira W', 'Chanock SJ', 'Pommier Y']","['Laboratory of Molecular Pharmacology, National Cancer Institute, Bethesda, Maryland 20892, USA.']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Clin Invest,The Journal of clinical investigation,7802877,"['0 (Alkaloids)', '0 (Antineoplastic Agents, Phytogenic)', '0 (Antioxidants)', '0 (Enzyme Inhibitors)', '0 (Membrane Glycoproteins)', '0 (NF-kappa B)', '0 (Neoplasm Proteins)', '0 (Pyrrolidines)', '0 (Reactive Oxygen Species)', '0 (Thiocarbamates)', '0 (Topoisomerase I Inhibitors)', '25769-03-3 (pyrrolidine dithiocarbamic acid)', '6PLQ3CP4P3 (Etoposide)', '7BU5H4V94A (7-hydroxystaurosporine)', 'BBX060AN9V (Hydrogen Peroxide)', 'EC 1.11.1.6 (Catalase)', 'EC 1.6.3.- (CYBB protein, human)', 'EC 1.6.3.- (NADPH Oxidase 2)', 'EC 1.6.3.- (NADPH Oxidases)', 'H88EPA0A3N (Staurosporine)', 'XT3Z54Z28A (Camptothecin)']",IM,"['Alkaloids/pharmacology', 'Antineoplastic Agents, Phytogenic/*pharmacology', 'Antioxidants/pharmacology', 'Apoptosis/drug effects/*physiology/radiation effects', 'Camptothecin/*pharmacology', 'Catalase/pharmacology', 'Cell Differentiation', 'Cell Line', 'DNA Fragmentation/drug effects', 'Enzyme Inhibitors/pharmacology', 'Etoposide/pharmacology', 'Flow Cytometry', 'Granulomatous Disease, Chronic/pathology', 'Humans', 'Hydrogen Peroxide/pharmacology', 'Leukemia/enzymology/metabolism/*pathology', 'Membrane Glycoproteins/*physiology', 'Monocytes/pathology', 'NADPH Oxidase 2', 'NADPH Oxidases/*metabolism', 'NF-kappa B/antagonists & inhibitors', 'Neoplasm Proteins/*metabolism', 'Neutrophils/pathology', 'Pyrrolidines/pharmacology', '*Reactive Oxygen Species', 'Staurosporine/analogs & derivatives', 'Thiocarbamates/pharmacology', 'Topoisomerase I Inhibitors', 'Tumor Cells, Cultured', 'Ultraviolet Rays']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",['10.1172/JCI3437 [doi]'],ppublish,J Clin Invest. 1998 Dec 1;102(11):1961-8. doi: 10.1172/JCI3437.,,,PMC509148,,,,,,,,,,,,,,,,,
9835498,NLM,MEDLINE,19990222,20200724,0066-4804 (Print) 0066-4804 (Linking),42,12,1998 Dec,Efficacy of low-dose dopamine in preventing amphotericin B nephrotoxicity in bone marrow transplant patients and leukemia patients.,3103-6,"This study evaluated the efficacy of low-dose dopamine for prevention of amphotericin B-induced nephrotoxicity in autologous bone marrow transplant and leukemia patients. Seventy-one patients undergoing cytoreductive therapy who required amphotericin B were randomly assigned in an unblinded fashion to a group receiving continuous-infusion low-dose dopamine (3 microgram/kg/min) or a group receiving no dopamine. Amphotericin B was dosed at 0.5 or 1.0 mg/kg/day based on computerized tomography scan results or presence of positive blood cultures. No patient received saline boluses. The rate of nephrotoxicity, severity as graded by Southwest Oncology Group toxicity criteria, and time to each grade of nephrotoxicity were compared between the two groups. Eighty percent of the no-dopamine group and 66.7% of the dopamine group developed nephrotoxicity, defined as a 1.5-fold or greater increase in baseline serum creatinine level (P = 0.20). No statistical difference was noted at any grade of nephrotoxicity between the two groups. Thirty-four percent of patients in the no-dopamine group versus 17.6% in the dopamine group had a 2.5-fold or greater increase in serum creatinine level, which was not statistically significant (P = 0.0888). Ten patients developed grade IV nephrotoxicity and were withdrawn from the study, 7 in the no-dopamine group and 3 in the dopamine group (P = 0.19). The time to each grade of nephrotoxicity was also not significantly different for the two groups. Eleven adverse drug reactions were reported in the dopamine group in comparison to one in the no-dopamine group. Thus, dopamine offers little in the way of prevention of nephrotoxicity associated with amphotericin B therapy. Although the significance of drug reactions in the dopamine group is not clearly established due to lack of cardiac monitoring in the no-dopamine group, dopamine therapy is not without complications.","['Camp, M J', 'Wingard, J R', 'Gilmore, C E', 'Lin, L S', 'Dix, S P', 'Davidson, T G', 'Geller, R B']","['Camp MJ', 'Wingard JR', 'Gilmore CE', 'Lin LS', 'Dix SP', 'Davidson TG', 'Geller RB']","['Department of Pharmaceutical Services, Emory University Hospital, Emory University, Atlanta, Georgia 30322, USA. MJCampOBI@earthlink.net']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy,0315061,"['0 (Antifungal Agents)', '7XU7A7DROE (Amphotericin B)', 'VTD58H1Z2X (Dopamine)']",IM,"['Adolescent', 'Adult', 'Amphotericin B/*adverse effects/therapeutic use', 'Antifungal Agents/*adverse effects/therapeutic use', '*Bone Marrow Transplantation', 'Dopamine/administration & dosage/adverse effects/*therapeutic use', 'Female', 'Humans', 'Kidney Diseases/chemically induced/*prevention & control', 'Leukemia/*complications', 'Male', 'Middle Aged', 'Mycoses/complications/prevention & control', 'Prospective Studies']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",['10.1128/AAC.42.12.3103 [doi]'],ppublish,Antimicrob Agents Chemother. 1998 Dec;42(12):3103-6. doi: 10.1128/AAC.42.12.3103.,,,PMC106006,,,,,,,,,,,,,,,,,
9835355,NLM,MEDLINE,19990202,20190512,1360-9947 (Print) 1360-9947 (Linking),4,11,1998 Nov,In-vivo administration of progesterone inhibits the secretion of endometrial leukaemia inhibitory factor in vitro.,1039-44,"Human interleukin for DA cells, also called leukaemia inhibitory factor (LIF), is of cardinal importance for successful murine embryo implantation. Recent studies suggest it may also play an important role in human embryo implantation. Our objective was to study the hormonal regulation of the production/secretion of LIF by the human endometrium. Endometrial LIF secretion in specimens obtained from women without ovarian function (n+/-14) at day 10 (4 mg of oestradiol regimen) or day 20 (oestradiol plus 300 mg of progesterone) of a simulated menstrual cycle was examined. LIF was detected in all cultured explants obtained both in the proliferative and secretory phase of the stimulated cycles. The levels of cytokine production by day 10 endometrial culture explants were 5-fold higher than by day 20 endometrial samples (mean+/-SEM, 24.3+/-8.6 versus 4.5+/-2.1 pg/mg, P < 0.01). This suggests that progesterone significantly down-regulates the endometrial LIF secretion. The effect of progesterone on LIF secretion by the endometrium in vitro was also examined. Explants of endometrium obtained from the same patients on day 10 of cycle were treated with 0.5 ng/ml of progesterone in vitro. This progesterone treatment significantly reduced LIF secretion by endometrial explants in vitro (mean+/-SEM, 20.3+/-4.8 versus 10.7+/-2.3 pg/mg, P < 0.05). These results suggest that LIF endometrial production is regulated by progesterone both in-vivo and in-vitro. The possible mechanisms of LIF regulation are discussed briefly.","['Hambartsoumian, E', 'Taupin, J L', 'Moreau, J F', 'Frydman, R', 'Chaouat, G']","['Hambartsoumian E', 'Taupin JL', 'Moreau JF', 'Frydman R', 'Chaouat G']","['Department of Obstetrics and Gynecology, Hopital Antoine Beclere, Clamart, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Mol Hum Reprod,Molecular human reproduction,9513710,"['0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lymphokines)', '4G7DS2Q64Y (Progesterone)']",IM,"['Adult', 'Down-Regulation', 'Endometrium/*drug effects/*physiology', 'Female', 'Growth Inhibitors/antagonists & inhibitors/*metabolism', 'Humans', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/antagonists & inhibitors/*metabolism', 'Ovulation Induction', 'Progesterone/*pharmacology']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",['10.1093/molehr/4.11.1039 [doi]'],ppublish,Mol Hum Reprod. 1998 Nov;4(11):1039-44. doi: 10.1093/molehr/4.11.1039.,,,,,,,,,,,,,,,,,,,,
9834912,NLM,MEDLINE,19990204,20131121,0025-7753 (Print) 0025-7753 (Linking),111,11,1998 Oct 10,[Clinical factors that affect the detection of BCR-ABL transcripts after allogenic bone marrow transplantation for chronic myeloid leukemia].,405-9,BACKGROUND: To evaluate the relationship between clinical parameters and the ability to detect BCR-ABL-positive cells in a series of 27 long survivor patients after allogeneic bone marrow transplantation (BMT) for chronic myelogenous leukemia (CML). PATIENTS AND METHODS: A total of 78 samples obtained between 1 and 160 months after BMT were analyzed for the presence of the BCR-ABL transcript detected by the reverse-transcription polymerase chain reaction (PCR) using nested primers. Median follow up was 83 months. RESULTS: 16 patients were persistently PCR-positive and 7 patients persistently PCR-negative. The original transcript became negative in four patients. Only two of the positive cases developed hematologic relapse during the period of study. High white blood cell counts before BMT (17.88 vs 10.12 x 10(9)/l; p = 0.008) and immunosuppressive therapy for chronic graft-versus-host disease (p < 0.05) were associated with an increased ability to detect residual BCR-ABL positive cells. CONCLUSIONS: Our data show that most patient are persistently BCR-ABL positive after BMT for CML. If these findings represents a dynamic balance between the tumour burden prior BMT and the immunological capability of the graft must be confirmed in further studies.,"['Roman, J', 'Garcia, M J', 'Martin, C', 'Sanchez, J', 'Serrano, J', 'Falcon, M', 'Castillejo, J A', 'Navarro, J A', 'Flores, R', 'Torres, A']","['Roman J', 'Garcia MJ', 'Martin C', 'Sanchez J', 'Serrano J', 'Falcon M', 'Castillejo JA', 'Navarro JA', 'Flores R', 'Torres A']","['Servicio de Hematologia, Hospital Reina Sofia, Cordoba.']",['spa'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Spain,Med Clin (Barc),Medicina clinica,0376377,"['0 (RNA, Messenger)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Child', 'Female', 'Fusion Proteins, bcr-abl/*biosynthesis/genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Male', 'Middle Aged', 'RNA, Messenger/analysis/biosynthesis']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1998 Oct 10;111(11):405-9.,,,,,Factores clinicos que influyen en la deteccion de transcritos BCR-ABL despues del trasplante de medula osea alogenico por leucemia mieloide cronica.,,,,,,,,,,,,,,,
9834783,NLM,MEDLINE,19981210,20161209,0755-4982 (Print) 0755-4982 (Linking),27,33,1998 Oct 31,[Incidental discovery of HTLV1 serology in recurrent strongyloidias: 2 cases].,1681,,"['Botterel, F', 'Cornet, M', 'Bouree, P']","['Botterel F', 'Cornet M', 'Bouree P']",,['fre'],"['Case Reports', 'Letter']",France,Presse Med,"Presse medicale (Paris, France : 1983)",8302490,,IM,"['Adult', 'Female', 'Humans', 'Leukemia, T-Cell/*blood/complications', 'Middle Aged', 'Recurrence', 'Strongyloidiasis/*blood/complications']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",,ppublish,Presse Med. 1998 Oct 31;27(33):1681.,,,,,Decouverte fortuite d'une serologie HTLV1 devant une anguillulose recidivante: 2 observations.,,,,,,,,,,,,,,,
9834524,NLM,MEDLINE,19981216,20071115,1166-7087 (Print) 1166-7087 (Linking),8,4,1998 Sep,[Prostatic localization revealing an acute myeloid leukemia. Apropos of a case].,569-72,"The authors report an original case of acute myeloid leukaemia (AML) presenting in the form of acute urinary retention, confirmed by prostatic biopsy, with complete absence of any non-urological clinical features. Prostatic sites of leukaemia are frequent and classically reported, but often occur during the course of known leukaemia, and are rarely symptomatic, justifying biopsies in the presence of any prostatic symptoms. Immunolabelling represents the key to the diagnosis in the presence of undifferentiated cells demonstrated on prostatic biopsies. The outcome was fatal in this case, despite early chemotherapy. The clinical features, clinical course and therapeutic aspects of prostatic leukaemia are discussed.","['Smaoui, S', 'Lecomte, M J', 'Peraldi, R', 'Pernin, F']","['Smaoui S', 'Lecomte MJ', 'Peraldi R', 'Pernin F']","[""Service d'Urologie, Centre Hospitalier d'Ajaccio, France.""]",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Prog Urol,Progres en urologie : journal de l'Association francaise d'urologie et de la Societe francaise d'urologie,9307844,,IM,"['Acute Disease', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Prostatic Neoplasms/*complications', 'Urinary Retention/*etiology']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",,ppublish,Prog Urol. 1998 Sep;8(4):569-72.,,,,,Localisation prostatique revelatrice d'une leucemie aigue myeloide. A propos d'un cas.,,,,,,,,,,,,,,,
9834309,NLM,MEDLINE,19981204,20131121,0028-4793 (Print) 0028-4793 (Linking),339,23,1998 Dec 3,Transplantation in first remission of acute myeloid leukemia.,1698-700,,"['Burnett, A K']",['Burnett AK'],,['eng'],"['Comment', 'Editorial']",United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)']",IM,"['Acute Disease', 'Antimetabolites, Antineoplastic/therapeutic use', '*Bone Marrow Transplantation', 'Cytarabine/therapeutic use', 'Humans', 'Leukemia, Myeloid/drug therapy/*therapy', 'Remission Induction', 'Transplantation, Autologous', 'Transplantation, Homologous']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",['10.1056/NEJM199812033392309 [doi]'],ppublish,N Engl J Med. 1998 Dec 3;339(23):1698-700. doi: 10.1056/NEJM199812033392309.,,['N Engl J Med. 1999 May 6;340(18):1437-9. PMID: 10328705'],,,,,,['N Engl J Med. 1998 Dec 3;339(23):1649-56. PMID: 9834301'],,,,,,,,,,,,
9834306,NLM,MEDLINE,19981204,20081121,0028-4793 (Print) 0028-4793 (Linking),339,23,1998 Dec 3,Images in clinical medicine. Acute febrile neutrophilic dermatosis in acute myelogenous leukemia.,1687,,"['Starobinski, M', 'Salomon, D']","['Starobinski M', 'Salomon D']","['Geneva University Hospital, Switzerland.']",['eng'],"['Case Reports', 'Journal Article']",United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['Humans', 'Leukemia, Myelomonocytic, Acute/*complications', 'Male', 'Middle Aged', 'Skin/pathology', 'Sweet Syndrome/etiology/*pathology']",1998/12/03 00:00,1998/12/03 00:01,['1998/12/03 00:00'],"['1998/12/03 00:00 [pubmed]', '1998/12/03 00:01 [medline]', '1998/12/03 00:00 [entrez]']",['10.1056/NEJM199812033392306 [doi]'],ppublish,N Engl J Med. 1998 Dec 3;339(23):1687. doi: 10.1056/NEJM199812033392306.,,['N Engl J Med. 1999 Apr 29;340(17):1371. PMID: 10223880'],,,,,,,,,,,,,,,,,,
