PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,PMC,SI,CIN,CON,CRI,CI,EIN,TT,LID,OID,OTO,OT,GN,MID
9332474,NLM,MEDLINE,19971105,20190816,0165-4608 (Print) 0165-4608 (Linking),98,2,1997 Oct 15,Two different Philadelphia chromosomes in a cell line from an AML-M0 patient.,111-4,"A second Philadelphia (Ph) chromosome is one of the most common nonrandom secondary chromosome changes in leukemias with 9;22 translocations. It has been suggested, and observed in two studies of masked t(9;22), that the second Ph chromosome is an exact duplication of the entire derivative chromosome 22. In a cytogenetic study of bone marrow cells from an acute myelogenous leukemia patient, a cell line carrying two different Ph chromosomes evidenced by a chromosome 22 centromeric heteromorphism was found. From this observation arose the question whether the second der(22) was a true Ph chromosome or whether it was a deleted chromosome derived from the normal chromosome 22 that did not contain the bcr-abl rearrangement. A fluorescent in situ hybridization (FISH) study with the t(9;22) probe revealed two bcr-abl positive signals on 60 of 100 interphase nuclei. The second Ph could have resulted from a mitotic crossing over; or, analogously to late-appearing Philadelphia chromosomes, it may be derived from a new chromatid translocation between the chromosomes 9 and 22 not involved in the initial t(9;22).","['Gonzalez Garcia, J R', 'Garces Ruiz, O M', 'Delgado Lamas, J L', 'Ramirez-Duenas, M L']","['Gonzalez Garcia JR', 'Garces Ruiz OM', 'Delgado Lamas JL', 'Ramirez-Duenas ML']","['Division de Genetica, Centro Medico Nacional de Occidente, Institituto Mexicano del Seguro Social, Guadalajara, Jalisco, Mexico.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adolescent', '*Chromosome Aberrations', 'Chromosomes, Human, Pair 22', 'Fusion Proteins, bcr-abl/genetics', 'Gene Rearrangement', 'Humans', 'In Situ Hybridization, Fluorescence', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Leukemia, Myeloid, Acute/*genetics', 'Male']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']","['S0165460896004190 [pii]', '10.1016/s0165-4608(96)00419-0 [doi]']",ppublish,Cancer Genet Cytogenet. 1997 Oct 15;98(2):111-4. doi: 10.1016/s0165-4608(96)00419-0.,,,,,,,,,,,,,,,
9332472,NLM,MEDLINE,19971105,20190816,0165-4608 (Print) 0165-4608 (Linking),98,2,1997 Oct 15,Hairy cell leukemia variant with t(2;8)(p12;q24) abnormality.,102-5,"Hairy cell leukemia variant is an uncommon chronic B-cell lymphoproliferative disorder characterized clinically by splenomegaly and marked leukocytosis. Cytologically, the leukemic cells are distinguishable from those of classical hairy cell leukemia by the presence of single, central, and vesicular nucleoli. Cytogenetic information for this uncommon leukemia is scanty, although structural abnormalities involving 7q34 have been reported in few cases. We report a patient with hairy cell leukemia variant who has t(2;8)(p12;q34) but without [corrected] c-MYC oncogene rearrangement.","['Wong, K F', 'Kwong, Y L', 'Hui, P K']","['Wong KF', 'Kwong YL', 'Hui PK']","['Department of Pathology, Queen Elizabeth Hospital, Kowloon, Hong Kong.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', '*Chromosomes, Human, Pair 2', '*Chromosomes, Human, Pair 8', 'Gene Rearrangement', 'Genes, myc', 'Humans', 'Karyotyping', 'Leukemia, Hairy Cell/blood/*genetics', 'Leukocytes, Mononuclear/ultrastructure', 'Male', 'Microscopy, Electron', '*Translocation, Genetic']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']","['S0165460896004153 [pii]', '10.1016/s0165-4608(96)00415-3 [doi]']",ppublish,Cancer Genet Cytogenet. 1997 Oct 15;98(2):102-5. doi: 10.1016/s0165-4608(96)00415-3.,,,,,,,,['Cancer Genet Cytogenet 1998 Feb;101(1):82'],,,,,,,
9332469,NLM,MEDLINE,19971113,20131121,0344-5704 (Print) 0344-5704 (Linking),40,6,1997,Phenytoin-induced alteration in the N-dechloroethylation of ifosfamide stereoisomers.,531-3,"CASE: A suspected alteration in ifosfamide (IFF) metabolism and pharmacokinetics was observed in a pediatric patient receiving phenytoin. METHODS: Sequential plasma samples were obtained and analyzed for the concentrations of the enantiomers of IFF and their N-dechloroethylated metabolites (DCE-IFF) using a validated enantioselective gas chromatographic-mass spectrometric method. RESULTS: In the phenytoin-treated patient, the metabolic formation of IFF enantiomers was increased and the metabolic pattern of the N-dechloroethylation altered from non-phenytoin-treated patients: (R)-3-DCE IFF > > (S)-3-DCE-IFF = (S)-2-DCE-IFF > (R)-2-DCE-IFF (control) vs (S)-3-DCE-IFF = (S)-2-DCE-IFF > (R)-3-DCE-IFF > > (R)-2-DCE-IFF (patient). CONCLUSIONS: Previous studies have attributed the production of the (S)-2-DCE-IFF and (S)-3-DCE-IFF metabolites to the activity of CYP2B6 and (R)-2-DCE-IFF and (R)-3-DCE-IFF to the activity of CYP3A4. The results suggest that phenytoin induced the activity of CYP2B6 to a greater extent than CYP3A4. In addition, the patient, who was at least partially refractory to several other treatments, went into remission after IFF treatment suggesting that phenytoin pretreatment might increase IFF therapeutic efficacy.","['Ducharme, M P', 'Bernstein, M L', 'Granvil, C P', 'Gehrcke, B', 'Wainer, I W']","['Ducharme MP', 'Bernstein ML', 'Granvil CP', 'Gehrcke B', 'Wainer IW']","['Faculty of Pharmacy, University of Montreal, Quebec, Canada.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Antineoplastic Agents, Alkylating)', '6158TKW0C5 (Phenytoin)', 'UM20QQM95Y (Ifosfamide)']",IM,"['Alkylation', 'Antineoplastic Agents, Alkylating/chemistry/*pharmacokinetics/therapeutic use', 'Child', 'Female', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Ifosfamide/chemistry/*pharmacokinetics/therapeutic use', 'Phenytoin/*pharmacology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy', 'Stereoisomerism']",1997/01/01 00:00,1997/10/23 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/01/01 00:00 [entrez]']",['10.1007/s002800050698 [doi]'],ppublish,Cancer Chemother Pharmacol. 1997;40(6):531-3. doi: 10.1007/s002800050698.,,,,,,,,,,,,,,,
9332336,NLM,MEDLINE,19971119,20190705,0007-1048 (Print) 0007-1048 (Linking),98,3,1997 Sep,Transplantation of HLA-mismatched CD34+ selected cells in patients with advanced malignancies: severe immunodeficiency and related complications.,760-6,"This trial was designed to test the use of CD34+ selected haemopoietic stem cells (HSC) in HLA-mismatched donor-recipient pairs, following intensive conditioning with thiotepa, antilymphocyte globulin (ALG), cyclophosphamide and single-dose total-body irradiation (sTBI). 10 patients aged 16-50 with advanced malignancies and a two- or three-antigen mismatched family donor entered this study. Donor marrow and G-CSF primed peripheral blood cells were processed separately on CD34 columns (Ceprate). The median number of infused CD34+ cells were 5.66 x 10(6)/ kg, with 0.55 x 10(6)/kg CD3+ cells. Nine patients received cyclosporin for graft-versus-host disease (GvHD) prophylaxis. Median neutrophil counts on day 21 were 2 x 10(9)/l with a median platelet count of 60 x 10(9)/l, but CD4 counts remained extremely depressed throughout the study. Acute GvHD was scored as grade 0-I in two patients, as grade II in seven, and grade III in one. Eight patients died at a median interval of 72 d from HSCT (range 20-144) due to cytomegalovirus (CMV) associated interstitial pneumonitis (IP) (n = 5), renal failure (n = 1). GvHD (n = 1) and Aspergillus meningitis (n = 1). Two patients are alive 365-495 d post transplant, one in remission and one in relapse. This study suggests that large numbers of positively selected mismatched HSC can rapidly engraft after intensive conditioning regimen: however, profound post-transplant immunodeficiency leads to a high risk of lethal infectious complications.","['Bacigalupo, A', 'Mordini, N', 'Pitto, A', 'Piaggio, G', 'Podesta, M', 'Benvenuto, F', 'van Lint, M T', 'Valbonesi, M', 'Lercari, G', 'Carlier, P', 'Lamparelli, T', 'Gualandi, F', 'Occhini, D', 'Bregante, S', 'Figari, O', 'Soracco, M', 'Vassallo, F', 'De Stefano, G']","['Bacigalupo A', 'Mordini N', 'Pitto A', 'Piaggio G', 'Podesta M', 'Benvenuto F', 'van Lint MT', 'Valbonesi M', 'Lercari G', 'Carlier P', 'Lamparelli T', 'Gualandi F', 'Occhini D', 'Bregante S', 'Figari O', 'Soracco M', 'Vassallo F', 'De Stefano G']","['Divisione Ematologia II, Ospedale San Martino, Genova, Italy.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (Antigens, CD34)']",IM,"['Adolescent', 'Adult', 'Antigens, CD34', 'Bone Marrow Transplantation/methods', 'CD4-Positive T-Lymphocytes/immunology', 'CD8-Positive T-Lymphocytes/immunology', 'Cause of Death', 'Cytomegalovirus Infections/etiology', 'Graft Survival', 'Hematopoietic Stem Cell Transplantation/*adverse effects/methods', 'Humans', 'Immunologic Deficiency Syndromes/*etiology', 'Lymphoma, Non-Hodgkin/*therapy', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/*therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Transplantation Conditioning/methods', 'Transplantation, Homologous']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']",['10.1046/j.1365-2141.1997.2773094.x [doi]'],ppublish,Br J Haematol. 1997 Sep;98(3):760-6. doi: 10.1046/j.1365-2141.1997.2773094.x.,,,,,,,,,,,,,,,
9332335,NLM,MEDLINE,19971119,20190705,0007-1048 (Print) 0007-1048 (Linking),98,3,1997 Sep,Outcome of transplantation for standard-risk leukaemia with grafts depleted of lymphocytes after conditioning with an intensified regimen.,750-9,"One hundred and eighty-one consecutive patients with standard-risk leukaemia were transplanted with HLA-identical sibling grafts depleted of lymphocytes using counter-flow centrifugation. In 116 patients, standard conditioning was intensified by the addition of anthracyclines. Multivariate analysis revealed significantly more acute GVHD > or = grade 2 and a trend towards more chronic GVHD in patients conditioned with the addition of anthracyclines. For all patients the risk for chronic GVHD, but not for acute GVHD increased with a higher number of T cells in the graft. The projected 5-year probability of relapse was significantly lower in the group of patients conditioned with anthracyclines; 26% versus 52% (P = 0.015). In multivariate analysis the addition of anthracyclines to the conditioning regimen was the only significant factor contributing to a lower probability of relapse. The projected 5-year probability of leukaemia-free survival [LFS] in the patients conditioned with and without the addition of anthracyclines was 56% and 36%, respectively (P = 0.004). In multivariate analysis the addition of anthracyclines to the conditioning regimen correlated significantly with a lower number of mixed chimaeras in patients at 6 and 12 months after BMT. Mixed chimaerism at 6 months after transplantation did not significantly correlate with a higher incidence of relapse in further follow-up. In contrast, mixed chimaerism at 12 months after BMT was significantly associated with higher relapse rate. We conclude that the addition of anthracyclines to the conditioning regimen improves outcome of BMT using T-cell-depleted grafts.","['Schaap, N', 'Schattenberg, A', 'Bar, B', 'Preijers, F', 'Geurts van Kessel, A', 'van der Maazen, R', 'de Boo, T', 'de Witte, T']","['Schaap N', 'Schattenberg A', 'Bar B', 'Preijers F', 'Geurts van Kessel A', 'van der Maazen R', 'de Boo T', 'de Witte T']","['Division of Haematology, University Hospital Nijmegen, The Netherlands.']",['eng'],,['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,['0 (Anthracyclines)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Anthracyclines/*therapeutic use', 'Bone Marrow Transplantation/*methods/pathology', 'Disease-Free Survival', 'Female', 'Graft vs Host Disease/etiology', 'Hematopoietic Stem Cells/pathology', 'Humans', 'Leukemia, Lymphoid/pathology/*therapy', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/pathology/therapy', 'Leukemia, Myeloid/pathology/*therapy', '*Lymphocyte Depletion', 'Male', 'Middle Aged', 'Recurrence', 'T-Lymphocytes', 'Transplantation Chimera', 'Transplantation Conditioning/*methods', 'Treatment Outcome']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']",['10.1046/j.1365-2141.1997.d01-3499.x [doi]'],ppublish,Br J Haematol. 1997 Sep;98(3):750-9. doi: 10.1046/j.1365-2141.1997.d01-3499.x.,,,,,,,,,,,,,,,
9332332,NLM,MEDLINE,19971119,20190705,0007-1048 (Print) 0007-1048 (Linking),98,3,1997 Sep,t(8;20)(q22;p13): a novel variant translocation of t(8;21) in acute myeloblastic leukaemia.,733-5,"A novel variant translocation t(8;20)(q22;p13) detected by karyotype analysis of bone marrow cells using R- and G-banding techniques, is reported in a case of M2-acute myeloid leukaemia (AML). The leukaemic cells were indistinguishable morphologically from that of M2-AML with t(8;21)translocation. RT-PCR revealed no AML1/ETO fusion transcript, but the wild-type ETO-3' was expressed in the bone marrow cells suggesting that t(8;20) is a true simple variant translocation of t(8;21), and that a fusion gene consisting of ETO and an unidentified gene located in band 20p13 may exist in our case. Further study is required to clarify the entity of the assumed fusion gene.","['Xue, Y', 'Yu, F', 'Xin, Y', 'Lu, D', 'Zou, Z', 'Guo, Y', 'Xie, X']","['Xue Y', 'Yu F', 'Xin Y', 'Lu D', 'Zou Z', 'Guo Y', 'Xie X']","['Leukaemia Research Unit, Jiangsu Institute of Haematology, First Affiliated Hospital of Suzhou Medical College, PR China.']",['eng'],,"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Aged', 'Base Sequence', 'Chromosomes, Human, Pair 20/*genetics', 'Chromosomes, Human, Pair 8/*genetics', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Molecular Sequence Data', 'Polymerase Chain Reaction', '*Translocation, Genetic']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']",['10.1046/j.1365-2141.1997.2693088.x [doi]'],ppublish,Br J Haematol. 1997 Sep;98(3):733-5. doi: 10.1046/j.1365-2141.1997.2693088.x.,,,,,,,,,,,,,,,
9332328,NLM,MEDLINE,19971119,20190705,0007-1048 (Print) 0007-1048 (Linking),98,3,1997 Sep,Interferon-gamma induced proliferation of human myeloid leukaemia cell lines.,699-710,"Interferon-gamma (IFN-gamma) is a pleiotropic cytokine involved in the regulation of various phases of immune and inflammatory responses; it also has anti-viral and anti-proliferative activity. Using continuous human leukaemia cell lines as model systems, we found that IFN-gamma stimulated the proliferation of leukaemic myeloid cells; this effect was specifically neutralized by an anti-IFN-gamma monoclonal antibody (McAb). No proliferative response was seen in autonomously growing cell lines; however, 11/19 constitutively growth factor-dependent cell lines showed a significant response in short-term proliferation assays upon incubation with IFN-gamma. The stimulation indices ranged from 2 to 37 compared with the untreated control cells; the EC50 values for these cell lines were in the range of 0.1-0.6 ng/ml IFN-gamma. Flow cytometric analysis demonstrated heterogeneity in the expression of the IFN-gamma receptor, as it was found on 37-97% of the cells per cell line. The effects of IFN-gamma on proliferation triggered by a spectrum of 10 other cytokines were variable, and both stimulation and attenuation of the proliferative responses were seen in different cell lines. Under serum-free culture conditions, IFN-gamma acted as a survival factor suppressing apoptosis. As has been described for other functional processes triggered by IFN-gamma, the proliferation-inducing activity of IFN-gamma also led to activation of the signal transducing element STAT 1. Thus, IFN-gamma can induce myeloid leukaemia cells to proliferate and can modulate their proliferative response to other cytokines. Therefore IFN-gamma may be a pathologically relevant ligand for leukaemic cell proliferation in vivo. In physiological settings, IFN-gamma might be a bifunctional regulator of haemopoietic cell proliferation, depending on other differential co-signals from the micro-environment.","['Drexler, H G', 'Zaborski, M', 'Quentmeier, H']","['Drexler HG', 'Zaborski M', 'Quentmeier H']","['DSMZ-German Collection of Microorganisms and Cell Cultures, Department of Human and Animal Cell Cultures, Braunschweig, Germany.']",['eng'],,['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Growth Substances)', '0 (Receptors, Cytokine)', '0 (Receptors, Interferon)', '07MXG07O12 (interferon gamma receptor)', '82115-62-6 (Interferon-gamma)']",IM,"['Adult', 'Aged', 'Cell Division/drug effects', 'Cell Survival', 'Drug Interactions', 'Female', 'Growth Substances/*pharmacology', 'Humans', 'Infant', 'Interferon-gamma/*pharmacology', 'Leukemia, Myeloid/*pathology', 'Male', 'Middle Aged', 'Phosphorylation', 'Receptors, Cytokine/metabolism', 'Receptors, Interferon/metabolism', 'Tumor Cells, Cultured']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']",['10.1046/j.1365-2141.1997.2673084.x [doi]'],ppublish,Br J Haematol. 1997 Sep;98(3):699-710. doi: 10.1046/j.1365-2141.1997.2673084.x.,,,,,,,,,,,,,,,
9332327,NLM,MEDLINE,19971119,20190705,0007-1048 (Print) 0007-1048 (Linking),98,3,1997 Sep,"Mitochondrial electron transport chain activity, but not ATP synthesis, is required for drug-induced apoptosis in human leukaemic cells: a possible novel mechanism of regulating drug resistance.",686-98,"There is increasing evidence for an association between mitochondrial function and susceptibility to apoptosis. It has been shown that the vinblastine-resistant leukaemic cell line CEM/VLB100 has a more active mitochondrial electron transport chain (ETC) than the parental CCRF-CEM cell line. Inhibition of mitochondrial DNA replication by ethidium bromide (EB) depleted the activity of the ETC and reduced cellular respiratory rate. Depletion of mitochondrial DNA was associated with increased resistance to vinblastine-induced apoptosis in both cell lines. In contrast, the highly specific inhibitor of the energy producing mitochondrial enzyme F1Fzero-ATPase, oligomycin, rendered CEM/VLB100 cells more sensitive to vinblastine by inhibiting the energy-dependent P-glycoprotein (Pgp) pump, suggesting that the effect of EB is independent of energy generation and ATPase activity. Both mitochondrial ETC depletion and ATPase inhibition decreased vinblastine-induced cell cycle changes in the CCRF-CEM cell line, suggesting that cell cycle changes are dependent on ATP generation. However, EB-induced ETC depletion in CEM/VLB100 cells inhibited apoptosis in response to high concentration of vinblastine, but not G2M arrest. We suggest that: (1) over-expression of Pgp by drug-resistant cells may up-regulate mitochondrial energy production; (2) mitochondrial ETC activity is required for DNA fragmentation in response to vinblastine, but the mechanism is independent of Pgp activity and ATP generation; (3) down-regulation of mitochondrial ETC activity may confer resistance to vinblastine-induced apoptosis; (4) the mitochondrial ETC is involved in vinblastine-induced apoptosis downstream of microtubule disruption and cell cycle changes.","['Jia, L', 'Allen, P D', 'Macey, M G', 'Grahn, M F', 'Newland, A C', 'Kelsey, S M']","['Jia L', 'Allen PD', 'Macey MG', 'Grahn MF', 'Newland AC', 'Kelsey SM']","[""Department of Haematology, St Bartholomew's, London.""]",['eng'],,['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Oligomycins)', '33X04XA5AT (Lactic Acid)', '5V9KLZ54CY (Vinblastine)', '8L70Q75FXE (Adenosine Triphosphate)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'IY9XDZ35W2 (Glucose)']",IM,"['Adenosine Triphosphatases/antagonists & inhibitors', 'Adenosine Triphosphate/*biosynthesis', 'Antineoplastic Agents, Phytogenic/therapeutic use', 'Apoptosis/*drug effects', 'Drug Resistance, Multiple', 'Drug Resistance, Neoplasm', 'Electron Transport', 'Glucose/metabolism', 'Humans', 'Lactic Acid/metabolism', 'Leukemia-Lymphoma, Adult T-Cell/drug therapy/metabolism/*pathology', 'Mitochondria/*metabolism', 'Oligomycins/pharmacology', 'Tumor Cells, Cultured', 'Vinblastine/therapeutic use']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']",['10.1046/j.1365-2141.1997.2683085.x [doi]'],ppublish,Br J Haematol. 1997 Sep;98(3):686-98. doi: 10.1046/j.1365-2141.1997.2683085.x.,,,,,,,,,,,,,,,
9332326,NLM,MEDLINE,19971119,20190705,0007-1048 (Print) 0007-1048 (Linking),98,3,1997 Sep,Inhibition of autophagy abrogates tumour necrosis factor alpha induced apoptosis in human T-lymphoblastic leukaemic cells.,673-85,"The pattern and the sequence of tumour necrosis factor-alpha (TNF alpha) induced cell death in the acute T-lymphoblastic leukaemic cell line CCRF-CEM and its vinblastine-resistant subline CEM/VLB100 have been studied. Previously, we found that the CEM/VLB100 cell line was more sensitive to TNF alpha-induced killing than its parental CCRF-CEM cell line. TNF alpha-induced cell death showed an apoptotic pattern, as detected by agarose electrophoresis, flow cytometry and transmission electron microscopy (TEM). TEM images revealed that autophagy and codensed mitochondria occurred earlier than nuclear fragmentation. The specific inhibitor of autophagy, 3-methyladenine (3MA), inhibited the formation of autophagosomes. TNF alpha-induced DNA fragmentation and cytolysis were completely inhibited by 10 mM 3MA. Inhibition of the fusion of lysosomes with autophagosomes by asparagine did not block TNF alpha-induced apoptosis. In addition, amino acid and protein deprivation enhanced TNF alpha-induced autophagy but not apoptosis. We propose that the early stages of autophagy are required for, but do not necessarily result in, TNF alpha-induced apoptosis.","['Jia, L', 'Dourmashkin, R R', 'Allen, P D', 'Gray, A B', 'Newland, A C', 'Kelsey, S M']","['Jia L', 'Dourmashkin RR', 'Allen PD', 'Gray AB', 'Newland AC', 'Kelsey SM']","[""Department of Haematology, St Bartholomew's, London.""]",['eng'],,['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,['0 (Tumor Necrosis Factor-alpha)'],IM,"['Apoptosis/*physiology', 'Autophagy/physiology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*pathology', 'Lysosomes/pathology', 'Microscopy, Electron', 'Mitochondria/pathology', 'Tumor Cells, Cultured', 'Tumor Necrosis Factor-alpha/*pharmacology']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']",['10.1046/j.1365-2141.1997.2623081.x [doi]'],ppublish,Br J Haematol. 1997 Sep;98(3):673-85. doi: 10.1046/j.1365-2141.1997.2623081.x.,,,,,,,,,,,,,,,
9332307,NLM,MEDLINE,19971119,20190705,0007-1048 (Print) 0007-1048 (Linking),98,3,1997 Sep,An erythroid and megakaryocytic common precursor cell line (B1647) expressing both c-mpl and erythropoietin receptor (Epo-R) proliferates and modifies globin chain synthesis in response to megakaryocyte growth and development factor (MGDF) but not to erythropoietin (Epo).,549-59,"A human megakaryocyte cell line (B1647) has been established from bone marrow cells obtained from a patient with acute myelogenous leukaemia (FAB M2). The cells were CD34-, CD33+, HLA-DR+, CD38+, and expressed the immunophenotypic markers of the megakaryocyte lineage (CD41 and von Willebrand factor). Moreover the cells expressed the c-mpl (thrombopoietin receptor) mRNA and protein. On the other hand, the B1647 cells also possessed erythroid lineage characteristics: the vast majority of cells were glycophorin positive, and about 10% of unstimulated cells stained with an anti-globin gamma chain MoAb. In addition, S1 protection analysis demonstrated expression of beta-globin mRNA, and Epo receptor (Epo-R) protein was detected by cytofluorimetric assay. Several growth factors, when tested alone or in combination, failed to influence the B1647 cell growth. A significant increase of cell proliferation was observed only after the addition, in serum-free culture, of recombinant human megakaryocyte growth development factor (MGDF), a recombinant c-mpl ligand encompassing the receptor-binding domain and identical to thrombopoietin (TPO), at concentrations ranging from 0.01 to 1 ng/ml. Interestingly, MGDF failed to induce megakaryocytic differentiation of the B1647 cells, but significantly increased the synthesis of the globin gamma-chain. B1647 cells could be a useful model for studying the biological effect of TPO on common megakaryocyte and erythroid progenitors.","['Bonsi, L', 'Grossi, A', 'Strippoli, P', 'Tumietto, F', 'Tonelli, R', 'Vannucchi, A M', 'Ronchi, A', 'Ottolenghi, S', 'Visconti, G', 'Avanzi, G C', 'Pegoraro, L', 'Bagnara, G P']","['Bonsi L', 'Grossi A', 'Strippoli P', 'Tumietto F', 'Tonelli R', 'Vannucchi AM', 'Ronchi A', 'Ottolenghi S', 'Visconti G', 'Avanzi GC', 'Pegoraro L', 'Bagnara GP']","['Institute of Histology and Embryology, University of Bologna, Italy.']",['eng'],['A.048/Telethon/Italy'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (Cytokines)', '0 (RNA, Messenger)', '0 (Receptors, Erythropoietin)', '11096-26-7 (Erythropoietin)', '333DO1RDJY (Serotonin)', '9004-22-2 (Globins)', '9014-42-0 (Thrombopoietin)']",IM,"['Cell Division', 'Cell Line', 'Cytokines/pharmacology', 'Erythroid Precursor Cells/cytology/*metabolism', 'Erythropoietin/*pharmacology', 'Globins/*biosynthesis', 'Humans', 'Megakaryocytes/cytology/*metabolism', 'Phenotype', 'RNA, Messenger/metabolism', 'Receptors, Erythropoietin/*metabolism', 'Serotonin/pharmacology', 'Thrombopoietin/*pharmacology']",1997/10/23 00:00,1997/10/23 00:01,['1997/10/23 00:00'],"['1997/10/23 00:00 [pubmed]', '1997/10/23 00:01 [medline]', '1997/10/23 00:00 [entrez]']",['10.1046/j.1365-2141.1997.2793096.x [doi]'],ppublish,Br J Haematol. 1997 Sep;98(3):549-59. doi: 10.1046/j.1365-2141.1997.2793096.x.,,,,,,,,,,,,,,,
