PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,RN,CI,CIN,GR,DEP,CON,PMC,CN,SI,MID,EIN,OID,OTO,OT,GN,PS,FPS,LID
12400053,NLM,MEDLINE,20030318,20041117,0148-7299 (Print) 0148-7299 (Linking),115,2,2002 Aug 30,Genetic disease in the 1960s: a structural revolution.,75-82,"From about 1955 to about 1975, an explosion of new institutions, disciplines, databases, interventions, practices, techniques, and ideas turned technically driven human genetics from a medical backwater to an exotic and appealing medical research frontier. In the early 1960s, health care professionals were attracted to the new insights of cytogenetics, including the chromosomal explanation of Down syndrome and of other congenital defects and abnormalities of sexual development. The discovery of a connection between myeloid leukemia and chromosomal abnormalities in leukemic cells made human cytogenetics suddenly relevant to cancer research and diagnosis. Successful dietary treatment of phenylketonuria brought genetic disease into the domain of public health and provoked legislative programs with sweeping long-term consequences. Meanwhile, those promoting the importance of genetic disease to medical education began to elaborate the idea that disease was literally becoming more genetic, as a consequence of techno-historical change. In this article, I present an overview of these remarkable events and a framework for understanding how and why they occurred. I emphasize the important roles of family members, religious isolates, legislators, pediatricians, and others who were not trained in genetic science, but who became advocates, at many levels, of genetic medicine. And I suggest that the idea, so important to the Human Genome Project, that ""all disease is genetic disease"" was structurally realized and institutionalized long before technologies for mapping the genome were available.","['Lindee, M Susan']",['Lindee MS'],"['Department of the History and Sociology of Sciences, University of Pennsylvania, Philadelphia, 19104, USA. mlindee@mail.sas.upenn.edu']",['eng'],"['Historical Article', 'Journal Article']",United States,Am J Med Genet,American journal of medical genetics,7708900,IM,"['Genetic Diseases, Inborn/diagnosis/*history/therapy', 'Genetics, Medical/*history', 'History, 20th Century', 'Humans', 'Molecular Biology/history']",2002/10/26 04:00,2003/03/19 04:00,['2002/10/26 04:00'],"['2002/10/26 04:00 [pubmed]', '2003/03/19 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1002/ajmg.10541 [doi]'],ppublish,Am J Med Genet. 2002 Aug 30;115(2):75-82. doi: 10.1002/ajmg.10541.,,,,"['Copyright 2002 Wiley-Liss, Inc.']",,,,,,,,,,,,,,,,
12400027,NLM,MEDLINE,20021220,20161124,0172-4614 (Print) 0172-4614 (Linking),23,5,2002 Oct,[Echocardiographic detection of tricuspid valve endocarditis and right atrial and ventricular masses in a patient with acute myeloid leukaemia].,341-4,"In a patient with acute leukaemia, tricuspid valve vegetations and both right atrial and ventricular masses formed within a few weeks were detected by echocardiography. In addition to endocarditis which is a very rare condition in patients with acute leukaemia, the diagnostic efforts including cardiac surgery resulted in the unusual finding of right-sided cardiac thrombi which had formed autochthonously. The most likely cause was thought to be a very severe systemic infection with staphylococci characterised by repeated episodes of bacteraemia during profound and prolonged neutropenia as well as a paraneoplastic coagulopathy. Surgery performed on the grounds of the echocardiography findings and differential-diagnostic considerations resulted in the relapse-free removal of the infectious focus. The maintenance therapy for leukaemia could thus be continued and led to a distinctly improved outcome. This case report confirms the great importance of sonography in the management of fever of unknown origin in immunocompromised patients.","['Buchheidt, D', 'Weiss, A', 'Jakob, H', 'Hehlmann, R']","['Buchheidt D', 'Weiss A', 'Jakob H', 'Hehlmann R']","['Medizinische Klinik, Universitatsklinikum Mannheim, Ruprecht-Karls-Universitat Heidelberg, Germany.']",['ger'],"['Case Reports', 'Journal Article']",Germany,Ultraschall Med,"Ultraschall in der Medizin (Stuttgart, Germany : 1980)",8303585,IM,"['Acute Disease', 'Disease-Free Survival', 'Echocardiography', 'Endocarditis/*diagnostic imaging/etiology', 'Heart Atria', 'Heart Neoplasms/*diagnostic imaging', 'Heart Ventricles', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Tricuspid Valve Insufficiency/*diagnostic imaging/etiology/surgery']",2002/10/26 04:00,2002/12/21 04:00,['2002/10/26 04:00'],"['2002/10/26 04:00 [pubmed]', '2002/12/21 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1055/s-2002-35056 [doi]'],ppublish,Ultraschall Med. 2002 Oct;23(5):341-4. doi: 10.1055/s-2002-35056.,,Echokardiographischer Nachweis von Trikuspidalklappen-Vegetationen und rechtskardialen Raumforderungen bei einem Patienten mit akuter myeloischer Leukamie.,,,,,,,,,,,,,,,,,,
12399987,NLM,MEDLINE,20021202,20171116,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,Increased caspase-3 activity in refractory anemias: lack of evidence for Fas pathway implication.,2343-5,,"['Boudard, D', 'Sordet, O', 'Piselli, S', 'Viallet, A', 'Guyotat, D', 'Campos, L']","['Boudard D', 'Sordet O', 'Piselli S', 'Viallet A', 'Guyotat D', 'Campos L']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['Anemia, Refractory/*enzymology', 'Apoptosis', 'Caspase 3', 'Caspase 8', 'Caspase 9', 'Caspases/*metabolism', 'Humans', 'Signal Transduction', 'fas Receptor/immunology/*metabolism']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/02/19 00:00 [received]', '2002/06/18 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402700 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2343-5. doi: 10.1038/sj.leu.2402700.,,,"['0 (fas Receptor)', 'EC 3.4.22.- (CASP3 protein, human)', 'EC 3.4.22.- (CASP8 protein, human)', 'EC 3.4.22.- (CASP9 protein, human)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspase 8)', 'EC 3.4.22.- (Caspase 9)', 'EC 3.4.22.- (Caspases)']",,,,,,,,,,,,,,,,,
12399986,NLM,MEDLINE,20021202,20171116,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,Peptides spanning the fusion region of Abl/Bcr are immunogenic and sensitize CD8(+) T lymphocytes to recognize native chronic myelogenous leukemia.,2341-3,,"['Wagner, W M', 'Ouyang, Q', 'Pawelec, G']","['Wagner WM', 'Ouyang Q', 'Pawelec G']",,['eng'],['Letter'],England,Leukemia,Leukemia,8704895,IM,"['CD8 Antigens', 'Cytotoxicity, Immunologic/*immunology', 'Dendritic Cells/*immunology', 'Fusion Proteins, bcr-abl/*immunology', 'HLA-A Antigens/immunology', 'Humans', 'Killer Cells, Natural/*immunology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*immunology/metabolism/therapy', '*Lymphocyte Activation', 'Major Histocompatibility Complex/*immunology', 'Peptide Fragments/*immunology', 'T-Lymphocytes/*immunology', 'Tissue Donors', 'Transplantation, Homologous']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/03/01 00:00 [received]', '2002/06/05 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402687 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2341-3. doi: 10.1038/sj.leu.2402687.,,,"['0 (CD8 Antigens)', '0 (HLA-A Antigens)', '0 (Peptide Fragments)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,,,,,,,,,,,,,,,,
12399985,NLM,MEDLINE,20021202,20130304,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,High frequency of the 844ins68 cystathionine-beta-synthase gene variant in Down syndrome children with acute myeloid leukemia.,2339-41,,"['Ge, Y', 'Jensen, T', 'James, S J', 'Becton, D L', 'Massey, G V', 'Weinstein, H J', 'Ravindranath, Y', 'Matherly, L H', 'Taub, J W']","['Ge Y', 'Jensen T', 'James SJ', 'Becton DL', 'Massey GV', 'Weinstein HJ', 'Ravindranath Y', 'Matherly LH', 'Taub JW']",,['eng'],"['Comparative Study', 'Letter', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,IM,"['Acute Disease', 'Case-Control Studies', 'Cystathionine beta-Synthase/*genetics', 'DNA Primers/chemistry', 'Down Syndrome/*complications/genetics', 'Genotype', 'Humans', 'Leukemia, Myeloid/complications/*genetics', 'Mutation/*genetics', 'Polymerase Chain Reaction', 'Polymorphism, Genetic']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/02/08 00:00 [received]', '2002/06/18 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402705 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2339-41. doi: 10.1038/sj.leu.2402705.,,,"['0 (DNA Primers)', 'EC 4.2.1.22 (Cystathionine beta-Synthase)']",,,['R01 CA92308/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,
12399984,NLM,MEDLINE,20021202,20130304,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,An unrelated cytogenetic karyotype and intra-lineage shift at relapse of an aggressive paediatric B-precursor ALL.,2337-9,,"['Weston, V J', 'Stankovic, T', 'McMullan, D J', 'Drayson, M', 'Ley, B E', 'Lawson, S', 'Hill, F G H']","['Weston VJ', 'Stankovic T', 'McMullan DJ', 'Drayson M', 'Ley BE', 'Lawson S', 'Hill FG']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,IM,"['Acute Disease', 'Antigens, CD/immunology/metabolism', 'Cell Lineage/*genetics', 'Child', 'Chromosome Aberrations', 'DNA Primers', 'Female', 'Gene Rearrangement/*genetics', 'HLA-DR Antigens/metabolism', 'Humans', 'Immunoglobulin Variable Region/immunology/metabolism', 'Immunophenotyping', 'Karyotyping', 'Leukemia, Myeloid/*genetics/metabolism/pathology', 'Neoplasm Recurrence, Local/*genetics/metabolism/pathology', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/*genetics/metabolism/pathology']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/01/09 00:00 [received]', '2002/06/05 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402689 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2337-9. doi: 10.1038/sj.leu.2402689.,,,"['0 (Antigens, CD)', '0 (DNA Primers)', '0 (HLA-DR Antigens)', '0 (Immunoglobulin Variable Region)']",,,,,,,,,,,,,,,,,
12399983,NLM,MEDLINE,20021202,20130304,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,Myelodysplasia and Naxos disease: a novel pathogenetic association?,2335-7,,"['Polychronopoulou, S', 'Tsatsopoulou, A', 'Papadhimitriou, S I', 'Panagiotou, J P', 'Anastasakis, A', 'Paterakis, G', 'Anagnostou, D', 'Protonotarious, N', 'Haidas, S A']","['Polychronopoulou S', 'Tsatsopoulou A', 'Papadhimitriou SI', 'Panagiotou JP', 'Anastasakis A', 'Paterakis G', 'Anagnostou D', 'Protonotarious N', 'Haidas SA']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,IM,"['Adolescent', 'Arrhythmogenic Right Ventricular Dysplasia/*genetics/*pathology', 'Child, Preschool', 'Cytoskeletal Proteins/*genetics', 'Desmoplakins', 'Gene Deletion', 'Humans', 'Keratoderma, Palmoplantar/*genetics/*pathology', 'Male', 'Myelodysplastic Syndromes/*genetics/*pathology', 'Pedigree']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2001/10/26 00:00 [received]', '2002/04/11 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402587 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2335-7. doi: 10.1038/sj.leu.2402587.,,,"['0 (Cytoskeletal Proteins)', '0 (Desmoplakins)']",,,,,,,,,,,,,,,,,
12399982,NLM,MEDLINE,20021202,20130304,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,Allogeneic bone marrow transplantation (BMT) in a patient with myelodysplastic syndrome (MDS) infected by hepatitis B virus (HBV) precore mutant: favorable outcome with slow tapering of immunosuppressive agents.,2333-5,,"['Kikuchi, A', 'Kagimoto, S', 'Kishimoto, H', 'Yamamoto, K', 'Hanada, R']","['Kikuchi A', 'Kagimoto S', 'Kishimoto H', 'Yamamoto K', 'Hanada R']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,IM,"['Adolescent', 'Biopsy', '*Bone Marrow Transplantation', 'Female', 'Hepatitis B/*therapy/virology', 'Hepatitis B virus/genetics/*isolation & purification', 'Humans', 'Immunosuppressive Agents/*therapeutic use', 'Liver/metabolism/pathology', 'Mutation', 'Myelodysplastic Syndromes/*therapy/virology', 'Transplantation, Homologous', 'Treatment Outcome']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/02/04 00:00 [received]', '2002/05/23 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402649 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2333-5. doi: 10.1038/sj.leu.2402649.,,,['0 (Immunosuppressive Agents)'],,,,,,,,,,,,,,,,,
12399981,NLM,MEDLINE,20021202,20211203,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,G-CSF regulation of SRE-binding proteins in myeloid cells.,2332-3,,"['Mora-Garcia, P', 'Pan, R', 'Sakamoto, K M']","['Mora-Garcia P', 'Pan R', 'Sakamoto KM']",,['eng'],['Letter'],England,Leukemia,Leukemia,8704895,IM,"['Calcium-Calmodulin-Dependent Protein Kinases/antagonists & inhibitors', 'Cells, Cultured', 'Enzyme Inhibitors/pharmacology', 'Flavonoids/pharmacology', 'Granulocyte Colony-Stimulating Factor/*physiology', 'Humans', 'Leukemia, Myeloid/*metabolism', 'Mitogen-Activated Protein Kinase 3', 'Mitogen-Activated Protein Kinases/genetics/metabolism', 'Myeloid Cells/*metabolism/pathology', 'Phosphatidylinositol 3-Kinases/metabolism', 'Promoter Regions, Genetic', 'Protein Kinase C/pharmacology', '*Protein Serine-Threonine Kinases', 'Proto-Oncogene Proteins/metabolism', 'Proto-Oncogene Proteins c-akt', 'Receptors, Granulocyte Colony-Stimulating Factor/metabolism', 'Serum Response Element/*physiology', 'Signal Transduction', 'Transcription, Genetic', 'Tumor Cells, Cultured']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/05/11 00:00 [received]', '2002/06/05 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402686 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2332-3. doi: 10.1038/sj.leu.2402686.,,,"['0 (Enzyme Inhibitors)', '0 (Flavonoids)', '0 (Proto-Oncogene Proteins)', '0 (Receptors, Granulocyte Colony-Stimulating Factor)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-akt)', 'EC 2.7.11.13 (Protein Kinase C)', 'EC 2.7.11.17 (Calcium-Calmodulin-Dependent Protein Kinases)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinase 3)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinases)', 'SJE1IO5E3I (2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one)']",,,,,,,,,,,,,,,,,
12399980,NLM,MEDLINE,20021202,20130304,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,AML-1 mutations outside the RUNT domain: description of two cases in myeloid malignancies.,2329-32,,"['Carnicer, M J', 'Nomdedeu, J F', 'Lasa, A', 'Bellido, M', 'Aventin, A', 'Baiget, M', 'Sierra, J']","['Carnicer MJ', 'Nomdedeu JF', 'Lasa A', 'Bellido M', 'Aventin A', 'Baiget M', 'Sierra J']",,['eng'],"['Case Reports', 'Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Child', 'Core Binding Factor Alpha 2 Subunit', 'DNA Mutational Analysis', 'DNA-Binding Proteins/*genetics', 'Female', 'Humans', 'Leukemia, Myeloid/diagnosis/*genetics', 'Male', 'Middle Aged', 'Mutation/*genetics', 'Myelodysplastic Syndromes/diagnosis/*genetics', 'Neoplasm Proteins/*genetics', 'Polymorphism, Single-Stranded Conformational', '*Proto-Oncogene Proteins', 'Transcription Factors/*genetics']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/01/11 00:00 [received]', '2002/05/22 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402656 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2329-32. doi: 10.1038/sj.leu.2402656.,,,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (DNA-Binding Proteins)', '0 (Neoplasm Proteins)', '0 (Proto-Oncogene Proteins)', '0 (RUNX1 protein, human)', '0 (Transcription Factors)']",,,,,,,,,,,,,,,,,
12399979,NLM,MEDLINE,20021202,20191210,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,"Identification and validation of seven genes, as potential markers, for the differential diagnosis of small B cell lymphomas (small lymphocytic lymphoma, marginal zone B cell lymphoma and mantle cell lymphoma) by cDNA macroarrays analysis.",2326-9,,"['Thieblemont, C', 'Chettab, K', 'Felman, P', 'Callet-Bauchu, E', 'Traverse-Glehen, A', 'Berger, F', 'Dumontet, C', 'Cerutti, C', 'Baseggio, L', 'Salles, G', 'Paultre, C', 'Coiffier, B', 'McGregor, J L']","['Thieblemont C', 'Chettab K', 'Felman P', 'Callet-Bauchu E', 'Traverse-Glehen A', 'Berger F', 'Dumontet C', 'Cerutti C', 'Baseggio L', 'Salles G', 'Paultre C', 'Coiffier B', 'McGregor JL']",,['eng'],"['Comparative Study', 'Letter', ""Research Support, Non-U.S. Gov't"", 'Validation Study']",England,Leukemia,Leukemia,8704895,IM,"['Biomarkers, Tumor/*genetics/metabolism', 'Cell Physiological Phenomena', 'DNA, Neoplasm/analysis', 'Diagnosis, Differential', 'Gene Expression Profiling', 'Humans', 'Immunophenotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis/*genetics/metabolism', 'Lymphoma, B-Cell/diagnosis/*genetics/metabolism', 'Lymphoma, Mantle-Cell/diagnosis/*genetics/metabolism', 'Neoplasm Proteins/*genetics/metabolism', 'Oligonucleotide Array Sequence Analysis', 'Reverse Transcriptase Polymerase Chain Reaction']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/02/25 00:00 [received]', '2002/06/05 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402691 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2326-9. doi: 10.1038/sj.leu.2402691.,,,"['0 (Biomarkers, Tumor)', '0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)']",,,,,,,,,,,,,,,,,
12399978,NLM,MEDLINE,20021202,20130304,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,"Follicle center lymphoma is associated with significantly elevated levels of BCL-6 expression among lymphoma subtypes, independent of chromosome 3q27 rearrangements.",2318-25,"The BCL-6 gene, located on chromosome 3q27, is implicated in the normal germinal center formation and is frequently rearranged in a wide spectrum of lymphomas. However the links between genetic alterations and expression of the gene are not clearly determined. We established a quantitative RT-PCR assay based on TaqMan technology to quantify BCL-6 mRNA expression in different subtypes of lymphomas and to compare the level of expression in lymphomas characterized by the presence or absence of BCL-6 translocation. Total RNA was extracted from 105 nodes biopsies (35 diffuse large B cell lymphomas (DLBCL); 26 follicle center lymphomas (FCL); 7 marginal zone lymphomas (MZL); 6 mantle cell lymphomas (MCL); 6 chronic lymphocytic leukemia (CLL); 5 T cell lymphomas (TCL); 7 classical Hodgkin diseases (HD); 6 nodal metastasis (NM); and 7 reactive hyperplasia (RH)). BCL-6 gene rearrangement was assessed by Southern blot analysis in 75% of 3q27(+) DLBCL (n = 20) cases and 67% of 3q27(+) cases (n = 10). The highest level of relative BCL-6 expression was observed in FCL (9.12 +/- 7.28) comparatively to the other lymphoma subtypes including DLBCL (2.53 +/- 1.82; P < 0.001), MCL (1.23 +/- 0.73), MZL (1.49 +/- 1.3), HD (1.60 +/- 1.00), TCL (1.75 +/- 1.64), but also RH (3.91 +/- 3.12) or NM (1.95 +/- 2.6). Among the 26 FCL cases, we observed a lower expression in grade 3 (n = 8) than in grade 1/2 (P < 0.001). Conversely, we failed to show any difference between 3q27(+) DLBCL and 3q27(-)DLBCL cases (P = 0.42). Paradoxically BCL-6 expression in 3q27(+) FCL (n = 10) was significantly lower than in 3q27(-) FCL cases (P = 0.035). Finally, this study showed that BCL-6 expression in lymphoma is largely independent of chromosome 3q27 rearrangement and is more related to the histological subtype. Clinical implication and alternative deregulation pathways of BCL-6 expression remain to be determined.","['Jardin, F', 'Buchonnet, G', 'Parmentier, F', 'Contentin, N', 'Lepretre, S', 'Lenain, P', 'Picquenot, J M', 'Laberge, S', 'Bertrand, P', 'Stamatoullas, A', ""D'Anjou, J"", 'Tilly, H', 'Bastard, C']","['Jardin F', 'Buchonnet G', 'Parmentier F', 'Contentin N', 'Lepretre S', 'Lenain P', 'Picquenot JM', 'Laberge S', 'Bertrand P', 'Stamatoullas A', ""D'Anjou J"", 'Tilly H', 'Bastard C']","['Department of Haematology and EMI 9906-IRFMP No. 23, Centre Henri Becquerel, Rouen, France.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,IM,"['Biopsy', 'Blotting, Southern', 'Chromosome Aberrations', 'Chromosomes, Human, Pair 3/*genetics', 'DNA Primers/chemistry', 'DNA-Binding Proteins/*genetics/metabolism', 'Gene Expression Regulation, Leukemic/genetics', '*Gene Rearrangement', 'Hodgkin Disease/genetics/metabolism', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/genetics/metabolism', 'Lymph Nodes/metabolism', 'Lymphoma, Follicular/*genetics/*metabolism', 'Lymphoma, Mantle-Cell/genetics/metabolism', 'Proto-Oncogene Proteins/*genetics/metabolism', 'Proto-Oncogene Proteins c-bcl-6', 'RNA, Messenger/metabolism', 'RNA, Neoplasm/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Transcription Factors/*genetics/metabolism', 'Translocation, Genetic', 'Tumor Cells, Cultured/pathology', 'Up-Regulation']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2002/03/25 00:00 [received]', '2002/05/22 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402657 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2318-25. doi: 10.1038/sj.leu.2402657.,,,"['0 (DNA Primers)', '0 (DNA-Binding Proteins)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-bcl-6)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (Transcription Factors)']",,,,,,,,,,,,,,,,,
12399977,NLM,MEDLINE,20021202,20151119,0887-6924 (Print) 0887-6924 (Linking),16,11,2002 Nov,"Follicular lymphoma without t(14;18) and with BCL-6 rearrangement: a lymphoma subtype with distinct pathological, molecular and clinical characteristics.",2309-17,"Translocations involving the BCL-6 gene are frequently observed in diffuse large B cell lymphoma, but have rarely been reported in follicular lymphoma (FL). We studied a distinct cohort of FLs with a 3q27/BCL-6 gene rearrangement, but lacking the t(14;18) translocation. In 13/15 cases, translocations involved the 3q27 and the 14q32 regions. All cases displayed a marked follicular growth pattern and, in some instances, a monocytoid component. Tumor cells were CD5(-) CD20(+) CD23(-) CD43(-) BCL-6(+), and in the main CD10 negative (n = 10, 71%) and BCL-2 negative (n = 11, 78%). When compared to 20 typical t(14;18)(+) FLs, the presence of large follicles (P = 0.01) and a CD10(-)/BCL-2(-) phenotype were more frequently observed (P = 0.001) in our cohort. Clonal mutations arising in the BCL-6 first intron were observed in 5/7 cases with evidence of intraclonal heterogeneity, consistent with a germinal center origin. No significant difference was found in comparison to t(14;18)(+) FL regarding age, sex, performance status, bone marrow involvement or overall survival. However, in the 3q27(+) FL group, a stage III/IV disease and a bulky mass were less frequently observed. This study indicates that 3q27(+) FL without t(14;18) translocation have peculiar clinico-pathologic features and may correspond to a rare and distinct subtype of lymphoma originating from the germinal center.","['Jardin, F', 'Gaulard, P', 'Buchonnet, G', 'Contentin, N', 'Lepretre, S', 'Lenain, P', 'Stamatoullas, A', 'Picquenot, J M', 'Duval, C', 'Parmentier, F', 'Tilly, H', 'Bastard, C']","['Jardin F', 'Gaulard P', 'Buchonnet G', 'Contentin N', 'Lepretre S', 'Lenain P', 'Stamatoullas A', 'Picquenot JM', 'Duval C', 'Parmentier F', 'Tilly H', 'Bastard C']","['Department of Haematology and EMI 9906-IRFMP No. 23, Centre Henri Becquerel, Rouen, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Aged', 'Biomarkers, Tumor/metabolism', 'Chromosomes, Human, Pair 14/*genetics', 'Chromosomes, Human, Pair 18/*genetics', 'Chromosomes, Human, Pair 3/genetics', 'Cohort Studies', 'DNA Mutational Analysis', 'DNA-Binding Proteins/*genetics/metabolism', 'Female', '*Gene Rearrangement', 'Humans', 'Immunoenzyme Techniques', 'Immunophenotyping', 'Karyotyping', 'Lymphoma, Follicular/*genetics/metabolism', 'Male', 'Middle Aged', 'Mutation', 'Proto-Oncogene Proteins/*genetics/metabolism', 'Proto-Oncogene Proteins c-bcl-2/genetics/metabolism', 'Proto-Oncogene Proteins c-bcl-6', 'Survival Rate', 'Transcription Factors/*genetics/metabolism', '*Translocation, Genetic']",2002/10/26 04:00,2002/12/03 04:00,['2002/10/26 04:00'],"['2001/09/12 00:00 [received]', '2002/06/12 00:00 [accepted]', '2002/10/26 04:00 [pubmed]', '2002/12/03 04:00 [medline]', '2002/10/26 04:00 [entrez]']",['10.1038/sj.leu.2402707 [doi]'],ppublish,Leukemia. 2002 Nov;16(11):2309-17. doi: 10.1038/sj.leu.2402707.,,,"['0 (Biomarkers, Tumor)', '0 (DNA-Binding Proteins)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Proto-Oncogene Proteins c-bcl-6)', '0 (Transcription Factors)']",,,,,,,,,,,,,,,,,
