PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,CI,PMC,CON,CIN,GR,MID,OTO,OT,SI,TT,CN,EIN,RIN,OID,DA,DRDT,CTDT,PB,BTI,CDAT,IR,FIR,COIS,PS,FPS,GN
23440245,NLM,MEDLINE,20130627,20210202,1528-0020 (Electronic) 0006-4971 (Linking),121,17,2013 Apr 25,"A dual role for Hdac1: oncosuppressor in tumorigenesis, oncogene in tumor maintenance.",3459-68,10.1182/blood-2012-10-461988 [doi],"Aberrant recruitment of histone deacetylases (HDACs) by the oncogenic fusion protein PML-RAR is involved in the pathogenesis of acute promyelocytic leukemia (APL). PML-RAR, however, is not sufficient to induce disease in mice but requires additional oncogenic lesions during the preleukemic phase. Here, we show that knock-down of Hdac1 and Hdac2 dramatically accelerates leukemogenesis in transgenic preleukemic mice. These events are not restricted to APL because lymphomagenesis driven by deletion of p53 or, to a lesser extent, by c-myc overexpression, was also accelerated by Hdac1 knock-down. In the preleukemic phase of APL, Hdac1 counteracts the activity of PML-RAR in (1) blocking differentiation; (2) impairing genomic stability; and (3) increasing self-renewal in hematopoietic progenitors, as all of these events are affected by the reduction in Hdac1 levels. This led to an expansion of a subpopulation of PML-RAR-expressing cells that is the major source of leukemic stem cells in the full leukemic stage. Remarkably, short-term treatment of preleukemic mice with an HDAC inhibitor accelerated leukemogenesis. In contrast, knock-down of Hdac1 in APL mice led to enhanced survival duration of the leukemic animals. Thus, Hdac1 has a dual role in tumorigenesis: oncosuppressive in the early stages, and oncogenic in established tumor cells.","['Santoro, Fabio', 'Botrugno, Oronza A', 'Dal Zuffo, Roberto', 'Pallavicini, Isabella', 'Matthews, Geoffrey M', 'Cluse, Leonie', 'Barozzi, Iros', 'Senese, Silvia', 'Fornasari, Lorenzo', 'Moretti, Simona', 'Altucci, Lucia', 'Pelicci, Pier Giuseppe', 'Chiocca, Susanna', 'Johnstone, Ricky W', 'Minucci, Saverio']","['Santoro F', 'Botrugno OA', 'Dal Zuffo R', 'Pallavicini I', 'Matthews GM', 'Cluse L', 'Barozzi I', 'Senese S', 'Fornasari L', 'Moretti S', 'Altucci L', 'Pelicci PG', 'Chiocca S', 'Johnstone RW', 'Minucci S']","['Department of Experimental Oncology at the IFOM-IEO Campus, European Institute of Oncology, via Adamello 16, Milan, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Histone Deacetylase Inhibitors)', '0 (RNA, Messenger)', '0 (RNA, Small Interfering)', '0 (Tumor Suppressor Protein p53)', '614OI1Z5WI (Valproic Acid)', 'EC 3.5.1.98 (Histone Deacetylase 1)', 'EC 3.5.1.98 (Histone Deacetylase 2)']",IM,"['Animals', 'Blotting, Western', 'Cell Differentiation/drug effects', 'Cell Proliferation/drug effects', 'Cell Transformation, Neoplastic/*genetics/pathology', 'Female', 'Flow Cytometry', 'Genomic Instability', 'Histone Deacetylase 1/antagonists & inhibitors/*genetics/metabolism', 'Histone Deacetylase 2/antagonists & inhibitors/*genetics/metabolism', 'Histone Deacetylase Inhibitors/pharmacology', 'Leukemia, Promyelocytic, Acute/*etiology/mortality/*prevention & control', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Transgenic', 'RNA, Messenger/genetics', 'RNA, Small Interfering/genetics', 'Real-Time Polymerase Chain Reaction', 'Reverse Transcriptase Polymerase Chain Reaction', 'Survival Rate', 'Tumor Cells, Cultured', 'Tumor Suppressor Protein p53/*physiology', 'Valproic Acid/pharmacology']",2013/02/27 06:00,2013/06/29 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/06/29 06:00 [medline]']","['S0006-4971(20)58536-4 [pii]', '10.1182/blood-2012-10-461988 [doi]']",ppublish,Blood. 2013 Apr 25;121(17):3459-68. doi: 10.1182/blood-2012-10-461988. Epub 2013 Feb 25.,20130225,,,,,,,,,,,,,,,,,,,,,,,,,,
23440244,NLM,MEDLINE,20130627,20211021,1528-0020 (Electronic) 0006-4971 (Linking),121,17,2013 Apr 25,RNAi screening uncovers Dhx9 as a modifier of ABT-737 resistance in an Emu-myc/Bcl-2 mouse model.,3402-12,10.1182/blood-2012-06-434365 [doi],"ABT-737 is a promising chemotherapeutic agent that promotes apoptosis by acting as a selective BH3 mimetic to neutralize Bcl-2-like family members. One shortcoming with its use is that Mcl-1, a member of the Bcl-2 family, is poorly inhibited by ABT-737 and thus is a major cause of resistance. We performed a short hairpin RNA (shRNA)-based drop-out screen to identify novel genes and pathways that could reverse resistance to ABT-737 treatment in Emicro-myc/Bcl-2 lymphoma cells engineered to rely on endogenous Mcl-1 for survival. Several drug-sensitive shRNAs were identified that were selectively depleted in the presence of ABT-737. Of these, 2 independent shRNAs targeting the RNA/DNA helicase Dhx9 were found to sensitize lymphomas to ABT-737 to an extent comparable to control Mcl-1 shRNAs. Although Dhx9 suppression sensitized both mouse and human cells to ABT-737 treatment, it did so without altering MCL-1 levels. Rather, loss of Dhx9 appeared to activate a p53-dependent apoptotic program, through aggravation of replicative stress, which was found to be both necessary and sufficient for the ABT-737-shDhx9 synthetic lethal relationship.","['Mills, John R', 'Malina, Abba', 'Lee, Teresa', 'Di Paola, Domenic', 'Larsson, Ola', 'Miething, Cornelius', 'Grosse, Frank', 'Tang, Hengli', 'Zannis-Hadjopoulos, Maria', 'Lowe, Scott W', 'Pelletier, Jerry']","['Mills JR', 'Malina A', 'Lee T', 'Di Paola D', 'Larsson O', 'Miething C', 'Grosse F', 'Tang H', 'Zannis-Hadjopoulos M', 'Lowe SW', 'Pelletier J']","['Department of Biochemistry McGill University, Montreal, Quebec, Canada.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (ABT-737)', '0 (Biphenyl Compounds)', '0 (Cdkn2a protein, mouse)', '0 (Cyclin-Dependent Kinase Inhibitor p16)', '0 (Dhx9 protein, mouse)', '0 (Mcl1 protein, mouse)', '0 (Myc protein, mouse)', '0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (Nitrophenols)', '0 (Piperazines)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Proto-Oncogene Proteins c-myc)', '0 (Sulfonamides)', 'EC 3.6.4.13 (DEAD-box RNA Helicases)']",IM,"['Animals', 'Biphenyl Compounds/*pharmacology', 'Cell Cycle', 'Cyclin-Dependent Kinase Inhibitor p16/physiology', 'DEAD-box RNA Helicases/antagonists & inhibitors/*genetics/metabolism', '*Disease Models, Animal', 'Drug Resistance, Neoplasm/*genetics', 'Genes, Modifier', 'Humans', 'Lymphoma/*genetics/pathology', 'Mice', 'Myeloid Cell Leukemia Sequence 1 Protein', 'Nitrophenols/*pharmacology', 'Piperazines/pharmacology', 'Proto-Oncogene Proteins c-bcl-2/antagonists & inhibitors/*genetics/metabolism', 'Proto-Oncogene Proteins c-myc/*genetics', '*RNA Interference', 'Sulfonamides/*pharmacology']",2013/02/27 06:00,2013/06/29 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/06/29 06:00 [medline]']","['S0006-4971(20)58529-7 [pii]', '10.1182/blood-2012-06-434365 [doi]']",ppublish,Blood. 2013 Apr 25;121(17):3402-12. doi: 10.1182/blood-2012-06-434365. Epub 2013 Feb 25.,20130225,,PMC3637015,,,"['P01 CA087497/CA/NCI NIH HHS/United States', 'P30 CA008748/CA/NCI NIH HHS/United States', 'MOP-115126/CAPMC/ CIHR/Canada', 'CA087497/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,,,,,
23440243,NLM,MEDLINE,20130619,20210202,1528-0020 (Electronic) 0006-4971 (Linking),121,16,2013 Apr 18,Naturally occurring oncogenic GATA1 mutants with internal deletions in transient abnormal myelopoiesis in Down syndrome.,3181-4,10.1182/blood-2012-01-405746 [doi],"Children with Down syndrome have an increased incidence of transient abnormal myelopoiesis (TAM) and acute megakaryoblastic leukemia. The majority of these cases harbor somatic mutations in the GATA1 gene, which results in the loss of full-length GATA1. Only a truncated isoform of GATA1 that lacks the N-terminal 83 amino acids (GATA1-S) remains. We found through genetic studies of 106 patients with TAM that internally deleted GATA1 proteins (GATA1-IDs) lacking amino acid residues 77-119 or 74-88 (created by splicing mutations) contributed to the genesis of TAM in 6 patients. Analyses of GATA1-deficient embryonic megakaryocytic progenitors revealed that the GATA1 function in growth restriction was disrupted in GATA1-IDs. In contrast, GATA1-S promoted megakaryocyte proliferation more profoundly than that induced by GATA1 deficiency. These results indicate that the internally deleted regions play important roles in megakaryocyte proliferation and that perturbation of this mechanism is involved in the pathogenesis of TAM.","['Toki, Tsutomu', 'Kanezaki, Rika', 'Kobayashi, Eri', 'Kaneko, Hiroshi', 'Suzuki, Mikiko', 'Wang, Runan', 'Terui, Kiminori', 'Kanegane, Hirokazu', 'Maeda, Miho', 'Endo, Mikiya', 'Mizuochi, Tatsuki', 'Adachi, Souichi', 'Hayashi, Yasuhide', 'Yamamoto, Masayuki', 'Shimizu, Ritsuko', 'Ito, Etsuro']","['Toki T', 'Kanezaki R', 'Kobayashi E', 'Kaneko H', 'Suzuki M', 'Wang R', 'Terui K', 'Kanegane H', 'Maeda M', 'Endo M', 'Mizuochi T', 'Adachi S', 'Hayashi Y', 'Yamamoto M', 'Shimizu R', 'Ito E']","['Department of Pediatrics, Hirosaki University Graduate School of Medicine, Hirosaki 036-8562, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (GATA1 Transcription Factor)', 'Myeloproliferative Syndrome, Transient']",IM,"['Cell Proliferation', 'Child', 'Down Syndrome/*blood/*complications/*genetics/pathology', 'GATA1 Transcription Factor/*genetics', 'Humans', 'Leukemoid Reaction/*complications/*genetics/pathology', 'Megakaryocytes/metabolism/pathology', '*Sequence Deletion']",2013/02/27 06:00,2013/06/20 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/06/20 06:00 [medline]']","['S0006-4971(20)58565-0 [pii]', '10.1182/blood-2012-01-405746 [doi]']",ppublish,Blood. 2013 Apr 18;121(16):3181-4. doi: 10.1182/blood-2012-01-405746. Epub 2013 Feb 25.,20130225,,,,,,,,,,,,,,,,,,,,,,,,,,
23440206,NLM,MEDLINE,20130523,20211203,1091-6490 (Electronic) 0027-8424 (Linking),110,11,2013 Mar 12,PML mediates glioblastoma resistance to mammalian target of rapamycin (mTOR)-targeted therapies.,4339-44,10.1073/pnas.1217602110 [doi],"Despite their nearly universal activation of mammalian target of rapamycin (mTOR) signaling, glioblastomas (GBMs) are strikingly resistant to mTOR-targeted therapy. We analyzed GBM cell lines, patient-derived tumor cell cultures, and clinical samples from patients in phase 1 clinical trials, and find that the promyelocytic leukemia (PML) gene mediates resistance to mTOR-targeted therapies. Direct mTOR inhibitors and EGF receptor (EGFR) inhibitors that block downstream mTOR signaling promote nuclear PML expression in GBMs, and genetic overexpression and knockdown approaches demonstrate that PML prevents mTOR and EGFR inhibitor-dependent cell death. Low doses of the PML inhibitor, arsenic trioxide, abrogate PML expression and reverse mTOR kinase inhibitor resistance in vivo, thus markedly inhibiting tumor growth and promoting tumor cell death in mice. These results identify a unique role for PML in mTOR and EGFR inhibitor resistance and provide a strong rationale for a combination therapeutic strategy to overcome it.","['Iwanami, Akio', 'Gini, Beatrice', 'Zanca, Ciro', 'Matsutani, Tomoo', 'Assuncao, Alvaro', 'Nael, Ali', 'Dang, Julie', 'Yang, Huijun', 'Zhu, Shaojun', 'Kohyama, Jun', 'Kitabayashi, Issay', 'Cavenee, Webster K', 'Cloughesy, Timothy F', 'Furnari, Frank B', 'Nakamura, Masaya', 'Toyama, Yoshiaki', 'Okano, Hideyuki', 'Mischel, Paul S']","['Iwanami A', 'Gini B', 'Zanca C', 'Matsutani T', 'Assuncao A', 'Nael A', 'Dang J', 'Yang H', 'Zhu S', 'Kohyama J', 'Kitabayashi I', 'Cavenee WK', 'Cloughesy TF', 'Furnari FB', 'Nakamura M', 'Toyama Y', 'Okano H', 'Mischel PS']","['Department of Orthopaedic Surgery, Keio University School of Medicine, Tokyo 160-8582, Japan.']",['eng'],"['Clinical Trial', 'Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Nuclear Proteins)', '0 (Oxides)', '0 (Pml protein, mouse)', '0 (Promyelocytic Leukemia Protein)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '143220-95-5 (PML protein, human)', 'EC 2.7.1.1 (MTOR protein, human)', 'EC 2.7.1.1 (mTOR protein, mouse)', 'EC 2.7.10.1 (EGFR protein, human)', 'EC 2.7.10.1 (EGFR protein, mouse)', 'EC 2.7.10.1 (ErbB Receptors)', 'EC 2.7.11.1 (TOR Serine-Threonine Kinases)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Arsenic Trioxide', 'Arsenicals/*pharmacology', 'Cell Line, Tumor', 'Drug Resistance, Neoplasm/*drug effects', 'ErbB Receptors/biosynthesis', 'Female', 'Gene Expression Regulation, Neoplastic/*drug effects', 'Glioblastoma/drug therapy/genetics/*metabolism/pathology', 'Humans', 'Male', 'Mice', 'Nuclear Proteins/genetics/*metabolism', 'Oxides/*pharmacology', 'Promyelocytic Leukemia Protein', 'Signal Transduction/drug effects', 'TOR Serine-Threonine Kinases/antagonists & inhibitors/*biosynthesis/genetics', 'Transcription Factors/genetics/*metabolism', 'Tumor Suppressor Proteins/genetics/*metabolism']",2013/02/27 06:00,2013/05/25 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/05/25 06:00 [medline]']","['1217602110 [pii]', '10.1073/pnas.1217602110 [doi]']",ppublish,Proc Natl Acad Sci U S A. 2013 Mar 12;110(11):4339-44. doi: 10.1073/pnas.1217602110. Epub 2013 Feb 25.,20130225,,PMC3600508,,,"['P01 CA095616/CA/NCI NIH HHS/United States', 'CA119347/CA/NCI NIH HHS/United States', 'NS73831/NS/NINDS NIH HHS/United States', 'P01-CA95616/CA/NCI NIH HHS/United States', 'U54 CA119347/CA/NCI NIH HHS/United States', 'R01 NS073831/NS/NINDS NIH HHS/United States']",,,,,,,,,,,,,,,,,,,,,
23439757,NLM,MEDLINE,20130531,20220114,1527-7755 (Electronic) 0732-183X (Linking),31,11,2013 Apr 10,High-grade KIT-negative sarcoma of the small bowel in a patient with chronic myeloid leukemia receiving long-term tyrosine kinase inhibitors.,e181-5,10.1200/JCO.2012.42.7989 [doi],,"['Martz, Josef', 'Jain, Sarika', 'Vahdat, Linda T', 'Qin, Lihui', 'Mosquera, Juan Miguel', 'Antonescu, Cristina R', 'Popa, Elizabeta C']","['Martz J', 'Jain S', 'Vahdat LT', 'Qin L', 'Mosquera JM', 'Antonescu CR', 'Popa EC']","['Ludwig-Maximilians Universitat Munich, Munich, Germany.']",['eng'],"['Case Reports', 'Journal Article']",United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,"['0 (Benzamides)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '0 (Thiazoles)', '0 (Vimentin)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (Proto-Oncogene Proteins c-kit)', 'F41401512X (nilotinib)', 'RBZ1571X5H (Dasatinib)']",IM,"['Aged', 'Benzamides/adverse effects', 'Dasatinib', 'Diagnosis, Differential', 'Humans', 'Imatinib Mesylate', 'Intestinal Neoplasms/chemically induced/*diagnosis/metabolism', 'Intestine, Small/drug effects/metabolism/pathology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Male', 'Piperazines/adverse effects', 'Protein Kinase Inhibitors/*adverse effects', 'Protein-Tyrosine Kinases/antagonists & inhibitors', 'Proto-Oncogene Proteins c-kit/metabolism', 'Pyrimidines/adverse effects', 'Sarcoma/chemically induced/*diagnosis/metabolism', 'Thiazoles/adverse effects', 'Vimentin/metabolism']",2013/02/27 06:00,2013/06/01 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/06/01 06:00 [medline]']","['JCO.2012.42.7989 [pii]', '10.1200/JCO.2012.42.7989 [doi]']",ppublish,J Clin Oncol. 2013 Apr 10;31(11):e181-5. doi: 10.1200/JCO.2012.42.7989. Epub 2013 Feb 25.,20130225,,PMC4183764,,,['P50 CA140146/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,,,,,,
23439755,NLM,MEDLINE,20130531,20130408,1527-7755 (Electronic) 0732-183X (Linking),31,11,2013 Apr 10,Rare case of hairy cell leukemia with brain parenchymal involvement: a diagnostic dilemma.,e186-8,10.1200/JCO.2012.44.8787 [doi],,"['Chandana, Sreenivasa R', 'Kotecha, Rupesh', 'Al-Janadi, Anas', 'Chang, Howard T', 'Conley, Barbara A']","['Chandana SR', 'Kotecha R', 'Al-Janadi A', 'Chang HT', 'Conley BA']","['Division of Hematology and Oncology, West Michigan Cancer Center, 200 N Park St, Kalamazoo, MI 49007, USA. schandana@wmcc.org']",['eng'],"['Case Reports', 'Journal Article']",United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,,IM,"['Brain/*pathology', 'Diagnosis, Differential', 'Fatal Outcome', 'Humans', 'Leukemia, Hairy Cell/*diagnosis', 'Male', 'Middle Aged']",2013/02/27 06:00,2013/06/01 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/06/01 06:00 [medline]']","['JCO.2012.44.8787 [pii]', '10.1200/JCO.2012.44.8787 [doi]']",ppublish,J Clin Oncol. 2013 Apr 10;31(11):e186-8. doi: 10.1200/JCO.2012.44.8787. Epub 2013 Feb 25.,20130225,,,,,,,,,,,,,,,,,,,,,,,,,,
23439754,NLM,MEDLINE,20130523,20211203,1527-7755 (Electronic) 0732-183X (Linking),31,10,2013 Apr 1,Curability of patients with acute myeloid leukemia who did not undergo transplantation in first remission.,1293-301,10.1200/JCO.2011.40.5977 [doi],"PURPOSE: The aims of this study were to quantify the prospects of salvage treatment of patients who did not undergo transplantation in first complete remission (CR1) and to assess the contribution of allograft in second complete remission (CR2) with respect to major risk groups. This evaluation can inform the decision whether to offer a transplant in CR1. PATIENTS AND METHODS: Of 8,909 patients who entered the Medical Research Council AML10, AML12, and AML15 trials, 1,271 of 3,919 patients age 16 to 49 years who did not receive a transplant in CR1 relapsed. Of these patients, 19% are alive beyond 5 years compared with 7% of patients who relapsed after an allograft in CR1. Overall survival and the contribution of a transplant in CR2 were assessed overall and by cytogenetic risk group by using Mantel-Byar analysis. RESULTS: Fifty-five percent of patients who relapsed entered CR2. This percentage varied by risk group as follows: favorable (82%), intermediate (54%), adverse (27%), and unknown (53%), which resulted in 5-year survivals of 32%, 17%, 7%, and 23%, respectively. Sixty-seven percent of remitters received an allotransplant that delivered superior survival compared with patients who did not receive a stem-cell transplant (42% v 16%). A more-stringent assessment of a transplant by using delayed-entry (Mantel-Byar) analysis confirmed the benefit of transplant overall and within intermediate and adverse risk groups but not the favorable subgroup. CONCLUSION: Successful salvage treatment of patients who do not undergo transplantation in CR1 and relapse can be achieved in 19% of patients, which is improved by a transplant except in favorable risk disease. This result suggests that, for intermediate-risk patients in particular, equivalent overall survival can be achieved by delaying transplantation until after relapse, which would require many fewer transplants.","['Burnett, Alan K', 'Goldstone, Anthony', 'Hills, Robert K', 'Milligan, Donald', 'Prentice, Archie', 'Yin, John', 'Wheatley, Keith', 'Hunter, Ann', 'Russell, Nigel']","['Burnett AK', 'Goldstone A', 'Hills RK', 'Milligan D', 'Prentice A', 'Yin J', 'Wheatley K', 'Hunter A', 'Russell N']","['Department of Haematology, Cardiff University School of Medicine, Heath Park, Cardiff, UK. BurnettAK@cardiff.ac.uk']",['eng'],['Journal Article'],United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,"['0 (Nuclear Proteins)', '117896-08-9 (Nucleophosmin)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Female', 'Humans', 'Kaplan-Meier Estimate', 'Leukemia, Myeloid/genetics/*therapy', 'Male', 'Middle Aged', 'Multivariate Analysis', 'Mutation', 'Nuclear Proteins/genetics', 'Nucleophosmin', 'Prognosis', 'Proportional Hazards Models', 'Recurrence', 'Remission Induction', 'Risk Assessment/statistics & numerical data', 'Risk Factors', 'Stem Cell Transplantation/*methods', 'Time Factors', 'Transplantation, Homologous', 'Young Adult']",2013/02/27 06:00,2013/05/25 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/05/25 06:00 [medline]']","['JCO.2011.40.5977 [pii]', '10.1200/JCO.2011.40.5977 [doi]']",ppublish,J Clin Oncol. 2013 Apr 1;31(10):1293-301. doi: 10.1200/JCO.2011.40.5977. Epub 2013 Feb 25.,20130225,,,,"['J Clin Oncol. 2013 Apr 1;31(10):1259-61. PMID: 23439749', 'Nat Rev Clin Oncol. 2013 Apr;10(4):181. PMID: 23478285']",,,,,"['ISRCTN/ISRCTN17161961', 'ISRCTN/ISRCTN17833622']",,,,,,,,,,,,,,,,,
23439752,NLM,MEDLINE,20130523,20211203,1527-7755 (Electronic) 0732-183X (Linking),31,10,2013 Apr 1,Acute myeloid leukemia in first remission: to choose transplantation or not?,1262-6,10.1200/JCO.2012.43.4258 [doi],"A 42-year-old woman presented with bruising and fatigue. Her WBC count was 10,370/muL, with a differential showing 5% polys, 5% monos, 10% lymphocytes, and 80% myeloid-appearing blasts, some of which contained Auer rods (Fig 1). Bone marrow examination revealed 90% infiltration with myeloid-appearing blasts, and flow cytometry analysis confirmed the diagnosis of acute myeloid leukemia (AML) with expression of CD33, CD13, and CD117. Cytogenetics revealed a normal female karyotype; molecular testing for NPM1, FLT3-ITD, and CEBPalphamutations revealed wild-type status for each gene. The patient received induction therapy with daunorubicin 90 mg/m(2) per day for 3 days and continuous-infusion cytarabine 100 mg/m(2) per day for 7 days. After an induction course complicated by Gram-negative bacterial sepsis, her counts recovered by day 32, and bone marrow examination 6 weeks after diagnosis showed a complete remission. One week later she feels well and has normal physical and laboratory examinations. She is an only child (but has a common HLA type) and presents for discussion of postremission therapy options.","['Stone, Richard M']",['Stone RM'],"['Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA 02215, USA. richard_stone@dfci.harvard.edu']",['eng'],"['Case Reports', 'Clinical Conference', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,"['0 (NPM1 protein, human)', '04079A1RDZ (Cytarabine)', '117896-08-9 (Nucleophosmin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Decision Making', 'Female', 'Humans', 'Leukemia, Myeloid/*diagnosis/*drug therapy/surgery', 'Nucleophosmin', 'Patient Preference/psychology', 'Remission Induction', 'Review Literature as Topic', 'Stem Cell Transplantation/methods/psychology', 'Transplantation, Homologous']",2013/02/27 06:00,2013/05/25 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/05/25 06:00 [medline]']","['JCO.2012.43.4258 [pii]', '10.1200/JCO.2012.43.4258 [doi]']",ppublish,J Clin Oncol. 2013 Apr 1;31(10):1262-6. doi: 10.1200/JCO.2012.43.4258. Epub 2013 Feb 25.,20130225,,,,,,,,,,,,,,,,,,,,,,,,,,
23439749,NLM,MEDLINE,20130523,20181202,1527-7755 (Electronic) 0732-183X (Linking),31,10,2013 Apr 1,If at first you don't succeed: stem-cell transplantation for acute myeloid leukemia after first relapse.,1259-61,10.1200/JCO.2012.43.4241 [doi],,"['Schiffer, Charles A']",['Schiffer CA'],,['eng'],"['Editorial', 'Comment']",United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,,IM,"['Female', 'Humans', 'Leukemia, Myeloid/*therapy', 'Male', 'Stem Cell Transplantation/*methods']",2013/02/27 06:00,2013/05/25 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/05/25 06:00 [medline]']","['JCO.2012.43.4241 [pii]', '10.1200/JCO.2012.43.4241 [doi]']",ppublish,J Clin Oncol. 2013 Apr 1;31(10):1259-61. doi: 10.1200/JCO.2012.43.4241. Epub 2013 Feb 25.,20130225,,,['J Clin Oncol. 2013 Apr 1;31(10):1293-301. PMID: 23439754'],,,,,,,,,,,,,,,,,,,,,,,
23439314,NLM,MEDLINE,20130812,20211021,1949-2553 (Electronic) 1949-2553 (Linking),3,12,2012 Dec,Coordinate PI3K pathway and Bcl-2 family disruption in AML.,1499-500,,,"['Bose, Prithviraj', 'Rahmani, Mohamed', 'Grant, Steven']","['Bose P', 'Rahmani M', 'Grant S']",,['eng'],['Editorial'],United States,Oncotarget,Oncotarget,101532965,"['0 (Antineoplastic Agents)', '0 (Phosphoinositide-3 Kinase Inhibitors)', '0 (Protein Kinase Inhibitors)', '0 (Proto-Oncogene Proteins c-bcl-2)', 'EC 2.7.1.137 (Phosphatidylinositol 3-Kinase)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Drug Design', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/enzymology/genetics/pathology', '*Molecular Targeted Therapy', 'Phosphatidylinositol 3-Kinase/genetics/metabolism', '*Phosphoinositide-3 Kinase Inhibitors', 'Protein Kinase Inhibitors/*therapeutic use', 'Proto-Oncogene Proteins c-bcl-2/*antagonists & inhibitors/genetics/metabolism', 'Signal Transduction/drug effects']",2013/02/27 06:00,2013/08/13 06:00,['2013/02/27 06:00'],"['2013/02/27 06:00 [entrez]', '2013/02/27 06:00 [pubmed]', '2013/08/13 06:00 [medline]']","['809 [pii]', '10.18632/oncotarget.809 [doi]']",ppublish,Oncotarget. 2012 Dec;3(12):1499-500. doi: 10.18632/oncotarget.809.,,,PMC3681487,,,,,,,,,,,,,,,,,,,,,,,,
