PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,GR,DEP,CIN,EIN,PMC,SI,MID,CI,TT,CON,CN,LID,SFM
15880372,NLM,MEDLINE,20051121,20210812,0020-7136 (Print) 0020-7136 (Linking),117,2,2005 Nov 1,Thyroid cancer and multiple primary tumors in the SEER cancer registries.,281-8,"Thyroid cancer incidence rates have increased steadily in the United States and elsewhere. Radiation exposure at a young age is a strong risk factor, but otherwise the etiology is unclear. To explore etiologic clues, we studied the risk of thyroid cancer after an earlier primary cancer, as well as the risk of developing multiple primaries after an earlier thyroid cancer in the U.S. Surveillance, Epidemiology and End-Results (SEER) cancer registries program (1973-2000). In 2,036,597 patients diagnosed with any invasive cancer who survived for a minimum of 2 months, we observed a 42% increased risk compared to the general population for second thyroid cancer based on 1,366 cases (95% confidence interval (CI) = 35-50%; excess absolute risk (EAR) = 0.38/10,000 person-years (PY)). Elevated risks were observed after most cancer sites studied. The most pronounced excess (observed/expected (O/E) = 2.86) was seen for second thyroid cancers detected in the year after diagnosis of the first cancer. Among 29,456 2-month thyroid cancer survivors, 2,214 second cancers occurred (O/E = 1.11, 95% CI = 1.06-1.15; EAR = 7.64/10,000 PY). Again, the highest risk was seen in the first year (O/E = 1.26). Patients <40 years of age at diagnosis of thyroid cancer had a 39% increased risk of a second cancer, whereas for older patients the risk was elevated 6%. We observed consistently increased risks for cancers of the breast, prostate, and kidney, and a likely radiation treatment-related excess of leukemia. Based on small numbers of cases, cancers of the salivary glands, trachea, scrotum, adrenal glands, and brain and central nervous system (CNS) also occurred in excess. A decreased risk was observed for smoking-related malignancies. Thyroid cancer is associated with primary cancers of many different organs. Although enhanced medical surveillance likely plays a role, 2-way, positive associations between thyroid cancer and cancers of the breast, prostate, kidney, salivary glands, brain and CNS, scrotum, and leukemia suggest etiologic similarities and possible treatment effects.","['Ronckers, Cecile M', 'McCarron, Peter', 'Ron, Elaine']","['Ronckers CM', 'McCarron P', 'Ron E']","['Radiation Epidemiology Branch, Division of Cancer Epidemiology and Genetics, National Cancer Institute, NIH, DHHS, Bethesda, MD 20892-7238, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,,IM,"['Adult', 'Aged', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'National Institutes of Health (U.S.)', 'Neoplasms, Multiple Primary/*epidemiology', 'Registries', 'Risk', 'Thyroid Neoplasms/*epidemiology', 'United States/epidemiology']",2005/05/10 09:00,2005/12/13 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/12/13 09:00 [medline]', '2005/05/10 09:00 [entrez]']",['10.1002/ijc.21064 [doi]'],ppublish,Int J Cancer. 2005 Nov 1;117(2):281-8. doi: 10.1002/ijc.21064.,,,,,,,,,,,,,,
15880356,NLM,MEDLINE,20051209,20071115,0733-2459 (Print) 0733-2459 (Linking),20,2,2005 Jul,Donor leukocyte infusions and graft-versus-malignancy.,113-6,,"['Antin, Joseph H']",['Antin JH'],"[""Medical Oncology Stem Cell Transplantation Program, Dana-Farber Cancer Institute, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA. jantin@partners.org""]",['eng'],"['Journal Article', 'Review']",United States,J Clin Apher,Journal of clinical apheresis,8216305,,IM,"['Graft vs Host Disease/*therapy', 'Graft vs Leukemia Effect', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/therapy', '*Leukocyte Transfusion/methods', '*Living Donors']",2005/05/10 09:00,2005/12/13 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/12/13 09:00 [medline]', '2005/05/10 09:00 [entrez]']",['10.1002/jca.20040 [doi]'],ppublish,J Clin Apher. 2005 Jul;20(2):113-6. doi: 10.1002/jca.20040.,33,,,,,,,,,,,,,
15880352,NLM,MEDLINE,20050809,20061115,1045-2257 (Print) 1045-2257 (Linking),43,4,2005 Aug,Prevalence estimates of recurrent balanced cytogenetic aberrations and gene fusions in unselected patients with neoplastic disorders.,350-66,"Chromosome abnormalities have been reported in more than 46,000 benign and malignant neoplastic disorders, leading to the identification of numerous recurrent abnormalities. A substantial number of recurrent balanced aberrations (RBAs), in particular, reciprocal translocations, occur with remarkable specificity in association with clinical and tumor characteristics. This information has become increasingly important both in basic cancer research, as a means to identify pathogenetically important genes, and clinically, as a diagnostic and prognostic instrument. Knowledge of the frequencies of such aberrations thus is of theoretical as well as practical value. However, it is unknown to what extent the data available in the literature reflect reality. A large proportion of the published cases, at least 40%, are biased, in the sense that they were reported because of a specific or unusual karyotypic feature. We have systematically ascertained all RBAs and present data on the frequencies of these abnormalities and their molecular genetic consequences among unselected patients, that is, those studied as part of investigations of consecutive series of individuals with a particular neoplastic disorder. The salient features of the present study are: (1) published data clearly overestimate the prevalence of individual RBAs in most tumor types as well as the proportion of patients having such aberrations. In fact, several well-known published RBAs are not recurrent or have not even been seen among unselected patients, and in no tumor entity, except for chronic myeloid leukemia, does the frequency of unselected cytogenetically abnormal neoplasms with RBAs exceed 35%; (2) the proportions of unselected cases characterized by RBAs among those tumor entities in which at least one RBA has been identified vary considerably both within and among hematologic malignancies, malignant lymphomas, and solid tumors; and (3) the molecular consequences of a substantial proportion, ranging from 19% in hematologic malignancies to 65% in epithelial tumors, of the most common RBAs in unselected patients remain to be clarified.","['Mitelman, Felix', 'Mertens, Fredrik', 'Johansson, Bertil']","['Mitelman F', 'Mertens F', 'Johansson B']","['Department of Clinical Genetics, University Hospital, Lund, Sweden. felix.mitelman@klingen.lu.se']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",9007329,,IM,"['*Artificial Gene Fusion', 'Chromosomal Instability', '*Chromosome Aberrations', '*Gene Rearrangement', 'Humans', 'Neoplasms/*genetics/ultrastructure']",2005/05/10 09:00,2005/08/10 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/08/10 09:00 [medline]', '2005/05/10 09:00 [entrez]']",['10.1002/gcc.20212 [doi]'],ppublish,Genes Chromosomes Cancer. 2005 Aug;43(4):350-66. doi: 10.1002/gcc.20212.,,,,,,,,,"['Copyright 2005 Wiley-Liss, Inc.']",,,,,
15880132,NLM,MEDLINE,20051006,20071115,0268-3369 (Print) 0268-3369 (Linking),35,12,2005 Jun,Hyponatremia as the presenting feature of cerebral toxoplasmosis.,1221-2,,"['Duzovali, O', 'Choroszy, M S', 'Chan, K W']","['Duzovali O', 'Choroszy MS', 'Chan KW']",,['eng'],"['Case Reports', 'Letter']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,,IM,"['Child', 'Hematopoietic Stem Cell Transplantation/*adverse effects', 'Humans', 'Hyponatremia/diagnosis/*etiology/therapy', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/therapy', 'Toxoplasmosis, Cerebral/*diagnosis/*etiology/therapy', 'Treatment Outcome']",2005/05/10 09:00,2005/10/07 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/10/07 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['1704989 [pii]', '10.1038/sj.bmt.1704989 [doi]']",ppublish,Bone Marrow Transplant. 2005 Jun;35(12):1221-2. doi: 10.1038/sj.bmt.1704989.,,,,,,,,,,,,,,
15880131,NLM,MEDLINE,20051006,20071115,0268-3369 (Print) 0268-3369 (Linking),35,12,2005 Jun,Resolution of atopic dermatitis following allogeneic bone marrow transplantation for chronic myelogenous leukemia.,1223-4,,"['Koharazawa, H', 'Kanamori, H', 'Takabayashi, M', 'Yamaji, S', 'Taguchi, J', 'Fujimaki, K', 'Ishigatsubo, Y']","['Koharazawa H', 'Kanamori H', 'Takabayashi M', 'Yamaji S', 'Taguchi J', 'Fujimaki K', 'Ishigatsubo Y']",,['eng'],"['Case Reports', 'Letter']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,,IM,"['Adult', 'Bone Marrow Transplantation/adverse effects/*methods', 'Dermatitis, Atopic/*complications/therapy', 'Graft vs Host Disease/prevention & control', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications/therapy', 'Male', 'Transplantation, Homologous', 'Treatment Outcome']",2005/05/10 09:00,2005/10/07 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/10/07 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['1704990 [pii]', '10.1038/sj.bmt.1704990 [doi]']",ppublish,Bone Marrow Transplant. 2005 Jun;35(12):1223-4. doi: 10.1038/sj.bmt.1704990.,,,,,,,,,,,,,,
15880130,NLM,MEDLINE,20051006,20071115,0268-3369 (Print) 0268-3369 (Linking),35,12,2005 Jun,Allogeneic peripheral stem-cell transplantation with reduced-intensity conditioning regimen in refractory primary B-cell prolymphocytic leukemia: a long-term follow-up.,1225,,"['Castagna, L', 'Sarina, B', 'Todisco, E', 'Mazza, R', 'Santoro, A']","['Castagna L', 'Sarina B', 'Todisco E', 'Mazza R', 'Santoro A']",,['eng'],"['Case Reports', 'Letter']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,,IM,"['Autoimmune Diseases/etiology', 'Disease-Free Survival', 'Female', 'Follow-Up Studies', 'Humans', 'Peripheral Blood Stem Cell Transplantation/*adverse effects/methods', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/*complications/therapy', 'Salvage Therapy', 'Transplantation Conditioning/adverse effects/methods', 'Transplantation, Homologous', 'Treatment Outcome']",2005/05/10 09:00,2005/10/07 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/10/07 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['1704991 [pii]', '10.1038/sj.bmt.1704991 [doi]']",ppublish,Bone Marrow Transplant. 2005 Jun;35(12):1225. doi: 10.1038/sj.bmt.1704991.,,,,,,,,,,,,,,
15880128,NLM,MEDLINE,20051006,20151119,0268-3369 (Print) 0268-3369 (Linking),36,1,2005 Jul,BAVC regimen and autologous bone marrow transplantation for APL patients in second molecular remission: updated results.,83-4,,"['Capria, S', 'Latagliata, R', 'Avvisati, G', 'Breccia, M', 'Cimino, G', 'Diverio, D', 'Petti, M C', 'Meloni, G']","['Capria S', 'Latagliata R', 'Avvisati G', 'Breccia M', 'Cimino G', 'Diverio D', 'Petti MC', 'Meloni G']",,['eng'],"['Clinical Trial', 'Letter']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['00DPD30SOY (Amsacrine)', '04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)', 'U68WG3173Y (Carmustine)', 'BAVC protocol']",IM,"['Adolescent', 'Adult', 'Amsacrine/administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/*therapeutic use', 'Bone Marrow Transplantation/*methods', 'Carmustine/administration & dosage', 'Child', 'Cytarabine/administration & dosage', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*therapy', 'Male', 'Middle Aged', 'Remission Induction', 'Salvage Therapy/methods', 'Transplantation, Autologous']",2005/05/10 09:00,2005/10/07 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/10/07 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['1704995 [pii]', '10.1038/sj.bmt.1704995 [doi]']",ppublish,Bone Marrow Transplant. 2005 Jul;36(1):83-4. doi: 10.1038/sj.bmt.1704995.,,,,,,,,,,,,,,
15879676,NLM,MEDLINE,20051230,20190911,1347-8613 (Print) 1347-8613 (Linking),98,1,2005 May,Prostaglandin D2 inhibits IgE-mediated scratching by suppressing histamine release from mast cells.,90-3,"Effects of prostaglandin (PG) D(2), PGE(2), and PGI(2) on itch-associated scratching responses of mice and histamine release from the rat basophilic leukemia cell line RBL-2H3 were examined. PGD(2) and ketotifen but not PGE(2) and PGI(2) suppressed the scratching caused by ovalbumin injected into ovalbumin-sensitized mice. Ketotifen also suppressed compound 48/80-induced scratching but not PGD(2), PGE(2), and PGI(2). In vitro, PGD(2) suppressed the antigen-induced histamine release from RBL-2H3 cells, but PGE(2) and PGI(2) did not. These findings suggest that PGD(2) specifically suppressed IgE-mediated scratching by inhibiting IgE-mediated histamine release from mast cells.","['Hashimoto, Yuki', 'Arai, Iwao', 'Tanaka, Makoto', 'Nakaike, Shiro']","['Hashimoto Y', 'Arai I', 'Tanaka M', 'Nakaike S']","['Department of Pharmacology Laboratory, Medicinal Research Laboratory, Taisho Pharmaceutical Co., Ltd., Saitama 331-9530, Japan']",['eng'],"['Comparative Study', 'Journal Article']",Japan,J Pharmacol Sci,Journal of pharmacological sciences,101167001,"['37341-29-0 (Immunoglobulin E)', 'RXY07S6CZ2 (Prostaglandin D2)']",IM,"['Animals', 'Cell Line, Tumor', 'Histamine Release/*drug effects/physiology', 'Immunoglobulin E/*toxicity', 'Male', 'Mast Cells/*drug effects/metabolism', 'Mice', 'Mice, Inbred BALB C', 'Prostaglandin D2/pharmacology/*therapeutic use', 'Pruritus/chemically induced/metabolism/*prevention & control', 'Rats']",2005/05/10 09:00,2005/12/31 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/12/31 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['JST.JSTAGE/jphs/SC0040209 [pii]', '10.1254/jphs.sc0040209 [doi]']",ppublish,J Pharmacol Sci. 2005 May;98(1):90-3. doi: 10.1254/jphs.sc0040209. Epub 2005 May 7.,,,20050507,,,,,,,,,,,
15879158,NLM,MEDLINE,20050705,20201222,0022-1767 (Print) 0022-1767 (Linking),174,10,2005 May 15,Comparison of killer Ig-like receptor genotyping and phenotyping for selection of allogeneic blood stem cell donors.,6540-5,"The repertoire of killer Ig-like receptors (KIRs) can be determined at the level of DNA, RNA, or surface protein expression for selection of blood stem cell donors. We compared genotyping and phenotyping of the four inhibitory KIRs that are important in transplantation for leukemia in 73 unrelated persons. In 5 (7%) of the 68 individuals in whom the KIR2DL1 gene was present and in 10 (15%) of the 67 in whom KIR3DL1 was present, the corresponding receptor was not expressed by NK cells, as determined by flow cytometry analysis. In contrast, one or both allelic forms of KIR2DL2/KIR2DL3 were expressed by a high proportion of NK cells in all 73 individuals. However if both KIR2DL2 and KIR2DL3 genes were present, KIR2DL3 was preferentially expressed, as transcripts of KIR2DL2 was not detectable by RT-PCR in 42% of these individuals. In total, repertoire assessment for the four KIRs by genotyping vs phenotyping was not in complete agreement in 18 (25%) of the 73 individuals. Furthermore, among the samples that tested positive for the expression of a certain KIR gene, the levels of transcripts and surface expression varied considerably as measured by both real-time quantitative PCR and flow cytometry analysis. Extension of this comparative analysis to include all 12 KIR family members showed that KIR2DL3 and KIR3DL2 were the only genes whose transcripts were consistently detectable. These results caution the use of genotyping alone for donor selection or leukemia-relapse prognostication because some KIRs may be expressed at a very low level.","['Leung, Wing', 'Iyengar, Rekha', 'Triplett, Brandon', 'Turner, Victoria', 'Behm, Frederick G', 'Holladay, Marti S', 'Houston, James', 'Handgretinger, Rupert']","['Leung W', 'Iyengar R', 'Triplett B', 'Turner V', 'Behm FG', 'Holladay MS', 'Houston J', 'Handgretinger R']","[""Department of Hematology-Oncology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA. wing.leung@stjude.org""]",['eng'],"['Comparative Study', 'Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (KIR2DL1 protein, human)', '0 (KIR2DL2 protein, human)', '0 (KIR2DL3 protein, human)', '0 (KIR3DL1 protein, human)', '0 (KIR3DL2 protein, human)', '0 (Receptors, Immunologic)', '0 (Receptors, KIR)', '0 (Receptors, KIR2DL1)', '0 (Receptors, KIR2DL2)', '0 (Receptors, KIR2DL3)', '0 (Receptors, KIR3DL1)', '0 (Receptors, KIR3DL2)']",IM,"['Cytotoxicity Tests, Immunologic', 'DNA Methylation', '*Donor Selection/methods', 'Genotype', '*Hematopoietic Stem Cell Transplantation/methods', 'Humans', '*Immunophenotyping', 'Killer Cells, Natural/*immunology', 'Polymorphism, Genetic/immunology', 'Prospective Studies', 'Receptors, Immunologic/biosynthesis/*genetics', 'Receptors, KIR', 'Receptors, KIR2DL1', 'Receptors, KIR2DL2', 'Receptors, KIR2DL3', 'Receptors, KIR3DL1', 'Receptors, KIR3DL2', 'Reverse Transcriptase Polymerase Chain Reaction/methods']",2005/05/10 09:00,2005/07/06 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/07/06 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['174/10/6540 [pii]', '10.4049/jimmunol.174.10.6540 [doi]']",ppublish,J Immunol. 2005 May 15;174(10):6540-5. doi: 10.4049/jimmunol.174.10.6540.,,['P30CA21765-24/CA/NCI NIH HHS/United States'],,,,,,,,,,,,
15879139,NLM,MEDLINE,20050705,20190516,0022-1767 (Print) 0022-1767 (Linking),174,10,2005 May 15,Proteinase-3 induces procaspase-3 activation in the absence of apoptosis: potential role of this compartmentalized activation of membrane-associated procaspase-3 in neutrophils.,6381-90,"In the present study, we provide evidence that procaspase-3 is a novel target of proteinase 3 (PR3) but not of human neutrophil elastase (HNE). Human mast cell clone 1 (HMC1) and rat basophilic leukemia (RBL) mast cell lines were transfected with PR3 or the inactive mutated PR3 (PR3S203A) or HNE cDNA. In both RBL/PR3 and HMC1/PR3, a constitutive activity of caspase-3 was measured with DEVD substrate, due to the direct processing of procaspase-3 by PR3. No caspase-3 activation was observed in cells transfected with the inactive PR3 mutant or HNE. Despite the high caspase-3 activity in RBL/PR3, no apoptosis was detected as demonstrated by an absence of 1) phosphatidylserine externalization, 2) mitochondria cytochrome c release, 3) upstream caspase-8 or caspase-9 activation, or 4) DNA fragmentation. In vitro, purified PR3 cleaved procaspase-3 into an active 22-kDa fragment. In neutrophils, the 22-kDa caspase-3 activation fragment was present only in resting neutrophils but was absent after apoptosis. The 22 kDa fragment was specific of myeloid cells because it was absent from resting lymphocytes. This 22-kDa fragment was not present when neutrophils were treated with pefabloc, an inhibitor of serine proteinase. Like in HMC1/PR3, the 22-kDa caspase-3 fragment was restricted to the plasma membrane compartment. Double immunofluorescence labeling after streptolysin-O permeabilization further showed that PR3 and procaspase-3 could colocalize in an extragranular compartment. In conclusion, our results strongly suggest that compartmentalized PR3-induced caspase-3 activation might play specific functions in neutrophil survival.","['Pederzoli, Magali', 'Kantari, Chahrazade', 'Gausson, Valerie', 'Moriceau, Sandra', 'Witko-Sarsat, Veronique']","['Pederzoli M', 'Kantari C', 'Gausson V', 'Moriceau S', 'Witko-Sarsat V']","['Institut National de la Sante et de la Recherche Medicale Unite 507, Universite Rene Descartes, Paris 5, Hopital Necker, Paris, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Enzyme Precursors)', '0 (Membrane Proteins)', '0 (Peptide Fragments)', 'EC 3.4.21.- (Serine Endopeptidases)', 'EC 3.4.21.76 (Myeloblastin)', 'EC 3.4.22.- (CASP3 protein, human)', 'EC 3.4.22.- (Casp3 protein, rat)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspases)']",IM,"['Animals', '*Apoptosis/genetics/immunology', 'Caspase 3', 'Caspases/genetics/*metabolism', 'Cell Compartmentation/genetics', 'Cell Line, Tumor', 'Cell Membrane/enzymology/genetics', 'Cell Proliferation', 'Clone Cells', 'Enzyme Activation/genetics', 'Enzyme Precursors/genetics', 'Humans', 'Hydrolysis', 'Membrane Proteins/*metabolism', 'Molecular Weight', 'Myeloblastin', 'Neutrophils/cytology/*enzymology/metabolism', 'Peptide Fragments/metabolism', 'Rats', 'Resting Phase, Cell Cycle/genetics', 'Serine Endopeptidases/genetics/*physiology', 'Subcellular Fractions/metabolism', 'Transfection', 'Up-Regulation/genetics']",2005/05/10 09:00,2005/07/06 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/07/06 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['174/10/6381 [pii]', '10.4049/jimmunol.174.10.6381 [doi]']",ppublish,J Immunol. 2005 May 15;174(10):6381-90. doi: 10.4049/jimmunol.174.10.6381.,,,,,,,,,,,,,,
15879094,NLM,MEDLINE,20050705,20201226,0022-1767 (Print) 0022-1767 (Linking),174,10,2005 May 15,CD40 ligation activates murine macrophages via an IFN-gamma-dependent mechanism resulting in tumor cell destruction in vitro.,6013-22,"We have shown previously that agonistic anti-CD40 mAb induced T cell-independent antitumor effects in vivo. In this study, we investigated mechanisms of macrophage activation with anti-CD40 mAb treatment, assessed by the antitumor action of macrophages in vitro. Intraperitoneal injection of anti-CD40 mAb into C57BL/6 mice resulted in activation of peritoneal macrophages capable of suppressing B16 melanoma cell proliferation in vitro, an effect that was greatly enhanced by LPS and observed against several murine and human tumor cell lines. Anti-CD40 mAb also primed macrophages in vitro to mediate cytostatic effects in the presence of LPS. The tumoristatic effect of CD40 ligation-activated macrophages was associated with apoptosis and killing of tumor cells. Activation of macrophages by anti-CD40 mAb required endogenous IFN-gamma because priming of macrophages by anti-CD40 mAb was abrogated in the presence of anti-IFN-gamma mAb, as well as in IFN-gamma-knockout mice. Macrophages obtained either from C57BL/6 mice depleted of T and NK cells by Ab treatment, or from scid/beige mice, were still activated by anti-CD40 mAb to mediate cytostatic activity. These results argued against the role of NK and T cells as the sole source of exogenous IFN-gamma for macrophage activation and suggested that anti-CD40 mAb-activated macrophages could produce IFN-gamma. We confirmed this hypothesis by detecting intracytoplasmic IFN-gamma in macrophages activated with anti-CD40 mAb in vivo or in vitro. IFN-gamma production by macrophages was dependent on IL-12. Taken together, the results show that murine macrophages are activated directly by anti-CD40 mAb to secrete IFN-gamma and mediate tumor cell destruction.","['Buhtoiarov, Ilia N', 'Lum, Hillary', 'Berke, Gideon', 'Paulnock, Donna M', 'Sondel, Paul M', 'Rakhmilevich, Alexander L']","['Buhtoiarov IN', 'Lum H', 'Berke G', 'Paulnock DM', 'Sondel PM', 'Rakhmilevich AL']","['Department of Human Oncology and UW Comprehensive Cancer Center, University of Wisconsin, Madison, WI 53792, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antibodies, Monoclonal)', '0 (CD40 Antigens)', '0 (Ligands)', '82115-62-6 (Interferon-gamma)']",IM,"['Animals', 'Antibodies, Monoclonal/administration & dosage/metabolism/pharmacology', 'Apoptosis/genetics/immunology', 'CD40 Antigens/genetics/*immunology/*metabolism', 'Cell Line, Tumor', 'Coculture Techniques', 'Cytoplasm/immunology/metabolism', 'Female', 'Humans', 'Interferon-gamma/deficiency/genetics/*physiology', 'Jurkat Cells', 'Killer Cells, Natural/immunology', 'Leukemia L5178', 'Ligands', 'Macrophage Activation/genetics/*immunology', 'Macrophages, Peritoneal/*immunology/*metabolism', 'Melanoma, Experimental/*immunology/pathology/*prevention & control', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Knockout', 'Mice, SCID', 'T-Lymphocytes/immunology']",2005/05/10 09:00,2005/07/06 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/07/06 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['174/10/6013 [pii]', '10.4049/jimmunol.174.10.6013 [doi]']",ppublish,J Immunol. 2005 May 15;174(10):6013-22. doi: 10.4049/jimmunol.174.10.6013.,,"['R01 CA087025/CA/NCI NIH HHS/United States', 'T32 GM008692/GM/NIGMS NIH HHS/United States', 'CA87025/CA/NCI NIH HHS/United States']",,,,,,,,,,,,
15878982,NLM,MEDLINE,20050919,20211203,0006-4971 (Print) 0006-4971 (Linking),106,4,2005 Aug 15,Rapamycin stimulates apoptosis of childhood acute lymphoblastic leukemia cells.,1400-6,"The phosphatidyl-inositol 3 kinase (PI3k)/Akt pathway has been implicated in childhood acute lymphoblastic leukemia (ALL). Because rapamycin suppresses the oncogenic processes sustained by PI3k/Akt, we investigated whether rapamycin affects blast survival. We found that rapamycin induces apoptosis of blasts in 56% of the bone marrow samples analyzed. Using the PI3k inhibitor wortmannin, we show that the PI3k/Akt pathway is involved in blast survival. Moreover, rapamycin increased doxorubicin-induced apoptosis even in nonresponder samples. Anthracyclines activate nuclear factor kappaB (NF-kappaB), and disruption of this signaling pathway increases the efficacy of apoptogenic stimuli. Rapamycin inhibited doxorubicin-induced NF-kappaB in ALL samples. Using a short interfering (si) RNA approach, we demonstrate that FKBP51, a large immunophilin inhibited by rapamycin, is essential for drug-induced NF-kappaB activation in human leukemia. Furthermore, rapamycin did not increase doxorubicin-induced apoptosis when NF-kappaB was overexpressed. In conclusion, rapamycin targets 2 pathways that are crucial for cell survival and chemoresistance of malignant lymphoblasts--PI3k/Akt through the mammalian target of rapamycin and NF-kappaB through FKBP51--suggesting that the drug could be beneficial in the treatment of childhood ALL.","['Avellino, Raffaella', 'Romano, Simona', 'Parasole, Rosanna', 'Bisogni, Rita', 'Lamberti, Annalisa', 'Poggi, Vincenzo', 'Venuta, Salvatore', 'Romano, Maria Fiammetta']","['Avellino R', 'Romano S', 'Parasole R', 'Bisogni R', 'Lamberti A', 'Poggi V', 'Venuta S', 'Romano MF']","['Department of Biochemistry and Medical Biotechnologies, Federico II University, Via S. Pansini 5, 80131 Naples, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (NF-kappa B)', '0 (Proto-Oncogene Proteins)', '80168379AG (Doxorubicin)', 'EC 2.7.11.1 (AKT1 protein, human)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-akt)', 'EC 5.2.1.- (Tacrolimus Binding Proteins)', 'EC 5.2.1.8 (tacrolimus binding protein 5)', 'W36ZG6FT64 (Sirolimus)']",IM,"['Adolescent', 'Apoptosis/*drug effects', 'Blast Crisis/drug therapy/pathology', 'Bone Marrow Cells/drug effects/pathology', 'Child', 'Child, Preschool', 'Doxorubicin/pharmacology', 'Drug Synergism', 'Female', 'Humans', 'Infant', 'Male', 'NF-kappa B/metabolism', 'Phosphatidylinositol 3-Kinases/metabolism', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*pathology', 'Protein Serine-Threonine Kinases/metabolism', 'Proto-Oncogene Proteins/metabolism', 'Proto-Oncogene Proteins c-akt', '*Signal Transduction', 'Sirolimus/*pharmacology', 'Tacrolimus Binding Proteins/metabolism', 'Tumor Cells, Cultured']",2005/05/10 09:00,2005/09/20 09:00,['2005/05/10 09:00'],"['2005/05/10 09:00 [pubmed]', '2005/09/20 09:00 [medline]', '2005/05/10 09:00 [entrez]']","['S0006-4971(20)53152-2 [pii]', '10.1182/blood-2005-03-0929 [doi]']",ppublish,Blood. 2005 Aug 15;106(4):1400-6. doi: 10.1182/blood-2005-03-0929. Epub 2005 May 5.,,,20050505,,,,,,,,,,,
