PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,GR,AID,PMC,TT,OID,OAB,OABL,OTO,OT,GN,SI,RF
6523131,NLM,MEDLINE,19850319,20190821,0048-9697 (Print) 0048-9697 (Linking),40,,1984 Dec,An overview of environmental and toxicological aspects of aromatic hydrocarbons. I. Benzene.,189-218,"['Fishbein, L']",['Fishbein L'],['eng'],"['Comparative Study', 'Journal Article']",Netherlands,Sci Total Environ,The Science of the total environment,0330500,"['0 (Environmental Pollutants)', '0 (Mutagens)', 'J64922108F (Benzene)']",IM,"['Animals', 'Benzene/*adverse effects/metabolism', 'Bone Marrow/drug effects', 'Environmental Exposure', 'Environmental Health', 'Environmental Pollutants/*adverse effects', 'Humans', 'Leukemia/chemically induced', 'Maximum Allowable Concentration', 'Mutagens', 'Occupations']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Sci Total Environ. 1984 Dec;40:189-218. doi: 10.1016/0048-9697(84)90351-6.,"The salient aspects of the exposure to benzene were reviewed via an initial examination of the production, use, occurrence and dispersion of benzene, as well as populations at potential risk. Although benzene is ubiquitous in the environment, the major source of benzene in ambient air is via its use and occurrence in gasolines and subsequent emissions. Exposure to benzene in the general population is suggested to be several orders of magnitude less than to occupational cohorts. Levels of benzene exposure in the workplace have dropped considerably from that which was manifest in the 1940-1950 decade (e.g., 10-100 ppm) also due to the decreasing use of benzene as a solvent. The effects on humans and animals as well as genetic effects of benzene were also reviewed following an initial consideration of its absorption and elimination. The toxic effects on the hemopoietic system were cited with special consideration to the long-term exposure to benzene and the occurrence of leukemia.",,"['0048-9697(84)90351-6 [pii]', '10.1016/0048-9697(84)90351-6 [doi]']",,,,,,,,,,
6522817,NLM,MEDLINE,19850306,20131121,0034-5288 (Print) 0034-5288 (Linking),37,3,1984 Nov,Bracken toxicology: identification of some water soluble compounds from crozier and rhizome.,261-5,"['Evans, I A', 'Al-Samarrai, A M', 'Smith, R M']","['Evans IA', 'Al-Samarrai AM', 'Smith RM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Res Vet Sci,Research in veterinary science,0401300,"['0 (Carcinogens)', '059QF0KO0R (Water)']",IM,"['Animals', 'Carcinogens/analysis/*isolation & purification', 'Chemical Phenomena', 'Chemistry', 'Female', 'Gas Chromatography-Mass Spectrometry', 'Leukemia, Experimental/chemically induced', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasms, Experimental/chemically induced', 'Plants, Toxic/*analysis', 'Solubility', 'Water']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Res Vet Sci. 1984 Nov;37(3):261-5.,The isolation and chemical characterisation of compounds not previously reported from bracken fern (Pteridium aquilinum L Kuhn) are described. They occurred in fractions derived from the plant which have been shown to be carcinogenic in mice. Known properties of structural analogues could have implications concerning initiation of tumour formation.,,,,,,,,,,,,
6522697,NLM,MEDLINE,19850306,20041117,0014-2565 (Print) 0014-2565 (Linking),174,5,1984 Sep 15,[Acute non-lymphoblastic leukemia presenting the Philadelphia chromosome and chromosome 7 monosomy].,187-8,"['Bello Lopez, J L', 'Gomez Vazquez, M J', 'Viejo Llorente, A', 'Ferro Delgado, M T']","['Bello Lopez JL', 'Gomez Vazquez MJ', 'Viejo Llorente A', 'Ferro Delgado MT']",['spa'],"['Case Reports', 'Journal Article']",Spain,Rev Clin Esp,Revista clinica espanola,8608576,,IM,"['Acute Disease', '*Chromosome Deletion', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Humans', 'Leukemia/*genetics', 'Male', 'Middle Aged', '*Monosomy']",1984/09/15 00:00,1984/09/15 00:01,['1984/09/15 00:00'],"['1984/09/15 00:00 [pubmed]', '1984/09/15 00:01 [medline]', '1984/09/15 00:00 [entrez]']",ppublish,Rev Clin Esp. 1984 Sep 15;174(5):187-8.,,,,,Leucemia aguda no linfoblastica presentando un cromosoma Philadephia y monosomia 7.,,,,,,,,
6522087,NLM,MEDLINE,19850314,20071115,0031-0808 (Print) 0031-0808 (Linking),26,3,1984 Jul-Sep,Sjogren's syndrome associated with chronic lymphocytic leukemia.,209-12,"['Ban, A', 'Ferenczy, S']","['Ban A', 'Ferenczy S']",['eng'],"['Case Reports', 'Journal Article']",Italy,Panminerva Med,Panminerva medica,0421110,,IM,"['Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Lymphoid/*complications/diagnosis', 'Middle Aged', ""Mikulicz' Disease/diagnosis"", ""Sjogren's Syndrome/*complications/diagnosis""]",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']",ppublish,Panminerva Med. 1984 Jul-Sep;26(3):209-12.,,,,,,,,,,,,,
6521945,NLM,MEDLINE,19850225,20131121,0026-4806 (Print) 0026-4806 (Linking),75,45-46,1984 Nov 30,[Richter's syndrome. Presentation of a rare variant with regression of chronic lymphatic leukemia and review of the literature].,2741-9,"['Foresti, V', 'Confalonieri, F']","['Foresti V', 'Confalonieri F']",['ita'],"['Case Reports', 'English Abstract', 'Journal Article']",Italy,Minerva Med,Minerva medica,0400732,"['0 (Immunoglobulin M)', 'Q41OR9510P (Melphalan)', 'VB0R961HZT (Prednisone)']",IM,"['Blood Transfusion', 'Female', 'Hemosiderosis/complications', 'Humans', 'Immunoglobulin M', 'Leukemia, Lymphoid/*complications/drug therapy', 'Lymph Nodes/pathology', 'Lymphatic Diseases/complications', 'Melphalan/therapeutic use', 'Middle Aged', 'Paraproteinemias/*complications', 'Prednisone/therapeutic use', 'Syndrome']",1984/11/30 00:00,1984/11/30 00:01,['1984/11/30 00:00'],"['1984/11/30 00:00 [pubmed]', '1984/11/30 00:01 [medline]', '1984/11/30 00:00 [entrez]']",ppublish,Minerva Med. 1984 Nov 30;75(45-46):2741-9.,"The incidence of a lymphoreticular system malignancy in patients with chronic lymphocytic leukemia (CLL), Richter's syndrome (RS), is 3.3 to 10.6%. In 89 cases in the literature, the second neoplasm was either reticulum cell sarcoma or large cell diffuse histiocytic lymphoma (DHL), and there were 61 cases of Hodgkin's disease (HD). In a few cases the lymphoma was simultaneously diagnosed, for other cases an association with preexisting CLL was reported. Appearance of lymphoma was associated with leukemia regression for only 4 patients with DHL and 3 with HD. We report one case of B-lymphocyte CLL with macroglobulinemia, treated with melphalan and prednisone, in which DHL developed and the hematologic and histologic signs of CLL and of paraproteinemia remissed. Such patients might constitute a subgroup or a variant of RS. Since the non-Hodgkin malignant lymphomas (NHML) are considered to be monoclonal neoplastic expansion of the B-cell or T-cell lymphocytes, and since in some cases it has been proved that the proliferative cell clone was the same as that of the initial lymphoproliferative disease, RS could be a dedifferentiation or a transformation of CLL, resulting in an aggressive clinical course. The inclusion in this syndrome of CLL cases associated with HD is still controversial. Many of these cases could be giant cell pleomorphic lymphomas, while, on the contrary, in typical cases this association might be merely fortuitous.",,,,Sindrome di Richter. Presentazione di una rara variante con regressione della leucemia linfatica cronica e revisione della letteratura.,,,,,,,,
6521693,NLM,MEDLINE,19850315,20091109,0025-8105 (Print) 0025-8105 (Linking),37,7-8,1984,[Immunotherapy of acute leukemias].,331-4,"['Popovic, S L']",['Popovic SL'],['hrv'],"['English Abstract', 'Journal Article']",Serbia,Med Pregl,Medicinski pregled,2985249R,,IM,"['Acute Disease', 'Humans', '*Immunotherapy', 'Leukemia/*therapy']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Med Pregl. 1984;37(7-8):331-4.,,,,,Imunoterapija akutnih leukemija.,,,,,,,,
6520990,NLM,MEDLINE,19850227,20061115,0047-1860 (Print) 0047-1860 (Linking),32,9,1984 Sep,[Infection in patients with acute leukemia].,959-66,"['Funada, H', 'Teshima, H', 'Hattori, K']","['Funada H', 'Teshima H', 'Hattori K']",['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['Acute Disease', 'Bacterial Infections/*etiology', 'Disseminated Intravascular Coagulation/complications', 'Humans', 'Leukemia/*complications', 'Prognosis', 'Sepsis/*etiology']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Rinsho Byori. 1984 Sep;32(9):959-66.,,,,,,,,,,,,,
6520989,NLM,MEDLINE,19850227,20041117,0047-1860 (Print) 0047-1860 (Linking),32,9,1984 Sep,[Morphological diagnosis of acute leukemia and allied disorders].,939-45,"['Tanimoto, K', 'Umei, T']","['Tanimoto K', 'Umei T']",['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Bone Marrow/*pathology', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*diagnosis', 'Middle Aged', 'Preleukemia/diagnosis']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Rinsho Byori. 1984 Sep;32(9):939-45.,,,,,,,,,,,,,
6520974,NLM,MEDLINE,19850228,20181130,0368-2811 (Print) 0368-2811 (Linking),14 Suppl 1,,1984 Dec,The clinical significance of gastrointestinal decontamination in the occurrence of endogenous infections.,465-78,"['Ozawa, A', 'Nagao, T', 'Sawamura, S', 'Ikigai, H']","['Ozawa A', 'Nagao T', 'Sawamura S', 'Ikigai H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Jpn J Clin Oncol,Japanese journal of clinical oncology,0313225,"['1400-61-9 (Nystatin)', '6Q205EH1VU (Vancomycin)', 'J2VZ07J96K (Polymyxin B)']",IM,"['Adult', 'Aged', 'Bacteria, Anaerobic/drug effects', 'Bacterial Infections/*prevention & control', 'Female', 'Humans', 'Intestines/*microbiology', 'Leukemia/complications/*microbiology', 'Male', 'Middle Aged', 'Nystatin/administration & dosage', 'Polymyxin B/administration & dosage', 'Sepsis/prevention & control', 'Vancomycin/administration & dosage']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Jpn J Clin Oncol. 1984 Dec;14 Suppl 1:465-78.,"No significant difference was seen in the incidence of infections between subjects receiving complete, selective and no decontamination aimed at the intestinal microflora in studies evaluating the preventative potential against endogenous infections in the compromised host maintained under protective isolation. This finding is reported together with a report of Serratia marcescens septicemia in a patient with leukemia who was given antibiotics systemically and kept under protective isolation. The establishment of opportunistic infections in relation to these results is discussed in terms of the biological phenomena of the interaction between the intestinal flora and the host, and between the species comprising the intestinal flora.",,,,,,,,,,,,
6520969,NLM,MEDLINE,19850320,20061115,0368-2811 (Print) 0368-2811 (Linking),14,4,1984 Dec,Monoclonal antibody (WI-2) reactive against human transformed and leukemic cells.,575-84,"['Aota, F', 'Chang, D', 'Hill, N O', 'Khan, A']","['Aota F', 'Chang D', 'Hill NO', 'Khan A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Jpn J Clin Oncol,Japanese journal of clinical oncology,0313225,"['0 (Antibodies, Monoclonal)', '0 (Antigens)']",IM,"['Animals', 'Antibodies, Monoclonal/*immunology', 'Antigens/immunology', 'Blood Cells/immunology', 'Bone Marrow/immunology', 'Cell Line', 'Female', 'Humans', 'Hybridomas', 'Leukemia/*immunology', '*Lymphocyte Activation', 'Lymphocytes/immunology', 'Mice', 'Mice, Inbred BALB C', 'Molecular Weight']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Jpn J Clin Oncol. 1984 Dec;14(4):575-84.,"A monoclonal antibody (WI-2) was produced against HL-60 cells. This antibody was IgM Kappa and reacted with human cell lines derived from fibroblasts and from hemopoetic, lymphoid, and neoplastic tissues. It also reacted with lymphocytes transformed by mitogens. WI-2 lacked reactivity against normal human RBC's, mature granulocytes, and T and B lymphocytes. The target antigen for WI-2 had a molecular weight of 43,000 daltons. Specimens from patients with leukemia were tested with WI-2. The number of immature cells was compared with the number of WI-2 reactive cells in the peripheral blood and bone marrow and subjected to linear regression analysis. There was a highly significant (p less than 0.001) correlation between the two parameters. The antibody may be useful in monitoring the progress of the patients and in detecting early relapse in leukemia.",,,,,,,,,,,,
6520949,NLM,MEDLINE,19850318,20061115,0485-1439 (Print) 0485-1439 (Linking),25,9,1984 Sep,[Three cases of acute leukemia with the development of fungus balls in the lung during remission induction therapy].,1462-5,"['Shirota, T', 'Nakamura, H', 'Sakai, N', 'Itoh, H', 'Hachiya, T']","['Shirota T', 'Nakamura H', 'Sakai N', 'Itoh H', 'Hachiya T']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Acute Disease', 'Adult', 'Aspergillosis/*etiology', 'Humans', 'Leukemia/*complications/drug therapy', 'Lung/*microbiology', 'Lung Diseases, Fungal/*etiology', 'Male']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1984 Sep;25(9):1462-5.,,,,,,,,,,,,,
6520946,NLM,MEDLINE,19850318,20061115,0485-1439 (Print) 0485-1439 (Linking),25,9,1984 Sep,[Chromosomal analysis of childhood leukemia and lymphoma and its relation to the clinical features].,1408-16,"['Nagasaka, M', 'Maeda, S', 'Sugiyama, T', 'Mabuchi, O', 'Misu, H', 'Nakamura, S']","['Nagasaka M', 'Maeda S', 'Sugiyama T', 'Mabuchi O', 'Misu H', 'Nakamura S']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adolescent', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/*genetics', 'Lymphoma/*genetics', 'Male']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1984 Sep;25(9):1408-16.,,,,,,,,,,,,,
6520938,NLM,MEDLINE,19850307,20061115,0485-1439 (Print) 0485-1439 (Linking),25,10,1984 Oct,[Prediction of remission in adult acute leukemia--the application of LDH/LCBM Index in a remission predictive model].,1626-9,"['Miyachi, H', 'Takemura, Y', 'Toyama, K', 'Higashi, T', 'Yamaguchi, N']","['Miyachi H', 'Takemura Y', 'Toyama K', 'Higashi T', 'Yamaguchi N']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['EC 1.1.1.27 (L-Lactate Dehydrogenase)'],IM,"['Acute Disease', 'Adult', '*Bone Marrow Cells', 'Female', 'Humans', 'L-Lactate Dehydrogenase/*blood', 'Leukemia/*blood', '*Leukocyte Count', 'Male', 'Middle Aged', 'Prognosis', 'Regression Analysis']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1984 Oct;25(10):1626-9.,,,,,,,,,,,,,
6520937,NLM,MEDLINE,19850307,20131121,0485-1439 (Print) 0485-1439 (Linking),25,10,1984 Oct,"[Low-dose cytosine arabinoside (Ara-C) continuous infusion regimen for atypical nonlymphocytic leukemia--clinical study of the remission mechanism by serial chromosomal findings, colony formation and plasma Ara-C concentration].",1606-17,"['Tagawa, M', 'Tomonaga, M', 'Shibata, J', 'Nishino, K', 'Nonaka, H', 'Ikeda, S', 'Suzuyama, J', 'Amenomori, T', 'Matuo, T', 'Kuriyama, K']","['Tagawa M', 'Tomonaga M', 'Shibata J', 'Nishino K', 'Nonaka H', 'Ikeda S', 'Suzuyama J', 'Amenomori T', 'Matuo T', 'Kuriyama K', 'et al.']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['04079A1RDZ (Cytarabine)'],IM,"['Aged', 'Chromosome Aberrations', 'Cytarabine/*administration & dosage/blood', 'Drug Administration Schedule', 'Female', 'Hematopoietic Stem Cells/drug effects', 'Humans', 'Leukemia/*drug therapy/genetics', 'Male', 'Middle Aged']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1984 Oct;25(10):1606-17.,,,,,,,,,,,,,
6520936,NLM,MEDLINE,19850307,20061115,0485-1439 (Print) 0485-1439 (Linking),25,10,1984 Oct,"[FAB classification, response to therapy, and survival in adult patients with acute leukemia (report II)].",1587-93,"['Moriyama, Y', 'Sato, K', 'Narita, M', 'Takeshige, T', 'Saito, H', 'Aoki, S', 'Nakamori, Y', 'Nagai, K', 'Takizawa, S', 'Soga, N']","['Moriyama Y', 'Sato K', 'Narita M', 'Takeshige T', 'Saito H', 'Aoki S', 'Nakamori Y', 'Nagai K', 'Takizawa S', 'Soga N', 'et al.']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Female', 'Humans', 'Leukemia/classification/*drug therapy/mortality', 'Male', 'Middle Aged', 'Prognosis']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1984 Oct;25(10):1587-93.,,,,,,,,,,,,,
6520935,NLM,MEDLINE,19850307,20061115,0485-1439 (Print) 0485-1439 (Linking),25,10,1984 Oct,[Pyrimidine metabolism in human hematodyscrasial cells: studies of intermediates in pyrimidine de novo pathway].,1581-6,"['Sugiura, Y', 'Fujioka, S', 'Yoshida, S']","['Sugiura Y', 'Fujioka S', 'Yoshida S']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (Pyrimidines)'],IM,"['Adult', 'Anemia, Aplastic/*metabolism', 'Blood Cells/metabolism', 'Bone Marrow/metabolism', 'Cell Division', 'Female', 'Humans', 'Leukemia/*metabolism', 'Male', 'Middle Aged', 'Pyrimidines/*metabolism']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1984 Oct;25(10):1581-6.,,,,,,,,,,,,,
6520808,NLM,MEDLINE,19850227,20190829,0022-3999 (Print) 0022-3999 (Linking),28,6,1984,Life change and onset of cancer in identical twins.,525-32,"['Smith, C K', 'Harrison, S D', 'Ashworth, C', 'Montano, D', 'Davis, A', 'Fefer, A']","['Smith CK', 'Harrison SD', 'Ashworth C', 'Montano D', 'Davis A', 'Fefer A']",['eng'],['Journal Article'],England,J Psychosom Res,Journal of psychosomatic research,0376333,,IM,"['Adolescent', 'Adult', 'Aged', '*Diseases in Twins', 'Female', 'Humans', 'Leukemia/*genetics/psychology', '*Life Change Events', 'Male', 'Middle Aged', 'Psychological Tests']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,J Psychosom Res. 1984;28(6):525-32. doi: 10.1016/0022-3999(84)90086-2.,"The relationship of life change to the onset of cancer was studied in 22 pairs of HLA-identical siblings who were discordant for hematologic malignancies. The twin pairs were hospitalized for bone marrow transplantation. Life change was measured using a well-validated instrument, the Schedule of Recent Experiences (SRE). Contrary to our expectations, we were unable to document increased life changes in the sick twins. The timing of administration of the SRE with respect to the transplant did influence reporting of life events. However, regardless of timing of administration, in the period antedating the diagnosis of malignancy the healthy donor twins had increased or equivalent life changes when compared to their sick twins.",,['10.1016/0022-3999(84)90086-2 [doi]'],,,,,,,,,,
6520521,NLM,MEDLINE,19850314,20190723,0021-5384 (Print) 0021-5384 (Linking),73,11,1984 Nov,[Symposium on treatment of cancer. Supplement 2. Differential sensitivities of long-term cultured cell lines derived from human haematopoietic malignancies to various anti-cancer drugs].,1625-7,"['Morikawa, K', 'Note, S']","['Morikawa K', 'Note S']",['jpn'],['Journal Article'],Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/*pharmacology', '*Colony-Forming Units Assay', 'Drug Evaluation, Preclinical', 'Humans', 'Leukemia/*pathology', '*Tumor Stem Cell Assay']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Nihon Naika Gakkai Zasshi. 1984 Nov;73(11):1625-7. doi: 10.2169/naika.73.1625.,,,['10.2169/naika.73.1625 [doi]'],,,,,,,,,,
6519920,NLM,MEDLINE,19850321,20141120,0250-0868 (Print) 0250-0868 (Linking),6,5,1984,Drugs affecting the hormonal receptors of normal and leukaemic peripheral leucocytes.,413-20,"['Notario, A', 'Torriani, A', 'Ranghetti, L', 'Vitti, M P', 'Stanziale, D']","['Notario A', 'Torriani A', 'Ranghetti L', 'Vitti MP', 'Stanziale D']",['eng'],['Journal Article'],Switzerland,Int J Tissue React,International journal of tissue reactions,8302116,"['0 (Receptors, Steroid)', '0 (Thiazoles)', '0 (Thiazolidines)', '3XMK78S47O (Testosterone)', '4TI98Z838E (Estradiol)', '5GRO578KLP (Flurbiprofen)', 'C137DTR5RG (Theophylline)', 'E5913T3IBL (thiazolidine-4-carboxylic acid)', 'FB33469R8E (Estriol)', 'WI4X0X7BPJ (Hydrocortisone)']",IM,"['Estradiol/*metabolism', 'Estriol/*metabolism', 'Flurbiprofen/pharmacology', 'Humans', 'Hydrocortisone/*metabolism', 'In Vitro Techniques', 'Leukemia/blood/*metabolism', 'Leukocytes/drug effects/*metabolism', 'Receptors, Steroid/*drug effects', 'Testosterone/*metabolism', 'Theophylline/pharmacology', 'Thiazoles/pharmacology', 'Thiazolidines']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Int J Tissue React. 1984;6(5):413-20.,"The authors investigated the behaviour of steroid hormone uptake in leukaemic cells (CML, CLL, AML, ALL), in basal conditions and after incubation with drugs which modify the cellular concentration of cAMP, PGE and PGF. The results demonstrated the presence in leukaemic cells of an alteration in the incorporation of steroid hormones. This alteration was scarcely modified by incubation with theophylline, which increases cellular concentration of cAMP. On the other hand, it was moderately counteracted by thioproline and was evidently inhibited by flurbiprofen, which also reduced cellular concentrations of prostaglandins, particularly PGE2, with the exception of PGF2 which showed a poor response. Differences were observed in the behavior of hormonal uptake of CML, in contrast to that of AML, CLL and ALL peripheral leucocytes.",,,,,,,,,,,,
6519428,NLM,MEDLINE,19850228,20200713,0234-5730 (Print) 0234-5730 (Linking),29,9,1984 Sep,[Blood component and infusion-detoxification therapy of patients with hematologic diseases].,3-9,"['Abdulkadyrov, K M', 'Shcherbakova, E G', 'Ganapiev, A A']","['Abdulkadyrov KM', 'Shcherbakova EG', 'Ganapiev AA']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,,IM,"['Anemia/therapy', '*Blood Transfusion', 'Hematologic Diseases/*therapy', 'Humans', 'Leukemia/therapy']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Gematol Transfuziol. 1984 Sep;29(9):3-9.,,,,,Gemokomponentnaia i infuzionno-dezintoksikatsionnaia terapiia bol'nykh s zabolevaniiami sistemy krovi.,,,,,,,,
6519425,NLM,MEDLINE,19850228,20200713,0234-5730 (Print) 0234-5730 (Linking),29,9,1984 Sep,[Various indices of natural immunity after transfusion of packed leukocytes into hemoblastosis patients].,13-6,"['Fainshtein, F E', 'Martynova, V A', 'Ermolovich, S V', 'Khoroshko, N D']","['Fainshtein FE', 'Martynova VA', 'Ermolovich SV', 'Khoroshko ND']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,,IM,"['*Blood Transfusion', 'Humans', 'Immunity, Innate', 'Leukemia/*therapy', '*Leukocyte Transfusion', 'Lymphoma/*therapy']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Gematol Transfuziol. 1984 Sep;29(9):13-6.,,,,,Nekotorye pokazateli estestvennogo immuniteta pri transfuziiakh leikotsitnoi massy u bol'nykh gemoblastozami.,,,,,,,,
6519141,NLM,MEDLINE,19850307,20190825,0302-2838 (Print) 0302-2838 (Linking),10,5,1984,Leukemic infiltration of the prostate causing acute urinary retention.,356-7,"['Garcia-Gonzalez, R', 'Bellas-Menendez, C', 'Llorente-Abarca, C', 'Maganto-Pavon, E']","['Garcia-Gonzalez R', 'Bellas-Menendez C', 'Llorente-Abarca C', 'Maganto-Pavon E']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Eur Urol,European urology,7512719,,IM,"['Aged', 'Humans', 'Leukemia, Lymphoid/*complications/pathology', 'Male', 'Prostate/pathology', 'Prostatic Neoplasms/*complications/pathology', 'Urination Disorders/*etiology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Eur Urol. 1984;10(5):356-7. doi: 10.1159/000463828.,A case of early involvement of the prostate by chronic lymphocytic leukemia first manifested by urinary retention is reported. The patient was prostatectomized without specific findings. Only about 60 similar previous cases have been reported in the literature.,,['10.1159/000463828 [doi]'],,,,,,,,,,
